Word	Amharic-am	Valence	Arousal	Dominance
pitted	አሻንጉሊት	0.358	0.653	0.470
pitter	ቆዳ	0.469	0.424	0.384
pituitary	ፒሞቲዊ	0.406	0.365	0.442
pity	ርኅራኄ	0.160	0.398	0.114
pivot	ምሰሶ	0.458	0.382	0.440
pivotal	ምሰሶ	0.582	0.471	0.536
pix	ፒሲ	0.521	0.373	0.364
pixie	pixie	0.562	0.537	0.325
pizza	ፒዛ	0.847	0.390	0.295
pizzazz	ፒዛዛዝ	0.635	0.735	0.682
pizzeria	ፒዛሪያ	0.719	0.520	0.364
placard	???	0.388	0.442	0.500
place	ቦታ	0.573	0.261	0.398
placebo	የደም ቅበላ	0.520	0.306	0.365
placement	ምደባ	0.643	0.460	0.528
placenta	እብጠት	0.375	0.433	0.443
placid	የታፈነ	0.640	0.317	0.491
placket	ጥቅጥቅ ያለ	0.408	0.231	0.228
plagiarism	ሙስሊም	0.135	0.716	0.436
plague	ወረርሽኝ	0.083	0.596	0.355
plaid	ጠረጴዛ	0.480	0.330	0.417
plain	ግልጽ	0.500	0.167	0.311
plainclothes	የለበሰ ልብስ	0.698	0.337	0.424
plaintiff	ከሳሽ	0.365	0.806	0.711
plaintive	አሳዛኝ	0.292	0.529	0.306
plan	ዕቅድ	0.646	0.540	0.733
plane	አውሮፕላን	0.510	0.356	0.386
planes	አውሮፕላኖች	0.667	0.606	0.575
planet	ፕላኔት	0.698	0.404	0.832
planetarium	ፕላኒየሪየም	0.704	0.462	0.655
planetary	ፕላኔታዊ	0.604	0.500	0.620
planets	ፕላኔቶች	0.724	0.318	0.658
plank	ፕላንክ	0.427	0.280	0.333
plankton	ፕላንክተን	0.552	0.321	0.371
planned	የታቀደ	0.740	0.385	0.729
planner	እቅድ አውጪ	0.760	0.469	0.868
planning	እቅድ	0.894	0.462	0.705
plant	ተክል	0.730	0.180	0.371
plantation	ተክሏል	0.573	0.585	0.575
planter	ተከላ	0.604	0.450	0.634
planting	መትከል	0.635	0.343	0.595
plaque	የመኪና ሰሌዳ	0.520	0.333	0.420
plasma	ፕላዝማ	0.474	0.398	0.360
plaster	ፕላስተር	0.438	0.264	0.255
plastic	ፕላስቲክ	0.490	0.269	0.320
plasticity	የፕላስቲክ	0.542	0.471	0.402
plat	ስጋ	0.716	0.359	0.556
plate	ሳህን	0.583	0.245	0.366
plateau	ድንች	0.611	0.316	0.400
plated	የተቀረጸ	0.562	0.458	0.457
platform	መድረክ	0.602	0.340	0.718
plating	መጥበሻ	0.576	0.368	0.433
platinum	ፕላቲኒየም	0.750	0.518	0.702
platonic	ፕላቶኒክ	0.490	0.461	0.469
platoon	ክፍል	0.448	0.700	0.745
platter	ሳንቲም	0.686	0.245	0.219
plaudit	NO TRANSLATION	0.816	0.813	0.546
plausibility	ትክክለኛነት	0.705	0.451	0.570
plausible	ምክንያታዊ	0.714	0.404	0.510
play	ተጫወት	0.812	0.765	0.358
playa	Playa	0.724	0.510	0.575
playback	መልሶ ማጫወት	0.656	0.559	0.639
playbook	Playbook	0.673	0.582	0.500
playboy	ተጫዋች	0.646	0.900	0.519
player	ተጫዋች	0.557	0.688	0.644
playful	ተጫዋች	0.892	0.688	0.463
playground	የመጫወቻ ቦታ	0.888	0.620	0.435
playhouse	የመጫወቻ ቤት	0.719	0.729	0.426
playmate	አጫዋች	0.878	0.509	0.398
playoff	ጨዋታ መዝናኛ	0.622	0.716	0.550
playpen	playpen	0.698	0.481	0.475
playroom	የመጫወቻ ክፍል	0.844	0.661	0.380
plaything	መጫወቻ	0.708	0.602	0.277
playtime	የመጫወቻ ሰዓት	0.760	0.596	0.566
playwright	ጸሐፊ	0.672	0.550	0.667
plaza	አደባባይ	0.690	0.346	0.529
plea	ልመና	0.633	0.491	0.517
plead	መማፀን	0.177	0.596	0.195
pleasant	ደስ ይላል	0.939	0.310	0.673
pleased	ተደስቷል	0.939	0.548	0.795
pleasing	ደስ የሚያሰኝ	0.917	0.449	0.788
pleasurable	ደስ የሚል	0.948	0.529	0.669
pleasure	ደስታ	0.939	0.740	0.682
pleasures	ደስታን	0.896	0.654	0.705
pleat	ሞገስ	0.490	0.345	0.316
pleated	ተደስቷል	0.534	0.318	0.436
pledge	ቃል መግባት	0.719	0.490	0.764
pledged	ቃል ገብተዋል	0.719	0.630	0.658
plenary	ሁለገብ	0.573	0.356	0.598
plentiful	ብዛታቸው	0.833	0.735	0.745
plenty	ብዙ	0.827	0.612	0.824
plenum	ክቡር	0.531	0.454	0.596
plethora	plethora	0.646	0.602	0.547
plexus	plexus	0.333	0.405	0.395
pliable	ምሰሶ	0.625	0.370	0.440
plication	ማቅለም	0.360	0.460	0.500
pliers	ተለጣፊዎች	0.561	0.334	0.441
plight	አስከፊ ሁኔታ	0.450	0.520	0.547
plinth	መቀመጫ	0.438	0.346	0.473
plodding	ማቅለጥ	0.449	0.481	0.439
plop	አረፍተነዋል	0.385	0.475	0.349
plot	ሴራ	0.469	0.567	0.510
plough	ቆረጠ	0.677	0.427	0.458
ploughed	ተረስቷል	0.438	0.420	0.431
plover	ኮርነር	0.439	0.434	0.191
plow	ቆረጠ	0.531	0.560	0.456
plowed	ተረስቷል	0.552	0.490	0.355
plowing	መስክ	0.562	0.531	0.518
ploy	ዘዴኛ	0.458	0.559	0.741
pluck	ወርቅ	0.375	0.583	0.474
plucky	እድለኝነት	0.816	0.817	0.880
plug	ተሰኪ	0.531	0.356	0.473
plum	ፕባም	0.724	0.306	0.170
plumage	ቅልት	0.656	0.286	0.284
plumb	ቧምቧ	0.448	0.500	0.554
plumber	የቧንቧ ሰሪ	0.327	0.510	0.448
plumbing	ቧንቧ	0.469	0.427	0.441
plume	ቀበቶ	0.469	0.323	0.375
plummet	መቁረጥ	0.302	0.750	0.360
plump	እብጠት	0.385	0.480	0.387
plumper	ቧንቧ	0.406	0.429	0.353
plunder	ዘረፋ	0.125	0.894	0.574
plunge	ወደቀ	0.307	0.690	0.550
plunger	ሞኝ	0.365	0.510	0.373
plural	ብዙ ቁጥር	0.560	0.432	0.564
plurality	plurality	0.683	0.473	0.587
plush	ብሩህ	0.625	0.265	0.318
plutonium	ፕሮቲንየም	0.406	0.675	0.731
ply	እግር	0.458	0.320	0.324
plywood	እጃቢ ድንጋይ	0.561	0.245	0.380
pneumatic	በአየር	0.337	0.520	0.500
pneumonia	የሳምባ ምች	0.208	0.608	0.324
poacher	ጨካኝ	0.240	0.673	0.612
poachers	አዳኞች	0.315	0.857	0.632
poaching	መጥፊ	0.302	0.824	0.526
pocket	ኪስ	0.458	0.275	0.340
pocketbook	ኪ ቦርሳ	0.551	0.231	0.343
pocketful	ኪስ	0.594	0.279	0.306
pod	NO TRANSLATION	0.480	0.396	0.339
podium	መድረክ	0.627	0.365	0.702
poem	ግጥም	0.810	0.270	0.571
poems	ግጥሞች	0.833	0.388	0.418
poet	ገጣሚ	0.827	0.350	0.556
poetic	ግጥም	0.860	0.269	0.548
poetical	ግጥም	0.802	0.327	0.518
poetics	ግጥም	0.833	0.306	0.353
poetry	ግጥም	0.697	0.235	0.629
pogo	pogo	0.480	0.426	0.368
poignant	እምቢተኛ	0.646	0.444	0.518
point	ነጥብ	0.490	0.193	0.431
pointedly	በስውር	0.408	0.706	0.569
pointer	ጠቋሚ	0.583	0.382	0.500
pointless	ትርጉም የሌለው	0.055	0.353	0.111
pointy	ጠቋሚ	0.469	0.651	0.438
poise	ምሰሶ	0.677	0.202	0.708
poison	መርዝ	0.083	0.760	0.573
poisoned	ተመርዟል	0.057	0.808	0.402
poisoning	መርዝ መርዝ	0.094	0.837	0.526
poisonous	መርዛማ	0.102	0.870	0.533
poke	ተኮሰ	0.365	0.713	0.475
poker	ቁማር	0.480	0.689	0.398
pokes	ምሰሶዎች	0.365	0.480	0.538
polar	ፖል	0.468	0.261	0.500
polarity	ተጋላጭነት	0.510	0.472	0.500
pole	ምሰሶ	0.418	0.398	0.368
polemic	ግጥም	0.133	0.750	0.652
police	ፖሊስ	0.458	0.770	0.830
police officer	ፖሊስ መኮን	0.479	0.816	0.858
policeman	ፖሊስ	0.542	0.708	0.898
policewoman	ፖሊስ	0.530	0.740	0.727
policy	መመሪያ	0.324	0.735	0.833
polio	ፖሊዮ	0.296	0.452	0.409
polish	ፖሊሽ	0.604	0.412	0.533
polished	አንፀባራቂ	0.667	0.413	0.491
polite	ትሁት	0.927	0.378	0.562
politeness	ትሕትና	0.875	0.353	0.618
politic	ፖለቲካዊ	0.365	0.581	0.798
political	የፖለቲካ	0.347	0.730	0.875
politician	ፖለቲከኛ	0.323	0.551	0.863
politics	ፖለቲካ	0.250	0.528	0.855
polity	ፖለቲካ	0.268	0.583	0.802
polka	የፖላካ	0.604	0.451	0.426
poll	የሕዝብ አስተያየት መስጫ	0.552	0.500	0.554
pollen	የአበባ ዱቄት	0.622	0.212	0.292
polling	ምርጫ	0.448	0.598	0.602
pollute	መበከል	0.173	0.660	0.480
pollution	ብክለት	0.062	0.694	0.445
polo	ፖሎ	0.582	0.360	0.415
poltergeist	የፖልቴጂስት	0.271	0.784	0.544
polyester	polyester	0.479	0.270	0.366
polygamy	polygamy	0.365	0.647	0.563
polygon	ፖሊጎን	0.490	0.558	0.557
polygonal	ብዙ ጎን	0.427	0.441	0.528
polygraph	polygraph	0.427	0.491	0.602
polymer	ፖሊመር	0.438	0.330	0.393
polymorphism	ፖሊሞፈርፍዝም	0.429	0.592	0.558
pomp	ግጥም	0.448	0.491	0.413
pompous	ግጥም	0.500	0.571	0.409
poncho	poncho	0.490	0.265	0.231
pond	ኩሬ	0.520	0.337	0.358
ponder	አሰላስል	0.740	0.380	0.689
ponderous	ድንቅ	0.290	0.450	0.534
pong	ፓን	0.500	0.500	0.396
pontiff	ፒያፍ	0.625	0.363	0.723
pontificate	የጵጵስና ሥልጣኔ	0.584	0.424	0.704
pontoon	ፓንቶን	0.500	0.377	0.373
pony	እምብርት	0.812	0.413	0.315
ponytail	ጫማ ነጭ	0.541	0.337	0.302
pooch	ድካም	0.355	0.360	0.347
poodle	ዊድል	0.500	0.413	0.301
poof	ጉልበት	0.469	0.387	0.210
pool	መዋኛ	0.625	0.356	0.598
poop	ገደል	0.163	0.430	0.172
poor	ደካማ	0.156	0.358	0.087
poorly	ደካማ	0.077	0.620	0.196
pop	ብቅ ይላል	0.673	0.510	0.491
popcorn	ፖፕ-ኩርን	0.875	0.441	0.231
pope	ጳጳሳት	0.600	0.375	0.636
popper	popper	0.420	0.509	0.411
poppy	ፖፒ	0.635	0.392	0.357
poppycock	poppycock	0.347	0.510	0.385
popsicle	popsicle	0.667	0.300	0.364
popular	ታዋቂ	0.880	0.676	0.731
popularity	ታዋቂነት	0.896	0.784	0.861
popularized	ታዋቂ	0.750	0.771	0.745
population	የሕዝብ ብዛት	0.615	0.423	0.667
populous	ብዛት ያለው	0.520	0.630	0.725
porcelain	ጌጣጌጥ	0.562	0.310	0.349
porch	በረንት	0.535	0.324	0.388
porcupine	ፖክፐንፒን	0.388	0.421	0.367
pore	ግርግር	0.427	0.271	0.342
pork	የአሳማ ሥጋ	0.370	0.450	0.333
porker	አሳማ	0.521	0.602	0.500
porky	የአሳማ ሥጋ	0.234	0.483	0.333
porn	ወሲብ	0.344	0.915	0.421
porno	ወሲብ	0.302	0.923	0.519
pornographic	ወሲባዊ ሥዕሎች	0.230	0.896	0.500
pornography	ፖርኖግራፊ	0.323	0.921	0.481
porosity	እብጠት	0.312	0.343	0.402
porous	ፖያማ	0.385	0.370	0.264
porridge	ገንፎ	0.573	0.229	0.274
port	የወደብ	0.550	0.409	0.513
portable	ተንቀሳቃሽ	0.615	0.356	0.582
portage	ማጓጓዣ	0.490	0.490	0.445
portal	መግቢያ	0.583	0.347	0.547
porter	ፖርተር	0.571	0.375	0.654
porterhouse	መሸጫ ቤት	0.602	0.364	0.418
portfolio	ፖርትፎሊዮ	0.625	0.280	0.498
porthole	እምብርት	0.500	0.353	0.382
portico	ፖሲኮ	0.521	0.444	0.366
portion	ክፍል	0.536	0.364	0.398
portrait	ፎቶግራፍ	0.698	0.186	0.467
portraiture	ስዕል ማሳየት	0.735	0.298	0.445
portray	ይግለጹ	0.656	0.529	0.457
pose	አደገ	0.427	0.330	0.361
poser	NO TRANSLATION	0.469	0.385	0.316
posh	ፖሂ	0.823	0.337	0.750
posited	አዎንታዊ	0.615	0.410	0.620
position	አቀማመጥ	0.604	0.451	0.538
positioning	አቀማመጥ	0.615	0.490	0.795
positive	አዎንታዊ	0.959	0.510	0.855
positiveenergy	NO TRANSLATION	0.940	0.500	0.808
positively	አዎንታዊ	0.969	0.645	0.795
positivity	አዎንታዊነት	0.959	0.549	0.870
posse	ምጥ	0.398	0.510	0.473
possess	ይወርዳል	0.670	0.590	0.727
possessed	የተያዘ	0.327	0.884	0.611
possessing	ይዞራል	0.461	0.593	0.612
possession	ባለቤትነት	0.677	0.676	0.848
possessive	ባለቤት	0.279	0.648	0.696
possessor	ባለቤት	0.480	0.573	0.773
possibility	ዕድል	0.816	0.481	0.596
possible	ሊሆን ይችላል	0.688	0.316	0.548
possibly	ሊሆን ይችላል	0.448	0.400	0.500
possum	መፈለጊያ	0.408	0.471	0.306
post	ፖስት	0.520	0.426	0.548
postage	ፖስት	0.560	0.471	0.527
postal	ፖስታ	0.765	0.245	0.411
postcard	ፖስትካርድ	0.822	0.292	0.390
poster	ፖስተር	0.542	0.275	0.365
posterior	ኋላ ያለው	0.510	0.385	0.517
posterity	መጪው ትውልድ	0.565	0.460	0.683
posthumous	ድፍረትን	0.232	0.441	0.430
postman	የፖስታ ጋዜጠኛ	0.643	0.482	0.455
postmortem	postmortem	0.296	0.486	0.420
postpone	ሰፋ	0.316	0.408	0.451
postponed	ዘገምተኛ	0.439	0.327	0.402
postponement	ማስተላለፍ	0.448	0.569	0.414
postscript	ልኡክ ጽሁፍ	0.487	0.300	0.409
postulate	መለደፍ	0.487	0.470	0.694
posture	አቀማመጥ	0.562	0.309	0.598
pot	ድስት	0.500	0.186	0.294
potable	ንጹህ	0.765	0.326	0.431
potassium	ፖታሲየም	0.469	0.314	0.472
potato	ድንች	0.541	0.235	0.265
potatoes	ድንች	0.690	0.271	0.309
potency	ኃይል	0.708	0.745	0.879
potent	ኃያል	0.698	0.784	0.907
potential	እምቅ	0.806	0.625	0.840
pothead	እጀታ	0.378	0.510	0.375
pothole	ጎስቋላ	0.344	0.294	0.283
potion	ፖታስ	0.500	0.400	0.417
potluck	ፖልላክ	0.621	0.561	0.433
potpourri	ፖፑርሪ	0.646	0.580	0.295
potted	የተጣለ	0.469	0.336	0.375
potter	ሸክላ ሠሪ	0.573	0.417	0.482
pottery	የሸክላ ስራ	0.594	0.286	0.422
potty	ማጠራቀሚያ	0.367	0.373	0.317
pouch	መያዣ	0.438	0.230	0.271
poultry	ዶሮ	0.480	0.375	0.314
pounce	ዘንበል	0.490	0.657	0.518
pound	ፓውንድ	0.570	0.337	0.443
pounding	ድብደባ	0.333	0.843	0.731
pour	NO TRANSLATION	0.448	0.570	0.375
pout	ጫማ	0.458	0.354	0.202
pouting	ስካን	0.263	0.471	0.270
pouty	ሕንፃ	0.333	0.480	0.393
poverty	ድህነት	0.071	0.519	0.183
pow	ፖው	0.375	0.440	0.426
powder	ዱቄት	0.521	0.250	0.194
powdered	ድቡልዝ	0.520	0.375	0.420
powdery	ዱቄት	0.323	0.390	0.211
power	ኃይል	0.719	0.670	0.953
powerful	ኃይለኛ	0.865	0.830	0.991
powerfully	በኃይል	0.854	0.724	0.935
powerhouse	የኃይል ቤት	0.630	0.755	0.787
powerless	ኃይል የለሽ	0.125	0.500	0.328
powwow	ፓውዋው	0.490	0.650	0.406
pox	ፖክ	0.235	0.567	0.309
practicable	ሊደረስበት የሚችል	0.677	0.429	0.635
practical	ተግባራዊ	0.710	0.490	0.608
practically	በተግባር	0.622	0.402	0.588
practice	ልምምድ	0.684	0.582	0.639
practiced	ተለማምዷል	0.612	0.605	0.580
practise	ልምምድ	0.713	0.490	0.616
practitioner	ተለማማጅ	0.704	0.497	0.684
pragmatic	ተጨባጭ	0.573	0.433	0.637
prairie	እንጉዳይ	0.673	0.183	0.415
praise	ምስጋና	0.776	0.387	0.658
praised	የተመሰገኑ	0.950	0.441	0.721
praisegod	NO TRANSLATION	0.851	0.500	0.638
praisejesus	NO TRANSLATION	0.833	0.377	0.672
praises	ማመስገን	0.878	0.491	0.750
praiseworthy	ሊመሰገኑ ይገባቸዋል	0.875	0.445	0.788
praising	ማመስገን	0.906	0.557	0.623
prance	ድንገት	0.683	0.547	0.435
prank	prank	0.571	0.690	0.389
prawn	ማር	0.488	0.324	0.390
praxis	ምህረት	0.438	0.439	0.593
pray	ጸልዩ	0.714	0.127	0.627
prayer	ጸሎት	0.745	0.217	0.604
prayforme	ለኔ ጸልይልኝ	0.520	0.404	0.445
praying	መጸለይ	0.646	0.235	0.415
praying mantis	መጸጸት	0.479	0.442	0.510
preach	መስበክ	0.602	0.480	0.702
preacher	ሰባኪ	0.551	0.388	0.741
preaching	ስብከት	0.646	0.604	0.795
preamble	መግቢያ	0.541	0.555	0.491
precarious	የማይታወቅ	0.107	0.540	0.273
precaution	ጥንቃቄ	0.625	0.520	0.406
precautionary	ጥንቃቄ ማድረግ	0.449	0.587	0.548
precede	ቀደም ብሎ	0.615	0.566	0.552
precedence	ቅድሚያ	0.594	0.520	0.598
precedent	ቅድመ ሁኔታ	0.574	0.392	0.721
preceding	በፊት	0.456	0.442	0.663
precept	ትእዛዝ	0.448	0.480	0.636
preceptor	አዛዥ	0.521	0.433	0.724
precession	ቅድመ መወሰን	0.469	0.460	0.594
precinct	ግቢ	0.375	0.431	0.527
precincts	ቅጥር	0.531	0.324	0.418
precious	ውድ	0.917	0.500	0.726
precipice	ጭጋግ	0.198	0.784	0.396
precipitate	ፍጢር	0.417	0.770	0.500
precipitation	ዝናብ	0.454	0.663	0.531
precipitous	ቀዝቃዛ	0.429	0.651	0.514
precise	ትክክለኛ	0.833	0.358	0.769
precisely	በትክክል	0.816	0.388	0.714
precision	ትክክለኛነት	0.677	0.431	0.875
preclude	መከልከል	0.333	0.552	0.417
precocious	ጥንቁቅ	0.398	0.610	0.324
precursor	ቅድመ ቀለም	0.580	0.672	0.783
predator	አጥፊ	0.143	0.760	0.777
predatory	አጥፊ	0.083	0.865	0.731
predecessor	ቅድመያው	0.635	0.415	0.593
predicament	አስቸጋሪ ሁኔታ	0.365	0.480	0.541
predicate	ተናጋሪ	0.635	0.344	0.465
predict	ገምቱ	0.615	0.486	0.654
predictable	ሊገመት የሚችል	0.312	0.296	0.420
predicting	መተንበይ	0.463	0.647	0.679
prediction	ትንበያ	0.562	0.635	0.585
predictive	ሊገመት የሚችል	0.479	0.454	0.736
predictor	ትንበያ	0.646	0.615	0.738
predilection	ቅድመ-ቅጥያ	0.667	0.529	0.661
predispose	አደገኛ	0.469	0.481	0.509
predisposed	ተቀዳሚ	0.531	0.571	0.483
predisposition	አመለካከት	0.656	0.611	0.716
predominance	የበላይነት	0.684	0.702	0.857
predominant	ጎልቶ የሚታይ	0.680	0.596	0.827
predominate	የበላይ ነው	0.673	0.610	0.857
preeminent	የበላይ	0.688	0.676	0.732
preemption	ቅድመ ሁኔታ	0.521	0.426	0.722
preemptive	መከላከያ	0.642	0.461	0.636
preface	መግቢያ	0.459	0.375	0.557
prefect	ፕሬዚዳንት	0.698	0.451	0.809
prefer	ይመርጣል	0.760	0.385	0.536
preferable	ይመረጣል	0.806	0.433	0.687
preference	ምርጫ	0.792	0.500	0.720
preferential	ልዩነት	0.740	0.481	0.764
prefix	ቅድመ ቅጥያ	0.521	0.232	0.463
pregnancy	እርግዝና	0.740	0.769	0.569
pregnant	እርጉዝ	0.765	0.773	0.537
prehistoric	ቅድመ ታሪክ	0.417	0.317	0.419
prejudice	ጭፍን ጥላቻ	0.110	0.613	0.407
prejudiced	ጭፍን ጥላቻ	0.235	0.625	0.345
prejudicial	ጎጂ	0.115	0.745	0.371
prelim	ቅድመ	0.462	0.417	0.516
preliminary	የመጀመሪያ ደረጃ	0.531	0.393	0.585
prelude	የቅድመ-ሐሳብ	0.544	0.392	0.556
premarital	ከጋብቻ በፊት	0.490	0.598	0.500
premature	ያለጊዜ	0.281	0.416	0.277
prematurely	ያለጊዜው	0.292	0.657	0.289
premed	መዘጋጀት	0.490	0.459	0.518
premeditated	የታቀደ	0.354	0.490	0.620
premier	ጠቅላይ ሚኒ	0.755	0.519	0.792
premiere	የመጀመሪያው	0.776	0.596	0.573
premise	መነሻ	0.531	0.519	0.517
premises	ግቢ	0.500	0.306	0.285
premium	ፕሪሚየም	0.786	0.590	0.769
premonition	ገጠመኝ	0.365	0.765	0.544
prenatal	ቅድመ ወሊድ	0.740	0.422	0.445
prenuptial	ቅድመ ክፍያ	0.633	0.569	0.526
preoccupation	ቅድመ ጉዳይ	0.375	0.694	0.380
preoccupied	አስቀድሞ የተያዘ	0.265	0.700	0.235
prep	ቅድመ ዝግጅት	0.688	0.509	0.555
preparation	አዘገጃጀት	0.771	0.500	0.679
preparatory	ዝግጅት	0.698	0.500	0.576
prepare	ዝግጅት	0.656	0.542	0.603
prepared	ተዘጋጅቷል	0.710	0.480	0.733
preparedness	ዝግጁነት	0.760	0.542	0.763
preparer	አዘጋጅ	0.617	0.500	0.740
preparing	እየተዘጋጀ	0.735	0.538	0.585
preponderance	የበላይነት	0.562	0.551	0.660
preposterous	አስቀያሚ	0.167	0.827	0.483
preppy	ቅድመ ጥንቅር	0.542	0.520	0.442
prerequisite	ቅድመ-ሁኔታ	0.448	0.424	0.482
prerogative	የመወሰን መብት	0.521	0.442	0.538
preschool	ቅድመ ትምህርት ቤት	0.604	0.382	0.393
prescient	መድሃኒት	0.531	0.539	0.696
prescribe	ማዘዝ	0.459	0.550	0.618
prescribed	የታዘዘ	0.531	0.391	0.463
prescription	መድሃኒት	0.302	0.337	0.568
prescriptive	መግቢል	0.615	0.378	0.643
presence	መገኘት	0.874	0.431	0.607
present	አለ	0.724	0.286	0.634
presentable	ሊቀርብ የሚችል	0.836	0.311	0.643
presentation	አቀራረብ	0.792	0.604	0.553
presenter	አቀራረብ	0.673	0.607	0.735
presentment	ማቅረቢያ	0.708	0.663	0.784
presents	ስጦታዎች	0.781	0.394	0.526
preservation	ማቆየት	0.667	0.510	0.686
preservative	መከላከያ	0.531	0.429	0.509
preserve	ይጠብቁ	0.837	0.431	0.755
preserved	ተጠብቆ	0.677	0.337	0.667
preserving	ጠብቆ ማቆየት	0.765	0.462	0.630
preside	ይመሩ	0.542	0.564	0.750
presidency	ፕሬዚዳንት	0.776	0.686	0.918
president	ፕሬዚደንት	0.677	0.622	0.973
presidential	ፕሬዚደንታዊ	0.612	0.656	0.972
press	ተጫን	0.552	0.520	0.491
pressing	በመጫን ላይ	0.240	0.755	0.636
pressure	ጫና	0.360	0.650	0.623
prestige	ክብር	0.918	0.594	0.907
prestigious	ታዋቂ	0.979	0.644	0.925
presto	presto	0.573	0.415	0.433
presume	ግምት	0.448	0.635	0.635
presumption	ግምቶች	0.375	0.596	0.518
presumptive	ትዕቢተኛ	0.323	0.483	0.481
presumptuous	እብሪተኛ	0.265	0.596	0.616
presuppose	ቅድመ-ግምት	0.588	0.469	0.500
pretend	አስመስሎ መሳለቂያ	0.490	0.528	0.542
pretended	አስመስሎ ነበር	0.167	0.556	0.227
pretender	አስመሳይ	0.500	0.683	0.574
pretending	በማስመሰል	0.378	0.420	0.317
pretense	ማስጨነቅ	0.323	0.600	0.540
pretensions	ሐቅ	0.347	0.680	0.593
pretentious	እምቢተኛ	0.156	0.736	0.444
pretext	ምክንያት	0.418	0.427	0.365
pretty	ቆንጆ	0.875	0.516	0.561
pretzel	ፕራይዜል	0.519	0.323	0.358
prevail	አሸናፊ	0.724	0.557	0.750
prevailing	ታዋቂ	0.798	0.708	0.864
prevalence	ተጋላጭነት	0.618	0.520	0.815
prevalent	ተንሰራፍቷል	0.694	0.430	0.669
prevent	አግድ	0.635	0.481	0.575
preventative	መከላከያ	0.650	0.442	0.682
prevention	መከላከል	0.760	0.463	0.600
preventive	መከላከያ	0.643	0.388	0.657
preview	ቅድመ ዕይታ	0.656	0.337	0.491
previous	ቀዳሚ	0.521	0.337	0.348
previously	በፊት	0.594	0.337	0.623
prey	አዳኝ	0.378	0.500	0.306
price	ዋጋ	0.479	0.475	0.535
priceless	በዋጋ ሊተመን የማይችል	0.745	0.696	0.779
pricey	በጣም ውድ	0.340	0.567	0.430
prick	መውጋት	0.323	0.764	0.269
prickly	ተክል	0.333	0.587	0.456
pride	ኩራት	0.729	0.634	0.848
priest	ቄስ	0.561	0.324	0.648
priestess	ቄስ	0.531	0.390	0.691
priesthood	ክህነት	0.622	0.304	0.649
priestly	በክህነት	0.605	0.284	0.683
prig	ፕሪም	0.388	0.429	0.276
prim	የመጀመሪያው	0.540	0.370	0.473
prima	NO TRANSLATION	0.633	0.406	0.427
primacy	የበላይነት	0.778	0.660	0.778
primal	የመጀመሪያው	0.550	0.407	0.482
primary	ዋና	0.562	0.390	0.545
primate	አጥቢ እንስሳ	0.561	0.363	0.402
primates	ጦጣዎች	0.365	0.455	0.444
prime	ፕራይም	0.708	0.275	0.446
primed	ተጠባባቂ	0.635	0.402	0.759
primer	አንኳር	0.625	0.363	0.688
primeval	ጥንታዊ	0.427	0.480	0.427
priming	መራባት	0.481	0.412	0.360
primitive	ጥንታዊ	0.323	0.388	0.361
primordial	ጥንቁቅ	0.625	0.569	0.771
primrose	ህዝቦች	0.827	0.230	0.648
prince	ልዑል	0.888	0.464	0.870
princely	በዋነኝነት	0.786	0.540	0.763
princess	ልዕልት	0.885	0.557	0.620
principal	ርዕሰ መምህር	0.650	0.353	0.709
principally	በዋነኝነት	0.786	0.480	0.791
principle	መርህ	0.750	0.306	0.629
principles	መርሆዎች	0.698	0.286	0.840
print	አትም	0.521	0.384	0.482
