Word	Pashto-ps	Valence	Arousal	Dominance
overpower	پیاوړي کول	0.448	0.859	0.783
overpowering	پیاوړی کول	0.392	0.779	0.589
overpriced	زیاتوالی	0.271	0.556	0.472
overprotective	زیانمنونکي	0.448	0.673	0.741
overrated	پورته شوی	0.312	0.630	0.482
overreact	مخ په زیاتیدو دی	0.306	0.912	0.471
override	اضافه کول	0.316	0.491	0.529
overriding	پورته کول	0.240	0.490	0.384
overrule	پورته کول	0.224	0.412	0.429
overrun	تیریدل	0.271	0.764	0.598
oversee	څارنه	0.541	0.649	0.778
overseer	څارونکی	0.552	0.520	0.873
overshadow	بیرته راځي	0.333	0.549	0.654
oversight	څارنه	0.385	0.618	0.723
oversized	پراخ شوی	0.552	0.540	0.679
overslept	سرغړونه	0.408	0.315	0.300
overstate	تاوان	0.281	0.779	0.635
overstock	overstock	0.344	0.592	0.589
overt	اضافه	0.708	0.326	0.607
overtake	تکرار کړئ	0.573	0.620	0.718
overtaken	پورته شو	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	پورته کول	0.430	0.606	0.552
overthinking	له فکره وتلی	0.408	0.761	0.525
overthrow	له منځه ځي	0.260	0.868	0.620
overtime	پس له وخته	0.447	0.504	0.529
overtired	مخ په زیاتیدو دی	0.210	0.357	0.273
overture	زیاتوالی	0.490	0.402	0.491
overturn	تکرار	0.240	0.765	0.396
overview	کتنه	0.615	0.380	0.539
overweight	د وزن وزن	0.052	0.500	0.389
overwhelm	ډیریدل	0.250	0.823	0.462
overwhelmed	غصب شوی	0.341	0.680	0.348
overwhelming	پراخه	0.327	0.830	0.640
overworked	ډیر کار شوی	0.133	0.670	0.387
overwrought	تیریدل	0.156	0.900	0.571
overzealous	زوړ	0.427	0.804	0.703
owe	اویا	0.500	0.429	0.386
owing	د	0.396	0.307	0.381
owl	اوال	0.520	0.270	0.321
owner	څښتن	0.776	0.449	0.920
ownership	ملکیت	0.628	0.445	0.741
ox	بکس	0.417	0.396	0.412
oxidation	اکسیډریشن	0.453	0.415	0.211
oxide	اکسیډس	0.354	0.377	0.298
oxygen	اکسيجن	0.908	0.310	0.575
oxymoron	اکسیمیورون	0.427	0.481	0.398
oyster	غوړ	0.500	0.311	0.327
ozone	اوزون	0.560	0.345	0.518
pace	سرعت	0.510	0.380	0.390
pacemaker	پواسیمر	0.448	0.569	0.582
pacific	پاسنټ	0.627	0.118	0.580
pacified	پاک شوی	0.802	0.194	0.414
pacifier	پاکونکی	0.615	0.342	0.356
pacifist	خوندیتوب	0.663	0.153	0.557
pacify	پاکول	0.812	0.283	0.629
pacing	انځور	0.583	0.551	0.491
pack	بکس	0.510	0.347	0.475
package	بسته بندي	0.571	0.433	0.443
packaging	بسته بندي	0.604	0.393	0.549
packer	پیکر	0.520	0.480	0.537
packet	پټه	0.582	0.385	0.407
pact	تړون	0.442	0.444	0.593
pad	پیډ	0.684	0.279	0.330
padded	ټوټه شوی	0.606	0.212	0.371
padding	ګنډل	0.561	0.398	0.423
paddle	پوډل	0.561	0.375	0.393
paddle boat	پیډل کشتۍ	0.663	0.373	0.415
paddock	پیډک	0.480	0.429	0.481
paddy	پلار	0.653	0.330	0.330
padlock	بندول	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	پایان	0.552	0.547	0.471
pagan	پکار ده	0.292	0.578	0.542
paganism	افسوس	0.240	0.640	0.411
page	پاڼه	0.677	0.224	0.278
pageant	مخکی	0.719	0.667	0.651
pager	انځورګر	0.510	0.526	0.554
pagination	ککړتیا	0.459	0.333	0.400
paging	انځورګر	0.542	0.398	0.423
pagoda	پاگودا	0.571	0.259	0.435
pail	ناکامه	0.448	0.177	0.188
pain	درد	0.012	0.765	0.395
pained	درد	0.112	0.500	0.250
painful	دردناک	0.050	0.742	0.330
painfully	دردناک	0.156	0.720	0.407
painkiller	د درد درد	0.487	0.312	0.481
painless	دردناکه	0.785	0.173	0.491
pains	دردونه	0.106	0.673	0.362
painstaking	د پوټکي کولو لپاره	0.396	0.335	0.386
paint	رنګ	0.667	0.343	0.413
paintball	پینټبال	0.615	0.745	0.537
paintbrush	د انګورو رنګ	0.714	0.226	0.353
painted	انځور شوی	0.667	0.333	0.424
painter	انځورګر	0.677	0.366	0.487
painting	انځورګر	0.792	0.324	0.333
pair	جوړه	0.552	0.317	0.304
paisley	paisley	0.531	0.327	0.347
pajama	پاجاما	0.908	0.157	0.245
pajamas	پاجا	0.719	0.170	0.264
pal	پال	0.812	0.426	0.596
palace	محل	0.878	0.510	0.804
palatable	خوږه	0.823	0.500	0.594
palate	تڼۍ	0.625	0.350	0.358
pale	رنګ	0.281	0.259	0.245
paleontology	پیلاټولوژي	0.438	0.308	0.617
palette	پاڼه	0.590	0.333	0.205
pall	قد	0.277	0.387	0.394
palladium	پیلیډیم	0.470	0.380	0.393
pallet	پټه	0.604	0.241	0.349
palliative	غلطی	0.548	0.394	0.518
palm	کج	0.531	0.194	0.340
palmer	کڅوړه	0.480	0.269	0.413
palomino	palomino	0.616	0.349	0.396
palpable	خوله	0.552	0.343	0.611
palpitations	کڅوړه	0.417	0.702	0.528
palsy	پينځه	0.083	0.446	0.221
paltry	وتل	0.333	0.491	0.320
pamper	خوله	0.792	0.321	0.348
pamphlet	ټوټه	0.530	0.250	0.327
pan	پین	0.734	0.182	0.364
panacea	پینستا	0.420	0.427	0.613
panache	پېښور	0.510	0.363	0.306
pancake	پینکیک	0.802	0.274	0.364
pancakes	پینکیکونه	0.844	0.373	0.402
pancreas	پینکانیا	0.469	0.302	0.366
panda	پانډا	0.646	0.194	0.406
pandemic	پانډیمیک	0.160	0.790	0.544
pandemonium	پانډونیم	0.229	0.885	0.500
pane	چوکاټ	0.385	0.250	0.444
panel	پینل	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	پنډول	0.441	0.431	0.414
panic	درد	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	سپکاوی	0.100	0.949	0.260
panicking	غلا کول	0.094	0.882	0.333
panicky	پنکی	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	پينامام	0.719	0.402	0.625
panoramic	پينورامیک	0.542	0.462	0.684
pansy	پنډی	0.653	0.283	0.589
pant	خټکی	0.448	0.463	0.409
pantheon	پینټون	0.144	0.410	0.610
panther	پينځه	0.303	0.594	0.682
panties	جاوید	0.594	0.529	0.312
pantomime	پینټومیم	0.552	0.481	0.385
pantry	پینټری	0.622	0.294	0.312
pants	پتلون	0.673	0.320	0.333
panty	پینټی	0.451	0.557	0.303
pantyhose	پینټاهوز	0.570	0.539	0.250
pap	پاپ	0.438	0.403	0.302
papa	پاپا	0.656	0.340	0.527
papacy	پوپسي	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	پاپایا	0.630	0.306	0.300
paper	کاغذ	0.520	0.123	0.293
paperback	کڅوړه	0.633	0.269	0.314
paperboy	پپربوی	0.521	0.490	0.471
paperweight	کاغذ پاڼه	0.421	0.278	0.433
paperwork	د کاغذ کار	0.448	0.355	0.422
paprika	پوپریکا	0.417	0.250	0.264
papyrus	پاپیرس	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	مثال	0.479	0.357	0.525
parabola	پارابولا	0.542	0.413	0.620
parabolic	پارابوليک	0.459	0.509	0.500
parachute	پیراشوټ	0.562	0.787	0.564
parade	پریډ	0.792	0.685	0.509
paradigm	paradigm	0.573	0.429	0.779
paradise	جنت	0.875	0.540	0.796
paradox	پاراډکس	0.417	0.442	0.482
paradoxical	ناباوره	0.406	0.547	0.433
paraffin	پیرافین	0.426	0.291	0.343
paragon	پارګون	0.490	0.431	0.473
paragraph	پراګراف	0.510	0.164	0.269
parakeet	پاریکټ	0.576	0.387	0.227
paralegal	پارليګال	0.479	0.470	0.519
parallax	پارلاکس	0.437	0.394	0.471
parallel	موازي	0.568	0.284	0.465
parallelism	موازي	0.549	0.363	0.527
paralysis	پارلسيز	0.156	0.500	0.305
paralyze	شلز	0.188	0.367	0.471
paralyzed	ټوټه ټوټه شوه	0.194	0.480	0.198
paramedic	پارمريک	0.673	0.464	0.636
paramedics	ملګري	0.479	0.594	0.712
paramilitary	نيمايي	0.154	0.804	0.727
paramount	غوره	0.771	0.615	0.902
paranoia	پروانیا	0.146	0.841	0.407
paranoid	ناڅاپه	0.122	0.918	0.364
paranormal	غیر معمولی	0.167	0.814	0.560
parapet	انځور	0.450	0.356	0.279
paraphernalia	پراپرالیا	0.443	0.726	0.509
paraphrase	پراپرس	0.500	0.375	0.444
paraplegic	پاراپه	0.188	0.441	0.321
parasite	پرازیت	0.092	0.442	0.324
parasitic	پرازتيکي	0.037	0.600	0.364
parasol	پرولول	0.604	0.255	0.304
parcel	پارسل	0.660	0.324	0.411
parcels	پارسلونه	0.551	0.445	0.418
parched	ټوټې شوې	0.250	0.235	0.255
parchment	تاوان	0.615	0.228	0.455
pardon	معافي	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	پارینچیما	0.500	0.399	0.595
parent	پلار	0.812	0.357	0.860
parentage	پلار	0.903	0.382	0.595
parental	والدین	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	پلار	0.490	0.327	0.391
parenthood	پلار	0.750	0.630	0.782
parenting	پلار	0.812	0.520	0.676
pariah	پاریه	0.397	0.478	0.293
parietal	پارریټال	0.481	0.333	0.491
paring	پریښودل	0.429	0.441	0.324
parish	پارش	0.698	0.354	0.582
parity	یووالي	0.582	0.406	0.407
park	پارک	0.816	0.343	0.414
parka	پارکا	0.469	0.481	0.395
parking	پارکنګ	0.777	0.469	0.510
parkinsons	پارکینسن	0.104	0.570	0.373
parlance	پارلماني	0.510	0.350	0.462
parlay	پارلي	0.469	0.611	0.483
parliament	پارلمان	0.573	0.540	0.858
parliamentary	پارلماني	0.490	0.554	0.755
parlor	پارلر	0.500	0.327	0.366
parmesan	پارسین	0.698	0.321	0.382
parody	پارډی	0.561	0.651	0.375
parole	پارول	0.388	0.620	0.526
parquet	لکت	0.541	0.240	0.422
parrot	توت	0.588	0.333	0.292
parry	پیري	0.510	0.404	0.436
parse	پارس	0.469	0.456	0.667
parsimonious	غلط	0.417	0.312	0.446
parsimony	تعصب	0.449	0.280	0.403
parsley	اجماع	0.458	0.170	0.291
parson	پرسن	0.583	0.250	0.615
part	برخه	0.663	0.278	0.360
partake	برخه	0.755	0.656	0.629
partial	جزیره	0.429	0.324	0.348
partiality	ښکیلتیا	0.375	0.380	0.490
partially	په نسبي توګه	0.418	0.368	0.396
participant	ګډون کوونکي	0.712	0.598	0.613
participate	ګډون وکړئ	0.755	0.580	0.684
participation	ګډون	0.781	0.700	0.702
particle	ذمه	0.521	0.265	0.438
particular	ځانګړي	0.562	0.402	0.552
particularity	ځانګړتیا	0.670	0.434	0.586
particulars	توضیحات	0.604	0.348	0.525
parting	ګډول	0.260	0.542	0.353
partisan	اړخونه	0.615	0.549	0.669
partisanship	ښکیلتیا	0.438	0.566	0.551
partition	ویش	0.615	0.469	0.567
partly	یو څه	0.415	0.410	0.396
partner	ملګري	0.673	0.302	0.586
partnership	شراکت	0.786	0.387	0.545
partridge	تشناب	0.583	0.415	0.250
parts	برخې	0.459	0.327	0.392
party	ګوند	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	تېرېدل	0.510	0.324	0.362
passable	د منلو وړ	0.688	0.337	0.633
passage	تېرېدل	0.429	0.314	0.370
passageway	پاسپورټ	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	مسافر	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	تېرېدل	0.458	0.298	0.509
passion	جذب	0.854	0.865	0.728
passionate	حساس	0.990	0.827	0.731
passive	غیر فعال	0.420	0.116	0.241
passivity	استعداد	0.241	0.115	0.246
passkey	پاسان	0.646	0.500	0.791
passport	پاسپورت	0.653	0.457	0.682
password	رمز	0.390	0.356	0.559
past	تیر	0.490	0.422	0.311
pasta	پاستا	0.615	0.306	0.375
paste	پیټ کړئ	0.500	0.556	0.500
pastel	پښه	0.719	0.357	0.367
pastime	تیري	0.677	0.353	0.443
pastor	پادری	0.698	0.236	0.746
pastrami	پادری	0.542	0.415	0.348
pastry	پیري	0.870	0.407	0.419
pasture	څړځای	0.688	0.145	0.170
pasty	چټکۍ	0.479	0.363	0.375
pat	پیټ	0.418	0.377	0.340
patch	ټوټه	0.439	0.288	0.283
patchwork	ټوټه	0.500	0.260	0.325
pate	پیښه	0.406	0.260	0.260
patella	پیټیلا	0.430	0.260	0.342
patent	پیټینټ	0.724	0.391	0.609
patented	پیټ شوی	0.571	0.422	0.685
paternal	مور او پلار	0.776	0.353	0.755
paternity	د پلارتوب	0.704	0.590	0.806
path	لاره	0.590	0.245	0.421
pathetic	زړه نازړه	0.088	0.464	0.139
pathological	روانيالوژي	0.220	0.602	0.580
pathologist	روانيالوژي	0.354	0.552	0.585
pathology	روټولوژي	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	لاره	0.646	0.410	0.519
patience	صبر	0.771	0.125	0.387
patient	ناروغ	0.583	0.193	0.340
patio	دباندې برنډه	0.562	0.245	0.402
patriarch	وطنپال	0.592	0.448	0.898
patriarchal	پالرتريال	0.531	0.500	0.857
patrimony	د ترهګرۍ	0.719	0.406	0.740
patriot	محب وطن	0.771	0.635	0.886
patriotic	وطنپال	0.875	0.509	0.933
patriotism	وطن پالنه	0.708	0.635	0.848
patrol	ګزمې	0.427	0.664	0.736
patrolman	ګزمې	0.469	0.731	0.884
patron	سرپرست	0.583	0.451	0.870
patronage	ساتنه	0.583	0.490	0.583
patronising	ساتنه	0.439	0.455	0.582
patronize	ساتنه وکړئ	0.430	0.451	0.591
patronizing	ساتنه	0.542	0.365	0.529
patter	تڼۍ	0.312	0.635	0.451
pattern	بڼه	0.479	0.422	0.664
paucity	کمښت	0.153	0.453	0.175
pauper	پاپیر	0.260	0.347	0.151
pause	بند کړئ	0.429	0.188	0.264
pave	پښه	0.594	0.490	0.509
pavement	پښه	0.460	0.353	0.475
pavilion	غسل	0.583	0.500	0.770
paving	ساتل	0.408	0.469	0.545
paw	ټوټه	0.417	0.360	0.286
pawn	ټوټه	0.390	0.321	0.187
pawnshop	پنډ ورکشاپ	0.396	0.439	0.519
pax	پاک	0.551	0.421	0.473
pay	معاش ورکول	0.514	0.588	0.592
payable	د پیسو وړ دي	0.385	0.480	0.606
payback	پورونه	0.459	0.500	0.567
paycheck	د پیسو چک	0.896	0.630	0.652
payday	تنخوا	0.833	0.741	0.571
payer	تنخوا	0.313	0.630	0.638
payload	پیرود	0.612	0.510	0.682
payment	تادیه	0.629	0.452	0.643
payoff	پیسی ورکړه	0.740	0.644	0.673
payout	پیسې	0.646	0.600	0.575
payphone	تلیفون	0.469	0.360	0.370
payroll	معاش	0.521	0.360	0.549
pea	جوړه	0.580	0.275	0.298
peace	سوله	0.939	0.156	0.613
peaceable	د سولې وړ	0.776	0.134	0.453
peaceful	سوله ییز	0.867	0.108	0.569
peacefully	په سوله ایزه توګه	0.901	0.190	0.639
peacekeeper	سوله ساتونکی	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	وخت	0.949	0.180	0.579
peach	شفتالو	0.704	0.480	0.272
peachy	هګۍ	0.755	0.479	0.388
peacock	مورک	0.786	0.449	0.458
peak	مخ	0.500	0.345	0.431
peaked	ژړل شوی	0.677	0.704	0.857
peanut	لوبغالي	0.646	0.202	0.246
peanuts	لوبغالي	0.542	0.294	0.324
pear	امرت	0.677	0.158	0.241
pearl	موږه	0.905	0.425	0.642
pearly	خوږه	0.635	0.337	0.373
peas	مڼه	0.542	0.283	0.310
peasant	بزګر	0.530	0.275	0.407
peat	مخ	0.333	0.655	0.504
pebble	کږه	0.354	0.353	0.287
pecan	پیکن	0.552	0.316	0.358
peck	پکی	0.202	0.530	0.321
pecker	ټوکر	0.459	0.509	0.375
peculiar	ځانګړی	0.600	0.491	0.564
peculiarities	ځانګړتیاوې	0.511	0.460	0.528
peculiarity	بشپړتیا	0.439	0.452	0.652
peculiarly	په ځانګړې توګه	0.615	0.450	0.454
pecuniary	مالي	0.490	0.490	0.500
pedal	پیډل	0.500	0.320	0.342
pedantic	پلار	0.229	0.608	0.253
peddle	پیډل	0.539	0.549	0.538
peddler	پلډر	0.408	0.481	0.390
pedestal	پیډلال	0.735	0.284	0.579
pedestrian	پیښه	0.438	0.360	0.448
pediatric	ماشومانو	0.560	0.462	0.490
pediatrician	د ماشومانو ناروغۍ	0.602	0.500	0.627
pediatrics	د ماشومانو درملنه	0.750	0.380	0.596
pedicure	پیډیکیور	0.695	0.269	0.296
pedigree	پیښه	0.625	0.340	0.609
pedometer	پیډومیټر	0.469	0.561	0.405
pedophile	پیروفیلیل	0.051	0.724	0.430
pee	pee	0.449	0.529	0.391
peek	پښه	0.486	0.360	0.411
peekaboo	پیکاباو	0.592	0.607	0.412
peel	پوند	0.439	0.250	0.279
peep	پښه	0.573	0.317	0.269
peeper	ملګري	0.182	0.537	0.343
peephole	سایفول	0.479	0.500	0.310
peer	جوړې	0.458	0.321	0.569
peering	ځړول	0.514	0.409	0.451
peerless	بې ساري	0.688	0.450	0.462
peeved	جوړې شوې	0.156	0.750	0.467
peg	پاڼه	0.520	0.357	0.393
pegs	مخونه	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	سلیج	0.521	0.554	0.491
pelican	پلیکن	0.573	0.391	0.380
pellet	ټوټه	0.448	0.390	0.466
pelvic	پلوی	0.320	0.632	0.373
pelvis	پلس	0.378	0.618	0.380
pen	قلم	0.622	0.194	0.250
penal	جزا	0.208	0.565	0.610
penalty	جزا	0.062	0.490	0.240
penance	تناسب	0.219	0.667	0.463
penchant	تناسب	0.688	0.480	0.609
pencil	پنسل	0.552	0.200	0.263
pendant	لوټینټ	0.676	0.321	0.385
pendency	خوښي	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	پاتې دي	0.396	0.441	0.473
pendulum	پنډول	0.542	0.368	0.434
penetrate	ننوتل	0.287	0.877	0.732
penetrating	ننوتل	0.469	0.792	0.782
penetration	ننوت	0.438	0.885	0.792
penguin	پینگوین	0.615	0.296	0.307
penicillin	تنسلین	0.417	0.431	0.566
penile	تناسلي	0.490	0.736	0.491
peninsula	اپینډویلا	0.551	0.384	0.627
penis	تناسب	0.354	0.810	0.556
penitent	تناسب	0.542	0.530	0.508
penitentiary	تناسب	0.229	0.726	0.491
penmanship	تناسب	0.677	0.284	0.509
pennant	زوی	0.542	0.380	0.426
penniless	پیسی	0.062	0.316	0.083
penny	قلمی	0.615	0.302	0.324
pension	تقاعد	0.625	0.409	0.406
pensioner	پنشنر	0.440	0.245	0.442
pensive	ژوبل	0.540	0.220	0.529
pentagon	پینټاګون	0.490	0.636	0.774
pentagram	پینټاګرم	0.510	0.433	0.466
penthouse	خونه	0.592	0.430	0.395
penultimate	تناسب	0.469	0.366	0.255
people	خلک	0.604	0.400	0.500
peopled	ټوپ شوی	0.594	0.450	0.679
pep	pep	0.510	0.510	0.364
pepper	تور مرچ	0.400	0.539	0.328
peppermint	مرچ	0.720	0.264	0.271
pepperoni	پیپپروني	0.796	0.472	0.358
peppy	peppy	0.677	0.529	0.438
peptic	پیپټیک	0.398	0.463	0.362
peptide	پیپټایډ	0.380	0.480	0.411
perceive	پوهیدل	0.653	0.490	0.655
percent	سلنه	0.470	0.350	0.356
percentage	سلنه	0.469	0.400	0.553
percentile	سلنه	0.479	0.410	0.390
perceptible	د منلو وړ	0.710	0.460	0.620
perception	تصور	0.653	0.481	0.655
perceptive	منونکی	0.745	0.500	0.741
perch	ټوټه	0.531	0.300	0.314
perchance	نغدي	0.480	0.224	0.298
percolation	پرانیستل	0.397	0.417	0.415
percussion	پټه	0.622	0.635	0.642
perdition	تاوان	0.135	0.656	0.496
peremptory	فرضیه	0.429	0.426	0.606
perennial	څو کلن	0.527	0.358	0.500
perfect	پوره	0.980	0.471	0.870
perfection	بشپړتیا	0.881	0.745	0.934
perfectionist	بشپړ کونکي	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	نوبتی	0.219	0.607	0.344
perforation	ویری	0.365	0.668	0.578
perforce	تقویه	0.357	0.689	0.354
perform	ترسره کول	0.765	0.555	0.773
performance	فعالیت	0.750	0.520	0.672
performer	کارګر	0.541	0.530	0.708
perfume	خوشبو	0.740	0.472	0.463
perfumed	خوشحاله	0.816	0.471	0.509
peri	پراني	0.448	0.433	0.370
peridot	پروډوت	0.458	0.481	0.435
peril	خطر	0.052	0.910	0.518
perilous	خطرناکه	0.143	0.862	0.575
perimeter	پرمخ	0.470	0.443	0.555
period	موده	0.396	0.324	0.588
periodic	وختي	0.677	0.324	0.508
periodical	وختي	0.550	0.298	0.430
periodically	په وخت کې	0.480	0.314	0.515
periodicity	وخت	0.646	0.324	0.645
peripheral	پردیال	0.406	0.406	0.549
periphery	پردي	0.469	0.360	0.366
periscope	پریسکپپ	0.604	0.375	0.609
perish	ويجاړ شئ	0.296	0.570	0.415
perishable	ویجاړونکی	0.270	0.464	0.354
perished	خراب شوی	0.135	0.596	0.225
perishing	خرابول	0.229	0.423	0.148
perjury	خطر	0.229	0.686	0.409
perk	ډک	0.903	0.519	0.682
perky	ګړندي	0.896	0.792	0.673
perm	اجازه	0.667	0.465	0.741
permanence	تلپاتې	0.771	0.370	0.708
permanent	دايمي	0.745	0.345	0.736
permeable	د پښې وړ	0.635	0.402	0.495
permeate	پارچه	0.417	0.410	0.407
permeation	تاوان	0.418	0.559	0.536
permissible	د اجازې وړ	0.684	0.646	0.612
permission	اجازه	0.612	0.311	0.580
permissive	اجازه	0.633	0.389	0.413
permit	اجازه	0.733	0.349	0.518
permitted	اجازه ورکړل شوی	0.865	0.410	0.613
permitting	اجازه ورکول	0.724	0.481	0.661
permutation	اجازه	0.385	0.588	0.500
pernicious	ناحقه	0.229	0.600	0.382
peroxide	پراکسایډ	0.458	0.529	0.510
perpendicular	پاردرډولر	0.510	0.398	0.439
perpetrate	سرغړونه	0.327	0.837	0.732
perpetrator	مرتکب	0.229	0.765	0.538
perpetual	تلپاتې	0.625	0.438	0.741
perpetually	په پای کې	0.510	0.473	0.868
perpetuate	دوام ورکړئ	0.397	0.588	0.788
perpetuation	دوام لري	0.510	0.677	0.716
perpetuity	دوام	0.590	0.434	0.759
perplexed	ناڅاپه	0.312	0.705	0.318
perplexing	ناڅاپه	0.316	0.530	0.362
perplexity	ناڅاپه	0.275	0.720	0.500
persecute	ځورول	0.281	0.873	0.509
persecution	ځورونې	0.229	0.865	0.660
perseverance	صبر	0.888	0.630	0.796
persevere	صبر	0.802	0.583	0.937
persist	دوام کوي	0.765	0.644	0.727
persistence	دوام	0.684	0.611	0.873
persistent	دوام لري	0.646	0.667	0.815
persisting	دوام لري	0.697	0.677	0.745
person	شخص	0.646	0.363	0.596
persona	NO TRANSLATION	0.741	0.480	0.743
