Word	Spanish-es	Valence	Arousal	Dominance
pancakes	panqueques	0.844	0.373	0.402
pancreas	páncreas	0.469	0.302	0.366
panda	panda	0.646	0.194	0.406
pandemic	pandemia	0.160	0.790	0.544
pandemonium	pandemonio	0.229	0.885	0.500
pane	cristal	0.385	0.250	0.444
panel	panel	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	mendigar	0.441	0.431	0.414
panic	pánico	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	en pánico	0.100	0.949	0.260
panicking	pánico	0.094	0.882	0.333
panicky	lleno de pánico	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	panorama	0.719	0.402	0.625
panoramic	panorámico	0.542	0.462	0.684
pansy	pensamiento	0.653	0.283	0.589
pant	pantalón	0.448	0.463	0.409
pantheon	panteón	0.144	0.410	0.610
panther	pantera	0.303	0.594	0.682
panties	bragas	0.594	0.529	0.312
pantomime	pantomima	0.552	0.481	0.385
pantry	despensa	0.622	0.294	0.312
pants	pantalones	0.673	0.320	0.333
panty	bragas	0.451	0.557	0.303
pantyhose	pantys	0.570	0.539	0.250
pap	papilla	0.438	0.403	0.302
papa	papá	0.656	0.340	0.527
papacy	papado	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	papaya	0.630	0.306	0.300
paper	papel	0.520	0.123	0.293
paperback	libro de bolsillo	0.633	0.269	0.314
paperboy	repartidor de periódicos	0.521	0.490	0.471
paperweight	pisapapeles	0.421	0.278	0.433
paperwork	papeleo	0.448	0.355	0.422
paprika	pimenton	0.417	0.250	0.264
papyrus	papiro	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	parábola	0.479	0.357	0.525
parabola	parábola	0.542	0.413	0.620
parabolic	parabólico	0.459	0.509	0.500
parachute	paracaídas	0.562	0.787	0.564
parade	desfile	0.792	0.685	0.509
paradigm	paradigma	0.573	0.429	0.779
paradise	paraíso	0.875	0.540	0.796
paradox	paradoja	0.417	0.442	0.482
paradoxical	paradójico	0.406	0.547	0.433
paraffin	parafina	0.426	0.291	0.343
paragon	dechado	0.490	0.431	0.473
paragraph	párrafo	0.510	0.164	0.269
parakeet	perico	0.576	0.387	0.227
paralegal	paralegal	0.479	0.470	0.519
parallax	paralaje	0.437	0.394	0.471
parallel	paralela	0.568	0.284	0.465
parallelism	paralelismo	0.549	0.363	0.527
paralysis	parálisis	0.156	0.500	0.305
paralyze	paralizar	0.188	0.367	0.471
paralyzed	paralizado	0.194	0.480	0.198
paramedic	paramédico	0.673	0.464	0.636
paramedics	paramédicos	0.479	0.594	0.712
paramilitary	paramilitar	0.154	0.804	0.727
paramount	supremo	0.771	0.615	0.902
paranoia	paranoia	0.146	0.841	0.407
paranoid	paranoico	0.122	0.918	0.364
paranormal	paranormal	0.167	0.814	0.560
parapet	parapeto	0.450	0.356	0.279
paraphernalia	bienes parafernales	0.443	0.726	0.509
paraphrase	paráfrasis	0.500	0.375	0.444
paraplegic	parapléjico	0.188	0.441	0.321
parasite	parásito	0.092	0.442	0.324
parasitic	parásito	0.037	0.600	0.364
parasol	sombrilla	0.604	0.255	0.304
parcel	paquete	0.660	0.324	0.411
parcels	parcelas	0.551	0.445	0.418
parched	tostado	0.250	0.235	0.255
parchment	pergamino	0.615	0.228	0.455
pardon	perdón	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	parénquima	0.500	0.399	0.595
parent	padre	0.812	0.357	0.860
parentage	familia	0.903	0.382	0.595
parental	de los padres	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	entre paréntesis	0.490	0.327	0.391
parenthood	paternidad	0.750	0.630	0.782
parenting	crianza	0.812	0.520	0.676
pariah	paria	0.397	0.478	0.293
parietal	parietal	0.481	0.333	0.491
paring	mondadura	0.429	0.441	0.324
parish	parroquia	0.698	0.354	0.582
parity	paridad	0.582	0.406	0.407
park	parque	0.816	0.343	0.414
parka	anorak	0.469	0.481	0.395
parking	estacionamiento	0.777	0.469	0.510
parkinsons	Parkinson	0.104	0.570	0.373
parlance	lenguaje	0.510	0.350	0.462
parlay	incrementar dinero en apuestas	0.469	0.611	0.483
parliament	parlamento	0.573	0.540	0.858
parliamentary	parlamentario	0.490	0.554	0.755
parlor	salón	0.500	0.327	0.366
parmesan	parmesano	0.698	0.321	0.382
parody	parodia	0.561	0.651	0.375
parole	libertad condicional	0.388	0.620	0.526
parquet	parquet	0.541	0.240	0.422
parrot	loro	0.588	0.333	0.292
parry	parar	0.510	0.404	0.436
parse	analizar gramaticalmente	0.469	0.456	0.667
parsimonious	parsimonioso	0.417	0.312	0.446
parsimony	parsimonia	0.449	0.280	0.403
parsley	perejil	0.458	0.170	0.291
parson	párroco	0.583	0.250	0.615
part	parte	0.663	0.278	0.360
partake	participar	0.755	0.656	0.629
partial	parcial	0.429	0.324	0.348
partiality	parcialidad	0.375	0.380	0.490
partially	parcialmente	0.418	0.368	0.396
participant	partícipe	0.712	0.598	0.613
participate	participar	0.755	0.580	0.684
participation	participación	0.781	0.700	0.702
particle	partícula	0.521	0.265	0.438
particular	especial	0.562	0.402	0.552
particularity	particularidad	0.670	0.434	0.586
particulars	informe detallado	0.604	0.348	0.525
parting	de despedida	0.260	0.542	0.353
partisan	partidista	0.615	0.549	0.669
partisanship	partidismo	0.438	0.566	0.551
partition	dividir	0.615	0.469	0.567
partly	parcialmente	0.415	0.410	0.396
partner	compañero	0.673	0.302	0.586
partnership	asociación	0.786	0.387	0.545
partridge	perdiz	0.583	0.415	0.250
parts	partes	0.459	0.327	0.392
party	fiesta	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	pasar	0.510	0.324	0.362
passable	pasable	0.688	0.337	0.633
passage	paso	0.429	0.314	0.370
passageway	pasaje	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	pasajero	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	paso	0.458	0.298	0.509
passion	pasión	0.854	0.865	0.728
passionate	apasionado	0.990	0.827	0.731
passive	pasivo	0.420	0.116	0.241
passivity	pasividad	0.241	0.115	0.246
passkey	llave maestra	0.646	0.500	0.791
passport	pasaporte	0.653	0.457	0.682
password	contraseña	0.390	0.356	0.559
past	pasado	0.490	0.422	0.311
pasta	pastas	0.615	0.306	0.375
paste	pegar	0.500	0.556	0.500
pastel	pastel	0.719	0.357	0.367
pastime	pasatiempo	0.677	0.353	0.443
pastor	pastor	0.698	0.236	0.746
pastrami	pastrami	0.542	0.415	0.348
pastry	Pastelería	0.870	0.407	0.419
pasture	pastar	0.688	0.145	0.170
pasty	pastoso	0.479	0.363	0.375
pat	palmadita	0.418	0.377	0.340
patch	parche	0.439	0.288	0.283
patchwork	labor de retazos	0.500	0.260	0.325
pate	coronilla	0.406	0.260	0.260
patella	rótula	0.430	0.260	0.342
patent	patentar	0.724	0.391	0.609
patented	patentado	0.571	0.422	0.685
paternal	paternal	0.776	0.353	0.755
paternity	paternidad	0.704	0.590	0.806
path	camino	0.590	0.245	0.421
pathetic	patético	0.088	0.464	0.139
pathological	patológico	0.220	0.602	0.580
pathologist	patólogo	0.354	0.552	0.585
pathology	patología	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	camino	0.646	0.410	0.519
patience	paciencia	0.771	0.125	0.387
patient	paciente	0.583	0.193	0.340
patio	patio	0.562	0.245	0.402
patriarch	patriarca	0.592	0.448	0.898
patriarchal	patriarcal	0.531	0.500	0.857
patrimony	patrimonio	0.719	0.406	0.740
patriot	patriota	0.771	0.635	0.886
patriotic	patriótico	0.875	0.509	0.933
patriotism	patriotismo	0.708	0.635	0.848
patrol	patrulla	0.427	0.664	0.736
patrolman	patrullero	0.469	0.731	0.884
patron	patrón	0.583	0.451	0.870
patronage	mecenazgo	0.583	0.490	0.583
patronising	protector	0.439	0.455	0.582
patronize	patrocinar	0.430	0.451	0.591
patronizing	protector	0.542	0.365	0.529
patter	tamborileo	0.312	0.635	0.451
pattern	patrón	0.479	0.422	0.664
paucity	escasez	0.153	0.453	0.175
pauper	pobre	0.260	0.347	0.151
pause	pausa	0.429	0.188	0.264
pave	pavimentar	0.594	0.490	0.509
pavement	pavimento	0.460	0.353	0.475
pavilion	pabellón	0.583	0.500	0.770
paving	pavimentación	0.408	0.469	0.545
paw	pata	0.417	0.360	0.286
pawn	empeñar	0.390	0.321	0.187
pawnshop	casa de empeño	0.396	0.439	0.519
pax	paz	0.551	0.421	0.473
pay	paga	0.514	0.588	0.592
payable	pagadero	0.385	0.480	0.606
payback	venganza	0.459	0.500	0.567
paycheck	sueldo	0.896	0.630	0.652
payday	día de paga	0.833	0.741	0.571
payer	pagador	0.313	0.630	0.638
payload	carga útil	0.612	0.510	0.682
payment	pago	0.629	0.452	0.643
payoff	saldar	0.740	0.644	0.673
payout	pagar	0.646	0.600	0.575
payphone	teléfono público de monedas	0.469	0.360	0.370
payroll	nómina de sueldos	0.521	0.360	0.549
pea	guisante	0.580	0.275	0.298
peace	paz	0.939	0.156	0.613
peaceable	pacífico	0.776	0.134	0.453
peaceful	pacífico	0.867	0.108	0.569
peacefully	pacíficamente	0.901	0.190	0.639
peacekeeper	pacificador	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	tiempo de paz	0.949	0.180	0.579
peach	melocotón	0.704	0.480	0.272
peachy	aterciopelado	0.755	0.479	0.388
peacock	pavo real	0.786	0.449	0.458
peak	pico	0.500	0.345	0.431
peaked	puntiagudo	0.677	0.704	0.857
peanut	maní	0.646	0.202	0.246
peanuts	miseria	0.542	0.294	0.324
pear	Pera	0.677	0.158	0.241
pearl	perla	0.905	0.425	0.642
pearly	nacarado	0.635	0.337	0.373
peas	chícharos	0.542	0.283	0.310
peasant	campesino	0.530	0.275	0.407
peat	turba	0.333	0.655	0.504
pebble	Guijarro	0.354	0.353	0.287
pecan	pacana	0.552	0.316	0.358
peck	picotear	0.202	0.530	0.321
pecker	pájaro carpintero	0.459	0.509	0.375
peculiar	peculiar	0.600	0.491	0.564
peculiarities	peculiaridades	0.511	0.460	0.528
peculiarity	peculiaridad	0.439	0.452	0.652
peculiarly	particularmente	0.615	0.450	0.454
pecuniary	pecuniario	0.490	0.490	0.500
pedal	pedal	0.500	0.320	0.342
pedantic	pedante	0.229	0.608	0.253
peddle	difundir	0.539	0.549	0.538
peddler	vendedor ambulante	0.408	0.481	0.390
pedestal	pedestal	0.735	0.284	0.579
pedestrian	peatonal	0.438	0.360	0.448
pediatric	pediátrico	0.560	0.462	0.490
pediatrician	pediatra	0.602	0.500	0.627
pediatrics	pediatría	0.750	0.380	0.596
pedicure	pedicure	0.695	0.269	0.296
pedigree	árbol genealógico	0.625	0.340	0.609
pedometer	podómetro	0.469	0.561	0.405
pedophile	pedófilo	0.051	0.724	0.430
pee	pipí	0.449	0.529	0.391
peek	ojeada	0.486	0.360	0.411
peekaboo	cucú	0.592	0.607	0.412
peel	pelar	0.439	0.250	0.279
peep	mirar furtivamente	0.573	0.317	0.269
peeper	mirón	0.182	0.537	0.343
peephole	mirilla	0.479	0.500	0.310
peer	mirar	0.458	0.321	0.569
peering	peering	0.514	0.409	0.451
peerless	sin par	0.688	0.450	0.462
peeved	furioso	0.156	0.750	0.467
peg	clavija	0.520	0.357	0.393
pegs	clavijas	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	pelágico	0.521	0.554	0.491
pelican	pelícano	0.573	0.391	0.380
pellet	bolita	0.448	0.390	0.466
pelvic	pélvico	0.320	0.632	0.373
pelvis	pelvis	0.378	0.618	0.380
pen	bolígrafo	0.622	0.194	0.250
penal	penal	0.208	0.565	0.610
penalty	pena	0.062	0.490	0.240
penance	penitencia	0.219	0.667	0.463
penchant	inclinación	0.688	0.480	0.609
pencil	lápiz	0.552	0.200	0.263
pendant	colgante	0.676	0.321	0.385
pendency	pendencia	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	pendiente	0.396	0.441	0.473
pendulum	péndulo	0.542	0.368	0.434
penetrate	penetrar	0.287	0.877	0.732
penetrating	penetrante	0.469	0.792	0.782
penetration	penetración	0.438	0.885	0.792
penguin	pingüino	0.615	0.296	0.307
penicillin	penicilina	0.417	0.431	0.566
penile	pene	0.490	0.736	0.491
peninsula	península	0.551	0.384	0.627
penis	pene	0.354	0.810	0.556
penitent	penitente	0.542	0.530	0.508
penitentiary	penitenciario	0.229	0.726	0.491
penmanship	caligrafía	0.677	0.284	0.509
pennant	banderín	0.542	0.380	0.426
penniless	sin dinero	0.062	0.316	0.083
penny	centavo	0.615	0.302	0.324
pension	pensión	0.625	0.409	0.406
pensioner	pensionista	0.440	0.245	0.442
pensive	pensativo	0.540	0.220	0.529
pentagon	pentágono	0.490	0.636	0.774
pentagram	pentagrama	0.510	0.433	0.466
penthouse	ático	0.592	0.430	0.395
penultimate	penúltimo	0.469	0.366	0.255
people	gente	0.604	0.400	0.500
peopled	poblado	0.594	0.450	0.679
pep	energía	0.510	0.510	0.364
pepper	pimienta	0.400	0.539	0.328
peppermint	menta	0.720	0.264	0.271
pepperoni	pepperoni	0.796	0.472	0.358
peppy	lleno de vida	0.677	0.529	0.438
peptic	péptico	0.398	0.463	0.362
peptide	péptido	0.380	0.480	0.411
perceive	percibir	0.653	0.490	0.655
percent	por ciento	0.470	0.350	0.356
percentage	porcentaje	0.469	0.400	0.553
percentile	percentil	0.479	0.410	0.390
perceptible	perceptible	0.710	0.460	0.620
perception	percepción	0.653	0.481	0.655
perceptive	perceptivo	0.745	0.500	0.741
perch	perca	0.531	0.300	0.314
perchance	tal vez	0.480	0.224	0.298
percolation	filtración	0.397	0.417	0.415
percussion	percusión	0.622	0.635	0.642
perdition	perdición	0.135	0.656	0.496
peremptory	perentorio	0.429	0.426	0.606
perennial	perenne	0.527	0.358	0.500
perfect	Perfecto	0.980	0.471	0.870
perfection	perfección	0.881	0.745	0.934
perfectionist	perfeccionista	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	perforado	0.219	0.607	0.344
perforation	perforación	0.365	0.668	0.578
perforce	forzosamente	0.357	0.689	0.354
perform	realizar	0.765	0.555	0.773
performance	actuación	0.750	0.520	0.672
performer	ejecutante	0.541	0.530	0.708
perfume	perfume	0.740	0.472	0.463
perfumed	perfumado	0.816	0.471	0.509
peri	peri	0.448	0.433	0.370
peridot	peridoto	0.458	0.481	0.435
peril	peligro	0.052	0.910	0.518
perilous	peligroso	0.143	0.862	0.575
perimeter	perímetro	0.470	0.443	0.555
period	período	0.396	0.324	0.588
periodic	periódico	0.677	0.324	0.508
periodical	periódico	0.550	0.298	0.430
periodically	periódicamente	0.480	0.314	0.515
periodicity	periodicidad	0.646	0.324	0.645
peripheral	periférico	0.406	0.406	0.549
periphery	periferia	0.469	0.360	0.366
periscope	periscopio	0.604	0.375	0.609
perish	perecer	0.296	0.570	0.415
perishable	perecedero	0.270	0.464	0.354
perished	pereció	0.135	0.596	0.225
perishing	pereciendo	0.229	0.423	0.148
perjury	perjurio	0.229	0.686	0.409
perk	gaje	0.903	0.519	0.682
perky	alegre	0.896	0.792	0.673
perm	permanente	0.667	0.465	0.741
permanence	permanencia	0.771	0.370	0.708
permanent	permanente	0.745	0.345	0.736
permeable	permeable	0.635	0.402	0.495
permeate	impregnar	0.417	0.410	0.407
permeation	penetración	0.418	0.559	0.536
permissible	permisible	0.684	0.646	0.612
permission	permiso	0.612	0.311	0.580
permissive	permisivo	0.633	0.389	0.413
permit	permiso	0.733	0.349	0.518
permitted	permitido	0.865	0.410	0.613
permitting	permitiendo	0.724	0.481	0.661
permutation	permutación	0.385	0.588	0.500
pernicious	pernicioso	0.229	0.600	0.382
peroxide	peróxido	0.458	0.529	0.510
perpendicular	perpendicular	0.510	0.398	0.439
perpetrate	perpetrar	0.327	0.837	0.732
perpetrator	autor	0.229	0.765	0.538
perpetual	perpetuo	0.625	0.438	0.741
perpetually	perpetuamente	0.510	0.473	0.868
perpetuate	perpetuar	0.397	0.588	0.788
perpetuation	perpetuación	0.510	0.677	0.716
perpetuity	perpetuidad	0.590	0.434	0.759
perplexed	perplejo	0.312	0.705	0.318
perplexing	confuso	0.316	0.530	0.362
perplexity	perplejidad	0.275	0.720	0.500
persecute	perseguir	0.281	0.873	0.509
persecution	persecucion	0.229	0.865	0.660
perseverance	perseverancia	0.888	0.630	0.796
persevere	perseverar	0.802	0.583	0.937
persist	persistir	0.765	0.644	0.727
persistence	persistencia	0.684	0.611	0.873
persistent	persistente	0.646	0.667	0.815
persisting	Persistiendo	0.697	0.677	0.745
person	persona	0.646	0.363	0.596
persona	NO TRANSLATION	0.741	0.480	0.743
personable	de buen ver	0.816	0.520	0.637
personage	personaje	0.653	0.324	0.698
personal	personal	0.750	0.311	0.467
personality	personalidad	0.896	0.513	0.790
personification	personificación	0.760	0.471	0.691
personnel	personal	0.729	0.344	0.587
persons	personas	0.869	0.302	0.588
perspective	perspectiva	0.688	0.470	0.704
perspiration	transpiración	0.385	0.667	0.490
persuade	persuadir	0.620	0.618	0.709
persuasion	persuasión	0.612	0.670	0.537
persuasive	persuasivo	0.740	0.700	0.657
pert	impertinente	0.469	0.460	0.348
pertinent	pertinente	0.580	0.333	0.723
perturbation	perturbación	0.270	0.840	0.500
pertussis	pertussis	0.279	0.569	0.386
perusal	lectura concienzuda	0.622	0.235	0.543
peruse	examinar detenidamente	0.503	0.270	0.439
pervading	penetrante	0.418	0.684	0.728
perverse	perverso	0.146	0.808	0.464
perversion	perversión	0.083	0.830	0.490
pervert	pervertido	0.082	0.863	0.500
perverted	pervertido	0.062	0.918	0.436
pesky	maldito	0.250	0.760	0.431
pessimism	pesimismo	0.083	0.484	0.264
pessimist	pesimista	0.125	0.470	0.218
pessimistic	pesimista	0.088	0.394	0.236
pest	parásito	0.188	0.680	0.452
pester	molestar	0.143	0.780	0.385
pestilence	pestilencia	0.122	0.660	0.283
pestle	majadero	0.427	0.463	0.426
pesto	pesto	0.531	0.323	0.336
pet	mascota	0.875	0.327	0.305
petal	pétalo	0.810	0.194	0.211
petite	chiquita	0.510	0.354	0.245
petition	petición	0.498	0.575	0.415
petitioner	peticionario	0.601	0.531	0.566
petloss	NO TRANSLATION	0.271	0.481	0.424
petpeeve	NO TRANSLATION	0.375	0.594	0.392
petrified	petrificado	0.221	0.625	0.232
petrify	petrificar	0.177	0.571	0.447
petrol	gasolina	0.418	0.519	0.577
petroleum	petróleo	0.583	0.451	0.640
petticoat	enaguas	0.550	0.396	0.351
petting	caricias	0.812	0.462	0.480
petty	pequeño	0.210	0.537	0.236
petulant	malhumorado	0.247	0.685	0.491
petunia	petunia	0.583	0.260	0.356
pew	banco de iglesia	0.449	0.235	0.664
pewter	estaño	0.396	0.260	0.321
peyote	NO TRANSLATION	0.406	0.462	0.426
phalanx	falange	0.398	0.398	0.455
phantom	fantasma	0.260	0.759	0.448
pharaoh	faraón	0.656	0.491	0.798
pharmaceutical	farmacéutico	0.500	0.435	0.562
pharmacist	farmacéutico	0.592	0.382	0.648
pharmacology	farmacología	0.560	0.440	0.526
pharmacy	farmacia	0.531	0.337	0.542
phase	fase	0.645	0.300	0.482
pheasant	Faisán	0.541	0.362	0.292
phenomenal	fenomenal	0.915	0.750	0.918
phenomenon	fenómeno	0.625	0.721	0.848
pheromone	feromona	0.561	0.573	0.561
phew	Uf	0.531	0.429	0.302
phi	fi	0.420	0.361	0.452
philanthropic	filantrópico	0.812	0.426	0.717
philanthropist	filántropo	0.704	0.463	0.623
philanthropy	filantropía	0.745	0.412	0.801
philistine	filisteo	0.390	0.500	0.491
philosopher	filósofo	0.684	0.316	0.720
philosophic	filosófico	0.688	0.270	0.655
philosophical	filosófico	0.719	0.275	0.713
philosophy	filosofía	0.684	0.255	0.640
phlegm	flema	0.173	0.394	0.240
pho	pho	0.541	0.370	0.384
phobia	fobia	0.173	0.904	0.291
phoenix	fénix	0.653	0.481	0.594
phone	teléfono	0.729	0.344	0.418
phonetic	fonético	0.542	0.435	0.536
phonetics	fonética	0.646	0.425	0.519
phonics	fónica	0.490	0.519	0.455
phonograph	fonógrafo	0.561	0.398	0.565
phonology	fonología	0.695	0.402	0.512
phony	falso	0.115	0.592	0.202
phooey	phooey	0.333	0.490	0.352
phosphate	fosfato	0.500	0.306	0.407
phosphor	fósforo	0.438	0.480	0.427
phosphorus	fósforo	0.429	0.539	0.370
photo	foto	0.729	0.327	0.431
photogenic	fotogénico	0.780	0.500	0.495
photograph	fotografía	0.677	0.353	0.358
photographer	fotógrafo	0.714	0.481	0.562
photographic	fotográfico	0.761	0.429	0.564
photography	fotografía	0.630	0.431	0.360
photometry	fotometría	0.417	0.456	0.436
photon	fotón	0.459	0.439	0.455
phrase	frase	0.630	0.264	0.314
phraseology	fraseología	0.620	0.406	0.537
phylogeny	filogenia	0.378	0.410	0.481
physical	físico	0.750	0.520	0.607
physical therapist	fisioterapeuta	0.531	0.337	0.775
physician	médico	0.583	0.490	0.843
physicist	físico	0.635	0.538	0.693
physics	física	0.582	0.415	0.664
physiological	fisiológico	0.510	0.418	0.620
physiology	fisiología	0.521	0.451	0.519
physique	físico	0.643	0.500	0.543
pi	Pi	0.469	0.265	0.400
pianist	pianista	0.806	0.491	0.573
piano	piano	0.704	0.343	0.438
piazza	plaza	0.625	0.471	0.472
piccolo	NO TRANSLATION	0.625	0.423	0.380
pick	recoger	0.500	0.464	0.525
picked	escogido	0.740	0.518	0.670
picker	recogedor	0.534	0.340	0.609
picket	piquete	0.365	0.615	0.451
picketing	piquetes	0.330	0.557	0.471
pickle	conservar en vinagre	0.593	0.449	0.288
pickled	en escabeche	0.344	0.450	0.291
pickpocket	carterista	0.365	0.704	0.449
pickup	recoger	0.561	0.529	0.420
picky	difícil	0.257	0.729	0.598
picnic	picnic	0.625	0.470	0.375
pictorial	pictórico	0.704	0.481	0.476
picture	imagen	0.714	0.308	0.462
pictures	imágenes	0.653	0.240	0.405
picturesque	pintoresco	0.802	0.491	0.483
pie	tarta	0.880	0.402	0.368
piece	pieza	0.646	0.245	0.367
piecemeal	poco a poco	0.615	0.269	0.319
pieceofshit	pedazo de mierda	0.083	0.724	0.292
pied	de varios colores	0.594	0.433	0.350
pier	muelle	0.583	0.279	0.445
pierce	atravesar	0.365	0.670	0.611
piety	piedad	0.760	0.340	0.482
pig	cerdo	0.343	0.368	0.324
pigeon	Paloma	0.688	0.224	0.276
piggy	cerdito	0.541	0.365	0.412
piggyback	a cuestas	0.438	0.490	0.343
pigheaded	cabezón	0.271	0.472	0.358
piglet	cerdito	0.540	0.443	0.250
pigment	pigmento	0.390	0.333	0.339
pigskin	piel de cerdo	0.347	0.449	0.300
pigsty	pocilga	0.133	0.529	0.221
pike	lucio	0.427	0.410	0.452
pile	pila	0.461	0.320	0.539
piles	hemorroides	0.469	0.423	0.468
pileup	amontonar	0.340	0.559	0.446
pilgrim	peregrino	0.531	0.404	0.569
pilgrimage	peregrinaje	0.708	0.522	0.625
pill	píldora	0.573	0.407	0.368
pillage	pillaje	0.240	0.685	0.375
pillar	pilar	0.583	0.330	0.684
pillbox	fortín	0.385	0.339	0.296
pillow	almohada	0.663	0.128	0.195
pillowcase	funda de almohada	0.500	0.179	0.250
pilot	piloto	0.688	0.680	0.736
pimp	chulo	0.146	0.700	0.536
pimple	espinilla	0.245	0.370	0.274
pin	alfiler	0.438	0.346	0.390
pinball	pinball	0.582	0.640	0.442
pinch	pellizco	0.340	0.632	0.339
