Word	Macedonian-mk	Valence	Arousal	Dominance
hydrogen	водород	0.469	0.303	0.554
hydrographic	хидрографски	0.490	0.396	0.642
hydrology	хидрологија	0.500	0.380	0.509
hydrophobia	хидрофобија	0.323	0.784	0.351
hydroponics	хидропоника	0.500	0.549	0.500
hyena	хиена	0.396	0.719	0.464
hygiene	хигиена	0.781	0.287	0.537
hygienic	хигиенски	0.719	0.245	0.702
hygienist	хигиенист	0.698	0.389	0.682
hymen	химен	0.469	0.651	0.457
hymn	химна	0.735	0.292	0.634
hype	возбуда	0.510	0.500	0.586
hyped	hyped	0.708	0.582	0.679
hyper	хипер	0.542	0.616	0.640
hyperactive	хиперактивно	0.500	0.921	0.660
hyperbole	хипербола	0.469	0.521	0.542
hyperspace	хиперпросторот	0.510	0.623	0.755
hypertension	хипертензија	0.133	0.784	0.427
hypertrophy	хипертрофија	0.312	0.625	0.413
hyperventilate	хипервентилат	0.347	0.729	0.556
hyperventilating	хипервентилирачки	0.164	0.802	0.625
hyphen	цртичка	0.552	0.356	0.381
hypnosis	хипноза	0.417	0.410	0.546
hypnotic	хипнотички	0.571	0.560	0.569
hypnotist	хипнотизер	0.490	0.455	0.627
hypnotize	хипнотизирам	0.469	0.507	0.508
hypnotized	хипнотизиран	0.449	0.434	0.380
hypochondriac	хипохондрик	0.194	0.588	0.333
hypocrisy	лицемерие	0.156	0.523	0.370
hypocrite	лицемер	0.082	0.673	0.306
hypocritical	лицемерно	0.048	0.740	0.415
hypodermic	хиподермички	0.240	0.441	0.445
hypothalamus	хипоталамус	0.593	0.427	0.539
hypothermia	хипотермија	0.184	0.620	0.301
hypothesis	хипотеза	0.552	0.370	0.509
hypothetical	хипотетички	0.480	0.367	0.361
hysterectomy	хистеректомија	0.178	0.660	0.470
hysteria	хистерија	0.224	0.906	0.482
hysterical	хистерична	0.290	0.942	0.398
ibuprofen	ибупрофен	0.448	0.427	0.504
ice	мраз	0.440	0.265	0.219
ice tea	леден чај	0.771	0.337	0.336
iceberg	ледениот брег	0.344	0.540	0.648
icebox	фрижидер	0.560	0.222	0.370
icebreaker	леденочај	0.571	0.545	0.848
iced	ладен	0.564	0.482	0.339
icing	Одмрзнување	0.688	0.452	0.411
icky	icky	0.357	0.510	0.342
icon	икона	0.549	0.349	0.415
iconic	Иконичен	0.583	0.537	0.700
iconography	иконографија	0.602	0.382	0.653
icy	ледени	0.684	0.375	0.345
id	id	0.449	0.344	0.391
idea	идеја	0.750	0.538	0.704
ideal	идеален	0.802	0.437	0.736
idealism	идеализам	0.635	0.436	0.689
idealist	идеалист	0.816	0.510	0.802
idealistic	идеалистички	0.812	0.469	0.755
identical	идентични	0.635	0.380	0.527
identically	идентично	0.667	0.427	0.487
identification	идентификација	0.714	0.451	0.692
identify	идентификуваат	0.635	0.480	0.667
identity	идентитет	0.663	0.360	0.780
ideology	идеологија	0.573	0.344	0.692
idiocy	идиотизам	0.112	0.635	0.137
idiom	идиом	0.520	0.337	0.445
idiomatic	идиоматски	0.531	0.429	0.516
idiot	идиот	0.086	0.567	0.113
idiotic	идиотски	0.104	0.620	0.170
idiots	идиоти	0.143	0.600	0.144
idle	неактивен	0.179	0.167	0.112
idleness	безделничење	0.308	0.330	0.228
idler	празен	0.200	0.304	0.194
idol	идол	0.684	0.805	0.853
idolatry	идолопоклонство	0.365	0.571	0.625
idolizing	idolizing	0.676	0.712	0.643
idyllic	идиличен	0.571	0.394	0.593
iffy	iffy	0.380	0.442	0.333
ifonly	ако само	0.406	0.250	0.255
igloo	игле	0.569	0.302	0.345
igneous	изненаден	0.469	0.466	0.517
ignite	запалам	0.458	0.785	0.675
ignition	палење	0.365	0.720	0.657
ignorance	незнаење	0.153	0.417	0.209
ignorant	неуки	0.102	0.461	0.223
ignore	игнорирај	0.146	0.230	0.295
iguana	игуана	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	лошо	0.073	0.410	0.200
illegal	нелегално	0.061	0.787	0.337
illegality	незаконитост	0.094	0.635	0.427
illegally	илегално	0.133	0.788	0.402
illegible	нечитлив	0.296	0.490	0.315
illegitimate	нелегитимен	0.184	0.644	0.302
illicit	незаконски	0.188	0.794	0.390
illiterate	неписмени	0.120	0.410	0.151
illness	болест	0.098	0.717	0.211
illogical	нелогично	0.208	0.630	0.251
illuminate	осветли	0.905	0.646	0.782
illuminating	осветлувачки	0.949	0.613	0.773
illumination	осветлување	0.760	0.588	0.537
illuminator	осветлувач	0.770	0.566	0.718
illusion	илузија	0.562	0.490	0.387
illustrate	илустрирам	0.750	0.430	0.690
illustration	илустрација	0.740	0.441	0.640
illustrative	илустративен	0.771	0.452	0.647
illustrious	славни	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	слика	0.653	0.241	0.453
imagery	слики	0.653	0.327	0.390
imaginable	може да се замисли	0.613	0.529	0.596
imaginary	имагинарен	0.560	0.424	0.310
imagination	имагинација	0.802	0.491	0.547
imaginative	имагинативна	0.780	0.541	0.593
imagine	замислете	0.759	0.480	0.587
imagined	замислен	0.656	0.412	0.418
imaging	слики	0.724	0.394	0.482
imagining	замислувајќи	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	нерамнотежа	0.115	0.538	0.264
imbecile	имбецил	0.082	0.569	0.260
imbedded	вградени	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	имитираат	0.469	0.561	0.336
imitated	имитирани	0.333	0.391	0.442
imitation	имитација	0.406	0.592	0.343
immaculate	беспрекорно	0.698	0.330	0.688
immaterial	нематеријално	0.296	0.309	0.295
immature	незрело	0.114	0.500	0.200
immaturity	незрелост	0.146	0.567	0.221
immeasurable	неизмеримо	0.510	0.539	0.712
immeasurably	неизмеримо	0.510	0.640	0.680
immediacy	непосредност	0.635	0.630	0.627
immediate	веднаш	0.656	0.548	0.716
immediately	веднаш	0.552	0.780	0.707
immemorial	паметен	0.327	0.469	0.454
immense	огромна	0.755	0.750	0.811
immerse	миеше	0.510	0.577	0.509
immersion	потопување	0.510	0.556	0.564
immigrant	имигрант	0.357	0.663	0.509
immigration	имиграција	0.390	0.667	0.454
imminent	неизбежни	0.490	0.784	0.643
immobile	неподвижни	0.225	0.217	0.298
immoral	неморално	0.143	0.622	0.385
immorality	неморал	0.188	0.689	0.315
immortal	бесмртна	0.812	0.750	0.795
immortality	бесмртност	0.688	0.635	0.861
immovable	неподвижен	0.480	0.310	0.571
immune	имуни	0.629	0.472	0.780
immunity	имунитет	0.633	0.316	0.786
immunization	имунизација	0.667	0.510	0.733
immutable	непроменлив	0.427	0.431	0.571
imp	imp	0.350	0.448	0.420
impact	влијание	0.469	0.884	0.776
impair	непар	0.153	0.500	0.360
impaired	оштетен	0.130	0.459	0.269
impairment	оштетување	0.170	0.571	0.220
impart	пренесат	0.521	0.441	0.694
impartial	непристрасен	0.531	0.406	0.685
impartiality	непристрасност	0.622	0.394	0.616
impassable	непрооден	0.342	0.458	0.553
impassioned	страстен	0.740	0.780	0.802
impatience	нетрпеливост	0.278	0.780	0.411
impatient	нетрпелив	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	импич	0.208	0.776	0.664
impeachment	отповикување	0.163	0.735	0.694
impeccable	беспрекорен	0.833	0.370	0.824
impede	пречка	0.271	0.510	0.604
impediment	пречка	0.163	0.600	0.409
impelled	поттикнати	0.604	0.741	0.690
impending	претстојни	0.480	0.735	0.752
impenetrable	непробоен	0.531	0.577	0.839
imperative	императив	0.625	0.647	0.708
imperceptible	незабележливо	0.378	0.490	0.548
imperfect	несовршен	0.173	0.527	0.202
imperfection	несовршеност	0.190	0.567	0.321
imperfectly	несовршено	0.297	0.481	0.330
imperial	царски	0.669	0.646	0.922
imperialist	NO TRANSLATION	0.284	0.786	0.833
impermeable	непропустлив	0.510	0.308	0.558
impermissible	недозволиво	0.188	0.464	0.352
impersonal	безлична	0.316	0.356	0.472
impersonate	имитираат	0.510	0.632	0.591
impersonation	имитација	0.375	0.618	0.528
impersonator	импровизатор	0.469	0.586	0.406
impertinence	небрежност	0.170	0.653	0.420
impertinent	безобразен	0.219	0.826	0.373
impervious	отпорна	0.582	0.408	0.536
impetuous	импулсивен	0.602	0.814	0.712
impetus	поттик	0.521	0.740	0.635
implacable	неумолива	0.569	0.663	0.830
implant	имплант	0.429	0.510	0.588
implantation	имплантација	0.396	0.604	0.741
implanted	вграден	0.347	0.500	0.679
implement	имплементираат	0.720	0.573	0.792
implicate	имплицираат	0.250	0.670	0.434
implicated	вмешани	0.354	0.673	0.438
implication	импликација	0.337	0.528	0.690
implied	имплицирана	0.327	0.530	0.481
implore	молчи	0.396	0.650	0.377
implosion	имплозија	0.412	0.724	0.547
imply	имплицира	0.542	0.670	0.533
impolite	неволја	0.167	0.590	0.282
import	увоз	0.615	0.480	0.623
importance	важност	0.750	0.580	0.864
important	важно	0.827	0.630	0.836
importation	увоз	0.625	0.500	0.733
impose	наметне	0.503	0.721	0.745
imposing	наметнување	0.392	0.731	0.836
imposition	наметнување	0.357	0.604	0.618
impossibility	неможност	0.170	0.625	0.306
impossible	невозможно	0.153	0.510	0.407
impostor	измамник	0.135	0.704	0.442
impotence	импотенција	0.198	0.689	0.224
impotent	импотентен	0.146	0.587	0.333
impound	запленета	0.230	0.587	0.583
impoverished	осиромашена	0.125	0.311	0.203
impracticable	непрактично	0.398	0.549	0.381
impractical	непрактично	0.160	0.373	0.291
impregnable	непробоен	0.378	0.549	0.667
impregnate	импрегнирани	0.510	0.721	0.655
impress	импресионира	0.816	0.744	0.895
impressed	импресиониран	0.806	0.770	0.429
impression	впечаток	0.684	0.557	0.577
impressionable	впечатливо	0.827	0.720	0.645
impressive	импресивен	0.781	0.830	0.873
imprint	отпечаток	0.615	0.574	0.685
imprison	затвор	0.112	0.829	0.545
imprisoned	затворен	0.032	0.717	0.302
imprisonment	затвор	0.133	0.630	0.471
improbable	неверојатно	0.097	0.412	0.439
impromptu	импровизиран	0.541	0.729	0.415
improper	несоодветно	0.229	0.520	0.259
impropriety	несоодветност	0.133	0.591	0.389
improve	да се подобри	0.833	0.528	0.815
improved	подобрени	0.919	0.480	0.679
improvement	подобрување	0.786	0.500	0.611
improves	се подобрува	0.929	0.625	0.727
improving	подобрување	0.911	0.510	0.682
improvisation	импровизација	0.631	0.812	0.529
improvise	импровизираат	0.646	0.650	0.519
improvised	импровизирани	0.610	0.673	0.443
imprudent	неразумно	0.170	0.676	0.265
impudence	дрскост	0.214	0.500	0.472
impudent	дрско	0.302	0.604	0.462
impulse	импулс	0.530	0.840	0.611
impulsive	импулсивен	0.365	0.864	0.607
impunity	неказнетост	0.313	0.721	0.602
impure	нечисто	0.260	0.560	0.208
impurity	нечистотија	0.173	0.546	0.306
imputation	импутација	0.333	0.654	0.621
imtryingtosleep	NO TRANSLATION	0.438	0.363	0.385
inability	неспособност	0.150	0.529	0.250
inaccessible	недостапни	0.083	0.585	0.446
inaccurate	неточни	0.135	0.450	0.250
inaction	неактивност	0.323	0.225	0.325
inactivate	неактивира	0.245	0.240	0.415
inactivation	инактивација	0.198	0.260	0.220
inactive	неактивен	0.271	0.167	0.159
inactivity	неактивност	0.135	0.143	0.227
inadequacy	несоодветност	0.286	0.500	0.297
inadequate	несоодветни	0.122	0.450	0.223
inadequateness	несоодветност	0.240	0.529	0.316
inadmissible	неприфатливо	0.188	0.636	0.389
inadvertent	ненамерно	0.365	0.368	0.286
inadvertently	ненамерно	0.302	0.541	0.549
inaffable	NO TRANSLATION	0.388	0.518	0.455
inalienable	неотуѓив	0.437	0.459	0.608
inane	неан	0.271	0.350	0.268
inanimate	неживо	0.281	0.143	0.224
inapplicable	неприменлив	0.281	0.402	0.330
inappropriate	несоодветно	0.135	0.542	0.353
inattention	невнимание	0.208	0.433	0.188
inaudible	нечујни	0.280	0.398	0.358
inaugural	инаугуративно	0.684	0.567	0.608
inaugurate	инаугурираат	0.781	0.582	0.800
inauguration	инаугурација	0.847	0.712	0.769
inborn	вродени	0.590	0.288	0.546
inbound	Влезни	0.531	0.388	0.538
inbred	самоубиство	0.397	0.520	0.473
incalculable	непроценливо	0.449	0.620	0.679
incandescent	блескаво	0.354	0.612	0.621
incantation	инкантација	0.439	0.632	0.548
incapable	неспособни	0.156	0.529	0.155
incapacity	неспособност	0.052	0.500	0.217
incarceration	затворање	0.100	0.800	0.397
incarnate	воплотена	0.552	0.651	0.593
incase	во случај	0.580	0.196	0.365
incendiary	запален	0.281	0.810	0.598
incense	темјан	0.698	0.275	0.328
incensed	разгневен	0.338	0.643	0.392
incentive	поттик	0.812	0.618	0.718
inception	почеток	0.604	0.425	0.561
incessant	непрестајна	0.438	0.760	0.544
incessantly	непрестајно	0.417	0.765	0.606
incest	инцест	0.073	0.853	0.491
incestuous	инцестуозен	0.188	0.736	0.442
inch	инчен	0.481	0.327	0.300
incidence	инциденца	0.417	0.527	0.429
incident	инцидент	0.084	0.662	0.482
incidental	случајно	0.281	0.610	0.404
incidentally	патем	0.479	0.500	0.500
incineration	инсинерација	0.229	0.787	0.470
incinerator	инсинератор	0.250	0.643	0.591
incipient	почетна	0.442	0.382	0.430
incision	инцизија	0.240	0.663	0.558
incisive	проникливо	0.380	0.602	0.545
incite	поттикнување	0.449	0.736	0.642
incitement	поттикнување	0.302	0.943	0.598
inclement	небрежност	0.260	0.676	0.616
inclination	склоност	0.378	0.490	0.538
incline	наклон	0.490	0.423	0.345
inclined	наклонет	0.469	0.347	0.402
include	вклучуваат	0.729	0.449	0.702
included	вклучени	0.760	0.402	0.570
including	вклучувајќи	0.700	0.378	0.518
inclusion	инклузија	0.774	0.404	0.712
inclusive	инклузивна	0.604	0.420	0.564
incognito	инкогнито	0.610	0.490	0.446
incoherent	некохерентни	0.122	0.612	0.250
income	приход	0.750	0.510	0.728
incoming	дојдовни	0.660	0.509	0.596
incomparable	неспоредлив	0.625	0.577	0.670
incompatible	некомпатибилни	0.196	0.500	0.310
incompetence	некомпетентност	0.077	0.551	0.208
incompetent	неспособни	0.133	0.566	0.239
incomplete	нецелосни	0.153	0.370	0.205
incompletely	нецелосно	0.344	0.442	0.232
incompleteness	некомплетност	0.271	0.451	0.234
incomprehensible	неразбирливо	0.250	0.550	0.344
inconceivable	незамисливо	0.198	0.552	0.561
inconclusive	неубедливо	0.153	0.442	0.340
incongruous	несоодветно	0.177	0.504	0.343
inconsequential	несуштински	0.250	0.480	0.345
inconsiderate	невнимателен	0.224	0.519	0.423
inconsistency	неконзистентност	0.125	0.480	0.314
inconsistent	неконзистентни	0.271	0.431	0.295
inconspicuous	незабележливо	0.604	0.214	0.368
incontinence	инконтиненција	0.150	0.598	0.272
inconvenience	непријатности	0.063	0.667	0.291
inconvenient	незгодно	0.224	0.610	0.375
incorporate	инкорпорира	0.745	0.612	0.571
incorporation	инкорпорација	0.573	0.404	0.768
incorrect	погрешно	0.140	0.569	0.255
incorrigible	непоправлив	0.130	0.667	0.500
increase	зголемување	0.810	0.657	0.886
increased	се зголеми	0.684	0.660	0.773
incredible	неверојатно	0.857	0.796	0.902
incredulous	неверодостојни	0.286	0.510	0.269
increment	зголемување	0.684	0.637	0.750
incriminate	инкриминирани	0.188	0.810	0.416
incriminating	инкриминирачки	0.133	0.788	0.500
incrimination	инкриминација	0.152	0.865	0.545
incubation	инкубација	0.461	0.490	0.397
incubator	инкубатор	0.510	0.435	0.405
incubus	инкубус	0.458	0.529	0.482
incumbent	актуелен	0.396	0.540	0.565
incur	направам	0.312	0.667	0.495
incurable	неизлечива	0.104	0.667	0.255
incursion	упад	0.552	0.830	0.719
indebted	задолжен	0.138	0.698	0.275
