Word	Swahili-sw	Valence	Arousal	Dominance
hymn	nyimbo	0.735	0.292	0.634
hype	tamaa	0.510	0.500	0.586
hyped	imefungwa	0.708	0.582	0.679
hyper	hyper	0.542	0.616	0.640
hyperactive	haiwezi	0.500	0.921	0.660
hyperbole	mchanganyiko	0.469	0.521	0.542
hyperspace	hyperspace	0.510	0.623	0.755
hypertension	shinikizo la damu	0.133	0.784	0.427
hypertrophy	hypertrophy	0.312	0.625	0.413
hyperventilate	kuhamasisha	0.347	0.729	0.556
hyperventilating	hyperventilating	0.164	0.802	0.625
hyphen	hyphen	0.552	0.356	0.381
hypnosis	hypnosis	0.417	0.410	0.546
hypnotic	hypnotic	0.571	0.560	0.569
hypnotist	hypnotist	0.490	0.455	0.627
hypnotize	hisia	0.469	0.507	0.508
hypnotized	hypnotized	0.449	0.434	0.380
hypochondriac	hypochondriac	0.194	0.588	0.333
hypocrisy	unafiki	0.156	0.523	0.370
hypocrite	wafiki	0.082	0.673	0.306
hypocritical	unafiki	0.048	0.740	0.415
hypodermic	hypodermic	0.240	0.441	0.445
hypothalamus	hypothalamus	0.593	0.427	0.539
hypothermia	hypothermia	0.184	0.620	0.301
hypothesis	hypothesis	0.552	0.370	0.509
hypothetical	hypothetical	0.480	0.367	0.361
hysterectomy	hysterectomy	0.178	0.660	0.470
hysteria	hysteria	0.224	0.906	0.482
hysterical	hysterical	0.290	0.942	0.398
ibuprofen	ibuprofen	0.448	0.427	0.504
ice	barafu	0.440	0.265	0.219
ice tea	Chai barafu	0.771	0.337	0.336
iceberg	barafu	0.344	0.540	0.648
icebox	barafu la barafu	0.560	0.222	0.370
icebreaker	kivuli cha barafu	0.571	0.545	0.848
iced	iced	0.564	0.482	0.339
icing	icing	0.688	0.452	0.411
icky	icky	0.357	0.510	0.342
icon	icon	0.549	0.349	0.415
iconic	iconic	0.583	0.537	0.700
iconography	iconography	0.602	0.382	0.653
icy	Icy	0.684	0.375	0.345
id	id	0.449	0.344	0.391
idea	wazo	0.750	0.538	0.704
ideal	bora	0.802	0.437	0.736
idealism	idealism	0.635	0.436	0.689
idealist	boraist	0.816	0.510	0.802
idealistic	idealistic	0.812	0.469	0.755
identical	kufanana	0.635	0.380	0.527
identically	sawa	0.667	0.427	0.487
identification	kitambulisho	0.714	0.451	0.692
identify	tambua	0.635	0.480	0.667
identity	utambulisho	0.663	0.360	0.780
ideology	itikadi	0.573	0.344	0.692
idiocy	idiocy	0.112	0.635	0.137
idiom	idiom	0.520	0.337	0.445
idiomatic	idiomatic	0.531	0.429	0.516
idiot	idiot	0.086	0.567	0.113
idiotic	idiotic	0.104	0.620	0.170
idiots	idiots	0.143	0.600	0.144
idle	bila kazi	0.179	0.167	0.112
idleness	ujinga	0.308	0.330	0.228
idler	tamaa	0.200	0.304	0.194
idol	sanamu	0.684	0.805	0.853
idolatry	ibada ya sanamu	0.365	0.571	0.625
idolizing	kuifanya	0.676	0.712	0.643
idyllic	idyllic	0.571	0.394	0.593
iffy	iffy	0.380	0.442	0.333
ifonly	ifonly	0.406	0.250	0.255
igloo	igloo	0.569	0.302	0.345
igneous	hasira	0.469	0.466	0.517
ignite	onya	0.458	0.785	0.675
ignition	kupuuza	0.365	0.720	0.657
ignorance	ujinga	0.153	0.417	0.209
ignorant	hawajui	0.102	0.461	0.223
ignore	kupuuza	0.146	0.230	0.295
iguana	iguana	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	mgonjwa	0.073	0.410	0.200
illegal	kinyume cha sheria	0.061	0.787	0.337
illegality	kinyume cha sheria	0.094	0.635	0.427
illegally	kinyume cha sheria	0.133	0.788	0.402
illegible	halali	0.296	0.490	0.315
illegitimate	halali	0.184	0.644	0.302
illicit	halali	0.188	0.794	0.390
illiterate	hawajasome	0.120	0.410	0.151
illness	ugonjwa	0.098	0.717	0.211
illogical	halali	0.208	0.630	0.251
illuminate	kuangaza	0.905	0.646	0.782
illuminating	kuangaza	0.949	0.613	0.773
illumination	mwanga	0.760	0.588	0.537
illuminator	mwanga	0.770	0.566	0.718
illusion	udanganyifu	0.562	0.490	0.387
illustrate	kuonyesha	0.750	0.430	0.690
illustration	mfano	0.740	0.441	0.640
illustrative	kielelezo	0.771	0.452	0.647
illustrious	kizuri	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	picha	0.653	0.241	0.453
imagery	picha	0.653	0.327	0.390
imaginable	inawezekana	0.613	0.529	0.596
imaginary	kufikiria	0.560	0.424	0.310
imagination	mawazo	0.802	0.491	0.547
imaginative	kufikiri	0.780	0.541	0.593
imagine	fikiria	0.759	0.480	0.587
imagined	alifikiria	0.656	0.412	0.418
imaging	imaging	0.724	0.394	0.482
imagining	kufikiri	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	usawa	0.115	0.538	0.264
imbecile	imbecile	0.082	0.569	0.260
imbedded	imefungwa	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	kuiga	0.469	0.561	0.336
imitated	imiga	0.333	0.391	0.442
imitation	kuiga	0.406	0.592	0.343
immaculate	salama	0.698	0.330	0.688
immaterial	haiwezi	0.296	0.309	0.295
immature	mchanga	0.114	0.500	0.200
immaturity	ukomavu	0.146	0.567	0.221
immeasurable	haiwezekani	0.510	0.539	0.712
immeasurably	imesasurably	0.510	0.640	0.680
immediacy	haraka	0.635	0.630	0.627
immediate	haraka	0.656	0.548	0.716
immediately	mara moja	0.552	0.780	0.707
immemorial	kumbukumbu	0.327	0.469	0.454
immense	kubwa	0.755	0.750	0.811
immerse	kuzama	0.510	0.577	0.509
immersion	kuzamishwa	0.510	0.556	0.564
immigrant	wahamiaji	0.357	0.663	0.509
immigration	uhamiaji	0.390	0.667	0.454
imminent	karibu	0.490	0.784	0.643
immobile	immobile	0.225	0.217	0.298
immoral	uovu	0.143	0.622	0.385
immorality	uasherati	0.188	0.689	0.315
immortal	haiwezi	0.812	0.750	0.795
immortality	kutokufa	0.688	0.635	0.861
immovable	isiyohamishika	0.480	0.310	0.571
immune	kinga	0.629	0.472	0.780
immunity	kinga	0.633	0.316	0.786
immunization	chanjo	0.667	0.510	0.733
immutable	haiwezekani	0.427	0.431	0.571
imp	imp	0.350	0.448	0.420
impact	athari	0.469	0.884	0.776
impair	uharibifu	0.153	0.500	0.360
impaired	kuharibika	0.130	0.459	0.269
impairment	uharibifu	0.170	0.571	0.220
impart	kutoa	0.521	0.441	0.694
impartial	bila upendeleo	0.531	0.406	0.685
impartiality	upendeleo	0.622	0.394	0.616
impassable	haiwezi kuharibika	0.342	0.458	0.553
impassioned	wenye huruma	0.740	0.780	0.802
impatience	uvumilivu	0.278	0.780	0.411
impatient	subira	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	impeach	0.208	0.776	0.664
impeachment	uharibifu	0.163	0.735	0.694
impeccable	haiwezekani	0.833	0.370	0.824
impede	kuzuia	0.271	0.510	0.604
impediment	kikwazo	0.163	0.600	0.409
impelled	imesababishwa	0.604	0.741	0.690
impending	inakaribia	0.480	0.735	0.752
impenetrable	haiwezi kuingiliwa	0.531	0.577	0.839
imperative	muhimu	0.625	0.647	0.708
imperceptible	haipatikani	0.378	0.490	0.548
imperfect	haiwezi	0.173	0.527	0.202
imperfection	kutokamilika	0.190	0.567	0.321
imperfectly	kikamilifu	0.297	0.481	0.330
imperial	mfalme	0.669	0.646	0.922
imperialist	NO TRANSLATION	0.284	0.786	0.833
impermeable	haiwezekani	0.510	0.308	0.558
impermissible	imara	0.188	0.464	0.352
impersonal	sio kibinafsi	0.316	0.356	0.472
impersonate	kutegesha	0.510	0.632	0.591
impersonation	kuiga	0.375	0.618	0.528
impersonator	mfuasi	0.469	0.586	0.406
impertinence	impertinence	0.170	0.653	0.420
impertinent	halali	0.219	0.826	0.373
impervious	bila kuzingatia	0.582	0.408	0.536
impetuous	hasira	0.602	0.814	0.712
impetus	msukumo	0.521	0.740	0.635
implacable	haiwezekani	0.569	0.663	0.830
implant	kuingiza	0.429	0.510	0.588
implantation	kuingizwa	0.396	0.604	0.741
implanted	imewekwa	0.347	0.500	0.679
implement	kutekeleza	0.720	0.573	0.792
implicate	implicate	0.250	0.670	0.434
implicated	inahusishwa	0.354	0.673	0.438
implication	maana	0.337	0.528	0.690
implied	alisema	0.327	0.530	0.481
implore	kuomba	0.396	0.650	0.377
implosion	msukumo	0.412	0.724	0.547
imply	maana	0.542	0.670	0.533
impolite	siofaa	0.167	0.590	0.282
import	kuagiza	0.615	0.480	0.623
importance	umuhimu	0.750	0.580	0.864
important	muhimu	0.827	0.630	0.836
importation	uagizaji	0.625	0.500	0.733
impose	kulazimisha	0.503	0.721	0.745
imposing	kuweka	0.392	0.731	0.836
imposition	kuingiza	0.357	0.604	0.618
impossibility	haiwezekani	0.170	0.625	0.306
impossible	haiwezekani	0.153	0.510	0.407
impostor	mkosaji	0.135	0.704	0.442
impotence	upendeleo	0.198	0.689	0.224
impotent	hauna uwezo	0.146	0.587	0.333
impound	impound	0.230	0.587	0.583
impoverished	ni masikini	0.125	0.311	0.203
impracticable	haiwezekani	0.398	0.549	0.381
impractical	haiwezekani	0.160	0.373	0.291
impregnable	haiwezekani	0.378	0.549	0.667
impregnate	kuacha	0.510	0.721	0.655
impress	kumvutia	0.816	0.744	0.895
impressed	hisia	0.806	0.770	0.429
impression	hisia	0.684	0.557	0.577
impressionable	kuvutia	0.827	0.720	0.645
impressive	ya kushangaza	0.781	0.830	0.873
imprint	alama	0.615	0.574	0.685
imprison	kufungwa	0.112	0.829	0.545
imprisoned	kufungwa	0.032	0.717	0.302
imprisonment	kifungo	0.133	0.630	0.471
improbable	haiwezekani	0.097	0.412	0.439
impromptu	impromptu	0.541	0.729	0.415
improper	zisizofaa	0.229	0.520	0.259
impropriety	isiyofaa	0.133	0.591	0.389
improve	kuboresha	0.833	0.528	0.815
improved	kuboreshwa	0.919	0.480	0.679
improvement	kuboresha	0.786	0.500	0.611
improves	inaboresha	0.929	0.625	0.727
improving	kuboresha	0.911	0.510	0.682
improvisation	upendeleo	0.631	0.812	0.529
improvise	inapotosha	0.646	0.650	0.519
improvised	imetengenezwa	0.610	0.673	0.443
imprudent	sio maana	0.170	0.676	0.265
impudence	busara	0.214	0.500	0.472
impudent	hasira	0.302	0.604	0.462
impulse	msukumo	0.530	0.840	0.611
impulsive	msukumo	0.365	0.864	0.607
impunity	kutokujali	0.313	0.721	0.602
impure	haipaswi	0.260	0.560	0.208
impurity	uchafu	0.173	0.546	0.306
imputation	imputation	0.333	0.654	0.621
imtryingtosleep	NO TRANSLATION	0.438	0.363	0.385
inability	kutoweza	0.150	0.529	0.250
inaccessible	inaccessible	0.083	0.585	0.446
inaccurate	si sahihi	0.135	0.450	0.250
inaction	kukosa	0.323	0.225	0.325
inactivate	inactivate	0.245	0.240	0.415
inactivation	inactivation	0.198	0.260	0.220
inactive	haitumiki	0.271	0.167	0.159
inactivity	kukosa	0.135	0.143	0.227
inadequacy	kutostahili	0.286	0.500	0.297
inadequate	haitoshi	0.122	0.450	0.223
inadequateness	kukosa	0.240	0.529	0.316
inadmissible	haikubaliki	0.188	0.636	0.389
inadvertent	haijulikani	0.365	0.368	0.286
inadvertently	bila kujua	0.302	0.541	0.549
inaffable	NO TRANSLATION	0.388	0.518	0.455
inalienable	haiwezekani	0.437	0.459	0.608
inane	inane	0.271	0.350	0.268
inanimate	inanimate	0.281	0.143	0.224
inapplicable	haiwezekani	0.281	0.402	0.330
inappropriate	haifai	0.135	0.542	0.353
inattention	kutokuwa na uhakika	0.208	0.433	0.188
inaudible	inaudible	0.280	0.398	0.358
inaugural	inaugural	0.684	0.567	0.608
inaugurate	kuanzisha	0.781	0.582	0.800
inauguration	Uzinduzi	0.847	0.712	0.769
inborn	aliyezaliwa	0.590	0.288	0.546
inbound	inbound	0.531	0.388	0.538
inbred	inbred	0.397	0.520	0.473
incalculable	incalculable	0.449	0.620	0.679
incandescent	incandescent	0.354	0.612	0.621
incantation	uchafuzi	0.439	0.632	0.548
incapable	haiwezekani	0.156	0.529	0.155
incapacity	ukosefu	0.052	0.500	0.217
incarceration	kufungwa	0.100	0.800	0.397
incarnate	mwili	0.552	0.651	0.593
incase	iwapo	0.580	0.196	0.365
incendiary	kuwaka	0.281	0.810	0.598
incense	uvumba	0.698	0.275	0.328
incensed	hasira	0.338	0.643	0.392
incentive	msukumo	0.812	0.618	0.718
inception	kuanzishwa	0.604	0.425	0.561
incessant	haiwezi	0.438	0.760	0.544
incessantly	bila kudumu	0.417	0.765	0.606
incest	mshirika	0.073	0.853	0.491
incestuous	incestuous	0.188	0.736	0.442
inch	inchi	0.481	0.327	0.300
incidence	matukio	0.417	0.527	0.429
incident	tukio	0.084	0.662	0.482
incidental	dhahiri	0.281	0.610	0.404
incidentally	kwa kawaida	0.479	0.500	0.500
incineration	uwakaji	0.229	0.787	0.470
incinerator	incinerator	0.250	0.643	0.591
incipient	kuingiza	0.442	0.382	0.430
incision	kukata	0.240	0.663	0.558
incisive	incisive	0.380	0.602	0.545
incite	kuhamasisha	0.449	0.736	0.642
incitement	msisimko	0.302	0.943	0.598
inclement	tamaa	0.260	0.676	0.616
inclination	mwelekeo	0.378	0.490	0.538
incline	tamaa	0.490	0.423	0.345
inclined	kutelekezwa	0.469	0.347	0.402
include	jumuisha	0.729	0.449	0.702
included	ni pamoja	0.760	0.402	0.570
including	ikiwa ni pamoja na	0.700	0.378	0.518
inclusion	kuingizwa	0.774	0.404	0.712
inclusive	pamoja	0.604	0.420	0.564
incognito	incognito	0.610	0.490	0.446
incoherent	isiyo ya kawaida	0.122	0.612	0.250
income	mapato	0.750	0.510	0.728
incoming	zinazoingia	0.660	0.509	0.596
incomparable	haiwezekani	0.625	0.577	0.670
incompatible	haikubaliani	0.196	0.500	0.310
incompetence	kutoweza	0.077	0.551	0.208
incompetent	wasio na uwezo	0.133	0.566	0.239
incomplete	haijakamilika	0.153	0.370	0.205
incompletely	bila kikamilifu	0.344	0.442	0.232
incompleteness	kukamilika	0.271	0.451	0.234
incomprehensible	isiyoeleweka	0.250	0.550	0.344
inconceivable	haiwezekani	0.198	0.552	0.561
inconclusive	haijulikani	0.153	0.442	0.340
incongruous	sio mno	0.177	0.504	0.343
inconsequential	sio muhimu	0.250	0.480	0.345
inconsiderate	bila kujali	0.224	0.519	0.423
inconsistency	kutofautiana	0.125	0.480	0.314
inconsistent	haifai	0.271	0.431	0.295
inconspicuous	haijulikani	0.604	0.214	0.368
incontinence	kutokuwepo	0.150	0.598	0.272
inconvenience	usumbufu	0.063	0.667	0.291
inconvenient	haifai	0.224	0.610	0.375
incorporate	kuingiza	0.745	0.612	0.571
incorporation	kuingizwa	0.573	0.404	0.768
incorrect	si sahihi	0.140	0.569	0.255
incorrigible	haiwezekani	0.130	0.667	0.500
increase	Ongeza	0.810	0.657	0.886
increased	imeongezeka	0.684	0.660	0.773
incredible	ajabu	0.857	0.796	0.902
incredulous	hawajali	0.286	0.510	0.269
increment	kuongeza	0.684	0.637	0.750
incriminate	kuacha	0.188	0.810	0.416
incriminating	kushawishi	0.133	0.788	0.500
incrimination	kutoweka	0.152	0.865	0.545
incubation	kuingiza	0.461	0.490	0.397
incubator	incubator	0.510	0.435	0.405
incubus	incubus	0.458	0.529	0.482
incumbent	lazima	0.396	0.540	0.565
incur	kuingiza	0.312	0.667	0.495
incurable	haiwezekani	0.104	0.667	0.255
incursion	upungufu	0.552	0.830	0.719
indebted	mkopo	0.138	0.698	0.275
indecency	uovu	0.135	0.670	0.491
indecent	mbaya	0.083	0.683	0.240
indecision	uvunjaji	0.184	0.480	0.196
indecisive	kutokuwa na uhakika	0.271	0.420	0.190
indefensible	haiwezekani	0.173	0.647	0.484
indefinite	usio na kipimo	0.448	0.292	0.296
indelible	haiwezekani	0.490	0.337	0.591
indemnification	utoaji wa malipo	0.521	0.490	0.770
indemnify	indemnify	0.449	0.548	0.613
indemnity	indemnity	0.470	0.607	0.692
indent	indent	0.479	0.346	0.379
indentation	indentation	0.374	0.500	0.349
indenture	uharibifu	0.434	0.382	0.636
independence	uhuru	0.896	0.663	0.911
independent	huru	0.885	0.440	0.872
indescribable	haiwezekani	0.448	0.529	0.648
indestructible	isiyoharibika	0.772	0.731	0.853
indeterminate	indeterminate	0.360	0.402	0.322
index	ripoti	0.448	0.268	0.342
indicate	onyesha	0.594	0.350	0.676
indicating	kuonyesha	0.745	0.339	0.555
indication	dalili	0.719	0.432	0.750
indicative	dalili	0.510	0.510	0.591
indicator	kiashiria	0.573	0.451	0.670
indice	NO TRANSLATION	0.469	0.377	0.541
indict	onyesha	0.188	0.731	0.458
indictment	mashtaka	0.245	0.745	0.577
indie	indie	0.479	0.368	0.430
indifference	kutojali	0.265	0.417	0.299
indifferent	wasio na maana	0.396	0.157	0.250
indigenous	asili	0.500	0.509	0.552
indigent	maskini	0.156	0.481	0.223
indigestion	indigestion	0.204	0.610	0.182
indignant	hasira	0.260	0.600	0.423
indignation	ghadhabu	0.173	0.778	0.431
indignity	hasira	0.167	0.500	0.306
indigo	indigo	0.514	0.365	0.473
indirect	bila usahihi	0.385	0.402	0.330
indiscreet	asiyetaka	0.177	0.587	0.342
indiscretion	udhalimu	0.265	0.637	0.390
indispensable	muhimu	0.710	0.449	0.802
indisposed	imetolewa	0.122	0.519	0.206
indistinct	haijulikani	0.255	0.340	0.360
indistinguishable	haijulikani	0.346	0.458	0.548
individual	mtu binafsi	0.627	0.327	0.533
individuality	kibinafsi	0.612	0.469	0.527
indivisible	haijulikani	0.646	0.398	0.580
indoctrination	kufundisha	0.327	0.657	0.698
indolent	uovu	0.177	0.381	0.259
indomitable	indomitable	0.458	0.800	0.830
indoor	ndani	0.615	0.245	0.347
induce	kushawishi	0.257	0.606	0.684
induced	inatia	0.397	0.471	0.491
inducement	kushawishi	0.647	0.765	0.685
induction	induction	0.392	0.593	0.627
indulge	tamaa	0.833	0.716	0.669
indulgence	utulivu	0.479	0.490	0.517
indulgent	tamaa	0.560	0.481	0.529
industrial	viwanda	0.469	0.600	0.875
industrialist	viwanda	0.562	0.633	0.843
industrious	wenye nguvu	0.720	0.537	0.791
industry	sekta	0.650	0.447	0.836
ineffable	haifai	0.551	0.577	0.585
ineffective	haifai	0.093	0.422	0.094
ineffectual	ufanisi	0.163	0.412	0.200
inefficiency	ufanisi	0.092	0.466	0.181
inefficient	haifai	0.190	0.460	0.173
inelastic	inelastic	0.396	0.426	0.385
ineligible	halali	0.143	0.377	0.457
inept	inept	0.156	0.418	0.209
ineptitude	ineptitude	0.177	0.471	0.250
inequality	kutofautiana	0.122	0.575	0.259
inequitable	kutofautiana	0.281	0.519	0.373
inert	inert	0.323	0.180	0.319
inertia	inertia	0.344	0.288	0.322
inevitable	kuepukika	0.316	0.419	0.623
inexact	haipatikani	0.153	0.459	0.170
inexcusable	haitoshi	0.271	0.582	0.546
inexhaustible	inashindwa	0.602	0.541	0.643
inexpensive	gharama nafuu	0.694	0.414	0.260
inexperience	ujuzi	0.208	0.614	0.151
inexperienced	wasio na ujuzi	0.281	0.473	0.231
inexplicable	haijulikani	0.224	0.635	0.443
inexpressible	bila kujali	0.198	0.608	0.364
infallibility	kutokuwa na uwezo	0.583	0.663	0.764
infallible	haiwezekani	0.776	0.687	0.809
infamous	mzuri	0.146	0.580	0.472
infamy	uchafu	0.177	0.676	0.421
infancy	utoto	0.750	0.399	0.370
infant	watoto wachanga	0.802	0.431	0.328
infanticide	watoto wachanga	0.167	0.856	0.443
infantile	watoto wachanga	0.604	0.382	0.259
infantry	watoto wachanga	0.531	0.684	0.791
infarct	sio	0.080	0.846	0.386
infatuated	imechukuliwa	0.729	0.764	0.417
infatuation	kupendeza	0.844	0.745	0.530
infeasible	infeasible	0.245	0.472	0.236
infect	kuambukiza	0.102	0.777	0.424
infection	maambukizi	0.083	0.735	0.407
infectious	kuambukiza	0.142	0.760	0.422
infer	tamaa	0.449	0.490	0.453
inference	maelezo	0.359	0.479	0.398
inferential	upendeleo	0.426	0.451	0.455
inferior	duni	0.260	0.254	0.106
inferiority	upungufu	0.177	0.430	0.205
infernal	infernal	0.083	0.837	0.571
inferno	inferno	0.051	0.857	0.463
infertile	wasio na uwezo	0.274	0.458	0.255
infertility	kutokuwepo	0.170	0.664	0.328
infestation	infestation	0.256	0.776	0.527
infidel	waaminifu	0.177	0.740	0.404
infidelity	uaminifu	0.062	0.777	0.392
infield	infield	0.510	0.571	0.438
infiltrate	kuingia ndani	0.408	0.745	0.587
infiltration	kuingia	0.265	0.792	0.536
infinite	usio	0.724	0.583	0.735
infinitely	kubwa	0.688	0.643	0.829
infinitesimal	isiyo na kiwango	0.388	0.472	0.496
infinity	infinity	0.516	0.459	0.805
infirm	kuambukiza	0.115	0.521	0.210
infirmary	infirmary	0.500	0.438	0.517
infirmity	udhaifu	0.094	0.482	0.252
inflammation	kuvimba	0.146	0.765	0.423
inflammatory	uchochezi	0.177	0.642	0.404
inflatable	inflatable	0.510	0.510	0.400
inflate	piga	0.305	0.569	0.462
inflated	umechangiwa	0.303	0.431	0.617
inflation	mfumuko wa bei	0.219	0.792	0.508
inflection	kupiga	0.385	0.635	0.377
inflict	tamaa	0.167	0.760	0.609
infliction	kupiga	0.302	0.722	0.571
inflorescence	inflorescence	0.459	0.344	0.412
influence	ushawishi	0.622	0.663	0.824
influential	yenye ushawishi	0.899	0.688	0.944
influenza	mafua	0.271	0.718	0.321
influx	jitokeza	0.622	0.635	0.575
info	maelezo	0.750	0.330	0.642
infomercial	infomercial	0.427	0.462	0.555
inform	taarifa	0.723	0.582	0.679
informal	isiyo rasmi	0.480	0.398	0.441
informant	taarifa	0.604	0.612	0.719
information	habari	0.765	0.370	0.711
informative	taarifa	0.812	0.419	0.741
informed	taarifa	0.543	0.298	0.617
informer	mwandishi	0.521	0.578	0.580
infraction	uhalifu	0.245	0.660	0.471
infrared	infrared	0.469	0.588	0.526
infrastructure	miundombinu	0.604	0.460	0.694
infrequent	isiyo ya kawaida	0.312	0.377	0.192
infrequently	mara kwa mara	0.204	0.250	0.327
infringement	ukiukaji	0.153	0.800	0.481
infuriate	hasira	0.102	0.934	0.596
infuriated	hasira	0.073	0.930	0.510
infuriates	hukasirika	0.135	0.913	0.627
infuriating	inakera	0.139	0.870	0.509
infuse	kuingiza	0.380	0.705	0.589
infused	imeingizwa	0.385	0.473	0.546
infuser	kudhulumu	0.469	0.433	0.536
infusion	infusion	0.583	0.365	0.453
ingenious	wenye ujuzi	0.760	0.690	0.891
ingenuity	ujuzi	0.708	0.590	0.868
ingest	ingest	0.510	0.559	0.473
ingestion	kumeza	0.429	0.612	0.512
ingot	ingot	0.688	0.444	0.615
ingrained	imara	0.531	0.490	0.712
ingrate	ingrate	0.235	0.606	0.327
ingredient	viungo	0.792	0.373	0.451
ingress	ingress	0.601	0.366	0.736
inhabit	kukaa	0.656	0.378	0.556
inhabitant	mwenyeji	0.604	0.356	0.519
inhabited	wenyeji	0.667	0.361	0.510
inhabiting	wanaishi	0.458	0.440	0.598
inhalation	kuvuta pumzi	0.510	0.613	0.464
inhale	inhale	0.427	0.340	0.492
inhaler	inhaler	0.408	0.500	0.349
inherent	asili	0.562	0.439	0.480
inherit	urithi	0.745	0.546	0.694
inheritance	urithi	0.900	0.565	0.798
inhibit	inzuia	0.167	0.479	0.447
inhibition	kuzuia	0.265	0.392	0.534
inhibitor	inhibitor	0.281	0.450	0.471
inhospitable	haipatikani	0.265	0.531	0.395
inhuman	si ya kibinadamu	0.107	0.660	0.492
inhumane	kibaya	0.104	0.587	0.402
inhumanity	ubinadamu	0.143	0.540	0.405
inimaginable	NO TRANSLATION	0.542	0.636	0.534
inimical	inimical	0.260	0.823	0.556
inimitable	inimitable	0.571	0.413	0.790
iniquity	uovu	0.219	0.567	0.425
initial	awali	0.583	0.314	0.539
initiate	kuanzisha	0.719	0.480	0.553
initiated	ilianzishwa	0.760	0.490	0.650
initiation	uanzishaji	0.698	0.529	0.527
initiative	mpango	0.833	0.615	0.768
inject	jaribu	0.406	0.735	0.596
injection	sindano	0.281	0.741	0.518
injunction	adhabu	0.281	0.422	0.519
injure	kuumiza	0.177	0.710	0.364
injured	kujeruhiwa	0.083	0.680	0.302
injuring	kujeruhi	0.073	0.790	0.245
injurious	kuumiza	0.177	0.759	0.366
injury	kuumia	0.049	0.769	0.287
injustice	haki	0.082	0.755	0.444
ink	wino	0.471	0.408	0.235
inkling	wimbo	0.448	0.551	0.570
inland	inland	0.510	0.417	0.423
inlay	inlay	0.406	0.531	0.565
inlet	pembe	0.646	0.378	0.466
inmate	kifungo	0.235	0.663	0.398
inn	nyumba ya wageni	0.660	0.284	0.475
innards	nyasi	0.302	0.480	0.400
innate	innate	0.490	0.400	0.521
inner	ndani	0.551	0.216	0.443
innermost	ndani	0.583	0.500	0.510
innerpeace	NO TRANSLATION	0.714	0.318	0.551
inning	inning	0.602	0.315	0.520
innings	hoteli	0.573	0.487	0.443
innkeeper	mwenye nyumba	0.578	0.224	0.472
innocence	hatia	0.802	0.260	0.307
innocent	wasio na hatia	0.729	0.206	0.340
innocently	bila usahihi	0.776	0.250	0.302
innocuous	wasio na hatia	0.510	0.321	0.172
innovate	innovation	0.898	0.872	0.750
innovation	innovation	0.949	0.680	0.890
innovative	ubunifu	0.880	0.640	0.830
innuendo	innuendo	0.467	0.670	0.463
innumerable	isiyohesabiwa	0.667	0.445	0.704
inoculation	inoculation	0.333	0.570	0.598
inoperable	haiwezekani	0.184	0.422	0.304
inoperative	inoperative	0.138	0.425	0.273
inordinate	inakabiliwa	0.163	0.630	0.330
inorganic	inorganic	0.385	0.345	0.282
input	pembejeo	0.643	0.337	0.527
inquest	uchunguzi	0.458	0.569	0.721
inquire	kuuliza	0.583	0.519	0.363
inquirer	kuuliza	0.573	0.598	0.776
inquiring	kuuliza	0.479	0.510	0.500
inquiry	uchunguzi	0.541	0.420	0.536
inquisitive	uchunguzi	0.301	0.637	0.615
