Word	Finnish-fi	Valence	Arousal	Dominance
loser	häviäjä	0.083	0.510	0.155
losing	menettää	0.076	0.686	0.223
loss	menetys	0.062	0.567	0.211
lost	menetetty	0.199	0.663	0.148
lot	erä	0.531	0.215	0.370
lotion	kosteusemulsio	0.724	0.261	0.188
lots	paljon	0.604	0.417	0.424
lottery	arpajaiset	0.771	0.731	0.491
lotto	lotto	0.760	0.635	0.475
lotus	lootus	0.604	0.377	0.510
loud	äänekäs	0.573	0.650	0.870
loudly	kovaäänisesti	0.541	0.755	0.667
loudmouth	suunsoittaja	0.337	0.615	0.456
loudness	äänekkyys	0.350	0.582	0.620
loudspeaker	kaiutin	0.490	0.735	0.689
lounge	aula	0.592	0.245	0.466
lounging	oleskelu	0.735	0.167	0.449
louse	täi	0.184	0.439	0.154
lousy	kurja	0.125	0.482	0.234
lovable	rakastettava	0.948	0.335	0.565
love	rakkaus	1.000	0.519	0.673
loved	rakastettu	0.927	0.452	0.582
lovee	lovee	0.949	0.592	0.611
loveee	loveee	0.927	0.592	0.693
loveless	rakkaudeton	0.102	0.365	0.216
lovelife	NO TRANSLATION	0.837	0.610	0.592
loveliness	ihanuutta	0.959	0.509	0.750
lovelovelove	NO TRANSLATION	0.948	0.582	0.554
lovely	ihana	0.917	0.456	0.741
lovemaking	rakastelu	0.969	0.927	0.814
lovemylife	NO TRANSLATION	0.896	0.800	0.573
lover	rakastaja	0.881	0.816	0.750
lovesick	lemmensairas	0.796	0.842	0.500
lovethis	rakasta tätä	0.867	0.552	0.526
loving	rakastava	0.948	0.612	0.636
lovinglife	rakastaa elämää	0.979	0.404	0.673
lovinlife	lovinlife	0.714	0.460	0.544
low	matala	0.292	0.220	0.102
lowdown	lowdown	0.306	0.441	0.441
lower	alempi	0.327	0.296	0.258
lowering	alentava	0.286	0.363	0.236
lowest	alin	0.312	0.304	0.129
lowlands	alanko	0.323	0.290	0.331
lowlife	Lowlife	0.296	0.529	0.309
lowly	nöyrä	0.562	0.294	0.417
lox	lox	0.490	0.373	0.318
loyal	uskollinen	0.896	0.265	0.657
loyalty	uskollisuus	0.885	0.406	0.793
lsd	lsd	0.375	0.471	0.390
luau	luau	0.594	0.545	0.296
lube	liukaste	0.552	0.490	0.411
lubricant	voiteluaine	0.656	0.550	0.454
lubricate	voidella	0.552	0.490	0.470
lubrication	voitelu	0.624	0.646	0.491
lucid	selkeä	0.771	0.490	0.705
luck	onni	0.854	0.490	0.717
luckiest	onnekkain	0.917	0.690	0.852
lucky	onnekas	0.960	0.610	0.793
luckygirl	onnekas tyttö	0.781	0.712	0.471
lucrative	tuottoisa	0.729	0.519	0.798
ludicrous	naurettava	0.137	0.553	0.274
lug	raahata	0.344	0.443	0.340
luggage	matkatavarat	0.561	0.226	0.319
lukewarm	haalea	0.573	0.300	0.241
lull	tuudittaa	0.602	0.130	0.402
lullaby	kehtolaulu	0.796	0.156	0.339
lumbar	lanne-	0.323	0.418	0.342
lumber	puutavara	0.517	0.184	0.373
lumbering	lumbering	0.354	0.561	0.655
lumberjack	metsuri	0.500	0.660	0.726
luminescent	luminescent	0.796	0.550	0.526
luminous	valoisa	0.918	0.392	0.783
lump	kyhmy	0.438	0.337	0.463
lumpy	möykkyinen	0.271	0.378	0.365
lunacy	järjettömyys	0.132	0.847	0.330
lunar	kuun-	0.562	0.296	0.427
lunatic	hullu	0.125	0.792	0.442
lunch	lounas	0.880	0.410	0.542
lunchbox	eväslaatikko	0.663	0.346	0.346
luncheon	lounas	0.837	0.240	0.441
lunchtime	lounasaika	0.896	0.398	0.444
lung	keuhko	0.510	0.292	0.629
lunge	syöksy	0.354	0.721	0.509
lungs	keuhkot	0.531	0.352	0.555
lurch	keikahtaa	0.404	0.694	0.363
lure	houkutella	0.439	0.565	0.300
lurid	karmea	0.186	0.833	0.536
lurk	vaania	0.219	0.740	0.655
lurking	väijyvä	0.421	0.781	0.575
luscious	mehevä	0.885	0.552	0.545
lush	rehevä	0.740	0.783	0.833
lust	himo	0.469	0.944	0.518
luster	kiilto	0.833	0.566	0.558
lustful	himokas	0.427	0.896	0.643
lustrous	kiiltävä	0.771	0.606	0.598
lusty	reipas	0.469	0.941	0.673
lute	luuttu	0.459	0.407	0.500
luxuriant	rehevä	0.760	0.745	0.812
luxurious	ylellinen	0.947	0.644	0.754
luxury	ylellisyys	0.932	0.673	0.750
lycra	lycra	0.520	0.449	0.328
lye	lipeä	0.378	0.396	0.443
lying	makaava	0.208	0.704	0.317
lymph	imuneste	0.398	0.510	0.390
lymphatic	imusuonten	0.380	0.509	0.472
lymphoma	lymfooma	0.208	0.645	0.330
lynch	lynkata	0.167	0.885	0.482
lynching	lynkkaaminen	0.135	0.920	0.548
lynx	ilves	0.510	0.590	0.567
lyre	lyyra	0.719	0.347	0.414
lyric	lyyrinen	0.702	0.269	0.464
lyrical	lyyrinen	0.708	0.451	0.618
lyrics	sanat	0.582	0.214	0.333
macadamia	macadamia	0.635	0.330	0.434
macarena	Macarena	0.802	0.601	0.368
macaroni	makaroni	0.816	0.410	0.382
mace	nuija	0.450	0.412	0.415
mach	Mach	0.541	0.432	0.463
machete	viidakkoveitsi	0.260	0.690	0.474
machine	kone	0.510	0.500	0.707
machinery	koneet	0.458	0.615	0.629
machinist	koneenkäyttäjä	0.490	0.598	0.721
macho	miehinen	0.643	0.690	0.676
mackerel	makrilli	0.418	0.423	0.426
macro	makro	0.552	0.469	0.647
mad	hullu	0.219	0.873	0.277
madam	rouva	0.580	0.308	0.571
madame	rouva	0.604	0.500	0.635
madden	tehdä hulluksi	0.329	0.602	0.457
madder	värimatara	0.323	0.853	0.267
mademoiselle	NO TRANSLATION	0.752	0.459	0.461
mademyday	pelasti päiväni	0.694	0.573	0.537
madhouse	hullujenhuone	0.156	0.736	0.440
madman	hullu	0.135	0.880	0.312
madness	hulluus	0.104	0.804	0.440
maestro	maestro	0.823	0.357	0.849
mafia	mafia	0.204	0.867	0.676
magazine	aikakauslehti	0.615	0.332	0.377
mage	velho	0.622	0.373	0.453
magenta	purppura	0.635	0.275	0.415
maggot	toukka	0.235	0.500	0.235
magic	taika-	0.868	0.663	0.578
magical	maaginen	0.875	0.651	0.595
magician	taikuri	0.714	0.657	0.551
magistrate	poliisituomari	0.587	0.541	0.904
magma	magma	0.323	0.623	0.609
magna	magna	0.605	0.490	0.652
magnate	porho	0.627	0.708	0.868
magnesium	magnesium	0.542	0.320	0.321
magnet	magneetti	0.571	0.318	0.553
magnetic	magneettinen	0.612	0.529	0.673
magnetism	magnetismi	0.630	0.529	0.741
magnetite	magnetiitti	0.531	0.490	0.581
magnification	suurennos	0.890	0.615	0.880
magnificence	komeus	0.802	0.810	0.920
magnificent	upea	1.000	0.680	0.886
magnifier	suurennuslasi	0.469	0.216	0.345
magnify	suurentaa	0.729	0.561	0.839
magnifying	suurennuslasilla	0.594	0.265	0.406
magnitude	suuruus	0.608	0.613	0.774
magnolia	magnolia	0.558	0.343	0.379
magpie	harakka	0.500	0.458	0.327
mahi mahi	NO TRANSLATION	0.510	0.410	0.398
mahjong	mahjong	0.556	0.418	0.440
mahogany	mahonki-	0.602	0.225	0.393
maid	impi	0.406	0.324	0.300
maiden	neito	0.755	0.396	0.461
mail	posti	0.615	0.231	0.548
mailbox	postilaatikko	0.573	0.222	0.404
mailing	postitus	0.688	0.324	0.375
mailman	postinkantaja	0.659	0.418	0.462
maim	NO TRANSLATION	0.133	0.724	0.496
main	tärkein	0.667	0.510	0.811
mainframe	keskuskone	0.531	0.490	0.557
mainland	manner	0.680	0.407	0.806
mainstay	kantava voima	0.694	0.400	0.713
mainstream	valtavirta	0.653	0.527	0.660
maintain	ylläpitää	0.684	0.398	0.647
maintenance	ylläpito	0.592	0.410	0.545
majestic	majesteettinen	0.948	0.731	0.906
majesty	majesteetti	0.823	0.602	0.955
major	suuri	0.684	0.538	0.874
majority	suurin osa	0.684	0.560	0.930
make	tehdä	0.684	0.420	0.480
makeover	Muodonmuutos	0.771	0.510	0.596
maker	valmistaja	0.698	0.544	0.706
makeshift	hätävara-	0.479	0.611	0.389
makesmehappy	NO TRANSLATION	0.894	0.663	0.712
makesmemad	NO TRANSLATION	0.296	0.643	0.500
makeup	meikki	0.740	0.333	0.331
makingdisciples	NO TRANSLATION	0.684	0.402	0.664
malady	sairaus	0.190	0.686	0.304
malaise	pahanolontunne	0.150	0.600	0.161
malaria	malaria	0.125	0.653	0.304
malarkey	malarkey	0.396	0.500	0.465
male	Uros	0.612	0.532	0.695
malevolent	pahansuopa	0.094	0.854	0.613
malfeasance	väärinkäytöksistä	0.062	0.745	0.325
malformation	epämuodostuma	0.083	0.602	0.357
malfunction	toimintahäiriö	0.125	0.577	0.229
malice	NO TRANSLATION	0.073	0.811	0.492
malicious	ilkeä	0.177	0.765	0.607
malign	parjata	0.140	0.765	0.481
malignancy	pahanlaatuisuus	0.149	0.814	0.614
malignant	pahanlaatuinen	0.143	0.824	0.370
maligned	parjattu	0.102	0.684	0.218
mall	ostoskeskus	0.724	0.663	0.492
malleable	taottava	0.500	0.500	0.391
mallet	nuija	0.354	0.390	0.483
malnutrition	vajaaravitsemus	0.024	0.592	0.277
malpractice	hoitovirhe	0.094	0.559	0.330
malt	mallas	0.750	0.373	0.324
mama	mama	0.860	0.413	0.728
mambo	Mambo	0.808	0.622	0.445
mamma	NO TRANSLATION	0.600	0.358	0.449
mammal	nisäkäs	0.618	0.449	0.421
mammoth	mammutti	0.480	0.471	0.537
mammy	äiti	0.680	0.415	0.436
man	mies	0.688	0.427	0.767
manage	hoitaa	0.560	0.530	0.719
manageable	hallittavissa	0.750	0.361	0.655
management	johto	0.792	0.491	0.806
manager	johtaja	0.625	0.549	0.897
managerial	johto-	0.604	0.520	0.791
mandamus	mandamus	0.439	0.577	0.556
mandarin	mandariini	0.625	0.398	0.491
mandate	mandaatti	0.448	0.670	0.779
mandatory	pakollinen	0.271	0.667	0.777
mandible	alaleuka	0.510	0.431	0.500
mandolin	mandoliini	0.708	0.433	0.367
mandrel	kara	0.310	0.490	0.481
mane	NO TRANSLATION	0.521	0.277	0.373
maneuver	taktikoida	0.615	0.663	0.608
maneuvering	ohjailu	0.635	0.640	0.745
mange	NO TRANSLATION	0.311	0.558	0.348
manger	kaukalo	0.656	0.276	0.398
mangle	mankeli	0.292	0.449	0.355
mango	mango	0.765	0.327	0.290
mangosteen	mangosteen	0.562	0.500	0.414
mangy	nukkavieru	0.214	0.698	0.270
manhole	kulkuaukko	0.378	0.500	0.516
manhood	miehuus	0.625	0.735	0.858
manhunt	ajojahti	0.145	0.925	0.657
mania	mania	0.290	0.683	0.382
maniac	hullu	0.120	0.849	0.431
maniacal	raivoisa	0.200	0.848	0.500
manic	maaninen	0.054	0.892	0.368
manicure	manikyyri	0.706	0.308	0.284
manicurist	manikyristi	0.583	0.352	0.341
manifest	selvä	0.667	0.647	0.704
manifestation	osoitus	0.583	0.750	0.655
manifested	ilmenee	0.580	0.618	0.667
manifestly	selvästi	0.469	0.588	0.577
manifesto	manifesti	0.646	0.519	0.676
manifold	moninainen	0.500	0.461	0.435
manipulate	manipuloida	0.255	0.700	0.772
manipulation	manipulointi	0.188	0.775	0.536
manipulative	manipuloiva	0.177	0.724	0.546
mankind	ihmiskunta	0.823	0.471	0.768
manly	miehekäs	0.698	0.633	0.846
manna	manna	0.698	0.294	0.544
manned	miehitetty	0.551	0.588	0.484
mannequin	mannekiini	0.427	0.302	0.295
manner	tapa	0.618	0.250	0.320
mannered	teennäinen	0.469	0.556	0.291
manners	käytöstavat	0.816	0.284	0.517
manor	herraskartano	0.646	0.358	0.738
manpower	työvoima	0.531	0.620	0.543
mansion	palatsi	0.847	0.490	0.717
mansions	kartanoita	0.735	0.529	0.777
manslaughter	tappo	0.090	0.920	0.473
mantel	Mantel	0.500	0.265	0.471
mantis	rukoilijasirkka	0.480	0.355	0.421
mantle	vaippa	0.510	0.269	0.422
mantra	mantra	0.396	0.249	0.357
manual	manuaalinen	0.635	0.245	0.449
manufacture	valmistus	0.868	0.703	0.780
manufacturer	valmistaja	0.688	0.537	0.830
manufacturing	valmistus	0.653	0.613	0.804
manure	lanta	0.250	0.471	0.241
manuscript	käsikirjoitus	0.510	0.208	0.540
map	kartta	0.561	0.229	0.463
maple	vaahtera	0.541	0.390	0.339
mar	maaliskuu	0.622	0.544	0.545
marathon	maraton-	0.646	0.778	0.740
marble	marmori	0.604	0.212	0.667
marbled	marmoroitu	0.396	0.385	0.418
marbles	marmorit	0.714	0.345	0.241
march	maaliskuu	0.531	0.200	0.483
mare	NO TRANSLATION	0.541	0.320	0.417
margarine	margariini	0.530	0.316	0.333
margarita	Margarita	0.750	0.438	0.420
margin	marginaali	0.500	0.219	0.331
marginal	marginaalinen	0.235	0.644	0.345
mariachi	mariachi	0.710	0.559	0.609
marijuana	marihuana	0.312	0.779	0.558
marinara	marinara	0.657	0.388	0.435
marine	meren-	0.633	0.471	0.679
mariner	merimies	0.652	0.491	0.676
marital	aviollinen	0.760	0.529	0.500
maritime	meri-	0.646	0.490	0.713
mark	merkki	0.491	0.231	0.600
marked	merkitty	0.592	0.358	0.554
marker	merkki	0.500	0.333	0.605
market	markkinoida	0.724	0.480	0.521
marketable	jälkimarkkinakelpoiset	0.746	0.545	0.664
marketing	markkinointi	0.521	0.774	0.675
marketplace	markkinat	0.698	0.420	0.525
marks	merkit	0.430	0.480	0.424
marksman	tarkka-ampuja	0.500	0.833	0.692
marksmanship	ampumataito	0.573	0.531	0.664
marl	marl	0.372	0.471	0.351
marmalade	marmeladi	0.729	0.370	0.288
maroon	kastanjanruskea	0.469	0.358	0.336
marooned	jumiutua	0.229	0.480	0.160
marquee	teltta	0.602	0.284	0.508
marquis	markiisi	0.521	0.444	0.562
marred	varjostivat	0.181	0.561	0.233
marriage	avioliitto	0.844	0.684	0.750
married	naimisissa	0.674	0.570	0.602
marrow	kurpitsa	0.398	0.422	0.472
marry	naida	0.896	0.765	0.673
marsh	marsh	0.302	0.358	0.277
marshal	marsalkka	0.469	0.610	0.819
marshmallow	vaahtokaramelli	0.740	0.441	0.391
mart	kauppapaikka	0.531	0.402	0.418
martial	martial	0.480	0.710	0.737
martingale	martingaali	0.469	0.510	0.455
martini	Martini	0.828	0.500	0.519
martyr	marttyyri	0.281	0.708	0.509
martyrdom	marttyyrikuolema	0.323	0.745	0.442
marvel	ihme	0.961	0.755	0.866
marvellous	ihmeellinen	0.878	0.809	0.849
marvelous	ihmeellinen	0.948	0.637	0.778
marvelously	marvelously	0.968	0.708	0.764
marzipan	NO TRANSLATION	0.684	0.380	0.258
mascara	ripsiväri	0.575	0.450	0.269
mascot	maskotti	0.750	0.337	0.337
masculine	maskuliini-	0.653	0.540	0.773
masculinity	miehisyys	0.583	0.670	0.851
mash	perunamuusi	0.440	0.363	0.283
mashed	muussattu	0.531	0.337	0.194
mask	naamio	0.510	0.490	0.537
masked	naamioitu	0.375	0.549	0.518
masks	maskit	0.510	0.472	0.241
masochism	masokismi	0.194	0.845	0.483
masochist	masokisti	0.164	0.784	0.353
mason	muurari	0.541	0.442	0.580
masquerade	naamiaiset	0.431	0.633	0.446
mass	massa-	0.458	0.245	0.277
massacre	verilöyly	0.031	0.887	0.640
massage	hieronta	0.708	0.356	0.413
masses	massat	0.552	0.453	0.473
masseur	hieroja	0.622	0.265	0.463
masseuse	hieroja	0.594	0.373	0.391
massive	massiivinen	0.569	0.660	0.750
mast	masto	0.542	0.390	0.580
master	hallita	0.694	0.490	0.849
masterful	mestarillinen	0.854	0.510	0.960
mastermind	sielu	0.792	0.625	0.918
masterpiece	mestariteos	0.926	0.623	0.847
mastery	mestaruus	0.755	0.648	0.873
masturbate	masturboida	0.552	0.926	0.500
masturbation	itsetyydytys	0.542	0.961	0.509
mat	matto	0.459	0.221	0.304
matador	matadori	0.224	0.880	0.667
match	ottelu	0.599	0.573	0.500
matchbook	matchbook	0.562	0.391	0.412
matching	vastaavat	0.719	0.735	0.418
matchmaker	naimakauppojen välittäjä	0.615	0.509	0.519
mate	perämies	0.847	0.417	0.669
material	materiaali	0.521	0.363	0.439
materialism	materialismi	0.220	0.390	0.556
materialist	materialisti	0.255	0.491	0.504
materialistic	materialistinen	0.420	0.506	0.589
materiality	olennaisuuden	0.417	0.450	0.636
materialize	toteutua	0.688	0.596	0.728
materially	aineellisesti	0.490	0.451	0.670
materials	tarvikkeet	0.633	0.361	0.473
materiel	materiel	0.531	0.294	0.417
maternal	äidin	0.847	0.417	0.634
maternity	äitiys	0.865	0.480	0.622
math	matematiikka	0.417	0.375	0.600
mathematical	matemaattinen	0.620	0.500	0.548
mathematician	matemaatikko	0.541	0.418	0.773
mathematics	matematiikka	0.438	0.435	0.664
matinee	matinea	0.694	0.578	0.447
mating	pariutumisen	0.755	0.840	0.759
matriculation	kirjoittautuminen	0.622	0.490	0.675
matrimony	avioliitto	0.850	0.637	0.843
matrix	matriisi	0.551	0.378	0.673
matron	emäntä	0.520	0.519	0.555
matted	takkuinen	0.281	0.519	0.393
matter	asia	0.487	0.353	0.562
matting	kaislamatto	0.479	0.405	0.423
mattress	patja	0.612	0.255	0.397
maturation	kypsyminen	0.612	0.439	0.698
mature	kypsä	0.625	0.347	0.600
maturity	kypsyys	0.827	0.400	0.806
maudlin	tunteellinen	0.337	0.417	0.368
mausoleum	mausoleumi	0.344	0.281	0.594
mauve	malvanvärinen	0.533	0.330	0.314
maverick	yksinäinen susi	0.354	0.676	0.409
maxim	maksiimi	0.875	0.562	0.887
maximize	maksimoida	0.823	0.765	0.792
maximum	enimmäismäärä	0.724	0.724	0.852
may	saattaa	0.704	0.273	0.245
mayday	Vappu	0.344	0.643	0.423
mayflower	Mayflower	0.690	0.463	0.429
mayhem	sekasorto	0.188	0.870	0.364
mayonnaise	majoneesi	0.510	0.320	0.222
mayor	pormestari	0.469	0.481	0.818
maze	sokkelo	0.438	0.608	0.444
mead	sima	0.667	0.337	0.441
meadow	niitty	0.622	0.130	0.382
meager	niukka	0.144	0.389	0.281
meal	ateria	0.833	0.461	0.473
mean	tarkoittaa	0.440	0.467	0.620
meander	mutkitella	0.480	0.443	0.454
meandering	polveileva	0.427	0.644	0.539
meanie	pikkusielu	0.388	0.420	0.404
meaning	merkitys	0.663	0.395	0.625
meaningful	mielekäs	0.770	0.500	0.802
meaningless	merkityksetön	0.156	0.314	0.143
meanness	halpamainen teko	0.102	0.694	0.368
means	välineet	0.615	0.373	0.460
meantime	sillä välin	0.432	0.222	0.300
measles	tuhkarokko	0.092	0.635	0.422
measurable	mitattava	0.604	0.410	0.602
measure	mitata	0.510	0.375	0.365
measured	mitattu	0.542	0.265	0.578
measurement	mittaus	0.622	0.418	0.491
measuring	mittaus	0.448	0.337	0.529
measuring cup	mittakuppi	0.557	0.343	0.377
measuring tape	mittanauha	0.337	0.280	0.327
meat	liha	0.612	0.421	0.413
meatball	lihapyörykkä	0.612	0.279	0.343
meathead	meathead	0.306	0.534	0.490
meatloaf	lihamureke	0.625	0.389	0.375
mechanic	mekaaninen	0.571	0.433	0.566
mechanical	mekaaninen	0.479	0.569	0.564
mechanics	mekaniikka	0.542	0.500	0.761
mechanism	mekanismi	0.573	0.583	0.664
med	NO TRANSLATION	0.375	0.429	0.606
medal	mitali	0.854	0.555	0.746
medallion	medaljonki	0.750	0.510	0.710
medallist	mitalisti	0.796	0.821	0.897
meddle	mestaroida	0.302	0.770	0.526
meddling	sekaantumisesta	0.245	0.600	0.461
media	tiedotusvälineet	0.500	0.330	0.464
medial	mediaalinen	0.458	0.340	0.429
median	mediaani	0.459	0.216	0.375
mediate	välittää	0.635	0.308	0.654
mediation	sovittelu	0.661	0.350	0.657
mediator	sovittelija	0.592	0.438	0.580
medic	lääkintämies	0.500	0.472	0.585
medical	lääketieteellinen	0.583	0.373	0.616
medicate	lääkitä	0.417	0.375	0.546
medication	lääkitys	0.615	0.439	0.500
medicinal	lääke-	0.667	0.417	0.614
medicine	lääketiede	0.708	0.318	0.679
medieval	keskiaikainen	0.560	0.408	0.455
mediocre	keskiverto	0.188	0.481	0.149
mediocrity	keskinkertaisuus	0.073	0.398	0.225
meditate	mietiskellä	0.812	0.146	0.564
meditating	meditoi	0.718	0.185	0.399
meditation	meditaatio	0.786	0.120	0.478
meditative	mietiskelevä	0.614	0.120	0.454
mediterranean	Välimeren	0.663	0.454	0.545
medium	keskikokoinen	0.559	0.356	0.358
medley	sekauinti	0.487	0.352	0.400
meek	alistuva	0.531	0.150	0.198
meet	tavata	0.760	0.510	0.580
meeting	tapaaminen	0.750	0.569	0.613
mega	mega	0.724	0.538	0.723
meh	meh	0.380	0.286	0.365
melancholic	melankolinen	0.181	0.306	0.277
melancholy	surumielinen	0.188	0.260	0.237
melee	nujakka	0.541	0.704	0.611
mellow	täyteläinen	0.633	0.069	0.265
melodious	melodinen	0.932	0.530	0.587
melodrama	melodraama	0.378	0.830	0.446
melodramatic	melodramaattisessa	0.235	0.692	0.368
melody	melodia	0.847	0.434	0.405
melon	meloni	0.461	0.231	0.271
melt	sulaa	0.448	0.615	0.312
meltdown	sulaminen	0.629	0.657	0.602
melting	sulatus	0.592	0.470	0.538
member	jäsen	0.698	0.333	0.555
membership	jäsenyys	0.698	0.411	0.778
membrane	kalvo	0.406	0.430	0.418
memento	muistoesine	0.708	0.360	0.536
memo	muistio	0.625	0.235	0.407
memoir	muistelmateos	0.750	0.242	0.553
memorabilia	muistoesineet	0.780	0.412	0.491
memorable	mieleenpainuva	0.939	0.510	0.769
memorandum	muistio	0.600	0.500	0.639
memorial	muistomerkki	0.602	0.304	0.600
memorials	muistomerkkejä	0.771	0.333	0.679
memories	muistoja	0.963	0.487	0.510
memoriesiwontforget	NO TRANSLATION	0.635	0.542	0.455
memorize	muistaa	0.520	0.451	0.716
memory	muisti	0.792	0.378	0.573
menace	uhka	0.125	0.894	0.759
menacing	uhkaava	0.042	0.880	0.643
menagerie	eläintarha	0.573	0.480	0.538
mend	paikata	0.542	0.436	0.602
mending	korjaukset	0.500	0.633	0.657
menial	palkollinen	0.490	0.420	0.352
meningitis	aivokalvontulehdus	0.104	0.612	0.407
meniscus	nivelkierukka	0.323	0.330	0.453
menopause	vaihdevuodet	0.204	0.460	0.306
menses	kuukautiset	0.163	0.686	0.331
menstrual	kuukautis-	0.408	0.519	0.435
mental	henkinen	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	mentaliteetti	0.711	0.415	0.726
menthol	mentoli	0.490	0.292	0.433
mention	mainita	0.562	0.365	0.562
mentor	opastaja	0.719	0.455	0.777
menu	valikko	0.633	0.333	0.385
meow	Miau	0.510	0.510	0.412
mercantile	kaupallinen	0.480	0.490	0.713
mercenary	palkkasoturi	0.245	0.837	0.673
merchandise	kauppatavara	0.594	0.460	0.621
merchant	kauppias	0.675	0.500	0.620
merciful	armelias	0.854	0.346	0.500
merciless	armoton	0.062	0.880	0.634
mercurial	oikukas	0.490	0.546	0.518
mercury	elohopea	0.337	0.312	0.475
mercy	armo	0.719	0.229	0.500
mere	pelkkä	0.396	0.221	0.176
merengue	merengue	0.688	0.519	0.442
merge	yhdistää	0.760	0.480	0.733
merger	fuusio	0.592	0.490	0.642
meridian	pituuspiiri	0.510	0.324	0.558
meridional	Meridional	0.365	0.290	0.600
meringue	marenki	0.625	0.580	0.411
merit	ansio	0.854	0.500	0.722
meritorious	ansiokas	0.781	0.618	0.855
mermaid	merenneito	0.765	0.623	0.452
merriment	hilpeys	0.948	0.721	0.632
merry	iloinen	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	Mesa	0.604	0.191	0.319
mescaline	meskaliini	0.490	0.580	0.415
mesh	verkko	0.429	0.235	0.371
meshes	silmää	0.440	0.363	0.362
mesmerized	haltioissani	0.520	0.552	0.421
mess	sotku	0.143	0.843	0.273
message	viesti	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	sanansaattaja	0.694	0.434	0.500
messiah	Messias	0.781	0.634	0.800
messy	sotkuinen	0.260	0.635	0.140
metabolic	aineenvaihdunnallinen	0.408	0.531	0.559
metabolism	aineenvaihdunta	0.698	0.509	0.555
metal	metalli-	0.551	0.429	0.547
metallic	metallinen	0.615	0.330	0.607
metallurgy	metallurgia	0.396	0.509	0.587
metamorphosis	metamorfoosi	0.541	0.571	0.613
metaphor	metafora	0.562	0.280	0.470
metaphorical	metaforinen	0.500	0.412	0.480
metaphysical	metafyysinen	0.630	0.573	0.686
metaphysics	metafysiikka	0.561	0.396	0.588
metastasis	etäpesäke	0.177	0.646	0.452
meteor	meteori	0.398	0.714	0.737
meteoric	meteorimainen	0.590	0.802	0.684
meteorite	meteoriitti	0.385	0.794	0.750
meteorological	meteorologinen	0.635	0.557	0.556
meteorology	meteorologia	0.630	0.418	0.689
meter	mittari	0.438	0.300	0.463
meth	met	0.354	0.564	0.340
methadone	metadoni	0.240	0.540	0.453
methane	metaani	0.290	0.460	0.569
methanol	metanoli	0.292	0.500	0.570
method	menetelmä	0.640	0.275	0.698
methodical	järjestelmällinen	0.663	0.360	0.745
methodology	metodologia	0.664	0.327	0.745
meticulous	huolellinen	0.555	0.480	0.555
metime	oma aika	0.531	0.398	0.417
metric	metrinen	0.519	0.248	0.573
metrical	metrinen	0.521	0.375	0.482
metrology	metrologian	0.531	0.432	0.439
metropolis	metropoli	0.656	0.625	0.779
metropolitan	suurkaupungin	0.387	0.408	0.723
mettle	luonteenlaatu	0.667	0.529	0.750
mew	kalalokki	0.418	0.481	0.380
mezzanine	puolikerros	0.479	0.427	0.404
mica	kiille	0.531	0.250	0.314
mick	Mick	0.449	0.451	0.382
micro	mikro	0.500	0.270	0.250
microbe	mikrobi	0.255	0.450	0.340
microbiology	mikrobiologia	0.571	0.378	0.560
microchip	mikrosiru	0.551	0.358	0.432
microcosm	mikrokosmos	0.500	0.500	0.520
microfilm	mikrofilmi	0.469	0.352	0.412
microgram	mikrogrammaa	0.448	0.286	0.355
micrometer	mikrometriä	0.573	0.358	0.394
micron	mikroni	0.375	0.291	0.315
microphone	mikrofoni	0.551	0.431	0.462
microscope	mikroskooppi	0.531	0.330	0.464
microscopic	mikroskooppinen	0.360	0.327	0.433
