Word	Samoan-sm	Valence	Arousal	Dominance
piggy	puaʻa	0.541	0.365	0.412
piggyback	feʻau	0.438	0.490	0.343
pigheaded	lalelei	0.271	0.472	0.358
piglet	puaa	0.540	0.443	0.250
pigment	pigmenti	0.390	0.333	0.339
pigskin	puaa	0.347	0.449	0.300
pigsty	puaa	0.133	0.529	0.221
pike	pike	0.427	0.410	0.452
pile	faaputuga	0.461	0.320	0.539
piles	faaputuga	0.469	0.423	0.468
pileup	pileup	0.340	0.559	0.446
pilgrim	tagata malaga	0.531	0.404	0.569
pilgrimage	malaga	0.708	0.522	0.625
pill	pulu	0.573	0.407	0.368
pillage	faoa	0.240	0.685	0.375
pillar	pou	0.583	0.330	0.684
pillbox	pillbox	0.385	0.339	0.296
pillow	aluga	0.663	0.128	0.195
pillowcase	pillowcase	0.500	0.179	0.250
pilot	pailate	0.688	0.680	0.736
pimp	pimp	0.146	0.700	0.536
pimple	pimple	0.245	0.370	0.274
pin	pine	0.438	0.346	0.390
pinball	pine polo	0.582	0.640	0.442
pinch	pine	0.340	0.632	0.339
pinching	pine	0.250	0.788	0.345
pine	Pine	0.583	0.225	0.312
pineapple	pineapple	0.677	0.316	0.245
ping	ping	0.541	0.490	0.391
pinhead	pinhead	0.459	0.300	0.308
pinhole	pine	0.375	0.279	0.345
pinion	pine	0.444	0.361	0.346
pink	lanu piniki	0.806	0.269	0.471
pinkie	lanu piniki	0.663	0.265	0.269
pinnacle	maualuga	0.633	0.390	0.508
pinot	pine	0.365	0.370	0.361
pinpoint	pine	0.583	0.443	0.528
pint	pint	0.686	0.333	0.321
pinto	pine	0.570	0.354	0.373
pinup	pine	0.610	0.459	0.393
pioneer	paionia	0.796	0.618	0.802
pious	amioatua	0.698	0.306	0.426
pip	pip	0.448	0.430	0.366
pipe	paipa	0.541	0.340	0.330
piped	pipili	0.360	0.529	0.379
pipeline	pipili	0.479	0.337	0.411
piper	pipili	0.569	0.442	0.398
pipette	pipette	0.480	0.403	0.418
piping	pipili	0.365	0.337	0.405
pipsqueak	pipsqueak	0.347	0.481	0.349
pique	pique	0.417	0.500	0.426
piracy	faomea	0.296	0.792	0.567
piranha	piranha	0.219	0.799	0.575
pirate	tagata faomea	0.156	0.740	0.559
piscina	NO TRANSLATION	0.714	0.500	0.443
piss	leaga	0.354	0.462	0.268
pissed	feʻai	0.102	0.888	0.543
pissedoff	alu ese ia	0.240	0.651	0.459
pisser	NO TRANSLATION	0.378	0.547	0.398
pissesmeoff	pissesmeoff	0.180	0.587	0.441
pissingmeoff	pissingmeoff	0.208	0.622	0.423
pissoff	kaoga ese	0.255	0.617	0.400
pistachio	pistachio	0.643	0.336	0.305
pistol	fana	0.170	0.900	0.677
piston	piston	0.398	0.480	0.500
pit	lua	0.408	0.396	0.278
pita	pita	0.551	0.279	0.255
pitch	pitch	0.521	0.431	0.465
pitcher	fagu	0.510	0.673	0.704
pitchfork	paluga	0.312	0.580	0.529
pitfall	togi	0.177	0.775	0.508
pith	pith	0.458	0.350	0.596
pithy	pithy	0.480	0.360	0.635
pitiful	faanoanoa	0.219	0.490	0.232
pitted	togi	0.358	0.653	0.470
pitter	pitter	0.469	0.424	0.384
pituitary	pituitary	0.406	0.365	0.442
pity	alofa mutimutivale	0.160	0.398	0.114
pivot	mea taua	0.458	0.382	0.440
pivotal	taua tele	0.582	0.471	0.536
pix	pix	0.521	0.373	0.364
pixie	pixie	0.562	0.537	0.325
pizza	pizza	0.847	0.390	0.295
pizzazz	pizzazz	0.635	0.735	0.682
pizzeria	pizzeria	0.719	0.520	0.364
placard	laulau	0.388	0.442	0.500
place	nofoaga	0.573	0.261	0.398
placebo	placebo	0.520	0.306	0.365
placement	faʻapipiʻi	0.643	0.460	0.528
placenta	placenta	0.375	0.433	0.443
placid	faʻailoga	0.640	0.317	0.491
placket	lau	0.408	0.231	0.228
plagiarism	faʻailoga	0.135	0.716	0.436
plague	mala	0.083	0.596	0.355
plaid	lalelei	0.480	0.330	0.417
plain	manino	0.500	0.167	0.311
plainclothes	laʻei	0.698	0.337	0.424
plaintiff	tagi	0.365	0.806	0.711
plaintive	manino	0.292	0.529	0.306
plan	fuafuaga	0.646	0.540	0.733
plane	vaalele	0.510	0.356	0.386
planes	vaalele	0.667	0.606	0.575
planet	paneta	0.698	0.404	0.832
planetarium	paneta	0.704	0.462	0.655
planetary	paneta	0.604	0.500	0.620
planets	paneta	0.724	0.318	0.658
plank	plank	0.427	0.280	0.333
plankton	plankton	0.552	0.321	0.371
planned	fuafuaina	0.740	0.385	0.729
planner	planner	0.760	0.469	0.868
planning	fuafuaga	0.894	0.462	0.705
plant	toto	0.730	0.180	0.371
plantation	faatoaga	0.573	0.585	0.575
planter	totō	0.604	0.450	0.634
planting	totoina	0.635	0.343	0.595
plaque	papa	0.520	0.333	0.420
plasma	plasma	0.474	0.398	0.360
plaster	filo	0.438	0.264	0.255
plastic	palasitika	0.490	0.269	0.320
plasticity	Palasitisi	0.542	0.471	0.402
plat	laulau	0.716	0.359	0.556
plate	ipu	0.583	0.245	0.366
plateau	laufanua	0.611	0.316	0.400
plated	faʻapipiʻi	0.562	0.458	0.457
platform	fausaga	0.602	0.340	0.718
plating	tuʻuina	0.576	0.368	0.433
platinum	platinum	0.750	0.518	0.702
platonic	platonic	0.490	0.461	0.469
platoon	laʻau	0.448	0.700	0.745
platter	ipu	0.686	0.245	0.219
plaudit	NO TRANSLATION	0.816	0.813	0.546
plausibility	faʻasologa	0.705	0.451	0.570
plausible	faʻamaonia	0.714	0.404	0.510
play	taʻalo	0.812	0.765	0.358
playa	playa	0.724	0.510	0.575
playback	toe foʻi	0.656	0.559	0.639
playbook	tusiketi	0.673	0.582	0.500
playboy	tama taalo	0.646	0.900	0.519
player	tagata taalo	0.557	0.688	0.644
playful	tala malie	0.892	0.688	0.463
playground	malae taʻavale	0.888	0.620	0.435
playhouse	fale taʻalo	0.719	0.729	0.426
playmate	tagata taaalo	0.878	0.509	0.398
playoff	faʻasalaga	0.622	0.716	0.550
playpen	taʻavale	0.698	0.481	0.475
playroom	potuaoga	0.844	0.661	0.380
plaything	mea taalo	0.708	0.602	0.277
playtime	taimi taaalo	0.760	0.596	0.566
playwright	tagata taaalo	0.672	0.550	0.667
plaza	faʻailoga	0.690	0.346	0.529
plea	tagi	0.633	0.491	0.517
plead	tagi	0.177	0.596	0.195
pleasant	manaia	0.939	0.310	0.673
pleased	fiafia	0.939	0.548	0.795
pleasing	malie	0.917	0.449	0.788
pleasurable	fiafia	0.948	0.529	0.669
pleasure	fiafia	0.939	0.740	0.682
pleasures	fiafiaga	0.896	0.654	0.705
pleat	tagi	0.490	0.345	0.316
pleated	tagi	0.534	0.318	0.436
pledge	tautoga	0.719	0.490	0.764
pledged	tauto	0.719	0.630	0.658
plenary	pulu	0.573	0.356	0.598
plentiful	tele	0.833	0.735	0.745
plenty	tele	0.827	0.612	0.824
plenum	telefoni	0.531	0.454	0.596
plethora	plethora	0.646	0.602	0.547
plexus	plexus	0.333	0.405	0.395
pliable	mafai ona faʻaaogaina	0.625	0.370	0.440
plication	faʻapitoa	0.360	0.460	0.500
pliers	paʻu	0.561	0.334	0.441
plight	faʻalavelave	0.450	0.520	0.547
plinth	feʻai	0.438	0.346	0.473
plodding	plodingding	0.449	0.481	0.439
plop	plop	0.385	0.475	0.349
plot	laufanua	0.469	0.567	0.510
plough	moa	0.677	0.427	0.458
ploughed	palu	0.438	0.420	0.431
plover	faʻamalosi	0.439	0.434	0.191
plow	moa	0.531	0.560	0.456
plowed	palu	0.552	0.490	0.355
plowing	suatia	0.562	0.531	0.518
ploy	faʻatau	0.458	0.559	0.741
pluck	fafa	0.375	0.583	0.474
plucky	fana	0.816	0.817	0.880
plug	pala	0.531	0.356	0.473
plum	pulu	0.724	0.306	0.170
plumage	vailaʻau	0.656	0.286	0.284
plumb	plumb	0.448	0.500	0.554
plumber	paʻu	0.327	0.510	0.448
plumbing	plumbing	0.469	0.427	0.441
plume	penume	0.469	0.323	0.375
plummet	fua saʻo	0.302	0.750	0.360
plump	tele	0.385	0.480	0.387
plumper	paʻu	0.406	0.429	0.353
plunder	vete	0.125	0.894	0.574
plunge	osofaʻi	0.307	0.690	0.550
plunger	paʻu	0.365	0.510	0.373
plural	tele	0.560	0.432	0.564
plurality	tele	0.683	0.473	0.587
plush	faʻatasi	0.625	0.265	0.318
plutonium	plutonium	0.406	0.675	0.731
ply	ply	0.458	0.320	0.324
plywood	plywood	0.561	0.245	0.380
pneumatic	pneumati	0.337	0.520	0.500
pneumonia	pneumonia	0.208	0.608	0.324
poacher	poacher	0.240	0.673	0.612
poachers	poachers	0.315	0.857	0.632
poaching	poaching	0.302	0.824	0.526
pocket	taga	0.458	0.275	0.340
pocketbook	tamaitusi	0.551	0.231	0.343
pocketful	faʻatau	0.594	0.279	0.306
pod	NO TRANSLATION	0.480	0.396	0.339
podium	pulelaa	0.627	0.365	0.702
poem	solo	0.810	0.270	0.571
poems	solo	0.833	0.388	0.418
poet	tusisolo	0.827	0.350	0.556
poetic	solo	0.860	0.269	0.548
poetical	solo	0.802	0.327	0.518
poetics	poetics	0.833	0.306	0.353
poetry	solo	0.697	0.235	0.629
pogo	pogo	0.480	0.426	0.368
poignant	tiga	0.646	0.444	0.518
point	tusi	0.490	0.193	0.431
pointedly	manino	0.408	0.706	0.569
pointer	faʻailoga	0.583	0.382	0.500
pointless	leai se aoga	0.055	0.353	0.111
pointy	leaga	0.469	0.651	0.438
poise	alalaʻau	0.677	0.202	0.708
poison	mea oona	0.083	0.760	0.573
poisoned	mea oona	0.057	0.808	0.402
poisoning	mea oona	0.094	0.837	0.526
poisonous	mea oona	0.102	0.870	0.533
poke	leaga	0.365	0.713	0.475
poker	poker	0.480	0.689	0.398
pokes	pokes	0.365	0.480	0.538
polar	pola	0.468	0.261	0.500
polarity	polarity	0.510	0.472	0.500
pole	pou	0.418	0.398	0.368
polemic	polemiki	0.133	0.750	0.652
police	leoleo	0.458	0.770	0.830
police officer	leoleo	0.479	0.816	0.858
policeman	leoleo	0.542	0.708	0.898
policewoman	leoleo	0.530	0.740	0.727
policy	faiga faʻavae	0.324	0.735	0.833
polio	polio	0.296	0.452	0.409
polish	Polish	0.604	0.412	0.533
polished	susulu	0.667	0.413	0.491
polite	faaaloalo	0.927	0.378	0.562
politeness	faaaloalo	0.875	0.353	0.618
politic	faaupufai	0.365	0.581	0.798
political	faaupufai	0.347	0.730	0.875
politician	fomaʻi	0.323	0.551	0.863
politics	faiga faaupufai	0.250	0.528	0.855
polity	faʻamaoni	0.268	0.583	0.802
polka	polka	0.604	0.451	0.426
poll	palota	0.552	0.500	0.554
pollen	pollen	0.622	0.212	0.292
polling	palota	0.448	0.598	0.602
pollute	eleelea	0.173	0.660	0.480
pollution	filogia	0.062	0.694	0.445
polo	polo	0.582	0.360	0.415
poltergeist	poltergeist	0.271	0.784	0.544
polyester	polyester	0.479	0.270	0.366
polygamy	televave	0.365	0.647	0.563
polygon	polygon	0.490	0.558	0.557
polygonal	polygonal	0.427	0.441	0.528
polygraph	polygraph	0.427	0.491	0.602
polymer	polymer	0.438	0.330	0.393
polymorphism	polymorphism	0.429	0.592	0.558
pomp	pomp	0.448	0.491	0.413
pompous	matagofie	0.500	0.571	0.409
poncho	poncho	0.490	0.265	0.231
pond	vaituloto	0.520	0.337	0.358
ponder	mafaufau loloto	0.740	0.380	0.689
ponderous	maofa	0.290	0.450	0.534
pong	pong	0.500	0.500	0.396
pontiff	Pontiff	0.625	0.363	0.723
pontificate	ponimotu	0.584	0.424	0.704
pontoon	ponoon	0.500	0.377	0.373
pony	solofanua	0.812	0.413	0.315
ponytail	lapoʻa	0.541	0.337	0.302
pooch	pooch	0.355	0.360	0.347
poodle	poodle	0.500	0.413	0.301
poof	poof	0.469	0.387	0.210
pool	vaitaʻele	0.625	0.356	0.598
poop	poop	0.163	0.430	0.172
poor	matitiva	0.156	0.358	0.087
poorly	leaga	0.077	0.620	0.196
pop	Pop	0.673	0.510	0.491
popcorn	popukoni	0.875	0.441	0.231
pope	pope	0.600	0.375	0.636
popper	popup	0.420	0.509	0.411
poppy	poppy	0.635	0.392	0.357
poppycock	poppycock	0.347	0.510	0.385
popsicle	popsicle	0.667	0.300	0.364
popular	lauiloa	0.880	0.676	0.731
popularity	lauiloa	0.896	0.784	0.861
popularized	popularized	0.750	0.771	0.745
population	faitau aofaʻi	0.615	0.423	0.667
populous	toʻatele	0.520	0.630	0.725
porcelain	filo	0.562	0.310	0.349
porch	faapaologa	0.535	0.324	0.388
porcupine	povi	0.388	0.421	0.367
pore	pore	0.427	0.271	0.342
pork	puaa	0.370	0.450	0.333
porker	faletupe	0.521	0.602	0.500
porky	fiafia	0.234	0.483	0.333
porn	porn	0.344	0.915	0.421
porno	ponokalafi	0.302	0.923	0.519
pornographic	ponokalafi	0.230	0.896	0.500
pornography	ponokalafi	0.323	0.921	0.481
porosity	porosity	0.312	0.343	0.402
porous	pala	0.385	0.370	0.264
porridge	falaoamata	0.573	0.229	0.274
port	taulaga	0.550	0.409	0.513
portable	feaveaʻi	0.615	0.356	0.582
portage	faʻapipiʻi	0.490	0.490	0.445
portal	faitotoa	0.583	0.347	0.547
porter	leoleo	0.571	0.375	0.654
porterhouse	faletalimalo	0.602	0.364	0.418
portfolio	faila	0.625	0.280	0.498
porthole	porthole	0.500	0.353	0.382
portico	portico	0.521	0.444	0.366
portion	vaega	0.536	0.364	0.398
portrait	ata	0.698	0.186	0.467
portraiture	ata	0.735	0.298	0.445
portray	ata	0.656	0.529	0.457
pose	tu	0.427	0.330	0.361
poser	NO TRANSLATION	0.469	0.385	0.316
posh	mea	0.823	0.337	0.750
posited	tuʻuina	0.615	0.410	0.620
position	tulaga	0.604	0.451	0.538
positioning	tulaga	0.615	0.490	0.795
positive	lelei	0.959	0.510	0.855
positiveenergy	NO TRANSLATION	0.940	0.500	0.808
positively	lelei	0.969	0.645	0.795
positivity	tulaga lelei	0.959	0.549	0.870
posse	tuʻuina	0.398	0.510	0.473
possess	maua	0.670	0.590	0.727
possessed	umia	0.327	0.884	0.611
possessing	umia	0.461	0.593	0.612
possession	umiaina	0.677	0.676	0.848
possessive	umiaina	0.279	0.648	0.696
possessor	pule	0.480	0.573	0.773
possibility	avanoa	0.816	0.481	0.596
possible	mafai	0.688	0.316	0.548
possibly	atonu	0.448	0.400	0.500
possum	meatotino	0.408	0.471	0.306
post	meli	0.520	0.426	0.548
postage	meli	0.560	0.471	0.527
postal	meli	0.765	0.245	0.411
postcard	faʻailoga	0.822	0.292	0.390
poster	pepa lautele	0.542	0.275	0.365
posterior	laititi	0.510	0.385	0.517
posterity	fanau	0.565	0.460	0.683
posthumous	togiaso	0.232	0.441	0.430
postman	tagata faʻailoga	0.643	0.482	0.455
postmortem	mulimuli ane	0.296	0.486	0.420
postpone	tolopo	0.316	0.408	0.451
postponed	tolopoina	0.439	0.327	0.402
postponement	tolopoina	0.448	0.569	0.414
postscript	tusitusi	0.487	0.300	0.409
postulate	lafoina	0.487	0.470	0.694
posture	togi	0.562	0.309	0.598
pot	ipu	0.500	0.186	0.294
potable	meaʻai	0.765	0.326	0.431
potassium	paluka	0.469	0.314	0.472
potato	pateta	0.541	0.235	0.265
potatoes	pateta	0.690	0.271	0.309
potency	malosi	0.708	0.745	0.879
potent	malosi	0.698	0.784	0.907
potential	mafai	0.806	0.625	0.840
pothead	pothead	0.378	0.510	0.375
pothole	suauu	0.344	0.294	0.283
potion	potion	0.500	0.400	0.417
potluck	potluck	0.621	0.561	0.433
potpourri	potpourri	0.646	0.580	0.295
potted	kuka	0.469	0.336	0.375
potter	fai ipu omea	0.573	0.417	0.482
pottery	ipu	0.594	0.286	0.422
potty	potty	0.367	0.373	0.317
pouch	ato	0.438	0.230	0.271
poultry	moa	0.480	0.375	0.314
pounce	faʻailoa	0.490	0.657	0.518
pound	pauna	0.570	0.337	0.443
pounding	paʻu	0.333	0.843	0.731
pour	NO TRANSLATION	0.448	0.570	0.375
pout	poutū	0.458	0.354	0.202
pouting	faʻapipiʻi	0.263	0.471	0.270
pouty	pouty	0.333	0.480	0.393
poverty	mativa	0.071	0.519	0.183
pow	pow	0.375	0.440	0.426
powder	paʻu	0.521	0.250	0.194
powdered	pulumu	0.520	0.375	0.420
powdery	eleʻele	0.323	0.390	0.211
power	mana	0.719	0.670	0.953
powerful	malosi	0.865	0.830	0.991
powerfully	malosi	0.854	0.724	0.935
powerhouse	malosiaga	0.630	0.755	0.787
powerless	leai se malosi	0.125	0.500	0.328
powwow	powwow	0.490	0.650	0.406
pox	pox	0.235	0.567	0.309
practicable	mafai ona fai	0.677	0.429	0.635
practical	aoga	0.710	0.490	0.608
practically	toetoe	0.622	0.402	0.588
practice	faiga masani	0.684	0.582	0.639
practiced	faia	0.612	0.605	0.580
practise	faiga masani	0.713	0.490	0.616
practitioner	loia	0.704	0.497	0.684
pragmatic	pragmatic	0.573	0.433	0.637
prairie	laufanua	0.673	0.183	0.415
praise	viia	0.776	0.387	0.658
praised	viia	0.950	0.441	0.721
praisegod	NO TRANSLATION	0.851	0.500	0.638
praisejesus	NO TRANSLATION	0.833	0.377	0.672
praises	viia	0.878	0.491	0.750
praiseworthy	tauleleia	0.875	0.445	0.788
praising	viia	0.906	0.557	0.623
prance	vaʻai	0.683	0.547	0.435
prank	prank	0.571	0.690	0.389
prawn	laufanua	0.488	0.324	0.390
praxis	praxis	0.438	0.439	0.593
pray	tatalo	0.714	0.127	0.627
prayer	tatalo	0.745	0.217	0.604
prayforme	tatalo	0.520	0.404	0.445
praying	tatalo	0.646	0.235	0.415
praying mantis	tatalo tatalo	0.479	0.442	0.510
preach	talaʻi	0.602	0.480	0.702
preacher	failauga	0.551	0.388	0.741
preaching	talaiga	0.646	0.604	0.795
preamble	folasaga	0.541	0.555	0.491
precarious	leaga	0.107	0.540	0.273
precaution	lapataiga	0.625	0.520	0.406
precautionary	lapataiga	0.449	0.587	0.548
precede	muamua	0.615	0.566	0.552
precedence	muamua	0.594	0.520	0.598
precedent	muamua	0.574	0.392	0.721
preceding	muamua	0.456	0.442	0.663
precept	mataupu	0.448	0.480	0.636
preceptor	faiaoga	0.521	0.433	0.724
precession	faʻailoga	0.469	0.460	0.594
precinct	taʻaloga	0.375	0.431	0.527
precincts	vaʻaia	0.531	0.324	0.418
precious	taua	0.917	0.500	0.726
precipice	vaʻa	0.198	0.784	0.396
precipitate	vaʻaia	0.417	0.770	0.500
precipitation	vaʻaia	0.454	0.663	0.531
precipitous	faʻaola	0.429	0.651	0.514
precise	saʻo	0.833	0.358	0.769
precisely	saʻo	0.816	0.388	0.714
precision	tonu	0.677	0.431	0.875
preclude	faʻaofi	0.333	0.552	0.417
precocious	muamua	0.398	0.610	0.324
precursor	vailaau muamua	0.580	0.672	0.783
predator	taufaasese	0.143	0.760	0.777
predatory	taufaasese	0.083	0.865	0.731
predecessor	muamua	0.635	0.415	0.593
predicament	faʻalavelave	0.365	0.480	0.541
predicate	faʻamuamua	0.635	0.344	0.465
predict	vavalo	0.615	0.486	0.654
predictable	vaʻai	0.312	0.296	0.420
predicting	vavalo	0.463	0.647	0.679
prediction	valoaga	0.562	0.635	0.585
predictive	vavalo	0.479	0.454	0.736
predictor	vavalo	0.646	0.615	0.738
predilection	vaʻaiga	0.667	0.529	0.661
predispose	vaʻaia	0.469	0.481	0.509
predisposed	vavalo	0.531	0.571	0.483
predisposition	predisposition	0.656	0.611	0.716
predominance	maualuluga	0.684	0.702	0.857
predominant	tele	0.680	0.596	0.827
predominate	tele	0.673	0.610	0.857
preeminent	sili	0.688	0.676	0.732
preemption	faʻamuamua	0.521	0.426	0.722
preemptive	totogi muamua	0.642	0.461	0.636
preface	faʻamuamua	0.459	0.375	0.557
prefect	pule	0.698	0.451	0.809
prefer	manaʻo	0.760	0.385	0.536
preferable	sili	0.806	0.433	0.687
preference	fiafia	0.792	0.500	0.720
preferential	sili ona lelei	0.740	0.481	0.764
prefix	prefix	0.521	0.232	0.463
pregnancy	maʻitaga	0.740	0.769	0.569
pregnant	maʻitaga	0.765	0.773	0.537
prehistoric	muai	0.417	0.317	0.419
prejudice	faʻaituau	0.110	0.613	0.407
prejudiced	faʻaituau	0.235	0.625	0.345
prejudicial	faʻaituau	0.115	0.745	0.371
prelim	amataga	0.462	0.417	0.516
preliminary	amataga	0.531	0.393	0.585
prelude	muamua	0.544	0.392	0.556
premarital	ao le i faaipoipo	0.490	0.598	0.500
premature	vave	0.281	0.416	0.277
prematurely	muamua	0.292	0.657	0.289
premed	faʻailogaina	0.490	0.459	0.518
premeditated	faʻamuamua	0.354	0.490	0.620
premier	muamua	0.755	0.519	0.792
premiere	muamua	0.776	0.596	0.573
premise	nofoaga ma fale	0.531	0.519	0.517
premises	nofoaga ma fale	0.500	0.306	0.285
premium	saofaga	0.786	0.590	0.769
premonition	faʻamatalaga	0.365	0.765	0.544
prenatal	prenatal	0.740	0.422	0.445
prenuptial	laʻasaga	0.633	0.569	0.526
preoccupation	popole	0.375	0.694	0.380
preoccupied	popole tele	0.265	0.700	0.235
prep	muamua	0.688	0.509	0.555
preparation	saunia	0.771	0.500	0.679
preparatory	sauniuni	0.698	0.500	0.576
prepare	saunia	0.656	0.542	0.603
prepared	saunia	0.710	0.480	0.733
preparedness	saunia	0.760	0.542	0.763
preparer	sauniuni	0.617	0.500	0.740
preparing	saunia	0.735	0.538	0.585
preponderance	faʻatuatua	0.562	0.551	0.660
preposterous	faʻapitoa	0.167	0.827	0.483
preppy	fiafia	0.542	0.520	0.442
prerequisite	muai manaʻomia	0.448	0.424	0.482
prerogative	aia tatau	0.521	0.442	0.538
preschool	aoga faataitai	0.604	0.382	0.393
prescient	faʻasolosolo	0.531	0.539	0.696
prescribe	faatonuina	0.459	0.550	0.618
prescribed	faatonuina	0.531	0.391	0.463
prescription	talavai	0.302	0.337	0.568
prescriptive	faatonuina	0.615	0.378	0.643
presence	faʻatasi	0.874	0.431	0.607
present	auai	0.724	0.286	0.634
presentable	faʻaalia	0.836	0.311	0.643
presentation	faʻataʻitaʻiga	0.792	0.604	0.553
presenter	tagata faʻalauiloa	0.673	0.607	0.735
presentment	tuʻuina atu	0.708	0.663	0.784
presents	meaalofa	0.781	0.394	0.526
preservation	puipuiga	0.667	0.510	0.686
preservative	puipuia	0.531	0.429	0.509
preserve	faasaoina	0.837	0.431	0.755
preserved	faasaoina	0.677	0.337	0.667
preserving	faasaoina	0.765	0.462	0.630
preside	pulefaamalumalu	0.542	0.564	0.750
presidency	au peresitene	0.776	0.686	0.918
president	peresitene	0.677	0.622	0.973
presidential	peresitene	0.612	0.656	0.972
press	lolomi	0.552	0.520	0.491
pressing	faʻailoga	0.240	0.755	0.636
pressure	aʻafiaga	0.360	0.650	0.623
prestige	mamalu	0.918	0.594	0.907
prestigious	mamalu	0.979	0.644	0.925
presto	muamua	0.573	0.415	0.433
presume	manatu	0.448	0.635	0.635
presumption	manatu	0.375	0.596	0.518
presumptive	faʻaaogaina	0.323	0.483	0.481
presumptuous	faamaualuga	0.265	0.596	0.616
presuppose	faʻaipoipo	0.588	0.469	0.500
pretend	faafoliga	0.490	0.528	0.542
pretended	faafoliga	0.167	0.556	0.227
pretender	tagata pepelo	0.500	0.683	0.574
pretending	faafoliga	0.378	0.420	0.317
pretense	manatu sese	0.323	0.600	0.540
pretensions	taufaasese	0.347	0.680	0.593
pretentious	faʻamaonia	0.156	0.736	0.444
pretext	faitioga	0.418	0.427	0.365
pretty	aulelei	0.875	0.516	0.561
pretzel	pretzel	0.519	0.323	0.358
prevail	manumalo	0.724	0.557	0.750
prevailing	manumalo	0.798	0.708	0.864
prevalence	faʻaauau	0.618	0.520	0.815
prevalent	taatele	0.694	0.430	0.669
prevent	puipuia	0.635	0.481	0.575
preventative	puipuiga	0.650	0.442	0.682
prevention	puipuiga	0.760	0.463	0.600
preventive	puipuiga	0.643	0.388	0.657
preview	muamua	0.656	0.337	0.491
previous	muamua	0.521	0.337	0.348
previously	muamua	0.594	0.337	0.623
prey	vete	0.378	0.500	0.306
price	tau	0.479	0.475	0.535
priceless	leai se tau	0.745	0.696	0.779
pricey	taugata	0.340	0.567	0.430
prick	prick	0.323	0.764	0.269
prickly	prickly	0.333	0.587	0.456
pride	faamaualuga	0.729	0.634	0.848
priest	ositaulaga	0.561	0.324	0.648
priestess	ositaulaga	0.531	0.390	0.691
priesthood	perisitua	0.622	0.304	0.649
priestly	ositaulaga	0.605	0.284	0.683
prig	pupu	0.388	0.429	0.276
prim	muamua	0.540	0.370	0.473
prima	NO TRANSLATION	0.633	0.406	0.427
primacy	amataga	0.778	0.660	0.778
primal	primal	0.550	0.407	0.482
primary	muamua	0.562	0.390	0.545
primate	taumatemate	0.561	0.363	0.402
primates	primates	0.365	0.455	0.444
prime	muamua	0.708	0.275	0.446
primed	muamua	0.635	0.402	0.759
primer	faʻailoga	0.625	0.363	0.688
primeval	muamua	0.427	0.480	0.427
priming	muamua	0.481	0.412	0.360
primitive	anamua	0.323	0.388	0.361
primordial	taua	0.625	0.569	0.771
primrose	muamua	0.827	0.230	0.648
prince	perenise	0.888	0.464	0.870
princely	pule	0.786	0.540	0.763
princess	princess	0.885	0.557	0.620
principal	pule sili	0.650	0.353	0.709
principally	autu	0.786	0.480	0.791
principle	mataupu faavae	0.750	0.306	0.629
principles	mataupu faavae	0.698	0.286	0.840
print	lolomi	0.521	0.384	0.482
printer	lomitusi	0.479	0.345	0.471
printing	lomiga	0.646	0.654	0.615
printout	lomiga	0.594	0.660	0.637
prior	muamua	0.468	0.350	0.417
prioritize	faamuamua	0.671	0.594	0.784
priority	faamuamua	0.878	0.562	0.864
priory	muamua	0.561	0.413	0.629
prism	manino	0.520	0.429	0.343
prismatic	prismatic	0.429	0.562	0.540
prison	falepuipui	0.112	0.677	0.491
prisoner	pagota	0.071	0.654	0.308
prissy	prissy	0.354	0.559	0.364
pristine	pristine	0.650	0.363	0.625
privacy	tulaga faalilolilo	0.520	0.420	0.598
private	faalilolilo	0.661	0.422	0.644
privately	faalilolilo	0.458	0.562	0.541
privilege	avanoa	0.847	0.625	0.821
