Word	Sundanese-su	Valence	Arousal	Dominance
heed	heed	0.750	0.490	0.569
heel	keuneung	0.480	0.350	0.385
heels	heels	0.500	0.439	0.396
heft	heft	0.503	0.340	0.530
hefty	hefty	0.550	0.654	0.745
hegemonic	hegemoni	0.462	0.519	0.558
heheh	NO TRANSLATION	0.625	0.510	0.278
heifer	heifer	0.439	0.443	0.321
height	luhur	0.677	0.608	0.648
heighten	ngaluhurkeun	0.755	0.622	0.765
heightened	heightened	0.592	0.529	0.788
heinous	heinous	0.133	0.792	0.471
heir	ahli waris	0.840	0.654	0.764
heiress	ahli waris	0.827	0.571	0.676
heirloom	pusaka	0.684	0.375	0.745
heirs	ahli waris	0.796	0.519	0.698
heist	heist	0.184	0.850	0.645
helical	hélik	0.379	0.429	0.468
helicopter	helikopter	0.714	0.806	0.617
helipad	helipad	0.780	0.637	0.573
heliport	heliport	0.594	0.604	0.527
helium	hélium	0.490	0.316	0.304
helix	helix	0.521	0.462	0.509
hell	naraka	0.020	0.918	0.565
hellfire	hellfire	0.143	0.890	0.618
hellhole	hellhole	0.200	0.615	0.421
hellish	hellish	0.125	0.860	0.545
helm	kamudi	0.511	0.450	0.615
helmet	helem	0.573	0.327	0.402
helmsman	helmsman	0.490	0.441	0.647
help	tulung	0.673	0.471	0.460
helper	nu nulungan	0.704	0.438	0.567
helpful	suka nulung	0.816	0.337	0.705
helpless	teu upaya	0.104	0.420	0.214
helplessness	helplessness	0.087	0.480	0.250
hem	NO TRANSLATION	0.562	0.283	0.291
hematite	hematite	0.448	0.389	0.342
hematoma	hematoma	0.146	0.600	0.398
hemi	hemi	0.510	0.363	0.342
hemisphere	beulahan bumi	0.531	0.367	0.598
hemispheric	hemispheric	0.562	0.449	0.603
hemlock	hemlock	0.438	0.350	0.434
hemoglobin	hémoglobin	0.469	0.481	0.418
hemorrhage	hemorrhage	0.031	0.849	0.426
hemorrhoids	hemorrhoids	0.133	0.702	0.304
hemostat	hemostat	0.388	0.442	0.464
hemp	hemp	0.469	0.439	0.422
hen	NO TRANSLATION	0.385	0.276	0.241
henceforth	henceforth	0.527	0.404	0.466
henhouse	henhouse	0.500	0.577	0.414
hepatitis	hépatitis	0.055	0.596	0.358
herald	Herald	0.643	0.382	0.500
heraldry	heraldry	0.550	0.520	0.607
herb	jamu	0.643	0.418	0.353
herbaceous	herbaceous	0.560	0.220	0.310
herbal	herbal	0.592	0.255	0.390
herbarium	herbarium	0.602	0.188	0.327
herbs	bumbu	0.620	0.299	0.308
herd	gerombolan	0.592	0.500	0.474
hereditary	turunan	0.531	0.600	0.737
heredity	turunan	0.704	0.445	0.818
heresy	bid'ah	0.265	0.765	0.443
heretic	heretic	0.090	0.710	0.447
heretical	heretical	0.229	0.630	0.487
heretofore	heretofore	0.479	0.388	0.385
hereunto	hereunto	0.500	0.225	0.333
herewith	herewith	0.450	0.360	0.415
heritage	warisan	0.842	0.512	0.815
hermaphrodite	hermaprodit	0.480	0.684	0.481
hermeneutics	hermeneutics	0.406	0.577	0.562
hermit	patapa	0.271	0.337	0.351
hernia	burut	0.146	0.486	0.223
hero	pahlawan	0.940	0.806	0.881
heroic	gagah rongkah	0.890	0.770	0.912
heroics	heroics	0.865	0.673	0.894
heroin	heroin	0.276	0.843	0.655
heroine	Srikandi	0.729	0.755	0.833
heroism	heroism	0.844	0.802	0.898
herpes	herpes	0.110	0.600	0.309
herpesvirus	herpesvirus	0.219	0.558	0.435
herring	lauk herring	0.531	0.387	0.422
hertz	hertz	0.396	0.417	0.506
hesitant	hesitant	0.333	0.542	0.321
hesitate	ragu	0.459	0.548	0.232
hesitating	hesitating	0.265	0.528	0.240
hesitation	kaasa-asaan	0.286	0.396	0.217
hetero	hetero	0.589	0.405	0.435
heterogeneity	heterogeneity	0.439	0.450	0.556
heterosexual	heterosexual	0.561	0.612	0.557
hew	hew	0.417	0.470	0.377
hex	hex	0.410	0.510	0.363
hexagon	sagi genep	0.542	0.226	0.425
heyday	heyday	0.646	0.680	0.673
hiatus	hiatus	0.479	0.294	0.352
hibernate	hibernate	0.500	0.317	0.431
hibernation	hibernasi	0.469	0.245	0.384
hiccup	sisidueun	0.271	0.549	0.240
hick	hick	0.357	0.442	0.314
hickey	Cupang	0.448	0.529	0.345
hickory	hickory	0.520	0.490	0.415
hidden	disumputkeun	0.208	0.430	0.327
hide	nyumput	0.438	0.510	0.218
hideaway	hideaway	0.448	0.481	0.360
hideous	hideous	0.091	0.750	0.328
hideout	hideout	0.337	0.443	0.302
hiding	nyumput	0.250	0.567	0.364
hierarchical	hirarki	0.521	0.620	0.939
hierarchy	hirarki	0.583	0.722	0.902
hieroglyphics	hieroglyphics	0.479	0.325	0.509
high	luhur	0.684	0.510	0.614
high heels	heels tinggi	0.646	0.528	0.429
highball	highball	0.656	0.520	0.481
higher	luhur	0.866	0.528	0.713
highest	pangluhurna	0.771	0.640	0.710
highland	Highland	0.615	0.481	0.611
highlands	dataran	0.735	0.431	0.596
highlight	sorot	0.844	0.637	0.882
highness	highness	0.740	0.670	0.931
hight	hight	0.667	0.637	0.645
hightail	hightail	0.448	0.480	0.481
highway	jalan gede	0.640	0.583	0.425
hijack	ngabajag	0.042	0.908	0.594
hijacker	hijacker	0.104	0.953	0.683
hike	leumpang	0.615	0.442	0.538
hiker	nu leumpang	0.694	0.802	0.644
hiking	hiking	0.820	0.843	0.670
hiking boot	hiking boot	0.657	0.353	0.446
hilarious	hilarious	0.750	0.640	0.537
hilarity	hilarity	0.745	0.480	0.575
hill	pasir	0.615	0.353	0.518
hillside	hillside	0.625	0.292	0.458
hilltop	hilltop	0.688	0.643	0.787
hilly	papasiran	0.643	0.479	0.603
hilt	hilt	0.396	0.650	0.537
hind	Hind	0.483	0.644	0.337
hinder	ngahalangan	0.276	0.537	0.470
hindering	hindering	0.260	0.654	0.435
hindrance	halangan	0.135	0.545	0.473
hindsight	hindsight	0.333	0.431	0.532
hinge	engsel	0.458	0.292	0.417
hint	pitunjuk	0.602	0.330	0.517
hinterland	hinterland	0.530	0.520	0.457
hip	bujur	0.448	0.415	0.345
hip hop	hip hop	0.740	0.714	0.484
hippie	hippie	0.551	0.400	0.396
hippo	hippo	0.490	0.404	0.477
hippopotamus	kuda nil	0.541	0.472	0.615
hire	nyewa	0.688	0.558	0.556
hirsute	hirsute	0.385	0.483	0.373
hiss	ngaheos	0.388	0.480	0.370
hissing	hissing	0.500	0.454	0.400
histology	histology	0.490	0.320	0.560
historian	ahli sajarah	0.688	0.270	0.637
historic	aya sajarahna	0.816	0.473	0.784
historical	sajarah	0.653	0.357	0.833
historiography	historiografi	0.562	0.415	0.634
history	sajarah	0.729	0.382	0.754
hit	neunggeul	0.235	0.931	0.679
hitch	ngeunyeud	0.512	0.480	0.554
hitchhike	hitchhike	0.396	0.622	0.385
hitchhiker	hitchhiker	0.594	0.626	0.603
hitherto	hitherto	0.448	0.356	0.463
hitter	hitter	0.418	0.683	0.713
hive	hive	0.471	0.452	0.544
hives	hives	0.417	0.473	0.591
hoard	hoard	0.506	0.412	0.518
hoarse	peuyeu	0.281	0.402	0.315
hoary	hoary	0.469	0.298	0.424
hoax	wadul	0.146	0.696	0.303
hob	hob	0.633	0.363	0.415
hobbit	hobbit	0.479	0.489	0.472
hobby	kasenengan	0.827	0.560	0.471
hobo	hobo	0.323	0.443	0.282
hock	hock	0.513	0.452	0.412
hockey	hoki	0.565	0.786	0.548
hoe	NO TRANSLATION	0.302	0.480	0.418
hog	babi	0.317	0.509	0.271
hogwash	hogwash	0.420	0.490	0.361
hohoho	NO TRANSLATION	0.677	0.433	0.330
hoist	kerekan	0.521	0.520	0.458
hokey	hokey	0.604	0.667	0.430
hold	nyekel	0.448	0.290	0.364
holder	tempat	0.592	0.330	0.713
holding	nyekel	0.600	0.385	0.670
holdup	cepengan	0.398	0.471	0.398
hole	lobang	0.531	0.310	0.330
holiday	lebaran	0.948	0.431	0.593
holidays	libur	0.939	0.521	0.512
holidayseason	NO TRANSLATION	0.875	0.566	0.518
holiness	kasucian	0.860	0.264	0.742
holistic	holistik	0.670	0.348	0.547
holler	holler	0.276	0.825	0.406
hollow	karancang	0.300	0.337	0.222
holly	Holly	0.510	0.250	0.443
holocaust	Holocaust	0.062	0.918	0.618
hologram	hologram	0.615	0.461	0.575
holographic	holographic	0.510	0.471	0.555
holster	holster	0.561	0.255	0.339
holy	suci	0.812	0.112	0.690
holyspirit	NO TRANSLATION	0.740	0.480	0.526
homage	ajenan	0.833	0.560	0.737
hombre	NO TRANSLATION	0.656	0.472	0.696
hombres	NO TRANSLATION	0.510	0.538	0.652
home	imah	0.854	0.270	0.545
homeboy	homeboy	0.602	0.255	0.436
homecoming	homecoming	0.760	0.413	0.472
homeland	tanah air	0.663	0.439	0.868
homeless	andar-andar	0.042	0.450	0.188
homely	homely	0.745	0.157	0.399
homemade	homemade	0.869	0.340	0.398
homeopathic	homeopathic	0.417	0.268	0.400
homeopathy	homeopathy	0.469	0.284	0.439
homeowner	homeowner	0.635	0.397	0.962
homeroom	wali kelas	0.604	0.480	0.491
homesick	kangen	0.436	0.304	0.347
homestead	homestead	0.865	0.221	0.536
homesweethome	bumi abdi surga abdi	0.796	0.380	0.538
hometown	kampung halaman	0.858	0.333	0.605
homeward	homeward	0.833	0.275	0.435
homework	péér	0.396	0.412	0.459
homey	homey	0.769	0.278	0.500
homicidal	homicidal	0.020	0.912	0.573
homicide	rajapati	0.010	0.973	0.518
homily	homily	0.621	0.358	0.425
homing	homing	0.551	0.460	0.527
hominy	hominy	0.479	0.382	0.429
homo	homo	0.531	0.368	0.415
homogeneity	homogénitas	0.715	0.365	0.582
homogeneous	homogén	0.552	0.255	0.617
homologous	homolog	0.471	0.353	0.536
homologue	homologue	0.542	0.356	0.509
homology	homology	0.571	0.494	0.527
homophobic	homophobic	0.130	0.736	0.464
homosexual	homoseks	0.333	0.780	0.431
homosexuality	homoseksualitas	0.367	0.696	0.429
honcho	honcho	0.469	0.464	0.397
hone	hone	0.688	0.392	0.473
honest	jujur	0.927	0.254	0.750
honesty	kajujuran	0.938	0.411	0.728
honey	madu	0.920	0.431	0.510
honeycomb	sayang madu	0.541	0.417	0.412
honeymoon	peuting mimiti	0.979	0.678	0.526
honeysuckle	Honeysuckle	0.597	0.451	0.517
honk	honk	0.549	0.635	0.415
honky	honky	0.458	0.632	0.425
honor	kaajenan	0.896	0.587	0.857
honorable	nu menak	0.963	0.412	0.830
honorarium	honorarium	0.796	0.510	0.746
honorary	husus	0.885	0.565	0.811
honored	ngahormatan	0.938	0.447	0.732
hooch	hooch	0.429	0.538	0.373
hood	kap	0.357	0.459	0.306
hooded	hooded	0.306	0.745	0.439
hoodlum	hoodlum	0.354	0.720	0.432
hoof	kuku	0.427	0.341	0.365
hook	cantol	0.418	0.444	0.395
hooked	hooked	0.610	0.661	0.454
hooker	hooker	0.214	0.889	0.373
hookup	tikait	0.625	0.529	0.683
hooky	hooky	0.468	0.500	0.452
hooligan	hooligan	0.295	0.712	0.455
hoop	hoop	0.635	0.204	0.315
hoopla	hoopla	0.542	0.471	0.353
hooray	hooray	0.610	0.481	0.536
hoot	hoot	0.449	0.560	0.430
hooter	hooter	0.470	0.615	0.455
hop	ngaluncat	0.450	0.520	0.427
hope	harepan	0.927	0.317	0.739
hopeful	loba harepanana	0.947	0.357	0.627
hopeless	putus harepan	0.094	0.298	0.112
hopelessness	hopelessness	0.052	0.402	0.223
hopes	amoy	0.917	0.500	0.702
hoping	hoping	0.684	0.469	0.454
hopper	Hopper	0.396	0.491	0.442
horde	Horde	0.286	0.713	0.684
horizon	cakrawala	0.729	0.284	0.590
horizontal	horisontal	0.573	0.304	0.387
horizontally	horisontal	0.500	0.356	0.439
hormonal	hormonal	0.500	0.620	0.551
hormone	hormon	0.490	0.750	0.621
horn	tanduk	0.385	0.510	0.366
horned	tandukan	0.316	0.610	0.375
hornet	laleur nu ngisep getihna sasatoan	0.398	0.594	0.500
horny	horny	0.490	0.908	0.560
horoscope	mastaka	0.500	0.360	0.490
horrendous	horrendous	0.073	0.755	0.365
horrible	pikasieuneun	0.071	0.857	0.398
horribly	horribly	0.050	0.631	0.454
horrid	horrid	0.052	0.765	0.419
horrific	horrific	0.094	0.846	0.481
horrified	horrified	0.040	0.885	0.368
horrifying	horrifying	0.010	0.760	0.352
horror	kaayaan sieun	0.115	0.850	0.438
horrors	horrors	0.061	0.852	0.409
horse	kuda	0.635	0.510	0.529
horseback	horseback	0.688	0.588	0.566
horseman	horseman	0.441	0.700	0.676
horsepower	horsepower	0.594	0.735	0.735
horseradish	horseradish	0.321	0.584	0.476
horseshit	horseshit	0.153	0.582	0.179
horseshoe	sapatu kuda	0.673	0.350	0.406
horsey	horsey	0.602	0.454	0.462
horticultural	horticultural	0.594	0.387	0.509
horticulture	hortikultura	0.700	0.420	0.434
hosannah	NO TRANSLATION	0.679	0.373	0.500
hose	selang	0.469	0.288	0.263
hosiery	hosiery	0.520	0.344	0.373
hospice	hospice	0.337	0.443	0.535
hospitable	marahmay	0.791	0.470	0.661
hospital	rumah sakit	0.323	0.537	0.598
hospitality	kasomeahan	0.865	0.333	0.725
host	nu boga imah	0.693	0.471	0.537
hostage	sandera	0.163	0.923	0.325
hostel	hostél	0.479	0.500	0.398
hostess	awewe nu boga imah	0.792	0.604	0.688
hostile	mumusuhan	0.188	0.877	0.474
hostilities	karusuhan	0.276	0.810	0.444
hostility	mumusuhan	0.122	0.775	0.465
hot	panas	0.490	0.740	0.573
hot sauce	sambel panas	0.333	0.740	0.509
hotbed	hotbed	0.510	0.285	0.395
hotdog	anjing panas	0.720	0.438	0.373
hotel	hotel	0.740	0.370	0.407
hothead	hothead	0.240	0.849	0.518
hotline	hotline	0.592	0.565	0.663
hotshot	hotshot	0.500	0.727	0.615
hotyoga	NO TRANSLATION	0.683	0.609	0.446
hound	hound	0.417	0.528	0.582
hour	jam	0.552	0.265	0.336
hourglass	hourglass	0.542	0.284	0.492
hourly	seu jam	0.469	0.418	0.491
house	imah	0.587	0.135	0.533
houseboat	houseboat	0.604	0.389	0.429
houseboy	houseboy	0.479	0.415	0.393
housebroken	housebroken	0.518	0.461	0.389
houseguest	houseguest	0.530	0.500	0.481
household	rumah tangga	0.781	0.230	0.667
householder	householder	0.816	0.541	0.833
housekeeper	pembantu rumah tangga	0.694	0.279	0.520
housekeeping	housekeeping	0.604	0.500	0.445
housewarming	housewarming	0.857	0.710	0.727
housewife	ibu rumah tangga	0.656	0.361	0.449
housework	housework	0.484	0.413	0.342
housing	padumukan	0.776	0.304	0.591
hovel	hovel	0.333	0.296	0.322
hover	hover	0.510	0.431	0.404
hovercraft	hovercraft	0.541	0.654	0.588
howl	babaung	0.357	0.646	0.407
howsoever	howsoever	0.459	0.309	0.345
hoy	NO TRANSLATION	0.583	0.298	0.471
hub	hub	0.479	0.399	0.433
hubby	hubby	0.548	0.435	0.430
huckleberry	huckleberry	0.600	0.279	0.296
huddle	huddle	0.604	0.509	0.445
hue	hue	0.507	0.416	0.417
huff	Huff	0.388	0.491	0.315
huffy	huffy	0.420	0.616	0.375
hug	nangkeup	0.908	0.427	0.548
huge	gede pisan	0.573	0.625	0.783
hugger	hugger	0.520	0.480	0.412
huggy	huggy	0.854	0.429	0.451
hugs	hugs	0.980	0.422	0.600
hulk	hulk	0.460	0.740	0.750
hull	kulit	0.542	0.265	0.353
hum	hum	0.490	0.296	0.276
human	manusa	0.767	0.314	0.605
humane	nu marahmay	0.800	0.370	0.580
humanitarian	kamanusaan	0.786	0.317	0.709
humanities	humaniora	0.729	0.325	0.677
humanity	umat manusa	0.750	0.360	0.727
humankind	humankind	0.885	0.394	0.714
humanoid	humanoid	0.521	0.462	0.491
humanrights	NO TRANSLATION	0.792	0.559	0.730
humble	sederhana	0.867	0.236	0.483
humbled	humbled	0.280	0.618	0.198
humbly	saéna mah dironjatkeun	0.771	0.194	0.370
humbug	humbug	0.219	0.622	0.456
humdrum	humdrum	0.269	0.246	0.353
humid	beueus	0.375	0.324	0.366
humidity	kandungan cai	0.464	0.373	0.367
humiliate	ngahina	0.052	0.714	0.275
humiliated	Nu Ngahina	0.104	0.712	0.216
humiliating	humiliating	0.062	0.716	0.279
humiliation	humiliation	0.048	0.712	0.310
humility	humility	0.740	0.118	0.444
hummer	hummer	0.510	0.622	0.589
hummingbird	hummingbird	0.750	0.370	0.273
humongous	humongous	0.378	0.538	0.536
humor	ocon	0.890	0.633	0.462
humored	humored	0.854	0.657	0.545
humorist	humorist	0.958	0.790	0.607
humorous	pikaseurieun	0.906	0.616	0.665
hump	punuk	0.296	0.462	0.250
humpback	humpback	0.235	0.346	0.247
hunch	hunch	0.561	0.630	0.567
hunchback	bongkok	0.208	0.390	0.259
hundred	ratus	0.604	0.370	0.406
hundredth	hundredth	0.427	0.368	0.466
hunger	rasa lapar	0.083	0.554	0.328
hungry	lapar	0.083	0.690	0.254
hunk	hunk	0.438	0.375	0.361
hunks	hunks	0.417	0.453	0.482
hunky	hunky	0.469	0.571	0.438
hunt	moro	0.327	0.806	0.588
hunter	pamatang	0.292	0.817	0.817
hunting	moro	0.448	0.713	0.714
huntress	huntress	0.357	0.717	0.765
hurdle	gawang	0.198	0.682	0.434
hurl	hurl	0.316	0.745	0.574
hurrah	hurray	0.802	0.740	0.500
hurricane	angin ribut	0.177	0.958	0.787
hurricanes	hurricanes	0.286	0.898	0.784
hurried	hurried	0.314	0.806	0.393
hurry	buru	0.422	0.735	0.481
hurryup	NO TRANSLATION	0.473	0.791	0.555
hurt	ngadek	0.062	0.773	0.291
hurtful	nyeri pisan	0.104	0.680	0.463
hurting	hurting	0.153	0.778	0.221
husband	carogé	0.771	0.500	0.655
husbandry	Peternakan	0.643	0.473	0.445
hush	hush	0.471	0.231	0.312
hushed	hushed	0.292	0.194	0.272
husk	NO TRANSLATION	0.378	0.173	0.147
husky	husky	0.630	0.450	0.490
hussy	hussy	0.219	0.594	0.384
hustle	hustle	0.406	0.661	0.427
hustler	hustler	0.260	0.821	0.627
hut	pondok	0.633	0.270	0.375
hutch	hutch	0.385	0.453	0.520
hyacinth	gondok	0.372	0.360	0.342
hybrid	hibrid	0.500	0.365	0.570
hydra	hydra	0.406	0.598	0.534
hydrant	hydrant	0.570	0.413	0.367
hydrate	hydrate	0.610	0.367	0.547
hydraulic	hidrolik	0.522	0.398	0.596
hydraulics	hydraulics	0.500	0.530	0.588
hydrocephalus	hydrocephalus	0.286	0.629	0.393
hydrodynamics	hydrodynamics	0.552	0.582	0.664
hydrogen	hidrogén	0.469	0.303	0.554
hydrographic	hydrographic	0.490	0.396	0.642
hydrology	hidrologi	0.500	0.380	0.509
hydrophobia	hydrophobia	0.323	0.784	0.351
hydroponics	hydroponics	0.500	0.549	0.500
hyena	dubuk	0.396	0.719	0.464
hygiene	kasehatan	0.781	0.287	0.537
hygienic	hygienic	0.719	0.245	0.702
hygienist	hygienist	0.698	0.389	0.682
hymen	hymen	0.469	0.651	0.457
hymn	tembang pamujaan	0.735	0.292	0.634
hype	hype	0.510	0.500	0.586
hyped	hyped	0.708	0.582	0.679
hyper	hyper	0.542	0.616	0.640
hyperactive	hiperaktif	0.500	0.921	0.660
hyperbole	hyperbole	0.469	0.521	0.542
hyperspace	hyperspace	0.510	0.623	0.755
hypertension	hipertensi	0.133	0.784	0.427
hypertrophy	hypertrophy	0.312	0.625	0.413
hyperventilate	hyperventilate	0.347	0.729	0.556
hyperventilating	hyperventilating	0.164	0.802	0.625
hyphen	hyphen	0.552	0.356	0.381
hypnosis	hipnotis	0.417	0.410	0.546
hypnotic	hipnotik	0.571	0.560	0.569
hypnotist	hypnotist	0.490	0.455	0.627
hypnotize	ngipnotis	0.469	0.507	0.508
hypnotized	hypnotized	0.449	0.434	0.380
hypochondriac	hypochondriac	0.194	0.588	0.333
hypocrisy	hypocrisy	0.156	0.523	0.370
hypocrite	munapik	0.082	0.673	0.306
hypocritical	munafik	0.048	0.740	0.415
hypodermic	hypodermic	0.240	0.441	0.445
hypothalamus	hipotalamus	0.593	0.427	0.539
hypothermia	hipotermia	0.184	0.620	0.301
hypothesis	hipotesa	0.552	0.370	0.509
hypothetical	hypothetical	0.480	0.367	0.361
hysterectomy	hysterectomy	0.178	0.660	0.470
hysteria	sarapna kaganggu	0.224	0.906	0.482
hysterical	histeris	0.290	0.942	0.398
ibuprofen	ibuprofen	0.448	0.427	0.504
ice	es	0.440	0.265	0.219
ice tea	tea és	0.771	0.337	0.336
iceberg	gunung es	0.344	0.540	0.648
icebox	icebox	0.560	0.222	0.370
icebreaker	icebreaker	0.571	0.545	0.848
iced	iced	0.564	0.482	0.339
icing	icing	0.688	0.452	0.411
icky	icky	0.357	0.510	0.342
icon	ikon	0.549	0.349	0.415
iconic	iconic	0.583	0.537	0.700
iconography	iconography	0.602	0.382	0.653
icy	tiris	0.684	0.375	0.345
id	id	0.449	0.344	0.391
idea	gagasan	0.750	0.538	0.704
ideal	kuduna	0.802	0.437	0.736
idealism	idealisme	0.635	0.436	0.689
idealist	idealist	0.816	0.510	0.802
idealistic	idealis	0.812	0.469	0.755
identical	sarua	0.635	0.380	0.527
identically	identik	0.667	0.427	0.487
identification	pangenalan	0.714	0.451	0.692
identify	mikawanohan	0.635	0.480	0.667
identity	identitas	0.663	0.360	0.780
ideology	idéologi	0.573	0.344	0.692
idiocy	idiocy	0.112	0.635	0.137
idiom	babandingan	0.520	0.337	0.445
idiomatic	idiomatic	0.531	0.429	0.516
idiot	jelema bodo	0.086	0.567	0.113
idiotic	boloho	0.104	0.620	0.170
idiots	idiots	0.143	0.600	0.144
idle	teu jalan	0.179	0.167	0.112
idleness	idleness	0.308	0.330	0.228
idler	idler	0.200	0.304	0.194
idol	nu dipikaresepan	0.684	0.805	0.853
idolatry	idolatry	0.365	0.571	0.625
idolizing	idolizing	0.676	0.712	0.643
idyllic	idyllic	0.571	0.394	0.593
iffy	iffy	0.380	0.442	0.333
ifonly	ifonly	0.406	0.250	0.255
igloo	iglo	0.569	0.302	0.345
igneous	beku	0.469	0.466	0.517
ignite	ngahurungkeun	0.458	0.785	0.675
ignition	kontak	0.365	0.720	0.657
ignorance	kaayaan teu nyaho	0.153	0.417	0.209
ignorant	goblog	0.102	0.461	0.223
ignore	ngantep	0.146	0.230	0.295
iguana	iguana	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	gering	0.073	0.410	0.200
illegal	henteu sah	0.061	0.787	0.337
illegality	illegality	0.094	0.635	0.427
illegally	illegally	0.133	0.788	0.402
illegible	illegible	0.296	0.490	0.315
illegitimate	haram	0.184	0.644	0.302
illicit	terlarang	0.188	0.794	0.390
illiterate	teu bisa maca jeung nulis	0.120	0.410	0.151
illness	gering	0.098	0.717	0.211
illogical	teu asup kaakal	0.208	0.630	0.251
illuminate	nyaangan	0.905	0.646	0.782
illuminating	illuminating	0.949	0.613	0.773
illumination	panerangan	0.760	0.588	0.537
illuminator	illuminator	0.770	0.566	0.718
illusion	palsu	0.562	0.490	0.387
illustrate	ngagambarkeun	0.750	0.430	0.690
illustration	gambaran	0.740	0.441	0.640
illustrative	illustrative	0.771	0.452	0.647
illustrious	illustrious	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	gambaran	0.653	0.241	0.453
imagery	imagery	0.653	0.327	0.390
imaginable	imaginable	0.613	0.529	0.596
imaginary	babandingan	0.560	0.424	0.310
imagination	lamunan keur nyiptakeun gegambaran	0.802	0.491	0.547
imaginative	lamunan	0.780	0.541	0.593
imagine	ngabayangkeun	0.759	0.480	0.587
imagined	imagined	0.656	0.412	0.418
imaging	Imaging	0.724	0.394	0.482
imagining	imagining	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	hal nu teu saimbang	0.115	0.538	0.264
imbecile	imbecile	0.082	0.569	0.260
imbedded	imbedded	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	niru	0.469	0.561	0.336
imitated	ditiru	0.333	0.391	0.442
imitation	imitasi	0.406	0.592	0.343
immaculate	suci beresih	0.698	0.330	0.688
immaterial	teu penting	0.296	0.309	0.295
immature	can dewasa	0.114	0.500	0.200
immaturity	kaayaan teu dewasa	0.146	0.567	0.221
immeasurable	immeasurable	0.510	0.539	0.712
immeasurably	immeasurably	0.510	0.640	0.680
immediacy	immediacy	0.635	0.630	0.627
immediate	geuwat	0.656	0.548	0.716
immediately	geuwat	0.552	0.780	0.707
immemorial	immemorial	0.327	0.469	0.454
immense	gede pisan	0.755	0.750	0.811
immerse	neuleumkeun	0.510	0.577	0.509
immersion	kalelepan	0.510	0.556	0.564
immigrant	imigran	0.357	0.663	0.509
immigration	imigrasi	0.390	0.667	0.454
imminent	caket	0.490	0.784	0.643
immobile	immobile	0.225	0.217	0.298
immoral	teu pantes	0.143	0.622	0.385
immorality	immorality	0.188	0.689	0.315
immortal	langgeng	0.812	0.750	0.795
immortality	kalanggengan	0.688	0.635	0.861
immovable	immovable	0.480	0.310	0.571
immune	kebal	0.629	0.472	0.780
immunity	kaayaan kebal	0.633	0.316	0.786
immunization	imunisasi	0.667	0.510	0.733
immutable	immutable	0.427	0.431	0.571
imp	imp	0.350	0.448	0.420
impact	pangaruh	0.469	0.884	0.776
impair	ngaruksak	0.153	0.500	0.360
impaired	impaired	0.130	0.459	0.269
impairment	impairment	0.170	0.571	0.220
impart	impart	0.521	0.441	0.694
impartial	teu kaditu teu kadieu	0.531	0.406	0.685
impartiality	impartiality	0.622	0.394	0.616
impassable	teu bisa diliwatan	0.342	0.458	0.553
impassioned	impassioned	0.740	0.780	0.802
impatience	hal nu teu sabar	0.278	0.780	0.411
impatient	teu sabar	0.250	0.708	0.429
