Word	Nepali-ne	Valence	Arousal	Dominance
homework	गृहकार्य	0.396	0.412	0.459
homey	घर	0.769	0.278	0.500
homicidal	आत्मिक	0.020	0.912	0.573
homicide	आत्महत्या	0.010	0.973	0.518
homily	हजुरआमा	0.621	0.358	0.425
homing	homing	0.551	0.460	0.527
hominy	घर	0.479	0.382	0.429
homo	homo	0.531	0.368	0.415
homogeneity	एकरूपता	0.715	0.365	0.582
homogeneous	समृद्ध	0.552	0.255	0.617
homologous	समलैंगिक	0.471	0.353	0.536
homologue	homologue	0.542	0.356	0.509
homology	homology	0.571	0.494	0.527
homophobic	homophobic	0.130	0.736	0.464
homosexual	समलैंगिक	0.333	0.780	0.431
homosexuality	समलैंगिकता	0.367	0.696	0.429
honcho	honcho	0.469	0.464	0.397
hone	हड्डी	0.688	0.392	0.473
honest	ईमानदार	0.927	0.254	0.750
honesty	ईमानदारी	0.938	0.411	0.728
honey	प्रिय	0.920	0.431	0.510
honeycomb	honeycomb	0.541	0.417	0.412
honeymoon	हनीमून	0.979	0.678	0.526
honeysuckle	honeysuckle	0.597	0.451	0.517
honk	honk	0.549	0.635	0.415
honky	महान्	0.458	0.632	0.425
honor	सम्मान	0.896	0.587	0.857
honorable	माननीय	0.963	0.412	0.830
honorarium	मानदण्ड	0.796	0.510	0.746
honorary	मानसिक	0.885	0.565	0.811
honored	सम्मानित	0.938	0.447	0.732
hooch	हच	0.429	0.538	0.373
hood	हुड	0.357	0.459	0.306
hooded	hooded	0.306	0.745	0.439
hoodlum	hoodlum	0.354	0.720	0.432
hoof	hoof	0.427	0.341	0.365
hook	हुक	0.418	0.444	0.395
hooked	हुकिएको	0.610	0.661	0.454
hooker	हुकर	0.214	0.889	0.373
hookup	हुकअप	0.625	0.529	0.683
hooky	हुक	0.468	0.500	0.452
hooligan	गुल्मी	0.295	0.712	0.455
hoop	हुप	0.635	0.204	0.315
hoopla	हुप्ला	0.542	0.471	0.353
hooray	hooray	0.610	0.481	0.536
hoot	hoot	0.449	0.560	0.430
hooter	hooter	0.470	0.615	0.455
hop	हप	0.450	0.520	0.427
hope	आशा छ	0.927	0.317	0.739
hopeful	आशावादी	0.947	0.357	0.627
hopeless	आशाहीन	0.094	0.298	0.112
hopelessness	आशाहीनता	0.052	0.402	0.223
hopes	आशा	0.917	0.500	0.702
hoping	आशा गर्दै	0.684	0.469	0.454
hopper	आशावादी	0.396	0.491	0.442
horde	horde	0.286	0.713	0.684
horizon	क्षितिज	0.729	0.284	0.590
horizontal	तेर्सो	0.573	0.304	0.387
horizontally	तेर्सो रूपमा	0.500	0.356	0.439
hormonal	हार्मोनल	0.500	0.620	0.551
hormone	हार्मोन	0.490	0.750	0.621
horn	सींग	0.385	0.510	0.366
horned	सींग	0.316	0.610	0.375
hornet	हर्नेट	0.398	0.594	0.500
horny	सींग	0.490	0.908	0.560
horoscope	horoscope	0.500	0.360	0.490
horrendous	भयानक	0.073	0.755	0.365
horrible	भयानक	0.071	0.857	0.398
horribly	डरलाग्दो	0.050	0.631	0.454
horrid	घृणा गर्दछ	0.052	0.765	0.419
horrific	भयानक	0.094	0.846	0.481
horrified	डरलाग्दो	0.040	0.885	0.368
horrifying	डरलाग्दो	0.010	0.760	0.352
horror	डराएर	0.115	0.850	0.438
horrors	डरलाग्दो	0.061	0.852	0.409
horse	घोडा	0.635	0.510	0.529
horseback	घोडा	0.688	0.588	0.566
horseman	घोडा	0.441	0.700	0.676
horsepower	घोडाहरू	0.594	0.735	0.735
horseradish	घोडाहरू	0.321	0.584	0.476
horseshit	horseshit	0.153	0.582	0.179
horseshoe	घोडा	0.673	0.350	0.406
horsey	घोडा	0.602	0.454	0.462
horticultural	बागवानी	0.594	0.387	0.509
horticulture	बागवानी	0.700	0.420	0.434
hosannah	NO TRANSLATION	0.679	0.373	0.500
hose	नली	0.469	0.288	0.263
hosiery	होसरी	0.520	0.344	0.373
hospice	सत्कार	0.337	0.443	0.535
hospitable	सत्कार	0.791	0.470	0.661
hospital	अस्पताल	0.323	0.537	0.598
hospitality	आतिथ्य	0.865	0.333	0.725
host	होस्ट	0.693	0.471	0.537
hostage	बंधक	0.163	0.923	0.325
hostel	छात्रावास	0.479	0.500	0.398
hostess	हजुरआमा	0.792	0.604	0.688
hostile	शत्रु	0.188	0.877	0.474
hostilities	शत्रुहरू	0.276	0.810	0.444
hostility	दुश्मन	0.122	0.775	0.465
hot	तातो	0.490	0.740	0.573
hot sauce	पिरो अचार	0.333	0.740	0.509
hotbed	hotbed	0.510	0.285	0.395
hotdog	हट डग	0.720	0.438	0.373
hotel	होटल	0.740	0.370	0.407
hothead	हटहेड	0.240	0.849	0.518
hotline	हटलाइन	0.592	0.565	0.663
hotshot	hotshot	0.500	0.727	0.615
hotyoga	NO TRANSLATION	0.683	0.609	0.446
hound	हाउन्ड	0.417	0.528	0.582
hour	घण्टा	0.552	0.265	0.336
hourglass	hourglass	0.542	0.284	0.492
hourly	घण्टापछि	0.469	0.418	0.491
house	घर	0.587	0.135	0.533
houseboat	houseboat	0.604	0.389	0.429
houseboy	houseboy	0.479	0.415	0.393
housebroken	घरपरिवार	0.518	0.461	0.389
houseguest	houseguest	0.530	0.500	0.481
household	परिवार	0.781	0.230	0.667
householder	गृहस्थकर्ता	0.816	0.541	0.833
housekeeper	गृहकर्मी	0.694	0.279	0.520
housekeeping	housekeeping	0.604	0.500	0.445
housewarming	गृहिणीकरण	0.857	0.710	0.727
housewife	गृहिणी	0.656	0.361	0.449
housework	गृहकार्य	0.484	0.413	0.342
housing	आवास	0.776	0.304	0.591
hovel	hovel	0.333	0.296	0.322
hover	होभर	0.510	0.431	0.404
hovercraft	hovercraft	0.541	0.654	0.588
howl	howl	0.357	0.646	0.407
howsoever	कसरी	0.459	0.309	0.345
hoy	NO TRANSLATION	0.583	0.298	0.471
hub	हब	0.479	0.399	0.433
hubby	hubby	0.548	0.435	0.430
huckleberry	हकबेरी	0.600	0.279	0.296
huddle	हडल	0.604	0.509	0.445
hue	hue	0.507	0.416	0.417
huff	हफ	0.388	0.491	0.315
huffy	huffy	0.420	0.616	0.375
hug	गले	0.908	0.427	0.548
huge	विशाल	0.573	0.625	0.783
hugger	हगर	0.520	0.480	0.412
huggy	huggy	0.854	0.429	0.451
hugs	अंगालो	0.980	0.422	0.600
hulk	hulk	0.460	0.740	0.750
hull	hull	0.542	0.265	0.353
hum	मानव	0.490	0.296	0.276
human	मानव	0.767	0.314	0.605
humane	मानव	0.800	0.370	0.580
humanitarian	मानवअधिकार	0.786	0.317	0.709
humanities	मानविकी	0.729	0.325	0.677
humanity	मानवता	0.750	0.360	0.727
humankind	मानवजाति	0.885	0.394	0.714
humanoid	humanoid	0.521	0.462	0.491
humanrights	NO TRANSLATION	0.792	0.559	0.730
humble	विनम्र	0.867	0.236	0.483
humbled	नम्र	0.280	0.618	0.198
humbly	नम्रता	0.771	0.194	0.370
humbug	नम्रता	0.219	0.622	0.456
humdrum	humdrum	0.269	0.246	0.353
humid	घृणा	0.375	0.324	0.366
humidity	नमी	0.464	0.373	0.367
humiliate	अपमानित	0.052	0.714	0.275
humiliated	अपमानित	0.104	0.712	0.216
humiliating	अपमानजनक	0.062	0.716	0.279
humiliation	अपमान	0.048	0.712	0.310
humility	नम्रता	0.740	0.118	0.444
hummer	Hummer	0.510	0.622	0.589
hummingbird	hummingbird	0.750	0.370	0.273
humongous	humongous	0.378	0.538	0.536
humor	हास्य	0.890	0.633	0.462
humored	humored	0.854	0.657	0.545
humorist	हास्यकारिता	0.958	0.790	0.607
humorous	हास्य	0.906	0.616	0.665
hump	हम्प	0.296	0.462	0.250
humpback	humpback	0.235	0.346	0.247
hunch	गुच्छा	0.561	0.630	0.567
hunchback	गुच्छा	0.208	0.390	0.259
hundred	सय	0.604	0.370	0.406
hundredth	सयौं	0.427	0.368	0.466
hunger	भोक	0.083	0.554	0.328
hungry	भोलिपल्ट	0.083	0.690	0.254
hunk	hunk	0.438	0.375	0.361
hunks	हङकङ	0.417	0.453	0.482
hunky	hunky	0.469	0.571	0.438
hunt	शिकार	0.327	0.806	0.588
hunter	शिकारी	0.292	0.817	0.817
hunting	शिकार	0.448	0.713	0.714
huntress	शिकार	0.357	0.717	0.765
hurdle	बाधा	0.198	0.682	0.434
hurl	hurl	0.316	0.745	0.574
hurrah	hurray	0.802	0.740	0.500
hurricane	तूफान	0.177	0.958	0.787
hurricanes	हुरिकन	0.286	0.898	0.784
hurried	दिक्क लाग्यो	0.314	0.806	0.393
hurry	छिटो	0.422	0.735	0.481
hurryup	NO TRANSLATION	0.473	0.791	0.555
hurt	दुखाइ	0.062	0.773	0.291
hurtful	हानिकारक	0.104	0.680	0.463
hurting	दुखाइ	0.153	0.778	0.221
husband	पति	0.771	0.500	0.655
husbandry	husbandry	0.643	0.473	0.445
hush	हर्ष	0.471	0.231	0.312
hushed	चुरोट	0.292	0.194	0.272
husk	NO TRANSLATION	0.378	0.173	0.147
husky	हजुरआमा	0.630	0.450	0.490
hussy	hussy	0.219	0.594	0.384
hustle	हलचल	0.406	0.661	0.427
hustler	hustler	0.260	0.821	0.627
hut	hut	0.633	0.270	0.375
hutch	hutch	0.385	0.453	0.520
hyacinth	स्वच्छता	0.372	0.360	0.342
hybrid	संकर	0.500	0.365	0.570
hydra	हाइड्रो	0.406	0.598	0.534
hydrant	हाइड्रन्ट	0.570	0.413	0.367
hydrate	हाइड्रेट	0.610	0.367	0.547
hydraulic	हाइड्रोलिक	0.522	0.398	0.596
hydraulics	हाइड्रोलिक्स	0.500	0.530	0.588
hydrocephalus	हाइड्रोसफेलस	0.286	0.629	0.393
hydrodynamics	हाइड्रोडाइमिक्सिक्स	0.552	0.582	0.664
hydrogen	हाइड्रोजन	0.469	0.303	0.554
hydrographic	हाइड्रोग्राफिक	0.490	0.396	0.642
hydrology	जलविज्ञान	0.500	0.380	0.509
hydrophobia	हाइड्रोफोबिया	0.323	0.784	0.351
hydroponics	हाइड्रोप्रोनिक्स	0.500	0.549	0.500
hyena	हाइना	0.396	0.719	0.464
hygiene	स्वच्छता	0.781	0.287	0.537
hygienic	स्वच्छ	0.719	0.245	0.702
hygienist	स्वच्छ	0.698	0.389	0.682
hymen	hymen	0.469	0.651	0.457
hymn	hymn	0.735	0.292	0.634
hype	hype	0.510	0.500	0.586
hyped	सम्भव छ	0.708	0.582	0.679
hyper	अति	0.542	0.616	0.640
hyperactive	अति सक्रिय	0.500	0.921	0.660
hyperbole	हाइपरबोले	0.469	0.521	0.542
hyperspace	हाइस्पेसेस	0.510	0.623	0.755
hypertension	उच्च रक्तचाप	0.133	0.784	0.427
hypertrophy	हाइपरट्रोफी	0.312	0.625	0.413
hyperventilate	hyperventilate	0.347	0.729	0.556
hyperventilating	hyperventilating	0.164	0.802	0.625
hyphen	हाइफन	0.552	0.356	0.381
hypnosis	सम्मोहन	0.417	0.410	0.546
hypnotic	सम्मोहन	0.571	0.560	0.569
hypnotist	सम्मोहनशील	0.490	0.455	0.627
hypnotize	सम्मोहन गर्नुहोस्	0.469	0.507	0.508
hypnotized	सम्मोहन गरियो	0.449	0.434	0.380
hypochondriac	hypochondriac	0.194	0.588	0.333
hypocrisy	कपडा	0.156	0.523	0.370
hypocrite	hypocrite	0.082	0.673	0.306
hypocritical	कपडा	0.048	0.740	0.415
hypodermic	hypodermic	0.240	0.441	0.445
hypothalamus	हाइपोथोमस	0.593	0.427	0.539
hypothermia	हाइपोथेमिया	0.184	0.620	0.301
hypothesis	परिकल्पना	0.552	0.370	0.509
hypothetical	सम्पादकीय	0.480	0.367	0.361
hysterectomy	हिसाब	0.178	0.660	0.470
hysteria	hysteria	0.224	0.906	0.482
hysterical	हिसाब	0.290	0.942	0.398
ibuprofen	ibuprofen	0.448	0.427	0.504
ice	बर्फ	0.440	0.265	0.219
ice tea	आइस चिया	0.771	0.337	0.336
iceberg	हिमशर्ग	0.344	0.540	0.648
icebox	icebox	0.560	0.222	0.370
icebreaker	हिमपात	0.571	0.545	0.848
iced	iced	0.564	0.482	0.339
icing	icing	0.688	0.452	0.411
icky	icky	0.357	0.510	0.342
icon	प्रतिमा	0.549	0.349	0.415
iconic	प्रतिमा	0.583	0.537	0.700
iconography	इमेजोग्राफी	0.602	0.382	0.653
icy	बसाई	0.684	0.375	0.345
id	आईडी	0.449	0.344	0.391
idea	विचार	0.750	0.538	0.704
ideal	आदर्श	0.802	0.437	0.736
idealism	आदर्शवाद	0.635	0.436	0.689
idealist	आदर्शवाद	0.816	0.510	0.802
idealistic	आदर्शवादी	0.812	0.469	0.755
identical	समान	0.635	0.380	0.527
identically	समान	0.667	0.427	0.487
identification	परिचय	0.714	0.451	0.692
identify	पहिचान	0.635	0.480	0.667
identity	पहिचान	0.663	0.360	0.780
ideology	विचारधारा	0.573	0.344	0.692
idiocy	idiocy	0.112	0.635	0.137
idiom	मूर्ख	0.520	0.337	0.445
idiomatic	मूर्तिकला	0.531	0.429	0.516
idiot	बेवकूफ	0.086	0.567	0.113
idiotic	idiotic	0.104	0.620	0.170
idiots	बेवकूफहरू	0.143	0.600	0.144
idle	निष्क्रिय	0.179	0.167	0.112
idleness	अनिश्चितता	0.308	0.330	0.228
idler	idler	0.200	0.304	0.194
idol	मूर्ति	0.684	0.805	0.853
idolatry	मूर्तिपूजा	0.365	0.571	0.625
idolizing	मूर्ति	0.676	0.712	0.643
idyllic	idyllic	0.571	0.394	0.593
iffy	iffy	0.380	0.442	0.333
ifonly	तनहुँ	0.406	0.250	0.255
igloo	igloo	0.569	0.302	0.345
igneous	अचानक	0.469	0.466	0.517
ignite	ignite	0.458	0.785	0.675
ignition	इग्निशन	0.365	0.720	0.657
ignorance	अज्ञानता	0.153	0.417	0.209
ignorant	अज्ञात	0.102	0.461	0.223
ignore	बेवास्ता गर्नुहोस्	0.146	0.230	0.295
iguana	iguana	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	बिरामी	0.073	0.410	0.200
illegal	अवैध	0.061	0.787	0.337
illegality	illegality	0.094	0.635	0.427
illegally	अवैध रूपमा	0.133	0.788	0.402
illegible	अवैध	0.296	0.490	0.315
illegitimate	illegitimate	0.184	0.644	0.302
illicit	अवैध	0.188	0.794	0.390
illiterate	अनौठो	0.120	0.410	0.151
illness	बिरामी	0.098	0.717	0.211
illogical	अनौठो	0.208	0.630	0.251
illuminate	उज्यालो	0.905	0.646	0.782
illuminating	रोशन	0.949	0.613	0.773
illumination	रोशनी	0.760	0.588	0.537
illuminator	illuminator	0.770	0.566	0.718
illusion	भ्रम	0.562	0.490	0.387
illustrate	वर्णन गर्नुहोस्	0.750	0.430	0.690
illustration	चित्रण	0.740	0.441	0.640
illustrative	चित्रकार	0.771	0.452	0.647
illustrious	शानदार	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	छवि	0.653	0.241	0.453
imagery	इमेजरी	0.653	0.327	0.390
imaginable	imaginable	0.613	0.529	0.596
imaginary	कल्पना	0.560	0.424	0.310
imagination	कल्पना	0.802	0.491	0.547
imaginative	कल्पनात्मक	0.780	0.541	0.593
imagine	कल्पना गर्नुहोस्	0.759	0.480	0.587
imagined	कल्पना	0.656	0.412	0.418
imaging	इमेजिङ	0.724	0.394	0.482
imagining	कल्पना	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	असंतुलन	0.115	0.538	0.264
imbecile	अनुभूति	0.082	0.569	0.260
imbedded	इम्बेड गरिएको	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	नकल गर्नु	0.469	0.561	0.336
imitated	अनुकरण गरिएको	0.333	0.391	0.442
imitation	नकली	0.406	0.592	0.343
immaculate	बेपत्ता	0.698	0.330	0.688
immaterial	अनौठो	0.296	0.309	0.295
immature	अशुद्ध	0.114	0.500	0.200
immaturity	अनैतिकता	0.146	0.567	0.221
immeasurable	अमूल्य	0.510	0.539	0.712
immeasurably	असामान्य रूप देखि	0.510	0.640	0.680
immediacy	तुरुन्तै	0.635	0.630	0.627
immediate	तुरुन्तै	0.656	0.548	0.716
immediately	तुरुन्तै	0.552	0.780	0.707
immemorial	अनैतिक	0.327	0.469	0.454
immense	धेरै	0.755	0.750	0.811
immerse	विपरित	0.510	0.577	0.509
immersion	विलुप्त	0.510	0.556	0.564
immigrant	आप्रवासी	0.357	0.663	0.509
immigration	आप्रवासन	0.390	0.667	0.454
imminent	उदास	0.490	0.784	0.643
immobile	मोबाईलमोबाइल	0.225	0.217	0.298
immoral	अनैतिक	0.143	0.622	0.385
immorality	अनैतिकता	0.188	0.689	0.315
immortal	अमर	0.812	0.750	0.795
immortality	अमरता	0.688	0.635	0.861
immovable	अमूल्य	0.480	0.310	0.571
immune	प्रतिरक्षा	0.629	0.472	0.780
immunity	प्रतिरक्षा	0.633	0.316	0.786
immunization	खोप	0.667	0.510	0.733
immutable	अयोग्य	0.427	0.431	0.571
imp	imp	0.350	0.448	0.420
impact	प्रभाव	0.469	0.884	0.776
impair	हानि	0.153	0.500	0.360
impaired	बिग्रिएको	0.130	0.459	0.269
impairment	हानि	0.170	0.571	0.220
impart	निर्वाह गर्नुहोस्	0.521	0.441	0.694
impartial	निष्पक्ष	0.531	0.406	0.685
impartiality	निष्पक्षता	0.622	0.394	0.616
impassable	असक्षम	0.342	0.458	0.553
impassioned	घृणित	0.740	0.780	0.802
impatience	अपमानिता	0.278	0.780	0.411
impatient	अधैर्य	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	दोषी	0.208	0.776	0.664
impeachment	अपमानजनक	0.163	0.735	0.694
impeccable	निष्पक्ष	0.833	0.370	0.824
impede	बाधा	0.271	0.510	0.604
impediment	बाधा	0.163	0.600	0.409
impelled	बेवास्ता	0.604	0.741	0.690
impending	बढ्दैछ	0.480	0.735	0.752
impenetrable	अभिनय	0.531	0.577	0.839
imperative	अनिवार्य	0.625	0.647	0.708
imperceptible	अयोग्य	0.378	0.490	0.548
imperfect	असामान्य	0.173	0.527	0.202
imperfection	असुविधा	0.190	0.567	0.321
imperfectly	असामान्य	0.297	0.481	0.330
imperial	शाही	0.669	0.646	0.922
imperialist	NO TRANSLATION	0.284	0.786	0.833
impermeable	अयोग्य	0.510	0.308	0.558
impermissible	अयोग्य	0.188	0.464	0.352
impersonal	अप्रत्याशित	0.316	0.356	0.472
impersonate	प्रतिवादी	0.510	0.632	0.591
impersonation	प्रतिरूपण	0.375	0.618	0.528
impersonator	impersonator	0.469	0.586	0.406
impertinence	असुविधा	0.170	0.653	0.420
impertinent	अयोग्य	0.219	0.826	0.373
