Word	Irish-ga	Valence	Arousal	Dominance
infertile	neamhfhoirmeach	0.274	0.458	0.255
infertility	infertility	0.170	0.664	0.328
infestation	infestation	0.256	0.776	0.527
infidel	infidel	0.177	0.740	0.404
infidelity	infidelity	0.062	0.777	0.392
infield	infield	0.510	0.571	0.438
infiltrate	infiltrate	0.408	0.745	0.587
infiltration	infiltration	0.265	0.792	0.536
infinite	gan teorainn	0.724	0.583	0.735
infinitely	inchríoch	0.688	0.643	0.829
infinitesimal	infinitesimal	0.388	0.472	0.496
infinity	éigríoch	0.516	0.459	0.805
infirm	eachtrach	0.115	0.521	0.210
infirmary	ospidéal	0.500	0.438	0.517
infirmity	easnamh	0.094	0.482	0.252
inflammation	athlasadh	0.146	0.765	0.423
inflammatory	athlastach	0.177	0.642	0.404
inflatable	inséidte	0.510	0.510	0.400
inflate	inflate	0.305	0.569	0.462
inflated	teannta	0.303	0.431	0.617
inflation	boilsciú	0.219	0.792	0.508
inflection	inflection	0.385	0.635	0.377
inflict	inflict	0.167	0.760	0.609
infliction	infliction	0.302	0.722	0.571
inflorescence	inflorescence	0.459	0.344	0.412
influence	tionchar a imirt	0.622	0.663	0.824
influential	tionchar	0.899	0.688	0.944
influenza	fliú	0.271	0.718	0.321
influx	sreabhadh	0.622	0.635	0.575
info	info	0.750	0.330	0.642
infomercial	infomercial	0.427	0.462	0.555
inform	cuir in iúl	0.723	0.582	0.679
informal	neamhfhoirmiúil	0.480	0.398	0.441
informant	eolasoir	0.604	0.612	0.719
information	eolas	0.765	0.370	0.711
informative	faisnéiseach	0.812	0.419	0.741
informed	eolas	0.543	0.298	0.617
informer	eolaí	0.521	0.578	0.580
infraction	briseadh	0.245	0.660	0.471
infrared	infridhearg	0.469	0.588	0.526
infrastructure	bonneagar	0.604	0.460	0.694
infrequent	neamhghrialta	0.312	0.377	0.192
infrequently	go minic	0.204	0.250	0.327
infringement	sárú	0.153	0.800	0.481
infuriate	infuriate	0.102	0.934	0.596
infuriated	infuriated	0.073	0.930	0.510
infuriates	neamhghnácha	0.135	0.913	0.627
infuriating	ionadh	0.139	0.870	0.509
infuse	infuse	0.380	0.705	0.589
infused	infused	0.385	0.473	0.546
infuser	infuser	0.469	0.433	0.536
infusion	insileadh	0.583	0.365	0.453
ingenious	ingenious	0.760	0.690	0.891
ingenuity	inniúlacht	0.708	0.590	0.868
ingest	ingest	0.510	0.559	0.473
ingestion	ionghabháil	0.429	0.612	0.512
ingot	téad	0.688	0.444	0.615
ingrained	ingrained	0.531	0.490	0.712
ingrate	ingrate	0.235	0.606	0.327
ingredient	comhábhar	0.792	0.373	0.451
ingress	iontráil	0.601	0.366	0.736
inhabit	inhabit	0.656	0.378	0.556
inhabitant	áititheoir	0.604	0.356	0.519
inhabited	daoine ina gcónaí	0.667	0.361	0.510
inhabiting	ina gcónaí	0.458	0.440	0.598
inhalation	ionanálú	0.510	0.613	0.464
inhale	inhale	0.427	0.340	0.492
inhaler	ionanóir	0.408	0.500	0.349
inherent	bunúsach	0.562	0.439	0.480
inherit	hoidhreacht	0.745	0.546	0.694
inheritance	oidhreacht	0.900	0.565	0.798
inhibit	bac	0.167	0.479	0.447
inhibition	chosc	0.265	0.392	0.534
inhibitor	inhibitor	0.281	0.450	0.471
inhospitable	inhospitable	0.265	0.531	0.395
inhuman	neamhhiontach	0.107	0.660	0.492
inhumane	inhumane	0.104	0.587	0.402
inhumanity	míchumais	0.143	0.540	0.405
inimaginable	NO TRANSLATION	0.542	0.636	0.534
inimical	inimical	0.260	0.823	0.556
inimitable	inimitable	0.571	0.413	0.790
iniquity	iniquity	0.219	0.567	0.425
initial	tosaigh	0.583	0.314	0.539
initiate	tús a chur	0.719	0.480	0.553
initiated	tionscnaíodh	0.760	0.490	0.650
initiation	tionscnamh	0.698	0.529	0.527
initiative	tionscnamh	0.833	0.615	0.768
inject	instealladh	0.406	0.735	0.596
injection	instealladh	0.281	0.741	0.518
injunction	urghaire	0.281	0.422	0.519
injure	díobháil	0.177	0.710	0.364
injured	gortaithe	0.083	0.680	0.302
injuring	díobháil	0.073	0.790	0.245
injurious	díobhálach	0.177	0.759	0.366
injury	díobháil	0.049	0.769	0.287
injustice	éagóir	0.082	0.755	0.444
ink	dúch	0.471	0.408	0.235
inkling	dúshlán	0.448	0.551	0.570
inland	intíre	0.510	0.417	0.423
inlay	inlay	0.406	0.531	0.565
inlet	inlet	0.646	0.378	0.466
inmate	inmheánach	0.235	0.663	0.398
inn	Ostán	0.660	0.284	0.475
innards	innards	0.302	0.480	0.400
innate	innate	0.490	0.400	0.521
inner	istigh	0.551	0.216	0.443
innermost	innermost	0.583	0.500	0.510
innerpeace	NO TRANSLATION	0.714	0.318	0.551
inning	inning	0.602	0.315	0.520
innings	innings	0.573	0.487	0.443
innkeeper	innkeeper	0.578	0.224	0.472
innocence	neamhchiontachta	0.802	0.260	0.307
innocent	neamhchiontach	0.729	0.206	0.340
innocently	neamhchiontach	0.776	0.250	0.302
innocuous	neamhchiontach	0.510	0.321	0.172
innovate	nuálaíoch	0.898	0.872	0.750
innovation	nuálaíocht	0.949	0.680	0.890
innovative	nuálaíoch	0.880	0.640	0.830
innuendo	innuendo	0.467	0.670	0.463
innumerable	innumerable	0.667	0.445	0.704
inoculation	ionaclaithe	0.333	0.570	0.598
inoperable	neamhoibrithe	0.184	0.422	0.304
inoperative	neamhoibríoch	0.138	0.425	0.273
inordinate	neamhghnách	0.163	0.630	0.330
inorganic	neamhorgánacha	0.385	0.345	0.282
input	ionchur	0.643	0.337	0.527
inquest	fiosrúchán	0.458	0.569	0.721
inquire	fiosraigh	0.583	0.519	0.363
inquirer	inquirer	0.573	0.598	0.776
inquiring	fiosrúcháin	0.479	0.510	0.500
inquiry	fiosrúchán	0.541	0.420	0.536
inquisitive	fiosrach	0.301	0.637	0.615
inquisitor	inquisitor	0.385	0.873	0.642
insane	dÚsachtach	0.062	0.670	0.265
insanity	gealtachta	0.098	0.847	0.337
insatiable	insatiable	0.375	0.656	0.558
inscription	inscríbhinn	0.592	0.422	0.542
inscrutable	inscrutable	0.459	0.541	0.613
insect	feithidí	0.276	0.633	0.242
insecticide	feithidicíd	0.188	0.598	0.430
insecure	neamhchinnte	0.114	0.538	0.132
insecurity	neamhshábháilteacht	0.094	0.647	0.350
insemination	inseiseadh	0.542	0.644	0.622
insensitive	neamhoiriúnach	0.219	0.471	0.302
inseparable	doscartha	0.700	0.520	0.571
insert	cuir isteach	0.481	0.552	0.519
inserted	isteach	0.479	0.402	0.476
insertion	cuir isteach	0.521	0.520	0.565
inside	taobh istigh	0.612	0.404	0.472
insider	taobh istigh	0.625	0.562	0.750
insidious	insidious	0.146	0.622	0.480
insight	léargas	0.613	0.363	0.649
insightful	léargasach	0.664	0.691	0.713
insignia	suaitheantais	0.665	0.282	0.685
insignificance	insignificance	0.250	0.216	0.222
insignificant	neamhshuntasach	0.083	0.306	0.114
insinuate	insinuate	0.292	0.635	0.413
insipid	insipid	0.214	0.250	0.241
insist	seasann	0.635	0.651	0.688
insistence	insistence	0.418	0.704	0.645
insistent	insistent	0.552	0.635	0.701
insists	insists	0.490	0.587	0.610
insolence	insolence	0.115	0.731	0.402
insolent	insolent	0.112	0.663	0.343
insoluble	dothuaslagtha	0.439	0.290	0.414
insolvency	dócmhainneach	0.323	0.431	0.300
insolvent	dócmhainneach	0.230	0.481	0.318
insomnia	insomnia	0.198	0.611	0.373
insomniac	insomniac	0.231	0.367	0.329
inspect	iniúchadh	0.479	0.603	0.793
inspection	iniúchadh	0.459	0.630	0.718
inspector	cigire	0.418	0.580	0.852
inspiration	inspioráid	0.938	0.600	0.779
inspirational	spreagúil	0.927	0.720	0.810
inspire	spreagadh	0.918	0.627	0.759
inspired	spreagtha	0.967	0.702	0.736
instability	éagobhsaíocht	0.177	0.760	0.353
install	shuiteáil	0.630	0.583	0.736
installation	Suiteáil	0.656	0.469	0.759
installment	tráthchuid	0.619	0.396	0.483
instance	mar shampla	0.547	0.450	0.558
instant	an toirt	0.766	0.454	0.554
instantaneous	meandarach	0.750	0.500	0.585
instantaneously	ar dtús	0.656	0.640	0.600
instigate	tús a chur	0.278	0.765	0.642
instigation	instigation	0.323	0.769	0.648
instill	instill	0.562	0.490	0.618
instinct	instinct	0.771	0.602	0.642
instinctive	instinctive	0.752	0.575	0.694
institute	institiúid	0.604	0.480	0.807
institution	institiúid	0.580	0.311	0.790
instruct	teagasc	0.729	0.490	0.833
instructed	treoir	0.740	0.388	0.722
instruction	teagasc	0.656	0.434	0.736
instructional	teagasc	0.698	0.500	0.773
instructions	treoracha	0.582	0.302	0.556
instructive	teagascach	0.583	0.420	0.643
instructor	teagascóir	0.771	0.490	0.782
instrument	ionstraim	0.562	0.537	0.655
instrumental	ionstraim	0.740	0.472	0.647
instrumentalist	ionstraimeoir	0.656	0.540	0.740
instrumentality	ionstraimíocht	0.637	0.510	0.618
insubordination	insubordination	0.281	0.775	0.634
insufferable	neamh-inbhuanaithe	0.220	0.784	0.291
insufficiency	neamhdhóthanacht	0.115	0.431	0.210
insufficient	nach leor	0.188	0.380	0.093
insufficiently	go leor	0.147	0.509	0.198
insular	insular	0.531	0.426	0.465
insulate	insligh	0.365	0.358	0.286
insulated	inslithe	0.208	0.265	0.304
insulation	insliú	0.245	0.327	0.264
insulin	insulin	0.429	0.472	0.375
insult	insult	0.085	0.831	0.389
insulting	insulting	0.094	0.840	0.412
insurance	Árachas	0.714	0.308	0.825
insure	árachas	0.700	0.415	0.698
insurgent	insurgent	0.235	0.735	0.660
insurmountable	neamh-inbhuanaithe	0.620	0.627	0.737
insurrection	aisling	0.229	0.706	0.582
intact	slán	0.716	0.212	0.602
intake	iontógáil	0.604	0.527	0.442
intangible	doláimhsithe	0.525	0.480	0.473
integer	slánuimhir	0.573	0.327	0.595
integral	lárnach	0.590	0.337	0.615
integrate	a chomhtháthú	0.729	0.390	0.700
integration	comhtháthú	0.771	0.480	0.737
integrity	ionracas	0.865	0.413	0.848
intellect	intleacht	0.844	0.418	0.870
intellectual	intleachtúil	0.906	0.455	0.845
intelligence	faisnéis	0.833	0.587	0.885
intelligent	cliste	0.917	0.541	0.868
intelligibility	inniúlacht	0.740	0.481	0.689
intelligible	inléite	0.635	0.480	0.691
intend	intinn	0.562	0.520	0.519
intended	atá beartaithe	0.406	0.542	0.587
intending	ar intinn	0.510	0.567	0.597
intense	dian	0.592	0.774	0.679
intensely	go dian	0.694	0.846	0.750
intensify	déine	0.604	0.870	0.737
intensity	déine	0.622	0.930	0.952
intensive	dian	0.570	0.842	0.776
intent	intinn	0.550	0.481	0.500
intention	intinn	0.531	0.480	0.636
intentional	d'aon ghnó	0.650	0.615	0.750
intentionally	d'aon ghnó	0.450	0.676	0.696
inter	idir	0.510	0.375	0.466
interact	idirghníomhú	0.822	0.690	0.759
interaction	idirghníomhaíocht	0.646	0.735	0.750
interactive	idirghníomhach	0.727	0.811	0.770
intercede	idirghabháil	0.582	0.577	0.630
intercept	bualadh	0.221	0.660	0.676
interception	idirghabháil	0.327	0.673	0.643
intercession	idirghabháil	0.503	0.486	0.598
interchange	idirmhalartaithe	0.615	0.527	0.565
interchangeable	idirmhalartaithe	0.615	0.459	0.526
interchanged	idirghabhála	0.396	0.472	0.434
intercom	intercom	0.623	0.429	0.453
intercourse	caidreamh	0.551	0.608	0.557
interdependence	idirspleáchas	0.608	0.618	0.639
interdependent	idirspleách	0.410	0.482	0.598
interdiction	interdiction	0.337	0.500	0.585
interest	ús	0.780	0.667	0.618
interested	suim acu	0.750	0.529	0.725
interesting	suimiúil	0.927	0.726	0.731
interface	comhéadan	0.643	0.357	0.600
interfere	cur isteach air	0.323	0.714	0.471
interference	cur isteach	0.396	0.736	0.357
interferometer	interferometer	0.510	0.510	0.517
intergalactic	intergalactic	0.562	0.661	0.741
interim	eatramhach	0.604	0.400	0.524
interior	taobh istigh	0.618	0.157	0.462
interject	cuir isteach	0.333	0.648	0.658
interlocutory	idirbhreitheach	0.490	0.500	0.527
interlude	interlude	0.470	0.417	0.377
intermediary	idirghabhálaí	0.427	0.510	0.643
intermediate	idirmheánach	0.480	0.368	0.400
interment	interment	0.235	0.608	0.346
interminable	deireadh	0.327	0.481	0.561
intermission	intermission	0.490	0.360	0.402
intermittent	uaisle	0.337	0.565	0.436
intern	intéirneach	0.459	0.460	0.392
internal	inmheánach	0.439	0.349	0.423
internally	go hinmheánach	0.615	0.400	0.616
international	idirnáisiúnta	0.800	0.519	0.702
internet	Idirlíon	0.760	0.462	0.755
internship	taithí oibre	0.590	0.510	0.482
interoffice	interoffice	0.439	0.375	0.556
interpolate	interpolate	0.460	0.490	0.569
interpolation	interpolation	0.419	0.506	0.528
interpret	léirmhíniú	0.646	0.625	0.673
interpretation	léirmhíniú	0.677	0.594	0.620
interpreter	ateangaire	0.708	0.461	0.596
interpretive	léirmhíniú	0.531	0.549	0.595
interrelated	idirghaolmhar	0.615	0.469	0.592
interrogate	cuir ceist orm	0.323	0.808	0.680
interrogation	ceist	0.302	0.827	0.657
interrupt	cur isteach	0.210	0.635	0.509
interrupted	isteach	0.281	0.559	0.333
interrupting	cur isteach	0.146	0.593	0.509
interruption	briseadh	0.184	0.632	0.425
interrupts	interrupts	0.204	0.545	0.389
intersect	trasnaíonn	0.521	0.510	0.480
intersection	dtrasnaíonn	0.344	0.541	0.658
interstate	interstate	0.520	0.443	0.600
interstellar	interstellar	0.708	0.702	0.622
interstitial	interstitial	0.333	0.471	0.534
interval	eatramh	0.510	0.284	0.400
intervene	idirghabháil	0.520	0.677	0.768
intervening	idirghabháil	0.398	0.627	0.442
intervention	idirghabháil	0.388	0.696	0.689
interview	agallamh	0.573	0.770	0.619
interviewer	agallóir	0.552	0.736	0.816
interworking	idirghníomhach	0.552	0.587	0.691
intestate	intestate	0.459	0.467	0.415
intestinal	intestinal	0.357	0.531	0.370
intestine	intestine	0.343	0.450	0.380
intestines	intestines	0.292	0.547	0.398
intimacy	intimacy	0.857	0.802	0.558
intimate	pearsanta	0.724	0.598	0.393
intimately	intimately	0.806	0.573	0.590
intimation	intimation	0.406	0.673	0.500
intimidate	imeaglú	0.210	0.804	0.632
intimidated	eagla uirthi	0.177	0.663	0.208
intimidating	imeaglú	0.229	0.790	0.708
intimidation	imeaglú	0.177	0.791	0.644
intolerable	inghlactha	0.146	0.660	0.439
intolerance	éadulaingt	0.052	0.704	0.520
intolerant	inlerant	0.135	0.676	0.509
intonation	saintréithe	0.615	0.442	0.598
intoxicated	meisciúil	0.079	0.824	0.246
intoxicating	meisciúil	0.224	0.760	0.464
intoxication	meisce	0.323	0.710	0.400
intracranial	intracranial	0.281	0.602	0.553
intractable	intractable	0.154	0.694	0.302
intramural	intramural	0.490	0.464	0.447
intravenous	infhéitheach	0.357	0.538	0.458
intrepid	intrepid	0.753	0.696	0.637
intricate	intricate	0.559	0.704	0.500
intrigue	intrigue	0.362	0.830	0.327
intriguing	intriguing	0.422	0.713	0.462
intrinsic	intreach	0.406	0.471	0.526
intrinsically	intreach	0.459	0.382	0.538
intro	intro	0.510	0.331	0.657
introduce	a thabhairt isteach	0.592	0.559	0.648
introduction	Réamhrá	0.612	0.413	0.640
introductory	tosaigh	0.635	0.368	0.593
introspection	introspection	0.603	0.337	0.575
introspective	introspective	0.552	0.360	0.471
intrude	intrude	0.058	0.735	0.480
intruder	intruder	0.146	0.740	0.324
intrusion	isteach	0.293	0.641	0.670
intrusive	intrusive	0.461	0.607	0.538
intubation	intubation	0.276	0.598	0.526
intuition	intuition	0.857	0.508	0.602
intuitive	iomasach	0.771	0.573	0.690
intuitively	intuitively	0.670	0.561	0.648
inundation	iompar	0.177	0.780	0.455
invade	invade	0.408	0.892	0.714
invader	ionróir	0.200	0.827	0.618
invalid	neamhbhailí	0.180	0.330	0.255
invalidate	neamhbhailí	0.315	0.480	0.397
invalidation	neamhbhailí	0.181	0.490	0.278
invalidity	easláine	0.186	0.394	0.158
invaluable	luachmhar	0.740	0.500	0.745
invariably	i gcónaí	0.458	0.365	0.550
invasion	ionradh	0.271	0.843	0.808
invasive	ionrach	0.194	0.730	0.598
invent	a thógáil	0.719	0.689	0.833
invention	aireagán	0.714	0.577	0.811
inventive	inventive	0.780	0.627	0.721
inventor	aireagóir	0.781	0.667	0.847
inventory	fardal	0.594	0.463	0.490
inverse	inbhéartach	0.459	0.337	0.319
inversely	inbhéartach	0.286	0.418	0.351
inversion	inbhéartú	0.602	0.630	0.772
invert	invert	0.510	0.585	0.706
inverted	inverted	0.310	0.471	0.357
invest	infheistiú	0.650	0.663	0.682
investigate	imscrúdú a dhéanamh	0.640	0.500	0.781
investigation	imscrúdú	0.531	0.592	0.820
investigative	imscrúdaitheach	0.562	0.600	0.704
investigator	imscrúdaitheoir	0.615	0.509	0.779
investment	infheistíocht	0.720	0.592	0.745
investor	infheisteoir	0.794	0.655	0.791
invidious	uafásach	0.112	0.650	0.364
invigorate	spreagadh	0.821	0.798	0.831
invincible	invincible	0.867	0.853	0.914
invisibility	dofheictheacht	0.438	0.461	0.382
invisible	dofheicthe	0.417	0.345	0.412
invitation	cuireadh	0.802	0.549	0.647
invite	cuireadh a thabhairt	0.745	0.655	0.611
inviting	ag tabhairt cuireadh	0.938	0.571	0.538
invocation	glaoch	0.430	0.620	0.673
invoice	sonrasc	0.480	0.380	0.474
invoke	agairt	0.583	0.740	0.579
involuntary	neamhdheonach	0.354	0.490	0.231
involution	involution	0.296	0.420	0.407
involve	i gceist	0.694	0.490	0.728
involvement	rannpháirtíocht	0.760	0.620	0.696
invulnerable	inbhuanaithe	0.552	0.683	0.745
inwards	inwards	0.490	0.385	0.438
iodine	iaidín	0.390	0.265	0.333
ion	ian	0.429	0.330	0.408
iota	iota	0.344	0.385	0.314
irate	irate	0.188	0.852	0.474
ire	NO TRANSLATION	0.198	0.740	0.575
iridescent	iridescent	0.602	0.588	0.539
iris	iris	0.708	0.275	0.380
irked	ag tabhairt faoi deara	0.164	0.791	0.353
irks	leideanna	0.276	0.781	0.339
iron	iarann	0.448	0.351	0.679
ironclad	ironclad	0.561	0.648	0.679
ironic	iarannach	0.435	0.550	0.500
irons	iarainn	0.531	0.441	0.625
irony	irony	0.390	0.587	0.508
irradiation	ionradaíocht	0.385	0.736	0.509
irrational	neamhréasúnach	0.125	0.648	0.394
irrationality	irrationality	0.198	0.735	0.361
irreconcilable	irreconcilable	0.146	0.667	0.375
irreducible	neamh-inghlactha	0.296	0.455	0.569
irrefutable	irrefutable	0.496	0.549	0.716
irregular	neamhrialta	0.312	0.548	0.321
irregularity	neamhrialtacht	0.104	0.647	0.306
irregularly	neamhrialta	0.292	0.565	0.397
irrelevant	nach mbaineann le hábhar	0.138	0.311	0.296
irreparable	neamh-inrianaithe	0.061	0.530	0.430
irreplaceable	in-athsholáthair	0.479	0.580	0.833
irrepressible	irrepressible	0.512	0.566	0.745
irresistible	neamh-intuartha	0.823	0.833	0.839
irrespective	beag beann ar bith	0.497	0.538	0.745
irresponsible	neamhfhreagrach	0.177	0.680	0.241
irreverent	neamhbhristeanach	0.191	0.694	0.634
irreversible	neamh-inchúlghairthe	0.170	0.541	0.667
irrevocable	neamh-inchúlghairthe	0.296	0.560	0.712
irrigate	uiscigh	0.272	0.458	0.490
irrigation	uisciúcháin	0.259	0.426	0.426
irritability	greannaitheacht	0.146	0.853	0.283
irritable	irritable	0.112	0.952	0.462
irritate	greannú	0.167	0.890	0.368
irritated	greannmhar	0.210	0.816	0.281
irritates	greannú	0.173	0.810	0.295
irritating	greannmhar	0.104	0.912	0.393
irritation	greannú	0.073	0.833	0.496
island	oileán	0.745	0.347	0.432
isle	isle	0.667	0.390	0.443
islet	islet	0.612	0.314	0.367
isolate	leithlis	0.235	0.422	0.336
isolated	scoite amach	0.221	0.356	0.255
isolation	aonrú	0.198	0.338	0.339
isomorphism	isomorphism	0.448	0.361	0.481
isothermal	isothermal	0.459	0.491	0.500
isotope	iseatóp	0.429	0.404	0.407
issue	eisiúint	0.316	0.819	0.351
itch	itch	0.319	0.610	0.465
itching	itching	0.208	0.690	0.300
itchy	itchy	0.334	0.726	0.296
item	mír	0.594	0.270	0.465
itemize	itemize	0.459	0.527	0.518
items	míreanna	0.542	0.401	0.434
iterate	éerate	0.449	0.460	0.440
iteration	athuair	0.531	0.449	0.486
iterative	athuair	0.429	0.420	0.500
itinerant	itinerant	0.449	0.545	0.439
itinerary	itinerary	0.551	0.550	0.454
ivory	Eabhair	0.625	0.235	0.566
jab	jab	0.385	0.519	0.482
jabber	jabber	0.417	0.506	0.342
jack	Jack	0.487	0.450	0.441
jackal	jackal	0.333	0.582	0.436
jackass	jackass	0.188	0.692	0.279
jacket	seaicéad	0.656	0.302	0.382
jackhammer	jackhammer	0.199	0.690	0.519
jackpot	Pota Óir	0.950	0.750	0.786
jackrabbit	jackrabbit	0.625	0.379	0.344
jacks	jacks	0.490	0.400	0.505
jade	jade	0.604	0.410	0.455
jaded	jaded	0.255	0.560	0.400
jag	NO TRANSLATION	0.408	0.440	0.427
jagged	geallta	0.082	0.462	0.213
jaguar	jaguar	0.559	0.710	0.654
jail	príosún	0.094	0.898	0.480
jailbird	jailbird	0.240	0.567	0.473
jailbreak	jailbreak	0.354	0.629	0.471
jailer	bainisteoir	0.194	0.630	0.632
jailhouse	jailhouse	0.104	0.887	0.430
jalopy	jalopy	0.396	0.436	0.337
jam	subh	0.510	0.548	0.318
jamboree	bambó	0.602	0.625	0.351
jammed	jammed	0.235	0.817	0.411
jammer	jammer	0.417	0.540	0.491
janitor	janitor	0.510	0.350	0.527
janitorial	janitorial	0.490	0.373	0.481
japan	an tSeapáin	0.667	0.482	0.580
jar	jar	0.430	0.346	0.318
jargon	béarlagair	0.333	0.548	0.404
jarhead	jarhead	0.408	0.530	0.464
jarring	jarring	0.210	0.673	0.309
jasmine	jasmine	0.765	0.230	0.286
jasper	jasper	0.480	0.425	0.402
jaundice	jaundice	0.214	0.480	0.355
jaunt	bain	0.808	0.451	0.500
java	java	0.459	0.321	0.343
javelin	buachaillín	0.385	0.481	0.465
jaw	jaw	0.500	0.510	0.420
jawbone	dromchla	0.468	0.413	0.342
jaws	buachaillí	0.385	0.528	0.455
jay	jay	0.531	0.408	0.389
jazz	snagcheol	0.677	0.362	0.450
jazzy	jazzy	0.725	0.431	0.389
jealous	éad	0.173	0.855	0.345
jealousy	éad	0.146	0.783	0.481
jean	jean	0.602	0.444	0.364
jeans	jeans	0.622	0.324	0.371
jeep	jeep	0.602	0.510	0.612
jeering	jeering	0.266	0.792	0.380
jelly	glóthach	0.651	0.294	0.256
jellybean	gealóg	0.592	0.406	0.399
jellyfish	smugairle róin	0.531	0.567	0.377
jenny	jenny	0.542	0.406	0.407
jeopardize	gcontúirt	0.260	0.877	0.582
jeopardy	cionta	0.129	0.908	0.536
jerk	jerk	0.194	0.630	0.238
jerks	jerks	0.214	0.788	0.395
jerky	jerky	0.233	0.538	0.358
jersey	geansaí	0.594	0.317	0.411
jest	NO TRANSLATION	0.520	0.736	0.222
jester	tástálaí	0.388	0.670	0.264
jesus	jesus	0.800	0.400	0.620
jet	scaird	0.612	0.721	0.606
jetty	lanna	0.602	0.480	0.453
jewel	jewel	0.827	0.588	0.625
jeweler	seodaire	0.760	0.482	0.500
jewelry	seodra	0.823	0.569	0.597
jib	jib	0.406	0.420	0.413
jiff	NO TRANSLATION	0.576	0.404	0.349
jiffy	jiffy	0.410	0.444	0.380
jig	jig	0.531	0.396	0.357
jiggle	jiggle	0.592	0.673	0.518
jigsaw	mionsaile	0.594	0.582	0.519
jihad	jihad	0.323	0.660	0.444
jimmy	jimmy	0.579	0.321	0.311
jingle	jingle	0.635	0.500	0.424
