Word	Yoruba-yo	Valence	Arousal	Dominance
motley	motley	0.480	0.398	0.412
motor	motor	0.531	0.551	0.648
motorbike	motorbike	0.552	0.608	0.616
motorboat	ọkọ oju omi	0.677	0.500	0.390
motorcade	Gigun kẹkẹ	0.708	0.730	0.593
motorcar	ọkọ ayọkẹlẹ	0.694	0.565	0.682
motorcycle	alupupu	0.677	0.764	0.713
motorist	motorist	0.562	0.663	0.578
motte	motte	0.481	0.389	0.370
mottled	mottled	0.380	0.336	0.295
motto	motto	0.688	0.317	0.439
mould	m	0.357	0.176	0.246
mound	apiti	0.520	0.481	0.509
mount	oke	0.500	0.292	0.348
mountain	oke	0.698	0.408	0.649
mountaineer	olutọju	0.635	0.774	0.535
mountainous	oke-nla	0.635	0.519	0.612
mountains	awọn oke-nla	0.766	0.433	0.569
mountaintop	oke-nla	0.653	0.541	0.713
mourn	ṣọfọ	0.056	0.583	0.150
mournful	ṣọfọ	0.180	0.441	0.188
mourning	ọfọ	0.177	0.490	0.266
mouse	Asin	0.427	0.441	0.206
mousetrap	mousetrap	0.180	0.643	0.330
mousse	Mousse	0.604	0.336	0.368
moustache	egungun	0.470	0.236	0.409
mousy	Mousy	0.480	0.413	0.339
mouth	ẹnu	0.734	0.294	0.336
mouthful	ẹnu	0.609	0.565	0.389
mouthpiece	ẹnu ẹnu	0.573	0.346	0.393
mouthwash	ẹnu	0.438	0.385	0.352
movable	Movable	0.469	0.509	0.500
move	gbe	0.656	0.647	0.670
movement	igbiyanju	0.656	0.654	0.658
mover	alara	0.615	0.539	0.466
movie	fiimu	0.792	0.560	0.471
movies	sinima	0.724	0.426	0.472
moving	gbigbe	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	ontesiwaju	0.490	0.529	0.435
mow	mow	0.420	0.559	0.393
mower	mimu	0.458	0.510	0.368
moxie	Moxie	0.531	0.490	0.366
mozzarella	mozzarella	0.653	0.265	0.340
mri	mri	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	muck	0.347	0.423	0.272
mucked	mu mu	0.184	0.500	0.373
mucous	mucous	0.330	0.296	0.293
mucus	mucus	0.143	0.309	0.228
mud	pẹtẹpẹtẹ	0.333	0.260	0.185
muddle	pẹtẹpẹtẹ	0.184	0.710	0.336
muddled	pẹtẹpẹtẹ	0.250	0.615	0.263
muddy	muddy	0.292	0.400	0.283
muff	muff	0.542	0.335	0.314
muffin	muffin	0.684	0.430	0.306
muffled	muffled	0.479	0.330	0.421
muffler	muffler	0.357	0.407	0.454
mug	ago	0.542	0.214	0.382
mugger	mugger	0.125	0.850	0.500
mulberry	mulberry	0.469	0.315	0.361
mulch	mulch	0.349	0.361	0.383
mule	mule	0.320	0.337	0.254
mull	mull	0.663	0.340	0.594
mullet	mullet	0.521	0.356	0.377
multilateral	multilateral	0.500	0.469	0.705
multimedia	multimedia	0.611	0.390	0.607
multinational	multinational	0.656	0.510	0.842
multiple	ọpọ	0.660	0.510	0.578
multiple sclerosis	ọpọlọ-ọpọlọ	0.188	0.587	0.483
multiplex	multiplex	0.610	0.590	0.667
multiplication	isodipupo	0.646	0.565	0.762
multiplicity	multiplicity	0.677	0.490	0.777
multiplied	isodipupo	0.802	0.559	0.729
multiplier	multiplier	0.643	0.615	0.741
multiply	isodipupo	0.802	0.625	0.777
multitude	ọpọlọpọ	0.562	0.765	0.847
mum	Mama	0.802	0.317	0.698
mumble	mumble	0.292	0.444	0.245
mumbo	mumbo	0.429	0.506	0.336
mummy	mummy	0.400	0.588	0.415
mumps	mumps	0.099	0.410	0.311
munch	munch	0.541	0.277	0.434
munchies	munchies	0.562	0.470	0.491
munchkin	munchkin	0.490	0.466	0.374
mundane	mundane	0.312	0.420	0.480
municipal	ilu	0.625	0.390	0.758
municipality	agbegbe	0.569	0.280	0.614
mural	mural	0.551	0.265	0.454
murder	ipaniyan	0.061	0.942	0.615
murderer	apaniyan	0.010	0.960	0.650
murderess	apaniyan	0.041	0.941	0.462
murderous	apaniyan	0.017	0.940	0.682
murky	murky	0.143	0.618	0.370
murmur	kùn	0.458	0.520	0.200
muscle	isan	0.359	0.490	0.645
muscular	ti iṣan	0.531	0.434	0.577
muse	muse	0.760	0.360	0.509
muses	awọn iṣọn	0.714	0.434	0.571
museum	musiọmu	0.792	0.206	0.481
mush	NO TRANSLATION	0.500	0.311	0.125
mushroom	Olu	0.490	0.274	0.269
mushy	mushy	0.520	0.200	0.182
music	orin	0.833	0.563	0.605
musical	orin orin	0.908	0.630	0.530
musician	alarinrin	0.816	0.509	0.618
musing	gbigbọn	0.740	0.151	0.465
musk	musk	0.469	0.454	0.453
musket	isanwo	0.260	0.654	0.510
musketeer	akọsilẹ	0.694	0.569	0.705
muskrat	muskrat	0.439	0.510	0.368
muslin	muslin	0.439	0.304	0.352
muss	NO TRANSLATION	0.418	0.438	0.302
must	gbọdọ	0.408	0.382	0.441
mustang	mustang	0.635	0.642	0.708
mustard	eweko	0.500	0.346	0.275
muster	mu	0.635	0.460	0.548
musty	musty	0.354	0.367	0.267
mutable	ti o ṣeeṣe	0.426	0.531	0.491
mutant	iyatọ	0.337	0.676	0.573
mutate	mutate	0.281	0.548	0.463
mutation	iyipada	0.365	0.625	0.611
mute	ogbi	0.271	0.200	0.250
muted	dákẹ	0.260	0.167	0.162
mutilate	yọkufẹ	0.125	0.900	0.465
mutilated	mutilated	0.041	0.841	0.356
mutilation	ipalara	0.122	0.782	0.456
mutiny	mutiny	0.323	0.890	0.549
mutt	mutt	0.418	0.408	0.387
mutter	NO TRANSLATION	0.406	0.427	0.228
mutton	mutton	0.427	0.283	0.393
mutual	pelu owo	0.729	0.321	0.464
mutually	lapapọ	0.844	0.490	0.582
muzzle	muzzle	0.388	0.430	0.232
myfavorite	iferanju mi	0.812	0.587	0.615
myopia	myopia	0.245	0.387	0.226
myopic	myopic	0.344	0.396	0.218
myriad	ọpọlọpọ	0.480	0.429	0.550
mysterious	ohun to	0.448	0.699	0.455
mystery	ohun ijinlẹ	0.417	0.667	0.519
mystic	Igbon	0.643	0.520	0.535
mystical	iṣiro	0.594	0.443	0.689
mysticism	Iwakiri	0.594	0.598	0.423
mystified	Ifiyesi	0.344	0.600	0.509
mystique	mystique	0.668	0.633	0.667
myth	Adaparọ	0.458	0.432	0.338
mythic	mythic	0.635	0.528	0.645
mythical	iṣiro	0.625	0.556	0.583
mythological	itan-aiye atijọ	0.760	0.573	0.658
mythology	itan aye atijọ	0.684	0.439	0.688
nab	nab	0.469	0.544	0.407
nacho	nacho	0.667	0.259	0.333
nada	NO TRANSLATION	0.250	0.231	0.136
nadir	nadir	0.479	0.363	0.424
nag	NO TRANSLATION	0.271	0.451	0.472
nail	àlàfo	0.469	0.397	0.282
nail gun	Nail ibon	0.378	0.806	0.574
naive	rọrun	0.406	0.260	0.375
naked	ni ihooho	0.323	0.885	0.288
nakedness	ihoho	0.480	0.760	0.350
namaste	NO TRANSLATION	0.719	0.255	0.464
name	orukọ	0.573	0.300	0.415
named	ti a daruko	0.562	0.396	0.565
nameless	laini orukọ	0.344	0.280	0.164
namesake	namesake	0.418	0.327	0.404
naming	n pe orukọ	0.667	0.410	0.559
nana	wo	0.765	0.255	0.375
nanny	nanny	0.615	0.370	0.528
nanometer	nanometer	0.375	0.356	0.446
nap	nap	0.660	0.098	0.342
napalm	napalm	0.265	0.580	0.471
nape	nape	0.427	0.268	0.298
napkin	napkin	0.469	0.142	0.209
napping	sisọ	0.765	0.046	0.306
nappy	alaafia	0.529	0.333	0.207
narcissism	narcissism	0.214	0.639	0.540
narcissist	narcissist	0.173	0.614	0.629
narcissistic	narcissistic	0.323	0.708	0.655
narcotic	narcotic	0.102	0.858	0.450
narrate	sọ asọ	0.541	0.480	0.473
narration	alaye	0.622	0.408	0.551
narrative	alaye	0.580	0.303	0.443
narrator	narrator	0.673	0.430	0.623
narrow	dín	0.260	0.368	0.356
narrowing	narrowing	0.354	0.593	0.357
nasal	Ọna	0.479	0.340	0.330
nascent	Ọgbẹni	0.684	0.373	0.585
nasty	ẹgbin	0.115	0.620	0.264
natal	natal	0.755	0.462	0.481
nation	orilẹ-ede	0.594	0.443	0.821
national	Orilẹ-ede	0.698	0.365	0.663
nationality	orilẹ-ede	0.642	0.400	0.772
nationwide	orilẹ-ede	0.684	0.217	0.672
native	abinibi	0.635	0.422	0.710
nativity	Iseda	0.750	0.337	0.673
natural	adayeba	0.854	0.118	0.481
natural gas	adayeba gaasi	0.635	0.324	0.396
naturalist	naturalist	0.844	0.255	0.562
naturalization	ipilẹṣẹ	0.781	0.279	0.652
naturalized	naturalized	0.760	0.333	0.600
naturally	nipa ti	0.854	0.276	0.549
nature	iseda	0.857	0.184	0.643
naught	kosi	0.344	0.176	0.161
naughty	alaigbọran	0.451	0.857	0.371
nausea	Nausea	0.104	0.781	0.273
nauseate	nauseate	0.062	0.660	0.176
nauseating	tausa	0.021	0.640	0.250
nauseous	nauseous	0.135	0.780	0.284
nautical	nautical	0.646	0.250	0.579
nautilus	nautilus	0.396	0.509	0.517
naval	ọkọ na	0.542	0.449	0.679
nave	nave	0.583	0.448	0.585
navel	navel	0.448	0.261	0.276
navigable	navigable	0.749	0.406	0.645
navigate	lilö kiri	0.740	0.555	0.675
navigation	lilọ kiri	0.841	0.470	0.720
navigational	lilọ kiri	0.573	0.481	0.564
navigator	navigator	0.583	0.592	0.623
navy	awọn ọgagun	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	ti a ko ni afojusọna	0.271	0.373	0.265
neat	ọfọ	0.878	0.235	0.491
neatly	maatly	0.802	0.412	0.588
nebula	Nebula	0.510	0.418	0.438
nebulae	nọnu	0.490	0.330	0.472
nebulous	ti ko dara	0.469	0.347	0.417
necessarily	dandan	0.667	0.423	0.598
necessary	pataki	0.750	0.433	0.679
necessitate	pataki	0.578	0.604	0.516
necessities	ohun pataki	0.520	0.630	0.463
necessity	tianillati	0.567	0.471	0.588
neck	ọrun	0.541	0.245	0.345
necklace	ẹgba ọrun	0.760	0.294	0.373
necktie	ọrun	0.583	0.229	0.314
necromancer	Necromancer	0.333	0.625	0.536
necrosis	Negirosisi	0.115	0.622	0.385
nectar	Nectar	0.746	0.331	0.398
need	nilo	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	nilo	0.677	0.342	0.679
needful	nilo	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	abẹrẹ	0.250	0.472	0.360
needlepoint	needlepoint	0.653	0.500	0.556
needles	abere	0.250	0.602	0.348
needless	ailokoko	0.327	0.385	0.200
needtoknow	needtoknow	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	alaini	0.360	0.451	0.245
nefarious	ko dara	0.184	0.720	0.528
negation	aṣoju	0.255	0.461	0.297
negative	odi	0.102	0.527	0.176
negativity	koṣe	0.060	0.520	0.273
neglect	aṣiṣe	0.045	0.550	0.163
neglected	ti gbagbe	0.271	0.385	0.160
neglecting	aṣiyẹ	0.177	0.441	0.230
negligee	aifiyesi	0.385	0.520	0.336
negligence	aifiyesi	0.092	0.570	0.251
negligent	aifiyesi	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	aifiyesi	0.177	0.292	0.232
negotiable	negotiable	0.688	0.585	0.731
negotiate	ṣe idunadura	0.612	0.708	0.769
negotiation	idunadura	0.490	0.615	0.728
negotiator	onisowo	0.635	0.471	0.817
negro	negro	0.354	0.368	0.461
neigh	arabinrin	0.378	0.642	0.373
neighbor	aladugbo	0.657	0.448	0.434
neighborhood	agbegbe	0.385	0.469	0.373
neighboring	adugbo	0.656	0.306	0.481
nemesis	nemesis	0.271	0.688	0.647
neon	Neon	0.594	0.480	0.380
neonatal	Neonatal	0.542	0.529	0.357
neophyte	neophyte	0.286	0.363	0.411
neoprene	Neoprene	0.316	0.451	0.443
nephew	ọmọ arakunrin	0.719	0.337	0.412
nepotism	nepotism	0.349	0.584	0.517
nerd	nerd	0.408	0.481	0.315
nerdy	nerdy	0.296	0.255	0.292
nerve	nafu ara	0.129	0.698	0.307
nerves	ara	0.333	0.783	0.264
nervous	aifọkanbalẹ	0.235	0.820	0.213
nervousness	nervousness	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	ṣii	0.396	0.480	0.392
nest	itẹ-ẹiyẹ	0.687	0.221	0.333
nestle	nestle	0.625	0.308	0.379
nestling	nestling	0.604	0.427	0.286
net	apapọ	0.441	0.288	0.417
nether	lapapọ	0.240	0.265	0.259
netting	npa	0.368	0.509	0.585
nettle	ipalara	0.406	0.324	0.490
network	nẹtiwọki	0.531	0.337	0.466
networking	Nẹtiwọki	0.625	0.482	0.545
neural	neural	0.582	0.426	0.391
neuralgia	Neuralgia	0.092	0.706	0.439
neurological	kooro	0.500	0.540	0.558
neurologist	Neurologist	0.608	0.500	0.736
neurology	kooro	0.459	0.537	0.580
neurosis	neurosis	0.122	0.766	0.418
neurosurgeon	neurosurgeon	0.590	0.673	0.755
neurosurgery	neurosurgery	0.490	0.632	0.730
neurotic	neurotic	0.198	0.801	0.387
neuter	Neuter	0.621	0.163	0.302
neutral	didoju	0.469	0.184	0.357
neutrality	Idaabobo	0.469	0.205	0.434
neutralize	yomi	0.519	0.363	0.719
neutron	neutron	0.469	0.440	0.679
new	titun	0.917	0.490	0.582
new age	ọjọ ori tuntun	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	ọmọ ikoko	0.918	0.580	0.372
newcomer	titunṣe	0.622	0.380	0.396
newday	ọjọ tuntun	0.847	0.388	0.618
newfound	newfound	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	titunlife	0.898	0.646	0.701
newly	tuntun tuntun	0.688	0.422	0.552
newlywed	ni iyawo tuntun	0.847	0.706	0.570
newme	newme	0.643	0.550	0.527
newness	titun	0.740	0.522	0.588
news	iroyin	0.633	0.580	0.610
newscast	iroyin iroyin	0.531	0.509	0.714
newscaster	newscaster	0.646	0.510	0.764
newsflash	iroyin iroyin	0.604	0.637	0.518
newsletter	iwe iroyin	0.622	0.385	0.490
newsman	oni iroyin	0.604	0.480	0.696
newspaper	irohin	0.602	0.283	0.444
newspaperman	onise iroyin	0.561	0.458	0.750
newsreel	Ibalẹ	0.625	0.571	0.577
newsroom	iwe iroyin	0.531	0.392	0.658
newsstand	iwe iroyin	0.615	0.222	0.336
newstart	newstart	0.802	0.510	0.667
newt	titunt	0.458	0.380	0.541
newyear	NO TRANSLATION	0.938	0.784	0.520
nexus	Nexus	0.496	0.368	0.412
nib	nib	0.510	0.282	0.406
nibble	nibiti	0.551	0.551	0.411
nice	wuyi	0.930	0.442	0.650
niche	niche	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	nick	0.554	0.388	0.387
nickel	nickel	0.510	0.347	0.406
nickname	inagije	0.490	0.470	0.263
nicotine	Nicotine	0.235	0.608	0.447
niece	niece	0.771	0.320	0.400
nifty	nifty	0.740	0.745	0.815
nigger	nigger	0.240	0.347	0.398
nigh	sunmọ	0.653	0.216	0.336
night	alẹ	0.598	0.396	0.404
nightcap	nightcap	0.750	0.196	0.268
nightclub	ile-iṣọ	0.802	0.894	0.528
nightfall	alẹpọ	0.490	0.436	0.426
nightgown	nightgown	0.643	0.408	0.250
nightie	nightie	0.630	0.388	0.274
nightingale	nightingale	0.740	0.340	0.496
nightlife	Idalaraye	0.542	0.783	0.510
nightly	alẹ	0.673	0.410	0.474
nightmare	alaburuku	0.005	0.810	0.436
nightmares	alarinrin	0.082	0.942	0.448
nightstand	akọle oru	0.490	0.130	0.327
nightstick	aṣalẹ alẹ	0.500	0.461	0.348
nighttime	alẹ	0.735	0.385	0.439
nihilism	nihilism	0.367	0.510	0.364
nil	nil	0.286	0.143	0.157
nimble	nimble	0.833	0.729	0.769
nimrod	nimrod	0.327	0.500	0.539
nincompoop	nincompoop	0.365	0.431	0.368
nine	mẹsan	0.552	0.255	0.327
nineteen	ọdun meedogun	0.673	0.304	0.375
ninety	aadọrun	0.479	0.349	0.436
ninja	ninja	0.542	0.844	0.682
ninny	ninny	0.344	0.343	0.309
nintendo	nintendo	0.802	0.571	0.464
ninth	kẹsan	0.490	0.212	0.396
nip	nip	0.281	0.700	0.264
nipper	nipper	0.386	0.422	0.317
nipple	ori ọmu	0.480	0.786	0.415
nippy	niyọ	0.540	0.500	0.416
nitrate	iyọ	0.388	0.406	0.500
nitro	nitro	0.500	0.647	0.639
nitrogen	nitrogen	0.427	0.435	0.562
nitrous	nitrous	0.435	0.561	0.411
nitwit	nitwit	0.146	0.606	0.139
nix	Nix	0.330	0.380	0.404
no anticipation	ko si ifojusona	0.396	0.480	0.341
no disgust	ko si ikorira	0.510	0.324	0.448
no emotion	ko si imolara	0.170	0.109	0.225
no sentiment	ko si itara	0.092	0.382	0.278
no surprise	ko si iyalenu	0.171	0.224	0.412
no trust	ko si igbekele	0.055	0.445	0.257
nobility	ipo-aṣẹ	0.844	0.347	0.736
noble	ọlọla	0.906	0.345	0.610
nobleman	ọlọlá	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	aṣalẹ	0.540	0.500	0.462
nod	nod	0.590	0.367	0.427
nodding	nodding	0.694	0.294	0.426
node	oju ipade	0.396	0.343	0.361
nodular	nodular	0.438	0.351	0.411
nodule	nodule	0.312	0.426	0.349
noggin	noggin	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	dudu	0.375	0.394	0.365
noise	ariwo	0.260	0.883	0.388
noisy	alariwo	0.271	0.812	0.561
nomad	nomad	0.375	0.413	0.433
nomadic	nomadic	0.427	0.519	0.422
nomenclature	nomenclature	0.500	0.222	0.575
nominal	ipinnu	0.594	0.250	0.463
nominate	yan orukọ	0.615	0.471	0.669
nomination	ipinnu lati yan	0.663	0.637	0.696
nominee	nominee	0.662	0.625	0.765
nonce	kii ṣe	0.422	0.370	0.377
nonchalant	nonchalant	0.312	0.314	0.366
noncompliance	alaigbagbọ	0.112	0.598	0.259
nondescript	nondescript	0.490	0.434	0.348
nonexistent	ko si	0.208	0.429	0.149
nonfat	nonfat	0.604	0.260	0.340
nonfiction	aipe	0.426	0.315	0.431
nonpayment	aibowo	0.229	0.510	0.298
nonresident	alailẹgbẹ	0.250	0.340	0.302
nonsense	ọrọ isọkusọ	0.214	0.531	0.155
nonsensical	aigbọwọ	0.173	0.268	0.193
nonviolent	alaafia	0.640	0.287	0.346
noob	noob	0.417	0.430	0.267
noodle	Noodle	0.633	0.216	0.225
nook	Nook	0.480	0.321	0.296
noon	kẹfa	0.531	0.343	0.518
noose	noose	0.356	0.300	0.330
nopoint	NO TRANSLATION	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	iwuwasi	0.500	0.245	0.527
normal	deede	0.740	0.127	0.380
normalcy	deedecy	0.805	0.151	0.620
normality	standardality	0.781	0.089	0.444
north	ariwa	0.531	0.255	0.450
northbound	ariwa	0.604	0.454	0.491
northeast	Ariwa	0.562	0.260	0.375
northern	Ariwa	0.570	0.340	0.472
northwest	ariwa-oorun	0.604	0.345	0.451
northwestern	ariwa-oorun	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	imu	0.582	0.270	0.245
nosebleed	imu	0.153	0.776	0.361
nosey	ọpẹ	0.276	0.655	0.223
nosnow	wagbọn	0.392	0.394	0.366
nostalgia	nostalgia	0.417	0.337	0.339
nostalgic	nostalgic	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	aṣalẹ	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	ọpẹ	0.292	0.558	0.433
not negative	kii ṣe odi	0.622	0.270	0.444
not positive	kii ṣe rere	0.051	0.370	0.236
notable	ohun akiyesi	0.760	0.450	0.696
notables	awọn ọlọla	0.594	0.608	0.755
notably	paapaa	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	notary	0.541	0.451	0.676
notation	akọsilẹ	0.635	0.380	0.558
notch	ogbontarigi	0.459	0.361	0.358
notched	ti ṣe akiyesi	0.480	0.530	0.356
note	akọsilẹ	0.594	0.163	0.416
notebook	ajako	0.449	0.167	0.442
noted	woye	0.615	0.382	0.464
noteworthy	akiyesi	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	ohunkohun	0.204	0.080	0.161
notice	akiyesi	0.646	0.408	0.491
noticeable	ti ṣe akiyesi	0.890	0.562	0.750
notification	iwifunni	0.604	0.461	0.671
notify	sọ ọ	0.643	0.471	0.573
notion	iro	0.612	0.284	0.667
notional	notional	0.520	0.288	0.500
notoriety	akiyesi	0.552	0.633	0.769
notorious	mọ	0.366	0.582	0.609
notready	ko si tẹlẹ	0.133	0.400	0.196
notwithstanding	ṣugbọn	0.367	0.316	0.433
nought	kosi	0.312	0.098	0.116
noun	orúkọ	0.531	0.230	0.477
nourish	ntọju	0.878	0.460	0.639
nourishment	nmu	0.786	0.290	0.631
nouveau	NO TRANSLATION	0.633	0.438	0.432
novel	aramada	0.702	0.352	0.439
novelist	onkowe	0.340	0.343	0.529
novelty	aratuntun	0.673	0.521	0.740
novice	novice	0.429	0.346	0.180
nowadays	ni ode oni	0.680	0.346	0.400
nowork	Atilẹyin	0.312	0.264	0.309
noworries	ko si wahala	0.630	0.402	0.500
noxious	alakoye	0.177	0.585	0.379
nozzle	nozzle	0.438	0.330	0.287
nuance	nuance	0.408	0.282	0.411
nuances	nuances	0.490	0.375	0.527
nuclear	iparun	0.219	0.856	0.781
nucleus	nucleus	0.529	0.296	0.667
nude	ihoho	0.490	0.915	0.200
nudge	nudge	0.448	0.500	0.509
nudie	nudie	0.500	0.529	0.373
nudist	nudist	0.440	0.796	0.483
nudity	nudity	0.438	0.853	0.415
nugget	nugget	0.602	0.340	0.348
nuisance	iparun	0.198	0.817	0.227
nuke	Nuke	0.125	0.905	0.873
nul	NO TRANSLATION	0.337	0.358	0.264
null	null	0.253	0.147	0.152
nullify	nullify	0.255	0.373	0.395
numb	numb	0.108	0.420	0.352
number	nọmba	0.406	0.231	0.471
numbering	nọmba nọmba	0.510	0.363	0.482
numbers	awọn nọmba	0.406	0.241	0.440
numbness	numbness	0.306	0.398	0.265
numbskull	numbskull	0.300	0.472	0.284
numeral	nọmba nọmba	0.582	0.254	0.382
numerator	numerator	0.490	0.317	0.526
numerical	nọmba	0.479	0.322	0.517
numerically	lẹmeji	0.510	0.337	0.500
numerous	afonifoji	0.622	0.462	0.609
nun	NO TRANSLATION	0.500	0.150	0.406
nunchucks	awọn aṣoju	0.337	0.580	0.526
nunnery	nuninery	0.653	0.236	0.473
nuptials	Awọn iwe-iwe	0.771	0.588	0.571
nurse	nọọsi	0.635	0.578	0.521
nursemaid	nursemaid	0.615	0.431	0.436
nursery	nọsìrì	0.894	0.406	0.389
nursing	ntọjú	0.552	0.549	0.653
nurture	ntọju	0.745	0.378	0.657
nut	nut	0.365	0.310	0.250
nutcase	nutcase	0.286	0.775	0.259
nutcracker	nutcracker	0.635	0.378	0.522
nuthouse	nuthouse	0.347	0.519	0.434
nutmeg	nutmeg	0.635	0.302	0.350
nutrition	ounje	0.885	0.420	0.579
nutritional	onje tio dara	0.812	0.406	0.676
nutritious	ounjẹ	0.833	0.337	0.655
nutritive	nutritive	0.875	0.422	0.667
nuts	eso	0.594	0.250	0.291
nutshell	Ọpẹ	0.458	0.407	0.310
nutty	nutty	0.444	0.317	0.271
nylon	ọra	0.490	0.304	0.295
nylong	NO TRANSLATION	0.439	0.248	0.351
nylons	nylons	0.556	0.379	0.320
nymph	nymph	0.542	0.529	0.472
nymphomaniac	nymphomaniac	0.398	0.894	0.536
oaf	ologun	0.344	0.357	0.330
oak	oaku	0.583	0.245	0.536
oar	ologun	0.469	0.392	0.316
oasis	oasis	0.796	0.283	0.429
oat	oat	0.622	0.170	0.298
oath	ibura	0.543	0.615	0.824
oatmeal	oatmeal	0.592	0.192	0.241
obedience	ìgbọràn	0.765	0.287	0.536
obedient	igbọràn	0.800	0.179	0.518
obediently	igbọran	0.802	0.304	0.577
obelisk	obelisk	0.604	0.408	0.596
obese	sanra	0.133	0.427	0.250
obesity	isanraju	0.215	0.370	0.328
obey	gbọràn	0.677	0.433	0.533
obi	Obi	0.469	0.442	0.414
obit	obit	0.410	0.464	0.393
obituary	ibi ipamọ	0.188	0.330	0.423
object	ohun	0.531	0.356	0.375
objection	ipalara	0.347	0.592	0.709
objectionable	ohun ibanuje	0.459	0.382	0.558
objective	ohun	0.724	0.337	0.736
objectivity	ifarahan	0.765	0.431	0.711
obligation	ọranyan	0.222	0.596	0.718
obligatory	dandan	0.337	0.571	0.780
oblige	di dandan	0.281	0.770	0.614
obliged	ti rọ	0.327	0.680	0.411
obliging	rọwọ	0.740	0.402	0.545
obligor	obligor	0.302	0.600	0.360
oblique	oblique	0.438	0.347	0.455
obliterate	obliterate	0.250	0.539	0.569
obliterated	rọwọ	0.240	0.469	0.344
obliteration	imukuro	0.177	0.622	0.397
oblivion	aṣiṣe	0.153	0.330	0.282
oblivious	laanu	0.229	0.388	0.355
oblong	oblong	0.561	0.455	0.370
obnoxious	ohun ti o buru	0.088	0.602	0.256
oboe	oboe	0.510	0.340	0.392
obscene	oju-ara	0.050	0.745	0.348
obscenity	ẹgan	0.083	0.843	0.418
obscure	ibiti	0.370	0.551	0.278
obscured	bamu	0.115	0.356	0.298
obscurity	aibikita	0.208	0.392	0.380
observance	akiyesi	0.531	0.315	0.632
observant	akiyesi	0.740	0.422	0.708
observation	akiyesi	0.633	0.433	0.667
observatory	akiyesi	0.643	0.324	0.731
observe	ṣe akiyesi	0.771	0.390	0.360
observer	oluwoye	0.663	0.363	0.603
observing	wíwo	0.583	0.400	0.685
obsess	ojuju	0.112	0.846	0.509
obsessed	oju afẹju	0.219	0.840	0.439
obsessing	ojuju	0.173	0.773	0.698
obsession	fifọ	0.229	0.847	0.571
obsessive	ohun ti o ṣe akiyesi	0.219	0.823	0.480
obsolescence	aifọwọyi	0.250	0.431	0.377
obsolete	ti aijọpọ	0.337	0.321	0.250
obstacle	idiwọ	0.204	0.708	0.336
obstetrician	obstetrician	0.521	0.636	0.604
obstetrics	obstetrics	0.530	0.582	0.564
obstinate	obstinate	0.146	0.696	0.562
obstruct	dena	0.115	0.660	0.458
obstruction	idaduro	0.125	0.742	0.491
obstructive	obstructive	0.204	0.650	0.613
obtain	gba	0.760	0.438	0.731
obtainable	ti o gba	0.677	0.327	0.702
