Word	Luxembourgish-lb	Valence	Arousal	Dominance
ornery	Ornamentatioun	0.361	0.520	0.509
orphan	Orphan	0.133	0.388	0.140
orphanage	Waisenhaus	0.184	0.439	0.425
orphaned	verwaist	0.062	0.430	0.228
orthodontist	Orthodoxist	0.469	0.615	0.564
orthodox	Orthodox	0.388	0.471	0.647
orthodoxy	Orthodoxie	0.271	0.388	0.612
orthogonal	orthogonal sinn	0.500	0.314	0.540
orthopedic	orthopädesch sinn	0.406	0.346	0.473
oscillate	Oszillum	0.449	0.580	0.397
oscillating	schwätzt	0.469	0.548	0.402
oscillation	Oszillatioun	0.562	0.433	0.431
oscillatory	Oszillatioun	0.375	0.520	0.480
ostensible	onbestänneg sinn	0.542	0.549	0.585
ostensibly	beofsiichtegt	0.473	0.529	0.509
ostentatious	éierlech	0.479	0.794	0.648
ostracized	vergraff	0.115	0.690	0.377
ostrich	Strauss	0.592	0.382	0.241
other	aaner	0.472	0.230	0.259
otter	otter	0.439	0.216	0.339
otto	otto	0.427	0.425	0.404
ottoman	Ottoman	0.531	0.337	0.444
ought	wieren	0.438	0.511	0.434
ounce	zécken	0.531	0.255	0.288
oust	entsteet	0.296	0.716	0.444
outage	Ausfall	0.306	0.684	0.438
outback	Häerz	0.500	0.324	0.430
outbid	verbannen	0.594	0.622	0.540
outboard	Bord	0.448	0.491	0.456
outbreak	Ausbrieche	0.260	0.632	0.472
outburst	brëcht	0.209	0.802	0.528
outcast	iwwergaangen ass	0.153	0.449	0.353
outcome	Ausgang	0.615	0.472	0.685
outcry	rosen	0.271	0.773	0.718
outdated	net méi aktuell	0.167	0.236	0.226
outdo	géigesäiteg	0.771	0.750	0.873
outdoor	dobaussen	0.814	0.256	0.447
outdoors	dobaussen	0.781	0.444	0.453
outer	baussen	0.552	0.471	0.456
outfit	Outfit	0.760	0.490	0.566
outgoing	erausginn	0.650	0.472	0.538
outgrow	Ausgaang	0.510	0.529	0.722
outgrowth	Wuestum	0.771	0.620	0.688
outhouse	Haus	0.281	0.519	0.255
outing	ronderëm	0.771	0.672	0.634
outlandish	verloossen	0.448	0.737	0.657
outlast	ausgeléist	0.620	0.786	0.685
outlaw	gerannt war	0.255	0.662	0.482
outlet	Outlet	0.610	0.396	0.245
outline	Skala	0.542	0.365	0.509
outlines	Skala	0.656	0.402	0.651
outlive	erlieft hunn	0.565	0.769	0.724
outlook	Ausbléck	0.830	0.525	0.625
outlying	opgeléist	0.460	0.562	0.503
outnumber	méi	0.347	0.615	0.577
outpatient	Ambulanz	0.260	0.400	0.395
outpost	Outpost	0.635	0.571	0.675
outpouring	Raus	0.562	0.685	0.552
output	Ausgab	0.604	0.389	0.434
outrage	Schold	0.060	0.689	0.542
outraged	verzien	0.156	0.696	0.538
outrageous	ronderëm	0.153	0.945	0.713
outrank	wäit	0.653	0.643	0.817
outreach	Ausmooss	0.540	0.462	0.672
outright	direkt	0.767	0.396	0.755
outrun	eraus	0.531	0.833	0.573
outset	un	0.750	0.500	0.582
outsider	aussergewéinlech	0.398	0.549	0.447
outskirts	baussechst Stad	0.474	0.519	0.312
outsmart	fuert	0.673	0.657	0.864
outspoken	Fils	0.582	0.413	0.667
outstanding	aussergewéinlech	0.898	0.760	0.896
outstretched	ausgedoen	0.448	0.481	0.519
outward	no baussen	0.449	0.439	0.365
outwards	no baussen	0.440	0.472	0.400
outweigh	ze iwwerwannen	0.486	0.600	0.682
outwit	Géigner	0.302	0.755	0.356
oval	oval	0.417	0.280	0.330
ovary	hunn	0.469	0.399	0.280
ovate	Ovate	0.385	0.286	0.368
ovation	Ovations	0.719	0.758	0.750
oven	den Uewen	0.583	0.425	0.606
overactive	iwwerflësseg ass	0.667	0.885	0.592
overall	Allgemeng	0.583	0.370	0.670
overalls	Gezei	0.500	0.392	0.373
overbearing	iwwerdréit	0.323	0.833	0.861
overburden	iwwerléist	0.115	0.755	0.546
overcast	wollekeg	0.417	0.250	0.475
overcharged	iwwerladert	0.276	0.780	0.569
overcoat	Mantel	0.594	0.265	0.430
overcome	iwwerwannen	0.719	0.689	0.848
overcoming	ze iwwerhuelen	0.842	0.765	0.855
overcrowded	vollstänneg	0.292	0.520	0.491
overdo	iwwerdréit	0.156	0.864	0.602
overdose	Iwwerdosis	0.110	0.820	0.468
overdrive	iwwerdrécken	0.303	0.715	0.732
overdue	iwwerfällt	0.125	0.427	0.259
overestimate	ze schätzen	0.367	0.796	0.444
overestimated	iwwerwaart	0.344	0.646	0.527
overflow	ze iwwerhuelen	0.398	0.792	0.500
overflowing	iwwerflësseg ass	0.439	0.796	0.635
overgrown	iwwerwältegt	0.333	0.500	0.369
overgrowth	Iwwergriewer	0.417	0.790	0.673
overhanging	iwwerhëlt	0.698	0.755	0.812
overhaul	ze rechnen	0.500	0.651	0.491
overhead	Overhead	0.344	0.700	0.538
overhear	iwwerhapt	0.650	0.365	0.580
overheated	iwwerhëtzt	0.250	0.598	0.547
overjoyed	iwwerglécklech	0.908	0.708	0.755
overkill	Iwwerkill	0.379	0.861	0.678
overlaid	iwwerlagert	0.620	0.610	0.676
overlap	iwwerlappt	0.594	0.615	0.627
overlapping	iwwerluecht	0.595	0.578	0.684
overlay	ze iwwerlageren	0.564	0.596	0.749
overload	iwwerlieft	0.381	0.690	0.652
overlook	ubelaangt	0.292	0.418	0.415
overlord	Uewerherr	0.750	0.755	0.932
overlying	drun	0.500	0.519	0.691
overpaid	iwwerwaart	0.429	0.670	0.585
overpass	Passwuert	0.562	0.561	0.565
overplayed	iwwergaang ass	0.224	0.798	0.586
overpower	iwwerkräizt	0.448	0.859	0.783
overpowering	ze iwwerwannen	0.392	0.779	0.589
overpriced	iwwerpréift	0.271	0.556	0.472
overprotective	iwwerdroe ginn	0.448	0.673	0.741
overrated	iwwerginn	0.312	0.630	0.482
overreact	iwwer reagéiert	0.306	0.912	0.471
override	ze iwwerschreiwe	0.316	0.491	0.529
overriding	iwwerdroën	0.240	0.490	0.384
overrule	ze roden	0.224	0.412	0.429
overrun	iwwerrannt ginn	0.271	0.764	0.598
oversee	kontrolléiert	0.541	0.649	0.778
overseer	Referendum	0.552	0.520	0.873
overshadow	iwwerspillt	0.333	0.549	0.654
oversight	iwwerwaacht	0.385	0.618	0.723
oversized	iwwerdroën	0.552	0.540	0.679
overslept	iwwerflësseg sinn	0.408	0.315	0.300
overstate	ze regléieren	0.281	0.779	0.635
overstock	iwwerhapt	0.344	0.592	0.589
overt	ofgeschloss	0.708	0.326	0.607
overtake	iwwerloosst	0.573	0.620	0.718
overtaken	iwwerholl	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	erhuewen	0.430	0.606	0.552
overthinking	iwwerdenken	0.408	0.761	0.525
overthrow	stierwen	0.260	0.868	0.620
overtime	iwwert d'Joren	0.447	0.504	0.529
overtired	iwwerstëmmt	0.210	0.357	0.273
overture	Ouverturen	0.490	0.402	0.491
overturn	ëmzekippen	0.240	0.765	0.396
overview	Iwwerbléck	0.615	0.380	0.539
overweight	Iwwergewiicht	0.052	0.500	0.389
overwhelm	iwwerwältegt	0.250	0.823	0.462
overwhelmed	iwwerwältegt	0.341	0.680	0.348
overwhelming	iwwerwältegend	0.327	0.830	0.640
overworked	iwwergaacht ass	0.133	0.670	0.387
overwrought	iwwerdréit	0.156	0.900	0.571
overzealous	iwwerzeegend	0.427	0.804	0.703
owe	verdankt	0.500	0.429	0.386
owing	zou	0.396	0.307	0.381
owl	Eule	0.520	0.270	0.321
owner	Besëtzer	0.776	0.449	0.920
ownership	Besëtz	0.628	0.445	0.741
ox	Ochs	0.417	0.396	0.412
oxidation	Oxidatioun	0.453	0.415	0.211
oxide	Oxid	0.354	0.377	0.298
oxygen	Sauerstoff	0.908	0.310	0.575
oxymoron	oxymoron	0.427	0.481	0.398
oyster	Auster	0.500	0.311	0.327
ozone	Ozon	0.560	0.345	0.518
pace	Geschmaach	0.510	0.380	0.390
pacemaker	Stärekach	0.448	0.569	0.582
pacific	Pazifik	0.627	0.118	0.580
pacified	Pazifikatioun	0.802	0.194	0.414
pacifier	Pabeiren	0.615	0.342	0.356
pacifist	Pazifist	0.663	0.153	0.557
pacify	ze pacify	0.812	0.283	0.629
pacing	den hellege Leit	0.583	0.551	0.491
pack	pack	0.510	0.347	0.475
package	Pak	0.571	0.433	0.443
packaging	Verpakung	0.604	0.393	0.549
packer	packen	0.520	0.480	0.537
packet	Paket	0.582	0.385	0.407
pact	Pakt	0.442	0.444	0.593
pad	Heft sinn	0.684	0.279	0.330
padded	geflücht	0.606	0.212	0.371
padding	Paddington	0.561	0.398	0.423
paddle	Paddel	0.561	0.375	0.393
paddle boat	Paddelboot	0.663	0.373	0.415
paddock	Paddock	0.480	0.429	0.481
paddy	paddy	0.653	0.330	0.330
padlock	Cutter	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	paean	0.552	0.547	0.471
pagan	heednescher	0.292	0.578	0.542
paganism	Paganismus	0.240	0.640	0.411
page	Säit	0.677	0.224	0.278
pageant	pageant	0.719	0.667	0.651
pager	Pager ageriicht	0.510	0.526	0.554
pagination	passionnéiert	0.459	0.333	0.400
paging	Paging	0.542	0.398	0.423
pagoda	Pagod	0.571	0.259	0.435
pail	Beamten	0.448	0.177	0.188
pain	Péng	0.012	0.765	0.395
pained	Péng	0.112	0.500	0.250
painful	dinn	0.050	0.742	0.330
painfully	dinn	0.156	0.720	0.407
painkiller	Pabeier	0.487	0.312	0.481
painless	uerg ze maachen	0.785	0.173	0.491
pains	Schued	0.106	0.673	0.362
painstaking	Péng	0.396	0.335	0.386
paint	ze molen	0.667	0.343	0.413
paintball	Paintball	0.615	0.745	0.537
paintbrush	Pinsel	0.714	0.226	0.353
painted	gemoolt	0.667	0.333	0.424
painter	Moler	0.677	0.366	0.487
painting	Bild	0.792	0.324	0.333
pair	Pair	0.552	0.317	0.304
paisley	paisley	0.531	0.327	0.347
pajama	Pyjama	0.908	0.157	0.245
pajamas	Pyjama	0.719	0.170	0.264
pal	Palais	0.812	0.426	0.596
palace	Palais	0.878	0.510	0.804
palatable	schmëlzbar	0.823	0.500	0.594
palate	Gaudens ginn	0.625	0.350	0.358
pale	blatzeg	0.281	0.259	0.245
paleontology	Paleontologie	0.438	0.308	0.617
palette	Palette	0.590	0.333	0.205
pall	pall	0.277	0.387	0.394
palladium	Palladium	0.470	0.380	0.393
pallet	Palette	0.604	0.241	0.349
palliative	palliativ	0.548	0.394	0.518
palm	palm	0.531	0.194	0.340
palmer	Palmer	0.480	0.269	0.413
palomino	palomino	0.616	0.349	0.396
palpable	ze palpabel	0.552	0.343	0.611
palpitations	Kréinungen	0.417	0.702	0.528
palsy	Pai	0.083	0.446	0.221
paltry	genéissen	0.333	0.491	0.320
pamper	Koppel	0.792	0.321	0.348
pamphlet	Pamphlet	0.530	0.250	0.327
pan	Pan	0.734	0.182	0.364
panacea	Panacea	0.420	0.427	0.613
panache	Panache	0.510	0.363	0.306
pancake	Paangescher	0.802	0.274	0.364
pancakes	Pflaen	0.844	0.373	0.402
pancreas	Bauchspaicheldrüs	0.469	0.302	0.366
panda	Panda	0.646	0.194	0.406
pandemic	Pandemie	0.160	0.790	0.544
pandemonium	Pandemonium	0.229	0.885	0.500
pane	briechen	0.385	0.250	0.444
panel	Panel	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	Panhandel	0.441	0.431	0.414
panic	Panik	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	Panik	0.100	0.949	0.260
panicking	ze panikéieren	0.094	0.882	0.333
panicky	panicky	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	Panorama	0.719	0.402	0.625
panoramic	Panoramavue	0.542	0.462	0.684
pansy	pansy	0.653	0.283	0.589
pant	Héifst	0.448	0.463	0.409
pantheon	Pantheon	0.144	0.410	0.610
panther	Panther	0.303	0.594	0.682
panties	Höschen	0.594	0.529	0.312
pantomime	Pantomime	0.552	0.481	0.385
pantry	Speisungsbabrik	0.622	0.294	0.312
pants	Hosen	0.673	0.320	0.333
panty	panty	0.451	0.557	0.303
pantyhose	Pantyhose	0.570	0.539	0.250
pap	pap	0.438	0.403	0.302
papa	Papp	0.656	0.340	0.527
papacy	Pätti	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	Papaya	0.630	0.306	0.300
paper	Pabeier	0.520	0.123	0.293
paperback	Bounen	0.633	0.269	0.314
paperboy	Pabeier	0.521	0.490	0.471
paperweight	Pabeier	0.421	0.278	0.433
paperwork	Pabeier	0.448	0.355	0.422
paprika	Paprika	0.417	0.250	0.264
papyrus	Papyrus	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	erzielt huet	0.479	0.357	0.525
parabola	parabola	0.542	0.413	0.620
parabolic	Parabol	0.459	0.509	0.500
parachute	Fallschirmer	0.562	0.787	0.564
parade	Parade	0.792	0.685	0.509
paradigm	Paradäis	0.573	0.429	0.779
paradise	Paradäis	0.875	0.540	0.796
paradox	Paradox	0.417	0.442	0.482
paradoxical	paradox	0.406	0.547	0.433
paraffin	Paraffin	0.426	0.291	0.343
paragon	Paragon	0.490	0.431	0.473
paragraph	Abschnitt maachen	0.510	0.164	0.269
parakeet	Parakeet	0.576	0.387	0.227
paralegal	paralegal	0.479	0.470	0.519
parallax	Parallax	0.437	0.394	0.471
parallel	parallel	0.568	0.284	0.465
parallelism	Parallelismus	0.549	0.363	0.527
paralysis	Lähmung	0.156	0.500	0.305
paralyze	ze léisen	0.188	0.367	0.471
paralyzed	geläscht	0.194	0.480	0.198
paramedic	paramedizin	0.673	0.464	0.636
paramedics	Paramederen	0.479	0.594	0.712
paramilitary	paramilitäresch sinn	0.154	0.804	0.727
paramount	primordial	0.771	0.615	0.902
paranoia	Paranoia	0.146	0.841	0.407
paranoid	Paranoid	0.122	0.918	0.364
paranormal	paranormal	0.167	0.814	0.560
parapet	Broscht	0.450	0.356	0.279
paraphernalia	amenagéiert	0.443	0.726	0.509
paraphrase	Paraphrase gemaach	0.500	0.375	0.444
paraplegic	Paraplegie	0.188	0.441	0.321
parasite	Parasit	0.092	0.442	0.324
parasitic	parasitesch	0.037	0.600	0.364
parasol	Sonneliichtkraaft	0.604	0.255	0.304
parcel	Pak	0.660	0.324	0.411
parcels	Päck	0.551	0.445	0.418
parched	lieweg	0.250	0.235	0.255
parchment	Pergament	0.615	0.228	0.455
pardon	pardon soen	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	Parenchym	0.500	0.399	0.595
parent	Elteren	0.812	0.357	0.860
parentage	Stëmmung	0.903	0.382	0.595
parental	Elterendeel	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	punkhetesch	0.490	0.327	0.391
parenthood	Elterendeel	0.750	0.630	0.782
parenting	Elterendeel	0.812	0.520	0.676
pariah	pariah	0.397	0.478	0.293
parietal	Parietal	0.481	0.333	0.491
paring	zielen	0.429	0.441	0.324
parish	Porkierch	0.698	0.354	0.582
parity	Paritéit	0.582	0.406	0.407
park	Park	0.816	0.343	0.414
parka	Parka	0.469	0.481	0.395
parking	Parkplazen	0.777	0.469	0.510
parkinsons	Parkinson	0.104	0.570	0.373
parlance	bleiwen	0.510	0.350	0.462
parlay	schaffen	0.469	0.611	0.483
parliament	Chamber	0.573	0.540	0.858
parliamentary	Parlamentaresch	0.490	0.554	0.755
parlor	Akademie	0.500	0.327	0.366
parmesan	Parmesan	0.698	0.321	0.382
parody	Parodie	0.561	0.651	0.375
parole	zou	0.388	0.620	0.526
parquet	Parkett	0.541	0.240	0.422
parrot	Papagei	0.588	0.333	0.292
parry	Puppelchen	0.510	0.404	0.436
parse	ze analyséieren	0.469	0.456	0.667
parsimonious	parsimonious	0.417	0.312	0.446
parsimony	Parsimony	0.449	0.280	0.403
parsley	Péiterséilech	0.458	0.170	0.291
parson	Parson	0.583	0.250	0.615
part	deelzehuelen	0.663	0.278	0.360
partake	deelhuelt	0.755	0.656	0.629
partial	deelweis	0.429	0.324	0.348
partiality	deelhëlt	0.375	0.380	0.490
partially	deelweis	0.418	0.368	0.396
participant	deelhëlt	0.712	0.598	0.613
participate	deelhuelen	0.755	0.580	0.684
participation	Bedeelegung	0.781	0.700	0.702
particle	Partikel	0.521	0.265	0.438
particular	besonnesch	0.562	0.402	0.552
particularity	besonnesch	0.670	0.434	0.586
particulars	Detailer	0.604	0.348	0.525
parting	ze stéieren	0.260	0.542	0.353
partisan	partisanen	0.615	0.549	0.669
partisanship	Partizipatioun	0.438	0.566	0.551
partition	Partition	0.615	0.469	0.567
partly	deelweis	0.415	0.410	0.396
partner	Partner	0.673	0.302	0.586
partnership	Partnerschaft	0.786	0.387	0.545
partridge	Stécker	0.583	0.415	0.250
parts	Deeler	0.459	0.327	0.392
party	Partei	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	fuert	0.510	0.324	0.362
passable	passabel organiséiert	0.688	0.337	0.633
passage	Passage	0.429	0.314	0.370
passageway	Passage	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	Passagéier	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	laanschtgoungen	0.458	0.298	0.509
passion	Leidenschaft	0.854	0.865	0.728
passionate	passionéiert	0.990	0.827	0.731
passive	Passiv	0.420	0.116	0.241
passivity	Passivitéit	0.241	0.115	0.246
passkey	Passwuert	0.646	0.500	0.791
passport	Pass	0.653	0.457	0.682
password	Passwuert	0.390	0.356	0.559
past	Vergaangenheet	0.490	0.422	0.311
pasta	Nuddelen	0.615	0.306	0.375
paste	Paste	0.500	0.556	0.500
pastel	Pastell	0.719	0.357	0.367
pastime	Nuecht	0.677	0.353	0.443
pastor	Paschtouer	0.698	0.236	0.746
pastrami	Pastrami	0.542	0.415	0.348
pastry	Pâtisserie	0.870	0.407	0.419
pasture	Weiden	0.688	0.145	0.170
pasty	Pasti	0.479	0.363	0.375
pat	pat	0.418	0.377	0.340
patch	Patch	0.439	0.288	0.283
patchwork	Patchwork	0.500	0.260	0.325
pate	Pate	0.406	0.260	0.260
patella	patella	0.430	0.260	0.342
patent	patentéieren	0.724	0.391	0.609
patented	patentéiert	0.571	0.422	0.685
paternal	paternal	0.776	0.353	0.755
paternity	paternité	0.704	0.590	0.806
path	Wee	0.590	0.245	0.421
pathetic	harmlos	0.088	0.464	0.139
pathological	pathologesch	0.220	0.602	0.580
pathologist	Poseologe	0.354	0.552	0.585
pathology	Pathologie	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	Bunn	0.646	0.410	0.519
patience	Gedold	0.771	0.125	0.387
patient	Patient	0.583	0.193	0.340
patio	Veranda	0.562	0.245	0.402
patriarch	Patriarque	0.592	0.448	0.898
patriarchal	patriarchen	0.531	0.500	0.857
patrimony	patrimonesch	0.719	0.406	0.740
patriot	Patriot	0.771	0.635	0.886
patriotic	patriotesch	0.875	0.509	0.933
patriotism	Patriotismus	0.708	0.635	0.848
patrol	patrouilléieren	0.427	0.664	0.736
patrolman	Patrolman	0.469	0.731	0.884
patron	Patréiner	0.583	0.451	0.870
patronage	Patronage	0.583	0.490	0.583
patronising	beandrockt	0.439	0.455	0.582
patronize	schronen	0.430	0.451	0.591
patronizing	beandrockt	0.542	0.365	0.529
patter	Puppelchen	0.312	0.635	0.451
pattern	Muster	0.479	0.422	0.664
paucity	Manko	0.153	0.453	0.175
pauper	passéiert	0.260	0.347	0.151
pause	Paus	0.429	0.188	0.264
pave	Paveau	0.594	0.490	0.509
pavement	Pavement	0.460	0.353	0.475
pavilion	Pavillon	0.583	0.500	0.770
paving	um beschte Wee	0.408	0.469	0.545
paw	paw	0.417	0.360	0.286
pawn	Bauer	0.390	0.321	0.187
pawnshop	Bauerews	0.396	0.439	0.519
pax	pax	0.551	0.421	0.473
pay	bezuelt ginn	0.514	0.588	0.592
payable	ze bezuelen	0.385	0.480	0.606
payback	Remboursement	0.459	0.500	0.567
paycheck	Pay och	0.896	0.630	0.652
payday	payday	0.833	0.741	0.571
payer	Léin	0.313	0.630	0.638
payload	Notzlaascht	0.612	0.510	0.682
payment	Bezuelung	0.629	0.452	0.643
payoff	ofbezuelen	0.740	0.644	0.673
payout	Ausbezuelen	0.646	0.600	0.575
payphone	Telefonskabin	0.469	0.360	0.370
payroll	Payroll	0.521	0.360	0.549
pea	Ier	0.580	0.275	0.298
peace	Fridden	0.939	0.156	0.613
peaceable	friddlech	0.776	0.134	0.453
peaceful	friddlech	0.867	0.108	0.569
peacefully	friddlech	0.901	0.190	0.639
peacekeeper	Friddeit	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	Pause ze hunn	0.949	0.180	0.579
peach	Piisch	0.704	0.480	0.272
peachy	Pfauen	0.755	0.479	0.388
peacock	Pfauen	0.786	0.449	0.458
peak	Héichpunkt	0.500	0.345	0.431
peaked	erbléckt	0.677	0.704	0.857
peanut	Erdnuss	0.646	0.202	0.246
peanuts	Aaffen	0.542	0.294	0.324
pear	Biren	0.677	0.158	0.241
pearl	Pärelen	0.905	0.425	0.642
pearly	pearly	0.635	0.337	0.373
peas	Notéieren	0.542	0.283	0.310
peasant	Bauer	0.530	0.275	0.407
peat	Torf	0.333	0.655	0.504
pebble	Kribbelen	0.354	0.353	0.287
pecan	pecan	0.552	0.316	0.358
peck	peck	0.202	0.530	0.321
pecker	pecker	0.459	0.509	0.375
peculiar	peindéiert	0.600	0.491	0.564
peculiarities	Besonderheet	0.511	0.460	0.528
peculiarity	Besonderheet	0.439	0.452	0.652
peculiarly	opfällegt	0.615	0.450	0.454
pecuniary	pecuniary	0.490	0.490	0.500
pedal	Pedal	0.500	0.320	0.342
pedantic	pedantesch	0.229	0.608	0.253
peddle	verfuussen	0.539	0.549	0.538
peddler	Paddler	0.408	0.481	0.390
pedestal	Sockel	0.735	0.284	0.579
pedestrian	Foussgänger	0.438	0.360	0.448
pediatric	pädiatresch	0.560	0.462	0.490
pediatrician	pädiatrescher	0.602	0.500	0.627
pediatrics	Päerderechter	0.750	0.380	0.596
pedicure	Pediküre	0.695	0.269	0.296
pedigree	Stammbaum	0.625	0.340	0.609
pedometer	Schrëtt	0.469	0.561	0.405
pedophile	Pädophil	0.051	0.724	0.430
pee	Pee	0.449	0.529	0.391
peek	denken	0.486	0.360	0.411
peekaboo	peekaboo	0.592	0.607	0.412
peel	schielen	0.439	0.250	0.279
peep	hunn	0.573	0.317	0.269
peeper	Peeper	0.182	0.537	0.343
peephole	Peephol	0.479	0.500	0.310
peer	Praslin	0.458	0.321	0.569
peering	ze analyséieren	0.514	0.409	0.451
peerless	peerless	0.688	0.450	0.462
peeved	ugepasst sinn	0.156	0.750	0.467
peg	peg	0.520	0.357	0.393
pegs	gespullt	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	pelagesch sinn	0.521	0.554	0.491
pelican	Pelikan	0.573	0.391	0.380
pellet	Pellet	0.448	0.390	0.466
pelvic	pelvic	0.320	0.632	0.373
pelvis	Becken	0.378	0.618	0.380
pen	Pen	0.622	0.194	0.250
penal	penal	0.208	0.565	0.610
penalty	entscheet huet	0.062	0.490	0.240
penance	Buedem	0.219	0.667	0.463
penchant	roueg	0.688	0.480	0.609
pencil	Bleistift	0.552	0.200	0.263
pendant	Pendant	0.676	0.321	0.385
pendency	Pendel	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	ausgaangen	0.396	0.441	0.473
pendulum	Pendel	0.542	0.368	0.434
penetrate	erliewen	0.287	0.877	0.732
penetrating	penetréiert	0.469	0.792	0.782
penetration	Pénétratioun	0.438	0.885	0.792
penguin	Pinguin	0.615	0.296	0.307
penicillin	Penicillin	0.417	0.431	0.566
penile	gefleegt	0.490	0.736	0.491
peninsula	Hallefinsel	0.551	0.384	0.627
penis	Penis	0.354	0.810	0.556
penitent	Asyl	0.542	0.530	0.508
penitentiary	Haftbezuelen	0.229	0.726	0.491
penmanship	Iwwerleeews	0.677	0.284	0.509
pennant	Fouss	0.542	0.380	0.426
penniless	verziert	0.062	0.316	0.083
penny	Eegeschaften	0.615	0.302	0.324
pension	Pensioun	0.625	0.409	0.406
pensioner	Pensionär	0.440	0.245	0.442
pensive	besënnlech	0.540	0.220	0.529
pentagon	Fuedem	0.490	0.636	0.774
pentagram	pentagram	0.510	0.433	0.466
penthouse	Pensioun	0.592	0.430	0.395
penultimate	Virbereedung	0.469	0.366	0.255
people	Leit	0.604	0.400	0.500
peopled	gepickt huet	0.594	0.450	0.679
pep	pep	0.510	0.510	0.364
pepper	Pabeier	0.400	0.539	0.328
peppermint	Pärpermint	0.720	0.264	0.271
pepperoni	Pärpelen	0.796	0.472	0.358
peppy	peppy	0.677	0.529	0.438
peptic	peptesch	0.398	0.463	0.362
peptide	Peptiden	0.380	0.480	0.411
perceive	gesinn	0.653	0.490	0.655
percent	Prozent	0.470	0.350	0.356
percentage	Prozentsaz	0.469	0.400	0.553
percentile	prozentual	0.479	0.410	0.390
perceptible	ze erkennen	0.710	0.460	0.620
perception	Virstellung	0.653	0.481	0.655
perceptive	pensiounsfäeg	0.745	0.500	0.741
perch	Séi	0.531	0.300	0.314
perchance	begeeschtert	0.480	0.224	0.298
percolation	Pabeier	0.397	0.417	0.415
percussion	Percussioun	0.622	0.635	0.642
perdition	ofgedeelt	0.135	0.656	0.496
peremptory	peremptory	0.429	0.426	0.606
perennial	Stauden	0.527	0.358	0.500
perfect	perfekt	0.980	0.471	0.870
perfection	Perfektioun	0.881	0.745	0.934
perfectionist	perfektionistesch	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	perforéiert	0.219	0.607	0.344
perforation	Perforatioun	0.365	0.668	0.578
perforce	perforce	0.357	0.689	0.354
perform	erreechen	0.765	0.555	0.773
performance	Leeschtung	0.750	0.520	0.672
performer	Performance	0.541	0.530	0.708
perfume	Parfum	0.740	0.472	0.463
perfumed	parfuméiert	0.816	0.471	0.509
peri	Peri	0.448	0.433	0.370
peridot	Peridot	0.458	0.481	0.435
peril	geféierlech	0.052	0.910	0.518
perilous	schwéier	0.143	0.862	0.575
perimeter	Perimeter	0.470	0.443	0.555
period	Period	0.396	0.324	0.588
periodic	periodesch	0.677	0.324	0.508
periodical	periodesch	0.550	0.298	0.430
periodically	periodesch	0.480	0.314	0.515
periodicity	Periode	0.646	0.324	0.645
peripheral	Peripherie	0.406	0.406	0.549
