Word	Marathi-mr	Valence	Arousal	Dominance
metabolism	चयापचय	0.698	0.509	0.555
metal	धातू	0.551	0.429	0.547
metallic	धातूचा	0.615	0.330	0.607
metallurgy	धातू शुध्दीकरण	0.396	0.509	0.587
metamorphosis	कायापालट	0.541	0.571	0.613
metaphor	रुपक	0.562	0.280	0.470
metaphorical	रूपकात्मक	0.500	0.412	0.480
metaphysical	तत्त्वज्ञानविषयक	0.630	0.573	0.686
metaphysics	तत्त्वज्ञानविषयक	0.561	0.396	0.588
metastasis	मेटास्टॅसिस	0.177	0.646	0.452
meteor	उल्का	0.398	0.714	0.737
meteoric	उल्कासंबधी	0.590	0.802	0.684
meteorite	उल्का	0.385	0.794	0.750
meteorological	हवामानशास्त्र	0.635	0.557	0.556
meteorology	हवामानशास्त्र	0.630	0.418	0.689
meter	मीटर	0.438	0.300	0.463
meth	मेथ	0.354	0.564	0.340
methadone	मेथाडोन	0.240	0.540	0.453
methane	मिथेन	0.290	0.460	0.569
methanol	मेथनॉल	0.292	0.500	0.570
method	पद्धत	0.640	0.275	0.698
methodical	पद्धतशीरपणे	0.663	0.360	0.745
methodology	पद्धती	0.664	0.327	0.745
meticulous	अत्यंत सावध	0.555	0.480	0.555
metime	मेटाम	0.531	0.398	0.417
metric	मेट्रिक	0.519	0.248	0.573
metrical	छंदोबद्ध	0.521	0.375	0.482
metrology	मेट्रोलॉजी	0.531	0.432	0.439
metropolis	महानगर	0.656	0.625	0.779
metropolitan	महानगरीय	0.387	0.408	0.723
mettle	ताकद	0.667	0.529	0.750
mew	कत्तल करणे	0.418	0.481	0.380
mezzanine	तळमजल्याचे मोजमापन	0.479	0.427	0.404
mica	अभ्रक	0.531	0.250	0.314
mick	मिक	0.449	0.451	0.382
micro	सूक्ष्म	0.500	0.270	0.250
microbe	सूक्ष्मजंतू	0.255	0.450	0.340
microbiology	मायक्रोबायोलॉजी	0.571	0.378	0.560
microchip	मायक्रोचिप	0.551	0.358	0.432
microcosm	किरकोळ	0.500	0.500	0.520
microfilm	मायक्रोफिल्म	0.469	0.352	0.412
microgram	मायक्रोग्राम	0.448	0.286	0.355
micrometer	सूक्ष्म अंतर मोजण्याचे साधन	0.573	0.358	0.394
micron	मायक्रॉन	0.375	0.291	0.315
microphone	मायक्रोफोन	0.551	0.431	0.462
microscope	सूक्ष्मदर्शकयंत्र	0.531	0.330	0.464
microscopic	सूक्ष्म	0.360	0.327	0.433
microscopically	सूक्ष्मदृष्ट्या	0.623	0.370	0.412
microscopy	मायक्रोस्कोपी	0.500	0.339	0.455
microwave	मायक्रोवेव्ह	0.542	0.497	0.443
mid	मध्य	0.500	0.315	0.356
midair	मध्यभागी	0.633	0.413	0.455
midday	मध्यान्ह	0.658	0.250	0.403
middle	मध्यभागी	0.458	0.157	0.300
middleman	मध्यस्थ	0.500	0.404	0.452
middleweight	मिडलवेट	0.510	0.302	0.428
midget	बौना	0.396	0.295	0.254
midland	मिडलँड	0.521	0.402	0.456
midlife	मध्यप्रदेश	0.594	0.244	0.473
midline	मिडलाइन	0.332	0.224	0.330
midnight	मध्यरात्री	0.562	0.470	0.545
midshipman	मिडीशमॅन	0.469	0.615	0.785
midst	दरम्यान	0.324	0.275	0.296
midsummer	मध्यरात्री	0.781	0.480	0.492
midterm	मध्यरात्र	0.427	0.337	0.425
midtown	मिडटाउन	0.479	0.442	0.538
midway	मिडवे	0.459	0.316	0.304
midwife	सुदैवाने	0.531	0.570	0.453
midwifery	दादाभाई	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	miffed	0.204	0.726	0.429
mighty	पराक्रमी	0.855	0.837	0.936
mignon	मिगनॉन	0.551	0.440	0.423
migraine	मायग्रेन	0.135	0.783	0.318
migrate	स्थलांतरण करा	0.415	0.580	0.454
migration	स्थलांतरण	0.492	0.731	0.566
migratory	प्रवासी	0.448	0.521	0.491
mike	माईक	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	सौम्य	0.635	0.198	0.216
mildew	बुरशी	0.344	0.250	0.241
mildness	सौम्यपणा	0.827	0.226	0.311
mile	मैल	0.521	0.417	0.456
mileage	मायलेज	0.510	0.458	0.562
milestone	मैलाचा दगड	0.719	0.373	0.558
militant	दहशतवादी	0.418	0.667	0.750
militants	अतिरेकी	0.260	0.673	0.652
military	लष्करी	0.396	0.710	0.875
militia	मिलिशिया	0.396	0.729	0.769
milk	दूध	0.817	0.270	0.327
milkman	दूधबाज	0.750	0.380	0.304
milkshake	मिल्कशेक	0.796	0.521	0.330
milky	दुधाचा	0.517	0.283	0.311
mill	मिल	0.531	0.382	0.347
millennium	मिलेनियम	0.573	0.398	0.760
milligram	मिलिग्राम	0.429	0.217	0.302
millimeter	मिलीमीटर	0.427	0.177	0.360
million	दशलक्ष	0.776	0.647	0.812
millionaire	लक्षाधीश	0.917	0.755	0.850
millionth	दहाव्या	0.635	0.528	0.611
millstone	मिल दगड	0.510	0.433	0.492
mime	मोम	0.455	0.235	0.302
mimic	नक्कल	0.557	0.587	0.391
mimicking	नक्कल करणे	0.316	0.433	0.364
mimicry	मिम्रीरी	0.420	0.337	0.472
mince	mince	0.417	0.529	0.378
mincemeat	मिठाईचे झाड	0.396	0.435	0.358
mind	मन	0.650	0.388	0.627
minded	मनाचा	0.656	0.394	0.627
mindful	सचेतन	0.765	0.450	0.725
mindfulness	सावधानता	0.729	0.635	0.745
mindless	विचित्र	0.184	0.333	0.153
mine	माझ्या	0.688	0.418	0.578
minefield	खाणकाम	0.188	0.839	0.684
miner	खाण कामगार	0.408	0.594	0.644
mineral	खनिज	0.519	0.287	0.605
mineralogy	खनिजविज्ञान	0.551	0.408	0.545
mingle	मिसळणे	0.561	0.480	0.434
mingled	मिसळलेला	0.521	0.392	0.357
mini	मिनी	0.421	0.324	0.221
miniature	सूक्ष्म	0.429	0.292	0.204
minibus	मिनीबस	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	किमान	0.448	0.147	0.206
minimize	कमी करा	0.360	0.236	0.311
minimized	कमीत कमी	0.458	0.137	0.208
minimum	किमान	0.380	0.198	0.194
mining	खाणकाम	0.633	0.598	0.554
minion	मिनियन	0.490	0.430	0.167
minister	मंत्री	0.547	0.441	0.892
ministerial	मंत्रीीय	0.571	0.519	0.660
ministry	मंत्रालय	0.510	0.346	0.717
minivan	मिनिवन	0.592	0.356	0.452
mink	मिंक	0.560	0.515	0.430
minnow	मिनिने	0.541	0.367	0.364
minor	अल्पवयीन	0.250	0.235	0.175
minority	अल्पसंख्यक	0.310	0.332	0.211
minstrel	minstrel	0.458	0.541	0.397
mint	मिंट	0.688	0.221	0.345
minty	मिंटि	0.635	0.292	0.361
minuscule	लहान	0.396	0.286	0.214
minute	मिनिट	0.582	0.279	0.356
minutiae	क्षुल्लक	0.323	0.257	0.316
minx	minx	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	चमत्कार	0.917	0.607	0.806
miracles	चमत्कार	0.922	0.735	0.692
miraculous	अदभुत	0.875	0.706	0.812
mirage	मृगजळ	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	आरसा	0.677	0.310	0.438
mirth	आनंद	0.888	0.640	0.608
misappropriation	गैरव्यवहार	0.097	0.831	0.500
misbehave	गैरवर्तन	0.020	0.847	0.304
misbehavior	दुर्व्यवहार	0.031	0.704	0.269
miscalculation	चुकीचे गणित	0.177	0.490	0.353
miscarriage	गर्भपात	0.042	0.781	0.312
miscellaneous	संकीर्ण	0.531	0.321	0.196
miscellany	मिश्रजातीय	0.500	0.412	0.384
mischief	अनर्थ	0.385	0.834	0.292
mischievous	तिरस्करणीय	0.439	0.804	0.472
misconception	गैरसमज	0.210	0.557	0.291
misconduct	गैरवर्तन	0.061	0.667	0.304
misdemeanor	गैरवाजवी	0.210	0.640	0.364
misdirection	चुकीचे निर्देश	0.131	0.710	0.281
miser	कासणे	0.208	0.633	0.311
miserable	दुःखी	0.062	0.461	0.188
miserably	दुर्दैवाने	0.280	0.545	0.150
misery	दुर्दशा	0.146	0.378	0.158
misfire	नकार देणे	0.153	0.453	0.200
misfit	गैरसमज	0.173	0.500	0.393
misfortune	दुर्दैव	0.094	0.780	0.311
misguided	NO TRANSLATION	0.280	0.531	0.259
mishap	दुर्घटना	0.071	0.654	0.227
misinformed	चुकीची माहिती आहे	0.156	0.567	0.250
misinterpretation	चुकीचा अर्थ लावणे	0.112	0.556	0.360
mislead	दिशाभूल करणे	0.167	0.765	0.412
misleading	दिशाभूल	0.070	0.660	0.272
misled	दिशाभूल	0.177	0.606	0.353
mismanagement	कुप्रसिद्ध	0.094	0.520	0.295
mismatch	जुळत नाही	0.250	0.459	0.282
mismatched	जुळत नाही	0.250	0.557	0.302
misnomer	गैरसमज	0.296	0.528	0.284
misplace	चुकीच्या जागी ठेवणे	0.229	0.461	0.191
misplaced	गहाळ झाले	0.247	0.450	0.324
misread	चुकीचा अर्थ लावणे	0.115	0.558	0.315
misrepresent	चुकीची माहिती देणे	0.198	0.542	0.418
misrepresentation	चुकीची माहिती देणे	0.323	0.618	0.518
misrepresented	चुकीचे प्रतिनिधित्व केले	0.042	0.519	0.466
miss	मिस	0.573	0.490	0.408
missile	क्षेपणास्त्र	0.240	0.830	0.764
missiles	क्षेपणास्त्रे	0.070	0.922	0.830
missing	गहाळ	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	मिशन	0.765	0.633	0.870
missionary	मिशनरी	0.729	0.404	0.596
misspell	चुकीचे स्पेलिंग	0.292	0.423	0.281
misstatement	चुकीची चूक	0.302	0.547	0.221
missy	missy	0.521	0.480	0.333
mist	धुके	0.375	0.194	0.221
mistake	चूक	0.208	0.585	0.102
mistaken	चुकीचा	0.131	0.630	0.212
mister	मिस्टर	0.604	0.406	0.663
mistletoe	ओकसारख्या वृक्षाच्छादित फांदी	0.542	0.470	0.324
mistreated	गैरसमज	0.010	0.792	0.200
mistress	शिक्षिका	0.630	0.796	0.694
mistrial	दंडाची चूक	0.427	0.539	0.536
mistrust	अविश्वास	0.135	0.657	0.231
misty	अस्पष्ट	0.427	0.451	0.278
misunderstand	गैरसमज होऊ नका	0.177	0.548	0.382
misunderstanding	गैरसमज	0.112	0.618	0.284
misunderstood	गैरसमज	0.177	0.625	0.309
misuse	गैरवापर	0.083	0.560	0.196
mite	अगदी लहान वस्तु	0.290	0.584	0.271
miter	चिमटा	0.458	0.500	0.414
mitigate	कमी करणे	0.506	0.427	0.456
mitigating	कमी करणे	0.551	0.520	0.600
mitigation	उपशमन	0.448	0.527	0.423
mitt	मिट	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	मिट्ज्वा	0.422	0.610	0.409
mix	मिसळा	0.542	0.490	0.472
mixed	मिश्रित	0.510	0.346	0.444
mixedemotions	संमिश्र भावना	0.440	0.673	0.430
mixer	मिश्रक	0.562	0.500	0.556
mixture	मिश्रण	0.546	0.360	0.481
mnemonic	स्मृतिचिन्ह	0.531	0.480	0.452
moan	विळा	0.357	0.735	0.352
moat	खंदक	0.398	0.380	0.314
mob	जमावटोळी	0.296	0.788	0.567
mobile	मोबाईल	0.615	0.569	0.481
mobility	गतिशीलता	0.700	0.596	0.654
mobilization	सैन्याची जमवाजमव	0.688	0.720	0.787
mobilize	एकत्र करा	0.604	0.684	0.727
mobster	मोबाईल	0.188	0.870	0.638
mocha	मोचा	0.500	0.396	0.311
mock	उपहास	0.360	0.606	0.618
mocked	थट्टा केली	0.225	0.746	0.204
mockery	उपहास	0.094	0.806	0.181
mocking	उपहास करणे	0.082	0.755	0.394
mockingbird	मॅकिंगबर्ड	0.513	0.337	0.423
mod	आधुनिक	0.458	0.367	0.384
modal	मोडल	0.592	0.264	0.461
modality	पद्धत	0.633	0.404	0.527
mode	मोड	0.531	0.185	0.367
model	मॉडेल	0.607	0.388	0.723
modeler	मॉडेलर	0.500	0.510	0.730
modeling	मॉडेलिंग	0.684	0.404	0.490
modem	मोडेम	0.573	0.355	0.500
moderate	मध्यम	0.582	0.190	0.453
moderate anticipation	मध्यम अपेक्षा	0.667	0.451	0.574
moderate disgust	मध्यम तिरस्कार	0.229	0.558	0.381
moderate negative	मध्यम नकारात्मक	0.177	0.500	0.306
moderate positive	मध्यम सकारात्मक	0.896	0.453	0.753
moderate surprise	मध्यम आश्चर्य	0.776	0.663	0.637
moderate trust	मध्यम विश्वास	0.677	0.350	0.773
moderately	माफक प्रमाणात	0.604	0.264	0.500
moderating	संयत करणे	0.667	0.402	0.783
moderation	नियंत्रण	0.531	0.240	0.453
moderator	नियंत्रक	0.519	0.354	0.802
modern	आधुनिक	0.855	0.423	0.691
modernism	आधुनिकतावाद	0.760	0.553	0.703
modest	विनम्र	0.760	0.130	0.412
modesty	नम्रता	0.778	0.240	0.500
modicum	मोचकूप	0.234	0.417	0.327
modifiable	बदलणारे	0.541	0.422	0.373
modification	फेरबदल	0.480	0.520	0.625
modified	सुधारित	0.561	0.458	0.693
modify	सुधारित करा	0.458	0.584	0.625
modulate	नियमन करा	0.673	0.343	0.555
modulation	स्वरभेद	0.458	0.365	0.565
module	मॉड्यूल	0.582	0.388	0.571
modulus	मॉड्यूलस	0.622	0.304	0.481
mogul	मुगुल	0.510	0.652	0.865
moiety	आंबटपणा	0.378	0.343	0.454
moist	ओलसर	0.470	0.316	0.386
moisture	ओलावा	0.406	0.398	0.327
moisturizer	मॉइश्चरायझर	0.750	0.280	0.386
molar	दात	0.544	0.426	0.350
molasses	खसमुळ	0.490	0.269	0.286
mold	साचा	0.330	0.274	0.402
molded	ढेकूळ	0.667	0.361	0.373
molding	मोल्डिंग	0.552	0.308	0.546
moldy	खोटा	0.235	0.387	0.250
mole	तीळ	0.436	0.377	0.352
molecular	आण्विक	0.495	0.440	0.536
molecule	रेणू	0.531	0.259	0.375
molest	विनयभंग	0.133	0.816	0.319
molestation	विनयभंग	0.102	0.808	0.407
molester	मोलेस्टर	0.143	0.811	0.478
molten	वितळलेले	0.417	0.490	0.339
mom	आई	0.927	0.336	0.639
moment	क्षण	0.604	0.435	0.509
momentary	क्षणिक	0.562	0.271	0.330
momentous	क्षणिक	0.792	0.587	0.760
momentum	गती	0.663	0.750	0.688
momma	मॉमा	0.833	0.412	0.527
mommy	mommy	0.854	0.353	0.422
monad	मोनाद	0.510	0.482	0.451
monarch	मोनार्क	0.583	0.559	0.870
monarchy	राजेशाही	0.450	0.557	0.870
monastery	मठ	0.694	0.183	0.726
monastic	मठवासी	0.438	0.314	0.676
monetary	आर्थिक	0.583	0.494	0.716
money	पैसे	0.844	0.608	0.827
mongoloid	मंगोलॉइड	0.177	0.364	0.317
mongoose	मुंगुस	0.327	0.380	0.546
mongrel	मंगळ	0.425	0.438	0.395
monitor	मॉनिटर	0.490	0.298	0.538
monk	भिक्षुक	0.472	0.208	0.439
monkey	बंदर	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	एका रंगात रंगवलेले	0.312	0.292	0.339
monogamous	मोनोग्रामस	0.510	0.335	0.402
monogamy	मोनोगैमी	0.542	0.380	0.455
monogram	मोनोग्राम	0.480	0.210	0.425
monogrammed	मोनोग्रामयुक्त	0.503	0.270	0.402
monograph	मोनोग्राफ	0.500	0.242	0.481
monolayer	मोनोलायर	0.427	0.294	0.433
monolith	मोहिनी	0.429	0.327	0.500
monologue	एकालाही	0.500	0.284	0.534
monopolist	मक्तेदारी	0.330	0.590	0.725
monopoly	एकाधिकार	0.449	0.509	0.640
monotonous	नीरस	0.354	0.221	0.400
monotony	कंटाळवाणा	0.398	0.135	0.353
monoxide	मोनोऑक्साइड	0.433	0.430	0.490
monsieur	महाशय	0.552	0.340	0.623
monsoon	पावसाळा	0.358	0.600	0.481
monster	अक्राळविक्राळ	0.133	0.935	0.596
