Word	Haitian Creole-ht	Valence	Arousal	Dominance
nest	nich	0.687	0.221	0.333
nestle	nich	0.625	0.308	0.379
nestling	niche	0.604	0.427	0.286
net	nèt	0.441	0.288	0.417
nether	Nether	0.240	0.265	0.259
netting	konpansasyon	0.368	0.509	0.585
nettle	orti	0.406	0.324	0.490
network	rezo	0.531	0.337	0.466
networking	rezo	0.625	0.482	0.545
neural	neral	0.582	0.426	0.391
neuralgia	neuralgia	0.092	0.706	0.439
neurological	newolojik	0.500	0.540	0.558
neurologist	nerolog	0.608	0.500	0.736
neurology	neroloji	0.459	0.537	0.580
neurosis	neuroz	0.122	0.766	0.418
neurosurgeon	neurosurjyen	0.590	0.673	0.755
neurosurgery	nerosurgery	0.490	0.632	0.730
neurotic	nerotik	0.198	0.801	0.387
neuter	Nenpòt	0.621	0.163	0.302
neutral	net	0.469	0.184	0.357
neutrality	netralite	0.469	0.205	0.434
neutralize	netralize	0.519	0.363	0.719
neutron	netwon	0.469	0.440	0.679
new	nouvo	0.917	0.490	0.582
new age	nouvo laj	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	tibebe ki fenk fèt	0.918	0.580	0.372
newcomer	Nouvo	0.622	0.380	0.396
newday	nouvo jou	0.847	0.388	0.618
newfound	newfound	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	newlife	0.898	0.646	0.701
newly	fèk	0.688	0.422	0.552
newlywed	newlywed	0.847	0.706	0.570
newme	newme	0.643	0.550	0.527
newness	newness	0.740	0.522	0.588
news	nouvèl	0.633	0.580	0.610
newscast	nouvèl	0.531	0.509	0.714
newscaster	newscaster	0.646	0.510	0.764
newsflash	newsflash	0.604	0.637	0.518
newsletter	bilten nouvèl	0.622	0.385	0.490
newsman	nouvèlman	0.604	0.480	0.696
newspaper	jounal	0.602	0.283	0.444
newspaperman	jounalman	0.561	0.458	0.750
newsreel	newsreel	0.625	0.571	0.577
newsroom	sal nouvèl	0.531	0.392	0.658
newsstand	kourikoulòm	0.615	0.222	0.336
newstart	Newstart	0.802	0.510	0.667
newt	newt	0.458	0.380	0.541
newyear	NO TRANSLATION	0.938	0.784	0.520
nexus	nexus	0.496	0.368	0.412
nib	nib	0.510	0.282	0.406
nibble	kriye	0.551	0.551	0.411
nice	bèl	0.930	0.442	0.650
niche	Tanporèman nich	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	Nick	0.554	0.388	0.387
nickel	nikèl	0.510	0.347	0.406
nickname	tinon	0.490	0.470	0.263
nicotine	Nikotin	0.235	0.608	0.447
niece	nyès	0.771	0.320	0.400
nifty	debouya	0.740	0.745	0.815
nigger	nigger	0.240	0.347	0.398
nigh	tou pre	0.653	0.216	0.336
night	lannwit	0.598	0.396	0.404
nightcap	nightcap	0.750	0.196	0.268
nightclub	nayklib	0.802	0.894	0.528
nightfall	tan kap vini	0.490	0.436	0.426
nightgown	nuit	0.643	0.408	0.250
nightie	nightie	0.630	0.388	0.274
nightingale	nightingale	0.740	0.340	0.496
nightlife	nocturne	0.542	0.783	0.510
nightly	swadizan	0.673	0.410	0.474
nightmare	kochma	0.005	0.810	0.436
nightmares	kochma	0.082	0.942	0.448
nightstand	tachte	0.490	0.130	0.327
nightstick	nightstick	0.500	0.461	0.348
nighttime	lannwit	0.735	0.385	0.439
nihilism	nihilism	0.367	0.510	0.364
nil	nil	0.286	0.143	0.157
nimble	ajil	0.833	0.729	0.769
nimrod	nimrod	0.327	0.500	0.539
nincompoop	nincompoop	0.365	0.431	0.368
nine	nèf	0.552	0.255	0.327
nineteen	nèf san	0.673	0.304	0.375
ninety	katrevendis	0.479	0.349	0.436
ninja	NINJA	0.542	0.844	0.682
ninny	ninny	0.344	0.343	0.309
nintendo	nintendo	0.802	0.571	0.464
ninth	nevyèm	0.490	0.212	0.396
nip	nip	0.281	0.700	0.264
nipper	nip	0.386	0.422	0.317
nipple	pwent tete	0.480	0.786	0.415
nippy	nippy	0.540	0.500	0.416
nitrate	nitrat	0.388	0.406	0.500
nitro	nitro	0.500	0.647	0.639
nitrogen	azòt	0.427	0.435	0.562
nitrous	nitrize	0.435	0.561	0.411
nitwit	nitwit	0.146	0.606	0.139
nix	nix	0.330	0.380	0.404
no anticipation	pa gen okenn antisipasyon	0.396	0.480	0.341
no disgust	pa gen okenn degou	0.510	0.324	0.448
no emotion	pa gen okenn emosyon	0.170	0.109	0.225
no sentiment	pa gen okenn santiman	0.092	0.382	0.278
no surprise	pa gen sipriz	0.171	0.224	0.412
no trust	pa gen konfyans	0.055	0.445	0.257
nobility	noblès	0.844	0.347	0.736
noble	nòb	0.906	0.345	0.610
nobleman	nòb	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	nocturne	0.540	0.500	0.462
nod	nod	0.590	0.367	0.427
nodding	non	0.694	0.294	0.426
node	node	0.396	0.343	0.361
nodular	nodul	0.438	0.351	0.411
nodule	nodil	0.312	0.426	0.349
noggin	noggin	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	Noir	0.375	0.394	0.365
noise	bri	0.260	0.883	0.388
noisy	fè bwi	0.271	0.812	0.561
nomad	nomad	0.375	0.413	0.433
nomadic	nomad	0.427	0.519	0.422
nomenclature	nomenclature	0.500	0.222	0.575
nominal	nominal	0.594	0.250	0.463
nominate	nonmen	0.615	0.471	0.669
nomination	nominasyon	0.663	0.637	0.696
nominee	kandida	0.662	0.625	0.765
nonce	nonce	0.422	0.370	0.377
nonchalant	nonchalant	0.312	0.314	0.366
noncompliance	non konplè	0.112	0.598	0.259
nondescript	endesan	0.490	0.434	0.348
nonexistent	inègzistan	0.208	0.429	0.149
nonfat	nonfat	0.604	0.260	0.340
nonfiction	nonfiksyon	0.426	0.315	0.431
nonpayment	nonpayment	0.229	0.510	0.298
nonresident	nonresident	0.250	0.340	0.302
nonsense	istwa san sans	0.214	0.531	0.155
nonsensical	san sans	0.173	0.268	0.193
nonviolent	san vyolans	0.640	0.287	0.346
noob	noob	0.417	0.430	0.267
noodle	tèt	0.633	0.216	0.225
nook	kwen	0.480	0.321	0.296
noon	midi	0.531	0.343	0.518
noose	Nwa	0.356	0.300	0.330
nopoint	NO TRANSLATION	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	nòmal	0.500	0.245	0.527
normal	nòmal	0.740	0.127	0.380
normalcy	nòmal	0.805	0.151	0.620
normality	nòmalite	0.781	0.089	0.444
north	nò	0.531	0.255	0.450
northbound	nò	0.604	0.454	0.491
northeast	nòdès	0.562	0.260	0.375
northern	nò	0.570	0.340	0.472
northwest	Nodwes	0.604	0.345	0.451
northwestern	nòdwès	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	nen	0.582	0.270	0.245
nosebleed	nosebleed	0.153	0.776	0.361
nosey	nosy	0.276	0.655	0.223
nosnow	nonnow	0.392	0.394	0.366
nostalgia	Nostalji	0.417	0.337	0.339
nostalgic	nostalgik	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	nostril	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	nosy	0.292	0.558	0.433
not negative	pa negatif	0.622	0.270	0.444
not positive	pa pozitif	0.051	0.370	0.236
notable	remakab	0.760	0.450	0.696
notables	notables	0.594	0.608	0.755
notably	miyò	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	notè	0.541	0.451	0.676
notation	notasyon	0.635	0.380	0.558
notch	dan	0.459	0.361	0.358
notched	non	0.480	0.530	0.356
note	Remak	0.594	0.163	0.416
notebook	kaye	0.449	0.167	0.442
noted	te note	0.615	0.382	0.464
noteworthy	Notables	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	anyen	0.204	0.080	0.161
notice	avi	0.646	0.408	0.491
noticeable	aparan	0.890	0.562	0.750
notification	notifikasyon	0.604	0.461	0.671
notify	notifye	0.643	0.471	0.573
notion	nosyon	0.612	0.284	0.667
notional	notional	0.520	0.288	0.500
notoriety	notoryete	0.552	0.633	0.769
notorious	notwa	0.366	0.582	0.609
notready	pa bliye	0.133	0.400	0.196
notwithstanding	malgre	0.367	0.316	0.433
nought	pa gen anyen	0.312	0.098	0.116
noun	non	0.531	0.230	0.477
nourish	nouri	0.878	0.460	0.639
nourishment	nouriti	0.786	0.290	0.631
nouveau	NO TRANSLATION	0.633	0.438	0.432
novel	roman	0.702	0.352	0.439
novelist	novelist	0.340	0.343	0.529
novelty	kado	0.673	0.521	0.740
novice	inisyasyon	0.429	0.346	0.180
nowadays	Sèjousi	0.680	0.346	0.400
nowork	kounye a	0.312	0.264	0.309
noworries	noworries	0.630	0.402	0.500
noxious	enkyete	0.177	0.585	0.379
nozzle	bouch	0.438	0.330	0.287
nuance	nuans	0.408	0.282	0.411
nuances	nuans	0.490	0.375	0.527
nuclear	nikleyè	0.219	0.856	0.781
nucleus	nwayo	0.529	0.296	0.667
nude	toutouni	0.490	0.915	0.200
nudge	pouse	0.448	0.500	0.509
nudie	nudie	0.500	0.529	0.373
nudist	nudist	0.440	0.796	0.483
nudity	nudity	0.438	0.853	0.415
nugget	nugget	0.602	0.340	0.348
nuisance	nwuizans	0.198	0.817	0.227
nuke	nuke	0.125	0.905	0.873
nul	NO TRANSLATION	0.337	0.358	0.264
null	null	0.253	0.147	0.152
nullify	nullify	0.255	0.373	0.395
numb	bèbè	0.108	0.420	0.352
number	nimewo	0.406	0.231	0.471
numbering	nonmen	0.510	0.363	0.482
numbers	nimewo	0.406	0.241	0.440
numbness	pèt sansasyon	0.306	0.398	0.265
numbskull	numbskull	0.300	0.472	0.284
numeral	chif	0.582	0.254	0.382
numerator	nimeratè	0.490	0.317	0.526
numerical	nimerik	0.479	0.322	0.517
numerically	nimerik	0.510	0.337	0.500
numerous	anpil	0.622	0.462	0.609
nun	NO TRANSLATION	0.500	0.150	0.406
nunchucks	nunchucks	0.337	0.580	0.526
nunnery	nunnery	0.653	0.236	0.473
nuptials	nuptials	0.771	0.588	0.571
nurse	enfimyè	0.635	0.578	0.521
nursemaid	nursemaid	0.615	0.431	0.436
nursery	pepinyè	0.894	0.406	0.389
nursing	enfimyè	0.552	0.549	0.653
nurture	nouri	0.745	0.378	0.657
nut	nwa	0.365	0.310	0.250
nutcase	nwa	0.286	0.775	0.259
nutcracker	nourisan	0.635	0.378	0.522
nuthouse	Nuthouse	0.347	0.519	0.434
nutmeg	noutmèg	0.635	0.302	0.350
nutrition	nitrisyon	0.885	0.420	0.579
nutritional	nitrisyonèl	0.812	0.406	0.676
nutritious	nourisan	0.833	0.337	0.655
nutritive	nouriti	0.875	0.422	0.667
nuts	nwa	0.594	0.250	0.291
nutshell	Nutshell	0.458	0.407	0.310
nutty	Nutty	0.444	0.317	0.271
nylon	nilon	0.490	0.304	0.295
nylong	NO TRANSLATION	0.439	0.248	0.351
nylons	nilon	0.556	0.379	0.320
nymph	nenf	0.542	0.529	0.472
nymphomaniac	Nymphomaniac	0.398	0.894	0.536
oaf	oaf	0.344	0.357	0.330
oak	pye bwadchenn	0.583	0.245	0.536
oar	oar	0.469	0.392	0.316
oasis	oasis	0.796	0.283	0.429
oat	oat	0.622	0.170	0.298
oath	sèman	0.543	0.615	0.824
oatmeal	farin avwàn	0.592	0.192	0.241
obedience	obeyisans	0.765	0.287	0.536
obedient	obeyisan	0.800	0.179	0.518
obediently	obeyisan	0.802	0.304	0.577
obelisk	obelisk	0.604	0.408	0.596
obese	obèz	0.133	0.427	0.250
obesity	obezite	0.215	0.370	0.328
obey	obeyi	0.677	0.433	0.533
obi	obi	0.469	0.442	0.414
obit	obit	0.410	0.464	0.393
obituary	nekritri	0.188	0.330	0.423
object	objè	0.531	0.356	0.375
objection	objeksyon	0.347	0.592	0.709
objectionable	insuportabl	0.459	0.382	0.558
objective	objektif	0.724	0.337	0.736
objectivity	objektivite	0.765	0.431	0.711
obligation	obligasyon	0.222	0.596	0.718
obligatory	obligatwa	0.337	0.571	0.780
oblige	oblijra	0.281	0.770	0.614
obliged	obligasyon	0.327	0.680	0.411
obliging	obligasyon	0.740	0.402	0.545
obligor	obligatè	0.302	0.600	0.360
oblique	oblik	0.438	0.347	0.455
obliterate	obliterate	0.250	0.539	0.569
obliterated	efase	0.240	0.469	0.344
obliteration	obliteration	0.177	0.622	0.397
oblivion	oubli	0.153	0.330	0.282
oblivious	enkonsyan	0.229	0.388	0.355
oblong	Oblong	0.561	0.455	0.370
obnoxious	dezagreyab	0.088	0.602	0.256
oboe	oboe	0.510	0.340	0.392
obscene	obsèn	0.050	0.745	0.348
obscenity	obscenity	0.083	0.843	0.418
obscure	fènwa	0.370	0.551	0.278
obscured	kache	0.115	0.356	0.298
obscurity	obscures	0.208	0.392	0.380
observance	obsèvans	0.531	0.315	0.632
observant	vijilan	0.740	0.422	0.708
observation	obsèvasyon	0.633	0.433	0.667
observatory	obsèvatwa	0.643	0.324	0.731
observe	obsève	0.771	0.390	0.360
observer	obsèvatè	0.663	0.363	0.603
observing	obsève	0.583	0.400	0.685
obsess	obsession	0.112	0.846	0.509
obsessed	obsede	0.219	0.840	0.439
obsessing	obsession	0.173	0.773	0.698
obsession	mani	0.229	0.847	0.571
obsessive	obsession	0.219	0.823	0.480
obsolescence	obsolesans	0.250	0.431	0.377
obsolete	demode	0.337	0.321	0.250
obstacle	obstak	0.204	0.708	0.336
obstetrician	obstetrisyen	0.521	0.636	0.604
obstetrics	obstetrik	0.530	0.582	0.564
obstinate	obstiné	0.146	0.696	0.562
obstruct	anpeche	0.115	0.660	0.458
obstruction	blokis	0.125	0.742	0.491
obstructive	obstriktif	0.204	0.650	0.613
obtain	jwenn	0.760	0.438	0.731
obtainable	jwenn	0.677	0.327	0.702
obtuse	obtuse	0.281	0.460	0.345
obverse	fèy	0.470	0.394	0.464
obvious	evidan	0.625	0.336	0.585
ocarina	ocarina	0.541	0.392	0.366
occasion	okazyon	0.700	0.451	0.398
occasional	okazyonèl	0.490	0.298	0.387
occasionally	detanzantan	0.538	0.240	0.264
occipital	oksipital	0.398	0.408	0.518
occlusion	oklizyon	0.306	0.439	0.442
occult	okta	0.292	0.382	0.406
occupancy	lokatè	0.625	0.471	0.721
occupant	okipan	0.500	0.417	0.483
occupation	okipasyon	0.562	0.470	0.692
occupational	okipasyonèl	0.583	0.469	0.596
occupied	okipe	0.337	0.546	0.441
occupier	okipan	0.427	0.438	0.600
occupy	okipe	0.396	0.520	0.589
occupying	okipe	0.573	0.462	0.519
occur	rive	0.451	0.561	0.510
occurrence	ensidan	0.573	0.690	0.541
ocd	OCD	0.333	0.472	0.370
ocean	lanmè	0.823	0.308	0.642
oceanic	oseyanik	0.740	0.317	0.632
octagon	octagon	0.602	0.349	0.462
octave	octave	0.438	0.380	0.482
octopus	poulp	0.713	0.378	0.411
ocular	okulèr	0.418	0.370	0.400
odd	enpè	0.265	0.337	0.302
oddball	oddball	0.316	0.360	0.357
oddity	oddite	0.312	0.557	0.386
odds	chans	0.500	0.472	0.680
ode	chan	0.604	0.269	0.519
odious	odye	0.235	0.708	0.235
odometer	odomètr	0.367	0.470	0.388
odor	odè	0.337	0.363	0.404
odyssey	odyssey	0.622	0.692	0.710
oedipal	oedipal	0.312	0.575	0.509
oestrogen	estwojèn	0.521	0.608	0.561
oeuvre	NO TRANSLATION	0.653	0.484	0.598
offal	ofans	0.302	0.470	0.302
offence	ofans	0.312	0.798	0.446
offend	ofansif	0.094	0.804	0.333
offended	ofanse	0.188	0.690	0.337
offender	delenkan	0.104	0.851	0.537
offense	ofans	0.230	0.765	0.510
offensive	ofansif	0.135	0.882	0.600
offer	òf	0.750	0.745	0.596
offered	yo ofri	0.582	0.490	0.544
offering	ofrann	0.688	0.462	0.585
offhand	offhand	0.388	0.500	0.368
office	biwo	0.427	0.302	0.509
officer	ofisye	0.542	0.430	0.877
offices	biwo yo	0.469	0.312	0.534
official	ofisyèl	0.646	0.565	0.833
officiate	ofisye	0.688	0.453	0.704
offing	ofansif	0.490	0.412	0.447
offload	debake	0.479	0.444	0.525
offset	konpanse	0.719	0.394	0.704
offshoot	koupe tèt	0.517	0.330	0.361
offshore	lanmè	0.417	0.484	0.441
offside	offside	0.323	0.519	0.443
offspring	pitit	0.656	0.435	0.600
oft	souvan	0.500	0.308	0.474
oftentimes	souvan	0.571	0.500	0.482
ogre	ogre	0.135	0.698	0.510
ohdear	NO TRANSLATION	0.458	0.519	0.442
ohgod	NO TRANSLATION	0.500	0.557	0.439
ohno	ohno	0.396	0.475	0.380
ohshit	NO TRANSLATION	0.230	0.594	0.343
oil	lwil oliv	0.521	0.278	0.306
oils	lwil	0.459	0.229	0.391
oily	lwil	0.276	0.533	0.385
oink	oink	0.500	0.450	0.289
ointment	odè	0.438	0.271	0.398
okra	sou	0.469	0.400	0.362
old	fin vye granmoun	0.410	0.279	0.315
olden	olden	0.284	0.213	0.425
older	ki pi gran	0.385	0.255	0.317
oldie	oldie	0.363	0.363	0.342
oldies	fin vye granmoun	0.438	0.300	0.412
olfactory	olfactory	0.602	0.409	0.452
oligarchy	oligachi	0.327	0.567	0.741
olive	oliv	0.571	0.231	0.406
omega	omega	0.529	0.337	0.526
omelet	omlèt	0.708	0.323	0.315
omen	nonmen	0.390	0.657	0.583
omgomgomg	NO TRANSLATION	0.490	0.551	0.358
ominous	menasan	0.255	0.730	0.510
omission	omisyon	0.367	0.333	0.275
omit	kite	0.330	0.265	0.451
omitted	abandone	0.260	0.235	0.211
omnibus	tout	0.490	0.410	0.473
omnipotence	omnipotans	0.667	0.793	0.866
omnipotent	puisan	0.719	0.679	0.919
omnipresent	omniprezant	0.688	0.452	0.825
omniscient	omnisyan	0.656	0.334	0.778
onboard	bor	0.612	0.451	0.491
oncologist	onkolojist	0.260	0.654	0.640
oncology	nkoloji	0.204	0.424	0.500
oncoming	k ap vini	0.594	0.625	0.773
one	youn	0.542	0.292	0.370
oneday	NO TRANSLATION	0.667	0.245	0.374
onedge	onedge	0.479	0.552	0.400
onelove	yon sèl Lanmou	0.816	0.577	0.541
oneness	inite	0.745	0.272	0.720
onerous	pénible	0.500	0.480	0.462
oneself	tèt li	0.660	0.337	0.483
ongoing	kontinyèl	0.674	0.484	0.556
onion	zonyon	0.378	0.367	0.382
onset	Kòmanse	0.673	0.497	0.500
onslaught	ofansiv	0.198	0.939	0.717
onstage	sou sèn	0.719	0.673	0.583
ontology	ontoloji	0.510	0.450	0.518
onus	onus	0.562	0.520	0.769
onward	pati	0.667	0.538	0.741
onyx	oniks	0.571	0.461	0.380
oodles	odyo	0.490	0.374	0.446
oomph	oomph	0.449	0.613	0.315
ooze	ooze	0.344	0.577	0.333
oozing	oozing	0.238	0.515	0.427
op	op	0.480	0.402	0.349
opacity	stupidity	0.471	0.251	0.256
opal	opal	0.623	0.479	0.379
opaque	opak	0.344	0.265	0.342
ope	ope	0.375	0.380	0.395
open	louvri	0.620	0.480	0.569
opener	bwat	0.584	0.526	0.377
opening	ouvèti	0.667	0.510	0.620
openly	ouvètman	0.603	0.388	0.553
openness	ouvèti	0.837	0.561	0.667
opera	opera	0.714	0.500	0.483
operate	opere	0.582	0.690	0.691
operatic	operasyon	0.375	0.452	0.627
operation	operasyon	0.475	0.611	0.755
operational	operasyonèl	0.562	0.570	0.679
operations	operasyon	0.480	0.549	0.798
operative	operativ	0.541	0.635	0.718
operator	operatè	0.612	0.630	0.726
ophthalmic	Oftalmik	0.427	0.385	0.444
ophthalmologist	Oftalmolojist	0.552	0.389	0.491
opiate	opyate	0.281	0.594	0.598
opinion	opinyon	0.594	0.482	0.638
opinionated	opinyon	0.156	0.800	0.491
opium	opyòm	0.276	0.490	0.333
opponent	advèsè	0.080	0.741	0.716
opportune	opòtinite	0.796	0.538	0.767
opportunism	Opòtinite	0.571	0.752	0.673
opportunity	opòtinite	0.938	0.745	0.833
oppose	opoze	0.431	0.800	0.473
opposed	te opoze	0.092	0.460	0.606
opposing	opoze	0.188	0.660	0.518
opposite	kontrè	0.235	0.545	0.408
opposites	opoze	0.281	0.518	0.462
opposition	opozisyon	0.135	0.729	0.592
oppress	peze	0.186	0.654	0.555
oppressed	peche	0.119	0.640	0.259
oppression	opresyon	0.080	0.673	0.615
oppressive	opresif	0.276	0.590	0.667
oppressor	opresè	0.160	0.776	0.629
ops	ops	0.417	0.550	0.528
opt	chwazi	0.510	0.471	0.345
optic	optik	0.663	0.384	0.594
optical	optik	0.677	0.311	0.542
optics	optik	0.562	0.286	0.580
optimism	optimis	0.949	0.565	0.814
optimist	optimis	0.875	0.539	0.787
optimistic	optimis	0.979	0.580	0.821
optimum	pi gwo	0.892	0.469	0.808
option	opsyon	0.512	0.427	0.359
optional	opsyonèl	0.755	0.350	0.440
optionally	opsyonèlman	0.365	0.405	0.481
options	opsyon	0.622	0.327	0.473
optometrist	optometris	0.446	0.455	0.668
opulence	opulans	0.620	0.615	0.648
opulent	opulent	0.562	0.660	0.660
opus	opus	0.458	0.368	0.391
oracle	Oracle	0.552	0.531	0.670
oral	oral	0.530	0.448	0.375
orange	zoranj	0.646	0.132	0.296
orange juice	ji zoranj	0.719	0.343	0.445
orangutan	orangutan	0.430	0.560	0.471
oration	oration	0.646	0.315	0.683
orator	oratè	0.667	0.375	0.682
oratory	oratory	0.602	0.472	0.693
orb	orb	0.463	0.370	0.444
orbit	òbit	0.561	0.422	0.575
orbital	orbital	0.458	0.451	0.559
orbiting	Òbit	0.520	0.643	0.554
orbs	orb	0.469	0.355	0.482
orc	ork	0.240	0.510	0.388
orchard	vèje	0.760	0.269	0.333
orchestra	òkès	0.708	0.500	0.664
orchid	Orchid	0.840	0.345	0.382
ordained	òdone	0.735	0.409	0.731
ordeal	ajite	0.344	0.539	0.529
order	lòd	0.780	0.295	0.814
orderly	lòd	0.844	0.240	0.661
ordinance	òdonans	0.615	0.452	0.776
ordinary	òdinè	0.375	0.312	0.286
ordination	seremoni	0.688	0.490	0.765
ordnance	òdonans	0.354	0.825	0.679
ore	minrè	0.500	0.333	0.356
oregano	origan	0.596	0.327	0.250
organ	ògàn	0.510	0.469	0.538
organic	òganik	0.719	0.343	0.535
organism	òganis	0.457	0.559	0.800
organist	òganis	0.740	0.469	0.669
organization	òganizasyon	0.810	0.535	0.851
organize	òganize	0.802	0.655	0.781
organized	òganize	0.816	0.337	0.746
organizer	òganizatè	0.604	0.577	0.846
orgasm	orgasm	0.844	0.863	0.676
orgies	orji	0.388	0.953	0.433
orgy	debòch	0.346	0.962	0.536
orient	oryante	0.667	0.422	0.667
oriental	oriental	0.592	0.409	0.598
orientation	oryantasyon	0.667	0.454	0.686
orifice	orifice	0.448	0.355	0.443
origami	origami	0.684	0.276	0.294
origin	orijin	0.729	0.435	0.591
original	orijinal la	0.765	0.480	0.746
originality	orijinalite	0.898	0.500	0.824
originate	orijine	0.702	0.500	0.866
origination	orijinasyon	0.760	0.443	0.604
originator	kreyatè	0.592	0.510	0.868
ornament	orneman	0.561	0.373	0.441
ornamental	dekorasyon	0.663	0.392	0.460
ornamentation	orneman	0.663	0.471	0.472
ornamented	orneman	0.677	0.350	0.490
ornate	òneman	0.812	0.356	0.500
ornery	ornery	0.361	0.520	0.509
orphan	òfelen	0.133	0.388	0.140
orphanage	òfelina	0.184	0.439	0.425
orphaned	òfelen	0.062	0.430	0.228
orthodontist	ÒTODONTIS	0.469	0.615	0.564
orthodox	Otodòks	0.388	0.471	0.647
orthodoxy	Òtodoks	0.271	0.388	0.612
orthogonal	orthogonal	0.500	0.314	0.540
orthopedic	òtopedik	0.406	0.346	0.473
oscillate	osilye	0.449	0.580	0.397
oscillating	osilan	0.469	0.548	0.402
oscillation	osilasyon	0.562	0.433	0.431
oscillatory	osilateur	0.375	0.520	0.480
ostensible	prezante	0.542	0.549	0.585
ostensibly	ofisyèlman	0.473	0.529	0.509
ostentatious	egzat	0.479	0.794	0.648
ostracized	ostrakised	0.115	0.690	0.377
ostrich	otrich	0.592	0.382	0.241
other	lòt	0.472	0.230	0.259
otter	otè	0.439	0.216	0.339
otto	otto	0.427	0.425	0.404
ottoman	Otoman	0.531	0.337	0.444
ought	dwe	0.438	0.511	0.434
ounce	ons	0.531	0.255	0.288
oust	oust	0.296	0.716	0.444
outage	outage	0.306	0.684	0.438
outback	outback	0.500	0.324	0.430
outbid	ekoulman	0.594	0.622	0.540
outboard	deyò	0.448	0.491	0.456
outbreak	epidemi	0.260	0.632	0.472
outburst	eksplozyon	0.209	0.802	0.528
outcast	outcast	0.153	0.449	0.353
outcome	rezilta	0.615	0.472	0.685
outcry	eskandal	0.271	0.773	0.718
outdated	demode	0.167	0.236	0.226
outdo	deyò	0.771	0.750	0.873
outdoor	deyò	0.814	0.256	0.447
outdoors	deyò	0.781	0.444	0.453
outer	ekstèn	0.552	0.471	0.456
outfit	ekipe	0.760	0.490	0.566
outgoing	sortan	0.650	0.472	0.538
outgrow	outgrow	0.510	0.529	0.722
outgrowth	outgrowth	0.771	0.620	0.688
outhouse	outhouse	0.281	0.519	0.255
outing	soti	0.771	0.672	0.634
outlandish	etranj	0.448	0.737	0.657
outlast	outlast	0.620	0.786	0.685
outlaw	deyò	0.255	0.662	0.482
outlet	priz	0.610	0.396	0.245
outline	deskripsyon	0.542	0.365	0.509
outlines	deskripsyon	0.656	0.402	0.651
outlive	outlive	0.565	0.769	0.724
outlook	pespektiv	0.830	0.525	0.625
outlying	izole	0.460	0.562	0.503
outnumber	plis pase	0.347	0.615	0.577
outpatient	pou pasyan ekstèn	0.260	0.400	0.395
outpost	anvan	0.635	0.571	0.675
outpouring	outpouring	0.562	0.685	0.552
output	pwodiksyon	0.604	0.389	0.434
outrage	outraj	0.060	0.689	0.542
outraged	imilye	0.156	0.696	0.538
outrageous	ekzòbitan	0.153	0.945	0.713
outrank	outrank	0.653	0.643	0.817
outreach	kontak	0.540	0.462	0.672
outright	francheman	0.767	0.396	0.755
outrun	depase	0.531	0.833	0.573
outset	kòmanse	0.750	0.500	0.582
