Word	Japanese-ja	Valence	Arousal	Dominance
homework	宿題	0.396	0.412	0.459
homey	家庭的な	0.769	0.278	0.500
homicidal	殺人的な	0.020	0.912	0.573
homicide	殺人	0.010	0.973	0.518
homily	親切な	0.621	0.358	0.425
homing	ホーミング	0.551	0.460	0.527
hominy	親切な	0.479	0.382	0.429
homo	ホモ	0.531	0.368	0.415
homogeneity	同質性	0.715	0.365	0.582
homogeneous	同種の	0.552	0.255	0.617
homologous	同種の	0.471	0.353	0.536
homologue	ホモログ	0.542	0.356	0.509
homology	相同性	0.571	0.494	0.527
homophobic	同性愛者	0.130	0.736	0.464
homosexual	同性愛者	0.333	0.780	0.431
homosexuality	同性愛	0.367	0.696	0.429
honcho	ホンチョ	0.469	0.464	0.397
hone	ホーン	0.688	0.392	0.473
honest	正直な	0.927	0.254	0.750
honesty	正直	0.938	0.411	0.728
honey	はちみつ	0.920	0.431	0.510
honeycomb	ハニカム	0.541	0.417	0.412
honeymoon	ハネムーン	0.979	0.678	0.526
honeysuckle	ハニーサックル	0.597	0.451	0.517
honk	ホーク	0.549	0.635	0.415
honky	ホンキー	0.458	0.632	0.425
honor	名誉	0.896	0.587	0.857
honorable	名誉ある	0.963	0.412	0.830
honorarium	謝礼	0.796	0.510	0.746
honorary	名誉	0.885	0.565	0.811
honored	名誉ある	0.938	0.447	0.732
hooch	馬鹿	0.429	0.538	0.373
hood	フード	0.357	0.459	0.306
hooded	フード付き	0.306	0.745	0.439
hoodlum	フードラム	0.354	0.720	0.432
hoof	蹄	0.427	0.341	0.365
hook	フック	0.418	0.444	0.395
hooked	フック	0.610	0.661	0.454
hooker	フッカー	0.214	0.889	0.373
hookup	つなぐ	0.625	0.529	0.683
hooky	かわいい	0.468	0.500	0.452
hooligan	フーリガン	0.295	0.712	0.455
hoop	フープ	0.635	0.204	0.315
hoopla	狂犬病	0.542	0.471	0.353
hooray	万歳	0.610	0.481	0.536
hoot	くそ	0.449	0.560	0.430
hooter	警笛	0.470	0.615	0.455
hop	ホップ	0.450	0.520	0.427
hope	希望	0.927	0.317	0.739
hopeful	希望	0.947	0.357	0.627
hopeless	絶望的な	0.094	0.298	0.112
hopelessness	絶望	0.052	0.402	0.223
hopes	希望	0.917	0.500	0.702
hoping	望んでいる	0.684	0.469	0.454
hopper	ホッパー	0.396	0.491	0.442
horde	大群	0.286	0.713	0.684
horizon	地平線	0.729	0.284	0.590
horizontal	水平	0.573	0.304	0.387
horizontally	水平に	0.500	0.356	0.439
hormonal	ホルモン	0.500	0.620	0.551
hormone	ホルモン	0.490	0.750	0.621
horn	ホーン	0.385	0.510	0.366
horned	角質の	0.316	0.610	0.375
hornet	ホーネット	0.398	0.594	0.500
horny	角質	0.490	0.908	0.560
horoscope	星占い	0.500	0.360	0.490
horrendous	恐ろしい	0.073	0.755	0.365
horrible	恐ろしい	0.071	0.857	0.398
horribly	恐ろしく	0.050	0.631	0.454
horrid	恐ろしい	0.052	0.765	0.419
horrific	恐ろしい	0.094	0.846	0.481
horrified	恐るべき	0.040	0.885	0.368
horrifying	恐ろしい	0.010	0.760	0.352
horror	ホラー	0.115	0.850	0.438
horrors	恐怖	0.061	0.852	0.409
horse	うま	0.635	0.510	0.529
horseback	乗馬	0.688	0.588	0.566
horseman	騎手	0.441	0.700	0.676
horsepower	馬力	0.594	0.735	0.735
horseradish	セイヨウワサビ	0.321	0.584	0.476
horseshit	馬鹿	0.153	0.582	0.179
horseshoe	蹄鉄	0.673	0.350	0.406
horsey	馬	0.602	0.454	0.462
horticultural	園芸	0.594	0.387	0.509
horticulture	園芸	0.700	0.420	0.434
hosannah	NO TRANSLATION	0.679	0.373	0.500
hose	ホース	0.469	0.288	0.263
hosiery	靴下	0.520	0.344	0.373
hospice	ホスピス	0.337	0.443	0.535
hospitable	おいしい	0.791	0.470	0.661
hospital	病院	0.323	0.537	0.598
hospitality	おもてなし	0.865	0.333	0.725
host	ホスト	0.693	0.471	0.537
hostage	人質	0.163	0.923	0.325
hostel	ホステル	0.479	0.500	0.398
hostess	ホステス	0.792	0.604	0.688
hostile	敵対的な	0.188	0.877	0.474
hostilities	戦闘	0.276	0.810	0.444
hostility	敵意	0.122	0.775	0.465
hot	ホット	0.490	0.740	0.573
hot sauce	ホットソース	0.333	0.740	0.509
hotbed	温床	0.510	0.285	0.395
hotdog	ホットドッグ	0.720	0.438	0.373
hotel	ホテル	0.740	0.370	0.407
hothead	ホットヘッド	0.240	0.849	0.518
hotline	ホットライン	0.592	0.565	0.663
hotshot	やり手	0.500	0.727	0.615
hotyoga	NO TRANSLATION	0.683	0.609	0.446
hound	猟犬	0.417	0.528	0.582
hour	時間	0.552	0.265	0.336
hourglass	砂時計	0.542	0.284	0.492
hourly	毎時	0.469	0.418	0.491
house	家	0.587	0.135	0.533
houseboat	ハウスボート	0.604	0.389	0.429
houseboy	ハウスボーイ	0.479	0.415	0.393
housebroken	ハウスブレイク	0.518	0.461	0.389
houseguest	ゲストハウス	0.530	0.500	0.481
household	家庭	0.781	0.230	0.667
householder	家主	0.816	0.541	0.833
housekeeper	お手伝いさん	0.694	0.279	0.520
housekeeping	ハウスキーピング	0.604	0.500	0.445
housewarming	家事	0.857	0.710	0.727
housewife	主婦	0.656	0.361	0.449
housework	家事	0.484	0.413	0.342
housing	ハウジング	0.776	0.304	0.591
hovel	馬小屋	0.333	0.296	0.322
hover	ホバー	0.510	0.431	0.404
hovercraft	ホバークラフト	0.541	0.654	0.588
howl	うぬぼれ	0.357	0.646	0.407
howsoever	どんな	0.459	0.309	0.345
hoy	NO TRANSLATION	0.583	0.298	0.471
hub	ハブ	0.479	0.399	0.433
hubby	夫婦	0.548	0.435	0.430
huckleberry	ハックルベリー	0.600	0.279	0.296
huddle	集まる	0.604	0.509	0.445
hue	色相	0.507	0.416	0.417
huff	かわいそう	0.388	0.491	0.315
huffy	ふかふか	0.420	0.616	0.375
hug	抱擁	0.908	0.427	0.548
huge	巨大	0.573	0.625	0.783
hugger	ハガー	0.520	0.480	0.412
huggy	醜い	0.854	0.429	0.451
hugs	抱擁	0.980	0.422	0.600
hulk	ハルク	0.460	0.740	0.750
hull	船体	0.542	0.265	0.353
hum	ハム	0.490	0.296	0.276
human	人間	0.767	0.314	0.605
humane	人道的	0.800	0.370	0.580
humanitarian	人道的な	0.786	0.317	0.709
humanities	人文科学	0.729	0.325	0.677
humanity	人類	0.750	0.360	0.727
humankind	人類	0.885	0.394	0.714
humanoid	ヒューマノイド	0.521	0.462	0.491
humanrights	NO TRANSLATION	0.792	0.559	0.730
humble	謙虚な	0.867	0.236	0.483
humbled	謙虚な	0.280	0.618	0.198
humbly	謙虚に	0.771	0.194	0.370
humbug	ハムブグ	0.219	0.622	0.456
humdrum	平凡	0.269	0.246	0.353
humid	湿気の多い	0.375	0.324	0.366
humidity	湿度	0.464	0.373	0.367
humiliate	屈辱的な	0.052	0.714	0.275
humiliated	屈辱	0.104	0.712	0.216
humiliating	屈辱的な	0.062	0.716	0.279
humiliation	屈辱	0.048	0.712	0.310
humility	謙虚	0.740	0.118	0.444
hummer	ハンマー	0.510	0.622	0.589
hummingbird	ハチドリ	0.750	0.370	0.273
humongous	膨大な	0.378	0.538	0.536
humor	ユーモア	0.890	0.633	0.462
humored	謙虚な	0.854	0.657	0.545
humorist	ユーモスト	0.958	0.790	0.607
humorous	ユーモラスな	0.906	0.616	0.665
hump	こぶ	0.296	0.462	0.250
humpback	こんにちは	0.235	0.346	0.247
hunch	穿刺	0.561	0.630	0.567
hunchback	跳躍	0.208	0.390	0.259
hundred	百	0.604	0.370	0.406
hundredth	百分の一	0.427	0.368	0.466
hunger	飢え	0.083	0.554	0.328
hungry	空腹	0.083	0.690	0.254
hunk	塊	0.438	0.375	0.361
hunks	ハンキズ	0.417	0.453	0.482
hunky	ふわふわした	0.469	0.571	0.438
hunt	ハント	0.327	0.806	0.588
hunter	ハンター	0.292	0.817	0.817
hunting	狩猟	0.448	0.713	0.714
huntress	狩人	0.357	0.717	0.765
hurdle	ハードル	0.198	0.682	0.434
hurl	ぶら下がる	0.316	0.745	0.574
hurrah	万歳	0.802	0.740	0.500
hurricane	ハリケーン	0.177	0.958	0.787
hurricanes	ハリケーン	0.286	0.898	0.784
hurried	急いで	0.314	0.806	0.393
hurry	急いで	0.422	0.735	0.481
hurryup	NO TRANSLATION	0.473	0.791	0.555
hurt	傷つける	0.062	0.773	0.291
hurtful	傷つける	0.104	0.680	0.463
hurting	傷つける	0.153	0.778	0.221
husband	夫	0.771	0.500	0.655
husbandry	畜産	0.643	0.473	0.445
hush	ハッシュ	0.471	0.231	0.312
hushed	急ぐ	0.292	0.194	0.272
husk	NO TRANSLATION	0.378	0.173	0.147
husky	ハスキー	0.630	0.450	0.490
hussy	おしゃれな	0.219	0.594	0.384
hustle	ハッスル	0.406	0.661	0.427
hustler	ハスラー	0.260	0.821	0.627
hut	小屋	0.633	0.270	0.375
hutch	ハッチ	0.385	0.453	0.520
hyacinth	ヒヤシンス	0.372	0.360	0.342
hybrid	ハイブリッド	0.500	0.365	0.570
hydra	ヒドラ	0.406	0.598	0.534
hydrant	消火器	0.570	0.413	0.367
hydrate	水和物	0.610	0.367	0.547
hydraulic	水力	0.522	0.398	0.596
hydraulics	油圧	0.500	0.530	0.588
hydrocephalus	水頭症	0.286	0.629	0.393
hydrodynamics	流体力学	0.552	0.582	0.664
hydrogen	水素	0.469	0.303	0.554
hydrographic	水路図	0.490	0.396	0.642
hydrology	水文学	0.500	0.380	0.509
hydrophobia	疎水性嫌気	0.323	0.784	0.351
hydroponics	水耕栽培	0.500	0.549	0.500
hyena	ハイエナ	0.396	0.719	0.464
hygiene	衛生	0.781	0.287	0.537
hygienic	衛生的な	0.719	0.245	0.702
hygienist	衛生士	0.698	0.389	0.682
hymen	処女	0.469	0.651	0.457
hymn	賛美歌	0.735	0.292	0.634
hype	誇大宣伝	0.510	0.500	0.586
hyped	過激な	0.708	0.582	0.679
hyper	ハイパー	0.542	0.616	0.640
hyperactive	過活動	0.500	0.921	0.660
hyperbole	誇張	0.469	0.521	0.542
hyperspace	超空間	0.510	0.623	0.755
hypertension	高血圧	0.133	0.784	0.427
hypertrophy	肥大	0.312	0.625	0.413
hyperventilate	高呼吸	0.347	0.729	0.556
hyperventilating	高呼吸	0.164	0.802	0.625
hyphen	ハイフン	0.552	0.356	0.381
hypnosis	催眠	0.417	0.410	0.546
hypnotic	催眠薬	0.571	0.560	0.569
hypnotist	催眠術士	0.490	0.455	0.627
hypnotize	催眠	0.469	0.507	0.508
hypnotized	催眠術	0.449	0.434	0.380
hypochondriac	ヒポコンドリアク	0.194	0.588	0.333
hypocrisy	偽善	0.156	0.523	0.370
hypocrite	偽善者	0.082	0.673	0.306
hypocritical	偽善的な	0.048	0.740	0.415
hypodermic	皮下の	0.240	0.441	0.445
hypothalamus	視床下部	0.593	0.427	0.539
hypothermia	低体温	0.184	0.620	0.301
hypothesis	仮説	0.552	0.370	0.509
hypothetical	仮説的	0.480	0.367	0.361
hysterectomy	子宮摘出術	0.178	0.660	0.470
hysteria	ヒステリー	0.224	0.906	0.482
hysterical	ヒステリックな	0.290	0.942	0.398
ibuprofen	イブプロフェン	0.448	0.427	0.504
ice	氷	0.440	0.265	0.219
ice tea	アイスティ	0.771	0.337	0.336
iceberg	氷山	0.344	0.540	0.648
icebox	アイスボックス	0.560	0.222	0.370
icebreaker	アイスブレーカー	0.571	0.545	0.848
iced	アイス	0.564	0.482	0.339
icing	アイシング	0.688	0.452	0.411
icky	icky	0.357	0.510	0.342
icon	アイコン	0.549	0.349	0.415
iconic	象徴的な	0.583	0.537	0.700
iconography	図像	0.602	0.382	0.653
icy	氷	0.684	0.375	0.345
id	id	0.449	0.344	0.391
idea	アイディア	0.750	0.538	0.704
ideal	理想的な	0.802	0.437	0.736
idealism	理想主義	0.635	0.436	0.689
idealist	理想主義者	0.816	0.510	0.802
idealistic	理想主義的な	0.812	0.469	0.755
identical	同一	0.635	0.380	0.527
identically	同じ	0.667	0.427	0.487
identification	識別	0.714	0.451	0.692
identify	識別する	0.635	0.480	0.667
identity	身元	0.663	0.360	0.780
ideology	イデオロギー	0.573	0.344	0.692
idiocy	白痴	0.112	0.635	0.137
idiom	イディオム	0.520	0.337	0.445
idiomatic	慣用の	0.531	0.429	0.516
idiot	馬鹿	0.086	0.567	0.113
idiotic	馬鹿馬鹿しい	0.104	0.620	0.170
idiots	馬鹿	0.143	0.600	0.144
idle	アイドル	0.179	0.167	0.112
idleness	怠惰	0.308	0.330	0.228
idler	アイドラー	0.200	0.304	0.194
idol	アイドル	0.684	0.805	0.853
idolatry	偶像崇拝	0.365	0.571	0.625
idolizing	傾倒	0.676	0.712	0.643
idyllic	牧歌的な	0.571	0.394	0.593
iffy	iffy	0.380	0.442	0.333
ifonly	ifonly	0.406	0.250	0.255
igloo	イグルー	0.569	0.302	0.345
igneous	火星	0.469	0.466	0.517
ignite	着火する	0.458	0.785	0.675
ignition	点火	0.365	0.720	0.657
ignorance	無知	0.153	0.417	0.209
ignorant	無知な	0.102	0.461	0.223
ignore	無視する	0.146	0.230	0.295
iguana	イグアナ	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	病気	0.073	0.410	0.200
illegal	違法	0.061	0.787	0.337
illegality	違法	0.094	0.635	0.427
illegally	不法に	0.133	0.788	0.402
illegible	判読不能な	0.296	0.490	0.315
illegitimate	違法	0.184	0.644	0.302
illicit	不法	0.188	0.794	0.390
illiterate	文盲	0.120	0.410	0.151
illness	病気	0.098	0.717	0.211
illogical	不合理な	0.208	0.630	0.251
illuminate	照らす	0.905	0.646	0.782
illuminating	照らす	0.949	0.613	0.773
illumination	イルミネーション	0.760	0.588	0.537
illuminator	イルミネータ	0.770	0.566	0.718
illusion	錯覚	0.562	0.490	0.387
illustrate	説明する	0.750	0.430	0.690
illustration	図	0.740	0.441	0.640
illustrative	説明的な	0.771	0.452	0.647
illustrious	著名な	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	画像	0.653	0.241	0.453
imagery	イメージ	0.653	0.327	0.390
imaginable	想像できる	0.613	0.529	0.596
imaginary	想像上の	0.560	0.424	0.310
imagination	想像力	0.802	0.491	0.547
imaginative	想像	0.780	0.541	0.593
imagine	想像する	0.759	0.480	0.587
imagined	想像した	0.656	0.412	0.418
imaging	イメージング	0.724	0.394	0.482
imagining	想像する	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	不均衡	0.115	0.538	0.264
imbecile	卑劣な	0.082	0.569	0.260
imbedded	埋め込まれた	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	模倣する	0.469	0.561	0.336
imitated	模倣した	0.333	0.391	0.442
imitation	模倣	0.406	0.592	0.343
immaculate	澄んだ	0.698	0.330	0.688
immaterial	重要ではない	0.296	0.309	0.295
immature	未熟	0.114	0.500	0.200
immaturity	未熟	0.146	0.567	0.221
immeasurable	計り知れない	0.510	0.539	0.712
immeasurably	計り知れない	0.510	0.640	0.680
immediacy	即時性	0.635	0.630	0.627
immediate	即時	0.656	0.548	0.716
immediately	すぐに	0.552	0.780	0.707
immemorial	大昔の	0.327	0.469	0.454
immense	巨大	0.755	0.750	0.811
immerse	没頭する	0.510	0.577	0.509
immersion	浸漬	0.510	0.556	0.564
immigrant	移民	0.357	0.663	0.509
immigration	移民	0.390	0.667	0.454
imminent	差し迫った	0.490	0.784	0.643
immobile	動かない	0.225	0.217	0.298
immoral	不道徳な	0.143	0.622	0.385
immorality	不道徳	0.188	0.689	0.315
immortal	不滅の	0.812	0.750	0.795
immortality	不死	0.688	0.635	0.861
immovable	不動産	0.480	0.310	0.571
immune	免疫	0.629	0.472	0.780
immunity	免疫	0.633	0.316	0.786
immunization	免疫	0.667	0.510	0.733
immutable	不変	0.427	0.431	0.571
imp	imp	0.350	0.448	0.420
impact	影響	0.469	0.884	0.776
impair	害を与える	0.153	0.500	0.360
impaired	障害者	0.130	0.459	0.269
impairment	減損	0.170	0.571	0.220
impart	伝える	0.521	0.441	0.694
impartial	公平	0.531	0.406	0.685
impartiality	公平	0.622	0.394	0.616
impassable	難しい	0.342	0.458	0.553
impassioned	熱狂した	0.740	0.780	0.802
impatience	焦り	0.278	0.780	0.411
impatient	せっかち	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	弾劾する	0.208	0.776	0.664
impeachment	弾劾	0.163	0.735	0.694
impeccable	完璧な	0.833	0.370	0.824
impede	妨げる	0.271	0.510	0.604
impediment	障害	0.163	0.600	0.409
impelled	迫った	0.604	0.741	0.690
impending	差し迫っている	0.480	0.735	0.752
impenetrable	浸透しない	0.531	0.577	0.839
imperative	命令的	0.625	0.647	0.708
imperceptible	知覚できない	0.378	0.490	0.548
imperfect	不完全	0.173	0.527	0.202
imperfection	不完全	0.190	0.567	0.321
imperfectly	不完全	0.297	0.481	0.330
imperial	インペリアル	0.669	0.646	0.922
imperialist	NO TRANSLATION	0.284	0.786	0.833
impermeable	不浸透性	0.510	0.308	0.558
impermissible	許されない	0.188	0.464	0.352
impersonal	人間的でない	0.316	0.356	0.472
impersonate	偽装する	0.510	0.632	0.591
impersonation	偽装	0.375	0.618	0.528
impersonator	偽装者	0.469	0.586	0.406
impertinence	無関心	0.170	0.653	0.420
impertinent	無意味な	0.219	0.826	0.373
impervious	不浸透性の	0.582	0.408	0.536
impetuous	衝動的	0.602	0.814	0.712
impetus	刺激	0.521	0.740	0.635
implacable	無敵な	0.569	0.663	0.830
implant	インプラント	0.429	0.510	0.588
implantation	移植	0.396	0.604	0.741
implanted	移植された	0.347	0.500	0.679
implement	実装する	0.720	0.573	0.792
implicate	関係する	0.250	0.670	0.434
implicated	関係する	0.354	0.673	0.438
implication	含意	0.337	0.528	0.690
implied	暗黙の	0.327	0.530	0.481
implore	願う	0.396	0.650	0.377
implosion	爆縮	0.412	0.724	0.547
imply	暗示する	0.542	0.670	0.533
impolite	無礼な	0.167	0.590	0.282
import	インポート	0.615	0.480	0.623
importance	重要度	0.750	0.580	0.864
important	重要	0.827	0.630	0.836
importation	輸入	0.625	0.500	0.733
impose	課す	0.503	0.721	0.745
imposing	堂々たる	0.392	0.731	0.836
imposition	面付け	0.357	0.604	0.618
impossibility	不可能	0.170	0.625	0.306
impossible	不可能	0.153	0.510	0.407
impostor	詐称者	0.135	0.704	0.442
impotence	インポテンス	0.198	0.689	0.224
impotent	無力	0.146	0.587	0.333
impound	呼ぶ	0.230	0.587	0.583
impoverished	貧しい	0.125	0.311	0.203
impracticable	実行不可能な	0.398	0.549	0.381
impractical	実用的でない	0.160	0.373	0.291
impregnable	難攻不落	0.378	0.549	0.667
impregnate	含浸する	0.510	0.721	0.655
impress	印象づける	0.816	0.744	0.895
impressed	感動した	0.806	0.770	0.429
impression	印象	0.684	0.557	0.577
impressionable	印象的	0.827	0.720	0.645
impressive	印象的な	0.781	0.830	0.873
imprint	インプリント	0.615	0.574	0.685
imprison	投獄	0.112	0.829	0.545
imprisoned	投獄された	0.032	0.717	0.302
imprisonment	投獄	0.133	0.630	0.471
improbable	思いもよらない	0.097	0.412	0.439
impromptu	即興	0.541	0.729	0.415
improper	不適切	0.229	0.520	0.259
impropriety	不正	0.133	0.591	0.389
improve	改善する	0.833	0.528	0.815
improved	改善された	0.919	0.480	0.679
improvement	改善	0.786	0.500	0.611
improves	改善する	0.929	0.625	0.727
improving	改善する	0.911	0.510	0.682
improvisation	即興	0.631	0.812	0.529
improvise	即興	0.646	0.650	0.519
improvised	即興	0.610	0.673	0.443
imprudent	慎重な	0.170	0.676	0.265
impudence	不注意	0.214	0.500	0.472
impudent	厚かましい	0.302	0.604	0.462
impulse	インパルス	0.530	0.840	0.611
impulsive	衝動的な	0.365	0.864	0.607
impunity	免責	0.313	0.721	0.602
impure	不純な	0.260	0.560	0.208
impurity	不純物	0.173	0.546	0.306
imputation	帰属	0.333	0.654	0.621
imtryingtosleep	NO TRANSLATION	0.438	0.363	0.385
inability	無能	0.150	0.529	0.250
inaccessible	アクセスできない	0.083	0.585	0.446
inaccurate	不正確	0.135	0.450	0.250
inaction	無反応	0.323	0.225	0.325
inactivate	不活性化する	0.245	0.240	0.415
inactivation	不活性化	0.198	0.260	0.220
inactive	非アクティブ	0.271	0.167	0.159
inactivity	不活動	0.135	0.143	0.227
inadequacy	不十分	0.286	0.500	0.297
inadequate	不十分な	0.122	0.450	0.223
inadequateness	不十分	0.240	0.529	0.316
inadmissible	容認できない	0.188	0.636	0.389
inadvertent	不慮の	0.365	0.368	0.286
inadvertently	不注意に	0.302	0.541	0.549
inaffable	NO TRANSLATION	0.388	0.518	0.455
inalienable	譲ることができない	0.437	0.459	0.608
inane	イン・イン	0.271	0.350	0.268
inanimate	生きていない	0.281	0.143	0.224
inapplicable	適用外	0.281	0.402	0.330
inappropriate	不適切	0.135	0.542	0.353
inattention	不注意	0.208	0.433	0.188
inaudible	聞き取れない	0.280	0.398	0.358
inaugural	就任	0.684	0.567	0.608
inaugurate	就任	0.781	0.582	0.800
inauguration	就任	0.847	0.712	0.769
inborn	先天性	0.590	0.288	0.546
inbound	インバウンド	0.531	0.388	0.538
inbred	近交系	0.397	0.520	0.473
incalculable	計り知れない	0.449	0.620	0.679
incandescent	白熱	0.354	0.612	0.621
incantation	呪文	0.439	0.632	0.548
incapable	不可能な	0.156	0.529	0.155
incapacity	無能	0.052	0.500	0.217
incarceration	投獄	0.100	0.800	0.397
incarnate	化身	0.552	0.651	0.593
incase	万一に備えて	0.580	0.196	0.365
incendiary	焼夷弾	0.281	0.810	0.598
incense	香	0.698	0.275	0.328
incensed	怒った	0.338	0.643	0.392
incentive	インセンティブ	0.812	0.618	0.718
inception	開始	0.604	0.425	0.561
incessant	絶え間ない	0.438	0.760	0.544
incessantly	絶え間なく	0.417	0.765	0.606
incest	近親相姦	0.073	0.853	0.491
incestuous	近親相姦	0.188	0.736	0.442
inch	インチ	0.481	0.327	0.300
incidence	入射	0.417	0.527	0.429
incident	入射	0.084	0.662	0.482
incidental	偶発	0.281	0.610	0.404
incidentally	偶然に	0.479	0.500	0.500
incineration	焼却	0.229	0.787	0.470
incinerator	焼却炉	0.250	0.643	0.591
incipient	初期	0.442	0.382	0.430
incision	切開	0.240	0.663	0.558
incisive	鋭い	0.380	0.602	0.545
incite	扇動する	0.449	0.736	0.642
incitement	扇動	0.302	0.943	0.598
inclement	厄介な	0.260	0.676	0.616
inclination	傾斜	0.378	0.490	0.538
incline	傾斜	0.490	0.423	0.345
inclined	傾斜	0.469	0.347	0.402
include	含める	0.729	0.449	0.702
included	含まれる	0.760	0.402	0.570
including	を含む	0.700	0.378	0.518
inclusion	包含	0.774	0.404	0.712
inclusive	包括的な	0.604	0.420	0.564
incognito	シークレット	0.610	0.490	0.446
