Word	Hawaiian-haw	Valence	Arousal	Dominance
interdependence	ke kūkākūkā	0.608	0.618	0.639
interdependent	ke kūkākūkā	0.410	0.482	0.598
interdiction	ka pāpā	0.337	0.500	0.585
interest	maikaʻi	0.780	0.667	0.618
interested	makemake	0.750	0.529	0.725
interesting	maikaʻi	0.927	0.726	0.731
interface	kelepona	0.643	0.357	0.600
interfere	hoʻopilikia	0.323	0.714	0.471
interference	pilikia	0.396	0.736	0.357
interferometer	ka interferometer	0.510	0.510	0.517
intergalactic	ke kūkākūkā	0.562	0.661	0.741
interim	manawa lōʻihi	0.604	0.400	0.524
interior	roto	0.618	0.157	0.462
interject	pilikia	0.333	0.648	0.658
interlocutory	ke kūkākūkā	0.490	0.500	0.527
interlude	e komo	0.470	0.417	0.377
intermediary	kikowaena hou	0.427	0.510	0.643
intermediate	kūwaena	0.480	0.368	0.400
interment	hoʻopau	0.235	0.608	0.346
interminable	hikiʻole	0.327	0.481	0.561
intermission	ka hoʻokuʻu	0.490	0.360	0.402
intermittent	ke kaulike	0.337	0.565	0.436
intern	ke komo	0.459	0.460	0.392
internal	i loko	0.439	0.349	0.423
internally	i loko	0.615	0.400	0.616
international	honua	0.800	0.519	0.702
internet	pūnaewele	0.760	0.462	0.755
internship	ke kauʻana	0.590	0.510	0.482
interoffice	ke kūkākūkā	0.439	0.375	0.556
interpolate	e hoʻopili	0.460	0.490	0.569
interpolation	ka hui waena	0.419	0.506	0.528
interpret	ho'ākāka	0.646	0.625	0.673
interpretation	wehewehe	0.677	0.594	0.620
interpreter	unuhi'ōlelo	0.708	0.461	0.596
interpretive	interpretive	0.531	0.549	0.595
interrelated	pili pū	0.615	0.469	0.592
interrogate	ke nīnau	0.323	0.808	0.680
interrogation	nīnau	0.302	0.827	0.657
interrupt	hoʻopau	0.210	0.635	0.509
interrupted	ua hoʻopauʻia	0.281	0.559	0.333
interrupting	ke kuhi	0.146	0.593	0.509
interruption	ka pilikia	0.184	0.632	0.425
interrupts	hoʻopilikia	0.204	0.545	0.389
intersect	kūkā	0.521	0.510	0.480
intersection	ke kuhikuhina	0.344	0.541	0.658
interstate	aia kekahi	0.520	0.443	0.600
interstellar	ke kauā	0.708	0.702	0.622
interstitial	ʻokoʻa	0.333	0.471	0.534
interval	manawa	0.510	0.284	0.400
intervene	kau waena	0.520	0.677	0.768
intervening	ke komo	0.398	0.627	0.442
intervention	ke ākea	0.388	0.696	0.689
interview	ka nīnauele	0.573	0.770	0.619
interviewer	ka uiui	0.552	0.736	0.816
interworking	hana hoʻohana	0.552	0.587	0.691
intestate	makemake	0.459	0.467	0.415
intestinal	ke kino	0.357	0.531	0.370
intestine	pūpū	0.343	0.450	0.380
intestines	nā pūpū	0.292	0.547	0.398
intimacy	ke aloha	0.857	0.802	0.558
intimate	maikaʻi	0.724	0.598	0.393
intimately	me ke aloha	0.806	0.573	0.590
intimation	ʻike	0.406	0.673	0.500
intimidate	hopohopo	0.210	0.804	0.632
intimidated	hopohopo	0.177	0.663	0.208
intimidating	hopohopo	0.229	0.790	0.708
intimidation	hoʻoweliweli	0.177	0.791	0.644
intolerable	pilikia	0.146	0.660	0.439
intolerance	ke kali	0.052	0.704	0.520
intolerant	ke komoʻole	0.135	0.676	0.509
intonation	intonation	0.615	0.442	0.598
intoxicated	i mea inu	0.079	0.824	0.246
intoxicating	i ka meaʻona	0.224	0.760	0.464
intoxication	kaʻona	0.323	0.710	0.400
intracranial	hiʻona	0.281	0.602	0.553
intractable	makemakeʻole	0.154	0.694	0.302
intramural	ka nui	0.490	0.464	0.447
intravenous	ino	0.357	0.538	0.458
intrepid	intrepid	0.753	0.696	0.637
intricate	kūleʻa	0.559	0.704	0.500
intrigue	hilahila	0.362	0.830	0.327
intriguing	makemake	0.422	0.713	0.462
intrinsic	hiʻona	0.406	0.471	0.526
intrinsically	me ka naʻau	0.459	0.382	0.538
intro	ʻike mua	0.510	0.331	0.657
introduce	hoʻokomo	0.592	0.559	0.648
introduction	hōʻuluʻulu	0.612	0.413	0.640
introductory	hāpai	0.635	0.368	0.593
introspection	ʻikeʻia	0.603	0.337	0.575
introspective	kemua	0.552	0.360	0.471
intrude	kukū	0.058	0.735	0.480
intruder	mea komo	0.146	0.740	0.324
intrusion	hilinaʻi	0.293	0.641	0.670
intrusive	hika	0.461	0.607	0.538
intubation	hoʻopunipuni	0.276	0.598	0.526
intuition	intuition	0.857	0.508	0.602
intuitive	intuitive	0.771	0.573	0.690
intuitively	i loko o ka naʻau	0.670	0.561	0.648
inundation	hoʻopiʻi	0.177	0.780	0.455
invade	hōʻeuʻeu	0.408	0.892	0.714
invader	hopena	0.200	0.827	0.618
invalid	ʻaʻohe	0.180	0.330	0.255
invalidate	kuhi	0.315	0.480	0.397
invalidation	invalid	0.181	0.490	0.278
invalidity	ʻikeʻole	0.186	0.394	0.158
invaluable	waiwai nui	0.740	0.500	0.745
invariably	i nā manawa a pau	0.458	0.365	0.550
invasion	kū'ēʻia	0.271	0.843	0.808
invasive	hoʻopōʻino	0.194	0.730	0.598
invent	hana	0.719	0.689	0.833
invention	mea hana	0.714	0.577	0.811
inventive	mea hana	0.780	0.627	0.721
inventor	mea kūʻai	0.781	0.667	0.847
inventory	papa helu	0.594	0.463	0.490
inverse	huli	0.459	0.337	0.319
inversely	me ke kue	0.286	0.418	0.351
inversion	ke hoʻohuli	0.602	0.630	0.772
invert	pale	0.510	0.585	0.706
inverted	i hoʻohuliʻia	0.310	0.471	0.357
invest	hoʻopau	0.650	0.663	0.682
investigate	e huli	0.640	0.500	0.781
investigation	ʻike	0.531	0.592	0.820
investigative	imi	0.562	0.600	0.704
investigator	ka mea noiʻi	0.615	0.509	0.779
investment	ke kūʻai	0.720	0.592	0.745
investor	mea kūʻai	0.794	0.655	0.791
invidious	invidly	0.112	0.650	0.364
invigorate	ho'āla	0.821	0.798	0.831
invincible	hikiʻole ke hōʻeha	0.867	0.853	0.914
invisibility	ʻike 'ana	0.438	0.461	0.382
invisible	ʻikeʻoleʻia	0.417	0.345	0.412
invitation	kāhea	0.802	0.549	0.647
invite	kāhea	0.745	0.655	0.611
inviting	e kono ana	0.938	0.571	0.538
invocation	ke kāheaʻana	0.430	0.620	0.673
invoice	ka pepa inoa	0.480	0.380	0.474
invoke	kāhea	0.583	0.740	0.579
involuntary	piliʻole	0.354	0.490	0.231
involution	hōʻeuʻeu	0.296	0.420	0.407
involve	komo	0.694	0.490	0.728
involvement	ka hana	0.760	0.620	0.696
invulnerable	ʻikeʻole	0.552	0.683	0.745
inwards	i loko	0.490	0.385	0.438
iodine	iodine	0.390	0.265	0.333
ion	ion	0.429	0.330	0.408
iota	iota	0.344	0.385	0.314
irate	irate	0.188	0.852	0.474
ire	NO TRANSLATION	0.198	0.740	0.575
iridescent	hau	0.602	0.588	0.539
iris	iris	0.708	0.275	0.380
irked	hau	0.164	0.791	0.353
irks	ʻO nā lau	0.276	0.781	0.339
iron	hao	0.448	0.351	0.679
ironclad	ka ironclad	0.561	0.648	0.679
ironic	keʻano hao	0.435	0.550	0.500
irons	ka hao	0.531	0.441	0.625
irony	ka hao	0.390	0.587	0.508
irradiation	ke ākea	0.385	0.736	0.509
irrational	ʻokoʻa	0.125	0.648	0.394
irrationality	ka halaʻole	0.198	0.735	0.361
irreconcilable	hikiʻole ke hele	0.146	0.667	0.375
irreducible	hikiʻole ke hele	0.296	0.455	0.569
irrefutable	hikiʻole ke kū'ē	0.496	0.549	0.716
irregular	hewaʻole	0.312	0.548	0.321
irregularity	hewa	0.104	0.647	0.306
irregularly	hewaʻole	0.292	0.565	0.397
irrelevant	ʻaʻole pono	0.138	0.311	0.296
irreparable	hikiʻole ke pale	0.061	0.530	0.430
irreplaceable	hikiʻole ke hoʻololi	0.479	0.580	0.833
irrepressible	'āhewaʻia	0.512	0.566	0.745
irresistible	hikiʻole ke hele	0.823	0.833	0.839
irrespective	me ka nānāʻole	0.497	0.538	0.745
irresponsible	kūponoʻole	0.177	0.680	0.241
irreverent	hilahilaʻole	0.191	0.694	0.634
irreversible	hikiʻole ke hoʻololi	0.170	0.541	0.667
irrevocable	hikiʻole ke hele	0.296	0.560	0.712
irrigate	hau	0.272	0.458	0.490
irrigation	hau	0.259	0.426	0.426
irritability	ke kaumaha	0.146	0.853	0.283
irritable	ʻoluʻolu	0.112	0.952	0.462
irritate	ke kaumaha	0.167	0.890	0.368
irritated	hauʻoli	0.210	0.816	0.281
irritates	ke kaumaha	0.173	0.810	0.295
irritating	ka huhū	0.104	0.912	0.393
irritation	ka huhū	0.073	0.833	0.496
island	mokupuni	0.745	0.347	0.432
isle	isle	0.667	0.390	0.443
islet	ka mokupuni	0.612	0.314	0.367
isolate	kaʻawale	0.235	0.422	0.336
isolated	kaʻawale	0.221	0.356	0.255
isolation	ke kaʻawale	0.198	0.338	0.339
isomorphism	isomorphism	0.448	0.361	0.481
isothermal	isothermal	0.459	0.491	0.500
isotope	ʻokoʻa	0.429	0.404	0.407
issue	pilikia	0.316	0.819	0.351
itch	makemake	0.319	0.610	0.465
itching	pulu	0.208	0.690	0.300
itchy	ka'ōpū	0.334	0.726	0.296
item	mea	0.594	0.270	0.465
itemize	hiamize	0.459	0.527	0.518
items	nā mea	0.542	0.401	0.434
iterate	ʻike	0.449	0.460	0.440
iteration	ʻikeʻia	0.531	0.449	0.486
iterative	ʻike	0.429	0.420	0.500
itinerant	maikaʻi	0.449	0.545	0.439
itinerary	nā kaʻao	0.551	0.550	0.454
ivory	eho elepani	0.625	0.235	0.566
jab	jab	0.385	0.519	0.482
jabber	ka wahine	0.417	0.506	0.342
jack	kāki	0.487	0.450	0.441
jackal	kāhea	0.333	0.582	0.436
jackass	kākoʻa	0.188	0.692	0.279
jacket	kāleka	0.656	0.302	0.382
jackhammer	jackhammer	0.199	0.690	0.519
jackpot	ka momona	0.950	0.750	0.786
jackrabbit	kāpili	0.625	0.379	0.344
jacks	nā kāleka	0.490	0.400	0.505
jade	puka	0.604	0.410	0.455
jaded	hoʻopili	0.255	0.560	0.400
jag	NO TRANSLATION	0.408	0.440	0.427
jagged	hoʻopiʻi	0.082	0.462	0.213
jaguar	jaguar	0.559	0.710	0.654
jail	hale paʻa	0.094	0.898	0.480
jailbird	hale paʻa	0.240	0.567	0.473
jailbreak	jailbreak	0.354	0.629	0.471
jailer	kahu hale	0.194	0.630	0.632
jailhouse	hale paʻahao	0.104	0.887	0.430
jalopy	jalopy	0.396	0.436	0.337
jam	kala	0.510	0.548	0.318
jamboree	ka jamboree	0.602	0.625	0.351
jammed	hoʻopili	0.235	0.817	0.411
jammer	hoʻopēmi	0.417	0.540	0.491
janitor	ukuha	0.510	0.350	0.527
janitorial	hoʻoponopono	0.490	0.373	0.481
japan	Iapana	0.667	0.482	0.580
jar	ka pa	0.430	0.346	0.318
jargon	ke kālepa	0.333	0.548	0.404
jarhead	ke kālepa	0.408	0.530	0.464
jarring	ke kālepa	0.210	0.673	0.309
jasmine	ka jassmine	0.765	0.230	0.286
jasper	jaspa	0.480	0.425	0.402
jaundice	kauā	0.214	0.480	0.355
jaunt	kauā	0.808	0.451	0.500
java	java	0.459	0.321	0.343
javelin	ka ihe	0.385	0.481	0.465
jaw	ka iwi	0.500	0.510	0.420
jawbone	kaua iwi	0.468	0.413	0.342
jaws	nā iwi	0.385	0.528	0.455
jay	x	0.531	0.408	0.389
jazz	jazz	0.677	0.362	0.450
jazzy	jazzy	0.725	0.431	0.389
jealous	hae	0.173	0.855	0.345
jealousy	ka lili	0.146	0.783	0.481
jean	ʻo ia	0.602	0.444	0.364
jeans	nā kāmeʻa	0.622	0.324	0.371
jeep	Ieep	0.602	0.510	0.612
jeering	hoʻopiʻi	0.266	0.792	0.380
jelly	jelly	0.651	0.294	0.256
jellybean	jellybean	0.592	0.406	0.399
jellyfish	kāpili	0.531	0.567	0.377
jenny	jenny	0.542	0.406	0.407
jeopardize	hoʻopilikia	0.260	0.877	0.582
jeopardy	pilikia	0.129	0.908	0.536
jerk	lil	0.194	0.630	0.238
jerks	ke komo	0.214	0.788	0.395
jerky	koa	0.233	0.538	0.358
jersey	ke aliʻi	0.594	0.317	0.411
jest	NO TRANSLATION	0.520	0.736	0.222
jester	hele	0.388	0.670	0.264
jesus	iā Iesus	0.800	0.400	0.620
jet	jet	0.612	0.721	0.606
jetty	jetty	0.602	0.480	0.453
jewel	kewelima	0.827	0.588	0.625
jeweler	kālepa	0.760	0.482	0.500
jewelry	nā mea nani	0.823	0.569	0.597
jib	kahi	0.406	0.420	0.413
jiff	NO TRANSLATION	0.576	0.404	0.349
jiffy	ala	0.410	0.444	0.380
jig	jig	0.531	0.396	0.357
jiggle	jiggle	0.592	0.673	0.518
jigsaw	jigsaw	0.594	0.582	0.519
jihad	jihad	0.323	0.660	0.444
jimmy	ka nui	0.579	0.321	0.311
jingle	jingle	0.635	0.500	0.424
jinx	jinx	0.337	0.582	0.373
jitters	jitters	0.224	0.918	0.192
jittery	koa	0.344	0.856	0.255
jive	hele	0.561	0.551	0.373
job	hana	0.694	0.541	0.717
jobinterview	NO TRANSLATION	0.684	0.837	0.723
jock	ʻoliʻoli	0.592	0.656	0.473
jockey	ʻoliʻoli	0.562	0.644	0.703
jockstrap	ka pahu hopu	0.347	0.431	0.390
jog	'ōwili	0.510	0.708	0.519
jogger	'ōwili	0.417	0.510	0.424
john	john	0.562	0.382	0.327
join	hui pū	0.729	0.479	0.684
joined	hui pūʻia	0.667	0.394	0.600
joining	hui pūʻia	0.755	0.469	0.685
joint	hui pū	0.615	0.392	0.566
jointly	hui pū	0.708	0.425	0.602
joke	mele	0.704	0.610	0.316
joker	hauʻoli	0.771	0.760	0.416
joking	pāʻani	0.776	0.839	0.407
jolly	ʻoliʻoli	0.959	0.705	0.708
jolt	jolt	0.365	0.708	0.358
jornada	NO TRANSLATION	0.417	0.500	0.533
jot	'ōlelo	0.406	0.323	0.350
jour	NO TRANSLATION	0.479	0.394	0.415
journal	kope	0.688	0.240	0.352
journalism	ka'imikala	0.622	0.500	0.684
journalist	ka nūpepa	0.542	0.452	0.732
journalistic	ka nūpepa	0.696	0.449	0.495
journey	hele	0.910	0.702	0.625
journeyman	helena	0.765	0.596	0.741
joust	kūlana	0.520	0.528	0.551
jovial	ke oli	0.823	0.460	0.526
joy	ʻoliʻoli	0.980	0.824	0.794
joyful	hauʻoli	0.990	0.740	0.667
joyous	hauoli	0.958	0.580	0.728
joyride	hauoli	0.694	0.550	0.500
joys	nā hauʻoli	0.981	0.643	0.651
jubilant	nui	0.844	0.673	0.664
jubilee	Iubile	0.916	0.500	0.579
judge	ka lunakanawai	0.510	0.604	0.857
judged	ua hoʻokolokoloʻia	0.281	0.686	0.722
judging	e hoʻokolokolo ana	0.240	0.625	0.693
judgment	ka hoʻoholo	0.396	0.600	0.816
judgmental	hoʻokolokolo	0.330	0.602	0.579
judicial	ka hoʻokolokolo	0.378	0.667	0.833
judiciary	ka hoʻokolokolo	0.439	0.740	0.897
judicious	maikaʻi	0.630	0.432	0.772
judo	Judo	0.500	0.790	0.612
jug	pā	0.520	0.250	0.213
juggle	uila	0.594	0.760	0.426
juggler	nui	0.633	0.821	0.480
juggling	Kaomi	0.562	0.874	0.346
jugular	nui	0.271	0.573	0.426
juice	wai	0.776	0.281	0.352
juicer	ka wai	0.552	0.520	0.564
juicy	maikaʻi	0.823	0.529	0.490
juju	NO TRANSLATION	0.541	0.519	0.206
juke	ka wai	0.500	0.491	0.410
jukebox	ka pahuke	0.699	0.540	0.429
jumble	'ūpī	0.357	0.613	0.331
jumbled	'ūpī	0.292	0.602	0.445
jumbo	jumbo	0.680	0.552	0.447
jump	lele	0.625	0.865	0.611
jump rope	e hoʻohei i ke kaula	0.656	0.660	0.368
jumper	pume	0.615	0.336	0.481
jumpsuit	nui ka lele	0.562	0.365	0.361
jumpy	maikaʻi	0.353	0.810	0.216
junction	ka hopena	0.490	0.481	0.364
juncture	hui	0.365	0.582	0.491
jungle	ka ulu lāʻau	0.500	0.510	0.481
junior	ke keiki	0.635	0.343	0.304
juniper	ka pilipuni	0.583	0.327	0.352
junk	kukui	0.115	0.481	0.118
junket	ka junket	0.490	0.519	0.386
junkie	hauʻoli	0.135	0.860	0.363
junky	kaʻi	0.385	0.595	0.343
junkyard	ka malihini	0.177	0.398	0.302
junta	lālā	0.451	0.503	0.704
juridical	ke kānāwai	0.520	0.431	0.873
jurisdiction	ka mana	0.480	0.580	0.820
jurisprudence	ka hoʻokolokolo	0.360	0.425	0.764
jurist	nā loio	0.479	0.523	0.713
juror	jurar	0.582	0.640	0.750
jury	jure	0.479	0.607	0.789
justice	ʻo ka pololei	0.760	0.538	0.787
justifiable	kūpono	0.786	0.413	0.821
justification	ʻike	0.622	0.444	0.661
justify	pololei	0.612	0.473	0.615
juststop	NO TRANSLATION	0.417	0.379	0.364
justthebeginning	NO TRANSLATION	0.573	0.451	0.481
jute	jute	0.551	0.216	0.295
juvenile	ke keiki	0.678	0.490	0.526
juxtaposition	ke kumu	0.427	0.500	0.460
kaiser	kaiser	0.470	0.509	0.690
kale	kale	0.469	0.226	0.411
kaleidoscope	kaleidoscope	0.615	0.439	0.580
kamikaze	kamikaze	0.204	0.810	0.645
kangaroo	ʻike	0.716	0.333	0.301
kanji	kanji	0.510	0.413	0.425
kappa	kappa	0.469	0.375	0.366
kaput	NO TRANSLATION	0.281	0.441	0.440
karaoke	karaoke	0.763	0.649	0.342
karate	karate	0.562	0.833	0.598
karma	karma	0.500	0.510	0.537
karmic	karmic	0.357	0.459	0.464
kayak	kayak	0.592	0.600	0.364
kazoo	kazoo	0.503	0.462	0.411
kebab	kebab	0.531	0.431	0.377
keel	keel	0.344	0.417	0.419
keen	Keen	0.823	0.719	0.806
keep	mālama	0.714	0.296	0.547
keeper	kahu	0.612	0.457	0.773
keeping	mālama	0.592	0.280	0.723
keepsake	mālama mālama	0.740	0.307	0.491
keg	keg	0.551	0.389	0.404
kelp	kelp	0.479	0.264	0.213
ken	ken	0.438	0.409	0.360
kennel	ka hale hoʻomaha	0.430	0.480	0.406
kerchief	ka pale	0.520	0.189	0.236
kern	kern	0.438	0.420	0.449
kernel	kani	0.542	0.453	0.462
kerosene	kerosene	0.302	0.472	0.427
ketchup	ketchup	0.653	0.338	0.282
kettle	kapi	0.357	0.497	0.333
key	kī	0.615	0.275	0.519
keyboard	papapili	0.573	0.279	0.349
keyed	keake	0.469	0.497	0.521
keyhole	keyhole	0.438	0.358	0.356
keynote	kī nui	0.630	0.431	0.545
keypad	pākuhi	0.604	0.255	0.330
keystone	keystone	0.573	0.438	0.491
keyword	hua'ōlelo	0.602	0.520	0.747
khaki	khaki	0.594	0.252	0.278
khan	khan	0.463	0.476	0.529
kibble	kipa	0.510	0.458	0.404
kick	ʻoki	0.271	0.791	0.526
kickboxing	kickboxing	0.427	0.882	0.651
kicker	kicker	0.427	0.711	0.614
kicking	e leka	0.327	0.802	0.510
kickoff	peku	0.583	0.600	0.629
kid	ke keiki	0.760	0.453	0.298
kidder	ke keiki	0.708	0.768	0.471
kidding	'ōpiopio	0.622	0.625	0.457
kiddo	e hoʻomalu	0.674	0.393	0.419
kiddos	kiddos	0.500	0.480	0.342
kidnap	hōʻiliʻili	0.032	0.923	0.535
kidnapped	ua kiʻiʻia	0.044	0.923	0.455
kidnapper	ka mea hopu kanaka	0.115	0.906	0.618
kidnapping	ka hopu kanaka	0.094	0.880	0.561
kidney	kopa	0.448	0.363	0.380
kids	nā keiki	0.837	0.500	0.417
kill	pepehi	0.052	0.941	0.736
killer	pepehi	0.041	0.971	0.543
killing	pepehi	0.080	0.959	0.696
killjoy	pepehi	0.178	0.550	0.324
kiln	kiln	0.451	0.423	0.414
kilo	NO TRANSLATION	0.438	0.358	0.461
kilogram	kilogram	0.510	0.260	0.455
kilometer	mile	0.490	0.439	0.485
kilt	kilt	0.448	0.346	0.348
kimono	kimono	0.643	0.280	0.363
kin	kin	0.543	0.441	0.457
kind	ʻano	0.918	0.240	0.618
kindergarten	ke kula haumana	0.833	0.462	0.308
kindling	ke kaniʻana	0.520	0.651	0.421
kindness	maikaʻi	0.938	0.350	0.508
kindred	ʻohana	0.760	0.418	0.517
kinematics	kinematics	0.594	0.480	0.614
kinesiology	kinesiology	0.491	0.480	0.633
kinetic	ke kinetona	0.582	0.540	0.537
king	ka mō'ī	0.677	0.690	0.892
king snake	ka mō'ī aliʻi	0.458	0.835	0.647
kingdom	ke aupuni	0.714	0.547	0.910
kingpin	alapinpin	0.357	0.626	0.642
kink	kink	0.337	0.634	0.321
kinky	kinky	0.449	0.558	0.361
kinship	pili pili	0.771	0.300	0.652
kiosk	kiosk	0.500	0.286	0.321
kirk	kirk	0.510	0.390	0.388
kiss	kihi	0.967	0.813	0.630
kisser	honi	0.844	0.682	0.618
kissy	kihi	0.874	0.684	0.402
kit	'ō	0.583	0.344	0.420
kitchen	ka hale kuke	0.700	0.234	0.398
kite	ʻike	0.643	0.500	0.573
kitten	kāpena	0.816	0.343	0.260
kiwi	kiwi	0.646	0.273	0.282
klutz	klutz	0.275	0.451	0.356
knack	knack	0.562	0.518	0.820
knapsack	knapsack	0.551	0.317	0.268
knead	ka'ōwili	0.490	0.457	0.345
knee	kukuli	0.520	0.245	0.396
kneecap	ke koko	0.427	0.360	0.440
kneel	kukuli	0.426	0.417	0.217
kneeling	kukuli	0.245	0.435	0.144
knell	ka piko	0.354	0.500	0.377
knick	ka pahi	0.480	0.509	0.420
knickers	nā kūkā	0.552	0.428	0.328
knife	ka pahi	0.344	0.717	0.573
knight	ka naita	0.780	0.441	0.835
knighthood	ka naita	0.740	0.660	0.769
knit	kūkā	0.630	0.144	0.295
knob	piko	0.340	0.360	0.272
knock	kikeke	0.312	0.531	0.527
knockoff	kiola	0.350	0.606	0.240
knockout	kulaʻi	0.388	0.755	0.664
knoll	kaomi	0.434	0.347	0.333
knot	hoʻohui	0.541	0.221	0.408
knots	nā pahi	0.418	0.346	0.267
knotted	nāpoe	0.226	0.412	0.294
know	ʻike	0.765	0.361	0.704
knowing	ʻike	0.833	0.353	0.658
knowingly	ʻike	0.500	0.459	0.481
knowledge	ʻike	0.847	0.430	0.896
knowledgeable	ʻike	0.865	0.455	0.971
knuckle	kaomi	0.655	0.333	0.393
knucklehead	knucklehead	0.157	0.485	0.288
knuckles	nā knu	0.271	0.461	0.320
koala	koala	0.608	0.210	0.311
kook	NO TRANSLATION	0.417	0.471	0.398
kooky	kooky	0.418	0.582	0.366
kool-aid	Kool-kōkua	0.531	0.318	0.393
kos	kos	0.500	0.471	0.407
kosher	kosher	0.469	0.443	0.312
kraut	NO TRANSLATION	0.388	0.500	0.390
kris	kris	0.427	0.417	0.407
kryptonite	kryptonite	0.306	0.690	0.588
kudos	aloha	0.925	0.587	0.642
kumquat	kumquat	0.417	0.426	0.390
lab	laikini	0.479	0.500	0.600
label	inoa	0.582	0.245	0.423
labor	hana	0.594	0.639	0.754
laboratory	hale wehewehe	0.571	0.490	0.537
labored	i hana	0.646	0.451	0.637
laborer	paʻahana	0.561	0.510	0.698
laboring	hana	0.705	0.644	0.737
laborious	hana	0.393	0.635	0.709
labyrinth	ka mea kani	0.479	0.811	0.491
lac	lac	0.408	0.418	0.331
lace	laikini	0.625	0.200	0.293
laceration	laina	0.143	0.667	0.443
lack	nele	0.250	0.365	0.242
lackey	lackey	0.260	0.510	0.166
lacking	nele	0.229	0.375	0.121
lackluster	nele	0.250	0.311	0.264
lacquer	lacquer	0.510	0.353	0.258
lacrosse	lacrosse	0.573	0.656	0.509
lactose	lactose	0.479	0.290	0.433
lad	keiki	0.637	0.388	0.336
ladder	panewa	0.560	0.438	0.358
laddie	Keiki	0.668	0.539	0.391
laden	laweʻia	0.392	0.478	0.554
lading	kau lole	0.388	0.463	0.409
ladle	ka ladle	0.531	0.368	0.352
lady	makuahine	0.854	0.481	0.602
lady bug	NO TRANSLATION	0.490	0.434	0.381
ladybug	wahine wahine	0.602	0.400	0.224
ladylike	like wahine	0.592	0.559	0.538
ladyship	kāleʻa	0.561	0.480	0.822
lag	lag	0.220	0.375	0.246
lager	NO TRANSLATION	0.584	0.480	0.353
lagging	lagging	0.135	0.538	0.277
lagoon	lagoon	0.660	0.231	0.373
lair	ʻo ia	0.469	0.438	0.392
laity	lālā	0.510	0.320	0.487
lake	lake	0.694	0.196	0.425
lama	NO TRANSLATION	0.560	0.320	0.400
lamb	keiki hipa	0.646	0.284	0.321
lame	nā kopa	0.145	0.410	0.217
lament	e uwē	0.198	0.398	0.352
lamenting	uwē	0.156	0.390	0.254
lamina	lamina	0.510	0.314	0.408
laminated	lamined	0.417	0.304	0.373
lamp	ke kukui	0.510	0.260	0.309
lamppost	ka lamola	0.420	0.337	0.455
lance	ka ihe	0.406	0.620	0.587
lancer	ka laka	0.417	0.528	0.519
land	Āina	0.582	0.260	0.616
landed	pae	0.709	0.620	0.480
landfall	'āina	0.521	0.434	0.407
landfill	ka pae'āina	0.398	0.423	0.324
landing	pae	0.552	0.696	0.596
landlady	'āina	0.677	0.303	0.417
landlocked	ua hoʻoneʻeʻia	0.280	0.391	0.367
landlord	ka mea konohiki	0.684	0.500	0.858
landmark	mauna	0.694	0.355	0.681
lands	'āina	0.594	0.280	0.492
landscape	ka'āina	0.719	0.176	0.423
landscaping	hoʻoponopono'āina	0.823	0.379	0.519
landslide	e hoʻoneʻe	0.250	0.864	0.530
lane	ala	0.449	0.490	0.451
language	'ōlelo	0.677	0.337	0.704
languid	languid	0.281	0.270	0.283
languish	ʻeleʻele	0.235	0.408	0.382
languishing	e maloʻo ana	0.308	0.459	0.353
lanky	lanky	0.412	0.426	0.370
lantern	ke kukui	0.622	0.250	0.243
lap	laka	0.583	0.510	0.412
lapdog	nui	0.388	0.490	0.269
lapel	ulupala	0.460	0.287	0.288
lapse	make	0.420	0.316	0.281
lapsed	hāʻule	0.357	0.333	0.276
laptop	pona polokalamu	0.724	0.270	0.519
larceny	nui	0.272	0.821	0.454
lard	ka paila	0.427	0.239	0.179
larder	nui	0.656	0.290	0.509
large	nui	0.704	0.565	0.736
larger	nui	0.729	0.654	0.763
largo	NO TRANSLATION	0.521	0.480	0.517
lark	lark	0.570	0.292	0.352
larva	nui	0.245	0.423	0.254
laryngitis	laryngitis	0.125	0.500	0.370
larynx	larynx	0.460	0.420	0.402
lasagna	lasagna	0.719	0.441	0.396
laser	laser	0.469	0.531	0.769
lash	lapala	0.235	0.794	0.609
lass	ole	0.656	0.536	0.433
lasso	keʻa	0.438	0.460	0.339
lastday	NO TRANSLATION	0.309	0.580	0.463
lasting	mau loa	0.804	0.535	0.745
lastminute	Lastminute	0.418	0.582	0.385
latch	kaomi	0.395	0.263	0.288
late	i ka hopena	0.245	0.358	0.315
lateness	lateness	0.214	0.388	0.343
latent	kaomi	0.469	0.500	0.653
lateral	ma waho	0.469	0.370	0.322
laterally	i ka hopena	0.562	0.255	0.450
latex	ka hopena	0.479	0.413	0.325
lathe	lae	0.510	0.450	0.425
lather	ʻo wau	0.635	0.327	0.313
latitude	latitude	0.562	0.306	0.490
latrine	mauna	0.380	0.353	0.176
latrines	nā latrines	0.214	0.462	0.267
latte	latte	0.615	0.320	0.311
lattice	wikiwiki	0.406	0.420	0.349
