Word	Corsican-co	Valence	Arousal	Dominance
pallet	pallet	0.604	0.241	0.349
palliative	paliative	0.548	0.394	0.518
palm	palma	0.531	0.194	0.340
palmer	palmer	0.480	0.269	0.413
palomino	palominu	0.616	0.349	0.396
palpable	palpable	0.552	0.343	0.611
palpitations	palpitazioni	0.417	0.702	0.528
palsy	parsita	0.083	0.446	0.221
paltry	un pesce	0.333	0.491	0.320
pamper	pamper	0.792	0.321	0.348
pamphlet	pamphlet	0.530	0.250	0.327
pan	pan	0.734	0.182	0.364
panacea	panacea	0.420	0.427	0.613
panache	panache	0.510	0.363	0.306
pancake	frittella	0.802	0.274	0.364
pancakes	pancakes	0.844	0.373	0.402
pancreas	pancreas	0.469	0.302	0.366
panda	panda	0.646	0.194	0.406
pandemic	pandemica	0.160	0.790	0.544
pandemonium	pandemoniu	0.229	0.885	0.500
pane	pane	0.385	0.250	0.444
panel	panel	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	panhandle	0.441	0.431	0.414
panic	panicu	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	in panicu	0.100	0.949	0.260
panicking	in panicu	0.094	0.882	0.333
panicky	panicky	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	panorama	0.719	0.402	0.625
panoramic	panoramica	0.542	0.462	0.684
pansy	pansy	0.653	0.283	0.589
pant	pant	0.448	0.463	0.409
pantheon	panteismu	0.144	0.410	0.610
panther	pantera	0.303	0.594	0.682
panties	mutandine	0.594	0.529	0.312
pantomime	pantomime	0.552	0.481	0.385
pantry	bagnu	0.622	0.294	0.312
pants	pantaloni	0.673	0.320	0.333
panty	panty	0.451	0.557	0.303
pantyhose	pantyhose	0.570	0.539	0.250
pap	pap	0.438	0.403	0.302
papa	patri	0.656	0.340	0.527
papacy	papatu	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	papaia	0.630	0.306	0.300
paper	carta	0.520	0.123	0.293
paperback	scrittura	0.633	0.269	0.314
paperboy	paperboy	0.521	0.490	0.471
paperweight	pisci paperweight	0.421	0.278	0.433
paperwork	furmazione	0.448	0.355	0.422
paprika	paprika	0.417	0.250	0.264
papyrus	papiru	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	paràbula	0.479	0.357	0.525
parabola	parabola	0.542	0.413	0.620
parabolic	parabolichi	0.459	0.509	0.500
parachute	parachute	0.562	0.787	0.564
parade	parata	0.792	0.685	0.509
paradigm	paradigmu	0.573	0.429	0.779
paradise	paradisu	0.875	0.540	0.796
paradox	paradossu	0.417	0.442	0.482
paradoxical	paradossuale	0.406	0.547	0.433
paraffin	paraffina	0.426	0.291	0.343
paragon	paragon	0.490	0.431	0.473
paragraph	paràgrafu	0.510	0.164	0.269
parakeet	parakeet	0.576	0.387	0.227
paralegal	paralegal	0.479	0.470	0.519
parallax	parallax	0.437	0.394	0.471
parallel	parallella	0.568	0.284	0.465
parallelism	parallilismu	0.549	0.363	0.527
paralysis	paralisi	0.156	0.500	0.305
paralyze	paralìscite	0.188	0.367	0.471
paralyzed	paralizzati	0.194	0.480	0.198
paramedic	paramedica	0.673	0.464	0.636
paramedics	paramedici	0.479	0.594	0.712
paramilitary	paramilitari	0.154	0.804	0.727
paramount	suprana	0.771	0.615	0.902
paranoia	paranoia	0.146	0.841	0.407
paranoid	paranoic	0.122	0.918	0.364
paranormal	paranormal	0.167	0.814	0.560
parapet	parapet	0.450	0.356	0.279
paraphernalia	paraphernalia	0.443	0.726	0.509
paraphrase	paràfràsia	0.500	0.375	0.444
paraplegic	paraplégica	0.188	0.441	0.321
parasite	parasite	0.092	0.442	0.324
parasitic	parasitic	0.037	0.600	0.364
parasol	parasol	0.604	0.255	0.304
parcel	parcel	0.660	0.324	0.411
parcels	tarreni	0.551	0.445	0.418
parched	parched	0.250	0.235	0.255
parchment	pergamena	0.615	0.228	0.455
pardon	perdonu	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	parenchima	0.500	0.399	0.595
parent	parent	0.812	0.357	0.860
parentage	parentage	0.903	0.382	0.595
parental	parental	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	parentesi	0.490	0.327	0.391
parenthood	paternità	0.750	0.630	0.782
parenting	parenting	0.812	0.520	0.676
pariah	pariah	0.397	0.478	0.293
parietal	parietale	0.481	0.333	0.491
paring	paring	0.429	0.441	0.324
parish	parrocchia	0.698	0.354	0.582
parity	parità	0.582	0.406	0.407
park	parcu	0.816	0.343	0.414
parka	parka	0.469	0.481	0.395
parking	parking	0.777	0.469	0.510
parkinsons	parkinsons	0.104	0.570	0.373
parlance	parlance	0.510	0.350	0.462
parlay	parlay	0.469	0.611	0.483
parliament	parlamentu	0.573	0.540	0.858
parliamentary	parlamintari	0.490	0.554	0.755
parlor	salottu	0.500	0.327	0.366
parmesan	parmezan	0.698	0.321	0.382
parody	parodia	0.561	0.651	0.375
parole	parole	0.388	0.620	0.526
parquet	parchet	0.541	0.240	0.422
parrot	pappagaddu	0.588	0.333	0.292
parry	parry	0.510	0.404	0.436
parse	parse	0.469	0.456	0.667
parsimonious	parsimonious	0.417	0.312	0.446
parsimony	parsimoniu	0.449	0.280	0.403
parsley	prezzemolo	0.458	0.170	0.291
parson	parson	0.583	0.250	0.615
part	parte	0.663	0.278	0.360
partake	partake	0.755	0.656	0.629
partial	parziale	0.429	0.324	0.348
partiality	parità	0.375	0.380	0.490
partially	in parti	0.418	0.368	0.396
participant	participante	0.712	0.598	0.613
participate	participà	0.755	0.580	0.684
participation	participazione	0.781	0.700	0.702
particle	partícula	0.521	0.265	0.438
particular	particulari	0.562	0.402	0.552
particularity	particularità	0.670	0.434	0.586
particulars	particulars	0.604	0.348	0.525
parting	parting	0.260	0.542	0.353
partisan	partisan	0.615	0.549	0.669
partisanship	partisanatu	0.438	0.566	0.551
partition	partition	0.615	0.469	0.567
partly	in parte	0.415	0.410	0.396
partner	cumpagnu	0.673	0.302	0.586
partnership	partenaria	0.786	0.387	0.545
partridge	perdiu	0.583	0.415	0.250
parts	parte	0.459	0.327	0.392
party	partitu	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	passà	0.510	0.324	0.362
passable	passable	0.688	0.337	0.633
passage	passaghju	0.429	0.314	0.370
passageway	passaghju	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	passageru	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	passendu	0.458	0.298	0.509
passion	passioni	0.854	0.865	0.728
passionate	passioni	0.990	0.827	0.731
passive	passive	0.420	0.116	0.241
passivity	passività	0.241	0.115	0.246
passkey	passkey	0.646	0.500	0.791
passport	passaportu	0.653	0.457	0.682
password	codice	0.390	0.356	0.559
past	passatu	0.490	0.422	0.311
pasta	pasta	0.615	0.306	0.375
paste	paste	0.500	0.556	0.500
pastel	pastel	0.719	0.357	0.367
pastime	pastime	0.677	0.353	0.443
pastor	pastor	0.698	0.236	0.746
pastrami	pastrami	0.542	0.415	0.348
pastry	pasticceria	0.870	0.407	0.419
pasture	pasture	0.688	0.145	0.170
pasty	pastoso	0.479	0.363	0.375
pat	pat	0.418	0.377	0.340
patch	patch	0.439	0.288	0.283
patchwork	patchwork	0.500	0.260	0.325
pate	pate	0.406	0.260	0.260
patella	patella	0.430	0.260	0.342
patent	patenti	0.724	0.391	0.609
patented	patentatu	0.571	0.422	0.685
paternal	paternu	0.776	0.353	0.755
paternity	paternità	0.704	0.590	0.806
path	strada	0.590	0.245	0.421
pathetic	patettu	0.088	0.464	0.139
pathological	patologicu	0.220	0.602	0.580
pathologist	patogenu	0.354	0.552	0.585
pathology	patologicu	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	strada	0.646	0.410	0.519
patience	pacienza	0.771	0.125	0.387
patient	pacienza	0.583	0.193	0.340
patio	patio	0.562	0.245	0.402
patriarch	patriarca	0.592	0.448	0.898
patriarchal	patriarcali	0.531	0.500	0.857
patrimony	patrimoniu	0.719	0.406	0.740
patriot	patriottu	0.771	0.635	0.886
patriotic	patrioti	0.875	0.509	0.933
patriotism	patriottisimu	0.708	0.635	0.848
patrol	patrulla	0.427	0.664	0.736
patrolman	patrullaru	0.469	0.731	0.884
patron	patronu	0.583	0.451	0.870
patronage	patronatimu	0.583	0.490	0.583
patronising	patronizing	0.439	0.455	0.582
patronize	patronize	0.430	0.451	0.591
patronizing	patronizing	0.542	0.365	0.529
patter	patter	0.312	0.635	0.451
pattern	mudellu	0.479	0.422	0.664
paucity	paura	0.153	0.453	0.175
pauper	pauper	0.260	0.347	0.151
pause	pause	0.429	0.188	0.264
pave	pavate	0.594	0.490	0.509
pavement	pavement	0.460	0.353	0.475
pavilion	pavellioni	0.583	0.500	0.770
paving	pavimentazioni	0.408	0.469	0.545
paw	la zampa	0.417	0.360	0.286
pawn	peone	0.390	0.321	0.187
pawnshop	pawnshop	0.396	0.439	0.519
pax	pax	0.551	0.421	0.473
pay	pagari	0.514	0.588	0.592
payable	pagà	0.385	0.480	0.606
payback	pagamentu	0.459	0.500	0.567
paycheck	paycheck	0.896	0.630	0.652
payday	payday	0.833	0.741	0.571
payer	pagare	0.313	0.630	0.638
payload	carica	0.612	0.510	0.682
payment	pagamentu	0.629	0.452	0.643
payoff	pagà	0.740	0.644	0.673
payout	pagamentu	0.646	0.600	0.575
payphone	pagamentu	0.469	0.360	0.370
payroll	nuvità	0.521	0.360	0.549
pea	pea	0.580	0.275	0.298
peace	a pace	0.939	0.156	0.613
peaceable	pacìficu	0.776	0.134	0.453
peaceful	pacìfichi	0.867	0.108	0.569
peacefully	in pazu	0.901	0.190	0.639
peacekeeper	pacificu	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	in tempu di piacè	0.949	0.180	0.579
peach	peach	0.704	0.480	0.272
peachy	peachy	0.755	0.479	0.388
peacock	pavone	0.786	0.449	0.458
peak	piccu	0.500	0.345	0.431
peaked	culminati	0.677	0.704	0.857
peanut	cacahuè	0.646	0.202	0.246
peanuts	caddini	0.542	0.294	0.324
pear	pera	0.677	0.158	0.241
pearl	perle	0.905	0.425	0.642
pearly	pera	0.635	0.337	0.373
peas	piddus	0.542	0.283	0.310
peasant	cuntadini	0.530	0.275	0.407
peat	turf	0.333	0.655	0.504
pebble	pebble	0.354	0.353	0.287
pecan	pecan	0.552	0.316	0.358
peck	peck	0.202	0.530	0.321
pecker	pecker	0.459	0.509	0.375
peculiar	peculiar	0.600	0.491	0.564
peculiarities	peculiarità	0.511	0.460	0.528
peculiarity	peculiarity	0.439	0.452	0.652
peculiarly	peculiarly	0.615	0.450	0.454
pecuniary	pezziunale	0.490	0.490	0.500
pedal	pedal	0.500	0.320	0.342
pedantic	pedantina	0.229	0.608	0.253
peddle	peddle	0.539	0.549	0.538
peddler	venditore	0.408	0.481	0.390
pedestal	pedestal	0.735	0.284	0.579
pedestrian	passageru	0.438	0.360	0.448
pediatric	pediatrici	0.560	0.462	0.490
pediatrician	pediatricista	0.602	0.500	0.627
pediatrics	pediatrics	0.750	0.380	0.596
pedicure	pedicure	0.695	0.269	0.296
pedigree	pedigree	0.625	0.340	0.609
pedometer	pedòmicu	0.469	0.561	0.405
pedophile	pederasticu	0.051	0.724	0.430
pee	pipi	0.449	0.529	0.391
peek	peek	0.486	0.360	0.411
peekaboo	peekaboo	0.592	0.607	0.412
peel	scorcia	0.439	0.250	0.279
peep	peep	0.573	0.317	0.269
peeper	peeper	0.182	0.537	0.343
peephole	schiesu	0.479	0.500	0.310
peer	peer	0.458	0.321	0.569
peering	peering	0.514	0.409	0.451
peerless	peerless	0.688	0.450	0.462
peeved	arraggiata	0.156	0.750	0.467
peg	peg	0.520	0.357	0.393
pegs	pegs	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	pelagic	0.521	0.554	0.491
pelican	pelican	0.573	0.391	0.380
pellet	pellet	0.448	0.390	0.466
pelvic	pelvic	0.320	0.632	0.373
pelvis	pelvis	0.378	0.618	0.380
pen	pen	0.622	0.194	0.250
penal	penali	0.208	0.565	0.610
penalty	pena	0.062	0.490	0.240
penance	penitenza	0.219	0.667	0.463
penchant	penchant	0.688	0.480	0.609
pencil	pencil	0.552	0.200	0.263
pendant	colgante	0.676	0.321	0.385
pendency	pendenza	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	pendente	0.396	0.441	0.473
pendulum	pendulum	0.542	0.368	0.434
penetrate	penetraru	0.287	0.877	0.732
penetrating	penetrante	0.469	0.792	0.782
penetration	penetrazione	0.438	0.885	0.792
penguin	pinguinu	0.615	0.296	0.307
penicillin	penicillin	0.417	0.431	0.566
penile	penile	0.490	0.736	0.491
peninsula	penisula	0.551	0.384	0.627
penis	penis	0.354	0.810	0.556
penitent	penitente	0.542	0.530	0.508
penitentiary	prisenza penitentiaria	0.229	0.726	0.491
penmanship	penitenza	0.677	0.284	0.509
pennant	pennant	0.542	0.380	0.426
penniless	penniless	0.062	0.316	0.083
penny	centesimu	0.615	0.302	0.324
pension	pensione	0.625	0.409	0.406
pensioner	pensieru	0.440	0.245	0.442
pensive	pensativa	0.540	0.220	0.529
pentagon	pentagonu	0.490	0.636	0.774
pentagram	pentagrama	0.510	0.433	0.466
penthouse	à penthouse	0.592	0.430	0.395
penultimate	penurtima	0.469	0.366	0.255
people	persone	0.604	0.400	0.500
peopled	pòpulu	0.594	0.450	0.679
pep	pep	0.510	0.510	0.364
pepper	pepite	0.400	0.539	0.328
peppermint	peppermint	0.720	0.264	0.271
pepperoni	pepperoni	0.796	0.472	0.358
peppy	peppy	0.677	0.529	0.438
peptic	peptic	0.398	0.463	0.362
peptide	péptido	0.380	0.480	0.411
perceive	perceive	0.653	0.490	0.655
percent	percentuali	0.470	0.350	0.356
percentage	percentualità	0.469	0.400	0.553
percentile	percentile	0.479	0.410	0.390
perceptible	percepvili	0.710	0.460	0.620
perception	perception	0.653	0.481	0.655
perceptive	perceptive	0.745	0.500	0.741
perch	perch	0.531	0.300	0.314
perchance	perchance	0.480	0.224	0.298
percolation	percolation	0.397	0.417	0.415
percussion	percusione	0.622	0.635	0.642
perdition	perdizione	0.135	0.656	0.496
peremptory	peremptoriu	0.429	0.426	0.606
perennial	perenne	0.527	0.358	0.500
perfect	perfetta	0.980	0.471	0.870
perfection	perfettu	0.881	0.745	0.934
perfectionist	perfeccionista	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	perforatu	0.219	0.607	0.344
perforation	perforazione	0.365	0.668	0.578
perforce	perforce	0.357	0.689	0.354
perform	fà	0.765	0.555	0.773
performance	u sirviziu	0.750	0.520	0.672
performer	performer	0.541	0.530	0.708
perfume	perfume	0.740	0.472	0.463
perfumed	prufumatu	0.816	0.471	0.509
peri	peri	0.448	0.433	0.370
peridot	peridot	0.458	0.481	0.435
peril	periculu	0.052	0.910	0.518
perilous	perilous	0.143	0.862	0.575
perimeter	perimetru	0.470	0.443	0.555
period	periodu	0.396	0.324	0.588
periodic	periculu	0.677	0.324	0.508
periodical	periculu	0.550	0.298	0.430
periodically	pericamenti	0.480	0.314	0.515
periodicity	periodicity	0.646	0.324	0.645
peripheral	periferiale	0.406	0.406	0.549
periphery	periferia	0.469	0.360	0.366
periscope	periscope	0.604	0.375	0.609
perish	perisce	0.296	0.570	0.415
perishable	pericà	0.270	0.464	0.354
perished	perì	0.135	0.596	0.225
perishing	perisceci	0.229	0.423	0.148
perjury	parrinimentu	0.229	0.686	0.409
perk	perch	0.903	0.519	0.682
perky	perky	0.896	0.792	0.673
perm	perm	0.667	0.465	0.741
permanence	permanenza	0.771	0.370	0.708
permanent	permanente	0.745	0.345	0.736
permeable	permeate	0.635	0.402	0.495
permeate	permeate	0.417	0.410	0.407
permeation	permeazione	0.418	0.559	0.536
permissible	permessibile	0.684	0.646	0.612
permission	permessu	0.612	0.311	0.580
permissive	permissiva	0.633	0.389	0.413
permit	permessu	0.733	0.349	0.518
permitted	permessa	0.865	0.410	0.613
permitting	permessi	0.724	0.481	0.661
permutation	permutation	0.385	0.588	0.500
pernicious	pernicu	0.229	0.600	0.382
peroxide	perossu	0.458	0.529	0.510
perpendicular	perpendicular	0.510	0.398	0.439
perpetrate	perpetrate	0.327	0.837	0.732
perpetrator	perpetratore	0.229	0.765	0.538
perpetual	perpetu	0.625	0.438	0.741
perpetually	perpetualmente	0.510	0.473	0.868
perpetuate	perpetuate	0.397	0.588	0.788
perpetuation	perpetuation	0.510	0.677	0.716
perpetuity	perpetuità	0.590	0.434	0.759
perplexed	perplexed	0.312	0.705	0.318
perplexing	perplexing	0.316	0.530	0.362
perplexity	perplexità	0.275	0.720	0.500
persecute	persighis	0.281	0.873	0.509
persecution	persecuzione	0.229	0.865	0.660
perseverance	perseveranza	0.888	0.630	0.796
persevere	persevere	0.802	0.583	0.937
persist	persiste	0.765	0.644	0.727
persistence	persistenza	0.684	0.611	0.873
persistent	persistente	0.646	0.667	0.815
persisting	persiste	0.697	0.677	0.745
person	persona	0.646	0.363	0.596
persona	NO TRANSLATION	0.741	0.480	0.743
personable	personable	0.816	0.520	0.637
personage	personage	0.653	0.324	0.698
personal	persunale	0.750	0.311	0.467
personality	pirsunalità	0.896	0.513	0.790
personification	personificazione	0.760	0.471	0.691
personnel	persunale	0.729	0.344	0.587
persons	persone	0.869	0.302	0.588
perspective	perspettiva	0.688	0.470	0.704
perspiration	sudatu	0.385	0.667	0.490
persuade	cunvince	0.620	0.618	0.709
persuasion	persuasion	0.612	0.670	0.537
persuasive	persuasive	0.740	0.700	0.657
pert	pert	0.469	0.460	0.348
pertinent	pertinente	0.580	0.333	0.723
perturbation	perturbazione	0.270	0.840	0.500
pertussis	pertussis	0.279	0.569	0.386
perusal	perusal	0.622	0.235	0.543
peruse	peruse	0.503	0.270	0.439
pervading	pervading	0.418	0.684	0.728
perverse	perverse	0.146	0.808	0.464
perversion	perversione	0.083	0.830	0.490
pervert	pervertite	0.082	0.863	0.500
perverted	pervertitu	0.062	0.918	0.436
pesky	pesky	0.250	0.760	0.431
pessimism	pessimisimu	0.083	0.484	0.264
pessimist	pessimista	0.125	0.470	0.218
pessimistic	pessimista	0.088	0.394	0.236
pest	pesti	0.188	0.680	0.452
pester	pester	0.143	0.780	0.385
pestilence	pesta	0.122	0.660	0.283
pestle	pacchja	0.427	0.463	0.426
pesto	pesto	0.531	0.323	0.336
pet	pet	0.875	0.327	0.305
petal	petali	0.810	0.194	0.211
petite	petite	0.510	0.354	0.245
petition	petizioni	0.498	0.575	0.415
petitioner	petitioner	0.601	0.531	0.566
petloss	NO TRANSLATION	0.271	0.481	0.424
petpeeve	NO TRANSLATION	0.375	0.594	0.392
petrified	petrified	0.221	0.625	0.232
petrify	petrifying	0.177	0.571	0.447
petrol	petrol	0.418	0.519	0.577
petroleum	u pitroliu	0.583	0.451	0.640
petticoat	petticoat	0.550	0.396	0.351
petting	petting	0.812	0.462	0.480
petty	petty	0.210	0.537	0.236
petulant	petulant	0.247	0.685	0.491
petunia	petunia	0.583	0.260	0.356
pew	pew	0.449	0.235	0.664
pewter	pewter	0.396	0.260	0.321
peyote	NO TRANSLATION	0.406	0.462	0.426
phalanx	phalanx	0.398	0.398	0.455
phantom	phantom	0.260	0.759	0.448
pharaoh	faraonu	0.656	0.491	0.798
pharmaceutical	farmacèutica	0.500	0.435	0.562
pharmacist	u pharmacist	0.592	0.382	0.648
pharmacology	farmaculugia	0.560	0.440	0.526
pharmacy	farmacia	0.531	0.337	0.542
phase	fase	0.645	0.300	0.482
pheasant	pheasant	0.541	0.362	0.292
phenomenal	fenomenali	0.915	0.750	0.918
phenomenon	fenominu	0.625	0.721	0.848
pheromone	ferometta	0.561	0.573	0.561
phew	phew	0.531	0.429	0.302
phi	phi	0.420	0.361	0.452
philanthropic	filantropicu	0.812	0.426	0.717
philanthropist	filantropu	0.704	0.463	0.623
philanthropy	filantropija	0.745	0.412	0.801
philistine	filistinu	0.390	0.500	0.491
philosopher	filosofu	0.684	0.316	0.720
philosophic	filusòficu	0.688	0.270	0.655
philosophical	filusòficu	0.719	0.275	0.713
philosophy	filusufìa	0.684	0.255	0.640
phlegm	flussu	0.173	0.394	0.240
pho	pho	0.541	0.370	0.384
phobia	fobia	0.173	0.904	0.291
phoenix	phoenix	0.653	0.481	0.594
phone	telefunu	0.729	0.344	0.418
phonetic	foneticu	0.542	0.435	0.536
phonetics	fonetica	0.646	0.425	0.519
phonics	fonetica	0.490	0.519	0.455
phonograph	fonograficu	0.561	0.398	0.565
phonology	fonologia	0.695	0.402	0.512
phony	phony	0.115	0.592	0.202
phooey	phooey	0.333	0.490	0.352
phosphate	fosfate	0.500	0.306	0.407
phosphor	fosforu	0.438	0.480	0.427
phosphorus	fòsba	0.429	0.539	0.370
photo	photo	0.729	0.327	0.431
photogenic	fotogénique	0.780	0.500	0.495
photograph	fotograficu	0.677	0.353	0.358
photographer	fotografu	0.714	0.481	0.562
photographic	fotografica	0.761	0.429	0.564
photography	photography	0.630	0.431	0.360
photometry	photometry	0.417	0.456	0.436
photon	u photon	0.459	0.439	0.455
phrase	frase	0.630	0.264	0.314
phraseology	i fraseulugia	0.620	0.406	0.537
phylogeny	filogenia	0.378	0.410	0.481
physical	fisica	0.750	0.520	0.607
physical therapist	fisicu terapista	0.531	0.337	0.775
physician	mèdicu	0.583	0.490	0.843
physicist	fisicu	0.635	0.538	0.693
physics	fisica	0.582	0.415	0.664
physiological	fisiulogicu	0.510	0.418	0.620
physiology	fisiologia	0.521	0.451	0.519
physique	physique	0.643	0.500	0.543
pi	pi	0.469	0.265	0.400
pianist	pianist	0.806	0.491	0.573
piano	piano	0.704	0.343	0.438
piazza	piazza	0.625	0.471	0.472
piccolo	NO TRANSLATION	0.625	0.423	0.380
pick	sceglie	0.500	0.464	0.525
picked	pigliò	0.740	0.518	0.670
picker	seleziunatore	0.534	0.340	0.609
picket	picket	0.365	0.615	0.451
picketing	picketing	0.330	0.557	0.471
pickle	pickle	0.593	0.449	0.288
pickled	purcina	0.344	0.450	0.291
pickpocket	pickpocket	0.365	0.704	0.449
pickup	piglia	0.561	0.529	0.420
picky	cumminciosa	0.257	0.729	0.598
picnic	picnic	0.625	0.470	0.375
pictorial	pictoreali	0.704	0.481	0.476
picture	ritrattu	0.714	0.308	0.462
pictures	ritratti	0.653	0.240	0.405
picturesque	pittoresque	0.802	0.491	0.483
pie	pie	0.880	0.402	0.368
piece	pezzu	0.646	0.245	0.367
piecemeal	piezziale	0.615	0.269	0.319
pieceofshit	fugliale	0.083	0.724	0.292
pied	pied	0.594	0.433	0.350
pier	pier	0.583	0.279	0.445
pierce	perforà	0.365	0.670	0.611
piety	pietà	0.760	0.340	0.482
pig	porcu	0.343	0.368	0.324
pigeon	pigeon	0.688	0.224	0.276
piggy	piggy	0.541	0.365	0.412
piggyback	piggyback	0.438	0.490	0.343
pigheaded	pigged	0.271	0.472	0.358
piglet	piglet	0.540	0.443	0.250
pigment	pigmentu	0.390	0.333	0.339
pigskin	purcina	0.347	0.449	0.300
pigsty	pigsty	0.133	0.529	0.221
pike	picca	0.427	0.410	0.452
pile	mucchio	0.461	0.320	0.539
piles	pilami	0.469	0.423	0.468
pileup	pileup	0.340	0.559	0.446
pilgrim	pellegrinu	0.531	0.404	0.569
pilgrimage	peregrinazzjoni	0.708	0.522	0.625
pill	piglia	0.573	0.407	0.368
pillage	pillage	0.240	0.685	0.375
pillar	culonna	0.583	0.330	0.684
pillbox	pillbox	0.385	0.339	0.296
pillow	capizzale	0.663	0.128	0.195
pillowcase	pillowcase	0.500	0.179	0.250
pilot	pilotu	0.688	0.680	0.736
pimp	pimp	0.146	0.700	0.536
pimple	pimple	0.245	0.370	0.274
pin	pin	0.438	0.346	0.390
pinball	pinball	0.582	0.640	0.442
pinch	pinch	0.340	0.632	0.339
pinching	pizzicatura	0.250	0.788	0.345
pine	pinu	0.583	0.225	0.312
pineapple	ananas	0.677	0.316	0.245
ping	ping	0.541	0.490	0.391
pinhead	pinhead	0.459	0.300	0.308
pinhole	pinhole	0.375	0.279	0.345
pinion	pinioni	0.444	0.361	0.346
pink	rosa	0.806	0.269	0.471
pinkie	pinkie	0.663	0.265	0.269
pinnacle	pinnacle	0.633	0.390	0.508
pinot	pinot	0.365	0.370	0.361
pinpoint	pinpoint	0.583	0.443	0.528
pint	pinta	0.686	0.333	0.321
pinto	pinto	0.570	0.354	0.373
pinup	pinup	0.610	0.459	0.393
pioneer	pioneer	0.796	0.618	0.802
pious	piatti	0.698	0.306	0.426
