Word	Telugu-te	Valence	Arousal	Dominance
nakedness	నగ్నత్వం	0.480	0.760	0.350
namaste	NO TRANSLATION	0.719	0.255	0.464
name	పేరు	0.573	0.300	0.415
named	అనే	0.562	0.396	0.565
nameless	పేరులేని	0.344	0.280	0.164
namesake	పేరుమీద	0.418	0.327	0.404
naming	నామకరణ	0.667	0.410	0.559
nana	నన	0.765	0.255	0.375
nanny	నానీ	0.615	0.370	0.528
nanometer	నానోమీటర్	0.375	0.356	0.446
nap	కునుకు	0.660	0.098	0.342
napalm	రసాయనికాయుధం	0.265	0.580	0.471
nape	మూపు	0.427	0.268	0.298
napkin	రుమాలు	0.469	0.142	0.209
napping	తీస్తోన్న	0.765	0.046	0.306
nappy	nappy	0.529	0.333	0.207
narcissism	శరీరాకర్షణ	0.214	0.639	0.540
narcissist	narcissist	0.173	0.614	0.629
narcissistic	అహంకార	0.323	0.708	0.655
narcotic	మాదక	0.102	0.858	0.450
narrate	వ్యాఖ్యానం	0.541	0.480	0.473
narration	వ్యాఖ్యానం	0.622	0.408	0.551
narrative	కథనం	0.580	0.303	0.443
narrator	వ్యాఖ్యాత	0.673	0.430	0.623
narrow	సన్నని	0.260	0.368	0.356
narrowing	కుంచించుకు	0.354	0.593	0.357
nasal	నాసికా	0.479	0.340	0.330
nascent	నవజాత	0.684	0.373	0.585
nasty	దుష్ట	0.115	0.620	0.264
natal	జనన	0.755	0.462	0.481
nation	దేశం	0.594	0.443	0.821
national	జాతీయ	0.698	0.365	0.663
nationality	జాతీయత	0.642	0.400	0.772
nationwide	దేశవ్యాప్తంగా	0.684	0.217	0.672
native	స్థానిక	0.635	0.422	0.710
nativity	జనన	0.750	0.337	0.673
natural	సహజ	0.854	0.118	0.481
natural gas	సహజ వాయువు	0.635	0.324	0.396
naturalist	ప్రకృతి శాస్త్రవేత్త	0.844	0.255	0.562
naturalization	పౌరసత్వం	0.781	0.279	0.652
naturalized	సహజసిద్దమైన	0.760	0.333	0.600
naturally	సహజంగా	0.854	0.276	0.549
nature	ప్రకృతి	0.857	0.184	0.643
naught	సున్న	0.344	0.176	0.161
naughty	కొంటె	0.451	0.857	0.371
nausea	వికారం	0.104	0.781	0.273
nauseate	వికారము	0.062	0.660	0.176
nauseating	వికారం	0.021	0.640	0.250
nauseous	నాకు చెమట	0.135	0.780	0.284
nautical	నాటికల్	0.646	0.250	0.579
nautilus	నాటిలస్	0.396	0.509	0.517
naval	నావికా	0.542	0.449	0.679
nave	చర్చి	0.583	0.448	0.585
navel	నాభి	0.448	0.261	0.276
navigable	నౌకాయాన	0.749	0.406	0.645
navigate	నావిగేట్	0.740	0.555	0.675
navigation	పేజీకి సంబంధించిన లింకులు	0.841	0.470	0.720
navigational	సంచార	0.573	0.481	0.564
navigator	నావికుడు	0.583	0.592	0.623
navy	నౌకాదళం	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	nearsighted	0.271	0.373	0.265
neat	చక్కగా	0.878	0.235	0.491
neatly	విలక్షణముగా	0.802	0.412	0.588
nebula	నిహారిక	0.510	0.418	0.438
nebulae	నీహారిక	0.490	0.330	0.472
nebulous	అస్పష్ట	0.469	0.347	0.417
necessarily	తప్పనిసరిగా	0.667	0.423	0.598
necessary	అవసరం	0.750	0.433	0.679
necessitate	అవసరం	0.578	0.604	0.516
necessities	అవసరాలు	0.520	0.630	0.463
necessity	అవసరాన్ని	0.567	0.471	0.588
neck	మెడ	0.541	0.245	0.345
necklace	నెక్లెస్	0.760	0.294	0.373
necktie	నెక్టై	0.583	0.229	0.314
necromancer	necromancer	0.333	0.625	0.536
necrosis	నెక్రోసిస్	0.115	0.622	0.385
nectar	తేనె	0.746	0.331	0.398
need	అవసరం	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	అవసరమైన	0.677	0.342	0.679
needful	యమ్	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	సూది	0.250	0.472	0.360
needlepoint	needlepoint	0.653	0.500	0.556
needles	సూదులు	0.250	0.602	0.348
needless	అనవసర	0.327	0.385	0.200
needtoknow	తెలుసుకోవాలి	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	ఆదుకోవాల్సిన	0.360	0.451	0.245
nefarious	తోడ్పడడం	0.184	0.720	0.528
negation	రుణాత్మక	0.255	0.461	0.297
negative	ప్రతికూల	0.102	0.527	0.176
negativity	ప్రతికూల	0.060	0.520	0.273
neglect	నిర్లక్ష్యం	0.045	0.550	0.163
neglected	నిర్లక్ష్యం	0.271	0.385	0.160
neglecting	నిర్లక్ష్యం	0.177	0.441	0.230
negligee	negligee	0.385	0.520	0.336
negligence	నిర్లక్ష్యం	0.092	0.570	0.251
negligent	నిర్లక్ష్య	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	అతితక్కువ	0.177	0.292	0.232
negotiable	చర్చించుకోవచ్చు	0.688	0.585	0.731
negotiate	చర్చలు	0.612	0.708	0.769
negotiation	సంధాన	0.490	0.615	0.728
negotiator	సంధానకుడు	0.635	0.471	0.817
negro	నీగ్రో	0.354	0.368	0.461
neigh	సకిలింపు	0.378	0.642	0.373
neighbor	పొరుగు	0.657	0.448	0.434
neighborhood	పొరుగు	0.385	0.469	0.373
neighboring	పొరుగు	0.656	0.306	0.481
nemesis	శత్రువైన	0.271	0.688	0.647
neon	నియాన్	0.594	0.480	0.380
neonatal	నియోనాటల్	0.542	0.529	0.357
neophyte	neophyte	0.286	0.363	0.411
neoprene	నియోప్రేన్	0.316	0.451	0.443
nephew	మేనల్లుడు	0.719	0.337	0.412
nepotism	బంధు ప్రీతి	0.349	0.584	0.517
nerd	తానే చెప్పుకున్నట్టూ	0.408	0.481	0.315
nerdy	ఆకర్షణీయంగా లేని	0.296	0.255	0.292
nerve	నాడి	0.129	0.698	0.307
nerves	నరములు	0.333	0.783	0.264
nervous	నాడీ	0.235	0.820	0.213
nervousness	భయము	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	ness	0.396	0.480	0.392
nest	గూడు	0.687	0.221	0.333
nestle	నెస్లే	0.625	0.308	0.379
nestling	nestling	0.604	0.427	0.286
net	నికర	0.441	0.288	0.417
nether	నెదర్	0.240	0.265	0.259
netting	వల	0.368	0.509	0.585
nettle	దురదగొండి	0.406	0.324	0.490
network	నెట్వర్క్	0.531	0.337	0.466
networking	నెట్వర్కింగ్	0.625	0.482	0.545
neural	నాడీ	0.582	0.426	0.391
neuralgia	వేధన	0.092	0.706	0.439
neurological	నరాల	0.500	0.540	0.558
neurologist	న్యూరాలజిస్ట్	0.608	0.500	0.736
neurology	న్యూరాలజీ	0.459	0.537	0.580
neurosis	మనోవ్యాకులత	0.122	0.766	0.418
neurosurgeon	న్యూరోసర్జన్	0.590	0.673	0.755
neurosurgery	నాడీ శస్త్రచికిత్స	0.490	0.632	0.730
neurotic	నరాల	0.198	0.801	0.387
neuter	నపుంసక	0.621	0.163	0.302
neutral	తటస్థ	0.469	0.184	0.357
neutrality	తటస్థ	0.469	0.205	0.434
neutralize	తటస్తం	0.519	0.363	0.719
neutron	న్యూట్రాన్	0.469	0.440	0.679
new	కొత్త	0.917	0.490	0.582
new age	కొత్త వయసు	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	నవజాత	0.918	0.580	0.372
newcomer	కొత్తగా వచ్చిన	0.622	0.380	0.396
newday	కొత్త రోజు	0.847	0.388	0.618
newfound	నూతనంగా	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	కొత్త జీవితం	0.898	0.646	0.701
newly	కొత్తగా	0.688	0.422	0.552
newlywed	కొత్తగా పెళ్ళైన	0.847	0.706	0.570
newme	newme	0.643	0.550	0.527
newness	కొత్తదనాన్ని	0.740	0.522	0.588
news	వార్తలు	0.633	0.580	0.610
newscast	వార్తా ప్రసారాన్ని	0.531	0.509	0.714
newscaster	newscaster	0.646	0.510	0.764
newsflash	newsflash	0.604	0.637	0.518
newsletter	వార్తాలేఖ	0.622	0.385	0.490
newsman	విలేఖరి	0.604	0.480	0.696
newspaper	వార్తాపత్రిక	0.602	0.283	0.444
newspaperman	వార్తాపత్రికుడు	0.561	0.458	0.750
newsreel	న్యూస్ రీల్	0.625	0.571	0.577
newsroom	న్యూస్ రూమ్	0.531	0.392	0.658
newsstand	న్యూస్ స్టాండ్	0.615	0.222	0.336
newstart	newstart	0.802	0.510	0.667
newt	నీరుడుము	0.458	0.380	0.541
newyear	NO TRANSLATION	0.938	0.784	0.520
nexus	నెక్సస్	0.496	0.368	0.412
nib	పాళీ	0.510	0.282	0.406
nibble	nibble	0.551	0.551	0.411
nice	నైస్	0.930	0.442	0.650
niche	సముచిత	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	నిక్	0.554	0.388	0.387
nickel	నికెల్	0.510	0.347	0.406
nickname	మారుపేరు	0.490	0.470	0.263
nicotine	నికోటిన్	0.235	0.608	0.447
niece	మేనకోడలు	0.771	0.320	0.400
nifty	నిఫ్టీ	0.740	0.745	0.815
nigger	నిగ్గర్	0.240	0.347	0.398
nigh	సమీపమునకు	0.653	0.216	0.336
night	రాత్రి	0.598	0.396	0.404
nightcap	నైట్ కేప్	0.750	0.196	0.268
nightclub	నైట్క్లబ్	0.802	0.894	0.528
nightfall	సంధ్యవేళలో	0.490	0.436	0.426
nightgown	nightgown	0.643	0.408	0.250
nightie	nightie	0.630	0.388	0.274
nightingale	నైటింగేల్	0.740	0.340	0.496
nightlife	nightlife	0.542	0.783	0.510
nightly	రాత్రిపూట	0.673	0.410	0.474
nightmare	నైట్మేర్	0.005	0.810	0.436
nightmares	చెడు కలలు	0.082	0.942	0.448
nightstand	nightstand	0.490	0.130	0.327
nightstick	nightstick	0.500	0.461	0.348
nighttime	రాత్రిపూట	0.735	0.385	0.439
nihilism	శూన్యవాదంతో	0.367	0.510	0.364
nil	శూన్యం	0.286	0.143	0.157
nimble	వేగాన్ని	0.833	0.729	0.769
nimrod	నిమ్రాడ్	0.327	0.500	0.539
nincompoop	అమాయకుడు	0.365	0.431	0.368
nine	తొమ్మిది	0.552	0.255	0.327
nineteen	పందొమ్మిది	0.673	0.304	0.375
ninety	తొం బై	0.479	0.349	0.436
ninja	నింజా	0.542	0.844	0.682
ninny	అతి సాధారణ తెలివిగల	0.344	0.343	0.309
nintendo	నింటెండో	0.802	0.571	0.464
ninth	తొమ్మిదవ	0.490	0.212	0.396
nip	నిప్	0.281	0.700	0.264
nipper	nipper	0.386	0.422	0.317
nipple	నిపుల్	0.480	0.786	0.415
nippy	nippy	0.540	0.500	0.416
nitrate	నైట్రేట్	0.388	0.406	0.500
nitro	నైట్రో	0.500	0.647	0.639
nitrogen	నత్రజని	0.427	0.435	0.562
nitrous	నైట్రస్	0.435	0.561	0.411
nitwit	nitwit	0.146	0.606	0.139
nix	నిక్స్	0.330	0.380	0.404
no anticipation	ఊహించలేము	0.396	0.480	0.341
no disgust	ఏ అసహ్యం	0.510	0.324	0.448
no emotion	ఎమోషన్ లేదు	0.170	0.109	0.225
no sentiment	సెంటిమెంట్ లేదు	0.092	0.382	0.278
no surprise	ఏ ఆశ్చర్యం	0.171	0.224	0.412
no trust	నమ్మకం లేదు	0.055	0.445	0.257
nobility	ప్రభువులకు	0.844	0.347	0.736
noble	నోబెల్	0.906	0.345	0.610
nobleman	ధనికుడి	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	నిద్రలో	0.540	0.500	0.462
nod	ఆమోదం	0.590	0.367	0.427
nodding	వణుకు	0.694	0.294	0.426
node	నోడ్	0.396	0.343	0.361
nodular	నాడ్యులర్	0.438	0.351	0.411
nodule	బుడిపె	0.312	0.426	0.349
noggin	చిన్న జోడు తబేలా	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	నాయర్	0.375	0.394	0.365
noise	శబ్దం	0.260	0.883	0.388
noisy	ధ్వనించే	0.271	0.812	0.561
nomad	నోమాడ్	0.375	0.413	0.433
nomadic	సంచార	0.427	0.519	0.422
nomenclature	నామావళి	0.500	0.222	0.575
nominal	నామమాత్రపు	0.594	0.250	0.463
nominate	నామినేట్	0.615	0.471	0.669
nomination	నామినేషన్	0.663	0.637	0.696
nominee	అభ్యర్థి	0.662	0.625	0.765
nonce	సమయము	0.422	0.370	0.377
nonchalant	క్రమబద్ధంకాని	0.312	0.314	0.366
noncompliance	ధిక్కరించినందుకు	0.112	0.598	0.259
nondescript	nondescript	0.490	0.434	0.348
nonexistent	ఉనికిలో లేనివి	0.208	0.429	0.149
nonfat	nonfat	0.604	0.260	0.340
nonfiction	నాన్ ఫిక్షన్	0.426	0.315	0.431
nonpayment	ఎగవేత, చెల్లింపులో వైఫల్యం	0.229	0.510	0.298
nonresident	'ప్రవాస	0.250	0.340	0.302
nonsense	అర్ధంలేని	0.214	0.531	0.155
nonsensical	నిరర్ధకం	0.173	0.268	0.193
nonviolent	అహింస	0.640	0.287	0.346
noob	noob	0.417	0.430	0.267
noodle	నూడిల్	0.633	0.216	0.225
nook	సందు	0.480	0.321	0.296
noon	మధ్యాహ్నం	0.531	0.343	0.518
noose	ఉచ్చు	0.356	0.300	0.330
nopoint	NO TRANSLATION	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	కట్టుబాటు	0.500	0.245	0.527
normal	సాధారణ	0.740	0.127	0.380
normalcy	సాధారణ	0.805	0.151	0.620
normality	నార్మాలిటీ	0.781	0.089	0.444
north	ఉత్తర	0.531	0.255	0.450
northbound	ఉత్తరదిశగా	0.604	0.454	0.491
northeast	ఈశాన్య	0.562	0.260	0.375
northern	ఉత్తర	0.570	0.340	0.472
northwest	వాయువ్యం	0.604	0.345	0.451
northwestern	వాయువ్య	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	ముక్కు	0.582	0.270	0.245
nosebleed	ముక్కు నుండి రక్తము కారుట	0.153	0.776	0.361
nosey	nosy	0.276	0.655	0.223
nosnow	nosnow	0.392	0.394	0.366
nostalgia	నోస్టాల్జియా	0.417	0.337	0.339
nostalgic	వ్యామోహం	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	ముక్కులోకి	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	nosy	0.292	0.558	0.433
not negative	ప్రతికూల కాదు	0.622	0.270	0.444
not positive	అనుకూల కాదు	0.051	0.370	0.236
notable	గుర్తించదగిన	0.760	0.450	0.696
notables	ప్రముఖులను	0.594	0.608	0.755
notably	ముఖ్యంగా	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	నోటరీ	0.541	0.451	0.676
notation	సంజ్ఞామానం	0.635	0.380	0.558
notch	గీత	0.459	0.361	0.358
notched	జాతీయంగా	0.480	0.530	0.356
note	గమనిక	0.594	0.163	0.416
notebook	నోట్బుక్	0.449	0.167	0.442
noted	గమనించారు	0.615	0.382	0.464
noteworthy	చెప్పుకోదగిన	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	ఏమీలేని	0.204	0.080	0.161
notice	నోటీసు	0.646	0.408	0.491
noticeable	గుర్తించదగ్గ	0.890	0.562	0.750
notification	నోటిఫికేషన్	0.604	0.461	0.671
notify	తెలియజేయాలి	0.643	0.471	0.573
notion	భావన	0.612	0.284	0.667
notional	నోషనల్	0.520	0.288	0.500
notoriety	అపఖ్యాతిని	0.552	0.633	0.769
notorious	సంచలనాత్మక	0.366	0.582	0.609
notready	సిద్ధంగా లేదు	0.133	0.400	0.196
notwithstanding	సరే	0.367	0.316	0.433
nought	సున్న	0.312	0.098	0.116
noun	నామవాచకం	0.531	0.230	0.477
nourish	పోషించుట	0.878	0.460	0.639
nourishment	పోషణ	0.786	0.290	0.631
nouveau	NO TRANSLATION	0.633	0.438	0.432
novel	నవల	0.702	0.352	0.439
novelist	నవలా	0.340	0.343	0.529
novelty	కొత్తదనం	0.673	0.521	0.740
novice	అనుభవం లేని	0.429	0.346	0.180
nowadays	ఈ రోజుల్లో	0.680	0.346	0.400
nowork	పని లేదు	0.312	0.264	0.309
noworries	కంగారుపడవద్దు	0.630	0.402	0.500
noxious	విషపదార్ధాల	0.177	0.585	0.379
nozzle	ముక్కు	0.438	0.330	0.287
nuance	స్వల్పభేదాన్ని	0.408	0.282	0.411
nuances	స్వల్ప	0.490	0.375	0.527
nuclear	అణు	0.219	0.856	0.781
nucleus	కేంద్రకం	0.529	0.296	0.667
