Word	Afrikaans-af	Valence	Arousal	Dominance
overgrown	toegegroei	0.333	0.500	0.369
overgrowth	oorgroei	0.417	0.790	0.673
overhanging	oorhangende	0.698	0.755	0.812
overhaul	opknapping	0.500	0.651	0.491
overhead	oorhoofse	0.344	0.700	0.538
overhear	hoor	0.650	0.365	0.580
overheated	oorverhit	0.250	0.598	0.547
overjoyed	oorstelp	0.908	0.708	0.755
overkill	overkill	0.379	0.861	0.678
overlaid	oorgetrek	0.620	0.610	0.676
overlap	oorvleuel	0.594	0.615	0.627
overlapping	oorvleuelende	0.595	0.578	0.684
overlay	oortrek	0.564	0.596	0.749
overload	oorlading	0.381	0.690	0.652
overlook	miskyk	0.292	0.418	0.415
overlord	Overlord	0.750	0.755	0.932
overlying	oorliggende	0.500	0.519	0.691
overpaid	te veel betaal	0.429	0.670	0.585
overpass	bowe	0.562	0.561	0.565
overplayed	oorspeel	0.224	0.798	0.586
overpower	oorweldig	0.448	0.859	0.783
overpowering	oorweldigend	0.392	0.779	0.589
overpriced	overpriced	0.271	0.556	0.472
overprotective	oorbeskermend	0.448	0.673	0.741
overrated	oorskat	0.312	0.630	0.482
overreact	oorreageer	0.306	0.912	0.471
override	ignoreer	0.316	0.491	0.529
overriding	oorheersende	0.240	0.490	0.384
overrule	oorstem	0.224	0.412	0.429
overrun	oorrompel	0.271	0.764	0.598
oversee	toesig te hou oor	0.541	0.649	0.778
overseer	opsigter	0.552	0.520	0.873
overshadow	oorskadu	0.333	0.549	0.654
oversight	toesig	0.385	0.618	0.723
oversized	oorgrootte	0.552	0.540	0.679
overslept	verslaap	0.408	0.315	0.300
overstate	dryf	0.281	0.779	0.635
overstock	rest	0.344	0.592	0.589
overt	openlike	0.708	0.326	0.607
overtake	inhaal	0.573	0.620	0.718
overtaken	verbygesteek	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	overthinker	0.430	0.606	0.552
overthinking	oordink	0.408	0.761	0.525
overthrow	omverwerping	0.260	0.868	0.620
overtime	oortyd	0.447	0.504	0.529
overtired	oormoeg	0.210	0.357	0.273
overture	ouverture	0.490	0.402	0.491
overturn	ongedaan te maak	0.240	0.765	0.396
overview	oorsig	0.615	0.380	0.539
overweight	oorgewig	0.052	0.500	0.389
overwhelm	oorweldig	0.250	0.823	0.462
overwhelmed	oorweldig	0.341	0.680	0.348
overwhelming	oorweldigende	0.327	0.830	0.640
overworked	oorwerkte	0.133	0.670	0.387
overwrought	oorstuur	0.156	0.900	0.571
overzealous	overzealous	0.427	0.804	0.703
owe	skuld	0.500	0.429	0.386
owing	verskuldig	0.396	0.307	0.381
owl	uil	0.520	0.270	0.321
owner	Eienaar	0.776	0.449	0.920
ownership	eienaarskap	0.628	0.445	0.741
ox	os	0.417	0.396	0.412
oxidation	oksidasie	0.453	0.415	0.211
oxide	oksied	0.354	0.377	0.298
oxygen	suurstof	0.908	0.310	0.575
oxymoron	oksimoron	0.427	0.481	0.398
oyster	oester	0.500	0.311	0.327
ozone	osoon	0.560	0.345	0.518
pace	tempo	0.510	0.380	0.390
pacemaker	pasaangeër	0.448	0.569	0.582
pacific	Stille Oseaan	0.627	0.118	0.580
pacified	bedaar	0.802	0.194	0.414
pacifier	fopspeen	0.615	0.342	0.356
pacifist	pasifis	0.663	0.153	0.557
pacify	paai	0.812	0.283	0.629
pacing	pacing	0.583	0.551	0.491
pack	pak	0.510	0.347	0.475
package	pakket	0.571	0.433	0.443
packaging	verpakking	0.604	0.393	0.549
packer	verpakker	0.520	0.480	0.537
packet	pakket	0.582	0.385	0.407
pact	pact	0.442	0.444	0.593
pad	pad	0.684	0.279	0.330
padded	opgestopte	0.606	0.212	0.371
padding	padding	0.561	0.398	0.423
paddle	paddle	0.561	0.375	0.393
paddle boat	roei boot	0.663	0.373	0.415
paddock	kamp	0.480	0.429	0.481
paddy	Paddy	0.653	0.330	0.330
padlock	hangslot	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	lofsang	0.552	0.547	0.471
pagan	heidense	0.292	0.578	0.542
paganism	heidendom	0.240	0.640	0.411
page	bladsy	0.677	0.224	0.278
pageant	skoonheidskompetisie	0.719	0.667	0.651
pager	pager	0.510	0.526	0.554
pagination	pagination	0.459	0.333	0.400
paging	blaai	0.542	0.398	0.423
pagoda	pagode	0.571	0.259	0.435
pail	vaal	0.448	0.177	0.188
pain	pyn	0.012	0.765	0.395
pained	angs	0.112	0.500	0.250
painful	pynlike	0.050	0.742	0.330
painfully	pynlik	0.156	0.720	0.407
painkiller	pynstiller	0.487	0.312	0.481
painless	pynloos	0.785	0.173	0.491
pains	pyne	0.106	0.673	0.362
painstaking	deurdagte	0.396	0.335	0.386
paint	verf	0.667	0.343	0.413
paintball	paintball	0.615	0.745	0.537
paintbrush	verfkwas	0.714	0.226	0.353
painted	geverf	0.667	0.333	0.424
painter	skilder	0.677	0.366	0.487
painting	skildery	0.792	0.324	0.333
pair	paar	0.552	0.317	0.304
paisley	Paisley	0.531	0.327	0.347
pajama	pajama	0.908	0.157	0.245
pajamas	nagklere	0.719	0.170	0.264
pal	maat	0.812	0.426	0.596
palace	paleis	0.878	0.510	0.804
palatable	smaaklike	0.823	0.500	0.594
palate	verhemelte	0.625	0.350	0.358
pale	bleek	0.281	0.259	0.245
paleontology	paleontologie	0.438	0.308	0.617
palette	palet	0.590	0.333	0.205
pall	sluier	0.277	0.387	0.394
palladium	palladium	0.470	0.380	0.393
pallet	pallet	0.604	0.241	0.349
palliative	palliatiewe	0.548	0.394	0.518
palm	palm	0.531	0.194	0.340
palmer	Palmer	0.480	0.269	0.413
palomino	palomino	0.616	0.349	0.396
palpable	tasbaar	0.552	0.343	0.611
palpitations	hartkloppings	0.417	0.702	0.528
palsy	gestremdheid	0.083	0.446	0.221
paltry	skamele	0.333	0.491	0.320
pamper	pamperlang	0.792	0.321	0.348
pamphlet	pamflet	0.530	0.250	0.327
pan	pan	0.734	0.182	0.364
panacea	wondermiddel	0.420	0.427	0.613
panache	panache	0.510	0.363	0.306
pancake	pannekoek	0.802	0.274	0.364
pancakes	pannekoeke	0.844	0.373	0.402
pancreas	pankreas	0.469	0.302	0.366
panda	Panda	0.646	0.194	0.406
pandemic	pandemie	0.160	0.790	0.544
pandemonium	pandemonium	0.229	0.885	0.500
pane	paneel	0.385	0.250	0.444
panel	paneel	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	pypsteel	0.441	0.431	0.414
panic	paniek	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	paniekbevange	0.100	0.949	0.260
panicking	paniek	0.094	0.882	0.333
panicky	paniekerig	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	panorama	0.719	0.402	0.625
panoramic	panoramiese	0.542	0.462	0.684
pansy	flikker	0.653	0.283	0.589
pant	hyg	0.448	0.463	0.409
pantheon	pantheon	0.144	0.410	0.610
panther	panther	0.303	0.594	0.682
panties	broekie	0.594	0.529	0.312
pantomime	pantomime	0.552	0.481	0.385
pantry	spens	0.622	0.294	0.312
pants	broek	0.673	0.320	0.333
panty	broekie	0.451	0.557	0.303
pantyhose	broekiekouse	0.570	0.539	0.250
pap	pap	0.438	0.403	0.302
papa	papa	0.656	0.340	0.527
papacy	pous	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	papaya	0.630	0.306	0.300
paper	papier	0.520	0.123	0.293
paperback	Sagteband	0.633	0.269	0.314
paperboy	Paperboy	0.521	0.490	0.471
paperweight	papiergewig	0.421	0.278	0.433
paperwork	papierwerk	0.448	0.355	0.422
paprika	paprika	0.417	0.250	0.264
papyrus	papirus	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	gelykenis	0.479	0.357	0.525
parabola	parabool	0.542	0.413	0.620
parabolic	paraboliese	0.459	0.509	0.500
parachute	valskerm	0.562	0.787	0.564
parade	parade	0.792	0.685	0.509
paradigm	paradigma	0.573	0.429	0.779
paradise	paradys	0.875	0.540	0.796
paradox	paradoks	0.417	0.442	0.482
paradoxical	paradoksale	0.406	0.547	0.433
paraffin	paraffien	0.426	0.291	0.343
paragon	toonbeeld	0.490	0.431	0.473
paragraph	paragraaf	0.510	0.164	0.269
parakeet	parkiet	0.576	0.387	0.227
paralegal	prokureur	0.479	0.470	0.519
parallax	parallax	0.437	0.394	0.471
parallel	parallel	0.568	0.284	0.465
parallelism	parallelisme	0.549	0.363	0.527
paralysis	verlamming	0.156	0.500	0.305
paralyze	verlam	0.188	0.367	0.471
paralyzed	verlam	0.194	0.480	0.198
paramedic	paramedikus	0.673	0.464	0.636
paramedics	paramedici	0.479	0.594	0.712
paramilitary	paramilitêre	0.154	0.804	0.727
paramount	kardinale	0.771	0.615	0.902
paranoia	paranoia	0.146	0.841	0.407
paranoid	paranoïes	0.122	0.918	0.364
paranormal	paranormale	0.167	0.814	0.560
parapet	leuning	0.450	0.356	0.279
paraphernalia	parafernalia	0.443	0.726	0.509
paraphrase	parafraseer	0.500	0.375	0.444
paraplegic	parapleeg	0.188	0.441	0.321
parasite	parasiet	0.092	0.442	0.324
parasitic	parasitiese	0.037	0.600	0.364
parasol	parasol	0.604	0.255	0.304
parcel	pakkie	0.660	0.324	0.411
parcels	pakkies	0.551	0.445	0.418
parched	gebraaide	0.250	0.235	0.255
parchment	perkament	0.615	0.228	0.455
pardon	kwytskelding	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	parenchiem	0.500	0.399	0.595
parent	ouer	0.812	0.357	0.860
parentage	ouerskap	0.903	0.382	0.595
parental	ouerlike	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	tussen hakies	0.490	0.327	0.391
parenthood	ouerskap	0.750	0.630	0.782
parenting	ouerskap	0.812	0.520	0.676
pariah	paria	0.397	0.478	0.293
parietal	pariëtale	0.481	0.333	0.491
paring	paring	0.429	0.441	0.324
parish	gemeente	0.698	0.354	0.582
parity	gelykheid	0.582	0.406	0.407
park	park	0.816	0.343	0.414
parka	parka	0.469	0.481	0.395
parking	parkering	0.777	0.469	0.510
parkinsons	Parkinson	0.104	0.570	0.373
parlance	omgangstaal	0.510	0.350	0.462
parlay	parlay	0.469	0.611	0.483
parliament	parlement	0.573	0.540	0.858
parliamentary	parlementêre	0.490	0.554	0.755
parlor	salon	0.500	0.327	0.366
parmesan	parmesaan	0.698	0.321	0.382
parody	parodie	0.561	0.651	0.375
parole	parool	0.388	0.620	0.526
parquet	parket	0.541	0.240	0.422
parrot	papegaai	0.588	0.333	0.292
parry	Parry	0.510	0.404	0.436
parse	ontleed	0.469	0.456	0.667
parsimonious	karig	0.417	0.312	0.446
parsimony	parsimonie	0.449	0.280	0.403
parsley	pietersielie	0.458	0.170	0.291
parson	Parson	0.583	0.250	0.615
part	deel	0.663	0.278	0.360
partake	deel	0.755	0.656	0.629
partial	gedeeltelike	0.429	0.324	0.348
partiality	partydigheid	0.375	0.380	0.490
partially	gedeeltelik	0.418	0.368	0.396
participant	deelnemer	0.712	0.598	0.613
participate	deel te neem	0.755	0.580	0.684
participation	deelname	0.781	0.700	0.702
particle	deeltjie	0.521	0.265	0.438
particular	spesifieke	0.562	0.402	0.552
particularity	besondere karakter	0.670	0.434	0.586
particulars	besonderhede	0.604	0.348	0.525
parting	afskeidsgeskenk	0.260	0.542	0.353
partisan	partydige	0.615	0.549	0.669
partisanship	partydigheid	0.438	0.566	0.551
partition	verdeling	0.615	0.469	0.567
partly	gedeeltelik	0.415	0.410	0.396
partner	vennoot	0.673	0.302	0.586
partnership	vennootskap	0.786	0.387	0.545
partridge	patrys	0.583	0.415	0.250
parts	dele	0.459	0.327	0.392
party	partytjie	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	slaag	0.510	0.324	0.362
passable	begaanbaar	0.688	0.337	0.633
passage	gedeelte	0.429	0.314	0.370
passageway	gang	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	passasier	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	verbygaan	0.458	0.298	0.509
passion	passie	0.854	0.865	0.728
passionate	passievolle	0.990	0.827	0.731
passive	passiewe	0.420	0.116	0.241
passivity	passiwiteit	0.241	0.115	0.246
passkey	sleutel	0.646	0.500	0.791
passport	paspoort	0.653	0.457	0.682
password	wagwoord	0.390	0.356	0.559
past	verlede	0.490	0.422	0.311
pasta	pasta	0.615	0.306	0.375
paste	plak	0.500	0.556	0.500
pastel	pastel	0.719	0.357	0.367
pastime	tydverdryf	0.677	0.353	0.443
pastor	pastoor	0.698	0.236	0.746
pastrami	pastrami	0.542	0.415	0.348
pastry	deeg	0.870	0.407	0.419
pasture	weiding	0.688	0.145	0.170
pasty	Pasty	0.479	0.363	0.375
pat	pat	0.418	0.377	0.340
patch	kol	0.439	0.288	0.283
patchwork	lappieskombers	0.500	0.260	0.325
pate	patee	0.406	0.260	0.260
patella	patella	0.430	0.260	0.342
patent	patent	0.724	0.391	0.609
patented	gepatenteerde	0.571	0.422	0.685
paternal	vaderlike	0.776	0.353	0.755
paternity	vaderskap	0.704	0.590	0.806
path	pad	0.590	0.245	0.421
pathetic	pateties	0.088	0.464	0.139
pathological	patologiese	0.220	0.602	0.580
pathologist	patoloog	0.354	0.552	0.585
pathology	patologie	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	pad	0.646	0.410	0.519
patience	geduld	0.771	0.125	0.387
patient	pasiënt	0.583	0.193	0.340
patio	stoep	0.562	0.245	0.402
patriarch	patriarg	0.592	0.448	0.898
patriarchal	patriargale	0.531	0.500	0.857
patrimony	erfenis	0.719	0.406	0.740
patriot	patriot	0.771	0.635	0.886
patriotic	patriotiese	0.875	0.509	0.933
patriotism	patriotisme	0.708	0.635	0.848
patrol	patrollie	0.427	0.664	0.736
patrolman	gendarme	0.469	0.731	0.884
patron	beskermheer	0.583	0.451	0.870
patronage	begunstiging	0.583	0.490	0.583
patronising	neerbuigend	0.439	0.455	0.582
patronize	begunstigen	0.430	0.451	0.591
patronizing	neerbuigend	0.542	0.365	0.529
patter	getrippel	0.312	0.635	0.451
pattern	patroon	0.479	0.422	0.664
paucity	gebrek	0.153	0.453	0.175
pauper	armlastige	0.260	0.347	0.151
pause	breek	0.429	0.188	0.264
pave	baan	0.594	0.490	0.509
pavement	sypaadjie	0.460	0.353	0.475
pavilion	pawiljoen	0.583	0.500	0.770
paving	plaveisel	0.408	0.469	0.545
paw	klou	0.417	0.360	0.286
pawn	pion	0.390	0.321	0.187
pawnshop	pandtjies winkel	0.396	0.439	0.519
pax	pax	0.551	0.421	0.473
pay	betaal	0.514	0.588	0.592
payable	betaalbaar	0.385	0.480	0.606
payback	terugbetaling	0.459	0.500	0.567
paycheck	salaris	0.896	0.630	0.652
payday	payday	0.833	0.741	0.571
payer	betaler	0.313	0.630	0.638
payload	loonvrag	0.612	0.510	0.682
payment	betaling	0.629	0.452	0.643
payoff	afbetaal	0.740	0.644	0.673
payout	uitbetaling	0.646	0.600	0.575
payphone	betaal foon	0.469	0.360	0.370
payroll	betaalstaat	0.521	0.360	0.549
pea	ertjie	0.580	0.275	0.298
peace	vrede	0.939	0.156	0.613
peaceable	vredevolle	0.776	0.134	0.453
peaceful	vreedsame	0.867	0.108	0.569
peacefully	vreedsaam	0.901	0.190	0.639
peacekeeper	peacekeeper	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	vredestyd	0.949	0.180	0.579
peach	perske	0.704	0.480	0.272
peachy	peachy	0.755	0.479	0.388
peacock	pou	0.786	0.449	0.458
peak	hoogtepunt	0.500	0.345	0.431
peaked	hoogtepunt	0.677	0.704	0.857
peanut	grondboontjiebotter	0.646	0.202	0.246
peanuts	grondboontjies	0.542	0.294	0.324
pear	peer	0.677	0.158	0.241
pearl	pêrel	0.905	0.425	0.642
pearly	Pearly	0.635	0.337	0.373
peas	ertjies	0.542	0.283	0.310
peasant	boer	0.530	0.275	0.407
peat	turf	0.333	0.655	0.504
pebble	klippie	0.354	0.353	0.287
pecan	pecan	0.552	0.316	0.358
peck	pik	0.202	0.530	0.321
pecker	taai	0.459	0.509	0.375
peculiar	eienaardige	0.600	0.491	0.564
peculiarities	eienaardighede	0.511	0.460	0.528
peculiarity	vreemd	0.439	0.452	0.652
peculiarly	ongewoon	0.615	0.450	0.454
pecuniary	geldelike	0.490	0.490	0.500
pedal	pedaal	0.500	0.320	0.342
pedantic	pedanties	0.229	0.608	0.253
peddle	colporteren	0.539	0.549	0.538
peddler	smous	0.408	0.481	0.390
pedestal	voetstuk	0.735	0.284	0.579
pedestrian	voetganger	0.438	0.360	0.448
pediatric	pediatriese	0.560	0.462	0.490
pediatrician	pediater	0.602	0.500	0.627
pediatrics	kindergeneeskunde	0.750	0.380	0.596
pedicure	pedicure	0.695	0.269	0.296
pedigree	stamboom	0.625	0.340	0.609
pedometer	pedometer	0.469	0.561	0.405
pedophile	pedofiel	0.051	0.724	0.430
pee	pee	0.449	0.529	0.391
peek	loer	0.486	0.360	0.411
peekaboo	kiekeboe	0.592	0.607	0.412
peel	skil	0.439	0.250	0.279
peep	loer	0.573	0.317	0.269
peeper	Peeper	0.182	0.537	0.343
peephole	loergaatjie	0.479	0.500	0.310
peer	eweknie	0.458	0.321	0.569
peering	loer	0.514	0.409	0.451
peerless	Peerless	0.688	0.450	0.462
peeved	omgekrap	0.156	0.750	0.467
peg	pen	0.520	0.357	0.393
pegs	penne	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	pelagiese	0.521	0.554	0.491
pelican	pelikaan	0.573	0.391	0.380
pellet	klont	0.448	0.390	0.466
pelvic	bekken	0.320	0.632	0.373
pelvis	pelvis	0.378	0.618	0.380
pen	pen	0.622	0.194	0.250
penal	straf	0.208	0.565	0.610
penalty	straf	0.062	0.490	0.240
penance	boetedoening	0.219	0.667	0.463
penchant	voorliefde	0.688	0.480	0.609
pencil	potlood	0.552	0.200	0.263
pendant	pendant	0.676	0.321	0.385
pendency	onzekerheid	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	hangende	0.396	0.441	0.473
pendulum	pendulum	0.542	0.368	0.434
penetrate	penetreer	0.287	0.877	0.732
penetrating	indringende	0.469	0.792	0.782
penetration	penetrasie	0.438	0.885	0.792
penguin	pikkewyn	0.615	0.296	0.307
penicillin	penisillien	0.417	0.431	0.566
penile	penis	0.490	0.736	0.491
peninsula	skiereiland	0.551	0.384	0.627
penis	penis	0.354	0.810	0.556
penitent	berouvolle	0.542	0.530	0.508
penitentiary	gevangenis	0.229	0.726	0.491
penmanship	manier van skryf	0.677	0.284	0.509
pennant	wimpel	0.542	0.380	0.426
penniless	brandarm	0.062	0.316	0.083
penny	pennie	0.615	0.302	0.324
pension	pensioen	0.625	0.409	0.406
pensioner	pensioenaris	0.440	0.245	0.442
pensive	peinsende	0.540	0.220	0.529
pentagon	vyfhoek	0.490	0.636	0.774
pentagram	pentagram	0.510	0.433	0.466
penthouse	penthouse	0.592	0.430	0.395
penultimate	voorlaaste	0.469	0.366	0.255
people	mense	0.604	0.400	0.500
peopled	bewoon	0.594	0.450	0.679
pep	Pep	0.510	0.510	0.364
pepper	peper	0.400	0.539	0.328
peppermint	peperment	0.720	0.264	0.271
pepperoni	pepperoni	0.796	0.472	0.358
peppy	vurig	0.677	0.529	0.438
peptic	peptiese	0.398	0.463	0.362
peptide	peptied	0.380	0.480	0.411
perceive	sien	0.653	0.490	0.655
percent	persent	0.470	0.350	0.356
percentage	persentasie	0.469	0.400	0.553
percentile	persentiel	0.479	0.410	0.390
perceptible	waarneembaar	0.710	0.460	0.620
perception	persepsie	0.653	0.481	0.655
perceptive	skerpsinnige	0.745	0.500	0.741
perch	sitplek	0.531	0.300	0.314
perchance	wellicht	0.480	0.224	0.298
percolation	perkolasie	0.397	0.417	0.415
percussion	perkussie	0.622	0.635	0.642
perdition	verderf	0.135	0.656	0.496
peremptory	gebiedend	0.429	0.426	0.606
perennial	meerjarige	0.527	0.358	0.500
perfect	perfekte	0.980	0.471	0.870
perfection	perfeksie	0.881	0.745	0.934
perfectionist	perfeksionis	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	geperforeerde	0.219	0.607	0.344
perforation	gate	0.365	0.668	0.578
perforce	gedwing	0.357	0.689	0.354
perform	uit te voer	0.765	0.555	0.773
performance	optrede	0.750	0.520	0.672
performer	performer	0.541	0.530	0.708
perfume	parfuum	0.740	0.472	0.463
perfumed	geparfumeerde	0.816	0.471	0.509
peri	peri	0.448	0.433	0.370
peridot	Peridot	0.458	0.481	0.435
peril	gevaar	0.052	0.910	0.518
perilous	gevaarlik	0.143	0.862	0.575
perimeter	omtrek	0.470	0.443	0.555
period	tydperk	0.396	0.324	0.588
periodic	periodieke	0.677	0.324	0.508
periodical	tydskrif	0.550	0.298	0.430
periodically	van tyd tot tyd	0.480	0.314	0.515
periodicity	periodisiteit	0.646	0.324	0.645
peripheral	perifere	0.406	0.406	0.549
periphery	periferie	0.469	0.360	0.366
periscope	perikoop	0.604	0.375	0.609
perish	vergaan	0.296	0.570	0.415
perishable	bederfbare	0.270	0.464	0.354
perished	omgekom	0.135	0.596	0.225
perishing	vergaan	0.229	0.423	0.148
perjury	meineed	0.229	0.686	0.409
perk	parmantig	0.903	0.519	0.682
perky	perky	0.896	0.792	0.673
perm	perm	0.667	0.465	0.741
permanence	permanensie	0.771	0.370	0.708
permanent	permanente	0.745	0.345	0.736
permeable	deurlaatbaar	0.635	0.402	0.495
permeate	deurdring	0.417	0.410	0.407
permeation	deursypeling	0.418	0.559	0.536
permissible	toelaatbaar	0.684	0.646	0.612
permission	toestemming	0.612	0.311	0.580
permissive	permissiewe	0.633	0.389	0.413
permit	permit	0.733	0.349	0.518
permitted	toegelaat	0.865	0.410	0.613
permitting	toelaat	0.724	0.481	0.661
permutation	permutasie	0.385	0.588	0.500
pernicious	verderflike	0.229	0.600	0.382
peroxide	peroxide	0.458	0.529	0.510
perpendicular	loodreg	0.510	0.398	0.439
perpetrate	pleeg	0.327	0.837	0.732
perpetrator	oortreder	0.229	0.765	0.538
perpetual	ewige	0.625	0.438	0.741
perpetually	voortdurend	0.510	0.473	0.868
perpetuate	voortbestaan	0.397	0.588	0.788
perpetuation	voortbestaan	0.510	0.677	0.716
perpetuity	vir altyd	0.590	0.434	0.759
perplexed	verleë	0.312	0.705	0.318
perplexing	verwarrende	0.316	0.530	0.362
perplexity	radeloosheid	0.275	0.720	0.500
persecute	vervolg	0.281	0.873	0.509
persecution	vervolging	0.229	0.865	0.660
perseverance	volharding	0.888	0.630	0.796
persevere	volhard	0.802	0.583	0.937
persist	voortduur	0.765	0.644	0.727
persistence	volharding	0.684	0.611	0.873
persistent	aanhoudende	0.646	0.667	0.815
persisting	volhard	0.697	0.677	0.745
person	persoon	0.646	0.363	0.596
persona	NO TRANSLATION	0.741	0.480	0.743
personable	innemend	0.816	0.520	0.637
personage	persoonlikheid	0.653	0.324	0.698
personal	persoonlike	0.750	0.311	0.467
personality	persoonlikheid	0.896	0.513	0.790
personification	verpersoonliking	0.760	0.471	0.691
personnel	personeel	0.729	0.344	0.587
persons	persone	0.869	0.302	0.588
perspective	perspektief	0.688	0.470	0.704
perspiration	sweet	0.385	0.667	0.490
persuade	oorreed	0.620	0.618	0.709
persuasion	oortuiging	0.612	0.670	0.537
persuasive	oortuigende	0.740	0.700	0.657
pert	PERT	0.469	0.460	0.348
pertinent	pertinente	0.580	0.333	0.723
perturbation	storing	0.270	0.840	0.500
pertussis	pertussis	0.279	0.569	0.386
perusal	insae	0.622	0.235	0.543
peruse	deur lees	0.503	0.270	0.439
pervading	deurdringende	0.418	0.684	0.728
perverse	perverse	0.146	0.808	0.464
perversion	perversie	0.083	0.830	0.490
pervert	verdraai	0.082	0.863	0.500
perverted	verdraai	0.062	0.918	0.436
pesky	orige	0.250	0.760	0.431
pessimism	pessimisme	0.083	0.484	0.264
pessimist	pessimis	0.125	0.470	0.218
pessimistic	pessimisties	0.088	0.394	0.236
pest	plaag	0.188	0.680	0.452
pester	teister	0.143	0.780	0.385
pestilence	pes	0.122	0.660	0.283
pestle	stamper	0.427	0.463	0.426
pesto	pesto	0.531	0.323	0.336
pet	troeteldier	0.875	0.327	0.305
petal	blom	0.810	0.194	0.211
petite	Petite	0.510	0.354	0.245
petition	petisie	0.498	0.575	0.415
petitioner	ster	0.601	0.531	0.566
petloss	NO TRANSLATION	0.271	0.481	0.424
petpeeve	NO TRANSLATION	0.375	0.594	0.392
petrified	versteende	0.221	0.625	0.232
petrify	versteend	0.177	0.571	0.447
petrol	petrol	0.418	0.519	0.577
petroleum	petroleum	0.583	0.451	0.640
petticoat	onderrok	0.550	0.396	0.351
petting	troetel	0.812	0.462	0.480
petty	kleinlik	0.210	0.537	0.236
petulant	balorig	0.247	0.685	0.491
petunia	petunia	0.583	0.260	0.356
pew	kerkbank	0.449	0.235	0.664
pewter	piouter	0.396	0.260	0.321
peyote	NO TRANSLATION	0.406	0.462	0.426
phalanx	lit	0.398	0.398	0.455
phantom	spook	0.260	0.759	0.448
pharaoh	Farao	0.656	0.491	0.798
pharmaceutical	farmaseutiese	0.500	0.435	0.562
pharmacist	apteker	0.592	0.382	0.648
