Word	Frisian-fy	Valence	Arousal	Dominance
infinity	ûneinigens	0.516	0.459	0.805
infirm	swier	0.115	0.521	0.210
infirmary	infirmary	0.500	0.438	0.517
infirmity	infirmity	0.094	0.482	0.252
inflammation	ûntstekking	0.146	0.765	0.423
inflammatory	inflammatoare	0.177	0.642	0.404
inflatable	opblaasbaar	0.510	0.510	0.400
inflate	blaze	0.305	0.569	0.462
inflated	opblaasd	0.303	0.431	0.617
inflation	ynflaasje	0.219	0.792	0.508
inflection	ynflaasje	0.385	0.635	0.377
inflict	tabringe	0.167	0.760	0.609
infliction	ynflaasje	0.302	0.722	0.571
inflorescence	bloei	0.459	0.344	0.412
influence	ynfloed	0.622	0.663	0.824
influential	ynfloedryk	0.899	0.688	0.944
influenza	grippe	0.271	0.718	0.321
influx	influx	0.622	0.635	0.575
info	info	0.750	0.330	0.642
infomercial	infomercial	0.427	0.462	0.555
inform	ynformearje	0.723	0.582	0.679
informal	ynformeel	0.480	0.398	0.441
informant	ynformateur	0.604	0.612	0.719
information	ynformaasje	0.765	0.370	0.711
informative	ynformative	0.812	0.419	0.741
informed	ynformearre	0.543	0.298	0.617
informer	ynformateur	0.521	0.578	0.580
infraction	infraction	0.245	0.660	0.471
infrared	ynfrared	0.469	0.588	0.526
infrastructure	ynfrastruktuer	0.604	0.460	0.694
infrequent	frijwat	0.312	0.377	0.192
infrequently	frijwat	0.204	0.250	0.327
infringement	ynbreuk	0.153	0.800	0.481
infuriate	frjemd	0.102	0.934	0.596
infuriated	frjemd	0.073	0.930	0.510
infuriates	frjemd	0.135	0.913	0.627
infuriating	frjemd	0.139	0.870	0.509
infuse	infuse	0.380	0.705	0.589
infused	infused	0.385	0.473	0.546
infuser	infuser	0.469	0.433	0.536
infusion	infusion	0.583	0.365	0.453
ingenious	genedich	0.760	0.690	0.891
ingenuity	genedichheid	0.708	0.590	0.868
ingest	ingest	0.510	0.559	0.473
ingestion	eagen	0.429	0.612	0.512
ingot	ingot	0.688	0.444	0.615
ingrained	ingrained	0.531	0.490	0.712
ingrate	ingrate	0.235	0.606	0.327
ingredient	ingredient	0.792	0.373	0.451
ingress	ingress	0.601	0.366	0.736
inhabit	wenje	0.656	0.378	0.556
inhabitant	ynwenner	0.604	0.356	0.519
inhabited	bewenne	0.667	0.361	0.510
inhabiting	bewenne	0.458	0.440	0.598
inhalation	ynhalaasje	0.510	0.613	0.464
inhale	ynhale	0.427	0.340	0.492
inhaler	ynhaler	0.408	0.500	0.349
inherent	ynhantend	0.562	0.439	0.480
inherit	ierde	0.745	0.546	0.694
inheritance	erfenis	0.900	0.565	0.798
inhibit	ynteritisje	0.167	0.479	0.447
inhibition	ynhibysje	0.265	0.392	0.534
inhibitor	ynhibitor	0.281	0.450	0.471
inhospitable	ûnbeskikber	0.265	0.531	0.395
inhuman	ûnminsklik	0.107	0.660	0.492
inhumane	ynhumane	0.104	0.587	0.402
inhumanity	unhumaniteit	0.143	0.540	0.405
inimaginable	NO TRANSLATION	0.542	0.636	0.534
inimical	ynimysk	0.260	0.823	0.556
inimitable	ynimitable	0.571	0.413	0.790
iniquity	skuld	0.219	0.567	0.425
initial	earste	0.583	0.314	0.539
initiate	begjinne	0.719	0.480	0.553
initiated	begon	0.760	0.490	0.650
initiation	ynisjatyf	0.698	0.529	0.527
initiative	inisjatyf	0.833	0.615	0.768
inject	ynjeksje	0.406	0.735	0.596
injection	ynjeksje	0.281	0.741	0.518
injunction	feroardieling	0.281	0.422	0.519
injure	ferwûnje	0.177	0.710	0.364
injured	blessearre	0.083	0.680	0.302
injuring	ferwûnen	0.073	0.790	0.245
injurious	ferwûnen	0.177	0.759	0.366
injury	ferwûning	0.049	0.769	0.287
injustice	ûnrjocht	0.082	0.755	0.444
ink	inket	0.471	0.408	0.235
inkling	inkling	0.448	0.551	0.570
inland	binnenlân	0.510	0.417	0.423
inlay	ynlaat	0.406	0.531	0.565
inlet	inlet	0.646	0.378	0.466
inmate	ynmate	0.235	0.663	0.398
inn	herberch	0.660	0.284	0.475
innards	innards	0.302	0.480	0.400
innate	oanberne	0.490	0.400	0.521
inner	inerlik	0.551	0.216	0.443
innermost	ynternasjonaal	0.583	0.500	0.510
innerpeace	NO TRANSLATION	0.714	0.318	0.551
inning	yndoneel	0.602	0.315	0.520
innings	yningen	0.573	0.487	0.443
innkeeper	innkeeper	0.578	0.224	0.472
innocence	ûnskuld	0.802	0.260	0.307
innocent	ûnskuldich	0.729	0.206	0.340
innocently	ûnskuldich	0.776	0.250	0.302
innocuous	ûnskuldich	0.510	0.321	0.172
innovate	ynnovearje	0.898	0.872	0.750
innovation	ynnovaasje	0.949	0.680	0.890
innovative	ynnovatyf	0.880	0.640	0.830
innuendo	yntinte	0.467	0.670	0.463
innumerable	ûntelbere	0.667	0.445	0.704
inoculation	ynokulation	0.333	0.570	0.598
inoperable	yn wurking	0.184	0.422	0.304
inoperative	yn operatyf	0.138	0.425	0.273
inordinate	ynsteld	0.163	0.630	0.330
inorganic	inorganich	0.385	0.345	0.282
input	ynfier	0.643	0.337	0.527
inquest	inquest	0.458	0.569	0.721
inquire	freegje	0.583	0.519	0.363
inquirer	Undersiker	0.573	0.598	0.776
inquiring	freegje	0.479	0.510	0.500
inquiry	enkête	0.541	0.420	0.536
inquisitive	nijsgjirrich	0.301	0.637	0.615
inquisitor	Ynformator	0.385	0.873	0.642
insane	geweldich	0.062	0.670	0.265
insanity	geweldigheid	0.098	0.847	0.337
insatiable	insatiabele	0.375	0.656	0.558
inscription	ynskripsje	0.592	0.422	0.542
inscrutable	net te fertsjinjen	0.459	0.541	0.613
insect	ynsekt	0.276	0.633	0.242
insecticide	ynsektizid	0.188	0.598	0.430
insecure	ûnwis	0.114	0.538	0.132
insecurity	ûnfeiligens	0.094	0.647	0.350
insemination	ynseminaasje	0.542	0.644	0.622
insensitive	geweldich	0.219	0.471	0.302
inseparable	ynsparabel	0.700	0.520	0.571
insert	ynfoegje	0.481	0.552	0.519
inserted	ynsteld	0.479	0.402	0.476
insertion	ynfoegjen	0.521	0.520	0.565
inside	binnenkant	0.612	0.404	0.472
insider	insider	0.625	0.562	0.750
insidious	insidious	0.146	0.622	0.480
insight	ynsjoch	0.613	0.363	0.649
insightful	ynsjoch	0.664	0.691	0.713
insignia	insignia	0.665	0.282	0.685
insignificance	insignificance	0.250	0.216	0.222
insignificant	net-weardich	0.083	0.306	0.114
insinuate	insinuare	0.292	0.635	0.413
insipid	ûnskuldich	0.214	0.250	0.241
insist	besykje	0.635	0.651	0.688
insistence	opstân	0.418	0.704	0.645
insistent	opstannich	0.552	0.635	0.701
insists	betinkt	0.490	0.587	0.610
insolence	ûnsoljen	0.115	0.731	0.402
insolent	insolent	0.112	0.663	0.343
insoluble	ûnlêsber	0.439	0.290	0.414
insolvency	insolvenz	0.323	0.431	0.300
insolvent	insolvent	0.230	0.481	0.318
insomnia	insomnia	0.198	0.611	0.373
insomniac	insomniac	0.231	0.367	0.329
inspect	besjogge	0.479	0.603	0.793
inspection	ynspeksje	0.459	0.630	0.718
inspector	ynspekteur	0.418	0.580	0.852
inspiration	ynspiraasje	0.938	0.600	0.779
inspirational	inspirational	0.927	0.720	0.810
inspire	ynspirearje	0.918	0.627	0.759
inspired	ynspirearre	0.967	0.702	0.736
instability	ynstabiliteit	0.177	0.760	0.353
install	ynstallearje	0.630	0.583	0.736
installation	ynstallaasje	0.656	0.469	0.759
installment	ynstallaasje	0.619	0.396	0.483
instance	bygelyks	0.547	0.450	0.558
instant	instant	0.766	0.454	0.554
instantaneous	instantaneous	0.750	0.500	0.585
instantaneously	instantaneously	0.656	0.640	0.600
instigate	ynstigearje	0.278	0.765	0.642
instigation	ynstigaasje	0.323	0.769	0.648
instill	ynstill	0.562	0.490	0.618
instinct	ynstinkt	0.771	0.602	0.642
instinctive	ynstinktiv	0.752	0.575	0.694
institute	ynstitút	0.604	0.480	0.807
institution	ynstelling	0.580	0.311	0.790
instruct	ynstruearje	0.729	0.490	0.833
instructed	ynstruearre	0.740	0.388	0.722
instruction	ynstruksje	0.656	0.434	0.736
instructional	ynstruearjen	0.698	0.500	0.773
instructions	ynstruksjes	0.582	0.302	0.556
instructive	ynstruktyf	0.583	0.420	0.643
instructor	ynstrukteur	0.771	0.490	0.782
instrument	ynstrumint	0.562	0.537	0.655
instrumental	ynstrumintaal	0.740	0.472	0.647
instrumentalist	ynstrumint	0.656	0.540	0.740
instrumentality	ynstruminten	0.637	0.510	0.618
insubordination	insubordination	0.281	0.775	0.634
insufferable	insufferable	0.220	0.784	0.291
insufficiency	insufficiency	0.115	0.431	0.210
insufficient	ûnfoldwaande	0.188	0.380	0.093
insufficiently	net genôch	0.147	0.509	0.198
insular	insular	0.531	0.426	0.465
insulate	isolearje	0.365	0.358	0.286
insulated	isolearre	0.208	0.265	0.304
insulation	isolearring	0.245	0.327	0.264
insulin	insulin	0.429	0.472	0.375
insult	beleane	0.085	0.831	0.389
insulting	ferneatigje	0.094	0.840	0.412
insurance	fersekering	0.714	0.308	0.825
insure	fersoargje	0.700	0.415	0.698
insurgent	opstannich	0.235	0.735	0.660
insurmountable	ûnferbidlik	0.620	0.627	0.737
insurrection	opstân	0.229	0.706	0.582
intact	yntakt	0.716	0.212	0.602
intake	yntake	0.604	0.527	0.442
intangible	yntangible	0.525	0.480	0.473
integer	integer	0.573	0.327	0.595
integral	yntegraal	0.590	0.337	0.615
integrate	yntegrearje	0.729	0.390	0.700
integration	yntegraasje	0.771	0.480	0.737
integrity	yntegriteit	0.865	0.413	0.848
intellect	yntellekt	0.844	0.418	0.870
intellectual	yntellektueel	0.906	0.455	0.845
intelligence	yntelliginsje	0.833	0.587	0.885
intelligent	yntelligint	0.917	0.541	0.868
intelligibility	intelligibility	0.740	0.481	0.689
intelligible	yntelligabel	0.635	0.480	0.691
intend	bedoeld	0.562	0.520	0.519
intended	bedoeld	0.406	0.542	0.587
intending	yntinsyf	0.510	0.567	0.597
intense	fûleindich	0.592	0.774	0.679
intensely	intensely	0.694	0.846	0.750
intensify	fersterkje	0.604	0.870	0.737
intensity	yntinsiteit	0.622	0.930	0.952
intensive	yntinsyf	0.570	0.842	0.776
intent	yntinsje	0.550	0.481	0.500
intention	yntinsje	0.531	0.480	0.636
intentional	intentionaal	0.650	0.615	0.750
intentionally	yntinsyf	0.450	0.676	0.696
inter	ynter	0.510	0.375	0.466
interact	ynteraktivearje	0.822	0.690	0.759
interaction	wikselwurking	0.646	0.735	0.750
interactive	ynteraktyf	0.727	0.811	0.770
intercede	intercede	0.582	0.577	0.630
intercept	intercept	0.221	0.660	0.676
interception	ynterpretaasje	0.327	0.673	0.643
intercession	foarbea	0.503	0.486	0.598
interchange	ferbining	0.615	0.527	0.565
interchangeable	wikseljend	0.615	0.459	0.526
interchanged	feroare	0.396	0.472	0.434
intercom	yntercom	0.623	0.429	0.453
intercourse	mienskip	0.551	0.608	0.557
interdependence	ynterpondinsje	0.608	0.618	0.639
interdependent	ynterdependend	0.410	0.482	0.598
interdiction	interdiction	0.337	0.500	0.585
interest	rinte	0.780	0.667	0.618
interested	belang	0.750	0.529	0.725
interesting	nijsgjirrich	0.927	0.726	0.731
interface	ynterface	0.643	0.357	0.600
interfere	ynterfere	0.323	0.714	0.471
interference	ynterferinsje	0.396	0.736	0.357
interferometer	interferometer	0.510	0.510	0.517
intergalactic	intergalactic	0.562	0.661	0.741
interim	ynterim	0.604	0.400	0.524
interior	binnenkant	0.618	0.157	0.462
interject	interjectje	0.333	0.648	0.658
interlocutory	interlocutory	0.490	0.500	0.527
interlude	interlude	0.470	0.417	0.377
intermediary	tydlik	0.427	0.510	0.643
intermediate	tydlik	0.480	0.368	0.400
interment	ynterpretaasje	0.235	0.608	0.346
interminable	ûnminsklik	0.327	0.481	0.561
intermission	yntermission	0.490	0.360	0.402
intermittent	intermittent	0.337	0.565	0.436
intern	yntern	0.459	0.460	0.392
internal	yntern	0.439	0.349	0.423
internally	yntern	0.615	0.400	0.616
international	ynternasjonaal	0.800	0.519	0.702
internet	internet	0.760	0.462	0.755
internship	internship	0.590	0.510	0.482
interoffice	interoffice	0.439	0.375	0.556
interpolate	interpolate	0.460	0.490	0.569
interpolation	interpolaasje	0.419	0.506	0.528
interpret	ynterpretearje	0.646	0.625	0.673
interpretation	ynterpretaasje	0.677	0.594	0.620
interpreter	tolk	0.708	0.461	0.596
interpretive	ynterpretatyf	0.531	0.549	0.595
interrelated	ynterferoare	0.615	0.469	0.592
interrogate	ynterpretearje	0.323	0.808	0.680
interrogation	ferhaal	0.302	0.827	0.657
interrupt	ûnderbrekke	0.210	0.635	0.509
interrupted	ûnderbrekke	0.281	0.559	0.333
interrupting	ûnderbrekke	0.146	0.593	0.509
interruption	ûnderbrekking	0.184	0.632	0.425
interrupts	ûnderbrekken	0.204	0.545	0.389
intersect	ferdwine	0.521	0.510	0.480
intersection	krúsing	0.344	0.541	0.658
interstate	interstate	0.520	0.443	0.600
interstellar	interstellar	0.708	0.702	0.622
interstitial	interstitial	0.333	0.471	0.534
interval	tuskenskoft	0.510	0.284	0.400
intervene	yngripe	0.520	0.677	0.768
intervening	yntervenearjen	0.398	0.627	0.442
intervention	yngreep	0.388	0.696	0.689
interview	fraachpetear	0.573	0.770	0.619
interviewer	ynterviewer	0.552	0.736	0.816
interworking	ynterwurking	0.552	0.587	0.691
intestate	intestate	0.459	0.467	0.415
intestinal	yntestinaal	0.357	0.531	0.370
intestine	darm	0.343	0.450	0.380
intestines	yndestinen	0.292	0.547	0.398
intimacy	yntimiteit	0.857	0.802	0.558
intimate	yntimint	0.724	0.598	0.393
intimately	yntimint	0.806	0.573	0.590
intimation	yntimaasje	0.406	0.673	0.500
intimidate	yntimidearje	0.210	0.804	0.632
intimidated	yntimidearre	0.177	0.663	0.208
intimidating	yntimidearjen	0.229	0.790	0.708
intimidation	yntimidaasje	0.177	0.791	0.644
intolerable	yntolerabel	0.146	0.660	0.439
intolerance	yntolerânsje	0.052	0.704	0.520
intolerant	ûnferdraachsum	0.135	0.676	0.509
intonation	yntonaasje	0.615	0.442	0.598
intoxicated	yntreekt	0.079	0.824	0.246
intoxicating	ûntslach	0.224	0.760	0.464
intoxication	yntocht	0.323	0.710	0.400
intracranial	intracranial	0.281	0.602	0.553
intractable	ûnbetrouber	0.154	0.694	0.302
intramural	yntramuroel	0.490	0.464	0.447
intravenous	yntravenous	0.357	0.538	0.458
intrepid	eangst	0.753	0.696	0.637
intricate	yntrikt	0.559	0.704	0.500
intrigue	yntrigearje	0.362	0.830	0.327
intriguing	yntrigearjend	0.422	0.713	0.462
intrinsic	yntinsivearre	0.406	0.471	0.526
intrinsically	yntinsivearre	0.459	0.382	0.538
intro	yntro	0.510	0.331	0.657
introduce	yntrodusearje	0.592	0.559	0.648
introduction	ynlieding	0.612	0.413	0.640
introductory	ynlieding	0.635	0.368	0.593
introspection	yntroepeksje	0.603	0.337	0.575
introspective	yntroopjend	0.552	0.360	0.471
intrude	yntroegje	0.058	0.735	0.480
intruder	intruder	0.146	0.740	0.324
intrusion	yntuksje	0.293	0.641	0.670
intrusive	yndrukke	0.461	0.607	0.538
intubation	yntubaasje	0.276	0.598	0.526
intuition	yntuysje	0.857	0.508	0.602
intuitive	yntuïtyf	0.771	0.573	0.690
intuitively	intuitive	0.670	0.561	0.648
inundation	ynundaasje	0.177	0.780	0.455
invade	ynfalle	0.408	0.892	0.714
invader	invader	0.200	0.827	0.618
invalid	ûnjildich	0.180	0.330	0.255
invalidate	invalidate	0.315	0.480	0.397
invalidation	invalidaasje	0.181	0.490	0.278
invalidity	ynvaliditeit	0.186	0.394	0.158
invaluable	ûnwisbere	0.740	0.500	0.745
invariably	unyk	0.458	0.365	0.550
invasion	ynvaazje	0.271	0.843	0.808
invasive	invasive	0.194	0.730	0.598
invent	útfine	0.719	0.689	0.833
invention	útfining	0.714	0.577	0.811
inventive	ynventyf	0.780	0.627	0.721
inventor	útfiner	0.781	0.667	0.847
inventory	ynventarisaasje	0.594	0.463	0.490
inverse	inverse	0.459	0.337	0.319
inversely	inversely	0.286	0.418	0.351
inversion	inversion	0.602	0.630	0.772
invert	ynkommend	0.510	0.585	0.706
inverted	ynverted	0.310	0.471	0.357
invest	ynvestearje	0.650	0.663	0.682
investigate	ûndersykje	0.640	0.500	0.781
investigation	ûndersyk	0.531	0.592	0.820
investigative	ûndersiik	0.562	0.600	0.704
investigator	ûndersiker	0.615	0.509	0.779
investment	ynvestearring	0.720	0.592	0.745
investor	ynvestearder	0.794	0.655	0.791
invidious	opfallend	0.112	0.650	0.364
invigorate	belibje	0.821	0.798	0.831
invincible	ûnoerwinlik	0.867	0.853	0.914
invisibility	ûnsichtberens	0.438	0.461	0.382
invisible	ûnsichtber	0.417	0.345	0.412
invitation	útnoeging	0.802	0.549	0.647
invite	noegje	0.745	0.655	0.611
inviting	invite	0.938	0.571	0.538
invocation	oprop	0.430	0.620	0.673
invoice	invoice	0.480	0.380	0.474
invoke	oproppe	0.583	0.740	0.579
involuntary	ûnwillekeurich	0.354	0.490	0.231
involution	ynlieding	0.296	0.420	0.407
involve	belûke	0.694	0.490	0.728
involvement	belutsenens	0.760	0.620	0.696
invulnerable	ûntslachlik	0.552	0.683	0.745
inwards	nei binnen	0.490	0.385	0.438
iodine	iodine	0.390	0.265	0.333
ion	ion	0.429	0.330	0.408
iota	iota	0.344	0.385	0.314
irate	eare	0.188	0.852	0.474
ire	NO TRANSLATION	0.198	0.740	0.575
iridescent	oerstallich	0.602	0.588	0.539
iris	iris	0.708	0.275	0.380
irked	oanklaaid	0.164	0.791	0.353
irks	earm	0.276	0.781	0.339
iron	izer	0.448	0.351	0.679
ironclad	ironclad	0.561	0.648	0.679
ironic	iroanysk	0.435	0.550	0.500
irons	irons	0.531	0.441	0.625
irony	irony	0.390	0.587	0.508
irradiation	bestraffing	0.385	0.736	0.509
irrational	irrational	0.125	0.648	0.394
irrationality	irrationaliteit	0.198	0.735	0.361
irreconcilable	ûnreplikbere	0.146	0.667	0.375
irreducible	ûnreplikbaar	0.296	0.455	0.569
irrefutable	ûnferwachts	0.496	0.549	0.716
irregular	ûnregelmjittich	0.312	0.548	0.321
irregularity	Unregelmjittichens	0.104	0.647	0.306
irregularly	ûnregelmjittich	0.292	0.565	0.397
irrelevant	ûnregelmjittich	0.138	0.311	0.296
irreparable	ûnreplik guod	0.061	0.530	0.430
irreplaceable	Unreplikbere	0.479	0.580	0.833
irrepressible	ûnrepressibel	0.512	0.566	0.745
irresistible	ûnwistlik	0.823	0.833	0.839
irrespective	ûnôfhinklik	0.497	0.538	0.745
irresponsible	ferantwurdlik	0.177	0.680	0.241
irreverent	ûnreplik guod	0.191	0.694	0.634
irreversible	ûnreplik guod	0.170	0.541	0.667
irrevocable	ûnwislik	0.296	0.560	0.712
irrigate	earmje	0.272	0.458	0.490
irrigation	yrrigaasje	0.259	0.426	0.426
irritability	rissigens	0.146	0.853	0.283
irritable	reizgje	0.112	0.952	0.462
irritate	rypje	0.167	0.890	0.368
irritated	irritearre	0.210	0.816	0.281
irritates	irritearret	0.173	0.810	0.295
irritating	irritearend	0.104	0.912	0.393
irritation	irritation	0.073	0.833	0.496
island	eilân	0.745	0.347	0.432
isle	isle	0.667	0.390	0.443
islet	islet	0.612	0.314	0.367
isolate	isolearje	0.235	0.422	0.336
isolated	ôfsûnderje	0.221	0.356	0.255
isolation	isolatie	0.198	0.338	0.339
isomorphism	isomorphisme	0.448	0.361	0.481
isothermal	isotherme	0.459	0.491	0.500
isotope	isotop	0.429	0.404	0.407
issue	útjefte	0.316	0.819	0.351
itch	jûk	0.319	0.610	0.465
itching	Jûkje	0.208	0.690	0.300
itchy	jûk	0.334	0.726	0.296
item	ûnderdiel	0.594	0.270	0.465
itemize	itemize	0.459	0.527	0.518
items	items	0.542	0.401	0.434
iterate	iterate	0.449	0.460	0.440
iteration	iteraasje	0.531	0.449	0.486
iterative	iterative	0.429	0.420	0.500
itinerant	itinerant	0.449	0.545	0.439
itinerary	rûte	0.551	0.550	0.454
ivory	ivoar	0.625	0.235	0.566
jab	jab	0.385	0.519	0.482
jabber	jabber	0.417	0.506	0.342
jack	jack	0.487	0.450	0.441
jackal	jackal	0.333	0.582	0.436
jackass	jackass	0.188	0.692	0.279
jacket	jek	0.656	0.302	0.382
jackhammer	jackhammer	0.199	0.690	0.519
jackpot	jackpot	0.950	0.750	0.786
jackrabbit	jackrabbit	0.625	0.379	0.344
jacks	jacks	0.490	0.400	0.505
jade	jade	0.604	0.410	0.455
jaded	jaded	0.255	0.560	0.400
jag	NO TRANSLATION	0.408	0.440	0.427
jagged	jagged	0.082	0.462	0.213
jaguar	jaguar	0.559	0.710	0.654
jail	finzenskip	0.094	0.898	0.480
jailbird	jailbird	0.240	0.567	0.473
jailbreak	jailbreak	0.354	0.629	0.471
jailer	jailer	0.194	0.630	0.632
jailhouse	jailhouse	0.104	0.887	0.430
jalopy	jalopy	0.396	0.436	0.337
jam	jam	0.510	0.548	0.318
jamboree	jamboree	0.602	0.625	0.351
jammed	jammed	0.235	0.817	0.411
jammer	jammer	0.417	0.540	0.491
janitor	janitor	0.510	0.350	0.527
janitorial	janitorial	0.490	0.373	0.481
japan	Japan	0.667	0.482	0.580
jar	jar	0.430	0.346	0.318
jargon	jargon	0.333	0.548	0.404
jarhead	jarhead	0.408	0.530	0.464
jarring	jarring	0.210	0.673	0.309
jasmine	jasmine	0.765	0.230	0.286
jasper	jasper	0.480	0.425	0.402
jaundice	jaundice	0.214	0.480	0.355
jaunt	jaunt	0.808	0.451	0.500
java	java	0.459	0.321	0.343
javelin	javelin	0.385	0.481	0.465
jaw	jaw	0.500	0.510	0.420
jawbone	jawbone	0.468	0.413	0.342
jaws	jaws	0.385	0.528	0.455
jay	jay	0.531	0.408	0.389
jazz	jazz	0.677	0.362	0.450
jazzy	jazzy	0.725	0.431	0.389
jealous	ealje	0.173	0.855	0.345
jealousy	ealje	0.146	0.783	0.481
jean	jean	0.602	0.444	0.364
jeans	jeans	0.622	0.324	0.371
jeep	jeep	0.602	0.510	0.612
jeering	jeering	0.266	0.792	0.380
jelly	jelly	0.651	0.294	0.256
jellybean	jellybean	0.592	0.406	0.399
jellyfish	jellyfish	0.531	0.567	0.377
jenny	jenny	0.542	0.406	0.407
jeopardize	jeopardearje	0.260	0.877	0.582
jeopardy	jeopardy	0.129	0.908	0.536
jerk	jerk	0.194	0.630	0.238
jerks	jerks	0.214	0.788	0.395
jerky	jerky	0.233	0.538	0.358
jersey	jersey	0.594	0.317	0.411
jest	NO TRANSLATION	0.520	0.736	0.222
jester	jester	0.388	0.670	0.264
jesus	jesus	0.800	0.400	0.620
jet	jet	0.612	0.721	0.606
jetty	jetty	0.602	0.480	0.453
jewel	Juwelier	0.827	0.588	0.625
jeweler	jeweler	0.760	0.482	0.500
jewelry	juwielen	0.823	0.569	0.597
jib	jib	0.406	0.420	0.413
jiff	NO TRANSLATION	0.576	0.404	0.349
jiffy	jiffy	0.410	0.444	0.380
jig	jig	0.531	0.396	0.357
jiggle	jiggle	0.592	0.673	0.518
jigsaw	jigsaw	0.594	0.582	0.519
jihad	jihad	0.323	0.660	0.444
jimmy	jimmy	0.579	0.321	0.311
jingle	jingle	0.635	0.500	0.424
jinx	jinx	0.337	0.582	0.373
jitters	jitters	0.224	0.918	0.192
jittery	jittery	0.344	0.856	0.255
jive	jive	0.561	0.551	0.373
job	taak	0.694	0.541	0.717
jobinterview	NO TRANSLATION	0.684	0.837	0.723
jock	jock	0.592	0.656	0.473
jockey	jockey	0.562	0.644	0.703
jockstrap	jockstrap	0.347	0.431	0.390
jog	jog	0.510	0.708	0.519
jogger	jogger	0.417	0.510	0.424
john	john	0.562	0.382	0.327
join	meidwaan	0.729	0.479	0.684
joined	tegearre	0.667	0.394	0.600
joining	jo komme	0.755	0.469	0.685
joint	mienskip	0.615	0.392	0.566
jointly	mienskiplik	0.708	0.425	0.602
joke	mop	0.704	0.610	0.316
joker	joker	0.771	0.760	0.416
joking	spitigernôch	0.776	0.839	0.407
jolly	jolly	0.959	0.705	0.708
jolt	jolt	0.365	0.708	0.358
jornada	NO TRANSLATION	0.417	0.500	0.533
jot	jot	0.406	0.323	0.350
jour	NO TRANSLATION	0.479	0.394	0.415
journal	sjoernaal	0.688	0.240	0.352
journalism	sjoernalistyk	0.622	0.500	0.684
journalist	sjoernalist	0.542	0.452	0.732
journalistic	journalistysk	0.696	0.449	0.495
journey	reis	0.910	0.702	0.625
journeyman	rintman	0.765	0.596	0.741
joust	joust	0.520	0.528	0.551
jovial	jovial	0.823	0.460	0.526
joy	freugde	0.980	0.824	0.794
joyful	freugde	0.990	0.740	0.667
joyous	froulik	0.958	0.580	0.728
joyride	joyride	0.694	0.550	0.500
joys	freugde	0.981	0.643	0.651
jubilant	jubilant	0.844	0.673	0.664
