Word	Vietnamese-vi	Valence	Arousal	Dominance
lynching	lynching	0.135	0.920	0.548
lynx	Linh miêu	0.510	0.590	0.567
lyre	lyre	0.719	0.347	0.414
lyric	lời bài hát	0.702	0.269	0.464
lyrical	trữ tình	0.708	0.451	0.618
lyrics	lời bài hát	0.582	0.214	0.333
macadamia	macadamia	0.635	0.330	0.434
macarena	macarena	0.802	0.601	0.368
macaroni	mì ống	0.816	0.410	0.382
mace	cái chùy	0.450	0.412	0.415
mach	mach	0.541	0.432	0.463
machete	dao rựa	0.260	0.690	0.474
machine	máy móc	0.510	0.500	0.707
machinery	máy móc	0.458	0.615	0.629
machinist	thợ máy móc	0.490	0.598	0.721
macho	bậc nam nhi	0.643	0.690	0.676
mackerel	cá thu	0.418	0.423	0.426
macro	macro	0.552	0.469	0.647
mad	điên	0.219	0.873	0.277
madam	madam	0.580	0.308	0.571
madame	madame	0.604	0.500	0.635
madden	madden	0.329	0.602	0.457
madder	madder	0.323	0.853	0.267
mademoiselle	NO TRANSLATION	0.752	0.459	0.461
mademyday	mademyday	0.694	0.573	0.537
madhouse	madhouse	0.156	0.736	0.440
madman	người điên	0.135	0.880	0.312
madness	điên cuồng	0.104	0.804	0.440
maestro	maestro	0.823	0.357	0.849
mafia	Xã hội đen	0.204	0.867	0.676
magazine	tạp chí	0.615	0.332	0.377
mage	pháp sư	0.622	0.373	0.453
magenta	đỏ tươi	0.635	0.275	0.415
maggot	sâu non	0.235	0.500	0.235
magic	ma thuật	0.868	0.663	0.578
magical	huyền diệu	0.875	0.651	0.595
magician	nhà ảo thuật	0.714	0.657	0.551
magistrate	thẩm phán	0.587	0.541	0.904
magma	magma	0.323	0.623	0.609
magna	magna	0.605	0.490	0.652
magnate	phóng đại	0.627	0.708	0.868
magnesium	magiê	0.542	0.320	0.321
magnet	nam châm	0.571	0.318	0.553
magnetic	từ tính	0.612	0.529	0.673
magnetism	từ tính	0.630	0.529	0.741
magnetite	nam châm	0.531	0.490	0.581
magnification	phóng đại	0.890	0.615	0.880
magnificence	lộng lẫy	0.802	0.810	0.920
magnificent	tráng lệ	1.000	0.680	0.886
magnifier	kính lúp	0.469	0.216	0.345
magnify	phóng đại	0.729	0.561	0.839
magnifying	phóng đại	0.594	0.265	0.406
magnitude	độ lớn	0.608	0.613	0.774
magnolia	mộc lan	0.558	0.343	0.379
magpie	magpie	0.500	0.458	0.327
mahi mahi	NO TRANSLATION	0.510	0.410	0.398
mahjong	mạt chược	0.556	0.418	0.440
mahogany	gỗ gụ	0.602	0.225	0.393
maid	người giúp việc	0.406	0.324	0.300
maiden	thời con gái	0.755	0.396	0.461
mail	thư	0.615	0.231	0.548
mailbox	hộp thư	0.573	0.222	0.404
mailing	gửi thư	0.688	0.324	0.375
mailman	người gửi thư	0.659	0.418	0.462
maim	NO TRANSLATION	0.133	0.724	0.496
main	chủ yếu	0.667	0.510	0.811
mainframe	máy tính lớn	0.531	0.490	0.557
mainland	đại lục	0.680	0.407	0.806
mainstay	trụ cột	0.694	0.400	0.713
mainstream	chủ đạo	0.653	0.527	0.660
maintain	duy trì	0.684	0.398	0.647
maintenance	bảo trì	0.592	0.410	0.545
majestic	Hùng vĩ	0.948	0.731	0.906
majesty	uy nghi	0.823	0.602	0.955
major	chính	0.684	0.538	0.874
majority	đa số	0.684	0.560	0.930
make	chế tạo	0.684	0.420	0.480
makeover	trang điểm	0.771	0.510	0.596
maker	người tạo ra	0.698	0.544	0.706
makeshift	tạm thời	0.479	0.611	0.389
makesmehappy	NO TRANSLATION	0.894	0.663	0.712
makesmemad	Khiến tôi phát điên	0.296	0.643	0.500
makeup	trang điểm	0.740	0.333	0.331
makingdisciples	NO TRANSLATION	0.684	0.402	0.664
malady	bệnh tật	0.190	0.686	0.304
malaise	bất ổn	0.150	0.600	0.161
malaria	bệnh sốt rét	0.125	0.653	0.304
malarkey	malarkey	0.396	0.500	0.465
male	Nam giới	0.612	0.532	0.695
malevolent	ác ý	0.094	0.854	0.613
malfeasance	malfeasance	0.062	0.745	0.325
malformation	dị tật	0.083	0.602	0.357
malfunction	sự cố	0.125	0.577	0.229
malice	NO TRANSLATION	0.073	0.811	0.492
malicious	độc hại	0.177	0.765	0.607
malign	hung tinh	0.140	0.765	0.481
malignancy	bệnh ác tính	0.149	0.814	0.614
malignant	độc ác	0.143	0.824	0.370
maligned	bị nhốt	0.102	0.684	0.218
mall	trung tâm mua sắm	0.724	0.663	0.492
malleable	dễ uốn	0.500	0.500	0.391
mallet	vồ nhỏ	0.354	0.390	0.483
malnutrition	suy dinh dưỡng	0.024	0.592	0.277
malpractice	sơ suất	0.094	0.559	0.330
malt	mạch nha	0.750	0.373	0.324
mama	má	0.860	0.413	0.728
mambo	mambo	0.808	0.622	0.445
mamma	NO TRANSLATION	0.600	0.358	0.449
mammal	động vật có vú	0.618	0.449	0.421
mammoth	voi ma mút	0.480	0.471	0.537
mammy	NO TRANSLATION	0.680	0.415	0.436
man	Đàn ông	0.688	0.427	0.767
manage	quản lý	0.560	0.530	0.719
manageable	có thể quản lý	0.750	0.361	0.655
management	sự quản lý	0.792	0.491	0.806
manager	giám đốc	0.625	0.549	0.897
managerial	quản lý	0.604	0.520	0.791
mandamus	mandamus	0.439	0.577	0.556
mandarin	Quan thoại	0.625	0.398	0.491
mandate	ủy nhiệm	0.448	0.670	0.779
mandatory	bắt buộc	0.271	0.667	0.777
mandible	hàm dưới	0.510	0.431	0.500
mandolin	mandolin	0.708	0.433	0.367
mandrel	trục gá	0.310	0.490	0.481
mane	NO TRANSLATION	0.521	0.277	0.373
maneuver	cơ động	0.615	0.663	0.608
maneuvering	sự vận động	0.635	0.640	0.745
mange	NO TRANSLATION	0.311	0.558	0.348
manger	máng cỏ	0.656	0.276	0.398
mangle	NO TRANSLATION	0.292	0.449	0.355
mango	trái xoài	0.765	0.327	0.290
mangosteen	quả măng cụt	0.562	0.500	0.414
mangy	xoài	0.214	0.698	0.270
manhole	cửa cống	0.378	0.500	0.516
manhood	nam tính	0.625	0.735	0.858
manhunt	manhunt	0.145	0.925	0.657
mania	mania	0.290	0.683	0.382
maniac	maniac	0.120	0.849	0.431
maniacal	maniacal	0.200	0.848	0.500
manic	hưng	0.054	0.892	0.368
manicure	Cắt móng tay	0.706	0.308	0.284
manicurist	thợ sửa móng tay	0.583	0.352	0.341
manifest	biểu lộ	0.667	0.647	0.704
manifestation	sự biểu lộ	0.583	0.750	0.655
manifested	biểu lộ	0.580	0.618	0.667
manifestly	biểu lộ	0.469	0.588	0.577
manifesto	tuyên ngôn	0.646	0.519	0.676
manifold	nhiều thứ khác nhau	0.500	0.461	0.435
manipulate	vận dụng	0.255	0.700	0.772
manipulation	Thao tác	0.188	0.775	0.536
manipulative	thao túng	0.177	0.724	0.546
mankind	nhân loại	0.823	0.471	0.768
manly	nam tính	0.698	0.633	0.846
manna	manna	0.698	0.294	0.544
manned	có người lái	0.551	0.588	0.484
mannequin	ma nơ canh	0.427	0.302	0.295
manner	cách thức	0.618	0.250	0.320
mannered	lịch sự	0.469	0.556	0.291
manners	tác phong	0.816	0.284	0.517
manor	manor	0.646	0.358	0.738
manpower	nhân lực	0.531	0.620	0.543
mansion	biệt thự	0.847	0.490	0.717
mansions	biệt thự	0.735	0.529	0.777
manslaughter	ngộ sát	0.090	0.920	0.473
mantel	mantel	0.500	0.265	0.471
mantis	con bọ ngựa	0.480	0.355	0.421
mantle	áo choàng	0.510	0.269	0.422
mantra	thần chú	0.396	0.249	0.357
manual	thủ công	0.635	0.245	0.449
manufacture	sản xuất	0.868	0.703	0.780
manufacturer	nhà chế tạo	0.688	0.537	0.830
manufacturing	chế tạo	0.653	0.613	0.804
manure	phân chuồng	0.250	0.471	0.241
manuscript	bản thảo	0.510	0.208	0.540
map	bản đồ	0.561	0.229	0.463
maple	cây phong	0.541	0.390	0.339
mar	mar	0.622	0.544	0.545
marathon	marathon	0.646	0.778	0.740
marble	đá hoa	0.604	0.212	0.667
marbled	cẩm thạch	0.396	0.385	0.418
marbles	viên bi	0.714	0.345	0.241
march	tháng Ba	0.531	0.200	0.483
mare	NO TRANSLATION	0.541	0.320	0.417
margarine	macgarin	0.530	0.316	0.333
margarita	Margarita	0.750	0.438	0.420
margin	lề	0.500	0.219	0.331
marginal	cận biên	0.235	0.644	0.345
mariachi	mariachi	0.710	0.559	0.609
marijuana	cần sa	0.312	0.779	0.558
marinara	marinara	0.657	0.388	0.435
marine	biển	0.633	0.471	0.679
mariner	mariner	0.652	0.491	0.676
marital	hôn nhân	0.760	0.529	0.500
maritime	hàng hải	0.646	0.490	0.713
mark	dấu	0.491	0.231	0.600
marked	được đánh dấu	0.592	0.358	0.554
marker	đánh dấu	0.500	0.333	0.605
market	thị trường	0.724	0.480	0.521
marketable	có thể bán được	0.746	0.545	0.664
marketing	tiếp thị	0.521	0.774	0.675
marketplace	thương trường	0.698	0.420	0.525
marks	điểm	0.430	0.480	0.424
marksman	người đánh dấu	0.500	0.833	0.692
marksmanship	sự thiện xạ	0.573	0.531	0.664
marl	marl	0.372	0.471	0.351
marmalade	mứt cam	0.729	0.370	0.288
maroon	Bỏ rơi	0.469	0.358	0.336
marooned	marooned	0.229	0.480	0.160
marquee	marquee	0.602	0.284	0.508
marquis	hầu tước	0.521	0.444	0.562
marred	tàn phá	0.181	0.561	0.233
marriage	kết hôn	0.844	0.684	0.750
married	cưới nhau	0.674	0.570	0.602
marrow	tủy	0.398	0.422	0.472
marry	kết hôn	0.896	0.765	0.673
marsh	đầm lầy	0.302	0.358	0.277
marshal	nguyên soái	0.469	0.610	0.819
marshmallow	marshmallow	0.740	0.441	0.391
mart	siêu thị	0.531	0.402	0.418
martial	võ	0.480	0.710	0.737
martingale	martingale	0.469	0.510	0.455
martini	martini	0.828	0.500	0.519
martyr	liệt sĩ	0.281	0.708	0.509
martyrdom	sự tử đạo	0.323	0.745	0.442
marvel	kỳ quan	0.961	0.755	0.866
marvellous	kỳ diệu	0.878	0.809	0.849
marvelous	kỳ diệu	0.948	0.637	0.778
marvelously	kỳ diệu	0.968	0.708	0.764
marzipan	NO TRANSLATION	0.684	0.380	0.258
mascara	mascara	0.575	0.450	0.269
mascot	linh vật	0.750	0.337	0.337
masculine	nam tính	0.653	0.540	0.773
masculinity	nam tính	0.583	0.670	0.851
mash	ngâm	0.440	0.363	0.283
mashed	nghiền nát	0.531	0.337	0.194
mask	mặt nạ	0.510	0.490	0.537
masked	che mặt	0.375	0.549	0.518
masks	mặt nạ	0.510	0.472	0.241
masochism	sự đau khổ	0.194	0.845	0.483
masochist	masochist	0.164	0.784	0.353
mason	thợ nề	0.541	0.442	0.580
masquerade	giả mạo	0.431	0.633	0.446
mass	khối lượng	0.458	0.245	0.277
massacre	tàn sát	0.031	0.887	0.640
massage	xoa bóp	0.708	0.356	0.413
masses	quần chúng	0.552	0.453	0.473
masseur	masseur	0.622	0.265	0.463
masseuse	người đấm bóp	0.594	0.373	0.391
massive	to lớn	0.569	0.660	0.750
mast	cột buồm	0.542	0.390	0.580
master	bậc thầy	0.694	0.490	0.849
masterful	làm chủ	0.854	0.510	0.960
mastermind	chủ mưu	0.792	0.625	0.918
masterpiece	kiệt tác	0.926	0.623	0.847
mastery	làm chủ	0.755	0.648	0.873
masturbate	thủ dâm	0.552	0.926	0.500
masturbation	thủ dâm	0.542	0.961	0.509
mat	chiếu	0.459	0.221	0.304
matador	matador	0.224	0.880	0.667
match	trận đấu	0.599	0.573	0.500
matchbook	matchbook	0.562	0.391	0.412
matching	kết hợp	0.719	0.735	0.418
matchmaker	người mai mối	0.615	0.509	0.519
mate	người bạn đời	0.847	0.417	0.669
material	vật chất	0.521	0.363	0.439
materialism	chủ nghĩa vật chất	0.220	0.390	0.556
materialist	nhà vật chất	0.255	0.491	0.504
materialistic	vật chất	0.420	0.506	0.589
materiality	vật chất	0.417	0.450	0.636
materialize	cụ thể hoá	0.688	0.596	0.728
materially	vật chất	0.490	0.451	0.670
materials	nguyên vật liệu	0.633	0.361	0.473
materiel	materiel	0.531	0.294	0.417
maternal	bà mẹ	0.847	0.417	0.634
maternity	thai sản	0.865	0.480	0.622
math	môn Toán	0.417	0.375	0.600
mathematical	toán học	0.620	0.500	0.548
mathematician	nhà toán học	0.541	0.418	0.773
mathematics	toán học	0.438	0.435	0.664
matinee	matinee	0.694	0.578	0.447
mating	giao phối	0.755	0.840	0.759
matriculation	sự kết hôn	0.622	0.490	0.675
matrimony	hôn nhân	0.850	0.637	0.843
matrix	ma trận	0.551	0.378	0.673
matron	matron	0.520	0.519	0.555
matted	bện	0.281	0.519	0.393
matter	vấn đề	0.487	0.353	0.562
matting	thảm lót	0.479	0.405	0.423
mattress	nệm	0.612	0.255	0.397
maturation	sự trưởng thành	0.612	0.439	0.698
mature	trưởng thành	0.625	0.347	0.600
maturity	trưởng thành	0.827	0.400	0.806
maudlin	maudlin	0.337	0.417	0.368
mausoleum	lăng mộ	0.344	0.281	0.594
mauve	màu hoa cà	0.533	0.330	0.314
maverick	maverick	0.354	0.676	0.409
maxim	châm ngôn	0.875	0.562	0.887
maximize	tối đa hóa	0.823	0.765	0.792
maximum	tối đa	0.724	0.724	0.852
may	có thể	0.704	0.273	0.245
mayday	mayday	0.344	0.643	0.423
mayflower	mayflower	0.690	0.463	0.429
mayhem	tình trạng lộn xộn	0.188	0.870	0.364
mayonnaise	mayonaise	0.510	0.320	0.222
mayor	thị trưởng	0.469	0.481	0.818
maze	mê cung	0.438	0.608	0.444
mead	mead	0.667	0.337	0.441
meadow	đồng cỏ	0.622	0.130	0.382
meager	ít ỏi	0.144	0.389	0.281
meal	bữa ăn	0.833	0.461	0.473
mean	nghĩa là	0.440	0.467	0.620
meander	quanh co	0.480	0.443	0.454
meandering	uốn khúc	0.427	0.644	0.539
meanie	meanie	0.388	0.420	0.404
meaning	Ý nghĩa	0.663	0.395	0.625
meaningful	có ý nghĩa	0.770	0.500	0.802
meaningless	vô nghĩa	0.156	0.314	0.143
meanness	ý nghĩa	0.102	0.694	0.368
means	có nghĩa	0.615	0.373	0.460
meantime	thời gian chờ đợi	0.432	0.222	0.300
measles	bệnh sởi	0.092	0.635	0.422
measurable	có thể đo được	0.604	0.410	0.602
measure	đo	0.510	0.375	0.365
measured	đo lường	0.542	0.265	0.578
measurement	đo lường	0.622	0.418	0.491
measuring	đo lường	0.448	0.337	0.529
measuring cup	ly đo lường	0.557	0.343	0.377
measuring tape	thước dây cuốn	0.337	0.280	0.327
meat	thịt	0.612	0.421	0.413
meatball	thịt viên	0.612	0.279	0.343
meathead	meathead	0.306	0.534	0.490
meatloaf	ổ mì thịt	0.625	0.389	0.375
mechanic	thợ cơ khí	0.571	0.433	0.566
mechanical	cơ khí	0.479	0.569	0.564
mechanics	cơ học	0.542	0.500	0.761
mechanism	cơ chế	0.573	0.583	0.664
med	NO TRANSLATION	0.375	0.429	0.606
medal	huy chương	0.854	0.555	0.746
medallion	huy chương	0.750	0.510	0.710
medallist	huy chương	0.796	0.821	0.897
meddle	can thiệp	0.302	0.770	0.526
meddling	can thiệp	0.245	0.600	0.461
media	phương tiện truyền thông	0.500	0.330	0.464
medial	trung gian	0.458	0.340	0.429
median	trung bình	0.459	0.216	0.375
mediate	trung gian	0.635	0.308	0.654
mediation	hòa giải	0.661	0.350	0.657
mediator	người hòa giải	0.592	0.438	0.580
medic	medic	0.500	0.472	0.585
medical	Y khoa	0.583	0.373	0.616
medicate	thuốc men	0.417	0.375	0.546
medication	thuốc men	0.615	0.439	0.500
medicinal	thuốc	0.667	0.417	0.614
medicine	dược phẩm	0.708	0.318	0.679
medieval	thời trung cổ	0.560	0.408	0.455
mediocre	tầm thường	0.188	0.481	0.149
mediocrity	tầm thường	0.073	0.398	0.225
meditate	suy nghĩ	0.812	0.146	0.564
meditating	thiền định	0.718	0.185	0.399
meditation	thiền	0.786	0.120	0.478
meditative	thiền định	0.614	0.120	0.454
mediterranean	địa trung hải	0.663	0.454	0.545
medium	Trung bình	0.559	0.356	0.358
medley	trộn lộn	0.487	0.352	0.400
meek	nhu mì	0.531	0.150	0.198
meet	gặp	0.760	0.510	0.580
meeting	gặp gỡ	0.750	0.569	0.613
mega	mega	0.724	0.538	0.723
meh	meh	0.380	0.286	0.365
melancholic	u sầu	0.181	0.306	0.277
melancholy	u sầu	0.188	0.260	0.237
melee	cận chiến	0.541	0.704	0.611
mellow	êm dịu	0.633	0.069	0.265
melodious	du dương	0.932	0.530	0.587
melodrama	melodrama	0.378	0.830	0.446
melodramatic	khoa trương	0.235	0.692	0.368
melody	giai điệu êm ái	0.847	0.434	0.405
melon	dưa	0.461	0.231	0.271
melt	tan chảy	0.448	0.615	0.312
meltdown	cuộc khủng hoảng	0.629	0.657	0.602
melting	nóng chảy	0.592	0.470	0.538
member	hội viên	0.698	0.333	0.555
membership	thành viên	0.698	0.411	0.778
membrane	màng	0.406	0.430	0.418
memento	vật lưu niệm	0.708	0.360	0.536
memo	bản ghi nhớ	0.625	0.235	0.407
memoir	hồi ký	0.750	0.242	0.553
memorabilia	kỷ vật đáng nhớ	0.780	0.412	0.491
memorable	đáng nhớ	0.939	0.510	0.769
memorandum	biên bản ghi nhớ	0.600	0.500	0.639
memorial	Đài kỷ niệm	0.602	0.304	0.600
memorials	đài tưởng niệm	0.771	0.333	0.679
memories	kỷ niệm	0.963	0.487	0.510
memoriesiwontforget	NO TRANSLATION	0.635	0.542	0.455
memorize	ghi nhớ	0.520	0.451	0.716
memory	ký ức	0.792	0.378	0.573
menace	mối đe dọa	0.125	0.894	0.759
menacing	đe dọa	0.042	0.880	0.643
menagerie	menagerie	0.573	0.480	0.538
mend	sửa chữa	0.542	0.436	0.602
mending	vá	0.500	0.633	0.657
menial	thuộc về nam giới	0.490	0.420	0.352
meningitis	viêm màng não	0.104	0.612	0.407
meniscus	meniscus	0.323	0.330	0.453
menopause	thời kỳ mãn kinh	0.204	0.460	0.306
menses	kinh nguyệt	0.163	0.686	0.331
menstrual	kinh nguyệt	0.408	0.519	0.435
mental	tâm thần	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	tâm lý	0.711	0.415	0.726
menthol	tinh dầu bạc hà	0.490	0.292	0.433
mention	đề cập	0.562	0.365	0.562
mentor	người hướng dẫn	0.719	0.455	0.777
menu	thực đơn	0.633	0.333	0.385
meow	meo	0.510	0.510	0.412
mercantile	thương xót	0.480	0.490	0.713
mercenary	lính đánh thuê	0.245	0.837	0.673
merchandise	hàng hóa	0.594	0.460	0.621
merchant	người buôn bán	0.675	0.500	0.620
merciful	thương xót	0.854	0.346	0.500
merciless	tàn nhẫn	0.062	0.880	0.634
mercurial	thuộc về thủy ngân	0.490	0.546	0.518
mercury	thủy ngân	0.337	0.312	0.475
mercy	nhân từ	0.719	0.229	0.500
mere	chỉ là	0.396	0.221	0.176
merengue	merengue	0.688	0.519	0.442
merge	hợp nhất	0.760	0.480	0.733
merger	sáp nhập	0.592	0.490	0.642
meridian	kinh tuyến	0.510	0.324	0.558
meridional	kinh tế	0.365	0.290	0.600
meringue	bánh ngọt làm bằng lòng trắng trứng và đường	0.625	0.580	0.411
merit	n: Xứng đáng	0.854	0.500	0.722
meritorious	công đức	0.781	0.618	0.855
mermaid	Mỹ nhân ngư	0.765	0.623	0.452
merriment	sự vui vẻ	0.948	0.721	0.632
merry	vui vẻ	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	mesa	0.604	0.191	0.319
mescaline	mescaline	0.490	0.580	0.415
mesh	lưới thép	0.429	0.235	0.371
meshes	mắt lưới	0.440	0.363	0.362
mesmerized	mê hoặc	0.520	0.552	0.421
mess	lộn xộn	0.143	0.843	0.273
message	thông điệp	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	người đưa tin	0.694	0.434	0.500
messiah	Đấng cứu thế	0.781	0.634	0.800
messy	lộn xộn	0.260	0.635	0.140
metabolic	trao đổi chất	0.408	0.531	0.559
metabolism	sự trao đổi chất	0.698	0.509	0.555
metal	kim loại	0.551	0.429	0.547
metallic	kim loại	0.615	0.330	0.607
metallurgy	luyện kim	0.396	0.509	0.587
metamorphosis	sự biến hình	0.541	0.571	0.613
metaphor	phép ẩn dụ	0.562	0.280	0.470
metaphorical	ẩn dụ	0.500	0.412	0.480
metaphysical	siêu hình	0.630	0.573	0.686
metaphysics	siêu hình học	0.561	0.396	0.588
metastasis	di căn	0.177	0.646	0.452
meteor	thiên thạch	0.398	0.714	0.737
meteoric	thiên thạch	0.590	0.802	0.684
meteorite	mảnh thiên thạch	0.385	0.794	0.750
meteorological	khí tượng học	0.635	0.557	0.556
meteorology	khí tượng học	0.630	0.418	0.689
meter	đồng hồ đo	0.438	0.300	0.463
meth	meth	0.354	0.564	0.340
methadone	methadone	0.240	0.540	0.453
methane	khí mêtan	0.290	0.460	0.569
methanol	methanol	0.292	0.500	0.570
method	phương pháp	0.640	0.275	0.698
methodical	có phương pháp	0.663	0.360	0.745
methodology	phương pháp luận	0.664	0.327	0.745
meticulous	tỉ mỉ	0.555	0.480	0.555
metime	thời gian của tôi	0.531	0.398	0.417
metric	số liệu	0.519	0.248	0.573
metrical	metrical	0.521	0.375	0.482
metrology	đo lường	0.531	0.432	0.439
metropolis	đô thị	0.656	0.625	0.779
metropolitan	đô thị	0.387	0.408	0.723
mettle	mettle	0.667	0.529	0.750
mew	mew	0.418	0.481	0.380
mezzanine	gác lửng	0.479	0.427	0.404
mica	mica	0.531	0.250	0.314
mick	mick	0.449	0.451	0.382
micro	vi mô	0.500	0.270	0.250
microbe	vi khuẩn	0.255	0.450	0.340
microbiology	vi trùng học	0.571	0.378	0.560
microchip	vi mạch	0.551	0.358	0.432
microcosm	mô hình thu nhỏ	0.500	0.500	0.520
microfilm	microfilm	0.469	0.352	0.412
microgram	microgram	0.448	0.286	0.355
micrometer	micromet	0.573	0.358	0.394
micron	micron	0.375	0.291	0.315
microphone	micrô	0.551	0.431	0.462
microscope	kính hiển vi	0.531	0.330	0.464
microscopic	hiển vi	0.360	0.327	0.433
microscopically	kính hiển vi	0.623	0.370	0.412
microscopy	kính hiển vi	0.500	0.339	0.455
microwave	lò vi sóng	0.542	0.497	0.443
mid	giữa	0.500	0.315	0.356
midair	không trung	0.633	0.413	0.455
midday	giữa trưa	0.658	0.250	0.403
middle	ở giữa	0.458	0.157	0.300
middleman	người trung gian	0.500	0.404	0.452
middleweight	trung bình	0.510	0.302	0.428
midget	người lùn	0.396	0.295	0.254
midland	trung du	0.521	0.402	0.456
midlife	midlife	0.594	0.244	0.473
midline	đường giữa	0.332	0.224	0.330
midnight	nữa đêm	0.562	0.470	0.545
midshipman	midshipman	0.469	0.615	0.785
midst	giữa chừng	0.324	0.275	0.296
midsummer	giữa mùa hè	0.781	0.480	0.492
midterm	giữa kỳ	0.427	0.337	0.425
midtown	midtown	0.479	0.442	0.538
midway	giữa chừng	0.459	0.316	0.304
midwife	nữ hộ sinh	0.531	0.570	0.453
midwifery	nữ hộ sinh	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	Phật	0.204	0.726	0.429
mighty	hùng mạnh	0.855	0.837	0.936
mignon	mignon	0.551	0.440	0.423
migraine	chứng đau nửa đầu	0.135	0.783	0.318
migrate	di cư	0.415	0.580	0.454
migration	di cư	0.492	0.731	0.566
migratory	di cư	0.448	0.521	0.491
mike	mike	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	dịu dàng	0.635	0.198	0.216
mildew	nấm mốc	0.344	0.250	0.241
mildness	sự ôn hòa	0.827	0.226	0.311
mile	dặm	0.521	0.417	0.456
mileage	số dặm	0.510	0.458	0.562
milestone	cột mốc	0.719	0.373	0.558
militant	chiến binh	0.418	0.667	0.750
militants	chiến binh	0.260	0.673	0.652
military	quân đội	0.396	0.710	0.875
militia	dân quân	0.396	0.729	0.769
milk	Sữa	0.817	0.270	0.327
milkman	người chăm sóc sữa	0.750	0.380	0.304
milkshake	trà sữa	0.796	0.521	0.330
milky	sữa	0.517	0.283	0.311
