Word	Kazakh-kk	Valence	Arousal	Dominance
hypothetical	гипотетикалық	0.480	0.367	0.361
hysterectomy	гистерэктомия	0.178	0.660	0.470
hysteria	истерия	0.224	0.906	0.482
hysterical	истериалық	0.290	0.942	0.398
ibuprofen	ибупрофен	0.448	0.427	0.504
ice	мұз	0.440	0.265	0.219
ice tea	мұз шайы	0.771	0.337	0.336
iceberg	айсберг	0.344	0.540	0.648
icebox	мұзбен жуу	0.560	0.222	0.370
icebreaker	мұзжарғыш	0.571	0.545	0.848
iced	мұздатылған	0.564	0.482	0.339
icing	мұздану	0.688	0.452	0.411
icky	icky	0.357	0.510	0.342
icon	белгішесі	0.549	0.349	0.415
iconic	белгішесі бар	0.583	0.537	0.700
iconography	iconography	0.602	0.382	0.653
icy	мұзды	0.684	0.375	0.345
id	id	0.449	0.344	0.391
idea	идея	0.750	0.538	0.704
ideal	мінсіз	0.802	0.437	0.736
idealism	идеализм	0.635	0.436	0.689
idealist	идеалист	0.816	0.510	0.802
idealistic	идеалистік	0.812	0.469	0.755
identical	бірдей	0.635	0.380	0.527
identically	бірдей	0.667	0.427	0.487
identification	сәйкестендіру	0.714	0.451	0.692
identify	анықтау	0.635	0.480	0.667
identity	жеке басын куәландыратын	0.663	0.360	0.780
ideology	идеология	0.573	0.344	0.692
idiocy	идиоций	0.112	0.635	0.137
idiom	идиома	0.520	0.337	0.445
idiomatic	идиоматикалық	0.531	0.429	0.516
idiot	идиот	0.086	0.567	0.113
idiotic	идиотикалық	0.104	0.620	0.170
idiots	идиот	0.143	0.600	0.144
idle	жұмыс істемейтін	0.179	0.167	0.112
idleness	жұмсақтық	0.308	0.330	0.228
idler	идентификатор	0.200	0.304	0.194
idol	идол	0.684	0.805	0.853
idolatry	пұтқа табынушылық	0.365	0.571	0.625
idolizing	идоляция	0.676	0.712	0.643
idyllic	идиллический	0.571	0.394	0.593
iffy	iffy	0.380	0.442	0.333
ifonly	Егер тек	0.406	0.250	0.255
igloo	иглу	0.569	0.302	0.345
igneous	магнитті	0.469	0.466	0.517
ignite	тұтану	0.458	0.785	0.675
ignition	тұтану	0.365	0.720	0.657
ignorance	надандық	0.153	0.417	0.209
ignorant	білмейтін	0.102	0.461	0.223
ignore	елемеу	0.146	0.230	0.295
iguana	игуана	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	ауру	0.073	0.410	0.200
illegal	заңсыз	0.061	0.787	0.337
illegality	заңсыздық	0.094	0.635	0.427
illegally	заңсыз	0.133	0.788	0.402
illegible	түсініксіз	0.296	0.490	0.315
illegitimate	заңсыз	0.184	0.644	0.302
illicit	заңсыз	0.188	0.794	0.390
illiterate	сауатсыз	0.120	0.410	0.151
illness	ауру	0.098	0.717	0.211
illogical	ақылсыз	0.208	0.630	0.251
illuminate	жарықтандырады	0.905	0.646	0.782
illuminating	жарықтандырғыш	0.949	0.613	0.773
illumination	жарықтандыру	0.760	0.588	0.537
illuminator	сəулелендіру құралы	0.770	0.566	0.718
illusion	елесін	0.562	0.490	0.387
illustrate	суреттеңіз	0.750	0.430	0.690
illustration	иллюстрациялар	0.740	0.441	0.640
illustrative	иллюстрациялық	0.771	0.452	0.647
illustrious	әйгілі	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	сурет	0.653	0.241	0.453
imagery	суреттер	0.653	0.327	0.390
imaginable	елестету мүмкін	0.613	0.529	0.596
imaginary	саналы	0.560	0.424	0.310
imagination	қиял	0.802	0.491	0.547
imaginative	шығармашылық	0.780	0.541	0.593
imagine	елестетіңіз	0.759	0.480	0.587
imagined	елестетеді	0.656	0.412	0.418
imaging	бейнелеу	0.724	0.394	0.482
imagining	елестету	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	теңгерімсіздік	0.115	0.538	0.264
imbecile	кәдімгі	0.082	0.569	0.260
imbedded	ендірілген	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	еліктеңдер	0.469	0.561	0.336
imitated	имитациялық	0.333	0.391	0.442
imitation	имитация	0.406	0.592	0.343
immaculate	мінсіз	0.698	0.330	0.688
immaterial	маңызды емес	0.296	0.309	0.295
immature	жетілмеген	0.114	0.500	0.200
immaturity	жетілмегендігі	0.146	0.567	0.221
immeasurable	шексіз	0.510	0.539	0.712
immeasurably	шексіз	0.510	0.640	0.680
immediacy	жеделдік	0.635	0.630	0.627
immediate	дереу	0.656	0.548	0.716
immediately	дереу	0.552	0.780	0.707
immemorial	ежелгі	0.327	0.469	0.454
immense	зор	0.755	0.750	0.811
immerse	суға батырыңыз	0.510	0.577	0.509
immersion	батыру	0.510	0.556	0.564
immigrant	иммигрант	0.357	0.663	0.509
immigration	иммиграция	0.390	0.667	0.454
imminent	жақын арада	0.490	0.784	0.643
immobile	тұрақсыз	0.225	0.217	0.298
immoral	ақымақтық	0.143	0.622	0.385
immorality	ақымақтық	0.188	0.689	0.315
immortal	өлмес	0.812	0.750	0.795
immortality	өлместік	0.688	0.635	0.861
immovable	жылжымайтын мүлік	0.480	0.310	0.571
immune	иммунитет	0.629	0.472	0.780
immunity	иммунитет	0.633	0.316	0.786
immunization	иммундау	0.667	0.510	0.733
immutable	өзгермейтін	0.427	0.431	0.571
imp	imp	0.350	0.448	0.420
impact	әсер ету	0.469	0.884	0.776
impair	нашарлайды	0.153	0.500	0.360
impaired	бұзылған	0.130	0.459	0.269
impairment	құнсыздану	0.170	0.571	0.220
impart	беруге	0.521	0.441	0.694
impartial	бейтарап	0.531	0.406	0.685
impartiality	бейтараптық	0.622	0.394	0.616
impassable	өткізбейтін	0.342	0.458	0.553
impassioned	қызықтырған	0.740	0.780	0.802
impatience	шыдамсыздық	0.278	0.780	0.411
impatient	шыдамсыз	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	импичмент	0.208	0.776	0.664
impeachment	импичмент	0.163	0.735	0.694
impeccable	мінсіз	0.833	0.370	0.824
impede	кедергі келтіреді	0.271	0.510	0.604
impediment	кедергі	0.163	0.600	0.409
impelled	күшті	0.604	0.741	0.690
impending	жақындады	0.480	0.735	0.752
impenetrable	Өтпейтін	0.531	0.577	0.839
imperative	императивті	0.625	0.647	0.708
imperceptible	түсініксіз	0.378	0.490	0.548
imperfect	жетілмеген	0.173	0.527	0.202
imperfection	кемелсіздік	0.190	0.567	0.321
imperfectly	кемелсіз	0.297	0.481	0.330
imperial	империялық	0.669	0.646	0.922
imperialist	NO TRANSLATION	0.284	0.786	0.833
impermeable	өткізбейтін	0.510	0.308	0.558
impermissible	жол берілмейді	0.188	0.464	0.352
impersonal	адамсыз	0.316	0.356	0.472
impersonate	еліктеу	0.510	0.632	0.591
impersonation	еліктеу	0.375	0.618	0.528
impersonator	имперсонат	0.469	0.586	0.406
impertinence	мінсіздік	0.170	0.653	0.420
impertinent	мінсіз	0.219	0.826	0.373
impervious	өткізбейтін	0.582	0.408	0.536
impetuous	батыл	0.602	0.814	0.712
impetus	серпіліс	0.521	0.740	0.635
implacable	мінсіз	0.569	0.663	0.830
implant	Имплантация	0.429	0.510	0.588
implantation	имплантация	0.396	0.604	0.741
implanted	имплантацияланған	0.347	0.500	0.679
implement	жүзеге асырады	0.720	0.573	0.792
implicate	әсер етуі мүмкін	0.250	0.670	0.434
implicated	қатысты	0.354	0.673	0.438
implication	салдары	0.337	0.528	0.690
implied	білдіреді	0.327	0.530	0.481
implore	жалбарыну	0.396	0.650	0.377
implosion	импульс	0.412	0.724	0.547
imply	білдіреді	0.542	0.670	0.533
impolite	ұятсыз	0.167	0.590	0.282
import	импорт	0.615	0.480	0.623
importance	маңыздылығы	0.750	0.580	0.864
important	маңызды	0.827	0.630	0.836
importation	импорт	0.625	0.500	0.733
impose	енгізу	0.503	0.721	0.745
imposing	әсер етуі	0.392	0.731	0.836
imposition	енгізу	0.357	0.604	0.618
impossibility	мүмкін емес	0.170	0.625	0.306
impossible	мүмкін емес	0.153	0.510	0.407
impostor	алдамшы	0.135	0.704	0.442
impotence	импотент	0.198	0.689	0.224
impotent	әлсіз	0.146	0.587	0.333
impound	ұрланған	0.230	0.587	0.583
impoverished	кедей	0.125	0.311	0.203
impracticable	іс жүзінде мүмкін емес	0.398	0.549	0.381
impractical	қолдануға болмайды	0.160	0.373	0.291
impregnable	мүмкін емес	0.378	0.549	0.667
impregnate	сіңдіру	0.510	0.721	0.655
impress	таң қалдырыңыз	0.816	0.744	0.895
impressed	таңдандырды	0.806	0.770	0.429
impression	әсер	0.684	0.557	0.577
impressionable	әсерлі	0.827	0.720	0.645
impressive	әсерлі	0.781	0.830	0.873
imprint	ізі	0.615	0.574	0.685
imprison	түрмеге қамау	0.112	0.829	0.545
imprisoned	түрмеге қамалды	0.032	0.717	0.302
imprisonment	түрмеге қамау	0.133	0.630	0.471
improbable	мүмкін емес	0.097	0.412	0.439
impromptu	мазасыздық	0.541	0.729	0.415
improper	дұрыс емес	0.229	0.520	0.259
impropriety	ұятсыздық	0.133	0.591	0.389
improve	жақсарту	0.833	0.528	0.815
improved	жақсартылған	0.919	0.480	0.679
improvement	жақсарту	0.786	0.500	0.611
improves	жақсарады	0.929	0.625	0.727
improving	жақсарту	0.911	0.510	0.682
improvisation	импровизация	0.631	0.812	0.529
improvise	импровизация	0.646	0.650	0.519
improvised	импровизацияланған	0.610	0.673	0.443
imprudent	мінсіз	0.170	0.676	0.265
impudence	ақылсыздық	0.214	0.500	0.472
impudent	еріксіз	0.302	0.604	0.462
impulse	импульс	0.530	0.840	0.611
impulsive	импульсивті	0.365	0.864	0.607
impunity	жазасыздық	0.313	0.721	0.602
impure	нәзік	0.260	0.560	0.208
impurity	қоспасы	0.173	0.546	0.306
imputation	дәлелдеу	0.333	0.654	0.621
imtryingtosleep	NO TRANSLATION	0.438	0.363	0.385
inability	қабілетсіздік	0.150	0.529	0.250
inaccessible	қол жетімсіз	0.083	0.585	0.446
inaccurate	дәл емес	0.135	0.450	0.250
inaction	әрекетсіздік	0.323	0.225	0.325
inactivate	инактивациялау	0.245	0.240	0.415
inactivation	инактивация	0.198	0.260	0.220
inactive	белсенді емес	0.271	0.167	0.159
inactivity	әрекетсіздік	0.135	0.143	0.227
inadequacy	жеткіліксіздігі	0.286	0.500	0.297
inadequate	жеткіліксіз	0.122	0.450	0.223
inadequateness	жеткіліксіздігі	0.240	0.529	0.316
inadmissible	жол берілмейді	0.188	0.636	0.389
inadvertent	кездейсоқ емес	0.365	0.368	0.286
inadvertently	байқамай	0.302	0.541	0.549
inaffable	NO TRANSLATION	0.388	0.518	0.455
inalienable	ажырамайтын	0.437	0.459	0.608
inane	inane	0.271	0.350	0.268
inanimate	жансыз	0.281	0.143	0.224
inapplicable	қолданылмайды	0.281	0.402	0.330
inappropriate	орынсыз	0.135	0.542	0.353
inattention	елемеусіз	0.208	0.433	0.188
inaudible	естімеген	0.280	0.398	0.358
inaugural	кіріспе	0.684	0.567	0.608
inaugurate	салтанатты түрде ашылды	0.781	0.582	0.800
inauguration	инаугурация	0.847	0.712	0.769
inborn	туылған	0.590	0.288	0.546
inbound	кірген	0.531	0.388	0.538
inbred	инвред	0.397	0.520	0.473
incalculable	есептелмейді	0.449	0.620	0.679
incandescent	қыздыру	0.354	0.612	0.621
incantation	тарту	0.439	0.632	0.548
incapable	әрекетсіз	0.156	0.529	0.155
incapacity	қабілетсіздігі	0.052	0.500	0.217
incarceration	қамауға алу	0.100	0.800	0.397
incarnate	инкордант	0.552	0.651	0.593
incase	Егер	0.580	0.196	0.365
incendiary	өрттендіргіш	0.281	0.810	0.598
incense	хош иісті заттар	0.698	0.275	0.328
incensed	ұнамсыз	0.338	0.643	0.392
incentive	ынталандыру	0.812	0.618	0.718
inception	басында	0.604	0.425	0.561
incessant	үзіліссіз	0.438	0.760	0.544
incessantly	үзіліссіз	0.417	0.765	0.606
incest	инсайт	0.073	0.853	0.491
incestuous	инклюзивті	0.188	0.736	0.442
inch	дюйм	0.481	0.327	0.300
incidence	ауру	0.417	0.527	0.429
incident	оқиға	0.084	0.662	0.482
incidental	кездейсоқ	0.281	0.610	0.404
incidentally	кездейсоқ түрде	0.479	0.500	0.500
incineration	өртеу	0.229	0.787	0.470
incinerator	өртеу құрылғысы	0.250	0.643	0.591
incipient	бастаушы	0.442	0.382	0.430
incision	кесек	0.240	0.663	0.558
incisive	шапшаңдық	0.380	0.602	0.545
incite	ынталандыру	0.449	0.736	0.642
incitement	итермелеу	0.302	0.943	0.598
inclement	жұмсақ	0.260	0.676	0.616
inclination	бейімділік	0.378	0.490	0.538
incline	көлбеу	0.490	0.423	0.345
inclined	бейімделген	0.469	0.347	0.402
include	қамтиды	0.729	0.449	0.702
included	қоса алғанда	0.760	0.402	0.570
including	соның ішінде	0.700	0.378	0.518
inclusion	қосу	0.774	0.404	0.712
inclusive	қоса алғанда	0.604	0.420	0.564
incognito	инкогнито	0.610	0.490	0.446
incoherent	келісілмеген	0.122	0.612	0.250
income	кірістер	0.750	0.510	0.728
incoming	кіріс	0.660	0.509	0.596
incomparable	теңдесі жоқ	0.625	0.577	0.670
incompatible	үйлесімсіз	0.196	0.500	0.310
incompetence	қабілетсіздігі	0.077	0.551	0.208
incompetent	қабілетсіз	0.133	0.566	0.239
incomplete	аяқталмаған	0.153	0.370	0.205
incompletely	толық емес	0.344	0.442	0.232
incompleteness	аяқталмаған	0.271	0.451	0.234
incomprehensible	түсініксіз	0.250	0.550	0.344
inconceivable	түсініксіз	0.198	0.552	0.561
inconclusive	мұқият емес	0.153	0.442	0.340
incongruous	жарамсыз	0.177	0.504	0.343
inconsequential	маңызды емес	0.250	0.480	0.345
inconsiderate	ойластырылмаған	0.224	0.519	0.423
inconsistency	келіспеушілік	0.125	0.480	0.314
inconsistent	келісілмеген	0.271	0.431	0.295
inconspicuous	көрінбейтін	0.604	0.214	0.368
incontinence	ұстамау	0.150	0.598	0.272
inconvenience	қолайсыздық	0.063	0.667	0.291
inconvenient	қолайсыз	0.224	0.610	0.375
incorporate	қосыңыз	0.745	0.612	0.571
incorporation	біріктіру	0.573	0.404	0.768
incorrect	дұрыс емес	0.140	0.569	0.255
incorrigible	тозаңдатылмаған	0.130	0.667	0.500
increase	арттыру	0.810	0.657	0.886
increased	артты	0.684	0.660	0.773
incredible	керемет	0.857	0.796	0.902
incredulous	сенімсіз	0.286	0.510	0.269
increment	ұлғайту	0.684	0.637	0.750
incriminate	айыптаушы	0.188	0.810	0.416
incriminating	айыптаушы	0.133	0.788	0.500
incrimination	айыптау	0.152	0.865	0.545
incubation	инкубациялау	0.461	0.490	0.397
incubator	инкубатор	0.510	0.435	0.405
incubus	инкубус	0.458	0.529	0.482
incumbent	әрекет етуші	0.396	0.540	0.565
incur	ұшырайды	0.312	0.667	0.495
incurable	емделмейтін	0.104	0.667	0.255
incursion	басып алу	0.552	0.830	0.719
indebted	берешек	0.138	0.698	0.275
indecency	адалдық	0.135	0.670	0.491
indecent	ұятсыз	0.083	0.683	0.240
indecision	шешілмеуі	0.184	0.480	0.196
indecisive	шешуші емес	0.271	0.420	0.190
indefensible	мүмкін емес	0.173	0.647	0.484
indefinite	белгісіз	0.448	0.292	0.296
indelible	өшірілмейді	0.490	0.337	0.591
indemnification	өтеу	0.521	0.490	0.770
indemnify	өтеу	0.449	0.548	0.613
indemnity	өтемақы	0.470	0.607	0.692
indent	шегініс	0.479	0.346	0.379
indentation	шегініс	0.374	0.500	0.349
indenture	indenture	0.434	0.382	0.636
independence	тәуелсіздік	0.896	0.663	0.911
independent	тәуелсіз	0.885	0.440	0.872
indescribable	сипатталмайды	0.448	0.529	0.648
indestructible	бұзылмайтын	0.772	0.731	0.853
indeterminate	анықталмаған	0.360	0.402	0.322
index	индекс	0.448	0.268	0.342
indicate	көрсету	0.594	0.350	0.676
indicating	көрсететін	0.745	0.339	0.555
indication	индикаторы	0.719	0.432	0.750
indicative	индикативті	0.510	0.510	0.591
indicator	индикаторы	0.573	0.451	0.670
indice	NO TRANSLATION	0.469	0.377	0.541
indict	айыптау	0.188	0.731	0.458
indictment	айыптау актісі	0.245	0.745	0.577
indie	инде	0.479	0.368	0.430
indifference	енжарлығымыз	0.265	0.417	0.299
indifferent	немқұрайды	0.396	0.157	0.250
indigenous	байырғы	0.500	0.509	0.552
indigent	мұқтаж емес	0.156	0.481	0.223
indigestion	ас қорыту	0.204	0.610	0.182
indignant	ашуланған	0.260	0.600	0.423
indignation	наразылық	0.173	0.778	0.431
indignity	қадiр-қасиетiн	0.167	0.500	0.306
indigo	индиго	0.514	0.365	0.473
indirect	жанама	0.385	0.402	0.330
indiscreet	индексі жоқ	0.177	0.587	0.342
indiscretion	абайсызда	0.265	0.637	0.390
indispensable	қажетсіз	0.710	0.449	0.802
indisposed	мазасыз	0.122	0.519	0.206
indistinct	анық емес	0.255	0.340	0.360
indistinguishable	айырмашылығы жоқ	0.346	0.458	0.548
individual	жеке тұлға	0.627	0.327	0.533
individuality	жеке тұлға	0.612	0.469	0.527
indivisible	бөлінбейтін	0.646	0.398	0.580
indoctrination	индукция	0.327	0.657	0.698
indolent	жансыз	0.177	0.381	0.259
indomitable	ауыспайтын	0.458	0.800	0.830
indoor	жабық	0.615	0.245	0.347
induce	ынталандырады	0.257	0.606	0.684
induced	индуцирленген	0.397	0.471	0.491
inducement	индуцмент	0.647	0.765	0.685
induction	индукция	0.392	0.593	0.627
indulge	көңілді	0.833	0.716	0.669
indulgence	ымырасыздық	0.479	0.490	0.517
indulgent	ұнамсыз	0.560	0.481	0.529
industrial	индустриялық	0.469	0.600	0.875
industrialist	өнеркәсіптік	0.562	0.633	0.843
industrious	еңбекқор	0.720	0.537	0.791
