Word	Cebuano-ceb	Valence	Arousal	Dominance
menstrual	menstrual	0.408	0.519	0.435
mental	pangutok	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	mentalidad	0.711	0.415	0.726
menthol	menthol	0.490	0.292	0.433
mention	naghisgot	0.562	0.365	0.562
mentor	magtutudlo	0.719	0.455	0.777
menu	menu	0.633	0.333	0.385
meow	meow	0.510	0.510	0.412
mercantile	mercantile	0.480	0.490	0.713
mercenary	mersenaryo	0.245	0.837	0.673
merchandise	merchandise	0.594	0.460	0.621
merchant	negosyante	0.675	0.500	0.620
merciful	maloloy-on	0.854	0.346	0.500
merciless	walay kaluoy	0.062	0.880	0.634
mercurial	mercurial	0.490	0.546	0.518
mercury	mercury	0.337	0.312	0.475
mercy	kalooy	0.719	0.229	0.500
mere	lamang	0.396	0.221	0.176
merengue	merengue	0.688	0.519	0.442
merge	paghiusa	0.760	0.480	0.733
merger	paghiusa	0.592	0.490	0.642
meridian	meridian	0.510	0.324	0.558
meridional	meridional	0.365	0.290	0.600
meringue	meringue	0.625	0.580	0.411
merit	merito	0.854	0.500	0.722
meritorious	mapuslanon	0.781	0.618	0.855
mermaid	rayna	0.765	0.623	0.452
merriment	kahibulong	0.948	0.721	0.632
merry	malipayon	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	mesa	0.604	0.191	0.319
mescaline	mescaline	0.490	0.580	0.415
mesh	mata	0.429	0.235	0.371
meshes	bida	0.440	0.363	0.362
mesmerized	nahibulong	0.520	0.552	0.421
mess	nagkaguliyang	0.143	0.843	0.273
message	mensahe	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	mensahero	0.694	0.434	0.500
messiah	Mesiyas	0.781	0.634	0.800
messy	hugaw	0.260	0.635	0.140
metabolic	metaboliko	0.408	0.531	0.559
metabolism	metabolismo	0.698	0.509	0.555
metal	metal	0.551	0.429	0.547
metallic	metallic	0.615	0.330	0.607
metallurgy	metallurgy	0.396	0.509	0.587
metamorphosis	metamorphosis	0.541	0.571	0.613
metaphor	metaphor	0.562	0.280	0.470
metaphorical	metaphorical	0.500	0.412	0.480
metaphysical	metaphysical	0.630	0.573	0.686
metaphysics	metaphysics	0.561	0.396	0.588
metastasis	metastasis	0.177	0.646	0.452
meteor	meteor	0.398	0.714	0.737
meteoric	meteoric	0.590	0.802	0.684
meteorite	meteorite	0.385	0.794	0.750
meteorological	meteorological	0.635	0.557	0.556
meteorology	meteorolohiya	0.630	0.418	0.689
meter	meter	0.438	0.300	0.463
meth	meth	0.354	0.564	0.340
methadone	methadone	0.240	0.540	0.453
methane	methane	0.290	0.460	0.569
methanol	methanol	0.292	0.500	0.570
method	pamaagi	0.640	0.275	0.698
methodical	methodical	0.663	0.360	0.745
methodology	pamaagi	0.664	0.327	0.745
meticulous	makuti	0.555	0.480	0.555
metime	metime	0.531	0.398	0.417
metric	metric	0.519	0.248	0.573
metrical	metrical	0.521	0.375	0.482
metrology	metrology	0.531	0.432	0.439
metropolis	metropolis	0.656	0.625	0.779
metropolitan	metropolitan	0.387	0.408	0.723
mettle	utok	0.667	0.529	0.750
mew	mew	0.418	0.481	0.380
mezzanine	mezzanine	0.479	0.427	0.404
mica	mica	0.531	0.250	0.314
mick	mick	0.449	0.451	0.382
micro	micro	0.500	0.270	0.250
microbe	microbe	0.255	0.450	0.340
microbiology	microbiology	0.571	0.378	0.560
microchip	microchip	0.551	0.358	0.432
microcosm	microcosm	0.500	0.500	0.520
microfilm	microfilm	0.469	0.352	0.412
microgram	microgram	0.448	0.286	0.355
micrometer	micrometer	0.573	0.358	0.394
micron	micron	0.375	0.291	0.315
microphone	mikropono	0.551	0.431	0.462
microscope	mikroskopyo	0.531	0.330	0.464
microscopic	mikroskopiko	0.360	0.327	0.433
microscopically	mikroskopiko	0.623	0.370	0.412
microscopy	mikroskopyo	0.500	0.339	0.455
microwave	microwave	0.542	0.497	0.443
mid	tunga	0.500	0.315	0.356
midair	midair	0.633	0.413	0.455
midday	udtong adlaw	0.658	0.250	0.403
middle	tunga-tunga	0.458	0.157	0.300
middleman	middleman	0.500	0.404	0.452
middleweight	middleweight	0.510	0.302	0.428
midget	midget	0.396	0.295	0.254
midland	midland	0.521	0.402	0.456
midlife	midlife	0.594	0.244	0.473
midline	tunga nga linya	0.332	0.224	0.330
midnight	tungang gabii	0.562	0.470	0.545
midshipman	midshipman	0.469	0.615	0.785
midst	taliwala	0.324	0.275	0.296
midsummer	midsummer	0.781	0.480	0.492
midterm	midterm	0.427	0.337	0.425
midtown	midtown	0.479	0.442	0.538
midway	sa tunga	0.459	0.316	0.304
midwife	mananabang	0.531	0.570	0.453
midwifery	pagpasuso	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	miffed	0.204	0.726	0.429
mighty	gamhanan	0.855	0.837	0.936
mignon	mignon	0.551	0.440	0.423
migraine	migraine	0.135	0.783	0.318
migrate	molalin	0.415	0.580	0.454
migration	paglalin	0.492	0.731	0.566
migratory	migratory	0.448	0.521	0.491
mike	mike	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	malumo	0.635	0.198	0.216
mildew	agup-op	0.344	0.250	0.241
mildness	kalumo	0.827	0.226	0.311
mile	milya	0.521	0.417	0.456
mileage	mileage	0.510	0.458	0.562
milestone	kalampusan	0.719	0.373	0.558
militant	militante	0.418	0.667	0.750
militants	mga militante	0.260	0.673	0.652
military	militar	0.396	0.710	0.875
militia	milisya	0.396	0.729	0.769
milk	gatas	0.817	0.270	0.327
milkman	gatas	0.750	0.380	0.304
milkshake	milkshake	0.796	0.521	0.330
milky	gatas	0.517	0.283	0.311
mill	galingan	0.531	0.382	0.347
millennium	millennium	0.573	0.398	0.760
milligram	milligram	0.429	0.217	0.302
millimeter	milimetro	0.427	0.177	0.360
million	milyon	0.776	0.647	0.812
millionaire	millionaire	0.917	0.755	0.850
millionth	millionth	0.635	0.528	0.611
millstone	galingan nga bato	0.510	0.433	0.492
mime	mime	0.455	0.235	0.302
mimic	mimic	0.557	0.587	0.391
mimicking	mimicking	0.316	0.433	0.364
mimicry	mimicry	0.420	0.337	0.472
mince	mince	0.417	0.529	0.378
mincemeat	mincemeat	0.396	0.435	0.358
mind	hunahuna	0.650	0.388	0.627
minded	hunahuna	0.656	0.394	0.627
mindful	mahunahunaon	0.765	0.450	0.725
mindfulness	mahunahunaon	0.729	0.635	0.745
mindless	walay hunahuna	0.184	0.333	0.153
mine	ako	0.688	0.418	0.578
minefield	mina	0.188	0.839	0.684
miner	minero	0.408	0.594	0.644
mineral	mineral	0.519	0.287	0.605
mineralogy	mineralogy	0.551	0.408	0.545
mingle	pagsagol	0.561	0.480	0.434
mingled	gisagol	0.521	0.392	0.357
mini	mini	0.421	0.324	0.221
miniature	gamay	0.429	0.292	0.204
minibus	minibus	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	gamay	0.448	0.147	0.206
minimize	minimize	0.360	0.236	0.311
minimized	gikunhoran	0.458	0.137	0.208
minimum	minimum	0.380	0.198	0.194
mining	pagmina	0.633	0.598	0.554
minion	minion	0.490	0.430	0.167
minister	alagad	0.547	0.441	0.892
ministerial	ministerial	0.571	0.519	0.660
ministry	pangalagad	0.510	0.346	0.717
minivan	minivan	0.592	0.356	0.452
mink	mink	0.560	0.515	0.430
minnow	minnow	0.541	0.367	0.364
minor	menor de edad	0.250	0.235	0.175
minority	minoriya	0.310	0.332	0.211
minstrel	minstrel	0.458	0.541	0.397
mint	mint	0.688	0.221	0.345
minty	minty	0.635	0.292	0.361
minuscule	minuscule	0.396	0.286	0.214
minute	minutos	0.582	0.279	0.356
minutiae	minutiae	0.323	0.257	0.316
minx	minx	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	milagro	0.917	0.607	0.806
miracles	mga milagro	0.922	0.735	0.692
miraculous	milagroso	0.875	0.706	0.812
mirage	mirage	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	salamin	0.677	0.310	0.438
mirth	kalipay	0.888	0.640	0.608
misappropriation	pagpangilad	0.097	0.831	0.500
misbehave	dili maayo	0.020	0.847	0.304
misbehavior	sayop nga binuhatan	0.031	0.704	0.269
miscalculation	sayop nga pagkalkulo	0.177	0.490	0.353
miscarriage	pagkakuha sa gisabak	0.042	0.781	0.312
miscellaneous	miscellaneous	0.531	0.321	0.196
miscellany	miscellany	0.500	0.412	0.384
mischief	pagkadautan	0.385	0.834	0.292
mischievous	malchievous	0.439	0.804	0.472
misconception	sayop nga pagsabut	0.210	0.557	0.291
misconduct	sayop nga buhat	0.061	0.667	0.304
misdemeanor	misdemeanor	0.210	0.640	0.364
misdirection	misdirection	0.131	0.710	0.281
miser	miser	0.208	0.633	0.311
miserable	makalolooy	0.062	0.461	0.188
miserably	makalolooy	0.280	0.545	0.150
misery	pag-antos	0.146	0.378	0.158
misfire	wala'y kalainan	0.153	0.453	0.200
misfit	dili maayo	0.173	0.500	0.393
misfortune	katalagman	0.094	0.780	0.311
misguided	sayop	0.280	0.531	0.259
mishap	mishap	0.071	0.654	0.227
misinformed	sayop nga impormasyon	0.156	0.567	0.250
misinterpretation	sayop nga pagsabut	0.112	0.556	0.360
mislead	pagpahisalaag	0.167	0.765	0.412
misleading	nagpahisalaag	0.070	0.660	0.272
misled	nahisalaag	0.177	0.606	0.353
mismanagement	sayop nga pagdumala	0.094	0.520	0.295
mismatch	mismatch	0.250	0.459	0.282
mismatched	dili kasaligan	0.250	0.557	0.302
misnomer	sayop nga tawo	0.296	0.528	0.284
misplace	wala'y dapit	0.229	0.461	0.191
misplaced	sayop	0.247	0.450	0.324
misread	sayop nga nabasa	0.115	0.558	0.315
misrepresent	sayop	0.198	0.542	0.418
misrepresentation	sayop nga paghulagway	0.323	0.618	0.518
misrepresented	sayop nga gihulagway	0.042	0.519	0.466
miss	miss	0.573	0.490	0.408
missile	missile	0.240	0.830	0.764
missiles	missiles	0.070	0.922	0.830
missing	nawala	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	misyon	0.765	0.633	0.870
missionary	misyonaryo	0.729	0.404	0.596
misspell	sayop	0.292	0.423	0.281
misstatement	sayop nga sayop	0.302	0.547	0.221
missy	missy	0.521	0.480	0.333
mist	gabon	0.375	0.194	0.221
mistake	sayop	0.208	0.585	0.102
mistaken	sayop	0.131	0.630	0.212
mister	mister	0.604	0.406	0.663
mistletoe	mistletoe	0.542	0.470	0.324
mistreated	gidaogdaog	0.010	0.792	0.200
mistress	babaye nga babaye	0.630	0.796	0.694
mistrial	mistrial	0.427	0.539	0.536
mistrust	kawalay pagsalig	0.135	0.657	0.231
misty	mahanginan	0.427	0.451	0.278
misunderstand	masayop sa pagsabut	0.177	0.548	0.382
misunderstanding	dili pagsinabtanay	0.112	0.618	0.284
misunderstood	nasayop sa pagsabut	0.177	0.625	0.309
misuse	sayup nga paggamit	0.083	0.560	0.196
mite	mite	0.290	0.584	0.271
miter	miter	0.458	0.500	0.414
mitigate	pagpagaan	0.506	0.427	0.456
mitigating	pagpagaan	0.551	0.520	0.600
mitigation	pagpagaan	0.448	0.527	0.423
mitt	mitt	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	mitzvah	0.422	0.610	0.409
mix	pagsagol	0.542	0.490	0.472
mixed	gisagol	0.510	0.346	0.444
mixedemotions	mixedemotions	0.440	0.673	0.430
mixer	mixer	0.562	0.500	0.556
mixture	gisagol	0.546	0.360	0.481
mnemonic	mnemonic	0.531	0.480	0.452
moan	moan	0.357	0.735	0.352
moat	moat	0.398	0.380	0.314
mob	manggugubat	0.296	0.788	0.567
mobile	mobile	0.615	0.569	0.481
mobility	paglihok	0.700	0.596	0.654
mobilization	pagpalihok	0.688	0.720	0.787
mobilize	pagpalihok	0.604	0.684	0.727
mobster	mobster	0.188	0.870	0.638
mocha	Mocha	0.500	0.396	0.311
mock	pagbugalbugal	0.360	0.606	0.618
mocked	gibiaybiay	0.225	0.746	0.204
mockery	pagbiaybiay	0.094	0.806	0.181
mocking	pagbugalbugal	0.082	0.755	0.394
mockingbird	mockingbird	0.513	0.337	0.423
mod	mod	0.458	0.367	0.384
modal	modal	0.592	0.264	0.461
modality	modality	0.633	0.404	0.527
mode	mode	0.531	0.185	0.367
model	modelo	0.607	0.388	0.723
modeler	Modeler	0.500	0.510	0.730
modeling	pagmugna	0.684	0.404	0.490
modem	modem	0.573	0.355	0.500
moderate	kasarangan	0.582	0.190	0.453
moderate anticipation	kasarangan nga pagpaabut	0.667	0.451	0.574
moderate disgust	kasarangan nga kasuko	0.229	0.558	0.381
moderate negative	kasarangan nga negatibo	0.177	0.500	0.306
moderate positive	kasarangan positibo	0.896	0.453	0.753
moderate surprise	kasarangan nga katingala	0.776	0.663	0.637
moderate trust	kasarangan nga pagsalig	0.677	0.350	0.773
moderately	husto	0.604	0.264	0.500
moderating	pagpugong	0.667	0.402	0.783
moderation	kasarangan	0.531	0.240	0.453
moderator	moderator	0.519	0.354	0.802
modern	moderno	0.855	0.423	0.691
modernism	modernismo	0.760	0.553	0.703
modest	makasaranganon	0.760	0.130	0.412
modesty	kaligdong	0.778	0.240	0.500
modicum	modicum	0.234	0.417	0.327
modifiable	mahimong mausab	0.541	0.422	0.373
modification	pag-usab	0.480	0.520	0.625
modified	giusab	0.561	0.458	0.693
modify	usbon	0.458	0.584	0.625
modulate	modulate	0.673	0.343	0.555
modulation	modulasyon	0.458	0.365	0.565
module	module	0.582	0.388	0.571
modulus	modulus	0.622	0.304	0.481
mogul	mogul	0.510	0.652	0.865
moiety	pagkalalaki	0.378	0.343	0.454
moist	basa	0.470	0.316	0.386
moisture	umog	0.406	0.398	0.327
moisturizer	moisturizer	0.750	0.280	0.386
molar	molar	0.544	0.426	0.350
molasses	molasses	0.490	0.269	0.286
mold	agup-op	0.330	0.274	0.402
molded	gihulma	0.667	0.361	0.373
molding	paghulma	0.552	0.308	0.546
moldy	gahi	0.235	0.387	0.250
mole	Malingaw	0.436	0.377	0.352
molecular	molekula	0.495	0.440	0.536
molecule	molekula	0.531	0.259	0.375
molest	molest	0.133	0.816	0.319
molestation	molestation	0.102	0.808	0.407
molester	molester	0.143	0.811	0.478
molten	molten	0.417	0.490	0.339
mom	mama	0.927	0.336	0.639
moment	panahon	0.604	0.435	0.509
momentary	makadiyot	0.562	0.271	0.330
momentous	importante	0.792	0.587	0.760
momentum	gilayon	0.663	0.750	0.688
momma	momma	0.833	0.412	0.527
mommy	mommy	0.854	0.353	0.422
monad	monad	0.510	0.482	0.451
monarch	monarko	0.583	0.559	0.870
monarchy	monarkiya	0.450	0.557	0.870
monastery	monasteryo	0.694	0.183	0.726
monastic	monastic	0.438	0.314	0.676
monetary	kwarta	0.583	0.494	0.716
money	salapi	0.844	0.608	0.827
mongoloid	mongoloid	0.177	0.364	0.317
mongoose	mongoose	0.327	0.380	0.546
mongrel	mongrel	0.425	0.438	0.395
monitor	monitor	0.490	0.298	0.538
monk	monghe	0.472	0.208	0.439
monkey	unggoy	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	monochrome	0.312	0.292	0.339
monogamous	monogamous	0.510	0.335	0.402
monogamy	monogamy	0.542	0.380	0.455
monogram	monogram	0.480	0.210	0.425
monogrammed	monogrammed	0.503	0.270	0.402
monograph	monograp	0.500	0.242	0.481
monolayer	monolayer	0.427	0.294	0.433
monolith	monolit	0.429	0.327	0.500
monologue	monologo	0.500	0.284	0.534
monopolist	monopolista	0.330	0.590	0.725
monopoly	monopolyo	0.449	0.509	0.640
monotonous	monotonous	0.354	0.221	0.400
monotony	monotony	0.398	0.135	0.353
monoxide	monoxide	0.433	0.430	0.490
monsieur	ginoo	0.552	0.340	0.623
monsoon	habagat	0.358	0.600	0.481
monster	monster	0.133	0.935	0.596
monstrosity	pagkalabaw	0.094	0.933	0.611
monstrous	dalaygon	0.094	0.942	0.649
montage	montage	0.438	0.520	0.388
monte	monte	0.589	0.330	0.391
month	bulan	0.688	0.255	0.411
monthly	binulan	0.622	0.314	0.364
monument	monumento	0.833	0.404	0.811
monumental	dako kaayo	0.656	0.594	0.955
moo	moo	0.438	0.355	0.300
mooch	mooch	0.378	0.413	0.309
mood	pagbati	0.720	0.500	0.500
moods	pagbati	0.578	0.633	0.491
moody	mabag-o	0.245	0.811	0.595
moon	bulan	0.673	0.233	0.547
moonbeam	moonbeam	0.700	0.290	0.491
moonlight	bulan	0.865	0.264	0.409
moonlit	ang bulan	0.873	0.269	0.508
moonshine	moonshine	0.633	0.389	0.491
moonstruck	moonstruck	0.583	0.438	0.407
moonwalk	moonwalk	0.615	0.586	0.525
moor	moor	0.311	0.464	0.378
moored	Gipangulohan	0.344	0.500	0.417
mooring	tambal	0.323	0.490	0.444
moorings	pag-ayo	0.406	0.500	0.516
moorland	moorland	0.490	0.370	0.456
moose	moose	0.648	0.373	0.318
moot	moot	0.344	0.500	0.615
mooted	mooted	0.388	0.580	0.463
mop	mop	0.396	0.442	0.296
mope	mope	0.406	0.309	0.345
moped	mopad	0.582	0.582	0.554
moral	moralidad	0.700	0.459	0.796
morale	moralidad	0.729	0.158	0.792
morality	moralidad	0.750	0.408	0.759
morals	moralidad	0.646	0.430	0.611
morass	moras	0.387	0.348	0.375
moratorium	moratorium	0.337	0.427	0.373
moray	moray	0.510	0.402	0.463
morbid	morbid	0.090	0.833	0.395
morbidity	morbidity	0.370	0.630	0.443
morbidness	pagkalibug	0.120	0.694	0.339
mores	mores	0.582	0.317	0.684
morgue	morgue	0.022	0.539	0.241
moribund	naguba	0.083	0.488	0.167
morn	sa buntag	0.542	0.284	0.345
morning	sa buntag	0.688	0.235	0.444
moron	moron	0.133	0.587	0.183
moronic	moronic	0.122	0.500	0.224
morose	morose	0.240	0.663	0.264
morph	morph	0.448	0.469	0.451
morphine	morphine	0.229	0.490	0.496
morphism	morphism	0.398	0.549	0.386
morphology	morpolohiya	0.516	0.373	0.639
morrow	ugma	0.708	0.314	0.490
morsel	tinapay	0.490	0.296	0.400
mortal	mortal	0.196	0.786	0.510
mortality	mortalidad	0.229	0.726	0.518
mortar	mortar	0.333	0.627	0.562
mortgage	pagpautang	0.255	0.408	0.537
mortgagee	pagkagarantiya	0.418	0.633	0.723
mortgagor	mortgagor	0.431	0.522	0.490
mortician	makamatay nga tawo	0.104	0.429	0.275
mortification	pagpaubos	0.135	0.644	0.404
mortified	nangamatay	0.073	0.731	0.270
mortuary	taghoy	0.133	0.606	0.427
mosaic	mosaiko	0.635	0.250	0.302
mosey	mosey	0.521	0.402	0.330
mosque	Mosque	0.542	0.352	0.528
mosquito	lamok	0.229	0.400	0.198
moss	lumot	0.235	0.270	0.245
mossy	mossy	0.375	0.329	0.286
mote	NO TRANSLATION	0.375	0.388	0.260
motel	motel	0.531	0.372	0.450
moth	inahan	0.323	0.350	0.196
mother	inahan	0.931	0.408	0.725
motherfucker	motherfucker	0.122	0.827	0.351
motherfucking	motherfucking	0.071	0.823	0.373
motherhood	pagka-inahan	0.844	0.546	0.667
motherland	yutang natawhan	0.677	0.375	0.731
motherless	walay inahan	0.163	0.541	0.337
motherly	inahan	0.927	0.324	0.710
motif	motibo	0.688	0.481	0.527
motion	paglihok	0.667	0.538	0.657
motionless	wala'y paglihok	0.323	0.210	0.246
motivate	pagdasig	0.812	0.776	0.873
motivating	makapadasig	0.958	0.820	0.787
motivation	pagdasig	0.854	0.784	0.802
motivational	makadasig	0.906	0.646	0.858
motive	motibo	0.667	0.588	0.663
motley	motley	0.480	0.398	0.412
motor	motor	0.531	0.551	0.648
motorbike	motorsiklo	0.552	0.608	0.616
motorboat	motorboat	0.677	0.500	0.390
motorcade	motorcade	0.708	0.730	0.593
motorcar	motorcar	0.694	0.565	0.682
motorcycle	motorsiklo	0.677	0.764	0.713
motorist	motorista	0.562	0.663	0.578
motte	motte	0.481	0.389	0.370
mottled	mottled	0.380	0.336	0.295
motto	motto	0.688	0.317	0.439
mould	agup-op	0.357	0.176	0.246
mound	bungdo	0.520	0.481	0.509
mount	bukid	0.500	0.292	0.348
mountain	bukid	0.698	0.408	0.649
mountaineer	mountaineer	0.635	0.774	0.535
mountainous	bukiron	0.635	0.519	0.612
mountains	kabukiran	0.766	0.433	0.569
mountaintop	bukid	0.653	0.541	0.713
mourn	magbangotan	0.056	0.583	0.150
mournful	masulub-on	0.180	0.441	0.188
mourning	pagbangotan	0.177	0.490	0.266
mouse	mouse	0.427	0.441	0.206
mousetrap	mousetrap	0.180	0.643	0.330
mousse	mousse	0.604	0.336	0.368
moustache	Bungot	0.470	0.236	0.409
mousy	mousy	0.480	0.413	0.339
mouth	baba	0.734	0.294	0.336
mouthful	katawa	0.609	0.565	0.389
mouthpiece	tigpamaba	0.573	0.346	0.393
mouthwash	mouthwash	0.438	0.385	0.352
movable	palihug	0.469	0.509	0.500
move	mobalhin	0.656	0.647	0.670
movement	kalihokan	0.656	0.654	0.658
mover	palihug	0.615	0.539	0.466
movie	movie	0.792	0.560	0.471
movies	Mga sine	0.724	0.426	0.472
moving	pagbalhin	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	movingon	0.490	0.529	0.435
mow	mow	0.420	0.559	0.393
mower	mower	0.458	0.510	0.368
moxie	moxie	0.531	0.490	0.366
mozzarella	mozzarella	0.653	0.265	0.340
mri	mri	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	muck	0.347	0.423	0.272
mucked	mucked	0.184	0.500	0.373
mucous	mucous	0.330	0.296	0.293
mucus	mucus	0.143	0.309	0.228
mud	lapok	0.333	0.260	0.185
muddle	naglibog	0.184	0.710	0.336
muddled	naglambog	0.250	0.615	0.263
muddy	lapokon	0.292	0.400	0.283
muff	muff	0.542	0.335	0.314
muffin	muffin	0.684	0.430	0.306
muffled	muffled	0.479	0.330	0.421
muffler	muffler	0.357	0.407	0.454
mug	mug	0.542	0.214	0.382
mugger	mugger	0.125	0.850	0.500
mulberry	mulberry	0.469	0.315	0.361
mulch	mulch	0.349	0.361	0.383
mule	asno	0.320	0.337	0.254
mull	mull	0.663	0.340	0.594
mullet	mullet	0.521	0.356	0.377
multilateral	multilateral	0.500	0.469	0.705
multimedia	multimedia	0.611	0.390	0.607
multinational	multinasyunal	0.656	0.510	0.842
multiple	multiple	0.660	0.510	0.578
multiple sclerosis	multiple sclerosis	0.188	0.587	0.483
multiplex	multiplex	0.610	0.590	0.667
multiplication	pagpadaghan	0.646	0.565	0.762
multiplicity	pagkadaghan	0.677	0.490	0.777
multiplied	midaghan	0.802	0.559	0.729
multiplier	multiplier	0.643	0.615	0.741
multiply	modaghan	0.802	0.625	0.777
multitude	panon sa katawhan	0.562	0.765	0.847
mum	mama	0.802	0.317	0.698
mumble	mapainubsanon	0.292	0.444	0.245
mumbo	mumbo	0.429	0.506	0.336
mummy	mummy	0.400	0.588	0.415
mumps	buntog	0.099	0.410	0.311
munch	pagpanghugas	0.541	0.277	0.434
munchies	munchies	0.562	0.470	0.491
munchkin	munchkin	0.490	0.466	0.374
mundane	kalibutanon	0.312	0.420	0.480
municipal	lungsod	0.625	0.390	0.758
municipality	lungsod	0.569	0.280	0.614
mural	mural	0.551	0.265	0.454
murder	pagpatay	0.061	0.942	0.615
murderer	mamumuno	0.010	0.960	0.650
murderess	pagbuno	0.041	0.941	0.462
murderous	pagpatay	0.017	0.940	0.682
murky	murky	0.143	0.618	0.370
murmur	nagbagulbol	0.458	0.520	0.200
muscle	kaunuran	0.359	0.490	0.645
muscular	maskulado	0.531	0.434	0.577
muse	muse	0.760	0.360	0.509
muses	muses	0.714	0.434	0.571
museum	museyo	0.792	0.206	0.481
mush	NO TRANSLATION	0.500	0.311	0.125
mushroom	uhong	0.490	0.274	0.269
mushy	mushy	0.520	0.200	0.182
music	musika	0.833	0.563	0.605
musical	musikal	0.908	0.630	0.530
musician	musikero	0.816	0.509	0.618
musing	Naghunahuna	0.740	0.151	0.465
musk	musk	0.469	0.454	0.453
musket	musket	0.260	0.654	0.510
musketeer	musketeer	0.694	0.569	0.705
muskrat	muskrat	0.439	0.510	0.368
muslin	muslin	0.439	0.304	0.352
muss	NO TRANSLATION	0.418	0.438	0.302
must	kinahanglan	0.408	0.382	0.441
mustang	mustang	0.635	0.642	0.708
mustard	mustard	0.500	0.346	0.275
muster	pagtigum	0.635	0.460	0.548
musty	an	0.354	0.367	0.267
mutable	mausab	0.426	0.531	0.491
mutant	mutant	0.337	0.676	0.573
mutate	mutate	0.281	0.548	0.463
mutation	mutasyon	0.365	0.625	0.611
mute	mute	0.271	0.200	0.250
muted	mute	0.260	0.167	0.162
mutilate	mutilate	0.125	0.900	0.465
mutilated	mutilated	0.041	0.841	0.356
mutilation	mutilation	0.122	0.782	0.456
mutiny	mutiny	0.323	0.890	0.549
mutt	mutt	0.418	0.408	0.387
mutter	NO TRANSLATION	0.406	0.427	0.228
mutton	mutton	0.427	0.283	0.393
mutual	sa usag usa	0.729	0.321	0.464
mutually	mutually	0.844	0.490	0.582
muzzle	sige	0.388	0.430	0.232
myfavorite	akong paborito	0.812	0.587	0.615
myopia	myopia	0.245	0.387	0.226
myopic	myopic	0.344	0.396	0.218
