Word	Slovak-sk	Valence	Arousal	Dominance
lifer	odsúdenec na doživotie	0.427	0.519	0.398
lifesaver	záchranca života	0.908	0.745	0.703
lifestyle	životný štýl	0.750	0.472	0.645
lifesucks	život je nanič	0.167	0.637	0.377
lifetime	život	0.816	0.559	0.736
lift	výťah	0.704	0.518	0.656
lifted	zdvihnúť	0.714	0.441	0.657
liftoff	Liftoff	0.531	0.667	0.588
ligament	väz	0.490	0.410	0.510
ligation	podviazanie	0.344	0.423	0.396
ligature	ligatúra	0.478	0.430	0.447
light	svetlo	0.771	0.320	0.519
light year	svetelný rok	0.719	0.425	0.593
lightbulb	žiarovka	0.573	0.255	0.302
lighten	uľahčiť	0.688	0.438	0.362
lightheaded	točenie	0.347	0.620	0.255
lighthouse	maják	0.622	0.240	0.510
lighting	osvetlenie	0.765	0.440	0.750
lightness	ľahkosť	0.794	0.360	0.526
lightning	blesk	0.429	0.683	0.595
lights	svetla	0.750	0.480	0.575
lightweight	ľahká váha	0.670	0.300	0.358
likable	sympatický	0.865	0.480	0.663
like	Páči sa mi to	0.719	0.353	0.446
likelihood	pravdepodobnosť	0.760	0.469	0.542
likely	pravdepodobný	0.633	0.356	0.454
likeness	podoba	0.688	0.410	0.561
likewise	takisto	0.651	0.217	0.312
liking	záľuba	0.963	0.604	0.589
lilac	orgován	0.688	0.180	0.357
lily	ľalia	0.640	0.245	0.263
limb	končatina	0.510	0.397	0.427
limber	ohybný	0.688	0.729	0.673
limbo	předpeklí	0.385	0.284	0.309
lime	vápno	0.594	0.240	0.415
limelight	svetlo rampy	0.667	0.639	0.694
limestone	vápenec	0.602	0.323	0.381
limey	Angláni	0.469	0.347	0.415
limit	limit	0.427	0.453	0.500
limitation	obmedzenia	0.190	0.431	0.225
limited	obmedzený	0.229	0.273	0.380
limitless	bez limitu	0.688	0.574	0.655
limo	limo	0.760	0.367	0.667
limousine	limuzína	0.638	0.531	0.640
limp	krívanie	0.393	0.440	0.172
lin	lin	0.416	0.362	0.343
line	riadok	0.541	0.180	0.353
lineage	rodokmeň	0.633	0.465	0.721
lineal	dedičný	0.521	0.170	0.474
linear	lineárne	0.646	0.250	0.472
linebacker	Linebacker	0.490	0.660	0.543
lined	linajkový	0.438	0.367	0.424
linen	bielizeň	0.656	0.323	0.286
liner	parník	0.469	0.396	0.400
lines	čiary	0.542	0.317	0.330
lineup	zoradiť sa	0.635	0.427	0.638
linger	prodleva	0.480	0.311	0.412
lingerie	spodná bielizeň	0.543	0.463	0.308
lingering	doznievajúcej	0.630	0.643	0.667
lingo	žargón	0.448	0.364	0.447
lingual	lingválnu	0.500	0.457	0.315
linguini	linguini	0.625	0.338	0.355
linguist	lingvista	0.583	0.330	0.634
linguistic	lingvistický	0.646	0.351	0.618
linguistics	lingvistika	0.552	0.390	0.618
lining	podšívka	0.571	0.363	0.472
link	odkaz	0.427	0.264	0.491
linoleum	linoleum	0.510	0.378	0.402
lint	cupanina	0.388	0.173	0.214
lion	lev	0.532	0.717	0.682
lip	peru	0.541	0.348	0.443
liposuction	liposukcia	0.292	0.684	0.464
lipstick	rúž	0.653	0.429	0.306
liquefaction	skvapalnenie	0.449	0.622	0.535
liquefied	skvapalnený	0.562	0.463	0.342
liqueur	likér	0.670	0.612	0.389
liquid	kvapalina	0.562	0.235	0.307
liquidate	likvidovať	0.327	0.654	0.664
liquidation	likvidácia	0.417	0.625	0.649
liquidator	likvidátor	0.354	0.663	0.750
liquidity	likvidita	0.688	0.529	0.534
liquor	alkohol	0.603	0.702	0.433
lira	NO TRANSLATION	0.530	0.255	0.370
lisp	šišlavost	0.365	0.412	0.288
list	zoznam	0.528	0.260	0.402
listen	počúvať	0.771	0.360	0.445
listener	poslucháč	0.667	0.375	0.403
listenting	NO TRANSLATION	0.640	0.377	0.491
listing	výpis	0.438	0.273	0.432
listless	apatický	0.219	0.350	0.231
listneing	NO TRANSLATION	0.531	0.370	0.433
litany	litánie	0.510	0.365	0.482
liter	liter	0.573	0.208	0.382
literacy	gramotnosť	0.730	0.306	0.638
literal	doslovný	0.570	0.353	0.574
literally	doslovne	0.571	0.353	0.673
literary	literárne	0.719	0.324	0.667
literature	literatúra	0.708	0.250	0.598
lithe	pružný	0.656	0.596	0.602
lithium	lítium	0.417	0.330	0.430
lithograph	litografie	0.551	0.327	0.481
lithography	litografie	0.561	0.346	0.473
lithology	litologie	0.519	0.378	0.525
lithosphere	lithosphere	0.473	0.333	0.689
litigant	vedúci spor	0.219	0.577	0.696
litigate	viesť spor	0.260	0.819	0.712
litigation	spor	0.388	0.760	0.602
litigator	advokát	0.429	0.630	0.732
litigious	sporný	0.360	0.736	0.632
litter	smeti	0.255	0.551	0.110
little	málo	0.385	0.160	0.213
littlethings	malé veci	0.740	0.311	0.242
littoral	pobrežné	0.551	0.387	0.452
liturgy	liturgia	0.490	0.327	0.568
live	žiť	0.880	0.673	0.676
livelife	ži život	0.792	0.624	0.664
livelihood	živobytie	0.698	0.481	0.721
lively	temperamentný	0.847	0.810	0.642
liven	oživiť	0.708	0.713	0.673
liver	pečeň	0.439	0.290	0.385
livery	livrej	0.510	0.417	0.429
livestock	hospodárske zvieratá	0.729	0.420	0.519
livid	rozčúlený	0.469	0.788	0.490
living	žijúci	0.865	0.608	0.727
lizard	jašterica	0.378	0.375	0.324
llama	lama	0.490	0.590	0.519
lml	LML	0.448	0.519	0.385
load	zaťaženie	0.385	0.417	0.528
loader	loader	0.562	0.377	0.686
loaf	bochník	0.755	0.250	0.277
loafer	povaľač	0.235	0.396	0.254
loam	hlina	0.469	0.373	0.673
loan	pôžička	0.552	0.480	0.352
loath	neochotný	0.135	0.714	0.445
loathe	ošklivit si	0.094	0.730	0.429
loathful	odporný	0.068	0.740	0.358
loathing	averzia	0.083	0.796	0.368
loathsome	odporný	0.120	0.694	0.343
lobby	lobby	0.625	0.427	0.472
lobbyist	lobista	0.385	0.527	0.565
lobe	lalok	0.459	0.364	0.352
lobotomy	lobotomie	0.296	0.598	0.402
lobster	homár	0.571	0.356	0.291
local	miestna	0.656	0.269	0.452
locale	locale	0.449	0.387	0.352
locality	lokalita	0.582	0.336	0.464
localization	lokalizácia	0.552	0.330	0.545
localize	lokalizovať	0.520	0.481	0.679
localized	lokalizované	0.490	0.460	0.621
locate	lokalizovať	0.583	0.520	0.786
location	umiestnenia	0.615	0.375	0.546
locator	vyhľadávač	0.480	0.426	0.614
loch	jazero	0.449	0.235	0.425
lock	zamknúť	0.271	0.585	0.600
locker	skrinku	0.439	0.300	0.393
locket	medailónik	0.615	0.327	0.616
locksmith	zámočník	0.510	0.417	0.491
lockup	zamknúť	0.240	0.602	0.617
loco	bláznivý	0.306	0.774	0.226
locomotion	pohyb	0.470	0.600	0.595
locomotive	lokomotíva	0.542	0.650	0.721
locust	kobylka	0.479	0.412	0.417
lode	NO TRANSLATION	0.365	0.423	0.318
lodge	lóže	0.656	0.356	0.474
lodger	podnájomník	0.480	0.448	0.304
lodging	nocľah	0.713	0.286	0.527
loft	podkrovie	0.510	0.378	0.343
lofty	vznešený	0.755	0.306	0.569
log	záznam	0.591	0.371	0.395
logarithm	logaritmus	0.520	0.439	0.551
logarithmic	logaritmické	0.469	0.458	0.606
logic	logika	0.646	0.245	0.819
logical	logický	0.805	0.400	0.648
logistics	logistika	0.633	0.500	0.730
logo	logo	0.469	0.296	0.565
logotype	logotyp	0.480	0.337	0.509
loin	NO TRANSLATION	0.420	0.298	0.379
lollipop	lízanka	0.628	0.483	0.357
lone	osamelý	0.198	0.204	0.367
loneliness	osamelosť	0.146	0.182	0.222
lonely	osamelý	0.250	0.226	0.238
loner	samotár	0.347	0.152	0.221
lonesome	osamelý	0.281	0.213	0.336
long	dlho	0.541	0.353	0.543
longboat	Longboat	0.551	0.454	0.490
longevity	dlhovekosť	0.750	0.353	0.745
longing	túžobný	0.604	0.434	0.560
longitude	zemepisná dĺžka	0.479	0.310	0.516
longitudinal	pozdĺžny	0.542	0.398	0.582
longitudinally	pozdĺžne	0.541	0.380	0.569
longtime	dlho	0.362	0.442	0.546
loo	toaleta	0.385	0.357	0.283
look	vyzerať	0.719	0.429	0.615
looker	kývajúce sa	0.583	0.354	0.451
lookout	dávaj pozor	0.698	0.538	0.639
loom	tkáčsky stav	0.531	0.245	0.325
looming	hroziacej	0.367	0.750	0.528
loon	cvok	0.429	0.392	0.325
loony	praštěná	0.439	0.474	0.295
loop	slučka	0.516	0.343	0.317
loophole	strieľňa	0.406	0.755	0.491
loopy	kličkující	0.438	0.520	0.195
loose	voľný	0.573	0.312	0.365
loosen	uvoľniť	0.487	0.337	0.218
loosening	uvoľnenie	0.378	0.343	0.295
loot	korisť	0.604	0.711	0.537
lop	prerezať	0.429	0.363	0.426
lopsided	nesúmerný	0.125	0.500	0.272
lord	lord	0.618	0.327	0.684
lords	páni	0.571	0.356	0.781
lordship	lordstvo	0.573	0.557	0.736
lore	ľudová tradícia	0.719	0.373	0.768
lorry	nákladné auto	0.521	0.481	0.402
lose	stratiť	0.115	0.538	0.176
loser	stroskotanec	0.083	0.510	0.155
losing	stráca	0.076	0.686	0.223
loss	strata	0.062	0.567	0.211
lost	stratený	0.199	0.663	0.148
lot	veľa	0.531	0.215	0.370
lotion	vodička	0.724	0.261	0.188
lots	kopa	0.604	0.417	0.424
lottery	lotérie	0.771	0.731	0.491
lotto	lotérie	0.760	0.635	0.475
lotus	lotus	0.604	0.377	0.510
loud	hlasný	0.573	0.650	0.870
loudly	hlasno	0.541	0.755	0.667
loudmouth	krikľúň	0.337	0.615	0.456
loudness	hlasitosť	0.350	0.582	0.620
loudspeaker	reproduktor	0.490	0.735	0.689
lounge	hala	0.592	0.245	0.466
lounging	leňošenie	0.735	0.167	0.449
louse	voš	0.184	0.439	0.154
lousy	mizerný	0.125	0.482	0.234
lovable	roztomilý	0.948	0.335	0.565
love	milovať	1.000	0.519	0.673
loved	Miloval	0.927	0.452	0.582
lovee	Love	0.949	0.592	0.611
loveee	LOVEEE	0.927	0.592	0.693
loveless	bez lásky	0.102	0.365	0.216
lovelife	NO TRANSLATION	0.837	0.610	0.592
loveliness	roztomilosť	0.959	0.509	0.750
lovelovelove	NO TRANSLATION	0.948	0.582	0.554
lovely	pôvabný	0.917	0.456	0.741
lovemaking	milovanie	0.969	0.927	0.814
lovemylife	NO TRANSLATION	0.896	0.800	0.573
lover	milovník	0.881	0.816	0.750
lovesick	roztúžené	0.796	0.842	0.500
lovethis	milujem to	0.867	0.552	0.526
loving	milujúca	0.948	0.612	0.636
lovinglife	milovať život	0.979	0.404	0.673
lovinlife	lovinlife	0.714	0.460	0.544
low	nízky	0.292	0.220	0.102
lowdown	Lowdown	0.306	0.441	0.441
lower	dolná	0.327	0.296	0.258
lowering	znižujúce	0.286	0.363	0.236
lowest	najnižšiu	0.312	0.304	0.129
lowlands	nížiny	0.323	0.290	0.331
lowlife	lowlife	0.296	0.529	0.309
lowly	pokorný	0.562	0.294	0.417
lox	lox	0.490	0.373	0.318
loyal	lojálni	0.896	0.265	0.657
loyalty	vernosť	0.885	0.406	0.793
lsd	LSD	0.375	0.471	0.390
luau	luau	0.594	0.545	0.296
lube	lube	0.552	0.490	0.411
lubricant	mazadlo	0.656	0.550	0.454
lubricate	mazať	0.552	0.490	0.470
lubrication	mazanie	0.624	0.646	0.491
lucid	priezračný	0.771	0.490	0.705
luck	šťastie	0.854	0.490	0.717
luckiest	najšťastnejší	0.917	0.690	0.852
lucky	šťastný	0.960	0.610	0.793
luckygirl	šťastné dievča	0.781	0.712	0.471
lucrative	lukratívne	0.729	0.519	0.798
ludicrous	smiešny	0.137	0.553	0.274
lug	uško	0.344	0.443	0.340
luggage	batožinu	0.561	0.226	0.319
lukewarm	vlažný	0.573	0.300	0.241
lull	prestávka	0.602	0.130	0.402
lullaby	uspávanka	0.796	0.156	0.339
lumbar	bedrový	0.323	0.418	0.342
lumber	rachotať	0.517	0.184	0.373
lumbering	hlučný	0.354	0.561	0.655
lumberjack	drevorubač	0.500	0.660	0.726
luminescent	svetielkujúce	0.796	0.550	0.526
luminous	svietivý	0.918	0.392	0.783
lump	hruda	0.438	0.337	0.463
lumpy	hrudkovitý	0.271	0.378	0.365
lunacy	šialenstvo	0.132	0.847	0.330
lunar	lunárny	0.562	0.296	0.427
lunatic	blázon	0.125	0.792	0.442
lunch	obed	0.880	0.410	0.542
lunchbox	Obedár	0.663	0.346	0.346
luncheon	obed	0.837	0.240	0.441
lunchtime	obed	0.896	0.398	0.444
lung	pľúca	0.510	0.292	0.629
lunge	výpad	0.354	0.721	0.509
lungs	pľúca	0.531	0.352	0.555
lurch	škubnutí	0.404	0.694	0.363
lure	návnada	0.439	0.565	0.300
lurid	děsný	0.186	0.833	0.536
lurk	číhať	0.219	0.740	0.655
lurking	číhajú	0.421	0.781	0.575
luscious	lahodný	0.885	0.552	0.545
lush	bujný	0.740	0.783	0.833
lust	chtíč	0.469	0.944	0.518
luster	lesk	0.833	0.566	0.558
lustful	Vilna	0.427	0.896	0.643
lustrous	trblietavý	0.771	0.606	0.598
lusty	poriadny	0.469	0.941	0.673
lute	lutna	0.459	0.407	0.500
luxuriant	bujný	0.760	0.745	0.812
luxurious	luxusným	0.947	0.644	0.754
luxury	luxus	0.932	0.673	0.750
lycra	lycra	0.520	0.449	0.328
lye	lúh	0.378	0.396	0.443
lying	ležiace	0.208	0.704	0.317
lymph	lymfa	0.398	0.510	0.390
lymphatic	lymfatický	0.380	0.509	0.472
lymphoma	lymfóm	0.208	0.645	0.330
lynch	lynčovať	0.167	0.885	0.482
lynching	lynčovaniu	0.135	0.920	0.548
lynx	rys	0.510	0.590	0.567
lyre	lýra	0.719	0.347	0.414
lyric	lyrický	0.702	0.269	0.464
lyrical	lyrický	0.708	0.451	0.618
lyrics	text	0.582	0.214	0.333
macadamia	macadamia	0.635	0.330	0.434
macarena	Macarena	0.802	0.601	0.368
macaroni	makarónmi	0.816	0.410	0.382
mace	muškátový kvet	0.450	0.412	0.415
mach	mach	0.541	0.432	0.463
machete	mačeta	0.260	0.690	0.474
machine	stroj	0.510	0.500	0.707
machinery	stroje	0.458	0.615	0.629
machinist	strojník	0.490	0.598	0.721
macho	macho	0.643	0.690	0.676
mackerel	makrela	0.418	0.423	0.426
macro	makro	0.552	0.469	0.647
mad	šialený	0.219	0.873	0.277
madam	pani	0.580	0.308	0.571
madame	madame	0.604	0.500	0.635
madden	rozčúliť	0.329	0.602	0.457
madder	šialenejšie	0.323	0.853	0.267
mademoiselle	NO TRANSLATION	0.752	0.459	0.461
mademyday	zlepšilo mi to deň	0.694	0.573	0.537
madhouse	blázinec	0.156	0.736	0.440
madman	šialenec	0.135	0.880	0.312
madness	šialenstvo	0.104	0.804	0.440
maestro	maestro	0.823	0.357	0.849
mafia	mafie	0.204	0.867	0.676
magazine	časopis	0.615	0.332	0.377
mage	kúzelník	0.622	0.373	0.453
magenta	magenta	0.635	0.275	0.415
maggot	červ	0.235	0.500	0.235
magic	kúzlo	0.868	0.663	0.578
magical	kúzelný	0.875	0.651	0.595
magician	kúzelník	0.714	0.657	0.551
magistrate	zmierovací sudca	0.587	0.541	0.904
magma	magma	0.323	0.623	0.609
magna	magna	0.605	0.490	0.652
magnate	magnát	0.627	0.708	0.868
magnesium	magnézium	0.542	0.320	0.321
magnet	magnet	0.571	0.318	0.553
magnetic	magnetický	0.612	0.529	0.673
magnetism	magnetizmus	0.630	0.529	0.741
magnetite	magnetit	0.531	0.490	0.581
magnification	zväčšenie	0.890	0.615	0.880
magnificence	veľkoleposť	0.802	0.810	0.920
magnificent	veľkolepý	1.000	0.680	0.886
magnifier	zväčšovacie sklo	0.469	0.216	0.345
magnify	zväčšiť	0.729	0.561	0.839
magnifying	zväčšovacie	0.594	0.265	0.406
magnitude	rozsah	0.608	0.613	0.774
magnolia	magnólie	0.558	0.343	0.379
magpie	straka	0.500	0.458	0.327
mahi mahi	NO TRANSLATION	0.510	0.410	0.398
mahjong	mahjong	0.556	0.418	0.440
mahogany	mahagón	0.602	0.225	0.393
maid	chyžná	0.406	0.324	0.300
maiden	dievčenské	0.755	0.396	0.461
mail	pošta	0.615	0.231	0.548
mailbox	poštová schránka	0.573	0.222	0.404
mailing	poštové	0.688	0.324	0.375
mailman	poštár	0.659	0.418	0.462
maim	NO TRANSLATION	0.133	0.724	0.496
main	Hlavná	0.667	0.510	0.811
mainframe	hlavný rám	0.531	0.490	0.557
mainland	pevnina	0.680	0.407	0.806
mainstay	pilierom	0.694	0.400	0.713
mainstream	mainstream	0.653	0.527	0.660
maintain	udržiavať	0.684	0.398	0.647
maintenance	údržba	0.592	0.410	0.545
majestic	majestátne	0.948	0.731	0.906
majesty	majestát	0.823	0.602	0.955
major	major	0.684	0.538	0.874
majority	väčšina	0.684	0.560	0.930
make	urobiť	0.684	0.420	0.480
makeover	človeka	0.771	0.510	0.596
maker	výrobca	0.698	0.544	0.706
makeshift	provizórne	0.479	0.611	0.389
makesmehappy	NO TRANSLATION	0.894	0.663	0.712
makesmemad	makesmemad	0.296	0.643	0.500
makeup	makeup	0.740	0.333	0.331
makingdisciples	NO TRANSLATION	0.684	0.402	0.664
malady	choroba	0.190	0.686	0.304
malaise	nevoľnosť	0.150	0.600	0.161
malaria	malárie	0.125	0.653	0.304
malarkey	Malarkey	0.396	0.500	0.465
male	Muž	0.612	0.532	0.695
malevolent	zlovoľné	0.094	0.854	0.613
malfeasance	zneužitie	0.062	0.745	0.325
malformation	malformácie	0.083	0.602	0.357
malfunction	porucha	0.125	0.577	0.229
malice	NO TRANSLATION	0.073	0.811	0.492
malicious	zlomyseľný	0.177	0.765	0.607
malign	zhubný	0.140	0.765	0.481
malignancy	zlomyseľnosť	0.149	0.814	0.614
malignant	zhubný	0.143	0.824	0.370
maligned	ohováral	0.102	0.684	0.218
mall	nákupné centrum	0.724	0.663	0.492
malleable	kujný	0.500	0.500	0.391
mallet	udrieť palicou	0.354	0.390	0.483
malnutrition	podvýživa	0.024	0.592	0.277
malpractice	nesprávna liečba	0.094	0.559	0.330
malt	slad	0.750	0.373	0.324
mama	mamička	0.860	0.413	0.728
mambo	mambo	0.808	0.622	0.445
mamma	NO TRANSLATION	0.600	0.358	0.449
mammal	cicavec	0.618	0.449	0.421
mammoth	mamut	0.480	0.471	0.537
mammy	NO TRANSLATION	0.680	0.415	0.436
man	muž	0.688	0.427	0.767
manage	spravovať	0.560	0.530	0.719
manageable	ovládateľný	0.750	0.361	0.655
management	management	0.792	0.491	0.806
manager	manažér	0.625	0.549	0.897
managerial	manažérsky	0.604	0.520	0.791
mandamus	mandamus	0.439	0.577	0.556
mandarin	mandarínka	0.625	0.398	0.491
mandate	mandát	0.448	0.670	0.779
mandatory	povinná	0.271	0.667	0.777
mandible	čeľusť	0.510	0.431	0.500
mandolin	mandolína	0.708	0.433	0.367
mandrel	tŕň	0.310	0.490	0.481
mane	NO TRANSLATION	0.521	0.277	0.373
maneuver	manéver	0.615	0.663	0.608
maneuvering	manévrovanie	0.635	0.640	0.745
mange	NO TRANSLATION	0.311	0.558	0.348
manger	žľab	0.656	0.276	0.398
mangle	NO TRANSLATION	0.292	0.449	0.355
mango	mango	0.765	0.327	0.290
mangosteen	Mangosteen	0.562	0.500	0.414
mangy	prašivý	0.214	0.698	0.270
manhole	prielez	0.378	0.500	0.516
manhood	mužstvo	0.625	0.735	0.858
manhunt	stíhanie	0.145	0.925	0.657
mania	mánia	0.290	0.683	0.382
maniac	maniak	0.120	0.849	0.431
maniacal	manické	0.200	0.848	0.500
manic	šialený	0.054	0.892	0.368
manicure	manikúra	0.706	0.308	0.284
manicurist	manikérka	0.583	0.352	0.341
manifest	manifest	0.667	0.647	0.704
manifestation	manifestácie	0.583	0.750	0.655
manifested	prejavujú	0.580	0.618	0.667
manifestly	zjavne	0.469	0.588	0.577
manifesto	manifest	0.646	0.519	0.676
manifold	rozdeľovač	0.500	0.461	0.435
manipulate	manipulovať	0.255	0.700	0.772
manipulation	manipulácia	0.188	0.775	0.536
manipulative	manipulatívne	0.177	0.724	0.546
mankind	ľudstvo	0.823	0.471	0.768
manly	mužný	0.698	0.633	0.846
manna	mana	0.698	0.294	0.544
manned	posádkou	0.551	0.588	0.484
mannequin	manekýn	0.427	0.302	0.295
manner	spôsob	0.618	0.250	0.320
mannered	spôsobne	0.469	0.556	0.291
manners	mravy	0.816	0.284	0.517
manor	panstva	0.646	0.358	0.738
manpower	pracovná sila	0.531	0.620	0.543
mansion	panské sídlo	0.847	0.490	0.717
mansions	sídla	0.735	0.529	0.777
manslaughter	zabitie	0.090	0.920	0.473
mantel	výklenok krbu	0.500	0.265	0.471
mantis	modlivka	0.480	0.355	0.421
mantle	skryť	0.510	0.269	0.422
mantra	mantra	0.396	0.249	0.357
manual	Manuálny	0.635	0.245	0.449
manufacture	výroba	0.868	0.703	0.780
manufacturer	výrobca	0.688	0.537	0.830
manufacturing	výrobné	0.653	0.613	0.804
manure	hnoj	0.250	0.471	0.241
manuscript	rukopis	0.510	0.208	0.540
map	mapa	0.561	0.229	0.463
maple	javor	0.541	0.390	0.339
mar	mar	0.622	0.544	0.545
marathon	maratón	0.646	0.778	0.740
marble	mramor	0.604	0.212	0.667
marbled	mramorovaný	0.396	0.385	0.418
marbles	guličky	0.714	0.345	0.241
march	pochod	0.531	0.200	0.483
mare	NO TRANSLATION	0.541	0.320	0.417
margarine	margarín	0.530	0.316	0.333
margarita	margarita	0.750	0.438	0.420
margin	okraj	0.500	0.219	0.331
marginal	okrajový	0.235	0.644	0.345
mariachi	Mariachi	0.710	0.559	0.609
marijuana	marihuana	0.312	0.779	0.558
marinara	pokrm	0.657	0.388	0.435
marine	morský	0.633	0.471	0.679
mariner	námorník	0.652	0.491	0.676
marital	manželský	0.760	0.529	0.500
maritime	námornej	0.646	0.490	0.713
mark	značka	0.491	0.231	0.600
marked	výrazný	0.592	0.358	0.554
marker	fix	0.500	0.333	0.605
market	trhové	0.724	0.480	0.521
marketable	predajný	0.746	0.545	0.664
marketing	marketing	0.521	0.774	0.675
marketplace	trhovisko	0.698	0.420	0.525
marks	známky	0.430	0.480	0.424
marksman	strelec	0.500	0.833	0.692
marksmanship	Strelectvo	0.573	0.531	0.664
marl	slieň	0.372	0.471	0.351
marmalade	marmeláda	0.729	0.370	0.288
maroon	gaštanové	0.469	0.358	0.336
marooned	opustený	0.229	0.480	0.160
marquee	markíza	0.602	0.284	0.508
marquis	markíz	0.521	0.444	0.562
marred	skazený	0.181	0.561	0.233
marriage	manželstvo	0.844	0.684	0.750
married	ženatý	0.674	0.570	0.602
marrow	dreň	0.398	0.422	0.472
marry	oženiť	0.896	0.765	0.673
marsh	močiar	0.302	0.358	0.277
marshal	maršal	0.469	0.610	0.819
marshmallow	ibištek	0.740	0.441	0.391
mart	mart	0.531	0.402	0.418
martial	vojnový	0.480	0.710	0.737
martingale	martingale	0.469	0.510	0.455
martini	Martini	0.828	0.500	0.519
martyr	mučeník	0.281	0.708	0.509
martyrdom	mučeníctvo	0.323	0.745	0.442
marvel	zázrak	0.961	0.755	0.866
marvellous	Podivuhodný	0.878	0.809	0.849
marvelous	Podivuhodný	0.948	0.637	0.778
marvelously	úžasne	0.968	0.708	0.764
marzipan	NO TRANSLATION	0.684	0.380	0.258
mascara	riasenky	0.575	0.450	0.269
mascot	maskot	0.750	0.337	0.337
masculine	mužský	0.653	0.540	0.773
masculinity	mužstvo	0.583	0.670	0.851
mash	kaše	0.440	0.363	0.283
mashed	kašou	0.531	0.337	0.194
mask	maskovať	0.510	0.490	0.537
masked	maskovaný	0.375	0.549	0.518
masks	masky	0.510	0.472	0.241
masochism	masochizmus	0.194	0.845	0.483
masochist	masochista	0.164	0.784	0.353
mason	murár	0.541	0.442	0.580
masquerade	maškaráda	0.431	0.633	0.446
mass	hmota	0.458	0.245	0.277
massacre	masaker	0.031	0.887	0.640
massage	masáž	0.708	0.356	0.413
masses	masy	0.552	0.453	0.473
masseur	masér	0.622	0.265	0.463
masseuse	masérka	0.594	0.373	0.391
massive	masívny	0.569	0.660	0.750
mast	stožiar	0.542	0.390	0.580
master	majster	0.694	0.490	0.849
masterful	majstrovský	0.854	0.510	0.960
mastermind	génius	0.792	0.625	0.918
masterpiece	majstrovské dielo	0.926	0.623	0.847
mastery	majstrovstvá	0.755	0.648	0.873
masturbate	masturbovať	0.552	0.926	0.500
masturbation	masturbácie	0.542	0.961	0.509
mat	rohož	0.459	0.221	0.304
matador	matador	0.224	0.880	0.667
match	zápas	0.599	0.573	0.500
matchbook	škatuľky zápaliek	0.562	0.391	0.412
matching	vhodný	0.719	0.735	0.418
matchmaker	dohadzovač	0.615	0.509	0.519
mate	kamarát	0.847	0.417	0.669
material	materiál	0.521	0.363	0.439
materialism	materializmus	0.220	0.390	0.556
materialist	materialista	0.255	0.491	0.504
materialistic	materialistický	0.420	0.506	0.589
materiality	významnosť	0.417	0.450	0.636
materialize	zhmotniť	0.688	0.596	0.728
materially	výrazne	0.490	0.451	0.670
materials	materiály	0.633	0.361	0.473
materiel	MATERIEL	0.531	0.294	0.417
maternal	materský	0.847	0.417	0.634
maternity	materstvo	0.865	0.480	0.622
math	matematika	0.417	0.375	0.600
mathematical	matematický	0.620	0.500	0.548
mathematician	matematik	0.541	0.418	0.773
mathematics	matematika	0.438	0.435	0.664
matinee	matiné	0.694	0.578	0.447
mating	párenie	0.755	0.840	0.759
matriculation	imatrikuláciu	0.622	0.490	0.675
matrimony	manželstvo	0.850	0.637	0.843
matrix	matrice	0.551	0.378	0.673
matron	dozorkyňa	0.520	0.519	0.555
matted	rozstrapatené	0.281	0.519	0.393
matter	záležitosť	0.487	0.353	0.562
matting	rohože	0.479	0.405	0.423
