Word	German-de	Valence	Arousal	Dominance
perpetuity	Ewigkeit	0.590	0.434	0.759
perplexed	verwirrt	0.312	0.705	0.318
perplexing	verblüffend	0.316	0.530	0.362
perplexity	Verwirrung	0.275	0.720	0.500
persecute	verfolgen	0.281	0.873	0.509
persecution	Verfolgung	0.229	0.865	0.660
perseverance	Ausdauer	0.888	0.630	0.796
persevere	durchhalten	0.802	0.583	0.937
persist	fortdauern	0.765	0.644	0.727
persistence	Beharrlichkeit	0.684	0.611	0.873
persistent	beständig	0.646	0.667	0.815
persisting	beharrend	0.697	0.677	0.745
person	Person	0.646	0.363	0.596
persona	NO TRANSLATION	0.741	0.480	0.743
personable	sympathisch	0.816	0.520	0.637
personage	Persönlichkeit	0.653	0.324	0.698
personal	persönlich	0.750	0.311	0.467
personality	Persönlichkeit	0.896	0.513	0.790
personification	Personifikation	0.760	0.471	0.691
personnel	Personal	0.729	0.344	0.587
persons	Personen	0.869	0.302	0.588
perspective	Perspektive	0.688	0.470	0.704
perspiration	Schweiß	0.385	0.667	0.490
persuade	überzeugen	0.620	0.618	0.709
persuasion	Überzeugung	0.612	0.670	0.537
persuasive	überzeugend	0.740	0.700	0.657
pert	pert	0.469	0.460	0.348
pertinent	sachdienlich	0.580	0.333	0.723
perturbation	Störung	0.270	0.840	0.500
pertussis	Pertussis	0.279	0.569	0.386
perusal	nachsehen	0.622	0.235	0.543
peruse	lesen	0.503	0.270	0.439
pervading	durchdringend	0.418	0.684	0.728
perverse	pervers	0.146	0.808	0.464
perversion	Perversion	0.083	0.830	0.490
pervert	pervers	0.082	0.863	0.500
perverted	pervertiert	0.062	0.918	0.436
pesky	nervtötend	0.250	0.760	0.431
pessimism	Pessimismus	0.083	0.484	0.264
pessimist	Pessimist	0.125	0.470	0.218
pessimistic	pessimistisch	0.088	0.394	0.236
pest	Pest	0.188	0.680	0.452
pester	belästigen	0.143	0.780	0.385
pestilence	Pest	0.122	0.660	0.283
pestle	Stößel	0.427	0.463	0.426
pesto	Pesto	0.531	0.323	0.336
pet	Haustier	0.875	0.327	0.305
petal	Blütenblatt	0.810	0.194	0.211
petite	zierlich	0.510	0.354	0.245
petition	Petition	0.498	0.575	0.415
petitioner	Antragsteller	0.601	0.531	0.566
petloss	NO TRANSLATION	0.271	0.481	0.424
petpeeve	NO TRANSLATION	0.375	0.594	0.392
petrified	versteinert	0.221	0.625	0.232
petrify	versteinern	0.177	0.571	0.447
petrol	Benzin	0.418	0.519	0.577
petroleum	Petroleum	0.583	0.451	0.640
petticoat	Petticoat	0.550	0.396	0.351
petting	Petting	0.812	0.462	0.480
petty	kleinlich	0.210	0.537	0.236
petulant	gereizt	0.247	0.685	0.491
petunia	Petunie	0.583	0.260	0.356
pew	Bank	0.449	0.235	0.664
pewter	Zinn	0.396	0.260	0.321
peyote	NO TRANSLATION	0.406	0.462	0.426
phalanx	Phalanx	0.398	0.398	0.455
phantom	Phantom	0.260	0.759	0.448
pharaoh	Pharao	0.656	0.491	0.798
pharmaceutical	Pharmazeutisch	0.500	0.435	0.562
pharmacist	Apotheker	0.592	0.382	0.648
pharmacology	Pharmakologie	0.560	0.440	0.526
pharmacy	Apotheke	0.531	0.337	0.542
phase	Phase	0.645	0.300	0.482
pheasant	Fasan	0.541	0.362	0.292
phenomenal	phänomenal	0.915	0.750	0.918
phenomenon	Phänomen	0.625	0.721	0.848
pheromone	Pheromon	0.561	0.573	0.561
phew	Puh	0.531	0.429	0.302
phi	Phi	0.420	0.361	0.452
philanthropic	philanthropisch	0.812	0.426	0.717
philanthropist	Philanthrop	0.704	0.463	0.623
philanthropy	Philanthropie	0.745	0.412	0.801
philistine	Philister	0.390	0.500	0.491
philosopher	Philosoph	0.684	0.316	0.720
philosophic	philosophisch	0.688	0.270	0.655
philosophical	philosophisch	0.719	0.275	0.713
philosophy	Philosophie	0.684	0.255	0.640
phlegm	Schleim	0.173	0.394	0.240
pho	pho	0.541	0.370	0.384
phobia	Phobie	0.173	0.904	0.291
phoenix	Phönix	0.653	0.481	0.594
phone	Telefon	0.729	0.344	0.418
phonetic	phonetisch	0.542	0.435	0.536
phonetics	Phonetik	0.646	0.425	0.519
phonics	Phonics	0.490	0.519	0.455
phonograph	Grammophon	0.561	0.398	0.565
phonology	Phonologie	0.695	0.402	0.512
phony	falsch	0.115	0.592	0.202
phooey	Pfui	0.333	0.490	0.352
phosphate	Phosphat	0.500	0.306	0.407
phosphor	Phosphor	0.438	0.480	0.427
phosphorus	Phosphor	0.429	0.539	0.370
photo	Foto	0.729	0.327	0.431
photogenic	fotogen	0.780	0.500	0.495
photograph	Foto	0.677	0.353	0.358
photographer	Fotograf	0.714	0.481	0.562
photographic	fotografisch	0.761	0.429	0.564
photography	Fotografie	0.630	0.431	0.360
photometry	Photometrie	0.417	0.456	0.436
photon	Photon	0.459	0.439	0.455
phrase	Phrase	0.630	0.264	0.314
phraseology	Phraseologie	0.620	0.406	0.537
phylogeny	Phylogenie	0.378	0.410	0.481
physical	physisch	0.750	0.520	0.607
physical therapist	Physiotherapeut	0.531	0.337	0.775
physician	Arzt	0.583	0.490	0.843
physicist	Physiker	0.635	0.538	0.693
physics	Physik	0.582	0.415	0.664
physiological	physiologisch	0.510	0.418	0.620
physiology	Physiologie	0.521	0.451	0.519
physique	Körperbau	0.643	0.500	0.543
pi	Pi	0.469	0.265	0.400
pianist	Pianist	0.806	0.491	0.573
piano	Klavier	0.704	0.343	0.438
piazza	Piazza	0.625	0.471	0.472
piccolo	NO TRANSLATION	0.625	0.423	0.380
pick	wählen	0.500	0.464	0.525
picked	abgeholt	0.740	0.518	0.670
picker	Pflücker	0.534	0.340	0.609
picket	Streikposten	0.365	0.615	0.451
picketing	Streikposten	0.330	0.557	0.471
pickle	Essiggurke	0.593	0.449	0.288
pickled	gebeizt	0.344	0.450	0.291
pickpocket	Taschendieb	0.365	0.704	0.449
pickup	abholen	0.561	0.529	0.420
picky	wählerisch	0.257	0.729	0.598
picnic	Picknick	0.625	0.470	0.375
pictorial	bildhaft	0.704	0.481	0.476
picture	Bild	0.714	0.308	0.462
pictures	Bilder	0.653	0.240	0.405
picturesque	malerisch	0.802	0.491	0.483
pie	Kuchen	0.880	0.402	0.368
piece	Stück	0.646	0.245	0.367
piecemeal	stückweise	0.615	0.269	0.319
pieceofshit	Stück Scheiße	0.083	0.724	0.292
pied	gescheckt	0.594	0.433	0.350
pier	Seebrücke	0.583	0.279	0.445
pierce	durchbohren	0.365	0.670	0.611
piety	Frömmigkeit	0.760	0.340	0.482
pig	Schwein	0.343	0.368	0.324
pigeon	Taube	0.688	0.224	0.276
piggy	Schweinchen	0.541	0.365	0.412
piggyback	huckepack	0.438	0.490	0.343
pigheaded	stur	0.271	0.472	0.358
piglet	Ferkel	0.540	0.443	0.250
pigment	Pigment	0.390	0.333	0.339
pigskin	Schweinsleder	0.347	0.449	0.300
pigsty	Schweinestall	0.133	0.529	0.221
pike	Pike	0.427	0.410	0.452
pile	Haufen	0.461	0.320	0.539
piles	Pfähle	0.469	0.423	0.468
pileup	aufstapeln	0.340	0.559	0.446
pilgrim	Pilger	0.531	0.404	0.569
pilgrimage	Pilgerfahrt	0.708	0.522	0.625
pill	Pille	0.573	0.407	0.368
pillage	plündern	0.240	0.685	0.375
pillar	Säule	0.583	0.330	0.684
pillbox	Bunker	0.385	0.339	0.296
pillow	Kissen	0.663	0.128	0.195
pillowcase	Kissenbezug	0.500	0.179	0.250
pilot	Pilot	0.688	0.680	0.736
pimp	Zuhälter	0.146	0.700	0.536
pimple	Pickel	0.245	0.370	0.274
pin	Stift	0.438	0.346	0.390
pinball	Flipper	0.582	0.640	0.442
pinch	Prise	0.340	0.632	0.339
pinching	Kneifen	0.250	0.788	0.345
pine	Kiefer	0.583	0.225	0.312
pineapple	Ananas	0.677	0.316	0.245
ping	Klingeln	0.541	0.490	0.391
pinhead	Stecknadelkopf	0.459	0.300	0.308
pinhole	Lochblende	0.375	0.279	0.345
pinion	Ritzel	0.444	0.361	0.346
pink	Rosa	0.806	0.269	0.471
pinkie	Kleiner	0.663	0.265	0.269
pinnacle	Höhepunkt	0.633	0.390	0.508
pinot	Pinot	0.365	0.370	0.361
pinpoint	zielgenau	0.583	0.443	0.528
pint	Pint	0.686	0.333	0.321
pinto	pinto	0.570	0.354	0.373
pinup	Aufstecken	0.610	0.459	0.393
pioneer	Pionier	0.796	0.618	0.802
pious	fromm	0.698	0.306	0.426
pip	Pip	0.448	0.430	0.366
pipe	Rohr	0.541	0.340	0.330
piped	piped	0.360	0.529	0.379
pipeline	Pipeline	0.479	0.337	0.411
piper	Pfeifer	0.569	0.442	0.398
pipette	Pipette	0.480	0.403	0.418
piping	Rohrleitungen	0.365	0.337	0.405
pipsqueak	Zackenquietschen	0.347	0.481	0.349
pique	pique	0.417	0.500	0.426
piracy	Piraterie	0.296	0.792	0.567
piranha	Piranha	0.219	0.799	0.575
pirate	Pirat	0.156	0.740	0.559
piscina	NO TRANSLATION	0.714	0.500	0.443
piss	Piss	0.354	0.462	0.268
pissed	besoffen	0.102	0.888	0.543
pissedoff	angefressen	0.240	0.651	0.459
pisser	NO TRANSLATION	0.378	0.547	0.398
pissesmeoff	Pissesmeoff	0.180	0.587	0.441
pissingmeoff	pissingmeoff	0.208	0.622	0.423
pissoff	verärgert	0.255	0.617	0.400
pistachio	Pistazie	0.643	0.336	0.305
pistol	Pistole	0.170	0.900	0.677
piston	Kolben	0.398	0.480	0.500
pit	Grube	0.408	0.396	0.278
pita	Pita-Brot	0.551	0.279	0.255
pitch	Tonhöhe	0.521	0.431	0.465
pitcher	Krug	0.510	0.673	0.704
pitchfork	Heugabel	0.312	0.580	0.529
pitfall	Falle	0.177	0.775	0.508
pith	Mark	0.458	0.350	0.596
pithy	kernig	0.480	0.360	0.635
pitiful	erbärmlich	0.219	0.490	0.232
pitted	entkernt	0.358	0.653	0.470
pitter	Pitter	0.469	0.424	0.384
pituitary	Hypophyse	0.406	0.365	0.442
pity	das Mitleid	0.160	0.398	0.114
pivot	schwenken	0.458	0.382	0.440
pivotal	entscheidend	0.582	0.471	0.536
pix	pix	0.521	0.373	0.364
pixie	Elf	0.562	0.537	0.325
pizza	Pizza	0.847	0.390	0.295
pizzazz	Pizzazz	0.635	0.735	0.682
pizzeria	Pizzeria	0.719	0.520	0.364
placard	Plakat	0.388	0.442	0.500
place	Ort	0.573	0.261	0.398
placebo	Placebo	0.520	0.306	0.365
placement	Platzierung	0.643	0.460	0.528
placenta	Plazenta	0.375	0.433	0.443
placid	ruhig	0.640	0.317	0.491
placket	Knopfleiste	0.408	0.231	0.228
plagiarism	Plagiat	0.135	0.716	0.436
plague	Pest	0.083	0.596	0.355
plaid	Plaid	0.480	0.330	0.417
plain	einfach	0.500	0.167	0.311
plainclothes	Zivilkleidung	0.698	0.337	0.424
plaintiff	Kläger	0.365	0.806	0.711
plaintive	klagend	0.292	0.529	0.306
plan	planen	0.646	0.540	0.733
plane	Ebene	0.510	0.356	0.386
planes	Flugzeuge	0.667	0.606	0.575
planet	Planet	0.698	0.404	0.832
planetarium	Planetarium	0.704	0.462	0.655
planetary	Planeten	0.604	0.500	0.620
planets	Planeten	0.724	0.318	0.658
plank	Planke	0.427	0.280	0.333
plankton	Plankton	0.552	0.321	0.371
planned	geplant	0.740	0.385	0.729
planner	Planer	0.760	0.469	0.868
planning	Planung	0.894	0.462	0.705
plant	Pflanze	0.730	0.180	0.371
plantation	Plantage	0.573	0.585	0.575
planter	Pflanzer	0.604	0.450	0.634
planting	Pflanzen	0.635	0.343	0.595
plaque	Plakette	0.520	0.333	0.420
plasma	Plasma	0.474	0.398	0.360
plaster	Gips	0.438	0.264	0.255
plastic	Kunststoff	0.490	0.269	0.320
plasticity	Plastizität	0.542	0.471	0.402
plat	plat	0.716	0.359	0.556
plate	Teller	0.583	0.245	0.366
plateau	Plateau	0.611	0.316	0.400
plated	plattiert	0.562	0.458	0.457
platform	Plattform	0.602	0.340	0.718
plating	Überzug	0.576	0.368	0.433
platinum	Platin	0.750	0.518	0.702
platonic	platonisch	0.490	0.461	0.469
platoon	Zug	0.448	0.700	0.745
platter	Teller	0.686	0.245	0.219
plaudit	NO TRANSLATION	0.816	0.813	0.546
plausibility	Plausibilität	0.705	0.451	0.570
plausible	plausibel	0.714	0.404	0.510
play	abspielen	0.812	0.765	0.358
playa	playa	0.724	0.510	0.575
playback	Wiedergabe	0.656	0.559	0.639
playbook	Spielbuch	0.673	0.582	0.500
playboy	Playboy	0.646	0.900	0.519
player	Spieler	0.557	0.688	0.644
playful	spielerisch	0.892	0.688	0.463
playground	Spielplatz	0.888	0.620	0.435
playhouse	Spielhaus	0.719	0.729	0.426
playmate	Spielkamerad	0.878	0.509	0.398
playoff	Spielstart	0.622	0.716	0.550
playpen	Laufstall	0.698	0.481	0.475
playroom	Spielzimmer	0.844	0.661	0.380
plaything	Spielzeug	0.708	0.602	0.277
playtime	Spielzeit	0.760	0.596	0.566
playwright	Dramatiker	0.672	0.550	0.667
plaza	Platz	0.690	0.346	0.529
plea	Plädoyer	0.633	0.491	0.517
plead	plädieren	0.177	0.596	0.195
pleasant	angenehm	0.939	0.310	0.673
pleased	zufrieden	0.939	0.548	0.795
pleasing	erfreulich	0.917	0.449	0.788
pleasurable	angenehm	0.948	0.529	0.669
pleasure	Vergnügen	0.939	0.740	0.682
pleasures	Vergnügen	0.896	0.654	0.705
pleat	Falte	0.490	0.345	0.316
pleated	Falten-	0.534	0.318	0.436
pledge	Versprechen	0.719	0.490	0.764
pledged	verpfändet	0.719	0.630	0.658
plenary	Plenum	0.573	0.356	0.598
plentiful	reichlich	0.833	0.735	0.745
plenty	viel	0.827	0.612	0.824
plenum	Plenum	0.531	0.454	0.596
plethora	Fülle	0.646	0.602	0.547
plexus	Plexus	0.333	0.405	0.395
pliable	geschmeidig	0.625	0.370	0.440
plication	Anwendung	0.360	0.460	0.500
pliers	Zange	0.561	0.334	0.441
plight	Notlage	0.450	0.520	0.547
plinth	Sockel	0.438	0.346	0.473
plodding	trottend	0.449	0.481	0.439
plop	plumpsen	0.385	0.475	0.349
plot	Handlung	0.469	0.567	0.510
plough	Pflug	0.677	0.427	0.458
ploughed	gepflügt	0.438	0.420	0.431
plover	Regenpfeifer	0.439	0.434	0.191
plow	Pflug	0.531	0.560	0.456
plowed	gepflügt	0.552	0.490	0.355
plowing	Pflügen	0.562	0.531	0.518
ploy	Trick	0.458	0.559	0.741
pluck	zupfen	0.375	0.583	0.474
plucky	mutig	0.816	0.817	0.880
plug	Stecker	0.531	0.356	0.473
plum	Pflaume	0.724	0.306	0.170
plumage	Gefieder	0.656	0.286	0.284
plumb	Lot	0.448	0.500	0.554
plumber	Klempner	0.327	0.510	0.448
plumbing	Sanitär	0.469	0.427	0.441
plume	Feder	0.469	0.323	0.375
plummet	Lot	0.302	0.750	0.360
plump	rundlich	0.385	0.480	0.387
plumper	praller	0.406	0.429	0.353
plunder	Plunder	0.125	0.894	0.574
plunge	stürzen	0.307	0.690	0.550
plunger	Kolben	0.365	0.510	0.373
plural	Plural-	0.560	0.432	0.564
plurality	Pluralität	0.683	0.473	0.587
plush	Plüsch-	0.625	0.265	0.318
plutonium	Plutonium	0.406	0.675	0.731
ply	ply	0.458	0.320	0.324
plywood	Sperrholz	0.561	0.245	0.380
pneumatic	pneumatisch	0.337	0.520	0.500
pneumonia	Lungenentzündung	0.208	0.608	0.324
poacher	Wilderer	0.240	0.673	0.612
poachers	Wilderer	0.315	0.857	0.632
poaching	Wilderei	0.302	0.824	0.526
pocket	Tasche	0.458	0.275	0.340
pocketbook	Brieftasche	0.551	0.231	0.343
pocketful	pocketful	0.594	0.279	0.306
pod	NO TRANSLATION	0.480	0.396	0.339
podium	Podium	0.627	0.365	0.702
poem	Gedicht	0.810	0.270	0.571
poems	Gedichte	0.833	0.388	0.418
poet	Dichter	0.827	0.350	0.556
poetic	poetisch	0.860	0.269	0.548
poetical	poetisch	0.802	0.327	0.518
poetics	Poetik	0.833	0.306	0.353
poetry	Poesie	0.697	0.235	0.629
pogo	Pogo	0.480	0.426	0.368
poignant	ergreifend	0.646	0.444	0.518
point	Punkt	0.490	0.193	0.431
pointedly	spitz	0.408	0.706	0.569
pointer	Zeiger	0.583	0.382	0.500
pointless	zwecklos	0.055	0.353	0.111
pointy	spitz	0.469	0.651	0.438
poise	Haltung	0.677	0.202	0.708
poison	Gift	0.083	0.760	0.573
poisoned	vergiftet	0.057	0.808	0.402
poisoning	Vergiftung	0.094	0.837	0.526
poisonous	giftig	0.102	0.870	0.533
poke	Sack	0.365	0.713	0.475
poker	Poker	0.480	0.689	0.398
pokes	stochert	0.365	0.480	0.538
polar	Polar-	0.468	0.261	0.500
polarity	Polarität	0.510	0.472	0.500
pole	Pole	0.418	0.398	0.368
polemic	Polemik	0.133	0.750	0.652
police	Polizei	0.458	0.770	0.830
police officer	Polizist	0.479	0.816	0.858
policeman	Polizist	0.542	0.708	0.898
policewoman	die Polizistin	0.530	0.740	0.727
policy	Politik	0.324	0.735	0.833
polio	Polio	0.296	0.452	0.409
polish	Polieren	0.604	0.412	0.533
polished	poliert	0.667	0.413	0.491
polite	höflich	0.927	0.378	0.562
politeness	Höflichkeit	0.875	0.353	0.618
politic	politisch	0.365	0.581	0.798
political	politisch	0.347	0.730	0.875
politician	Politiker	0.323	0.551	0.863
politics	Politik	0.250	0.528	0.855
polity	Gemeinwesen	0.268	0.583	0.802
polka	Polka	0.604	0.451	0.426
poll	Umfrage	0.552	0.500	0.554
pollen	Pollen	0.622	0.212	0.292
polling	Umfrage	0.448	0.598	0.602
pollute	verschmutzen	0.173	0.660	0.480
pollution	Verschmutzung	0.062	0.694	0.445
polo	Polo	0.582	0.360	0.415
poltergeist	Poltergeist	0.271	0.784	0.544
polyester	Polyester	0.479	0.270	0.366
polygamy	Polygamie	0.365	0.647	0.563
polygon	Polygon	0.490	0.558	0.557
polygonal	polygonal	0.427	0.441	0.528
polygraph	Lügendetektor	0.427	0.491	0.602
polymer	Polymer	0.438	0.330	0.393
polymorphism	Polymorphismus	0.429	0.592	0.558
pomp	Pomp	0.448	0.491	0.413
pompous	pompös	0.500	0.571	0.409
poncho	Poncho	0.490	0.265	0.231
pond	Teich	0.520	0.337	0.358
ponder	überlege	0.740	0.380	0.689
ponderous	schwerfällig	0.290	0.450	0.534
pong	Pong	0.500	0.500	0.396
pontiff	Papst	0.625	0.363	0.723
pontificate	Pontifikat	0.584	0.424	0.704
pontoon	Ponton	0.500	0.377	0.373
pony	Pony	0.812	0.413	0.315
ponytail	Pferdeschwanz	0.541	0.337	0.302
pooch	Hündchen	0.355	0.360	0.347
poodle	Pudel	0.500	0.413	0.301
poof	poof	0.469	0.387	0.210
pool	Schwimmbad	0.625	0.356	0.598
poop	Poop	0.163	0.430	0.172
poor	Arm	0.156	0.358	0.087
poorly	schlecht	0.077	0.620	0.196
pop	Pop	0.673	0.510	0.491
popcorn	Popcorn	0.875	0.441	0.231
pope	Papst	0.600	0.375	0.636
popper	Popper	0.420	0.509	0.411
poppy	Mohn	0.635	0.392	0.357
poppycock	Quatsch	0.347	0.510	0.385
popsicle	Eis am Stiel	0.667	0.300	0.364
popular	Beliebt	0.880	0.676	0.731
popularity	Popularität	0.896	0.784	0.861
popularized	popularisiert	0.750	0.771	0.745
population	Population	0.615	0.423	0.667
populous	dicht besiedelt	0.520	0.630	0.725
porcelain	Porzellan	0.562	0.310	0.349
porch	Veranda	0.535	0.324	0.388
porcupine	Stachelschwein	0.388	0.421	0.367
pore	Pore	0.427	0.271	0.342
pork	Schweinefleisch	0.370	0.450	0.333
porker	Mastschwein	0.521	0.602	0.500
porky	Schweinefleisch	0.234	0.483	0.333
porn	Porno	0.344	0.915	0.421
porno	porno	0.302	0.923	0.519
pornographic	pornografisch	0.230	0.896	0.500
pornography	Pornographie	0.323	0.921	0.481
porosity	Porosität	0.312	0.343	0.402
porous	porös	0.385	0.370	0.264
porridge	Haferbrei	0.573	0.229	0.274
port	Hafen	0.550	0.409	0.513
portable	tragbar	0.615	0.356	0.582
portage	Portage	0.490	0.490	0.445
portal	Portal	0.583	0.347	0.547
porter	Porter	0.571	0.375	0.654
porterhouse	Portierhaus	0.602	0.364	0.418
portfolio	Portfolio	0.625	0.280	0.498
porthole	Bullauge	0.500	0.353	0.382
portico	Portikus	0.521	0.444	0.366
portion	Portion	0.536	0.364	0.398
portrait	Porträt	0.698	0.186	0.467
portraiture	Porträtmalerei	0.735	0.298	0.445
portray	porträtieren	0.656	0.529	0.457
pose	Pose	0.427	0.330	0.361
poser	NO TRANSLATION	0.469	0.385	0.316
posh	vornehm	0.823	0.337	0.750
posited	gesetzt	0.615	0.410	0.620
position	Position	0.604	0.451	0.538
positioning	Positionierung	0.615	0.490	0.795
positive	positiv	0.959	0.510	0.855
positiveenergy	NO TRANSLATION	0.940	0.500	0.808
positively	positiv	0.969	0.645	0.795
positivity	Positivität	0.959	0.549	0.870
posse	Posse	0.398	0.510	0.473
possess	besitzen	0.670	0.590	0.727
possessed	besessen	0.327	0.884	0.611
possessing	besitzen	0.461	0.593	0.612
possession	Besitz	0.677	0.676	0.848
possessive	besitzergreifend	0.279	0.648	0.696
possessor	Besitzer	0.480	0.573	0.773
possibility	Möglichkeit	0.816	0.481	0.596
possible	möglich	0.688	0.316	0.548
possibly	möglicherweise	0.448	0.400	0.500
possum	Opossum	0.408	0.471	0.306
post	Post	0.520	0.426	0.548
postage	Porto	0.560	0.471	0.527
postal	Post-	0.765	0.245	0.411
postcard	Postkarte	0.822	0.292	0.390
poster	Poster	0.542	0.275	0.365
posterior	hintere	0.510	0.385	0.517
posterity	Nachwelt	0.565	0.460	0.683
posthumous	posthum	0.232	0.441	0.430
postman	Briefträger	0.643	0.482	0.455
postmortem	postmortem	0.296	0.486	0.420
postpone	verschieben	0.316	0.408	0.451
postponed	verschoben	0.439	0.327	0.402
postponement	Verschiebung	0.448	0.569	0.414
postscript	Nachschrift	0.487	0.300	0.409
postulate	Postulat	0.487	0.470	0.694
posture	Haltung	0.562	0.309	0.598
pot	Topf	0.500	0.186	0.294
potable	trinkbar	0.765	0.326	0.431
potassium	Kalium	0.469	0.314	0.472
potato	Kartoffel	0.541	0.235	0.265
potatoes	Kartoffeln	0.690	0.271	0.309
potency	Potenz	0.708	0.745	0.879
potent	potent	0.698	0.784	0.907
potential	Potenzial	0.806	0.625	0.840
pothead	Kiffer	0.378	0.510	0.375
pothole	Schlagloch	0.344	0.294	0.283
potion	Trank	0.500	0.400	0.417
potluck	Potluck	0.621	0.561	0.433
potpourri	Potpourri	0.646	0.580	0.295
potted	vergossen	0.469	0.336	0.375
potter	Töpfer	0.573	0.417	0.482
pottery	Keramik	0.594	0.286	0.422
potty	Töpfchen	0.367	0.373	0.317
pouch	Beutel	0.438	0.230	0.271
poultry	Geflügel	0.480	0.375	0.314
pounce	Sprung	0.490	0.657	0.518
pound	Pfund	0.570	0.337	0.443
pounding	Stampfen	0.333	0.843	0.731
pour	NO TRANSLATION	0.448	0.570	0.375
pout	Schmollmund	0.458	0.354	0.202
pouting	schmollend	0.263	0.471	0.270
pouty	Schmollmund	0.333	0.480	0.393
poverty	Armut	0.071	0.519	0.183
pow	pow	0.375	0.440	0.426
powder	Pulver	0.521	0.250	0.194
powdered	gepudert	0.520	0.375	0.420
powdery	puderig	0.323	0.390	0.211
power	Leistung	0.719	0.670	0.953
powerful	mächtig	0.865	0.830	0.991
powerfully	kraftvoll	0.854	0.724	0.935
powerhouse	Kraftpaket	0.630	0.755	0.787
powerless	machtlos	0.125	0.500	0.328
powwow	powwow	0.490	0.650	0.406
pox	Pocken	0.235	0.567	0.309
practicable	möglich	0.677	0.429	0.635
practical	praktisch	0.710	0.490	0.608
practically	praktisch	0.622	0.402	0.588
practice	trainieren	0.684	0.582	0.639
practiced	geübt	0.612	0.605	0.580
practise	trainieren	0.713	0.490	0.616
practitioner	Praktiker	0.704	0.497	0.684
pragmatic	pragmatisch	0.573	0.433	0.637
prairie	Prärie	0.673	0.183	0.415
praise	loben	0.776	0.387	0.658
praised	gelobt	0.950	0.441	0.721
praisegod	NO TRANSLATION	0.851	0.500	0.638
praisejesus	NO TRANSLATION	0.833	0.377	0.672
praises	lobt	0.878	0.491	0.750
praiseworthy	lobenswert	0.875	0.445	0.788
praising	loben	0.906	0.557	0.623
prance	tänzeln	0.683	0.547	0.435
prank	Streich	0.571	0.690	0.389
prawn	Garnele	0.488	0.324	0.390
praxis	Praxis	0.438	0.439	0.593
pray	beten	0.714	0.127	0.627
prayer	Gebet	0.745	0.217	0.604
prayforme	bete für mich	0.520	0.404	0.445
praying	Beten	0.646	0.235	0.415
praying mantis	Gottesanbeterin	0.479	0.442	0.510
preach	predigen	0.602	0.480	0.702
preacher	Prediger	0.551	0.388	0.741
preaching	Predigt	0.646	0.604	0.795
preamble	Präambel	0.541	0.555	0.491
precarious	prekär	0.107	0.540	0.273
precaution	Vorsicht	0.625	0.520	0.406
precautionary	vorsorglich	0.449	0.587	0.548
precede	vorausgehen	0.615	0.566	0.552
precedence	Vorrang	0.594	0.520	0.598
precedent	Präzedenzfall	0.574	0.392	0.721
preceding	vor	0.456	0.442	0.663
precept	Gebot	0.448	0.480	0.636
preceptor	Lehrer	0.521	0.433	0.724
precession	Präzession	0.469	0.460	0.594
precinct	Bezirk	0.375	0.431	0.527
precincts	Bezirke	0.531	0.324	0.418
precious	kostbar	0.917	0.500	0.726
precipice	Abgrund	0.198	0.784	0.396
precipitate	Präzipitat	0.417	0.770	0.500
precipitation	Niederschlag	0.454	0.663	0.531
precipitous	steil	0.429	0.651	0.514
precise	präzise	0.833	0.358	0.769
precisely	genau	0.816	0.388	0.714
precision	Präzision	0.677	0.431	0.875
preclude	ausschließen	0.333	0.552	0.417
precocious	frühreif	0.398	0.610	0.324
precursor	Vorläufer	0.580	0.672	0.783
predator	Raubtier	0.143	0.760	0.777
predatory	räuberisch	0.083	0.865	0.731
predecessor	Vorgänger	0.635	0.415	0.593
