Word	Slovenian-sl	Valence	Arousal	Dominance
manly	moški	0.698	0.633	0.846
manna	manna	0.698	0.294	0.544
manned	osebje	0.551	0.588	0.484
mannequin	manekenka	0.427	0.302	0.295
manner	način	0.618	0.250	0.320
mannered	navdušeni	0.469	0.556	0.291
manners	načini	0.816	0.284	0.517
manor	dvorec	0.646	0.358	0.738
manpower	delovna sila	0.531	0.620	0.543
mansion	dvorec	0.847	0.490	0.717
mansions	dvorci	0.735	0.529	0.777
manslaughter	uboj	0.090	0.920	0.473
mantel	mantel	0.500	0.265	0.471
mantis	mantis	0.480	0.355	0.421
mantle	plašč	0.510	0.269	0.422
mantra	mantra	0.396	0.249	0.357
manual	priročnik	0.635	0.245	0.449
manufacture	proizvodnjo	0.868	0.703	0.780
manufacturer	proizvajalca	0.688	0.537	0.830
manufacturing	proizvodnja	0.653	0.613	0.804
manure	gnoj	0.250	0.471	0.241
manuscript	rokopis	0.510	0.208	0.540
map	zemljevid	0.561	0.229	0.463
maple	javor	0.541	0.390	0.339
mar	mar	0.622	0.544	0.545
marathon	maraton	0.646	0.778	0.740
marble	marmorja	0.604	0.212	0.667
marbled	marmoriran	0.396	0.385	0.418
marbles	frnikole	0.714	0.345	0.241
march	marš	0.531	0.200	0.483
mare	NO TRANSLATION	0.541	0.320	0.417
margarine	margarin	0.530	0.316	0.333
margarita	margarita	0.750	0.438	0.420
margin	marža	0.500	0.219	0.331
marginal	obrobno	0.235	0.644	0.345
mariachi	mariachi	0.710	0.559	0.609
marijuana	marihuana	0.312	0.779	0.558
marinara	marinara	0.657	0.388	0.435
marine	morje	0.633	0.471	0.679
mariner	mariner	0.652	0.491	0.676
marital	zakonska zveza	0.760	0.529	0.500
maritime	pomorski	0.646	0.490	0.713
mark	označite	0.491	0.231	0.600
marked	označeno	0.592	0.358	0.554
marker	označevalec	0.500	0.333	0.605
market	trg	0.724	0.480	0.521
marketable	tržno	0.746	0.545	0.664
marketing	trženje	0.521	0.774	0.675
marketplace	trg	0.698	0.420	0.525
marks	oznake	0.430	0.480	0.424
marksman	strelca	0.500	0.833	0.692
marksmanship	rokomet	0.573	0.531	0.664
marl	marl	0.372	0.471	0.351
marmalade	marmelada	0.729	0.370	0.288
maroon	bordo	0.469	0.358	0.336
marooned	marooned	0.229	0.480	0.160
marquee	marquee	0.602	0.284	0.508
marquis	marquis	0.521	0.444	0.562
marred	Married	0.181	0.561	0.233
marriage	zakon	0.844	0.684	0.750
married	poročen	0.674	0.570	0.602
marrow	srce	0.398	0.422	0.472
marry	poroči se	0.896	0.765	0.673
marsh	močvirje	0.302	0.358	0.277
marshal	maršal	0.469	0.610	0.819
marshmallow	marshmallow	0.740	0.441	0.391
mart	mart	0.531	0.402	0.418
martial	borilno	0.480	0.710	0.737
martingale	martingale	0.469	0.510	0.455
martini	martini	0.828	0.500	0.519
martyr	mučenik	0.281	0.708	0.509
martyrdom	mučeništvo	0.323	0.745	0.442
marvel	čudite	0.961	0.755	0.866
marvellous	čudovito	0.878	0.809	0.849
marvelous	čudovito	0.948	0.637	0.778
marvelously	čudovito	0.968	0.708	0.764
marzipan	NO TRANSLATION	0.684	0.380	0.258
mascara	maskara	0.575	0.450	0.269
mascot	maskota	0.750	0.337	0.337
masculine	moški	0.653	0.540	0.773
masculinity	moškost	0.583	0.670	0.851
mash	kaša	0.440	0.363	0.283
mashed	pire	0.531	0.337	0.194
mask	maska	0.510	0.490	0.537
masked	prikriti	0.375	0.549	0.518
masks	maske	0.510	0.472	0.241
masochism	mazohizem	0.194	0.845	0.483
masochist	mazohist	0.164	0.784	0.353
mason	mason	0.541	0.442	0.580
masquerade	maskara	0.431	0.633	0.446
mass	masa	0.458	0.245	0.277
massacre	pokol	0.031	0.887	0.640
massage	sporočilo	0.708	0.356	0.413
masses	mase	0.552	0.453	0.473
masseur	maser	0.622	0.265	0.463
masseuse	maserka	0.594	0.373	0.391
massive	ogromno	0.569	0.660	0.750
mast	jambor	0.542	0.390	0.580
master	mojster	0.694	0.490	0.849
masterful	mojstrsko	0.854	0.510	0.960
mastermind	Načrtovalec	0.792	0.625	0.918
masterpiece	mojstrovina	0.926	0.623	0.847
mastery	mojstrstvo	0.755	0.648	0.873
masturbate	masturbirati	0.552	0.926	0.500
masturbation	masturbacija	0.542	0.961	0.509
mat	mat	0.459	0.221	0.304
matador	matador	0.224	0.880	0.667
match	tekmo	0.599	0.573	0.500
matchbook	tekmovalec	0.562	0.391	0.412
matching	ujemanje	0.719	0.735	0.418
matchmaker	tekmovalec	0.615	0.509	0.519
mate	mate	0.847	0.417	0.669
material	material	0.521	0.363	0.439
materialism	materializem	0.220	0.390	0.556
materialist	materialist	0.255	0.491	0.504
materialistic	materialistično	0.420	0.506	0.589
materiality	materialnost	0.417	0.450	0.636
materialize	materializirati	0.688	0.596	0.728
materially	materialno	0.490	0.451	0.670
materials	materialov	0.633	0.361	0.473
materiel	material	0.531	0.294	0.417
maternal	materni	0.847	0.417	0.634
maternity	materinstvo	0.865	0.480	0.622
math	matematika	0.417	0.375	0.600
mathematical	matematično	0.620	0.500	0.548
mathematician	matematik	0.541	0.418	0.773
mathematics	matematika	0.438	0.435	0.664
matinee	Matinee	0.694	0.578	0.447
mating	parjenje	0.755	0.840	0.759
matriculation	matriko	0.622	0.490	0.675
matrimony	zakon	0.850	0.637	0.843
matrix	matrika	0.551	0.378	0.673
matron	matron	0.520	0.519	0.555
matted	ročno	0.281	0.519	0.393
matter	zadevo	0.487	0.353	0.562
matting	roza	0.479	0.405	0.423
mattress	žimnico	0.612	0.255	0.397
maturation	zorenje	0.612	0.439	0.698
mature	zrel	0.625	0.347	0.600
maturity	Zrelost	0.827	0.400	0.806
maudlin	maudlin	0.337	0.417	0.368
mausoleum	mavzolej	0.344	0.281	0.594
mauve	blato	0.533	0.330	0.314
maverick	Maverick	0.354	0.676	0.409
maxim	maxim	0.875	0.562	0.887
maximize	povečati	0.823	0.765	0.792
maximum	največja	0.724	0.724	0.852
may	lahko	0.704	0.273	0.245
mayday	mayday	0.344	0.643	0.423
mayflower	mayflower	0.690	0.463	0.429
mayhem	Zločin	0.188	0.870	0.364
mayonnaise	majoneza	0.510	0.320	0.222
mayor	župan	0.469	0.481	0.818
maze	labirint	0.438	0.608	0.444
mead	medveda	0.667	0.337	0.441
meadow	travnik	0.622	0.130	0.382
meager	skromno	0.144	0.389	0.281
meal	obrok	0.833	0.461	0.473
mean	pomeni	0.440	0.467	0.620
meander	meander	0.480	0.443	0.454
meandering	meandering	0.427	0.644	0.539
meanie	Meanie	0.388	0.420	0.404
meaning	pomen	0.663	0.395	0.625
meaningful	smiselno	0.770	0.500	0.802
meaningless	Brez pomena	0.156	0.314	0.143
meanness	pomanjkanje	0.102	0.694	0.368
means	sredstva	0.615	0.373	0.460
meantime	Medtem	0.432	0.222	0.300
measles	ošpice	0.092	0.635	0.422
measurable	merljivi	0.604	0.410	0.602
measure	ukrep	0.510	0.375	0.365
measured	merjeno	0.542	0.265	0.578
measurement	merjenje	0.622	0.418	0.491
measuring	meriti	0.448	0.337	0.529
measuring cup	posoda za merjenje	0.557	0.343	0.377
measuring tape	merilni trak	0.337	0.280	0.327
meat	meso	0.612	0.421	0.413
meatball	meso	0.612	0.279	0.343
meathead	meso	0.306	0.534	0.490
meatloaf	mesno meso	0.625	0.389	0.375
mechanic	mehanik	0.571	0.433	0.566
mechanical	mehansko	0.479	0.569	0.564
mechanics	mehanike	0.542	0.500	0.761
mechanism	mehanizem	0.573	0.583	0.664
med	NO TRANSLATION	0.375	0.429	0.606
medal	medalja	0.854	0.555	0.746
medallion	medaljon	0.750	0.510	0.710
medallist	medaljo	0.796	0.821	0.897
meddle	Meddle	0.302	0.770	0.526
meddling	mešanje	0.245	0.600	0.461
media	mediji	0.500	0.330	0.464
medial	srednji	0.458	0.340	0.429
median	mediana	0.459	0.216	0.375
mediate	posredovati	0.635	0.308	0.654
mediation	mediacija	0.661	0.350	0.657
mediator	mediator	0.592	0.438	0.580
medic	medic	0.500	0.472	0.585
medical	medicinski	0.583	0.373	0.616
medicate	zdraviti	0.417	0.375	0.546
medication	zdravila	0.615	0.439	0.500
medicinal	zdravilni	0.667	0.417	0.614
medicine	zdravila	0.708	0.318	0.679
medieval	srednjeveški	0.560	0.408	0.455
mediocre	povprečen	0.188	0.481	0.149
mediocrity	povprečnost	0.073	0.398	0.225
meditate	Meditirajte	0.812	0.146	0.564
meditating	meditiranje	0.718	0.185	0.399
meditation	meditacija	0.786	0.120	0.478
meditative	meditativno	0.614	0.120	0.454
mediterranean	mediteransko	0.663	0.454	0.545
medium	srednje	0.559	0.356	0.358
medley	medley	0.487	0.352	0.400
meek	krotko	0.531	0.150	0.198
meet	srečati	0.760	0.510	0.580
meeting	srečanje	0.750	0.569	0.613
mega	mega	0.724	0.538	0.723
meh	meh	0.380	0.286	0.365
melancholic	melanholični	0.181	0.306	0.277
melancholy	melanholija	0.188	0.260	0.237
melee	g	0.541	0.704	0.611
mellow	mellow	0.633	0.069	0.265
melodious	melodično	0.932	0.530	0.587
melodrama	melodrama	0.378	0.830	0.446
melodramatic	melodramatično	0.235	0.692	0.368
melody	melodijo	0.847	0.434	0.405
melon	melona	0.461	0.231	0.271
melt	talini	0.448	0.615	0.312
meltdown	stopiti	0.629	0.657	0.602
melting	taljenje	0.592	0.470	0.538
member	član	0.698	0.333	0.555
membership	članstvo	0.698	0.411	0.778
membrane	membrana	0.406	0.430	0.418
memento	memento	0.708	0.360	0.536
memo	obvestilo	0.625	0.235	0.407
memoir	memoir	0.750	0.242	0.553
memorabilia	spominke	0.780	0.412	0.491
memorable	nepozabno	0.939	0.510	0.769
memorandum	memorandum	0.600	0.500	0.639
memorial	spomenik	0.602	0.304	0.600
memorials	spomeniki	0.771	0.333	0.679
memories	spomini	0.963	0.487	0.510
memoriesiwontforget	NO TRANSLATION	0.635	0.542	0.455
memorize	Zapomni si	0.520	0.451	0.716
memory	spomin	0.792	0.378	0.573
menace	nevarnost	0.125	0.894	0.759
menacing	grozljiv	0.042	0.880	0.643
menagerie	menagerie	0.573	0.480	0.538
mend	popravi	0.542	0.436	0.602
mending	popravljanje	0.500	0.633	0.657
menial	menial	0.490	0.420	0.352
meningitis	meningitis	0.104	0.612	0.407
meniscus	meniskus	0.323	0.330	0.453
menopause	menopavza	0.204	0.460	0.306
menses	menstruacije	0.163	0.686	0.331
menstrual	menstrualni	0.408	0.519	0.435
mental	duševno	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	mentaliteta	0.711	0.415	0.726
menthol	mentol	0.490	0.292	0.433
mention	omeniti	0.562	0.365	0.562
mentor	mentor	0.719	0.455	0.777
menu	meni	0.633	0.333	0.385
meow	mijav	0.510	0.510	0.412
mercantile	merkantilni	0.480	0.490	0.713
mercenary	plačancev	0.245	0.837	0.673
merchandise	trgovsko blago	0.594	0.460	0.621
merchant	trgovec	0.675	0.500	0.620
merciful	milostiv	0.854	0.346	0.500
merciless	nemilost	0.062	0.880	0.634
mercurial	mercurial	0.490	0.546	0.518
mercury	živo srebro	0.337	0.312	0.475
mercy	milost	0.719	0.229	0.500
mere	Samo	0.396	0.221	0.176
merengue	merengue	0.688	0.519	0.442
merge	združiti	0.760	0.480	0.733
merger	združitev	0.592	0.490	0.642
meridian	poldnevnik	0.510	0.324	0.558
meridional	meridian	0.365	0.290	0.600
meringue	Meringue	0.625	0.580	0.411
merit	zasluga	0.854	0.500	0.722
meritorious	zaslužna	0.781	0.618	0.855
mermaid	sirena	0.765	0.623	0.452
merriment	Veselost	0.948	0.721	0.632
merry	vesel	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	mesa	0.604	0.191	0.319
mescaline	meskalin	0.490	0.580	0.415
mesh	mreža	0.429	0.235	0.371
meshes	očesa	0.440	0.363	0.362
mesmerized	mesmeriziran	0.520	0.552	0.421
mess	nered	0.143	0.843	0.273
message	sporočilo	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	messenger	0.694	0.434	0.500
messiah	Mesija	0.781	0.634	0.800
messy	grdo	0.260	0.635	0.140
metabolic	metabolični	0.408	0.531	0.559
metabolism	metabolizem	0.698	0.509	0.555
metal	kovinski	0.551	0.429	0.547
metallic	kovinski	0.615	0.330	0.607
metallurgy	metalurgija	0.396	0.509	0.587
metamorphosis	metamorfoza	0.541	0.571	0.613
metaphor	metafora	0.562	0.280	0.470
metaphorical	metaforično	0.500	0.412	0.480
metaphysical	metafizično	0.630	0.573	0.686
metaphysics	metafizika	0.561	0.396	0.588
metastasis	metastaze	0.177	0.646	0.452
meteor	meteor	0.398	0.714	0.737
meteoric	meteorično	0.590	0.802	0.684
meteorite	meteorit	0.385	0.794	0.750
meteorological	meteorološki	0.635	0.557	0.556
meteorology	meteorologija	0.630	0.418	0.689
meter	meter	0.438	0.300	0.463
meth	meth	0.354	0.564	0.340
methadone	metadon	0.240	0.540	0.453
methane	metana	0.290	0.460	0.569
methanol	metanol	0.292	0.500	0.570
method	metoda	0.640	0.275	0.698
methodical	metodično	0.663	0.360	0.745
methodology	metodologija	0.664	0.327	0.745
meticulous	natančno	0.555	0.480	0.555
metime	metime	0.531	0.398	0.417
metric	meritev	0.519	0.248	0.573
metrical	metrično	0.521	0.375	0.482
metrology	meroslovje	0.531	0.432	0.439
metropolis	metropola	0.656	0.625	0.779
metropolitan	metropolitan	0.387	0.408	0.723
mettle	mettle	0.667	0.529	0.750
mew	mew	0.418	0.481	0.380
mezzanine	mezzanin	0.479	0.427	0.404
mica	sljuda	0.531	0.250	0.314
mick	Mick	0.449	0.451	0.382
micro	mikro	0.500	0.270	0.250
microbe	mikroba	0.255	0.450	0.340
microbiology	mikrobiologija	0.571	0.378	0.560
microchip	mikročip	0.551	0.358	0.432
microcosm	mikrokosmos	0.500	0.500	0.520
microfilm	mikrofilm	0.469	0.352	0.412
microgram	mikrogram	0.448	0.286	0.355
micrometer	mikrometer	0.573	0.358	0.394
micron	mikron	0.375	0.291	0.315
microphone	mikrofon	0.551	0.431	0.462
microscope	mikroskop	0.531	0.330	0.464
microscopic	mikroskopsko	0.360	0.327	0.433
microscopically	mikroskopsko	0.623	0.370	0.412
microscopy	mikroskopija	0.500	0.339	0.455
microwave	mikrovalovna pečica	0.542	0.497	0.443
mid	sredi	0.500	0.315	0.356
midair	midair	0.633	0.413	0.455
midday	sreda	0.658	0.250	0.403
middle	sredi	0.458	0.157	0.300
middleman	posrednik	0.500	0.404	0.452
middleweight	srednja teža	0.510	0.302	0.428
midget	mali	0.396	0.295	0.254
midland	Midland	0.521	0.402	0.456
midlife	srednje življenje	0.594	0.244	0.473
midline	sredinska linija	0.332	0.224	0.330
midnight	polnoči	0.562	0.470	0.545
midshipman	midi	0.469	0.615	0.785
midst	sredi	0.324	0.275	0.296
midsummer	poletje	0.781	0.480	0.492
midterm	sredi	0.427	0.337	0.425
midtown	Midtown	0.479	0.442	0.538
midway	na sredini	0.459	0.316	0.304
midwife	babica	0.531	0.570	0.453
midwifery	babica	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	miffed	0.204	0.726	0.429
mighty	mogočna	0.855	0.837	0.936
mignon	mignon	0.551	0.440	0.423
migraine	migrena	0.135	0.783	0.318
migrate	migrirajo	0.415	0.580	0.454
migration	migracije	0.492	0.731	0.566
migratory	migrator	0.448	0.521	0.491
mike	mike	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	blagi	0.635	0.198	0.216
mildew	plesni	0.344	0.250	0.241
mildness	blagost	0.827	0.226	0.311
mile	milje	0.521	0.417	0.456
mileage	kilometrine	0.510	0.458	0.562
milestone	mejnik	0.719	0.373	0.558
militant	militantno	0.418	0.667	0.750
militants	militantov	0.260	0.673	0.652
military	vojska	0.396	0.710	0.875
militia	milicija	0.396	0.729	0.769
milk	mleko	0.817	0.270	0.327
milkman	mlečnik	0.750	0.380	0.304
milkshake	milkshake	0.796	0.521	0.330
milky	mlečno mleko	0.517	0.283	0.311
mill	mlin	0.531	0.382	0.347
millennium	tisočletje	0.573	0.398	0.760
milligram	miligram	0.429	0.217	0.302
millimeter	milimeter	0.427	0.177	0.360
million	milijonov	0.776	0.647	0.812
millionaire	milijonar	0.917	0.755	0.850
millionth	milionitega	0.635	0.528	0.611
millstone	mlinski kamen	0.510	0.433	0.492
mime	mime	0.455	0.235	0.302
mimic	posnema	0.557	0.587	0.391
mimicking	posnemanje	0.316	0.433	0.364
mimicry	mimikrija	0.420	0.337	0.472
mince	sesalec	0.417	0.529	0.378
mincemeat	mincemeat	0.396	0.435	0.358
mind	um	0.650	0.388	0.627
minded	mislim	0.656	0.394	0.627
mindful	pozoren	0.765	0.450	0.725
mindfulness	pozornost	0.729	0.635	0.745
mindless	brezumno	0.184	0.333	0.153
mine	moj	0.688	0.418	0.578
minefield	minsko polje	0.188	0.839	0.684
miner	rudar	0.408	0.594	0.644
mineral	mineral	0.519	0.287	0.605
mineralogy	mineralogija	0.551	0.408	0.545
mingle	mešati	0.561	0.480	0.434
mingled	mešan	0.521	0.392	0.357
mini	mini	0.421	0.324	0.221
miniature	miniaturno	0.429	0.292	0.204
minibus	minibus	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	minimalno	0.448	0.147	0.206
minimize	zmanjšati	0.360	0.236	0.311
minimized	zmanjšana	0.458	0.137	0.208
minimum	najmanj	0.380	0.198	0.194
mining	rudarstvo	0.633	0.598	0.554
minion	minion	0.490	0.430	0.167
minister	minister	0.547	0.441	0.892
ministerial	ministerial	0.571	0.519	0.660
ministry	ministrstvo	0.510	0.346	0.717
minivan	minivan	0.592	0.356	0.452
mink	mink	0.560	0.515	0.430
minnow	minnow	0.541	0.367	0.364
minor	manjša	0.250	0.235	0.175
minority	manjšina	0.310	0.332	0.211
minstrel	minstrel	0.458	0.541	0.397
mint	meta	0.688	0.221	0.345
minty	Minty	0.635	0.292	0.361
minuscule	minuscule	0.396	0.286	0.214
minute	minuto	0.582	0.279	0.356
minutiae	minioe	0.323	0.257	0.316
minx	minx	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	čudež	0.917	0.607	0.806
miracles	čudeže	0.922	0.735	0.692
miraculous	čudežno	0.875	0.706	0.812
mirage	Mirige	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	ogledalo	0.677	0.310	0.438
mirth	veselje	0.888	0.640	0.608
misappropriation	zlorabe	0.097	0.831	0.500
misbehave	neusmiljeno	0.020	0.847	0.304
misbehavior	nepravilno vedenje	0.031	0.704	0.269
miscalculation	napačno izračunavanje	0.177	0.490	0.353
miscarriage	spontani splav	0.042	0.781	0.312
miscellaneous	razno	0.531	0.321	0.196
miscellany	Različica	0.500	0.412	0.384
mischief	nagajivost	0.385	0.834	0.292
mischievous	hudobno	0.439	0.804	0.472
misconception	napačno razumevanje	0.210	0.557	0.291
misconduct	nepravilnost	0.061	0.667	0.304
misdemeanor	prekršek	0.210	0.640	0.364
misdirection	napačna usmeritev	0.131	0.710	0.281
miser	bedak	0.208	0.633	0.311
miserable	nesrečen	0.062	0.461	0.188
miserably	žalostno	0.280	0.545	0.150
misery	beda	0.146	0.378	0.158
misfire	neusmiljenje	0.153	0.453	0.200
misfit	neuspeli	0.173	0.500	0.393
misfortune	nesreča	0.094	0.780	0.311
misguided	NO TRANSLATION	0.280	0.531	0.259
mishap	nesreča	0.071	0.654	0.227
misinformed	napačno informiran	0.156	0.567	0.250
misinterpretation	napačna razlaga	0.112	0.556	0.360
mislead	zavajajo	0.167	0.765	0.412
misleading	zavajajoče	0.070	0.660	0.272
misled	zavedeni	0.177	0.606	0.353
mismanagement	slabo upravljanje	0.094	0.520	0.295
mismatch	neusklajenost	0.250	0.459	0.282
mismatched	neusklajeno	0.250	0.557	0.302
misnomer	napačno	0.296	0.528	0.284
misplace	napačno	0.229	0.461	0.191
misplaced	napačno	0.247	0.450	0.324
misread	napačno	0.115	0.558	0.315
misrepresent	napačna predstavitev	0.198	0.542	0.418
misrepresentation	napačna predstavitev	0.323	0.618	0.518
misrepresented	napačno predstavljen	0.042	0.519	0.466
miss	zgrešiti	0.573	0.490	0.408
missile	projektil	0.240	0.830	0.764
missiles	rakete	0.070	0.922	0.830
missing	pogrešam	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	poslanstvo	0.765	0.633	0.870
missionary	misijonar	0.729	0.404	0.596
misspell	misspell	0.292	0.423	0.281
misstatement	napačna navedba	0.302	0.547	0.221
missy	missy	0.521	0.480	0.333
mist	megla	0.375	0.194	0.221
mistake	napaka	0.208	0.585	0.102
mistaken	napačno	0.131	0.630	0.212
mister	gospod	0.604	0.406	0.663
mistletoe	Oma	0.542	0.470	0.324
mistreated	zlorabljen	0.010	0.792	0.200
mistress	ljubica	0.630	0.796	0.694
mistrial	mistrial	0.427	0.539	0.536
mistrust	nezaupanje	0.135	0.657	0.231
misty	megleno	0.427	0.451	0.278
misunderstand	napačno razumeti	0.177	0.548	0.382
misunderstanding	nesporazum	0.112	0.618	0.284
misunderstood	napačno razumljen	0.177	0.625	0.309
misuse	zloraba	0.083	0.560	0.196
mite	pršice	0.290	0.584	0.271
miter	miter	0.458	0.500	0.414
mitigate	ublažiti	0.506	0.427	0.456
mitigating	ublažitev	0.551	0.520	0.600
mitigation	ublažitev	0.448	0.527	0.423
mitt	mitt	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	mitzvah	0.422	0.610	0.409
mix	mešamo	0.542	0.490	0.472
mixed	mešano	0.510	0.346	0.444
mixedemotions	mešani občutki	0.440	0.673	0.430
mixer	mešalnik	0.562	0.500	0.556
mixture	mešanica	0.546	0.360	0.481
mnemonic	Mnemonik	0.531	0.480	0.452
moan	moan	0.357	0.735	0.352
moat	Ruta	0.398	0.380	0.314
mob	mob	0.296	0.788	0.567
mobile	mobilni	0.615	0.569	0.481
mobility	mobilnost	0.700	0.596	0.654
mobilization	mobilizacija	0.688	0.720	0.787
mobilize	mobilizirati	0.604	0.684	0.727
mobster	mobster	0.188	0.870	0.638
mocha	moka	0.500	0.396	0.311
mock	lažni	0.360	0.606	0.618
mocked	Razmetal se je	0.225	0.746	0.204
mockery	posmehovanje	0.094	0.806	0.181
mocking	zmešan	0.082	0.755	0.394
mockingbird	mockingbird	0.513	0.337	0.423
mod	mod	0.458	0.367	0.384
modal	modal	0.592	0.264	0.461
modality	modaliteta	0.633	0.404	0.527
mode	način	0.531	0.185	0.367
model	model	0.607	0.388	0.723
modeler	modeler	0.500	0.510	0.730
modeling	modeliranje	0.684	0.404	0.490
modem	modem	0.573	0.355	0.500
moderate	zmerno	0.582	0.190	0.453
moderate anticipation	zmerno pričakovanje	0.667	0.451	0.574
moderate disgust	zmerno gnusobo	0.229	0.558	0.381
moderate negative	zmerno negativno	0.177	0.500	0.306
moderate positive	zmerno pozitivno	0.896	0.453	0.753
moderate surprise	zmerno presenečenje	0.776	0.663	0.637
moderate trust	zmerno zaupanje	0.677	0.350	0.773
moderately	zmerno	0.604	0.264	0.500
moderating	moderiranje	0.667	0.402	0.783
moderation	zmernost	0.531	0.240	0.453
moderator	moderator	0.519	0.354	0.802
modern	moderno	0.855	0.423	0.691
modernism	modernizem	0.760	0.553	0.703
modest	skromno	0.760	0.130	0.412
modesty	skromnost	0.778	0.240	0.500
modicum	modikum	0.234	0.417	0.327
modifiable	spremenljiv	0.541	0.422	0.373
modification	sprememba	0.480	0.520	0.625
modified	spremenjeno	0.561	0.458	0.693
modify	spremenite	0.458	0.584	0.625
modulate	modulirati	0.673	0.343	0.555
modulation	modulacija	0.458	0.365	0.565
module	modul	0.582	0.388	0.571
modulus	modul	0.622	0.304	0.481
mogul	mogul	0.510	0.652	0.865
moiety	del	0.378	0.343	0.454
moist	vlažno	0.470	0.316	0.386
moisture	vlaga	0.406	0.398	0.327
moisturizer	vlažilec	0.750	0.280	0.386
molar	molar	0.544	0.426	0.350
molasses	melase	0.490	0.269	0.286
mold	plesen	0.330	0.274	0.402
molded	oblikovan	0.667	0.361	0.373
molding	oblikovanje	0.552	0.308	0.546
moldy	plesen	0.235	0.387	0.250
mole	mol	0.436	0.377	0.352
molecular	molekularno	0.495	0.440	0.536
molecule	molekula	0.531	0.259	0.375
molest	molest	0.133	0.816	0.319
molestation	zloraba	0.102	0.808	0.407
molester	molester	0.143	0.811	0.478
molten	staljeni	0.417	0.490	0.339
mom	mama	0.927	0.336	0.639
moment	trenutek	0.604	0.435	0.509
momentary	trenutno	0.562	0.271	0.330
momentous	Pomembno	0.792	0.587	0.760
momentum	zagon	0.663	0.750	0.688
momma	Momma	0.833	0.412	0.527
mommy	mami	0.854	0.353	0.422
monad	monad	0.510	0.482	0.451
monarch	monarh	0.583	0.559	0.870
monarchy	monarhija	0.450	0.557	0.870
monastery	samostan	0.694	0.183	0.726
monastic	samostan	0.438	0.314	0.676
monetary	denarno	0.583	0.494	0.716
money	denar	0.844	0.608	0.827
mongoloid	mongoloid	0.177	0.364	0.317
mongoose	mongoose	0.327	0.380	0.546
