Word	Turkish-tr	Valence	Arousal	Dominance
mansions	konakları	0.735	0.529	0.777
manslaughter	adam öldürme	0.090	0.920	0.473
mantel	şömine rafı	0.500	0.265	0.471
mantis	peygamber devesi	0.480	0.355	0.421
mantle	örtü	0.510	0.269	0.422
mantra	mantra	0.396	0.249	0.357
manual	Manuel	0.635	0.245	0.449
manufacture	üretim	0.868	0.703	0.780
manufacturer	üretici firma	0.688	0.537	0.830
manufacturing	imalat	0.653	0.613	0.804
manure	gübre	0.250	0.471	0.241
manuscript	el yazması	0.510	0.208	0.540
map	harita	0.561	0.229	0.463
maple	akçaağaç	0.541	0.390	0.339
mar	mar	0.622	0.544	0.545
marathon	maraton	0.646	0.778	0.740
marble	mermer	0.604	0.212	0.667
marbled	mermer	0.396	0.385	0.418
marbles	Mermerler	0.714	0.345	0.241
march	Mart	0.531	0.200	0.483
mare	NO TRANSLATION	0.541	0.320	0.417
margarine	margarin	0.530	0.316	0.333
margarita	Margarita	0.750	0.438	0.420
margin	kenar	0.500	0.219	0.331
marginal	marjinal	0.235	0.644	0.345
mariachi	mariachi'yim	0.710	0.559	0.609
marijuana	esrar	0.312	0.779	0.558
marinara	marinara	0.657	0.388	0.435
marine	deniz	0.633	0.471	0.679
mariner	denizci	0.652	0.491	0.676
marital	evlilik	0.760	0.529	0.500
maritime	deniz	0.646	0.490	0.713
mark	işaret	0.491	0.231	0.600
marked	işaretlenmiş	0.592	0.358	0.554
marker	işaretleyici	0.500	0.333	0.605
market	Market	0.724	0.480	0.521
marketable	pazarlanabilir	0.746	0.545	0.664
marketing	pazarlama	0.521	0.774	0.675
marketplace	pazar	0.698	0.420	0.525
marks	izler	0.430	0.480	0.424
marksman	nişancı	0.500	0.833	0.692
marksmanship	nişancılık	0.573	0.531	0.664
marl	marn	0.372	0.471	0.351
marmalade	marmelat	0.729	0.370	0.288
maroon	kestane rengi	0.469	0.358	0.336
marooned	mahsur	0.229	0.480	0.160
marquee	tente	0.602	0.284	0.508
marquis	marki	0.521	0.444	0.562
marred	gölgelendi	0.181	0.561	0.233
marriage	evlilik	0.844	0.684	0.750
married	evli	0.674	0.570	0.602
marrow	ilik	0.398	0.422	0.472
marry	evlenmek	0.896	0.765	0.673
marsh	bataklık	0.302	0.358	0.277
marshal	mareşal	0.469	0.610	0.819
marshmallow	hatmi	0.740	0.441	0.391
mart	çarşı	0.531	0.402	0.418
martial	askeri	0.480	0.710	0.737
martingale	martingal kayışı	0.469	0.510	0.455
martini	Martini	0.828	0.500	0.519
martyr	şehit	0.281	0.708	0.509
martyrdom	şehitlik	0.323	0.745	0.442
marvel	mucize	0.961	0.755	0.866
marvellous	harika	0.878	0.809	0.849
marvelous	harika	0.948	0.637	0.778
marvelously	hayret verici biçimde	0.968	0.708	0.764
marzipan	NO TRANSLATION	0.684	0.380	0.258
mascara	maskara	0.575	0.450	0.269
mascot	maskot	0.750	0.337	0.337
masculine	eril	0.653	0.540	0.773
masculinity	erkeklik	0.583	0.670	0.851
mash	püre	0.440	0.363	0.283
mashed	püre	0.531	0.337	0.194
mask	maskelemek	0.510	0.490	0.537
masked	maskeli	0.375	0.549	0.518
masks	maskeler	0.510	0.472	0.241
masochism	mazoşizm	0.194	0.845	0.483
masochist	mazoşist	0.164	0.784	0.353
mason	mason	0.541	0.442	0.580
masquerade	maskeli balo	0.431	0.633	0.446
mass	kitle	0.458	0.245	0.277
massacre	katliam	0.031	0.887	0.640
massage	masaj	0.708	0.356	0.413
masses	kitleler	0.552	0.453	0.473
masseur	masör	0.622	0.265	0.463
masseuse	masöz	0.594	0.373	0.391
massive	masif	0.569	0.660	0.750
mast	direk	0.542	0.390	0.580
master	ana	0.694	0.490	0.849
masterful	ustaca	0.854	0.510	0.960
mastermind	beyin	0.792	0.625	0.918
masterpiece	başyapıt	0.926	0.623	0.847
mastery	ustalık	0.755	0.648	0.873
masturbate	mastürbasyon yapmak	0.552	0.926	0.500
masturbation	mastürbasyon	0.542	0.961	0.509
mat	mat	0.459	0.221	0.304
matador	matador	0.224	0.880	0.667
match	maç	0.599	0.573	0.500
matchbook	kibrit kutusu	0.562	0.391	0.412
matching	eşleştirme	0.719	0.735	0.418
matchmaker	çöpçatan	0.615	0.509	0.519
mate	Dostum	0.847	0.417	0.669
material	malzeme	0.521	0.363	0.439
materialism	materyalizm	0.220	0.390	0.556
materialist	materyalist	0.255	0.491	0.504
materialistic	maddi	0.420	0.506	0.589
materiality	maddiyat	0.417	0.450	0.636
materialize	gerçekleşmek	0.688	0.596	0.728
materially	maddi	0.490	0.451	0.670
materials	malzemeler	0.633	0.361	0.473
materiel	malzeme	0.531	0.294	0.417
maternal	anne	0.847	0.417	0.634
maternity	analık	0.865	0.480	0.622
math	matematik	0.417	0.375	0.600
mathematical	matematiksel	0.620	0.500	0.548
mathematician	matematikçi	0.541	0.418	0.773
mathematics	matematik	0.438	0.435	0.664
matinee	matine	0.694	0.578	0.447
mating	çiftleşme	0.755	0.840	0.759
matriculation	öğrenci kaydı	0.622	0.490	0.675
matrimony	evlilik	0.850	0.637	0.843
matrix	matris	0.551	0.378	0.673
matron	başhemşire	0.520	0.519	0.555
matted	keçeleşmiş	0.281	0.519	0.393
matter	madde	0.487	0.353	0.562
matting	hasır örme	0.479	0.405	0.423
mattress	yatak	0.612	0.255	0.397
maturation	olgunlaşma	0.612	0.439	0.698
mature	olgun	0.625	0.347	0.600
maturity	olgunluk	0.827	0.400	0.806
maudlin	içip ağlayan	0.337	0.417	0.368
mausoleum	mozole	0.344	0.281	0.594
mauve	leylak rengi	0.533	0.330	0.314
maverick	sahipsiz buzağı	0.354	0.676	0.409
maxim	özdeyiş	0.875	0.562	0.887
maximize	maksimuma çıkarmak	0.823	0.765	0.792
maximum	maksimum	0.724	0.724	0.852
may	Mayıs ayı	0.704	0.273	0.245
mayday	Mayıs günü	0.344	0.643	0.423
mayflower	alıç	0.690	0.463	0.429
mayhem	kargaşa	0.188	0.870	0.364
mayonnaise	mayonez	0.510	0.320	0.222
mayor	Belediye Başkanı	0.469	0.481	0.818
maze	Labirent	0.438	0.608	0.444
mead	bal likörü	0.667	0.337	0.441
meadow	çayır	0.622	0.130	0.382
meager	yetersiz	0.144	0.389	0.281
meal	yemek	0.833	0.461	0.473
mean	anlamına gelmek	0.440	0.467	0.620
meander	menderes	0.480	0.443	0.454
meandering	kıvrımlı	0.427	0.644	0.539
meanie	kötüsün	0.388	0.420	0.404
meaning	anlam	0.663	0.395	0.625
meaningful	anlamlı	0.770	0.500	0.802
meaningless	anlamsız	0.156	0.314	0.143
meanness	alçaklık	0.102	0.694	0.368
means	anlamına geliyor	0.615	0.373	0.460
meantime	bu arada	0.432	0.222	0.300
measles	kızamık	0.092	0.635	0.422
measurable	ölçülebilir	0.604	0.410	0.602
measure	ölçmek	0.510	0.375	0.365
measured	ölçülü	0.542	0.265	0.578
measurement	ölçüm	0.622	0.418	0.491
measuring	ölçme	0.448	0.337	0.529
measuring cup	ölçüm kabı	0.557	0.343	0.377
measuring tape	ölçüm bandı	0.337	0.280	0.327
meat	et	0.612	0.421	0.413
meatball	köfte	0.612	0.279	0.343
meathead	mankafanın	0.306	0.534	0.490
meatloaf	Et Dilimi	0.625	0.389	0.375
mechanic	mekanik	0.571	0.433	0.566
mechanical	mekanik	0.479	0.569	0.564
mechanics	mekanik	0.542	0.500	0.761
mechanism	mekanizma	0.573	0.583	0.664
med	NO TRANSLATION	0.375	0.429	0.606
medal	madalya	0.854	0.555	0.746
medallion	madalyon	0.750	0.510	0.710
medallist	madalya kazanan kimse	0.796	0.821	0.897
meddle	karışmak	0.302	0.770	0.526
meddling	karışma	0.245	0.600	0.461
media	medya	0.500	0.330	0.464
medial	orta	0.458	0.340	0.429
median	medyan	0.459	0.216	0.375
mediate	aracılık etmek	0.635	0.308	0.654
mediation	arabuluculuk	0.661	0.350	0.657
mediator	arabulucu	0.592	0.438	0.580
medic	doktor	0.500	0.472	0.585
medical	tıbbi	0.583	0.373	0.616
medicate	ilaç vermek	0.417	0.375	0.546
medication	ilaç	0.615	0.439	0.500
medicinal	tıbbi	0.667	0.417	0.614
medicine	tıp	0.708	0.318	0.679
medieval	Ortaçağ	0.560	0.408	0.455
mediocre	vasat	0.188	0.481	0.149
mediocrity	sıradanlık	0.073	0.398	0.225
meditate	düşünmek	0.812	0.146	0.564
meditating	meditasyon	0.718	0.185	0.399
meditation	meditasyon	0.786	0.120	0.478
meditative	düşünceli	0.614	0.120	0.454
mediterranean	Akdeniz	0.663	0.454	0.545
medium	orta	0.559	0.356	0.358
medley	karışık	0.487	0.352	0.400
meek	ezik	0.531	0.150	0.198
meet	karşılamak	0.760	0.510	0.580
meeting	toplantı	0.750	0.569	0.613
mega	mega	0.724	0.538	0.723
meh	meh	0.380	0.286	0.365
melancholic	melankolik	0.181	0.306	0.277
melancholy	melankoli	0.188	0.260	0.237
melee	meydan kavgası	0.541	0.704	0.611
mellow	yumuşak	0.633	0.069	0.265
melodious	ahenkli	0.932	0.530	0.587
melodrama	melodram	0.378	0.830	0.446
melodramatic	melodram tarzında	0.235	0.692	0.368
melody	melodi	0.847	0.434	0.405
melon	kavun	0.461	0.231	0.271
melt	erimek, eritmek	0.448	0.615	0.312
meltdown	erime	0.629	0.657	0.602
melting	erime	0.592	0.470	0.538
member	üye	0.698	0.333	0.555
membership	üyelik	0.698	0.411	0.778
membrane	zar	0.406	0.430	0.418
memento	hatıra	0.708	0.360	0.536
memo	not	0.625	0.235	0.407
memoir	anı yazısı	0.750	0.242	0.553
memorabilia	hatırlanmaya değer şeyler	0.780	0.412	0.491
memorable	unutulmaz	0.939	0.510	0.769
memorandum	muhtıra	0.600	0.500	0.639
memorial	anıt	0.602	0.304	0.600
memorials	anıtlar	0.771	0.333	0.679
memories	hatıralar	0.963	0.487	0.510
memoriesiwontforget	NO TRANSLATION	0.635	0.542	0.455
memorize	ezberlemek	0.520	0.451	0.716
memory	bellek	0.792	0.378	0.573
menace	tehdit	0.125	0.894	0.759
menacing	tehditkar	0.042	0.880	0.643
menagerie	hayvanat bahçesi	0.573	0.480	0.538
mend	tamir	0.542	0.436	0.602
mending	tamir	0.500	0.633	0.657
menial	bayağı	0.490	0.420	0.352
meningitis	menenjit	0.104	0.612	0.407
meniscus	menisküs	0.323	0.330	0.453
menopause	menopoz	0.204	0.460	0.306
menses	regl	0.163	0.686	0.331
menstrual	aybaşı	0.408	0.519	0.435
mental	zihinsel	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	zihniyet	0.711	0.415	0.726
menthol	mentol	0.490	0.292	0.433
mention	Anma	0.562	0.365	0.562
mentor	akıl hocası	0.719	0.455	0.777
menu	Menü	0.633	0.333	0.385
meow	miyav	0.510	0.510	0.412
mercantile	ticari	0.480	0.490	0.713
mercenary	paralı	0.245	0.837	0.673
merchandise	mal	0.594	0.460	0.621
merchant	tüccar	0.675	0.500	0.620
merciful	merhametli	0.854	0.346	0.500
merciless	acımasız	0.062	0.880	0.634
mercurial	cıvalı	0.490	0.546	0.518
mercury	Merkür	0.337	0.312	0.475
mercy	merhamet	0.719	0.229	0.500
mere	sırf	0.396	0.221	0.176
merengue	merengue	0.688	0.519	0.442
merge	birleşmek	0.760	0.480	0.733
merger	birleşme	0.592	0.490	0.642
meridian	meridyen	0.510	0.324	0.558
meridional	meridyen	0.365	0.290	0.600
meringue	beze	0.625	0.580	0.411
merit	hak	0.854	0.500	0.722
meritorious	değerli	0.781	0.618	0.855
mermaid	Deniz Kızı	0.765	0.623	0.452
merriment	neşe	0.948	0.721	0.632
merry	şen	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	yüksek ova	0.604	0.191	0.319
mescaline	meskalin	0.490	0.580	0.415
mesh	ağ	0.429	0.235	0.371
meshes	kafesleri	0.440	0.363	0.362
mesmerized	Büyüleyen	0.520	0.552	0.421
mess	dağınıklık	0.143	0.843	0.273
message	mesaj	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	haberci	0.694	0.434	0.500
messiah	Mesih	0.781	0.634	0.800
messy	dağınık	0.260	0.635	0.140
metabolic	metabolik	0.408	0.531	0.559
metabolism	metabolizma	0.698	0.509	0.555
metal	metal	0.551	0.429	0.547
metallic	madeni	0.615	0.330	0.607
metallurgy	metalurji	0.396	0.509	0.587
metamorphosis	başkalaşım	0.541	0.571	0.613
metaphor	mecaz	0.562	0.280	0.470
metaphorical	mecazi	0.500	0.412	0.480
metaphysical	metafiziksel	0.630	0.573	0.686
metaphysics	metafizik	0.561	0.396	0.588
metastasis	metastaz	0.177	0.646	0.452
meteor	meteor	0.398	0.714	0.737
meteoric	meteor	0.590	0.802	0.684
meteorite	göktaşı	0.385	0.794	0.750
meteorological	meteorolojik	0.635	0.557	0.556
meteorology	meteoroloji	0.630	0.418	0.689
meter	metre	0.438	0.300	0.463
meth	met	0.354	0.564	0.340
methadone	metadon	0.240	0.540	0.453
methane	metan	0.290	0.460	0.569
methanol	metanol	0.292	0.500	0.570
method	yöntem	0.640	0.275	0.698
methodical	sistemli	0.663	0.360	0.745
methodology	metodoloji	0.664	0.327	0.745
meticulous	titiz	0.555	0.480	0.555
metime	metime	0.531	0.398	0.417
metric	metrik	0.519	0.248	0.573
metrical	metrik	0.521	0.375	0.482
metrology	metroloji	0.531	0.432	0.439
metropolis	başkent	0.656	0.625	0.779
metropolitan	büyükşehir	0.387	0.408	0.723
mettle	hırs	0.667	0.529	0.750
mew	kafese koymak	0.418	0.481	0.380
mezzanine	asma kat	0.479	0.427	0.404
mica	mika	0.531	0.250	0.314
mick	mick	0.449	0.451	0.382
micro	mikro	0.500	0.270	0.250
microbe	mikrop	0.255	0.450	0.340
microbiology	mikrobiyoloji	0.571	0.378	0.560
microchip	mikroçip	0.551	0.358	0.432
microcosm	küçük evren	0.500	0.500	0.520
microfilm	mikrofilm	0.469	0.352	0.412
microgram	mikrogram	0.448	0.286	0.355
micrometer	mikrometre	0.573	0.358	0.394
micron	mikron	0.375	0.291	0.315
microphone	mikrofon	0.551	0.431	0.462
microscope	mikroskop	0.531	0.330	0.464
microscopic	mikroskobik	0.360	0.327	0.433
microscopically	mikroskobik	0.623	0.370	0.412
microscopy	mikroskopla inceleme	0.500	0.339	0.455
microwave	mikrodalga	0.542	0.497	0.443
mid	orta	0.500	0.315	0.356
midair	havada	0.633	0.413	0.455
midday	öğlen	0.658	0.250	0.403
middle	orta	0.458	0.157	0.300
middleman	aracı	0.500	0.404	0.452
middleweight	orta siklet	0.510	0.302	0.428
midget	cüce	0.396	0.295	0.254
midland	ülkenin iç kısmı	0.521	0.402	0.456
midlife	Orta yaş	0.594	0.244	0.473
midline	orta çizgi	0.332	0.224	0.330
midnight	gece yarısı	0.562	0.470	0.545
midshipman	deniz harp okulu öğrencisi	0.469	0.615	0.785
midst	ortasında	0.324	0.275	0.296
midsummer	yaz ortası	0.781	0.480	0.492
midterm	ara SINAV	0.427	0.337	0.425
midtown	midtown	0.479	0.442	0.538
midway	yarı yolda	0.459	0.316	0.304
midwife	ebe	0.531	0.570	0.453
midwifery	ebelik	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	gücenme yaşayan	0.204	0.726	0.429
mighty	güçlü	0.855	0.837	0.936
mignon	minyon	0.551	0.440	0.423
migraine	migren	0.135	0.783	0.318
migrate	göç	0.415	0.580	0.454
migration	göç	0.492	0.731	0.566
migratory	göçmen	0.448	0.521	0.491
mike	mikrofon	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	hafif	0.635	0.198	0.216
mildew	küf	0.344	0.250	0.241
mildness	yumuşaklık	0.827	0.226	0.311
mile	mil	0.521	0.417	0.456
mileage	kilometre	0.510	0.458	0.562
milestone	kilometre taşı	0.719	0.373	0.558
militant	militan	0.418	0.667	0.750
militants	militanlar	0.260	0.673	0.652
military	askeri	0.396	0.710	0.875
militia	milis	0.396	0.729	0.769
milk	Süt	0.817	0.270	0.327
milkman	sütçü	0.750	0.380	0.304
milkshake	aromalı süt	0.796	0.521	0.330
milky	sütlü	0.517	0.283	0.311
mill	değirmen	0.531	0.382	0.347
millennium	milenyum	0.573	0.398	0.760
milligram	miligram	0.429	0.217	0.302
millimeter	milimetre	0.427	0.177	0.360
million	milyon	0.776	0.647	0.812
millionaire	milyoner	0.917	0.755	0.850
millionth	milyonuncu	0.635	0.528	0.611
millstone	değirmentaşı	0.510	0.433	0.492
mime	mim	0.455	0.235	0.302
mimic	mimik	0.557	0.587	0.391
mimicking	taklit	0.316	0.433	0.364
mimicry	taklitçilik	0.420	0.337	0.472
mince	kıyma	0.417	0.529	0.378
mincemeat	kıyma	0.396	0.435	0.358
mind	us	0.650	0.388	0.627
minded	fikirli	0.656	0.394	0.627
mindful	dikkatli	0.765	0.450	0.725
mindfulness	dikkatlilik	0.729	0.635	0.745
mindless	akılsız	0.184	0.333	0.153
mine	Mayın	0.688	0.418	0.578
minefield	mayın tarlası	0.188	0.839	0.684
miner	madenci	0.408	0.594	0.644
mineral	mineral	0.519	0.287	0.605
mineralogy	mineraloji	0.551	0.408	0.545
mingle	karışmak	0.561	0.480	0.434
mingled	karışmış	0.521	0.392	0.357
mini	mini	0.421	0.324	0.221
miniature	minyatür	0.429	0.292	0.204
minibus	minibüs	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	en az	0.448	0.147	0.206
minimize	küçültmek	0.360	0.236	0.311
minimized	minimize	0.458	0.137	0.208
minimum	asgari	0.380	0.198	0.194
mining	madencilik	0.633	0.598	0.554
minion	köle	0.490	0.430	0.167
minister	bakan	0.547	0.441	0.892
ministerial	bakanlık	0.571	0.519	0.660
ministry	bakanlık	0.510	0.346	0.717
minivan	minivan	0.592	0.356	0.452
mink	vizon	0.560	0.515	0.430
minnow	golyan balığı	0.541	0.367	0.364
minor	küçük	0.250	0.235	0.175
minority	azınlık	0.310	0.332	0.211
minstrel	ozan	0.458	0.541	0.397
mint	nane	0.688	0.221	0.345
minty	naneli	0.635	0.292	0.361
minuscule	ufacık	0.396	0.286	0.214
minute	dakika	0.582	0.279	0.356
minutiae	önemsiz ayrıntılar	0.323	0.257	0.316
minx	sürtük	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	mucize	0.917	0.607	0.806
miracles	mucizeler	0.922	0.735	0.692
miraculous	mucizevi	0.875	0.706	0.812
mirage	serap	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	ayna	0.677	0.310	0.438
mirth	neşe	0.888	0.640	0.608
misappropriation	güveni kötüye kullanma	0.097	0.831	0.500
misbehave	edepsizlik etmek	0.020	0.847	0.304
misbehavior	terbiyesizlik	0.031	0.704	0.269
miscalculation	yanlış hesap	0.177	0.490	0.353
miscarriage	düşük	0.042	0.781	0.312
miscellaneous	çeşitli	0.531	0.321	0.196
miscellany	derleme	0.500	0.412	0.384
mischief	yaramazlık	0.385	0.834	0.292
mischievous	yaramaz	0.439	0.804	0.472
misconception	yanlış kanı	0.210	0.557	0.291
misconduct	kötü idare	0.061	0.667	0.304
misdemeanor	suç	0.210	0.640	0.364
misdirection	yanlış yönlendirme	0.131	0.710	0.281
miser	cimri	0.208	0.633	0.311
miserable	sefil	0.062	0.461	0.188
miserably	berbat şekilde	0.280	0.545	0.150
misery	sefalet	0.146	0.378	0.158
misfire	tekleme	0.153	0.453	0.200
misfit	uyumsuz tip	0.173	0.500	0.393
misfortune	şanssızlık	0.094	0.780	0.311
misguided	NO TRANSLATION	0.280	0.531	0.259
mishap	aksilik	0.071	0.654	0.227
misinformed	misinformed	0.156	0.567	0.250
misinterpretation	yanlış yorumlama	0.112	0.556	0.360
mislead	yanlış yönlendirmek	0.167	0.765	0.412
misleading	yanıltıcı	0.070	0.660	0.272
misled	yanıltılmış	0.177	0.606	0.353
mismanagement	kötü yönetim	0.094	0.520	0.295
mismatch	uyumsuzluk	0.250	0.459	0.282
mismatched	eşleşmeyen	0.250	0.557	0.302
misnomer	yanlış isim	0.296	0.528	0.284
misplace	misplace	0.229	0.461	0.191
misplaced	yersiz	0.247	0.450	0.324
misread	yanlış okumak	0.115	0.558	0.315
misrepresent	yanlış tanıtmak	0.198	0.542	0.418
misrepresentation	yanlış tanıtma	0.323	0.618	0.518
misrepresented	yanlış temsil edilen	0.042	0.519	0.466
miss	bayan	0.573	0.490	0.408
missile	füze	0.240	0.830	0.764
missiles	füzeler	0.070	0.922	0.830
missing	eksik	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	misyon	0.765	0.633	0.870
missionary	misyoner	0.729	0.404	0.596
misspell	yanlış yazmak	0.292	0.423	0.281
misstatement	yanlış ifade	0.302	0.547	0.221
missy	küçük hanım	0.521	0.480	0.333
mist	sis	0.375	0.194	0.221
mistake	hata	0.208	0.585	0.102
mistaken	yanlış	0.131	0.630	0.212
mister	bay	0.604	0.406	0.663
mistletoe	ökseotu	0.542	0.470	0.324
mistreated	kötü muamele	0.010	0.792	0.200
mistress	metres	0.630	0.796	0.694
mistrial	hata yüzünden hükümsüz kalan yargılama	0.427	0.539	0.536
mistrust	güvensizlik	0.135	0.657	0.231
misty	sisli	0.427	0.451	0.278
misunderstand	yanlış anlamak	0.177	0.548	0.382
misunderstanding	yanlış anlama	0.112	0.618	0.284
misunderstood	yanlış	0.177	0.625	0.309
misuse	yanlış kullanım	0.083	0.560	0.196
mite	mayt	0.290	0.584	0.271
miter	gönye	0.458	0.500	0.414
mitigate	hafifletmek	0.506	0.427	0.456
mitigating	hafifletici	0.551	0.520	0.600
mitigation	hafifletme	0.448	0.527	0.423
mitt	eldiven	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	sevap	0.422	0.610	0.409
mix	karıştırmak	0.542	0.490	0.472
mixed	karışık	0.510	0.346	0.444
mixedemotions	Karışık duygular	0.440	0.673	0.430
mixer	karıştırıcı	0.562	0.500	0.556
mixture	karışım	0.546	0.360	0.481
mnemonic	hafıza	0.531	0.480	0.452
moan	inilti	0.357	0.735	0.352
moat	hendek	0.398	0.380	0.314
mob	çete	0.296	0.788	0.567
mobile	seyyar	0.615	0.569	0.481
mobility	hareketlilik	0.700	0.596	0.654
mobilization	seferberlik	0.688	0.720	0.787
mobilize	seferber etmek	0.604	0.684	0.727
mobster	gangster	0.188	0.870	0.638
mocha	koyun derisi	0.500	0.396	0.311
mock	sahte	0.360	0.606	0.618
mocked	alay	0.225	0.746	0.204
mockery	alay	0.094	0.806	0.181
mocking	alaycı	0.082	0.755	0.394
mockingbird	alaycı kuş	0.513	0.337	0.423
mod	şık	0.458	0.367	0.384
modal	kip	0.592	0.264	0.461
modality	yöntem	0.633	0.404	0.527
mode	kip	0.531	0.185	0.367
model	model	0.607	0.388	0.723
modeler	modelci	0.500	0.510	0.730
modeling	modelleme	0.684	0.404	0.490
modem	modem	0.573	0.355	0.500
moderate	ılımlı	0.582	0.190	0.453
moderate anticipation	ılımlı beklenti	0.667	0.451	0.574
moderate disgust	ılımlı iğrenme	0.229	0.558	0.381
moderate negative	ılımlı negatif	0.177	0.500	0.306
moderate positive	ılımlı pozitif	0.896	0.453	0.753
moderate surprise	ılımlı sürpriz	0.776	0.663	0.637
moderate trust	ılımlı güven	0.677	0.350	0.773
moderately	orta	0.604	0.264	0.500
moderating	ılımlı	0.667	0.402	0.783
moderation	ılımlılık	0.531	0.240	0.453
moderator	arabulucu	0.519	0.354	0.802
modern	modern	0.855	0.423	0.691
modernism	modernlik	0.760	0.553	0.703
modest	mütevazi	0.760	0.130	0.412
modesty	tevazu	0.778	0.240	0.500
modicum	az miktar	0.234	0.417	0.327
modifiable	değiştirilebilir	0.541	0.422	0.373
modification	değişiklik	0.480	0.520	0.625
modified	değiştirilmiş	0.561	0.458	0.693
modify	değiştirmek	0.458	0.584	0.625
modulate	modüle	0.673	0.343	0.555
modulation	modülasyon	0.458	0.365	0.565
module	modül	0.582	0.388	0.571
modulus	modül	0.622	0.304	0.481
mogul	önemli adam	0.510	0.652	0.865
moiety	parça	0.378	0.343	0.454
moist	nemli	0.470	0.316	0.386
moisture	nem	0.406	0.398	0.327
moisturizer	nemlendirici	0.750	0.280	0.386
molar	mol	0.544	0.426	0.350
molasses	Şeker kamışı	0.490	0.269	0.286
mold	kalıp	0.330	0.274	0.402
molded	kalıplanmış	0.667	0.361	0.373
molding	döküm	0.552	0.308	0.546
moldy	küflü	0.235	0.387	0.250
mole	köstebek	0.436	0.377	0.352
molecular	moleküler	0.495	0.440	0.536
molecule	molekül	0.531	0.259	0.375
molest	taciz etmek	0.133	0.816	0.319
molestation	sarkıntılık	0.102	0.808	0.407
molester	tacizcisi	0.143	0.811	0.478
molten	erimiş	0.417	0.490	0.339
mom	anne	0.927	0.336	0.639
moment	an	0.604	0.435	0.509
momentary	anlık	0.562	0.271	0.330
momentous	mühim	0.792	0.587	0.760
momentum	moment	0.663	0.750	0.688
momma	anne	0.833	0.412	0.527
mommy	anne	0.854	0.353	0.422
monad	monad	0.510	0.482	0.451
monarch	hükümdar	0.583	0.559	0.870
monarchy	monarşi	0.450	0.557	0.870
monastery	manastır	0.694	0.183	0.726
monastic	manastıra ait	0.438	0.314	0.676
monetary	parasal	0.583	0.494	0.716
money	para	0.844	0.608	0.827
mongoloid	mongol	0.177	0.364	0.317
mongoose	firavun faresi	0.327	0.380	0.546
mongrel	melez	0.425	0.438	0.395
monitor	izlemek	0.490	0.298	0.538
monk	keşiş	0.472	0.208	0.439
monkey	maymun	0.548	0.449	0.283
