"label","text","googleScore","VADER"
"Positive","i know its a movie..but man would it be hard to make those shots on a horse..still awesome though.",0.6,0.572
"Positive","Good times role!",0.6,0.493
"Positive","I'm not a businessman, I'm a business, man",-0.4,0
"Neutral","otro receta que bueno, gracias Sr Max por la receta de pan de jamon, la bote de homerun en la fiesta no quedo nada :)",0.6,0.599
"Positive","XD awesome",0.8,0.862
"Negative","0:24 Birnes: ""You guys want evidence? Melanie will show you the evidence."" Sounds very convincing but as always, their claims and emotionally-charged language come to nothing. This is is *no way* evidence that aliens are visiting our planet. Is it unusual? Of course. But we've all seen unusual things and they're hardly proof of anything so outlandish as alien/human crossbreeding. Hate these guys.",-0.3,-0.794
"Positive","Great just the way I teach",0.8,0.625
"Negative","then you do it dipshit the album came out yesterday. stopp bitchinnyoo",0,-0.477
"Neutral","There not actually bakc together are they ? i thought it was just a few one off re-union shows ?",-0.4,0
"Positive","Thanks for the compliment! :D I used Windows Movie Maker",0.6,0.862
"Negative","baaaaaaaaaaaaaaad",0.1,0
"Neutral","hey im really not hip to the theory scene. but what is that main key change or mode change? Thanks",0,0.593
"Neutral","I agree!",-0.2,0.42
"Neutral","me too",0.1,0
"Neutral","DBZ is the only series that can have a bunch of games with the same story in every sequel lol",0.4,0.519
"Neutral","para sonear con barroso habia que estar loco.barroso sonero mayor por siempre!!!",0.2,0
"Neutral","Ayy it' the 'chav' from misfits ;)",0.2,0.226
"Neutral","Check out my box chevy",0.5,0
"Positive","Thanks for making this. It's not the most wonderful place, but its my home and i love it!",0.7,0.787
"Neutral","lapizita",0.1,0
"Negative","And, oddly enough, it had nothing to do with the fact that she has a nasally voice or even that one of two guys ate a shrew and then sifted through poo to look at what came back.Too bad I didn't have an ahkshuwaytor.",-0.8,-0.66
"Neutral","haha go steve maz n zoe bby!!!! n zoe says she gets stage fright i looks it!!! steve coulda put bit more effort in tae it!",0.1,0.375
"Neutral","he's kinda cute...not gonna lie",0,0
"Neutral","@TacticalAce89 fraps? yea",0,0
"Neutral","GOD i cant wait 17 days till BCT then i go to Sill for AIT.",0,0.428
"Positive","Damn. Kim rocks.",0.3,-0.402
"Neutral","i still dont understand, is there an adhesive or does it slide into a crack to keep it up?",-0.5,0
"Neutral","love it so does katy and madge",0.6,0.637
"Positive","I didnt know the guy with the crotch gun did the effects! He was awsome in the film hate he turned though! Lost Boys Corey.H and Corey.F cant go wrong! Truth, Justice,and The American Way!!",0.1,-0.839
"Neutral","They should have never parted",0,0
"Neutral","got lockers?...",-0.2,0
"Negative","They should of had their home nult like fort Knox due To the type of pej they do assholes hope they burn in hell nice n a slow",-0.7,-0.296
"Positive","thanks for the upload :)",0.7,0.71
"Neutral","watch?v=gEG8bBqUFRU",0,0
"Neutral","The end of this where Rini is running to Neo Queen Serenity and she hugs her and Rini is crying... it ALWAYS makes me cry!!!! In Japanese, she's not as happy to see Rini =/",-0.1,-0.861
"Neutral","@savage44ever ",0.1,0
"Positive","Thanks for posting this fun video. Loved it. The music is Stan Kenton's ""Harlem Folk Dance."" Ted Herbert, the hilariously prissy, bumbling ""professor,"" is no doubt the look-alike brother of comedian Hugh Herbert, who made dozens of films in the 30's and 40's, and who played a similar simpering, giggling character.",0.4,0.957
"Negative","I feel like such a moron trying to reload this, it keeps freezing. Lol, terri sent this to me. -with no warning. 0.o",-0.4,0.508
"Positive","love this song",0.5,0.637
"Neutral","One of the reasons this injury takes months to heal is because you use your pec minor constantly. When you raise your hand you are using your pec minor. Go to shake someones hand? Using the minor again. You basically can't avoid using it, but you have to stetch it out well (have a PT do it, don't trust yourself) and strengthen it (also with a PT),",0,0.533
"Neutral","Our govenment should stop policing the word, instead, the should take care ist citizens healthy the way americai is to be.",0,0.572
"Neutral","Appreciate your review. I'm looking into barefoot myself and your rundown of features and explanation of sizes helps. Thanks.",0.6,0.802
"Positive","Nice song. Does anyone have a good bass cover fir this song???Post it please.",0.4,0.82
"Neutral","Aaah, I see. I was beginning to wonder if the scene was from the 5th movie. I thought it was supposed to be from the 6th. Incidentally, when the 5th movie came out is when I started losing interest in Harry Potter. XD;",0,0.708
"Positive","This is a very good film, I found it for free here: viewfilmsfree (.) com",0.8,0.757
"Neutral","Shes a bad lip singer o.o",-0.3,-0.637
"Negative","actually he was drunk and i surprised him dumb fuck. i dont even WEIGH 200 pounds so why dont you go get a fucking life instead of talking shit about things you have no fucking clue about.",-0.8,-0.92
"Positive","lmao i love...""a pair of scissors...with your parents permission!"" hahahah so funny! This is a cool video! I love those fortune tellers!",0.6,0.936
"Positive","Godbless Vic",0.2,0
"Neutral","the body of the vulture is a bong",0.1,-0.459
"Negative","The proof is in your misleading video at 7:07.First, you attack other lock companies, then you attack the companies that test them, and now you're attacking the people who you're trying to mislead? Yeah, those business ethics are gonna get you far.",-0.4,-0.866
"Positive","you have a great figure! luckky youu",0.7,0.659
"Positive","my bathtub has the jets and i NEVER use it when im in the tub because its so powerful, one time me and my little cousin were playing around, and we poured the WHOLE bottle of bubble bath in, and tunred the jets on, and the Whole ENTIRE bathroom was filled with bubbles!! FUN TIMES!!",0.2,0.87
"Negative","Maybe if English was your first language you won't have taken my verbal beating so badly. I'm glad you heeded my advice and pissed off, as we both know where this would have ended.May I ask, do you have a job? It's just I'm trying to imagine who has the time to argue at the hours you do, and I just get 2 answers, which is that you're either a student or unemployed, or maybe even work part-time, either way something tells me the anger you show is at yourself for not achieving much at life?",-0.5,-0.93
"Positive","thaks maha great stuff",0.6,0.625
"Neutral","@stevieray09 Yep uless a cop is a hard ass but its totally street legal i cut the crap out of mine and my tires stick out so frickin far no cares... and plus i talked to state patrol and they also said it was totally cool",-0.4,-0.63
"Neutral","Sometimes people do not feel sympathy.....Some just have a curious interest about killers- I do because I like to learn about the human being and the animal that is in us all...yet most of us believe could never be unleashed-yet can-",0.4,0.361
"Neutral","I like the imagery in the background during the interview - really projects the feeling of passion and freedom with your art",0.8,0.888
"Neutral","@jorgeplascencia08 i feel skeptical but Im also the kind where Im desperate Im about to try anything...I will say a prayer for you that things will get better!",0.4,0.73
"Positive","This is #2 on the list of their best songs number 1 being Almost Lover<33",0.4,0.67
"Neutral","you had better watch that boy shit...",-0.4,-0.178
"Neutral","Boob sweat at 0:29 /:",0,-0.318
"Neutral","@beatlefied70 Nah, he said it was because he was ""exhausted"" when he gets through with the show and doesn't want to be bothered. He says people are always coming up to him after the show and he just wants to be left alone. I can see where he's coming from",-0.2,-0.752
"Negative","pittsburgh needs to be blown up. they let these mother fuckers do whatever they want. i can NOT stand these pussies. stanley cups or not the penguins are fucking gay.",-0.4,-0.557
"Positive","lol i love this guy man""THIS ONE RIGHT HERE GOT SERVED TO SOME PLAYERS, THEY WAS PLAYIN BUT THEY ALSO GOT PLAYED""""THEY LOVE IT FOR $20 DALLAZ...ALL THE TYM, ALL THE TYM""LMAOOOOOOOO",0.7,0.913
"Positive","great vid...the only thing is that it had too many reggie bush",0.7,0.625
"Neutral","first comment :D",0.4,0.511
"Neutral","@NOLINKNEWS k thanks just couldnt make it out",-0.1,0.44
"Neutral","long time no see....omg im old.",-0.4,-0.296
"Neutral","i am really close to buying this but there is one thing that im not sure about that nobody will give me a straight answer for : CAN ........ IT.........PAUSE......yaknow like make part of a video then continue in another room or is that somthing you have to edit in or is that somthing you cant do at all???",-0.3,0.571
"Neutral","more videos",0.1,0
"Neutral","And your arm was being squeezed against your own face. It's called a pillow choke. And obviously it was a strategic way to tap someone out quickly. It worked now didn't it? Ahhhh.... can't wait for the show. Good luck taking that title.",0,0.34
"Neutral","1:30 - theirs a Wizard that follows you, ",0.4,0
"Neutral","@DAVIZAO12 HELLZ NA",0.4,0
"Negative","@MisterQuebec yeah yeah STFU",-0.1,0.527
"Neutral","face meeda wrinkles kanapadutunnai... dialogues e konchem athi ga vunnai.",-0.4,0
"Negative","Did ketamine make you wear that terrible coat and bandana combination?",-0.6,-0.477
"Positive","this is the 4th time ive gone through ur fatal frame series, thnk u snake for bein awesome!",0.1,0.224
"Positive","awesome. I've got to get this someday.",0.4,0.625
"Positive","Aaah!!! <3 My two favorite. SNSD + Lena Fujii :)",0.5,0.868
"Neutral","thanks man yeah I like the way it looks in the dark it kinda trips me out when I stare at it when I am drunk lol",0.4,0.82
"Positive","this is the best song. its sad and beatuiful and i play it in my head over and over again. it reminds me of me dead aunt. I miss u so much",0.1,-0.34
"Neutral","moves to much like a walker",0.2,0.361
"Positive","mate thats awesome!!al",0.8,0
"Positive","good job on the video man.R.I.P Sean Taylor #1,26,36,21we love you & miss you..",0.3,0.758
"Neutral","We have allsorts of tricks up our sleeves her at S-CAT.",0.3,-0.128
"Positive","great job tom! i liked your lighting work especially. [the blinds were a nice touch too.]-tyler",0.7,0.875
"Neutral","Can't decide which is funnier, Fred or Hank...",0.3,0.402
"Neutral","Why is my post repeatedly removed?Five times it is posted then removed.whats up with YT?",-0.7,0
"Neutral","As a Christian, it is mind-boggling to me that Jews can't enter Joseph's Tomb. Though Israel regularly hurts herself by her concessions & appeasement, I am surprised that she has not protected this site for Christians (since we consider Joseph to be a ""type"" of Christ).",-0.1,-0.558
"Neutral","i didn't expect the cheapo speakerset, i was thinking of audiophile 2.0 speakersets from M-audio or whatever. oh right, u still need a screen + keyboard.And why such a high end PSU? when it only has 1 gfx card, and a few harddrives.i'd say an 850w modelwould be more thn enough for this, but it's always nice to have extra power when it's time to upgrade",0,0.572
"Positive","man y is this so beeeppiinnng good",0.5,0.49
"Positive","this hot spiff real talk much luv to everybody in the video",0.6,0
"Neutral","City dweller here. Never been on a farm. Thanks for a glimpse into your world. Seems more rewarding and more fulfilling than my own world of concrete.",0.4,0.784
"Neutral","@marsh1998 Was it a 1973 model? This one is a real hot rod.",0,0
"Positive","WOW",0.4,0.586
"Positive","@marius10may genius",0.4,0
"Positive","Alright Stop!.........Pajama Time!",0,0.379
"Positive","...OMG lol its weird I was watching this saw babz then sylv... I was like did I read it wrong lmao.",-0.2,0.67
"Negative","oh please James as Fred can't be the same person as the dangerousand handsome Johnny Madrid on Lancer. I know it is and an actor has to start somewhere but I can't hardly bear to watch James as anyone but a cowboy. Yes I am prejuidce. These old sitcoms were awful and I am old enough to remember them",-0.1,0.318
