English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Persian Word
imperfection	0	0	0	0	0	1	0	0	0	0	نقص
imperfectly	0	0	0	0	0	1	0	0	0	0	به طور ناقص
imperial	0	0	0	0	0	0	0	0	0	0	امپراتوری
impermeable	1	0	0	1	0	0	0	0	0	0	غیر قابل نفوذ
impermissible	0	0	0	0	0	0	0	0	0	0	غیر مجاز
impersonal	0	0	0	0	0	0	0	0	0	0	غیر شخصی
impersonate	0	0	0	0	0	1	0	0	0	0	جعل هویت
impersonation	0	0	0	0	0	1	0	0	0	0	جعل هویت
impervious	0	0	0	0	0	0	1	0	0	0	غیر قابل نفوذ
impetus	0	0	0	0	0	0	0	0	0	0	انگیزه
implacable	0	0	0	0	0	1	0	0	0	0	تسلیم ناپذیر
implant	0	0	0	0	0	0	0	0	0	0	ایمپلنت
implantation	0	0	0	0	0	0	0	0	0	0	کاشت
implanted	0	0	0	0	0	0	0	0	0	0	کاشته شده است
implement	0	0	0	0	0	0	0	0	0	0	پیاده سازی
implicate	1	0	0	0	0	1	0	0	0	0	دخیل کردن
implicated	0	0	0	0	0	0	0	0	0	0	دخیل است
implication	0	0	0	0	0	0	0	0	0	0	پیامد
implied	0	0	0	0	0	0	0	0	0	0	ضمنی
implore	0	0	0	0	0	0	0	0	0	0	التماس کردن
implosion	0	0	0	0	0	0	0	0	0	0	انفجار
imply	0	0	0	0	0	0	0	0	0	0	دلالت
impolite	0	0	1	0	0	1	0	0	0	0	بی ادب
import	0	0	0	0	0	0	0	0	0	0	وارد كردن
importance	0	1	0	0	0	0	1	0	0	0	اهمیت
important	0	0	0	0	0	0	1	0	0	1	مهم
importation	0	0	0	0	0	0	0	0	0	0	واردات
impose	0	0	0	0	0	0	0	0	0	0	تحمیل کند
imposing	0	0	0	0	0	0	0	0	0	0	تحمیل کننده
imposition	0	0	0	0	0	1	0	0	0	0	تحمیل
impossibility	0	0	0	0	0	0	0	0	0	0	عدم امکان
impossible	0	0	0	0	0	1	0	1	0	0	غیر ممکن
impotence	1	0	0	1	0	1	0	1	0	0	ناتوانی جنسی
impotent	0	0	0	0	0	1	0	0	0	0	ناتوان
impound	0	0	0	0	0	1	0	0	0	0	توقیف
impracticable	0	0	0	0	0	1	0	0	0	0	غیر عملی
impress	0	0	0	0	0	0	1	0	0	0	تاثیر گذاشتن
impression	0	0	0	0	0	0	1	0	0	0	احساس؛ عقیده؛ گمان
impressionable	0	0	0	0	0	0	0	0	0	1	تاثیر پذیر
imprint	0	0	0	0	0	0	0	0	0	0	حک
imprison	0	0	0	0	0	1	0	0	0	0	زندانی کردن
imprisoned	1	0	1	1	0	1	0	1	0	0	زندانی شده است
imprisonment	1	0	1	1	0	1	0	1	0	0	زندان
improbable	0	0	0	0	0	0	0	0	0	0	غیر محتمل
impromptu	0	0	0	0	0	0	0	0	0	0	بداهه
impropriety	0	0	0	0	0	1	0	0	0	0	ناشایستگی
improve	0	1	0	0	1	0	1	0	0	1	بهتر کردن
improved	0	0	0	0	0	0	1	0	0	0	بهبود یافته
improvement	0	0	0	0	1	0	1	0	0	1	بهبود
improving	0	0	0	0	0	0	1	0	0	0	در حال بهبود
improvisation	0	0	0	0	0	0	0	0	1	0	ابتکار
improvise	0	1	0	0	0	0	1	0	1	0	بداهه
improvised	0	0	0	0	0	0	0	0	0	0	بداهه
imprudent	0	0	0	0	0	1	0	1	0	0	بی احتیاط
impulse	0	0	0	0	0	0	0	0	0	0	تکانه
impunity	0	0	0	0	0	0	0	0	0	0	بخشودگی
impure	0	0	1	0	0	1	0	0	0	0	نجس
impurity	0	0	1	0	0	1	0	0	0	0	ناخالصی
imputation	0	0	0	0	0	1	0	0	0	0	نسبت دادن
inability	0	0	0	0	0	1	0	1	0	0	عجز
inaccessible	0	0	0	0	0	1	0	0	0	0	غیر قابل دسترس
inaccurate	0	0	0	0	0	1	0	0	0	0	نادرست
inaction	0	0	0	0	0	1	0	0	0	0	بی عملی
inactivate	0	0	0	0	0	0	0	0	0	0	غیر فعال کردن
inactivation	0	0	0	0	0	0	0	0	0	0	غیر فعال سازی
inactive	0	0	0	0	0	0	0	0	0	0	غیر فعال
inactivity	0	0	0	0	0	1	0	0	0	0	عدم فعالیت
inadequacy	0	0	0	0	0	1	0	0	0	0	بی کفایتی
inadequate	0	0	0	0	0	1	0	1	0	0	ناکافی
inadmissible	1	0	1	0	0	1	0	0	0	0	غیر قابل قبول
inadvertent	0	0	0	0	0	0	0	0	0	0	سهوی
inadvertently	0	0	0	0	0	0	0	0	0	0	ناخواسته
inalienable	0	0	0	0	0	0	1	0	0	0	غیرقابل انکار
inane	0	0	0	0	0	1	0	0	0	0	احمقانه
inanimate	0	0	0	0	0	0	0	0	0	0	بی جان
inapplicable	0	0	0	0	0	1	0	0	0	0	غیر قابل اجرا
inappropriate	1	0	1	0	0	1	0	1	0	0	نامناسب
inattention	1	0	0	0	0	1	0	0	0	0	بی توجهی
inaudible	0	0	0	0	0	1	0	0	0	0	غیر قابل شنیدن
inaugural	0	1	0	0	0	0	0	0	0	0	افتتاحیه
inaugurate	0	0	0	0	0	0	0	0	0	0	افتتاح
inauguration	0	1	0	0	1	0	1	0	0	1	افتتاح
inborn	0	0	0	0	0	0	0	0	0	0	ذاتی
inbred	0	0	0	0	0	0	0	0	0	0	همخون
incalculable	0	0	0	0	0	1	0	0	0	0	غیر قابل محاسبه
incandescent	0	0	0	0	0	0	0	0	0	0	رشته ای
incapable	0	0	0	0	0	0	0	0	0	0	ناتوان
incapacity	0	0	0	0	0	1	0	0	0	0	ناتوانی
incarceration	1	0	1	1	0	1	0	1	0	0	حبس
incase	1	0	1	1	0	1	0	1	0	0	در صورت
incendiary	1	0	0	1	0	1	0	0	1	0	آتش زا
incense	1	0	0	0	0	1	0	0	0	0	بخور دادن
incentive	0	0	0	0	0	0	0	0	0	0	مشوق
inception	0	0	0	0	0	0	0	0	0	0	شروع
incessant	0	0	0	0	0	1	0	0	0	0	بی وقفه
incessantly	0	0	0	0	0	0	0	0	0	0	بی وقفه
incest	1	0	1	1	0	1	0	1	0	0	محارم
incestuous	0	0	1	0	0	1	0	0	0	0	محارم
inch	0	0	0	0	0	0	0	0	0	0	اینچ
incidence	0	0	0	0	0	0	0	0	0	0	وقوع
incident	0	0	0	0	0	0	0	0	1	0	حادثه
incidentally	0	0	0	0	0	0	0	0	0	0	اتفاقا
incineration	0	0	0	0	0	1	0	0	0	0	سوزاندن
incipient	0	0	0	0	0	0	0	0	0	0	ابتدایی
incision	0	0	0	0	0	0	0	0	0	0	برش
incisive	0	0	0	0	0	0	1	0	0	0	نافذ
incite	1	1	0	1	0	1	0	0	0	0	تحریک کردن
incitement	0	0	0	0	0	0	0	0	0	0	تحریک
inclement	0	0	0	0	0	1	0	0	0	0	شدید
inclination	0	0	0	0	0	0	0	0	0	0	تمایل
incline	0	0	0	0	0	0	0	0	0	1	متمایل شدن
inclined	0	0	0	0	0	0	0	0	0	0	شیب دار
include	0	0	0	0	0	0	1	0	0	0	عبارتند از
included	0	0	0	0	0	0	1	0	0	0	مشمول
including	0	0	0	0	0	0	1	0	0	0	شامل
inclusion	0	0	0	0	0	0	0	0	0	1	شمول
inclusive	0	0	0	0	0	0	1	0	0	0	شامل
incognito	0	0	0	0	0	0	0	0	0	0	ناشناس
incoherent	0	0	0	0	0	1	0	0	0	0	نامنسجم
income	0	1	0	0	1	1	1	1	0	1	درآمد
incoming	0	0	0	0	0	0	0	0	0	0	ورودی
incompatible	1	0	1	0	0	1	0	1	0	0	ناسازگار
incompetence	0	0	0	0	0	1	0	0	0	0	بی کفایتی
incompetent	1	0	0	0	0	1	0	1	0	0	بی عرضه
incompletely	0	0	0	0	0	0	0	0	0	0	به طور ناقص
incompleteness	0	0	0	0	0	1	0	0	0	0	ناقص بودن
incomprehensible	0	0	0	0	0	1	0	0	0	0	غیر قابل درک
inconclusive	0	0	0	0	0	0	0	0	0	0	بی نتیجه
incongruous	1	0	0	0	0	1	0	0	0	0	ناهمخوان
inconsequential	0	0	0	0	0	1	0	1	0	0	بی اهمیت
inconsiderate	1	0	1	0	0	1	0	1	0	0	بی ملاحظه
inconsistency	0	0	0	0	0	1	0	0	0	0	ناسازگاری
inconspicuous	0	0	0	0	0	0	0	0	0	0	نامحسوس
incontinence	0	0	0	0	0	0	0	0	1	0	بی اختیاری
inconvenient	1	0	1	0	0	1	0	1	0	0	نامناسب
incorporate	0	0	0	0	0	0	0	0	0	0	گنجاندن
incorporation	0	0	0	0	0	0	0	0	0	0	الحاق
incorrect	0	0	0	0	0	1	0	0	0	0	غلط
increase	0	0	0	0	0	0	1	0	0	0	افزایش دادن
increased	0	0	0	0	0	0	0	0	0	0	افزایش یافت
incredulous	1	0	1	0	0	1	0	0	0	0	بی اعتقاد
increment	0	0	0	0	0	0	0	0	0	0	افزایش
incrimination	0	0	0	1	0	1	0	1	0	0	جرم انگاری
incubation	0	0	0	0	0	0	0	0	0	0	دوره نهفتگی یا کمون
incubus	0	0	1	1	0	1	0	0	0	0	انکوبوس
incur	0	0	0	0	0	1	0	0	0	0	متحمل شدن
incurable	1	0	1	1	0	1	0	1	0	0	غیر قابل درمان
incursion	0	0	0	1	0	1	0	0	0	0	هجوم
indebted	0	0	0	0	0	0	0	0	0	0	بدهکار
indecency	1	0	1	0	0	0	0	0	0	0	بی حیایی
indecent	0	0	1	0	0	1	0	0	0	0	ناشایست
indecision	0	0	0	0	0	1	0	0	0	0	بلاتکلیفی
indecisive	0	0	0	0	0	1	0	0	0	0	بلاتکلیف
indefensible	0	0	0	1	0	1	0	0	0	0	غیر قابل دفاع
indelible	0	0	0	0	0	0	1	0	0	1	پاک نشدنی
indemnification	0	0	0	0	0	0	0	0	0	0	غرامت
indemnify	0	0	0	0	0	1	0	0	0	0	غرامت بدهد
indemnity	0	0	0	0	0	0	1	0	0	1	غرامت
indent	0	0	0	0	0	0	0	0	0	1	تورفتگی
indentation	0	0	0	0	0	0	0	0	0	0	تورفتگی
indenture	1	0	0	0	0	1	0	0	0	0	قرارداد
independence	0	1	0	0	1	0	1	0	1	1	استقلال
independent	0	0	0	0	0	0	0	0	0	0	مستقل
indescribable	0	0	0	0	0	0	0	0	0	0	غیر قابل توصیف
indestructible	0	0	0	0	0	0	1	0	0	1	نابود نشدنی
indeterminate	0	0	0	0	0	1	0	0	0	0	نامشخص
index	0	0	0	0	0	0	0	0	0	0	فهرست مطالب
indicating	0	0	0	0	0	0	0	0	0	0	نشان می دهد
indication	0	0	0	0	0	0	0	0	0	0	نشانه
indicative	0	0	0	0	0	0	0	0	0	0	نشان دهنده
indicator	0	0	0	0	0	0	0	0	0	0	نشانگر
indice	0	0	0	0	0	0	0	0	0	0	شاخص
indict	1	0	0	1	0	1	0	0	0	0	کیفرخواست
indictment	0	0	0	1	0	1	0	0	0	0	اعلام جرم
indifference	1	0	1	1	0	1	0	1	0	0	بی تفاوتی
indigenous	0	0	0	0	0	0	0	0	0	0	بومی
indigent	0	0	0	0	0	1	0	1	0	0	بیچاره
indigestion	0	0	0	0	0	0	0	0	0	0	سوء هاضمه
indignant	1	0	0	0	0	1	0	0	0	0	خشمگین
indignation	1	0	1	0	0	1	0	0	0	0	خشم
indigo	0	0	0	0	0	0	0	0	0	0	نیلی
indirect	0	0	0	0	0	0	0	0	0	0	غیر مستقیم
indispensable	0	0	0	0	0	0	0	0	0	0	ضروری
indistinct	0	0	0	0	0	1	0	0	0	0	نامشخص
indistinguishable	0	0	0	0	0	0	0	0	0	0	غیر قابل تشخیص
individuality	0	0	0	0	0	0	1	0	0	0	فردیت
indivisible	0	0	0	0	0	0	0	0	0	1	غیر قابل تقسیم
indoctrination	1	0	0	1	0	1	0	0	0	0	تلقین
indolent	0	0	0	0	0	1	0	0	0	0	تنبل
indomitable	0	0	0	1	0	0	1	0	0	0	رام نشدنی
indoor	0	0	0	0	0	0	0	0	0	0	داخلی
induce	0	0	0	0	0	0	0	0	0	0	وادار کردن
induced	0	0	0	0	0	0	0	0	0	0	القاء شده
inducement	0	0	0	0	0	0	0	0	0	0	انگیزه
induction	0	0	0	0	0	0	0	0	0	0	القاء
indulge	0	0	0	0	0	0	0	0	0	0	افراط کردن
indulgence	0	0	0	0	0	0	0	0	0	0	زیاده خواهی
indulgent	0	0	0	0	0	0	0	0	0	0	ممتنع
industrious	0	0	0	0	0	0	0	0	0	0	سخت کوش
industry	0	0	0	0	0	0	0	0	0	0	صنعت
ineffable	0	0	0	0	0	0	1	0	0	0	غیر قابل توصیف
ineffective	0	0	0	0	0	1	0	0	0	0	بی اثر
ineffectual	0	0	1	0	0	1	0	0	0	0	بی تاثیر
inefficiency	0	0	1	0	0	1	0	1	0	0	ناکارآمدی
inefficient	0	0	0	0	0	1	0	1	0	0	ناکارآمد
inelastic	0	0	0	0	0	0	0	0	0	0	غیر کشسان
ineligible	0	0	0	0	0	0	0	0	0	0	غیر واجد شرایط
inept	1	0	1	0	0	1	0	0	0	0	بی منطق
ineptitude	0	0	1	1	0	1	0	1	0	0	ناتوانی
inequality	1	0	0	1	0	1	0	1	0	0	نابرابری
inequitable	0	0	0	0	0	1	0	0	0	0	ناعادلانه
inert	0	0	0	0	0	1	0	0	0	0	بی اثر
inertia	0	0	0	0	0	0	0	0	0	0	اینرسی
inevitable	0	0	0	0	0	0	0	0	0	0	اجتناب ناپذیر
inexact	0	0	0	0	0	0	0	0	0	0	غیر دقیق
inexcusable	1	0	1	0	0	1	0	1	0	0	غیر قابل توجیه
inexhaustible	0	0	0	0	0	0	0	0	0	0	تمام نشدنی
inexpensive	0	0	0	0	0	0	1	0	0	0	ارزان
inexperience	0	0	0	0	0	1	0	0	0	0	بی تجربگی
inexperienced	0	0	0	0	0	1	0	0	0	0	بی تجربه
inexplicable	0	0	0	0	0	1	0	0	1	0	غیر قابل توضیح
infallibility	0	0	0	0	0	0	0	0	0	1	عصمت
infallible	0	0	0	0	0	0	1	0	0	0	خطاناپذیر
infamous	1	0	1	1	0	1	0	0	0	0	بدنام
infamy	0	0	0	0	0	1	0	1	0	0	بدنامی
infancy	0	0	0	0	0	0	0	0	0	0	دوران نوزادی
infant	0	1	0	1	1	0	1	0	1	0	نوزاد
infanticide	1	1	1	1	0	1	0	1	0	0	کودک کشی
infantile	1	0	1	0	0	1	0	0	0	0	نوزادی
infantry	0	0	0	0	0	0	0	0	0	0	پیاده نظام
infarct	0	0	0	1	0	1	0	0	1	0	انفارکتوس
infatuation	0	0	0	0	0	0	0	0	0	0	شیفتگی
infeasible	0	0	0	0	0	0	0	0	0	0	غیر قابل اجرا
infect	0	0	1	0	0	1	0	0	0	0	آلوده کردن
infection	0	0	0	1	0	1	0	0	0	0	عفونت
infectious	0	0	1	1	0	1	0	1	0	0	عفونی
infer	0	0	0	0	0	0	0	0	0	0	نتیجه گیری
inference	0	0	0	0	0	0	0	0	0	0	استنتاج
inferential	0	0	0	0	0	0	0	0	0	0	استنباطی
inferior	0	0	0	0	0	1	0	1	0	0	پست تر
inferiority	0	0	0	0	0	1	0	0	0	0	حقارت
inferno	1	0	0	1	0	1	0	0	0	0	دوزخ
infertile	0	0	0	0	0	0	0	0	0	0	نابارور
infertility	0	0	0	0	0	1	0	1	0	0	ناباروری
infestation	0	0	1	1	0	1	0	0	0	0	آلودگی
infidel	1	0	1	1	0	1	0	0	0	0	کافر
infidelity	1	0	1	1	0	1	0	1	0	0	خیانت
infiltration	0	0	0	0	0	1	1	0	0	0	نفوذ
infinite	0	0	0	0	0	0	1	0	0	0	نا محدود
infinitely	0	0	0	0	0	0	0	0	0	0	بی نهایت
infinitesimal	0	0	0	0	0	0	0	0	0	0	بی نهایت کوچک
infinity	0	1	0	0	1	0	1	0	0	1	بی نهایت
infirm	0	0	0	0	0	1	0	0	0	0	ناتوان
infirmary	0	0	0	0	0	0	0	0	0	0	درمانگاه
infirmity	0	0	0	1	0	1	0	0	0	0	ناتوانی
inflammation	0	0	0	0	0	1	0	0	0	0	التهاب
inflated	0	0	0	0	0	1	0	0	0	0	باد کرده
inflation	0	0	0	1	0	1	0	0	0	0	تورم
inflection	0	0	0	0	0	0	0	0	0	0	عطف
inflict	1	0	0	1	0	1	0	1	0	0	ایجاد کند
infliction	0	0	0	1	0	1	0	1	0	0	ایجاد
inflorescence	0	0	0	0	0	0	0	0	0	0	گل آذین
influence	0	0	0	0	0	1	1	0	0	0	نفوذ
influential	0	0	0	0	0	0	1	0	0	1	موثر
influenza	0	0	0	0	0	1	0	0	0	0	آنفولانزا
influx	0	0	0	0	0	0	0	0	0	0	هجوم
inform	0	0	0	0	0	0	0	0	0	1	آگاه کردن
informal	0	0	0	0	0	0	0	0	0	0	دوستانه و غیر رسمی
informant	0	0	0	0	0	0	0	0	0	0	خبرچین
information	0	0	0	0	0	0	1	0	0	0	اطلاعات
informed	0	0	0	0	0	0	0	0	0	0	مطلع
informer	0	0	0	0	0	1	0	0	0	0	خبر رسان
infraction	1	0	0	0	0	1	0	0	0	0	تخلف
infrequent	0	0	0	0	0	0	0	0	1	0	نادر
infrequently	0	0	0	0	0	1	0	0	0	0	به ندرت
infringement	0	0	0	0	0	1	0	0	0	0	نقض
infuse	0	0	0	0	0	0	0	0	0	0	تزریق کنند
infused	0	0	0	0	0	0	0	0	0	0	تزریق شده است
infusion	0	0	0	0	0	0	0	0	0	0	تزریق
ingenious	0	0	0	0	0	0	1	0	0	0	مبتکرانه
ingenuity	0	0	0	0	0	0	0	0	0	0	نبوغ
ingest	0	0	0	0	0	0	0	0	0	0	بلعیدن
ingestion	0	0	0	0	0	0	0	0	0	0	گوارشی
ingot	0	0	0	0	0	0	0	0	0	0	شمش
ingrained	0	0	0	0	0	0	0	0	0	0	ریشه دار
ingredient	0	0	0	0	0	0	0	0	0	0	جزء
ingress	0	0	0	0	0	0	0	0	0	0	ورود
inhabit	0	0	0	0	0	0	0	0	0	0	ساکن بودن
inhabitant	0	0	0	0	0	0	0	0	0	0	مقیم
inhabited	0	0	0	0	0	0	0	0	0	0	مسکونی
inhabiting	0	0	0	0	0	0	0	0	0	0	ساکن
inhalation	0	0	0	0	0	0	0	0	0	0	استنشاق
inhale	0	0	0	0	0	0	0	0	0	0	استنشاق
inherent	0	0	0	0	0	0	0	0	0	0	ذاتی
inherit	0	0	0	0	0	0	0	0	0	0	به ارث می برند
inheritance	0	1	0	0	1	0	1	0	1	1	وراثت
inhibit	1	0	1	0	0	1	0	1	0	0	مهار کند
inhibition	0	0	0	0	0	0	0	0	0	0	بازداری
inhospitable	0	0	0	0	0	1	0	1	0	0	غیر مهمان نواز
inhuman	1	0	1	1	0	1	0	1	0	0	غیر انسانی
inhumanity	0	0	0	0	0	1	0	1	0	0	غیر انسانی
inimical	1	0	0	0	0	1	0	1	0	0	خصمانه
inimitable	0	0	0	0	0	0	1	0	0	1	تکرار نشدنی
iniquity	0	0	1	0	0	1	0	0	0	0	بی عدالتی
initial	0	0	0	0	0	0	0	0	0	0	اولیه
initiate	0	0	0	0	0	0	0	0	0	0	آغازکردن
initiated	0	0	0	0	0	0	0	0	0	0	آغاز شده است
initiative	0	0	0	0	0	0	0	0	0	0	ابتکار عمل
inject	0	0	0	0	0	0	0	0	0	0	تزریق کنید
injection	0	0	0	1	0	0	0	0	0	0	تزریق
injunction	0	0	0	0	0	1	0	0	0	0	دستور
injure	1	0	0	1	0	1	0	1	0	0	زخمی کردن
injured	0	0	0	1	0	1	0	1	0	0	مجروح
injurious	1	0	0	1	0	1	0	1	0	0	آسیب رسان
injury	1	0	0	1	0	1	0	1	0	0	صدمه
injustice	1	0	0	0	0	1	0	0	0	0	بی عدالتی
ink	0	0	0	0	0	0	0	0	0	0	جوهر
inkling	0	0	0	0	0	0	0	0	0	0	آگاهی
inland	0	0	0	0	0	0	0	0	0	0	داخلی
inlay	0	0	0	0	0	0	0	0	0	0	منبت کاری
inlet	0	0	0	0	0	0	0	0	0	0	ورودی
inmate	0	0	1	1	0	1	0	0	0	0	زندانی
inn	0	0	0	0	0	0	0	0	0	0	مسافرخانه
innate	0	0	0	0	0	0	0	0	0	0	ذاتی
innermost	0	0	0	0	0	0	0	0	0	0	درونی ترین
innings	0	0	0	0	0	0	0	0	0	0	اینینگ
innkeeper	0	0	0	0	0	0	0	0	0	0	مسافرخانه دار
innocence	0	0	0	0	0	0	1	0	0	0	بی گناهی
innocent	0	0	0	0	0	0	1	0	0	1	بی گناه
innocently	0	0	0	0	0	0	1	0	0	0	بی گناه
innocuous	0	0	0	0	0	0	1	0	0	0	بی آسیب
innovate	0	0	0	0	0	0	1	0	0	0	نوآوری کند
innovation	0	0	0	0	0	0	1	0	0	0	نوآوری
innuendo	0	0	0	0	0	0	0	0	0	0	کنایه
innumerable	0	0	0	0	0	0	0	0	0	0	بی شمار
inoculation	0	1	0	0	0	0	0	0	0	1	تلقیح
inoperative	1	0	0	0	0	1	0	0	0	0	غیر فعال
inordinate	0	0	0	0	0	0	0	0	0	0	بی رویه
inorganic	0	0	0	0	0	0	0	0	0	0	غیرآلی
inquest	0	0	0	0	0	0	0	0	0	0	استعلام
inquire	0	0	0	0	0	0	0	0	0	0	جویا شدن
inquirer	0	0	0	0	0	0	1	0	0	0	پرسشگر
inquiring	0	0	0	0	0	0	0	0	0	0	پرس و جو کردن
inquiry	0	1	0	0	0	0	1	0	0	0	استعلام
inquisitive	0	0	0	0	0	0	1	0	0	0	کنجکاو
insane	1	0	0	1	0	1	0	0	0	0	مجنون
insanity	1	0	1	1	0	1	0	1	0	0	جنون
inscription	0	0	0	0	0	0	0	0	0	0	کتیبه
inscrutable	0	0	0	0	0	0	0	0	0	0	غیر قابل درک
insect	0	0	0	0	0	0	0	0	0	0	حشره
insecure	1	0	0	1	0	1	0	1	0	0	ناامن
insecurity	0	0	0	1	0	1	0	0	0	0	ناامنی
inseparable	0	0	0	0	1	0	1	0	0	1	جدایی ناپذیر
insert	0	0	0	0	0	0	0	0	0	0	درج کنید
inserted	0	0	0	0	0	0	0	0	0	0	درج شده است
insertion	0	0	0	0	0	0	0	0	0	0	درج
inside	0	0	0	0	0	0	0	0	0	0	داخل
insidious	1	0	1	1	0	1	0	0	0	0	موذی
insight	0	0	0	0	0	0	0	0	0	0	بینش، بصیرت، درون بینی
insignia	0	0	0	0	0	0	1	0	0	0	نشان
insignificance	0	0	0	0	0	1	0	0	0	0	بی اهمیتی
insignificant	1	0	0	0	0	1	0	1	0	0	ناچیز
insipid	0	0	0	0	0	1	0	0	0	0	بی مزه
insist	0	0	0	0	0	0	0	0	0	0	اصرار کنید
insolent	0	0	0	0	0	1	0	0	0	0	گستاخ
insoluble	0	0	0	0	0	0	0	0	0	0	نامحلول
insolvency	0	0	0	1	0	1	0	1	1	0	ورشکستگی
insolvent	0	0	0	1	0	1	0	1	0	1	ورشکسته
inspect	0	0	0	0	0	0	0	0	0	0	بازرسی
inspector	0	0	0	0	0	0	1	0	0	0	بازرس
inspiration	0	1	0	0	1	0	1	0	0	0	الهام گرفتن
inspire	0	1	0	0	1	0	1	0	0	1	الهام بخشیدن
inspired	0	0	0	0	1	0	1	0	1	1	الهام گرفته
instability	0	0	1	1	0	1	0	0	0	0	بی ثباتی
install	0	1	0	0	0	0	0	0	0	0	نصب
installation	0	0	0	0	0	0	0	0	0	0	نصب و راه اندازی
installment	0	0	0	0	0	0	0	0	0	0	قسط
instance	0	0	0	0	0	0	0	0	0	0	نمونه، مثال
instant	0	0	0	0	0	0	0	0	0	0	فوری
instantaneous	0	0	0	0	0	0	0	0	0	0	فوری
instantaneously	0	0	0	0	0	0	0	0	0	0	به صورت آنی
instigate	0	0	0	0	0	1	0	0	0	0	تحریک کردن
instigation	0	0	0	0	0	1	0	0	0	0	تحریک
instill	0	0	0	0	0	0	0	0	0	0	القا کنند
instinct	0	0	0	0	0	0	0	0	0	0	غریزه
instinctive	1	0	1	1	0	0	1	0	0	0	غریزی
institute	0	0	0	0	0	0	0	0	0	1	موسسه
institution	0	0	0	0	0	0	0	0	0	0	موسسه، نهاد
instruct	0	0	0	0	0	0	1	0	0	1	دستور دادن
instructed	0	0	0	0	0	0	0	0	0	0	دستور داده است
instruction	0	0	0	0	0	0	1	0	0	1	دستورالعمل
instructional	0	0	0	0	0	0	0	0	0	0	آموزشی
instructions	0	1	0	0	0	0	0	0	0	1	دستورالعمل ها
instructive	0	0	0	0	0	0	0	0	0	0	آموزنده
instructor	0	1	0	0	0	0	1	0	0	1	مربی
instrument	0	0	0	0	0	0	0	0	0	0	ابزار
instrumental	0	0	0	0	0	0	1	0	0	0	وسیله
instrumentalist	0	0	0	0	0	0	0	0	0	0	نوازنده ساز
instrumentality	0	0	0	0	0	0	0	0	0	0	ابزاری
insufficiency	1	0	0	0	0	1	0	0	0	0	بی کفایتی
insufficient	0	0	0	0	0	1	0	0	0	0	ناکافی
insufficiently	0	0	0	0	0	1	0	0	0	0	به اندازه کافی
insular	0	0	0	0	0	0	0	0	0	0	جزیره ای
insulate	0	0	0	0	0	0	0	0	0	0	عایق کردن
insulation	0	0	0	0	0	0	0	0	0	1	عایق
insult	1	0	1	0	0	1	0	1	1	0	توهین
insulting	1	0	1	1	0	1	0	1	0	0	توهین آمیز
insurance	0	0	0	0	0	0	0	0	0	0	بیمه
insure	0	0	0	0	0	0	1	0	0	1	بیمه کنند
insurgent	0	0	0	0	0	1	0	0	0	0	شورشی
insurmountable	0	0	0	1	0	1	0	1	0	0	غیر قابل عبور
insurrection	1	0	0	0	0	1	0	0	0	0	شورش
intact	0	0	0	0	0	0	1	0	0	1	سالم
intangible	0	0	0	0	0	0	0	0	0	0	ناملموس
integer	0	0	0	0	0	0	0	0	0	0	عدد صحیح
integral	0	0	0	0	0	0	0	0	0	0	انتگرال
integrate	0	0	0	0	0	0	0	0	0	0	ادغام کردن
integration	0	0	0	0	0	0	0	0	0	0	ادغام
integrity	0	0	0	0	0	0	1	0	0	1	تمامیت
intellect	0	0	0	0	0	0	1	0	0	0	عقل
intellectual	0	0	0	0	0	0	1	0	0	0	پر فکر
intelligence	0	0	0	1	1	0	1	0	0	1	هوش
intelligent	0	0	0	0	0	0	1	0	0	1	باهوش
intelligibility	0	0	0	0	0	0	0	0	0	0	قابل فهم بودن
intelligible	0	0	0	0	0	0	0	0	0	0	قابل فهم
intend	0	0	0	0	0	0	0	0	0	1	قصد داشتن - خواستن
intended	0	1	0	0	0	0	1	0	0	0	مورد نظر
intending	0	0	0	0	0	0	0	0	0	0	قصد دارد
intense	1	0	1	1	1	1	1	0	1	1	شدید، قوی
intensely	0	0	0	0	0	0	0	0	0	0	به شدت
intensify	0	0	0	0	0	0	0	0	0	0	تشدید شود
intensity	0	0	0	0	0	0	0	0	0	0	شدت
intent	0	0	0	0	0	0	0	0	0	0	قصد
intention	0	0	0	0	0	0	0	0	0	0	قصد
intentional	0	0	0	0	0	0	0	0	0	0	عمدی - قصدی
intentionally	0	0	0	0	0	0	0	0	0	0	عمدا
inter	0	0	0	0	0	1	0	1	0	0	بین
interaction	0	0	0	0	0	0	0	0	0	0	اثر متقابل
intercede	0	0	0	1	0	0	0	1	0	0	شفاعت کردن
intercept	0	0	0	0	0	0	0	0	0	0	رهگیری
interception	0	0	0	0	0	0	0	0	0	0	استراق سمع
intercession	0	0	0	0	0	0	0	0	0	1	شفاعت
interchange	0	0	0	0	0	0	0	0	0	0	تبادل
interchangeable	0	0	0	0	0	0	0	0	0	0	قابل تعویض
interchanged	0	0	0	0	0	0	0	0	0	0	تعویض شد
intercom	0	0	0	0	0	0	0	0	0	0	اینترکام
intercourse	0	0	0	0	0	0	1	0	0	0	مقاربت
interdependence	0	0	0	0	0	0	0	0	0	0	وابستگی متقابل
interdependent	0	0	0	0	0	0	0	0	0	0	وابسته به یکدیگر
