Word	Danish-da	Valence	Arousal	Dominance
interpolate	interpolere	0.460	0.490	0.569
interpolation	interpolation	0.419	0.506	0.528
interpret	fortolke	0.646	0.625	0.673
interpretation	fortolkning	0.677	0.594	0.620
interpreter	tolk	0.708	0.461	0.596
interpretive	fortolkende	0.531	0.549	0.595
interrelated	indbyrdes	0.615	0.469	0.592
interrogate	forhøre	0.323	0.808	0.680
interrogation	forhør	0.302	0.827	0.657
interrupt	afbryde	0.210	0.635	0.509
interrupted	afbrudt	0.281	0.559	0.333
interrupting	afbryde	0.146	0.593	0.509
interruption	afbrydelse	0.184	0.632	0.425
interrupts	afbryder	0.204	0.545	0.389
intersect	krydse	0.521	0.510	0.480
intersection	vejkryds	0.344	0.541	0.658
interstate	mellemstatlige	0.520	0.443	0.600
interstellar	interstellar	0.708	0.702	0.622
interstitial	interstitiel	0.333	0.471	0.534
interval	interval	0.510	0.284	0.400
intervene	intervenere	0.520	0.677	0.768
intervening	intervenerende	0.398	0.627	0.442
intervention	intervention	0.388	0.696	0.689
interview	interview	0.573	0.770	0.619
interviewer	Interviewer	0.552	0.736	0.816
interworking	indbyrdes samarbejde	0.552	0.587	0.691
intestate	testamente	0.459	0.467	0.415
intestinal	intestinal	0.357	0.531	0.370
intestine	tarm	0.343	0.450	0.380
intestines	tarme	0.292	0.547	0.398
intimacy	intimitet	0.857	0.802	0.558
intimate	intim	0.724	0.598	0.393
intimately	intimt	0.806	0.573	0.590
intimation	tilkendegivelse	0.406	0.673	0.500
intimidate	skræmme	0.210	0.804	0.632
intimidated	intimideret	0.177	0.663	0.208
intimidating	skræmmende	0.229	0.790	0.708
intimidation	intimidering	0.177	0.791	0.644
intolerable	utålelig	0.146	0.660	0.439
intolerance	intolerance	0.052	0.704	0.520
intolerant	intolerant	0.135	0.676	0.509
intonation	intonation	0.615	0.442	0.598
intoxicated	beruset	0.079	0.824	0.246
intoxicating	berusende	0.224	0.760	0.464
intoxication	forgiftning	0.323	0.710	0.400
intracranial	intrakranielt	0.281	0.602	0.553
intractable	umedgørlig	0.154	0.694	0.302
intramural	intramuralt	0.490	0.464	0.447
intravenous	intravenøs	0.357	0.538	0.458
intrepid	Intrepid	0.753	0.696	0.637
intricate	indviklet	0.559	0.704	0.500
intrigue	intrige	0.362	0.830	0.327
intriguing	spændende	0.422	0.713	0.462
intrinsic	iboende	0.406	0.471	0.526
intrinsically	uløseligt	0.459	0.382	0.538
intro	intro	0.510	0.331	0.657
introduce	indføre	0.592	0.559	0.648
introduction	introduktion	0.612	0.413	0.640
introductory	indledende	0.635	0.368	0.593
introspection	introspektion	0.603	0.337	0.575
introspective	indadvendt	0.552	0.360	0.471
intrude	trænge	0.058	0.735	0.480
intruder	ubuden gæst	0.146	0.740	0.324
intrusion	indbrud	0.293	0.641	0.670
intrusive	påtrængende	0.461	0.607	0.538
intubation	intubation	0.276	0.598	0.526
intuition	intuition	0.857	0.508	0.602
intuitive	intuitiv	0.771	0.573	0.690
intuitively	intuitivt	0.670	0.561	0.648
inundation	oversvømmelse	0.177	0.780	0.455
invade	invadere	0.408	0.892	0.714
invader	angriber	0.200	0.827	0.618
invalid	ugyldig	0.180	0.330	0.255
invalidate	afkræfte	0.315	0.480	0.397
invalidation	ugyldiggørelse	0.181	0.490	0.278
invalidity	invaliditet	0.186	0.394	0.158
invaluable	uvurderlig	0.740	0.500	0.745
invariably	uvægerligt	0.458	0.365	0.550
invasion	invasion	0.271	0.843	0.808
invasive	invasiv	0.194	0.730	0.598
invent	opfinde	0.719	0.689	0.833
invention	opfindelse	0.714	0.577	0.811
inventive	opfindsomme	0.780	0.627	0.721
inventor	opfinder	0.781	0.667	0.847
inventory	beholdning	0.594	0.463	0.490
inverse	invers	0.459	0.337	0.319
inversely	omvendt	0.286	0.418	0.351
inversion	inversion	0.602	0.630	0.772
invert	invertsukker	0.510	0.585	0.706
inverted	inverteret	0.310	0.471	0.357
invest	investere	0.650	0.663	0.682
investigate	undersøge	0.640	0.500	0.781
investigation	efterforskning	0.531	0.592	0.820
investigative	undersøgende	0.562	0.600	0.704
investigator	investigator	0.615	0.509	0.779
investment	investering	0.720	0.592	0.745
investor	investor	0.794	0.655	0.791
invidious	uheldige	0.112	0.650	0.364
invigorate	puste nyt liv	0.821	0.798	0.831
invincible	uovervindelig	0.867	0.853	0.914
invisibility	usynlighed	0.438	0.461	0.382
invisible	usynlig	0.417	0.345	0.412
invitation	invitation	0.802	0.549	0.647
invite	invitere	0.745	0.655	0.611
inviting	indbydende	0.938	0.571	0.538
invocation	påkaldelse	0.430	0.620	0.673
invoice	faktura	0.480	0.380	0.474
invoke	påberåbe	0.583	0.740	0.579
involuntary	ufrivillig	0.354	0.490	0.231
involution	involution	0.296	0.420	0.407
involve	involvere	0.694	0.490	0.728
involvement	involvering	0.760	0.620	0.696
invulnerable	usårlig	0.552	0.683	0.745
inwards	indad	0.490	0.385	0.438
iodine	jod	0.390	0.265	0.333
ion	ion	0.429	0.330	0.408
iota	tøddel	0.344	0.385	0.314
irate	harmdirrende	0.188	0.852	0.474
ire	NO TRANSLATION	0.198	0.740	0.575
iridescent	iriserende	0.602	0.588	0.539
iris	iris	0.708	0.275	0.380
irked	irriterede	0.164	0.791	0.353
irks	irriterer	0.276	0.781	0.339
iron	jern	0.448	0.351	0.679
ironclad	panserskib	0.561	0.648	0.679
ironic	ironisk	0.435	0.550	0.500
irons	strygejern	0.531	0.441	0.625
irony	ironi	0.390	0.587	0.508
irradiation	bestråling	0.385	0.736	0.509
irrational	irrationel	0.125	0.648	0.394
irrationality	irrationalitet	0.198	0.735	0.361
irreconcilable	uforenelige	0.146	0.667	0.375
irreducible	irreducible	0.296	0.455	0.569
irrefutable	uigendrivelige	0.496	0.549	0.716
irregular	uregelmæssig	0.312	0.548	0.321
irregularity	uregelmæssighed	0.104	0.647	0.306
irregularly	uregelmæssigt	0.292	0.565	0.397
irrelevant	irrelevant	0.138	0.311	0.296
irreparable	uoprettelig	0.061	0.530	0.430
irreplaceable	uerstattelige	0.479	0.580	0.833
irrepressible	ukuelig	0.512	0.566	0.745
irresistible	uimodståelig	0.823	0.833	0.839
irrespective	uanset	0.497	0.538	0.745
irresponsible	uansvarlig	0.177	0.680	0.241
irreverent	respektløs	0.191	0.694	0.634
irreversible	irreversibel	0.170	0.541	0.667
irrevocable	uigenkaldelig	0.296	0.560	0.712
irrigate	overrisle	0.272	0.458	0.490
irrigation	vanding	0.259	0.426	0.426
irritability	irritabilitet	0.146	0.853	0.283
irritable	irritabel	0.112	0.952	0.462
irritate	irritere	0.167	0.890	0.368
irritated	irriteret	0.210	0.816	0.281
irritates	irriterer	0.173	0.810	0.295
irritating	irriterende	0.104	0.912	0.393
irritation	irritation	0.073	0.833	0.496
island	ø	0.745	0.347	0.432
isle	isle	0.667	0.390	0.443
islet	holm	0.612	0.314	0.367
isolate	isolere	0.235	0.422	0.336
isolated	isolerede	0.221	0.356	0.255
isolation	isolation	0.198	0.338	0.339
isomorphism	isomorfi	0.448	0.361	0.481
isothermal	isotermiske	0.459	0.491	0.500
isotope	isotop	0.429	0.404	0.407
issue	problem	0.316	0.819	0.351
itch	kløe	0.319	0.610	0.465
itching	kløe	0.208	0.690	0.300
itchy	kløende	0.334	0.726	0.296
item	vare	0.594	0.270	0.465
itemize	itemize	0.459	0.527	0.518
items	elementer	0.542	0.401	0.434
iterate	ITERATE-	0.449	0.460	0.440
iteration	iteration	0.531	0.449	0.486
iterative	iterativ	0.429	0.420	0.500
itinerant	omrejsende	0.449	0.545	0.439
itinerary	rute	0.551	0.550	0.454
ivory	elfenben	0.625	0.235	0.566
jab	jab	0.385	0.519	0.482
jabber	jabber	0.417	0.506	0.342
jack	donkraft	0.487	0.450	0.441
jackal	sjakal	0.333	0.582	0.436
jackass	jackass	0.188	0.692	0.279
jacket	jakke	0.656	0.302	0.382
jackhammer	trykluftsbor	0.199	0.690	0.519
jackpot	jackpot	0.950	0.750	0.786
jackrabbit	jackrabbit	0.625	0.379	0.344
jacks	donkrafte	0.490	0.400	0.505
jade	jade	0.604	0.410	0.455
jaded	slidte	0.255	0.560	0.400
jag	NO TRANSLATION	0.408	0.440	0.427
jagged	takkede	0.082	0.462	0.213
jaguar	jaguar	0.559	0.710	0.654
jail	fængsel	0.094	0.898	0.480
jailbird	vaneforbryder	0.240	0.567	0.473
jailbreak	jailbreak	0.354	0.629	0.471
jailer	fangevogter	0.194	0.630	0.632
jailhouse	jailhouse	0.104	0.887	0.430
jalopy	Jalopy	0.396	0.436	0.337
jam	marmelade	0.510	0.548	0.318
jamboree	jamboree	0.602	0.625	0.351
jammed	fastklemt	0.235	0.817	0.411
jammer	jammer	0.417	0.540	0.491
janitor	pedel	0.510	0.350	0.527
janitorial	janitorial	0.490	0.373	0.481
japan	japan	0.667	0.482	0.580
jar	krukke	0.430	0.346	0.318
jargon	jargon	0.333	0.548	0.404
jarhead	Jarhead	0.408	0.530	0.464
jarring	disharmonisk	0.210	0.673	0.309
jasmine	jasmin	0.765	0.230	0.286
jasper	jaspis	0.480	0.425	0.402
jaundice	gulsot	0.214	0.480	0.355
jaunt	udflugt	0.808	0.451	0.500
java	java	0.459	0.321	0.343
javelin	spydkast	0.385	0.481	0.465
jaw	kæbe	0.500	0.510	0.420
jawbone	kæbeben	0.468	0.413	0.342
jaws	kæber	0.385	0.528	0.455
jay	jay	0.531	0.408	0.389
jazz	jazz	0.677	0.362	0.450
jazzy	jazzy	0.725	0.431	0.389
jealous	jaloux	0.173	0.855	0.345
jealousy	misundelse	0.146	0.783	0.481
jean	jean	0.602	0.444	0.364
jeans	jeans	0.622	0.324	0.371
jeep	jeep	0.602	0.510	0.612
jeering	hujende	0.266	0.792	0.380
jelly	gele	0.651	0.294	0.256
jellybean	jellybean	0.592	0.406	0.399
jellyfish	vandmand	0.531	0.567	0.377
jenny	jenny	0.542	0.406	0.407
jeopardize	true	0.260	0.877	0.582
jeopardy	fare	0.129	0.908	0.536
jerk	fjols	0.194	0.630	0.238
jerks	ryk	0.214	0.788	0.395
jerky	jerky	0.233	0.538	0.358
jersey	trøje	0.594	0.317	0.411
jest	NO TRANSLATION	0.520	0.736	0.222
jester	hofnar	0.388	0.670	0.264
jesus	jesus	0.800	0.400	0.620
jet	Jet	0.612	0.721	0.606
jetty	anløbsbro	0.602	0.480	0.453
jewel	juvel	0.827	0.588	0.625
jeweler	guldsmed	0.760	0.482	0.500
jewelry	smykker	0.823	0.569	0.597
jib	fok	0.406	0.420	0.413
jiff	NO TRANSLATION	0.576	0.404	0.349
jiffy	snuptag	0.410	0.444	0.380
jig	jig	0.531	0.396	0.357
jiggle	jiggle	0.592	0.673	0.518
jigsaw	puslespil	0.594	0.582	0.519
jihad	jihad	0.323	0.660	0.444
jimmy	jimmy	0.579	0.321	0.311
jingle	jingle	0.635	0.500	0.424
jinx	jinx	0.337	0.582	0.373
jitters	rystesyge	0.224	0.918	0.192
jittery	nervøs	0.344	0.856	0.255
jive	jive	0.561	0.551	0.373
job	job	0.694	0.541	0.717
jobinterview	NO TRANSLATION	0.684	0.837	0.723
jock	Jock	0.592	0.656	0.473
jockey	jockey	0.562	0.644	0.703
jockstrap	skridtbeskytter	0.347	0.431	0.390
jog	løbetur	0.510	0.708	0.519
jogger	jogger	0.417	0.510	0.424
john	John	0.562	0.382	0.327
join	tilslutte	0.729	0.479	0.684
joined	sluttede	0.667	0.394	0.600
joining	sammenføjning	0.755	0.469	0.685
joint	samling	0.615	0.392	0.566
jointly	fællesskab	0.708	0.425	0.602
joke	joke	0.704	0.610	0.316
joker	joker	0.771	0.760	0.416
joking	laver sjov	0.776	0.839	0.407
jolly	jolly	0.959	0.705	0.708
jolt	rystelse	0.365	0.708	0.358
jornada	NO TRANSLATION	0.417	0.500	0.533
jot	tøddel	0.406	0.323	0.350
jour	NO TRANSLATION	0.479	0.394	0.415
journal	tidsskrift	0.688	0.240	0.352
journalism	journalistik	0.622	0.500	0.684
journalist	journalist	0.542	0.452	0.732
journalistic	journalistisk	0.696	0.449	0.495
journey	rejse	0.910	0.702	0.625
journeyman	svend	0.765	0.596	0.741
joust	dyst	0.520	0.528	0.551
jovial	jovial	0.823	0.460	0.526
joy	glæde	0.980	0.824	0.794
joyful	glad	0.990	0.740	0.667
joyous	glad	0.958	0.580	0.728
joyride	joyride	0.694	0.550	0.500
joys	glæderne	0.981	0.643	0.651
jubilant	jublende	0.844	0.673	0.664
jubilee	jubilæum	0.916	0.500	0.579
judge	dommer	0.510	0.604	0.857
judged	bedømmes	0.281	0.686	0.722
judging	dømme	0.240	0.625	0.693
judgment	dom	0.396	0.600	0.816
judgmental	fordømmende	0.330	0.602	0.579
judicial	retslige	0.378	0.667	0.833
judiciary	retsvæsen	0.439	0.740	0.897
judicious	velovervejet	0.630	0.432	0.772
judo	judo	0.500	0.790	0.612
jug	kande	0.520	0.250	0.213
juggle	jonglere	0.594	0.760	0.426
juggler	jonglør	0.633	0.821	0.480
juggling	jonglere	0.562	0.874	0.346
jugular	jugularis	0.271	0.573	0.426
juice	Juice	0.776	0.281	0.352
juicer	saftpresser	0.552	0.520	0.564
juicy	saftig	0.823	0.529	0.490
juju	NO TRANSLATION	0.541	0.519	0.206
juke	juke	0.500	0.491	0.410
jukebox	jukebox	0.699	0.540	0.429
jumble	virvar	0.357	0.613	0.331
jumbled	rodet	0.292	0.602	0.445
jumbo	jumbo	0.680	0.552	0.447
jump	hoppe	0.625	0.865	0.611
jump rope	sjippetov	0.656	0.660	0.368
jumper	jumper	0.615	0.336	0.481
jumpsuit	buksedragt	0.562	0.365	0.361
jumpy	hoppende	0.353	0.810	0.216
junction	knudepunkt	0.490	0.481	0.364
juncture	tidspunkt	0.365	0.582	0.491
jungle	jungle	0.500	0.510	0.481
junior	junior-	0.635	0.343	0.304
juniper	enebær	0.583	0.327	0.352
junk	junk	0.115	0.481	0.118
junket	tykmælk	0.490	0.519	0.386
junkie	junkie	0.135	0.860	0.363
junky	elendige	0.385	0.595	0.343
junkyard	Junkyard	0.177	0.398	0.302
junta	junta	0.451	0.503	0.704
juridical	juridisk	0.520	0.431	0.873
jurisdiction	jurisdiktion	0.480	0.580	0.820
jurisprudence	retspraksis	0.360	0.425	0.764
jurist	jurist	0.479	0.523	0.713
juror	nævning	0.582	0.640	0.750
jury	jury	0.479	0.607	0.789
justice	retfærdighed	0.760	0.538	0.787
justifiable	berettiget	0.786	0.413	0.821
justification	begrundelse	0.622	0.444	0.661
justify	retfærdiggøre	0.612	0.473	0.615
juststop	NO TRANSLATION	0.417	0.379	0.364
justthebeginning	NO TRANSLATION	0.573	0.451	0.481
jute	jute	0.551	0.216	0.295
juvenile	ungdoms	0.678	0.490	0.526
juxtaposition	sammenstilling	0.427	0.500	0.460
kaiser	kaiser	0.470	0.509	0.690
kale	grønkål	0.469	0.226	0.411
kaleidoscope	kalejdoskop	0.615	0.439	0.580
kamikaze	kamikaze	0.204	0.810	0.645
kangaroo	kænguru	0.716	0.333	0.301
kanji	kanji	0.510	0.413	0.425
kappa	kappa	0.469	0.375	0.366
kaput	NO TRANSLATION	0.281	0.441	0.440
karaoke	karaoke	0.763	0.649	0.342
karate	karate	0.562	0.833	0.598
karma	karma	0.500	0.510	0.537
karmic	karmiske	0.357	0.459	0.464
kayak	kajak	0.592	0.600	0.364
kazoo	kazoo	0.503	0.462	0.411
kebab	kebab	0.531	0.431	0.377
keel	køl	0.344	0.417	0.419
keen	opsat	0.823	0.719	0.806
keep	holde	0.714	0.296	0.547
keeper	keeper	0.612	0.457	0.773
keeping	beholde	0.592	0.280	0.723
keepsake	souvenir	0.740	0.307	0.491
keg	tønde	0.551	0.389	0.404
kelp	søgræs	0.479	0.264	0.213
ken	ken	0.438	0.409	0.360
kennel	kennel	0.430	0.480	0.406
kerchief	tørklæde	0.520	0.189	0.236
kern	kern	0.438	0.420	0.449
kernel	kerne	0.542	0.453	0.462
kerosene	petroleum	0.302	0.472	0.427
ketchup	ketchup	0.653	0.338	0.282
kettle	kedel	0.357	0.497	0.333
key	nøgle	0.615	0.275	0.519
keyboard	tastatur	0.573	0.279	0.349
keyed	indtastet	0.469	0.497	0.521
keyhole	nøglehul	0.438	0.358	0.356
keynote	keynote	0.630	0.431	0.545
keypad	tastatur	0.604	0.255	0.330
keystone	slutsten	0.573	0.438	0.491
keyword	søgeord	0.602	0.520	0.747
khaki	khaki	0.594	0.252	0.278
khan	khan	0.463	0.476	0.529
kibble	tørfoder	0.510	0.458	0.404
kick	sparke	0.271	0.791	0.526
kickboxing	kickboxing	0.427	0.882	0.651
kicker	kicker	0.427	0.711	0.614
kicking	sparke	0.327	0.802	0.510
kickoff	kickoff	0.583	0.600	0.629
kid	barn	0.760	0.453	0.298
kidder	Kidder	0.708	0.768	0.471
kidding	kidding	0.622	0.625	0.457
kiddo	Kiddo	0.674	0.393	0.419
kiddos	kiddos	0.500	0.480	0.342
kidnap	kidnappe	0.032	0.923	0.535
kidnapped	kidnappet	0.044	0.923	0.455
kidnapper	kidnapper	0.115	0.906	0.618
kidnapping	kidnapning	0.094	0.880	0.561
kidney	nyre	0.448	0.363	0.380
kids	børn	0.837	0.500	0.417
kill	dræbe	0.052	0.941	0.736
killer	morder	0.041	0.971	0.543
killing	drab	0.080	0.959	0.696
killjoy	lyseslukker	0.178	0.550	0.324
kiln	ovn	0.451	0.423	0.414
kilo	NO TRANSLATION	0.438	0.358	0.461
kilogram	kilogram	0.510	0.260	0.455
kilometer	kilometer	0.490	0.439	0.485
kilt	kilt	0.448	0.346	0.348
kimono	kimono	0.643	0.280	0.363
kin	kin	0.543	0.441	0.457
kind	venlig	0.918	0.240	0.618
kindergarten	børnehave	0.833	0.462	0.308
kindling	pindebrænde	0.520	0.651	0.421
kindness	venlighed	0.938	0.350	0.508
kindred	beslægtet	0.760	0.418	0.517
kinematics	kinematik	0.594	0.480	0.614
kinesiology	kinesiologi	0.491	0.480	0.633
kinetic	kinetisk	0.582	0.540	0.537
king	konge	0.677	0.690	0.892
king snake	konge slange	0.458	0.835	0.647
kingdom	Kongerige	0.714	0.547	0.910
kingpin	kingpin	0.357	0.626	0.642
kink	knækket	0.337	0.634	0.321
kinky	kinky	0.449	0.558	0.361
kinship	slægtskab	0.771	0.300	0.652
kiosk	kiosk	0.500	0.286	0.321
kirk	Kirk	0.510	0.390	0.388
kiss	kys	0.967	0.813	0.630
kisser	kisser	0.844	0.682	0.618
kissy	Kissy	0.874	0.684	0.402
kit	kit	0.583	0.344	0.420
kitchen	køkken	0.700	0.234	0.398
kite	glente	0.643	0.500	0.573
kitten	killing	0.816	0.343	0.260
kiwi	kiwi	0.646	0.273	0.282
klutz	klutz	0.275	0.451	0.356
knack	håndelag	0.562	0.518	0.820
knapsack	tornyster	0.551	0.317	0.268
knead	ælte	0.490	0.457	0.345
knee	knæ	0.520	0.245	0.396
kneecap	knæskal	0.427	0.360	0.440
kneel	knæle	0.426	0.417	0.217
kneeling	knælende	0.245	0.435	0.144
knell	stemt ned	0.354	0.500	0.377
knick	knick	0.480	0.509	0.420
knickers	trusser	0.552	0.428	0.328
knife	kniv	0.344	0.717	0.573
knight	ridder	0.780	0.441	0.835
knighthood	ridderskab	0.740	0.660	0.769
knit	strikke	0.630	0.144	0.295
knob	knop	0.340	0.360	0.272
knock	banke	0.312	0.531	0.527
knockoff	kopi	0.350	0.606	0.240
knockout	slå ud	0.388	0.755	0.664
knoll	knold	0.434	0.347	0.333
knot	knude	0.541	0.221	0.408
knots	knob	0.418	0.346	0.267
knotted	knyttede	0.226	0.412	0.294
know	ved godt	0.765	0.361	0.704
knowing	kende	0.833	0.353	0.658
knowingly	bevidst	0.500	0.459	0.481
knowledge	viden	0.847	0.430	0.896
knowledgeable	vidende	0.865	0.455	0.971
knuckle	kno	0.655	0.333	0.393
knucklehead	knucklehead	0.157	0.485	0.288
knuckles	knoer	0.271	0.461	0.320
koala	koala	0.608	0.210	0.311
kook	NO TRANSLATION	0.417	0.471	0.398
kooky	kooky	0.418	0.582	0.366
kool-aid	Kool-støtte	0.531	0.318	0.393
kos	kos	0.500	0.471	0.407
kosher	kosher	0.469	0.443	0.312
kraut	NO TRANSLATION	0.388	0.500	0.390
kris	kris	0.427	0.417	0.407
kryptonite	kryptonit	0.306	0.690	0.588
kudos	kudos	0.925	0.587	0.642
kumquat	kumquat	0.417	0.426	0.390
lab	lab	0.479	0.500	0.600
label	etiket	0.582	0.245	0.423
labor	arbejdskraft	0.594	0.639	0.754
laboratory	laboratorium	0.571	0.490	0.537
labored	arbejdede	0.646	0.451	0.637
laborer	arbejdsmand	0.561	0.510	0.698
laboring	laboring	0.705	0.644	0.737
laborious	besværlig	0.393	0.635	0.709
labyrinth	labyrint	0.479	0.811	0.491
lac	lac	0.408	0.418	0.331
lace	blonder	0.625	0.200	0.293
laceration	laceration	0.143	0.667	0.443
lack	mangel	0.250	0.365	0.242
lackey	lakaj	0.260	0.510	0.166
lacking	mangler	0.229	0.375	0.121
lackluster	glansløse	0.250	0.311	0.264
lacquer	lak	0.510	0.353	0.258
lacrosse	lacrosse	0.573	0.656	0.509
lactose	lactose	0.479	0.290	0.433
lad	dreng	0.637	0.388	0.336
ladder	stige	0.560	0.438	0.358
laddie	Laddie	0.668	0.539	0.391
laden	lastet	0.392	0.478	0.554
lading	Lading	0.388	0.463	0.409
ladle	slev	0.531	0.368	0.352
lady	dame	0.854	0.481	0.602
lady bug	NO TRANSLATION	0.490	0.434	0.381
ladybug	mariehøne	0.602	0.400	0.224
ladylike	dameagtig	0.592	0.559	0.538
ladyship	Naade	0.561	0.480	0.822
lag	forsinkelse	0.220	0.375	0.246
lager	NO TRANSLATION	0.584	0.480	0.353
lagging	halter	0.135	0.538	0.277
lagoon	lagune	0.660	0.231	0.373
lair	hule	0.469	0.438	0.392
laity	lægfolk	0.510	0.320	0.487
lake	sø	0.694	0.196	0.425
lama	NO TRANSLATION	0.560	0.320	0.400
lamb	lam	0.646	0.284	0.321
lame	halt	0.145	0.410	0.217
lament	klagesang	0.198	0.398	0.352
lamenting	begræder	0.156	0.390	0.254
lamina	lamina	0.510	0.314	0.408
laminated	lamineret	0.417	0.304	0.373
lamp	lampe	0.510	0.260	0.309
lamppost	lygtepæl	0.420	0.337	0.455
lance	lanse	0.406	0.620	0.587
lancer	lancer	0.417	0.528	0.519
land	jord	0.582	0.260	0.616
landed	landet	0.709	0.620	0.480
landfall	landkending	0.521	0.434	0.407
landfill	deponering	0.398	0.423	0.324
landing	landing	0.552	0.696	0.596
landlady	værtinde	0.677	0.303	0.417
landlocked	indlandsstat	0.280	0.391	0.367
landlord	udlejeren	0.684	0.500	0.858
landmark	milepæl	0.694	0.355	0.681
lands	lander	0.594	0.280	0.492
landscape	landskab	0.719	0.176	0.423
landscaping	landskabspleje	0.823	0.379	0.519
landslide	jordskred	0.250	0.864	0.530
lane	bane	0.449	0.490	0.451
language	Sprog	0.677	0.337	0.704
languid	sløv	0.281	0.270	0.283
languish	sygne hen	0.235	0.408	0.382
languishing	smægtende	0.308	0.459	0.353
lanky	ranglet	0.412	0.426	0.370
lantern	lanterne	0.622	0.250	0.243
lap	skød	0.583	0.510	0.412
lapdog	skødehund	0.388	0.490	0.269
lapel	revers	0.460	0.287	0.288
lapse	bortfalder	0.420	0.316	0.281
lapsed	bortfaldet	0.357	0.333	0.276
laptop	bærbar	0.724	0.270	0.519
larceny	tyveri	0.272	0.821	0.454
lard	svinefedt	0.427	0.239	0.179
larder	spisekammer	0.656	0.290	0.509
large	stor	0.704	0.565	0.736
larger	større	0.729	0.654	0.763
largo	NO TRANSLATION	0.521	0.480	0.517
lark	lærke	0.570	0.292	0.352
larva	larve	0.245	0.423	0.254
