Word	Malayalam-ml	Valence	Arousal	Dominance
keg	കെഗ്	0.551	0.389	0.404
kelp	കെൽപ്പ്	0.479	0.264	0.213
ken	കെൻ	0.438	0.409	0.360
kennel	നായ്ക്കൂട്	0.430	0.480	0.406
kerchief	ശൃംഖല	0.520	0.189	0.236
kern	കെർൺ	0.438	0.420	0.449
kernel	കെർണൽ	0.542	0.453	0.462
kerosene	മണ്ണെണ്ണ	0.302	0.472	0.427
ketchup	ക്യാചപ്പ്	0.653	0.338	0.282
kettle	കെറ്റിൽ	0.357	0.497	0.333
key	കീ	0.615	0.275	0.519
keyboard	കീബോർഡ്	0.573	0.279	0.349
keyed	കീ	0.469	0.497	0.521
keyhole	കീഹോൾ	0.438	0.358	0.356
keynote	കീനോട്ട്	0.630	0.431	0.545
keypad	കീപാഡ്	0.604	0.255	0.330
keystone	താക്കോൽ	0.573	0.438	0.491
keyword	കീവേഡ്	0.602	0.520	0.747
khaki	ഖകി	0.594	0.252	0.278
khan	ഖാൻ	0.463	0.476	0.529
kibble	കിബ്ൾ	0.510	0.458	0.404
kick	തൊഴി	0.271	0.791	0.526
kickboxing	കിക്ക്ബോക്സിംഗ്	0.427	0.882	0.651
kicker	കിക്ക്ക്കർ	0.427	0.711	0.614
kicking	തട്ടുന്ന	0.327	0.802	0.510
kickoff	പുനരാരംഭം	0.583	0.600	0.629
kid	കുട്ടിയെ	0.760	0.453	0.298
kidder	കുട്ടിയുടെ	0.708	0.768	0.471
kidding	തമാശ	0.622	0.625	0.457
kiddo	കിദ്ദോ	0.674	0.393	0.419
kiddos	kiddos	0.500	0.480	0.342
kidnap	തട്ടിക്കൊണ്ടുപോകുക	0.032	0.923	0.535
kidnapped	തട്ടിക്കൊണ്ടുപോയി	0.044	0.923	0.455
kidnapper	തട്ടിക്കൊണ്ടുപോയി	0.115	0.906	0.618
kidnapping	തട്ടിക്കൊണ്ടുപോകൽ	0.094	0.880	0.561
kidney	വൃക്ക	0.448	0.363	0.380
kids	കുട്ടികൾ	0.837	0.500	0.417
kill	കൊല്ലുക	0.052	0.941	0.736
killer	കൊലയാളി	0.041	0.971	0.543
killing	കൊല്ലുന്നു	0.080	0.959	0.696
killjoy	കൊല്ലുക	0.178	0.550	0.324
kiln	ചൂട്	0.451	0.423	0.414
kilo	NO TRANSLATION	0.438	0.358	0.461
kilogram	കിലോഗ്രാം	0.510	0.260	0.455
kilometer	കിലോമീറ്ററാണ്	0.490	0.439	0.485
kilt	kilt	0.448	0.346	0.348
kimono	കിമോണോ	0.643	0.280	0.363
kin	ബന്ധുക്കൾ	0.543	0.441	0.457
kind	ദയയോടെ	0.918	0.240	0.618
kindergarten	കിൻറർഗാർട്ടൻ	0.833	0.462	0.308
kindling	ദാനം ചെയ്യുക	0.520	0.651	0.421
kindness	ദയ	0.938	0.350	0.508
kindred	മതം	0.760	0.418	0.517
kinematics	കിനാറ്ററ്റിക്സ്	0.594	0.480	0.614
kinesiology	കിനിയോളജി	0.491	0.480	0.633
kinetic	ഗതികോർജ്ജം	0.582	0.540	0.537
king	രാജാവ്	0.677	0.690	0.892
king snake	രാജാവ് പാമ്പ്	0.458	0.835	0.647
kingdom	രാജ്യം	0.714	0.547	0.910
kingpin	അച്ഛൻ	0.357	0.626	0.642
kink	കിക്കി	0.337	0.634	0.321
kinky	കിങ്കി	0.449	0.558	0.361
kinship	ബന്ധുക്കൾ	0.771	0.300	0.652
kiosk	കിയോസ്ക്	0.500	0.286	0.321
kirk	കിർക്ക്	0.510	0.390	0.388
kiss	ചുംബനം	0.967	0.813	0.630
kisser	ചുംബനം	0.844	0.682	0.618
kissy	ചുംബനം	0.874	0.684	0.402
kit	കിറ്റ്	0.583	0.344	0.420
kitchen	അടുക്കള	0.700	0.234	0.398
kite	പട്ടം	0.643	0.500	0.573
kitten	പൂച്ചക്കുട്ടി	0.816	0.343	0.260
kiwi	കിവി	0.646	0.273	0.282
klutz	klutz	0.275	0.451	0.356
knack	തട്ടുക	0.562	0.518	0.820
knapsack	മന്ദഹസരം	0.551	0.317	0.268
knead	ആക്കുക	0.490	0.457	0.345
knee	മുട്ടുകുത്തി	0.520	0.245	0.396
kneecap	മുട്ടുകുത്തി	0.427	0.360	0.440
kneel	മുട്ടുകുത്തുക	0.426	0.417	0.217
kneeling	മുട്ടുകുത്തി	0.245	0.435	0.144
knell	മുട്ടുകുത്തി	0.354	0.500	0.377
knick	നിക്ക്	0.480	0.509	0.420
knickers	വില്ലന്മാർ	0.552	0.428	0.328
knife	കത്തി	0.344	0.717	0.573
knight	കുതിര	0.780	0.441	0.835
knighthood	നൈറ്റ്ഹുഡ്	0.740	0.660	0.769
knit	മുട്ടുകുത്തി	0.630	0.144	0.295
knob	മുട്ടുകുത്തി	0.340	0.360	0.272
knock	മുട്ടുക	0.312	0.531	0.527
knockoff	മൗഫ്ഓഫ്	0.350	0.606	0.240
knockout	നോക്ക് ഔട്ട്	0.388	0.755	0.664
knoll	മുട്ടുകുത്തുക	0.434	0.347	0.333
knot	കെട്ടഴിച്ച്	0.541	0.221	0.408
knots	മുട്ടകൾ	0.418	0.346	0.267
knotted	കെട്ടഴിഞ്ഞു	0.226	0.412	0.294
know	അറിയുക	0.765	0.361	0.704
knowing	അറിയുന്ന	0.833	0.353	0.658
knowingly	അറിഞ്ഞുകൊണ്ട്	0.500	0.459	0.481
knowledge	അറിവ്	0.847	0.430	0.896
knowledgeable	വിവരമുള്ള	0.865	0.455	0.971
knuckle	മുട്ടുകുത്തി	0.655	0.333	0.393
knucklehead	മുട്ടുകുത്തി	0.157	0.485	0.288
knuckles	മുട്ടകൾ	0.271	0.461	0.320
koala	കോല	0.608	0.210	0.311
kook	NO TRANSLATION	0.417	0.471	0.398
kooky	കൂകി	0.418	0.582	0.366
kool-aid	കൂൾ എയ്ഡ്	0.531	0.318	0.393
kos	കോസ്	0.500	0.471	0.407
kosher	കോശർ	0.469	0.443	0.312
kraut	NO TRANSLATION	0.388	0.500	0.390
kris	kris	0.427	0.417	0.407
kryptonite	ക്രിപ്റ്റോണിറ്റ്	0.306	0.690	0.588
kudos	ബോധം	0.925	0.587	0.642
kumquat	കുമ്മാറ്റ്	0.417	0.426	0.390
lab	ലാബ്	0.479	0.500	0.600
label	ലേബൽ	0.582	0.245	0.423
labor	അധ്വാനിക്കുക	0.594	0.639	0.754
laboratory	ലബോറട്ടറി	0.571	0.490	0.537
labored	അധ്വാനിച്ചു	0.646	0.451	0.637
laborer	തൊഴിലാളി	0.561	0.510	0.698
laboring	അധ്വാനിക്കുക	0.705	0.644	0.737
laborious	കഠിനമായ	0.393	0.635	0.709
labyrinth	ലബ്ബിത്	0.479	0.811	0.491
lac	lac	0.408	0.418	0.331
lace	നാട	0.625	0.200	0.293
laceration	laceration	0.143	0.667	0.443
lack	അഭാവം	0.250	0.365	0.242
lackey	മദ്യപാനം	0.260	0.510	0.166
lacking	കുറവ്	0.229	0.375	0.121
lackluster	ക്ഷീണം	0.250	0.311	0.264
lacquer	ലാക്വർ	0.510	0.353	0.258
lacrosse	ലാക്രോസ്	0.573	0.656	0.509
lactose	ലാക്ടോസ്	0.479	0.290	0.433
lad	ബാലൻ	0.637	0.388	0.336
ladder	കയറുക	0.560	0.438	0.358
laddie	ലഡ്ഡി	0.668	0.539	0.391
laden	ലഡ്ഡു	0.392	0.478	0.554
lading	കയറ്റി	0.388	0.463	0.409
ladle	വൃത്തികെട്ട	0.531	0.368	0.352
lady	സ്ത്രീ	0.854	0.481	0.602
lady bug	NO TRANSLATION	0.490	0.434	0.381
ladybug	ladybug	0.602	0.400	0.224
ladylike	വേശ്യ	0.592	0.559	0.538
ladyship	ലഡ്ഷിപ്പ്	0.561	0.480	0.822
lag	മുന്നേറുക	0.220	0.375	0.246
lager	NO TRANSLATION	0.584	0.480	0.353
lagging	മന്ദഹസരം	0.135	0.538	0.277
lagoon	ലഗൂൺ	0.660	0.231	0.373
lair	ഗുണം	0.469	0.438	0.392
laity	ലഖി	0.510	0.320	0.487
lake	തടാകം	0.694	0.196	0.425
lama	NO TRANSLATION	0.560	0.320	0.400
lamb	ആട്ടിൻകുട്ടി	0.646	0.284	0.321
lame	മുടന്തന്	0.145	0.410	0.217
lament	വിലാപങ്ങൾ	0.198	0.398	0.352
lamenting	വിലപിക്കുന്നു	0.156	0.390	0.254
lamina	lamina	0.510	0.314	0.408
laminated	ലാമിനേറ്റ് ചെയ്തു	0.417	0.304	0.373
lamp	വിളക്ക്	0.510	0.260	0.309
lamppost	വിളക്കുകാല്	0.420	0.337	0.455
lance	ലാൻസ്	0.406	0.620	0.587
lancer	ലോൺസർ	0.417	0.528	0.519
land	ഭൂമി	0.582	0.260	0.616
landed	വന്നിരുന്നു	0.709	0.620	0.480
landfall	കടൽ	0.521	0.434	0.407
landfill	ലാൻഡ്ഫിൽ	0.398	0.423	0.324
landing	ലാൻഡിംഗ്	0.552	0.696	0.596
landlady	ലാൻഡ്ലഡി	0.677	0.303	0.417
landlocked	ലാൻഡ് ലോക്ക് ചെയ്തു	0.280	0.391	0.367
landlord	ഭൂപ്രഭു	0.684	0.500	0.858
landmark	ലാൻഡ്മാർക്ക്	0.694	0.355	0.681
lands	ഭൂമി	0.594	0.280	0.492
landscape	ലാൻഡ്സ്കേപ്പ്	0.719	0.176	0.423
landscaping	ലാന്റ്സ്കേപ്പിംഗ്	0.823	0.379	0.519
landslide	മണ്ണിടിച്ചിൽ	0.250	0.864	0.530
lane	ലൈൻ	0.449	0.490	0.451
language	ഭാഷ	0.677	0.337	0.704
languid	മന്ദഹസരം	0.281	0.270	0.283
languish	ക്ഷീണിക്കുക	0.235	0.408	0.382
languishing	ക്ഷീണിക്കുന്നു	0.308	0.459	0.353
lanky	വിരസത	0.412	0.426	0.370
lantern	വിളക്ക്	0.622	0.250	0.243
lap	മടി	0.583	0.510	0.412
lapdog	ലാപ്ഡോഗ്	0.388	0.490	0.269
lapel	lapel	0.460	0.287	0.288
lapse	തുടച്ചുനീക്കുക	0.420	0.316	0.281
lapsed	കാലഹരണപ്പെട്ടു	0.357	0.333	0.276
laptop	ലാപ്ടോപ്പ്	0.724	0.270	0.519
larceny	ലാർസെൻ	0.272	0.821	0.454
lard	കിട്ടട്ടെ	0.427	0.239	0.179
larder	larder	0.656	0.290	0.509
large	വലിയ	0.704	0.565	0.736
larger	വലിയ	0.729	0.654	0.763
largo	NO TRANSLATION	0.521	0.480	0.517
lark	ലാർക്ക്	0.570	0.292	0.352
larva	പുഴു	0.245	0.423	0.254
laryngitis	ലാറിങ്ങ്സ്	0.125	0.500	0.370
larynx	ശ്വാസകോശം	0.460	0.420	0.402
lasagna	ലാസ്സാഗ്ന	0.719	0.441	0.396
laser	ലേസർ	0.469	0.531	0.769
lash	ലാഷ്	0.235	0.794	0.609
lass	ലാസ്	0.656	0.536	0.433
lasso	ലസ്സോ	0.438	0.460	0.339
lastday	NO TRANSLATION	0.309	0.580	0.463
lasting	നിലനിൽക്കുന്നു	0.804	0.535	0.745
lastminute	അവസാന നിമിഷം	0.418	0.582	0.385
latch	തടാകം	0.395	0.263	0.288
late	വൈകി	0.245	0.358	0.315
lateness	വശം	0.214	0.388	0.343
latent	മറച്ചുവച്ച	0.469	0.500	0.653
lateral	ലാറ്ററൽ	0.469	0.370	0.322
laterally	അടുത്തതായി	0.562	0.255	0.450
latex	ലാറ്റക്സ്	0.479	0.413	0.325
lathe	ലാത്ത്	0.510	0.450	0.425
lather	സുഷുപ്തി	0.635	0.327	0.313
latitude	അക്ഷാംശം	0.562	0.306	0.490
latrine	കക്കയിറച്ചി	0.380	0.353	0.176
latrines	കക്കകൾ	0.214	0.462	0.267
latte	ലാറ്റെ	0.615	0.320	0.311
lattice	ജലാശയം	0.406	0.420	0.349
laud	ബഹുമതി	0.493	0.427	0.383
laudable	പ്രശംസിക്കുക	0.740	0.472	0.682
laudation	പ്രശംസിക്കുക	0.542	0.547	0.623
laudatory	സ്തുതിക്കണം	0.612	0.417	0.450
laugh	ചിരിക്കുക	0.980	0.639	0.587
laughable	ചിരിക്കാവുന്നത്	0.592	0.627	0.298
laughing	ചിരിക്കുന്നു	0.906	0.596	0.534
laughingstock	NO TRANSLATION	0.427	0.779	0.312
laughs	ചിരിക്കുന്നു	0.812	0.846	0.425
laughter	ചിരി	0.959	0.654	0.588
launch	സമാരംഭിക്കുക	0.684	0.814	0.598
launcher	ലോഞ്ചർ	0.677	0.745	0.808
launches	സമാരംഭിക്കുന്നു	0.490	0.663	0.602
launder	അപകീർത്തിപ്പെടുത്തുക	0.479	0.450	0.349
laundering	അപകടം	0.439	0.327	0.444
laundry	ലോണ്ട്രി	0.644	0.292	0.377
laureate	ലോറിയറ്റ്	0.724	0.402	0.702
laurel	ലോറൽ	0.646	0.146	0.302
laurels	ശോശാമ്മ	0.684	0.279	0.545
lava	ലാവ	0.280	0.539	0.615
lavage	കുളിമുറി	0.615	0.467	0.361
lavatory	ലഭ്യമാക്കൽ	0.510	0.400	0.259
lavender	ലവേണ്ടർ	0.812	0.198	0.388
lavish	വിശാലമായ	0.792	0.648	0.730
law	നിയമം	0.740	0.590	0.815
lawful	നിയമപരമായി	0.660	0.394	0.780
lawless	നിയമവിരുദ്ധമായ	0.219	0.690	0.420
lawlessness	അധർമ്മം	0.156	0.804	0.509
lawman	lawman	0.510	0.523	0.786
lawn	പുല്ലും	0.686	0.153	0.192
lawnmower	പുല്ലു വെട്ടാനുള്ള യന്ത്രം	0.480	0.531	0.355
lawsuit	നിയമവ്യവസ്ഥ	0.219	0.794	0.611
lawyer	അഭിഭാഷകൻ	0.521	0.569	0.784
lax	lax	0.430	0.401	0.300
laxative	അടങ്ങിയിരിക്കുന്നു	0.271	0.550	0.528
lay	കിടന്നു	0.521	0.336	0.491
layaway	കിടക്കുന്നു	0.429	0.510	0.451
layer	ലെയർ	0.500	0.208	0.366
layered	ലെയറാണ്	0.571	0.306	0.436
layman	ലേമാൻ	0.531	0.339	0.424
layout	ലേഔട്ട്	0.615	0.442	0.557
layover	ലെയർഓവർ	0.520	0.355	0.500
laziness	മടി	0.271	0.240	0.132
lazy	അലസമായ	0.392	0.264	0.096
lazyday	NO TRANSLATION	0.337	0.319	0.145
lea	ലീ	0.583	0.294	0.358
lead	നേതൃത്വം	0.323	0.657	0.455
leaded	നേതൃത്വം നൽകി	0.439	0.625	0.595
leader	നേതാവ്	0.833	0.582	0.926
leadership	നേതൃത്വം	0.870	0.690	0.983
leading	മുന്നിൽ	0.823	0.698	0.954
leads	ലീഡുകൾ	0.530	0.471	0.615
leaf	ഇല	0.583	0.156	0.294
leaflet	ലഘുലേഖ	0.490	0.206	0.375
leafy	ഇലക്കറികൾ	0.653	0.530	0.700
league	ലീഗ്	0.656	0.340	0.462
leak	ചോർച്ച	0.378	0.833	0.520
leakage	ചോർച്ച	0.188	0.731	0.528
leaky	ചോരയല്ല	0.170	0.686	0.288
lean	മെലിഞ്ഞ	0.734	0.353	0.438
leaned	വിരമിച്ചു	0.570	0.373	0.490
leaning	ചായ	0.480	0.409	0.352
leap	കുതിക്കുക	0.750	0.663	0.667
learn	പഠിക്കുക	0.833	0.643	0.829
learned	പഠിച്ചു	0.704	0.462	0.543
learner	പഠിതാവ്	0.698	0.475	0.398
learning	പഠനം	0.833	0.588	0.574
lease	പാട്ടത്തിന്	0.520	0.463	0.545
leash	ധനികവർഗ്ഗത്തിന്റെ	0.320	0.347	0.427
leather	തുകൽ	0.510	0.324	0.341
leathery	തുകൽ	0.418	0.471	0.411
leave	വിട്ടേക്കുക	0.375	0.315	0.295
leavemealone	എന്നെ ഒറ്റക്കിരിക്കാൻ അനുവദിക്കൂ	0.240	0.472	0.402
leaving	വിടവാങ്ങുന്നു	0.163	0.542	0.371
lecherous	കഷായം	0.135	0.704	0.376
lecture	പ്രഭാഷണം	0.594	0.462	0.737
lecturer	ലക്ചറർ	0.677	0.549	0.736
ledge	തറ	0.406	0.235	0.339
ledger	ലഡ്ജർ	0.510	0.362	0.609
lee	ലീ	0.510	0.269	0.296
leech	അട്ടഹസ്യം	0.250	0.623	0.268
leeches	ലഞ്ചുകൾ	0.115	0.698	0.295
leer	NO TRANSLATION	0.612	0.348	0.509
leery	നഖം	0.337	0.640	0.410
lees	NO TRANSLATION	0.360	0.567	0.406
leeway	ലീവാണ്	0.562	0.577	0.569
left	ഇടത്തെ	0.354	0.370	0.361
leftout	NO TRANSLATION	0.229	0.365	0.245
leftover	ഒഴിഞ്ഞുമാറുക	0.490	0.460	0.222
leftovers	മിച്ചം പിടിക്കുക	0.219	0.350	0.116
lefty	ഇടത്	0.490	0.406	0.379
leg	കാല്	0.510	0.373	0.313
legacy	ലെഗസി	0.792	0.529	0.827
legal	നിയമപരമായ	0.653	0.387	0.887
legality	നിയമപരമായ	0.765	0.343	0.713
legalize	നിയമാനുസൃതമാക്കുക	0.510	0.460	0.818
legalized	നിയമപരമായി	0.760	0.440	0.855
legally	നിയമപരമായി	0.771	0.482	0.842
legend	ലെജൻഡ്	0.837	0.519	0.750
legendary	ഐതിഹാസികമായ	0.857	0.537	0.863
legibility	സ്പഷ്ടമായ	0.771	0.481	0.580
legible	സ്പഷ്ടമായ	0.673	0.279	0.509
legion	ലെഗിയോൺ	0.469	0.570	0.852
legislate	നിയമനിർമ്മാണം	0.571	0.582	0.736
legislation	നിയമനിർമ്മാണം	0.531	0.418	0.808
legislative	നിയമനിർമ്മാണം	0.633	0.365	0.800
legislator	നിയമസഭാംഗം	0.490	0.580	0.877
legislature	നിയമസഭ	0.540	0.435	0.698
legit	നിയമാനുസൃതമായ	0.747	0.427	0.849
legitimacy	നിയമസാധുത	0.823	0.420	0.855
legitimate	നിയമാനുസൃതമായ	0.792	0.363	0.841
lego	ലെഗോ	0.600	0.294	0.189
legs	കാലുകൾ	0.479	0.407	0.228
legume	പരുക്കന്	0.520	0.302	0.465
legwork	പാദരക്ഷകൾ	0.622	0.560	0.509
leisure	വിശ്രമം	0.631	0.429	0.421
leisurely	വിരസത	0.806	0.250	0.367
lemma	lemma	0.530	0.284	0.391
lemon	ചെറുനാരങ്ങ	0.596	0.317	0.316
lemonade	ലെമനേഡ്	0.661	0.287	0.412
lend	കടംവാങ്ങുക	0.520	0.461	0.508
lender	വായ്പ	0.340	0.520	0.703
lending	വായ്പ നൽകൽ	0.510	0.585	0.462
length	നീളം	0.479	0.308	0.533
lengthen	ദീർഘായുസ്സ്	0.619	0.481	0.566
lengthened	ദീർഘവീക്ഷണം	0.448	0.530	0.474
lengthening	ദീർഘായുസ്സ്	0.673	0.530	0.528
lengthwise	lengthwise	0.571	0.470	0.528
lengthy	നീണ്ട	0.570	0.342	0.528
leniency	ലിനൻസി	0.517	0.436	0.545
lenient	സാമർത്ഥ്യം	0.520	0.451	0.340
lens	ലെന്സ്	0.420	0.245	0.472
leopard	പുള്ളിപ്പുലി	0.542	0.755	0.611
leotard	leotard	0.510	0.429	0.391
leper	കുഷ്ഠരോഗം	0.075	0.589	0.206
leprechaun	ലെപ്ചാൻ	0.417	0.480	0.417
leprosy	കുഷ്ഠം	0.130	0.670	0.349
lesbian	ലെവ്സ്	0.385	0.660	0.415
lesbianism	ലെബനോവിസ്	0.327	0.725	0.440
lesion	വിഷാദം	0.240	0.623	0.361
less	കുറവ്	0.265	0.240	0.115
lessee	മടിക്കേണ്ട	0.417	0.474	0.595
lessen	കുറയ്ക്കുക	0.235	0.284	0.255
lessening	കുറയുന്നു	0.375	0.300	0.277
lesser	കുറവ്	0.396	0.167	0.211
lesson	പാഠം	0.704	0.577	0.593
lessor	കൂലി	0.552	0.490	0.623
