Word	French-fr	Valence	Arousal	Dominance
nape	nuque	0.427	0.268	0.298
napkin	serviette de table	0.469	0.142	0.209
napping	sieste	0.765	0.046	0.306
nappy	couche	0.529	0.333	0.207
narcissism	narcissisme	0.214	0.639	0.540
narcissist	narcissique	0.173	0.614	0.629
narcissistic	narcissique	0.323	0.708	0.655
narcotic	narcotique	0.102	0.858	0.450
narrate	raconter	0.541	0.480	0.473
narration	narration	0.622	0.408	0.551
narrative	récit	0.580	0.303	0.443
narrator	narrateur	0.673	0.430	0.623
narrow	étroit	0.260	0.368	0.356
narrowing	rétrécissement	0.354	0.593	0.357
nasal	nasale	0.479	0.340	0.330
nascent	naissant	0.684	0.373	0.585
nasty	méchant	0.115	0.620	0.264
natal	natal	0.755	0.462	0.481
nation	nation	0.594	0.443	0.821
national	nationale	0.698	0.365	0.663
nationality	nationalité	0.642	0.400	0.772
nationwide	à l'échelle nationale	0.684	0.217	0.672
native	originaire de	0.635	0.422	0.710
nativity	Nativité	0.750	0.337	0.673
natural	Naturel	0.854	0.118	0.481
natural gas	gaz naturel	0.635	0.324	0.396
naturalist	naturaliste	0.844	0.255	0.562
naturalization	naturalisation	0.781	0.279	0.652
naturalized	naturalisé	0.760	0.333	0.600
naturally	naturellement	0.854	0.276	0.549
nature	la nature	0.857	0.184	0.643
naught	néant	0.344	0.176	0.161
naughty	vilain	0.451	0.857	0.371
nausea	la nausée	0.104	0.781	0.273
nauseate	écœurer	0.062	0.660	0.176
nauseating	nauséeux	0.021	0.640	0.250
nauseous	nauséeux	0.135	0.780	0.284
nautical	nautique	0.646	0.250	0.579
nautilus	nautile	0.396	0.509	0.517
naval	naval	0.542	0.449	0.679
nave	nef	0.583	0.448	0.585
navel	nombril	0.448	0.261	0.276
navigable	navigable	0.749	0.406	0.645
navigate	naviguer	0.740	0.555	0.675
navigation	la navigation	0.841	0.470	0.720
navigational	navigation	0.573	0.481	0.564
navigator	navigateur	0.583	0.592	0.623
navy	marine	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	myope	0.271	0.373	0.265
neat	soigné	0.878	0.235	0.491
neatly	soigneusement	0.802	0.412	0.588
nebula	nébuleuse	0.510	0.418	0.438
nebulae	nébuleuses	0.490	0.330	0.472
nebulous	nébuleux	0.469	0.347	0.417
necessarily	nécessairement	0.667	0.423	0.598
necessary	nécessaire	0.750	0.433	0.679
necessitate	nécessiter	0.578	0.604	0.516
necessities	nécessités	0.520	0.630	0.463
necessity	nécessité	0.567	0.471	0.588
neck	cou	0.541	0.245	0.345
necklace	Collier	0.760	0.294	0.373
necktie	cravate	0.583	0.229	0.314
necromancer	nécromancien	0.333	0.625	0.536
necrosis	nécrose	0.115	0.622	0.385
nectar	nectar	0.746	0.331	0.398
need	avoir besoin	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	nécessaire	0.677	0.342	0.679
needful	nécessaire	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	aiguille	0.250	0.472	0.360
needlepoint	needlepoint	0.653	0.500	0.556
needles	aiguilles	0.250	0.602	0.348
needless	inutile	0.327	0.385	0.200
needtoknow	dois savoir	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	nécessiteux	0.360	0.451	0.245
nefarious	infâme	0.184	0.720	0.528
negation	négation	0.255	0.461	0.297
negative	négatif	0.102	0.527	0.176
negativity	négativité	0.060	0.520	0.273
neglect	négligence	0.045	0.550	0.163
neglected	négligé	0.271	0.385	0.160
neglecting	négliger	0.177	0.441	0.230
negligee	négligé	0.385	0.520	0.336
negligence	négligence	0.092	0.570	0.251
negligent	négligent	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	négligeable	0.177	0.292	0.232
negotiable	négociable	0.688	0.585	0.731
negotiate	négocier	0.612	0.708	0.769
negotiation	négociation	0.490	0.615	0.728
negotiator	négociateur	0.635	0.471	0.817
negro	nègre	0.354	0.368	0.461
neigh	hennir	0.378	0.642	0.373
neighbor	voisin	0.657	0.448	0.434
neighborhood	quartier	0.385	0.469	0.373
neighboring	voisin	0.656	0.306	0.481
nemesis	Némésis	0.271	0.688	0.647
neon	néon	0.594	0.480	0.380
neonatal	néonatal	0.542	0.529	0.357
neophyte	néophyte	0.286	0.363	0.411
neoprene	néoprène	0.316	0.451	0.443
nephew	neveu	0.719	0.337	0.412
nepotism	népotisme	0.349	0.584	0.517
nerd	nerd	0.408	0.481	0.315
nerdy	ringard	0.296	0.255	0.292
nerve	nerf	0.129	0.698	0.307
nerves	nerfs	0.333	0.783	0.264
nervous	nerveux	0.235	0.820	0.213
nervousness	nervosité	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	ness	0.396	0.480	0.392
nest	nid	0.687	0.221	0.333
nestle	se nicher	0.625	0.308	0.379
nestling	oisillon	0.604	0.427	0.286
net	net	0.441	0.288	0.417
nether	bas	0.240	0.265	0.259
netting	filets	0.368	0.509	0.585
nettle	ortie	0.406	0.324	0.490
network	réseau	0.531	0.337	0.466
networking	la mise en réseau	0.625	0.482	0.545
neural	neural	0.582	0.426	0.391
neuralgia	névralgie	0.092	0.706	0.439
neurological	neurologique	0.500	0.540	0.558
neurologist	neurologue	0.608	0.500	0.736
neurology	neurologie	0.459	0.537	0.580
neurosis	névrose	0.122	0.766	0.418
neurosurgeon	neurochirurgien	0.590	0.673	0.755
neurosurgery	neurochirurgie	0.490	0.632	0.730
neurotic	névrosé	0.198	0.801	0.387
neuter	neutre	0.621	0.163	0.302
neutral	neutre	0.469	0.184	0.357
neutrality	neutralité	0.469	0.205	0.434
neutralize	neutraliser	0.519	0.363	0.719
neutron	neutron	0.469	0.440	0.679
new	Nouveau	0.917	0.490	0.582
new age	nouvel Age	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	nouveau née	0.918	0.580	0.372
newcomer	nouveau venu	0.622	0.380	0.396
newday	nouveau jour	0.847	0.388	0.618
newfound	nouveau	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	nouvelle vie	0.898	0.646	0.701
newly	nouvellement	0.688	0.422	0.552
newlywed	nouveau marié	0.847	0.706	0.570
newme	nouveau moi	0.643	0.550	0.527
newness	nouveauté	0.740	0.522	0.588
news	nouvelles	0.633	0.580	0.610
newscast	nouvelles	0.531	0.509	0.714
newscaster	présentateur	0.646	0.510	0.764
newsflash	newsflash	0.604	0.637	0.518
newsletter	bulletin	0.622	0.385	0.490
newsman	journaliste	0.604	0.480	0.696
newspaper	journal	0.602	0.283	0.444
newspaperman	journaliste	0.561	0.458	0.750
newsreel	actualités	0.625	0.571	0.577
newsroom	rédaction	0.531	0.392	0.658
newsstand	kiosque à journaux	0.615	0.222	0.336
newstart	nouveau départ	0.802	0.510	0.667
newt	triton	0.458	0.380	0.541
newyear	nouvel An	0.938	0.784	0.520
nexus	lien	0.496	0.368	0.412
nib	plume	0.510	0.282	0.406
nibble	grignoter	0.551	0.551	0.411
nice	agréable	0.930	0.442	0.650
niche	niche	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	entaille	0.554	0.388	0.387
nickel	nickel	0.510	0.347	0.406
nickname	surnom	0.490	0.470	0.263
nicotine	nicotine	0.235	0.608	0.447
niece	nièce	0.771	0.320	0.400
nifty	chouette	0.740	0.745	0.815
nigger	nègre	0.240	0.347	0.398
nigh	près	0.653	0.216	0.336
night	nuit	0.598	0.396	0.404
nightcap	bonnet de nuit	0.750	0.196	0.268
nightclub	boîte de nuit	0.802	0.894	0.528
nightfall	tombée de la nuit	0.490	0.436	0.426
nightgown	chemise de nuit	0.643	0.408	0.250
nightie	chemise de nuit	0.630	0.388	0.274
nightingale	Rossignol	0.740	0.340	0.496
nightlife	vie nocturne	0.542	0.783	0.510
nightly	chaque nuit	0.673	0.410	0.474
nightmare	cauchemar	0.005	0.810	0.436
nightmares	cauchemars	0.082	0.942	0.448
nightstand	la table de nuit	0.490	0.130	0.327
nightstick	matraque	0.500	0.461	0.348
nighttime	la nuit	0.735	0.385	0.439
nihilism	nihilisme	0.367	0.510	0.364
nil	néant	0.286	0.143	0.157
nimble	agile	0.833	0.729	0.769
nimrod	nimrod	0.327	0.500	0.539
nincompoop	cornichon	0.365	0.431	0.368
nine	neuf	0.552	0.255	0.327
nineteen	dix-neuf	0.673	0.304	0.375
ninety	quatre vingt dix	0.479	0.349	0.436
ninja	ninja	0.542	0.844	0.682
ninny	nigaud	0.344	0.343	0.309
nintendo	Nintendo	0.802	0.571	0.464
ninth	neuvième	0.490	0.212	0.396
nip	pincer	0.281	0.700	0.264
nipper	pince	0.386	0.422	0.317
nipple	mamelon	0.480	0.786	0.415
nippy	vif	0.540	0.500	0.416
nitrate	nitrate	0.388	0.406	0.500
nitro	nitro	0.500	0.647	0.639
nitrogen	azote	0.427	0.435	0.562
nitrous	nitreux	0.435	0.561	0.411
nitwit	crétin	0.146	0.606	0.139
nix	rien	0.330	0.380	0.404
no anticipation	pas d'anticipation	0.396	0.480	0.341
no disgust	pas de dégoût	0.510	0.324	0.448
no emotion	pas d'émotion	0.170	0.109	0.225
no sentiment	aucun sentiment	0.092	0.382	0.278
no surprise	pas de surprise	0.171	0.224	0.412
no trust	pas de confiance	0.055	0.445	0.257
nobility	la noblesse	0.844	0.347	0.736
noble	noble	0.906	0.345	0.610
nobleman	noble	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	nocturne	0.540	0.500	0.462
nod	hochement	0.590	0.367	0.427
nodding	hochant la tête	0.694	0.294	0.426
node	nœud	0.396	0.343	0.361
nodular	nodulaire	0.438	0.351	0.411
nodule	nodule	0.312	0.426	0.349
noggin	caboche	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	noir	0.375	0.394	0.365
noise	bruit	0.260	0.883	0.388
noisy	bruyant	0.271	0.812	0.561
nomad	nomade	0.375	0.413	0.433
nomadic	nomade	0.427	0.519	0.422
nomenclature	nomenclature	0.500	0.222	0.575
nominal	nominal	0.594	0.250	0.463
nominate	désigner	0.615	0.471	0.669
nomination	nomination	0.663	0.637	0.696
nominee	candidat	0.662	0.625	0.765
nonce	nonce	0.422	0.370	0.377
nonchalant	nonchalant	0.312	0.314	0.366
noncompliance	non-conformité	0.112	0.598	0.259
nondescript	quelconque	0.490	0.434	0.348
nonexistent	inexistant	0.208	0.429	0.149
nonfat	sans gras	0.604	0.260	0.340
nonfiction	non-fiction	0.426	0.315	0.431
nonpayment	non-paiement	0.229	0.510	0.298
nonresident	non-résident	0.250	0.340	0.302
nonsense	absurdité	0.214	0.531	0.155
nonsensical	absurde	0.173	0.268	0.193
nonviolent	non violent	0.640	0.287	0.346
noob	Noob	0.417	0.430	0.267
noodle	nouille	0.633	0.216	0.225
nook	coin	0.480	0.321	0.296
noon	le midi	0.531	0.343	0.518
noose	nœud coulant	0.356	0.300	0.330
nopoint	pas de point	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	norme	0.500	0.245	0.527
normal	Ordinaire	0.740	0.127	0.380
normalcy	normalité	0.805	0.151	0.620
normality	normalité	0.781	0.089	0.444
north	Nord	0.531	0.255	0.450
northbound	en direction du nord	0.604	0.454	0.491
northeast	nord est	0.562	0.260	0.375
northern	nord	0.570	0.340	0.472
northwest	Nord Ouest	0.604	0.345	0.451
northwestern	nord-ouest	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
nose	nez	0.582	0.270	0.245
nosebleed	saignement de nez	0.153	0.776	0.361
nosey	curieux	0.276	0.655	0.223
nosnow	pas de neige	0.392	0.394	0.366
nostalgia	nostalgie	0.417	0.337	0.339
nostalgic	nostalgique	0.458	0.351	0.184
nostress	NO TRANSLATION	0.531	0.404	0.415
nostril	narine	0.396	0.404	0.316
nosun	NO TRANSLATION	0.388	0.380	0.351
nosy	curieux	0.292	0.558	0.433
not negative	pas négatif	0.622	0.270	0.444
not positive	pas positif	0.051	0.370	0.236
notable	notable	0.760	0.450	0.696
notables	notables	0.594	0.608	0.755
notably	notamment	0.792	0.533	0.689
notamorningperson	NO TRANSLATION	0.469	0.578	0.440
notary	notaire	0.541	0.451	0.676
notation	notation	0.635	0.380	0.558
notch	entailler	0.459	0.361	0.358
notched	entaillé	0.480	0.530	0.356
note	Remarque	0.594	0.163	0.416
notebook	carnet	0.449	0.167	0.442
noted	c'est noté	0.615	0.382	0.464
noteworthy	remarquable	0.704	0.481	0.759
nothappy	NO TRANSLATION	0.112	0.320	0.170
nothingbetter	NO TRANSLATION	0.635	0.390	0.543
nothingness	le néant	0.204	0.080	0.161
notice	remarquer	0.646	0.408	0.491
noticeable	perceptible	0.890	0.562	0.750
notification	notification	0.604	0.461	0.671
notify	notifier	0.643	0.471	0.573
notion	notion	0.612	0.284	0.667
notional	notionnel	0.520	0.288	0.500
notoriety	notoriété	0.552	0.633	0.769
notorious	célèbre	0.366	0.582	0.609
notready	pas prêt	0.133	0.400	0.196
notwithstanding	nonobstant	0.367	0.316	0.433
nought	néant	0.312	0.098	0.116
noun	nom	0.531	0.230	0.477
nourish	nourrir	0.878	0.460	0.639
nourishment	nourriture	0.786	0.290	0.631
nouveau	NO TRANSLATION	0.633	0.438	0.432
novel	roman	0.702	0.352	0.439
novelist	romancier	0.340	0.343	0.529
novelty	nouveauté	0.673	0.521	0.740
novice	novice	0.429	0.346	0.180
nowadays	aujourd'hui	0.680	0.346	0.400
nowork	pas de travail	0.312	0.264	0.309
noworries	pas de soucis	0.630	0.402	0.500
noxious	nuisible	0.177	0.585	0.379
nozzle	ajutage	0.438	0.330	0.287
nuance	nuancer	0.408	0.282	0.411
nuances	nuances	0.490	0.375	0.527
nuclear	nucléaire	0.219	0.856	0.781
nucleus	noyau	0.529	0.296	0.667
nude	nu	0.490	0.915	0.200
nudge	coup de coude	0.448	0.500	0.509
nudie	nudie	0.500	0.529	0.373
nudist	nudiste	0.440	0.796	0.483
nudity	nudité	0.438	0.853	0.415
nugget	pépite	0.602	0.340	0.348
nuisance	nuisance	0.198	0.817	0.227
nuke	nuke	0.125	0.905	0.873
nul	NO TRANSLATION	0.337	0.358	0.264
null	nul	0.253	0.147	0.152
nullify	annuler	0.255	0.373	0.395
numb	engourdi	0.108	0.420	0.352
number	nombre	0.406	0.231	0.471
numbering	numérotage	0.510	0.363	0.482
numbers	Nombres	0.406	0.241	0.440
numbness	engourdissement	0.306	0.398	0.265
numbskull	numbskull	0.300	0.472	0.284
numeral	numéral	0.582	0.254	0.382
numerator	numérateur	0.490	0.317	0.526
numerical	numérique	0.479	0.322	0.517
numerically	numériquement	0.510	0.337	0.500
numerous	nombreux	0.622	0.462	0.609
nun	NO TRANSLATION	0.500	0.150	0.406
nunchucks	nunchucks	0.337	0.580	0.526
nunnery	couvent	0.653	0.236	0.473
nuptials	noce	0.771	0.588	0.571
nurse	infirmière	0.635	0.578	0.521
nursemaid	nurse	0.615	0.431	0.436
nursery	garderie	0.894	0.406	0.389
nursing	allaitement	0.552	0.549	0.653
nurture	nourrir	0.745	0.378	0.657
nut	écrou	0.365	0.310	0.250
nutcase	écrou	0.286	0.775	0.259
nutcracker	casse Noisette	0.635	0.378	0.522
nuthouse	noix	0.347	0.519	0.434
nutmeg	Noix de muscade	0.635	0.302	0.350
nutrition	nutrition	0.885	0.420	0.579
nutritional	nutritionnel	0.812	0.406	0.676
nutritious	nutritif	0.833	0.337	0.655
nutritive	nutritif	0.875	0.422	0.667
nuts	des noisettes	0.594	0.250	0.291
nutshell	en bref	0.458	0.407	0.310
nutty	noisette	0.444	0.317	0.271
nylon	nylon	0.490	0.304	0.295
nylong	NO TRANSLATION	0.439	0.248	0.351
nylons	nylons	0.556	0.379	0.320
nymph	nymphe	0.542	0.529	0.472
nymphomaniac	nymphomane	0.398	0.894	0.536
oaf	lourdaud	0.344	0.357	0.330
oak	chêne	0.583	0.245	0.536
oar	rame	0.469	0.392	0.316
oasis	oasis	0.796	0.283	0.429
oat	avoine	0.622	0.170	0.298
oath	serment	0.543	0.615	0.824
oatmeal	farine d'avoine	0.592	0.192	0.241
obedience	obéissance	0.765	0.287	0.536
obedient	obéissant	0.800	0.179	0.518
obediently	docilement	0.802	0.304	0.577
obelisk	obélisque	0.604	0.408	0.596
obese	obèse	0.133	0.427	0.250
obesity	obésité	0.215	0.370	0.328
obey	obéit	0.677	0.433	0.533
obi	obi	0.469	0.442	0.414
obit	obit	0.410	0.464	0.393
obituary	nécrologie	0.188	0.330	0.423
object	objet	0.531	0.356	0.375
objection	objection	0.347	0.592	0.709
objectionable	répréhensible	0.459	0.382	0.558
objective	objectif	0.724	0.337	0.736
objectivity	objectivité	0.765	0.431	0.711
obligation	obligation	0.222	0.596	0.718
obligatory	obligatoire	0.337	0.571	0.780
oblige	obliger	0.281	0.770	0.614
obliged	obligé	0.327	0.680	0.411
obliging	obligeant	0.740	0.402	0.545
obligor	débiteur	0.302	0.600	0.360
oblique	oblique	0.438	0.347	0.455
obliterate	effacer	0.250	0.539	0.569
obliterated	oblitéré	0.240	0.469	0.344
obliteration	oblitération	0.177	0.622	0.397
oblivion	oubli	0.153	0.330	0.282
oblivious	inconscient	0.229	0.388	0.355
oblong	oblong	0.561	0.455	0.370
obnoxious	odieux	0.088	0.602	0.256
oboe	hautbois	0.510	0.340	0.392
obscene	obscène	0.050	0.745	0.348
obscenity	obscénité	0.083	0.843	0.418
obscure	obscur	0.370	0.551	0.278
obscured	obscurci	0.115	0.356	0.298
obscurity	obscurité	0.208	0.392	0.380
observance	observance	0.531	0.315	0.632
observant	observateur	0.740	0.422	0.708
observation	observation	0.633	0.433	0.667
observatory	observatoire	0.643	0.324	0.731
observe	observer	0.771	0.390	0.360
observer	observateur	0.663	0.363	0.603
observing	observer	0.583	0.400	0.685
obsess	obséder	0.112	0.846	0.509
obsessed	obsédé	0.219	0.840	0.439
obsessing	obsédant	0.173	0.773	0.698
obsession	obsession	0.229	0.847	0.571
obsessive	obsessionnel	0.219	0.823	0.480
obsolescence	obsolescence	0.250	0.431	0.377
obsolete	obsolète	0.337	0.321	0.250
obstacle	obstacle	0.204	0.708	0.336
obstetrician	obstétricien	0.521	0.636	0.604
obstetrics	obstétrique	0.530	0.582	0.564
obstinate	obstiné	0.146	0.696	0.562
obstruct	obstruer	0.115	0.660	0.458
obstruction	obstruction	0.125	0.742	0.491
obstructive	obstructif	0.204	0.650	0.613
obtain	obtenir	0.760	0.438	0.731
obtainable	disponible	0.677	0.327	0.702
obtuse	obtus	0.281	0.460	0.345
obverse	face	0.470	0.394	0.464
obvious	évident	0.625	0.336	0.585
ocarina	ocarina	0.541	0.392	0.366
occasion	occasion	0.700	0.451	0.398
occasional	occasionnel	0.490	0.298	0.387
occasionally	parfois	0.538	0.240	0.264
occipital	occipital	0.398	0.408	0.518
occlusion	occlusion	0.306	0.439	0.442
occult	occulte	0.292	0.382	0.406
occupancy	occupation	0.625	0.471	0.721
occupant	occupant	0.500	0.417	0.483
occupation	Occupation	0.562	0.470	0.692
occupational	professionnel	0.583	0.469	0.596
occupied	occupé	0.337	0.546	0.441
occupier	occupant	0.427	0.438	0.600
occupy	occuper	0.396	0.520	0.589
occupying	occupant	0.573	0.462	0.519
occur	se produire	0.451	0.561	0.510
occurrence	occurrence	0.573	0.690	0.541
ocd	ocd	0.333	0.472	0.370
ocean	océan	0.823	0.308	0.642
oceanic	océanique	0.740	0.317	0.632
octagon	octogone	0.602	0.349	0.462
octave	octave	0.438	0.380	0.482
octopus	poulpe	0.713	0.378	0.411
ocular	oculaire	0.418	0.370	0.400
odd	impair	0.265	0.337	0.302
oddball	excentrique	0.316	0.360	0.357
oddity	singularité	0.312	0.557	0.386
odds	chances	0.500	0.472	0.680
ode	ode	0.604	0.269	0.519
odious	odieux	0.235	0.708	0.235
odometer	odomètre	0.367	0.470	0.388
odor	odeur	0.337	0.363	0.404
odyssey	odyssée	0.622	0.692	0.710
oedipal	oedipienne	0.312	0.575	0.509
oestrogen	oestrogène	0.521	0.608	0.561
oeuvre	NO TRANSLATION	0.653	0.484	0.598
offal	déchets	0.302	0.470	0.302
offence	infraction	0.312	0.798	0.446
offend	offenser	0.094	0.804	0.333
offended	offensé	0.188	0.690	0.337
offender	délinquant	0.104	0.851	0.537
offense	infraction	0.230	0.765	0.510
offensive	offensive	0.135	0.882	0.600
offer	offre	0.750	0.745	0.596
offered	offert	0.582	0.490	0.544
offering	offre	0.688	0.462	0.585
offhand	désinvolte	0.388	0.500	0.368
office	Bureau	0.427	0.302	0.509
officer	officier	0.542	0.430	0.877
offices	des bureaux	0.469	0.312	0.534
official	officiel	0.646	0.565	0.833
officiate	officier	0.688	0.453	0.704
offing	offing	0.490	0.412	0.447
offload	décharger	0.479	0.444	0.525
offset	décalage	0.719	0.394	0.704
offshoot	ramification	0.517	0.330	0.361
offshore	offshore	0.417	0.484	0.441
offside	hors-jeu	0.323	0.519	0.443
offspring	progéniture	0.656	0.435	0.600
oft	maintes fois	0.500	0.308	0.474
oftentimes	souvent	0.571	0.500	0.482
ogre	ogre	0.135	0.698	0.510
ohdear	NO TRANSLATION	0.458	0.519	0.442
ohgod	NO TRANSLATION	0.500	0.557	0.439
ohno	Oh non	0.396	0.475	0.380
ohshit	NO TRANSLATION	0.230	0.594	0.343
oil	pétrole	0.521	0.278	0.306
oils	huiles	0.459	0.229	0.391
oily	huileux	0.276	0.533	0.385
oink	oink	0.500	0.450	0.289
ointment	pommade	0.438	0.271	0.398
okra	gombo	0.469	0.400	0.362
old	vieux	0.410	0.279	0.315
olden	vieux	0.284	0.213	0.425
older	plus âgée	0.385	0.255	0.317
oldie	oldie	0.363	0.363	0.342
oldies	oldies	0.438	0.300	0.412
olfactory	olfactif	0.602	0.409	0.452
oligarchy	oligarchie	0.327	0.567	0.741
olive	olive	0.571	0.231	0.406
omega	oméga	0.529	0.337	0.526
omelet	omelette	0.708	0.323	0.315
omen	présage	0.390	0.657	0.583
omgomgomg	NO TRANSLATION	0.490	0.551	0.358
ominous	de mauvais augure	0.255	0.730	0.510
omission	omission	0.367	0.333	0.275
omit	omettre	0.330	0.265	0.451
omitted	omis	0.260	0.235	0.211
omnibus	omnibus	0.490	0.410	0.473
omnipotence	omnipotence	0.667	0.793	0.866
omnipotent	omnipotent	0.719	0.679	0.919
omnipresent	omniprésent	0.688	0.452	0.825
omniscient	omniscient	0.656	0.334	0.778
onboard	à bord	0.612	0.451	0.491
oncologist	oncologiste	0.260	0.654	0.640
oncology	oncologie	0.204	0.424	0.500
oncoming	approche	0.594	0.625	0.773
one	un	0.542	0.292	0.370
oneday	un jour	0.667	0.245	0.374
onedge	onedge	0.479	0.552	0.400
onelove	One Love	0.816	0.577	0.541
oneness	unité	0.745	0.272	0.720
onerous	lourd	0.500	0.480	0.462
oneself	soi-même	0.660	0.337	0.483
ongoing	en cours	0.674	0.484	0.556
onion	oignon	0.378	0.367	0.382
onset	début	0.673	0.497	0.500
onslaught	assaut	0.198	0.939	0.717
onstage	sur scène	0.719	0.673	0.583
ontology	ontologie	0.510	0.450	0.518
onus	fardeau	0.562	0.520	0.769
onward	en avant	0.667	0.538	0.741
onyx	onyx	0.571	0.461	0.380
oodles	tas	0.490	0.374	0.446
oomph	oomph	0.449	0.613	0.315
ooze	suinter	0.344	0.577	0.333
oozing	suintant	0.238	0.515	0.427
op	op	0.480	0.402	0.349
opacity	opacité	0.471	0.251	0.256
opal	opale	0.623	0.479	0.379
opaque	opaque	0.344	0.265	0.342
ope	ope	0.375	0.380	0.395
open	ouvrir	0.620	0.480	0.569
opener	ouvreur	0.584	0.526	0.377
