Word	Bengali-bn	Valence	Arousal	Dominance
limit	সীমা	0.427	0.453	0.500
limitation	সীমাবদ্ধতা	0.190	0.431	0.225
limited	সীমিত	0.229	0.273	0.380
limitless	অসীম	0.688	0.574	0.655
limo	ট্যাক্সি ড্রাইভার	0.760	0.367	0.667
limousine	লিমোজিন	0.638	0.531	0.640
limp	নিস্তেজ	0.393	0.440	0.172
lin	লিন	0.416	0.362	0.343
line	লাইন	0.541	0.180	0.353
lineage	বংশ	0.633	0.465	0.721
lineal	কৌলিক	0.521	0.170	0.474
linear	রৈখিক	0.646	0.250	0.472
linebacker	linebacker	0.490	0.660	0.543
lined	রেখাযুক্ত	0.438	0.367	0.424
linen	লিনেন	0.656	0.323	0.286
liner	মাছ ধরার নৌকা	0.469	0.396	0.400
lines	লাইন	0.542	0.317	0.330
lineup	সারিবদ্ধ	0.635	0.427	0.638
linger	ঘোরাফেরা করা	0.480	0.311	0.412
lingerie	মহিলাদের অন্তর্বাস	0.543	0.463	0.308
lingering	দীর্ঘস্থায়ী	0.630	0.643	0.667
lingo	শ্রেণীর বা সম্প্রদায়ের ভাষা	0.448	0.364	0.447
lingual	ভাষাগত	0.500	0.457	0.315
linguini	লিঙ্গুইনি	0.625	0.338	0.355
linguist	ভাষাবিৎ	0.583	0.330	0.634
linguistic	ভাষাবিদ্যাগত	0.646	0.351	0.618
linguistics	ভাষাবিদ্যা	0.552	0.390	0.618
lining	আস্তরণের উপাদান	0.571	0.363	0.472
link	লিংক	0.427	0.264	0.491
linoleum	লিনোলিয়াম	0.510	0.378	0.402
lint	তিসি	0.388	0.173	0.214
lion	সিংহ	0.532	0.717	0.682
lip	ঠোঁট	0.541	0.348	0.443
liposuction	liposuction	0.292	0.684	0.464
lipstick	লিপস্টিক	0.653	0.429	0.306
liquefaction	দ্রবণ	0.449	0.622	0.535
liquefied	তরলিত	0.562	0.463	0.342
liqueur	লিক্যুয়র	0.670	0.612	0.389
liquid	তরল	0.562	0.235	0.307
liquidate	ডুবান	0.327	0.654	0.664
liquidation	ধার পরিশোধ	0.417	0.625	0.649
liquidator	লিকুইডেটর	0.354	0.663	0.750
liquidity	তারল্য	0.688	0.529	0.534
liquor	পানীয়	0.603	0.702	0.433
lira	NO TRANSLATION	0.530	0.255	0.370
lisp	পাতার মর্মর	0.365	0.412	0.288
list	তালিকা	0.528	0.260	0.402
listen	শোনা	0.771	0.360	0.445
listener	শ্রোতা	0.667	0.375	0.403
listenting	NO TRANSLATION	0.640	0.377	0.491
listing	তালিকা	0.438	0.273	0.432
listless	অবসন্ন	0.219	0.350	0.231
listneing	NO TRANSLATION	0.531	0.370	0.433
litany	প্রার্থনা-সঙ্গীত	0.510	0.365	0.482
liter	লিটার	0.573	0.208	0.382
literacy	সাক্ষরতা	0.730	0.306	0.638
literal	আক্ষরিক	0.570	0.353	0.574
literally	সোজাসুজি	0.571	0.353	0.673
literary	সাহিত্য	0.719	0.324	0.667
literature	সাহিত্য	0.708	0.250	0.598
lithe	ক্ষিপ্র	0.656	0.596	0.602
lithium	লিথিয়াম	0.417	0.330	0.430
lithograph	লিথোগ্রাফ	0.551	0.327	0.481
lithography	প্রস্তর হইতে মুদ্রণ	0.561	0.346	0.473
lithology	শিলালক্ষণের	0.519	0.378	0.525
lithosphere	অশ্মমঙ্গল	0.473	0.333	0.689
litigant	মকদ্দমাকারী	0.219	0.577	0.696
litigate	মকদ্দমা করা	0.260	0.819	0.712
litigation	মামলা	0.388	0.760	0.602
litigator	litigator	0.429	0.630	0.732
litigious	মামলাবাজ	0.360	0.736	0.632
litter	শিবিকা	0.255	0.551	0.110
little	সামান্য	0.385	0.160	0.213
littlethings	ছোট জিনিস	0.740	0.311	0.242
littoral	উপকূলবর্তী	0.551	0.387	0.452
liturgy	স্তোত্রপদ্ধতি	0.490	0.327	0.568
live	জীবিত	0.880	0.673	0.676
livelife	livelife	0.792	0.624	0.664
livelihood	জীবিকা	0.698	0.481	0.721
lively	জীবন্ত	0.847	0.810	0.642
liven	প্রফুল্ল করা	0.708	0.713	0.673
liver	যকৃৎ	0.439	0.290	0.385
livery	চাপরাস	0.510	0.417	0.429
livestock	পশুসম্পত্তি	0.729	0.420	0.519
livid	সীসকবর্ণ	0.469	0.788	0.490
living	জীবিত	0.865	0.608	0.727
lizard	টিকটিকি	0.378	0.375	0.324
llama	Llama	0.490	0.590	0.519
lml	LML	0.448	0.519	0.385
load	বোঝা	0.385	0.417	0.528
loader	লোডার	0.562	0.377	0.686
loaf	ডেলা	0.755	0.250	0.277
loafer	আড্ডাবাজ	0.235	0.396	0.254
loam	দোআঁশ মাটি	0.469	0.373	0.673
loan	ঋণ	0.552	0.480	0.352
loath	অরাজি	0.135	0.714	0.445
loathe	অতিশয় অপছন্দ করা	0.094	0.730	0.429
loathful	কষাটে	0.068	0.740	0.358
loathing	ঘৃণাকারী	0.083	0.796	0.368
loathsome	ঘৃণিত	0.120	0.694	0.343
lobby	লবি	0.625	0.427	0.472
lobbyist	লবিস্ট	0.385	0.527	0.565
lobe	কানের লতি	0.459	0.364	0.352
lobotomy	lobotomy	0.296	0.598	0.402
lobster	গলদা চিংড়ি	0.571	0.356	0.291
local	স্থানীয়	0.656	0.269	0.452
locale	স্থান	0.449	0.387	0.352
locality	বসতি	0.582	0.336	0.464
localization	স্থানীয়করণ	0.552	0.330	0.545
localize	স্থানীয়করণ	0.520	0.481	0.679
localized	স্থানীয়	0.490	0.460	0.621
locate	সনাক্ত	0.583	0.520	0.786
location	অবস্থান	0.615	0.375	0.546
locator	লোকেটার	0.480	0.426	0.614
loch	সমুদ্রের শাখা	0.449	0.235	0.425
lock	তালা	0.271	0.585	0.600
locker	দেরাজ	0.439	0.300	0.393
locket	লকেট	0.615	0.327	0.616
locksmith	তালাত্তয়ালা	0.510	0.417	0.491
lockup	তালা	0.240	0.602	0.617
loco	পাগল	0.306	0.774	0.226
locomotion	গতিশক্তি	0.470	0.600	0.595
locomotive	চারী	0.542	0.650	0.721
locust	পঙ্গপাল	0.479	0.412	0.417
lode	NO TRANSLATION	0.365	0.423	0.318
lodge	বীবর	0.656	0.356	0.474
lodger	বাসিন্দা	0.480	0.448	0.304
lodging	বাসাবাড়ি	0.713	0.286	0.527
loft	চিলেকোঠা	0.510	0.378	0.343
lofty	অহংকারী	0.755	0.306	0.569
log	লগ ইন করুন	0.591	0.371	0.395
logarithm	লগ্যারিদম	0.520	0.439	0.551
logarithmic	লগারিদমিক	0.469	0.458	0.606
logic	যুক্তিবিদ্যা	0.646	0.245	0.819
logical	যৌক্তিক	0.805	0.400	0.648
logistics	সরবরাহ	0.633	0.500	0.730
logo	লোগো	0.469	0.296	0.565
logotype	লোগোটাইপ	0.480	0.337	0.509
loin	NO TRANSLATION	0.420	0.298	0.379
lollipop	বাতাসা	0.628	0.483	0.357
lone	নির্জন	0.198	0.204	0.367
loneliness	নিঃসঙ্গতা	0.146	0.182	0.222
lonely	একাকী	0.250	0.226	0.238
loner	সৈকতে	0.347	0.152	0.221
lonesome	একাকী	0.281	0.213	0.336
long	দীর্ঘ	0.541	0.353	0.543
longboat	ল্যাংবোট	0.551	0.454	0.490
longevity	দীর্ঘায়ু	0.750	0.353	0.745
longing	আকাঙ্ক্ষা	0.604	0.434	0.560
longitude	দ্রাঘিমা	0.479	0.310	0.516
longitudinal	অনুদৈঘ্র্য	0.542	0.398	0.582
longitudinally	longitudinally	0.541	0.380	0.569
longtime	অনেকক্ষণ	0.362	0.442	0.546
loo	পায়খানা	0.385	0.357	0.283
look	চেহারা	0.719	0.429	0.615
looker	সুন্দরী	0.583	0.354	0.451
lookout	সাবধান	0.698	0.538	0.639
loom	তাঁত	0.531	0.245	0.325
looming	looming	0.367	0.750	0.528
loon	অসভ্য মানুষ	0.429	0.392	0.325
loony	উন্মাদগ্রস্ত	0.439	0.474	0.295
loop	লুপ	0.516	0.343	0.317
loophole	পলায়নের পথ	0.406	0.755	0.491
loopy	পাগলাটে	0.438	0.520	0.195
loose	আলগা	0.573	0.312	0.365
loosen	আলগা করা	0.487	0.337	0.218
loosening	স্খলন	0.378	0.343	0.295
loot	লুণ্ঠন	0.604	0.711	0.537
lop	প্রান্ত কাটিয়া ফেলা	0.429	0.363	0.426
lopsided	ভারসাম্যহীন	0.125	0.500	0.272
lord	প্রভু	0.618	0.327	0.684
lords	প্রভুর	0.571	0.356	0.781
lordship	কর্তৃত্ব	0.573	0.557	0.736
lore	বিদ্যা	0.719	0.373	0.768
lorry	লরি	0.521	0.481	0.402
lose	হারান	0.115	0.538	0.176
loser	অভাগা	0.083	0.510	0.155
losing	হারানো	0.076	0.686	0.223
loss	ক্ষতি	0.062	0.567	0.211
lost	নষ্ট	0.199	0.663	0.148
lot	অনেক	0.531	0.215	0.370
lotion	লোশন	0.724	0.261	0.188
lots	প্রচুর	0.604	0.417	0.424
lottery	লটারি	0.771	0.731	0.491
lotto	লোটো	0.760	0.635	0.475
lotus	পদ্ম	0.604	0.377	0.510
loud	অট্ট	0.573	0.650	0.870
loudly	উচ্চরবে	0.541	0.755	0.667
loudmouth	আড্ডাবাজ	0.337	0.615	0.456
loudness	শব্দের মাত্রা	0.350	0.582	0.620
loudspeaker	লাউড্স্পীকার	0.490	0.735	0.689
lounge	লাউঞ্জ	0.592	0.245	0.466
lounging	lounging	0.735	0.167	0.449
louse	উকুন	0.184	0.439	0.154
lousy	ইতর	0.125	0.482	0.234
lovable	স্নেহের যোগ্য	0.948	0.335	0.565
love	ভালবাসা	1.000	0.519	0.673
loved	পছন্দ	0.927	0.452	0.582
lovee	lovee	0.949	0.592	0.611
loveee	loveee	0.927	0.592	0.693
loveless	স্নেহহীন	0.102	0.365	0.216
lovelife	NO TRANSLATION	0.837	0.610	0.592
loveliness	কমনীয়তা	0.959	0.509	0.750
lovelovelove	NO TRANSLATION	0.948	0.582	0.554
lovely	সুদৃশ্য	0.917	0.456	0.741
lovemaking	প্রণয়জ্ঞাপন	0.969	0.927	0.814
lovemylife	lovemylife	0.896	0.800	0.573
lover	প্রেমিকা	0.881	0.816	0.750
lovesick	প্রণয়পীড়িত	0.796	0.842	0.500
lovethis	এটা খুবই পছন্দ করি	0.867	0.552	0.526
loving	স্নেহময়	0.948	0.612	0.636
lovinglife	প্রেমময় জীবন	0.979	0.404	0.673
lovinlife	lovinlife	0.714	0.460	0.544
low	কম	0.292	0.220	0.102
lowdown	lowdown	0.306	0.441	0.441
lower	নিম্ন	0.327	0.296	0.258
lowering	কমিয়ে	0.286	0.363	0.236
lowest	অধম	0.312	0.304	0.129
lowlands	নিচুভূমি	0.323	0.290	0.331
lowlife	কৃপণ	0.296	0.529	0.309
lowly	অকুল	0.562	0.294	0.417
lox	Lox	0.490	0.373	0.318
loyal	বিশ্বস্ত	0.896	0.265	0.657
loyalty	আনুগত্য	0.885	0.406	0.793
lsd	এলএসডি	0.375	0.471	0.390
luau	luau	0.594	0.545	0.296
lube	পিচ্ছিলকারক পদার্থ	0.552	0.490	0.411
lubricant	পিচ্ছিলকারক পদার্থ	0.656	0.550	0.454
lubricate	মসৃণ করা	0.552	0.490	0.470
lubrication	তৈলাক্তকরণ	0.624	0.646	0.491
lucid	স্বচ্ছ	0.771	0.490	0.705
luck	ভাগ্য	0.854	0.490	0.717
luckiest	ভাগ্যবান	0.917	0.690	0.852
lucky	ভাগ্যবান	0.960	0.610	0.793
luckygirl	ভাগ্যবান মেয়ে	0.781	0.712	0.471
lucrative	লাভজনক	0.729	0.519	0.798
ludicrous	হাস্যকর	0.137	0.553	0.274
lug	কাণ	0.344	0.443	0.340
luggage	লটবহর	0.561	0.226	0.319
lukewarm	কবোষ্ণ	0.573	0.300	0.241
lull	ঘুমান	0.602	0.130	0.402
lullaby	ঘুমপাড়ানি গান	0.796	0.156	0.339
lumbar	কটিদেশীয়	0.323	0.418	0.342
lumber	কাঠ চেরাই	0.517	0.184	0.373
lumbering	জগদ্দল	0.354	0.561	0.655
lumberjack	করাতী	0.500	0.660	0.726
luminescent	আলোক-উৎসাহী কিন্তু উত্তপ্ত নয় এমন	0.796	0.550	0.526
luminous	ভাস্বর	0.918	0.392	0.783
lump	পিণ্ড	0.438	0.337	0.463
lumpy	পিণ্ডময়	0.271	0.378	0.365
lunacy	পাগলামি	0.132	0.847	0.330
lunar	চান্দ্র	0.562	0.296	0.427
lunatic	চন্দ্রাহত	0.125	0.792	0.442
lunch	লাঞ্চ	0.880	0.410	0.542
lunchbox	দুপুরের খাবারের পাত্র	0.663	0.346	0.346
luncheon	মধ্যাহ্নভোজ	0.837	0.240	0.441
lunchtime	লাঞ্চের সময়	0.896	0.398	0.444
lung	ফুসফুস	0.510	0.292	0.629
lunge	আকস্মিক খোঁচা	0.354	0.721	0.509
lungs	শ্বাসযন্ত্র	0.531	0.352	0.555
lurch	সহসা জাহাজের কাৎ	0.404	0.694	0.363
lure	টোপ	0.439	0.565	0.300
lurid	উত্তেজনাপূর্ণ	0.186	0.833	0.536
lurk	অদৃশ্য থাকা	0.219	0.740	0.655
lurking	লুকোনোর	0.421	0.781	0.575
luscious	আনন্দদায়ক	0.885	0.552	0.545
lush	মদ্যপ	0.740	0.783	0.833
lust	রিরংসা	0.469	0.944	0.518
luster	দীপ্তি	0.833	0.566	0.558
lustful	অভীক	0.427	0.896	0.643
lustrous	চিকন	0.771	0.606	0.598
lusty	তেজী	0.469	0.941	0.673
lute	বাঁশির	0.459	0.407	0.500
luxuriant	প্রাচুর্যপূর্ণ	0.760	0.745	0.812
luxurious	বিলাসী	0.947	0.644	0.754
luxury	বিলাসিতা	0.932	0.673	0.750
lycra	লিক্রা	0.520	0.449	0.328
lye	একরকমের ক্ষারজাতীয় বস্তু	0.378	0.396	0.443
lying	মিথ্যা	0.208	0.704	0.317
lymph	লসিকা	0.398	0.510	0.390
lymphatic	লসিকানালী	0.380	0.509	0.472
lymphoma	লিম্ফোমা	0.208	0.645	0.330
lynch	লিঞ্চ	0.167	0.885	0.482
lynching	lynching	0.135	0.920	0.548
lynx	Lynx	0.510	0.590	0.567
lyre	সুরবাহার	0.719	0.347	0.414
lyric	গীতধর্মী	0.702	0.269	0.464
lyrical	গীতধর্মী	0.708	0.451	0.618
lyrics	গানের	0.582	0.214	0.333
macadamia	macadamia	0.635	0.330	0.434
macarena	মাকারিনা	0.802	0.601	0.368
macaroni	ম্যাকারনি	0.816	0.410	0.382
mace	দণ্ড	0.450	0.412	0.415
mach	মাপক	0.541	0.432	0.463
machete	চাপাতি	0.260	0.690	0.474
machine	মেশিন	0.510	0.500	0.707
machinery	যন্ত্রপাতি	0.458	0.615	0.629
machinist	যন্ত্রচালক	0.490	0.598	0.721
macho	পৌরুষপূর্ণ ব্যক্তি	0.643	0.690	0.676
mackerel	ম্যাকরল	0.418	0.423	0.426
macro	ম্যাক্রো	0.552	0.469	0.647
mad	পাগল	0.219	0.873	0.277
madam	ঠাকরূণ	0.580	0.308	0.571
madame	মাদাম	0.604	0.500	0.635
madden	মাত করা	0.329	0.602	0.457
madder	লতাবিশেষ	0.323	0.853	0.267
mademoiselle	NO TRANSLATION	0.752	0.459	0.461
mademyday	mademyday	0.694	0.573	0.537
madhouse	পাগলা গারদ	0.156	0.736	0.440
madman	পাগল	0.135	0.880	0.312
madness	উন্মাদ	0.104	0.804	0.440
maestro	সঙ্গীতের রচয়িতা	0.823	0.357	0.849
mafia	মাফিয়া	0.204	0.867	0.676
magazine	পত্রিকা	0.615	0.332	0.377
mage	পুরোনো যাদুকর	0.622	0.373	0.453
magenta	ম্যাজেন্টা রঙ্	0.635	0.275	0.415
maggot	শূককীট	0.235	0.500	0.235
magic	জাদু	0.868	0.663	0.578
magical	ঐন্দ্রজালিক	0.875	0.651	0.595
magician	ঐন্দ্রজালিক	0.714	0.657	0.551
magistrate	হাকিম	0.587	0.541	0.904
magma	ম্যাগমা	0.323	0.623	0.609
magna	ম্যাগনা	0.605	0.490	0.652
magnate	ধনশালী ব্যক্তি	0.627	0.708	0.868
magnesium	ম্যাগ্নেজিঅ্যাম্	0.542	0.320	0.321
magnet	চুম্বক	0.571	0.318	0.553
magnetic	চৌম্বক	0.612	0.529	0.673
magnetism	চুম্বকত্ব	0.630	0.529	0.741
magnetite	ম্যাগনেটাইট	0.531	0.490	0.581
magnification	বৃহত্তরীকরণ	0.890	0.615	0.880
magnificence	বিশালতা	0.802	0.810	0.920
magnificent	মহৎ	1.000	0.680	0.886
magnifier	বিবর্ধক বস্তু	0.469	0.216	0.345
magnify	বিবর্ধিত করা	0.729	0.561	0.839
magnifying	বিবর্ধক	0.594	0.265	0.406
magnitude	বিশালতা	0.608	0.613	0.774
magnolia	একপ্রকার ফুলের গাছ	0.558	0.343	0.379
magpie	বাচাল	0.500	0.458	0.327
mahi mahi	NO TRANSLATION	0.510	0.410	0.398
mahjong	Mahjong	0.556	0.418	0.440
mahogany	মেহগনিবৃক্ষ	0.602	0.225	0.393
maid	দাসী	0.406	0.324	0.300
maiden	কুমারী	0.755	0.396	0.461
mail	মেইল	0.615	0.231	0.548
mailbox	ডাকবাক্স	0.573	0.222	0.404
mailing	মেইলিং	0.688	0.324	0.375
mailman	ডাকহরকরা	0.659	0.418	0.462
maim	NO TRANSLATION	0.133	0.724	0.496
main	প্রধান	0.667	0.510	0.811
mainframe	মেইনফ্রেম	0.531	0.490	0.557
mainland	দেশের মূল অংশ	0.680	0.407	0.806
mainstay	প্রধান অবলম্বন	0.694	0.400	0.713
mainstream	মূলধারার	0.653	0.527	0.660
maintain	বজায় রাখা	0.684	0.398	0.647
maintenance	রক্ষণাবেক্ষণ	0.592	0.410	0.545
majestic	সৌম্য	0.948	0.731	0.906
majesty	মহিমা	0.823	0.602	0.955
major	মুখ্য	0.684	0.538	0.874
majority	সংখ্যাগুরু	0.684	0.560	0.930
make	করা	0.684	0.420	0.480
makeover	পরিবর্তন	0.771	0.510	0.596
maker	সৃষ্টিকর্তা	0.698	0.544	0.706
makeshift	অস্থায়ী	0.479	0.611	0.389
makesmehappy	NO TRANSLATION	0.894	0.663	0.712
makesmemad	NO TRANSLATION	0.296	0.643	0.500
makeup	মেকআপ	0.740	0.333	0.331
makingdisciples	NO TRANSLATION	0.684	0.402	0.664
malady	রোগ	0.190	0.686	0.304
malaise	অসুস্থতাবোধ	0.150	0.600	0.161
