Word	Somali-so	Valence	Arousal	Dominance
misfire	soodhada	0.153	0.453	0.200
misfit	nasiib daro	0.173	0.500	0.393
misfortune	niyadjab	0.094	0.780	0.311
misguided	NO TRANSLATION	0.280	0.531	0.259
mishap	mishap	0.071	0.654	0.227
misinformed	nadiifin	0.156	0.567	0.250
misinterpretation	xumayn	0.112	0.556	0.360
mislead	marin habaabin	0.167	0.765	0.412
misleading	marin habaabis ah	0.070	0.660	0.272
misled	marin habaabisay	0.177	0.606	0.353
mismanagement	maamul xumo	0.094	0.520	0.295
mismatch	isku-habeyn la'aan	0.250	0.459	0.282
mismatched	isma bedelin	0.250	0.557	0.302
misnomer	macallinimo	0.296	0.528	0.284
misplace	meel xun	0.229	0.461	0.191
misplaced	qalad ah	0.247	0.450	0.324
misread	xumayn	0.115	0.558	0.315
misrepresent	dhicin	0.198	0.542	0.418
misrepresentation	been-abuurka	0.323	0.618	0.518
misrepresented	been abuur ah	0.042	0.519	0.466
miss	seegay	0.573	0.490	0.408
missile	gantaal	0.240	0.830	0.764
missiles	maraakiibta	0.070	0.922	0.830
missing	maqan	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	howlgalka	0.765	0.633	0.870
missionary	adeegayaasha	0.729	0.404	0.596
misspell	misspell	0.292	0.423	0.281
misstatement	Dhibaato	0.302	0.547	0.221
missy	missy	0.521	0.480	0.333
mist	qiiq	0.375	0.194	0.221
mistake	qalad	0.208	0.585	0.102
mistaken	qalad ah	0.131	0.630	0.212
mister	aabe	0.604	0.406	0.663
mistletoe	sharoobada	0.542	0.470	0.324
mistreated	si xun loola dhaqmay	0.010	0.792	0.200
mistress	gabadha	0.630	0.796	0.694
mistrial	rafcaan	0.427	0.539	0.536
mistrust	kalsooni la'aan	0.135	0.657	0.231
misty	qaloocsan	0.427	0.451	0.278
misunderstand	is faham la'aan	0.177	0.548	0.382
misunderstanding	is faham la'aan	0.112	0.618	0.284
misunderstood	is faham la'aan	0.177	0.625	0.309
misuse	si xun u isticmaalka	0.083	0.560	0.196
mite	caarada	0.290	0.584	0.271
miter	miter	0.458	0.500	0.414
mitigate	yareeyo	0.506	0.427	0.456
mitigating	yareeynta	0.551	0.520	0.600
mitigation	yaraynta	0.448	0.527	0.423
mitt	mitt	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	mitzvah	0.422	0.610	0.409
mix	isku darka	0.542	0.490	0.472
mixed	isku dhafan	0.510	0.346	0.444
mixedemotions	isku dhafka	0.440	0.673	0.430
mixer	qaso	0.562	0.500	0.556
mixture	isku dar ah	0.546	0.360	0.481
mnemonic	Mnemonic	0.531	0.480	0.452
moan	qosol	0.357	0.735	0.352
moat	qoyan	0.398	0.380	0.314
mob	xanuun	0.296	0.788	0.567
mobile	mobile	0.615	0.569	0.481
mobility	dhaqdhaqaaqa	0.700	0.596	0.654
mobilization	abaabulidda	0.688	0.720	0.787
mobilize	abaabul	0.604	0.684	0.727
mobster	mobster	0.188	0.870	0.638
mocha	mocha	0.500	0.396	0.311
mock	jees jees	0.360	0.606	0.618
mocked	jees jees	0.225	0.746	0.204
mockery	jees jees	0.094	0.806	0.181
mocking	jees jees	0.082	0.755	0.394
mockingbird	wax la yaab leh	0.513	0.337	0.423
mod	mod	0.458	0.367	0.384
modal	qaab	0.592	0.264	0.461
modality	mabaadi'da	0.633	0.404	0.527
mode	qaab	0.531	0.185	0.367
model	qaab	0.607	0.388	0.723
modeler	qaabeeyaha	0.500	0.510	0.730
modeling	qaabaynta	0.684	0.404	0.490
modem	modem	0.573	0.355	0.500
moderate	dhexdhexaad ah	0.582	0.190	0.453
moderate anticipation	rajo dhexdhexaad ah	0.667	0.451	0.574
moderate disgust	qoyaan dhexdhexaad ah	0.229	0.558	0.381
moderate negative	diidmo dhexdhexaad ah	0.177	0.500	0.306
moderate positive	dhexdhexaad ah	0.896	0.453	0.753
moderate surprise	yaab leh dhexdhexaad ah	0.776	0.663	0.637
moderate trust	kalsooni dhexdhexaad ah	0.677	0.350	0.773
moderately	dhexdhexaad ah	0.604	0.264	0.500
moderating	dhexdhexaadin	0.667	0.402	0.783
moderation	dhexdhexaad	0.531	0.240	0.453
moderator	Xeer-ilaaliye	0.519	0.354	0.802
modern	casri ah	0.855	0.423	0.691
modernism	casriga	0.760	0.553	0.703
modest	caan ah	0.760	0.130	0.412
modesty	xishood	0.778	0.240	0.500
modicum	qalab	0.234	0.417	0.327
modifiable	beddeli karo	0.541	0.422	0.373
modification	isbeddel	0.480	0.520	0.625
modified	la bedelay	0.561	0.458	0.693
modify	isbeddel	0.458	0.584	0.625
modulate	beddel	0.673	0.343	0.555
modulation	isdhexgalka	0.458	0.365	0.565
module	moduleka	0.582	0.388	0.571
modulus	modulus	0.622	0.304	0.481
mogul	mogul	0.510	0.652	0.865
moiety	dhexdhexaad	0.378	0.343	0.454
moist	qoyan	0.470	0.316	0.386
moisture	qoyaan	0.406	0.398	0.327
moisturizer	qoyaan	0.750	0.280	0.386
molar	mada	0.544	0.426	0.350
molasses	molasses	0.490	0.269	0.286
mold	caaryaal	0.330	0.274	0.402
molded	molded	0.667	0.361	0.373
molding	qashin	0.552	0.308	0.546
moldy	moldy	0.235	0.387	0.250
mole	bar	0.436	0.377	0.352
molecular	molecular	0.495	0.440	0.536
molecule	molecule	0.531	0.259	0.375
molest	murugo	0.133	0.816	0.319
molestation	faraxumeyn	0.102	0.808	0.407
molester	molester	0.143	0.811	0.478
molten	burdan	0.417	0.490	0.339
mom	hooyo	0.927	0.336	0.639
moment	daqiiqad	0.604	0.435	0.509
momentary	daqiiqado	0.562	0.271	0.330
momentous	muhiim ah	0.792	0.587	0.760
momentum	socodka	0.663	0.750	0.688
momma	hooyada	0.833	0.412	0.527
mommy	hooyo	0.854	0.353	0.422
monad	monad	0.510	0.482	0.451
monarch	Boqortooyada	0.583	0.559	0.870
monarchy	Boqortooyada	0.450	0.557	0.870
monastery	macbudka	0.694	0.183	0.726
monastic	dabacsan	0.438	0.314	0.676
monetary	lacagta	0.583	0.494	0.716
money	lacag	0.844	0.608	0.827
mongoloid	mongoloid	0.177	0.364	0.317
mongoose	dulqaadka	0.327	0.380	0.546
mongrel	mongrel	0.425	0.438	0.395
monitor	kormeerka	0.490	0.298	0.538
monk	kaligiis	0.472	0.208	0.439
monkey	dameer	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	midabka	0.312	0.292	0.339
monogamous	monogamous	0.510	0.335	0.402
monogamy	hal jinsi	0.542	0.380	0.455
monogram	monogram	0.480	0.210	0.425
monogrammed	iskuday	0.503	0.270	0.402
monograph	masraxa	0.500	0.242	0.481
monolayer	kali ah	0.427	0.294	0.433
monolith	monolith	0.429	0.327	0.500
monologue	monologue	0.500	0.284	0.534
monopolist	monopolist	0.330	0.590	0.725
monopoly	monopoly	0.449	0.509	0.640
monotonous	iskuday	0.354	0.221	0.400
monotony	kali ah	0.398	0.135	0.353
monoxide	monoxide	0.433	0.430	0.490
monsieur	monsieur	0.552	0.340	0.623
monsoon	monsoon	0.358	0.600	0.481
monster	xayawaan	0.133	0.935	0.596
monstrosity	dulqaad	0.094	0.933	0.611
monstrous	dulqaad	0.094	0.942	0.649
montage	muusikada	0.438	0.520	0.388
monte	monte	0.589	0.330	0.391
month	bisha	0.688	0.255	0.411
monthly	bishii	0.622	0.314	0.364
monument	muqaal	0.833	0.404	0.811
monumental	muusig	0.656	0.594	0.955
moo	moo	0.438	0.355	0.300
mooch	mooch	0.378	0.413	0.309
mood	niyadda	0.720	0.500	0.500
moods	niyadda	0.578	0.633	0.491
moody	niyadda	0.245	0.811	0.595
moon	moon	0.673	0.233	0.547
moonbeam	moonbeam	0.700	0.290	0.491
moonlight	dayaxa	0.865	0.264	0.409
moonlit	moonlit	0.873	0.269	0.508
moonshine	moonshine	0.633	0.389	0.491
moonstruck	moonstruck	0.583	0.438	0.407
moonwalk	moonwalk	0.615	0.586	0.525
moor	moor	0.311	0.464	0.378
moored	moored	0.344	0.500	0.417
mooring	mooring	0.323	0.490	0.444
moorings	isdhaafsiga	0.406	0.500	0.516
moorland	moorland	0.490	0.370	0.456
moose	moose	0.648	0.373	0.318
moot	moot	0.344	0.500	0.615
mooted	mooted	0.388	0.580	0.463
mop	mop	0.396	0.442	0.296
mope	Xadhiga	0.406	0.309	0.345
moped	mooted	0.582	0.582	0.554
moral	anshax	0.700	0.459	0.796
morale	morale	0.729	0.158	0.792
morality	anshax	0.750	0.408	0.759
morals	anshax	0.646	0.430	0.611
morass	anshax	0.387	0.348	0.375
moratorium	moratorium	0.337	0.427	0.373
moray	moray	0.510	0.402	0.463
morbid	dhibaatooyin	0.090	0.833	0.395
morbidity	cudurrada	0.370	0.630	0.443
morbidness	xanuun	0.120	0.694	0.339
mores	mores	0.582	0.317	0.684
morgue	morgue	0.022	0.539	0.241
moribund	moribund	0.083	0.488	0.167
morn	subaxdii	0.542	0.284	0.345
morning	subax	0.688	0.235	0.444
moron	doqon	0.133	0.587	0.183
moronic	moronic	0.122	0.500	0.224
morose	dhajinta	0.240	0.663	0.264
morph	morph	0.448	0.469	0.451
morphine	morphine	0.229	0.490	0.496
morphism	qaabdhismeed	0.398	0.549	0.386
morphology	muraayada	0.516	0.373	0.639
morrow	berrito	0.708	0.314	0.490
morsel	korsaarka	0.490	0.296	0.400
mortal	dhimasho	0.196	0.786	0.510
mortality	dhimashada	0.229	0.726	0.518
mortar	hoobiye	0.333	0.627	0.562
mortgage	amaah guri	0.255	0.408	0.537
mortgagee	deynta	0.418	0.633	0.723
mortgagor	gadaashiisa	0.431	0.522	0.490
mortician	dhimasho	0.104	0.429	0.275
mortification	dhimasho	0.135	0.644	0.404
mortified	dhimasho	0.073	0.731	0.270
mortuary	miino	0.133	0.606	0.427
mosaic	Muuqaal	0.635	0.250	0.302
mosey	Muuqaal	0.521	0.402	0.330
mosque	masaajid	0.542	0.352	0.528
mosquito	kaneecada	0.229	0.400	0.198
moss	Moss	0.235	0.270	0.245
mossy	Mossy	0.375	0.329	0.286
mote	NO TRANSLATION	0.375	0.388	0.260
motel	motel	0.531	0.372	0.450
moth	aboor	0.323	0.350	0.196
mother	hooyo	0.931	0.408	0.725
motherfucker	hooyadaa	0.122	0.827	0.351
motherfucking	hooyadeeda	0.071	0.823	0.373
motherhood	hooyada	0.844	0.546	0.667
motherland	hooyada	0.677	0.375	0.731
motherless	hooy la'aan	0.163	0.541	0.337
motherly	hooyo	0.927	0.324	0.710
motif	riwaayad	0.688	0.481	0.527
motion	dhaqaaq	0.667	0.538	0.657
motionless	aan dhaqdhaqaaq lahayn	0.323	0.210	0.246
motivate	dhiirigeliya	0.812	0.776	0.873
motivating	dhiirigelinta	0.958	0.820	0.787
motivation	dhiirigelinta	0.854	0.784	0.802
motivational	dhiirigelinta	0.906	0.646	0.858
motive	ujeeddo	0.667	0.588	0.663
motley	jilicsan	0.480	0.398	0.412
motor	gaas	0.531	0.551	0.648
motorbike	mootooyin	0.552	0.608	0.616
motorboat	gawaarida	0.677	0.500	0.390
motorcade	mootada	0.708	0.730	0.593
motorcar	gawaarida	0.694	0.565	0.682
motorcycle	mootada	0.677	0.764	0.713
motorist	gawaarida	0.562	0.663	0.578
motte	jilicsan	0.481	0.389	0.370
mottled	mottled	0.380	0.336	0.295
motto	sheyga	0.688	0.317	0.439
mould	caaryaal	0.357	0.176	0.246
mound	tuulo	0.520	0.481	0.509
mount	buur	0.500	0.292	0.348
mountain	buur	0.698	0.408	0.649
mountaineer	buurta	0.635	0.774	0.535
mountainous	buur	0.635	0.519	0.612
mountains	buuraha	0.766	0.433	0.569
mountaintop	mountaintop	0.653	0.541	0.713
mourn	baro	0.056	0.583	0.150
mournful	murugo leh	0.180	0.441	0.188
mourning	murugo	0.177	0.490	0.266
mouse	jiir	0.427	0.441	0.206
mousetrap	mousetrap	0.180	0.643	0.330
mousse	mousse	0.604	0.336	0.368
moustache	shaarib	0.470	0.236	0.409
mousy	mousy	0.480	0.413	0.339
mouth	afka	0.734	0.294	0.336
mouthful	afka	0.609	0.565	0.389
mouthpiece	qalabka afka	0.573	0.346	0.393
mouthwash	macmacaanka	0.438	0.385	0.352
movable	dhaqaaqa	0.469	0.509	0.500
move	guuri	0.656	0.647	0.670
movement	dhaqdhaqaaqa	0.656	0.654	0.658
mover	dhaqaaqa	0.615	0.539	0.466
movie	filim	0.792	0.560	0.471
movies	filimaan	0.724	0.426	0.472
moving	dhaqaaqa	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	dhaqaaq	0.490	0.529	0.435
mow	xaaq	0.420	0.559	0.393
mower	mower	0.458	0.510	0.368
moxie	moxie	0.531	0.490	0.366
mozzarella	mozzarella	0.653	0.265	0.340
mri	mri	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	muck	0.347	0.423	0.272
mucked	mucked	0.184	0.500	0.373
mucous	mucous	0.330	0.296	0.293
mucus	xabo	0.143	0.309	0.228
mud	dhoobo	0.333	0.260	0.185
muddle	marmarka qaarkood	0.184	0.710	0.336
muddled	muddled	0.250	0.615	0.263
muddy	dhoobo	0.292	0.400	0.283
muff	muff	0.542	0.335	0.314
muffin	muffin	0.684	0.430	0.306
muffled	jilicsan	0.479	0.330	0.421
muffler	muffler	0.357	0.407	0.454
mug	mug	0.542	0.214	0.382
mugger	Mugger	0.125	0.850	0.500
mulberry	bukaa	0.469	0.315	0.361
mulch	mulch	0.349	0.361	0.383
mule	baqshiish	0.320	0.337	0.254
mull	mull	0.663	0.340	0.594
mullet	Mullet	0.521	0.356	0.377
multilateral	dhinacyo badan	0.500	0.469	0.705
multimedia	multimedia	0.611	0.390	0.607
multinational	caalami ah	0.656	0.510	0.842
multiple	dhowr ah	0.660	0.510	0.578
multiple sclerosis	sclerosis badan	0.188	0.587	0.483
multiplex	badanaa	0.610	0.590	0.667
multiplication	isku dhufashada	0.646	0.565	0.762
multiplicity	isku dhufashada	0.677	0.490	0.777
multiplied	badiyay	0.802	0.559	0.729
multiplier	badanaa	0.643	0.615	0.741
multiply	ku dhufo	0.802	0.625	0.777
multitude	dad badan	0.562	0.765	0.847
mum	Hooyo	0.802	0.317	0.698
mumble	mumble	0.292	0.444	0.245
mumbo	mumbo	0.429	0.506	0.336
mummy	hooyo	0.400	0.588	0.415
mumps	qaamo-qashiir	0.099	0.410	0.311
munch	foorid	0.541	0.277	0.434
munchies	munchies	0.562	0.470	0.491
munchkin	xargaha	0.490	0.466	0.374
mundane	mundane	0.312	0.420	0.480
municipal	degmada	0.625	0.390	0.758
municipality	degmada	0.569	0.280	0.614
mural	duurjoogta	0.551	0.265	0.454
murder	dil	0.061	0.942	0.615
murderer	dilka	0.010	0.960	0.650
murderess	dil	0.041	0.941	0.462
murderous	dil	0.017	0.940	0.682
murky	murugo	0.143	0.618	0.370
murmur	murmur	0.458	0.520	0.200
muscle	muruq	0.359	0.490	0.645
muscular	musqulo	0.531	0.434	0.577
muse	muse	0.760	0.360	0.509
muses	muses	0.714	0.434	0.571
museum	matxafka	0.792	0.206	0.481
mush	NO TRANSLATION	0.500	0.311	0.125
mushroom	boqoshaada	0.490	0.274	0.269
mushy	jilicsan	0.520	0.200	0.182
music	muusikada	0.833	0.563	0.605
musical	muusik	0.908	0.630	0.530
musician	muusik	0.816	0.509	0.618
musing	guuritaanka	0.740	0.151	0.465
musk	musk	0.469	0.454	0.453
musket	muse	0.260	0.654	0.510
musketeer	musketeer	0.694	0.569	0.705
muskrat	muskrat	0.439	0.510	0.368
muslin	muslin	0.439	0.304	0.352
muss	NO TRANSLATION	0.418	0.438	0.302
must	waa in	0.408	0.382	0.441
mustang	gaajo	0.635	0.642	0.708
mustard	mustard	0.500	0.346	0.275
muster	muster	0.635	0.460	0.548
musty	shey	0.354	0.367	0.267
mutable	isku-dhafan	0.426	0.531	0.491
mutant	mutant	0.337	0.676	0.573
mutate	mutate	0.281	0.548	0.463
mutation	isbeddel	0.365	0.625	0.611
mute	carrabka	0.271	0.200	0.250
muted	muted	0.260	0.167	0.162
mutilate	goyso	0.125	0.900	0.465
mutilated	la gooyey	0.041	0.841	0.356
mutilation	gudniinka	0.122	0.782	0.456
mutiny	gabi ahaanba	0.323	0.890	0.549
mutt	mutt	0.418	0.408	0.387
mutter	NO TRANSLATION	0.406	0.427	0.228
mutton	beertu	0.427	0.283	0.393
mutual	wadajir	0.729	0.321	0.464
mutually	wadajir ahaan	0.844	0.490	0.582
muzzle	canqow	0.388	0.430	0.232
myfavorite	aan jeclaa	0.812	0.587	0.615
myopia	myopia	0.245	0.387	0.226
myopic	myopic	0.344	0.396	0.218
myriad	dhowr	0.480	0.429	0.550
mysterious	dahsoon	0.448	0.699	0.455
mystery	qarsoodi	0.417	0.667	0.519
mystic	qarsoodi	0.643	0.520	0.535
mystical	qarsoodi ah	0.594	0.443	0.689
mysticism	Mucjiso	0.594	0.598	0.423
mystified	qarsoodi ah	0.344	0.600	0.509
mystique	qiiro	0.668	0.633	0.667
myth	khuraafaad	0.458	0.432	0.338
mythic	suugaan	0.635	0.528	0.645
mythical	sheeko	0.625	0.556	0.583
mythological	khayaali	0.760	0.573	0.658
mythology	masiixiga	0.684	0.439	0.688
nab	nab	0.469	0.544	0.407
nacho	nacho	0.667	0.259	0.333
nada	NO TRANSLATION	0.250	0.231	0.136
nadir	nadir	0.479	0.363	0.424
nag	NO TRANSLATION	0.271	0.451	0.472
nail	ciddiyaha	0.469	0.397	0.282
nail gun	qori ciddiyaha	0.378	0.806	0.574
naive	naive	0.406	0.260	0.375
naked	qaawan	0.323	0.885	0.288
nakedness	qaawan	0.480	0.760	0.350
namaste	NO TRANSLATION	0.719	0.255	0.464
name	magaca	0.573	0.300	0.415
named	magacaabay	0.562	0.396	0.565
nameless	magac la'aan	0.344	0.280	0.164
namesake	magacaabi	0.418	0.327	0.404
naming	magacaabista	0.667	0.410	0.559
nana	nana	0.765	0.255	0.375
nanny	nanny	0.615	0.370	0.528
nanometer	nanometer	0.375	0.356	0.446
nap	nap	0.660	0.098	0.342
napalm	napalm	0.265	0.580	0.471
nape	nape	0.427	0.268	0.298
napkin	suugo	0.469	0.142	0.209
napping	duubista	0.765	0.046	0.306
nappy	xafaayadda	0.529	0.333	0.207
narcissism	naqshada	0.214	0.639	0.540
narcissist	naas-nuujiye	0.173	0.614	0.629
narcissistic	naqshadeynta	0.323	0.708	0.655
narcotic	daroogo	0.102	0.858	0.450
narrate	sheeko	0.541	0.480	0.473
narration	sheeko	0.622	0.408	0.551
narrative	sheeko	0.580	0.303	0.443
narrator	sheeko	0.673	0.430	0.623
narrow	cidhiidhi ah	0.260	0.368	0.356
narrowing	cidhiidhi	0.354	0.593	0.357
nasal	sanka	0.479	0.340	0.330
nascent	qabow	0.684	0.373	0.585
nasty	xun	0.115	0.620	0.264
natal	dhalmada	0.755	0.462	0.481
nation	Qaran	0.594	0.443	0.821
national	qaranka	0.698	0.365	0.663
nationality	dhalashada	0.642	0.400	0.772
nationwide	wadanka oo dhan	0.684	0.217	0.672
native	hooyo	0.635	0.422	0.710
nativity	dhalashada	0.750	0.337	0.673
natural	dabiiciga ah	0.854	0.118	0.481
natural gas	gaas dabiici ah	0.635	0.324	0.396
naturalist	dabiici ah	0.844	0.255	0.562
naturalization	dhalashada	0.781	0.279	0.652
naturalized	quruxbadan	0.760	0.333	0.600
naturally	dabiici ahaan	0.854	0.276	0.549
nature	dabeecadda	0.857	0.184	0.643
naught	wax aan jirin	0.344	0.176	0.161
naughty	xumaan	0.451	0.857	0.371
nausea	lallabbo	0.104	0.781	0.273
nauseate	lalabo	0.062	0.660	0.176
nauseating	lalabbasho	0.021	0.640	0.250
nauseous	lakab	0.135	0.780	0.284
nautical	badda	0.646	0.250	0.579
nautilus	nautilus	0.396	0.509	0.517
naval	badda	0.542	0.449	0.679
nave	nave	0.583	0.448	0.585
navel	xuddun	0.448	0.261	0.276
navigable	la socda	0.749	0.406	0.645
navigate	soco	0.740	0.555	0.675
navigation	gaari	0.841	0.470	0.720
navigational	cagaarshowga	0.573	0.481	0.564
navigator	hagaha	0.583	0.592	0.623
navy	badda	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	u dhow	0.271	0.373	0.265
neat	wanaagsan	0.878	0.235	0.491
neatly	habboon	0.802	0.412	0.588
nebula	nebula	0.510	0.418	0.438
nebulae	nebulus	0.490	0.330	0.472
nebulous	wax daciif ah	0.469	0.347	0.417
necessarily	muhiim ah	0.667	0.423	0.598
necessary	lagama maarmaan	0.750	0.433	0.679
necessitate	waxa lagama maarmaan ah	0.578	0.604	0.516
necessities	baahiyaha	0.520	0.630	0.463
necessity	baahi	0.567	0.471	0.588
neck	luqunta	0.541	0.245	0.345
necklace	silsilad	0.760	0.294	0.373
necktie	necktie	0.583	0.229	0.314
necromancer	necromancer	0.333	0.625	0.536
necrosis	necrosis	0.115	0.622	0.385
nectar	nectar	0.746	0.331	0.398
need	u baahan tahay	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	loo baahan yahay	0.677	0.342	0.679
needful	u baahan	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	Irbad	0.250	0.472	0.360
needlepoint	irbad	0.653	0.500	0.556
needles	cirbadaha	0.250	0.602	0.348
needless	baahi la'aan	0.327	0.385	0.200
needtoknow	loo baahan yahay	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	baahan	0.360	0.451	0.245
nefarious	nefarious	0.184	0.720	0.528
negation	diidmada	0.255	0.461	0.297
negative	diidmo	0.102	0.527	0.176
negativity	xasaasiyad	0.060	0.520	0.273
neglect	dayacaad	0.045	0.550	0.163
neglected	dayacday	0.271	0.385	0.160
neglecting	dayacaad	0.177	0.441	0.230
negligee	diidmo	0.385	0.520	0.336
negligence	dayacaad	0.092	0.570	0.251
negligent	dayacaad	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	dayacan	0.177	0.292	0.232
negotiable	wada xaajood	0.688	0.585	0.731
negotiate	wada xaajoodka	0.612	0.708	0.769
negotiation	gorgortanka	0.490	0.615	0.728
negotiator	gorgortan	0.635	0.471	0.817
negro	diidmo	0.354	0.368	0.461
neigh	deriska	0.378	0.642	0.373
neighbor	deriska	0.657	0.448	0.434
neighborhood	xaafad	0.385	0.469	0.373
neighboring	deriska	0.656	0.306	0.481
nemesis	nemesis	0.271	0.688	0.647
neon	neon	0.594	0.480	0.380
neonatal	dhalanteed	0.542	0.529	0.357
neophyte	neophyte	0.286	0.363	0.411
neoprene	neoprene	0.316	0.451	0.443
nephew	adeer	0.719	0.337	0.412
nepotism	nepotism	0.349	0.584	0.517
nerd	nerd	0.408	0.481	0.315
nerdy	nerdy	0.296	0.255	0.292
nerve	dareen	0.129	0.698	0.307
nerves	neerfayaasha	0.333	0.783	0.264
nervous	walwal	0.235	0.820	0.213
nervousness	xasilooni	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	ness	0.396	0.480	0.392
nest	buulka	0.687	0.221	0.333
nestle	qulqulka	0.625	0.308	0.379
nestling	qashinka	0.604	0.427	0.286
net	net	0.441	0.288	0.417
nether	nether	0.240	0.265	0.259
netting	dhajinta	0.368	0.509	0.585
nettle	nettle	0.406	0.324	0.490
network	shabakad	0.531	0.337	0.466
networking	Isgaadhsiinta	0.625	0.482	0.545
neural	neural	0.582	0.426	0.391
neuralgia	neuralgia	0.092	0.706	0.439
neurological	neerfaha	0.500	0.540	0.558
neurologist	neerfaha	0.608	0.500	0.736
neurology	neerfaha	0.459	0.537	0.580
neurosis	neurosis	0.122	0.766	0.418
neurosurgeon	neurosurgeon	0.590	0.673	0.755
neurosurgery	neerfaha	0.490	0.632	0.730
neurotic	neurotic	0.198	0.801	0.387
neuter	caarada	0.621	0.163	0.302
neutral	dhexdhexaad ah	0.469	0.184	0.357
neutrality	dhexdhexaad	0.469	0.205	0.434
neutralize	dhexdhexaadin	0.519	0.363	0.719
neutron	neutron	0.469	0.440	0.679
new	cusub	0.917	0.490	0.582
new age	da 'cusub	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	dhashay	0.918	0.580	0.372
newcomer	cusub	0.622	0.380	0.396
newday	cusub	0.847	0.388	0.618
newfound	cusub	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	nolol cusub	0.898	0.646	0.701
newly	dhawaan	0.688	0.422	0.552
newlywed	dhowaan	0.847	0.706	0.570
newme	cusub	0.643	0.550	0.527
newness	cusub	0.740	0.522	0.588
news	wararka	0.633	0.580	0.610
newscast	wargeyska	0.531	0.509	0.714
newscaster	wargeys	0.646	0.510	0.764
newsflash	wargeys	0.604	0.637	0.518
newsletter	wargeyska	0.622	0.385	0.490
newsman	wargeys	0.604	0.480	0.696
newspaper	wargeyska	0.602	0.283	0.444
newspaperman	wargeys	0.561	0.458	0.750
newsreel	wargeys	0.625	0.571	0.577
newsroom	qolka wararka	0.531	0.392	0.658
newsstand	wargeyska	0.615	0.222	0.336
newstart	cusub	0.802	0.510	0.667
newt	cusub	0.458	0.380	0.541
newyear	NO TRANSLATION	0.938	0.784	0.520
nexus	nexus	0.496	0.368	0.412
nib	nib	0.510	0.282	0.406
nibble	nibble	0.551	0.551	0.411
nice	fiican	0.930	0.442	0.650
niche	niche	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	nick	0.554	0.388	0.387
nickel	nikkel	0.510	0.347	0.406
nickname	naanaysta	0.490	0.470	0.263
nicotine	nicotin	0.235	0.608	0.447
niece	niece	0.771	0.320	0.400
nifty	nifty	0.740	0.745	0.815
nigger	nigre	0.240	0.347	0.398
nigh	u dhow	0.653	0.216	0.336
night	habeenkii	0.598	0.396	0.404
nightcap	habeenkii	0.750	0.196	0.268
nightclub	habeenkii	0.802	0.894	0.528
nightfall	habeenkii	0.490	0.436	0.426
nightgown	habeenkii	0.643	0.408	0.250
nightie	habeenkii	0.630	0.388	0.274
nightingale	habeenkii	0.740	0.340	0.496
nightlife	habeenkii	0.542	0.783	0.510
nightly	habeenkii	0.673	0.410	0.474
nightmare	riwaayad	0.005	0.810	0.436
nightmares	qarow	0.082	0.942	0.448
nightstand	habeenkii	0.490	0.130	0.327
nightstick	habeenkii	0.500	0.461	0.348
nighttime	habeenkii	0.735	0.385	0.439
nihilism	nihilism	0.367	0.510	0.364
