Word	Myanmar (Burmese)-my	Valence	Arousal	Dominance
methane	မီသိန်း	0.290	0.460	0.569
methanol	Methanol	0.292	0.500	0.570
method	နည်းလမ်း	0.640	0.275	0.698
methodical	ကြည့်ရာမှာနည်းလမ်းတကျ	0.663	0.360	0.745
methodology	နည်းစနစ်	0.664	0.327	0.745
meticulous	စေ့စပ်	0.555	0.480	0.555
metime	metime	0.531	0.398	0.417
metric	မက်ထရစ်	0.519	0.248	0.573
metrical	မက်ထရစ်	0.521	0.375	0.482
metrology	metrology	0.531	0.432	0.439
metropolis	မြို့တော်	0.656	0.625	0.779
metropolitan	မြို့ပြ	0.387	0.408	0.723
mettle	စိတျစှမျးအား	0.667	0.529	0.750
mew	mew	0.418	0.481	0.380
mezzanine	ထပ်ခိုး	0.479	0.427	0.404
mica	MICA	0.531	0.250	0.314
mick	Mick	0.449	0.451	0.382
micro	မိုက်ခရို	0.500	0.270	0.250
microbe	ရောဂါပိုး	0.255	0.450	0.340
microbiology	ဏု	0.571	0.378	0.560
microchip	microchip	0.551	0.358	0.432
microcosm	microcosm	0.500	0.500	0.520
microfilm	microfilm	0.469	0.352	0.412
microgram	မိုက်ခရိုဂရမ်	0.448	0.286	0.355
micrometer	မိုက်ခရိုမီတာ	0.573	0.358	0.394
micron	မိုက်ခရွန်	0.375	0.291	0.315
microphone	မိုက်ခရိုဖုန်း	0.551	0.431	0.462
microscope	မှန်ဘီလူး	0.531	0.330	0.464
microscopic	ဏု	0.360	0.327	0.433
microscopically	ဏု	0.623	0.370	0.412
microscopy	microscopy	0.500	0.339	0.455
microwave	မိုက်ခရိုဝေ့	0.542	0.497	0.443
mid	နှစ်လယ်ပိုင်း	0.500	0.315	0.356
midair	အနွှယ်ခပ်သိန်း	0.633	0.413	0.455
midday	မွန်းတည့်	0.658	0.250	0.403
middle	အလယ်တန်း	0.458	0.157	0.300
middleman	middleman	0.500	0.404	0.452
middleweight	middleweight	0.510	0.302	0.428
midget	Midget	0.396	0.295	0.254
midland	Midlands	0.521	0.402	0.456
midlife	midlife	0.594	0.244	0.473
midline	midline	0.332	0.224	0.330
midnight	သန်းခေါင်ယံ	0.562	0.470	0.545
midshipman	midshipman	0.469	0.615	0.785
midst	အလယ်	0.324	0.275	0.296
midsummer	midsummer	0.781	0.480	0.492
midterm	လယ်	0.427	0.337	0.425
midtown	midtown	0.479	0.442	0.538
midway	တစ်ဝက်တစ်ပျက်	0.459	0.316	0.304
midwife	သားဖွားဆရာမ	0.531	0.570	0.453
midwifery	သားဖွား	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	miffed	0.204	0.726	0.429
mighty	အားကြီးသော	0.855	0.837	0.936
mignon	mignon	0.551	0.440	0.423
migraine	ခေါင်းတစ်ခြမ်းကိုက်	0.135	0.783	0.318
migrate	ပွောငျးရှေ့	0.415	0.580	0.454
migration	ရွှေ့ပြောင်း	0.492	0.731	0.566
migratory	ရွှေ့ပြောင်း	0.448	0.521	0.491
mike	mike	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	နူးညံ့သိမ်မွေ့	0.635	0.198	0.216
mildew	အနာ	0.344	0.250	0.241
mildness	နူးညံ့သိမျမှေ့	0.827	0.226	0.311
mile	မိုင်	0.521	0.417	0.456
mileage	မိုင်အကွာအဝေး	0.510	0.458	0.562
milestone	မှတ်တိုင်	0.719	0.373	0.558
militant	စစ်သား	0.418	0.667	0.750
militants	စစ်သွေးကြွ	0.260	0.673	0.652
military	စစ်ရေး	0.396	0.710	0.875
militia	ပြည်သူ့စစ်	0.396	0.729	0.769
milk	နို့	0.817	0.270	0.327
milkman	milkman	0.750	0.380	0.304
milkshake	မစ်ရှိတ်	0.796	0.521	0.330
milky	milky	0.517	0.283	0.311
mill	ကြိတ်စက်	0.531	0.382	0.347
millennium	ထောင်စုနှစ်	0.573	0.398	0.760
milligram	မီလီဂရမ်	0.429	0.217	0.302
millimeter	မီလီမီတာ	0.427	0.177	0.360
million	သန်း	0.776	0.647	0.812
millionaire	သန်းကြွယ်သူဍေးကြီး	0.917	0.755	0.850
millionth	သန်း	0.635	0.528	0.611
millstone	ကြိတ်ဆုံကျောက်	0.510	0.433	0.492
mime	MIME	0.455	0.235	0.302
mimic	တု	0.557	0.587	0.391
mimicking	န်းမှာ	0.316	0.433	0.364
mimicry	mimicry	0.420	0.337	0.472
mince	mince	0.417	0.529	0.378
mincemeat	mincemeat	0.396	0.435	0.358
mind	စိတ်ကို	0.650	0.388	0.627
minded	စိတ်တူကိုယ်တူ	0.656	0.394	0.627
mindful	အောကျမေ့	0.765	0.450	0.725
mindfulness	သတိ	0.729	0.635	0.745
mindless	အသိဉာဏ်မရှိတဲ့	0.184	0.333	0.153
mine	သတ္တုတွင်း	0.688	0.418	0.578
minefield	မိုင်းဗုံးကွင်း	0.188	0.839	0.684
miner	သတ္တုတွင်းအလုပ်သမား, မိုင်းဗုံးချထားသူ	0.408	0.594	0.644
mineral	တွင်းထွက်သတ္တု	0.519	0.287	0.605
mineralogy	mineralogy	0.551	0.408	0.545
mingle	ရောနှော	0.561	0.480	0.434
mingled	ရောနှော	0.521	0.392	0.357
mini	mini ကို	0.421	0.324	0.221
miniature	သေးသေးလေး	0.429	0.292	0.204
minibus	မီနီဘတ်စ်	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	အနည်းဆုံး	0.448	0.147	0.206
minimize	minimize	0.360	0.236	0.311
minimized	လျော့ချ	0.458	0.137	0.208
minimum	အနည်းဆုံး	0.380	0.198	0.194
mining	သတ္တုတူးဖေါ်ရေးလုပ်ငန်း	0.633	0.598	0.554
minion	minions	0.490	0.430	0.167
minister	ဝန်ကြီး	0.547	0.441	0.892
ministerial	ဓမ္မ	0.571	0.519	0.660
ministry	ဝန်ကြီးဌာနက	0.510	0.346	0.717
minivan	မီနီဗန်	0.592	0.356	0.452
mink	mink	0.560	0.515	0.430
minnow	minnow	0.541	0.367	0.364
minor	အသေးအဖှဲ	0.250	0.235	0.175
minority	အနည်းစု	0.310	0.332	0.211
minstrel	minstrel	0.458	0.541	0.397
mint	ပူစီနံ	0.688	0.221	0.345
minty	minty	0.635	0.292	0.361
minuscule	minuscule	0.396	0.286	0.214
minute	မိနစ်	0.582	0.279	0.356
minutiae	minutiae	0.323	0.257	0.316
minx	minx	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	အံ့သြဘွယ်	0.917	0.607	0.806
miracles	အံ့ဖွယ်အ	0.922	0.735	0.692
miraculous	အံ့ဖွယ်	0.875	0.706	0.812
mirage	တံလျှပ်	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	ကြည့်မှန်	0.677	0.310	0.438
mirth	ရယ်မောရွှင်လန်းခြင်း	0.888	0.640	0.608
misappropriation	အလွဲသုံးစားမှု	0.097	0.831	0.500
misbehave	misbehave	0.020	0.847	0.304
misbehavior	မတော်မတရားနှိပ်စက်	0.031	0.704	0.269
miscalculation	miscalculation	0.177	0.490	0.353
miscarriage	ပျက်ပြားခြင်း	0.042	0.781	0.312
miscellaneous	အမျိုးမျိုးစုပေါင်းသော	0.531	0.321	0.196
miscellany	miscellany	0.500	0.412	0.384
mischief	ဒုက္ခပေးခြင်း	0.385	0.834	0.292
mischievous	အပြစ်ပြုတတ်သော	0.439	0.804	0.472
misconception	အထငျမှား	0.210	0.557	0.291
misconduct	အကျင့်ဆိုး	0.061	0.667	0.304
misdemeanor	အမှားတွေ	0.210	0.640	0.364
misdirection	misdirection	0.131	0.710	0.281
miser	စိတ်ဒုက္ခရောက်သော	0.208	0.633	0.311
miserable	စိတ်ဒုက္ခရောက်သော	0.062	0.461	0.188
miserably	စိတ်ဆင်းရဲစရာ	0.280	0.545	0.150
misery	စိတ်ဒုက္ခ	0.146	0.378	0.158
misfire	misfire	0.153	0.453	0.200
misfit	misfit	0.173	0.500	0.393
misfortune	ကံမကောင်း	0.094	0.780	0.311
misguided	NO TRANSLATION	0.280	0.531	0.259
mishap	လိပ်	0.071	0.654	0.227
misinformed	သတငျးရ	0.156	0.567	0.250
misinterpretation	လွဲမှားစွာအနက်	0.112	0.556	0.360
mislead	လှည့်ဖြား	0.167	0.765	0.412
misleading	အထင်မှားစေတတ်သော	0.070	0.660	0.272
misled	လမ်းလွဲ	0.177	0.606	0.353
mismanagement	မှားယွင်းမှု	0.094	0.520	0.295
mismatch	မတိုက်ဆိုင်	0.250	0.459	0.282
mismatched	မတိုက်ဆိုင်	0.250	0.557	0.302
misnomer	misnomer	0.296	0.528	0.284
misplace	အလဲနေရာချထား	0.229	0.461	0.191
misplaced	နေရာထား	0.247	0.450	0.324
misread	ဆနျ့	0.115	0.558	0.315
misrepresent	ရှေ့နောက်မ	0.198	0.542	0.418
misrepresentation	မှားယွင်းစွာတင်ပြ	0.323	0.618	0.518
misrepresented	လွဲဖော်ပြ	0.042	0.519	0.466
miss	လွမ်း	0.573	0.490	0.408
missile	ဒုံးပျံ	0.240	0.830	0.764
missiles	ဒုံးကျည်များကို	0.070	0.922	0.830
missing	ပျောက်ဆုံး	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	မစ်ရှင်	0.765	0.633	0.870
missionary	သာသနာပြု	0.729	0.404	0.596
misspell	စာလုံးပေါင်းအမှား	0.292	0.423	0.281
misstatement	misstatement	0.302	0.547	0.221
missy	မစ်စီ	0.521	0.480	0.333
mist	အခိုးအငွေ့	0.375	0.194	0.221
mistake	အမှား	0.208	0.585	0.102
mistaken	မှား	0.131	0.630	0.212
mister	Mister	0.604	0.406	0.663
mistletoe	mistletoe	0.542	0.470	0.324
mistreated	ညှဉ်းဆဲ	0.010	0.792	0.200
mistress	သခင်မ	0.630	0.796	0.694
mistrial	mistrial	0.427	0.539	0.536
mistrust	ယုံကြည်မှုများ	0.135	0.657	0.231
misty	မြူဆိုင်းသော	0.427	0.451	0.278
misunderstand	အလှဲနားလညျ	0.177	0.548	0.382
misunderstanding	အလှဲနားလညျခွငျး	0.112	0.618	0.284
misunderstood	တလွဲ	0.177	0.625	0.309
misuse	အလှဲအသုံးပွု	0.083	0.560	0.196
mite	mite	0.290	0.584	0.271
miter	miter	0.458	0.500	0.414
mitigate	လျော့ပါးစေရန်	0.506	0.427	0.456
mitigating	Mitigation	0.551	0.520	0.600
mitigation	လျှော့ချရေး	0.448	0.527	0.423
mitt	Mitt	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	mitzvah	0.422	0.610	0.409
mix	ရောနှော	0.542	0.490	0.472
mixed	ရောထွေး	0.510	0.346	0.444
mixedemotions	mixedemotions	0.440	0.673	0.430
mixer	ရောစပ်ရာ	0.562	0.500	0.556
mixture	အရောအနှော	0.546	0.360	0.481
mnemonic	mnemonic	0.531	0.480	0.452
moan	ညည်းညူ	0.357	0.735	0.352
moat	ကျုံး	0.398	0.380	0.314
mob	လူအုပ်စု	0.296	0.788	0.567
mobile	မိုဘိုင်း	0.615	0.569	0.481
mobility	ပွောငျးရှေ့လှယျခွငျး	0.700	0.596	0.654
mobilization	စည်းရုံးခြင်း	0.688	0.720	0.787
mobilize	စစ်အားစုရုံး	0.604	0.684	0.727
mobster	mobster	0.188	0.870	0.638
mocha	Mocha	0.500	0.396	0.311
mock	လှောင်ပြောင်	0.360	0.606	0.618
mocked	မထီမဲ့မြင်ပြုခြင်းကိုခံ	0.225	0.746	0.204
mockery	မထီမဲ့မြင်ပြုတတ်	0.094	0.806	0.181
mocking	အားပျက်ရယ်ပြုထား	0.082	0.755	0.394
mockingbird	mockingbird	0.513	0.337	0.423
mod	mod	0.458	0.367	0.384
modal	ပုံစံများ	0.592	0.264	0.461
modality	နည်းလမ်း	0.633	0.404	0.527
mode	mode ကို	0.531	0.185	0.367
model	ပုံစံ	0.607	0.388	0.723
modeler	ပုံစံ	0.500	0.510	0.730
modeling	မော်ဒယ်	0.684	0.404	0.490
modem	modem	0.573	0.355	0.500
moderate	မနည်းမများသော	0.582	0.190	0.453
moderate anticipation	အလယ်အလတ်မျှော်လင့်	0.667	0.451	0.574
moderate disgust	အလယ်အလတ်ရွံရှာ	0.229	0.558	0.381
moderate negative	အလယ်အလတ်အနုတ်လက္ခဏာ	0.177	0.500	0.306
moderate positive	အလယ်အလတ်အပြုသဘောဆောင်	0.896	0.453	0.753
moderate surprise	အလယ်အလတ်အံ့အားသင့်	0.776	0.663	0.637
moderate trust	အလယ်အလတ်ယုံကြည်မှု	0.677	0.350	0.773
moderately	အတန်အသင့်	0.604	0.264	0.500
moderating	စိစစ်	0.667	0.402	0.783
moderation	ဖြည့်ညှင်း	0.531	0.240	0.453
moderator	က Moderator	0.519	0.354	0.802
modern	ခေတ်သစ်	0.855	0.423	0.691
modernism	မော်ဒန်	0.760	0.553	0.703
modest	ကျိုးနွံ	0.760	0.130	0.412
modesty	ကြိုးနှံ	0.778	0.240	0.500
modicum	modicum	0.234	0.417	0.327
modifiable	ပြင်ဆင်.	0.541	0.422	0.373
modification	ပွောငျးလှဲခွငျး	0.480	0.520	0.625
modified	ပြုပြင်ထားသော	0.561	0.458	0.693
modify	modify	0.458	0.584	0.625
modulate	modulate	0.673	0.343	0.555
modulation	မော်ဂျူ	0.458	0.365	0.565
module	module တစ်ခု	0.582	0.388	0.571
modulus	ကိန်းပကတိတန်ဖိုး	0.622	0.304	0.481
mogul	လုပ်ငန်းရှင်ကြီး	0.510	0.652	0.865
moiety	moiety	0.378	0.343	0.454
moist	စိုထိုင်းသော	0.470	0.316	0.386
moisture	စိုထိုင်းဆ	0.406	0.398	0.327
moisturizer	moisturizer	0.750	0.280	0.386
molar	အံသွား	0.544	0.426	0.350
molasses	ရည်	0.490	0.269	0.286
mold	မှို	0.330	0.274	0.402
molded	ပုံသွင်း	0.667	0.361	0.373
molding	တန်ဆာ	0.552	0.308	0.546
moldy	မှိုတကျနသော	0.235	0.387	0.250
mole	ပှေးကောငျ	0.436	0.377	0.352
molecular	မော်လီကျူး	0.495	0.440	0.536
molecule	မော်လီကျူး	0.531	0.259	0.375
molest	ဗလက္	0.133	0.816	0.319
molestation	ဗလက္	0.102	0.808	0.407
molester	ဗလက္	0.143	0.811	0.478
molten	သွန်းသော	0.417	0.490	0.339
mom	mom,	0.927	0.336	0.639
moment	တခဏ	0.604	0.435	0.509
momentary	ခဏမှကြွာသော	0.562	0.271	0.330
momentous	အရေး	0.792	0.587	0.760
momentum	အရှိန်အဟုန်	0.663	0.750	0.688
momma	တတ်ကြဘူး	0.833	0.412	0.527
mommy	မေမေက	0.854	0.353	0.422
monad	မိုနတ်	0.510	0.482	0.451
monarch	ဧကရာဇ်	0.583	0.559	0.870
monarchy	ဘုရင်စနစ်	0.450	0.557	0.870
monastery	ဘုနျးကွီးကြောငျး	0.694	0.183	0.726
monastic	ဘုန်းတော်ကြီးသင်	0.438	0.314	0.676
monetary	ငွေကြေးဆိုင်ရာ	0.583	0.494	0.716
money	ပိုက်ဆံ	0.844	0.608	0.827
mongoloid	Mongoloid	0.177	0.364	0.317
mongoose	mongoose	0.327	0.380	0.546
mongrel	mongrel	0.425	0.438	0.395
monitor	စောငျ့ရှောကျ	0.490	0.298	0.538
monk	ဘုန်းကြီး	0.472	0.208	0.439
monkey	မြောကျ	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	မိုနိုခရုမ်	0.312	0.292	0.339
monogamous	monogamous	0.510	0.335	0.402
monogamy	မယား	0.542	0.380	0.455
monogram	monogram	0.480	0.210	0.425
monogrammed	monogrammed	0.503	0.270	0.402
monograph	monograph	0.500	0.242	0.481
monolayer	monolayer	0.427	0.294	0.433
monolith	monolith	0.429	0.327	0.500
monologue	monologue	0.500	0.284	0.534
monopolist	လက်ဝါးကြီးအုပ်	0.330	0.590	0.725
monopoly	တဉီးတည်းလုပ်ကိုင်ခွင့်	0.449	0.509	0.640
monotonous	monotonous	0.354	0.221	0.400
monotony	monotony	0.398	0.135	0.353
monoxide	မိုနောက်ဆိုဒ်	0.433	0.430	0.490
monsieur	မွန်	0.552	0.340	0.623
monsoon	မုတ်သုန်	0.358	0.600	0.481
monster	ဧရာမသတ္တဝါကြီး	0.133	0.935	0.596
monstrosity	monstrosity	0.094	0.933	0.611
monstrous	ကြောက်မက်ဖွယ်ကောင်းတဲ့	0.094	0.942	0.649
montage	Montage	0.438	0.520	0.388
monte	Monte	0.589	0.330	0.391
month	လ	0.688	0.255	0.411
monthly	လစဉ်	0.622	0.314	0.364
monument	ကြောကျတိုငျ	0.833	0.404	0.811
monumental	ဧရာမ	0.656	0.594	0.955
moo	Moo	0.438	0.355	0.300
mooch	mooch	0.378	0.413	0.309
mood	စိတ်နေသဘောထား	0.720	0.500	0.500
moods	စိတ်ခံစားမှု	0.578	0.633	0.491
moody	သုန်မှုန်	0.245	0.811	0.595
moon	လ	0.673	0.233	0.547
moonbeam	moonbeam	0.700	0.290	0.491
moonlight	လရောင်	0.865	0.264	0.409
moonlit	moonlit	0.873	0.269	0.508
moonshine	moonshine	0.633	0.389	0.491
moonstruck	moonstruck	0.583	0.438	0.407
moonwalk	moonwalk	0.615	0.586	0.525
moor	မွေရိုငျးကှငျးပွငျ	0.311	0.464	0.378
moored	moored	0.344	0.500	0.417
mooring	သင်္ဘောကြီး	0.323	0.490	0.444
moorings	မွေရိုငျးကှငျးပွငျ	0.406	0.500	0.516
moorland	moorland	0.490	0.370	0.456
moose	ဒရယ်ချိုပြားမျိုး	0.648	0.373	0.318
moot	moot	0.344	0.500	0.615
mooted	အချေအတင်ပြောခဲ့ရတာ	0.388	0.580	0.463
mop	ကြမ်းတိုက်အဝတ်စုတ်	0.396	0.442	0.296
mope	mope	0.406	0.309	0.345
moped	moped	0.582	0.582	0.554
moral	ကိုယ်ကျင့်တရား	0.700	0.459	0.796
morale	စိတ်ဓာတ်	0.729	0.158	0.792
morality	ကိုယ်ကျင့်တရား	0.750	0.408	0.759
morals	ကိုယ်ကျင့်တရား	0.646	0.430	0.611
morass	morass	0.387	0.348	0.375
moratorium	မျှဆိုင်းငံ့ထား	0.337	0.427	0.373
moray	မိုရေးမြို့ထဲ	0.510	0.402	0.463
morbid	နေကြလို့ပဲ	0.090	0.833	0.395
morbidity	ရောဂါ	0.370	0.630	0.443
morbidness	ရောဂါ	0.120	0.694	0.339
mores	More	0.582	0.317	0.684
morgue	morgue	0.022	0.539	0.241
moribund	ကွယ်ပျောက်နေပြီ	0.083	0.488	0.167
morn	+ မနက်	0.542	0.284	0.345
morning	နံနက်	0.688	0.235	0.444
