Word	Khmer-km	Valence	Arousal	Dominance
indistinct	មិនច្បាស់លាស់	0.255	0.340	0.360
indistinguishable	មិនអាចយល់បាន	0.346	0.458	0.548
individual	បុគ្គល	0.627	0.327	0.533
individuality	បុគ្គល	0.612	0.469	0.527
indivisible	មិនអាចបំបែកបាន	0.646	0.398	0.580
indoctrination	indoctrination	0.327	0.657	0.698
indolent	អត់ទ្រាំ	0.177	0.381	0.259
indomitable	indomitable	0.458	0.800	0.830
indoor	ក្នុងផ្ទះ	0.615	0.245	0.347
induce	កំប្លែង	0.257	0.606	0.684
induced	បណ្តាលឱ្យ	0.397	0.471	0.491
inducement	ការលើកទឹកចិត្ត	0.647	0.765	0.685
induction	induction	0.392	0.593	0.627
indulge	បណ្ដោយតាម	0.833	0.716	0.669
indulgence	indulgence	0.479	0.490	0.517
indulgent	indulgent	0.560	0.481	0.529
industrial	ឧស្សាហកម្ម	0.469	0.600	0.875
industrialist	ឧស្សាហកម្ម	0.562	0.633	0.843
industrious	ឧស្សាហ៍	0.720	0.537	0.791
industry	ឧស្សាហកម្ម	0.650	0.447	0.836
ineffable	មិនអាចអត់អោនបាន	0.551	0.577	0.585
ineffective	គ្មានប្រសិទ្ធភាព	0.093	0.422	0.094
ineffectual	គ្មានប្រសិទ្ធភាព	0.163	0.412	0.200
inefficiency	អប្រសិទ្ធិភាព	0.092	0.466	0.181
inefficient	គ្មានប្រសិទ្ធភាព	0.190	0.460	0.173
inelastic	inelastic	0.396	0.426	0.385
ineligible	មិនមានសិទ្ធិ	0.143	0.377	0.457
inept	inept	0.156	0.418	0.209
ineptitude	អសមត្ថភាព	0.177	0.471	0.250
inequality	វិសមភាព	0.122	0.575	0.259
inequitable	មិនយុត្តិធម៌	0.281	0.519	0.373
inert	inert	0.323	0.180	0.319
inertia	និចលភាព	0.344	0.288	0.322
inevitable	ជៀសមិនរួច	0.316	0.419	0.623
inexact	មិនត្រឹមត្រូវ	0.153	0.459	0.170
inexcusable	inexcusable	0.271	0.582	0.546
inexhaustible	មិនចេះអស់	0.602	0.541	0.643
inexpensive	មិនថោក	0.694	0.414	0.260
inexperience	គ្មានបទពិសោធន៍	0.208	0.614	0.151
inexperienced	គ្មានបទពិសោធន៍	0.281	0.473	0.231
inexplicable	មិនអាចពន្យល់បាន	0.224	0.635	0.443
inexpressible	មិនអាចនិយាយបាន	0.198	0.608	0.364
infallibility	ភាពឥតខ្ចោះ	0.583	0.663	0.764
infallible	មិនអីទេ	0.776	0.687	0.809
infamous	កខ្វក់	0.146	0.580	0.472
infamy	កខ្វក់	0.177	0.676	0.421
infancy	ទារក	0.750	0.399	0.370
infant	ទារក	0.802	0.431	0.328
infanticide	ទារក	0.167	0.856	0.443
infantile	ទារក	0.604	0.382	0.259
infantry	ថ្មើរជើង	0.531	0.684	0.791
infarct	infarct	0.080	0.846	0.386
infatuated	ពេញចិត្ត	0.729	0.764	0.417
infatuation	ការបញ្ឆោត	0.844	0.745	0.530
infeasible	មិនអាចប្រើបាន	0.245	0.472	0.236
infect	ឆ្លង	0.102	0.777	0.424
infection	ការ​ឆ្លង​មេរោគ	0.083	0.735	0.407
infectious	ឆ្លង	0.142	0.760	0.422
infer	infer	0.449	0.490	0.453
inference	ការសន្និដ្ឋាន	0.359	0.479	0.398
inferential	inferential	0.426	0.451	0.455
inferior	ទាបជាង	0.260	0.254	0.106
inferiority	អន់ជាង	0.177	0.430	0.205
infernal	infernal	0.083	0.837	0.571
inferno	ភ្លើង	0.051	0.857	0.463
infertile	មិនមានកូន	0.274	0.458	0.255
infertility	ភាពគ្មានកូន	0.170	0.664	0.328
infestation	ការឆ្លងរាលដាល	0.256	0.776	0.527
infidel	មិនស្មោះត្រង់	0.177	0.740	0.404
infidelity	ភាពមិនស្មោះត្រង់	0.062	0.777	0.392
infield	infield	0.510	0.571	0.438
infiltrate	ជ្រៀតចូល	0.408	0.745	0.587
infiltration	ជ្រៀតចូល	0.265	0.792	0.536
infinite	គ្មានកំណត់	0.724	0.583	0.735
infinitely	គ្មានកំណត់	0.688	0.643	0.829
infinitesimal	infinitesimal	0.388	0.472	0.496
infinity	គ្មានកំណត់	0.516	0.459	0.805
infirm	ពិការ	0.115	0.521	0.210
infirmary	គិលានដ្ឋាន	0.500	0.438	0.517
infirmity	ពិការភាព	0.094	0.482	0.252
inflammation	ការរលាក	0.146	0.765	0.423
inflammatory	ការរលាក	0.177	0.642	0.404
inflatable	អតិផរណា	0.510	0.510	0.400
inflate	បំប៉ោង	0.305	0.569	0.462
inflated	អតិផរណា	0.303	0.431	0.617
inflation	អតិផរណា	0.219	0.792	0.508
inflection	ការបំផ្លាញ	0.385	0.635	0.377
inflict	ធ្វើឱ្យឈឺចាប់	0.167	0.760	0.609
infliction	ការដាក់កំហិត	0.302	0.722	0.571
inflorescence	inflorescence	0.459	0.344	0.412
influence	ឥទ្ធិពល	0.622	0.663	0.824
influential	មានឥទ្ធិពល	0.899	0.688	0.944
influenza	គ្រុនផ្តាសាយ	0.271	0.718	0.321
influx	ហូរចូល	0.622	0.635	0.575
info	ព័ត៌មាន	0.750	0.330	0.642
infomercial	infomercial	0.427	0.462	0.555
inform	ជូនដំណឹង	0.723	0.582	0.679
informal	មិនផ្លូវការ	0.480	0.398	0.441
informant	ព័ត៌មាន	0.604	0.612	0.719
information	ព័ត៌មាន	0.765	0.370	0.711
informative	ព័ត៌មាន	0.812	0.419	0.741
informed	ជូនដំណឹង	0.543	0.298	0.617
informer	ព័ត៌មាន	0.521	0.578	0.580
infraction	បទល្មើស	0.245	0.660	0.471
infrared	អ៊ីនហ្វ្រារ៉េដ	0.469	0.588	0.526
infrastructure	ហេដ្ឋារចនាសម្ព័ន្ធ	0.604	0.460	0.694
infrequent	មិនទៀងទាត់	0.312	0.377	0.192
infrequently	មិនសូវមាន	0.204	0.250	0.327
infringement	ការរំលោភបំពាន	0.153	0.800	0.481
infuriate	កំហឹង	0.102	0.934	0.596
infuriated	ខឹង	0.073	0.930	0.510
infuriates	infuriates	0.135	0.913	0.627
infuriating	កំសត់	0.139	0.870	0.509
infuse	បញ្ចូល	0.380	0.705	0.589
infused	បញ្ចូល	0.385	0.473	0.546
infuser	infuser	0.469	0.433	0.536
infusion	infusion	0.583	0.365	0.453
ingenious	វិស្វកម្ម	0.760	0.690	0.891
ingenuity	ភាពវៃឆ្លាត	0.708	0.590	0.868
ingest	ingest	0.510	0.559	0.473
ingestion	ការផឹក	0.429	0.612	0.512
ingot	ដាវ	0.688	0.444	0.615
ingrained	ingrained	0.531	0.490	0.712
ingrate	អើរ	0.235	0.606	0.327
ingredient	គ្រឿងផ្សំ	0.792	0.373	0.451
ingress	ចូល	0.601	0.366	0.736
inhabit	ប្រជាជន	0.656	0.378	0.556
inhabitant	ប្រជាជន	0.604	0.356	0.519
inhabited	ទីលំនៅ	0.667	0.361	0.510
inhabiting	រស់នៅ	0.458	0.440	0.598
inhalation	ហឺត	0.510	0.613	0.464
inhale	ស្រូបចូល	0.427	0.340	0.492
inhaler	inhaler	0.408	0.500	0.349
inherent	inherent	0.562	0.439	0.480
inherit	មរតក	0.745	0.546	0.694
inheritance	មរតក	0.900	0.565	0.798
inhibit	រារាំង	0.167	0.479	0.447
inhibition	ការរារាំង	0.265	0.392	0.534
inhibitor	inhibitor	0.281	0.450	0.471
inhospitable	អផ្សុក	0.265	0.531	0.395
inhuman	អមនុស្សធម៌	0.107	0.660	0.492
inhumane	អមនុស្សធម៌	0.104	0.587	0.402
inhumanity	អមនុស្សធម៌	0.143	0.540	0.405
inimaginable	NO TRANSLATION	0.542	0.636	0.534
inimical	រន្ធត់	0.260	0.823	0.556
inimitable	inimitable	0.571	0.413	0.790
iniquity	អំពើទុច្ចរិត	0.219	0.567	0.425
initial	ដំបូង	0.583	0.314	0.539
initiate	ផ្តួចផ្តើម	0.719	0.480	0.553
initiated	ផ្តួចផ្តើម	0.760	0.490	0.650
initiation	ផ្តួចផ្តើម	0.698	0.529	0.527
initiative	ផ្តួចផ្តើម	0.833	0.615	0.768
inject	ចាក់	0.406	0.735	0.596
injection	ចាក់	0.281	0.741	0.518
injunction	បញ្ជា	0.281	0.422	0.519
injure	រងរបួស	0.177	0.710	0.364
injured	រងរបួស	0.083	0.680	0.302
injuring	រងរបួស	0.073	0.790	0.245
injurious	រងរបួស	0.177	0.759	0.366
injury	របួស	0.049	0.769	0.287
injustice	ភាពអយុត្តិធម៌	0.082	0.755	0.444
ink	ទឹកថ្នាំ	0.471	0.408	0.235
inkling	inkling	0.448	0.551	0.570
inland	ទឹកសាប	0.510	0.417	0.423
inlay	inlay	0.406	0.531	0.565
inlet	ច្រកចូល	0.646	0.378	0.466
inmate	អ្នកទោស	0.235	0.663	0.398
inn	ផ្ទះសំណាក់	0.660	0.284	0.475
innards	innards	0.302	0.480	0.400
innate	ពីកំណើត	0.490	0.400	0.521
inner	ខាងក្នុង	0.551	0.216	0.443
innermost	នៅខាងក្នុងបំផុត	0.583	0.500	0.510
innerpeace	NO TRANSLATION	0.714	0.318	0.551
inning	inning	0.602	0.315	0.520
innings	វេន	0.573	0.487	0.443
innkeeper	អនាម័យ	0.578	0.224	0.472
innocence	ភាពគ្មានទោសពៃរ៍	0.802	0.260	0.307
innocent	គ្មានទោស	0.729	0.206	0.340
innocently	ស្លូតត្រង់	0.776	0.250	0.302
innocuous	innocuous	0.510	0.321	0.172
innovate	ច្នៃប្រឌិត	0.898	0.872	0.750
innovation	ការបង្កើតថ្មី	0.949	0.680	0.890
innovative	ច្នៃប្រឌិត	0.880	0.640	0.830
innuendo	រឿងមិនពិត	0.467	0.670	0.463
innumerable	innumerable	0.667	0.445	0.704
inoculation	inoculation	0.333	0.570	0.598
inoperable	មិនអាចប្រតិបត្តិបាន	0.184	0.422	0.304
inoperative	អសមត្ថភាព	0.138	0.425	0.273
inordinate	អន់ជាង	0.163	0.630	0.330
inorganic	inorganic	0.385	0.345	0.282
input	បញ្ចូល	0.643	0.337	0.527
inquest	ការសាកសួរ	0.458	0.569	0.721
inquire	សួរ	0.583	0.519	0.363
inquirer	សួរ	0.573	0.598	0.776
inquiring	សួរ	0.479	0.510	0.500
inquiry	សំណួរ	0.541	0.420	0.536
inquisitive	ចង់ដឹង	0.301	0.637	0.615
inquisitor	សួរ	0.385	0.873	0.642
insane	ឆ្កួត ៗ	0.062	0.670	0.265
insanity	វិកលចរិត	0.098	0.847	0.337
insatiable	insatiable	0.375	0.656	0.558
inscription	សិលាចារឹក	0.592	0.422	0.542
inscrutable	inscrutable	0.459	0.541	0.613
insect	សត្វល្អិត	0.276	0.633	0.242
insecticide	ថ្នាំសម្លាប់សត្វល្អិត	0.188	0.598	0.430
insecure	គ្មានសុវត្ថិភាព	0.114	0.538	0.132
insecurity	អសន្តិសុខ	0.094	0.647	0.350
insemination	insemination	0.542	0.644	0.622
insensitive	insensitive	0.219	0.471	0.302
inseparable	មិនអាចញែកដាច់ពីគ្នា	0.700	0.520	0.571
insert	បញ្ចូល	0.481	0.552	0.519
inserted	បានបញ្ចូល	0.479	0.402	0.476
insertion	បញ្ចូល	0.521	0.520	0.565
inside	នៅខាងក្នុង	0.612	0.404	0.472
insider	ខាងក្នុង	0.625	0.562	0.750
insidious	insidious	0.146	0.622	0.480
insight	ការយល់ដឹង	0.613	0.363	0.649
insightful	ច្បាស់លាស់	0.664	0.691	0.713
insignia	សញ្ញា	0.665	0.282	0.685
insignificance	មិនសំខាន់	0.250	0.216	0.222
insignificant	មិនសំខាន់	0.083	0.306	0.114
insinuate	insinuate	0.292	0.635	0.413
insipid	insipid	0.214	0.250	0.241
insist	ទទូច	0.635	0.651	0.688
insistence	ទទូច	0.418	0.704	0.645
insistent	ទទូច	0.552	0.635	0.701
insists	ទទូច	0.490	0.587	0.610
insolence	ភាពក្លាហាន	0.115	0.731	0.402
insolent	insolent	0.112	0.663	0.343
insoluble	មិនរលាយ	0.439	0.290	0.414
insolvency	ក្ស័យធន	0.323	0.431	0.300
insolvent	មិនអាចសងបំណុល	0.230	0.481	0.318
insomnia	ការគេងមិនលក់	0.198	0.611	0.373
insomniac	insomniac	0.231	0.367	0.329
inspect	ត្រួតពិនិត្យ	0.479	0.603	0.793
inspection	អធិការកិច្ច	0.459	0.630	0.718
inspector	អធិការកិច្ច	0.418	0.580	0.852
inspiration	ការបំផុសគំនិត	0.938	0.600	0.779
inspirational	បំផុសគំនិត	0.927	0.720	0.810
inspire	ជម្រុញ	0.918	0.627	0.759
inspired	បំផុសគំនិត	0.967	0.702	0.736
instability	អស្ថិរភាព	0.177	0.760	0.353
install	ដំឡើង	0.630	0.583	0.736
installation	ដំឡើង	0.656	0.469	0.759
installment	ដំឡើង	0.619	0.396	0.483
instance	ឧទាហរណ៍	0.547	0.450	0.558
instant	ភ្លាម	0.766	0.454	0.554
instantaneous	ភ្លាមៗ	0.750	0.500	0.585
instantaneously	ភ្លាមៗ	0.656	0.640	0.600
instigate	ញុះញង់	0.278	0.765	0.642
instigation	instigation	0.323	0.769	0.648
instill	instill	0.562	0.490	0.618
instinct	សភាវគតិ	0.771	0.602	0.642
instinctive	សភាវគតិ	0.752	0.575	0.694
institute	វិទ្យាស្ថាន	0.604	0.480	0.807
institution	ស្ថាប័ន	0.580	0.311	0.790
instruct	ណែនាំ	0.729	0.490	0.833
instructed	ណែនាំ	0.740	0.388	0.722
instruction	ការណែនាំ	0.656	0.434	0.736
instructional	ការណែនាំ	0.698	0.500	0.773
instructions	ការណែនាំ	0.582	0.302	0.556
instructive	ណែនាំ	0.583	0.420	0.643
instructor	គ្រូ	0.771	0.490	0.782
instrument	ឧបករណ៍	0.562	0.537	0.655
instrumental	ឧបករណ៍	0.740	0.472	0.647
instrumentalist	ឧបករណ៍	0.656	0.540	0.740
instrumentality	ឧបករណ៍	0.637	0.510	0.618
insubordination	insubordination	0.281	0.775	0.634
insufferable	insufferable	0.220	0.784	0.291
insufficiency	មិនគ្រប់គ្រាន់	0.115	0.431	0.210
insufficient	មិន​គ្រប់គ្រាន់	0.188	0.380	0.093
insufficiently	មិនគ្រប់គ្រាន់	0.147	0.509	0.198
insular	insular	0.531	0.426	0.465
insulate	អ៊ីសូឡង់	0.365	0.358	0.286
insulated	អ៊ីសូឡង់	0.208	0.265	0.304
insulation	អ៊ីសូឡង់	0.245	0.327	0.264
insulin	អាំងស៊ុយលីន	0.429	0.472	0.375
insult	ប្រមាថ	0.085	0.831	0.389
insulting	ប្រមាថ	0.094	0.840	0.412
insurance	ការធានា	0.714	0.308	0.825
insure	ធានា	0.700	0.415	0.698
insurgent	អ្នកបះបោរ	0.235	0.735	0.660
insurmountable	insurmountable	0.620	0.627	0.737
insurrection	ការបះបោរ	0.229	0.706	0.582
intact	នៅដដែល	0.716	0.212	0.602
intake	ទទួលទាន	0.604	0.527	0.442
intangible	អរូបី	0.525	0.480	0.473
integer	ចំនួនគត់	0.573	0.327	0.595
integral	អាំងតេក្រាល	0.590	0.337	0.615
integrate	រួមបញ្ចូល	0.729	0.390	0.700
integration	សមាហរណកម្ម	0.771	0.480	0.737
integrity	សុចរិត	0.865	0.413	0.848
intellect	បញ្ញា	0.844	0.418	0.870
intellectual	បញ្ញា	0.906	0.455	0.845
intelligence	ចារកម្ម	0.833	0.587	0.885
intelligent	ឆ្លាត	0.917	0.541	0.868
intelligibility	ភាពវៃឆ្លាត	0.740	0.481	0.689
intelligible	ឆ្លាតវៃ	0.635	0.480	0.691
intend	មានបំណង	0.562	0.520	0.519
intended	មានបំណង	0.406	0.542	0.587
intending	មានបំណង	0.510	0.567	0.597
intense	ខ្លាំង	0.592	0.774	0.679
intensely	ខ្លាំង	0.694	0.846	0.750
intensify	ពង្រីក	0.604	0.870	0.737
intensity	អាំងតង់ស៊ីតេ	0.622	0.930	0.952
intensive	ខ្លាំង	0.570	0.842	0.776
intent	ចេតនា	0.550	0.481	0.500
intention	ចេតនា	0.531	0.480	0.636
intentional	ចេតនា	0.650	0.615	0.750
intentionally	ដោយចេតនា	0.450	0.676	0.696
inter	អន្តរ	0.510	0.375	0.466
interact	អន្តរកម្ម	0.822	0.690	0.759
interaction	អន្តរកម្ម	0.646	0.735	0.750
interactive	អន្តរកម្ម	0.727	0.811	0.770
intercede	intercede	0.582	0.577	0.630
intercept	ស្ទាក់ចាប់	0.221	0.660	0.676
interception	ស្កាត់	0.327	0.673	0.643
intercession	ការអង្វរ	0.503	0.486	0.598
interchange	ប្តូរ	0.615	0.527	0.565
interchangeable	អាចផ្លាស់ប្តូរបាន	0.615	0.459	0.526
interchanged	បានផ្លាស់ប្តូរ	0.396	0.472	0.434
intercom	intercom	0.623	0.429	0.453
intercourse	ការ​រួមភេទ	0.551	0.608	0.557
interdependence	ឯករាជ្យភាព	0.608	0.618	0.639
interdependent	ឯករាជ្យ	0.410	0.482	0.598
interdiction	ការហាមឃាត់	0.337	0.500	0.585
interest	ការប្រាក់	0.780	0.667	0.618
interested	ចាប់អារម្មណ៍	0.750	0.529	0.725
interesting	គួរឱ្យចាប់អារម្មណ៍	0.927	0.726	0.731
interface	ចំណុចប្រទាក់	0.643	0.357	0.600
interfere	ជ្រៀតជ្រែក	0.323	0.714	0.471
interference	ការជ្រៀតជ្រែក	0.396	0.736	0.357
interferometer	interferometer	0.510	0.510	0.517
intergalactic	intergalactic	0.562	0.661	0.741
interim	បណ្តោះអាសន្ន	0.604	0.400	0.524
interior	ខាងក្នុង	0.618	0.157	0.462
interject	interject	0.333	0.648	0.658
interlocutory	interlocutory	0.490	0.500	0.527
interlude	interlude	0.470	0.417	0.377
intermediary	អន្តរការី	0.427	0.510	0.643
intermediate	មធ្យម	0.480	0.368	0.400
interment	interment	0.235	0.608	0.346
interminable	interminable	0.327	0.481	0.561
intermission	intermission	0.490	0.360	0.402
intermittent	មិនទៀងទាត់	0.337	0.565	0.436
intern	អ្នកហាត់ការ	0.459	0.460	0.392
internal	ខាងក្នុង	0.439	0.349	0.423
internally	ខាងក្នុង	0.615	0.400	0.616
international	អន្តរជាតិ	0.800	0.519	0.702
internet	អ៊ីនធឺណិត	0.760	0.462	0.755
internship	កម្មសិក្សា	0.590	0.510	0.482
