Word	Nyanja (Chichewa)-ny	Valence	Arousal	Dominance
modification	kusintha	0.480	0.520	0.625
modified	zasinthidwa	0.561	0.458	0.693
modify	sintha	0.458	0.584	0.625
modulate	sungani bwino	0.673	0.343	0.555
modulation	kusinthasintha	0.458	0.365	0.565
module	gawo	0.582	0.388	0.571
modulus	modulus	0.622	0.304	0.481
mogul	mogul	0.510	0.652	0.865
moiety	magawo	0.378	0.343	0.454
moist	lonyowa	0.470	0.316	0.386
moisture	chinyezi	0.406	0.398	0.327
moisturizer	moisturizer	0.750	0.280	0.386
molar	molar	0.544	0.426	0.350
molasses	molasses	0.490	0.269	0.286
mold	nkhungu	0.330	0.274	0.402
molded	zojambulidwa	0.667	0.361	0.373
molding	kuumba	0.552	0.308	0.546
moldy	moldy	0.235	0.387	0.250
mole	mole	0.436	0.377	0.352
molecular	maselo	0.495	0.440	0.536
molecule	molecule	0.531	0.259	0.375
molest	mwano	0.133	0.816	0.319
molestation	chiwonongeko	0.102	0.808	0.407
molester	molester	0.143	0.811	0.478
molten	zasungunuka	0.417	0.490	0.339
mom	mayi	0.927	0.336	0.639
moment	mphindi	0.604	0.435	0.509
momentary	nthawi yayitali	0.562	0.271	0.330
momentous	chofunika kwambiri	0.792	0.587	0.760
momentum	msanga	0.663	0.750	0.688
momma	momma	0.833	0.412	0.527
mommy	amayi	0.854	0.353	0.422
monad	monad	0.510	0.482	0.451
monarch	mfumu	0.583	0.559	0.870
monarchy	ufumu	0.450	0.557	0.870
monastery	nyumba ya amonke	0.694	0.183	0.726
monastic	monastic	0.438	0.314	0.676
monetary	ndalama	0.583	0.494	0.716
money	ndalama	0.844	0.608	0.827
mongoloid	mongoloid	0.177	0.364	0.317
mongoose	mongofu	0.327	0.380	0.546
mongrel	mongrel	0.425	0.438	0.395
monitor	kufufuza	0.490	0.298	0.538
monk	monki	0.472	0.208	0.439
monkey	monkey	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	monochrome	0.312	0.292	0.339
monogamous	osakwatira	0.510	0.335	0.402
monogamy	kugonana kwaokha	0.542	0.380	0.455
monogram	monogram	0.480	0.210	0.425
monogrammed	zogwirizana kwambiri	0.503	0.270	0.402
monograph	zojambulajambula	0.500	0.242	0.481
monolayer	wopepuka	0.427	0.294	0.433
monolith	monolith	0.429	0.327	0.500
monologue	monologue	0.500	0.284	0.534
monopolist	wodzipereka yekha	0.330	0.590	0.725
monopoly	wodzipereka	0.449	0.509	0.640
monotonous	osasamala	0.354	0.221	0.400
monotony	chithunzithunzi	0.398	0.135	0.353
monoxide	monoxide	0.433	0.430	0.490
monsieur	monsieur	0.552	0.340	0.623
monsoon	monsoon	0.358	0.600	0.481
monster	monster	0.133	0.935	0.596
monstrosity	monstrosity	0.094	0.933	0.611
monstrous	wosasangalatsa	0.094	0.942	0.649
montage	mapulogalamu	0.438	0.520	0.388
monte	monte	0.589	0.330	0.391
month	mwezi	0.688	0.255	0.411
monthly	mwezi uliwonse	0.622	0.314	0.364
monument	chophimba	0.833	0.404	0.811
monumental	monumental	0.656	0.594	0.955
moo	komwe	0.438	0.355	0.300
mooch	mooch	0.378	0.413	0.309
mood	maganizo	0.720	0.500	0.500
moods	maganizo	0.578	0.633	0.491
moody	moody	0.245	0.811	0.595
moon	mwezi	0.673	0.233	0.547
moonbeam	moonbeam	0.700	0.290	0.491
moonlight	kuwala kwa mwezi	0.865	0.264	0.409
moonlit	mwezi	0.873	0.269	0.508
moonshine	moonshine	0.633	0.389	0.491
moonstruck	moonstruck	0.583	0.438	0.407
moonwalk	mweziwalk	0.615	0.586	0.525
moor	moor	0.311	0.464	0.378
moored	atasokonezeka	0.344	0.500	0.417
mooring	kukonda	0.323	0.490	0.444
moorings	moorings	0.406	0.500	0.516
moorland	moorland	0.490	0.370	0.456
moose	ntchentche	0.648	0.373	0.318
moot	moot	0.344	0.500	0.615
mooted	osokonezeka	0.388	0.580	0.463
mop	mop	0.396	0.442	0.296
mope	mope	0.406	0.309	0.345
moped	moped	0.582	0.582	0.554
moral	makhalidwe	0.700	0.459	0.796
morale	makhalidwe	0.729	0.158	0.792
morality	makhalidwe abwino	0.750	0.408	0.759
morals	makhalidwe	0.646	0.430	0.611
morass	morass	0.387	0.348	0.375
moratorium	kusokoneza	0.337	0.427	0.373
moray	makhalidwe	0.510	0.402	0.463
morbid	zovuta	0.090	0.833	0.395
morbidity	matenda	0.370	0.630	0.443
morbidness	matenda	0.120	0.694	0.339
mores	zosangalatsa	0.582	0.317	0.684
morgue	chisokonezo	0.022	0.539	0.241
moribund	zovuta	0.083	0.488	0.167
morn	mmawa	0.542	0.284	0.345
morning	m'mawa	0.688	0.235	0.444
moron	chitserekwete	0.133	0.587	0.183
moronic	moronic	0.122	0.500	0.224
morose	kukonda	0.240	0.663	0.264
morph	morph	0.448	0.469	0.451
morphine	morphine	0.229	0.490	0.496
morphism	morphism	0.398	0.549	0.386
morphology	morphology	0.516	0.373	0.639
morrow	mawa	0.708	0.314	0.490
morsel	chidutswa	0.490	0.296	0.400
mortal	zakufa	0.196	0.786	0.510
mortality	kufa	0.229	0.726	0.518
mortar	matope	0.333	0.627	0.562
mortgage	kubwereka	0.255	0.408	0.537
mortgagee	mortgagee	0.418	0.633	0.723
mortgagor	mortgagor	0.431	0.522	0.490
mortician	wokonda zamakhalidwe	0.104	0.429	0.275
mortification	kusokoneza	0.135	0.644	0.404
mortified	amamenyedwa	0.073	0.731	0.270
mortuary	malo osungira	0.133	0.606	0.427
mosaic	zojambulajambula	0.635	0.250	0.302
mosey	wothandizira	0.521	0.402	0.330
mosque	mzikiti	0.542	0.352	0.528
mosquito	udzudzu	0.229	0.400	0.198
moss	moss	0.235	0.270	0.245
mossy	mossy	0.375	0.329	0.286
mote	NO TRANSLATION	0.375	0.388	0.260
motel	motel	0.531	0.372	0.450
moth	njenjete	0.323	0.350	0.196
mother	mayi	0.931	0.408	0.725
motherfucker	motherfucker	0.122	0.827	0.351
motherfucking	motherfucking	0.071	0.823	0.373
motherhood	mayi	0.844	0.546	0.667
motherland	motherland	0.677	0.375	0.731
motherless	opanda amayi	0.163	0.541	0.337
motherly	mayi	0.927	0.324	0.710
motif	zosangalatsa	0.688	0.481	0.527
motion	kuyenda	0.667	0.538	0.657
motionless	osayendayenda	0.323	0.210	0.246
motivate	zimalimbikitsa	0.812	0.776	0.873
motivating	zolimbikitsa	0.958	0.820	0.787
motivation	zolimbikitsa	0.854	0.784	0.802
motivational	zolimbikitsa	0.906	0.646	0.858
motive	cholinga	0.667	0.588	0.663
motley	motley	0.480	0.398	0.412
motor	magalimoto	0.531	0.551	0.648
motorbike	njinga yamoto	0.552	0.608	0.616
motorboat	njinga yamoto	0.677	0.500	0.390
motorcade	motorcade	0.708	0.730	0.593
motorcar	motorcar	0.694	0.565	0.682
motorcycle	njinga yamoto	0.677	0.764	0.713
motorist	wopalasita	0.562	0.663	0.578
motte	motte	0.481	0.389	0.370
mottled	mottled	0.380	0.336	0.295
motto	chinenero	0.688	0.317	0.439
mould	nkhungu	0.357	0.176	0.246
mound	chitunda	0.520	0.481	0.509
mount	phiri	0.500	0.292	0.348
mountain	phiri	0.698	0.408	0.649
mountaineer	phiri	0.635	0.774	0.535
mountainous	mapiri	0.635	0.519	0.612
mountains	mapiri	0.766	0.433	0.569
mountaintop	phiri	0.653	0.541	0.713
mourn	kulira	0.056	0.583	0.150
mournful	olira	0.180	0.441	0.188
mourning	kulira	0.177	0.490	0.266
mouse	mbewa	0.427	0.441	0.206
mousetrap	phokoso lamagulu	0.180	0.643	0.330
mousse	mousse	0.604	0.336	0.368
moustache	ndevu zapamphuno	0.470	0.236	0.409
mousy	msuzi	0.480	0.413	0.339
mouth	mkamwa	0.734	0.294	0.336
mouthful	kamvekedwe	0.609	0.565	0.389
mouthpiece	wolankhula	0.573	0.346	0.393
mouthwash	mouthwash	0.438	0.385	0.352
movable	zosangalatsa	0.469	0.509	0.500
move	kusuntha	0.656	0.647	0.670
movement	kuyenda	0.656	0.654	0.658
mover	wosuntha	0.615	0.539	0.466
movie	kanema	0.792	0.560	0.471
movies	mafilimu	0.724	0.426	0.472
moving	kusuntha	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	movingon	0.490	0.529	0.435
mow	sungani	0.420	0.559	0.393
mower	mower	0.458	0.510	0.368
moxie	moxie	0.531	0.490	0.366
mozzarella	mozzarella	0.653	0.265	0.340
mri	mri	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	muck	0.347	0.423	0.272
mucked	anadodometsa	0.184	0.500	0.373
mucous	mucous	0.330	0.296	0.293
mucus	mucus	0.143	0.309	0.228
mud	matope	0.333	0.260	0.185
muddle	kudula	0.184	0.710	0.336
muddled	muddled	0.250	0.615	0.263
muddy	matope	0.292	0.400	0.283
muff	muff	0.542	0.335	0.314
muffin	muffin	0.684	0.430	0.306
muffled	osokonezeka	0.479	0.330	0.421
muffler	muffler	0.357	0.407	0.454
mug	mugulu	0.542	0.214	0.382
mugger	mugger	0.125	0.850	0.500
mulberry	mabulosi	0.469	0.315	0.361
mulch	mulch	0.349	0.361	0.383
mule	mule	0.320	0.337	0.254
mull	mull	0.663	0.340	0.594
mullet	mullet	0.521	0.356	0.377
multilateral	zogwirizana	0.500	0.469	0.705
multimedia	multimedia	0.611	0.390	0.607
multinational	mitundu yambiri	0.656	0.510	0.842
multiple	ambiri	0.660	0.510	0.578
multiple sclerosis	multiple sclerosis	0.188	0.587	0.483
multiplex	multiplex	0.610	0.590	0.667
multiplication	kuchulukitsa	0.646	0.565	0.762
multiplicity	kuchuluka	0.677	0.490	0.777
multiplied	wochulukitsidwa	0.802	0.559	0.729
multiplier	kuwonjezera	0.643	0.615	0.741
multiply	wonjezerani	0.802	0.625	0.777
multitude	khamu	0.562	0.765	0.847
mum	mum	0.802	0.317	0.698
mumble	mumve	0.292	0.444	0.245
mumbo	mumbo	0.429	0.506	0.336
mummy	mumayi	0.400	0.588	0.415
mumps	mitsempha	0.099	0.410	0.311
munch	munch	0.541	0.277	0.434
munchies	munchies	0.562	0.470	0.491
munchkin	munchkin	0.490	0.466	0.374
mundane	mundane	0.312	0.420	0.480
municipal	komiti	0.625	0.390	0.758
municipality	makilomita	0.569	0.280	0.614
mural	mural	0.551	0.265	0.454
murder	kupha	0.061	0.942	0.615
murderer	wakupha	0.010	0.960	0.650
murderess	kupha	0.041	0.941	0.462
murderous	wakupha	0.017	0.940	0.682
murky	mdima	0.143	0.618	0.370
murmur	kung'ung'udza	0.458	0.520	0.200
muscle	minofu	0.359	0.490	0.645
muscular	muscular	0.531	0.434	0.577
muse	muse	0.760	0.360	0.509
muses	muses	0.714	0.434	0.571
museum	Musamuziyamu	0.792	0.206	0.481
mush	NO TRANSLATION	0.500	0.311	0.125
mushroom	bowa	0.490	0.274	0.269
mushy	mushy	0.520	0.200	0.182
music	nyimbo	0.833	0.563	0.605
musical	nyimbo	0.908	0.630	0.530
musician	woimba	0.816	0.509	0.618
musing	musing	0.740	0.151	0.465
musk	musk	0.469	0.454	0.453
musket	musket	0.260	0.654	0.510
musketeer	musketeer	0.694	0.569	0.705
muskrat	muskrat	0.439	0.510	0.368
muslin	muslin	0.439	0.304	0.352
muss	NO TRANSLATION	0.418	0.438	0.302
must	ayenera	0.408	0.382	0.441
mustang	mustang	0.635	0.642	0.708
mustard	mpiru	0.500	0.346	0.275
muster	muster	0.635	0.460	0.548
musty	musty	0.354	0.367	0.267
mutable	zosintha	0.426	0.531	0.491
mutant	mutant	0.337	0.676	0.573
mutate	mutate	0.281	0.548	0.463
mutation	kusintha	0.365	0.625	0.611
mute	osalankhula	0.271	0.200	0.250
muted	zamasulidwa	0.260	0.167	0.162
mutilate	mimba	0.125	0.900	0.465
mutilated	ziwaloledwa	0.041	0.841	0.356
mutilation	kudulidwa	0.122	0.782	0.456
mutiny	mutiny	0.323	0.890	0.549
mutt	mutt	0.418	0.408	0.387
mutter	NO TRANSLATION	0.406	0.427	0.228
mutton	mutton	0.427	0.283	0.393
mutual	pamodzi	0.729	0.321	0.464
mutually	mofanana	0.844	0.490	0.582
muzzle	muzembera	0.388	0.430	0.232
myfavorite	yokondwedwa	0.812	0.587	0.615
myopia	myopia	0.245	0.387	0.226
myopic	myopic	0.344	0.396	0.218
myriad	miyandamiyanda	0.480	0.429	0.550
mysterious	zodabwitsa	0.448	0.699	0.455
mystery	chinsinsi	0.417	0.667	0.519
mystic	zamatsenga	0.643	0.520	0.535
mystical	zopeka	0.594	0.443	0.689
mysticism	zinsinsi	0.594	0.598	0.423
mystified	wodalirika	0.344	0.600	0.509
mystique	mystique	0.668	0.633	0.667
myth	nthano	0.458	0.432	0.338
mythic	zongopeka	0.635	0.528	0.645
mythical	nthano	0.625	0.556	0.583
mythological	nthano	0.760	0.573	0.658
mythology	nthano	0.684	0.439	0.688
nab	nab	0.469	0.544	0.407
nacho	nacho	0.667	0.259	0.333
nada	NO TRANSLATION	0.250	0.231	0.136
nadir	ndidir	0.479	0.363	0.424
nag	NO TRANSLATION	0.271	0.451	0.472
nail	msomali	0.469	0.397	0.282
nail gun	msomali wa msomali	0.378	0.806	0.574
naive	naive	0.406	0.260	0.375
naked	wamaliseche	0.323	0.885	0.288
nakedness	wamaliseche	0.480	0.760	0.350
namaste	NO TRANSLATION	0.719	0.255	0.464
name	dzina	0.573	0.300	0.415
named	wotchulidwa	0.562	0.396	0.565
nameless	dzina lake	0.344	0.280	0.164
namesake	mayina	0.418	0.327	0.404
naming	kutchula	0.667	0.410	0.559
nana	nana	0.765	0.255	0.375
nanny	nanny	0.615	0.370	0.528
nanometer	nanometer	0.375	0.356	0.446
nap	pita	0.660	0.098	0.342
napalm	phulusa	0.265	0.580	0.471
nape	nape	0.427	0.268	0.298
napkin	chopukutira	0.469	0.142	0.209
napping	kugona	0.765	0.046	0.306
nappy	sintha	0.529	0.333	0.207
narcissism	nkhanza	0.214	0.639	0.540
narcissist	wamatsutsa	0.173	0.614	0.629
narcissistic	ndondomeko	0.323	0.708	0.655
narcotic	mankhwala osokoneza bongo	0.102	0.858	0.450
narrate	tchulani	0.541	0.480	0.473
narration	ndemanga	0.622	0.408	0.551
narrative	nkhani	0.580	0.303	0.443
narrator	wolemba nkhani	0.673	0.430	0.623
narrow	zochepa	0.260	0.368	0.356
narrowing	zochepa	0.354	0.593	0.357
nasal	nasal	0.479	0.340	0.330
nascent	nascent	0.684	0.373	0.585
nasty	zovuta	0.115	0.620	0.264
natal	kubereka	0.755	0.462	0.481
nation	fuko	0.594	0.443	0.821
national	dziko	0.698	0.365	0.663
nationality	dziko	0.642	0.400	0.772
nationwide	m'dziko lonse lapansi	0.684	0.217	0.672
native	mbadwa	0.635	0.422	0.710
nativity	kubadwa	0.750	0.337	0.673
natural	zachilengedwe	0.854	0.118	0.481
natural gas	gasi lachilengedwe	0.635	0.324	0.396
naturalist	chilengedwe	0.844	0.255	0.562
naturalization	chikhalidwe	0.781	0.279	0.652
naturalized	mwachibadwa	0.760	0.333	0.600
naturally	mwachibadwa	0.854	0.276	0.549
nature	chilengedwe	0.857	0.184	0.643
naught	zopanda pake	0.344	0.176	0.161
naughty	osayenerera	0.451	0.857	0.371
nausea	kunyoza	0.104	0.781	0.273
nauseate	kunyoza	0.062	0.660	0.176
nauseating	kunyoza	0.021	0.640	0.250
nauseous	zosautsa	0.135	0.780	0.284
nautical	ndiutical	0.646	0.250	0.579
nautilus	nautilus	0.396	0.509	0.517
naval	ankhondo	0.542	0.449	0.679
nave	Nave	0.583	0.448	0.585
navel	ndivel	0.448	0.261	0.276
navigable	kuyenda	0.749	0.406	0.645
navigate	yendani	0.740	0.555	0.675
navigation	kuyenda	0.841	0.470	0.720
navigational	kuyenda	0.573	0.481	0.564
navigator	woyendetsa	0.583	0.592	0.623
navy	navy	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	pafupisighted	0.271	0.373	0.265
neat	zabwino	0.878	0.235	0.491
neatly	mwabwino	0.802	0.412	0.588
nebula	nebula	0.510	0.418	0.438
nebulae	nebulae	0.490	0.330	0.472
nebulous	zamwano	0.469	0.347	0.417
necessarily	ndithudi	0.667	0.423	0.598
necessary	zofunikira	0.750	0.433	0.679
necessitate	muyenera	0.578	0.604	0.516
necessities	zofunika	0.520	0.630	0.463
necessity	zofunikira	0.567	0.471	0.588
neck	khosi	0.541	0.245	0.345
necklace	mkanda	0.760	0.294	0.373
necktie	khosi	0.583	0.229	0.314
necromancer	nthromancer	0.333	0.625	0.536
necrosis	necrosis	0.115	0.622	0.385
nectar	timadzi tokoma	0.746	0.331	0.398
need	zosowa	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	zofunikira	0.677	0.342	0.679
needful	zofunikira	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	singano	0.250	0.472	0.360
needlepoint	chosowa	0.653	0.500	0.556
needles	singano	0.250	0.602	0.348
needless	zosowa	0.327	0.385	0.200
needtoknow	zofunikira	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	osowa	0.360	0.451	0.245
nefarious	osasamala	0.184	0.720	0.528
negation	kunyalanyaza	0.255	0.461	0.297
negative	zoipa	0.102	0.527	0.176
negativity	kusasamala	0.060	0.520	0.273
neglect	kunyalanyaza	0.045	0.550	0.163
neglected	kunyalanyazidwa	0.271	0.385	0.160
neglecting	kunyalanyaza	0.177	0.441	0.230
negligee	negligee	0.385	0.520	0.336
negligence	kunyalanyaza	0.092	0.570	0.251
negligent	kunyalanyaza	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	zopanda pake	0.177	0.292	0.232
negotiable	kukambirana	0.688	0.585	0.731
negotiate	kukambirana	0.612	0.708	0.769
negotiation	kukambirana	0.490	0.615	0.728
negotiator	negotiator	0.635	0.471	0.817
negro	zopanda pake	0.354	0.368	0.461
neigh	wokondedwa	0.378	0.642	0.373
neighbor	mnzako	0.657	0.448	0.434
neighborhood	Mdera	0.385	0.469	0.373
neighboring	oyandikana naye	0.656	0.306	0.481
nemesis	nemesis	0.271	0.688	0.647
neon	neon	0.594	0.480	0.380
neonatal	osamalidwa	0.542	0.529	0.357
neophyte	neophyte	0.286	0.363	0.411
neoprene	neoprene	0.316	0.451	0.443
nephew	mphwake	0.719	0.337	0.412
nepotism	malingaliro	0.349	0.584	0.517
nerd	nerd	0.408	0.481	0.315
nerdy	nerdy	0.296	0.255	0.292
nerve	mitsempha	0.129	0.698	0.307
nerves	mitsempha	0.333	0.783	0.264
nervous	mantha	0.235	0.820	0.213
nervousness	mantha	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	ness	0.396	0.480	0.392
nest	chisa	0.687	0.221	0.333
nestle	nestle	0.625	0.308	0.379
nestling	nestling	0.604	0.427	0.286
net	malonda	0.441	0.288	0.417
nether	pansi	0.240	0.265	0.259
netting	netting	0.368	0.509	0.585
nettle	nettle	0.406	0.324	0.490
network	malonda	0.531	0.337	0.466
networking	malonda	0.625	0.482	0.545
neural	neural	0.582	0.426	0.391
neuralgia	neuralgia	0.092	0.706	0.439
neurological	maganizo	0.500	0.540	0.558
neurologist	katswiri wa zamagulu	0.608	0.500	0.736
neurology	neurology	0.459	0.537	0.580
neurosis	neurosis	0.122	0.766	0.418
neurosurgeon	neurosurgeon	0.590	0.673	0.755
neurosurgery	nthenda zamakono	0.490	0.632	0.730
neurotic	neurotic	0.198	0.801	0.387
neuter	neuter	0.621	0.163	0.302
neutral	kulowerera ndale	0.469	0.184	0.357
neutrality	kulowerera ndale	0.469	0.205	0.434
neutralize	sungani	0.519	0.363	0.719
neutron	neutron	0.469	0.440	0.679
new	chatsopano	0.917	0.490	0.582
new age	zaka zatsopano	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	mwana wakhanda	0.918	0.580	0.372
newcomer	watsopano	0.622	0.380	0.396
newday	tsiku latsopano	0.847	0.388	0.618
newfound	chatsopano	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	zatsopano	0.898	0.646	0.701
newly	posachedwa	0.688	0.422	0.552
newlywed	mwatsopano	0.847	0.706	0.570
newme	mwatsopano	0.643	0.550	0.527
newness	atsopano	0.740	0.522	0.588
news	nkhani	0.633	0.580	0.610
newscast	zofalitsidwa	0.531	0.509	0.714
newscaster	nkhani	0.646	0.510	0.764
newsflash	nkhani	0.604	0.637	0.518
newsletter	ndondomeko yamakalata	0.622	0.385	0.490
newsman	newsman	0.604	0.480	0.696
newspaper	nyuzipepala	0.602	0.283	0.444
newspaperman	newspapers	0.561	0.458	0.750
newsreel	wamalonda	0.625	0.571	0.577
newsroom	nyumba yamakono	0.531	0.392	0.658
newsstand	makanema	0.615	0.222	0.336
newstart	chipinda chatsopano	0.802	0.510	0.667
newt	newt	0.458	0.380	0.541
newyear	NO TRANSLATION	0.938	0.784	0.520
nexus	malingaliro	0.496	0.368	0.412
nib	nib	0.510	0.282	0.406
nibble	nibble	0.551	0.551	0.411
nice	zabwino	0.930	0.442	0.650
niche	niche	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	nick	0.554	0.388	0.387
nickel	nickel	0.510	0.347	0.406
nickname	dzina lakutchulidwa	0.490	0.470	0.263
nicotine	chikonga	0.235	0.608	0.447
niece	mwana wamwamuna	0.771	0.320	0.400
nifty	nifty	0.740	0.745	0.815
nigger	nigger	0.240	0.347	0.398
nigh	pafupi	0.653	0.216	0.336
night	usiku	0.598	0.396	0.404
nightcap	usikucap	0.750	0.196	0.268
nightclub	kanyumba ka usiku	0.802	0.894	0.528
nightfall	usiku	0.490	0.436	0.426
nightgown	usiku	0.643	0.408	0.250
nightie	nightie	0.630	0.388	0.274
nightingale	usikuingale	0.740	0.340	0.496
nightlife	moyo wa usiku	0.542	0.783	0.510
nightly	usiku	0.673	0.410	0.474
nightmare	zowawa	0.005	0.810	0.436
nightmares	zoopsa	0.082	0.942	0.448
nightstand	usiku	0.490	0.130	0.327
nightstick	usikutick	0.500	0.461	0.348
nighttime	nthawi yamadzulo	0.735	0.385	0.439
nihilism	nihilism	0.367	0.510	0.364
nil	nil	0.286	0.143	0.157
nimble	nimble	0.833	0.729	0.769
nimrod	nimrod	0.327	0.500	0.539
nincompoop	nincompoop	0.365	0.431	0.368
nine	zisanu ndi zinayi	0.552	0.255	0.327
nineteen	khumi ndi zisanu ndi anayi	0.673	0.304	0.375
ninety	makumi asanu ndi anayi	0.479	0.349	0.436
ninja	ninja	0.542	0.844	0.682
ninny	ninth	0.344	0.343	0.309
nintendo	nintendo	0.802	0.571	0.464
ninth	chachisanu ndi chinayi	0.490	0.212	0.396
nip	sokonezani	0.281	0.700	0.264
nipper	woponya	0.386	0.422	0.317
nipple	msuzi	0.480	0.786	0.415
nippy	osasangalatsa	0.540	0.500	0.416
nitrate	nitrate	0.388	0.406	0.500
nitro	nitro	0.500	0.647	0.639
nitrogen	nitrojeni	0.427	0.435	0.562
nitrous	nitrous	0.435	0.561	0.411
nitwit	nitwit	0.146	0.606	0.139
nix	nix	0.330	0.380	0.404
no anticipation	palibe kuyembekezera	0.396	0.480	0.341
no disgust	palibe kunyansidwa	0.510	0.324	0.448
no emotion	palibe kutengeka	0.170	0.109	0.225
no sentiment	palibe maganizo	0.092	0.382	0.278
no surprise	palibe zodabwitsa	0.171	0.224	0.412
no trust	palibe kukhulupirira	0.055	0.445	0.257
nobility	olemekezeka	0.844	0.347	0.736
noble	wolemekezeka	0.906	0.345	0.610
nobleman	wolemekezeka	0.675	0.286	0.709
nobodycares	NO TRANSLATION	0.365	0.410	0.354
nocomplaints	NO TRANSLATION	0.677	0.164	0.491
nocturnal	madzulo	0.540	0.500	0.462
nod	nod	0.590	0.367	0.427
nodding	kuvuta	0.694	0.294	0.426
node	mfundo	0.396	0.343	0.361
nodular	nodular	0.438	0.351	0.411
nodule	mimba	0.312	0.426	0.349
noggin	noggin	0.510	0.433	0.382
nohope	NO TRANSLATION	0.200	0.441	0.385
noir	wakuda	0.375	0.394	0.365
noise	phokoso	0.260	0.883	0.388
noisy	phokoso	0.271	0.812	0.561
nomad	nomad	0.375	0.413	0.433
nomadic	osayendayenda	0.427	0.519	0.422
nomenclature	nomenclature	0.500	0.222	0.575
nominal	dzina lake	0.594	0.250	0.463
nominate	sankhani	0.615	0.471	0.669
nomination	kusankhidwa	0.663	0.637	0.696
nominee	wosankhidwa	0.662	0.625	0.765
nonce	osce	0.422	0.370	0.377
nonchalant	osakhazikika	0.312	0.314	0.366
noncompliance	osamvera	0.112	0.598	0.259
nondescript	nondescript	0.490	0.434	0.348
nonexistent	palibe	0.208	0.429	0.149
nonfat	nonfat	0.604	0.260	0.340
nonfiction	osasamala	0.426	0.315	0.431
nonpayment	malipiro opanda malipiro	0.229	0.510	0.298
nonresident	wosakhalitsa	0.250	0.340	0.302
nonsense	zopanda pake	0.214	0.531	0.155
nonsensical	nonsensical	0.173	0.268	0.193
nonviolent	osasamala	0.640	0.287	0.346
noob	nyawani	0.417	0.430	0.267
noodle	Zakudyazi	0.633	0.216	0.225
nook	nook	0.480	0.321	0.296
noon	masana	0.531	0.343	0.518
noose	nthano	0.356	0.300	0.330
nopoint	NO TRANSLATION	0.276	0.324	0.314
noregrets	NO TRANSLATION	0.469	0.476	0.426
norm	chizolowezi	0.500	0.245	0.527
normal	zachibadwa	0.740	0.127	0.380
normalcy	mwachibadwa	0.805	0.151	0.620
normality	mwachizolowezi	0.781	0.089	0.444
north	kumpoto	0.531	0.255	0.450
northbound	kumpoto	0.604	0.454	0.491
northeast	kumpoto chakum'mawa	0.562	0.260	0.375
northern	kumpoto	0.570	0.340	0.472
northwest	kumpoto chakumadzulo	0.604	0.345	0.451
northwestern	kumpoto chakumadzulo	0.479	0.306	0.462
noschool	NO TRANSLATION	0.490	0.400	0.380
