Word	Sesotho-st	Valence	Arousal	Dominance
judged	a ahloloa	0.281	0.686	0.722
judging	ho ahlola	0.240	0.625	0.693
judgment	kahlolo	0.396	0.600	0.816
judgmental	ho ahlola	0.330	0.602	0.579
judicial	makhotla	0.378	0.667	0.833
judiciary	mahloriso	0.439	0.740	0.897
judicious	e hlokolosi	0.630	0.432	0.772
judo	Judo	0.500	0.790	0.612
jug	jug	0.520	0.250	0.213
juggle	juggle	0.594	0.760	0.426
juggler	juggler	0.633	0.821	0.480
juggling	juggling	0.562	0.874	0.346
jugular	e jugular	0.271	0.573	0.426
juice	lero	0.776	0.281	0.352
juicer	juicer	0.552	0.520	0.564
juicy	lero	0.823	0.529	0.490
juju	NO TRANSLATION	0.541	0.519	0.206
juke	juke	0.500	0.491	0.410
jukebox	jukebox	0.699	0.540	0.429
jumble	jumble	0.357	0.613	0.331
jumbled	ho tletse	0.292	0.602	0.445
jumbo	jumbo	0.680	0.552	0.447
jump	qhaqha	0.625	0.865	0.611
jump rope	tlōla thapo	0.656	0.660	0.368
jumper	jumper	0.615	0.336	0.481
jumpsuit	jumpsuit	0.562	0.365	0.361
jumpy	jumpy	0.353	0.810	0.216
junction	khetho	0.490	0.481	0.364
juncture	marang-rang	0.365	0.582	0.491
jungle	morung	0.500	0.510	0.481
junior	e nyenyane	0.635	0.343	0.304
juniper	junipere	0.583	0.327	0.352
junk	e se nang thuso	0.115	0.481	0.118
junket	junket	0.490	0.519	0.386
junkie	junkie	0.135	0.860	0.363
junky	junky	0.385	0.595	0.343
junkyard	junkyard	0.177	0.398	0.302
junta	junta	0.451	0.503	0.704
juridical	ka molao	0.520	0.431	0.873
jurisdiction	bolaoli	0.480	0.580	0.820
jurisprudence	molao-molao	0.360	0.425	0.764
jurist	setsebi sa molao	0.479	0.523	0.713
juror	juror	0.582	0.640	0.750
jury	lekhotla	0.479	0.607	0.789
justice	toka	0.760	0.538	0.787
justifiable	e nepahetse	0.786	0.413	0.821
justification	ho loka	0.622	0.444	0.661
justify	lumellana	0.612	0.473	0.615
juststop	NO TRANSLATION	0.417	0.379	0.364
justthebeginning	NO TRANSLATION	0.573	0.451	0.481
jute	jute	0.551	0.216	0.295
juvenile	bana ba banyenyane	0.678	0.490	0.526
juxtaposition	jxtaposition	0.427	0.500	0.460
kaiser	kaiser	0.470	0.509	0.690
kale	khale	0.469	0.226	0.411
kaleidoscope	khaleidoscope	0.615	0.439	0.580
kamikaze	kamikaze	0.204	0.810	0.645
kangaroo	kangaroo	0.716	0.333	0.301
kanji	kanji	0.510	0.413	0.425
kappa	kappa	0.469	0.375	0.366
kaput	NO TRANSLATION	0.281	0.441	0.440
karaoke	karaoke	0.763	0.649	0.342
karate	karate	0.562	0.833	0.598
karma	karma	0.500	0.510	0.537
karmic	karmic	0.357	0.459	0.464
kayak	kayak	0.592	0.600	0.364
kazoo	kazoo	0.503	0.462	0.411
kebab	kebab	0.531	0.431	0.377
keel	keel	0.344	0.417	0.419
keen	keen	0.823	0.719	0.806
keep	boloka	0.714	0.296	0.547
keeper	molebeli	0.612	0.457	0.773
keeping	ho boloka	0.592	0.280	0.723
keepsake	sehlōhō	0.740	0.307	0.491
keg	keg	0.551	0.389	0.404
kelp	kelp	0.479	0.264	0.213
ken	ken	0.438	0.409	0.360
kennel	kennel	0.430	0.480	0.406
kerchief	kerchief	0.520	0.189	0.236
kern	kern	0.438	0.420	0.449
kernel	kernel	0.542	0.453	0.462
kerosene	parafene	0.302	0.472	0.427
ketchup	ketchup	0.653	0.338	0.282
kettle	kettle	0.357	0.497	0.333
key	senotlolo	0.615	0.275	0.519
keyboard	lebokose	0.573	0.279	0.349
keyed	keyed	0.469	0.497	0.521
keyhole	keyhole	0.438	0.358	0.356
keynote	sehlooho sa bohlokoa	0.630	0.431	0.545
keypad	keypad	0.604	0.255	0.330
keystone	keystone	0.573	0.438	0.491
keyword	ntlha ea bohlokoa	0.602	0.520	0.747
khaki	Khaki	0.594	0.252	0.278
khan	khan	0.463	0.476	0.529
kibble	kibble	0.510	0.458	0.404
kick	kick	0.271	0.791	0.526
kickboxing	kickboxing	0.427	0.882	0.651
kicker	kicker	0.427	0.711	0.614
kicking	ho khaola	0.327	0.802	0.510
kickoff	qaleho ea papali	0.583	0.600	0.629
kid	ngoana	0.760	0.453	0.298
kidder	ho feta	0.708	0.768	0.471
kidding	ho hlola	0.622	0.625	0.457
kiddo	kiddo	0.674	0.393	0.419
kiddos	li-kiddo	0.500	0.480	0.342
kidnap	ho tlōla	0.032	0.923	0.535
kidnapped	e hapuoe	0.044	0.923	0.455
kidnapper	tlōla	0.115	0.906	0.618
kidnapping	ho tlōla	0.094	0.880	0.561
kidney	liphio	0.448	0.363	0.380
kids	bana	0.837	0.500	0.417
kill	bolaea	0.052	0.941	0.736
killer	'molai	0.041	0.971	0.543
killing	bolaea	0.080	0.959	0.696
killjoy	killjoy	0.178	0.550	0.324
kiln	kiln	0.451	0.423	0.414
kilo	NO TRANSLATION	0.438	0.358	0.461
kilogram	kilogram	0.510	0.260	0.455
kilometer	khilomitha	0.490	0.439	0.485
kilt	kilt	0.448	0.346	0.348
kimono	kimono	0.643	0.280	0.363
kin	kin	0.543	0.441	0.457
kind	mosa	0.918	0.240	0.618
kindergarten	kerene	0.833	0.462	0.308
kindling	hotling	0.520	0.651	0.421
kindness	mosa	0.938	0.350	0.508
kindred	motsoalle	0.760	0.418	0.517
kinematics	kinematics	0.594	0.480	0.614
kinesiology	kinesiology	0.491	0.480	0.633
kinetic	kinetic	0.582	0.540	0.537
king	morena	0.677	0.690	0.892
king snake	nyoka ea morena	0.458	0.835	0.647
kingdom	'muso	0.714	0.547	0.910
kingpin	khabane	0.357	0.626	0.642
kink	kink	0.337	0.634	0.321
kinky	kinky	0.449	0.558	0.361
kinship	kinship	0.771	0.300	0.652
kiosk	kiosk	0.500	0.286	0.321
kirk	kirk	0.510	0.390	0.388
kiss	kiss	0.967	0.813	0.630
kisser	kisser	0.844	0.682	0.618
kissy	kissy	0.874	0.684	0.402
kit	kit	0.583	0.344	0.420
kitchen	kichine	0.700	0.234	0.398
kite	kite	0.643	0.500	0.573
kitten	kitten	0.816	0.343	0.260
kiwi	kiwi	0.646	0.273	0.282
klutz	klutz	0.275	0.451	0.356
knack	knack	0.562	0.518	0.820
knapsack	knapsack	0.551	0.317	0.268
knead	khumama	0.490	0.457	0.345
knee	lengole	0.520	0.245	0.396
kneecap	kneecap	0.427	0.360	0.440
kneel	khumama	0.426	0.417	0.217
kneeling	ho khumama	0.245	0.435	0.144
knell	knell	0.354	0.500	0.377
knick	knick	0.480	0.509	0.420
knickers	knickers	0.552	0.428	0.328
knife	thipa	0.344	0.717	0.573
knight	knight	0.780	0.441	0.835
knighthood	knighthood	0.740	0.660	0.769
knit	ho kopa	0.630	0.144	0.295
knob	thupa	0.340	0.360	0.272
knock	ho kokota	0.312	0.531	0.527
knockoff	knockoff	0.350	0.606	0.240
knockout	kakalatsa	0.388	0.755	0.664
knoll	knoll	0.434	0.347	0.333
knot	letlobo	0.541	0.221	0.408
knots	linama	0.418	0.346	0.267
knotted	knotted	0.226	0.412	0.294
know	tseba	0.765	0.361	0.704
knowing	ho tseba	0.833	0.353	0.658
knowingly	tsebang	0.500	0.459	0.481
knowledge	tsebo	0.847	0.430	0.896
knowledgeable	tsebo	0.865	0.455	0.971
knuckle	khaola	0.655	0.333	0.393
knucklehead	knucklehead	0.157	0.485	0.288
knuckles	li-knuckles	0.271	0.461	0.320
koala	koala	0.608	0.210	0.311
kook	NO TRANSLATION	0.417	0.471	0.398
kooky	kooky	0.418	0.582	0.366
kool-aid	thuso ea kool	0.531	0.318	0.393
kos	kos	0.500	0.471	0.407
kosher	kosher	0.469	0.443	0.312
kraut	NO TRANSLATION	0.388	0.500	0.390
kris	kris	0.427	0.417	0.407
kryptonite	kryptonite	0.306	0.690	0.588
kudos	kudos	0.925	0.587	0.642
kumquat	kumquat	0.417	0.426	0.390
lab	lab	0.479	0.500	0.600
label	label	0.582	0.245	0.423
labor	mosebetsi	0.594	0.639	0.754
laboratory	laboratory	0.571	0.490	0.537
labored	sebetsa ka thata	0.646	0.451	0.637
laborer	ea sebetsang	0.561	0.510	0.698
laboring	ho sebetsa	0.705	0.644	0.737
laborious	e boima	0.393	0.635	0.709
labyrinth	labyrinth	0.479	0.811	0.491
lac	lakane	0.408	0.418	0.331
lace	lace	0.625	0.200	0.293
laceration	laceration	0.143	0.667	0.443
lack	ho hloka	0.250	0.365	0.242
lackey	lackey	0.260	0.510	0.166
lacking	ho haelloa ke letho	0.229	0.375	0.121
lackluster	ho hloka chelete	0.250	0.311	0.264
lacquer	lacquer	0.510	0.353	0.258
lacrosse	lacrosse	0.573	0.656	0.509
lactose	lactose	0.479	0.290	0.433
lad	mohlankana	0.637	0.388	0.336
ladder	lere	0.560	0.438	0.358
laddie	laddie	0.668	0.539	0.391
laden	e laetsoeng	0.392	0.478	0.554
lading	ho laela	0.388	0.463	0.409
ladle	ladle	0.531	0.368	0.352
lady	mofumahali	0.854	0.481	0.602
lady bug	NO TRANSLATION	0.490	0.434	0.381
ladybug	ladybug	0.602	0.400	0.224
ladylike	mofumahali	0.592	0.559	0.538
ladyship	ladyship	0.561	0.480	0.822
lag	lag	0.220	0.375	0.246
lager	NO TRANSLATION	0.584	0.480	0.353
lagging	ho koala	0.135	0.538	0.277
lagoon	lagoon	0.660	0.231	0.373
lair	ho laela	0.469	0.438	0.392
laity	lihlopha	0.510	0.320	0.487
lake	letša	0.694	0.196	0.425
lama	NO TRANSLATION	0.560	0.320	0.400
lamb	nku	0.646	0.284	0.321
lame	ea holofetseng	0.145	0.410	0.217
lament	lla	0.198	0.398	0.352
lamenting	ho lla	0.156	0.390	0.254
lamina	lamina	0.510	0.314	0.408
laminated	laminated	0.417	0.304	0.373
lamp	lebone	0.510	0.260	0.309
lamppost	palo ea lebone	0.420	0.337	0.455
lance	lerumo	0.406	0.620	0.587
lancer	sehlahisoa	0.417	0.528	0.519
land	naha	0.582	0.260	0.616
landed	a theoha	0.709	0.620	0.480
landfall	ho oela fatše	0.521	0.434	0.407
landfill	landfill	0.398	0.423	0.324
landing	ho theoha	0.552	0.696	0.596
landlady	mong'a ntlo	0.677	0.303	0.417
landlocked	e koaletsoeng	0.280	0.391	0.367
landlord	mong'a ntlo	0.684	0.500	0.858
landmark	sebaka sa bohlokoa	0.694	0.355	0.681
lands	linaha	0.594	0.280	0.492
landscape	sebaka sa naha	0.719	0.176	0.423
landscaping	landscaping	0.823	0.379	0.519
landslide	ho senya	0.250	0.864	0.530
lane	lane	0.449	0.490	0.451
language	puo	0.677	0.337	0.704
languid	e lahlile	0.281	0.270	0.283
languish	e nyahame	0.235	0.408	0.382
languishing	ho nyahama	0.308	0.459	0.353
lanky	lanky	0.412	0.426	0.370
lantern	lebone	0.622	0.250	0.243
lap	lesapo	0.583	0.510	0.412
lapdog	lapdog	0.388	0.490	0.269
lapel	lapel	0.460	0.287	0.288
lapse	e felile	0.420	0.316	0.281
lapsed	e felile	0.357	0.333	0.276
laptop	laptop	0.724	0.270	0.519
larceny	larceny	0.272	0.821	0.454
lard	lard	0.427	0.239	0.179
larder	fokotsa	0.656	0.290	0.509
large	e kholo	0.704	0.565	0.736
larger	e kholoanyane	0.729	0.654	0.763
largo	NO TRANSLATION	0.521	0.480	0.517
lark	lark	0.570	0.292	0.352
larva	larva	0.245	0.423	0.254
laryngitis	laryngitis	0.125	0.500	0.370
larynx	larynx	0.460	0.420	0.402
lasagna	lasagna	0.719	0.441	0.396
laser	laser	0.469	0.531	0.769
lash	ho lahla	0.235	0.794	0.609
lass	lass	0.656	0.536	0.433
lasso	lasso	0.438	0.460	0.339
lastday	NO TRANSLATION	0.309	0.580	0.463
lasting	e tšoarellang	0.804	0.535	0.745
lastminute	qetellong	0.418	0.582	0.385
latch	latch	0.395	0.263	0.288
late	morao	0.245	0.358	0.315
lateness	lateness	0.214	0.388	0.343
latent	latent	0.469	0.500	0.653
lateral	kamoso	0.469	0.370	0.322
laterally	hamorao	0.562	0.255	0.450
latex	latex	0.479	0.413	0.325
lathe	lathe	0.510	0.450	0.425
lather	lather	0.635	0.327	0.313
latitude	latitude	0.562	0.306	0.490
latrine	latrine	0.380	0.353	0.176
latrines	matloana	0.214	0.462	0.267
latte	latté	0.615	0.320	0.311
lattice	lattice	0.406	0.420	0.349
laud	roka	0.493	0.427	0.383
laudable	e babatsehang	0.740	0.472	0.682
laudation	thoriso	0.542	0.547	0.623
laudatory	ho rorisa	0.612	0.417	0.450
laugh	tšeha	0.980	0.639	0.587
laughable	laughable	0.592	0.627	0.298
laughing	ho tšeha	0.906	0.596	0.534
laughingstock	NO TRANSLATION	0.427	0.779	0.312
laughs	e tšeha	0.812	0.846	0.425
laughter	litšeho	0.959	0.654	0.588
launch	qala	0.684	0.814	0.598
launcher	hlahisa	0.677	0.745	0.808
launches	e qala	0.490	0.663	0.602
launder	ho hlatsa	0.479	0.450	0.349
laundering	ho hlakola liaparo	0.439	0.327	0.444
laundry	ho hlatsoa liaparo	0.644	0.292	0.377
laureate	laureate	0.724	0.402	0.702
laurel	laurel	0.646	0.146	0.302
laurels	li-laurels	0.684	0.279	0.545
lava	lava	0.280	0.539	0.615
lavage	hlapa	0.615	0.467	0.361
lavatory	ho hlatsoa	0.510	0.400	0.259
lavender	lavender	0.812	0.198	0.388
lavish	e khahleha	0.792	0.648	0.730
law	molao	0.740	0.590	0.815
lawful	e lumelloa ke molao	0.660	0.394	0.780
lawless	tlōlo ea molao	0.219	0.690	0.420
lawlessness	tlōlo ea molao	0.156	0.804	0.509
lawman	molaoli oa molao	0.510	0.523	0.786
lawn	mohloa	0.686	0.153	0.192
lawnmower	mochini u kutang mohloa	0.480	0.531	0.355
lawsuit	nyeoe	0.219	0.794	0.611
lawyer	ramolao	0.521	0.569	0.784
lax	ho tsuba	0.430	0.401	0.300
laxative	ho laxative	0.271	0.550	0.528
lay	robala	0.521	0.336	0.491
layaway	ho lahla	0.429	0.510	0.451
layer	lera	0.500	0.208	0.366
layered	e silafalitsoe	0.571	0.306	0.436
layman	setman	0.531	0.339	0.424
layout	mohaho	0.615	0.442	0.557
layover	layover	0.520	0.355	0.500
laziness	botsoa	0.271	0.240	0.132
lazy	ea botsoa	0.392	0.264	0.096
lazyday	NO TRANSLATION	0.337	0.319	0.145
lea	lea	0.583	0.294	0.358
lead	motataisi	0.323	0.657	0.455
leaded	e etselitsoe pele	0.439	0.625	0.595
leader	moeta-pele	0.833	0.582	0.926
leadership	boeta-pele	0.870	0.690	0.983
leading	e etellang pele	0.823	0.698	0.954
leads	tataiso	0.530	0.471	0.615
leaf	lekhasi	0.583	0.156	0.294
leaflet	leaflet	0.490	0.206	0.375
leafy	makhasi	0.653	0.530	0.700
league	selekane	0.656	0.340	0.462
leak	leak	0.378	0.833	0.520
leakage	ho fofa	0.188	0.731	0.528
leaky	leaky	0.170	0.686	0.288
lean	e otlolohile	0.734	0.353	0.438
leaned	e tšehetse	0.570	0.373	0.490
leaning	ho itšetleha	0.480	0.409	0.352
leap	leap	0.750	0.663	0.667
learn	ithute	0.833	0.643	0.829
learned	ba ithutile	0.704	0.462	0.543
learner	moithuti	0.698	0.475	0.398
learning	ho ithuta	0.833	0.588	0.574
lease	ho hira	0.520	0.463	0.545
leash	leash	0.320	0.347	0.427
leather	letlalo	0.510	0.324	0.341
leathery	letlalo	0.418	0.471	0.411
leave	tloha	0.375	0.315	0.295
leavemealone	khaohana le 'na	0.240	0.472	0.402
leaving	ho tloha	0.163	0.542	0.371
lecherous	lecherous	0.135	0.704	0.376
lecture	puo	0.594	0.462	0.737
lecturer	morupeli	0.677	0.549	0.736
ledge	lebōpo	0.406	0.235	0.339
ledger	holo	0.510	0.362	0.609
lee	lee	0.510	0.269	0.296
leech	leech	0.250	0.623	0.268
leeches	leeches	0.115	0.698	0.295
leer	NO TRANSLATION	0.612	0.348	0.509
leery	leery	0.337	0.640	0.410
lees	NO TRANSLATION	0.360	0.567	0.406
leeway	leeway	0.562	0.577	0.569
left	ho le letšehali	0.354	0.370	0.361
leftout	NO TRANSLATION	0.229	0.365	0.245
leftover	e setseng	0.490	0.460	0.222
leftovers	tse setseng	0.219	0.350	0.116
lefty	lefty	0.490	0.406	0.379
leg	leoto	0.510	0.373	0.313
legacy	lefa	0.792	0.529	0.827
legal	tsa molao	0.653	0.387	0.887
legality	molao	0.765	0.343	0.713
legalize	ho ngolisoa	0.510	0.460	0.818
legalized	e ngotsoe ka molao	0.760	0.440	0.855
legally	ka molao	0.771	0.482	0.842
legend	tšōmo	0.837	0.519	0.750
legendary	e ikhethang	0.857	0.537	0.863
legibility	molao-motheo	0.771	0.481	0.580
legible	e hlakileng	0.673	0.279	0.509
legion	legion	0.469	0.570	0.852
legislate	melao ea molao	0.571	0.582	0.736
legislation	molao	0.531	0.418	0.808
legislative	melao ea molao	0.633	0.365	0.800
legislator	molaoli oa molao	0.490	0.580	0.877
legislature	benyamente	0.540	0.435	0.698
legit	se nepahetseng	0.747	0.427	0.849
legitimacy	bolokolohi	0.823	0.420	0.855
legitimate	e amohelehang	0.792	0.363	0.841
lego	lego	0.600	0.294	0.189
legs	maoto	0.479	0.407	0.228
legume	legume	0.520	0.302	0.465
legwork	molao	0.622	0.560	0.509
leisure	boithabiso	0.631	0.429	0.421
leisurely	ho phomola	0.806	0.250	0.367
lemma	lemma	0.530	0.284	0.391
lemon	sirilamunu	0.596	0.317	0.316
lemonade	lemonade	0.661	0.287	0.412
lend	o alima	0.520	0.461	0.508
lender	lender	0.340	0.520	0.703
lending	ho alima chelete	0.510	0.585	0.462
length	bolelele	0.479	0.308	0.533
lengthen	e lelefatsa	0.619	0.481	0.566
lengthened	e lelefalitsoe	0.448	0.530	0.474
lengthening	ho lelefatsa	0.673	0.530	0.528
lengthwise	bolelele	0.571	0.470	0.528
lengthy	e telele	0.570	0.342	0.528
leniency	ho ba bonolo	0.517	0.436	0.545
lenient	e bonolo	0.520	0.451	0.340
lens	lense	0.420	0.245	0.472
leopard	lengau	0.542	0.755	0.611
leotard	leotara	0.510	0.429	0.391
leper	ea holofetseng	0.075	0.589	0.206
leprechaun	leprechaun	0.417	0.480	0.417
leprosy	lepera	0.130	0.670	0.349
lesbian	lesbian	0.385	0.660	0.415
lesbianism	lesbianism	0.327	0.725	0.440
lesion	sefofane	0.240	0.623	0.361
less	Nyane	0.265	0.240	0.115
lessee	lessee	0.417	0.474	0.595
lessen	fokotsa	0.235	0.284	0.255
lessening	fokotseha	0.375	0.300	0.277
lesser	ho fokotseha	0.396	0.167	0.211
lesson	thuto	0.704	0.577	0.593
lessor	e nyane	0.552	0.490	0.623
let	lumella	0.427	0.373	0.307
lethal	lethal	0.156	0.800	0.745
lethargic	lethargic	0.214	0.245	0.375
lethargy	lethargy	0.194	0.302	0.316
letter	lengolo	0.635	0.279	0.342
lettered	lettered	0.542	0.361	0.482
letterhead	lengolo le lengolo	0.450	0.316	0.462
lettering	mangolo	0.541	0.180	0.431
letters	mangolo	0.663	0.327	0.364
lettuce	lethisi	0.594	0.163	0.291
leukemia	leukemia	0.094	0.572	0.351
levee	levee	0.520	0.324	0.490
level	boemo	0.622	0.277	0.491
lever	lever	0.400	0.343	0.402
leverage	tšebetso	0.459	0.500	0.629
levitate	levitate	0.561	0.598	0.551
levy	levy	0.438	0.420	0.491
lewd	e litšila	0.188	0.673	0.412
lexicon	lexicon	0.561	0.463	0.615
ley	NO TRANSLATION	0.604	0.389	0.764
liabilities	likoloto	0.429	0.608	0.694
liability	boikarabelo	0.646	0.500	0.802
liable	a ikarabella	0.656	0.519	0.821
liaison	kgokahanyo	0.698	0.337	0.472
liar	ea leshano	0.042	0.606	0.339
libel	libel	0.128	0.694	0.403
libelous	libelous	0.125	0.735	0.436
liberal	ho fana ka bolokolohi	0.565	0.565	0.755
liberalism	liberalism	0.562	0.712	0.750
liberate	lokolla	0.760	0.632	0.708
liberated	lokolloa	0.780	0.630	0.683
liberating	ho lokolla	0.915	0.620	0.745
liberation	tokoloho	0.745	0.614	0.857
liberty	tokoloho	0.938	0.579	0.836
libido	libido	0.770	0.602	0.571
librarian	molabi oa libuka	0.625	0.135	0.509
library	laebrari	0.776	0.122	0.549
libretto	mahalatto	0.612	0.328	0.406
lice	likokoana	0.133	0.500	0.194
license	lengolo la tumello	0.500	0.394	0.702
lichen	lichen	0.418	0.388	0.463
lick	lick	0.470	0.482	0.330
licorice	licorice	0.677	0.310	0.400
lid	sekwahelo	0.490	0.189	0.255
lie	bua leshano	0.130	0.725	0.272
liege	ho phomola	0.479	0.426	0.452
lien	khokahanyo	0.396	0.580	0.441
lieu	sebaka	0.427	0.410	0.312
lieutenant	lieutenant	0.594	0.612	0.920
life	bophelo	0.918	0.615	0.824
lifeblood	mali a bophelo	0.673	0.690	0.708
lifeboat	seketsoana sa pholoso	0.724	0.425	0.533
lifeguard	Mopholosi	0.870	0.606	0.786
lifeisgood	lifeisgood	0.812	0.575	0.611
lifeless	e se nang bophelo	0.042	0.333	0.163
lifelike	e kang bophelo	0.776	0.567	0.765
lifeline	motlakase oa bophelo	0.735	0.552	0.496
lifelong	bophelo bohle	0.823	0.330	0.640
lifer	lifer	0.427	0.519	0.398
lifesaver	lifesaver	0.908	0.745	0.703
lifestyle	mokhoa oa ho phela	0.750	0.472	0.645
lifesucks	lifesk	0.167	0.637	0.377
lifetime	bophelong	0.816	0.559	0.736
lift	phahamisa	0.704	0.518	0.656
lifted	phahamisa	0.714	0.441	0.657
liftoff	liftoff	0.531	0.667	0.588
ligament	ligament	0.490	0.410	0.510
ligation	motheo	0.344	0.423	0.396
ligature	ligature	0.478	0.430	0.447
light	leseli	0.771	0.320	0.519
light year	selemo se bobebe	0.719	0.425	0.593
lightbulb	lebone	0.573	0.255	0.302
lighten	khantša	0.688	0.438	0.362
lightheaded	lihlooho tse khanyang	0.347	0.620	0.255
lighthouse	mohaho o motlakase	0.622	0.240	0.510
lighting	lebone	0.765	0.440	0.750
lightness	khanya	0.794	0.360	0.526
lightning	lehalima	0.429	0.683	0.595
lights	mabone	0.750	0.480	0.575
lightweight	leseli le bobebe	0.670	0.300	0.358
likable	khahleha	0.865	0.480	0.663
like	rata	0.719	0.353	0.446
likelihood	monyetla	0.760	0.469	0.542
likely	mohlomong	0.633	0.356	0.454
likeness	sebōpeho	0.688	0.410	0.561
likewise	ka ho tšoanang	0.651	0.217	0.312
liking	rata	0.963	0.604	0.589
lilac	lilac	0.688	0.180	0.357
lily	khahla	0.640	0.245	0.263
limb	leoto	0.510	0.397	0.427
limber	limber	0.688	0.729	0.673
limbo	limbo	0.385	0.284	0.309
lime	lime	0.594	0.240	0.415
limelight	khanyang	0.667	0.639	0.694
limestone	lejoe la mokoetla	0.602	0.323	0.381
limey	limey	0.469	0.347	0.415
limit	moeli	0.427	0.453	0.500
limitation	ho fokotsa	0.190	0.431	0.225
limited	e lekane	0.229	0.273	0.380
limitless	ho se na moeli	0.688	0.574	0.655
limo	limo	0.760	0.367	0.667
limousine	Limousine	0.638	0.531	0.640
limp	limp	0.393	0.440	0.172
lin	lin	0.416	0.362	0.343
line	line	0.541	0.180	0.353
lineage	lineage	0.633	0.465	0.721
lineal	lineal	0.521	0.170	0.474
linear	linear	0.646	0.250	0.472
linebacker	linebacker	0.490	0.660	0.543
lined	e koetsoe	0.438	0.367	0.424
linen	line	0.656	0.323	0.286
liner	liner	0.469	0.396	0.400
lines	mela	0.542	0.317	0.330
lineup	lenane	0.635	0.427	0.638
linger	ho lieha	0.480	0.311	0.412
lingerie	lingerie	0.543	0.463	0.308
lingering	ho lieha	0.630	0.643	0.667
lingo	lingoliloeng	0.448	0.364	0.447
lingual	lipuo tse ling	0.500	0.457	0.315
linguini	linguo	0.625	0.338	0.355
linguist	puo ea lipuo	0.583	0.330	0.634
linguistic	puo ea lipuo	0.646	0.351	0.618
linguistics	linguistics	0.552	0.390	0.618
lining	ho roala	0.571	0.363	0.472
link	link	0.427	0.264	0.491
linoleum	linoleum	0.510	0.378	0.402
lint	qeta	0.388	0.173	0.214
lion	tau	0.532	0.717	0.682
lip	lipomo	0.541	0.348	0.443
liposuction	liposuction	0.292	0.684	0.464
lipstick	molomo oa lipuo	0.653	0.429	0.306
liquefaction	ho tsuba	0.449	0.622	0.535
liquefied	liquefied	0.562	0.463	0.342
liqueur	liqueur	0.670	0.612	0.389
liquid	metsi	0.562	0.235	0.307
liquidate	hlakola	0.327	0.654	0.664
liquidation	ho tlosoa ha chelete	0.417	0.625	0.649
liquidator	mokelikeli oa metsi	0.354	0.663	0.750
liquidity	chelete	0.688	0.529	0.534
liquor	joala	0.603	0.702	0.433
lira	NO TRANSLATION	0.530	0.255	0.370
lisp	lisp	0.365	0.412	0.288
list	lenane	0.528	0.260	0.402
listen	mamela	0.771	0.360	0.445
listener	mamela	0.667	0.375	0.403
listenting	NO TRANSLATION	0.640	0.377	0.491
listing	ho thathamisa	0.438	0.273	0.432
listless	ho se na letho	0.219	0.350	0.231
listneing	NO TRANSLATION	0.531	0.370	0.433
litany	litany	0.510	0.365	0.482
liter	litha e le nngwe	0.573	0.208	0.382
literacy	ho bala le ho ngola	0.730	0.306	0.638
literal	e le hantle	0.570	0.353	0.574
literally	ka ho toba	0.571	0.353	0.673
literary	ho ngola	0.719	0.324	0.667
literature	lingoliloeng	0.708	0.250	0.598
lithe	lithe	0.656	0.596	0.602
lithium	lithium	0.417	0.330	0.430
lithograph	lithograph	0.551	0.327	0.481
lithography	lithography	0.561	0.346	0.473
lithology	lithology	0.519	0.378	0.525
lithosphere	lithosphere	0.473	0.333	0.689
litigant	tse hlahang	0.219	0.577	0.696
litigate	hlahisa	0.260	0.819	0.712
litigation	litokelo	0.388	0.760	0.602
litigator	litakatso	0.429	0.630	0.732
litigious	e le litakatso	0.360	0.736	0.632
