Word	Bosnian-bs	Valence	Arousal	Dominance
marmalade	marmelada	0.729	0.370	0.288
maroon	maroon	0.469	0.358	0.336
marooned	marooned	0.229	0.480	0.160
marquee	marquee	0.602	0.284	0.508
marquis	marquis	0.521	0.444	0.562
marred	oštetio	0.181	0.561	0.233
marriage	brak	0.844	0.684	0.750
married	oženjen	0.674	0.570	0.602
marrow	srž	0.398	0.422	0.472
marry	oženiti se	0.896	0.765	0.673
marsh	marsh	0.302	0.358	0.277
marshal	marshal	0.469	0.610	0.819
marshmallow	marshmallow	0.740	0.441	0.391
mart	mart	0.531	0.402	0.418
martial	borilački	0.480	0.710	0.737
martingale	martingale	0.469	0.510	0.455
martini	martini	0.828	0.500	0.519
martyr	mučenik	0.281	0.708	0.509
martyrdom	mučeništvo	0.323	0.745	0.442
marvel	marvel	0.961	0.755	0.866
marvellous	divno	0.878	0.809	0.849
marvelous	divno	0.948	0.637	0.778
marvelously	čudesno	0.968	0.708	0.764
marzipan	NO TRANSLATION	0.684	0.380	0.258
mascara	maskara	0.575	0.450	0.269
mascot	maskota	0.750	0.337	0.337
masculine	mužjak	0.653	0.540	0.773
masculinity	muževnost	0.583	0.670	0.851
mash	mash	0.440	0.363	0.283
mashed	pire	0.531	0.337	0.194
mask	maska	0.510	0.490	0.537
masked	maskiran	0.375	0.549	0.518
masks	maske	0.510	0.472	0.241
masochism	mazohizam	0.194	0.845	0.483
masochist	mazohista	0.164	0.784	0.353
mason	mason	0.541	0.442	0.580
masquerade	maskarada	0.431	0.633	0.446
mass	masa	0.458	0.245	0.277
massacre	masakr	0.031	0.887	0.640
massage	masaža	0.708	0.356	0.413
masses	mase	0.552	0.453	0.473
masseur	maser	0.622	0.265	0.463
masseuse	maser	0.594	0.373	0.391
massive	masivni	0.569	0.660	0.750
mast	jarbol	0.542	0.390	0.580
master	majstor	0.694	0.490	0.849
masterful	majstorski	0.854	0.510	0.960
mastermind	mastermind	0.792	0.625	0.918
masterpiece	remek-djelo	0.926	0.623	0.847
mastery	majstorstvo	0.755	0.648	0.873
masturbate	masturbirati	0.552	0.926	0.500
masturbation	masturbacija	0.542	0.961	0.509
mat	mat	0.459	0.221	0.304
matador	matador	0.224	0.880	0.667
match	utakmica	0.599	0.573	0.500
matchbook	matchbook	0.562	0.391	0.412
matching	podudaranje	0.719	0.735	0.418
matchmaker	spasitelj	0.615	0.509	0.519
mate	mate	0.847	0.417	0.669
material	materijal	0.521	0.363	0.439
materialism	materijalizam	0.220	0.390	0.556
materialist	materijalista	0.255	0.491	0.504
materialistic	materijalistički	0.420	0.506	0.589
materiality	materijalnost	0.417	0.450	0.636
materialize	materijalizirati	0.688	0.596	0.728
materially	materijalno	0.490	0.451	0.670
materials	materijali	0.633	0.361	0.473
materiel	materiel	0.531	0.294	0.417
maternal	majčinski	0.847	0.417	0.634
maternity	materinstvo	0.865	0.480	0.622
math	matematika	0.417	0.375	0.600
mathematical	matematički	0.620	0.500	0.548
mathematician	matematičar	0.541	0.418	0.773
mathematics	matematika	0.438	0.435	0.664
matinee	matinee	0.694	0.578	0.447
mating	parenje	0.755	0.840	0.759
matriculation	matriculation	0.622	0.490	0.675
matrimony	brak	0.850	0.637	0.843
matrix	matrica	0.551	0.378	0.673
matron	Matron	0.520	0.519	0.555
matted	zategnuti	0.281	0.519	0.393
matter	stvar	0.487	0.353	0.562
matting	matiranje	0.479	0.405	0.423
mattress	dušek	0.612	0.255	0.397
maturation	zrelost	0.612	0.439	0.698
mature	zreo	0.625	0.347	0.600
maturity	zrelost	0.827	0.400	0.806
maudlin	maudlin	0.337	0.417	0.368
mausoleum	mauzolej	0.344	0.281	0.594
mauve	mauve	0.533	0.330	0.314
maverick	maverick	0.354	0.676	0.409
maxim	maxim	0.875	0.562	0.887
maximize	maksimizirati	0.823	0.765	0.792
maximum	maksimum	0.724	0.724	0.852
may	može	0.704	0.273	0.245
mayday	majski dan	0.344	0.643	0.423
mayflower	mayflower	0.690	0.463	0.429
mayhem	Zločin	0.188	0.870	0.364
mayonnaise	majonez	0.510	0.320	0.222
mayor	gradonačelnik	0.469	0.481	0.818
maze	labirint	0.438	0.608	0.444
mead	mead	0.667	0.337	0.441
meadow	livada	0.622	0.130	0.382
meager	skroman	0.144	0.389	0.281
meal	obrok	0.833	0.461	0.473
mean	Znači	0.440	0.467	0.620
meander	meander	0.480	0.443	0.454
meandering	meandering	0.427	0.644	0.539
meanie	meanie	0.388	0.420	0.404
meaning	značenje	0.663	0.395	0.625
meaningful	smisleno	0.770	0.500	0.802
meaningless	besmisleno	0.156	0.314	0.143
meanness	pomilovanja	0.102	0.694	0.368
means	znači	0.615	0.373	0.460
meantime	Medjuvremenu	0.432	0.222	0.300
measles	ošpore	0.092	0.635	0.422
measurable	merljiv	0.604	0.410	0.602
measure	mjeru	0.510	0.375	0.365
measured	mjereno	0.542	0.265	0.578
measurement	merenje	0.622	0.418	0.491
measuring	mjerenje	0.448	0.337	0.529
measuring cup	mjerna čaša	0.557	0.343	0.377
measuring tape	mjerna traka	0.337	0.280	0.327
meat	meso	0.612	0.421	0.413
meatball	meatball	0.612	0.279	0.343
meathead	meso	0.306	0.534	0.490
meatloaf	meso	0.625	0.389	0.375
mechanic	mehaničar	0.571	0.433	0.566
mechanical	mehanički	0.479	0.569	0.564
mechanics	mehanike	0.542	0.500	0.761
mechanism	mehanizam	0.573	0.583	0.664
med	NO TRANSLATION	0.375	0.429	0.606
medal	medalja	0.854	0.555	0.746
medallion	medaljon	0.750	0.510	0.710
medallist	medalja	0.796	0.821	0.897
meddle	meddle	0.302	0.770	0.526
meddling	mešanje	0.245	0.600	0.461
media	mediji	0.500	0.330	0.464
medial	medijalni	0.458	0.340	0.429
median	median	0.459	0.216	0.375
mediate	posredovati	0.635	0.308	0.654
mediation	medijacija	0.661	0.350	0.657
mediator	mediator	0.592	0.438	0.580
medic	medic	0.500	0.472	0.585
medical	medicinski	0.583	0.373	0.616
medicate	NO TRANSLATION	0.417	0.375	0.546
medication	lekovi	0.615	0.439	0.500
medicinal	medicinski	0.667	0.417	0.614
medicine	medicine	0.708	0.318	0.679
medieval	srednjovekovni	0.560	0.408	0.455
mediocre	mediocre	0.188	0.481	0.149
mediocrity	mediocrity	0.073	0.398	0.225
meditate	meditirati	0.812	0.146	0.564
meditating	meditiranje	0.718	0.185	0.399
meditation	meditacija	0.786	0.120	0.478
meditative	meditativan	0.614	0.120	0.454
mediterranean	mediteranski	0.663	0.454	0.545
medium	srednje	0.559	0.356	0.358
medley	medley	0.487	0.352	0.400
meek	krotko	0.531	0.150	0.198
meet	upoznaj	0.760	0.510	0.580
meeting	sastanak	0.750	0.569	0.613
mega	mega	0.724	0.538	0.723
meh	meh	0.380	0.286	0.365
melancholic	melanholični	0.181	0.306	0.277
melancholy	melanholija	0.188	0.260	0.237
melee	melee	0.541	0.704	0.611
mellow	mellow	0.633	0.069	0.265
melodious	melodično	0.932	0.530	0.587
melodrama	melodrama	0.378	0.830	0.446
melodramatic	melodramski	0.235	0.692	0.368
melody	melodija	0.847	0.434	0.405
melon	dinja	0.461	0.231	0.271
melt	rastopiti	0.448	0.615	0.312
meltdown	taloženje	0.629	0.657	0.602
melting	topljenje	0.592	0.470	0.538
member	član	0.698	0.333	0.555
membership	članstvo	0.698	0.411	0.778
membrane	membrana	0.406	0.430	0.418
memento	memento	0.708	0.360	0.536
memo	memo	0.625	0.235	0.407
memoir	memoir	0.750	0.242	0.553
memorabilia	memorabilia	0.780	0.412	0.491
memorable	nezaboravno	0.939	0.510	0.769
memorandum	memorandum	0.600	0.500	0.639
memorial	spomenik	0.602	0.304	0.600
memorials	spomenici	0.771	0.333	0.679
memories	sećanja	0.963	0.487	0.510
memoriesiwontforget	NO TRANSLATION	0.635	0.542	0.455
memorize	zapamtite	0.520	0.451	0.716
memory	memorije	0.792	0.378	0.573
menace	pretnja	0.125	0.894	0.759
menacing	preteći	0.042	0.880	0.643
menagerie	menažeri	0.573	0.480	0.538
mend	popravi	0.542	0.436	0.602
mending	popravljanje	0.500	0.633	0.657
menial	Menial	0.490	0.420	0.352
meningitis	meningitis	0.104	0.612	0.407
meniscus	meniskus	0.323	0.330	0.453
menopause	menopauza	0.204	0.460	0.306
menses	mens	0.163	0.686	0.331
menstrual	menstrualni	0.408	0.519	0.435
mental	mentalno	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	mentalitet	0.711	0.415	0.726
menthol	mentol	0.490	0.292	0.433
mention	pomene	0.562	0.365	0.562
mentor	mentor	0.719	0.455	0.777
menu	meni	0.633	0.333	0.385
meow	mjau	0.510	0.510	0.412
mercantile	merkantilna	0.480	0.490	0.713
mercenary	plaćenik	0.245	0.837	0.673
merchandise	roba	0.594	0.460	0.621
merchant	trgovac	0.675	0.500	0.620
merciful	milosrdno	0.854	0.346	0.500
merciless	nemilosrdno	0.062	0.880	0.634
mercurial	mercurial	0.490	0.546	0.518
mercury	živa	0.337	0.312	0.475
mercy	milost	0.719	0.229	0.500
mere	samo	0.396	0.221	0.176
merengue	merengue	0.688	0.519	0.442
merge	spoji se	0.760	0.480	0.733
merger	spajanje	0.592	0.490	0.642
meridian	meridijan	0.510	0.324	0.558
meridional	meridional	0.365	0.290	0.600
meringue	meringue	0.625	0.580	0.411
merit	merit	0.854	0.500	0.722
meritorious	meritorious	0.781	0.618	0.855
mermaid	sirena	0.765	0.623	0.452
merriment	veselje	0.948	0.721	0.632
merry	vesel	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	mesa	0.604	0.191	0.319
mescaline	mescaline	0.490	0.580	0.415
mesh	mreža	0.429	0.235	0.371
meshes	mreže	0.440	0.363	0.362
mesmerized	mesmerizovan	0.520	0.552	0.421
mess	nered	0.143	0.843	0.273
message	poruka	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	messenger	0.694	0.434	0.500
messiah	messiah	0.781	0.634	0.800
messy	neuredan	0.260	0.635	0.140
metabolic	metabolički	0.408	0.531	0.559
metabolism	metabolizam	0.698	0.509	0.555
metal	metal	0.551	0.429	0.547
metallic	metalik	0.615	0.330	0.607
metallurgy	metalurgija	0.396	0.509	0.587
metamorphosis	metamorfoza	0.541	0.571	0.613
metaphor	metafora	0.562	0.280	0.470
metaphorical	metaforičan	0.500	0.412	0.480
metaphysical	metafizički	0.630	0.573	0.686
metaphysics	metafizika	0.561	0.396	0.588
metastasis	metastaze	0.177	0.646	0.452
meteor	meteor	0.398	0.714	0.737
meteoric	meteor	0.590	0.802	0.684
meteorite	meteorit	0.385	0.794	0.750
meteorological	meteorološki	0.635	0.557	0.556
meteorology	meteorologija	0.630	0.418	0.689
meter	metar	0.438	0.300	0.463
meth	meth	0.354	0.564	0.340
methadone	metadon	0.240	0.540	0.453
methane	metan	0.290	0.460	0.569
methanol	metanol	0.292	0.500	0.570
method	metoda	0.640	0.275	0.698
methodical	metodički	0.663	0.360	0.745
methodology	metodologija	0.664	0.327	0.745
meticulous	precizan	0.555	0.480	0.555
metime	metime	0.531	0.398	0.417
metric	metrički	0.519	0.248	0.573
metrical	metrički	0.521	0.375	0.482
metrology	metrologija	0.531	0.432	0.439
metropolis	metropola	0.656	0.625	0.779
metropolitan	metropola	0.387	0.408	0.723
mettle	mettle	0.667	0.529	0.750
mew	mew	0.418	0.481	0.380
mezzanine	mezzanine	0.479	0.427	0.404
mica	mica	0.531	0.250	0.314
mick	mick	0.449	0.451	0.382
micro	mikro	0.500	0.270	0.250
microbe	mikrob	0.255	0.450	0.340
microbiology	mikrobiologija	0.571	0.378	0.560
microchip	mikročip	0.551	0.358	0.432
microcosm	mikrokozmos	0.500	0.500	0.520
microfilm	mikrofilm	0.469	0.352	0.412
microgram	mikrogram	0.448	0.286	0.355
micrometer	mikrometar	0.573	0.358	0.394
micron	mikron	0.375	0.291	0.315
microphone	mikrofon	0.551	0.431	0.462
microscope	mikroskop	0.531	0.330	0.464
microscopic	mikroskopski	0.360	0.327	0.433
microscopically	mikroskopski	0.623	0.370	0.412
microscopy	mikroskopija	0.500	0.339	0.455
microwave	mikrovalna pećnica	0.542	0.497	0.443
mid	sredinom	0.500	0.315	0.356
midair	midair	0.633	0.413	0.455
midday	podne	0.658	0.250	0.403
middle	srednji	0.458	0.157	0.300
middleman	posrednik	0.500	0.404	0.452
middleweight	srednja	0.510	0.302	0.428
midget	mali	0.396	0.295	0.254
midland	Midland	0.521	0.402	0.456
midlife	srednji život	0.594	0.244	0.473
midline	midline	0.332	0.224	0.330
midnight	Ponoć	0.562	0.470	0.545
midshipman	midshipman	0.469	0.615	0.785
midst	sredinom	0.324	0.275	0.296
midsummer	polumjesec	0.781	0.480	0.492
midterm	midterm	0.427	0.337	0.425
midtown	Midtown	0.479	0.442	0.538
midway	na pola puta	0.459	0.316	0.304
midwife	babica	0.531	0.570	0.453
midwifery	babica	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	miffed	0.204	0.726	0.429
mighty	moćan	0.855	0.837	0.936
mignon	mignon	0.551	0.440	0.423
migraine	migrena	0.135	0.783	0.318
migrate	migrirati	0.415	0.580	0.454
migration	migracija	0.492	0.731	0.566
migratory	migratorno	0.448	0.521	0.491
mike	mike	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	blago	0.635	0.198	0.216
mildew	membrana	0.344	0.250	0.241
mildness	blagost	0.827	0.226	0.311
mile	milje	0.521	0.417	0.456
mileage	kilometraža	0.510	0.458	0.562
milestone	prekretnica	0.719	0.373	0.558
militant	militantno	0.418	0.667	0.750
militants	militantima	0.260	0.673	0.652
military	vojska	0.396	0.710	0.875
militia	milicija	0.396	0.729	0.769
milk	mlijeko	0.817	0.270	0.327
milkman	milkman	0.750	0.380	0.304
milkshake	milkshake	0.796	0.521	0.330
milky	mlečno	0.517	0.283	0.311
mill	mlin	0.531	0.382	0.347
millennium	milenijum	0.573	0.398	0.760
milligram	miligram	0.429	0.217	0.302
millimeter	milimetar	0.427	0.177	0.360
million	miliona	0.776	0.647	0.812
millionaire	milioner	0.917	0.755	0.850
millionth	milioniti	0.635	0.528	0.611
millstone	mlin	0.510	0.433	0.492
mime	mime	0.455	0.235	0.302
mimic	mimik	0.557	0.587	0.391
mimicking	imitirajući	0.316	0.433	0.364
mimicry	mimikrija	0.420	0.337	0.472
mince	mince	0.417	0.529	0.378
mincemeat	mincemeat	0.396	0.435	0.358
mind	um	0.650	0.388	0.627
minded	minded	0.656	0.394	0.627
mindful	mindful	0.765	0.450	0.725
mindfulness	mindfulness	0.729	0.635	0.745
mindless	bezumni	0.184	0.333	0.153
mine	moj	0.688	0.418	0.578
minefield	minsko polje	0.188	0.839	0.684
miner	rudar	0.408	0.594	0.644
mineral	mineral	0.519	0.287	0.605
mineralogy	mineralogija	0.551	0.408	0.545
mingle	mingle	0.561	0.480	0.434
mingled	izmešani	0.521	0.392	0.357
mini	mini	0.421	0.324	0.221
miniature	minijaturno	0.429	0.292	0.204
minibus	minibus	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	minimalno	0.448	0.147	0.206
minimize	minimizirati	0.360	0.236	0.311
minimized	minimiziran	0.458	0.137	0.208
minimum	minimum	0.380	0.198	0.194
mining	rudarstvo	0.633	0.598	0.554
minion	minion	0.490	0.430	0.167
minister	ministar	0.547	0.441	0.892
ministerial	ministarski	0.571	0.519	0.660
ministry	ministarstvo	0.510	0.346	0.717
minivan	minivan	0.592	0.356	0.452
mink	mink	0.560	0.515	0.430
minnow	minnow	0.541	0.367	0.364
minor	minor	0.250	0.235	0.175
minority	manjina	0.310	0.332	0.211
minstrel	minstrel	0.458	0.541	0.397
mint	mente	0.688	0.221	0.345
minty	minty	0.635	0.292	0.361
minuscule	minuskule	0.396	0.286	0.214
minute	minut	0.582	0.279	0.356
minutiae	minijature	0.323	0.257	0.316
minx	minx	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	čudo	0.917	0.607	0.806
miracles	čuda	0.922	0.735	0.692
miraculous	čudesan	0.875	0.706	0.812
mirage	mirage	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	ogledalo	0.677	0.310	0.438
mirth	veselje	0.888	0.640	0.608
misappropriation	zloupotreba	0.097	0.831	0.500
misbehave	pogrešno ponašanje	0.020	0.847	0.304
misbehavior	loše ponašanje	0.031	0.704	0.269
miscalculation	pogrešno izračunavanje	0.177	0.490	0.353
miscarriage	pobačaj	0.042	0.781	0.312
miscellaneous	razno	0.531	0.321	0.196
miscellany	miscellany	0.500	0.412	0.384
mischief	Nestašluk	0.385	0.834	0.292
mischievous	neumoljivo	0.439	0.804	0.472
misconception	zabluda	0.210	0.557	0.291
misconduct	loše ponašanje	0.061	0.667	0.304
misdemeanor	prekršaj	0.210	0.640	0.364
misdirection	pogrešno upućivanje	0.131	0.710	0.281
miser	mizer	0.208	0.633	0.311
miserable	mizeran	0.062	0.461	0.188
miserably	očajnički	0.280	0.545	0.150
misery	beda	0.146	0.378	0.158
misfire	neuspjeh	0.153	0.453	0.200
misfit	pogrešno	0.173	0.500	0.393
misfortune	nesreća	0.094	0.780	0.311
misguided	pogrešno	0.280	0.531	0.259
mishap	pogrešno	0.071	0.654	0.227
misinformed	pogrešno informisano	0.156	0.567	0.250
misinterpretation	pogrešno tumačenje	0.112	0.556	0.360
mislead	pogrešno	0.167	0.765	0.412
misleading	pogrešno	0.070	0.660	0.272
misled	zaveden	0.177	0.606	0.353
mismanagement	loše upravljanje	0.094	0.520	0.295
mismatch	neusklađenost	0.250	0.459	0.282
mismatched	neusklađen	0.250	0.557	0.302
misnomer	pogrešno	0.296	0.528	0.284
misplace	misplace	0.229	0.461	0.191
misplaced	nepravilno	0.247	0.450	0.324
misread	pogrešno pročitan	0.115	0.558	0.315
misrepresent	pogrešno predstavljanje	0.198	0.542	0.418
misrepresentation	pogrešno predstavljanje	0.323	0.618	0.518
misrepresented	pogrešno predstavljen	0.042	0.519	0.466
miss	nedostajati	0.573	0.490	0.408
missile	projektil	0.240	0.830	0.764
missiles	rakete	0.070	0.922	0.830
missing	nestala	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	misija	0.765	0.633	0.870
missionary	misionar	0.729	0.404	0.596
misspell	misspell	0.292	0.423	0.281
misstatement	pogrešno prikazivanje	0.302	0.547	0.221
missy	missy	0.521	0.480	0.333
mist	magla	0.375	0.194	0.221
mistake	greška	0.208	0.585	0.102
mistaken	pogrešno	0.131	0.630	0.212
mister	gospodin	0.604	0.406	0.663
mistletoe	imela	0.542	0.470	0.324
mistreated	maltretiran	0.010	0.792	0.200
mistress	ljubavnica	0.630	0.796	0.694
mistrial	mistrial	0.427	0.539	0.536
mistrust	nepoverenje	0.135	0.657	0.231
misty	mistican	0.427	0.451	0.278
misunderstand	pogrešno shvatate	0.177	0.548	0.382
misunderstanding	nesporazum	0.112	0.618	0.284
misunderstood	pogrešno shvaćen	0.177	0.625	0.309
misuse	zloupotreba	0.083	0.560	0.196
mite	mite	0.290	0.584	0.271
miter	miter	0.458	0.500	0.414
mitigate	ublažiti	0.506	0.427	0.456
mitigating	ublažavanje	0.551	0.520	0.600
mitigation	ublažavanje	0.448	0.527	0.423
mitt	mitt	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	mitzvah	0.422	0.610	0.409
mix	mix	0.542	0.490	0.472
mixed	pomešano	0.510	0.346	0.444
mixedemotions	mixedemotions	0.440	0.673	0.430
mixer	mikser	0.562	0.500	0.556
mixture	mešavina	0.546	0.360	0.481
mnemonic	mnemonic	0.531	0.480	0.452
moan	moan	0.357	0.735	0.352
moat	rov	0.398	0.380	0.314
mob	mob	0.296	0.788	0.567
mobile	mobilni	0.615	0.569	0.481
mobility	mobilnost	0.700	0.596	0.654
mobilization	mobilizacija	0.688	0.720	0.787
mobilize	mobilizirati	0.604	0.684	0.727
mobster	mafijaš	0.188	0.870	0.638
mocha	mocha	0.500	0.396	0.311
mock	mock	0.360	0.606	0.618
mocked	ispražnjen	0.225	0.746	0.204
mockery	ismevanje	0.094	0.806	0.181
mocking	mocking	0.082	0.755	0.394
mockingbird	mockingbird	0.513	0.337	0.423
mod	mod	0.458	0.367	0.384
modal	modal	0.592	0.264	0.461
modality	modality	0.633	0.404	0.527
mode	mod	0.531	0.185	0.367
model	model	0.607	0.388	0.723
modeler	modeler	0.500	0.510	0.730
modeling	modeliranje	0.684	0.404	0.490
modem	modem	0.573	0.355	0.500
moderate	umereno	0.582	0.190	0.453
moderate anticipation	umereno očekivanje	0.667	0.451	0.574
moderate disgust	umereno odugovlačenje	0.229	0.558	0.381
moderate negative	umereno negativan	0.177	0.500	0.306
moderate positive	umereno pozitivan	0.896	0.453	0.753
moderate surprise	umereno iznenađenje	0.776	0.663	0.637
moderate trust	umereno poverenje	0.677	0.350	0.773
moderately	umereno	0.604	0.264	0.500
moderating	moderiranje	0.667	0.402	0.783
moderation	moderation	0.531	0.240	0.453
moderator	moderator	0.519	0.354	0.802
modern	moderno	0.855	0.423	0.691
modernism	modernizam	0.760	0.553	0.703
modest	skroman	0.760	0.130	0.412
modesty	skromnost	0.778	0.240	0.500
modicum	modikum	0.234	0.417	0.327
modifiable	modifikovan	0.541	0.422	0.373
modification	modifikacija	0.480	0.520	0.625
modified	modifikovan	0.561	0.458	0.693
modify	modifikujte	0.458	0.584	0.625
modulate	modulirati	0.673	0.343	0.555
modulation	modulacija	0.458	0.365	0.565
module	modul	0.582	0.388	0.571
modulus	modul	0.622	0.304	0.481
mogul	mogul	0.510	0.652	0.865
moiety	deo	0.378	0.343	0.454
moist	vlažan	0.470	0.316	0.386
moisture	vlaga	0.406	0.398	0.327
moisturizer	ovlaživač	0.750	0.280	0.386
molar	molar	0.544	0.426	0.350
molasses	melase	0.490	0.269	0.286
mold	kalup	0.330	0.274	0.402
molded	oblikovani	0.667	0.361	0.373
molding	moulding	0.552	0.308	0.546
moldy	plesni	0.235	0.387	0.250
mole	mol	0.436	0.377	0.352
molecular	molekularno	0.495	0.440	0.536
molecule	molekula	0.531	0.259	0.375
molest	molest	0.133	0.816	0.319
molestation	zlostavljanje	0.102	0.808	0.407
molester	molester	0.143	0.811	0.478
molten	rastopljen	0.417	0.490	0.339
mom	mama	0.927	0.336	0.639
moment	momenat	0.604	0.435	0.509
momentary	trenutno	0.562	0.271	0.330
momentous	važan	0.792	0.587	0.760
momentum	momentum	0.663	0.750	0.688
momma	momma	0.833	0.412	0.527
mommy	mama	0.854	0.353	0.422
monad	monad	0.510	0.482	0.451
monarch	monarh	0.583	0.559	0.870
monarchy	monarhija	0.450	0.557	0.870
monastery	manastir	0.694	0.183	0.726
monastic	monaški	0.438	0.314	0.676
monetary	monetarno	0.583	0.494	0.716
money	novac	0.844	0.608	0.827
mongoloid	mongoloid	0.177	0.364	0.317
mongoose	mongoose	0.327	0.380	0.546
mongrel	mongrel	0.425	0.438	0.395
monitor	monitor	0.490	0.298	0.538
monk	monah	0.472	0.208	0.439
monkey	majmun	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	monohromatski	0.312	0.292	0.339
monogamous	monogamna	0.510	0.335	0.402
monogamy	monogamija	0.542	0.380	0.455
monogram	monogram	0.480	0.210	0.425
monogrammed	monogramiran	0.503	0.270	0.402
monograph	monografija	0.500	0.242	0.481
monolayer	monolojer	0.427	0.294	0.433
monolith	monolit	0.429	0.327	0.500
monologue	monolog	0.500	0.284	0.534
monopolist	monopolist	0.330	0.590	0.725
monopoly	monopol	0.449	0.509	0.640
monotonous	monotono	0.354	0.221	0.400
monotony	monotonija	0.398	0.135	0.353
monoxide	monoksid	0.433	0.430	0.490
monsieur	Monsieur	0.552	0.340	0.623
monsoon	monsun	0.358	0.600	0.481
monster	čudovište	0.133	0.935	0.596
monstrosity	monstrosnost	0.094	0.933	0.611
monstrous	monstruozno	0.094	0.942	0.649
montage	montaža	0.438	0.520	0.388
monte	monte	0.589	0.330	0.391
month	mesec	0.688	0.255	0.411
monthly	mesečno	0.622	0.314	0.364
monument	spomenik	0.833	0.404	0.811
monumental	monumentalan	0.656	0.594	0.955
moo	moo	0.438	0.355	0.300
mooch	mooch	0.378	0.413	0.309
mood	raspoloženje	0.720	0.500	0.500
moods	raspoloženja	0.578	0.633	0.491
moody	Moody	0.245	0.811	0.595
moon	mesec	0.673	0.233	0.547
moonbeam	moonbeam	0.700	0.290	0.491
moonlight	mesečinu	0.865	0.264	0.409
moonlit	moonlit	0.873	0.269	0.508
moonshine	moonshine	0.633	0.389	0.491
moonstruck	moonstruck	0.583	0.438	0.407
moonwalk	moonwalk	0.615	0.586	0.525
moor	moor	0.311	0.464	0.378
moored	moored	0.344	0.500	0.417
mooring	privezivanje	0.323	0.490	0.444
