Word	Javanese-jw	Valence	Arousal	Dominance
palette	palette	0.590	0.333	0.205
pall	pall	0.277	0.387	0.394
palladium	palladium	0.470	0.380	0.393
pallet	pallet	0.604	0.241	0.349
palliative	paliatif	0.548	0.394	0.518
palm	sawit	0.531	0.194	0.340
palmer	palmer	0.480	0.269	0.413
palomino	palomino	0.616	0.349	0.396
palpable	palpable	0.552	0.343	0.611
palpitations	palpitations	0.417	0.702	0.528
palsy	palsy	0.083	0.446	0.221
paltry	gampang	0.333	0.491	0.320
pamper	pamper	0.792	0.321	0.348
pamphlet	pamphlet	0.530	0.250	0.327
pan	telusur	0.734	0.182	0.364
panacea	panacea	0.420	0.427	0.613
panache	panache	0.510	0.363	0.306
pancake	pancake	0.802	0.274	0.364
pancakes	pancake	0.844	0.373	0.402
pancreas	pancreas	0.469	0.302	0.366
panda	panda	0.646	0.194	0.406
pandemic	pandemi	0.160	0.790	0.544
pandemonium	pandemonium	0.229	0.885	0.500
pane	panel	0.385	0.250	0.444
panel	panel	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	panhandle	0.441	0.431	0.414
panic	panik	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	panicked	0.100	0.949	0.260
panicking	panicking	0.094	0.882	0.333
panicky	panicky	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	panorama	0.719	0.402	0.625
panoramic	panorama	0.542	0.462	0.684
pansy	pansy	0.653	0.283	0.589
pant	pant	0.448	0.463	0.409
pantheon	pantheon	0.144	0.410	0.610
panther	panther	0.303	0.594	0.682
panties	panties	0.594	0.529	0.312
pantomime	pantomime	0.552	0.481	0.385
pantry	pantry	0.622	0.294	0.312
pants	celana	0.673	0.320	0.333
panty	panty	0.451	0.557	0.303
pantyhose	pantyhose	0.570	0.539	0.250
pap	pap	0.438	0.403	0.302
papa	papa	0.656	0.340	0.527
papacy	kepausan	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	papaya	0.630	0.306	0.300
paper	kertas	0.520	0.123	0.293
paperback	paperback	0.633	0.269	0.314
paperboy	paperboy	0.521	0.490	0.471
paperweight	paperweight	0.421	0.278	0.433
paperwork	dokumen	0.448	0.355	0.422
paprika	paprika	0.417	0.250	0.264
papyrus	papyrus	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	pasemon	0.479	0.357	0.525
parabola	parabola	0.542	0.413	0.620
parabolic	parabolic	0.459	0.509	0.500
parachute	parachute	0.562	0.787	0.564
parade	arakan	0.792	0.685	0.509
paradigm	paradigma	0.573	0.429	0.779
paradise	swarga	0.875	0.540	0.796
paradox	paradoks	0.417	0.442	0.482
paradoxical	paradoxical	0.406	0.547	0.433
paraffin	paraffin	0.426	0.291	0.343
paragon	paragon	0.490	0.431	0.473
paragraph	paragraf	0.510	0.164	0.269
parakeet	parakeet	0.576	0.387	0.227
paralegal	paralegal	0.479	0.470	0.519
parallax	parallax	0.437	0.394	0.471
parallel	podo karo	0.568	0.284	0.465
parallelism	parallelism	0.549	0.363	0.527
paralysis	paralysis	0.156	0.500	0.305
paralyze	nglumpukake	0.188	0.367	0.471
paralyzed	lumpuh	0.194	0.480	0.198
paramedic	paramedic	0.673	0.464	0.636
paramedics	paramedics	0.479	0.594	0.712
paramilitary	paramilitary	0.154	0.804	0.727
paramount	paling penting	0.771	0.615	0.902
paranoia	paranoia	0.146	0.841	0.407
paranoid	paranoid	0.122	0.918	0.364
paranormal	paranormal	0.167	0.814	0.560
parapet	parapet	0.450	0.356	0.279
paraphernalia	paraphernalia	0.443	0.726	0.509
paraphrase	paraphrase	0.500	0.375	0.444
paraplegic	paraplegic	0.188	0.441	0.321
parasite	parasit	0.092	0.442	0.324
parasitic	parasitic	0.037	0.600	0.364
parasol	parasol	0.604	0.255	0.304
parcel	bungkus	0.660	0.324	0.411
parcels	parcels	0.551	0.445	0.418
parched	garing	0.250	0.235	0.255
parchment	parchment	0.615	0.228	0.455
pardon	ngapura	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	parenchyma	0.500	0.399	0.595
parent	wong tuwa	0.812	0.357	0.860
parentage	parentage	0.903	0.382	0.595
parental	parental	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	ngguyu	0.490	0.327	0.391
parenthood	mbesuk	0.750	0.630	0.782
parenting	parenting	0.812	0.520	0.676
pariah	pariah	0.397	0.478	0.293
parietal	parietal	0.481	0.333	0.491
paring	nggoleki	0.429	0.441	0.324
parish	paroki	0.698	0.354	0.582
parity	keseimbangn	0.582	0.406	0.407
park	taman	0.816	0.343	0.414
parka	parka	0.469	0.481	0.395
parking	parkir	0.777	0.469	0.510
parkinsons	parkinsons	0.104	0.570	0.373
parlance	parlance	0.510	0.350	0.462
parlay	ngguyu	0.469	0.611	0.483
parliament	parlemen	0.573	0.540	0.858
parliamentary	parlemen	0.490	0.554	0.755
parlor	parlor	0.500	0.327	0.366
parmesan	parmesan	0.698	0.321	0.382
parody	parodi	0.561	0.651	0.375
parole	parole	0.388	0.620	0.526
parquet	parket	0.541	0.240	0.422
parrot	Betik	0.588	0.333	0.292
parry	parry	0.510	0.404	0.436
parse	parse	0.469	0.456	0.667
parsimonious	parsimonious	0.417	0.312	0.446
parsimony	parsimony	0.449	0.280	0.403
parsley	parsley	0.458	0.170	0.291
parson	parson	0.583	0.250	0.615
part	bagean	0.663	0.278	0.360
partake	partake	0.755	0.656	0.629
partial	sebagean	0.429	0.324	0.348
partiality	partiality	0.375	0.380	0.490
partially	sebagian	0.418	0.368	0.396
participant	peserta	0.712	0.598	0.613
participate	melu	0.755	0.580	0.684
participation	partisipasi	0.781	0.700	0.702
particle	partikel	0.521	0.265	0.438
particular	tartamtu	0.562	0.402	0.552
particularity	particularitas	0.670	0.434	0.586
particulars	kasunyatan	0.604	0.348	0.525
parting	parting	0.260	0.542	0.353
partisan	partisan	0.615	0.549	0.669
partisanship	partisanship	0.438	0.566	0.551
partition	partisi	0.615	0.469	0.567
partly	sebagean	0.415	0.410	0.396
partner	partner	0.673	0.302	0.586
partnership	kemitraan	0.786	0.387	0.545
partridge	partridge	0.583	0.415	0.250
parts	bagean	0.459	0.327	0.392
party	pesta	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	pass	0.510	0.324	0.362
passable	passable	0.688	0.337	0.633
passage	wacana	0.429	0.314	0.370
passageway	passageway	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	penumpang	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	maringaken	0.458	0.298	0.509
passion	semangat	0.854	0.865	0.728
passionate	hasrat	0.990	0.827	0.731
passive	pasif	0.420	0.116	0.241
passivity	pasif	0.241	0.115	0.246
passkey	passkey	0.646	0.500	0.791
passport	paspor	0.653	0.457	0.682
password	sandi	0.390	0.356	0.559
past	Mbiyen	0.490	0.422	0.311
pasta	pasta	0.615	0.306	0.375
paste	tempel	0.500	0.556	0.500
pastel	pastel	0.719	0.357	0.367
pastime	pastime	0.677	0.353	0.443
pastor	pastor	0.698	0.236	0.746
pastrami	pastrami	0.542	0.415	0.348
pastry	pastry	0.870	0.407	0.419
pasture	pastur	0.688	0.145	0.170
pasty	pasty	0.479	0.363	0.375
pat	pat	0.418	0.377	0.340
patch	tembelan	0.439	0.288	0.283
patchwork	patchwork	0.500	0.260	0.325
pate	pate	0.406	0.260	0.260
patella	patela	0.430	0.260	0.342
patent	paten	0.724	0.391	0.609
patented	paten	0.571	0.422	0.685
paternal	paternal	0.776	0.353	0.755
paternity	paternity	0.704	0.590	0.806
path	path	0.590	0.245	0.421
pathetic	nyenengake	0.088	0.464	0.139
pathological	pathologi	0.220	0.602	0.580
pathologist	pathologist	0.354	0.552	0.585
pathology	patologi	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	pathway	0.646	0.410	0.519
patience	sabar	0.771	0.125	0.387
patient	sabar	0.583	0.193	0.340
patio	teras	0.562	0.245	0.402
patriarch	patriarch	0.592	0.448	0.898
patriarchal	patriarchal	0.531	0.500	0.857
patrimony	wewenang	0.719	0.406	0.740
patriot	patriot	0.771	0.635	0.886
patriotic	patriotik	0.875	0.509	0.933
patriotism	patriotisme	0.708	0.635	0.848
patrol	patroli	0.427	0.664	0.736
patrolman	patroli	0.469	0.731	0.884
patron	patron	0.583	0.451	0.870
patronage	patronage	0.583	0.490	0.583
patronising	patronizing	0.439	0.455	0.582
patronize	patronize	0.430	0.451	0.591
patronizing	patronizing	0.542	0.365	0.529
patter	nesu	0.312	0.635	0.451
pattern	pola	0.479	0.422	0.664
paucity	paucity	0.153	0.453	0.175
pauper	pauper	0.260	0.347	0.151
pause	ngaso	0.429	0.188	0.264
pave	pave	0.594	0.490	0.509
pavement	dalan pinggiran	0.460	0.353	0.475
pavilion	paviliun	0.583	0.500	0.770
paving	paving	0.408	0.469	0.545
paw	paw	0.417	0.360	0.286
pawn	pawn	0.390	0.321	0.187
pawnshop	pawnshop	0.396	0.439	0.519
pax	pax	0.551	0.421	0.473
pay	mbayar	0.514	0.588	0.592
payable	payable	0.385	0.480	0.606
payback	payback	0.459	0.500	0.567
paycheck	paycheck	0.896	0.630	0.652
payday	payday	0.833	0.741	0.571
payer	payer	0.313	0.630	0.638
payload	payload	0.612	0.510	0.682
payment	pembayaran	0.629	0.452	0.643
payoff	payoff	0.740	0.644	0.673
payout	payout	0.646	0.600	0.575
payphone	payphone	0.469	0.360	0.370
payroll	payroll	0.521	0.360	0.549
pea	kacang	0.580	0.275	0.298
peace	tentrem	0.939	0.156	0.613
peaceable	tentrem	0.776	0.134	0.453
peaceful	tentrem	0.867	0.108	0.569
peacefully	tentrem	0.901	0.190	0.639
peacekeeper	peacekeeper	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	peacetime	0.949	0.180	0.579
peach	peach	0.704	0.480	0.272
peachy	peachy	0.755	0.479	0.388
peacock	merak	0.786	0.449	0.458
peak	puncak	0.500	0.345	0.431
peaked	muncak	0.677	0.704	0.857
peanut	kacang	0.646	0.202	0.246
peanuts	peanuts	0.542	0.294	0.324
pear	pear	0.677	0.158	0.241
pearl	mutiara	0.905	0.425	0.642
pearly	pearly	0.635	0.337	0.373
peas	Kacang polong	0.542	0.283	0.310
peasant	petani	0.530	0.275	0.407
peat	peat	0.333	0.655	0.504
pebble	pebble	0.354	0.353	0.287
pecan	pecah	0.552	0.316	0.358
peck	peck	0.202	0.530	0.321
pecker	pecker	0.459	0.509	0.375
peculiar	aneh	0.600	0.491	0.564
peculiarities	peculiarities	0.511	0.460	0.528
peculiarity	peculiaritas	0.439	0.452	0.652
peculiarly	peculiarly	0.615	0.450	0.454
pecuniary	dhuwit	0.490	0.490	0.500
pedal	pedal	0.500	0.320	0.342
pedantic	pedantic	0.229	0.608	0.253
peddle	ngedol	0.539	0.549	0.538
peddler	peddler	0.408	0.481	0.390
pedestal	pedestal	0.735	0.284	0.579
pedestrian	pedestrian	0.438	0.360	0.448
pediatric	pediatric	0.560	0.462	0.490
pediatrician	pediatrician	0.602	0.500	0.627
pediatrics	pediatrik	0.750	0.380	0.596
pedicure	pedicure	0.695	0.269	0.296
pedigree	pedigree	0.625	0.340	0.609
pedometer	pedometer	0.469	0.561	0.405
pedophile	pedophile	0.051	0.724	0.430
pee	pee	0.449	0.529	0.391
peek	nggoleki	0.486	0.360	0.411
peekaboo	peekaboo	0.592	0.607	0.412
peel	kulit	0.439	0.250	0.279
peep	nggoleki	0.573	0.317	0.269
peeper	peeper	0.182	0.537	0.343
peephole	pejah	0.479	0.500	0.310
peer	peer	0.458	0.321	0.569
peering	peering	0.514	0.409	0.451
peerless	peerless	0.688	0.450	0.462
peeved	peeved	0.156	0.750	0.467
peg	pancing	0.520	0.357	0.393
pegs	pegs	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	pelagic	0.521	0.554	0.491
pelican	pelikan	0.573	0.391	0.380
pellet	pellet	0.448	0.390	0.466
pelvic	pelvis	0.320	0.632	0.373
pelvis	pelvis	0.378	0.618	0.380
pen	pen	0.622	0.194	0.250
penal	penal	0.208	0.565	0.610
penalty	paukuman	0.062	0.490	0.240
penance	penance	0.219	0.667	0.463
penchant	penchant	0.688	0.480	0.609
pencil	pensil	0.552	0.200	0.263
pendant	gantungan kunci	0.676	0.321	0.385
pendency	pendency	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	pending	0.396	0.441	0.473
pendulum	pendulum	0.542	0.368	0.434
penetrate	nembus	0.287	0.877	0.732
penetrating	penetrating	0.469	0.792	0.782
penetration	penetrasi	0.438	0.885	0.792
penguin	penguin	0.615	0.296	0.307
penicillin	penisilin	0.417	0.431	0.566
penile	penile	0.490	0.736	0.491
peninsula	peninsula	0.551	0.384	0.627
penis	penis	0.354	0.810	0.556
penitent	penitent	0.542	0.530	0.508
penitentiary	penitentiary	0.229	0.726	0.491
penmanship	penulisan	0.677	0.284	0.509
pennant	pennant	0.542	0.380	0.426
penniless	penniless	0.062	0.316	0.083
penny	Penny	0.615	0.302	0.324
pension	pensiun	0.625	0.409	0.406
pensioner	pensiun	0.440	0.245	0.442
pensive	pensive	0.540	0.220	0.529
pentagon	pentagon	0.490	0.636	0.774
pentagram	pentagram	0.510	0.433	0.466
penthouse	penthouse	0.592	0.430	0.395
penultimate	penultimate	0.469	0.366	0.255
people	wong	0.604	0.400	0.500
peopled	peopled	0.594	0.450	0.679
pep	pep	0.510	0.510	0.364
pepper	mrico	0.400	0.539	0.328
peppermint	peppermint	0.720	0.264	0.271
pepperoni	pepperoni	0.796	0.472	0.358
peppy	peppy	0.677	0.529	0.438
peptic	peptik	0.398	0.463	0.362
peptide	peptida	0.380	0.480	0.411
perceive	ndelok	0.653	0.490	0.655
percent	persen	0.470	0.350	0.356
percentage	persentase	0.469	0.400	0.553
percentile	persentase	0.479	0.410	0.390
perceptible	kepenak	0.710	0.460	0.620
perception	pangerten	0.653	0.481	0.655
perceptive	perceptive	0.745	0.500	0.741
perch	perch	0.531	0.300	0.314
perchance	kepiye?	0.480	0.224	0.298
percolation	percolation	0.397	0.417	0.415
percussion	perkusi	0.622	0.635	0.642
perdition	perdition	0.135	0.656	0.496
peremptory	peremptory	0.429	0.426	0.606
perennial	perennial	0.527	0.358	0.500
perfect	sempurno	0.980	0.471	0.870
perfection	kesempurnaan	0.881	0.745	0.934
perfectionist	perfeksionis	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	perforated	0.219	0.607	0.344
perforation	perforation	0.365	0.668	0.578
perforce	perforce	0.357	0.689	0.354
perform	nindakake	0.765	0.555	0.773
performance	kinerja	0.750	0.520	0.672
performer	pemain	0.541	0.530	0.708
perfume	parfum	0.740	0.472	0.463
perfumed	perfumed	0.816	0.471	0.509
peri	peri	0.448	0.433	0.370
peridot	peridot	0.458	0.481	0.435
peril	peril	0.052	0.910	0.518
perilous	perilous	0.143	0.862	0.575
perimeter	perimeter	0.470	0.443	0.555
period	periode	0.396	0.324	0.588
periodic	periodik	0.677	0.324	0.508
periodical	periodik	0.550	0.298	0.430
periodically	periodik	0.480	0.314	0.515
periodicity	periodicity	0.646	0.324	0.645
peripheral	pinggiran	0.406	0.406	0.549
periphery	periphery	0.469	0.360	0.366
periscope	periscope	0.604	0.375	0.609
perish	sirna	0.296	0.570	0.415
perishable	perishable	0.270	0.464	0.354
perished	mati	0.135	0.596	0.225
perishing	perishing	0.229	0.423	0.148
perjury	perjury	0.229	0.686	0.409
perk	perk	0.903	0.519	0.682
perky	perky	0.896	0.792	0.673
perm	perm	0.667	0.465	0.741
permanence	permanèn	0.771	0.370	0.708
permanent	permanen	0.745	0.345	0.736
permeable	permeable	0.635	0.402	0.495
permeate	permeate	0.417	0.410	0.407
permeation	permeation	0.418	0.559	0.536
permissible	permissible	0.684	0.646	0.612
permission	ijin	0.612	0.311	0.580
permissive	permissive	0.633	0.389	0.413
permit	ijin	0.733	0.349	0.518
permitted	dileksanakake	0.865	0.410	0.613
permitting	ngidini	0.724	0.481	0.661
permutation	permutasi	0.385	0.588	0.500
pernicious	pernicious	0.229	0.600	0.382
peroxide	peroksida	0.458	0.529	0.510
perpendicular	jejeg	0.510	0.398	0.439
perpetrate	nindakake	0.327	0.837	0.732
perpetrator	pelaku	0.229	0.765	0.538
perpetual	terus-terusan	0.625	0.438	0.741
perpetually	terus-terusan	0.510	0.473	0.868
perpetuate	terus-terusan	0.397	0.588	0.788
perpetuation	terus-terusan	0.510	0.677	0.716
perpetuity	terus-terusan	0.590	0.434	0.759
perplexed	bingung	0.312	0.705	0.318
perplexing	bingung	0.316	0.530	0.362
perplexity	bingung	0.275	0.720	0.500
persecute	nyiksa	0.281	0.873	0.509
persecution	buron	0.229	0.865	0.660
perseverance	ketekunan	0.888	0.630	0.796
persevere	sabar	0.802	0.583	0.937
persist	tahan	0.765	0.644	0.727
persistence	terus-terusan	0.684	0.611	0.873
persistent	terus-terusan	0.646	0.667	0.815
persisting	terus-terusan	0.697	0.677	0.745
person	wong	0.646	0.363	0.596
persona	NO TRANSLATION	0.741	0.480	0.743
personable	kepriben	0.816	0.520	0.637
personage	personage	0.653	0.324	0.698
personal	pribadi	0.750	0.311	0.467
personality	pribadine	0.896	0.513	0.790
personification	personifikasi	0.760	0.471	0.691
personnel	personil	0.729	0.344	0.587
persons	wong	0.869	0.302	0.588
perspective	perspektif	0.688	0.470	0.704
perspiration	pèrèng	0.385	0.667	0.490
persuade	nyuwun pangapunten	0.620	0.618	0.709
persuasion	persuasion	0.612	0.670	0.537
persuasive	persuasive	0.740	0.700	0.657
pert	saben taun	0.469	0.460	0.348
pertinent	sing penting	0.580	0.333	0.723
perturbation	gangguan	0.270	0.840	0.500
pertussis	pertussis	0.279	0.569	0.386
perusal	perusal	0.622	0.235	0.543
peruse	peruse	0.503	0.270	0.439
pervading	pervading	0.418	0.684	0.728
perverse	perverse	0.146	0.808	0.464
perversion	perversion	0.083	0.830	0.490
pervert	pervert	0.082	0.863	0.500
perverted	perverted	0.062	0.918	0.436
pesky	pesky	0.250	0.760	0.431
pessimism	pessimism	0.083	0.484	0.264
pessimist	pesimis	0.125	0.470	0.218
pessimistic	pesimis	0.088	0.394	0.236
pest	pest	0.188	0.680	0.452
pester	pester	0.143	0.780	0.385
pestilence	pestilence	0.122	0.660	0.283
pestle	pestle	0.427	0.463	0.426
pesto	pesto	0.531	0.323	0.336
pet	pet	0.875	0.327	0.305
petal	petal	0.810	0.194	0.211
petite	cilik	0.510	0.354	0.245
petition	petisi	0.498	0.575	0.415
petitioner	petisi	0.601	0.531	0.566
petloss	NO TRANSLATION	0.271	0.481	0.424
petpeeve	NO TRANSLATION	0.375	0.594	0.392
petrified	petrified	0.221	0.625	0.232
petrify	petrify	0.177	0.571	0.447
petrol	bensin	0.418	0.519	0.577
petroleum	petroleum	0.583	0.451	0.640
petticoat	petticoat	0.550	0.396	0.351
petting	petting	0.812	0.462	0.480
petty	cilik	0.210	0.537	0.236
petulant	petulant	0.247	0.685	0.491
petunia	petunia	0.583	0.260	0.356
pew	pew	0.449	0.235	0.664
pewter	pewter	0.396	0.260	0.321
peyote	NO TRANSLATION	0.406	0.462	0.426
phalanx	phalanx	0.398	0.398	0.455
phantom	phantom	0.260	0.759	0.448
pharaoh	firaun	0.656	0.491	0.798
pharmaceutical	pharmaceutical	0.500	0.435	0.562
pharmacist	apoteker	0.592	0.382	0.648
pharmacology	farmakologi	0.560	0.440	0.526
pharmacy	farmasi	0.531	0.337	0.542
phase	urutane	0.645	0.300	0.482
pheasant	pheasant	0.541	0.362	0.292
phenomenal	fenomenal	0.915	0.750	0.918
phenomenon	kedadeyan	0.625	0.721	0.848
pheromone	pheromone	0.561	0.573	0.561
phew	phew	0.531	0.429	0.302
phi	phi	0.420	0.361	0.452
philanthropic	philanthropic	0.812	0.426	0.717
philanthropist	philanthropist	0.704	0.463	0.623
philanthropy	philanthropy	0.745	0.412	0.801
philistine	philistine	0.390	0.500	0.491
philosopher	filsuf	0.684	0.316	0.720
philosophic	filsafat	0.688	0.270	0.655
philosophical	filsafat	0.719	0.275	0.713
philosophy	filsafat	0.684	0.255	0.640
phlegm	phlegm	0.173	0.394	0.240
pho	pho	0.541	0.370	0.384
phobia	phobia	0.173	0.904	0.291
phoenix	phoenix	0.653	0.481	0.594
phone	telpon	0.729	0.344	0.418
phonetic	phonetic	0.542	0.435	0.536
phonetics	phonetics	0.646	0.425	0.519
phonics	fonik	0.490	0.519	0.455
phonograph	phonograph	0.561	0.398	0.565
phonology	fonologi	0.695	0.402	0.512
phony	phony	0.115	0.592	0.202
phooey	nggoleki	0.333	0.490	0.352
phosphate	fosfat	0.500	0.306	0.407
phosphor	phosphor	0.438	0.480	0.427
phosphorus	fosfor	0.429	0.539	0.370
photo	foto	0.729	0.327	0.431
photogenic	fotogenik	0.780	0.500	0.495
photograph	foto	0.677	0.353	0.358
photographer	photographer	0.714	0.481	0.562
photographic	fotografi	0.761	0.429	0.564
photography	fotografi	0.630	0.431	0.360
photometry	photometry	0.417	0.456	0.436
photon	foton	0.459	0.439	0.455
phrase	tembung	0.630	0.264	0.314
phraseology	phraseology	0.620	0.406	0.537
phylogeny	phylogeny	0.378	0.410	0.481
physical	fisik	0.750	0.520	0.607
physical therapist	terapi fisik	0.531	0.337	0.775
physician	dokter	0.583	0.490	0.843
physicist	fisikawan	0.635	0.538	0.693
physics	fisika	0.582	0.415	0.664
physiological	physiological	0.510	0.418	0.620
physiology	fisiologi	0.521	0.451	0.519
physique	physique	0.643	0.500	0.543
pi	pi	0.469	0.265	0.400
pianist	pianist	0.806	0.491	0.573
piano	piano	0.704	0.343	0.438
piazza	piazza	0.625	0.471	0.472
piccolo	NO TRANSLATION	0.625	0.423	0.380
pick	Pick	0.500	0.464	0.525
picked	dipilih	0.740	0.518	0.670
picker	picker	0.534	0.340	0.609
picket	picket	0.365	0.615	0.451
picketing	picketing	0.330	0.557	0.471
pickle	pickle	0.593	0.449	0.288
pickled	pickled	0.344	0.450	0.291
pickpocket	pickpocket	0.365	0.704	0.449
pickup	jupuk	0.561	0.529	0.420
picky	picky	0.257	0.729	0.598
picnic	piknik	0.625	0.470	0.375
pictorial	gambar	0.704	0.481	0.476
picture	gambar	0.714	0.308	0.462
pictures	gambar	0.653	0.240	0.405
picturesque	picturesque	0.802	0.491	0.483
pie	pie	0.880	0.402	0.368
piece	Piece	0.646	0.245	0.367
piecemeal	sepi	0.615	0.269	0.319
pieceofshit	pieceofshit	0.083	0.724	0.292
pied	pied	0.594	0.433	0.350
pier	pier	0.583	0.279	0.445
pierce	pierce	0.365	0.670	0.611
piety	piety	0.760	0.340	0.482
pig	babi	0.343	0.368	0.324
pigeon	pigeon	0.688	0.224	0.276
piggy	piggy	0.541	0.365	0.412
piggyback	piggyback	0.438	0.490	0.343
pigheaded	pigheaded	0.271	0.472	0.358
piglet	piglet	0.540	0.443	0.250
pigment	pigmen	0.390	0.333	0.339
pigskin	pigskin	0.347	0.449	0.300
pigsty	pigsty	0.133	0.529	0.221
pike	pike	0.427	0.410	0.452
pile	tumpukan	0.461	0.320	0.539
piles	tumpukan	0.469	0.423	0.468
pileup	tumpukan munggah	0.340	0.559	0.446
pilgrim	jamaah	0.531	0.404	0.569
pilgrimage	ziarah	0.708	0.522	0.625
pill	pil	0.573	0.407	0.368
pillage	pillage	0.240	0.685	0.375
pillar	cagak	0.583	0.330	0.684
pillbox	pethak	0.385	0.339	0.296
pillow	bantal	0.663	0.128	0.195
pillowcase	pillowcase	0.500	0.179	0.250
pilot	sing nyetir pesawat	0.688	0.680	0.736
pimp	pimp	0.146	0.700	0.536
pimple	pimple	0.245	0.370	0.274
pin	pin	0.438	0.346	0.390
pinball	pinball	0.582	0.640	0.442
pinch	jempol	0.340	0.632	0.339
pinching	pinching	0.250	0.788	0.345
pine	pine	0.583	0.225	0.312
pineapple	nanas	0.677	0.316	0.245
ping	ping	0.541	0.490	0.391
pinhead	pinhead	0.459	0.300	0.308
pinhole	pinhole	0.375	0.279	0.345
pinion	pinion	0.444	0.361	0.346
pink	pink	0.806	0.269	0.471
pinkie	pinkie	0.663	0.265	0.269
pinnacle	pinnacle	0.633	0.390	0.508
pinot	pinot	0.365	0.370	0.361
pinpoint	pinpoint	0.583	0.443	0.528
pint	pint	0.686	0.333	0.321
pinto	pinto	0.570	0.354	0.373
pinup	templekan	0.610	0.459	0.393
pioneer	pionir	0.796	0.618	0.802
pious	alim	0.698	0.306	0.426
pip	pip	0.448	0.430	0.366
pipe	pipa	0.541	0.340	0.330
piped	piped	0.360	0.529	0.379
pipeline	pipa	0.479	0.337	0.411
piper	piper	0.569	0.442	0.398
pipette	pipette	0.480	0.403	0.418
piping	piping	0.365	0.337	0.405
pipsqueak	pipsqueak	0.347	0.481	0.349
pique	pique	0.417	0.500	0.426
piracy	perompakan	0.296	0.792	0.567
piranha	piranha	0.219	0.799	0.575
