Word	Estonian-et	Valence	Arousal	Dominance
lubricant	määrdeaine	0.656	0.550	0.454
lubricate	määrima	0.552	0.490	0.470
lubrication	määrimine	0.624	0.646	0.491
lucid	selge	0.771	0.490	0.705
luck	õnne	0.854	0.490	0.717
luckiest	õnnelikum	0.917	0.690	0.852
lucky	õnnelik	0.960	0.610	0.793
luckygirl	õnnelik tüdruk	0.781	0.712	0.471
lucrative	tulus	0.729	0.519	0.798
ludicrous	naeruväärne	0.137	0.553	0.274
lug	lug	0.344	0.443	0.340
luggage	pagas	0.561	0.226	0.319
lukewarm	leige	0.573	0.300	0.241
lull	kummitama	0.602	0.130	0.402
lullaby	Lullaby	0.796	0.156	0.339
lumbar	nimmepiirkond	0.323	0.418	0.342
lumber	saematerjal	0.517	0.184	0.373
lumbering	lumbering	0.354	0.561	0.655
lumberjack	lumberjack	0.500	0.660	0.726
luminescent	luminestsents	0.796	0.550	0.526
luminous	helendav	0.918	0.392	0.783
lump	ühekordne	0.438	0.337	0.463
lumpy	kummitav	0.271	0.378	0.365
lunacy	lõpmatus	0.132	0.847	0.330
lunar	Kuu	0.562	0.296	0.427
lunatic	hullumeelne	0.125	0.792	0.442
lunch	lõunasöök	0.880	0.410	0.542
lunchbox	lõunakarp	0.663	0.346	0.346
luncheon	lõunasöök	0.837	0.240	0.441
lunchtime	Lõuna aeg	0.896	0.398	0.444
lung	kopsu	0.510	0.292	0.629
lunge	lunge	0.354	0.721	0.509
lungs	kopsud	0.531	0.352	0.555
lurch	murdes	0.404	0.694	0.363
lure	ahvatleb	0.439	0.565	0.300
lurid	lurid	0.186	0.833	0.536
lurk	lukustama	0.219	0.740	0.655
lurking	varitsev	0.421	0.781	0.575
luscious	lõhnakas	0.885	0.552	0.545
lush	lopsakas	0.740	0.783	0.833
lust	lust	0.469	0.944	0.518
luster	läige	0.833	0.566	0.558
lustful	lõbus	0.427	0.896	0.643
lustrous	läikiv	0.771	0.606	0.598
lusty	kummitav	0.469	0.941	0.673
lute	lutt	0.459	0.407	0.500
luxuriant	luksuslik	0.760	0.745	0.812
luxurious	luksuslik	0.947	0.644	0.754
luxury	luksus	0.932	0.673	0.750
lycra	lycra	0.520	0.449	0.328
lye	leelis	0.378	0.396	0.443
lying	valetades	0.208	0.704	0.317
lymph	lümf	0.398	0.510	0.390
lymphatic	lümfisõltuv	0.380	0.509	0.472
lymphoma	lümfoom	0.208	0.645	0.330
lynch	lünn	0.167	0.885	0.482
lynching	lynching	0.135	0.920	0.548
lynx	ilves	0.510	0.590	0.567
lyre	lyre	0.719	0.347	0.414
lyric	lüüriline	0.702	0.269	0.464
lyrical	lüüriline	0.708	0.451	0.618
lyrics	lyrics	0.582	0.214	0.333
macadamia	makadamia	0.635	0.330	0.434
macarena	makarena	0.802	0.601	0.368
macaroni	makaronid	0.816	0.410	0.382
mace	mace	0.450	0.412	0.415
mach	masha	0.541	0.432	0.463
machete	machete	0.260	0.690	0.474
machine	masin	0.510	0.500	0.707
machinery	masinad	0.458	0.615	0.629
machinist	masinaehitaja	0.490	0.598	0.721
macho	macho	0.643	0.690	0.676
mackerel	makrell	0.418	0.423	0.426
macro	makro	0.552	0.469	0.647
mad	hulluks	0.219	0.873	0.277
madam	proua	0.580	0.308	0.571
madame	proua, härra	0.604	0.500	0.635
madden	madden	0.329	0.602	0.457
madder	madalik	0.323	0.853	0.267
mademoiselle	NO TRANSLATION	0.752	0.459	0.461
mademyday	mademeday	0.694	0.573	0.537
madhouse	hullumees	0.156	0.736	0.440
madman	hullumees	0.135	0.880	0.312
madness	hullumeelsus	0.104	0.804	0.440
maestro	maestro	0.823	0.357	0.849
mafia	maffia	0.204	0.867	0.676
magazine	ajakiri	0.615	0.332	0.377
mage	magus	0.622	0.373	0.453
magenta	magenta	0.635	0.275	0.415
maggot	Marmoto	0.235	0.500	0.235
magic	maagia	0.868	0.663	0.578
magical	maagiline	0.875	0.651	0.595
magician	maagia	0.714	0.657	0.551
magistrate	magistraat	0.587	0.541	0.904
magma	magma	0.323	0.623	0.609
magna	Magna	0.605	0.490	0.652
magnate	magnatas	0.627	0.708	0.868
magnesium	magneesium	0.542	0.320	0.321
magnet	magnet	0.571	0.318	0.553
magnetic	magnetiline	0.612	0.529	0.673
magnetism	magnetism	0.630	0.529	0.741
magnetite	magnetiit	0.531	0.490	0.581
magnification	suurendus	0.890	0.615	0.880
magnificence	suurepärasus	0.802	0.810	0.920
magnificent	suurepärane	1.000	0.680	0.886
magnifier	suurendusklaas	0.469	0.216	0.345
magnify	suurendama	0.729	0.561	0.839
magnifying	suurendus	0.594	0.265	0.406
magnitude	suurusjärk	0.608	0.613	0.774
magnolia	magnoolia	0.558	0.343	0.379
magpie	magpie	0.500	0.458	0.327
mahi mahi	NO TRANSLATION	0.510	0.410	0.398
mahjong	mahjong	0.556	0.418	0.440
mahogany	mahagon	0.602	0.225	0.393
maid	neiu	0.406	0.324	0.300
maiden	naine	0.755	0.396	0.461
mail	posti teel	0.615	0.231	0.548
mailbox	postkast	0.573	0.222	0.404
mailing	posti teel	0.688	0.324	0.375
mailman	mailman	0.659	0.418	0.462
maim	NO TRANSLATION	0.133	0.724	0.496
main	peamine	0.667	0.510	0.811
mainframe	suurarvuti	0.531	0.490	0.557
mainland	mandriosa	0.680	0.407	0.806
mainstay	alustala	0.694	0.400	0.713
mainstream	peavoolu	0.653	0.527	0.660
maintain	säilitada	0.684	0.398	0.647
maintenance	hooldus	0.592	0.410	0.545
majestic	majesteetlik	0.948	0.731	0.906
majesty	majesteetlikkus	0.823	0.602	0.955
major	suur	0.684	0.538	0.874
majority	enamus	0.684	0.560	0.930
make	tegema	0.684	0.420	0.480
makeover	makeover	0.771	0.510	0.596
maker	tegija	0.698	0.544	0.706
makeshift	ajutine	0.479	0.611	0.389
makesmehappy	NO TRANSLATION	0.894	0.663	0.712
makesmemad	NO TRANSLATION	0.296	0.643	0.500
makeup	meik	0.740	0.333	0.331
makingdisciples	NO TRANSLATION	0.684	0.402	0.664
malady	haigus	0.190	0.686	0.304
malaise	halb enesetunne	0.150	0.600	0.161
malaria	malaaria	0.125	0.653	0.304
malarkey	malarkey	0.396	0.500	0.465
male	meessoost	0.612	0.532	0.695
malevolent	pahatahtlik	0.094	0.854	0.613
malfeasance	väärkohtlemine	0.062	0.745	0.325
malformation	väärareng	0.083	0.602	0.357
malfunction	rike	0.125	0.577	0.229
malice	NO TRANSLATION	0.073	0.811	0.492
malicious	pahatahtlik	0.177	0.765	0.607
malign	halign	0.140	0.765	0.481
malignancy	pahaloomulisus	0.149	0.814	0.614
malignant	pahaloomuline	0.143	0.824	0.370
maligned	pahane	0.102	0.684	0.218
mall	kaubanduskeskus	0.724	0.663	0.492
malleable	malleeruv	0.500	0.500	0.391
mallet	mallet	0.354	0.390	0.483
malnutrition	alatoitumine	0.024	0.592	0.277
malpractice	rikkumine	0.094	0.559	0.330
malt	linnane	0.750	0.373	0.324
mama	mama	0.860	0.413	0.728
mambo	mambo	0.808	0.622	0.445
mamma	NO TRANSLATION	0.600	0.358	0.449
mammal	imetaja	0.618	0.449	0.421
mammoth	mammut	0.480	0.471	0.537
mammy	emme	0.680	0.415	0.436
man	mees	0.688	0.427	0.767
manage	hallata	0.560	0.530	0.719
manageable	juhitav	0.750	0.361	0.655
management	juhtimine	0.792	0.491	0.806
manager	juht	0.625	0.549	0.897
managerial	juhtkond	0.604	0.520	0.791
mandamus	mandamus	0.439	0.577	0.556
mandarin	mandariin	0.625	0.398	0.491
mandate	mandaat	0.448	0.670	0.779
mandatory	kohustuslik	0.271	0.667	0.777
mandible	mandiin	0.510	0.431	0.500
mandolin	mandolin	0.708	0.433	0.367
mandrel	tünn	0.310	0.490	0.481
mane	NO TRANSLATION	0.521	0.277	0.373
maneuver	manööver	0.615	0.663	0.608
maneuvering	manööverdamine	0.635	0.640	0.745
mange	NO TRANSLATION	0.311	0.558	0.348
manger	sõjamängija	0.656	0.276	0.398
mangle	müts	0.292	0.449	0.355
mango	mango	0.765	0.327	0.290
mangosteen	mangustanipuu	0.562	0.500	0.414
mangy	mangy	0.214	0.698	0.270
manhole	lukk	0.378	0.500	0.516
manhood	mehelikkus	0.625	0.735	0.858
manhunt	Manhunt	0.145	0.925	0.657
mania	maania	0.290	0.683	0.382
maniac	maniakk	0.120	0.849	0.431
maniacal	maniakaalne	0.200	0.848	0.500
manic	maania	0.054	0.892	0.368
manicure	maniküür	0.706	0.308	0.284
manicurist	maalikunstnik	0.583	0.352	0.341
manifest	manifest	0.667	0.647	0.704
manifestation	manifestatsioon	0.583	0.750	0.655
manifested	avaldub	0.580	0.618	0.667
manifestly	ilmselgelt	0.469	0.588	0.577
manifesto	manifest	0.646	0.519	0.676
manifold	kollektor	0.500	0.461	0.435
manipulate	manipuleerima	0.255	0.700	0.772
manipulation	manipuleerimine	0.188	0.775	0.536
manipulative	manipuleeriv	0.177	0.724	0.546
mankind	inimkond	0.823	0.471	0.768
manly	mehelikult	0.698	0.633	0.846
manna	manna	0.698	0.294	0.544
manned	mehitatud	0.551	0.588	0.484
mannequin	mannekeen	0.427	0.302	0.295
manner	viis	0.618	0.250	0.320
mannered	maitsestatud	0.469	0.556	0.291
manners	kombed	0.816	0.284	0.517
manor	mõis	0.646	0.358	0.738
manpower	tööjõudu	0.531	0.620	0.543
mansion	mõis	0.847	0.490	0.717
mansions	mõisad	0.735	0.529	0.777
manslaughter	tapmine	0.090	0.920	0.473
mantel	mantel	0.500	0.265	0.471
mantis	mantis	0.480	0.355	0.421
mantle	mantel	0.510	0.269	0.422
mantra	mantra	0.396	0.249	0.357
manual	käsiraamat	0.635	0.245	0.449
manufacture	tootmine	0.868	0.703	0.780
manufacturer	tootja	0.688	0.537	0.830
manufacturing	tootmine	0.653	0.613	0.804
manure	sõnnik	0.250	0.471	0.241
manuscript	käsikiri	0.510	0.208	0.540
map	kaart	0.561	0.229	0.463
maple	vaher	0.541	0.390	0.339
mar	mar	0.622	0.544	0.545
marathon	maraton	0.646	0.778	0.740
marble	marmor	0.604	0.212	0.667
marbled	marmor	0.396	0.385	0.418
marbles	marmor	0.714	0.345	0.241
march	marss	0.531	0.200	0.483
mare	NO TRANSLATION	0.541	0.320	0.417
margarine	margariin	0.530	0.316	0.333
margarita	Margarita	0.750	0.438	0.420
margin	marginaal	0.500	0.219	0.331
marginal	marginaalne	0.235	0.644	0.345
mariachi	mariachi	0.710	0.559	0.609
marijuana	marihuaanat	0.312	0.779	0.558
marinara	marinara	0.657	0.388	0.435
marine	merel	0.633	0.471	0.679
mariner	mariner	0.652	0.491	0.676
marital	abielu	0.760	0.529	0.500
maritime	merendus	0.646	0.490	0.713
mark	kaubamärk	0.491	0.231	0.600
marked	märgitud	0.592	0.358	0.554
marker	marker	0.500	0.333	0.605
market	turg	0.724	0.480	0.521
marketable	kaubeldav	0.746	0.545	0.664
marketing	turundus	0.521	0.774	0.675
marketplace	turg	0.698	0.420	0.525
marks	kaubamärgid	0.430	0.480	0.424
marksman	laskur	0.500	0.833	0.692
marksmanship	laskmine	0.573	0.531	0.664
marl	marl	0.372	0.471	0.351
marmalade	marmelaad	0.729	0.370	0.288
maroon	maroon	0.469	0.358	0.336
marooned	marooned	0.229	0.480	0.160
marquee	marquee	0.602	0.284	0.508
marquis	marquis	0.521	0.444	0.562
marred	häiritud	0.181	0.561	0.233
marriage	abielu	0.844	0.684	0.750
married	abielus	0.674	0.570	0.602
marrow	luuüdi	0.398	0.422	0.472
marry	abielluda	0.896	0.765	0.673
marsh	soo	0.302	0.358	0.277
marshal	marssal	0.469	0.610	0.819
marshmallow	vahukomm	0.740	0.441	0.391
mart	mart	0.531	0.402	0.418
martial	võitluskunstidega	0.480	0.710	0.737
martingale	martingale	0.469	0.510	0.455
martini	Martini	0.828	0.500	0.519
martyr	martyr	0.281	0.708	0.509
martyrdom	martyrdom	0.323	0.745	0.442
marvel	imetlen	0.961	0.755	0.866
marvellous	imeilus	0.878	0.809	0.849
marvelous	imeilus	0.948	0.637	0.778
marvelously	imeliselt	0.968	0.708	0.764
marzipan	NO TRANSLATION	0.684	0.380	0.258
mascara	ripsmetušš	0.575	0.450	0.269
mascot	maskott	0.750	0.337	0.337
masculine	mehelik	0.653	0.540	0.773
masculinity	mehelikkus	0.583	0.670	0.851
mash	puder	0.440	0.363	0.283
mashed	purustatud	0.531	0.337	0.194
mask	mask	0.510	0.490	0.537
masked	maskeeritud	0.375	0.549	0.518
masks	maskid	0.510	0.472	0.241
masochism	masochism	0.194	0.845	0.483
masochist	masohhist	0.164	0.784	0.353
mason	mason	0.541	0.442	0.580
masquerade	masquerade	0.431	0.633	0.446
mass	mass	0.458	0.245	0.277
massacre	veresaun	0.031	0.887	0.640
massage	massaaž	0.708	0.356	0.413
masses	massid	0.552	0.453	0.473
masseur	masseerija	0.622	0.265	0.463
masseuse	massöör	0.594	0.373	0.391
massive	massiivne	0.569	0.660	0.750
mast	masti	0.542	0.390	0.580
master	kapten	0.694	0.490	0.849
masterful	meisterlik	0.854	0.510	0.960
mastermind	meister	0.792	0.625	0.918
masterpiece	meistriteos	0.926	0.623	0.847
mastery	meisterlikkus	0.755	0.648	0.873
masturbate	masturbeerima	0.552	0.926	0.500
masturbation	masturbatsioon	0.542	0.961	0.509
mat	matt	0.459	0.221	0.304
matador	matador	0.224	0.880	0.667
match	sobi	0.599	0.573	0.500
matchbook	matchbook	0.562	0.391	0.412
matching	sobitamine	0.719	0.735	0.418
matchmaker	leppija	0.615	0.509	0.519
mate	abikaasa	0.847	0.417	0.669
material	materjali	0.521	0.363	0.439
materialism	materialism	0.220	0.390	0.556
materialist	materialistlik	0.255	0.491	0.504
materialistic	materialistlik	0.420	0.506	0.589
materiality	olulisus	0.417	0.450	0.636
materialize	realiseeruma	0.688	0.596	0.728
materially	materiaalselt	0.490	0.451	0.670
materials	materjalid	0.633	0.361	0.473
materiel	materjalid	0.531	0.294	0.417
maternal	ema	0.847	0.417	0.634
maternity	emadus	0.865	0.480	0.622
math	matemaatika	0.417	0.375	0.600
mathematical	matemaatiline	0.620	0.500	0.548
mathematician	matemaatik	0.541	0.418	0.773
mathematics	matemaatika	0.438	0.435	0.664
matinee	Matinee	0.694	0.578	0.447
mating	paaritamine	0.755	0.840	0.759
matriculation	immatrikuleerimine	0.622	0.490	0.675
matrimony	abielu	0.850	0.637	0.843
matrix	maatriks	0.551	0.378	0.673
matron	matron	0.520	0.519	0.555
matted	matt	0.281	0.519	0.393
matter	asi	0.487	0.353	0.562
matting	matting	0.479	0.405	0.423
mattress	madrats	0.612	0.255	0.397
maturation	küpsemine	0.612	0.439	0.698
mature	küps	0.625	0.347	0.600
maturity	tähtaeg	0.827	0.400	0.806
maudlin	maudlin	0.337	0.417	0.368
mausoleum	mausoleum	0.344	0.281	0.594
mauve	lillakas	0.533	0.330	0.314
maverick	maverick	0.354	0.676	0.409
maxim	maksimaalne	0.875	0.562	0.887
maximize	maksimeerida	0.823	0.765	0.792
maximum	maksimaalne	0.724	0.724	0.852
may	võib	0.704	0.273	0.245
mayday	võib-olla	0.344	0.643	0.423
mayflower	mayflower	0.690	0.463	0.429
mayhem	kaos	0.188	0.870	0.364
mayonnaise	majoneesi	0.510	0.320	0.222
mayor	linnapea	0.469	0.481	0.818
maze	labürindis	0.438	0.608	0.444
mead	mead	0.667	0.337	0.441
meadow	heinamaa	0.622	0.130	0.382
meager	napp	0.144	0.389	0.281
meal	sööki	0.833	0.461	0.473
mean	tähenda	0.440	0.467	0.620
meander	meander	0.480	0.443	0.454
meandering	meandering	0.427	0.644	0.539
meanie	tähendusõna	0.388	0.420	0.404
meaning	tähendus	0.663	0.395	0.625
meaningful	mõttekas	0.770	0.500	0.802
meaningless	mõttetu	0.156	0.314	0.143
meanness	meanness	0.102	0.694	0.368
means	tähendab	0.615	0.373	0.460
meantime	Vahepeal	0.432	0.222	0.300
measles	leetrid	0.092	0.635	0.422
measurable	mõõdetav	0.604	0.410	0.602
measure	mõõta	0.510	0.375	0.365
measured	mõõdetud	0.542	0.265	0.578
measurement	mõõtmine	0.622	0.418	0.491
measuring	mõõtmine	0.448	0.337	0.529
measuring cup	mõõtekork	0.557	0.343	0.377
measuring tape	mõõdulint	0.337	0.280	0.327
meat	liha	0.612	0.421	0.413
meatball	lihapall	0.612	0.279	0.343
meathead	lihahi	0.306	0.534	0.490
meatloaf	lihakook	0.625	0.389	0.375
mechanic	mehaanik	0.571	0.433	0.566
mechanical	mehaaniline	0.479	0.569	0.564
mechanics	mehaanika	0.542	0.500	0.761
mechanism	mehhanism	0.573	0.583	0.664
med	NO TRANSLATION	0.375	0.429	0.606
medal	medal	0.854	0.555	0.746
medallion	medaljon	0.750	0.510	0.710
medallist	medalimüüja	0.796	0.821	0.897
meddle	segage	0.302	0.770	0.526
meddling	sekkudes	0.245	0.600	0.461
media	meedias	0.500	0.330	0.464
medial	mediaal	0.458	0.340	0.429
median	mediaan	0.459	0.216	0.375
mediate	vahendab	0.635	0.308	0.654
mediation	vahendus	0.661	0.350	0.657
mediator	vahendaja	0.592	0.438	0.580
medic	medik	0.500	0.472	0.585
medical	meditsiiniline	0.583	0.373	0.616
medicate	ravimeid	0.417	0.375	0.546
medication	ravimeid	0.615	0.439	0.500
medicinal	meditsiiniline	0.667	0.417	0.614
medicine	meditsiin	0.708	0.318	0.679
medieval	keskaegne	0.560	0.408	0.455
mediocre	keskpärane	0.188	0.481	0.149
mediocrity	keskpärasus	0.073	0.398	0.225
meditate	mediteerima	0.812	0.146	0.564
meditating	mediteerides	0.718	0.185	0.399
meditation	meditatsioon	0.786	0.120	0.478
meditative	meditatiivne	0.614	0.120	0.454
mediterranean	Vahemere piirkonnas	0.663	0.454	0.545
medium	keskmine	0.559	0.356	0.358
medley	maitsema	0.487	0.352	0.400
meek	kavalus	0.531	0.150	0.198
meet	kohtuma	0.760	0.510	0.580
meeting	kohtumine	0.750	0.569	0.613
mega	mega	0.724	0.538	0.723
meh	meh	0.380	0.286	0.365
melancholic	melanhoolne	0.181	0.306	0.277
melancholy	melanhoolia	0.188	0.260	0.237
melee	Nujakka	0.541	0.704	0.611
mellow	kerge	0.633	0.069	0.265
melodious	meloodiline	0.932	0.530	0.587
melodrama	melodrama	0.378	0.830	0.446
melodramatic	melodramaatiline	0.235	0.692	0.368
melody	meloodia	0.847	0.434	0.405
melon	melon	0.461	0.231	0.271
melt	sulama	0.448	0.615	0.312
meltdown	meltdown	0.629	0.657	0.602
melting	sulamine	0.592	0.470	0.538
member	liige	0.698	0.333	0.555
membership	liikmelisus	0.698	0.411	0.778
membrane	membraan	0.406	0.430	0.418
memento	mälestusmärk	0.708	0.360	0.536
memo	memo	0.625	0.235	0.407
memoir	memuaari	0.750	0.242	0.553
memorabilia	mälestusesemed	0.780	0.412	0.491
memorable	meeldejääv	0.939	0.510	0.769
memorandum	memorandum	0.600	0.500	0.639
memorial	mälestusmärk	0.602	0.304	0.600
memorials	mälestusmärke	0.771	0.333	0.679
memories	mälestused	0.963	0.487	0.510
memoriesiwontforget	NO TRANSLATION	0.635	0.542	0.455
memorize	meelde	0.520	0.451	0.716
memory	mälu	0.792	0.378	0.573
menace	ähvardus	0.125	0.894	0.759
menacing	ähvardav	0.042	0.880	0.643
menagerie	orkester	0.573	0.480	0.538
mend	parandama	0.542	0.436	0.602
mending	parandamine	0.500	0.633	0.657
menial	mees	0.490	0.420	0.352
meningitis	meningiit	0.104	0.612	0.407
meniscus	menisk	0.323	0.330	0.453
menopause	menopaus	0.204	0.460	0.306
menses	mõõdukalt	0.163	0.686	0.331
menstrual	menstruatsioon	0.408	0.519	0.435
mental	vaimne	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	mentaliteet	0.711	0.415	0.726
menthol	mentool	0.490	0.292	0.433
mention	mainima	0.562	0.365	0.562
mentor	juhendaja	0.719	0.455	0.777
menu	menüü	0.633	0.333	0.385
meow	Mjäu	0.510	0.510	0.412
mercantile	merkantiil	0.480	0.490	0.713
mercenary	palgasõdur	0.245	0.837	0.673
merchandise	kaubad	0.594	0.460	0.621
merchant	kaupmees	0.675	0.500	0.620
merciful	armuline	0.854	0.346	0.500
merciless	halastamatu	0.062	0.880	0.634
mercurial	elavhõbe	0.490	0.546	0.518
mercury	elavhõbe	0.337	0.312	0.475
mercy	halastust	0.719	0.229	0.500
mere	lihtsalt	0.396	0.221	0.176
merengue	Merengue	0.688	0.519	0.442
merge	ühendama	0.760	0.480	0.733
merger	ühinemine	0.592	0.490	0.642
meridian	meridiaan	0.510	0.324	0.558
meridional	meridiaalne	0.365	0.290	0.600
meringue	tühi	0.625	0.580	0.411
merit	teenimine	0.854	0.500	0.722
meritorious	teenekas	0.781	0.618	0.855
mermaid	merineitsi	0.765	0.623	0.452
merriment	lõbutsemine	0.948	0.721	0.632
merry	rõõmsameelne	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	mesa	0.604	0.191	0.319
mescaline	mescaline	0.490	0.580	0.415
mesh	võrk	0.429	0.235	0.371
meshes	võrgusilma	0.440	0.363	0.362
mesmerized	mesmeriseerunud	0.520	0.552	0.421
mess	jama	0.143	0.843	0.273
message	sõnum	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	messenger	0.694	0.434	0.500
messiah	Messia	0.781	0.634	0.800
messy	räpane	0.260	0.635	0.140
metabolic	ainevahetus	0.408	0.531	0.559
metabolism	ainevahetus	0.698	0.509	0.555
metal	metallist	0.551	0.429	0.547
metallic	metalliline	0.615	0.330	0.607
metallurgy	metallurgia	0.396	0.509	0.587
metamorphosis	metamorfoos	0.541	0.571	0.613
metaphor	metafoor	0.562	0.280	0.470
metaphorical	metafooriline	0.500	0.412	0.480
metaphysical	metafüüsiline	0.630	0.573	0.686
metaphysics	metafüüsika	0.561	0.396	0.588
metastasis	metastaasid	0.177	0.646	0.452
meteor	meteoor	0.398	0.714	0.737
meteoric	meteoriline	0.590	0.802	0.684
meteorite	meteoriit	0.385	0.794	0.750
meteorological	meteoroloogiline	0.635	0.557	0.556
meteorology	meteoroloogia	0.630	0.418	0.689
meter	meeter	0.438	0.300	0.463
meth	met	0.354	0.564	0.340
methadone	metadoon	0.240	0.540	0.453
methane	metaan	0.290	0.460	0.569
methanol	metanool	0.292	0.500	0.570
method	meetod	0.640	0.275	0.698
methodical	metoodiline	0.663	0.360	0.745
methodology	metoodika	0.664	0.327	0.745
meticulous	täpselt	0.555	0.480	0.555
metime	metime	0.531	0.398	0.417
metric	meetriline	0.519	0.248	0.573
metrical	metriline	0.521	0.375	0.482
metrology	metroloogia	0.531	0.432	0.439
metropolis	metropoli	0.656	0.625	0.779
metropolitan	suurlinna	0.387	0.408	0.723
mettle	mettle	0.667	0.529	0.750
mew	mew	0.418	0.481	0.380
mezzanine	mezzanine	0.479	0.427	0.404
mica	vilgukivi	0.531	0.250	0.314
mick	miks	0.449	0.451	0.382
micro	mikro	0.500	0.270	0.250
microbe	mikroob	0.255	0.450	0.340
microbiology	mikrobioloogia	0.571	0.378	0.560
microchip	mikrokiip	0.551	0.358	0.432
microcosm	mikrokosm	0.500	0.500	0.520
microfilm	mikrofilm	0.469	0.352	0.412
microgram	mikrogramm	0.448	0.286	0.355
micrometer	mikromeeter	0.573	0.358	0.394
micron	mikroni	0.375	0.291	0.315
microphone	mikrofon	0.551	0.431	0.462
microscope	mikroskoop	0.531	0.330	0.464
microscopic	mikroskoopiline	0.360	0.327	0.433
microscopically	mikroskoopiliselt	0.623	0.370	0.412
microscopy	mikroskoopia	0.500	0.339	0.455
microwave	mikrolaine	0.542	0.497	0.443
mid	keskel	0.500	0.315	0.356
midair	mööda	0.633	0.413	0.455
midday	keskpäev	0.658	0.250	0.403
middle	keskel	0.458	0.157	0.300
middleman	vahendaja	0.500	0.404	0.452
middleweight	keskkaal	0.510	0.302	0.428
midget	keskmiselt	0.396	0.295	0.254
midland	midland	0.521	0.402	0.456
midlife	keskaeg	0.594	0.244	0.473
midline	keskjoonel	0.332	0.224	0.330
midnight	kesköö	0.562	0.470	0.545
midshipman	midshipman	0.469	0.615	0.785
midst	keskel	0.324	0.275	0.296
midsummer	jaanipäev	0.781	0.480	0.492
midterm	vaheaeg	0.427	0.337	0.425
midtown	midtown	0.479	0.442	0.538
midway	keskel	0.459	0.316	0.304
midwife	ämmaemand	0.531	0.570	0.453
midwifery	ämmaemand	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	miffed	0.204	0.726	0.429
mighty	vägev	0.855	0.837	0.936
mignon	Mignon	0.551	0.440	0.423
migraine	migreen	0.135	0.783	0.318
migrate	rändama	0.415	0.580	0.454
migration	ränne	0.492	0.731	0.566
migratory	rändav	0.448	0.521	0.491
mike	mike	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	kerge	0.635	0.198	0.216
mildew	hallitus	0.344	0.250	0.241
mildness	pehmus	0.827	0.226	0.311
mile	miil	0.521	0.417	0.456
mileage	läbisõit	0.510	0.458	0.562
milestone	verstapost	0.719	0.373	0.558
militant	sõjaväelane	0.418	0.667	0.750
militants	sõdurid	0.260	0.673	0.652
military	sõjavägi	0.396	0.710	0.875
militia	miilitsa	0.396	0.729	0.769
milk	piim	0.817	0.270	0.327
milkman	piimaja	0.750	0.380	0.304
milkshake	piimakokk	0.796	0.521	0.330
milky	piimjas	0.517	0.283	0.311
mill	mill	0.531	0.382	0.347
millennium	aastatuhandel	0.573	0.398	0.760
milligram	milligramm	0.429	0.217	0.302
millimeter	millimeeter	0.427	0.177	0.360
million	miljonit eurot	0.776	0.647	0.812
millionaire	miljonär	0.917	0.755	0.850
millionth	miljonist	0.635	0.528	0.611
millstone	veskikivi	0.510	0.433	0.492
mime	mime	0.455	0.235	0.302
mimic	jäljendama	0.557	0.587	0.391
mimicking	jäljendamine	0.316	0.433	0.364
mimicry	mimikry	0.420	0.337	0.472
mince	mince	0.417	0.529	0.378
