Word	Xhosa-xh	Valence	Arousal	Dominance
heels	izithende	0.500	0.439	0.396
heft	i heft	0.503	0.340	0.530
hefty	likhulu	0.550	0.654	0.745
hegemonic	ihegemonic	0.462	0.519	0.558
heheh	NO TRANSLATION	0.625	0.510	0.278
heifer	isithole	0.439	0.443	0.321
height	ukuphakama	0.677	0.608	0.648
heighten	kuphakama	0.755	0.622	0.765
heightened	lisiwe	0.592	0.529	0.788
heinous	buhlungu	0.133	0.792	0.471
heir	nendlalifa	0.840	0.654	0.764
heiress	i-heiress	0.827	0.571	0.676
heirloom	iindlalifa	0.684	0.375	0.745
heirs	izindlalifa	0.796	0.519	0.698
heist	i-heist	0.184	0.850	0.645
helical	i-helical	0.379	0.429	0.468
helicopter	helikopta	0.714	0.806	0.617
helipad	helipad	0.780	0.637	0.573
heliport	i-heliport	0.594	0.604	0.527
helium	helium	0.490	0.316	0.304
helix	helix	0.521	0.462	0.509
hell	esihogweni	0.020	0.918	0.565
hellfire	esihogweni somlilo	0.143	0.890	0.618
hellhole	isihogo	0.200	0.615	0.421
hellish	isihogo	0.125	0.860	0.545
helm	uncedo	0.511	0.450	0.615
helmet	isigqoko	0.573	0.327	0.402
helmsman	i-helmsman	0.490	0.441	0.647
help	Nceda	0.673	0.471	0.460
helper	mncedisi	0.704	0.438	0.567
helpful	luncedo	0.816	0.337	0.705
helpless	abancediyo	0.104	0.420	0.214
helplessness	nganto	0.087	0.480	0.250
hem	NO TRANSLATION	0.562	0.283	0.291
hematite	hematite	0.448	0.389	0.342
hematoma	hematoma	0.146	0.600	0.398
hemi	hemi	0.510	0.363	0.342
hemisphere	lizwe	0.531	0.367	0.598
hemispheric	i-hemispheric	0.562	0.449	0.603
hemlock	i-hemlock	0.438	0.350	0.434
hemoglobin	hemoglobin	0.469	0.481	0.418
hemorrhage	ukubola	0.031	0.849	0.426
hemorrhoids	iziqhumane	0.133	0.702	0.304
hemostat	hemostat	0.388	0.442	0.464
hemp	i-hemp	0.469	0.439	0.422
hen	NO TRANSLATION	0.385	0.276	0.241
henceforth	ukususela ngoku	0.527	0.404	0.466
henhouse	henhouse	0.500	0.577	0.414
hepatitis	hepatitis	0.055	0.596	0.358
herald	ummemezeli	0.643	0.382	0.500
heraldry	u mboniso	0.550	0.520	0.607
herb	utywala	0.643	0.418	0.353
herbaceous	utywala	0.560	0.220	0.310
herbal	imfuyo	0.592	0.255	0.390
herbarium	utywala	0.602	0.188	0.327
herbs	iifom	0.620	0.299	0.308
herd	umhlambi	0.592	0.500	0.474
hereditary	ilifa	0.531	0.600	0.737
heredity	ukuzalwa	0.704	0.445	0.818
heresy	uhlazo	0.265	0.765	0.443
heretic	ukunyaniseka	0.090	0.710	0.447
heretical	yecawa	0.229	0.630	0.487
heretofore	nga phambili	0.479	0.388	0.385
hereunto	apha	0.500	0.225	0.333
herewith	apha	0.450	0.360	0.415
heritage	ilifa	0.842	0.512	0.815
hermaphrodite	i-hermaphrodite	0.480	0.684	0.481
hermeneutics	i-hermeneutics	0.406	0.577	0.562
hermit	yokumisa	0.271	0.337	0.351
hernia	i-hernia	0.146	0.486	0.223
hero	iqhawe	0.940	0.806	0.881
heroic	ligorha	0.890	0.770	0.912
heroics	amaqhawe	0.865	0.673	0.894
heroin	heroin	0.276	0.843	0.655
heroine	heroine	0.729	0.755	0.833
heroism	ubuqhawe	0.844	0.802	0.898
herpes	herpes	0.110	0.600	0.309
herpesvirus	herpesvirus	0.219	0.558	0.435
herring	ukufukama	0.531	0.387	0.422
hertz	hertz	0.396	0.417	0.506
hesitant	ba tha ndabuza	0.333	0.542	0.321
hesitate	ba tha ndabuza	0.459	0.548	0.232
hesitating	ku thandabuza	0.265	0.528	0.240
hesitation	ku thandabuza	0.286	0.396	0.217
hetero	hetero	0.589	0.405	0.435
heterogeneity	heterogeneity	0.439	0.450	0.556
heterosexual	ngqabane	0.561	0.612	0.557
hew	ukugcoba	0.417	0.470	0.377
hex	hex	0.410	0.510	0.363
hexagon	hexagon	0.542	0.226	0.425
heyday	ngolo suku	0.646	0.680	0.673
hiatus	hiatus	0.479	0.294	0.352
hibernate	i-hibernate	0.500	0.317	0.431
hibernation	ukugubha	0.469	0.245	0.384
hiccup	ukuhamba	0.271	0.549	0.240
hick	ikhefu	0.357	0.442	0.314
hickey	hickey	0.448	0.529	0.345
hickory	hickory	0.520	0.490	0.415
hidden	kufihliwe	0.208	0.430	0.327
hide	ukufihla	0.438	0.510	0.218
hideaway	ukufihla	0.448	0.481	0.360
hideous	zifihle	0.091	0.750	0.328
hideout	ukufihla	0.337	0.443	0.302
hiding	ukufihla	0.250	0.567	0.364
hierarchical	ephakamileyo	0.521	0.620	0.939
hierarchy	olawulo	0.583	0.722	0.902
hieroglyphics	hieroglyphics	0.479	0.325	0.509
high	phezulu	0.684	0.510	0.614
high heels	izihlangu eziphezulu	0.646	0.528	0.429
highball	highball	0.656	0.520	0.481
higher	phezulu	0.866	0.528	0.713
highest	phezulu	0.771	0.640	0.710
highland	entabeni	0.615	0.481	0.611
highlands	kwiindawo eziphakamileyo	0.735	0.431	0.596
highlight	ukugqamisa	0.844	0.637	0.882
highness	phezulu	0.740	0.670	0.931
hight	ukuphakama	0.667	0.637	0.645
hightail	yokuthengisa	0.448	0.480	0.481
highway	umgwaqo omkhulu	0.640	0.583	0.425
hijack	ukuhlawula	0.042	0.908	0.594
hijacker	ukuxhamla	0.104	0.953	0.683
hike	ukunyuka	0.615	0.442	0.538
hiker	umhambi	0.694	0.802	0.644
hiking	ukuhamba	0.820	0.843	0.670
hiking boot	ukuhamba ngesantya	0.657	0.353	0.446
hilarious	ziqhenqa	0.750	0.640	0.537
hilarity	ubuqili	0.745	0.480	0.575
hill	entabeni	0.615	0.353	0.518
hillside	entabeni	0.625	0.292	0.458
hilltop	entabeni	0.688	0.643	0.787
hilly	ngokukhawuleza	0.643	0.479	0.603
hilt	ukucima	0.396	0.650	0.537
hind	yintsimbi	0.483	0.644	0.337
hinder	thintela	0.276	0.537	0.470
hindering	thintela	0.260	0.654	0.435
hindrance	thintelo	0.135	0.545	0.473
hindsight	ukujonga	0.333	0.431	0.532
hinge	ukucoca	0.458	0.292	0.417
hint	ngcaciso	0.602	0.330	0.517
hinterland	kwiintshona	0.530	0.520	0.457
hip	ukunyakaza	0.448	0.415	0.345
hip hop	ihip-hop	0.740	0.714	0.484
hippie	hippie	0.551	0.400	0.396
hippo	imvu	0.490	0.404	0.477
hippopotamus	imvubu	0.541	0.472	0.615
hire	ukuqesha	0.688	0.558	0.556
hirsute	baleka	0.385	0.483	0.373
hiss	zakhe	0.388	0.480	0.370
hissing	ukuphanga	0.500	0.454	0.400
histology	histology	0.490	0.320	0.560
historian	ngembali	0.688	0.270	0.637
historic	imbali	0.816	0.473	0.784
historical	zembali	0.653	0.357	0.833
historiography	nkcazelo	0.562	0.415	0.634
history	imbali	0.729	0.382	0.754
hit	zibethe	0.235	0.931	0.679
hitch	ikhonkco	0.512	0.480	0.554
hitchhike	i-hitchhike	0.396	0.622	0.385
hitchhiker	i-hitchhiker	0.594	0.626	0.603
hitherto	ngoku	0.448	0.356	0.463
hitter	i-hitter	0.418	0.683	0.713
hive	umhlathi	0.471	0.452	0.544
hives	mihlathi	0.417	0.473	0.591
hoard	ukuhlawula	0.506	0.412	0.518
hoarse	ukugqithisa	0.281	0.402	0.315
hoary	i-hoary	0.469	0.298	0.424
hoax	ubuxoki obenziwe ngamasibomu	0.146	0.696	0.303
hob	hob	0.633	0.363	0.415
hobbit	hobbit	0.479	0.489	0.472
hobby	yokuzilibazisa	0.827	0.560	0.471
hobo	hobo	0.323	0.443	0.282
hock	bhinqa	0.513	0.452	0.412
hockey	hockey	0.565	0.786	0.548
hoe	NO TRANSLATION	0.302	0.480	0.418
hog	hog	0.317	0.509	0.271
hogwash	hogwash	0.420	0.490	0.361
hohoho	NO TRANSLATION	0.677	0.433	0.330
hoist	ukuphakama	0.521	0.520	0.458
hokey	hokey	0.604	0.667	0.430
hold	ubambe	0.448	0.290	0.364
holder	ngumnini	0.592	0.330	0.713
holding	ukubamba	0.600	0.385	0.670
holdup	bambelela	0.398	0.471	0.398
hole	umgodi	0.531	0.310	0.330
holiday	holide	0.948	0.431	0.593
holidays	holide	0.939	0.521	0.512
holidayseason	NO TRANSLATION	0.875	0.566	0.518
holiness	ubungcwele	0.860	0.264	0.742
holistic	epheleleyo	0.670	0.348	0.547
holler	bhenela	0.276	0.825	0.406
hollow	ungenanto	0.300	0.337	0.222
holly	holly	0.510	0.250	0.443
holocaust	yokuqhumisela	0.062	0.918	0.618
hologram	ihologram	0.615	0.461	0.575
holographic	holographic	0.510	0.471	0.555
holster	holster	0.561	0.255	0.339
holy	ngcwele	0.812	0.112	0.690
holyspirit	NO TRANSLATION	0.740	0.480	0.526
homage	ukuhlonela	0.833	0.560	0.737
hombre	NO TRANSLATION	0.656	0.472	0.696
hombres	NO TRANSLATION	0.510	0.538	0.652
home	ekhaya	0.854	0.270	0.545
homeboy	ekhaya	0.602	0.255	0.436
homecoming	ukuhlaziywa	0.760	0.413	0.472
homeland	ezweni lakubo	0.663	0.439	0.868
homeless	bengenamakhaya	0.042	0.450	0.188
homely	ngokuthobeka	0.745	0.157	0.399
homemade	yenziwe	0.869	0.340	0.398
homeopathic	i-homeopathic	0.417	0.268	0.400
homeopathy	i-homeopathy	0.469	0.284	0.439
homeowner	umninikhaya	0.635	0.397	0.962
homeroom	homeroom	0.604	0.480	0.491
homesick	khayeni	0.436	0.304	0.347
homestead	kumakhaya	0.865	0.221	0.536
homesweethome	ekhaya elimyoli	0.796	0.380	0.538
hometown	dolophu	0.858	0.333	0.605
homeward	ekhaya	0.833	0.275	0.435
homework	umsebenzi wasekhaya	0.396	0.412	0.459
homey	ekhaya	0.769	0.278	0.500
homicidal	zokuzibulala	0.020	0.912	0.573
homicide	bulala	0.010	0.973	0.518
homily	nendlu	0.621	0.358	0.425
homing	homing	0.551	0.460	0.527
hominy	i-hominy	0.479	0.382	0.429
homo	i-homo	0.531	0.368	0.415
homogeneity	ukudibanisa	0.715	0.365	0.582
homogeneous	ngokufanayo	0.552	0.255	0.617
homologous	i-homologous	0.471	0.353	0.536
homologue	i-homologue	0.542	0.356	0.509
homology	zobungcali	0.571	0.494	0.527
homophobic	ngabomntu	0.130	0.736	0.464
homosexual	zesini	0.333	0.780	0.431
homosexuality	zobungqingili	0.367	0.696	0.429
honcho	honcho	0.469	0.464	0.397
hone	hone	0.688	0.392	0.473
honest	nya niseka	0.927	0.254	0.750
honesty	nya niseka	0.938	0.411	0.728
honey	nobusi	0.920	0.431	0.510
honeycomb	ikhefu	0.541	0.417	0.412
honeymoon	ngentsapho	0.979	0.678	0.526
honeysuckle	honeysuckle	0.597	0.451	0.517
honk	honk	0.549	0.635	0.415
honky	honky	0.458	0.632	0.425
honor	uzuko	0.896	0.587	0.857
honorable	bahloniphekileyo	0.963	0.412	0.830
honorarium	ihlonipho	0.796	0.510	0.746
honorary	mbeko	0.885	0.565	0.811
honored	uzuke	0.938	0.447	0.732
hooch	ngento	0.429	0.538	0.373
hood	hood	0.357	0.459	0.306
hooded	ikhonkco	0.306	0.745	0.439
hoodlum	hoodlum	0.354	0.720	0.432
hoof	inselo	0.427	0.341	0.365
hook	ikhonkco	0.418	0.444	0.395
hooked	baxhamla	0.610	0.661	0.454
hooker	i-hooker	0.214	0.889	0.373
hookup	dibana no	0.625	0.529	0.683
hooky	i-hooky	0.468	0.500	0.452
hooligan	i-hooligan	0.295	0.712	0.455
hoop	hoop	0.635	0.204	0.315
hoopla	hoopla	0.542	0.471	0.353
hooray	hooray	0.610	0.481	0.536
hoot	ukukhupha	0.449	0.560	0.430
hooter	ukuphanga	0.470	0.615	0.455
hop	ukukhupha	0.450	0.520	0.427
hope	ithemba	0.927	0.317	0.739
hopeful	nethemba	0.947	0.357	0.627
hopeless	ngathemba	0.094	0.298	0.112
hopelessness	ngathemba	0.052	0.402	0.223
hopes	nethemba	0.917	0.500	0.702
hoping	nethemba	0.684	0.469	0.454
hopper	hopper	0.396	0.491	0.442
horde	umkhosi	0.286	0.713	0.684
horizon	ukujonga	0.729	0.284	0.590
horizontal	engqalileyo	0.573	0.304	0.387
horizontally	ngezantsi	0.500	0.356	0.439
hormonal	i-hormonal	0.500	0.620	0.551
hormone	ihomoni	0.490	0.750	0.621
horn	uphondo	0.385	0.510	0.366
horned	amaxoni	0.316	0.610	0.375
hornet	iirnet	0.398	0.594	0.500
horny	horny	0.490	0.908	0.560
horoscope	horoscope	0.500	0.360	0.490
horrendous	zibuhlungu	0.073	0.755	0.365
horrible	ezibi	0.071	0.857	0.398
horribly	ngokukrakra	0.050	0.631	0.454
horrid	zixakeke	0.052	0.765	0.419
horrific	yingozi	0.094	0.846	0.481
horrified	utyhafile	0.040	0.885	0.368
horrifying	eyoyikisayo	0.010	0.760	0.352
horror	kutyhafa	0.115	0.850	0.438
horrors	eziyikrakra	0.061	0.852	0.409
horse	ihashe	0.635	0.510	0.529
horseback	ihashe	0.688	0.588	0.566
horseman	ngamahashe	0.441	0.700	0.676
horsepower	amandla ehashe	0.594	0.735	0.735
horseradish	i-horseradish	0.321	0.584	0.476
horseshit	amahhashi	0.153	0.582	0.179
horseshoe	ngamahashe	0.673	0.350	0.406
horsey	i-horsey	0.602	0.454	0.462
horticultural	i-horticultural	0.594	0.387	0.509
horticulture	ukulima	0.700	0.420	0.434
hosannah	NO TRANSLATION	0.679	0.373	0.500
hose	i hose	0.469	0.288	0.263
hosiery	i-hosiery	0.520	0.344	0.373
hospice	u bhedlele	0.337	0.443	0.535
hospitable	u bubele	0.791	0.470	0.661
hospital	esibhedlele	0.323	0.537	0.598
hospitality	u bubele	0.865	0.333	0.725
host	umphathi	0.693	0.471	0.537
hostage	kubanjwa	0.163	0.923	0.325
hostel	hostele	0.479	0.500	0.398
hostess	umsikazi	0.792	0.604	0.688
hostile	ngendawo	0.188	0.877	0.474
hostilities	ngxabano	0.276	0.810	0.444
hostility	ubundlobongela	0.122	0.775	0.465
hot	kushushu	0.490	0.740	0.573
hot sauce	i sauce	0.333	0.740	0.509
hotbed	kutshisa	0.510	0.285	0.395
hotdog	inja eshushu	0.720	0.438	0.373
hotel	hotele	0.740	0.370	0.407
hothead	hothead	0.240	0.849	0.518
hotline	i-hotline	0.592	0.565	0.663
hotshot	hotshot	0.500	0.727	0.615
hotyoga	NO TRANSLATION	0.683	0.609	0.446
hound	hound	0.417	0.528	0.582
hour	yure	0.552	0.265	0.336
hourglass	hourglass	0.542	0.284	0.492
hourly	ngeyure	0.469	0.418	0.491
house	indlu	0.587	0.135	0.533
houseboat	yinqanawa	0.604	0.389	0.429
houseboy	nendlu	0.479	0.415	0.393
housebroken	indlu	0.518	0.461	0.389
houseguest	nendlu	0.530	0.500	0.481
household	kwindlu	0.781	0.230	0.667
householder	umninimzi	0.816	0.541	0.833
housekeeper	umgcini wendlu	0.694	0.279	0.520
housekeeping	yokugcina indlu	0.604	0.500	0.445
housewarming	ukutshaya indlu	0.857	0.710	0.727
housewife	umfazi	0.656	0.361	0.449
housework	msebenzi wendlu	0.484	0.413	0.342
housing	izindlu	0.776	0.304	0.591
hovel	hovel	0.333	0.296	0.322
hover	ukuhamba	0.510	0.431	0.404
hovercraft	i-hovercraft	0.541	0.654	0.588
howl	bhomboze	0.357	0.646	0.407
howsoever	nantoni na	0.459	0.309	0.345
hoy	NO TRANSLATION	0.583	0.298	0.471
hub	hub	0.479	0.399	0.433
hubby	i-hubby	0.548	0.435	0.430
huckleberry	huckleberry	0.600	0.279	0.296
huddle	ukuhamba	0.604	0.509	0.445
hue	hue	0.507	0.416	0.417
huff	ukuxhamla	0.388	0.491	0.315
huffy	nxubile	0.420	0.616	0.375
hug	ukukhupha	0.908	0.427	0.548
huge	omkhulu	0.573	0.625	0.783
hugger	ukukhupha	0.520	0.480	0.412
huggy	i-huggy	0.854	0.429	0.451
hugs	udibana	0.980	0.422	0.600
hulk	hulk	0.460	0.740	0.750
hull	hull	0.542	0.265	0.353
hum	i-hum	0.490	0.296	0.276
human	ngabantu	0.767	0.314	0.605
humane	abantu	0.800	0.370	0.580
humanitarian	yoluntu	0.786	0.317	0.709
humanities	abantu	0.729	0.325	0.677
humanity	buntwini	0.750	0.360	0.727
humankind	uluntu	0.885	0.394	0.714
humanoid	humanoid	0.521	0.462	0.491
humanrights	NO TRANSLATION	0.792	0.559	0.730
humble	tho bekile	0.867	0.236	0.483
humbled	tho bekile	0.280	0.618	0.198
humbly	ngokuthobeka	0.771	0.194	0.370
humbug	i-humbug	0.219	0.622	0.456
humdrum	i-humdrum	0.269	0.246	0.353
humid	i-humid	0.375	0.324	0.366
humidity	u bumanzi	0.464	0.373	0.367
humiliate	hlazisa	0.052	0.714	0.275
humiliated	hlaziswa	0.104	0.712	0.216
humiliating	hlazisa	0.062	0.716	0.279
humiliation	ukuthotywa	0.048	0.712	0.310
humility	thobeka	0.740	0.118	0.444
hummer	hummer	0.510	0.622	0.589
hummingbird	i-hummingbird	0.750	0.370	0.273
humongous	zixhamle	0.378	0.538	0.536
humor	ukuhleka	0.890	0.633	0.462
humored	zihlaziye	0.854	0.657	0.545
humorist	buhlanga	0.958	0.790	0.607
humorous	ehlekisayo	0.906	0.616	0.665
hump	i-hump	0.296	0.462	0.250
humpback	i mpu	0.235	0.346	0.247
hunch	ukuzingela	0.561	0.630	0.567
hunchback	ukuzingela	0.208	0.390	0.259
hundred	ikhulu	0.604	0.370	0.406
hundredth	ikhulu	0.427	0.368	0.466
hunger	indlala	0.083	0.554	0.328
hungry	ulambile	0.083	0.690	0.254
hunk	hunk	0.438	0.375	0.361
hunks	hunks	0.417	0.453	0.482
hunky	hunky	0.469	0.571	0.438
hunt	ukuzingela	0.327	0.806	0.588
hunter	ngumzingeli	0.292	0.817	0.817
hunting	ukuzingela	0.448	0.713	0.714
huntress	ukuzingela	0.357	0.717	0.765
hurdle	ukuphosa	0.198	0.682	0.434
hurl	ukuphosa	0.316	0.745	0.574
hurrah	ukuphosa	0.802	0.740	0.500
hurricane	ngqutyana	0.177	0.958	0.787
hurricanes	neempukane	0.286	0.898	0.784
hurried	kha wuleza	0.314	0.806	0.393
hurry	kha wuleza	0.422	0.735	0.481
hurryup	NO TRANSLATION	0.473	0.791	0.555
hurt	buhlungu	0.062	0.773	0.291
hurtful	buhlungu	0.104	0.680	0.463
hurting	buhlungu	0.153	0.778	0.221
husband	umyeni	0.771	0.500	0.655
husbandry	ukunyuka	0.643	0.473	0.445
hush	hush	0.471	0.231	0.312
hushed	zihluthe	0.292	0.194	0.272
husk	NO TRANSLATION	0.378	0.173	0.147
husky	husky	0.630	0.450	0.490
hussy	ihlazo	0.219	0.594	0.384
hustle	ukukhupha	0.406	0.661	0.427
hustler	i-hustler	0.260	0.821	0.627
hut	indlu	0.633	0.270	0.375
hutch	i-hutch	0.385	0.453	0.520
hyacinth	hyacinth	0.372	0.360	0.342
hybrid	hybrid	0.500	0.365	0.570
hydra	i-hydra	0.406	0.598	0.534
hydrant	i-hydrant	0.570	0.413	0.367
hydrate	i-hydrate	0.610	0.367	0.547
hydraulic	i-hydraulic	0.522	0.398	0.596
hydraulics	i mi hydraulic	0.500	0.530	0.588
hydrocephalus	i-hydrocephalus	0.286	0.629	0.393
hydrodynamics	hydrodynamics	0.552	0.582	0.664
hydrogen	i-hydrogen	0.469	0.303	0.554
hydrographic	hydrographic	0.490	0.396	0.642
hydrology	hydrology	0.500	0.380	0.509
hydrophobia	hydrophobia	0.323	0.784	0.351
hydroponics	hydroponics	0.500	0.549	0.500
hyena	hyena	0.396	0.719	0.464
hygiene	ucoceko	0.781	0.287	0.537
hygienic	coceko	0.719	0.245	0.702
hygienist	ucoceko	0.698	0.389	0.682
hymen	nxu	0.469	0.651	0.457
hymn	ingoma	0.735	0.292	0.634
hype	i-hype	0.510	0.500	0.586
hyped	zixhaswe	0.708	0.582	0.679
hyper	hyper	0.542	0.616	0.640
hyperactive	engasebenzi	0.500	0.921	0.660
hyperbole	ngongoma	0.469	0.521	0.542
hyperspace	hyperspace	0.510	0.623	0.755
hypertension	xi nzelelo	0.133	0.784	0.427
hypertrophy	hypertrophy	0.312	0.625	0.413
hyperventilate	xhaphaza	0.347	0.729	0.556
hyperventilating	ukuxhatshazwa	0.164	0.802	0.625
hyphen	niselo	0.552	0.356	0.381
hypnosis	hypnosis	0.417	0.410	0.546
hypnotic	ukuxhomekeka	0.571	0.560	0.569
hypnotist	hypnotist	0.490	0.455	0.627
hypnotize	ukuxhomekeka	0.469	0.507	0.508
hypnotized	banjiswa	0.449	0.434	0.380
hypochondriac	i-hypochondriac	0.194	0.588	0.333
hypocrisy	uhanahaniso	0.156	0.523	0.370
hypocrite	nxu lumene	0.082	0.673	0.306
hypocritical	uhanahanisi	0.048	0.740	0.415
hypodermic	hypodermic	0.240	0.441	0.445
hypothalamus	hypothalamus	0.593	0.427	0.539
hypothermia	i-hypothermia	0.184	0.620	0.301
hypothesis	ngongoma	0.552	0.370	0.509
hypothetical	ngqondweni	0.480	0.367	0.361
hysterectomy	hysterectomy	0.178	0.660	0.470
hysteria	niselo	0.224	0.906	0.482
hysterical	ixhepha	0.290	0.942	0.398
ibuprofen	ibuprofen	0.448	0.427	0.504
ice	iqhwa	0.440	0.265	0.219
ice tea	itiye leqhwa	0.771	0.337	0.336
iceberg	iceberg	0.344	0.540	0.648
icebox	ibhokisi	0.560	0.222	0.370
icebreaker	i-icebreaker	0.571	0.545	0.848
iced	iced	0.564	0.482	0.339
icing	icing	0.688	0.452	0.411
icky	icky	0.357	0.510	0.342
icon	icon	0.549	0.349	0.415
iconic	iconic	0.583	0.537	0.700
iconography	iconography	0.602	0.382	0.653
icy	epholileyo	0.684	0.375	0.345
id	id	0.449	0.344	0.391
idea	ngcamango	0.750	0.538	0.704
ideal	efanelekileyo	0.802	0.437	0.736
idealism	ngcamango	0.635	0.436	0.689
idealist	i-idealist	0.816	0.510	0.802
idealistic	ngcamango	0.812	0.469	0.755
identical	fanayo	0.635	0.380	0.527
identically	ngokufanayo	0.667	0.427	0.487
identification	u kuchonga	0.714	0.451	0.692
identify	ukuchonga	0.635	0.480	0.667
identity	yesazisi	0.663	0.360	0.780
ideology	ngcamango	0.573	0.344	0.692
idiocy	idiocy	0.112	0.635	0.137
idiom	udidi	0.520	0.337	0.445
idiomatic	idiomatic	0.531	0.429	0.516
idiot	idiot	0.086	0.567	0.113
idiotic	idilesi	0.104	0.620	0.170
idiots	idiots	0.143	0.600	0.144
idle	nganto	0.179	0.167	0.112
idleness	ukungazi	0.308	0.330	0.228
idler	ungenzi	0.200	0.304	0.194
idol	isithixo	0.684	0.805	0.853
idolatry	ukukhonza izithixo	0.365	0.571	0.625
idolizing	ukukhupha	0.676	0.712	0.643
idyllic	ezingabonakaliyo	0.571	0.394	0.593
iffy	iffy	0.380	0.442	0.333
ifonly	ukuba kuphela	0.406	0.250	0.255
igloo	igloo	0.569	0.302	0.345
igneous	ngenyani	0.469	0.466	0.517
ignite	ukutshaya	0.458	0.785	0.675
ignition	ukutshaya	0.365	0.720	0.657
ignorance	ukungazi	0.153	0.417	0.209
ignorant	bengazi	0.102	0.461	0.223
ignore	ngahoywa	0.146	0.230	0.295
iguana	iguana	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	kugula	0.073	0.410	0.200
illegal	mthethweni	0.061	0.787	0.337
illegality	ukungekho mthethweni	0.094	0.635	0.427
illegally	ngokungekho mthethweni	0.133	0.788	0.402
illegible	engekho mthethweni	0.296	0.490	0.315
illegitimate	mthethweni	0.184	0.644	0.302
illicit	mthethweni	0.188	0.794	0.390
illiterate	nga fundanga	0.120	0.410	0.151
illness	kugula	0.098	0.717	0.211
illogical	ngqiqweni	0.208	0.630	0.251
illuminate	ku khanyisa	0.905	0.646	0.782
illuminating	ku khanyisa	0.949	0.613	0.773
illumination	ku khanyisa	0.760	0.588	0.537
illuminator	ku khanyisa	0.770	0.566	0.718
illusion	ngcamango	0.562	0.490	0.387
illustrate	mzekelo	0.750	0.430	0.690
illustration	mze keliso	0.740	0.441	0.640
illustrative	mze keliso	0.771	0.452	0.647
illustrious	ebonakalayo	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	umfanekiso	0.653	0.241	0.453
imagery	imifanekiso	0.653	0.327	0.390
imaginable	kucinga	0.613	0.529	0.596
imaginary	kucinga	0.560	0.424	0.310
imagination	ngcamango	0.802	0.491	0.547
imaginative	ngcamango	0.780	0.541	0.593
imagine	cinga	0.759	0.480	0.587
imagined	cingelwa	0.656	0.412	0.418
imaging	ukucinga	0.724	0.394	0.482
imagining	ukucinga	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	ukungalingani	0.115	0.538	0.264
imbecile	i-imbecile	0.082	0.569	0.260
imbedded	zifakiwe	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	xelisa	0.469	0.561	0.336
imitated	xeliswa	0.333	0.391	0.442
imitation	xelisa	0.406	0.592	0.343
immaculate	engacacanga	0.698	0.330	0.688
immaterial	ezingabonakaliyo	0.296	0.309	0.295
immature	ukukhulelwa	0.114	0.500	0.200
immaturity	ukungakhulelwa	0.146	0.567	0.221
immeasurable	ezingenakulinganiswa	0.510	0.539	0.712
immeasurably	ngokungabonakaliyo	0.510	0.640	0.680
immediacy	ngokukhawuleza	0.635	0.630	0.627
immediate	ngokukhawuleza	0.656	0.548	0.716
immediately	ngokukhawuleza	0.552	0.780	0.707
immemorial	imemori	0.327	0.469	0.454
immense	omkhulu	0.755	0.750	0.811
immerse	philisa	0.510	0.577	0.509
immersion	ukucwiliswa	0.510	0.556	0.564
immigrant	umfuduki	0.357	0.663	0.509
immigration	ukufuduka	0.390	0.667	0.454
imminent	kusondele	0.490	0.784	0.643
immobile	zi ngakwazi	0.225	0.217	0.298
immoral	kakubi	0.143	0.622	0.385
immorality	kakubi	0.188	0.689	0.315
immortal	ongafi	0.812	0.750	0.795
immortality	ukuphila kwam ngonaphakade	0.688	0.635	0.861
immovable	nga shenxiswa	0.480	0.310	0.571
immune	omzimba	0.629	0.472	0.780
immunity	ku khusela	0.633	0.316	0.786
immunization	ugonyo	0.667	0.510	0.733
immutable	ziguquki	0.427	0.431	0.571
imp	imp	0.350	0.448	0.420
impact	mpe mbelelo	0.469	0.884	0.776
impair	ukuphazamiseka	0.153	0.500	0.360
impaired	ba nga lunganga	0.130	0.459	0.269
impairment	ukukhubazeka	0.170	0.571	0.220
impart	ku nikela	0.521	0.441	0.694
impartial	ngakhethi	0.531	0.406	0.685
impartiality	ukungakhethi	0.622	0.394	0.616
impassable	zi ngaphaya	0.342	0.458	0.553
impassioned	inceba	0.740	0.780	0.802
impatience	ukunyamezela	0.278	0.780	0.411
impatient	ungaphelelwa ngumonde	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	impeach	0.208	0.776	0.664
impeachment	ukuphambuka	0.163	0.735	0.694
impeccable	ngqiqweni	0.833	0.370	0.824
impede	thintela	0.271	0.510	0.604
impediment	thintela	0.163	0.600	0.409
impelled	ku khuthazwa	0.604	0.741	0.690
impending	ezayo	0.480	0.735	0.752
impenetrable	ezingenakunceda	0.531	0.577	0.839
imperative	mfuneko	0.625	0.647	0.708
imperceptible	i-imperceptible	0.378	0.490	0.548
imperfect	nga fe zekanga	0.173	0.527	0.202
imperfection	ukungapheleli	0.190	0.567	0.321
imperfectly	nga fezeki	0.297	0.481	0.330
imperial	umkhosi	0.669	0.646	0.922
