Word	Lithuanian-lt	Valence	Arousal	Dominance
infirm	silpnas	0.115	0.521	0.210
infirmary	ligoninė	0.500	0.438	0.517
infirmity	silpnumas	0.094	0.482	0.252
inflammation	uždegimas	0.146	0.765	0.423
inflammatory	uždegiminis	0.177	0.642	0.404
inflatable	pripučiamas	0.510	0.510	0.400
inflate	pripūsti	0.305	0.569	0.462
inflated	pripūstos	0.303	0.431	0.617
inflation	infliacija	0.219	0.792	0.508
inflection	perversmas	0.385	0.635	0.377
inflict	sukelti	0.167	0.760	0.609
infliction	priespauda	0.302	0.722	0.571
inflorescence	žiedynas	0.459	0.344	0.412
influence	įtaka	0.622	0.663	0.824
influential	įtakingas	0.899	0.688	0.944
influenza	gripas	0.271	0.718	0.321
influx	antplūdis	0.622	0.635	0.575
info	informacija	0.750	0.330	0.642
infomercial	infomercial	0.427	0.462	0.555
inform	informuoti	0.723	0.582	0.679
informal	neformalus	0.480	0.398	0.441
informant	informatorius	0.604	0.612	0.719
information	informacija	0.765	0.370	0.711
informative	informatyvus	0.812	0.419	0.741
informed	informuotas	0.543	0.298	0.617
informer	informatorius	0.521	0.578	0.580
infraction	pažeidimas	0.245	0.660	0.471
infrared	infraraudonieji spinduliai	0.469	0.588	0.526
infrastructure	infrastruktūra	0.604	0.460	0.694
infrequent	nedažni	0.312	0.377	0.192
infrequently	retai	0.204	0.250	0.327
infringement	pažeidimas	0.153	0.800	0.481
infuriate	sužlugdyti	0.102	0.934	0.596
infuriated	susierzinęs	0.073	0.930	0.510
infuriates	infuriates	0.135	0.913	0.627
infuriating	infuriatorius	0.139	0.870	0.509
infuse	infuzuoti	0.380	0.705	0.589
infused	infuzuojama	0.385	0.473	0.546
infuser	infuzorius	0.469	0.433	0.536
infusion	infuzija	0.583	0.365	0.453
ingenious	gudrus	0.760	0.690	0.891
ingenuity	išradingumas	0.708	0.590	0.868
ingest	nuryti	0.510	0.559	0.473
ingestion	nurijus	0.429	0.612	0.512
ingot	lietus	0.688	0.444	0.615
ingrained	įsišaknijusi	0.531	0.490	0.712
ingrate	įsitraukti	0.235	0.606	0.327
ingredient	ingredientas	0.792	0.373	0.451
ingress	patekimas	0.601	0.366	0.736
inhabit	gyventi	0.656	0.378	0.556
inhabitant	gyventojas	0.604	0.356	0.519
inhabited	apgyvendintas	0.667	0.361	0.510
inhabiting	gyvenantis	0.458	0.440	0.598
inhalation	įkvėpus	0.510	0.613	0.464
inhale	įkvėpti	0.427	0.340	0.492
inhaler	inhaliatorius	0.408	0.500	0.349
inherent	būdingas	0.562	0.439	0.480
inherit	paveldėti	0.745	0.546	0.694
inheritance	paveldėjimas	0.900	0.565	0.798
inhibit	slopinti	0.167	0.479	0.447
inhibition	slopinimas	0.265	0.392	0.534
inhibitor	inhibitorius	0.281	0.450	0.471
inhospitable	nešiotis	0.265	0.531	0.395
inhuman	nežmoniškas	0.107	0.660	0.492
inhumane	nehumaniškas	0.104	0.587	0.402
inhumanity	nežmoniškumas	0.143	0.540	0.405
inimaginable	NO TRANSLATION	0.542	0.636	0.534
inimical	neigiamas	0.260	0.823	0.556
inimitable	nepakartojamas	0.571	0.413	0.790
iniquity	neteisybė	0.219	0.567	0.425
initial	pradinis	0.583	0.314	0.539
initiate	pradėti	0.719	0.480	0.553
initiated	inicijuotas	0.760	0.490	0.650
initiation	inicijavimas	0.698	0.529	0.527
initiative	iniciatyva	0.833	0.615	0.768
inject	švirkšti	0.406	0.735	0.596
injection	injekcija	0.281	0.741	0.518
injunction	įsakymas	0.281	0.422	0.519
injure	sužeisti	0.177	0.710	0.364
injured	sužeistas	0.083	0.680	0.302
injuring	sužeisti	0.073	0.790	0.245
injurious	žalingas	0.177	0.759	0.366
injury	sužalojimas	0.049	0.769	0.287
injustice	neteisinga	0.082	0.755	0.444
ink	rašalas	0.471	0.408	0.235
inkling	inkling	0.448	0.551	0.570
inland	vidaus vandenyse	0.510	0.417	0.423
inlay	inkrustacija	0.406	0.531	0.565
inlet	įvadas	0.646	0.378	0.466
inmate	kalinys	0.235	0.663	0.398
inn	užeiga	0.660	0.284	0.475
innards	inards	0.302	0.480	0.400
innate	įgimtas	0.490	0.400	0.521
inner	vidinis	0.551	0.216	0.443
innermost	slapčiausias	0.583	0.500	0.510
innerpeace	NO TRANSLATION	0.714	0.318	0.551
inning	inžinierius	0.602	0.315	0.520
innings	innings	0.573	0.487	0.443
innkeeper	Innkeeper	0.578	0.224	0.472
innocence	nekaltumas	0.802	0.260	0.307
innocent	nekaltas	0.729	0.206	0.340
innocently	nekaltai	0.776	0.250	0.302
innocuous	nekenksmingas	0.510	0.321	0.172
innovate	naujoves	0.898	0.872	0.750
innovation	naujovės	0.949	0.680	0.890
innovative	novatoriškas	0.880	0.640	0.830
innuendo	innuendo	0.467	0.670	0.463
innumerable	nesuskaičiuojama	0.667	0.445	0.704
inoculation	inokuliavimas	0.333	0.570	0.598
inoperable	neveikia	0.184	0.422	0.304
inoperative	neveikia	0.138	0.425	0.273
inordinate	pernelyg	0.163	0.630	0.330
inorganic	neorganinis	0.385	0.345	0.282
input	įvestis	0.643	0.337	0.527
inquest	apklausa	0.458	0.569	0.721
inquire	paklausti	0.583	0.519	0.363
inquirer	klausytojas	0.573	0.598	0.776
inquiring	klausinėjau	0.479	0.510	0.500
inquiry	tyrimas	0.541	0.420	0.536
inquisitive	smalsus	0.301	0.637	0.615
inquisitor	inkvizitorius	0.385	0.873	0.642
insane	psichiškas	0.062	0.670	0.265
insanity	beprotybė	0.098	0.847	0.337
insatiable	nepasotinamas	0.375	0.656	0.558
inscription	užrašas	0.592	0.422	0.542
inscrutable	neįsivaizduojamas	0.459	0.541	0.613
insect	vabzdys	0.276	0.633	0.242
insecticide	insekticidas	0.188	0.598	0.430
insecure	nesaugu	0.114	0.538	0.132
insecurity	nesaugumas	0.094	0.647	0.350
insemination	apvaisinimas	0.542	0.644	0.622
insensitive	nejautrus	0.219	0.471	0.302
inseparable	neatsiejama	0.700	0.520	0.571
insert	Įdėti	0.481	0.552	0.519
inserted	įterpta	0.479	0.402	0.476
insertion	įterpimas	0.521	0.520	0.565
inside	viduje	0.612	0.404	0.472
insider	vidinė auditorija	0.625	0.562	0.750
insidious	klastingas	0.146	0.622	0.480
insight	įžvalga	0.613	0.363	0.649
insightful	įžvalgus	0.664	0.691	0.713
insignia	simbolika	0.665	0.282	0.685
insignificance	nereikšmingumas	0.250	0.216	0.222
insignificant	nereikšmingas	0.083	0.306	0.114
insinuate	insinuate	0.292	0.635	0.413
insipid	įsišaknijęs	0.214	0.250	0.241
insist	reikalauti	0.635	0.651	0.688
insistence	primygtinai reikalavimas	0.418	0.704	0.645
insistent	primygtinis	0.552	0.635	0.701
insists	primygtinai reikalauja	0.490	0.587	0.610
insolence	insolence	0.115	0.731	0.402
insolent	įžūlus	0.112	0.663	0.343
insoluble	netirpi	0.439	0.290	0.414
insolvency	nemokumas	0.323	0.431	0.300
insolvent	nemokus	0.230	0.481	0.318
insomnia	nemiga	0.198	0.611	0.373
insomniac	nemiga	0.231	0.367	0.329
inspect	patikrinkite	0.479	0.603	0.793
inspection	inspekcija	0.459	0.630	0.718
inspector	inspektorius	0.418	0.580	0.852
inspiration	įkvėpimas	0.938	0.600	0.779
inspirational	įkvepiantis	0.927	0.720	0.810
inspire	įkvėpti	0.918	0.627	0.759
inspired	Įkvėptas	0.967	0.702	0.736
instability	nestabilumas	0.177	0.760	0.353
install	diegti	0.630	0.583	0.736
installation	montavimas	0.656	0.469	0.759
installment	įmoka	0.619	0.396	0.483
instance	instancija	0.547	0.450	0.558
instant	akimirksniu	0.766	0.454	0.554
instantaneous	momentinis	0.750	0.500	0.585
instantaneously	akimirksniu	0.656	0.640	0.600
instigate	paskatinti	0.278	0.765	0.642
instigation	kurstymas	0.323	0.769	0.648
instill	instill	0.562	0.490	0.618
instinct	instinktas	0.771	0.602	0.642
instinctive	instinktyvus	0.752	0.575	0.694
institute	institutas	0.604	0.480	0.807
institution	įstaiga	0.580	0.311	0.790
instruct	pavesti	0.729	0.490	0.833
instructed	nurodė	0.740	0.388	0.722
instruction	instrukcija	0.656	0.434	0.736
instructional	mokomoji medžiaga	0.698	0.500	0.773
instructions	nurodymai	0.582	0.302	0.556
instructive	pamokantis	0.583	0.420	0.643
instructor	instruktorius	0.771	0.490	0.782
instrument	instrumentas	0.562	0.537	0.655
instrumental	instrumental	0.740	0.472	0.647
instrumentalist	instrumentalistė	0.656	0.540	0.740
instrumentality	įrankis	0.637	0.510	0.618
insubordination	nepaklusnumas	0.281	0.775	0.634
insufferable	nepakeliamas	0.220	0.784	0.291
insufficiency	nepakankamumas	0.115	0.431	0.210
insufficient	nepakankamas	0.188	0.380	0.093
insufficiently	nepakankamai	0.147	0.509	0.198
insular	izoliuotas	0.531	0.426	0.465
insulate	izoliuoti	0.365	0.358	0.286
insulated	izoliuotas	0.208	0.265	0.304
insulation	izoliacija	0.245	0.327	0.264
insulin	insulinas	0.429	0.472	0.375
insult	įžeidimas	0.085	0.831	0.389
insulting	įžeidimas	0.094	0.840	0.412
insurance	draudimas	0.714	0.308	0.825
insure	apdrausti	0.700	0.415	0.698
insurgent	maištininkas	0.235	0.735	0.660
insurmountable	neįveikiama	0.620	0.627	0.737
insurrection	sukilimas	0.229	0.706	0.582
intact	nepažeistas	0.716	0.212	0.602
intake	suvartojimas	0.604	0.527	0.442
intangible	nematerialus	0.525	0.480	0.473
integer	sveikasis skaičius	0.573	0.327	0.595
integral	integralas	0.590	0.337	0.615
integrate	integruoti	0.729	0.390	0.700
integration	integracija	0.771	0.480	0.737
integrity	vientisumas	0.865	0.413	0.848
intellect	intelektas	0.844	0.418	0.870
intellectual	intelektualus	0.906	0.455	0.845
intelligence	žvalgyba	0.833	0.587	0.885
intelligent	protingas	0.917	0.541	0.868
intelligibility	suprantamumas	0.740	0.481	0.689
intelligible	suprantama	0.635	0.480	0.691
intend	planuoti	0.562	0.520	0.519
intended	numatytas	0.406	0.542	0.587
intending	ketinantis	0.510	0.567	0.597
intense	intensyvus	0.592	0.774	0.679
intensely	intensyviai	0.694	0.846	0.750
intensify	sustiprinti	0.604	0.870	0.737
intensity	intensyvumas	0.622	0.930	0.952
intensive	intensyvus	0.570	0.842	0.776
intent	tikslas	0.550	0.481	0.500
intention	ketinimas	0.531	0.480	0.636
intentional	tyčinis	0.650	0.615	0.750
intentionally	tyčia	0.450	0.676	0.696
inter	inter	0.510	0.375	0.466
interact	bendrauti	0.822	0.690	0.759
interaction	sąveika	0.646	0.735	0.750
interactive	interaktyvus	0.727	0.811	0.770
intercede	paklausti	0.582	0.577	0.630
intercept	perimti	0.221	0.660	0.676
interception	perėmimas	0.327	0.673	0.643
intercession	užtarimas	0.503	0.486	0.598
interchange	keitimasis	0.615	0.527	0.565
interchangeable	keičiamas	0.615	0.459	0.526
interchanged	interchanged	0.396	0.472	0.434
intercom	intercom	0.623	0.429	0.453
intercourse	bendravimas	0.551	0.608	0.557
interdependence	tarpusavio priklausomybe	0.608	0.618	0.639
interdependent	tarpusavyje susijusi	0.410	0.482	0.598
interdiction	uždraudimas	0.337	0.500	0.585
interest	palūkanos	0.780	0.667	0.618
interested	suinteresuotas	0.750	0.529	0.725
interesting	įdomus	0.927	0.726	0.731
interface	sąsaja	0.643	0.357	0.600
interfere	kištis	0.323	0.714	0.471
interference	trikdymas	0.396	0.736	0.357
interferometer	interferometras	0.510	0.510	0.517
intergalactic	tarpgalaktika	0.562	0.661	0.741
interim	laikinas	0.604	0.400	0.524
interior	interjeras	0.618	0.157	0.462
interject	interject	0.333	0.648	0.658
interlocutory	tarpinis	0.490	0.500	0.527
interlude	interludas	0.470	0.417	0.377
intermediary	tarpininkas	0.427	0.510	0.643
intermediate	tarpinis	0.480	0.368	0.400
interment	siela	0.235	0.608	0.346
interminable	be galo	0.327	0.481	0.561
intermission	pertrauka	0.490	0.360	0.402
intermittent	pertraukiamasis	0.337	0.565	0.436
intern	internas	0.459	0.460	0.392
internal	vidinis	0.439	0.349	0.423
internally	viduje	0.615	0.400	0.616
international	tarptautinis	0.800	0.519	0.702
internet	internetas	0.760	0.462	0.755
internship	praktika	0.590	0.510	0.482
interoffice	interoffice	0.439	0.375	0.556
interpolate	interpoliuoti	0.460	0.490	0.569
interpolation	interpoliacija	0.419	0.506	0.528
interpret	interpretuoti	0.646	0.625	0.673
interpretation	interpretacija	0.677	0.594	0.620
interpreter	vertėjas	0.708	0.461	0.596
interpretive	aiškinamasis	0.531	0.549	0.595
interrelated	tarpusavyje susiję	0.615	0.469	0.592
interrogate	paklausti	0.323	0.808	0.680
interrogation	tardymas	0.302	0.827	0.657
interrupt	nutraukti	0.210	0.635	0.509
interrupted	nutrauktas	0.281	0.559	0.333
interrupting	nutraukti	0.146	0.593	0.509
interruption	pertraukimas	0.184	0.632	0.425
interrupts	pertraukia	0.204	0.545	0.389
intersect	susikerta	0.521	0.510	0.480
intersection	sankryža	0.344	0.541	0.658
interstate	tarpvalstybinis	0.520	0.443	0.600
interstellar	tarp žvaigždžių	0.708	0.702	0.622
interstitial	interstitialas	0.333	0.471	0.534
interval	intervalas	0.510	0.284	0.400
intervene	įsikišti	0.520	0.677	0.768
intervening	įsikišimas	0.398	0.627	0.442
intervention	intervencija	0.388	0.696	0.689
interview	interviu	0.573	0.770	0.619
interviewer	interviuotojas	0.552	0.736	0.816
interworking	sąveika	0.552	0.587	0.691
intestate	Neteisingas	0.459	0.467	0.415
intestinal	žarnynas	0.357	0.531	0.370
intestine	žarnynas	0.343	0.450	0.380
intestines	žarnos	0.292	0.547	0.398
intimacy	intymumas	0.857	0.802	0.558
intimate	intymus	0.724	0.598	0.393
intimately	glaudžiai	0.806	0.573	0.590
intimation	intimacija	0.406	0.673	0.500
intimidate	įbauginti	0.210	0.804	0.632
intimidated	bauginti	0.177	0.663	0.208
intimidating	bauginanti	0.229	0.790	0.708
intimidation	bauginimas	0.177	0.791	0.644
intolerable	nepakeliamas	0.146	0.660	0.439
intolerance	netolerancija	0.052	0.704	0.520
intolerant	netoleranti	0.135	0.676	0.509
intonation	intonacija	0.615	0.442	0.598
intoxicated	apsvaigęs	0.079	0.824	0.246
intoxicating	svaiginantis	0.224	0.760	0.464
intoxication	apsinuodijimas	0.323	0.710	0.400
intracranial	intrakranijinis	0.281	0.602	0.553
intractable	nesuderinamas	0.154	0.694	0.302
intramural	intramural	0.490	0.464	0.447
intravenous	intraveninis	0.357	0.538	0.458
intrepid	bejėgis	0.753	0.696	0.637
intricate	sudėtingas	0.559	0.704	0.500
intrigue	intrigos	0.362	0.830	0.327
intriguing	intriguojantis	0.422	0.713	0.462
intrinsic	būdingas	0.406	0.471	0.526
intrinsically	iš esmės	0.459	0.382	0.538
intro	intro	0.510	0.331	0.657
introduce	supažindinti	0.592	0.559	0.648
introduction	įvadas	0.612	0.413	0.640
introductory	įvadinis	0.635	0.368	0.593
introspection	introspekcija	0.603	0.337	0.575
introspective	introspekcinis	0.552	0.360	0.471
intrude	įsibrauti	0.058	0.735	0.480
intruder	įsibrovėlis	0.146	0.740	0.324
intrusion	įsibrovimas	0.293	0.641	0.670
intrusive	intrusyvus	0.461	0.607	0.538
intubation	intubacija	0.276	0.598	0.526
intuition	intuicija	0.857	0.508	0.602
intuitive	intuityvi	0.771	0.573	0.690
intuitively	intuityviai	0.670	0.561	0.648
inundation	potvynis	0.177	0.780	0.455
invade	įsiveržti	0.408	0.892	0.714
invader	įsibrovėlis	0.200	0.827	0.618
invalid	negaliojantis	0.180	0.330	0.255
invalidate	negaliojantis	0.315	0.480	0.397
invalidation	negaliojimas	0.181	0.490	0.278
invalidity	invalidumas	0.186	0.394	0.158
invaluable	neįkainojama	0.740	0.500	0.745
invariably	visada	0.458	0.365	0.550
invasion	invazija	0.271	0.843	0.808
invasive	invazinis	0.194	0.730	0.598
invent	išrasti	0.719	0.689	0.833
invention	išradimas	0.714	0.577	0.811
inventive	išradingas	0.780	0.627	0.721
inventor	išradėjas	0.781	0.667	0.847
inventory	inventorius	0.594	0.463	0.490
inverse	atvirkštinis	0.459	0.337	0.319
inversely	atvirkščiai	0.286	0.418	0.351
inversion	inversija	0.602	0.630	0.772
invert	invertuoti	0.510	0.585	0.706
inverted	apverstas	0.310	0.471	0.357
invest	investuoti	0.650	0.663	0.682
investigate	ištirti	0.640	0.500	0.781
investigation	tyrimas	0.531	0.592	0.820
investigative	tyrimas	0.562	0.600	0.704
investigator	tyrėjas	0.615	0.509	0.779
investment	investicijos	0.720	0.592	0.745
investor	investuotojas	0.794	0.655	0.791
invidious	kukliai	0.112	0.650	0.364
invigorate	pagyvinti	0.821	0.798	0.831
invincible	nesugebėjimas	0.867	0.853	0.914
invisibility	nematomas	0.438	0.461	0.382
invisible	nematomas	0.417	0.345	0.412
invitation	kvietimas	0.802	0.549	0.647
invite	pakviesti	0.745	0.655	0.611
inviting	kviečiantis	0.938	0.571	0.538
invocation	paskambinimas	0.430	0.620	0.673
invoice	sąskaita faktūra	0.480	0.380	0.474
invoke	pasikviesti	0.583	0.740	0.579
involuntary	Neprivalomas	0.354	0.490	0.231
involution	involiucija	0.296	0.420	0.407
involve	Įtraukti	0.694	0.490	0.728
involvement	dalyvavimas	0.760	0.620	0.696
invulnerable	neatsirado	0.552	0.683	0.745
inwards	į vidų	0.490	0.385	0.438
iodine	jodas	0.390	0.265	0.333
ion	jonas	0.429	0.330	0.408
iota	Iota	0.344	0.385	0.314
irate	irate	0.188	0.852	0.474
ire	NO TRANSLATION	0.198	0.740	0.575
iridescent	vaizdingas	0.602	0.588	0.539
iris	iris	0.708	0.275	0.380
irked	sumuštas	0.164	0.791	0.353
irks	riestai	0.276	0.781	0.339
iron	geležis	0.448	0.351	0.679
ironclad	ironclad	0.561	0.648	0.679
ironic	ironiškas	0.435	0.550	0.500
irons	lygintuvai	0.531	0.441	0.625
irony	ironija	0.390	0.587	0.508
irradiation	švitinimas	0.385	0.736	0.509
irrational	neracionalus	0.125	0.648	0.394
irrationality	neracionalumas	0.198	0.735	0.361
irreconcilable	nesuderinamas	0.146	0.667	0.375
irreducible	nepatraukiamas	0.296	0.455	0.569
irrefutable	neginčytinas	0.496	0.549	0.716
irregular	netaisyklingas	0.312	0.548	0.321
irregularity	pažeidimas	0.104	0.647	0.306
irregularly	netaisyklingai	0.292	0.565	0.397
irrelevant	nesvarbu	0.138	0.311	0.296
irreparable	nepataisoma	0.061	0.530	0.430
irreplaceable	nepakeičiama	0.479	0.580	0.833
irrepressible	nepakeliamas	0.512	0.566	0.745
irresistible	neatsispiriamas	0.823	0.833	0.839
irrespective	nepriklausomai	0.497	0.538	0.745
irresponsible	neatsakingas	0.177	0.680	0.241
irreverent	nepagarbus	0.191	0.694	0.634
irreversible	negrįžtamas	0.170	0.541	0.667
irrevocable	neatšaukiamas	0.296	0.560	0.712
irrigate	drėkinti	0.272	0.458	0.490
irrigation	drėkinimas	0.259	0.426	0.426
irritability	dirglumas	0.146	0.853	0.283
irritable	irzlus	0.112	0.952	0.462
irritate	sudirginti	0.167	0.890	0.368
irritated	sudirgusi	0.210	0.816	0.281
irritates	dirgina	0.173	0.810	0.295
irritating	dirgina	0.104	0.912	0.393
irritation	dirginimas	0.073	0.833	0.496
island	sala	0.745	0.347	0.432
isle	isle	0.667	0.390	0.443
islet	islet	0.612	0.314	0.367
isolate	izoliuoti	0.235	0.422	0.336
isolated	izoliuotas	0.221	0.356	0.255
isolation	izoliacija	0.198	0.338	0.339
isomorphism	isomorfizmas	0.448	0.361	0.481
isothermal	izoterminė	0.459	0.491	0.500
isotope	izotopas	0.429	0.404	0.407
issue	klausimas	0.316	0.819	0.351
itch	niežėjimas	0.319	0.610	0.465
itching	niežulys	0.208	0.690	0.300
itchy	niežulys	0.334	0.726	0.296
item	daiktas	0.594	0.270	0.465
itemize	detalizuoti	0.459	0.527	0.518
items	daiktai	0.542	0.401	0.434
iterate	kartokite	0.449	0.460	0.440
iteration	iteracija	0.531	0.449	0.486
iterative	iteracinis	0.429	0.420	0.500
itinerant	keliaujantieji	0.449	0.545	0.439
itinerary	maršrutas	0.551	0.550	0.454
ivory	dramblio kaulas	0.625	0.235	0.566
jab	Jabas	0.385	0.519	0.482
jabber	jabber	0.417	0.506	0.342
jack	Domkratas	0.487	0.450	0.441
jackal	šakalas	0.333	0.582	0.436
jackass	šokas	0.188	0.692	0.279
jacket	striukė	0.656	0.302	0.382
jackhammer	vikšrinė mašina	0.199	0.690	0.519
jackpot	jackpota	0.950	0.750	0.786
jackrabbit	jackrabbit	0.625	0.379	0.344
jacks	lizdai	0.490	0.400	0.505
jade	nefritas	0.604	0.410	0.455
jaded	Jaded	0.255	0.560	0.400
jag	NO TRANSLATION	0.408	0.440	0.427
jagged	Dantyta	0.082	0.462	0.213
jaguar	Jaguar	0.559	0.710	0.654
jail	kalėjimas	0.094	0.898	0.480
jailbird	jailbird	0.240	0.567	0.473
jailbreak	Pabėgimas iš kalėjimo	0.354	0.629	0.471
jailer	kaltininkas	0.194	0.630	0.632
jailhouse	Jailhouse	0.104	0.887	0.430
jalopy	jalopy	0.396	0.436	0.337
jam	džemas	0.510	0.548	0.318
jamboree	jamboree	0.602	0.625	0.351
jammed	užstrigęs	0.235	0.817	0.411
jammer	jammer	0.417	0.540	0.491
janitor	Durininkas	0.510	0.350	0.527
janitorial	sargybinis	0.490	0.373	0.481
japan	Japonija	0.667	0.482	0.580
jar	jar	0.430	0.346	0.318
jargon	žargonas	0.333	0.548	0.404
jarhead	Jarhead	0.408	0.530	0.464
jarring	Jarring	0.210	0.673	0.309
jasmine	jazminas	0.765	0.230	0.286
jasper	jašma	0.480	0.425	0.402
jaundice	gelta	0.214	0.480	0.355
jaunt	jaunt	0.808	0.451	0.500
java	java	0.459	0.321	0.343
javelin	šaukštas	0.385	0.481	0.465
jaw	žandikaulis	0.500	0.510	0.420
jawbone	žandikaulis	0.468	0.413	0.342
jaws	žandikauliai	0.385	0.528	0.455
jay	jay	0.531	0.408	0.389
jazz	džiazas	0.677	0.362	0.450
jazzy	jazzy	0.725	0.431	0.389
jealous	pavydus	0.173	0.855	0.345
jealousy	pavydas	0.146	0.783	0.481
jean	jeanas	0.602	0.444	0.364
jeans	džinsai	0.622	0.324	0.371
jeep	Džipas	0.602	0.510	0.612
jeering	juokinga	0.266	0.792	0.380
jelly	želė	0.651	0.294	0.256
jellybean	Jellybean	0.592	0.406	0.399
jellyfish	medūza	0.531	0.567	0.377
jenny	jenny	0.542	0.406	0.407
jeopardize	pavojaus	0.260	0.877	0.582
jeopardy	pavojus	0.129	0.908	0.536
jerk	šoktelėti	0.194	0.630	0.238
jerks	jerks	0.214	0.788	0.395
jerky	truputis	0.233	0.538	0.358
jersey	Džersis	0.594	0.317	0.411
jest	NO TRANSLATION	0.520	0.736	0.222
jester	Jester	0.388	0.670	0.264
jesus	Jėzus	0.800	0.400	0.620
jet	reaktyvinis	0.612	0.721	0.606
jetty	prieplauka	0.602	0.480	0.453
jewel	brangakmenis	0.827	0.588	0.625
jeweler	juvelyras	0.760	0.482	0.500
jewelry	papuošalai	0.823	0.569	0.597
jib	strigtis	0.406	0.420	0.413
jiff	NO TRANSLATION	0.576	0.404	0.349
jiffy	Jiffy	0.410	0.444	0.380
jig	džigas	0.531	0.396	0.357
jiggle	sustoti	0.592	0.673	0.518
jigsaw	dėlionės	0.594	0.582	0.519
jihad	džihadas	0.323	0.660	0.444
jimmy	Jimmy	0.579	0.321	0.311
jingle	skamba	0.635	0.500	0.424
jinx	džinsas	0.337	0.582	0.373
jitters	drebėjimai	0.224	0.918	0.192
jittery	nerimtas	0.344	0.856	0.255
jive	Jive	0.561	0.551	0.373
job	darbas	0.694	0.541	0.717
jobinterview	NO TRANSLATION	0.684	0.837	0.723
jock	jock	0.592	0.656	0.473
jockey	jockey	0.562	0.644	0.703
jockstrap	jockstrap	0.347	0.431	0.390
jog	bėgti	0.510	0.708	0.519
jogger	Jogger	0.417	0.510	0.424
john	Jonas	0.562	0.382	0.327
join	prisijungti	0.729	0.479	0.684
