Word	Dutch-nl	Valence	Arousal	Dominance
mirror	spiegel	0.677	0.310	0.438
mirth	vrolijkheid	0.888	0.640	0.608
misappropriation	verduistering	0.097	0.831	0.500
misbehave	zich misdragen	0.020	0.847	0.304
misbehavior	wangedrag	0.031	0.704	0.269
miscalculation	misrekening	0.177	0.490	0.353
miscarriage	miskraam	0.042	0.781	0.312
miscellaneous	Diversen	0.531	0.321	0.196
miscellany	mengeling	0.500	0.412	0.384
mischief	kattenkwaad	0.385	0.834	0.292
mischievous	ondeugend	0.439	0.804	0.472
misconception	misvatting	0.210	0.557	0.291
misconduct	wangedrag	0.061	0.667	0.304
misdemeanor	misdrijf	0.210	0.640	0.364
misdirection	misleiding	0.131	0.710	0.281
miser	vrek	0.208	0.633	0.311
miserable	ellendig	0.062	0.461	0.188
miserably	jammerlijk	0.280	0.545	0.150
misery	ellende	0.146	0.378	0.158
misfire	overslaan	0.153	0.453	0.200
misfit	buitenbeentje	0.173	0.500	0.393
misfortune	tegenslag	0.094	0.780	0.311
misguided	misleid	0.280	0.531	0.259
mishap	ongeluk	0.071	0.654	0.227
misinformed	verkeerd geinformeerd	0.156	0.567	0.250
misinterpretation	verkeerde interpretatie	0.112	0.556	0.360
mislead	misleiden	0.167	0.765	0.412
misleading	misleidend	0.070	0.660	0.272
misled	misleid	0.177	0.606	0.353
mismanagement	wanbeheer	0.094	0.520	0.295
mismatch	wanverhouding	0.250	0.459	0.282
mismatched	mismatched	0.250	0.557	0.302
misnomer	verkeerde benaming	0.296	0.528	0.284
misplace	misplaatsen	0.229	0.461	0.191
misplaced	misplaatst	0.247	0.450	0.324
misread	verkeerd lezen	0.115	0.558	0.315
misrepresent	verkeerd voorstellen	0.198	0.542	0.418
misrepresentation	onjuiste voorstelling	0.323	0.618	0.518
misrepresented	Misrepresented	0.042	0.519	0.466
miss	missen	0.573	0.490	0.408
missile	raket	0.240	0.830	0.764
missiles	raketten	0.070	0.922	0.830
missing	missend	0.306	0.418	0.222
missingyou	NO TRANSLATION	0.260	0.471	0.377
mission	missie	0.765	0.633	0.870
missionary	missionaris	0.729	0.404	0.596
misspell	Misspell	0.292	0.423	0.281
misstatement	afwijking	0.302	0.547	0.221
missy	juffie	0.521	0.480	0.333
mist	mist	0.375	0.194	0.221
mistake	vergissing	0.208	0.585	0.102
mistaken	verkeerd	0.131	0.630	0.212
mister	meneer	0.604	0.406	0.663
mistletoe	maretak	0.542	0.470	0.324
mistreated	mishandeld	0.010	0.792	0.200
mistress	minnares	0.630	0.796	0.694
mistrial	nietig geding	0.427	0.539	0.536
mistrust	wantrouwen	0.135	0.657	0.231
misty	nevelig	0.427	0.451	0.278
misunderstand	verkeerd begrijpen	0.177	0.548	0.382
misunderstanding	misverstand	0.112	0.618	0.284
misunderstood	verkeerd begrepen	0.177	0.625	0.309
misuse	misbruik	0.083	0.560	0.196
mite	mijt	0.290	0.584	0.271
miter	mijter	0.458	0.500	0.414
mitigate	verzachten	0.506	0.427	0.456
mitigating	verzachtende	0.551	0.520	0.600
mitigation	verzachting	0.448	0.527	0.423
mitt	handschoen	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	mitzvah	0.422	0.610	0.409
mix	mengen	0.542	0.490	0.472
mixed	gemengd	0.510	0.346	0.444
mixedemotions	gemengde gevoelens	0.440	0.673	0.430
mixer	menger	0.562	0.500	0.556
mixture	mengsel	0.546	0.360	0.481
mnemonic	ezelsbruggetje	0.531	0.480	0.452
moan	kreunen	0.357	0.735	0.352
moat	slotgracht	0.398	0.380	0.314
mob	bende	0.296	0.788	0.567
mobile	mobiel	0.615	0.569	0.481
mobility	mobiliteit	0.700	0.596	0.654
mobilization	mobilisatie	0.688	0.720	0.787
mobilize	mobiliseren	0.604	0.684	0.727
mobster	gangster	0.188	0.870	0.638
mocha	mokka	0.500	0.396	0.311
mock	bespotten	0.360	0.606	0.618
mocked	bespotten	0.225	0.746	0.204
mockery	spot	0.094	0.806	0.181
mocking	spotachtig	0.082	0.755	0.394
mockingbird	mockingbird	0.513	0.337	0.423
mod	modern	0.458	0.367	0.384
modal	modaal	0.592	0.264	0.461
modality	modaliteit	0.633	0.404	0.527
mode	mode	0.531	0.185	0.367
model	model-	0.607	0.388	0.723
modeler	modelleur	0.500	0.510	0.730
modeling	modellering	0.684	0.404	0.490
modem	modem	0.573	0.355	0.500
moderate	matig	0.582	0.190	0.453
moderate anticipation	matige anticipatie	0.667	0.451	0.574
moderate disgust	gematigde afkeer	0.229	0.558	0.381
moderate negative	matig negatief	0.177	0.500	0.306
moderate positive	matig positief	0.896	0.453	0.753
moderate surprise	gematigde verrassing	0.776	0.663	0.637
moderate trust	matig vertrouwen	0.677	0.350	0.773
moderately	matig	0.604	0.264	0.500
moderating	moderatie	0.667	0.402	0.783
moderation	met mate	0.531	0.240	0.453
moderator	moderator	0.519	0.354	0.802
modern	modern	0.855	0.423	0.691
modernism	modernisme	0.760	0.553	0.703
modest	bescheiden	0.760	0.130	0.412
modesty	bescheidenheid	0.778	0.240	0.500
modicum	modicum	0.234	0.417	0.327
modifiable	wijzigbaar	0.541	0.422	0.373
modification	wijziging	0.480	0.520	0.625
modified	gemodificeerde	0.561	0.458	0.693
modify	wijzigen	0.458	0.584	0.625
modulate	moduleren	0.673	0.343	0.555
modulation	modulatie	0.458	0.365	0.565
module	module	0.582	0.388	0.571
modulus	modulus	0.622	0.304	0.481
mogul	Mogol	0.510	0.652	0.865
moiety	helft	0.378	0.343	0.454
moist	vochtig	0.470	0.316	0.386
moisture	vochtigheid	0.406	0.398	0.327
moisturizer	moisturizer	0.750	0.280	0.386
molar	kies	0.544	0.426	0.350
molasses	melasse	0.490	0.269	0.286
mold	gietvorm	0.330	0.274	0.402
molded	gegoten	0.667	0.361	0.373
molding	het gieten	0.552	0.308	0.546
moldy	beschimmeld	0.235	0.387	0.250
mole	mol	0.436	0.377	0.352
molecular	moleculair	0.495	0.440	0.536
molecule	molecuul	0.531	0.259	0.375
molest	molest	0.133	0.816	0.319
molestation	molestering	0.102	0.808	0.407
molester	molester	0.143	0.811	0.478
molten	gesmolten	0.417	0.490	0.339
mom	mam	0.927	0.336	0.639
moment	moment	0.604	0.435	0.509
momentary	kortstondig	0.562	0.271	0.330
momentous	gewichtig	0.792	0.587	0.760
momentum	stuwkracht	0.663	0.750	0.688
momma	mamma	0.833	0.412	0.527
mommy	mama	0.854	0.353	0.422
monad	monade	0.510	0.482	0.451
monarch	monarch	0.583	0.559	0.870
monarchy	monarchie	0.450	0.557	0.870
monastery	klooster	0.694	0.183	0.726
monastic	klooster-	0.438	0.314	0.676
monetary	monetair	0.583	0.494	0.716
money	geld	0.844	0.608	0.827
mongoloid	mongoloid	0.177	0.364	0.317
mongoose	mangoest	0.327	0.380	0.546
mongrel	bastaard-	0.425	0.438	0.395
monitor	monitor	0.490	0.298	0.538
monk	monnik	0.472	0.208	0.439
monkey	aap	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	monochroom	0.312	0.292	0.339
monogamous	monogaam	0.510	0.335	0.402
monogamy	monogamie	0.542	0.380	0.455
monogram	monogram	0.480	0.210	0.425
monogrammed	monogram	0.503	0.270	0.402
monograph	monografie	0.500	0.242	0.481
monolayer	monolaag	0.427	0.294	0.433
monolith	monoliet	0.429	0.327	0.500
monologue	monoloog	0.500	0.284	0.534
monopolist	monopolist	0.330	0.590	0.725
monopoly	Monopoly	0.449	0.509	0.640
monotonous	eentonig	0.354	0.221	0.400
monotony	eentonigheid	0.398	0.135	0.353
monoxide	monoxyde	0.433	0.430	0.490
monsieur	meneer	0.552	0.340	0.623
monsoon	moesson	0.358	0.600	0.481
monster	monster	0.133	0.935	0.596
monstrosity	wangedrocht	0.094	0.933	0.611
monstrous	monsterlijk	0.094	0.942	0.649
montage	montage	0.438	0.520	0.388
monte	monte	0.589	0.330	0.391
month	maand	0.688	0.255	0.411
monthly	maandelijks	0.622	0.314	0.364
monument	monument	0.833	0.404	0.811
monumental	monumentaal	0.656	0.594	0.955
moo	loeien	0.438	0.355	0.300
mooch	schooien	0.378	0.413	0.309
mood	humeur	0.720	0.500	0.500
moods	stemmingen	0.578	0.633	0.491
moody	humeurig	0.245	0.811	0.595
moon	maan	0.673	0.233	0.547
moonbeam	manestraal	0.700	0.290	0.491
moonlight	maanlicht	0.865	0.264	0.409
moonlit	maanverlichte	0.873	0.269	0.508
moonshine	maneschijn	0.633	0.389	0.491
moonstruck	maanziek	0.583	0.438	0.407
moonwalk	moonwalk	0.615	0.586	0.525
moor	Moor	0.311	0.464	0.378
moored	afgemeerd	0.344	0.500	0.417
mooring	ligplaats	0.323	0.490	0.444
moorings	ligplaatsen	0.406	0.500	0.516
moorland	heide	0.490	0.370	0.456
moose	eland	0.648	0.373	0.318
moot	betwistbaar	0.344	0.500	0.615
mooted	geopperd	0.388	0.580	0.463
mop	dweilen	0.396	0.442	0.296
mope	kniezen	0.406	0.309	0.345
moped	bromfiets	0.582	0.582	0.554
moral	Moreel	0.700	0.459	0.796
morale	moreel	0.729	0.158	0.792
morality	moraliteit	0.750	0.408	0.759
morals	moraal	0.646	0.430	0.611
morass	moeras	0.387	0.348	0.375
moratorium	moratorium	0.337	0.427	0.373
moray	moray	0.510	0.402	0.463
morbid	morbide	0.090	0.833	0.395
morbidity	ziektecijfers	0.370	0.630	0.443
morbidness	morbidness	0.120	0.694	0.339
mores	zeden	0.582	0.317	0.684
morgue	lijkenhuis	0.022	0.539	0.241
moribund	stervende	0.083	0.488	0.167
morn	morgen	0.542	0.284	0.345
morning	ochtend-	0.688	0.235	0.444
moron	achterlijk persoon	0.133	0.587	0.183
moronic	debiele	0.122	0.500	0.224
morose	somber	0.240	0.663	0.264
morph	morph	0.448	0.469	0.451
morphine	morfine	0.229	0.490	0.496
morphism	morfisme	0.398	0.549	0.386
morphology	morfologie	0.516	0.373	0.639
morrow	volgende dag	0.708	0.314	0.490
morsel	hapje	0.490	0.296	0.400
mortal	sterfelijk	0.196	0.786	0.510
mortality	sterfte	0.229	0.726	0.518
mortar	mortier	0.333	0.627	0.562
mortgage	hypotheek	0.255	0.408	0.537
mortgagee	hypotheekhouder	0.418	0.633	0.723
mortgagor	hypotheekgever	0.431	0.522	0.490
mortician	begrafenisondernemer	0.104	0.429	0.275
mortification	versterving	0.135	0.644	0.404
mortified	gekrenkt	0.073	0.731	0.270
mortuary	lijkenhuis	0.133	0.606	0.427
mosaic	mozaïek-	0.635	0.250	0.302
mosey	voortslenteren	0.521	0.402	0.330
mosque	moskee	0.542	0.352	0.528
mosquito	mug	0.229	0.400	0.198
moss	mos	0.235	0.270	0.245
mossy	mossig	0.375	0.329	0.286
mote	NO TRANSLATION	0.375	0.388	0.260
motel	motel	0.531	0.372	0.450
moth	mot	0.323	0.350	0.196
mother	moeder	0.931	0.408	0.725
motherfucker	klootzak	0.122	0.827	0.351
motherfucking	motherfucking	0.071	0.823	0.373
motherhood	moederschap	0.844	0.546	0.667
motherland	moederland	0.677	0.375	0.731
motherless	moederloos	0.163	0.541	0.337
motherly	moederlijk	0.927	0.324	0.710
motif	motief	0.688	0.481	0.527
motion	beweging	0.667	0.538	0.657
motionless	roerloos	0.323	0.210	0.246
motivate	motiveren	0.812	0.776	0.873
motivating	motiverend	0.958	0.820	0.787
motivation	motivatie	0.854	0.784	0.802
motivational	motiverende	0.906	0.646	0.858
motive	motief	0.667	0.588	0.663
motley	bont	0.480	0.398	0.412
motor	motor	0.531	0.551	0.648
motorbike	motorfiets	0.552	0.608	0.616
motorboat	motorboot	0.677	0.500	0.390
motorcade	autocolonne	0.708	0.730	0.593
motorcar	auto	0.694	0.565	0.682
motorcycle	motorfiets	0.677	0.764	0.713
motorist	automobilist	0.562	0.663	0.578
motte	motte	0.481	0.389	0.370
mottled	gevlekt	0.380	0.336	0.295
motto	motto	0.688	0.317	0.439
mould	gietvorm	0.357	0.176	0.246
mound	terp	0.520	0.481	0.509
mount	berg	0.500	0.292	0.348
mountain	berg-	0.698	0.408	0.649
mountaineer	bergbeklimmer	0.635	0.774	0.535
mountainous	bergachtig	0.635	0.519	0.612
mountains	bergen	0.766	0.433	0.569
mountaintop	bergtop	0.653	0.541	0.713
mourn	rouwen	0.056	0.583	0.150
mournful	treurig	0.180	0.441	0.188
mourning	rouw	0.177	0.490	0.266
mouse	muis	0.427	0.441	0.206
mousetrap	muizeval	0.180	0.643	0.330
mousse	mousse	0.604	0.336	0.368
moustache	snor	0.470	0.236	0.409
mousy	muisgrijs	0.480	0.413	0.339
mouth	mond	0.734	0.294	0.336
mouthful	mondvol	0.609	0.565	0.389
mouthpiece	mondstuk	0.573	0.346	0.393
mouthwash	mondwater	0.438	0.385	0.352
movable	beweegbaar	0.469	0.509	0.500
move	verhuizing	0.656	0.647	0.670
movement	beweging	0.656	0.654	0.658
mover	verhuizer	0.615	0.539	0.466
movie	film	0.792	0.560	0.471
movies	films	0.724	0.426	0.472
moving	in beweging	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	verder gaan	0.490	0.529	0.435
mow	maaien	0.420	0.559	0.393
mower	maaier	0.458	0.510	0.368
moxie	moxie	0.531	0.490	0.366
mozzarella	Mozzarella	0.653	0.265	0.340
mri	mri	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	mest	0.347	0.423	0.272
mucked	muckt	0.184	0.500	0.373
mucous	slijm-	0.330	0.296	0.293
mucus	slijm	0.143	0.309	0.228
mud	modder	0.333	0.260	0.185
muddle	warboel	0.184	0.710	0.336
muddled	warrige	0.250	0.615	0.263
muddy	modderig	0.292	0.400	0.283
muff	mof	0.542	0.335	0.314
muffin	muffin	0.684	0.430	0.306
muffled	gedempt	0.479	0.330	0.421
muffler	geluiddemper	0.357	0.407	0.454
mug	mok	0.542	0.214	0.382
mugger	overvaller	0.125	0.850	0.500
mulberry	moerbei	0.469	0.315	0.361
mulch	mulch	0.349	0.361	0.383
mule	muildier	0.320	0.337	0.254
mull	piekeren	0.663	0.340	0.594
mullet	zeebarbeel	0.521	0.356	0.377
multilateral	multilateraal	0.500	0.469	0.705
multimedia	multimedia	0.611	0.390	0.607
multinational	multinationaal	0.656	0.510	0.842
multiple	meerdere	0.660	0.510	0.578
multiple sclerosis	multiple sclerose	0.188	0.587	0.483
multiplex	multiplex	0.610	0.590	0.667
multiplication	vermenigvuldiging	0.646	0.565	0.762
multiplicity	veelheid	0.677	0.490	0.777
multiplied	vermenigvuldigd	0.802	0.559	0.729
multiplier	multiplier	0.643	0.615	0.741
multiply	vermenigvuldigen	0.802	0.625	0.777
multitude	menigte	0.562	0.765	0.847
mum	mamma	0.802	0.317	0.698
mumble	mompelen	0.292	0.444	0.245
mumbo	mumbo	0.429	0.506	0.336
mummy	mummie	0.400	0.588	0.415
mumps	de bof	0.099	0.410	0.311
munch	munch	0.541	0.277	0.434
munchies	munchies	0.562	0.470	0.491
munchkin	munchkin	0.490	0.466	0.374
mundane	mondain	0.312	0.420	0.480
municipal	gemeentelijk	0.625	0.390	0.758
municipality	gemeente	0.569	0.280	0.614
mural	muurschildering	0.551	0.265	0.454
murder	moord	0.061	0.942	0.615
murderer	moordenaar	0.010	0.960	0.650
murderess	moordenares	0.041	0.941	0.462
murderous	moorddadig	0.017	0.940	0.682
murky	duister	0.143	0.618	0.370
murmur	ruisen	0.458	0.520	0.200
muscle	spier	0.359	0.490	0.645
muscular	gespierd	0.531	0.434	0.577
muse	muze	0.760	0.360	0.509
muses	muzen	0.714	0.434	0.571
museum	museum	0.792	0.206	0.481
mush	NO TRANSLATION	0.500	0.311	0.125
mushroom	paddestoel	0.490	0.274	0.269
mushy	papperig	0.520	0.200	0.182
music	muziek-	0.833	0.563	0.605
musical	musical	0.908	0.630	0.530
musician	musicus	0.816	0.509	0.618
musing	mijmeren	0.740	0.151	0.465
musk	muskus	0.469	0.454	0.453
musket	musket	0.260	0.654	0.510
musketeer	musketier	0.694	0.569	0.705
muskrat	muskusrat	0.439	0.510	0.368
muslin	mousseline	0.439	0.304	0.352
muss	NO TRANSLATION	0.418	0.438	0.302
must	moet	0.408	0.382	0.441
mustang	mustang	0.635	0.642	0.708
mustard	mosterd-	0.500	0.346	0.275
muster	verzamelen	0.635	0.460	0.548
musty	muf	0.354	0.367	0.267
mutable	veranderlijk	0.426	0.531	0.491
mutant	mutant	0.337	0.676	0.573
mutate	veranderen	0.281	0.548	0.463
mutation	mutatie	0.365	0.625	0.611
mute	dempen	0.271	0.200	0.250
muted	gedempt	0.260	0.167	0.162
mutilate	verminken	0.125	0.900	0.465
mutilated	verminkt	0.041	0.841	0.356
mutilation	verminking	0.122	0.782	0.456
mutiny	muiterij	0.323	0.890	0.549
mutt	mormel	0.418	0.408	0.387
mutter	NO TRANSLATION	0.406	0.427	0.228
mutton	schaap	0.427	0.283	0.393
mutual	wederzijds	0.729	0.321	0.464
mutually	onderling	0.844	0.490	0.582
muzzle	snuit	0.388	0.430	0.232
myfavorite	mijn favoriet	0.812	0.587	0.615
myopia	bijziendheid	0.245	0.387	0.226
myopic	bijziend	0.344	0.396	0.218
myriad	myriade	0.480	0.429	0.550
mysterious	mysterieus	0.448	0.699	0.455
mystery	mysterie	0.417	0.667	0.519
mystic	mysticus	0.643	0.520	0.535
mystical	mystiek	0.594	0.443	0.689
mysticism	mystiek	0.594	0.598	0.423
mystified	mystified	0.344	0.600	0.509
mystique	mystiek	0.668	0.633	0.667
myth	mythe	0.458	0.432	0.338
mythic	mythische	0.635	0.528	0.645
mythical	mythisch	0.625	0.556	0.583
mythological	mythologisch	0.760	0.573	0.658
mythology	mythologie	0.684	0.439	0.688
nab	betrappen	0.469	0.544	0.407
nacho	nacho	0.667	0.259	0.333
nada	NO TRANSLATION	0.250	0.231	0.136
nadir	nadir	0.479	0.363	0.424
nag	NO TRANSLATION	0.271	0.451	0.472
nail	nagel	0.469	0.397	0.282
nail gun	Nagel pistool	0.378	0.806	0.574
naive	naief	0.406	0.260	0.375
naked	naakt	0.323	0.885	0.288
nakedness	naaktheid	0.480	0.760	0.350
namaste	NO TRANSLATION	0.719	0.255	0.464
name	naam	0.573	0.300	0.415
named	genaamd	0.562	0.396	0.565
nameless	naamloos	0.344	0.280	0.164
namesake	naamgenoot	0.418	0.327	0.404
naming	naamgeving	0.667	0.410	0.559
nana	nana	0.765	0.255	0.375
nanny	kinderjuffrouw	0.615	0.370	0.528
nanometer	nanometer	0.375	0.356	0.446
nap	dutje	0.660	0.098	0.342
napalm	napalm-	0.265	0.580	0.471
nape	nek	0.427	0.268	0.298
napkin	servet	0.469	0.142	0.209
napping	dutten	0.765	0.046	0.306
nappy	luier	0.529	0.333	0.207
narcissism	narcisme	0.214	0.639	0.540
narcissist	narcissus	0.173	0.614	0.629
narcissistic	narcistische	0.323	0.708	0.655
narcotic	verdovend	0.102	0.858	0.450
narrate	vertellen	0.541	0.480	0.473
narration	vertelling	0.622	0.408	0.551
narrative	verhaal	0.580	0.303	0.443
narrator	verteller	0.673	0.430	0.623
narrow	smal	0.260	0.368	0.356
narrowing	vernauwing	0.354	0.593	0.357
nasal	nasaal	0.479	0.340	0.330
nascent	ontluikend	0.684	0.373	0.585
nasty	smerig	0.115	0.620	0.264
natal	natal	0.755	0.462	0.481
nation	natie	0.594	0.443	0.821
national	nationaal	0.698	0.365	0.663
nationality	nationaliteit	0.642	0.400	0.772
nationwide	landelijk	0.684	0.217	0.672
native	inheems	0.635	0.422	0.710
nativity	geboorte	0.750	0.337	0.673
natural	natuurlijk	0.854	0.118	0.481
natural gas	natuurlijk gas	0.635	0.324	0.396
naturalist	naturalist	0.844	0.255	0.562
naturalization	naturalisatie	0.781	0.279	0.652
naturalized	genaturaliseerde	0.760	0.333	0.600
naturally	van nature	0.854	0.276	0.549
nature	natuur	0.857	0.184	0.643
naught	niets	0.344	0.176	0.161
naughty	stout	0.451	0.857	0.371
nausea	misselijkheid	0.104	0.781	0.273
nauseate	walgen	0.062	0.660	0.176
nauseating	misselijkmakende	0.021	0.640	0.250
nauseous	misselijk	0.135	0.780	0.284
nautical	nautische	0.646	0.250	0.579
nautilus	nautilus	0.396	0.509	0.517
naval	marine-	0.542	0.449	0.679
nave	naaf	0.583	0.448	0.585
navel	navel	0.448	0.261	0.276
navigable	bevaarbaar	0.749	0.406	0.645
navigate	navigeren	0.740	0.555	0.675
navigation	navigatie	0.841	0.470	0.720
navigational	navigatie	0.573	0.481	0.564
navigator	navigator	0.583	0.592	0.623
navy	marine	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	bijziend	0.271	0.373	0.265
neat	netjes	0.878	0.235	0.491
neatly	netjes	0.802	0.412	0.588
nebula	nevelvlek	0.510	0.418	0.438
nebulae	nevels	0.490	0.330	0.472
nebulous	vaag	0.469	0.347	0.417
necessarily	nodig	0.667	0.423	0.598
necessary	noodzakelijk	0.750	0.433	0.679
necessitate	noodzaken	0.578	0.604	0.516
necessities	benodigdheden	0.520	0.630	0.463
necessity	noodzaak	0.567	0.471	0.588
neck	nek	0.541	0.245	0.345
necklace	ketting	0.760	0.294	0.373
necktie	stropdas	0.583	0.229	0.314
necromancer	tovenaar	0.333	0.625	0.536
necrosis	necrose	0.115	0.622	0.385
nectar	nectar	0.746	0.331	0.398
need	nodig hebben	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	nodig zijn	0.677	0.342	0.679
needful	nodig	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	naald-	0.250	0.472	0.360
needlepoint	borduurwerk	0.653	0.500	0.556
needles	naalden	0.250	0.602	0.348
needless	onnodig	0.327	0.385	0.200
needtoknow	moet weten	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	behoeftig	0.360	0.451	0.245
nefarious	schandelijk	0.184	0.720	0.528
negation	negatie	0.255	0.461	0.297
negative	negatief	0.102	0.527	0.176
negativity	negativiteit	0.060	0.520	0.273
neglect	verwaarlozing	0.045	0.550	0.163
neglected	verwaarloosd	0.271	0.385	0.160
neglecting	verwaarlozen	0.177	0.441	0.230
negligee	dameshuisjas	0.385	0.520	0.336
negligence	nalatigheid	0.092	0.570	0.251
negligent	nalatig	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	te verwaarlozen	0.177	0.292	0.232
negotiable	bespreekbaar	0.688	0.585	0.731
negotiate	onderhandelen	0.612	0.708	0.769
negotiation	onderhandeling	0.490	0.615	0.728
negotiator	onderhandelaar	0.635	0.471	0.817
negro	neger	0.354	0.368	0.461
neigh	hinniken	0.378	0.642	0.373
neighbor	buurman	0.657	0.448	0.434
neighborhood	buurt	0.385	0.469	0.373
neighboring	naburig	0.656	0.306	0.481
nemesis	Nemesis	0.271	0.688	0.647
neon	neon-	0.594	0.480	0.380
neonatal	neonatale	0.542	0.529	0.357
neophyte	nieuweling	0.286	0.363	0.411
neoprene	neopreen	0.316	0.451	0.443
nephew	neef	0.719	0.337	0.412
nepotism	nepotisme	0.349	0.584	0.517
nerd	nerd	0.408	0.481	0.315
nerdy	nerdachtig	0.296	0.255	0.292
nerve	zenuw	0.129	0.698	0.307
nerves	zenuwen	0.333	0.783	0.264
nervous	nerveus	0.235	0.820	0.213
nervousness	nervositeit	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	ness	0.396	0.480	0.392
nest	nest	0.687	0.221	0.333
nestle	nestelen	0.625	0.308	0.379
nestling	nestvogel	0.604	0.427	0.286
net	netto-	0.441	0.288	0.417
nether	onderwereld	0.240	0.265	0.259
netting	gaas	0.368	0.509	0.585
nettle	brandnetel	0.406	0.324	0.490
network	netwerk	0.531	0.337	0.466
networking	netwerken	0.625	0.482	0.545
neural	neurale	0.582	0.426	0.391
neuralgia	zenuwpijn	0.092	0.706	0.439
neurological	neurologische	0.500	0.540	0.558
neurologist	zenuwarts	0.608	0.500	0.736
neurology	neurologie	0.459	0.537	0.580
neurosis	neurose	0.122	0.766	0.418
neurosurgeon	neurochirurg	0.590	0.673	0.755
neurosurgery	neurochirurgie	0.490	0.632	0.730
neurotic	neurotisch	0.198	0.801	0.387
neuter	onzijdig	0.621	0.163	0.302
neutral	neutrale	0.469	0.184	0.357
neutrality	neutraliteit	0.469	0.205	0.434
neutralize	opheffen	0.519	0.363	0.719
neutron	neutron	0.469	0.440	0.679
new	nieuwe	0.917	0.490	0.582
new age	nieuwe tijd	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	pasgeboren	0.918	0.580	0.372
newcomer	nieuweling	0.622	0.380	0.396
newday	nieuwe dag	0.847	0.388	0.618
newfound	hernieuwde	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	nieuw leven	0.898	0.646	0.701
newly	onlangs	0.688	0.422	0.552
