Word	Lao-lo	Valence	Arousal	Dominance
inclusive	ລວມ	0.604	0.420	0.564
incognito	incognito	0.610	0.490	0.446
incoherent	incoherent	0.122	0.612	0.250
income	ລາຍ​ໄດ້	0.750	0.510	0.728
incoming	ເຂົ້າມາ	0.660	0.509	0.596
incomparable	incomparable	0.625	0.577	0.670
incompatible	incompatible	0.196	0.500	0.310
incompetence	incompetence	0.077	0.551	0.208
incompetent	incompetent	0.133	0.566	0.239
incomplete	ບໍ່ຄົບຖ້ວນ	0.153	0.370	0.205
incompletely	ບໍ່ຄົບຖ້ວນ	0.344	0.442	0.232
incompleteness	incompleteness	0.271	0.451	0.234
incomprehensible	incomprehensible	0.250	0.550	0.344
inconceivable	inconceivable	0.198	0.552	0.561
inconclusive	ບໍ່ແນ່ນອນ	0.153	0.442	0.340
incongruous	incongruous	0.177	0.504	0.343
inconsequential	inconsequential	0.250	0.480	0.345
inconsiderate	ບໍ່ສົນໃຈ	0.224	0.519	0.423
inconsistency	ຄວາມບໍ່ສອດຄ່ອງ	0.125	0.480	0.314
inconsistent	ບໍ່ສອດຄ່ອງ	0.271	0.431	0.295
inconspicuous	ບໍ່ຊັດເຈນ	0.604	0.214	0.368
incontinence	incontinence	0.150	0.598	0.272
inconvenience	inconvenience	0.063	0.667	0.291
inconvenient	ບໍ່ສະດວກ	0.224	0.610	0.375
incorporate	ລວມເອົາ	0.745	0.612	0.571
incorporation	incorporation	0.573	0.404	0.768
incorrect	ບໍ່ຖືກຕ້ອງ	0.140	0.569	0.255
incorrigible	incorrigible	0.130	0.667	0.500
increase	ເພີ່ມ​ຂຶ້ນ	0.810	0.657	0.886
increased	ເພີ່ມຂຶ້ນ	0.684	0.660	0.773
incredible	ເຫຼືອ​ເຊື່ອ	0.857	0.796	0.902
incredulous	incredulous	0.286	0.510	0.269
increment	ເພີ່ມຂຶ້ນ	0.684	0.637	0.750
incriminate	incriminate	0.188	0.810	0.416
incriminating	incriminating	0.133	0.788	0.500
incrimination	incrimination	0.152	0.865	0.545
incubation	incubation	0.461	0.490	0.397
incubator	incubator	0.510	0.435	0.405
incubus	incubus	0.458	0.529	0.482
incumbent	ທີ່ມີຢູ່ແລ້ວ	0.396	0.540	0.565
incur	ເກີດຂື້ນ	0.312	0.667	0.495
incurable	incurable	0.104	0.667	0.255
incursion	ການເຂົ້າຮອບ	0.552	0.830	0.719
indebted	ຫນີ້ສິນ	0.138	0.698	0.275
indecency	indecency	0.135	0.670	0.491
indecent	indecent	0.083	0.683	0.240
indecision	indecision	0.184	0.480	0.196
indecisive	indecisive	0.271	0.420	0.190
indefensible	indefensible	0.173	0.647	0.484
indefinite	indefinite	0.448	0.292	0.296
indelible	indelible	0.490	0.337	0.591
indemnification	ການຊົດເຊີຍ	0.521	0.490	0.770
indemnify	ຄ່າຕອບແທນ	0.449	0.548	0.613
indemnity	indemnity	0.470	0.607	0.692
indent	indent	0.479	0.346	0.379
indentation	indentation	0.374	0.500	0.349
indenture	indenture	0.434	0.382	0.636
independence	ເອ​ກະ​ລາດ	0.896	0.663	0.911
independent	ອິສະລະ	0.885	0.440	0.872
indescribable	indescribable	0.448	0.529	0.648
indestructible	indestructible	0.772	0.731	0.853
indeterminate	indeterminate	0.360	0.402	0.322
index	ດັດຊະນີ	0.448	0.268	0.342
indicate	ຊີ້ບອກ	0.594	0.350	0.676
indicating	indicating	0.745	0.339	0.555
indication	indication	0.719	0.432	0.750
indicative	indicative	0.510	0.510	0.591
indicator	ຕົວຊີ້ວັດ	0.573	0.451	0.670
indice	NO TRANSLATION	0.469	0.377	0.541
indict	indict	0.188	0.731	0.458
indictment	ການລົງໂທດ	0.245	0.745	0.577
indie	indie	0.479	0.368	0.430
indifference	indifference	0.265	0.417	0.299
indifferent	indifferent	0.396	0.157	0.250
indigenous	ຊົນເຜົ່າພື້ນເມືອງ	0.500	0.509	0.552
indigent	ຂາດແຄນ	0.156	0.481	0.223
indigestion	indigestion	0.204	0.610	0.182
indignant	indignant	0.260	0.600	0.423
indignation	indignation	0.173	0.778	0.431
indignity	indignity	0.167	0.500	0.306
indigo	indigo	0.514	0.365	0.473
indirect	ໂດຍທາງອ້ອມ	0.385	0.402	0.330
indiscreet	indiscreet	0.177	0.587	0.342
indiscretion	indiscretion	0.265	0.637	0.390
indispensable	indispensable	0.710	0.449	0.802
indisposed	indisposed	0.122	0.519	0.206
indistinct	indistinct	0.255	0.340	0.360
indistinguishable	indistinguishable	0.346	0.458	0.548
individual	ບຸກຄົນ	0.627	0.327	0.533
individuality	ບຸກຄົນ	0.612	0.469	0.527
indivisible	indivisible	0.646	0.398	0.580
indoctrination	indoctrination	0.327	0.657	0.698
indolent	ບໍ່ພໍໃຈ	0.177	0.381	0.259
indomitable	indomitable	0.458	0.800	0.830
indoor	indoor	0.615	0.245	0.347
induce	ເຮັດໃຫ້ເກີດ	0.257	0.606	0.684
induced	induced	0.397	0.471	0.491
inducement	inducement	0.647	0.765	0.685
induction	induction	0.392	0.593	0.627
indulge	ປາດຖະຫນາ	0.833	0.716	0.669
indulgence	indulgence	0.479	0.490	0.517
indulgent	indulgent	0.560	0.481	0.529
industrial	ອຸດສາຫະກໍາ	0.469	0.600	0.875
industrialist	industrialist	0.562	0.633	0.843
industrious	ອຸດສາຫະກໍາ	0.720	0.537	0.791
industry	ອຸດສາຫະກໍາ	0.650	0.447	0.836
ineffable	ineffable	0.551	0.577	0.585
ineffective	ບໍ່ມີປະສິດທິພາບ	0.093	0.422	0.094
ineffectual	ineffectual	0.163	0.412	0.200
inefficiency	inefficiency	0.092	0.466	0.181
inefficient	ບໍ່ມີປະສິດທິພາບ	0.190	0.460	0.173
inelastic	inelastic	0.396	0.426	0.385
ineligible	ບໍ່ມີສິດໄດ້ຮັບ	0.143	0.377	0.457
inept	inept	0.156	0.418	0.209
ineptitude	ineptitude	0.177	0.471	0.250
inequality	ຄວາມບໍ່ສະເຫມີພາບ	0.122	0.575	0.259
inequitable	inequitable	0.281	0.519	0.373
inert	inert	0.323	0.180	0.319
inertia	inertia	0.344	0.288	0.322
inevitable	inevitable	0.316	0.419	0.623
inexact	inexact	0.153	0.459	0.170
inexcusable	inexcusable	0.271	0.582	0.546
inexhaustible	inexhaustible	0.602	0.541	0.643
inexpensive	ລາຄາບໍ່ແພງ	0.694	0.414	0.260
inexperience	inexperience	0.208	0.614	0.151
inexperienced	ບໍ່ມີປະສົບການ	0.281	0.473	0.231
inexplicable	inexplicable	0.224	0.635	0.443
inexpressible	inexpressible	0.198	0.608	0.364
infallibility	infallibility	0.583	0.663	0.764
infallible	infallible	0.776	0.687	0.809
infamous	ຫນ້າກຽດຊັງ	0.146	0.580	0.472
infamy	infamy	0.177	0.676	0.421
infancy	ເດັກນ້ອຍ	0.750	0.399	0.370
infant	ເດັກນ້ອຍ	0.802	0.431	0.328
infanticide	infanticide	0.167	0.856	0.443
infantile	ເດັກນ້ອຍ	0.604	0.382	0.259
infantry	infantry	0.531	0.684	0.791
infarct	infarct	0.080	0.846	0.386
infatuated	ເຕັມໃຈ	0.729	0.764	0.417
infatuation	ຄວາມຕື່ນເຕັ້ນ	0.844	0.745	0.530
infeasible	infeasible	0.245	0.472	0.236
infect	ຕິດເຊື້ອ	0.102	0.777	0.424
infection	ການ​ຕິດ​ເຊື້ອ	0.083	0.735	0.407
infectious	infectious	0.142	0.760	0.422
infer	infer	0.449	0.490	0.453
inference	inference	0.359	0.479	0.398
inferential	inferential	0.426	0.451	0.455
inferior	ນ້ອຍລົງ	0.260	0.254	0.106
inferiority	inferiority	0.177	0.430	0.205
infernal	infernal	0.083	0.837	0.571
inferno	inferno	0.051	0.857	0.463
infertile	infertile	0.274	0.458	0.255
infertility	infertility	0.170	0.664	0.328
infestation	infestation	0.256	0.776	0.527
infidel	infidel	0.177	0.740	0.404
infidelity	infidelity	0.062	0.777	0.392
infield	infield	0.510	0.571	0.438
infiltrate	infiltrate	0.408	0.745	0.587
infiltration	infiltration	0.265	0.792	0.536
infinite	infinite	0.724	0.583	0.735
infinitely	ຢ່າງແທ້ຈິງ	0.688	0.643	0.829
infinitesimal	infinitesimal	0.388	0.472	0.496
infinity	infinity	0.516	0.459	0.805
infirm	ອ່ອນແອ	0.115	0.521	0.210
infirmary	infirmary	0.500	0.438	0.517
infirmity	ຄວາມເຈັບປ່ວຍ	0.094	0.482	0.252
inflammation	ການອັກເສບ	0.146	0.765	0.423
inflammatory	ການອັກເສບ	0.177	0.642	0.404
inflatable	inflatable	0.510	0.510	0.400
inflate	ປັ້ນ	0.305	0.569	0.462
inflated	ອັດແຫນ້ນ	0.303	0.431	0.617
inflation	ອັດຕາເງິນເຟີ້	0.219	0.792	0.508
inflection	inflection	0.385	0.635	0.377
inflict	inflict	0.167	0.760	0.609
infliction	ການລົງໂທດ	0.302	0.722	0.571
inflorescence	inflorescence	0.459	0.344	0.412
influence	ມີອິດທິພົນຕໍ່	0.622	0.663	0.824
influential	ມີອິດທິພົນຕໍ່	0.899	0.688	0.944
influenza	ໄຂ້ຫວັດໃຫຍ່	0.271	0.718	0.321
influx	influx	0.622	0.635	0.575
info	info	0.750	0.330	0.642
infomercial	infomercial	0.427	0.462	0.555
inform	ແຈ້ງ	0.723	0.582	0.679
informal	ບໍ່ເປັນທາງການ	0.480	0.398	0.441
informant	informant	0.604	0.612	0.719
information	ຂໍ້ມູນຂ່າວສານ	0.765	0.370	0.711
informative	informative	0.812	0.419	0.741
informed	ໄດ້ແຈ້ງໃຫ້ຊາບ	0.543	0.298	0.617
informer	informer	0.521	0.578	0.580
infraction	ການລ່ວງລະເມີດ	0.245	0.660	0.471
infrared	ອິນຟາເລດ	0.469	0.588	0.526
infrastructure	ພື້ນຖານໂຄງລ່າງ	0.604	0.460	0.694
infrequent	infrequent	0.312	0.377	0.192
infrequently	ເລື້ອຍໆ	0.204	0.250	0.327
infringement	ການລ່ວງລະເມີດ	0.153	0.800	0.481
infuriate	infuriate	0.102	0.934	0.596
infuriated	ໃຈຮ້າຍ	0.073	0.930	0.510
infuriates	infuriates	0.135	0.913	0.627
infuriating	infuriating	0.139	0.870	0.509
infuse	infuse	0.380	0.705	0.589
infused	infused	0.385	0.473	0.546
infuser	infuser	0.469	0.433	0.536
infusion	້ໍາຕົ້ມ	0.583	0.365	0.453
ingenious	ingenious	0.760	0.690	0.891
ingenuity	ingenuity	0.708	0.590	0.868
ingest	ingest	0.510	0.559	0.473
ingestion	ingestion	0.429	0.612	0.512
ingot	ingot	0.688	0.444	0.615
ingrained	ingrained	0.531	0.490	0.712
ingrate	ingrate	0.235	0.606	0.327
ingredient	ສ່ວນປະກອບ	0.792	0.373	0.451
ingress	ເຂົ້າສູ່ລະບົບ	0.601	0.366	0.736
inhabit	ອາໄສຢູ່	0.656	0.378	0.556
inhabitant	ຜູ້ຢູ່ອາໄສ	0.604	0.356	0.519
inhabited	ບ່ອນຢູ່ອາໄສ	0.667	0.361	0.510
inhabiting	ການຢູ່ອາໃສ	0.458	0.440	0.598
inhalation	inhalation	0.510	0.613	0.464
inhale	inhale	0.427	0.340	0.492
inhaler	inhaler	0.408	0.500	0.349
inherent	ປະກົດຂຶ້ນ	0.562	0.439	0.480
inherit	ເປັນມໍລະດົກ	0.745	0.546	0.694
inheritance	ມໍລະດົກ	0.900	0.565	0.798
inhibit	inhibit	0.167	0.479	0.447
inhibition	inhibition	0.265	0.392	0.534
inhibitor	inhibitor	0.281	0.450	0.471
inhospitable	inhospitable	0.265	0.531	0.395
inhuman	inhuman	0.107	0.660	0.492
inhumane	inhumane	0.104	0.587	0.402
inhumanity	inhumanity	0.143	0.540	0.405
inimaginable	NO TRANSLATION	0.542	0.636	0.534
inimical	inimical	0.260	0.823	0.556
inimitable	inimitable	0.571	0.413	0.790
iniquity	ຄວາມຊົ່ວຮ້າຍ	0.219	0.567	0.425
initial	ໃນເບື້ອງຕົ້ນ	0.583	0.314	0.539
initiate	ເລີ່ມຕົ້ນ	0.719	0.480	0.553
initiated	ເລີ່ມຕົ້ນ	0.760	0.490	0.650
initiation	ການເລີ່ມຕົ້ນ	0.698	0.529	0.527
initiative	initiative	0.833	0.615	0.768
inject	ໃສ່	0.406	0.735	0.596
injection	ການສັກຢາ	0.281	0.741	0.518
injunction	injunction	0.281	0.422	0.519
injure	ບາດເຈັບ	0.177	0.710	0.364
injured	ບາດເຈັບ	0.083	0.680	0.302
injuring	ການບາດເຈັບ	0.073	0.790	0.245
injurious	ອັນຕະລາຍ	0.177	0.759	0.366
injury	ການບາດເຈັບ	0.049	0.769	0.287
injustice	injustice	0.082	0.755	0.444
ink	ຫມຶກ	0.471	0.408	0.235
inkling	inkling	0.448	0.551	0.570
inland	inland	0.510	0.417	0.423
inlay	inlay	0.406	0.531	0.565
inlet	inlet	0.646	0.378	0.466
inmate	ນັກໂທດ	0.235	0.663	0.398
inn	inn	0.660	0.284	0.475
innards	innards	0.302	0.480	0.400
innate	innate	0.490	0.400	0.521
inner	ພາຍໃນ	0.551	0.216	0.443
innermost	ໃນທີ່ສຸດ	0.583	0.500	0.510
innerpeace	NO TRANSLATION	0.714	0.318	0.551
inning	inning	0.602	0.315	0.520
innings	innings	0.573	0.487	0.443
innkeeper	innkeeper	0.578	0.224	0.472
innocence	innocence	0.802	0.260	0.307
innocent	innocent	0.729	0.206	0.340
innocently	innocently	0.776	0.250	0.302
innocuous	ອັນຕະລາຍ	0.510	0.321	0.172
innovate	ປະດິດສ້າງ	0.898	0.872	0.750
innovation	ນະວັດກໍາ	0.949	0.680	0.890
innovative	ໃຫມ່ໆ	0.880	0.640	0.830
innuendo	innuendo	0.467	0.670	0.463
innumerable	innumerable	0.667	0.445	0.704
inoculation	inoculation	0.333	0.570	0.598
inoperable	inoperable	0.184	0.422	0.304
inoperative	inoperative	0.138	0.425	0.273
inordinate	ບໍ່ມີອໍານາດ	0.163	0.630	0.330
inorganic	inorganic	0.385	0.345	0.282
input	input	0.643	0.337	0.527
inquest	ສອບຖາມ	0.458	0.569	0.721
inquire	ສອບຖາມ	0.583	0.519	0.363
inquirer	ສອບຖາມ	0.573	0.598	0.776
inquiring	ສອບຖາມ	0.479	0.510	0.500
inquiry	ສອບຖາມ	0.541	0.420	0.536
inquisitive	inquisitive	0.301	0.637	0.615
inquisitor	inquisitor	0.385	0.873	0.642
insane	insane	0.062	0.670	0.265
insanity	insanity	0.098	0.847	0.337
insatiable	insatiable	0.375	0.656	0.558
inscription	inscription	0.592	0.422	0.542
inscrutable	inscrutable	0.459	0.541	0.613
insect	ແມງ​ໄມ້	0.276	0.633	0.242
insecticide	ຢາຂ້າແມງໄມ້	0.188	0.598	0.430
insecure	ບໍ່ຫມັ້ນຄົງ	0.114	0.538	0.132
insecurity	ຄວາມບໍ່ຫມັ້ນຄົງ	0.094	0.647	0.350
insemination	insemination	0.542	0.644	0.622
insensitive	insensitive	0.219	0.471	0.302
inseparable	ບໍ່ສາມາດແຍກໄດ້	0.700	0.520	0.571
insert	insert	0.481	0.552	0.519
inserted	inserted	0.479	0.402	0.476
insertion	ການແຊກໃສ່	0.521	0.520	0.565
inside	ພາຍໃນ	0.612	0.404	0.472
insider	ພາຍໃນ	0.625	0.562	0.750
insidious	insidious	0.146	0.622	0.480
insight	ຄວາມເຂົ້າໃຈ	0.613	0.363	0.649
insightful	ຢ່າງເຂັ້ມງວດ	0.664	0.691	0.713
insignia	insignia	0.665	0.282	0.685
insignificance	insignificance	0.250	0.216	0.222
insignificant	ບໍ່ສໍາຄັນ	0.083	0.306	0.114
insinuate	insinuate	0.292	0.635	0.413
insipid	insipid	0.214	0.250	0.241
insist	ຍືນຍັນ	0.635	0.651	0.688
insistence	insistence	0.418	0.704	0.645
insistent	insistent	0.552	0.635	0.701
insists	ຢືນຢັນ	0.490	0.587	0.610
insolence	insolence	0.115	0.731	0.402
insolent	insolent	0.112	0.663	0.343
insoluble	insoluble	0.439	0.290	0.414
insolvency	insolvency	0.323	0.431	0.300
insolvent	insolvent	0.230	0.481	0.318
insomnia	insomnia	0.198	0.611	0.373
insomniac	insomniac	0.231	0.367	0.329
inspect	ກວດເບິ່ງ	0.479	0.603	0.793
inspection	ການກວດກາ	0.459	0.630	0.718
inspector	inspector	0.418	0.580	0.852
inspiration	inspiration	0.938	0.600	0.779
inspirational	ດົນໃຈ	0.927	0.720	0.810
inspire	inspire	0.918	0.627	0.759
inspired	ໄດ້ຮັບການດົນໃຈ	0.967	0.702	0.736
instability	instability	0.177	0.760	0.353
install	ຕິດຕັ້ງ	0.630	0.583	0.736
installation	ການຕິດຕັ້ງ	0.656	0.469	0.759
installment	ການຕິດຕັ້ງ	0.619	0.396	0.483
instance	ຕົວຢ່າງ	0.547	0.450	0.558
instant	ທັນທີ	0.766	0.454	0.554
instantaneous	instantaneous	0.750	0.500	0.585
instantaneously	ທັນທີທັນໃດ	0.656	0.640	0.600
instigate	ກະຕຸ້ນ	0.278	0.765	0.642
instigation	instigation	0.323	0.769	0.648
instill	instill	0.562	0.490	0.618
instinct	instinct	0.771	0.602	0.642
instinctive	instinctive	0.752	0.575	0.694
institute	ສະຖາບັນ	0.604	0.480	0.807
institution	ສະຖາບັນ	0.580	0.311	0.790
instruct	ແນະນໍາ	0.729	0.490	0.833
instructed	instructed	0.740	0.388	0.722
instruction	ຄໍາແນະນໍາ	0.656	0.434	0.736
instructional	ຄໍາແນະນໍາ	0.698	0.500	0.773
instructions	ຄໍາແນະນໍາ	0.582	0.302	0.556
instructive	instructive	0.583	0.420	0.643
instructor	instructor	0.771	0.490	0.782
instrument	ເຄື່ອງມື	0.562	0.537	0.655
instrumental	ເຄື່ອງມື	0.740	0.472	0.647
instrumentalist	instrumentalist	0.656	0.540	0.740
instrumentality	ເຄື່ອງມື	0.637	0.510	0.618
insubordination	insubordination	0.281	0.775	0.634
insufferable	insufferable	0.220	0.784	0.291
insufficiency	ຄວາມບໍ່ພໍໃຈ	0.115	0.431	0.210
insufficient	ບໍ່ພຽງພໍ	0.188	0.380	0.093
insufficiently	ບໍ່ພຽງພໍ	0.147	0.509	0.198
insular	insular	0.531	0.426	0.465
insulate	insulate	0.365	0.358	0.286
insulated	insulated	0.208	0.265	0.304
insulation	insulation	0.245	0.327	0.264
insulin	insulin	0.429	0.472	0.375
insult	insult	0.085	0.831	0.389
insulting	insulting	0.094	0.840	0.412
insurance	ການປະກັນໄພ	0.714	0.308	0.825
insure	ຮັບປະກັນ	0.700	0.415	0.698
insurgent	ພວກກະບົດ	0.235	0.735	0.660
insurmountable	insurmountable	0.620	0.627	0.737
insurrection	insurrection	0.229	0.706	0.582
intact	intact	0.716	0.212	0.602
intake	ເອົາໃຈໃສ່	0.604	0.527	0.442
intangible	intangible	0.525	0.480	0.473
integer	integer	0.573	0.327	0.595
integral	integral	0.590	0.337	0.615
integrate	ເຊື່ອມໂຍງ	0.729	0.390	0.700
integration	ການເຊື່ອມໂຍງ	0.771	0.480	0.737
integrity	ຄວາມຊື່ສັດ	0.865	0.413	0.848
intellect	ປັນຍາ	0.844	0.418	0.870
intellectual	ສິນທາງປັນຍາ	0.906	0.455	0.845
intelligence	ຄວາມຮູ້	0.833	0.587	0.885
intelligent	ສະຫລາດ	0.917	0.541	0.868
intelligibility	ຄວາມເຂົ້າໃຈ	0.740	0.481	0.689
intelligible	ສະຫລາດ	0.635	0.480	0.691
intend	ເຈດຕະນາ	0.562	0.520	0.519
intended	intended	0.406	0.542	0.587
intending	intending	0.510	0.567	0.597
intense	ຢ່າງລຸນແຮງ	0.592	0.774	0.679
intensely	ຢ່າງລຸນແຮງ	0.694	0.846	0.750
intensify	intensify	0.604	0.870	0.737
intensity	ຄວາມເຂັ້ມແຂງ	0.622	0.930	0.952
intensive	intensive	0.570	0.842	0.776
intent	ຈຸດປະສົງ	0.550	0.481	0.500
intention	ຈຸດປະສົງ	0.531	0.480	0.636
intentional	intentionally	0.650	0.615	0.750
intentionally	ໂດຍເຈດຕະນາ	0.450	0.676	0.696
inter	inter	0.510	0.375	0.466
interact	ຕອບສະຫນອງ	0.822	0.690	0.759
interaction	ການພົວພັນຮ່ວມກັນ	0.646	0.735	0.750
interactive	interactive	0.727	0.811	0.770
intercede	intercede	0.582	0.577	0.630
intercept	ສະກັດກັ້ນ	0.221	0.660	0.676
interception	interception	0.327	0.673	0.643
intercession	Intercession	0.503	0.486	0.598
interchange	ການແລກປ່ຽນ	0.615	0.527	0.565
interchangeable	ປ່ຽນແປງໄດ້	0.615	0.459	0.526
interchanged	interchanged	0.396	0.472	0.434
intercom	intercom	0.623	0.429	0.453
intercourse	ການຮ່ວມເພດ	0.551	0.608	0.557
interdependence	interdependence	0.608	0.618	0.639
interdependent	interdependent	0.410	0.482	0.598
interdiction	interdiction	0.337	0.500	0.585
interest	ມີຄວາມສົນໃຈ	0.780	0.667	0.618
interested	ສົນໃຈ	0.750	0.529	0.725
interesting	ຫນ້າສົນໃຈ	0.927	0.726	0.731
interface	interface	0.643	0.357	0.600
interfere	ແຊກແຊງ	0.323	0.714	0.471
interference	ການແຊກແຊງ	0.396	0.736	0.357
interferometer	interferometer	0.510	0.510	0.517
intergalactic	intergalactic	0.562	0.661	0.741
interim	ຊົ່ວຄາວ	0.604	0.400	0.524
interior	ພາຍໃນ	0.618	0.157	0.462
interject	interject	0.333	0.648	0.658
interlocutory	interlocutory	0.490	0.500	0.527
interlude	interlude	0.470	0.417	0.377
intermediary	intermediary	0.427	0.510	0.643
intermediate	ລະດັບກາງ	0.480	0.368	0.400
interment	interment	0.235	0.608	0.346
interminable	interminable	0.327	0.481	0.561
intermission	intermission	0.490	0.360	0.402
intermittent	intermittent	0.337	0.565	0.436
intern	intern	0.459	0.460	0.392
internal	ພາຍໃນ	0.439	0.349	0.423
internally	ພາຍໃນ	0.615	0.400	0.616
international	ສາກົນ	0.800	0.519	0.702
internet	ອິນເຕີເນັດ	0.760	0.462	0.755
internship	ການຝຶກວຽກ	0.590	0.510	0.482
interoffice	interoffice	0.439	0.375	0.556
interpolate	interpolate	0.460	0.490	0.569
interpolation	interpolation	0.419	0.506	0.528
interpret	ຕີຄວາມຫມາຍ	0.646	0.625	0.673
interpretation	ການຕີຄວາມ	0.677	0.594	0.620
interpreter	interpreter	0.708	0.461	0.596
