Word	Arabic-ar	Valence	Arousal	Dominance
holidayseason	NO TRANSLATION	0.875	0.566	0.518
holiness	قداسة	0.860	0.264	0.742
holistic	كلي	0.670	0.348	0.547
holler	صرخة	0.276	0.825	0.406
hollow	أجوف	0.300	0.337	0.222
holly	هولي	0.510	0.250	0.443
holocaust	محرقة	0.062	0.918	0.618
hologram	صورة ثلاثية الأبعاد	0.615	0.461	0.575
holographic	الثلاثية الأبعاد	0.510	0.471	0.555
holster	قراب المسدس	0.561	0.255	0.339
holy	مقدس	0.812	0.112	0.690
holyspirit	NO TRANSLATION	0.740	0.480	0.526
homage	إجلال أو بيعة أو احترام	0.833	0.560	0.737
hombre	NO TRANSLATION	0.656	0.472	0.696
hombres	NO TRANSLATION	0.510	0.538	0.652
home	الصفحة الرئيسية	0.854	0.270	0.545
homeboy	homeboy	0.602	0.255	0.436
homecoming	العودة إلى الوطن	0.760	0.413	0.472
homeland	البلد الام	0.663	0.439	0.868
homeless	بلا مأوى	0.042	0.450	0.188
homely	عائلي	0.745	0.157	0.399
homemade	محلي الصنع	0.869	0.340	0.398
homeopathic	المثلية	0.417	0.268	0.400
homeopathy	معالجة المثلية	0.469	0.284	0.439
homeowner	المنزل	0.635	0.397	0.962
homeroom	نظار	0.604	0.480	0.491
homesick	مشوق للعودة إلى الوطن	0.436	0.304	0.347
homestead	منزل	0.865	0.221	0.536
homesweethome	البيت السعيد	0.796	0.380	0.538
hometown	مسقط رأس	0.858	0.333	0.605
homeward	طنها	0.833	0.275	0.435
homework	واجب منزلي	0.396	0.412	0.459
homey	الزميل	0.769	0.278	0.500
homicidal	قتلي	0.020	0.912	0.573
homicide	قتل	0.010	0.973	0.518
homily	عظة دينية	0.621	0.358	0.425
homing	صاروخ موجه	0.551	0.460	0.527
hominy	عصيدة الذرة	0.479	0.382	0.429
homo	لوطي	0.531	0.368	0.415
homogeneity	تجانس	0.715	0.365	0.582
homogeneous	متجانس	0.552	0.255	0.617
homologous	متماثل	0.471	0.353	0.536
homologue	نديد	0.542	0.356	0.509
homology	تناظر	0.571	0.494	0.527
homophobic	الخوف من المثليين	0.130	0.736	0.464
homosexual	مثلي الجنس	0.333	0.780	0.431
homosexuality	المثلية	0.367	0.696	0.429
honcho	honcho	0.469	0.464	0.397
hone	توسيع	0.688	0.392	0.473
honest	صادق	0.927	0.254	0.750
honesty	أمانة	0.938	0.411	0.728
honey	عسل	0.920	0.431	0.510
honeycomb	خلية النحل	0.541	0.417	0.412
honeymoon	شهر العسل	0.979	0.678	0.526
honeysuckle	صريمة الجدي شجيرة	0.597	0.451	0.517
honk	بوق	0.549	0.635	0.415
honky	هونكي	0.458	0.632	0.425
honor	شرف	0.896	0.587	0.857
honorable	مشرف	0.963	0.412	0.830
honorarium	منحة فخرية	0.796	0.510	0.746
honorary	فخري	0.885	0.565	0.811
honored	تكريم	0.938	0.447	0.732
hooch	خمرة	0.429	0.538	0.373
hood	غطاء محرك السيارة	0.357	0.459	0.306
hooded	ذو غطاء	0.306	0.745	0.439
hoodlum	سفاح	0.354	0.720	0.432
hoof	حافر	0.427	0.341	0.365
hook	صنارة صيد	0.418	0.444	0.395
hooked	معلق	0.610	0.661	0.454
hooker	عاهرة	0.214	0.889	0.373
hookup	يلتقي	0.625	0.529	0.683
hooky	الغياب	0.468	0.500	0.452
hooligan	همجي	0.295	0.712	0.455
hoop	طارة	0.635	0.204	0.315
hoopla	الهرج والمرج	0.542	0.471	0.353
hooray	الصيحة	0.610	0.481	0.536
hoot	صاح	0.449	0.560	0.430
hooter	صفارة	0.470	0.615	0.455
hop	قفز	0.450	0.520	0.427
hope	أمل	0.927	0.317	0.739
hopeful	متفائل	0.947	0.357	0.627
hopeless	ميئوس منه	0.094	0.298	0.112
hopelessness	اليأس	0.052	0.402	0.223
hopes	آمال	0.917	0.500	0.702
hoping	يأمل	0.684	0.469	0.454
hopper	واثب	0.396	0.491	0.442
horde	حشد	0.286	0.713	0.684
horizon	الأفق	0.729	0.284	0.590
horizontal	أفقي	0.573	0.304	0.387
horizontally	أفقيا	0.500	0.356	0.439
hormonal	الهرمونية	0.500	0.620	0.551
hormone	هرمون	0.490	0.750	0.621
horn	بوق	0.385	0.510	0.366
horned	أقرن	0.316	0.610	0.375
hornet	زنبور	0.398	0.594	0.500
horny	أقرن	0.490	0.908	0.560
horoscope	خريطة البروج	0.500	0.360	0.490
horrendous	رهيبة	0.073	0.755	0.365
horrible	رهيب	0.071	0.857	0.398
horribly	فظيعة	0.050	0.631	0.454
horrid	فظيع	0.052	0.765	0.419
horrific	مرعب	0.094	0.846	0.481
horrified	مروع	0.040	0.885	0.368
horrifying	مروع	0.010	0.760	0.352
horror	رعب	0.115	0.850	0.438
horrors	أهوال	0.061	0.852	0.409
horse	حصان	0.635	0.510	0.529
horseback	ظهور الخيل	0.688	0.588	0.566
horseman	فارس	0.441	0.700	0.676
horsepower	قوة حصان	0.594	0.735	0.735
horseradish	فجل حار	0.321	0.584	0.476
horseshit	horseshit	0.153	0.582	0.179
horseshoe	حدوة	0.673	0.350	0.406
horsey	هورسيي	0.602	0.454	0.462
horticultural	بستاني	0.594	0.387	0.509
horticulture	بستنة	0.700	0.420	0.434
hosannah	NO TRANSLATION	0.679	0.373	0.500
hose	خرطوم مياه	0.469	0.288	0.263
hosiery	جورب	0.520	0.344	0.373
hospice	تكية	0.337	0.443	0.535
hospitable	مضياف	0.791	0.470	0.661
hospital	مستشفى	0.323	0.537	0.598
hospitality	حسن الضيافة	0.865	0.333	0.725
host	مضيف	0.693	0.471	0.537
hostage	رهينة	0.163	0.923	0.325
hostel	نزل	0.479	0.500	0.398
hostess	مضيفة	0.792	0.604	0.688
hostile	عدائي	0.188	0.877	0.474
hostilities	قتال	0.276	0.810	0.444
hostility	عداء	0.122	0.775	0.465
hot	الحار	0.490	0.740	0.573
hot sauce	صلصة حارة	0.333	0.740	0.509
hotbed	مرتع	0.510	0.285	0.395
hotdog	نقانق	0.720	0.438	0.373
hotel	الفندق	0.740	0.370	0.407
hothead	شخص متهور	0.240	0.849	0.518
hotline	الخط الساخن	0.592	0.565	0.663
hotshot	لقطة ساخنة	0.500	0.727	0.615
hotyoga	NO TRANSLATION	0.683	0.609	0.446
hound	كلب	0.417	0.528	0.582
hour	ساعة	0.552	0.265	0.336
hourglass	الساعة الرملية	0.542	0.284	0.492
hourly	باستمرار	0.469	0.418	0.491
house	منزل	0.587	0.135	0.533
houseboat	المركب	0.604	0.389	0.429
houseboy	houseboy	0.479	0.415	0.393
housebroken	أليف	0.518	0.461	0.389
houseguest	houseguest	0.530	0.500	0.481
household	منزلي	0.781	0.230	0.667
householder	رب البيت	0.816	0.541	0.833
housekeeper	مدبرة المنزل	0.694	0.279	0.520
housekeeping	التدبير المنزلي	0.604	0.500	0.445
housewarming	حفلة الإنتقال	0.857	0.710	0.727
housewife	ربه منزل	0.656	0.361	0.449
housework	الأعمال المنزلية	0.484	0.413	0.342
housing	إسكان	0.776	0.304	0.591
hovel	كوخ حقير	0.333	0.296	0.322
hover	يحوم	0.510	0.431	0.404
hovercraft	حوامة	0.541	0.654	0.588
howl	عواء	0.357	0.646	0.407
howsoever	مهما كان	0.459	0.309	0.345
hoy	NO TRANSLATION	0.583	0.298	0.471
hub	المركز رئيسي	0.479	0.399	0.433
hubby	بعل	0.548	0.435	0.430
huckleberry	نبات	0.600	0.279	0.296
huddle	جمهرة	0.604	0.509	0.445
hue	مسحة	0.507	0.416	0.417
huff	زعل	0.388	0.491	0.315
huffy	غضبان	0.420	0.616	0.375
hug	عناق	0.908	0.427	0.548
huge	ضخم	0.573	0.625	0.783
hugger	الحاضنة	0.520	0.480	0.412
huggy	huggy	0.854	0.429	0.451
hugs	العناق	0.980	0.422	0.600
hulk	الهلك سفينة ثقيلة	0.460	0.740	0.750
hull	هيكل السفينة	0.542	0.265	0.353
hum	همهمة	0.490	0.296	0.276
human	بشري	0.767	0.314	0.605
humane	إنساني	0.800	0.370	0.580
humanitarian	إنساني	0.786	0.317	0.709
humanities	العلوم الإنسانية	0.729	0.325	0.677
humanity	إنسانية	0.750	0.360	0.727
humankind	البشرية	0.885	0.394	0.714
humanoid	الروبوت	0.521	0.462	0.491
humanrights	NO TRANSLATION	0.792	0.559	0.730
humble	متواضع	0.867	0.236	0.483
humbled	خاشع	0.280	0.618	0.198
humbly	بكل تواضع	0.771	0.194	0.370
humbug	هراء	0.219	0.622	0.456
humdrum	رتابة	0.269	0.246	0.353
humid	رطب	0.375	0.324	0.366
humidity	رطوبة	0.464	0.373	0.367
humiliate	إذلال	0.052	0.714	0.275
humiliated	إذلال	0.104	0.712	0.216
humiliating	مذل	0.062	0.716	0.279
humiliation	إذلال	0.048	0.712	0.310
humility	تواضع	0.740	0.118	0.444
hummer	هامر	0.510	0.622	0.589
hummingbird	طائر الطنان	0.750	0.370	0.273
humongous	العملاقة	0.378	0.538	0.536
humor	فكاهة	0.890	0.633	0.462
humored	ملاطف	0.854	0.657	0.545
humorist	الفكاهي	0.958	0.790	0.607
humorous	روح الدعابة	0.906	0.616	0.665
hump	سنام	0.296	0.462	0.250
humpback	الحوت الأحدب	0.235	0.346	0.247
hunch	شعور	0.561	0.630	0.567
hunchback	ذو الحدبة	0.208	0.390	0.259
hundred	مائة	0.604	0.370	0.406
hundredth	جزء من مئة	0.427	0.368	0.466
hunger	جوع	0.083	0.554	0.328
hungry	جوعان	0.083	0.690	0.254
hunk	قطعة كبيرة	0.438	0.375	0.361
hunks	الكتل	0.417	0.453	0.482
hunky	مرضيا	0.469	0.571	0.438
hunt	مطاردة	0.327	0.806	0.588
hunter	صياد	0.292	0.817	0.817
hunting	الصيد	0.448	0.713	0.714
huntress	الصيادة	0.357	0.717	0.765
hurdle	عقبة	0.198	0.682	0.434
hurl	استعجل	0.316	0.745	0.574
hurrah	يا هلا	0.802	0.740	0.500
hurricane	اعصار	0.177	0.958	0.787
hurricanes	الأعاصير	0.286	0.898	0.784
hurried	متعجل	0.314	0.806	0.393
hurry	عجل	0.422	0.735	0.481
hurryup	NO TRANSLATION	0.473	0.791	0.555
hurt	جرح	0.062	0.773	0.291
hurtful	مؤذ	0.104	0.680	0.463
hurting	مؤلم	0.153	0.778	0.221
husband	الزوج	0.771	0.500	0.655
husbandry	زراعة	0.643	0.473	0.445
hush	صه	0.471	0.231	0.312
hushed	اجريت في تكتم	0.292	0.194	0.272
husk	NO TRANSLATION	0.378	0.173	0.147
husky	أجش	0.630	0.450	0.490
hussy	فتاة وقحة	0.219	0.594	0.384
hustle	صخب	0.406	0.661	0.427
hustler	محتال	0.260	0.821	0.627
hut	كوخ	0.633	0.270	0.375
hutch	كوخ	0.385	0.453	0.520
hyacinth	صفير	0.372	0.360	0.342
hybrid	هجين	0.500	0.365	0.570
hydra	العدار	0.406	0.598	0.534
hydrant	صنبور	0.570	0.413	0.367
hydrate	هيدرات	0.610	0.367	0.547
hydraulic	هيدروليكي	0.522	0.398	0.596
hydraulics	علم السوائل المتحركة	0.500	0.530	0.588
hydrocephalus	استسقاء	0.286	0.629	0.393
hydrodynamics	علم قوة الموائع	0.552	0.582	0.664
hydrogen	هيدروجين	0.469	0.303	0.554
hydrographic	الهيدروغرافية	0.490	0.396	0.642
hydrology	الهيدرولوجيا	0.500	0.380	0.509
hydrophobia	داء الكلب	0.323	0.784	0.351
hydroponics	الزراعة المائية	0.500	0.549	0.500
hyena	ضبع	0.396	0.719	0.464
hygiene	النظافة	0.781	0.287	0.537
hygienic	صحي	0.719	0.245	0.702
hygienist	أخصائي صحة	0.698	0.389	0.682
hymen	غشاء البكارة	0.469	0.651	0.457
hymn	ترنيمة	0.735	0.292	0.634
hype	الضجيج	0.510	0.500	0.586
hyped	فقت	0.708	0.582	0.679
hyper	فرط	0.542	0.616	0.640
hyperactive	فعال بصوره زائده	0.500	0.921	0.660
hyperbole	مقارنة مبالغ فيها	0.469	0.521	0.542
hyperspace	القذف	0.510	0.623	0.755
hypertension	ارتفاع ضغط الدم	0.133	0.784	0.427
hypertrophy	تضخم	0.312	0.625	0.413
hyperventilate	hyperventilate	0.347	0.729	0.556
hyperventilating	اللهاث	0.164	0.802	0.625
hyphen	الواصلة	0.552	0.356	0.381
hypnosis	التنويم المغناطيسى	0.417	0.410	0.546
hypnotic	منوم	0.571	0.560	0.569
hypnotist	المنوم مغناطيسي	0.490	0.455	0.627
hypnotize	نوم مغناطيسيا	0.469	0.507	0.508
hypnotized	منوم	0.449	0.434	0.380
hypochondriac	مراقي	0.194	0.588	0.333
hypocrisy	نفاق	0.156	0.523	0.370
hypocrite	منافق	0.082	0.673	0.306
hypocritical	منافق	0.048	0.740	0.415
hypodermic	معد للإستعمال تحت الجلد	0.240	0.441	0.445
hypothalamus	الغدة النخامية	0.593	0.427	0.539
hypothermia	انخفاض حرارة الجسم	0.184	0.620	0.301
hypothesis	فرضية	0.552	0.370	0.509
hypothetical	افتراضية	0.480	0.367	0.361
hysterectomy	إستئصال الرحم	0.178	0.660	0.470
hysteria	هستيريا	0.224	0.906	0.482
hysterical	هستيري	0.290	0.942	0.398
ibuprofen	ايبوبروفين	0.448	0.427	0.504
ice	جليد	0.440	0.265	0.219
ice tea	شاي مثلج	0.771	0.337	0.336
iceberg	جبل جليد	0.344	0.540	0.648
icebox	ثلاجة	0.560	0.222	0.370
icebreaker	كاسحة الجليد	0.571	0.545	0.848
iced	مثلج	0.564	0.482	0.339
icing	تثليج	0.688	0.452	0.411
icky	رديء	0.357	0.510	0.342
icon	أيقونة	0.549	0.349	0.415
iconic	ليقوني	0.583	0.537	0.700
iconography	الأ يقنة صناع التماثيل	0.602	0.382	0.653
icy	جليدي	0.684	0.375	0.345
id	هوية شخصية	0.449	0.344	0.391
idea	فكرة	0.750	0.538	0.704
ideal	المثالي	0.802	0.437	0.736
idealism	مثالية	0.635	0.436	0.689
idealist	المثالي	0.816	0.510	0.802
idealistic	مثالي	0.812	0.469	0.755
identical	مطابق	0.635	0.380	0.527
identically	مماثل	0.667	0.427	0.487
identification	هوية	0.714	0.451	0.692
identify	تحديد	0.635	0.480	0.667
identity	هوية	0.663	0.360	0.780
ideology	أيديولوجية	0.573	0.344	0.692
idiocy	حماقة	0.112	0.635	0.137
idiom	لغة	0.520	0.337	0.445
idiomatic	اصطلاحي	0.531	0.429	0.516
idiot	الأبله	0.086	0.567	0.113
idiotic	أحمق	0.104	0.620	0.170
idiots	البلهاء	0.143	0.600	0.144
idle	خامل	0.179	0.167	0.112
idleness	كسل	0.308	0.330	0.228
idler	المهمل	0.200	0.304	0.194
idol	محبوب الجماهير	0.684	0.805	0.853
idolatry	الوثنية	0.365	0.571	0.625
idolizing	تأليهه	0.676	0.712	0.643
idyllic	ملحن على نحو رعوي	0.571	0.394	0.593
iffy	غير محدد	0.380	0.442	0.333
ifonly	فقط لو	0.406	0.250	0.255
igloo	المبني القبني	0.569	0.302	0.345
igneous	ناري	0.469	0.466	0.517
ignite	إشعال	0.458	0.785	0.675
ignition	اشتعال	0.365	0.720	0.657
ignorance	جهل	0.153	0.417	0.209
ignorant	جاهل	0.102	0.461	0.223
ignore	تجاهل	0.146	0.230	0.295
iguana	الإغوانا	0.521	0.235	0.291
ihatespiders	NO TRANSLATION	0.245	0.611	0.420
ilk	NO TRANSLATION	0.438	0.451	0.455
ill	سوف	0.073	0.410	0.200
illegal	غير شرعي	0.061	0.787	0.337
illegality	شرعية	0.094	0.635	0.427
illegally	بشكل غير قانوني	0.133	0.788	0.402
illegible	غير مقروء	0.296	0.490	0.315
illegitimate	غير شرعي	0.184	0.644	0.302
illicit	غير مشروع	0.188	0.794	0.390
illiterate	أمي	0.120	0.410	0.151
illness	مرض	0.098	0.717	0.211
illogical	غير منطقي	0.208	0.630	0.251
illuminate	أنار	0.905	0.646	0.782
illuminating	منور	0.949	0.613	0.773
illumination	إضاءة	0.760	0.588	0.537
illuminator	إضاءة	0.770	0.566	0.718
illusion	وهم	0.562	0.490	0.387
illustrate	توضيح	0.750	0.430	0.690
illustration	توضيح	0.740	0.441	0.640
illustrative	موضح	0.771	0.452	0.647
illustrious	شهير	0.673	0.550	0.741
ilovechristmas	NO TRANSLATION	0.885	0.590	0.525
iloveher	NO TRANSLATION	0.750	0.519	0.556
image	صورة	0.653	0.241	0.453
imagery	مصور	0.653	0.327	0.390
imaginable	ممكن تخيله	0.613	0.529	0.596
imaginary	خيالي	0.560	0.424	0.310
imagination	خيال	0.802	0.491	0.547
imaginative	واسع الخيال	0.780	0.541	0.593
imagine	تخيل	0.759	0.480	0.587
imagined	يتصور	0.656	0.412	0.418
imaging	التصوير	0.724	0.394	0.482
imagining	تخيل	0.765	0.458	0.545
imam	NO TRANSLATION	0.527	0.337	0.539
imbalance	اختلال التوازن	0.115	0.538	0.264
imbecile	أبله	0.082	0.569	0.260
imbedded	جعلهما	0.406	0.580	0.562
imissyou	NO TRANSLATION	0.480	0.608	0.344
imitate	قلد	0.469	0.561	0.336
imitated	قلد	0.333	0.391	0.442
imitation	تقليد	0.406	0.592	0.343
immaculate	طاهر، نظيف جدا، منظم جدا	0.698	0.330	0.688
immaterial	غير هام	0.296	0.309	0.295
immature	غير ناضج	0.114	0.500	0.200
immaturity	القليل الخبرة	0.146	0.567	0.221
immeasurable	لا محدود	0.510	0.539	0.712
immeasurably	بما لا يقاس	0.510	0.640	0.680
immediacy	الفورية	0.635	0.630	0.627
immediate	فوري	0.656	0.548	0.716
immediately	فورا	0.552	0.780	0.707
immemorial	سحيق	0.327	0.469	0.454
immense	هائل	0.755	0.750	0.811
immerse	غمر	0.510	0.577	0.509
immersion	غمر	0.510	0.556	0.564
immigrant	المهاجر	0.357	0.663	0.509
immigration	هجرة	0.390	0.667	0.454
imminent	شيك	0.490	0.784	0.643
immobile	غير متحرك	0.225	0.217	0.298
immoral	عديم الاخلاق	0.143	0.622	0.385
immorality	فجور	0.188	0.689	0.315
immortal	خالد	0.812	0.750	0.795
immortality	خلود	0.688	0.635	0.861
immovable	صامد	0.480	0.310	0.571
immune	مناعة	0.629	0.472	0.780
immunity	حصانة	0.633	0.316	0.786
immunization	تحصين	0.667	0.510	0.733
immutable	غير قابل للتغيير	0.427	0.431	0.571
imp	عفريت	0.350	0.448	0.420
impact	تأثير	0.469	0.884	0.776
impair	يضعف	0.153	0.500	0.360
impaired	ضعف السمع	0.130	0.459	0.269
impairment	تلف	0.170	0.571	0.220
impart	عرف	0.521	0.441	0.694
impartial	نزيه	0.531	0.406	0.685
impartiality	نزاهة	0.622	0.394	0.616
impassable	وعر	0.342	0.458	0.553
impassioned	ملتهب	0.740	0.780	0.802
impatience	نفاذ صبر	0.278	0.780	0.411
impatient	نافذ الصبر	0.250	0.708	0.429
impatiently	NO TRANSLATION	0.194	0.750	0.539
impeach	شكك	0.208	0.776	0.664
impeachment	اتهام	0.163	0.735	0.694
impeccable	معصوم من الخطأ	0.833	0.370	0.824
impede	إعاقة	0.271	0.510	0.604
impediment	عائق	0.163	0.600	0.409
impelled	المندفع	0.604	0.741	0.690
impending	وشيك الحدوث	0.480	0.735	0.752
impenetrable	منيع	0.531	0.577	0.839
imperative	صيغة الامر	0.625	0.647	0.708
imperceptible	دقيق إلى حد بعيد	0.378	0.490	0.548
imperfect	غير تام	0.173	0.527	0.202
imperfection	نقص	0.190	0.567	0.321
imperfectly	ناقص	0.297	0.481	0.330
imperial	إمبراطوري	0.669	0.646	0.922
imperialist	NO TRANSLATION	0.284	0.786	0.833
impermeable	كتيم	0.510	0.308	0.558
impermissible	غير مسموح به	0.188	0.464	0.352
impersonal	مبني للمجهول	0.316	0.356	0.472
impersonate	انتحال	0.510	0.632	0.591
impersonation	التمثيل	0.375	0.618	0.528
impersonator	مقلد	0.469	0.586	0.406
impertinence	وقاحة	0.170	0.653	0.420
impertinent	وقح	0.219	0.826	0.373
impervious	منيع	0.582	0.408	0.536
impetuous	متهور	0.602	0.814	0.712
impetus	قوة الدفع	0.521	0.740	0.635
implacable	عنيد	0.569	0.663	0.830
implant	زرع	0.429	0.510	0.588
implantation	غرس	0.396	0.604	0.741
implanted	مزروع	0.347	0.500	0.679
implement	تنفيذ	0.720	0.573	0.792
implicate	ورط	0.250	0.670	0.434
implicated	متورط	0.354	0.673	0.438
implication	يتضمن	0.337	0.528	0.690
implied	ضمني	0.327	0.530	0.481
implore	ناشد	0.396	0.650	0.377
implosion	انهيار	0.412	0.724	0.547
imply	يعني	0.542	0.670	0.533
impolite	غير مهذب	0.167	0.590	0.282
import	استيراد	0.615	0.480	0.623
importance	أهمية	0.750	0.580	0.864
important	مهم	0.827	0.630	0.836
importation	استيراد	0.625	0.500	0.733
impose	فرض	0.503	0.721	0.745
imposing	فرض	0.392	0.731	0.836
imposition	فرض	0.357	0.604	0.618
impossibility	استحالة	0.170	0.625	0.306
impossible	غير ممكن	0.153	0.510	0.407
impostor	المحتال	0.135	0.704	0.442
impotence	ضعف جنسى	0.198	0.689	0.224
impotent	واهن	0.146	0.587	0.333
impound	جمع في	0.230	0.587	0.583
impoverished	أفقر	0.125	0.311	0.203
impracticable	غير عملي	0.398	0.549	0.381
impractical	غير عملي	0.160	0.373	0.291
impregnable	منيع	0.378	0.549	0.667
impregnate	نقع	0.510	0.721	0.655
impress	اعجاب	0.816	0.744	0.895
impressed	تأثرت	0.806	0.770	0.429
impression	الانطباع	0.684	0.557	0.577
impressionable	حساس	0.827	0.720	0.645
impressive	محرج	0.781	0.830	0.873
imprint	بصمة	0.615	0.574	0.685
imprison	حبس	0.112	0.829	0.545
imprisoned	مسجون	0.032	0.717	0.302
imprisonment	سجن	0.133	0.630	0.471
improbable	غير محتمل	0.097	0.412	0.439
impromptu	ارتجالا	0.541	0.729	0.415
improper	غير مناسب	0.229	0.520	0.259
impropriety	خطاء	0.133	0.591	0.389
improve	تحسن	0.833	0.528	0.815
improved	تحسن	0.919	0.480	0.679
improvement	تحسين	0.786	0.500	0.611
improves	يحسن	0.929	0.625	0.727
improving	تحسين	0.911	0.510	0.682
improvisation	ارتجال	0.631	0.812	0.529
improvise	ارتجل	0.646	0.650	0.519
improvised	مرتجل	0.610	0.673	0.443
