Word	Hausa-ha	Valence	Arousal	Dominance
pigment	pigment	0.390	0.333	0.339
pigskin	pigskin	0.347	0.449	0.300
pigsty	pigsty	0.133	0.529	0.221
pike	pike	0.427	0.410	0.452
pile	tari	0.461	0.320	0.539
piles	tara	0.469	0.423	0.468
pileup	pileup	0.340	0.559	0.446
pilgrim	mahajjata	0.531	0.404	0.569
pilgrimage	aikin hajji	0.708	0.522	0.625
pill	kwaya	0.573	0.407	0.368
pillage	pillage	0.240	0.685	0.375
pillar	ginshiƙi	0.583	0.330	0.684
pillbox	pillbox	0.385	0.339	0.296
pillow	matashin kai	0.663	0.128	0.195
pillowcase	matashin kai	0.500	0.179	0.250
pilot	matukin jirgi	0.688	0.680	0.736
pimp	pimp	0.146	0.700	0.536
pimple	misali	0.245	0.370	0.274
pin	fil	0.438	0.346	0.390
pinball	wasa	0.582	0.640	0.442
pinch	tsunkule	0.340	0.632	0.339
pinching	pinching	0.250	0.788	0.345
pine	Pine	0.583	0.225	0.312
pineapple	abarba	0.677	0.316	0.245
ping	ping	0.541	0.490	0.391
pinhead	pinhead	0.459	0.300	0.308
pinhole	pinhole	0.375	0.279	0.345
pinion	pinion	0.444	0.361	0.346
pink	ruwan hoda	0.806	0.269	0.471
pinkie	pinkie	0.663	0.265	0.269
pinnacle	pinnacle	0.633	0.390	0.508
pinot	pinot	0.365	0.370	0.361
pinpoint	pinpoint	0.583	0.443	0.528
pint	pint	0.686	0.333	0.321
pinto	yanki	0.570	0.354	0.373
pinup	tsinkaye	0.610	0.459	0.393
pioneer	majagaba	0.796	0.618	0.802
pious	mãsu taƙawa	0.698	0.306	0.426
pip	pip	0.448	0.430	0.366
pipe	bututu	0.541	0.340	0.330
piped	piped	0.360	0.529	0.379
pipeline	bututun mai	0.479	0.337	0.411
piper	piper	0.569	0.442	0.398
pipette	pipette	0.480	0.403	0.418
piping	tayarwa	0.365	0.337	0.405
pipsqueak	pipsqueak	0.347	0.481	0.349
pique	pique	0.417	0.500	0.426
piracy	fashin teku	0.296	0.792	0.567
piranha	piranha	0.219	0.799	0.575
pirate	fashi	0.156	0.740	0.559
piscina	NO TRANSLATION	0.714	0.500	0.443
piss	piss	0.354	0.462	0.268
pissed	m	0.102	0.888	0.543
pissedoff	ji haushi	0.240	0.651	0.459
pisser	NO TRANSLATION	0.378	0.547	0.398
pissesmeoff	pissesmeoff	0.180	0.587	0.441
pissingmeoff	pissingmeoff	0.208	0.622	0.423
pissoff	pissoff	0.255	0.617	0.400
pistachio	pistachio	0.643	0.336	0.305
pistol	pistol	0.170	0.900	0.677
piston	piston	0.398	0.480	0.500
pit	rami	0.408	0.396	0.278
pita	pita	0.551	0.279	0.255
pitch	farar	0.521	0.431	0.465
pitcher	farar	0.510	0.673	0.704
pitchfork	kundin kayan aiki	0.312	0.580	0.529
pitfall	haushi	0.177	0.775	0.508
pith	pith	0.458	0.350	0.596
pithy	pithy	0.480	0.360	0.635
pitiful	m	0.219	0.490	0.232
pitted	pitted	0.358	0.653	0.470
pitter	pitter	0.469	0.424	0.384
pituitary	pituitary	0.406	0.365	0.442
pity	tausayi	0.160	0.398	0.114
pivot	pivot	0.458	0.382	0.440
pivotal	pivotal	0.582	0.471	0.536
pix	pix	0.521	0.373	0.364
pixie	pixie	0.562	0.537	0.325
pizza	pizza	0.847	0.390	0.295
pizzazz	pizzazz	0.635	0.735	0.682
pizzeria	pizzeria	0.719	0.520	0.364
placard	placard	0.388	0.442	0.500
place	wuri	0.573	0.261	0.398
placebo	placebo	0.520	0.306	0.365
placement	sakawa	0.643	0.460	0.528
placenta	babba	0.375	0.433	0.443
placid	placid	0.640	0.317	0.491
placket	rami	0.408	0.231	0.228
plagiarism	fahariya	0.135	0.716	0.436
plague	annoba	0.083	0.596	0.355
plaid	plaid	0.480	0.330	0.417
plain	bayyananne	0.500	0.167	0.311
plainclothes	tufafi	0.698	0.337	0.424
plaintiff	mai kara	0.365	0.806	0.711
plaintive	faɗakarwa	0.292	0.529	0.306
plan	shirin	0.646	0.540	0.733
plane	jirgin sama	0.510	0.356	0.386
planes	jiragen sama	0.667	0.606	0.575
planet	duniya	0.698	0.404	0.832
planetarium	planetarium	0.704	0.462	0.655
planetary	duniya	0.604	0.500	0.620
planets	taurari	0.724	0.318	0.658
plank	plank	0.427	0.280	0.333
plankton	plankton	0.552	0.321	0.371
planned	shirya	0.740	0.385	0.729
planner	shiri	0.760	0.469	0.868
planning	shirin	0.894	0.462	0.705
plant	inji	0.730	0.180	0.371
plantation	shuka	0.573	0.585	0.575
planter	mai shuka	0.604	0.450	0.634
planting	dasa	0.635	0.343	0.595
plaque	plaque	0.520	0.333	0.420
plasma	plasma	0.474	0.398	0.360
plaster	filastar	0.438	0.264	0.255
plastic	filastik	0.490	0.269	0.320
plasticity	filastik	0.542	0.471	0.402
plat	plat	0.716	0.359	0.556
plate	farantin	0.583	0.245	0.366
plateau	harsashi	0.611	0.316	0.400
plated	saka	0.562	0.458	0.457
platform	dandamali	0.602	0.340	0.718
plating	saka	0.576	0.368	0.433
platinum	platinum	0.750	0.518	0.702
platonic	platonic	0.490	0.461	0.469
platoon	kallo	0.448	0.700	0.745
platter	Fasahar	0.686	0.245	0.219
plaudit	NO TRANSLATION	0.816	0.813	0.546
plausibility	plausibility	0.705	0.451	0.570
plausible	plausible	0.714	0.404	0.510
play	wasa	0.812	0.765	0.358
playa	playa	0.724	0.510	0.575
playback	sake kunnawa	0.656	0.559	0.639
playbook	wasan kwaikwayo	0.673	0.582	0.500
playboy	playboy	0.646	0.900	0.519
player	wasan	0.557	0.688	0.644
playful	m	0.892	0.688	0.463
playground	filin wasa	0.888	0.620	0.435
playhouse	playhouse	0.719	0.729	0.426
playmate	dan wasa	0.878	0.509	0.398
playoff	playoff	0.622	0.716	0.550
playpen	shimfidawa	0.698	0.481	0.475
playroom	wasan kwaikwayo	0.844	0.661	0.380
plaything	wasa	0.708	0.602	0.277
playtime	lokacin wasa	0.760	0.596	0.566
playwright	dan wasan kwaikwayo	0.672	0.550	0.667
plaza	plaza	0.690	0.346	0.529
plea	kira	0.633	0.491	0.517
plead	roƙe	0.177	0.596	0.195
pleasant	m	0.939	0.310	0.673
pleased	farin ciki	0.939	0.548	0.795
pleasing	faranta	0.917	0.449	0.788
pleasurable	m	0.948	0.529	0.669
pleasure	yarda	0.939	0.740	0.682
pleasures	ni'ima	0.896	0.654	0.705
pleat	pleat	0.490	0.345	0.316
pleated	pleated	0.534	0.318	0.436
pledge	jingina	0.719	0.490	0.764
pledged	yi alkawarin	0.719	0.630	0.658
plenary	plenary	0.573	0.356	0.598
plentiful	yalwatacce	0.833	0.735	0.745
plenty	yalwa	0.827	0.612	0.824
plenum	plenum	0.531	0.454	0.596
plethora	plethora	0.646	0.602	0.547
plexus	plexus	0.333	0.405	0.395
pliable	pliable	0.625	0.370	0.440
plication	plication	0.360	0.460	0.500
pliers	kaya	0.561	0.334	0.441
plight	yanayin	0.450	0.520	0.547
plinth	m	0.438	0.346	0.473
plodding	plodding	0.449	0.481	0.439
plop	plop	0.385	0.475	0.349
plot	mãkirci	0.469	0.567	0.510
plough	lafa	0.677	0.427	0.458
ploughed	yanke	0.438	0.420	0.431
plover	plover	0.439	0.434	0.191
plow	lafa	0.531	0.560	0.456
plowed	yanke	0.552	0.490	0.355
plowing	noma	0.562	0.531	0.518
ploy	ploy	0.458	0.559	0.741
pluck	tara	0.375	0.583	0.474
plucky	rashi	0.816	0.817	0.880
plug	toshe	0.531	0.356	0.473
plum	plum	0.724	0.306	0.170
plumage	plumage	0.656	0.286	0.284
plumb	plumb	0.448	0.500	0.554
plumber	plumber	0.327	0.510	0.448
plumbing	plumbing	0.469	0.427	0.441
plume	launi	0.469	0.323	0.375
plummet	plummet	0.302	0.750	0.360
plump	plump	0.385	0.480	0.387
plumper	plumper	0.406	0.429	0.353
plunder	ganimar	0.125	0.894	0.574
plunge	cinye	0.307	0.690	0.550
plunger	fashewa	0.365	0.510	0.373
plural	jam'i	0.560	0.432	0.564
plurality	jam'i	0.683	0.473	0.587
plush	Ƙari	0.625	0.265	0.318
plutonium	plutonium	0.406	0.675	0.731
ply	ply	0.458	0.320	0.324
plywood	plywood	0.561	0.245	0.380
pneumatic	pneumatic	0.337	0.520	0.500
pneumonia	ciwon huhu	0.208	0.608	0.324
poacher	farfado	0.240	0.673	0.612
poachers	makiyaya	0.315	0.857	0.632
poaching	poaching	0.302	0.824	0.526
pocket	aljihu	0.458	0.275	0.340
pocketbook	littafin aljihu	0.551	0.231	0.343
pocketful	aljihu	0.594	0.279	0.306
pod	NO TRANSLATION	0.480	0.396	0.339
podium	bashi	0.627	0.365	0.702
poem	waƙa	0.810	0.270	0.571
poems	waƙa	0.833	0.388	0.418
poet	mawãƙi	0.827	0.350	0.556
poetic	poetic	0.860	0.269	0.548
poetical	poetical	0.802	0.327	0.518
poetics	poetics	0.833	0.306	0.353
poetry	shayari	0.697	0.235	0.629
pogo	pogo	0.480	0.426	0.368
poignant	musa	0.646	0.444	0.518
point	aya	0.490	0.193	0.431
pointedly	sosai	0.408	0.706	0.569
pointer	Maƙ	0.583	0.382	0.500
pointless	m	0.055	0.353	0.111
pointy	kisa	0.469	0.651	0.438
poise	farka	0.677	0.202	0.708
poison	guba	0.083	0.760	0.573
poisoned	guba	0.057	0.808	0.402
poisoning	guba	0.094	0.837	0.526
poisonous	guba	0.102	0.870	0.533
poke	gurbata	0.365	0.713	0.475
poker	poker	0.480	0.689	0.398
pokes	pokes	0.365	0.480	0.538
polar	polar	0.468	0.261	0.500
polarity	polarity	0.510	0.472	0.500
pole	sanda	0.418	0.398	0.368
polemic	almara	0.133	0.750	0.652
police	'yan sanda	0.458	0.770	0.830
police officer	'yan sanda	0.479	0.816	0.858
policeman	'yan sanda	0.542	0.708	0.898
policewoman	'yar sanda	0.530	0.740	0.727
policy	manufofin	0.324	0.735	0.833
polio	cutar shan inna	0.296	0.452	0.409
polish	goge	0.604	0.412	0.533
polished	goge	0.667	0.413	0.491
polite	m	0.927	0.378	0.562
politeness	lalata	0.875	0.353	0.618
politic	siyasa	0.365	0.581	0.798
political	siyasa	0.347	0.730	0.875
politician	siyasa	0.323	0.551	0.863
politics	siyasa	0.250	0.528	0.855
polity	gashi	0.268	0.583	0.802
polka	polka	0.604	0.451	0.426
poll	zabe	0.552	0.500	0.554
pollen	pollen	0.622	0.212	0.292
polling	zabe	0.448	0.598	0.602
pollute	gurbata	0.173	0.660	0.480
pollution	gurbata	0.062	0.694	0.445
polo	Polo	0.582	0.360	0.415
poltergeist	poltergeist	0.271	0.784	0.544
polyester	polyester	0.479	0.270	0.366
polygamy	polygamy	0.365	0.647	0.563
polygon	polygon	0.490	0.558	0.557
polygonal	polygonal	0.427	0.441	0.528
polygraph	polygraph	0.427	0.491	0.602
polymer	polymer	0.438	0.330	0.393
polymorphism	polymorphism	0.429	0.592	0.558
pomp	kyauta	0.448	0.491	0.413
pompous	pompous	0.500	0.571	0.409
poncho	poncho	0.490	0.265	0.231
pond	kandami	0.520	0.337	0.358
ponder	tunani	0.740	0.380	0.689
ponderous	masihu	0.290	0.450	0.534
pong	pong	0.500	0.500	0.396
pontiff	pontiff	0.625	0.363	0.723
pontificate	pontificate	0.584	0.424	0.704
pontoon	pontoon	0.500	0.377	0.373
pony	pony	0.812	0.413	0.315
ponytail	tsinkaye	0.541	0.337	0.302
pooch	mach	0.355	0.360	0.347
poodle	poodle	0.500	0.413	0.301
poof	poof	0.469	0.387	0.210
pool	pool	0.625	0.356	0.598
poop	poop	0.163	0.430	0.172
poor	talakawa	0.156	0.358	0.087
poorly	talauci	0.077	0.620	0.196
pop	pop	0.673	0.510	0.491
popcorn	popcorn	0.875	0.441	0.231
pope	shugaban Kirista	0.600	0.375	0.636
popper	farfasa	0.420	0.509	0.411
poppy	poppy	0.635	0.392	0.357
poppycock	poppycock	0.347	0.510	0.385
popsicle	popsicle	0.667	0.300	0.364
popular	rare	0.880	0.676	0.731
popularity	shahararrun	0.896	0.784	0.861
popularized	popularized	0.750	0.771	0.745
population	yawan jama'a	0.615	0.423	0.667
populous	mutane masu yawa	0.520	0.630	0.725
porcelain	lain	0.562	0.310	0.349
porch	faro	0.535	0.324	0.388
porcupine	alade	0.388	0.421	0.367
pore	pore	0.427	0.271	0.342
pork	alade	0.370	0.450	0.333
porker	porker	0.521	0.602	0.500
porky	porky	0.234	0.483	0.333
porn	batsa	0.344	0.915	0.421
porno	batsa	0.302	0.923	0.519
pornographic	batsa	0.230	0.896	0.500
pornography	batsa	0.323	0.921	0.481
porosity	rashin ƙarfi	0.312	0.343	0.402
porous	porous	0.385	0.370	0.264
porridge	porridge	0.573	0.229	0.274
port	tashar jiragen ruwa	0.550	0.409	0.513
portable	šaukuwa	0.615	0.356	0.582
portage	portage	0.490	0.490	0.445
portal	portal	0.583	0.347	0.547
porter	kayan aiki	0.571	0.375	0.654
porterhouse	gidan kayan aiki	0.602	0.364	0.418
portfolio	fayil	0.625	0.280	0.498
porthole	porthole	0.500	0.353	0.382
portico	portico	0.521	0.444	0.366
portion	rabo	0.536	0.364	0.398
portrait	hoto	0.698	0.186	0.467
portraiture	hoto	0.735	0.298	0.445
portray	kwatanta	0.656	0.529	0.457
pose	sanya	0.427	0.330	0.361
poser	NO TRANSLATION	0.469	0.385	0.316
posh	posh	0.823	0.337	0.750
posited	gabatar	0.615	0.410	0.620
position	matsayi	0.604	0.451	0.538
positioning	matsayi	0.615	0.490	0.795
positive	tabbatacce	0.959	0.510	0.855
positiveenergy	NO TRANSLATION	0.940	0.500	0.808
positively	gaskiya	0.969	0.645	0.795
positivity	positivity	0.959	0.549	0.870
posse	posse	0.398	0.510	0.473
possess	mallaki	0.670	0.590	0.727
possessed	mallaki	0.327	0.884	0.611
possessing	mallakan	0.461	0.593	0.612
possession	mallaka	0.677	0.676	0.848
possessive	mallaka	0.279	0.648	0.696
possessor	mai mallakar	0.480	0.573	0.773
possibility	yiwuwar	0.816	0.481	0.596
possible	yiwu	0.688	0.316	0.548
possibly	yiwu	0.448	0.400	0.500
possum	mallaka	0.408	0.471	0.306
post	post	0.520	0.426	0.548
postage	aikawa	0.560	0.471	0.527
postal	akwatin gidan waya	0.765	0.245	0.411
postcard	katin rubutu	0.822	0.292	0.390
poster	aikawa	0.542	0.275	0.365
posterior	baya	0.510	0.385	0.517
posterity	zuriya	0.565	0.460	0.683
posthumous	posthumous	0.232	0.441	0.430
postman	postman	0.643	0.482	0.455
postmortem	postmortem	0.296	0.486	0.420
postpone	dakatar	0.316	0.408	0.451
postponed	dakatar da shi	0.439	0.327	0.402
postponement	jinkiri	0.448	0.569	0.414
postscript	bayanan rubutu	0.487	0.300	0.409
postulate	matsayi	0.487	0.470	0.694
posture	matsayi	0.562	0.309	0.598
pot	tukunya	0.500	0.186	0.294
potable	m	0.765	0.326	0.431
potassium	potassium	0.469	0.314	0.472
potato	dankalin turawa	0.541	0.235	0.265
potatoes	dankali	0.690	0.271	0.309
potency	iyawa	0.708	0.745	0.879
potent	yiwu	0.698	0.784	0.907
potential	m	0.806	0.625	0.840
pothead	pothead	0.378	0.510	0.375
pothole	pothole	0.344	0.294	0.283
potion	potion	0.500	0.400	0.417
potluck	potluck	0.621	0.561	0.433
potpourri	potpourri	0.646	0.580	0.295
potted	yankakken	0.469	0.336	0.375
potter	ɗan tukwane	0.573	0.417	0.482
pottery	gwangwani	0.594	0.286	0.422
potty	potty	0.367	0.373	0.317
pouch	akwati	0.438	0.230	0.271
poultry	kaji	0.480	0.375	0.314
pounce	pounce	0.490	0.657	0.518
pound	laban	0.570	0.337	0.443
pounding	pounding	0.333	0.843	0.731
pour	NO TRANSLATION	0.448	0.570	0.375
pout	yaro	0.458	0.354	0.202
pouting	yaɗa	0.263	0.471	0.270
pouty	aiki	0.333	0.480	0.393
poverty	talauci	0.071	0.519	0.183
pow	pow	0.375	0.440	0.426
powder	foda	0.521	0.250	0.194
powdered	powdered	0.520	0.375	0.420
powdery	powdery	0.323	0.390	0.211
power	iko	0.719	0.670	0.953
powerful	iko	0.865	0.830	0.991
powerfully	da iko	0.854	0.724	0.935
powerhouse	powerhouse	0.630	0.755	0.787
powerless	rashin ƙarfi	0.125	0.500	0.328
powwow	powwow	0.490	0.650	0.406
pox	pox	0.235	0.567	0.309
practicable	mai yiwuwa	0.677	0.429	0.635
practical	m	0.710	0.490	0.608
practically	kusan	0.622	0.402	0.588
practice	aiki	0.684	0.582	0.639
practiced	yi	0.612	0.605	0.580
practise	aiki	0.713	0.490	0.616
practitioner	gwani	0.704	0.497	0.684
pragmatic	pragmatic	0.573	0.433	0.637
prairie	gona	0.673	0.183	0.415
praise	yabo	0.776	0.387	0.658
praised	yabo	0.950	0.441	0.721
praisegod	NO TRANSLATION	0.851	0.500	0.638
praisejesus	NO TRANSLATION	0.833	0.377	0.672
praises	yabo	0.878	0.491	0.750
praiseworthy	yabo	0.875	0.445	0.788
praising	suna yabon	0.906	0.557	0.623
prance	m	0.683	0.547	0.435
prank	prank	0.571	0.690	0.389
prawn	prawn	0.488	0.324	0.390
praxis	misali	0.438	0.439	0.593
pray	yi addu'a	0.714	0.127	0.627
prayer	addu'a	0.745	0.217	0.604
prayforme	addu'a	0.520	0.404	0.445
praying	yin addu'a	0.646	0.235	0.415
praying mantis	yin addu'a mantis	0.479	0.442	0.510
preach	wa'azi	0.602	0.480	0.702
preacher	wa'azi	0.551	0.388	0.741
preaching	wa'azi	0.646	0.604	0.795
preamble	preamble	0.541	0.555	0.491
precarious	muni	0.107	0.540	0.273
precaution	kariya	0.625	0.520	0.406
precautionary	precautionary	0.449	0.587	0.548
precede	riga	0.615	0.566	0.552
precedence	daidaito	0.594	0.520	0.598
precedent	daidaito	0.574	0.392	0.721
preceding	gabanin	0.456	0.442	0.663
precept	umarnin	0.448	0.480	0.636
preceptor	preceptor	0.521	0.433	0.724
precession	kariya	0.469	0.460	0.594
precinct	yankin	0.375	0.431	0.527
precincts	yankuna	0.531	0.324	0.418
precious	mai daraja	0.917	0.500	0.726
precipice	hazo	0.198	0.784	0.396
precipitate	cafe	0.417	0.770	0.500
precipitation	hazo	0.454	0.663	0.531
precipitous	precipitous	0.429	0.651	0.514
precise	daidai	0.833	0.358	0.769
precisely	daidai	0.816	0.388	0.714
precision	daidai	0.677	0.431	0.875
preclude	hana	0.333	0.552	0.417
precocious	precocious	0.398	0.610	0.324
precursor	precursor	0.580	0.672	0.783
predator	yan kasuwa	0.143	0.760	0.777
predatory	fashewa	0.083	0.865	0.731
predecessor	wanda ya riga ya kasance	0.635	0.415	0.593
predicament	yanayin	0.365	0.480	0.541
predicate	predicate	0.635	0.344	0.465
predict	hango hasashe	0.615	0.486	0.654
predictable	wanda ake iya gani	0.312	0.296	0.420
predicting	tsinkaya	0.463	0.647	0.679
prediction	Hasashen	0.562	0.635	0.585
predictive	tsinkaya	0.479	0.454	0.736
predictor	predictor	0.646	0.615	0.738
predilection	farfadowa	0.667	0.529	0.661
predispose	predispose	0.469	0.481	0.509
predisposed	predisposed	0.531	0.571	0.483
predisposition	predisposition	0.656	0.611	0.716
predominance	predominance	0.684	0.702	0.857
predominant	rinjaye	0.680	0.596	0.827
predominate	rinjaye	0.673	0.610	0.857
preeminent	mahimmanci	0.688	0.676	0.732
preemption	preemption	0.521	0.426	0.722
preemptive	damuwa	0.642	0.461	0.636
preface	gabatarwa	0.459	0.375	0.557
prefect	prefect	0.698	0.451	0.809
prefer	fi so	0.760	0.385	0.536
preferable	mafi kyau	0.806	0.433	0.687
preference	zaɓi	0.792	0.500	0.720
preferential	filafa	0.740	0.481	0.764
prefix	prefix	0.521	0.232	0.463
pregnancy	ciki	0.740	0.769	0.569
pregnant	ciki	0.765	0.773	0.537
prehistoric	prehistoric	0.417	0.317	0.419
prejudice	ƙiyayya	0.110	0.613	0.407
prejudiced	ƙiyayya	0.235	0.625	0.345
prejudicial	m	0.115	0.745	0.371
prelim	prelim	0.462	0.417	0.516
preliminary	na farko	0.531	0.393	0.585
prelude	prelude	0.544	0.392	0.556
premarital	kafin aure	0.490	0.598	0.500
premature	wanda bai kai ba	0.281	0.416	0.277
prematurely	ba da daɗewa ba	0.292	0.657	0.289
premed	shafe	0.490	0.459	0.518
premeditated	premeditated	0.354	0.490	0.620
premier	firaministan	0.755	0.519	0.792
premiere	farko	0.776	0.596	0.573
premise	gabatarwar	0.531	0.519	0.517
premises	gabatarwa	0.500	0.306	0.285
premium	Premium	0.786	0.590	0.769
premonition	gabatarwa	0.365	0.765	0.544
prenatal	prenatal	0.740	0.422	0.445
prenuptial	rikodi	0.633	0.569	0.526
preoccupation	damuwa	0.375	0.694	0.380
preoccupied	damuwa	0.265	0.700	0.235
prep	prep	0.688	0.509	0.555
preparation	shiri	0.771	0.500	0.679
preparatory	shiri	0.698	0.500	0.576
prepare	shirya	0.656	0.542	0.603
prepared	shirye	0.710	0.480	0.733
preparedness	shiri	0.760	0.542	0.763
preparer	shirya	0.617	0.500	0.740
preparing	shirya	0.735	0.538	0.585
preponderance	preponderance	0.562	0.551	0.660
preposterous	preposterous	0.167	0.827	0.483
preppy	preppy	0.542	0.520	0.442
prerequisite	wajibi ne	0.448	0.424	0.482
prerogative	prerogative	0.521	0.442	0.538
preschool	makarantar sakandare	0.604	0.382	0.393
prescient	mai da hankali	0.531	0.539	0.696
prescribe	Rubuta	0.459	0.550	0.618
prescribed	wajabta	0.531	0.391	0.463
prescription	takaddama	0.302	0.337	0.568
prescriptive	sanarwa	0.615	0.378	0.643
presence	gaban	0.874	0.431	0.607
present	yanzu	0.724	0.286	0.634
presentable	m	0.836	0.311	0.643
presentation	gabatarwa	0.792	0.604	0.553
presenter	gabatarwa	0.673	0.607	0.735
presentment	gabatarwar	0.708	0.663	0.784
presents	bugawa	0.781	0.394	0.526
preservation	adanawa	0.667	0.510	0.686
preservative	mai kiyayewa	0.531	0.429	0.509
preserve	adana	0.837	0.431	0.755
preserved	kiyaye su	0.677	0.337	0.667
preserving	tsare	0.765	0.462	0.630
preside	shugabanci	0.542	0.564	0.750
presidency	shugabanci	0.776	0.686	0.918
president	shugaban	0.677	0.622	0.973
presidential	shugaban kasa	0.612	0.656	0.972
press	latsa	0.552	0.520	0.491
pressing	latsa	0.240	0.755	0.636
pressure	matsa lamba	0.360	0.650	0.623
prestige	daraja	0.918	0.594	0.907
prestigious	babbar	0.979	0.644	0.925
presto	presto	0.573	0.415	0.433
presume	damuwa	0.448	0.635	0.635
presumption	damuwa	0.375	0.596	0.518
presumptive	presumptive	0.323	0.483	0.481
presumptuous	girman kai	0.265	0.596	0.616
presuppose	shirya	0.588	0.469	0.500
pretend	yi kama	0.490	0.528	0.542
pretended	yi kama	0.167	0.556	0.227
pretender	mai kirkirar	0.500	0.683	0.574
pretending	yin wasa	0.378	0.420	0.317
pretense	ƙira	0.323	0.600	0.540
pretensions	ƙiyayya	0.347	0.680	0.593
pretentious	m	0.156	0.736	0.444
pretext	pretext	0.418	0.427	0.365
pretty	kyakkyawa	0.875	0.516	0.561
pretzel	pretzel	0.519	0.323	0.358
prevail	rinjaye	0.724	0.557	0.750
prevailing	rinjaye	0.798	0.708	0.864
prevalence	adadi	0.618	0.520	0.815
prevalent	rinjaye	0.694	0.430	0.669
prevent	hana	0.635	0.481	0.575
preventative	preventative	0.650	0.442	0.682
prevention	rigakafin	0.760	0.463	0.600
preventive	m	0.643	0.388	0.657
preview	samfoti	0.656	0.337	0.491
previous	baya	0.521	0.337	0.348
previously	a baya	0.594	0.337	0.623
prey	ganima	0.378	0.500	0.306
price	farashin	0.479	0.475	0.535
priceless	m	0.745	0.696	0.779
pricey	pricey	0.340	0.567	0.430
prick	prick	0.323	0.764	0.269
prickly	prickly	0.333	0.587	0.456
pride	girman kai	0.729	0.634	0.848
priest	firist	0.561	0.324	0.648
priestess	firistess	0.531	0.390	0.691
priesthood	firist	0.622	0.304	0.649
priestly	firist	0.605	0.284	0.683
prig	prig	0.388	0.429	0.276
prim	farko	0.540	0.370	0.473
prima	NO TRANSLATION	0.633	0.406	0.427
primacy	primacy	0.778	0.660	0.778
primal	primal	0.550	0.407	0.482
primary	farko	0.562	0.390	0.545
primate	primate	0.561	0.363	0.402
primates	primates	0.365	0.455	0.444
prime	Firayim	0.708	0.275	0.446
primed	primed	0.635	0.402	0.759
primer	farko	0.625	0.363	0.688
primeval	primeval	0.427	0.480	0.427
priming	priming	0.481	0.412	0.360
primitive	m	0.323	0.388	0.361
primordial	muhimmiyar	0.625	0.569	0.771
primrose	primrose	0.827	0.230	0.648
prince	yariman	0.888	0.464	0.870
princely	shugabanci	0.786	0.540	0.763
princess	yarima	0.885	0.557	0.620
principal	babba	0.650	0.353	0.709
principally	ainihin	0.786	0.480	0.791
principle	manufa	0.750	0.306	0.629
principles	ka'idodi	0.698	0.286	0.840
print	bugawa	0.521	0.384	0.482
printer	printer	0.479	0.345	0.471
printing	bugu	0.646	0.654	0.615
printout	kwafi	0.594	0.660	0.637
prior	kafin	0.468	0.350	0.417
prioritize	ƙaddamar da su	0.671	0.594	0.784
priority	fifiko	0.878	0.562	0.864
priory	priory	0.561	0.413	0.629
prism	prism	0.520	0.429	0.343
prismatic	prismatic	0.429	0.562	0.540
prison	kurkuku	0.112	0.677	0.491
prisoner	fursuna	0.071	0.654	0.308
prissy	prissy	0.354	0.559	0.364
pristine	pristine	0.650	0.363	0.625
privacy	sirri	0.520	0.420	0.598
private	masu zaman kansu	0.661	0.422	0.644
privately	a asirce	0.458	0.562	0.541
privilege	dama	0.847	0.625	0.821
privileged	dama	0.867	0.490	0.853
privy	privy	0.583	0.481	0.648
prize	kyauta	0.885	0.763	0.670
prized	kyauta	0.906	0.530	0.714
pro	pro	0.667	0.471	0.692
proactive	proactive	0.792	0.723	0.857
