Word	Igbo-ig	Valence	Arousal	Dominance
orient	nhazi	0.667	0.422	0.667
oriental	ala	0.592	0.409	0.598
orientation	nhazi	0.667	0.454	0.686
orifice	orifice	0.448	0.355	0.443
origami	origami	0.684	0.276	0.294
origin	malite	0.729	0.435	0.591
original	mbụ	0.765	0.480	0.746
originality	nkwalite	0.898	0.500	0.824
originate	sitere	0.702	0.500	0.866
origination	mmalite	0.760	0.443	0.604
originator	mmalite	0.592	0.510	0.868
ornament	ihe ịchọ mma	0.561	0.373	0.441
ornamental	ornamental	0.663	0.392	0.460
ornamentation	ihe ịchọ mma	0.663	0.471	0.472
ornamented	adọrọ mma	0.677	0.350	0.490
ornate	ornate	0.812	0.356	0.500
ornery	aghara aghara	0.361	0.520	0.509
orphan	nwa mgbei	0.133	0.388	0.140
orphanage	umuaka	0.184	0.439	0.425
orphaned	nwa mgbei	0.062	0.430	0.228
orthodontist	orthodontist	0.469	0.615	0.564
orthodox	orthodox	0.388	0.471	0.647
orthodoxy	orthodoxy	0.271	0.388	0.612
orthogonal	orthogonal	0.500	0.314	0.540
orthopedic	orthopedic	0.406	0.346	0.473
oscillate	oscillate	0.449	0.580	0.397
oscillating	oscillating	0.469	0.548	0.402
oscillation	oscillation	0.562	0.433	0.431
oscillatory	oscillatory	0.375	0.520	0.480
ostensible	ostensible	0.542	0.549	0.585
ostensibly	ostensibly	0.473	0.529	0.509
ostentatious	ostentatious	0.479	0.794	0.648
ostracized	ostracized	0.115	0.690	0.377
ostrich	ostrich	0.592	0.382	0.241
other	ọzọ	0.472	0.230	0.259
otter	otter	0.439	0.216	0.339
otto	otto	0.427	0.425	0.404
ottoman	ottoman	0.531	0.337	0.444
ought	kwesịrị	0.438	0.511	0.434
ounce	oce	0.531	0.255	0.288
oust	oust	0.296	0.716	0.444
outage	ọpụpụ	0.306	0.684	0.438
outback	ọpụpụ	0.500	0.324	0.430
outbid	adịghị mma	0.594	0.622	0.540
outboard	outboard	0.448	0.491	0.456
outbreak	ntiwapụ	0.260	0.632	0.472
outburst	iwe	0.209	0.802	0.528
outcast	ekwu okwu	0.153	0.449	0.353
outcome	Nsonaazụ	0.615	0.472	0.685
outcry	mkpu ákwá	0.271	0.773	0.718
outdated	oge ochie	0.167	0.236	0.226
outdo	outdo	0.771	0.750	0.873
outdoor	n'èzí	0.814	0.256	0.447
outdoors	n'èzí	0.781	0.444	0.453
outer	elu	0.552	0.471	0.456
outfit	uwe	0.760	0.490	0.566
outgoing	ọpụpụ	0.650	0.472	0.538
outgrow	nsị	0.510	0.529	0.722
outgrowth	nsị	0.771	0.620	0.688
outhouse	ụlọ	0.281	0.519	0.255
outing	ọpụpụ	0.771	0.672	0.634
outlandish	ala	0.448	0.737	0.657
outlast	outlast	0.620	0.786	0.685
outlaw	njedebe	0.255	0.662	0.482
outlet	nbanye	0.610	0.396	0.245
outline	ndepụta	0.542	0.365	0.509
outlines	ndepụta	0.656	0.402	0.651
outlive	nchapu	0.565	0.769	0.724
outlook	anya	0.830	0.525	0.625
outlying	ọpụpụ	0.460	0.562	0.503
outnumber	enweghi oke	0.347	0.615	0.577
outpatient	outpatient	0.260	0.400	0.395
outpost	ụlọ nche	0.635	0.571	0.675
outpouring	npu	0.562	0.685	0.552
output	mmepụta	0.604	0.389	0.434
outrage	iwe	0.060	0.689	0.542
outraged	iwe	0.156	0.696	0.538
outrageous	oké iwe	0.153	0.945	0.713
outrank	outrank	0.653	0.643	0.817
outreach	mgbasasị	0.540	0.462	0.672
outright	n'ezie	0.767	0.396	0.755
outrun	ọpụpụ	0.531	0.833	0.573
outset	malite	0.750	0.500	0.582
outsider	onye ozo	0.398	0.549	0.447
outskirts	ná mpụga	0.474	0.519	0.312
outsmart	outsmart	0.673	0.657	0.864
outspoken	ekwupụta	0.582	0.413	0.667
outstanding	dị ịrịba ama	0.898	0.760	0.896
outstretched	setịpụrụ	0.448	0.481	0.519
outward	n'èzí	0.449	0.439	0.365
outwards	n'èzí	0.440	0.472	0.400
outweigh	gabiga ókè	0.486	0.600	0.682
outwit	wepụta	0.302	0.755	0.356
oval	Oval	0.417	0.280	0.330
ovary	ovary	0.469	0.399	0.280
ovate	ovate	0.385	0.286	0.368
ovation	ovation	0.719	0.758	0.750
oven	oven	0.583	0.425	0.606
overactive	overactive	0.667	0.885	0.592
overall	n'ozuzu	0.583	0.370	0.670
overalls	ihe ndị dị mma	0.500	0.392	0.373
overbearing	na-emebiga ihe ókè	0.323	0.833	0.861
overburden	ihe mgbu	0.115	0.755	0.546
overcast	oké njọ	0.417	0.250	0.475
overcharged	overcharged	0.276	0.780	0.569
overcoat	overcoat	0.594	0.265	0.430
overcome	merie	0.719	0.689	0.848
overcoming	na-emeri	0.842	0.765	0.855
overcrowded	enwebiga ókè	0.292	0.520	0.491
overdo	overdo	0.156	0.864	0.602
overdose	nnyefere	0.110	0.820	0.468
overdrive	na-agabiga	0.303	0.715	0.732
overdue	emebiga ihe ókè	0.125	0.427	0.259
overestimate	echekwa echiche	0.367	0.796	0.444
overestimated	overestimated	0.344	0.646	0.527
overflow	juputa	0.398	0.792	0.500
overflowing	juputa	0.439	0.796	0.635
overgrown	tojuru	0.333	0.500	0.369
overgrowth	nsị	0.417	0.790	0.673
overhanging	ngbanwe	0.698	0.755	0.812
overhaul	nkwụsị	0.500	0.651	0.491
overhead	n'elu	0.344	0.700	0.538
overhear	nchịkwa	0.650	0.365	0.580
overheated	overheated	0.250	0.598	0.547
overjoyed	ṅụrịrị ọṅụ	0.908	0.708	0.755
overkill	nfe	0.379	0.861	0.678
overlaid	kpuchie	0.620	0.610	0.676
overlap	weghachite	0.594	0.615	0.627
overlapping	afụcha	0.595	0.578	0.684
overlay	mkpuchi	0.564	0.596	0.749
overload	mbubata	0.381	0.690	0.652
overlook	eleghara anya	0.292	0.418	0.415
overlord	onyeisi	0.750	0.755	0.932
overlying	na-akpata	0.500	0.519	0.691
overpaid	karịrị ụgwọ	0.429	0.670	0.585
overpass	agafe	0.562	0.561	0.565
overplayed	na-atụgharị uche	0.224	0.798	0.586
overpower	overpower	0.448	0.859	0.783
overpowering	overpowering	0.392	0.779	0.589
overpriced	overpriced	0.271	0.556	0.472
overprotective	na-enweghị nchebe	0.448	0.673	0.741
overrated	kpụ ọkụ n'ọnụ	0.312	0.630	0.482
overreact	iwe iwe	0.306	0.912	0.471
override	kpochapu	0.316	0.491	0.529
overriding	gafere	0.240	0.490	0.384
overrule	mechie	0.224	0.412	0.429
overrun	gafere	0.271	0.764	0.598
oversee	elekọta	0.541	0.649	0.778
overseer	onye nlekọta	0.552	0.520	0.873
overshadow	kpuchie	0.333	0.549	0.654
oversight	nlekọta	0.385	0.618	0.723
oversized	oversized	0.552	0.540	0.679
overslept	overslept	0.408	0.315	0.300
overstate	n'elu	0.281	0.779	0.635
overstock	akwa	0.344	0.592	0.589
overt	agabiga	0.708	0.326	0.607
overtake	gabiga	0.573	0.620	0.718
overtaken	weghaara	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	kwatuo	0.430	0.606	0.552
overthinking	na-eche oke echiche	0.408	0.761	0.525
overthrow	kwatuo	0.260	0.868	0.620
overtime	oge n'aga	0.447	0.504	0.529
overtired	overtired	0.210	0.357	0.273
overture	okpu	0.490	0.402	0.491
overturn	ngbanwe	0.240	0.765	0.396
overview	nyocha	0.615	0.380	0.539
overweight	oke ibu	0.052	0.500	0.389
overwhelm	gafere	0.250	0.823	0.462
overwhelmed	mejupụtara	0.341	0.680	0.348
overwhelming	dị egwu	0.327	0.830	0.640
overworked	gabiga ókè	0.133	0.670	0.387
overwrought	oke aka	0.156	0.900	0.571
overzealous	ekworo	0.427	0.804	0.703
owe	akwukwo	0.500	0.429	0.386
owing	n'ihi ya	0.396	0.307	0.381
owl	ikwiikwii	0.520	0.270	0.321
owner	nwe	0.776	0.449	0.920
ownership	nwe	0.628	0.445	0.741
ox	ehi	0.417	0.396	0.412
oxidation	ịbachasị	0.453	0.415	0.211
oxide	oxide	0.354	0.377	0.298
oxygen	oxygen	0.908	0.310	0.575
oxymoron	oxymoron	0.427	0.481	0.398
oyster	oporo	0.500	0.311	0.327
ozone	ozone	0.560	0.345	0.518
pace	ijeụkwụ	0.510	0.380	0.390
pacemaker	onye na-eme pacemaker	0.448	0.569	0.582
pacific	pacific	0.627	0.118	0.580
pacified	mechie	0.802	0.194	0.414
pacifier	mechie	0.615	0.342	0.356
pacifist	na-eme ihe	0.663	0.153	0.557
pacify	mechie	0.812	0.283	0.629
pacing	agba ọsọ	0.583	0.551	0.491
pack	mkpọ	0.510	0.347	0.475
package	ngwugwu	0.571	0.433	0.443
packaging	nkwakọ ngwaahịa	0.604	0.393	0.549
packer	onye nkpu	0.520	0.480	0.537
packet	nza	0.582	0.385	0.407
pact	nkwekọrịta	0.442	0.444	0.593
pad	akwa	0.684	0.279	0.330
padded	eji aka	0.606	0.212	0.371
padding	mgbochi	0.561	0.398	0.423
paddle	paddle	0.561	0.375	0.393
paddle boat	ụgbọ mmiri mmiri	0.663	0.373	0.415
paddock	paddock	0.480	0.429	0.481
paddy	paddy	0.653	0.330	0.330
padlock	mgbachi	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	dị ọcha	0.552	0.547	0.471
pagan	na-ekpere arụsị	0.292	0.578	0.542
paganism	okpukpere chi	0.240	0.640	0.411
page	peeji nke	0.677	0.224	0.278
pageant	nhazi	0.719	0.667	0.651
pager	pager	0.510	0.526	0.554
pagination	mmechi	0.459	0.333	0.400
paging	na-agbakọta	0.542	0.398	0.423
pagoda	pagoda	0.571	0.259	0.435
pail	pail	0.448	0.177	0.188
pain	mgbu	0.012	0.765	0.395
pained	iwe	0.112	0.500	0.250
painful	ihe mgbu	0.050	0.742	0.330
painfully	na-egbu mgbu	0.156	0.720	0.407
painkiller	na-emetụ	0.487	0.312	0.481
painless	enweghị ihe mgbu	0.785	0.173	0.491
pains	ihe mgbu	0.106	0.673	0.362
painstaking	ihe omimi	0.396	0.335	0.386
paint	agba	0.667	0.343	0.413
paintball	paintball	0.615	0.745	0.537
paintbrush	na-ese onyinyo	0.714	0.226	0.353
painted	ese	0.667	0.333	0.424
painter	onye na-ese ihe	0.677	0.366	0.487
painting	eserese	0.792	0.324	0.333
pair	abụọ	0.552	0.317	0.304
paisley	paisley	0.531	0.327	0.347
pajama	pajama	0.908	0.157	0.245
pajamas	ma ọ bụ	0.719	0.170	0.264
pal	ala	0.812	0.426	0.596
palace	eze	0.878	0.510	0.804
palatable	dị mfe	0.823	0.500	0.594
palate	ọnụ	0.625	0.350	0.358
pale	acha odo odo	0.281	0.259	0.245
paleontology	ihe nkwado	0.438	0.308	0.617
palette	palette	0.590	0.333	0.205
pall	pall	0.277	0.387	0.394
palladium	palladium	0.470	0.380	0.393
pallet	pallet	0.604	0.241	0.349
palliative	na-atụ egwu	0.548	0.394	0.518
palm	nkwụ	0.531	0.194	0.340
palmer	palmer	0.480	0.269	0.413
palomino	palomino	0.616	0.349	0.396
palpable	mara mma	0.552	0.343	0.611
palpitations	ede akwụkwọ	0.417	0.702	0.528
palsy	ọrịa nkwonkwo	0.083	0.446	0.221
paltry	ala	0.333	0.491	0.320
pamper	na-emegharị	0.792	0.321	0.348
pamphlet	pamphlet	0.530	0.250	0.327
pan	pan	0.734	0.182	0.364
panacea	panacea	0.420	0.427	0.613
panache	panache	0.510	0.363	0.306
pancake	pancake	0.802	0.274	0.364
pancakes	pancakes	0.844	0.373	0.402
pancreas	pancreas	0.469	0.302	0.366
panda	panda	0.646	0.194	0.406
pandemic	ọrịa	0.160	0.790	0.544
pandemonium	pandemonium	0.229	0.885	0.500
pane	pane	0.385	0.250	0.444
panel	panel	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	panhandle	0.441	0.431	0.414
panic	ụjọ	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	ụjọ	0.100	0.949	0.260
panicking	egwu	0.094	0.882	0.333
panicky	panicky	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	panorama	0.719	0.402	0.625
panoramic	panoramic	0.542	0.462	0.684
pansy	pansy	0.653	0.283	0.589
pant	akwa	0.448	0.463	0.409
pantheon	pantheon	0.144	0.410	0.610
panther	panther	0.303	0.594	0.682
panties	panties	0.594	0.529	0.312
pantomime	na-eme ihe nkiri	0.552	0.481	0.385
pantry	obere ụlọ	0.622	0.294	0.312
pants	ogologo ọkpa	0.673	0.320	0.333
panty	panty	0.451	0.557	0.303
pantyhose	pantyhose	0.570	0.539	0.250
pap	pọọ	0.438	0.403	0.302
papa	Papa	0.656	0.340	0.527
papacy	papacy	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	pọọpọ	0.630	0.306	0.300
paper	akwụkwọ	0.520	0.123	0.293
paperback	akwukwo	0.633	0.269	0.314
paperboy	akwụkwọ akwụkwọ	0.521	0.490	0.471
paperweight	iwe akwụkwọ	0.421	0.278	0.433
paperwork	ede akwụkwọ	0.448	0.355	0.422
paprika	paprika	0.417	0.250	0.264
papyrus	papaịrọs	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	ilu	0.479	0.357	0.525
parabola	parabola	0.542	0.413	0.620
parabolic	nchịkwa	0.459	0.509	0.500
parachute	parachute	0.562	0.787	0.564
parade	Nme	0.792	0.685	0.509
paradigm	paradigm	0.573	0.429	0.779
paradise	paradaịs	0.875	0.540	0.796
paradox	paradox	0.417	0.442	0.482
paradoxical	paradoxical	0.406	0.547	0.433
paraffin	paraffin	0.426	0.291	0.343
paragon	paragon	0.490	0.431	0.473
paragraph	paragraf	0.510	0.164	0.269
parakeet	parakeet	0.576	0.387	0.227
paralegal	iwu	0.479	0.470	0.519
parallax	parallax	0.437	0.394	0.471
parallel	yiri	0.568	0.284	0.465
parallelism	yiri otu	0.549	0.363	0.527
paralysis	ahụ mkpọnwụ	0.156	0.500	0.305
paralyze	paralyze	0.188	0.367	0.471
paralyzed	akpọnwụ	0.194	0.480	0.198
paramedic	paramedic	0.673	0.464	0.636
paramedics	Ngwá ọrụ	0.479	0.594	0.712
paramilitary	ndị agha	0.154	0.804	0.727
paramount	isi	0.771	0.615	0.902
paranoia	mkparịta ụka	0.146	0.841	0.407
paranoid	na-eme mkparịta ụka	0.122	0.918	0.364
paranormal	paranormal	0.167	0.814	0.560
parapet	parapet	0.450	0.356	0.279
paraphernalia	ngwa ngwa	0.443	0.726	0.509
paraphrase	nchịkọta okwu	0.500	0.375	0.444
paraplegic	paraplegic	0.188	0.441	0.321
parasite	parasaiti	0.092	0.442	0.324
parasitic	parasitic	0.037	0.600	0.364
parasol	parasol	0.604	0.255	0.304
parcel	ngwugwu	0.660	0.324	0.411
parcels	ngwugwu	0.551	0.445	0.418
parched	akpọnwụ	0.250	0.235	0.255
parchment	nchicha	0.615	0.228	0.455
pardon	mgbaghara	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	parenchyma	0.500	0.399	0.595
parent	nne na nna	0.812	0.357	0.860
parentage	nne na nna	0.903	0.382	0.595
parental	nne na nna	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	na-atụ anya	0.490	0.327	0.391
parenthood	ịzụ ụmụ	0.750	0.630	0.782
parenting	ịzụ ụmụ	0.812	0.520	0.676
pariah	pariah	0.397	0.478	0.293
parietal	ego	0.481	0.333	0.491
paring	ịkọ	0.429	0.441	0.324
parish	Paris	0.698	0.354	0.582
parity	nha	0.582	0.406	0.407
park	ogige	0.816	0.343	0.414
parka	parka	0.469	0.481	0.395
parking	na-adọba ụgbọala	0.777	0.469	0.510
parkinsons	parkinsons	0.104	0.570	0.373
parlance	parlance	0.510	0.350	0.462
parlay	parlay	0.469	0.611	0.483
parliament	nzuko omeiwu	0.573	0.540	0.858
parliamentary	Omeiwu	0.490	0.554	0.755
parlor	oche	0.500	0.327	0.366
parmesan	parmesan	0.698	0.321	0.382
parody	parody	0.561	0.651	0.375
parole	parole	0.388	0.620	0.526
parquet	dequet	0.541	0.240	0.422
parrot	ugbo	0.588	0.333	0.292
parry	parry	0.510	0.404	0.436
parse	nyocha	0.469	0.456	0.667
parsimonious	parsimonious	0.417	0.312	0.446
parsimony	parsimony	0.449	0.280	0.403
parsley	pasili	0.458	0.170	0.291
parson	parson	0.583	0.250	0.615
part	akụkụ	0.663	0.278	0.360
partake	rie	0.755	0.656	0.629
partial	anya	0.429	0.324	0.348
partiality	ele mmadụ anya n'ihu	0.375	0.380	0.490
partially	n'ụzọ ụfọdụ	0.418	0.368	0.396
participant	onye so na ya	0.712	0.598	0.613
participate	soro	0.755	0.580	0.684
participation	òkè	0.781	0.700	0.702
particle	urughuru	0.521	0.265	0.438
particular	akpan akpan	0.562	0.402	0.552
particularity	otu	0.670	0.434	0.586
particulars	ihe	0.604	0.348	0.525
parting	nkewa	0.260	0.542	0.353
partisan	onye na-aga agha	0.615	0.549	0.669
partisanship	nkewa	0.438	0.566	0.551
partition	nkewa	0.615	0.469	0.567
partly	ụfọdụ	0.415	0.410	0.396
partner	enyi	0.673	0.302	0.586
partnership	mmekọrịta	0.786	0.387	0.545
partridge	ihe na-agba	0.583	0.415	0.250
parts	akụkụ	0.459	0.327	0.392
party	otu	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	gafere	0.510	0.324	0.362
passable	agafe	0.688	0.337	0.633
passage	ederede	0.429	0.314	0.370
passageway	uzo	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	njem	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	agafe	0.458	0.298	0.509
passion	agụụ	0.854	0.865	0.728
passionate	obi ụtọ	0.990	0.827	0.731
passive	agafe	0.420	0.116	0.241
passivity	agafe	0.241	0.115	0.246
passkey	passkey	0.646	0.500	0.791
passport	paspọtụ	0.653	0.457	0.682
password	paswọọdụ	0.390	0.356	0.559
past	gara aga	0.490	0.422	0.311
pasta	onyinye	0.615	0.306	0.375
paste	mado	0.500	0.556	0.500
pastel	pastel	0.719	0.357	0.367
pastime	oge egwu	0.677	0.353	0.443
pastor	pastọ	0.698	0.236	0.746
pastrami	pastrami	0.542	0.415	0.348
pastry	Nri	0.870	0.407	0.419
pasture	ebe ịta nri	0.688	0.145	0.170
pasty	pasty	0.479	0.363	0.375
pat	pat	0.418	0.377	0.340
patch	nwuchi	0.439	0.288	0.283
patchwork	patchwork	0.500	0.260	0.325
pate	pate	0.406	0.260	0.260
patella	patella	0.430	0.260	0.342
patent	patent	0.724	0.391	0.609
patented	chepụtara	0.571	0.422	0.685
paternal	nna	0.776	0.353	0.755
paternity	nna	0.704	0.590	0.806
path	ụzọ	0.590	0.245	0.421
pathetic	pathetic	0.088	0.464	0.139
pathological	na-ajụ ọrịa	0.220	0.602	0.580
pathologist	ọkà mmụta ọgwụ	0.354	0.552	0.585
pathology	ngwọta	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	ụzọ	0.646	0.410	0.519
patience	ndidi	0.771	0.125	0.387
patient	ndidi	0.583	0.193	0.340
patio	patio	0.562	0.245	0.402
patriarch	nna ochie	0.592	0.448	0.898
patriarchal	nna nna	0.531	0.500	0.857
patrimony	patrimony	0.719	0.406	0.740
patriot	onye patriot	0.771	0.635	0.886
patriotic	mba mba	0.875	0.509	0.933
patriotism	eme obodo	0.708	0.635	0.848
patrol	onye nlekọta	0.427	0.664	0.736
patrolman	patrolman	0.469	0.731	0.884
patron	onye nlekọta	0.583	0.451	0.870
patronage	patronage	0.583	0.490	0.583
patronising	patronizing	0.439	0.455	0.582
patronize	bido	0.430	0.451	0.591
patronizing	patronizing	0.542	0.365	0.529
patter	patter	0.312	0.635	0.451
pattern	ụkpụrụ	0.479	0.422	0.664
paucity	ada ogbenye	0.153	0.453	0.175
pauper	na-egbu egbu	0.260	0.347	0.151
pause	kwụsị	0.429	0.188	0.264
pave	mechie	0.594	0.490	0.509
pavement	pavement	0.460	0.353	0.475
pavilion	ebe obibi	0.583	0.500	0.770
paving	nhazi	0.408	0.469	0.545
paw	ụ	0.417	0.360	0.286
pawn	pawn	0.390	0.321	0.187
pawnshop	eme ihe	0.396	0.439	0.519
pax	pax	0.551	0.421	0.473
pay	akwụ ụgwọ	0.514	0.588	0.592
payable	akwụ ụgwọ	0.385	0.480	0.606
payback	akwụ ụgwọ	0.459	0.500	0.567
paycheck	akwụ ụgwọ	0.896	0.630	0.652
payday	ụbọchị ịkwụ ụgwọ	0.833	0.741	0.571
payer	akwụ ụgwọ	0.313	0.630	0.638
payload	kwadoro	0.612	0.510	0.682
payment	ịkwụ ụgwọ	0.629	0.452	0.643
payoff	Kwụpụ	0.740	0.644	0.673
payout	akwụ ụgwọ	0.646	0.600	0.575
payphone	akwụ ụgwọ	0.469	0.360	0.370
payroll	akwụ ụgwọ	0.521	0.360	0.549
pea	ike	0.580	0.275	0.298
peace	udo	0.939	0.156	0.613
peaceable	udo	0.776	0.134	0.453
peaceful	udo	0.867	0.108	0.569
peacefully	n'udo	0.901	0.190	0.639
peacekeeper	onye na-elekọta udo	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	peacetime	0.949	0.180	0.579
peach	piich	0.704	0.480	0.272
peachy	peachy	0.755	0.479	0.388
peacock	ube	0.786	0.449	0.458
peak	elu	0.500	0.345	0.431
peaked	gbanye	0.677	0.704	0.857
peanut	ahuekere	0.646	0.202	0.246
peanuts	ahụekere	0.542	0.294	0.324
pear	ube	0.677	0.158	0.241
pearl	pel	0.905	0.425	0.642
pearly	pearly	0.635	0.337	0.373
peas	peas	0.542	0.283	0.310
peasant	onye ala	0.530	0.275	0.407
peat	peat	0.333	0.655	0.504
pebble	obere okwute	0.354	0.353	0.287
pecan	pecan	0.552	0.316	0.358
peck	akụ	0.202	0.530	0.321
pecker	ọkpụkpọ	0.459	0.509	0.375
peculiar	dị iche iche	0.600	0.491	0.564
peculiarities	peculiarities	0.511	0.460	0.528
peculiarity	dị iche iche	0.439	0.452	0.652
peculiarly	dị iche iche	0.615	0.450	0.454
pecuniary	ego	0.490	0.490	0.500
pedal	ụkwụ	0.500	0.320	0.342
pedantic	pedantic	0.229	0.608	0.253
peddle	peddle	0.539	0.549	0.538
peddler	peddler	0.408	0.481	0.390
pedestal	ụkwụ	0.735	0.284	0.579
pedestrian	onye na-agafe agafe	0.438	0.360	0.448
pediatric	pediatric	0.560	0.462	0.490
pediatrician	pediatrician	0.602	0.500	0.627
pediatrics	pediatrics	0.750	0.380	0.596
pedicure	ịkpụ ụkwụ	0.695	0.269	0.296
pedigree	pedigree	0.625	0.340	0.609
pedometer	pedometer	0.469	0.561	0.405
pedophile	pedophile	0.051	0.724	0.430
pee	zoo	0.449	0.529	0.391
peek	peek	0.486	0.360	0.411
peekaboo	peekaboo	0.592	0.607	0.412
peel	bee	0.439	0.250	0.279
peep	peep	0.573	0.317	0.269
peeper	peeper	0.182	0.537	0.343
peephole	peephole	0.479	0.500	0.310
peer	ọgbọ	0.458	0.321	0.569
peering	na-atụgharị anya	0.514	0.409	0.451
peerless	enweghị atụ	0.688	0.450	0.462
peeved	zoro ezo	0.156	0.750	0.467
peg	elu	0.520	0.357	0.393
pegs	mkpọ	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	dị njọ	0.521	0.554	0.491
pelican	pelican	0.573	0.391	0.380
pellet	pellet	0.448	0.390	0.466
pelvic	pelvic	0.320	0.632	0.373
pelvis	pelvis	0.378	0.618	0.380
pen	pen	0.622	0.194	0.250
penal	ikpe	0.208	0.565	0.610
penalty	ikpe	0.062	0.490	0.240
penance	obi ebere	0.219	0.667	0.463
penchant	na-ede akwụkwọ	0.688	0.480	0.609
pencil	pensụl	0.552	0.200	0.263
pendant	oge	0.676	0.321	0.385
pendency	nkwụsị	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	echere	0.396	0.441	0.473
pendulum	akụkọ	0.542	0.368	0.434
penetrate	banye n'ime	0.287	0.877	0.732
penetrating	banye	0.469	0.792	0.782
penetration	ịbanye n'ime ya	0.438	0.885	0.792
penguin	penguin	0.615	0.296	0.307
penicillin	penicillin	0.417	0.431	0.566
penile	penile	0.490	0.736	0.491
peninsula	ala mmiri	0.551	0.384	0.627
penis	amụ	0.354	0.810	0.556
penitent	echegharị	0.542	0.530	0.508
penitentiary	ụlọ mkpọrọ	0.229	0.726	0.491
penmanship	ederede	0.677	0.284	0.509
pennant	ntinye	0.542	0.380	0.426
penniless	penniless	0.062	0.316	0.083
penny	penny	0.615	0.302	0.324
pension	ezumike nká	0.625	0.409	0.406
pensioner	ụgwọ ezumike nká	0.440	0.245	0.442
pensive	pensive	0.540	0.220	0.529
pentagon	pentagon	0.490	0.636	0.774
pentagram	pentagram	0.510	0.433	0.466
penthouse	ụlọ ụlọ	0.592	0.430	0.395
penultimate	oge	0.469	0.366	0.255
people	ndị mmadụ	0.604	0.400	0.500
peopled	ele anya	0.594	0.450	0.679
pep	pep	0.510	0.510	0.364
pepper	ose	0.400	0.539	0.328
peppermint	peppermint	0.720	0.264	0.271
pepperoni	pepperoni	0.796	0.472	0.358
peppy	peppy	0.677	0.529	0.438
peptic	peptic	0.398	0.463	0.362
peptide	peptide	0.380	0.480	0.411
perceive	aghọta	0.653	0.490	0.655
percent	pasent	0.470	0.350	0.356
percentage	pasent	0.469	0.400	0.553
percentile	enweghi nsogbu	0.479	0.410	0.390
perceptible	nghọta	0.710	0.460	0.620
perception	nghọta	0.653	0.481	0.655
perceptive	nghọta	0.745	0.500	0.741
perch	perch	0.531	0.300	0.314
perchance	ikekwe	0.480	0.224	0.298
percolation	ọhụụ	0.397	0.417	0.415
percussion	ihe ndapụta	0.622	0.635	0.642
perdition	ọdịda	0.135	0.656	0.496
peremptory	peremptory	0.429	0.426	0.606
perennial	perennial	0.527	0.358	0.500
perfect	zuru okè	0.980	0.471	0.870
perfection	zuru okè	0.881	0.745	0.934
perfectionist	zuru okè	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	kwara	0.219	0.607	0.344
perforation	nkwụsịtụ	0.365	0.668	0.578
perforce	ike	0.357	0.689	0.354
perform	arụ ọrụ	0.765	0.555	0.773
performance	arụ ọrụ	0.750	0.520	0.672
performer	onye na-egwu egwu	0.541	0.530	0.708
perfume	mmanu mmanu	0.740	0.472	0.463
perfumed	na-esi ísì ụtọ	0.816	0.471	0.509
peri	peri	0.448	0.433	0.370
peridot	nke a	0.458	0.481	0.435
peril	nsogbu	0.052	0.910	0.518
perilous	dị egwu	0.143	0.862	0.575
perimeter	nhazi	0.470	0.443	0.555
