Word	Indonesian-id	Valence	Arousal	Dominance
inbred	bawaan	0.397	0.520	0.473
incalculable	tak terhitung	0.449	0.620	0.679
incandescent	pijar	0.354	0.612	0.621
incantation	mantera	0.439	0.632	0.548
incapable	tidak mampu	0.156	0.529	0.155
incapacity	ketidakmampuan	0.052	0.500	0.217
incarceration	penahanan	0.100	0.800	0.397
incarnate	menjelmakan	0.552	0.651	0.593
incase	dalam hal	0.580	0.196	0.365
incendiary	pembakar	0.281	0.810	0.598
incense	dupa	0.698	0.275	0.328
incensed	marah	0.338	0.643	0.392
incentive	insentif	0.812	0.618	0.718
inception	lahirnya	0.604	0.425	0.561
incessant	tak henti-hentinya	0.438	0.760	0.544
incessantly	tak henti-hentinya	0.417	0.765	0.606
incest	incest	0.073	0.853	0.491
incestuous	sumbang	0.188	0.736	0.442
inch	inci	0.481	0.327	0.300
incidence	insidensi	0.417	0.527	0.429
incident	kejadian	0.084	0.662	0.482
incidental	insidentil	0.281	0.610	0.404
incidentally	secara kebetulan	0.479	0.500	0.500
incineration	pembakaran	0.229	0.787	0.470
incinerator	insinerator	0.250	0.643	0.591
incipient	baru jadi	0.442	0.382	0.430
incision	irisan	0.240	0.663	0.558
incisive	tajam	0.380	0.602	0.545
incite	menghasut	0.449	0.736	0.642
incitement	hasutan	0.302	0.943	0.598
inclement	buruk	0.260	0.676	0.616
inclination	kecenderungan	0.378	0.490	0.538
incline	lereng	0.490	0.423	0.345
inclined	cenderung	0.469	0.347	0.402
include	termasuk	0.729	0.449	0.702
included	termasuk	0.760	0.402	0.570
including	termasuk	0.700	0.378	0.518
inclusion	penyertaan	0.774	0.404	0.712
inclusive	inklusif	0.604	0.420	0.564
incognito	penyamaran	0.610	0.490	0.446
incoherent	kacau	0.122	0.612	0.250
income	pendapatan	0.750	0.510	0.728
incoming	masuk	0.660	0.509	0.596
incomparable	tak ada bandingannya	0.625	0.577	0.670
incompatible	tidak kompatibel	0.196	0.500	0.310
incompetence	ketidakmampuan	0.077	0.551	0.208
incompetent	tidak kompeten	0.133	0.566	0.239
incomplete	tidak lengkap	0.153	0.370	0.205
incompletely	tidak lengkap	0.344	0.442	0.232
incompleteness	ketidaklengkapan	0.271	0.451	0.234
incomprehensible	tidak bisa dimengerti	0.250	0.550	0.344
inconceivable	tak terbayangkan	0.198	0.552	0.561
inconclusive	tidak meyakinkan	0.153	0.442	0.340
incongruous	tidak konsisten	0.177	0.504	0.343
inconsequential	ngawur	0.250	0.480	0.345
inconsiderate	tidak pengertian	0.224	0.519	0.423
inconsistency	inkonsistensi	0.125	0.480	0.314
inconsistent	tidak konsisten	0.271	0.431	0.295
inconspicuous	tidak mencolok	0.604	0.214	0.368
incontinence	inkontinensia	0.150	0.598	0.272
inconvenience	kerepotan	0.063	0.667	0.291
inconvenient	tidak nyaman	0.224	0.610	0.375
incorporate	menggabungkan	0.745	0.612	0.571
incorporation	penggabungan	0.573	0.404	0.768
incorrect	salah	0.140	0.569	0.255
incorrigible	tidak bisa diperbaiki	0.130	0.667	0.500
increase	meningkat	0.810	0.657	0.886
increased	meningkat	0.684	0.660	0.773
incredible	luar biasa	0.857	0.796	0.902
incredulous	meragukan	0.286	0.510	0.269
increment	kenaikan	0.684	0.637	0.750
incriminate	memberatkan	0.188	0.810	0.416
incriminating	memberatkan	0.133	0.788	0.500
incrimination	tuduhan	0.152	0.865	0.545
incubation	inkubasi	0.461	0.490	0.397
incubator	inkubator	0.510	0.435	0.405
incubus	syaitan	0.458	0.529	0.482
incumbent	incumbent	0.396	0.540	0.565
incur	mendatangkan	0.312	0.667	0.495
incurable	tak tersembuhkan	0.104	0.667	0.255
incursion	serangan	0.552	0.830	0.719
indebted	berhutang budi	0.138	0.698	0.275
indecency	ketidaksenonohan	0.135	0.670	0.491
indecent	tidak senonoh	0.083	0.683	0.240
indecision	keraguan	0.184	0.480	0.196
indecisive	bimbang	0.271	0.420	0.190
indefensible	tidak dapat dipertahankan	0.173	0.647	0.484
indefinite	tak terbatas	0.448	0.292	0.296
indelible	tak terhapuskan	0.490	0.337	0.591
indemnification	ganti rugi	0.521	0.490	0.770
indemnify	mengganti rugi	0.449	0.548	0.613
indemnity	ganti rugi	0.470	0.607	0.692
indent	inden	0.479	0.346	0.379
indentation	lekukan	0.374	0.500	0.349
indenture	indenture	0.434	0.382	0.636
independence	kemerdekaan	0.896	0.663	0.911
independent	independen	0.885	0.440	0.872
indescribable	tak terlukiskan	0.448	0.529	0.648
indestructible	tidak bisa dihancurkan	0.772	0.731	0.853
indeterminate	tidak pasti	0.360	0.402	0.322
index	indeks	0.448	0.268	0.342
indicate	menunjukkan	0.594	0.350	0.676
indicating	menunjukkan	0.745	0.339	0.555
indication	indikasi	0.719	0.432	0.750
indicative	indikatif	0.510	0.510	0.591
indicator	indikator	0.573	0.451	0.670
indice	NO TRANSLATION	0.469	0.377	0.541
indict	mendakwa	0.188	0.731	0.458
indictment	dakwaan	0.245	0.745	0.577
indie	indie	0.479	0.368	0.430
indifference	pengabaian	0.265	0.417	0.299
indifferent	acuh tak acuh	0.396	0.157	0.250
indigenous	asli	0.500	0.509	0.552
indigent	miskin	0.156	0.481	0.223
indigestion	gangguan pencernaan	0.204	0.610	0.182
indignant	marah	0.260	0.600	0.423
indignation	kemarahan	0.173	0.778	0.431
indignity	penghinaan	0.167	0.500	0.306
indigo	nila	0.514	0.365	0.473
indirect	tidak langsung	0.385	0.402	0.330
indiscreet	tidak bijaksana	0.177	0.587	0.342
indiscretion	ketidakbijaksanaan	0.265	0.637	0.390
indispensable	sangat diperlukan	0.710	0.449	0.802
indisposed	keberatan	0.122	0.519	0.206
indistinct	kabur	0.255	0.340	0.360
indistinguishable	tidak bisa dibedakan	0.346	0.458	0.548
individual	individu	0.627	0.327	0.533
individuality	individualitas	0.612	0.469	0.527
indivisible	tak terpisahkan	0.646	0.398	0.580
indoctrination	indoktrinasi	0.327	0.657	0.698
indolent	malas	0.177	0.381	0.259
indomitable	gigih	0.458	0.800	0.830
indoor	dalam	0.615	0.245	0.347
induce	menyebabkan	0.257	0.606	0.684
induced	diinduksi	0.397	0.471	0.491
inducement	bujukan	0.647	0.765	0.685
induction	induksi	0.392	0.593	0.627
indulge	memanjakan diri	0.833	0.716	0.669
indulgence	kesenangan	0.479	0.490	0.517
indulgent	sabar	0.560	0.481	0.529
industrial	industri	0.469	0.600	0.875
industrialist	industrialis	0.562	0.633	0.843
industrious	rajin	0.720	0.537	0.791
industry	industri	0.650	0.447	0.836
ineffable	tak terlukiskan	0.551	0.577	0.585
ineffective	tidak efektif	0.093	0.422	0.094
ineffectual	tidak efektif	0.163	0.412	0.200
inefficiency	ketidakefisienan	0.092	0.466	0.181
inefficient	tidak efisien	0.190	0.460	0.173
inelastic	tidak elastis	0.396	0.426	0.385
ineligible	tidak memenuhi syarat	0.143	0.377	0.457
inept	tidak kompeten	0.156	0.418	0.209
ineptitude	tindakan yg bodoh	0.177	0.471	0.250
inequality	ketidaksamaan	0.122	0.575	0.259
inequitable	tidak adil	0.281	0.519	0.373
inert	lembam	0.323	0.180	0.319
inertia	kelembaman	0.344	0.288	0.322
inevitable	tak terhindarkan	0.316	0.419	0.623
inexact	tdk tepat	0.153	0.459	0.170
inexcusable	tidak bisa dimaafkan	0.271	0.582	0.546
inexhaustible	tak habis-habisnya	0.602	0.541	0.643
inexpensive	murah	0.694	0.414	0.260
inexperience	kurang pengalaman	0.208	0.614	0.151
inexperienced	tidak berpengalaman	0.281	0.473	0.231
inexplicable	tidak bisa dijelaskan	0.224	0.635	0.443
inexpressible	tak terkatakan	0.198	0.608	0.364
infallibility	infalibilitas	0.583	0.663	0.764
infallible	sempurna	0.776	0.687	0.809
infamous	terkenal	0.146	0.580	0.472
infamy	keburukan	0.177	0.676	0.421
infancy	masa bayi	0.750	0.399	0.370
infant	bayi	0.802	0.431	0.328
infanticide	pembunuhan anak	0.167	0.856	0.443
infantile	kekanak-kanakan	0.604	0.382	0.259
infantry	infanteri	0.531	0.684	0.791
infarct	infarct	0.080	0.846	0.386
infatuated	gandrung	0.729	0.764	0.417
infatuation	keberahian	0.844	0.745	0.530
infeasible	tidak layak	0.245	0.472	0.236
infect	menulari	0.102	0.777	0.424
infection	infeksi	0.083	0.735	0.407
infectious	menular	0.142	0.760	0.422
infer	mengambil kesimpulan	0.449	0.490	0.453
inference	kesimpulan	0.359	0.479	0.398
inferential	dapat disimpulkan	0.426	0.451	0.455
inferior	inferior	0.260	0.254	0.106
inferiority	inferioritas	0.177	0.430	0.205
infernal	celaka	0.083	0.837	0.571
inferno	neraka	0.051	0.857	0.463
infertile	infertil	0.274	0.458	0.255
infertility	infertilitas	0.170	0.664	0.328
infestation	kutu	0.256	0.776	0.527
infidel	kafir	0.177	0.740	0.404
infidelity	ketidaksetiaan	0.062	0.777	0.392
infield	tengah lapangan	0.510	0.571	0.438
infiltrate	menyusup	0.408	0.745	0.587
infiltration	infiltrasi	0.265	0.792	0.536
infinite	tak terbatas	0.724	0.583	0.735
infinitely	tanpa batas	0.688	0.643	0.829
infinitesimal	kecil sekali	0.388	0.472	0.496
infinity	tak terbatas	0.516	0.459	0.805
infirm	lemah	0.115	0.521	0.210
infirmary	rumah sakit	0.500	0.438	0.517
infirmity	kelemahan	0.094	0.482	0.252
inflammation	peradangan	0.146	0.765	0.423
inflammatory	inflamasi	0.177	0.642	0.404
inflatable	tiup	0.510	0.510	0.400
inflate	memompa	0.305	0.569	0.462
inflated	meningkat	0.303	0.431	0.617
inflation	inflasi	0.219	0.792	0.508
inflection	infleksi	0.385	0.635	0.377
inflict	menimbulkan	0.167	0.760	0.609
infliction	penderitaan	0.302	0.722	0.571
inflorescence	hal berkembang	0.459	0.344	0.412
influence	mempengaruhi	0.622	0.663	0.824
influential	berpengaruh	0.899	0.688	0.944
influenza	influensa	0.271	0.718	0.321
influx	arus	0.622	0.635	0.575
info	info	0.750	0.330	0.642
infomercial	infomersial	0.427	0.462	0.555
inform	memberitahu	0.723	0.582	0.679
informal	informal	0.480	0.398	0.441
informant	informan	0.604	0.612	0.719
information	informasi	0.765	0.370	0.711
informative	informatif	0.812	0.419	0.741
informed	diberitahukan	0.543	0.298	0.617
informer	pelapor	0.521	0.578	0.580
infraction	pelanggaran	0.245	0.660	0.471
infrared	inframerah	0.469	0.588	0.526
infrastructure	infrastruktur	0.604	0.460	0.694
infrequent	jarang	0.312	0.377	0.192
infrequently	jarang	0.204	0.250	0.327
infringement	pelanggaran	0.153	0.800	0.481
infuriate	memanaskan	0.102	0.934	0.596
infuriated	geram	0.073	0.930	0.510
infuriates	membuat marah	0.135	0.913	0.627
infuriating	menyebalkan	0.139	0.870	0.509
infuse	menanamkan	0.380	0.705	0.589
infused	diresapi	0.385	0.473	0.546
infuser	infuser	0.469	0.433	0.536
infusion	infusi	0.583	0.365	0.453
ingenious	berbakat	0.760	0.690	0.891
ingenuity	kecerdikan	0.708	0.590	0.868
ingest	menelan	0.510	0.559	0.473
ingestion	proses menelan	0.429	0.612	0.512
ingot	ingot	0.688	0.444	0.615
ingrained	mendarah daging	0.531	0.490	0.712
ingrate	tak tahu terima kasih	0.235	0.606	0.327
ingredient	bahan	0.792	0.373	0.451
ingress	masuknya	0.601	0.366	0.736
inhabit	menghuni	0.656	0.378	0.556
inhabitant	penduduk	0.604	0.356	0.519
inhabited	dihuni	0.667	0.361	0.510
inhabiting	menghuni	0.458	0.440	0.598
inhalation	inhalasi	0.510	0.613	0.464
inhale	menghirup	0.427	0.340	0.492
inhaler	inhaler	0.408	0.500	0.349
inherent	inheren	0.562	0.439	0.480
inherit	mewarisi	0.745	0.546	0.694
inheritance	warisan	0.900	0.565	0.798
inhibit	menghalangi	0.167	0.479	0.447
inhibition	inhibisi	0.265	0.392	0.534
inhibitor	inhibitor	0.281	0.450	0.471
inhospitable	tidak ramah	0.265	0.531	0.395
inhuman	tidak manusiawi	0.107	0.660	0.492
inhumane	tidak manusiawi	0.104	0.587	0.402
inhumanity	kebiadaban	0.143	0.540	0.405
inimaginable	NO TRANSLATION	0.542	0.636	0.534
inimical	bermusuhan	0.260	0.823	0.556
inimitable	yg tak ada bandingannya	0.571	0.413	0.790
iniquity	kedurhakaan	0.219	0.567	0.425
initial	awal	0.583	0.314	0.539
initiate	memulai	0.719	0.480	0.553
initiated	dimulai	0.760	0.490	0.650
initiation	inisiasi	0.698	0.529	0.527
initiative	prakarsa	0.833	0.615	0.768
inject	menyuntikkan	0.406	0.735	0.596
injection	injeksi	0.281	0.741	0.518
injunction	perintah	0.281	0.422	0.519
injure	melukai	0.177	0.710	0.364
injured	terluka	0.083	0.680	0.302
injuring	melukai	0.073	0.790	0.245
injurious	berbahaya	0.177	0.759	0.366
injury	cedera	0.049	0.769	0.287
injustice	ketidakadilan	0.082	0.755	0.444
ink	tinta	0.471	0.408	0.235
inkling	firasat	0.448	0.551	0.570
inland	pedalaman	0.510	0.417	0.423
inlay	tatahan	0.406	0.531	0.565
inlet	masuk	0.646	0.378	0.466
inmate	tahanan	0.235	0.663	0.398
inn	penginapan	0.660	0.284	0.475
innards	jeroan	0.302	0.480	0.400
innate	bawaan	0.490	0.400	0.521
inner	batin	0.551	0.216	0.443
innermost	paling dalam	0.583	0.500	0.510
innerpeace	NO TRANSLATION	0.714	0.318	0.551
inning	inning	0.602	0.315	0.520
innings	babak	0.573	0.487	0.443
innkeeper	pemilik penginapan	0.578	0.224	0.472
innocence	tidak bersalah	0.802	0.260	0.307
innocent	tidak bersalah	0.729	0.206	0.340
innocently	dengan polos	0.776	0.250	0.302
innocuous	tidak berbahaya	0.510	0.321	0.172
innovate	berinovasi	0.898	0.872	0.750
innovation	inovasi	0.949	0.680	0.890
innovative	inovatif	0.880	0.640	0.830
innuendo	sindiran	0.467	0.670	0.463
innumerable	banyak sekali	0.667	0.445	0.704
inoculation	inokulasi	0.333	0.570	0.598
inoperable	tidak bisa dioperasi	0.184	0.422	0.304
inoperative	yg tdk berlaku	0.138	0.425	0.273
inordinate	banyak sekali	0.163	0.630	0.330
inorganic	anorganik	0.385	0.345	0.282
input	memasukkan	0.643	0.337	0.527
inquest	pemeriksaan resmi	0.458	0.569	0.721
inquire	menanyakan	0.583	0.519	0.363
inquirer	penanya	0.573	0.598	0.776
inquiring	bertanya	0.479	0.510	0.500
inquiry	penyelidikan	0.541	0.420	0.536
inquisitive	ingin tahu	0.301	0.637	0.615
inquisitor	jaksa pengadilan	0.385	0.873	0.642
insane	gila	0.062	0.670	0.265
insanity	penyakit jiwa	0.098	0.847	0.337
insatiable	tak pernah puas	0.375	0.656	0.558
inscription	prasasti	0.592	0.422	0.542
inscrutable	gaib	0.459	0.541	0.613
insect	serangga	0.276	0.633	0.242
insecticide	insektisida	0.188	0.598	0.430
insecure	tidak aman	0.114	0.538	0.132
insecurity	ketidakamanan	0.094	0.647	0.350
insemination	inseminasi	0.542	0.644	0.622
insensitive	tidak peka	0.219	0.471	0.302
inseparable	tak terpisahkan	0.700	0.520	0.571
insert	memasukkan	0.481	0.552	0.519
inserted	dimasukkan	0.479	0.402	0.476
insertion	insersi	0.521	0.520	0.565
inside	dalam	0.612	0.404	0.472
insider	orang dalam	0.625	0.562	0.750
insidious	berbahaya	0.146	0.622	0.480
insight	wawasan	0.613	0.363	0.649
insightful	berwawasan luas	0.664	0.691	0.713
insignia	lencana	0.665	0.282	0.685
insignificance	tidak penting	0.250	0.216	0.222
insignificant	tidak signifikan	0.083	0.306	0.114
insinuate	menyusup	0.292	0.635	0.413
insipid	hambar	0.214	0.250	0.241
insist	bersikeras	0.635	0.651	0.688
insistence	desakan	0.418	0.704	0.645
insistent	berkeras	0.552	0.635	0.701
insists	bersikeras	0.490	0.587	0.610
insolence	penghinaan	0.115	0.731	0.402
insolent	kurang ajar	0.112	0.663	0.343
insoluble	tidak larut	0.439	0.290	0.414
insolvency	keadaan bangkrut	0.323	0.431	0.300
insolvent	bangkrut	0.230	0.481	0.318
insomnia	insomnia	0.198	0.611	0.373
insomniac	tidak bisa tidur	0.231	0.367	0.329
inspect	memeriksa	0.479	0.603	0.793
inspection	inspeksi	0.459	0.630	0.718
inspector	inspektur	0.418	0.580	0.852
inspiration	inspirasi	0.938	0.600	0.779
inspirational	inspiratif	0.927	0.720	0.810
inspire	mengilhami	0.918	0.627	0.759
inspired	terinspirasi	0.967	0.702	0.736
instability	ketidakstabilan	0.177	0.760	0.353
install	memasang	0.630	0.583	0.736
installation	instalasi	0.656	0.469	0.759
installment	cicilan	0.619	0.396	0.483
instance	contoh	0.547	0.450	0.558
instant	instan	0.766	0.454	0.554
instantaneous	seketika	0.750	0.500	0.585
instantaneously	secara instan	0.656	0.640	0.600
instigate	menghasut	0.278	0.765	0.642
instigation	dorongan	0.323	0.769	0.648
instill	menanamkan	0.562	0.490	0.618
instinct	naluri	0.771	0.602	0.642
instinctive	naluriah	0.752	0.575	0.694
institute	lembaga	0.604	0.480	0.807
institution	lembaga	0.580	0.311	0.790
instruct	menginstruksikan	0.729	0.490	0.833
instructed	diinstruksikan	0.740	0.388	0.722
instruction	petunjuk	0.656	0.434	0.736
instructional	instruksional	0.698	0.500	0.773
instructions	instruksi	0.582	0.302	0.556
instructive	edukatif	0.583	0.420	0.643
instructor	pengajar	0.771	0.490	0.782
instrument	instrumen	0.562	0.537	0.655
instrumental	instrumental	0.740	0.472	0.647
instrumentalist	pemain musik	0.656	0.540	0.740
instrumentality	perantaraan	0.637	0.510	0.618
insubordination	pembangkangan	0.281	0.775	0.634
insufferable	tak tertahankan	0.220	0.784	0.291
insufficiency	ketidakcukupan	0.115	0.431	0.210
insufficient	tidak cukup	0.188	0.380	0.093
insufficiently	tidak cukup	0.147	0.509	0.198
insular	picik	0.531	0.426	0.465
insulate	menyekat	0.365	0.358	0.286
insulated	terisolasi	0.208	0.265	0.304
insulation	isolasi	0.245	0.327	0.264
insulin	insulin	0.429	0.472	0.375
insult	menghina	0.085	0.831	0.389
insulting	menghina	0.094	0.840	0.412
insurance	asuransi	0.714	0.308	0.825
insure	memastikan	0.700	0.415	0.698
insurgent	pemberontak	0.235	0.735	0.660
insurmountable	tidak dapat diatasi	0.620	0.627	0.737
insurrection	pemberontakan	0.229	0.706	0.582
intact	utuh	0.716	0.212	0.602
intake	asupan	0.604	0.527	0.442
intangible	tidak berwujud	0.525	0.480	0.473
integer	bilangan bulat	0.573	0.327	0.595
integral	integral	0.590	0.337	0.615
integrate	mengintegrasikan	0.729	0.390	0.700
integration	integrasi	0.771	0.480	0.737
integrity	integritas	0.865	0.413	0.848
intellect	intelek	0.844	0.418	0.870
intellectual	intelektual	0.906	0.455	0.845
intelligence	intelijen	0.833	0.587	0.885
intelligent	cerdas	0.917	0.541	0.868
intelligibility	kejelasan	0.740	0.481	0.689
intelligible	jelas	0.635	0.480	0.691
intend	berniat	0.562	0.520	0.519
intended	dimaksudkan	0.406	0.542	0.587
intending	berniat	0.510	0.567	0.597
intense	intens	0.592	0.774	0.679
intensely	sangat	0.694	0.846	0.750
intensify	mengintensifkan	0.604	0.870	0.737
intensity	intensitas	0.622	0.930	0.952
intensive	intensif	0.570	0.842	0.776
intent	maksud	0.550	0.481	0.500
intention	niat	0.531	0.480	0.636
intentional	disengaja	0.650	0.615	0.750
intentionally	dengan sengaja	0.450	0.676	0.696
inter	antar	0.510	0.375	0.466
interact	berinteraksi	0.822	0.690	0.759
interaction	interaksi	0.646	0.735	0.750
interactive	interaktif	0.727	0.811	0.770
intercede	menengahi	0.582	0.577	0.630
intercept	mencegat	0.221	0.660	0.676
interception	penangkapan	0.327	0.673	0.643
intercession	perantaraan	0.503	0.486	0.598
interchange	pertukaran	0.615	0.527	0.565
interchangeable	dapat dipertukarkan	0.615	0.459	0.526
interchanged	dipertukarkan	0.396	0.472	0.434
intercom	interkom	0.623	0.429	0.453
intercourse	hubungan	0.551	0.608	0.557
interdependence	kesalingtergantungan	0.608	0.618	0.639
interdependent	interdependen	0.410	0.482	0.598
interdiction	larangan	0.337	0.500	0.585
interest	bunga	0.780	0.667	0.618
interested	tertarik	0.750	0.529	0.725
interesting	menarik	0.927	0.726	0.731
interface	antarmuka	0.643	0.357	0.600
interfere	mengganggu	0.323	0.714	0.471
interference	gangguan	0.396	0.736	0.357
interferometer	interferometer	0.510	0.510	0.517
intergalactic	intergalaksi	0.562	0.661	0.741
interim	sementara	0.604	0.400	0.524
interior	pedalaman	0.618	0.157	0.462
interject	menyisipkan	0.333	0.648	0.658
interlocutory	sela bicara	0.490	0.500	0.527
interlude	selingan	0.470	0.417	0.377
intermediary	perantara	0.427	0.510	0.643
intermediate	menengah	0.480	0.368	0.400
interment	pemakaman	0.235	0.608	0.346
interminable	tak berkesudahan	0.327	0.481	0.561
intermission	istirahat	0.490	0.360	0.402
intermittent	berselang	0.337	0.565	0.436
intern	magang	0.459	0.460	0.392
internal	intern	0.439	0.349	0.423
internally	secara internal	0.615	0.400	0.616
international	internasional	0.800	0.519	0.702
internet	Internet	0.760	0.462	0.755
internship	magang	0.590	0.510	0.482
interoffice	antar kantor	0.439	0.375	0.556
interpolate	menambah	0.460	0.490	0.569
interpolation	interpolasi	0.419	0.506	0.528
interpret	menafsirkan	0.646	0.625	0.673
interpretation	interpretasi	0.677	0.594	0.620
interpreter	penerjemah	0.708	0.461	0.596
interpretive	interpretatif	0.531	0.549	0.595
interrelated	saling berhubungan	0.615	0.469	0.592
interrogate	menanyai	0.323	0.808	0.680
interrogation	interogasi	0.302	0.827	0.657
interrupt	mengganggu	0.210	0.635	0.509
interrupted	terputus	0.281	0.559	0.333
interrupting	menyela	0.146	0.593	0.509
interruption	gangguan	0.184	0.632	0.425
interrupts	interupsi	0.204	0.545	0.389
intersect	memotong	0.521	0.510	0.480
intersection	persimpangan	0.344	0.541	0.658
interstate	interstate	0.520	0.443	0.600
interstellar	antar bintang	0.708	0.702	0.622
interstitial	interstisial	0.333	0.471	0.534
interval	selang	0.510	0.284	0.400
intervene	campur tangan	0.520	0.677	0.768
intervening	mengintervensi	0.398	0.627	0.442
intervention	intervensi	0.388	0.696	0.689
interview	wawancara	0.573	0.770	0.619
interviewer	pewawancara	0.552	0.736	0.816
interworking	interworking	0.552	0.587	0.691
intestate	tanpa berwasiat	0.459	0.467	0.415
intestinal	usus	0.357	0.531	0.370
intestine	usus	0.343	0.450	0.380
intestines	usus	0.292	0.547	0.398
intimacy	keintiman	0.857	0.802	0.558
intimate	intim	0.724	0.598	0.393
intimately	dengan intim	0.806	0.573	0.590
intimation	isyarat	0.406	0.673	0.500
intimidate	mengancam	0.210	0.804	0.632
intimidated	terintimidasi	0.177	0.663	0.208
intimidating	mengintimidasi	0.229	0.790	0.708
intimidation	intimidasi	0.177	0.791	0.644
intolerable	tak tertahankan	0.146	0.660	0.439
intolerance	intoleransi	0.052	0.704	0.520
intolerant	intoleran	0.135	0.676	0.509
intonation	intonasi	0.615	0.442	0.598
intoxicated	mabuk	0.079	0.824	0.246
intoxicating	memabukkan	0.224	0.760	0.464
intoxication	kemabukan	0.323	0.710	0.400
intracranial	intrakranial	0.281	0.602	0.553
intractable	keras kepala	0.154	0.694	0.302
intramural	intramural	0.490	0.464	0.447
intravenous	intravena	0.357	0.538	0.458
intrepid	pemberani	0.753	0.696	0.637
intricate	rumit	0.559	0.704	0.500
intrigue	intrik	0.362	0.830	0.327
intriguing	menarik	0.422	0.713	0.462
intrinsic	hakiki	0.406	0.471	0.526
intrinsically	secara intrinsik	0.459	0.382	0.538
intro	intro	0.510	0.331	0.657
introduce	memperkenalkan	0.592	0.559	0.648
introduction	pengantar	0.612	0.413	0.640
introductory	perkenalan	0.635	0.368	0.593
introspection	introspeksi	0.603	0.337	0.575
introspective	mawas diri	0.552	0.360	0.471
intrude	mengganggu	0.058	0.735	0.480
intruder	pengacau	0.146	0.740	0.324
intrusion	intrusi	0.293	0.641	0.670
intrusive	intrusif	0.461	0.607	0.538
