Word	Persian-fa	Valence	Arousal	Dominance
playroom	اتاق بازی	0.844	0.661	0.380
plaything	عروسی	0.708	0.602	0.277
playtime	زمان پخش	0.760	0.596	0.566
playwright	نمایشنامهنویس	0.672	0.550	0.667
plaza	پلازا	0.690	0.346	0.529
plea	درخواست	0.633	0.491	0.517
plead	لابه کردن	0.177	0.596	0.195
pleasant	دلپذیر	0.939	0.310	0.673
pleased	خوشحال	0.939	0.548	0.795
pleasing	خوش	0.917	0.449	0.788
pleasurable	لذت بخش	0.948	0.529	0.669
pleasure	لذت	0.939	0.740	0.682
pleasures	لذت	0.896	0.654	0.705
pleat	کتک زدن	0.490	0.345	0.316
pleated	پیچیده	0.534	0.318	0.436
pledge	سوگند - تعهد	0.719	0.490	0.764
pledged	متعهد شد	0.719	0.630	0.658
plenary	جلسه عمومی	0.573	0.356	0.598
plentiful	فراوان	0.833	0.735	0.745
plenty	فراوانی	0.827	0.612	0.824
plenum	plenum	0.531	0.454	0.596
plethora	کثیف	0.646	0.602	0.547
plexus	پیروزی	0.333	0.405	0.395
pliable	قابل انعطاف	0.625	0.370	0.440
plication	اعتیاد	0.360	0.460	0.500
pliers	انبر	0.561	0.334	0.441
plight	بدبختی	0.450	0.520	0.547
plinth	پایه	0.438	0.346	0.473
plodding	توزیع کننده	0.449	0.481	0.439
plop	خراب کردن	0.385	0.475	0.349
plot	طرح	0.469	0.567	0.510
plough	شخم زدن	0.677	0.427	0.458
ploughed	شخم زده شده	0.438	0.420	0.431
plover	پلور	0.439	0.434	0.191
plow	شخم زدن	0.531	0.560	0.456
plowed	شخم زده شده	0.552	0.490	0.355
plowing	خیش	0.562	0.531	0.518
ploy	طنز	0.458	0.559	0.741
pluck	خراب کردن	0.375	0.583	0.474
plucky	دلیر	0.816	0.817	0.880
plug	پلاگین	0.531	0.356	0.473
plum	آلو	0.724	0.306	0.170
plumage	پرتگاه	0.656	0.286	0.284
plumb	ولنتاین	0.448	0.500	0.554
plumber	لوله کش	0.327	0.510	0.448
plumbing	لوله کشی	0.469	0.427	0.441
plume	انشعاب	0.469	0.323	0.375
plummet	افتادن	0.302	0.750	0.360
plump	چاق و چله	0.385	0.480	0.387
plumper	دروغگو	0.406	0.429	0.353
plunder	غارت	0.125	0.894	0.574
plunge	غوطه	0.307	0.690	0.550
plunger	پلونگر	0.365	0.510	0.373
plural	جمع	0.560	0.432	0.564
plurality	چندگانگی	0.683	0.473	0.587
plush	پشمالو	0.625	0.265	0.318
plutonium	پلوتونیوم	0.406	0.675	0.731
ply	بستن	0.458	0.320	0.324
plywood	تخته سه لا	0.561	0.245	0.380
pneumatic	پنوماتیک	0.337	0.520	0.500
pneumonia	ذات الریه	0.208	0.608	0.324
poacher	شوهر	0.240	0.673	0.612
poachers	شکارچیان	0.315	0.857	0.632
poaching	شکارچی	0.302	0.824	0.526
pocket	جیب	0.458	0.275	0.340
pocketbook	دفترچه یادداشت	0.551	0.231	0.343
pocketful	جیب	0.594	0.279	0.306
pod	NO TRANSLATION	0.480	0.396	0.339
podium	پدیوم	0.627	0.365	0.702
poem	شعر	0.810	0.270	0.571
poems	اشعار	0.833	0.388	0.418
poet	شاعر	0.827	0.350	0.556
poetic	شاعرانه	0.860	0.269	0.548
poetical	شاعرانه	0.802	0.327	0.518
poetics	شاعرانه	0.833	0.306	0.353
poetry	شعر	0.697	0.235	0.629
pogo	پگو	0.480	0.426	0.368
poignant	تکان دهنده	0.646	0.444	0.518
point	نقطه	0.490	0.193	0.431
pointedly	به شدت	0.408	0.706	0.569
pointer	اشاره گر	0.583	0.382	0.500
pointless	بی معنی	0.055	0.353	0.111
pointy	نقطه نظر	0.469	0.651	0.438
poise	اوه	0.677	0.202	0.708
poison	سم	0.083	0.760	0.573
poisoned	مسموم شده	0.057	0.808	0.402
poisoning	مسمومیت	0.094	0.837	0.526
poisonous	سمی	0.102	0.870	0.533
poke	بهم زدن	0.365	0.713	0.475
poker	پوکر	0.480	0.689	0.398
pokes	پوکر	0.365	0.480	0.538
polar	قطبی	0.468	0.261	0.500
polarity	قطبیت	0.510	0.472	0.500
pole	قطب	0.418	0.398	0.368
polemic	بحث و گفتگو	0.133	0.750	0.652
police	پلیس	0.458	0.770	0.830
police officer	افسر پلیس	0.479	0.816	0.858
policeman	پلیس	0.542	0.708	0.898
policewoman	پلیس	0.530	0.740	0.727
policy	سیاست	0.324	0.735	0.833
polio	فلج اطفال	0.296	0.452	0.409
polish	لهستانی	0.604	0.412	0.533
polished	جلا	0.667	0.413	0.491
polite	با ادب	0.927	0.378	0.562
politeness	مؤمن بودن	0.875	0.353	0.618
politic	سیاسی	0.365	0.581	0.798
political	سیاسی	0.347	0.730	0.875
politician	سیاستمدار	0.323	0.551	0.863
politics	سیاست	0.250	0.528	0.855
polity	پولیتس	0.268	0.583	0.802
polka	پولکا	0.604	0.451	0.426
poll	نظرسنجی	0.552	0.500	0.554
pollen	گرده	0.622	0.212	0.292
polling	رای گیری	0.448	0.598	0.602
pollute	آلودگی	0.173	0.660	0.480
pollution	آلودگی	0.062	0.694	0.445
polo	پولو	0.582	0.360	0.415
poltergeist	کلاهبرداری	0.271	0.784	0.544
polyester	پلی استر	0.479	0.270	0.366
polygamy	چندگروه	0.365	0.647	0.563
polygon	چند ضلعی	0.490	0.558	0.557
polygonal	چند ضلعی	0.427	0.441	0.528
polygraph	نقاشی	0.427	0.491	0.602
polymer	پلیمر	0.438	0.330	0.393
polymorphism	پلی مورفیسم	0.429	0.592	0.558
pomp	پمپ	0.448	0.491	0.413
pompous	پمپاژ	0.500	0.571	0.409
poncho	پونچو	0.490	0.265	0.231
pond	حوضچه	0.520	0.337	0.358
ponder	فکر کردن	0.740	0.380	0.689
ponderous	شگفت انگیز	0.290	0.450	0.534
pong	پنگ	0.500	0.500	0.396
pontiff	ارتداد	0.625	0.363	0.723
pontificate	تبرئه	0.584	0.424	0.704
pontoon	pontoon	0.500	0.377	0.373
pony	تسویه حساب	0.812	0.413	0.315
ponytail	تسویه حساب	0.541	0.337	0.302
pooch	پیو	0.355	0.360	0.347
poodle	پودل	0.500	0.413	0.301
poof	خاموشی	0.469	0.387	0.210
pool	استخر	0.625	0.356	0.598
poop	کلوچه	0.163	0.430	0.172
poor	فقیر	0.156	0.358	0.087
poorly	ضعیف	0.077	0.620	0.196
pop	پاپ	0.673	0.510	0.491
popcorn	ذرت بو داده	0.875	0.441	0.231
pope	پاپ	0.600	0.375	0.636
popper	پوپر	0.420	0.509	0.411
poppy	خشخاش	0.635	0.392	0.357
poppycock	کوفته	0.347	0.510	0.385
popsicle	popsicle	0.667	0.300	0.364
popular	محبوب	0.880	0.676	0.731
popularity	محبوبیت	0.896	0.784	0.861
popularized	محبوبیت	0.750	0.771	0.745
population	جمعیت	0.615	0.423	0.667
populous	پرجمعیت	0.520	0.630	0.725
porcelain	ظروف چینی	0.562	0.310	0.349
porch	حیاط	0.535	0.324	0.388
porcupine	گوشت خوک	0.388	0.421	0.367
pore	منافذ	0.427	0.271	0.342
pork	گوشت خوک	0.370	0.450	0.333
porker	پرهکر	0.521	0.602	0.500
porky	گوشت خوک	0.234	0.483	0.333
porn	پورنو	0.344	0.915	0.421
porno	پورنو	0.302	0.923	0.519
pornographic	pornographic	0.230	0.896	0.500
pornography	پورنوگرافی	0.323	0.921	0.481
porosity	تخلخل	0.312	0.343	0.402
porous	متخلخل	0.385	0.370	0.264
porridge	فرنی	0.573	0.229	0.274
port	بندر	0.550	0.409	0.513
portable	قابل حمل	0.615	0.356	0.582
portage	تحویل	0.490	0.490	0.445
portal	پورتال	0.583	0.347	0.547
porter	دستگیره	0.571	0.375	0.654
porterhouse	آپارتمان	0.602	0.364	0.418
portfolio	نمونه کارها	0.625	0.280	0.498
porthole	یورونیوز	0.500	0.353	0.382
portico	Portico	0.521	0.444	0.366
portion	بخشی	0.536	0.364	0.398
portrait	پرتره	0.698	0.186	0.467
portraiture	پرتره	0.735	0.298	0.445
portray	تصویر کشیدن	0.656	0.529	0.457
pose	ژست	0.427	0.330	0.361
poser	NO TRANSLATION	0.469	0.385	0.316
posh	جالب	0.823	0.337	0.750
posited	پست شده	0.615	0.410	0.620
position	موقعیت	0.604	0.451	0.538
positioning	تثبیت موقعیت	0.615	0.490	0.795
positive	مثبت	0.959	0.510	0.855
positiveenergy	NO TRANSLATION	0.940	0.500	0.808
positively	مثبت	0.969	0.645	0.795
positivity	مثبت بودن	0.959	0.549	0.870
posse	مثلا	0.398	0.510	0.473
possess	داشتن	0.670	0.590	0.727
possessed	مجذوب	0.327	0.884	0.611
possessing	دارایی	0.461	0.593	0.612
possession	مالکیت	0.677	0.676	0.848
possessive	مضافالیه	0.279	0.648	0.696
possessor	دارنده	0.480	0.573	0.773
possibility	امکان پذیری	0.816	0.481	0.596
possible	امکان پذیر است	0.688	0.316	0.548
possibly	احتمالا	0.448	0.400	0.500
possum	کمبود	0.408	0.471	0.306
post	پست	0.520	0.426	0.548
postage	پست الکترونیکی	0.560	0.471	0.527
postal	پست الکترونیکی	0.765	0.245	0.411
postcard	کارت پستال	0.822	0.292	0.390
poster	پوستر	0.542	0.275	0.365
posterior	خلفی	0.510	0.385	0.517
posterity	بعدا	0.565	0.460	0.683
posthumous	بعد از مرگ	0.232	0.441	0.430
postman	پستچی	0.643	0.482	0.455
postmortem	postmortem	0.296	0.486	0.420
postpone	عقب انداختن	0.316	0.408	0.451
postponed	به تعویق افتاد	0.439	0.327	0.402
postponement	تعویق	0.448	0.569	0.414
postscript	اسکریپت	0.487	0.300	0.409
postulate	فرضیه	0.487	0.470	0.694
posture	استقرار	0.562	0.309	0.598
pot	گلدان	0.500	0.186	0.294
potable	قابل شستشو	0.765	0.326	0.431
potassium	پتاسیم	0.469	0.314	0.472
potato	سیب زمینی	0.541	0.235	0.265
potatoes	سیب زمینی	0.690	0.271	0.309
potency	توانایی	0.708	0.745	0.879
potent	قوی	0.698	0.784	0.907
potential	پتانسیل	0.806	0.625	0.840
pothead	گل سرخ	0.378	0.510	0.375
pothole	بوته	0.344	0.294	0.283
potion	معجون	0.500	0.400	0.417
potluck	قورباغه	0.621	0.561	0.433
potpourri	پت پووری	0.646	0.580	0.295
potted	گلدان	0.469	0.336	0.375
potter	قهوهای مایل به زرد	0.573	0.417	0.482
pottery	سفالگری	0.594	0.286	0.422
potty	کثیف	0.367	0.373	0.317
pouch	کیسه	0.438	0.230	0.271
poultry	مرغ	0.480	0.375	0.314
pounce	پرتاب کردن	0.490	0.657	0.518
pound	پوند	0.570	0.337	0.443
pounding	تپش	0.333	0.843	0.731
pour	NO TRANSLATION	0.448	0.570	0.375
pout	کوفته	0.458	0.354	0.202
pouting	آشفتگی	0.263	0.471	0.270
pouty	خلوت	0.333	0.480	0.393
poverty	فقر	0.071	0.519	0.183
pow	pow	0.375	0.440	0.426
powder	پودر	0.521	0.250	0.194
powdered	پودر	0.520	0.375	0.420
powdery	پودر	0.323	0.390	0.211
power	قدرت	0.719	0.670	0.953
powerful	قدرتمند	0.865	0.830	0.991
powerfully	قدرتمند	0.854	0.724	0.935
powerhouse	نیروگاه	0.630	0.755	0.787
powerless	ناتوان	0.125	0.500	0.328
powwow	معاشرت	0.490	0.650	0.406
pox	صدف	0.235	0.567	0.309
practicable	عملی است	0.677	0.429	0.635
practical	کاربردی	0.710	0.490	0.608
practically	عملا	0.622	0.402	0.588
practice	تمرین	0.684	0.582	0.639
practiced	تمرین کرد	0.612	0.605	0.580
practise	تمرین	0.713	0.490	0.616
practitioner	متخصص	0.704	0.497	0.684
pragmatic	عملگرا	0.573	0.433	0.637
prairie	پریری	0.673	0.183	0.415
praise	ستایش	0.776	0.387	0.658
praised	ستایش کرد	0.950	0.441	0.721
praisegod	NO TRANSLATION	0.851	0.500	0.638
praisejesus	NO TRANSLATION	0.833	0.377	0.672
praises	ستایش	0.878	0.491	0.750
praiseworthy	شایستگی	0.875	0.445	0.788
praising	ستایش	0.906	0.557	0.623
prance	پرانس	0.683	0.547	0.435
prank	شوخی	0.571	0.690	0.389
prawn	میگو	0.488	0.324	0.390
praxis	پراکسیس	0.438	0.439	0.593
pray	نماز خواندن	0.714	0.127	0.627
prayer	نماز	0.745	0.217	0.604
prayforme	دعا	0.520	0.404	0.445
praying	دعا كردن	0.646	0.235	0.415
praying mantis	دعا کردن	0.479	0.442	0.510
preach	موعظه	0.602	0.480	0.702
preacher	واعظ	0.551	0.388	0.741
preaching	موعظه	0.646	0.604	0.795
preamble	مقدمه	0.541	0.555	0.491
precarious	مضر است	0.107	0.540	0.273
precaution	احتیاط	0.625	0.520	0.406
precautionary	احتیاط	0.449	0.587	0.548
precede	جلوتر بودن	0.615	0.566	0.552
precedence	اولویت	0.594	0.520	0.598
precedent	سابقه	0.574	0.392	0.721
preceding	قبلا	0.456	0.442	0.663
precept	دستورالعمل	0.448	0.480	0.636
preceptor	پیشگام	0.521	0.433	0.724
precession	پیش فرض	0.469	0.460	0.594
precinct	قطب نما	0.375	0.431	0.527
precincts	نمایندگی ها	0.531	0.324	0.418
precious	گرانبها	0.917	0.500	0.726
precipice	خرابه	0.198	0.784	0.396
precipitate	رسوب کنید	0.417	0.770	0.500
precipitation	بارش	0.454	0.663	0.531
precipitous	سریع	0.429	0.651	0.514
precise	دقیق	0.833	0.358	0.769
precisely	دقیقا	0.816	0.388	0.714
precision	دقت	0.677	0.431	0.875
preclude	متوقف کردن	0.333	0.552	0.417
precocious	پیشقدم	0.398	0.610	0.324
precursor	پیشگام	0.580	0.672	0.783
predator	شکارچی	0.143	0.760	0.777
predatory	غارتگر	0.083	0.865	0.731
predecessor	سلف، اسبق، جد	0.635	0.415	0.593
predicament	مشکل	0.365	0.480	0.541
predicate	پیش فرض	0.635	0.344	0.465
predict	پیش بینی	0.615	0.486	0.654
predictable	قابل پیش بینی	0.312	0.296	0.420
predicting	پیش بینی	0.463	0.647	0.679
prediction	پیش بینی	0.562	0.635	0.585
predictive	پیش بینی	0.479	0.454	0.736
predictor	پیشگو	0.646	0.615	0.738
predilection	دلبستگی	0.667	0.529	0.661
predispose	مستعد	0.469	0.481	0.509
predisposed	مستعد	0.531	0.571	0.483
predisposition	مستعد	0.656	0.611	0.716
predominance	غلبه	0.684	0.702	0.857
predominant	غالب	0.680	0.596	0.827
predominate	قاطع بودن	0.673	0.610	0.857
preeminent	برجسته	0.688	0.676	0.732
preemption	پیش فرض	0.521	0.426	0.722
preemptive	پیشگیرانه	0.642	0.461	0.636
preface	مقدمه	0.459	0.375	0.557
prefect	پیش فرض	0.698	0.451	0.809
prefer	ترجیح می دهند	0.760	0.385	0.536
preferable	ترجیحا	0.806	0.433	0.687
preference	ترجیح	0.792	0.500	0.720
preferential	ترجیحی	0.740	0.481	0.764
prefix	پیشوند	0.521	0.232	0.463
pregnancy	بارداری	0.740	0.769	0.569
pregnant	باردار	0.765	0.773	0.537
prehistoric	ماقبل تاریخ	0.417	0.317	0.419
prejudice	تعصب	0.110	0.613	0.407
prejudiced	متعصب	0.235	0.625	0.345
prejudicial	زیان آور	0.115	0.745	0.371
prelim	prelim	0.462	0.417	0.516
preliminary	مقدماتی	0.531	0.393	0.585
prelude	مقدمه	0.544	0.392	0.556
premarital	پیش از ازدواج	0.490	0.598	0.500
premature	زودگذر	0.281	0.416	0.277
prematurely	پیش از موعد	0.292	0.657	0.289
premed	premed	0.490	0.459	0.518
premeditated	پیش بینی شده	0.354	0.490	0.620
premier	نخست وزیر	0.755	0.519	0.792
premiere	برتر	0.776	0.596	0.573
premise	فرضیه	0.531	0.519	0.517
premises	محوطه	0.500	0.306	0.285
premium	حق بیمه	0.786	0.590	0.769
premonition	پیشگویی	0.365	0.765	0.544
prenatal	قبل از تولد	0.740	0.422	0.445
prenuptial	پیشگام	0.633	0.569	0.526
preoccupation	دغدغه	0.375	0.694	0.380
preoccupied	گرفتار	0.265	0.700	0.235
prep	آمادگی	0.688	0.509	0.555
preparation	آماده سازی	0.771	0.500	0.679
preparatory	آماده سازی	0.698	0.500	0.576
prepare	آماده کردن	0.656	0.542	0.603
prepared	آماده شده	0.710	0.480	0.733
preparedness	آمادگی	0.760	0.542	0.763
preparer	تهیه کننده	0.617	0.500	0.740
preparing	آماده كردن	0.735	0.538	0.585
preponderance	غلبه بر	0.562	0.551	0.660
preposterous	ظالمانه	0.167	0.827	0.483
preppy	preppy	0.542	0.520	0.442
prerequisite	پيش نياز	0.448	0.424	0.482
prerogative	مجازات	0.521	0.442	0.538
preschool	پیش دبستانی	0.604	0.382	0.393
prescient	پیش داوری	0.531	0.539	0.696
prescribe	تجویز	0.459	0.550	0.618
prescribed	تجویز شده	0.531	0.391	0.463
prescription	نسخه	0.302	0.337	0.568
prescriptive	دستورالعمل	0.615	0.378	0.643
presence	حضور	0.874	0.431	0.607
present	حاضر	0.724	0.286	0.634
presentable	قابل توصیف	0.836	0.311	0.643
presentation	ارائه	0.792	0.604	0.553
presenter	ارائه کننده	0.673	0.607	0.735
presentment	ارائه	0.708	0.663	0.784
presents	هدیه	0.781	0.394	0.526
preservation	حفظ	0.667	0.510	0.686
preservative	نگهدارنده	0.531	0.429	0.509
preserve	حفظ	0.837	0.431	0.755
preserved	حفظ شده است	0.677	0.337	0.667
preserving	حفظ کردن	0.765	0.462	0.630
preside	رئيس جمهور	0.542	0.564	0.750
presidency	ریاست جمهوری	0.776	0.686	0.918
president	رئيس جمهور	0.677	0.622	0.973
presidential	ریاست جمهوری	0.612	0.656	0.972
press	مطبوعات	0.552	0.520	0.491
pressing	فشار دادن	0.240	0.755	0.636
pressure	فشار	0.360	0.650	0.623
prestige	اعتبار	0.918	0.594	0.907
prestigious	معتبر	0.979	0.644	0.925
presto	پرستو	0.573	0.415	0.433
presume	فرض کنید	0.448	0.635	0.635
presumption	فرضیه	0.375	0.596	0.518
presumptive	فرضیه ای	0.323	0.483	0.481
presumptuous	محتاطانه	0.265	0.596	0.616
presuppose	پیش فرض	0.588	0.469	0.500
pretend	وانمود کنید	0.490	0.528	0.542
pretended	تظاهر کرد	0.167	0.556	0.227
pretender	تظاهر کننده	0.500	0.683	0.574
pretending	وانمود کردن	0.378	0.420	0.317
pretense	تظاهر	0.323	0.600	0.540
pretensions	تعهدات	0.347	0.680	0.593
pretentious	ظالمانه	0.156	0.736	0.444
pretext	بهانه	0.418	0.427	0.365
pretty	بسیار	0.875	0.516	0.561
pretzel	چوب برنج	0.519	0.323	0.358
prevail	غالب شدن پیروز شدن چیره شدن	0.724	0.557	0.750
prevailing	غالب	0.798	0.708	0.864
prevalence	شیوع	0.618	0.520	0.815
prevalent	شایع	0.694	0.430	0.669
prevent	جلوگیری کردن	0.635	0.481	0.575
preventative	پیشگیرانه	0.650	0.442	0.682
prevention	جلوگیری	0.760	0.463	0.600
preventive	پیشگیرانه	0.643	0.388	0.657
preview	پیش نمایش	0.656	0.337	0.491
previous	قبلی	0.521	0.337	0.348
previously	قبلا	0.594	0.337	0.623
prey	طعمه	0.378	0.500	0.306
price	قیمت	0.479	0.475	0.535
priceless	بی بها	0.745	0.696	0.779
pricey	گران قیمت است	0.340	0.567	0.430
prick	ضرب و شتم	0.323	0.764	0.269
prickly	زخمی	0.333	0.587	0.456
pride	غرور	0.729	0.634	0.848
priest	کشیش	0.561	0.324	0.648
priestess	پیشخدمت	0.531	0.390	0.691
priesthood	مذهب	0.622	0.304	0.649
priestly	کشیش	0.605	0.284	0.683
prig	جادوگر	0.388	0.429	0.276
prim	ابتدا	0.540	0.370	0.473
prima	NO TRANSLATION	0.633	0.406	0.427
primacy	اولویت	0.778	0.660	0.778
primal	نخستین	0.550	0.407	0.482
primary	اولیه	0.562	0.390	0.545
primate	پرایمکت	0.561	0.363	0.402
primates	اولیها	0.365	0.455	0.444
prime	نخستین	0.708	0.275	0.446
primed	پر شده	0.635	0.402	0.759
primer	آغازگر	0.625	0.363	0.688
primeval	نخستین	0.427	0.480	0.427
priming	پر کردن	0.481	0.412	0.360
primitive	اولیه	0.323	0.388	0.361
primordial	ابتدایی	0.625	0.569	0.771
primrose	پریموس	0.827	0.230	0.648
prince	شاهزاده	0.888	0.464	0.870
princely	شاهزاده	0.786	0.540	0.763
princess	شاهزاده	0.885	0.557	0.620
principal	اصلی	0.650	0.353	0.709
principally	به طور عمده	0.786	0.480	0.791
principle	اصل	0.750	0.306	0.629
principles	اصول	0.698	0.286	0.840
print	چاپ	0.521	0.384	0.482
printer	چاپگر	0.479	0.345	0.471
printing	چاپ	0.646	0.654	0.615
printout	چاپ کردن	0.594	0.660	0.637
prior	قبل از	0.468	0.350	0.417
prioritize	اولویت بندی	0.671	0.594	0.784
priority	اولویت	0.878	0.562	0.864
priory	پیش فرض	0.561	0.413	0.629
prism	منشور	0.520	0.429	0.343
prismatic	منشوری	0.429	0.562	0.540
prison	زندان	0.112	0.677	0.491
prisoner	زندانی	0.071	0.654	0.308
prissy	پرسی	0.354	0.559	0.364
pristine	تر و تازه	0.650	0.363	0.625
privacy	حریم خصوصی	0.520	0.420	0.598
private	خصوصی	0.661	0.422	0.644
privately	خصوصی	0.458	0.562	0.541
privilege	امتیاز	0.847	0.625	0.821
privileged	ممتاز	0.867	0.490	0.853
privy	مزین	0.583	0.481	0.648
prize	جایزه	0.885	0.763	0.670
prized	با ارزش	0.906	0.530	0.714
pro	نرم افزار	0.667	0.471	0.692
proactive	فعالانه	0.792	0.723	0.857
probability	احتمال	0.673	0.365	0.651
probable	احتمالا	0.583	0.433	0.481
probate	آزمایشگاه	0.684	0.462	0.780
probation	امتحان	0.206	0.635	0.440
probationary	آزمایشی	0.333	0.610	0.500
probative	اثبات	0.500	0.431	0.483
