Word	Malagasy-mg	Valence	Arousal	Dominance
misunderstanding	fahazoan-kevitra	0.112	0.618	0.284
misunderstood	diso fandray	0.177	0.625	0.309
misuse	fampiasana	0.083	0.560	0.196
mite	farantsakelin'ilay	0.290	0.584	0.271
miter	hamama	0.458	0.500	0.414
mitigate	hanalefahana	0.506	0.427	0.456
mitigating	fanalefahana	0.551	0.520	0.600
mitigation	fanalefahana	0.448	0.527	0.423
mitt	Mitt	0.406	0.183	0.264
mitten	NO TRANSLATION	0.531	0.330	0.408
mitzvah	mitzvah	0.422	0.610	0.409
mix	mifangaro	0.542	0.490	0.472
mixed	mifangaro	0.510	0.346	0.444
mixedemotions	mixedemotions	0.440	0.673	0.430
mixer	Mixer	0.562	0.500	0.556
mixture	mifangaro	0.546	0.360	0.481
mnemonic	Manao izany	0.531	0.480	0.452
moan	Mitaraina	0.357	0.735	0.352
moat	hady	0.398	0.380	0.314
mob	vahoaka	0.296	0.788	0.567
mobile	finday	0.615	0.569	0.481
mobility	mivezivezy	0.700	0.596	0.654
mobilization	fanentanana	0.688	0.720	0.787
mobilize	hihetsika	0.604	0.684	0.727
mobster	mobster	0.188	0.870	0.638
mocha	Mocha	0.500	0.396	0.311
mock	sarintsarinà	0.360	0.606	0.618
mocked	naneso	0.225	0.746	0.204
mockery	fanesoana	0.094	0.806	0.181
mocking	fanesoana	0.082	0.755	0.394
mockingbird	Mockingbird	0.513	0.337	0.423
mod	Mod	0.458	0.367	0.384
modal	Modal	0.592	0.264	0.461
modality	modality	0.633	0.404	0.527
mode	fomba	0.531	0.185	0.367
model	modely	0.607	0.388	0.723
modeler	modeler	0.500	0.510	0.730
modeling	modeling	0.684	0.404	0.490
modem	Modem	0.573	0.355	0.500
moderate	antonony	0.582	0.190	0.453
moderate anticipation	anticipation moderé	0.667	0.451	0.574
moderate disgust	malahelo	0.229	0.558	0.381
moderate negative	ratsy	0.177	0.500	0.306
moderate positive	Misaotra	0.896	0.453	0.753
moderate surprise	tsy mahagaga	0.776	0.663	0.637
moderate trust	fitokisana	0.677	0.350	0.773
moderately	somary	0.604	0.264	0.500
moderating	Fandaminana	0.667	0.402	0.783
moderation	fandaminana	0.531	0.240	0.453
moderator	mpandamina	0.519	0.354	0.802
modern	maoderina	0.855	0.423	0.691
modernism	modernism	0.760	0.553	0.703
modest	tsotra	0.760	0.130	0.412
modesty	tena araka ny antonony	0.778	0.240	0.500
modicum	modicum	0.234	0.417	0.327
modifiable	modifiable	0.541	0.422	0.373
modification	fanovana	0.480	0.520	0.625
modified	farany	0.561	0.458	0.693
modify	manova	0.458	0.584	0.625
modulate	modulate	0.673	0.343	0.555
modulation	Fanovaovam-peo	0.458	0.365	0.565
module	Module	0.582	0.388	0.571
modulus	modulus	0.622	0.304	0.481
mogul	mogul	0.510	0.652	0.865
moiety	moiety	0.378	0.343	0.454
moist	mando	0.470	0.316	0.386
moisture	hamandoana	0.406	0.398	0.327
moisturizer	moisturizer	0.750	0.280	0.386
molar	molar	0.544	0.426	0.350
molasses	Tena nampiaiky volana	0.490	0.269	0.286
mold	bobongolo	0.330	0.274	0.402
molded	novolavolaina	0.667	0.361	0.373
molding	koronosy	0.552	0.308	0.546
moldy	bobongolo	0.235	0.387	0.250
mole	tana	0.436	0.377	0.352
molecular	molekiolan'ny	0.495	0.440	0.536
molecule	molekiola	0.531	0.259	0.375
molest	handratra	0.133	0.816	0.319
molestation	fametavetana	0.102	0.808	0.407
molester	molester	0.143	0.811	0.478
molten	anidina	0.417	0.490	0.339
mom	Neny	0.927	0.336	0.639
moment	fotoana	0.604	0.435	0.509
momentary	vetivety	0.562	0.271	0.330
momentous	fotoan	0.792	0.587	0.760
momentum	vahana	0.663	0.750	0.688
momma	Neny	0.833	0.412	0.527
mommy	Neny a	0.854	0.353	0.422
monad	monad	0.510	0.482	0.451
monarch	mpanjaka	0.583	0.559	0.870
monarchy	fitondram-panjaka	0.450	0.557	0.870
monastery	monasitera	0.694	0.183	0.726
monastic	monastic	0.438	0.314	0.676
monetary	vola	0.583	0.494	0.716
money	vola	0.844	0.608	0.827
mongoloid	mongoloid	0.177	0.364	0.317
mongoose	mongoose	0.327	0.380	0.546
mongrel	mongrel	0.425	0.438	0.395
monitor	Monitor	0.490	0.298	0.538
monk	moanina	0.472	0.208	0.439
monkey	gidro	0.548	0.449	0.283
mono	NO TRANSLATION	0.500	0.390	0.273
monochrome	doko	0.312	0.292	0.339
monogamous	monogamous	0.510	0.335	0.402
monogamy	hoe tokony hanambady tokana	0.542	0.380	0.455
monogram	monogram	0.480	0.210	0.425
monogrammed	monogrammed	0.503	0.270	0.402
monograph	monograph	0.500	0.242	0.481
monolayer	monolayer	0.427	0.294	0.433
monolith	monolith	0.429	0.327	0.500
monologue	monologue	0.500	0.284	0.534
monopolist	monopolist	0.330	0.590	0.725
monopoly	ampihimamba	0.449	0.509	0.640
monotonous	ataotao	0.354	0.221	0.400
monotony	monotony	0.398	0.135	0.353
monoxide	monoxide	0.433	0.430	0.490
monsieur	Monsieur	0.552	0.340	0.623
monsoon	orana	0.358	0.600	0.481
monster	biby goavam-be	0.133	0.935	0.596
monstrosity	monstrosity	0.094	0.933	0.611
monstrous	monstrous	0.094	0.942	0.649
montage	Montage	0.438	0.520	0.388
monte	Monte	0.589	0.330	0.391
month	volana	0.688	0.255	0.411
monthly	isam-bolana	0.622	0.314	0.364
monument	tsangambato	0.833	0.404	0.811
monumental	goavana	0.656	0.594	0.955
moo	Moo	0.438	0.355	0.300
mooch	mooch	0.378	0.413	0.309
mood	toe-po	0.720	0.500	0.500
moods	amam-panahin'ireo	0.578	0.633	0.491
moody	Moody	0.245	0.811	0.595
moon	volana	0.673	0.233	0.547
moonbeam	moonbeam	0.700	0.290	0.491
moonlight	Moonlight	0.865	0.264	0.409
moonlit	moonlit	0.873	0.269	0.508
moonshine	moonshine	0.633	0.389	0.491
moonstruck	moonstruck	0.583	0.438	0.407
moonwalk	moonwalk	0.615	0.586	0.525
moor	Maoro	0.311	0.464	0.378
moored	miantsona	0.344	0.500	0.417
mooring	mooring	0.323	0.490	0.444
moorings	moorings	0.406	0.500	0.516
moorland	moorland	0.490	0.370	0.456
moose	moose	0.648	0.373	0.318
moot	moot	0.344	0.500	0.615
mooted	mooted	0.388	0.580	0.463
mop	MOP	0.396	0.442	0.296
mope	mope	0.406	0.309	0.345
moped	moped	0.582	0.582	0.554
moral	fitondran-tena	0.700	0.459	0.796
morale	moraly	0.729	0.158	0.792
morality	fitondran-tena	0.750	0.408	0.759
morals	fitondran-tena	0.646	0.430	0.611
morass	morass	0.387	0.348	0.375
moratorium	moratorium	0.337	0.427	0.373
moray	moray	0.510	0.402	0.463
morbid	mampihorohoro	0.090	0.833	0.395
morbidity	morbidity	0.370	0.630	0.443
morbidness	morbidness	0.120	0.694	0.339
mores	mores	0.582	0.317	0.684
morgue	morgue	0.022	0.539	0.241
moribund	miala aina	0.083	0.488	0.167
morn	morn	0.542	0.284	0.345
morning	maraina	0.688	0.235	0.444
moron	dondrona	0.133	0.587	0.183
moronic	Hadalana	0.122	0.500	0.224
morose	morose	0.240	0.663	0.264
morph	morph	0.448	0.469	0.451
morphine	morphine	0.229	0.490	0.496
morphism	morphism	0.398	0.549	0.386
morphology	Morphologie	0.516	0.373	0.639
morrow	ampitso	0.708	0.314	0.490
morsel	sombiny kely	0.490	0.296	0.400
mortal	eto an-tany	0.196	0.786	0.510
mortality	fiainana an-tany	0.229	0.726	0.518
mortar	rihitra	0.333	0.627	0.562
mortgage	antoka	0.255	0.408	0.537
mortgagee	mortgagee	0.418	0.633	0.723
mortgagor	mortgagor	0.431	0.522	0.490
mortician	mortician	0.104	0.429	0.275
mortification	hampijalian-tena	0.135	0.644	0.404
mortified	Menatra	0.073	0.731	0.270
mortuary	tranom-paty	0.133	0.606	0.427
mosaic	Mosaic	0.635	0.250	0.302
mosey	mosey	0.521	0.402	0.330
mosque	moskea	0.542	0.352	0.528
mosquito	moka	0.229	0.400	0.198
moss	moss	0.235	0.270	0.245
mossy	mossy	0.375	0.329	0.286
mote	NO TRANSLATION	0.375	0.388	0.260
motel	Motel	0.531	0.372	0.450
moth	misy kalalao	0.323	0.350	0.196
mother	reny	0.931	0.408	0.725
motherfucker	motherfucker	0.122	0.827	0.351
motherfucking	motherfucking	0.071	0.823	0.373
motherhood	reny	0.844	0.546	0.667
motherland	tanindrazana	0.677	0.375	0.731
motherless	reny	0.163	0.541	0.337
motherly	reny	0.927	0.324	0.710
motif	motif	0.688	0.481	0.527
motion	mihetsika	0.667	0.538	0.657
motionless	mihetsika	0.323	0.210	0.246
motivate	handrisika	0.812	0.776	0.873
motivating	mandrisika	0.958	0.820	0.787
motivation	motivation	0.854	0.784	0.802
motivational	ny antony manosika	0.906	0.646	0.858
motive	antony	0.667	0.588	0.663
motley	motley	0.480	0.398	0.412
motor	maotera	0.531	0.551	0.648
motorbike	môtô	0.552	0.608	0.616
motorboat	botry	0.677	0.500	0.390
motorcade	fandalovan'ny fiara mitondra ny	0.708	0.730	0.593
motorcar	motorcar	0.694	0.565	0.682
motorcycle	môtô	0.677	0.764	0.713
motorist	motorist	0.562	0.663	0.578
motte	motte	0.481	0.389	0.370
mottled	pentimpentina ny	0.380	0.336	0.295
motto	filamatra	0.688	0.317	0.439
mould	bobongolo	0.357	0.176	0.246
mound	dongon-tany	0.520	0.481	0.509
mount	tendrombohitra	0.500	0.292	0.348
mountain	tendrombohitra	0.698	0.408	0.649
mountaineer	mountaineer	0.635	0.774	0.535
mountainous	tendrombohitra	0.635	0.519	0.612
mountains	tendrombohitra	0.766	0.433	0.569
mountaintop	mountaintop	0.653	0.541	0.713
mourn	hiara-malahelo	0.056	0.583	0.150
mournful	fisaonana	0.180	0.441	0.188
mourning	fisaonana	0.177	0.490	0.266
mouse	voalavo	0.427	0.441	0.206
mousetrap	mousetrap	0.180	0.643	0.330
mousse	mousse	0.604	0.336	0.368
moustache	volom-bava	0.470	0.236	0.409
mousy	mousy	0.480	0.413	0.339
mouth	vava	0.734	0.294	0.336
mouthful	mouthful	0.609	0.565	0.389
mouthpiece	mpitondra	0.573	0.346	0.393
mouthwash	miborosy nify	0.438	0.385	0.352
movable	mitsingevana	0.469	0.509	0.500
move	hetsika	0.656	0.647	0.670
movement	hetsika	0.656	0.654	0.658
mover	mover	0.615	0.539	0.466
movie	sarimihetsika	0.792	0.560	0.471
movies	sarimihetsika	0.724	0.426	0.472
moving	mifindra	0.479	0.673	0.358
movingforward	NO TRANSLATION	0.857	0.518	0.848
movingon	movingon	0.490	0.529	0.435
mow	mow	0.420	0.559	0.393
mower	Mower	0.458	0.510	0.368
moxie	moxie	0.531	0.490	0.366
mozzarella	mozzarella	0.653	0.265	0.340
mri	mri	0.365	0.431	0.349
muchneeded	NO TRANSLATION	0.438	0.602	0.455
mucis	NO TRANSLATION	0.398	0.418	0.420
muck	muck	0.347	0.423	0.272
mucked	mucked	0.184	0.500	0.373
mucous	mucous	0.330	0.296	0.293
mucus	mucus	0.143	0.309	0.228
mud	fotaka	0.333	0.260	0.185
muddle	muddle	0.184	0.710	0.336
muddled	mifangaroharo	0.250	0.615	0.263
muddy	feno fotaka	0.292	0.400	0.283
muff	muff	0.542	0.335	0.314
muffin	muffin	0.684	0.430	0.306
muffled	muffled	0.479	0.330	0.421
muffler	muffler	0.357	0.407	0.454
mug	mug	0.542	0.214	0.382
mugger	voain-keniheny	0.125	0.850	0.500
mulberry	balsama	0.469	0.315	0.361
mulch	mulch	0.349	0.361	0.383
mule	mule	0.320	0.337	0.254
mull	mull	0.663	0.340	0.594
mullet	mullet	0.521	0.356	0.377
multilateral	multilateral	0.500	0.469	0.705
multimedia	Multimedia	0.611	0.390	0.607
multinational	iraisam-pirenena	0.656	0.510	0.842
multiple	maro	0.660	0.510	0.578
multiple sclerosis	sclérose plus	0.188	0.587	0.483
multiplex	multiplex	0.610	0.590	0.667
multiplication	fampitomboana	0.646	0.565	0.762
multiplicity	hamaroan	0.677	0.490	0.777
multiplied	maro	0.802	0.559	0.729
multiplier	hetsiky	0.643	0.615	0.741
multiply	maro	0.802	0.625	0.777
multitude	vahoaka	0.562	0.765	0.847
mum	Neny	0.802	0.317	0.698
mumble	mumble	0.292	0.444	0.245
mumbo	mumbo	0.429	0.506	0.336
mummy	Neny a	0.400	0.588	0.415
mumps	mumps	0.099	0.410	0.311
munch	munch	0.541	0.277	0.434
munchies	munchies	0.562	0.470	0.491
munchkin	munchkin	0.490	0.466	0.374
mundane	mahazatra	0.312	0.420	0.480
municipal	monisipaly	0.625	0.390	0.758
municipality	kaominina	0.569	0.280	0.614
mural	sary an-drindrina	0.551	0.265	0.454
murder	vonoan-olona	0.061	0.942	0.615
murderer	mpamono olona	0.010	0.960	0.650
murderess	murderess	0.041	0.941	0.462
murderous	mpamono olona	0.017	0.940	0.682
murky	Nanjombona ny	0.143	0.618	0.370
murmur	nimonomonona	0.458	0.520	0.200
muscle	hozatra	0.359	0.490	0.645
muscular	hozatra	0.531	0.434	0.577
muse	hihevitra	0.760	0.360	0.509
muses	muses	0.714	0.434	0.571
museum	tranom-bakoka	0.792	0.206	0.481
mush	NO TRANSLATION	0.500	0.311	0.125
mushroom	olatra	0.490	0.274	0.269
mushy	mushy	0.520	0.200	0.182
music	mozika	0.833	0.563	0.605
musical	mozika	0.908	0.630	0.530
musician	mozika	0.816	0.509	0.618
musing	nieritreritra	0.740	0.151	0.465
musk	musk	0.469	0.454	0.453
musket	musket	0.260	0.654	0.510
musketeer	musketeer	0.694	0.569	0.705
muskrat	muskrat	0.439	0.510	0.368
muslin	muslin	0.439	0.304	0.352
muss	NO TRANSLATION	0.418	0.438	0.302
must	dia tsy maintsy	0.408	0.382	0.441
mustang	Mustang	0.635	0.642	0.708
mustard	voan-tsinapy	0.500	0.346	0.275
muster	herim	0.635	0.460	0.548
musty	musty	0.354	0.367	0.267
mutable	mutable	0.426	0.531	0.491
mutant	mutant	0.337	0.676	0.573
mutate	mutate	0.281	0.548	0.463
mutation	mutation	0.365	0.625	0.611
mute	moana	0.271	0.200	0.250
muted	muted	0.260	0.167	0.162
mutilate	mutilate	0.125	0.900	0.465
mutilated	azo ampiasaina	0.041	0.841	0.356
mutilation	fanapahana rantsambatana	0.122	0.782	0.456
mutiny	fikomiana	0.323	0.890	0.549
mutt	mutt	0.418	0.408	0.387
mutter	NO TRANSLATION	0.406	0.427	0.228
mutton	ny ondry	0.427	0.283	0.393
mutual	fiaraha-mientana ifampizarana	0.729	0.321	0.464
mutually	mifanohitra izy	0.844	0.490	0.582
muzzle	fehim	0.388	0.430	0.232
myfavorite	ny tiako indrindra	0.812	0.587	0.615
myopia	myopia	0.245	0.387	0.226
myopic	myopic	0.344	0.396	0.218
myriad	alinalina	0.480	0.429	0.550
mysterious	zava-miafina	0.448	0.699	0.455
mystery	zava-miafina	0.417	0.667	0.519
mystic	mifono mistery	0.643	0.520	0.535
mystical	mifono zava-miafina	0.594	0.443	0.689
mysticism	miafina	0.594	0.598	0.423
mystified	mystified	0.344	0.600	0.509
mystique	mystique	0.668	0.633	0.667
myth	angano	0.458	0.432	0.338
mythic	mythic	0.635	0.528	0.645
mythical	angano	0.625	0.556	0.583
mythological	angano	0.760	0.573	0.658
mythology	angano	0.684	0.439	0.688
nab	Kat	0.469	0.544	0.407
nacho	nacho	0.667	0.259	0.333
nada	NO TRANSLATION	0.250	0.231	0.136
nadir	Nadir	0.479	0.363	0.424
nag	NO TRANSLATION	0.271	0.451	0.472
nail	fantsika	0.469	0.397	0.282
nail gun	nail gun	0.378	0.806	0.574
naive	nandia	0.406	0.260	0.375
naked	tsy nanan-kitafy	0.323	0.885	0.288
nakedness	fitanjahanao	0.480	0.760	0.350
namaste	NO TRANSLATION	0.719	0.255	0.464
name	Anarana	0.573	0.300	0.415
named	atao hoe	0.562	0.396	0.565
nameless	Tsy Manana Anarana	0.344	0.280	0.164
namesake	namesake	0.418	0.327	0.404
naming	fanomezana anarana	0.667	0.410	0.559
nana	Nana	0.765	0.255	0.375
nanny	nanny	0.615	0.370	0.528
nanometer	nanometer	0.375	0.356	0.446
nap	torimaso kely,	0.660	0.098	0.342
napalm	napalm	0.265	0.580	0.471
nape	nape	0.427	0.268	0.298
napkin	napkin	0.469	0.142	0.209
napping	napping	0.765	0.046	0.306
nappy	nappy	0.529	0.333	0.207
narcissism	narcissism	0.214	0.639	0.540
narcissist	narcissist	0.173	0.614	0.629
narcissistic	narcissistic	0.323	0.708	0.655
narcotic	mahadomelina	0.102	0.858	0.450
narrate	hitantara	0.541	0.480	0.473
narration	fitantarana	0.622	0.408	0.551
narrative	tantara	0.580	0.303	0.443
narrator	mpitantara	0.673	0.430	0.623
narrow	tery	0.260	0.368	0.356
narrowing	narrowing	0.354	0.593	0.357
nasal	nasal	0.479	0.340	0.330
nascent	nascent	0.684	0.373	0.585
nasty	ratsy	0.115	0.620	0.264
natal	Natal	0.755	0.462	0.481
nation	firenena	0.594	0.443	0.821
national	-pirenena	0.698	0.365	0.663
nationality	zom-pirenena	0.642	0.400	0.772
nationwide	manerana ny firenena	0.684	0.217	0.672
native	teratany	0.635	0.422	0.710
nativity	nahabe	0.750	0.337	0.673
natural	voajanahary	0.854	0.118	0.481
natural gas	gazy voajanahary	0.635	0.324	0.396
naturalist	zavaboary	0.844	0.255	0.562
naturalization	zom	0.781	0.279	0.652
naturalized	naturalized	0.760	0.333	0.600
naturally	mazava ho	0.854	0.276	0.549
nature	toetra	0.857	0.184	0.643
naught	ahoan-tsy ahoana	0.344	0.176	0.161
naughty	maditra	0.451	0.857	0.371
nausea	maloiloy	0.104	0.781	0.273
nauseate	nauseate	0.062	0.660	0.176
nauseating	nauseating	0.021	0.640	0.250
nauseous	nauseous	0.135	0.780	0.284
nautical	dranomasina	0.646	0.250	0.579
nautilus	Nautilus	0.396	0.509	0.517
naval	tafika an-dranomasina	0.542	0.449	0.679
nave	nave	0.583	0.448	0.585
navel	foitrany	0.448	0.261	0.276
navigable	navigable	0.749	0.406	0.645
navigate	fitetezana	0.740	0.555	0.675
navigation	Fikarohana	0.841	0.470	0.720
navigational	azy teny an	0.573	0.481	0.564
navigator	tantsambo	0.583	0.592	0.623
navy	tafika an-dranomasina	0.531	0.760	0.764
nay	NO TRANSLATION	0.344	0.290	0.325
nearsighted	nearsighted	0.271	0.373	0.265
neat	milamina	0.878	0.235	0.491
neatly	Kendreo	0.802	0.412	0.588
nebula	nebula	0.510	0.418	0.438
nebulae	nebulae	0.490	0.330	0.472
nebulous	nebulous	0.469	0.347	0.417
necessarily	voatery	0.667	0.423	0.598
necessary	ilaina	0.750	0.433	0.679
necessitate	FEPETRA	0.578	0.604	0.516
necessities	ilaina	0.520	0.630	0.463
necessity	tsy maintsy	0.567	0.471	0.588
neck	vozony	0.541	0.245	0.345
necklace	rojo	0.760	0.294	0.373
necktie	necktie	0.583	0.229	0.314
necromancer	mpanontany amin'ny maty	0.333	0.625	0.536
necrosis	necrosis	0.115	0.622	0.385
nectar	mamimbony	0.746	0.331	0.398
need	mila	0.510	0.574	0.200
needalife	NO TRANSLATION	0.490	0.443	0.394
needed	ilaina	0.677	0.342	0.679
needful	ilaina	0.582	0.460	0.614
needit	NO TRANSLATION	0.250	0.472	0.356
needle	fanjaitra	0.250	0.472	0.360
needlepoint	needlepoint	0.653	0.500	0.556
needles	fanjaitra	0.250	0.602	0.348
needless	Tsy ilaina	0.327	0.385	0.200
needtoknow	needtoknow	0.427	0.606	0.474
needtorelax	NO TRANSLATION	0.673	0.438	0.274
needy	mahantra	0.360	0.451	0.245
nefarious	nefarious	0.184	0.720	0.528
negation	negation	0.255	0.461	0.297
negative	ratsy	0.102	0.527	0.176
negativity	negativity	0.060	0.520	0.273
neglect	tsirambina	0.045	0.550	0.163
neglected	tsirambina	0.271	0.385	0.160
neglecting	tsy miraharaha	0.177	0.441	0.230
negligee	negligee	0.385	0.520	0.336
negligence	tsirambina	0.092	0.570	0.251
negligent	tsirambina	0.167	0.583	0.259
negligently	NO TRANSLATION	0.056	0.583	0.266
negligible	azo tsinontsiniavina	0.177	0.292	0.232
negotiable	negotiable	0.688	0.585	0.731
negotiate	hifampiraharaha	0.612	0.708	0.769
negotiation	fifampiraharahana	0.490	0.615	0.728
negotiator	ny fifampiraharahana	0.635	0.471	0.817
negro	Negro	0.354	0.368	0.461
neigh	neigh	0.378	0.642	0.373
neighbor	mpiara-belona	0.657	0.448	0.434
neighborhood	fiarahamonina	0.385	0.469	0.373
neighboring	manodidina	0.656	0.306	0.481
nemesis	rafiny	0.271	0.688	0.647
neon	néon	0.594	0.480	0.380
neonatal	pahafatesan'n'y zaza	0.542	0.529	0.357
neophyte	neophyte	0.286	0.363	0.411
neoprene	neoprene	0.316	0.451	0.443
nephew	zanaky ny iray tampo	0.719	0.337	0.412
nepotism	nepotism	0.349	0.584	0.517
nerd	nerd	0.408	0.481	0.315
nerdy	nerdy	0.296	0.255	0.292
nerve	kozatra	0.129	0.698	0.307
nerves	hozatra	0.333	0.783	0.264
nervous	natahotra	0.235	0.820	0.213
nervousness	tebiteby,	0.163	0.915	0.241
nervouswreck	NO TRANSLATION	0.112	0.867	0.179
nervy	NO TRANSLATION	0.250	0.830	0.241
ness	hetra	0.396	0.480	0.392
nest	akaniny	0.687	0.221	0.333
nestle	Nestle	0.625	0.308	0.379
nestling	nestling	0.604	0.427	0.286
net	harato	0.441	0.288	0.417
nether	ambany	0.240	0.265	0.259
netting	netting	0.368	0.509	0.585
nettle	tsilo no	0.406	0.324	0.490
network	Network	0.531	0.337	0.466
networking	tambajotra	0.625	0.482	0.545
neural	neural	0.582	0.426	0.391
neuralgia	neuralgia	0.092	0.706	0.439
neurological	atidoha	0.500	0.540	0.558
neurologist	manam-pahaizana	0.608	0.500	0.736
neurology	neurology	0.459	0.537	0.580
neurosis	neurosis	0.122	0.766	0.418
neurosurgeon	neurosurgeon	0.590	0.673	0.755
neurosurgery	hoza-pitatitra	0.490	0.632	0.730
neurotic	neurotic	0.198	0.801	0.387
neuter	iombonana	0.621	0.163	0.302
neutral	tsy miandany	0.469	0.184	0.357
neutrality	tsy nety nanao miaramila	0.469	0.205	0.434
neutralize	neutralize	0.519	0.363	0.719
neutron	neutron	0.469	0.440	0.679
new	vaovao	0.917	0.490	0.582
new age	taona vaovao	0.694	0.556	0.727
newbeginnings	NO TRANSLATION	0.802	0.613	0.524
newborn	, zaza vao teraka	0.918	0.580	0.372
newcomer	vao tonga	0.622	0.380	0.396
newday	newday	0.847	0.388	0.618
newfound	vaovao	0.745	0.741	0.520
newjob	NO TRANSLATION	0.755	0.643	0.729
newlife	fiainam-baovao	0.898	0.646	0.701
newly	vao	0.688	0.422	0.552
newlywed	vao avy nanambady	0.847	0.706	0.570
newme	newme	0.643	0.550	0.527
newness	baovao	0.740	0.522	0.588
news	vaovao	0.633	0.580	0.610
newscast	newscast	0.531	0.509	0.714
newscaster	newscaster	0.646	0.510	0.764
newsflash	Newsflash	0.604	0.637	0.518
newsletter	Newsletter	0.622	0.385	0.490
newsman	manjaka	0.604	0.480	0.696
newspaper	gazety	0.602	0.283	0.444
newspaperman	newspaperman	0.561	0.458	0.750
newsreel	newsreel	0.625	0.571	0.577
newsroom	VAOVAO	0.531	0.392	0.658
newsstand	newsstand	0.615	0.222	0.336
newstart	newstart	0.802	0.510	0.667
newt	Newt	0.458	0.380	0.541
newyear	NO TRANSLATION	0.938	0.784	0.520
nexus	Rohy	0.496	0.368	0.412
nib	nib	0.510	0.282	0.406
nibble	manandranandrana	0.551	0.551	0.411
nice	tsara	0.930	0.442	0.650
niche	akany	0.459	0.413	0.318
nichts	NO TRANSLATION	0.406	0.293	0.404
nick	Nick	0.554	0.388	0.387
nickel	nikela	0.510	0.347	0.406
nickname	anaram-bositra	0.490	0.470	0.263
nicotine	nikôtinina	0.235	0.608	0.447
niece	zanakavavin'ny anabaviko	0.771	0.320	0.400
nifty	nifty	0.740	0.745	0.815
nigger	nigger	0.240	0.347	0.398
nigh	akaiky	0.653	0.216	0.336
night	alina	0.598	0.396	0.404
nightcap	nightcap	0.750	0.196	0.268
nightclub	trano fandihizana	0.802	0.894	0.528
nightfall	naha alina ny andro	0.490	0.436	0.426
nightgown	nightgown	0.643	0.408	0.250
nightie	nightie	0.630	0.388	0.274
nightingale	Nightingale	0.740	0.340	0.496
nightlife	Nightlife	0.542	0.783	0.510
nightly	alina	0.673	0.410	0.474
nightmare	nofy ratsy	0.005	0.810	0.436
nightmares	nofy ratsy	0.082	0.942	0.448
nightstand	nightstand	0.490	0.130	0.327
nightstick	nightstick	0.500	0.461	0.348
nighttime	alina	0.735	0.385	0.439
nihilism	nihilism	0.367	0.510	0.364
nil	Nil	0.286	0.143	0.157
nimble	Nimble	0.833	0.729	0.769
nimrod	Nimroda	0.327	0.500	0.539
nincompoop	nincompoop	0.365	0.431	0.368
nine	sivy	0.552	0.255	0.327
nineteen	sivy ambin'ny folo	0.673	0.304	0.375
ninety	sivi-folo amby	0.479	0.349	0.436
ninja	Ninja	0.542	0.844	0.682
ninny	ninny	0.344	0.343	0.309
nintendo	Nintendo	0.802	0.571	0.464
ninth	fahasivy	0.490	0.212	0.396
nip	nip	0.281	0.700	0.264
