Word	Tamil-ta	Valence	Arousal	Dominance
lever	நெம்புகோல்	0.400	0.343	0.402
leverage	அந்நிய	0.459	0.500	0.629
levitate	Levitate	0.561	0.598	0.551
levy	லெவி	0.438	0.420	0.491
lewd	கீழ்த்தரமான	0.188	0.673	0.412
lexicon	அகராதியின்	0.561	0.463	0.615
ley	NO TRANSLATION	0.604	0.389	0.764
liabilities	பொறுப்புகள்	0.429	0.608	0.694
liability	பொறுப்பு	0.646	0.500	0.802
liable	பொறுப்பு	0.656	0.519	0.821
liaison	தொடர்பு	0.698	0.337	0.472
liar	பொய்யன்	0.042	0.606	0.339
libel	அவதூறு	0.128	0.694	0.403
libelous	அவதூறாகத்	0.125	0.735	0.436
liberal	தாராளவாத	0.565	0.565	0.755
liberalism	தாராளவாதம்	0.562	0.712	0.750
liberate	விடுவித்து	0.760	0.632	0.708
liberated	விடுவிக்கப்பட்ட	0.780	0.630	0.683
liberating	விடுவிக்கும்	0.915	0.620	0.745
liberation	விடுதலை	0.745	0.614	0.857
liberty	சுதந்திரம்	0.938	0.579	0.836
libido	ஆண்மை	0.770	0.602	0.571
librarian	நூலகர்	0.625	0.135	0.509
library	நூலகம்	0.776	0.122	0.549
libretto	இசை நாடக	0.612	0.328	0.406
lice	பேன்	0.133	0.500	0.194
license	உரிமம்	0.500	0.394	0.702
lichen	லிச்சென்	0.418	0.388	0.463
lick	சுவைக்க	0.470	0.482	0.330
licorice	அதிமதுரம்	0.677	0.310	0.400
lid	மூடி	0.490	0.189	0.255
lie	பொய்	0.130	0.725	0.272
liege	பிரபுவின்உண்மையான	0.479	0.426	0.452
lien	உரிமை	0.396	0.580	0.441
lieu	பதிலாக	0.427	0.410	0.312
lieutenant	லெப்டினன்ட்	0.594	0.612	0.920
life	வாழ்க்கை	0.918	0.615	0.824
lifeblood	ரத்தம்	0.673	0.690	0.708
lifeboat	உயிர்காக்கும் படகு	0.724	0.425	0.533
lifeguard	மெய்க்காப்புத்	0.870	0.606	0.786
lifeisgood	வாழ்க்கை நன்றாக போகின்றது	0.812	0.575	0.611
lifeless	உயிரற்ற	0.042	0.333	0.163
lifelike	வாழ்வாதார	0.776	0.567	0.765
lifeline	லைஃப்லைன்	0.735	0.552	0.496
lifelong	வாழ்நாள் முழுவதும்	0.823	0.330	0.640
lifer	ஆயுள்	0.427	0.519	0.398
lifesaver	lifesaver	0.908	0.745	0.703
lifestyle	வாழ்க்கை	0.750	0.472	0.645
lifesucks	lifesucks	0.167	0.637	0.377
lifetime	வாழ்நாள்	0.816	0.559	0.736
lift	லிப்ட்	0.704	0.518	0.656
lifted	தூக்கி	0.714	0.441	0.657
liftoff	லிஃப்ட்ஆஃப்	0.531	0.667	0.588
ligament	தசைநார்	0.490	0.410	0.510
ligation	கட்டுக்கட்டுதலுக்கு	0.344	0.423	0.396
ligature	லிகஷர்	0.478	0.430	0.447
light	ஒளி	0.771	0.320	0.519
light year	ஒளிஆண்டு	0.719	0.425	0.593
lightbulb	ஒளி விளக்கு	0.573	0.255	0.302
lighten	ஒளியேற்றப்	0.688	0.438	0.362
lightheaded	lightheaded	0.347	0.620	0.255
lighthouse	கலங்கரை விளக்கம்	0.622	0.240	0.510
lighting	லைட்டிங்	0.765	0.440	0.750
lightness	எடை குறைந்த	0.794	0.360	0.526
lightning	மின்னல்	0.429	0.683	0.595
lights	விளக்குகள்	0.750	0.480	0.575
lightweight	இலகுரக	0.670	0.300	0.358
likable	விரும்பப்படுபவராக	0.865	0.480	0.663
like	போன்ற	0.719	0.353	0.446
likelihood	வாய்ப்பு	0.760	0.469	0.542
likely	வாய்ப்பு	0.633	0.356	0.454
likeness	போலிருந்த	0.688	0.410	0.561
likewise	இதேபோல்	0.651	0.217	0.312
liking	விருப்பபடி	0.963	0.604	0.589
lilac	இளஞ்சிவப்பு	0.688	0.180	0.357
lily	லில்லி	0.640	0.245	0.263
limb	மூட்டு	0.510	0.397	0.427
limber	பிடிப்பு நோய்	0.688	0.729	0.673
limbo	புறக்கணிக்கப்பட்டது	0.385	0.284	0.309
lime	சுண்ணாம்பு	0.594	0.240	0.415
limelight	வெளிச்சத்திற்கு	0.667	0.639	0.694
limestone	சுண்ணாம்பு	0.602	0.323	0.381
limey	லிமே	0.469	0.347	0.415
limit	அளவு	0.427	0.453	0.500
limitation	வரையறை	0.190	0.431	0.225
limited	வரையறுக்கப்பட்ட	0.229	0.273	0.380
limitless	வரம்பற்ற	0.688	0.574	0.655
limo	எலுமிச்சை	0.760	0.367	0.667
limousine	உல்லாச	0.638	0.531	0.640
limp	சுண்ணாம்பு	0.393	0.440	0.172
lin	லின்	0.416	0.362	0.343
line	வரி	0.541	0.180	0.353
lineage	பரம்பரையில்	0.633	0.465	0.721
lineal	நேரடியான	0.521	0.170	0.474
linear	நேரியல்	0.646	0.250	0.472
linebacker	லைன்பேக்கராக	0.490	0.660	0.543
lined	வரிசையாக	0.438	0.367	0.424
linen	லினன்	0.656	0.323	0.286
liner	லைனர்	0.469	0.396	0.400
lines	கோடுகள்	0.542	0.317	0.330
lineup	வரிசையில்	0.635	0.427	0.638
linger	தாமதி	0.480	0.311	0.412
lingerie	உள்ளாடையுடன்	0.543	0.463	0.308
lingering	நீடித்த	0.630	0.643	0.667
lingo	வழக்குமொழி	0.448	0.364	0.447
lingual	மொழி	0.500	0.457	0.315
linguini	லிங்குயினி	0.625	0.338	0.355
linguist	மொழியியலாளர்	0.583	0.330	0.634
linguistic	மொழியியல்	0.646	0.351	0.618
linguistics	மொழியியல்	0.552	0.390	0.618
lining	புறணி	0.571	0.363	0.472
link	இணைப்பை	0.427	0.264	0.491
linoleum	லினோலியத்தை	0.510	0.378	0.402
lint	பஞ்சு	0.388	0.173	0.214
lion	சிங்கம்	0.532	0.717	0.682
lip	லிப்	0.541	0.348	0.443
liposuction	லிபோசக்ஷன்	0.292	0.684	0.464
lipstick	உதட்டுச்சாயம்	0.653	0.429	0.306
liquefaction	திரவப்படுத்த	0.449	0.622	0.535
liquefied	திரவமாக்கப்பட்ட	0.562	0.463	0.342
liqueur	மதுபானத்திலும்	0.670	0.612	0.389
liquid	திரவ	0.562	0.235	0.307
liquidate	பணமாக	0.327	0.654	0.664
liquidation	கலைப்பு	0.417	0.625	0.649
liquidator	கலைப்பலுவலர்	0.354	0.663	0.750
liquidity	நீர்மை நிறை	0.688	0.529	0.534
liquor	மதுபான	0.603	0.702	0.433
lira	NO TRANSLATION	0.530	0.255	0.370
lisp	மழலைப் பேச்சையும்	0.365	0.412	0.288
list	பட்டியலில்	0.528	0.260	0.402
listen	கேட்க	0.771	0.360	0.445
listener	கேட்பவரின்	0.667	0.375	0.403
listenting	NO TRANSLATION	0.640	0.377	0.491
listing	பட்டியல்	0.438	0.273	0.432
listless	சலித்து அலட்சியம்	0.219	0.350	0.231
listneing	NO TRANSLATION	0.531	0.370	0.433
litany	பாசுரத்தொகுதி	0.510	0.365	0.482
liter	லிட்டர்	0.573	0.208	0.382
literacy	கல்வியறிவு	0.730	0.306	0.638
literal	எழுத்தியல்	0.570	0.353	0.574
literally	இலக்கியரீதியாக	0.571	0.353	0.673
literary	இலக்கிய	0.719	0.324	0.667
literature	இலக்கியம்	0.708	0.250	0.598
lithe	எளிதில் வளைய கூடிய	0.656	0.596	0.602
lithium	லித்தியம்	0.417	0.330	0.430
lithograph	லித்தோகிராப்	0.551	0.327	0.481
lithography	லித்தோக்ராஃபி	0.561	0.346	0.473
lithology	பாறைகள் பற்றிய ஆய்வு	0.519	0.378	0.525
lithosphere	பாறைக்கோளங்களுக்குள்	0.473	0.333	0.689
litigant	வழக்கு தொடுக்கும்	0.219	0.577	0.696
litigate	வழக்காடு	0.260	0.819	0.712
litigation	வழக்கு	0.388	0.760	0.602
litigator	litigator	0.429	0.630	0.732
litigious	வழக்காடு சார்ந்த	0.360	0.736	0.632
litter	குப்பை	0.255	0.551	0.110
little	சிறிய	0.385	0.160	0.213
littlethings	littlethings	0.740	0.311	0.242
littoral	கரையோர	0.551	0.387	0.452
liturgy	வழிபாட்டு முறை	0.490	0.327	0.568
live	வாழ	0.880	0.673	0.676
livelife	வாழ்க்கையை வாழ்	0.792	0.624	0.664
livelihood	வாழ்வாதாரத்தைப்	0.698	0.481	0.721
lively	உற்சாகமூட்டுவதாக	0.847	0.810	0.642
liven	தரத்தை மேம்படுத்த	0.708	0.713	0.673
liver	கல்லீரல்	0.439	0.290	0.385
livery	பணியாளர் உடை	0.510	0.417	0.429
livestock	கால்நடை	0.729	0.420	0.519
livid	கோபமாக	0.469	0.788	0.490
living	வாழ்க்கை	0.865	0.608	0.727
lizard	பல்லி	0.378	0.375	0.324
llama	பொதி ஒட்டகம்	0.490	0.590	0.519
lml	LML	0.448	0.519	0.385
load	சுமை	0.385	0.417	0.528
loader	ஏற்றி	0.562	0.377	0.686
loaf	ரொட்டி	0.755	0.250	0.277
loafer	லோபெர்	0.235	0.396	0.254
loam	லோம்	0.469	0.373	0.673
loan	கடன்	0.552	0.480	0.352
loath	விருப்பம் இல்லாத	0.135	0.714	0.445
loathe	வெறு	0.094	0.730	0.429
loathful	loathful	0.068	0.740	0.358
loathing	இன்மையும் வெறுப்பும்	0.083	0.796	0.368
loathsome	அருவருக்கத்தக்க	0.120	0.694	0.343
lobby	லாபி	0.625	0.427	0.472
lobbyist	செல்வாக்காளரான	0.385	0.527	0.565
lobe	மடல்	0.459	0.364	0.352
lobotomy	மூளையின் செயற் திறனை மாற்ற செய்யும் அறுவை சிகிச்சை	0.296	0.598	0.402
lobster	இரால்	0.571	0.356	0.291
local	உள்ளூர்	0.656	0.269	0.452
locale	மொழியைப்	0.449	0.387	0.352
locality	வட்டாரத்தின்	0.582	0.336	0.464
localization	பரவல்	0.552	0.330	0.545
localize	மொழிமாற்றம்	0.520	0.481	0.679
localized	மொழிபெயர்க்கப்பட்ட	0.490	0.460	0.621
locate	கண்டறிவது	0.583	0.520	0.786
location	இடம்	0.615	0.375	0.546
locator	இடம்காண்பதான	0.480	0.426	0.614
loch	கடற் கழி	0.449	0.235	0.425
lock	பூட்ட	0.271	0.585	0.600
locker	லாக்கர்	0.439	0.300	0.393
locket	பேழையான	0.615	0.327	0.616
locksmith	பூட்டு	0.510	0.417	0.491
lockup	பூட்டு	0.240	0.602	0.617
loco	அலட்சியமான	0.306	0.774	0.226
locomotion	இடம்பெயருதல்	0.470	0.600	0.595
locomotive	என்ஜினை	0.542	0.650	0.721
locust	வெட்டுக்கிளி	0.479	0.412	0.417
lode	NO TRANSLATION	0.365	0.423	0.318
lodge	லாட்ஜ்	0.656	0.356	0.474
lodger	lodger	0.480	0.448	0.304
lodging	உறைவிடம்	0.713	0.286	0.527
loft	பரண்	0.510	0.378	0.343
lofty	உயரமான	0.755	0.306	0.569
log	பதிவு	0.591	0.371	0.395
logarithm	மடக்கை	0.520	0.439	0.551
logarithmic	மடக்கை	0.469	0.458	0.606
logic	தர்க்கம்	0.646	0.245	0.819
logical	தருக்க	0.805	0.400	0.648
logistics	தளவாடங்கள்	0.633	0.500	0.730
logo	லோகோ	0.469	0.296	0.565
logotype	லோகோவகை	0.480	0.337	0.509
loin	NO TRANSLATION	0.420	0.298	0.379
lollipop	லாலிபாப்	0.628	0.483	0.357
lone	தனி	0.198	0.204	0.367
loneliness	தனிமை	0.146	0.182	0.222
lonely	தனியாக	0.250	0.226	0.238
loner	பண்பையும்	0.347	0.152	0.221
lonesome	தனிமையில்	0.281	0.213	0.336
long	நீண்ட	0.541	0.353	0.543
longboat	Longboat	0.551	0.454	0.490
longevity	வாழ்நாள்	0.750	0.353	0.745
longing	ஏக்கத்துடன்	0.604	0.434	0.560
longitude	தீர்க்கரேகை	0.479	0.310	0.516
longitudinal	நீள்வெட்டு	0.542	0.398	0.582
longitudinally	நீளவாக்கில்	0.541	0.380	0.569
longtime	நீண்டகால	0.362	0.442	0.546
loo	அந்த தீர்மானமும்	0.385	0.357	0.283
look	பார்க்க	0.719	0.429	0.615
looker	looker	0.583	0.354	0.451
lookout	கவனிக்க	0.698	0.538	0.639
loom	தறி	0.531	0.245	0.325
looming	தறியிலமைத்தல்	0.367	0.750	0.528
loon	மடையன்	0.429	0.392	0.325
loony	கிறுக்கன்	0.439	0.474	0.295
loop	லூப்	0.516	0.343	0.317
loophole	ஓட்டை	0.406	0.755	0.491
loopy	கண்ணிகள்	0.438	0.520	0.195
loose	தளர்வான	0.573	0.312	0.365
loosen	தளர்த்த	0.487	0.337	0.218
loosening	தளர்ந்து	0.378	0.343	0.295
loot	திருட்டை	0.604	0.711	0.537
lop	வெட்டு	0.429	0.363	0.426
lopsided	தலைப்பட்சமானது	0.125	0.500	0.272
lord	கடவுள்	0.618	0.327	0.684
lords	ராஜாக்களை	0.571	0.356	0.781
lordship	தலைமை ஸ்தானத்தில்	0.573	0.557	0.736
lore	லோர்	0.719	0.373	0.768
lorry	லாரி	0.521	0.481	0.402
lose	இழக்க	0.115	0.538	0.176
loser	தோல்வியடைந்தவர்	0.083	0.510	0.155
losing	இழந்து	0.076	0.686	0.223
loss	இழப்பு	0.062	0.567	0.211
lost	இழந்தது	0.199	0.663	0.148
lot	நிறைய	0.531	0.215	0.370
lotion	லோஷன்	0.724	0.261	0.188
lots	நிறைய	0.604	0.417	0.424
lottery	லாட்டரி	0.771	0.731	0.491
lotto	லொட்டோ	0.760	0.635	0.475
lotus	தாமரை	0.604	0.377	0.510
loud	உரத்த	0.573	0.650	0.870
loudly	சத்தமாக	0.541	0.755	0.667
loudmouth	வகையில் உரத்துப் பேசும்	0.337	0.615	0.456
loudness	உரப்பு	0.350	0.582	0.620
loudspeaker	ஒலிபெருக்கி	0.490	0.735	0.689
lounge	லவுஞ்ச்	0.592	0.245	0.466
lounging	lounging	0.735	0.167	0.449
louse	பேன்	0.184	0.439	0.154
lousy	அசிங்கம்	0.125	0.482	0.234
lovable	அன்பானவன்	0.948	0.335	0.565
love	அன்பு	1.000	0.519	0.673
loved	நேசித்தார்	0.927	0.452	0.582
lovee	lovee	0.949	0.592	0.611
loveee	loveee	0.927	0.592	0.693
loveless	அன்பற்ற	0.102	0.365	0.216
lovelife	NO TRANSLATION	0.837	0.610	0.592
loveliness	அழகை	0.959	0.509	0.750
lovelovelove	NO TRANSLATION	0.948	0.582	0.554
lovely	அழகான	0.917	0.456	0.741
lovemaking	தேதியும்	0.969	0.927	0.814
lovemylife	NO TRANSLATION	0.896	0.800	0.573
lover	காதலன்	0.881	0.816	0.750
lovesick	காதல்வயப்பட்ட	0.796	0.842	0.500
lovethis	lovethis	0.867	0.552	0.526
loving	அன்பான	0.948	0.612	0.636
lovinglife	அன்பான வாழ்க்கை	0.979	0.404	0.673
lovinlife	lovinlife	0.714	0.460	0.544
low	குறைந்த	0.292	0.220	0.102
lowdown	குறைதல்	0.306	0.441	0.441
lower	குறைந்த	0.327	0.296	0.258
lowering	குறைப்பது	0.286	0.363	0.236
lowest	குறைந்த	0.312	0.304	0.129
lowlands	தாழ்நில	0.323	0.290	0.331
lowlife	lowlife	0.296	0.529	0.309
lowly	கீழ்மையான	0.562	0.294	0.417
lox	LOX	0.490	0.373	0.318
loyal	விசுவாசமான	0.896	0.265	0.657
loyalty	விசுவாசத்தை	0.885	0.406	0.793
lsd	LSD	0.375	0.471	0.390
luau	Luau	0.594	0.545	0.296
lube	ஆரம்பப்பள்ளி	0.552	0.490	0.411
lubricant	மசகு எண்ணெய்	0.656	0.550	0.454
lubricate	உயவூட்டு	0.552	0.490	0.470
lubrication	உயவு	0.624	0.646	0.491
lucid	தெளிவான	0.771	0.490	0.705
luck	அதிர்ஷ்டம்	0.854	0.490	0.717
luckiest	அதிர்ஷ்டமான	0.917	0.690	0.852
lucky	அதிர்ஷ்டம்	0.960	0.610	0.793
luckygirl	அதிர்ஷ்டசாலி பெண்	0.781	0.712	0.471
