Word	Albanian-sq	Valence	Arousal	Dominance
ostrich	struc	0.592	0.382	0.241
other	tjetër	0.472	0.230	0.259
otter	vidër	0.439	0.216	0.339
otto	vaj prej trëndafilëve	0.427	0.425	0.404
ottoman	osman	0.531	0.337	0.444
ought	duhet	0.438	0.511	0.434
ounce	ons	0.531	0.255	0.288
oust	përzë	0.296	0.716	0.444
outage	ndërprerje	0.306	0.684	0.438
outback	outback	0.500	0.324	0.430
outbid	tejkaloj	0.594	0.622	0.540
outboard	jashtë	0.448	0.491	0.456
outbreak	shpërthim	0.260	0.632	0.472
outburst	shpërthim	0.209	0.802	0.528
outcast	i dëbuar	0.153	0.449	0.353
outcome	rezultat	0.615	0.472	0.685
outcry	protestë	0.271	0.773	0.718
outdated	i vjetruar	0.167	0.236	0.226
outdo	mposht	0.771	0.750	0.873
outdoor	i jashtëm	0.814	0.256	0.447
outdoors	jashtë	0.781	0.444	0.453
outer	i jashtëm	0.552	0.471	0.456
outfit	veshje	0.760	0.490	0.566
outgoing	largohet	0.650	0.472	0.538
outgrow	më rrinë të vogla	0.510	0.529	0.722
outgrowth	rezultat	0.771	0.620	0.688
outhouse	krah	0.281	0.519	0.255
outing	shëtitje	0.771	0.672	0.634
outlandish	i çuditshëm	0.448	0.737	0.657
outlast	rroj	0.620	0.786	0.685
outlaw	i dëbuar	0.255	0.662	0.482
outlet	prizë	0.610	0.396	0.245
outline	skicë	0.542	0.365	0.509
outlines	themele	0.656	0.402	0.651
outlive	jetoj më gjatë se	0.565	0.769	0.724
outlook	pikëpamje	0.830	0.525	0.625
outlying	periferik	0.460	0.562	0.503
outnumber	tejkaloj	0.347	0.615	0.577
outpatient	pacient i jashtëm	0.260	0.400	0.395
outpost	avanpost	0.635	0.571	0.675
outpouring	derdhje	0.562	0.685	0.552
output	prodhim	0.604	0.389	0.434
outrage	nëpërkëmbje	0.060	0.689	0.542
outraged	i shkelur	0.156	0.696	0.538
outrageous	i egër	0.153	0.945	0.713
outrank	ia kaloj	0.653	0.643	0.817
outreach	shpërndahem	0.540	0.462	0.672
outright	i plotë	0.767	0.396	0.755
outrun	bind	0.531	0.833	0.573
outset	fillim	0.750	0.500	0.582
outsider	person i huaj	0.398	0.549	0.447
outskirts	periferi	0.474	0.519	0.312
outsmart	outsmart	0.673	0.657	0.864
outspoken	i sinqertë	0.582	0.413	0.667
outstanding	i shquar	0.898	0.760	0.896
outstretched	i shtrirë	0.448	0.481	0.519
outward	jashtë	0.449	0.439	0.365
outwards	jashtë	0.440	0.472	0.400
outweigh	peshoj më shumë se	0.486	0.600	0.682
outwit	outwit	0.302	0.755	0.356
oval	oval	0.417	0.280	0.330
ovary	vezore	0.469	0.399	0.280
ovate	ovate	0.385	0.286	0.368
ovation	brohoritje	0.719	0.758	0.750
oven	furrë	0.583	0.425	0.606
overactive	tepër aktiv	0.667	0.885	0.592
overall	i përgjithshëm	0.583	0.370	0.670
overalls	pantallona të gjera	0.500	0.392	0.373
overbearing	imponues	0.323	0.833	0.861
overburden	mbingarkesë	0.115	0.755	0.546
overcast	i mbuluar me re	0.417	0.250	0.475
overcharged	stër	0.276	0.780	0.569
overcoat	xhybe	0.594	0.265	0.430
overcome	kapërcyer	0.719	0.689	0.848
overcoming	kapërcim	0.842	0.765	0.855
overcrowded	mbipopulluara	0.292	0.520	0.491
overdo	teproj	0.156	0.864	0.602
overdose	mbidozë	0.110	0.820	0.468
overdrive	lodh	0.303	0.715	0.732
overdue	i vonuar	0.125	0.427	0.259
overestimate	mbivlerësim	0.367	0.796	0.444
overestimated	mbivlerësohet	0.344	0.646	0.527
overflow	del nga shtrati	0.398	0.792	0.500
overflowing	i tejmbushur	0.439	0.796	0.635
overgrown	shumë i madh	0.333	0.500	0.369
overgrowth	rritje e jashtëzakonshme	0.417	0.790	0.673
overhanging	overhanging	0.698	0.755	0.812
overhaul	rishikim	0.500	0.651	0.491
overhead	lart	0.344	0.700	0.538
overhear	dëgjoj padashur	0.650	0.365	0.580
overheated	overheated	0.250	0.598	0.547
overjoyed	i gëzuar	0.908	0.708	0.755
overkill	Overkill	0.379	0.861	0.678
overlaid	veshi	0.620	0.610	0.676
overlap	shkelje	0.594	0.615	0.627
overlapping	mbivendosje	0.595	0.578	0.684
overlay	mbulesë	0.564	0.596	0.749
overload	mbingarkesë	0.381	0.690	0.652
overlook	vë re	0.292	0.418	0.415
overlord	sundoj	0.750	0.755	0.932
overlying	overlying	0.500	0.519	0.691
overpaid	paguar	0.429	0.670	0.585
overpass	nuk vë re	0.562	0.561	0.565
overplayed	overplayed	0.224	0.798	0.586
overpower	mbizotëroj	0.448	0.859	0.783
overpowering	i shfrenuar	0.392	0.779	0.589
overpriced	mbiçmuara	0.271	0.556	0.472
overprotective	overprotective	0.448	0.673	0.741
overrated	Overrated	0.312	0.630	0.482
overreact	reaguar	0.306	0.912	0.471
override	shkel	0.316	0.491	0.529
overriding	thelbësor	0.240	0.490	0.384
overrule	anuloj	0.224	0.412	0.429
overrun	mbush me	0.271	0.764	0.598
oversee	mbikëqyr	0.541	0.649	0.778
overseer	mbikëqyrës	0.552	0.520	0.873
overshadow	hedh hije	0.333	0.549	0.654
oversight	mbikëqyrja	0.385	0.618	0.723
oversized	tepërt	0.552	0.540	0.679
overslept	overslept	0.408	0.315	0.300
overstate	teproj	0.281	0.779	0.635
overstock	tepricë	0.344	0.592	0.589
overt	i hapur	0.708	0.326	0.607
overtake	arrij	0.573	0.620	0.718
overtaken	parakalohet	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	overthinker	0.430	0.606	0.552
overthinking	overthinking	0.408	0.761	0.525
overthrow	i jap fund	0.260	0.868	0.620
overtime	jashtë orarit	0.447	0.504	0.529
overtired	overtired	0.210	0.357	0.273
overture	uverturë	0.490	0.402	0.491
overturn	përmbys	0.240	0.765	0.396
overview	pasqyrë	0.615	0.380	0.539
overweight	mbipeshë	0.052	0.500	0.389
overwhelm	trullos	0.250	0.823	0.462
overwhelmed	të tronditur	0.341	0.680	0.348
overwhelming	i pakalueshëm	0.327	0.830	0.640
overworked	mbingarkuara	0.133	0.670	0.387
overwrought	shumë i lodhur	0.156	0.900	0.571
overzealous	overzealous	0.427	0.804	0.703
owe	detyrohem	0.500	0.429	0.386
owing	i duhur	0.396	0.307	0.381
owl	buf	0.520	0.270	0.321
owner	pronar	0.776	0.449	0.920
ownership	pronë	0.628	0.445	0.741
ox	dem	0.417	0.396	0.412
oxidation	oksidim	0.453	0.415	0.211
oxide	oksid	0.354	0.377	0.298
oxygen	oksigjen	0.908	0.310	0.575
oxymoron	oksimaron	0.427	0.481	0.398
oyster	gocë deti	0.500	0.311	0.327
ozone	ozon	0.560	0.345	0.518
pace	ritëm	0.510	0.380	0.390
pacemaker	stimulues kardiak	0.448	0.569	0.582
pacific	i qetë	0.627	0.118	0.580
pacified	qetësua	0.802	0.194	0.414
pacifier	biberon	0.615	0.342	0.356
pacifist	pacifist	0.663	0.153	0.557
pacify	shtroj	0.812	0.283	0.629
pacing	pacing	0.583	0.551	0.491
pack	pako	0.510	0.347	0.475
package	paketë	0.571	0.433	0.443
packaging	paketim	0.604	0.393	0.549
packer	paketues	0.520	0.480	0.537
packet	pako	0.582	0.385	0.407
pact	pakt	0.442	0.444	0.593
pad	jastëk	0.684	0.279	0.330
padded	i mbushur	0.606	0.212	0.371
padding	mbushje	0.561	0.398	0.423
paddle	vozis	0.561	0.375	0.393
paddle boat	lundër vozis	0.663	0.373	0.415
paddock	livadh	0.480	0.429	0.481
paddy	zemërim	0.653	0.330	0.330
padlock	dry	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	himn	0.552	0.547	0.471
pagan	pagan	0.292	0.578	0.542
paganism	paganizëm	0.240	0.640	0.411
page	faqe	0.677	0.224	0.278
pageant	paradë	0.719	0.667	0.651
pager	pager	0.510	0.526	0.554
pagination	numërtim	0.459	0.333	0.400
paging	paging	0.542	0.398	0.423
pagoda	faltore	0.571	0.259	0.435
pail	kovë	0.448	0.177	0.188
pain	dhimbje	0.012	0.765	0.395
pained	i mërzitur	0.112	0.500	0.250
painful	i dhimbshëm	0.050	0.742	0.330
painfully	me dhimbje	0.156	0.720	0.407
painkiller	qetësues	0.487	0.312	0.481
painless	pa dhimbje	0.785	0.173	0.491
pains	dhimbjet	0.106	0.673	0.362
painstaking	i përpiktë	0.396	0.335	0.386
paint	bojë	0.667	0.343	0.413
paintball	paintball	0.615	0.745	0.537
paintbrush	penel	0.714	0.226	0.353
painted	i pikturuar	0.667	0.333	0.424
painter	piktor	0.677	0.366	0.487
painting	pikturë	0.792	0.324	0.333
pair	palë	0.552	0.317	0.304
paisley	kashmir	0.531	0.327	0.347
pajama	pajama	0.908	0.157	0.245
pajamas	pizhamë	0.719	0.170	0.264
pal	mik	0.812	0.426	0.596
palace	pallat	0.878	0.510	0.804
palatable	i pëlqyeshëm	0.823	0.500	0.594
palate	shije	0.625	0.350	0.358
pale	i zbehtë	0.281	0.259	0.245
paleontology	paleontologji	0.438	0.308	0.617
palette	Palette	0.590	0.333	0.205
pall	velem	0.277	0.387	0.394
palladium	paladium	0.470	0.380	0.393
pallet	kaci	0.604	0.241	0.349
palliative	lehtësues	0.548	0.394	0.518
palm	palme	0.531	0.194	0.340
palmer	pelegrin	0.480	0.269	0.413
palomino	Palomino	0.616	0.349	0.396
palpable	i dukshëm	0.552	0.343	0.611
palpitations	palpitations	0.417	0.702	0.528
palsy	paralizë	0.083	0.446	0.221
paltry	i vogël	0.333	0.491	0.320
pamper	përkëdhel	0.792	0.321	0.348
pamphlet	pamflet	0.530	0.250	0.327
pan	tigan	0.734	0.182	0.364
panacea	zgjidhja	0.420	0.427	0.613
panache	stil	0.510	0.363	0.306
pancake	petull	0.802	0.274	0.364
pancakes	pancakes	0.844	0.373	0.402
pancreas	pankreas	0.469	0.302	0.366
panda	panda	0.646	0.194	0.406
pandemic	pandemike	0.160	0.790	0.544
pandemonium	potere	0.229	0.885	0.500
pane	xham	0.385	0.250	0.444
panel	panel	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	gjuhëz	0.441	0.431	0.414
panic	panik	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	panik	0.100	0.949	0.260
panicking	panicking	0.094	0.882	0.333
panicky	i pushtuar nga paniku	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	panoramë	0.719	0.402	0.625
panoramic	panoramik	0.542	0.462	0.684
pansy	pederast	0.653	0.283	0.589
pant	regëtin	0.448	0.463	0.409
pantheon	perënditë	0.144	0.410	0.610
panther	panterë	0.303	0.594	0.682
panties	brekë	0.594	0.529	0.312
pantomime	pantomimë	0.552	0.481	0.385
pantry	qilar	0.622	0.294	0.312
pants	pantallona	0.673	0.320	0.333
panty	panty	0.451	0.557	0.303
pantyhose	pantyhose	0.570	0.539	0.250
pap	llapa	0.438	0.403	0.302
papa	baba	0.656	0.340	0.527
papacy	papat	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	papaja	0.630	0.306	0.300
paper	letër	0.520	0.123	0.293
paperback	me kapak të hollë	0.633	0.269	0.314
paperboy	Paperboy	0.521	0.490	0.471
paperweight	paperweight	0.421	0.278	0.433
paperwork	dokumentet	0.448	0.355	0.422
paprika	spec i kuq	0.417	0.250	0.264
papyrus	papirus	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	parabolë	0.479	0.357	0.525
parabola	parabolë	0.542	0.413	0.620
parabolic	alegorik	0.459	0.509	0.500
parachute	parashutë	0.562	0.787	0.564
parade	paradë	0.792	0.685	0.509
paradigm	paradigmë	0.573	0.429	0.779
paradise	parajsë	0.875	0.540	0.796
paradox	paradoks	0.417	0.442	0.482
paradoxical	paradoksal	0.406	0.547	0.433
paraffin	parafine	0.426	0.291	0.343
paragon	model	0.490	0.431	0.473
paragraph	paragraf	0.510	0.164	0.269
parakeet	papagall trupvogël	0.576	0.387	0.227
paralegal	paralegal	0.479	0.470	0.519
parallax	paralaks	0.437	0.394	0.471
parallel	paralel	0.568	0.284	0.465
parallelism	paralelizëm	0.549	0.363	0.527
paralysis	paralizë	0.156	0.500	0.305
paralyze	shtang	0.188	0.367	0.471
paralyzed	i paralizuar	0.194	0.480	0.198
paramedic	ndihmës	0.673	0.464	0.636
paramedics	paramedikeve	0.479	0.594	0.712
paramilitary	paraushtarak	0.154	0.804	0.727
paramount	i lartë	0.771	0.615	0.902
paranoia	paranojë	0.146	0.841	0.407
paranoid	paranojak	0.122	0.918	0.364
paranormal	paranormal	0.167	0.814	0.560
parapet	parapet	0.450	0.356	0.279
paraphernalia	vegla	0.443	0.726	0.509
paraphrase	parafrazoj	0.500	0.375	0.444
paraplegic	paraplegjik	0.188	0.441	0.321
parasite	parazit	0.092	0.442	0.324
parasitic	parazit	0.037	0.600	0.364
parasol	ombrellë	0.604	0.255	0.304
parcel	parcelë	0.660	0.324	0.411
parcels	parcela	0.551	0.445	0.418
parched	i etur	0.250	0.235	0.255
parchment	pergamenë	0.615	0.228	0.455
pardon	falje	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	parenchyma	0.500	0.399	0.595
parent	prind	0.812	0.357	0.860
parentage	prejardhje	0.903	0.382	0.595
parental	prindëror	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	në kllapa	0.490	0.327	0.391
parenthood	të qenët prind	0.750	0.630	0.782
parenting	Parenting	0.812	0.520	0.676
pariah	shtresë e ulët	0.397	0.478	0.293
parietal	parietal	0.481	0.333	0.491
paring	krasitje	0.429	0.441	0.324
parish	famulli	0.698	0.354	0.582
parity	barazi	0.582	0.406	0.407
park	park	0.816	0.343	0.414
parka	gëzof me kapuç	0.469	0.481	0.395
parking	parkim	0.777	0.469	0.510
parkinsons	Parkinsons	0.104	0.570	0.373
parlance	mënyrë të foluri	0.510	0.350	0.462
parlay	vë baste të njëpasnjëshme	0.469	0.611	0.483
parliament	parlament	0.573	0.540	0.858
parliamentary	parlamentar	0.490	0.554	0.755
parlor	sallon	0.500	0.327	0.366
parmesan	lloj djathi	0.698	0.321	0.382
parody	parodi	0.561	0.651	0.375
parole	lirim me kusht	0.388	0.620	0.526
parquet	parket	0.541	0.240	0.422
parrot	papagall	0.588	0.333	0.292
parry	dredhim	0.510	0.404	0.436
parse	bëj analizë gramatikore	0.469	0.456	0.667
parsimonious	dorështrënguar	0.417	0.312	0.446
parsimony	koprraci	0.449	0.280	0.403
parsley	majdanoz	0.458	0.170	0.291
parson	famullitar	0.583	0.250	0.615
part	pjesë	0.663	0.278	0.360
partake	marr një pjesë	0.755	0.656	0.629
partial	i pjesshëm	0.429	0.324	0.348
partiality	pëlqim	0.375	0.380	0.490
partially	pjesërisht	0.418	0.368	0.396
participant	pjesëmarrës	0.712	0.598	0.613
participate	marr pjesë	0.755	0.580	0.684
participation	pjesëmarrje	0.781	0.700	0.702
particle	grimcë	0.521	0.265	0.438
particular	i veçantë	0.562	0.402	0.552
particularity	veçanti	0.670	0.434	0.586
particulars	dhënat	0.604	0.348	0.525
parting	lamtumire	0.260	0.542	0.353
partisan	partizan	0.615	0.549	0.669
partisanship	partishmëri	0.438	0.566	0.551
partition	ndarje	0.615	0.469	0.567
partly	pjesërisht	0.415	0.410	0.396
partner	partner	0.673	0.302	0.586
partnership	ortakëri	0.786	0.387	0.545
partridge	thëllëzë	0.583	0.415	0.250
parts	pjesë	0.459	0.327	0.392
party	parti	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	kaloj	0.510	0.324	0.362
passable	i kalueshëm	0.688	0.337	0.633
passage	pasazh	0.429	0.314	0.370
passageway	korridor	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	pasagjer	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	kalimtar	0.458	0.298	0.509
passion	pasion	0.854	0.865	0.728
passionate	i pasionuar	0.990	0.827	0.731
passive	pasiv	0.420	0.116	0.241
passivity	pasivitet	0.241	0.115	0.246
passkey	çelës kopil	0.646	0.500	0.791
passport	pasaportë	0.653	0.457	0.682
password	fjalëkalim	0.390	0.356	0.559
past	e kaluara	0.490	0.422	0.311
pasta	makarona	0.615	0.306	0.375
paste	ngjit	0.500	0.556	0.500
pastel	pastel	0.719	0.357	0.367
pastime	kalim kohe	0.677	0.353	0.443
pastor	pastor	0.698	0.236	0.746
pastrami	pastrami	0.542	0.415	0.348
pastry	pastë	0.870	0.407	0.419
pasture	kullotë	0.688	0.145	0.170
pasty	byrek me mish	0.479	0.363	0.375
pat	në kohën e duhur	0.418	0.377	0.340
patch	bandazh	0.439	0.288	0.283
patchwork	lara-lara	0.500	0.260	0.325
pate	tru	0.406	0.260	0.260
patella	kupë	0.430	0.260	0.342
patent	patentë	0.724	0.391	0.609
patented	patentuar	0.571	0.422	0.685
paternal	nga babai	0.776	0.353	0.755
paternity	atësi	0.704	0.590	0.806
path	rrugë	0.590	0.245	0.421
pathetic	prekës	0.088	0.464	0.139
pathological	patologjik	0.220	0.602	0.580
pathologist	patolog	0.354	0.552	0.585
pathology	patologji	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	shteg	0.646	0.410	0.519
patience	durim	0.771	0.125	0.387
patient	pacient	0.583	0.193	0.340
patio	oborr	0.562	0.245	0.402
patriarch	patrik	0.592	0.448	0.898
patriarchal	patriarkal	0.531	0.500	0.857
patrimony	pronë	0.719	0.406	0.740
patriot	patriot	0.771	0.635	0.886
patriotic	patriotik	0.875	0.509	0.933
patriotism	patriotizëm	0.708	0.635	0.848
patrol	patrullë	0.427	0.664	0.736
patrolman	polic i zonës	0.469	0.731	0.884
patron	mbrojtës	0.583	0.451	0.870
patronage	patronazh	0.583	0.490	0.583
patronising	patronizing	0.439	0.455	0.582
patronize	marr në mbrojtje	0.430	0.451	0.591
patronizing	patronizing	0.542	0.365	0.529
patter	rreh	0.312	0.635	0.451
pattern	model	0.479	0.422	0.664
paucity	pakicë	0.153	0.453	0.175
pauper	varfanjak	0.260	0.347	0.151
pause	pushim	0.429	0.188	0.264
pave	hapë	0.594	0.490	0.509
pavement	trotuar	0.460	0.353	0.475
pavilion	pavijon	0.583	0.500	0.770
paving	shtrim	0.408	0.469	0.545
paw	dorëshkrim	0.417	0.360	0.286
pawn	peng	0.390	0.321	0.187
pawnshop	dyqan pengjesh	0.396	0.439	0.519
pax	simbol i paqës	0.551	0.421	0.473
pay	paguaj	0.514	0.588	0.592
payable	për t'u paguar	0.385	0.480	0.606
payback	shpagim	0.459	0.500	0.567
paycheck	Paycheck	0.896	0.630	0.652
payday	payday	0.833	0.741	0.571
payer	pagues	0.313	0.630	0.638
payload	payload	0.612	0.510	0.682
payment	pagesë	0.629	0.452	0.643
payoff	fitim	0.740	0.644	0.673
payout	pagim	0.646	0.600	0.575
payphone	Payphone	0.469	0.360	0.370
payroll	listën e pagave	0.521	0.360	0.549
pea	bizele	0.580	0.275	0.298
peace	paqe	0.939	0.156	0.613
peaceable	paqedashës	0.776	0.134	0.453
peaceful	i qetë	0.867	0.108	0.569
peacefully	në paqe	0.901	0.190	0.639
peacekeeper	paqeruajtës	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	kohë paqe	0.949	0.180	0.579
peach	pjeshkë	0.704	0.480	0.272
peachy	i mrekullueshëm	0.755	0.479	0.388
peacock	pallua	0.786	0.449	0.458
peak	pik	0.500	0.345	0.431
peaked	me strehë	0.677	0.704	0.857
peanut	badiava	0.646	0.202	0.246
peanuts	kikirikë	0.542	0.294	0.324
pear	dardhë	0.677	0.158	0.241
pearl	margaritar	0.905	0.425	0.642
pearly	i sedeftë	0.635	0.337	0.373
peas	bizele	0.542	0.283	0.310
peasant	fshatar	0.530	0.275	0.407
peat	torfe	0.333	0.655	0.504
pebble	guralec	0.354	0.353	0.287
pecan	arrë amerikane	0.552	0.316	0.358
peck	çukit	0.202	0.530	0.321
pecker	sqep	0.459	0.509	0.375
peculiar	i veçantë	0.600	0.491	0.564
peculiarities	veçantitë	0.511	0.460	0.528
peculiarity	karakteristikë	0.439	0.452	0.652
peculiarly	çuditërisht	0.615	0.450	0.454
pecuniary	në para	0.490	0.490	0.500
pedal	pedal	0.500	0.320	0.342
pedantic	pedant	0.229	0.608	0.253
peddle	jap e marr	0.539	0.549	0.538
peddler	shitës shetitës	0.408	0.481	0.390
pedestal	piedestal	0.735	0.284	0.579
pedestrian	këmbësor	0.438	0.360	0.448
pediatric	pediatrik	0.560	0.462	0.490
pediatrician	pediatër	0.602	0.500	0.627
pediatrics	pediatri	0.750	0.380	0.596
pedicure	pedikyr	0.695	0.269	0.296
pedigree	racë	0.625	0.340	0.609
pedometer	hapamatës	0.469	0.561	0.405
pedophile	pedofil	0.051	0.724	0.430
pee	shurrë	0.449	0.529	0.391
peek	përgjim	0.486	0.360	0.411
peekaboo	peekaboo	0.592	0.607	0.412
peel	zhvishem	0.439	0.250	0.279
peep	vrimë për të përgjuar	0.573	0.317	0.269
peeper	përgjues	0.182	0.537	0.343
peephole	peephole	0.479	0.500	0.310
peer	shok	0.458	0.321	0.569
peering	duke i hedhur sytë	0.514	0.409	0.451
peerless	i pashoq	0.688	0.450	0.462
peeved	i acaruar	0.156	0.750	0.467
peg	kunj	0.520	0.357	0.393
pegs	kunjat	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	i detit të hapur	0.521	0.554	0.491
pelican	pelikan	0.573	0.391	0.380
pellet	pilulë	0.448	0.390	0.466
pelvic	i legenit	0.320	0.632	0.373
pelvis	legen	0.378	0.618	0.380
pen	stilolaps	0.622	0.194	0.250
penal	penal	0.208	0.565	0.610
penalty	dënim	0.062	0.490	0.240
penance	pendesë	0.219	0.667	0.463
penchant	dëshirë	0.688	0.480	0.609
pencil	laps	0.552	0.200	0.263
pendant	varëse	0.676	0.321	0.385
pendency	pendency	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	në pritje të	0.396	0.441	0.473
pendulum	lavjerrës	0.542	0.368	0.434
penetrate	depërtoj	0.287	0.877	0.732
penetrating	zhbirues	0.469	0.792	0.782
penetration	depërtim	0.438	0.885	0.792
penguin	pinguin	0.615	0.296	0.307
penicillin	penicilinë	0.417	0.431	0.566
penile	penile	0.490	0.736	0.491
peninsula	gadishull	0.551	0.384	0.627
penis	penis	0.354	0.810	0.556
penitent	i penduar	0.542	0.530	0.508
penitentiary	ndëshkimor	0.229	0.726	0.491
penmanship	kaligrafi	0.677	0.284	0.509
pennant	varëse	0.542	0.380	0.426
penniless	pa para	0.062	0.316	0.083
penny	peni	0.615	0.302	0.324
pension	pension	0.625	0.409	0.406
pensioner	pensionist	0.440	0.245	0.442
pensive	i zhytur në mendime	0.540	0.220	0.529
pentagon	Pentagoni	0.490	0.636	0.774
pentagram	Pentagram	0.510	0.433	0.466
penthouse	apartament nën çati	0.592	0.430	0.395
penultimate	i parafundit	0.469	0.366	0.255
people	njerëz	0.604	0.400	0.500
peopled	populluar	0.594	0.450	0.679
pep	gjallëri	0.510	0.510	0.364
pepper	piper	0.400	0.539	0.328
peppermint	karamele mente	0.720	0.264	0.271
pepperoni	spec djegës	0.796	0.472	0.358
peppy	energjik	0.677	0.529	0.438
peptic	i tretjes	0.398	0.463	0.362
peptide	peptide	0.380	0.480	0.411
perceive	perceptoj	0.653	0.490	0.655
percent	përqind	0.470	0.350	0.356
percentage	përqindje	0.469	0.400	0.553
percentile	përqindësh	0.479	0.410	0.390
perceptible	i dukshëm	0.710	0.460	0.620
perception	perceptim	0.653	0.481	0.655
perceptive	mendjehollë	0.745	0.500	0.741
perch	purtekë	0.531	0.300	0.314
perchance	ndofta	0.480	0.224	0.298
percolation	filtrim	0.397	0.417	0.415
percussion	perkusion	0.622	0.635	0.642
perdition	vdekje e përjetshme	0.135	0.656	0.496
peremptory	i prerë	0.429	0.426	0.606
perennial	gjithëvjetor	0.527	0.358	0.500
perfect	i përkryer	0.980	0.471	0.870
perfection	përsosmëri	0.881	0.745	0.934
perfectionist	perfectionist	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	i shpuar	0.219	0.607	0.344
perforation	shpim	0.365	0.668	0.578
perforce	me detyrim	0.357	0.689	0.354
perform	kryej	0.765	0.555	0.773
performance	performanca	0.750	0.520	0.672
performer	interpretues	0.541	0.530	0.708
perfume	parfum	0.740	0.472	0.463
perfumed	i parfumuar	0.816	0.471	0.509
peri	bukuroshe	0.448	0.433	0.370
peridot	peridot	0.458	0.481	0.435
peril	rrezik	0.052	0.910	0.518
perilous	i rrezikshëm	0.143	0.862	0.575
perimeter	perimetër	0.470	0.443	0.555
period	periudhë	0.396	0.324	0.588
periodic	periodik	0.677	0.324	0.508
periodical	botim periodik	0.550	0.298	0.430
periodically	periodikisht	0.480	0.314	0.515
periodicity	periodicitet	0.646	0.324	0.645
peripheral	periferik	0.406	0.406	0.549
periphery	periferi	0.469	0.360	0.366
periscope	periskop	0.604	0.375	0.609
perish	mbaroj	0.296	0.570	0.415
perishable	që prishet	0.270	0.464	0.354
perished	u zhdukën	0.135	0.596	0.225
perishing	i tmerrshëm	0.229	0.423	0.148
perjury	dëshmi e rreme	0.229	0.686	0.409
perk	përfitim	0.903	0.519	0.682
perky	i pacipë	0.896	0.792	0.673
perm	permanent	0.667	0.465	0.741
permanence	qëndrueshmëri	0.771	0.370	0.708
