Word	Tajik-tg	Valence	Arousal	Dominance
linen	либос	0.656	0.323	0.286
liner	лифт	0.469	0.396	0.400
lines	хатҳо	0.542	0.317	0.330
lineup	саф кашед	0.635	0.427	0.638
linger	лингвист	0.480	0.311	0.412
lingerie	либос	0.543	0.463	0.308
lingering	дарвозабон	0.630	0.643	0.667
lingo	линго	0.448	0.364	0.447
lingual	лаблабу	0.500	0.457	0.315
linguini	забони лотинӣ	0.625	0.338	0.355
linguist	лингвист	0.583	0.330	0.634
linguistic	лингвистӣ	0.646	0.351	0.618
linguistics	лингвистика	0.552	0.390	0.618
lining	ангиштсанг	0.571	0.363	0.472
link	Садо Ояндасоз	0.427	0.264	0.491
linoleum	линолеум	0.510	0.378	0.402
lint	линза	0.388	0.173	0.214
lion	шер	0.532	0.717	0.682
lip	ламс	0.541	0.348	0.443
liposuction	liposuction	0.292	0.684	0.464
lipstick	ламс	0.653	0.429	0.306
liquefaction	моеъ	0.449	0.622	0.535
liquefied	моеъ	0.562	0.463	0.342
liqueur	ликёр	0.670	0.612	0.389
liquid	моеъ	0.562	0.235	0.307
liquidate	барҳам диҳанд	0.327	0.654	0.664
liquidation	барҳамдиҳӣ	0.417	0.625	0.649
liquidator	барҳамдиҳанда	0.354	0.663	0.750
liquidity	пардохтпазирӣ	0.688	0.529	0.534
liquor	сӯзишворӣ	0.603	0.702	0.433
lira	NO TRANSLATION	0.530	0.255	0.370
lisp	ламп	0.365	0.412	0.288
list	рӯйхат	0.528	0.260	0.402
listen	гӯш кардан	0.771	0.360	0.445
listener	шунавандагон	0.667	0.375	0.403
listenting	NO TRANSLATION	0.640	0.377	0.491
listing	рӯйхат	0.438	0.273	0.432
listless	бесабаб нест	0.219	0.350	0.231
listneing	NO TRANSLATION	0.531	0.370	0.433
litany	литр	0.510	0.365	0.482
liter	литр	0.573	0.208	0.382
literacy	саводнокӣ	0.730	0.306	0.638
literal	аслан	0.570	0.353	0.574
literally	аслан	0.571	0.353	0.673
literary	адабиёт	0.719	0.324	0.667
literature	адабиёт	0.708	0.250	0.598
lithe	литсе	0.656	0.596	0.602
lithium	lithium	0.417	0.330	0.430
lithograph	литографӣ	0.551	0.327	0.481
lithography	литография	0.561	0.346	0.473
lithology	литология	0.519	0.378	0.525
lithosphere	литосфера	0.473	0.333	0.689
litigant	дудила	0.219	0.577	0.696
litigate	драйвер	0.260	0.819	0.712
litigation	парвандаи судӣ	0.388	0.760	0.602
litigator	литератор	0.429	0.630	0.732
litigious	литсензия	0.360	0.736	0.632
litter	якдида	0.255	0.551	0.110
little	каме	0.385	0.160	0.213
littlethings	чизҳои майда чуйда	0.740	0.311	0.242
littoral	литорзия	0.551	0.387	0.452
liturgy	литр	0.490	0.327	0.568
live	зиндагӣ мекунанд	0.880	0.673	0.676
livelife	livelife	0.792	0.624	0.664
livelihood	воситаҳои зиндагӣ	0.698	0.481	0.721
lively	зинда аст	0.847	0.810	0.642
liven	лента	0.708	0.713	0.673
liver	ҷигар	0.439	0.290	0.385
livery	зинда аст	0.510	0.417	0.429
livestock	чорво	0.729	0.420	0.519
livid	лимит	0.469	0.788	0.490
living	зиндагӣ	0.865	0.608	0.727
lizard	ландшафт	0.378	0.375	0.324
llama	латма	0.490	0.590	0.519
lml	lml	0.448	0.519	0.385
load	боркаш	0.385	0.417	0.528
loader	боркунак	0.562	0.377	0.686
loaf	нон	0.755	0.250	0.277
loafer	loafer	0.235	0.396	0.254
loam	loam	0.469	0.373	0.673
loan	қарз	0.552	0.480	0.352
loath	хафа нашавед	0.135	0.714	0.445
loathe	нофармонанд	0.094	0.730	0.429
loathful	хафа шуд	0.068	0.740	0.358
loathing	хафа нашавед	0.083	0.796	0.368
loathsome	нопадид шудааст	0.120	0.694	0.343
lobby	лобби	0.625	0.427	0.472
lobbyist	lobbyist	0.385	0.527	0.565
lobe	лоба	0.459	0.364	0.352
lobotomy	lobotomy	0.296	0.598	0.402
lobster	харчанги баҳрӣ	0.571	0.356	0.291
local	маҳаллӣ	0.656	0.269	0.452
locale	маҳаллӣ	0.449	0.387	0.352
locality	маҳаллӣ	0.582	0.336	0.464
localization	маҳаллӣ	0.552	0.330	0.545
localize	маҳаллӣ	0.520	0.481	0.679
localized	маҳаллӣ	0.490	0.460	0.621
locate	дарёфт кунед	0.583	0.520	0.786
location	макон	0.615	0.375	0.546
locator	locator	0.480	0.426	0.614
loch	луч	0.449	0.235	0.425
lock	қулф	0.271	0.585	0.600
locker	locker	0.439	0.300	0.393
locket	қолин	0.615	0.327	0.616
locksmith	косметикӣ	0.510	0.417	0.491
lockup	lockup	0.240	0.602	0.617
loco	loco	0.306	0.774	0.226
locomotion	locomotion	0.470	0.600	0.595
locomotive	локомотив	0.542	0.650	0.721
locust	малах	0.479	0.412	0.417
lode	NO TRANSLATION	0.365	0.423	0.318
lodge	манзил	0.656	0.356	0.474
lodger	манзил	0.480	0.448	0.304
lodging	манзил	0.713	0.286	0.527
loft	якранг	0.510	0.378	0.343
lofty	олӣ	0.755	0.306	0.569
log	қайд кардан	0.591	0.371	0.395
logarithm	логоритм	0.520	0.439	0.551
logarithmic	логоритмикӣ	0.469	0.458	0.606
logic	мантиқ	0.646	0.245	0.819
logical	мантиқан	0.805	0.400	0.648
logistics	логистика	0.633	0.500	0.730
logo	logo	0.469	0.296	0.565
logotype	logotype	0.480	0.337	0.509
loin	NO TRANSLATION	0.420	0.298	0.379
lollipop	lollipop	0.628	0.483	0.357
lone	танҳо	0.198	0.204	0.367
loneliness	танҳоӣ	0.146	0.182	0.222
lonely	танҳоӣ	0.250	0.226	0.238
loner	loner	0.347	0.152	0.221
lonesome	оҳиста-оҳиста	0.281	0.213	0.336
long	дароз	0.541	0.353	0.543
longboat	дарозмӯҳлат	0.551	0.454	0.490
longevity	дарозмӯҳлат	0.750	0.353	0.745
longing	хурсандӣ	0.604	0.434	0.560
longitude	дарозӣ	0.479	0.310	0.516
longitudinal	дарозмуддат	0.542	0.398	0.582
longitudinally	данд	0.541	0.380	0.569
longtime	муддати дароз	0.362	0.442	0.546
loo	данд	0.385	0.357	0.283
look	назар	0.719	0.429	0.615
looker	назар	0.583	0.354	0.451
lookout	нигоҳ кардан	0.698	0.538	0.639
loom	данд	0.531	0.245	0.325
looming	Мебошанд	0.367	0.750	0.528
loon	лона	0.429	0.392	0.325
loony	loony	0.439	0.474	0.295
loop	давр	0.516	0.343	0.317
loophole	манъ аст	0.406	0.755	0.491
loopy	чарх	0.438	0.520	0.195
loose	фуҷур	0.573	0.312	0.365
loosen	loosen	0.487	0.337	0.218
loosening	пӯшидан	0.378	0.343	0.295
loot	лой	0.604	0.711	0.537
lop	лоп	0.429	0.363	0.426
lopsided	бесабаб нест	0.125	0.500	0.272
lord	Худованд	0.618	0.327	0.684
lords	лордҳо	0.571	0.356	0.781
lordship	раҳмдилӣ	0.573	0.557	0.736
lore	Леонардо	0.719	0.373	0.768
lorry	Хоруғ	0.521	0.481	0.402
lose	гум шудан	0.115	0.538	0.176
loser	бебарор	0.083	0.510	0.155
losing	гумшуда	0.076	0.686	0.223
loss	талафот	0.062	0.567	0.211
lost	гум шудааст	0.199	0.663	0.148
lot	бисёр	0.531	0.215	0.370
lotion	lotion	0.724	0.261	0.188
lots	қуръа	0.604	0.417	0.424
lottery	лотерея	0.771	0.731	0.491
lotto	lotto	0.760	0.635	0.475
lotus	lotus	0.604	0.377	0.510
loud	баланд аст	0.573	0.650	0.870
loudly	бо овози баланд	0.541	0.755	0.667
loudmouth	Садо Ояндасоз	0.337	0.615	0.456
loudness	баландгӯӣ	0.350	0.582	0.620
loudspeaker	баландгӯяк	0.490	0.735	0.689
lounge	лона	0.592	0.245	0.466
lounging	lounging	0.735	0.167	0.449
louse	лес	0.184	0.439	0.154
lousy	зебо	0.125	0.482	0.234
lovable	зебо	0.948	0.335	0.565
love	муҳаббат	1.000	0.519	0.673
loved	дӯст медошт	0.927	0.452	0.582
lovee	lovee	0.949	0.592	0.611
loveee	хандид	0.927	0.592	0.693
loveless	беаҳамият	0.102	0.365	0.216
lovelife	NO TRANSLATION	0.837	0.610	0.592
loveliness	қашшоқӣ	0.959	0.509	0.750
lovelovelove	NO TRANSLATION	0.948	0.582	0.554
lovely	зебо	0.917	0.456	0.741
lovemaking	дӯст медорад	0.969	0.927	0.814
lovemylife	NO TRANSLATION	0.896	0.800	0.573
lover	лев	0.881	0.816	0.750
lovesick	дӯст медорад	0.796	0.842	0.500
lovethis	дӯст медорад	0.867	0.552	0.526
loving	муҳаббат	0.948	0.612	0.636
lovinglife	муҳаббат	0.979	0.404	0.673
lovinlife	Садо Ояндасоз	0.714	0.460	0.544
low	паст аст	0.292	0.220	0.102
lowdown	пастсифат	0.306	0.441	0.441
lower	пасттар	0.327	0.296	0.258
lowering	паст кардан	0.286	0.363	0.236
lowest	пасттарин	0.312	0.304	0.129
lowlands	дарвоза	0.323	0.290	0.331
lowlife	Дунёи иқтисод	0.296	0.529	0.309
lowly	пастсифат	0.562	0.294	0.417
lox	лӯхтак	0.490	0.373	0.318
loyal	содиқона	0.896	0.265	0.657
loyalty	содиқона	0.885	0.406	0.793
lsd	lsd	0.375	0.471	0.390
luau	Луау	0.594	0.545	0.296
lube	шад	0.552	0.490	0.411
lubricant	молидан	0.656	0.550	0.454
lubricate	молидан	0.552	0.490	0.470
lubrication	молидан	0.624	0.646	0.491
lucid	хулоса	0.771	0.490	0.705
luck	Шукурҷон Зуҳуров	0.854	0.490	0.717
luckiest	хушбахттарин	0.917	0.690	0.852
lucky	хушбахт	0.960	0.610	0.793
luckygirl	Лукагирл	0.781	0.712	0.471
lucrative	фоидаовар	0.729	0.519	0.798
ludicrous	лидери	0.137	0.553	0.274
lug	данд	0.344	0.443	0.340
luggage	бағоҷ	0.561	0.226	0.319
lukewarm	ширгарм	0.573	0.300	0.241
lull	лифт	0.602	0.130	0.402
lullaby	lullaby	0.796	0.156	0.339
lumbar	ломбард	0.323	0.418	0.342
lumber	гӯр	0.517	0.184	0.373
lumbering	лондинг	0.354	0.561	0.655
lumberjack	lumberjack	0.500	0.660	0.726
luminescent	ламинанс	0.796	0.550	0.526
luminous	равшанӣ	0.918	0.392	0.783
lump	лӯбиё	0.438	0.337	0.463
lumpy	лаблабу	0.271	0.378	0.365
lunacy	зебоӣ	0.132	0.847	0.330
lunar	моҳ	0.562	0.296	0.427
lunatic	лонача	0.125	0.792	0.442
lunch	хӯрокворӣ	0.880	0.410	0.542
lunchbox	қуттии наҳор	0.663	0.346	0.346
luncheon	хӯрокворӣ	0.837	0.240	0.441
lunchtime	хӯроки нисфирӯзӣ	0.896	0.398	0.444
lung	шуш	0.510	0.292	0.629
lunge	лона	0.354	0.721	0.509
lungs	шуш	0.531	0.352	0.555
lurch	Садо Ояндасоз	0.404	0.694	0.363
lure	Бештар	0.439	0.565	0.300
lurid	шохис	0.186	0.833	0.536
lurk	резед	0.219	0.740	0.655
lurking	дарвоқеъ	0.421	0.781	0.575
luscious	зебо	0.885	0.552	0.545
lush	лаб	0.740	0.783	0.833
lust	шиддат	0.469	0.944	0.518
luster	латофат	0.833	0.566	0.558
lustful	лутфан	0.427	0.896	0.643
lustrous	заиф	0.771	0.606	0.598
lusty	лутфан	0.469	0.941	0.673
lute	люкс	0.459	0.407	0.500
luxuriant	кистанд?	0.760	0.745	0.812
luxurious	лампед	0.947	0.644	0.754
luxury	лифт	0.932	0.673	0.750
lycra	литр	0.520	0.449	0.328
lye	lye	0.378	0.396	0.443
lying	хоб	0.208	0.704	0.317
lymph	лимф	0.398	0.510	0.390
lymphatic	лимфатикӣ	0.380	0.509	0.472
lymphoma	лимфом	0.208	0.645	0.330
lynch	линч	0.167	0.885	0.482
lynching	линчинг	0.135	0.920	0.548
lynx	Линкс	0.510	0.590	0.567
lyre	литр	0.719	0.347	0.414
lyric	лирикӣ	0.702	0.269	0.464
lyrical	лирикӣ	0.708	0.451	0.618
lyrics	сурудҳо	0.582	0.214	0.333
macadamia	macadamia	0.635	0.330	0.434
macarena	макарена	0.802	0.601	0.368
macaroni	макарони	0.816	0.410	0.382
mace	мим	0.450	0.412	0.415
mach	mach	0.541	0.432	0.463
machete	данд	0.260	0.690	0.474
machine	мошин	0.510	0.500	0.707
machinery	техникӣ	0.458	0.615	0.629
machinist	мошинсозӣ	0.490	0.598	0.721
macho	macho	0.643	0.690	0.676
mackerel	макрел	0.418	0.423	0.426
macro	макро	0.552	0.469	0.647
mad	девона	0.219	0.873	0.277
madam	шавҳар	0.580	0.308	0.571
madame	девона	0.604	0.500	0.635
madden	madden	0.329	0.602	0.457
madder	Маздак	0.323	0.853	0.267
mademoiselle	NO TRANSLATION	0.752	0.459	0.461
mademyday	мим	0.694	0.573	0.537
madhouse	хазина	0.156	0.736	0.440
madman	девона	0.135	0.880	0.312
madness	девона	0.104	0.804	0.440
maestro	Maestro	0.823	0.357	0.849
mafia	мафия	0.204	0.867	0.676
magazine	маҷалла	0.615	0.332	0.377
mage	mage	0.622	0.373	0.453
magenta	magenta	0.635	0.275	0.415
maggot	данд	0.235	0.500	0.235
magic	ҷодугарӣ	0.868	0.663	0.578
magical	ҷодугарӣ	0.875	0.651	0.595
magician	ҷодугар	0.714	0.657	0.551
magistrate	судя	0.587	0.541	0.904
magma	magma	0.323	0.623	0.609
magna	манъ кунед	0.605	0.490	0.652
magnate	бузургтарин	0.627	0.708	0.868
magnesium	магний	0.542	0.320	0.321
magnet	магнит	0.571	0.318	0.553
magnetic	магнитӣ	0.612	0.529	0.673
magnetism	магнизм	0.630	0.529	0.741
magnetite	магнитӣ	0.531	0.490	0.581
magnification	афзоиш	0.890	0.615	0.880
magnificence	шӯҳрат	0.802	0.810	0.920
magnificent	зебост	1.000	0.680	0.886
magnifier	калонсолон	0.469	0.216	0.345
magnify	шукргузорӣ кунед	0.729	0.561	0.839
magnifying	калонсолон	0.594	0.265	0.406
magnitude	андоза	0.608	0.613	0.774
magnolia	magnolia	0.558	0.343	0.379
magpie	магпие	0.500	0.458	0.327
mahi mahi	NO TRANSLATION	0.510	0.410	0.398
mahjong	Маҳмҷон	0.556	0.418	0.440
mahogany	Маҳгорӣ	0.602	0.225	0.393
maid	лутфан	0.406	0.324	0.300
maiden	духтар	0.755	0.396	0.461
mail	почта	0.615	0.231	0.548
mailbox	паём	0.573	0.222	0.404
mailing	фиристодан	0.688	0.324	0.375
mailman	mailman	0.659	0.418	0.462
maim	NO TRANSLATION	0.133	0.724	0.496
main	асосӣ	0.667	0.510	0.811
mainframe	асосӣ	0.531	0.490	0.557
mainland	анбор	0.680	0.407	0.806
mainstay	асосӣ	0.694	0.400	0.713
mainstream	асосан	0.653	0.527	0.660
maintain	нигоҳдорӣ	0.684	0.398	0.647
maintenance	нигоҳдорӣ	0.592	0.410	0.545
majestic	шодбошӣ	0.948	0.731	0.906
majesty	олӣ	0.823	0.602	0.955
major	калон	0.684	0.538	0.874
majority	аксаран	0.684	0.560	0.930
make	кунад	0.684	0.420	0.480
makeover	Бештар	0.771	0.510	0.596
maker	истеҳсолкунанда	0.698	0.544	0.706
makeshift	созишнома	0.479	0.611	0.389
makesmehappy	NO TRANSLATION	0.894	0.663	0.712
makesmemad	NO TRANSLATION	0.296	0.643	0.500
makeup	ороиш додан	0.740	0.333	0.331
makingdisciples	NO TRANSLATION	0.684	0.402	0.664
malady	задааст	0.190	0.686	0.304
malaise	бадбахт	0.150	0.600	0.161
malaria	табларза	0.125	0.653	0.304
malarkey	молкарди	0.396	0.500	0.465
male	мард	0.612	0.532	0.695
malevolent	бадкор	0.094	0.854	0.613
malfeasance	манъ аст	0.062	0.745	0.325
malformation	моликият	0.083	0.602	0.357
malfunction	дуруст кор накардан	0.125	0.577	0.229
malice	NO TRANSLATION	0.073	0.811	0.492
malicious	бадкирдор	0.177	0.765	0.607
malign	бадбахтӣ	0.140	0.765	0.481
malignancy	малина	0.149	0.814	0.614
malignant	бадбахт	0.143	0.824	0.370
maligned	бадбахт	0.102	0.684	0.218
mall	мм	0.724	0.663	0.492
malleable	Мултимедиа	0.500	0.500	0.391
mallet	маллет	0.354	0.390	0.483
malnutrition	норасоии ғизо	0.024	0.592	0.277
malpractice	манфӣ	0.094	0.559	0.330
malt	malt	0.750	0.373	0.324
mama	модарам	0.860	0.413	0.728
mambo	mambo	0.808	0.622	0.445
mamma	NO TRANSLATION	0.600	0.358	0.449
mammal	ширин	0.618	0.449	0.421
mammoth	маммот	0.480	0.471	0.537
mammy	мм	0.680	0.415	0.436
man	мард	0.688	0.427	0.767
manage	идора кардан	0.560	0.530	0.719
manageable	идора карда мешаванд	0.750	0.361	0.655
management	идора	0.792	0.491	0.806
manager	менеҷер	0.625	0.549	0.897
managerial	идоракунӣ	0.604	0.520	0.791
mandamus	mandamus	0.439	0.577	0.556
mandarin	mandarin	0.625	0.398	0.491
mandate	мандат	0.448	0.670	0.779
mandatory	ҳатмист	0.271	0.667	0.777
mandible	манъ карда шудааст	0.510	0.431	0.500
mandolin	mandolin	0.708	0.433	0.367
mandrel	мандон	0.310	0.490	0.481
mane	NO TRANSLATION	0.521	0.277	0.373
maneuver	maneuver	0.615	0.663	0.608
maneuvering	маневр	0.635	0.640	0.745
mange	NO TRANSLATION	0.311	0.558	0.348
manger	Мандарин	0.656	0.276	0.398
mangle	NO TRANSLATION	0.292	0.449	0.355
mango	анбаҳ	0.765	0.327	0.290
mangosteen	Мангостин	0.562	0.500	0.414
mangy	Манго	0.214	0.698	0.270
manhole	манфӣ	0.378	0.500	0.516
manhood	мардона	0.625	0.735	0.858
manhunt	манфӣ	0.145	0.925	0.657
mania	мания	0.290	0.683	0.382
maniac	манас	0.120	0.849	0.431
maniacal	мантиқан	0.200	0.848	0.500
manic	Маник	0.054	0.892	0.368
manicure	маникӣ	0.706	0.308	0.284
manicurist	manicurist	0.583	0.352	0.341
manifest	ошкор мекунанд	0.667	0.647	0.704
manifestation	нишондиҳанда	0.583	0.750	0.655
manifested	нишон дод	0.580	0.618	0.667
manifestly	ошкор карда шудааст	0.469	0.588	0.577
manifesto	нишон дода шудааст	0.646	0.519	0.676
manifold	Манфӣ	0.500	0.461	0.435
manipulate	истифода баред	0.255	0.700	0.772
manipulation	манъ кардан	0.188	0.775	0.536
manipulative	мантиқӣ	0.177	0.724	0.546
mankind	инсоният	0.823	0.471	0.768
manly	марди	0.698	0.633	0.846
manna	манна	0.698	0.294	0.544
manned	одам	0.551	0.588	0.484
mannequin	маннка	0.427	0.302	0.295
manner	тарз	0.618	0.250	0.320
mannered	хомӯш	0.469	0.556	0.291
manners	шавқманд	0.816	0.284	0.517
manor	манор	0.646	0.358	0.738
manpower	қувваи корӣ	0.531	0.620	0.543
mansion	масолеҳ	0.847	0.490	0.717
mansions	хонаҳо	0.735	0.529	0.777
manslaughter	хондан	0.090	0.920	0.473
mantel	mantel	0.500	0.265	0.471
mantis	монитор	0.480	0.355	0.421
mantle	mantle	0.510	0.269	0.422
mantra	mantra	0.396	0.249	0.357
manual	дастур	0.635	0.245	0.449
manufacture	истеҳсолот	0.868	0.703	0.780
manufacturer	истеҳсолкунанда	0.688	0.537	0.830
manufacturing	истеҳсолот	0.653	0.613	0.804
manure	поруи	0.250	0.471	0.241
manuscript	матн	0.510	0.208	0.540
map	харита	0.561	0.229	0.463
maple	maple	0.541	0.390	0.339
mar	Мар	0.622	0.544	0.545
marathon	марафон	0.646	0.778	0.740
marble	мармар	0.604	0.212	0.667
marbled	Марблан	0.396	0.385	0.418
marbles	марбҳои	0.714	0.345	0.241
march	март	0.531	0.200	0.483
mare	NO TRANSLATION	0.541	0.320	0.417
margarine	маргарин	0.530	0.316	0.333
margarita	Маргарита	0.750	0.438	0.420
margin	марж	0.500	0.219	0.331
marginal	marginal	0.235	0.644	0.345
mariachi	Мариахи	0.710	0.559	0.609
marijuana	Маричуана	0.312	0.779	0.558
marinara	Маринара	0.657	0.388	0.435
marine	Марафон	0.633	0.471	0.679
mariner	mariner	0.652	0.491	0.676
marital	никоҳ	0.760	0.529	0.500
maritime	баҳр	0.646	0.490	0.713
mark	қайд кардан	0.491	0.231	0.600
marked	қайд карда мешавад	0.592	0.358	0.554
marker	marker	0.500	0.333	0.605
market	бозор	0.724	0.480	0.521
marketable	бозор	0.746	0.545	0.664
marketing	маркетинг	0.521	0.774	0.675
marketplace	бозор	0.698	0.420	0.525
marks	нишонаҳо	0.430	0.480	0.424
marksman	қайд кардан	0.500	0.833	0.692
marksmanship	қайд кардан	0.573	0.531	0.664
marl	Марл	0.372	0.471	0.351
marmalade	marmalade	0.729	0.370	0.288
maroon	maroon	0.469	0.358	0.336
marooned	Мария	0.229	0.480	0.160
marquee	Маргарита	0.602	0.284	0.508
marquis	Маркис	0.521	0.444	0.562
marred	задааст	0.181	0.561	0.233
marriage	издивоҷ	0.844	0.684	0.750
married	издивоҷ кард	0.674	0.570	0.602
marrow	иликҳо	0.398	0.422	0.472
marry	никоҳ	0.896	0.765	0.673
marsh	Марш	0.302	0.358	0.277
marshal	Маршал	0.469	0.610	0.819
marshmallow	Маршмалло	0.740	0.441	0.391
mart	март	0.531	0.402	0.418
martial	муборак	0.480	0.710	0.737
martingale	martingale	0.469	0.510	0.455
