Word	Yiddish-yi	Valence	Arousal	Dominance
killer	קיללער	0.041	0.971	0.543
killing	מאָרד	0.080	0.959	0.696
killjoy	killjoy	0.178	0.550	0.324
kiln	קילן	0.451	0.423	0.414
kilo	NO TRANSLATION	0.438	0.358	0.461
kilogram	קילאָ	0.510	0.260	0.455
kilometer	kilometer	0.490	0.439	0.485
kilt	kilt	0.448	0.346	0.348
kimono	קימאָנאָ	0.643	0.280	0.363
kin	קען	0.543	0.441	0.457
kind	מין	0.918	0.240	0.618
kindergarten	קינדער - גאָרטן	0.833	0.462	0.308
kindling	קינדלינג	0.520	0.651	0.421
kindness	גוטהאַרציקייַט	0.938	0.350	0.508
kindred	קרוב	0.760	0.418	0.517
kinematics	kinematics	0.594	0.480	0.614
kinesiology	כינעזיש	0.491	0.480	0.633
kinetic	קינעטיק	0.582	0.540	0.537
king	מלך	0.677	0.690	0.892
king snake	מלך שלאַנג	0.458	0.835	0.647
kingdom	מלכות	0.714	0.547	0.910
kingpin	kingpin	0.357	0.626	0.642
kink	kink	0.337	0.634	0.321
kinky	קינקי	0.449	0.558	0.361
kinship	שייכות	0.771	0.300	0.652
kiosk	קיאָסק	0.500	0.286	0.321
kirk	קירק	0.510	0.390	0.388
kiss	קוש	0.967	0.813	0.630
kisser	קיססער	0.844	0.682	0.618
kissy	קיסי	0.874	0.684	0.402
kit	kit	0.583	0.344	0.420
kitchen	קיך	0.700	0.234	0.398
kite	לאָזן	0.643	0.500	0.573
kitten	קעצל	0.816	0.343	0.260
kiwi	קיווי	0.646	0.273	0.282
klutz	קלאָזעט	0.275	0.451	0.356
knack	קלאַפּ	0.562	0.518	0.820
knapsack	ראַקינג	0.551	0.317	0.268
knead	knead	0.490	0.457	0.345
knee	קני	0.520	0.245	0.396
kneecap	קנעעפּאַפּ	0.427	0.360	0.440
kneel	קני	0.426	0.417	0.217
kneeling	קניען	0.245	0.435	0.144
knell	קלאָץ	0.354	0.500	0.377
knick	נאַקעט	0.480	0.509	0.420
knickers	knickers	0.552	0.428	0.328
knife	מעסער	0.344	0.717	0.573
knight	ריטער	0.780	0.441	0.835
knighthood	knighthood	0.740	0.660	0.769
knit	שטריקן	0.630	0.144	0.295
knob	קנופּ	0.340	0.360	0.272
knock	קלאַפּ	0.312	0.531	0.527
knockoff	קנאָקקאָפף	0.350	0.606	0.240
knockout	האק ארויס	0.388	0.755	0.664
knoll	קלאַפּ	0.434	0.347	0.333
knot	קנאָט	0.541	0.221	0.408
knots	נאַץ	0.418	0.346	0.267
knotted	קנאָטטעד	0.226	0.412	0.294
know	וויסן	0.765	0.361	0.704
knowing	וויסן	0.833	0.353	0.658
knowingly	וויסנדיק	0.500	0.459	0.481
knowledge	וויסן	0.847	0.430	0.896
knowledgeable	וויסן	0.865	0.455	0.971
knuckle	נאַקאַל	0.655	0.333	0.393
knucklehead	knucklehead	0.157	0.485	0.288
knuckles	נאַקאַלז	0.271	0.461	0.320
koala	קאָאַלאַ	0.608	0.210	0.311
kook	NO TRANSLATION	0.417	0.471	0.398
kooky	קאָכן	0.418	0.582	0.366
kool-aid	קול-הילף	0.531	0.318	0.393
kos	kos	0.500	0.471	0.407
kosher	קאָשער	0.469	0.443	0.312
kraut	NO TRANSLATION	0.388	0.500	0.390
kris	קריס	0.427	0.417	0.407
kryptonite	קריפּטאָניטע	0.306	0.690	0.588
kudos	kudos	0.925	0.587	0.642
kumquat	kumquat	0.417	0.426	0.390
lab	לאַב	0.479	0.500	0.600
label	פירמע	0.582	0.245	0.423
labor	אַרבעט	0.594	0.639	0.754
laboratory	לאַבאָראַטאָריע	0.571	0.490	0.537
labored	labored	0.646	0.451	0.637
laborer	ארבעטער	0.561	0.510	0.698
laboring	ארבעטן	0.705	0.644	0.737
laborious	לאַבאָריאַס	0.393	0.635	0.709
labyrinth	לאַבירינטה	0.479	0.811	0.491
lac	לאַק	0.408	0.418	0.331
lace	שנירל	0.625	0.200	0.293
laceration	laceration	0.143	0.667	0.443
lack	פעלן	0.250	0.365	0.242
lackey	מאַנגיי	0.260	0.510	0.166
lacking	פעלנדיק	0.229	0.375	0.121
lackluster	מאַנגללאַסטער	0.250	0.311	0.264
lacquer	לאַקער	0.510	0.353	0.258
lacrosse	lacrosse	0.573	0.656	0.509
lactose	לאַקטאָוס	0.479	0.290	0.433
lad	יינגל	0.637	0.388	0.336
ladder	לייטער	0.560	0.438	0.358
laddie	ליידי	0.668	0.539	0.391
laden	laden	0.392	0.478	0.554
lading	לאָודינג	0.388	0.463	0.409
ladle	לאָך	0.531	0.368	0.352
lady	דאַמע	0.854	0.481	0.602
lady bug	NO TRANSLATION	0.490	0.434	0.381
ladybug	ליידיבאַג	0.602	0.400	0.224
ladylike	דאַמעיקע	0.592	0.559	0.538
ladyship	ladyship	0.561	0.480	0.822
lag	lag	0.220	0.375	0.246
lager	NO TRANSLATION	0.584	0.480	0.353
lagging	lagging	0.135	0.538	0.277
lagoon	lagoon	0.660	0.231	0.373
lair	ליר	0.469	0.438	0.392
laity	laity	0.510	0.320	0.487
lake	טייך	0.694	0.196	0.425
lama	NO TRANSLATION	0.560	0.320	0.400
lamb	לאַם	0.646	0.284	0.321
lame	לאָם	0.145	0.410	0.217
lament	קלאָג	0.198	0.398	0.352
lamenting	קלאַמינג	0.156	0.390	0.254
lamina	lamina	0.510	0.314	0.408
laminated	לאַמאַנייטאַד	0.417	0.304	0.373
lamp	לאָמפּ	0.510	0.260	0.309
lamppost	lamppost	0.420	0.337	0.455
lance	לאַנס	0.406	0.620	0.587
lancer	לאַנסער	0.417	0.528	0.519
land	לאַנד	0.582	0.260	0.616
landed	landed	0.709	0.620	0.480
landfall	לאַנדפאַל	0.521	0.434	0.407
landfill	landfill	0.398	0.423	0.324
landing	לאַנדינג	0.552	0.696	0.596
landlady	באַלעבאָסטע	0.677	0.303	0.417
landlocked	landlocked	0.280	0.391	0.367
landlord	באַלעבאָס	0.684	0.500	0.858
landmark	לאַנדמאַרק	0.694	0.355	0.681
lands	לענדער	0.594	0.280	0.492
landscape	landscape	0.719	0.176	0.423
landscaping	landscaping	0.823	0.379	0.519
landslide	לעסליווידע	0.250	0.864	0.530
lane	ליניע	0.449	0.490	0.451
language	שפּראַך	0.677	0.337	0.704
languid	לאַנג	0.281	0.270	0.283
languish	לאַנגגיש	0.235	0.408	0.382
languishing	לאַנגגווישינג	0.308	0.459	0.353
lanky	לאַנגיק	0.412	0.426	0.370
lantern	לאַנטערן	0.622	0.250	0.243
lap	lap	0.583	0.510	0.412
lapdog	lapdog	0.388	0.490	0.269
lapel	lapel	0.460	0.287	0.288
lapse	לויף	0.420	0.316	0.281
lapsed	לאַפּטאַד	0.357	0.333	0.276
laptop	לאַפּטאַפּ	0.724	0.270	0.519
larceny	לאַקס	0.272	0.821	0.454
lard	לאַרד	0.427	0.239	0.179
larder	לאַרדער	0.656	0.290	0.509
large	גרויס	0.704	0.565	0.736
larger	גרעסער	0.729	0.654	0.763
largo	NO TRANSLATION	0.521	0.480	0.517
lark	לאַר	0.570	0.292	0.352
larva	לאַרוואַ	0.245	0.423	0.254
laryngitis	לערגעריטיס	0.125	0.500	0.370
larynx	לאַרענקס	0.460	0.420	0.402
lasagna	לאַזאַניאַ	0.719	0.441	0.396
laser	לאַזער	0.469	0.531	0.769
lash	לאַש	0.235	0.794	0.609
lass	מאַך	0.656	0.536	0.433
lasso	lasso	0.438	0.460	0.339
lastday	NO TRANSLATION	0.309	0.580	0.463
lasting	בלייַביק	0.804	0.535	0.745
lastminute	לעצטע מינוט	0.418	0.582	0.385
latch	לאַטש	0.395	0.263	0.288
late	שפּעט	0.245	0.358	0.315
lateness	לייטנאַס	0.214	0.388	0.343
latent	latent	0.469	0.500	0.653
lateral	lateral	0.469	0.370	0.322
laterally	ייטאַמז	0.562	0.255	0.450
latex	לייטעקס	0.479	0.413	0.325
lathe	lathe	0.510	0.450	0.425
lather	לאַדער	0.635	0.327	0.313
latitude	latitude	0.562	0.306	0.490
latrine	latrine	0.380	0.353	0.176
latrines	לאַטרינז	0.214	0.462	0.267
latte	latte	0.615	0.320	0.311
lattice	לאַטאַס	0.406	0.420	0.349
laud	לייד	0.493	0.427	0.383
laudable	לאָדאַבלע	0.740	0.472	0.682
laudation	לאָדאַטיאָן	0.542	0.547	0.623
laudatory	לאָדאַטאָרי	0.612	0.417	0.450
laugh	laugh	0.980	0.639	0.587
laughable	לאָנטשאַבלע	0.592	0.627	0.298
laughing	לאכן	0.906	0.596	0.534
laughingstock	NO TRANSLATION	0.427	0.779	0.312
laughs	laughs	0.812	0.846	0.425
laughter	געלעכטער	0.959	0.654	0.588
launch	קאַטער	0.684	0.814	0.598
launcher	לאָנטשער	0.677	0.745	0.808
launches	לאָנטשיז	0.490	0.663	0.602
launder	לאָנגער	0.479	0.450	0.349
laundering	לאָנדערינג	0.439	0.327	0.444
laundry	וועש	0.644	0.292	0.377
laureate	לאָריאַט	0.724	0.402	0.702
laurel	לאָראַל	0.646	0.146	0.302
laurels	לאָראַלז	0.684	0.279	0.545
lava	לאַוואַ	0.280	0.539	0.615
lavage	lavage	0.615	0.467	0.361
lavatory	קלאָזעט	0.510	0.400	0.259
lavender	לאַוואַנדע	0.812	0.198	0.388
lavish	אַוואַדע	0.792	0.648	0.730
law	law	0.740	0.590	0.815
lawful	lawful	0.660	0.394	0.780
lawless	lawless	0.219	0.690	0.420
lawlessness	לאָלאַסנאַס	0.156	0.804	0.509
lawman	lawman	0.510	0.523	0.786
lawn	לאָנקע	0.686	0.153	0.192
lawnmower	גראז - שניידער	0.480	0.531	0.355
lawsuit	פּראָצעס	0.219	0.794	0.611
lawyer	אדוואקאט	0.521	0.569	0.784
lax	לאַקס	0.430	0.401	0.300
laxative	לאַקסאַטיוו	0.271	0.550	0.528
lay	lay	0.521	0.336	0.491
layaway	layaway	0.429	0.510	0.451
layer	שיכט	0.500	0.208	0.366
layered	layered	0.571	0.306	0.436
layman	layman	0.531	0.339	0.424
layout	אויסלייג	0.615	0.442	0.557
layover	layover	0.520	0.355	0.500
laziness	פוילקייַט	0.271	0.240	0.132
lazy	פויל	0.392	0.264	0.096
lazyday	NO TRANSLATION	0.337	0.319	0.145
lea	lea	0.583	0.294	0.358
lead	פירן	0.323	0.657	0.455
leaded	leaded	0.439	0.625	0.595
leader	leader	0.833	0.582	0.926
leadership	leadership	0.870	0.690	0.983
leading	פירן	0.823	0.698	0.954
leads	פירט	0.530	0.471	0.615
leaf	בלאַט	0.583	0.156	0.294
leaflet	בוקלעט	0.490	0.206	0.375
leafy	leafy	0.653	0.530	0.700
league	league	0.656	0.340	0.462
leak	leak	0.378	0.833	0.520
leakage	ליקאַדזש	0.188	0.731	0.528
leaky	לעאַקי	0.170	0.686	0.288
lean	lean	0.734	0.353	0.438
leaned	leaned	0.570	0.373	0.490
leaning	לינינג	0.480	0.409	0.352
leap	שפּרינגען	0.750	0.663	0.667
learn	learn	0.833	0.643	0.829
learned	געלערנט	0.704	0.462	0.543
learner	לערער	0.698	0.475	0.398
learning	לערנען	0.833	0.588	0.574
lease	דינגען	0.520	0.463	0.545
leash	שטריקל	0.320	0.347	0.427
leather	לעדער	0.510	0.324	0.341
leathery	לעדערי	0.418	0.471	0.411
leave	לאָזן	0.375	0.315	0.295
leavemealone	leavemealone	0.240	0.472	0.402
leaving	leaving	0.163	0.542	0.371
lecherous	lecherous	0.135	0.704	0.376
lecture	לעקציע	0.594	0.462	0.737
lecturer	לעקטשערער	0.677	0.549	0.736
ledge	לעדזש	0.406	0.235	0.339
ledger	לעדזשער	0.510	0.362	0.609
lee	lee	0.510	0.269	0.296
leech	leech	0.250	0.623	0.268
leeches	leeches	0.115	0.698	0.295
leer	NO TRANSLATION	0.612	0.348	0.509
leery	leery	0.337	0.640	0.410
lees	NO TRANSLATION	0.360	0.567	0.406
leeway	ליוויי	0.562	0.577	0.569
left	לינקס	0.354	0.370	0.361
leftout	NO TRANSLATION	0.229	0.365	0.245
leftover	לעבעדיק	0.490	0.460	0.222
leftovers	לעפטאָוווערז	0.219	0.350	0.116
lefty	געליימט	0.490	0.406	0.379
leg	לעג	0.510	0.373	0.313
legacy	לעגאַט	0.792	0.529	0.827
legal	legal	0.653	0.387	0.887
legality	לעגאַליטי	0.765	0.343	0.713
legalize	ליגאַלייז	0.510	0.460	0.818
legalized	ליגאַלייזד	0.760	0.440	0.855
legally	לעגאַללי	0.771	0.482	0.842
legend	לעגענדע	0.837	0.519	0.750
legendary	לעדזשאַנדערי	0.857	0.537	0.863
legibility	לעגאַביליטי	0.771	0.481	0.580
legible	לייאַבאַל	0.673	0.279	0.509
legion	legion	0.469	0.570	0.852
legislate	לעגיסלאַטיווע	0.571	0.582	0.736
legislation	געזעץ	0.531	0.418	0.808
legislative	לעגיסלאַטיווע	0.633	0.365	0.800
legislator	לעגיסלאַטאָר	0.490	0.580	0.877
legislature	לעגיסלאַטורע	0.540	0.435	0.698
legit	legit	0.747	0.427	0.849
legitimacy	לעגיטימאַציע	0.823	0.420	0.855
legitimate	לעגיטימאַט	0.792	0.363	0.841
lego	lego	0.600	0.294	0.189
legs	לעגס	0.479	0.407	0.228
legume	legume	0.520	0.302	0.465
legwork	לעגווער	0.622	0.560	0.509
leisure	פרייַע צייַט	0.631	0.429	0.421
leisurely	leisurely	0.806	0.250	0.367
lemma	lemma	0.530	0.284	0.391
lemon	לימענע	0.596	0.317	0.316
lemonade	לימענאַד	0.661	0.287	0.412
lend	לייַען	0.520	0.461	0.508
lender	לענדז	0.340	0.520	0.703
lending	לענדינג	0.510	0.585	0.462
length	length	0.479	0.308	0.533
lengthen	לענגטאַן	0.619	0.481	0.566
lengthened	lengthened	0.448	0.530	0.474
lengthening	לענגונג	0.673	0.530	0.528
lengthwise	lengthwise	0.571	0.470	0.528
lengthy	לאַנג	0.570	0.342	0.528
leniency	leniency	0.517	0.436	0.545
lenient	יידל	0.520	0.451	0.340
lens	אָביעקטיוו	0.420	0.245	0.472
leopard	לעמפּערט	0.542	0.755	0.611
leotard	leotard	0.510	0.429	0.391
leper	לעפּער	0.075	0.589	0.206
leprechaun	לעפּרעטשאַון	0.417	0.480	0.417
leprosy	צאָרעדעס	0.130	0.670	0.349
lesbian	לעסביאַן	0.385	0.660	0.415
lesbianism	לעסביאַניזאַם	0.327	0.725	0.440
lesion	לייזונג	0.240	0.623	0.361
less	ווייניקער	0.265	0.240	0.115
lessee	לעסאָף	0.417	0.474	0.595
lessen	לערן	0.235	0.284	0.255
lessening	לעסאָף	0.375	0.300	0.277
lesser	lesser	0.396	0.167	0.211
lesson	לעקציע	0.704	0.577	0.593
lessor	לעסאָף	0.552	0.490	0.623
let	let	0.427	0.373	0.307
lethal	טויטלעך	0.156	0.800	0.745
lethargic	לאַטאַרדזשיק	0.214	0.245	0.375
lethargy	לעטהאַרגי	0.194	0.302	0.316
letter	בריוו	0.635	0.279	0.342
lettered	lettered	0.542	0.361	0.482
letterhead	לעטטערהעאַד	0.450	0.316	0.462
lettering	lettering	0.541	0.180	0.431
letters	אותיות	0.663	0.327	0.364
lettuce	סאַלאַט	0.594	0.163	0.291
leukemia	לוקימיאַ	0.094	0.572	0.351
levee	ליוו	0.520	0.324	0.490
level	level	0.622	0.277	0.491
lever	הייבער	0.400	0.343	0.402
leverage	לעווערידזש	0.459	0.500	0.629
levitate	לייכט	0.561	0.598	0.551
levy	levy	0.438	0.420	0.491
lewd	lewd	0.188	0.673	0.412
lexicon	לעקסיקאָן	0.561	0.463	0.615
ley	NO TRANSLATION	0.604	0.389	0.764
liabilities	liabilities	0.429	0.608	0.694
liability	אַכרייַעס	0.646	0.500	0.802
liable	liable	0.656	0.519	0.821
liaison	liaison	0.698	0.337	0.472
liar	ליגנער	0.042	0.606	0.339
libel	ליליע	0.128	0.694	0.403
libelous	צאָרעדיק	0.125	0.735	0.436
liberal	ליבעראַל	0.565	0.565	0.755
liberalism	ליבעראַליזאַם	0.562	0.712	0.750
liberate	באַפרייַען	0.760	0.632	0.708
liberated	באפרייט	0.780	0.630	0.683
liberating	באפרייט	0.915	0.620	0.745
liberation	באַפרייונג	0.745	0.614	0.857
liberty	פרייַהייַט	0.938	0.579	0.836
libido	libido	0.770	0.602	0.571
librarian	librarian	0.625	0.135	0.509
library	ביבליאָטעק	0.776	0.122	0.549
libretto	libretto	0.612	0.328	0.406
lice	לוס	0.133	0.500	0.194
license	דערלויבעניש	0.500	0.394	0.702
lichen	ליטשען	0.418	0.388	0.463
lick	ליק	0.470	0.482	0.330
licorice	ליקעריש	0.677	0.310	0.400
lid	דעקל	0.490	0.189	0.255
lie	ליגן	0.130	0.725	0.272
liege	ליידיק	0.479	0.426	0.452
lien	שורה	0.396	0.580	0.441
lieu	לו	0.427	0.410	0.312
lieutenant	לויטעראַנט	0.594	0.612	0.920
life	לעבן	0.918	0.615	0.824
lifeblood	lifeblood	0.673	0.690	0.708
lifeboat	lifeboat	0.724	0.425	0.533
lifeguard	ראַטירער	0.870	0.606	0.786
lifeisgood	דער לעבן איז גוט	0.812	0.575	0.611
lifeless	לייפלאַס	0.042	0.333	0.163
lifelike	עפעקטיוו	0.776	0.567	0.765
lifeline	lifeline	0.735	0.552	0.496
lifelong	לעבעדיק	0.823	0.330	0.640
lifer	ליפער	0.427	0.519	0.398
lifesaver	lifesaver	0.908	0.745	0.703
lifestyle	לייפסטייל	0.750	0.472	0.645
lifesucks	דאס לעבן גייט שלעכט	0.167	0.637	0.377
lifetime	לעבנסצייט	0.816	0.559	0.736
lift	הייבן	0.704	0.518	0.656
lifted	אויפֿגעהויבן	0.714	0.441	0.657
liftoff	liftoff	0.531	0.667	0.588
ligament	ליגאַמאַנט	0.490	0.410	0.510
ligation	ליגאַטיאָן	0.344	0.423	0.396
ligature	ליגאַטורע	0.478	0.430	0.447
light	ליכט	0.771	0.320	0.519
light year	ליכט יאָר	0.719	0.425	0.593
lightbulb	לעמפּל	0.573	0.255	0.302
lighten	לייטאַן	0.688	0.438	0.362
lightheaded	לייכט געוויכט	0.347	0.620	0.255
lighthouse	לייַכטטורעם	0.622	0.240	0.510
lighting	לייטינג	0.765	0.440	0.750
lightness	לייטנאַס	0.794	0.360	0.526
lightning	בליץ	0.429	0.683	0.595
lights	לאָמפּ	0.750	0.480	0.575
lightweight	לייכט	0.670	0.300	0.358
likable	לייקאַבאַל	0.865	0.480	0.663
like	ווי	0.719	0.353	0.446
likelihood	likelihood	0.760	0.469	0.542
likely	מסתּמא	0.633	0.356	0.454
likeness	געשטאלט	0.688	0.410	0.561
likewise	פּונקט אַזוי	0.651	0.217	0.312
liking	לייקינג	0.963	0.604	0.589
lilac	lilac	0.688	0.180	0.357
lily	ליליע	0.640	0.245	0.263
limb	limb	0.510	0.397	0.427
limber	קלאַמער	0.688	0.729	0.673
limbo	לימבאָו	0.385	0.284	0.309
lime	לייַם	0.594	0.240	0.415
limelight	ליגהטליגהט	0.667	0.639	0.694
limestone	קעלער	0.602	0.323	0.381
limey	לייטי	0.469	0.347	0.415
limit	באַגרענעצן	0.427	0.453	0.500
limitation	באַגרענעצונג	0.190	0.431	0.225
limited	לימיטעד	0.229	0.273	0.380
limitless	לימאַטלאַס	0.688	0.574	0.655
limo	לימאָ	0.760	0.367	0.667
limousine	לימאַזין	0.638	0.531	0.640
limp	הינדל	0.393	0.440	0.172
lin	lin	0.416	0.362	0.343
line	ליניע	0.541	0.180	0.353
lineage	lineage	0.633	0.465	0.721
lineal	שורה	0.521	0.170	0.474
linear	שורה	0.646	0.250	0.472
linebacker	לינעבאַקער	0.490	0.660	0.543
lined	ליינד	0.438	0.367	0.424
linen	לתונט	0.656	0.323	0.286
liner	לייַנער	0.469	0.396	0.400
lines	שורות	0.542	0.317	0.330
lineup	lineup	0.635	0.427	0.638
linger	לינגער	0.480	0.311	0.412
lingerie	לאַנזשעריי	0.543	0.463	0.308
lingering	לינגגערינג	0.630	0.643	0.667
lingo	לינגאָ	0.448	0.364	0.447
lingual	לינגואַל	0.500	0.457	0.315
linguini	linguini	0.625	0.338	0.355
linguist	לינגוויסט	0.583	0.330	0.634
linguistic	לינגוויסטיק	0.646	0.351	0.618
linguistics	לינגוויסטיק	0.552	0.390	0.618
lining	ונטערשלאַק	0.571	0.363	0.472
link	לינק	0.427	0.264	0.491
linoleum	לינאָליי	0.510	0.378	0.402
lint	לינט	0.388	0.173	0.214
lion	לייב	0.532	0.717	0.682
lip	ליפּ	0.541	0.348	0.443
liposuction	ליפּאָסוקטיאָן	0.292	0.684	0.464
lipstick	ליפּנשטיפט	0.653	0.429	0.306
liquefaction	ליקוואַפאַקשאַן	0.449	0.622	0.535
liquefied	ליקוואַפייד	0.562	0.463	0.342
liqueur	ליקער	0.670	0.612	0.389
liquid	פליסיק	0.562	0.235	0.307
liquidate	liquidate	0.327	0.654	0.664
liquidation	ליקווידיישאַן	0.417	0.625	0.649
liquidator	ליקווידייטער	0.354	0.663	0.750
liquidity	ליקווידיטי	0.688	0.529	0.534
liquor	מאַשקע	0.603	0.702	0.433
lira	NO TRANSLATION	0.530	0.255	0.370
lisp	lisp	0.365	0.412	0.288
list	רשימה	0.528	0.260	0.402
listen	הערן	0.771	0.360	0.445
listener	הענגער	0.667	0.375	0.403
listenting	NO TRANSLATION	0.640	0.377	0.491
listing	ליסטינג	0.438	0.273	0.432
listless	לייטלאַס	0.219	0.350	0.231
listneing	NO TRANSLATION	0.531	0.370	0.433
litany	ליטאַני	0.510	0.365	0.482
liter	ליטער	0.573	0.208	0.382
literacy	ליטעראַטור	0.730	0.306	0.638
literal	literal	0.570	0.353	0.574
literally	ממש	0.571	0.353	0.673
literary	ליטערארישע	0.719	0.324	0.667
literature	ליטעראַטור	0.708	0.250	0.598
lithe	לייד	0.656	0.596	0.602
lithium	ליטהיום	0.417	0.330	0.430
lithograph	ליטהאָגראַפץ	0.551	0.327	0.481
lithography	ליטהאָגראַפי	0.561	0.346	0.473
lithology	ליטהאָלאָגי	0.519	0.378	0.525
lithosphere	ליטהאָספערע	0.473	0.333	0.689
litigant	ליטיגאַנט	0.219	0.577	0.696
