Word	Swedish-sv	Valence	Arousal	Dominance
kite	drake	0.643	0.500	0.573
kitten	kattunge	0.816	0.343	0.260
kiwi	kiwi	0.646	0.273	0.282
klutz	klutz	0.275	0.451	0.356
knack	talang	0.562	0.518	0.820
knapsack	ryggsäck	0.551	0.317	0.268
knead	knåda	0.490	0.457	0.345
knee	knä	0.520	0.245	0.396
kneecap	knäskål	0.427	0.360	0.440
kneel	knäböja	0.426	0.417	0.217
kneeling	knästående	0.245	0.435	0.144
knell	Stöten	0.354	0.500	0.377
knick	knick	0.480	0.509	0.420
knickers	trosor	0.552	0.428	0.328
knife	kniv	0.344	0.717	0.573
knight	riddare	0.780	0.441	0.835
knighthood	adel	0.740	0.660	0.769
knit	sticka	0.630	0.144	0.295
knob	knopp	0.340	0.360	0.272
knock	slå	0.312	0.531	0.527
knockoff	Lägg av	0.350	0.606	0.240
knockout	knockout-	0.388	0.755	0.664
knoll	kulle	0.434	0.347	0.333
knot	Knut	0.541	0.221	0.408
knots	knop	0.418	0.346	0.267
knotted	knölig	0.226	0.412	0.294
know	känna till	0.765	0.361	0.704
knowing	menande	0.833	0.353	0.658
knowingly	medvetet	0.500	0.459	0.481
knowledge	kunskap	0.847	0.430	0.896
knowledgeable	kunnig	0.865	0.455	0.971
knuckle	knoge	0.655	0.333	0.393
knucklehead	knucklehead	0.157	0.485	0.288
knuckles	knogar	0.271	0.461	0.320
koala	koala	0.608	0.210	0.311
kook	NO TRANSLATION	0.417	0.471	0.398
kooky	knasig	0.418	0.582	0.366
kool-aid	Kool-stöd	0.531	0.318	0.393
kos	kos	0.500	0.471	0.407
kosher	koscher	0.469	0.443	0.312
kraut	NO TRANSLATION	0.388	0.500	0.390
kris	kris	0.427	0.417	0.407
kryptonite	kryptonit	0.306	0.690	0.588
kudos	beröm	0.925	0.587	0.642
kumquat	kumquat	0.417	0.426	0.390
lab	labb	0.479	0.500	0.600
label	märka	0.582	0.245	0.423
labor	arbetskraft	0.594	0.639	0.754
laboratory	laboratorium	0.571	0.490	0.537
labored	labored	0.646	0.451	0.637
laborer	arbetare	0.561	0.510	0.698
laboring	arbetande	0.705	0.644	0.737
laborious	mödosam	0.393	0.635	0.709
labyrinth	labyrint	0.479	0.811	0.491
lac	lac	0.408	0.418	0.331
lace	spets	0.625	0.200	0.293
laceration	rivsår	0.143	0.667	0.443
lack	brist	0.250	0.365	0.242
lackey	lakej	0.260	0.510	0.166
lacking	saknas	0.229	0.375	0.121
lackluster	matt	0.250	0.311	0.264
lacquer	lack	0.510	0.353	0.258
lacrosse	lacrosse	0.573	0.656	0.509
lactose	laktos	0.479	0.290	0.433
lad	pojke	0.637	0.388	0.336
ladder	stege	0.560	0.438	0.358
laddie	laddie	0.668	0.539	0.391
laden	lastad	0.392	0.478	0.554
lading	lading	0.388	0.463	0.409
ladle	slev	0.531	0.368	0.352
lady	lady	0.854	0.481	0.602
lady bug	NO TRANSLATION	0.490	0.434	0.381
ladybug	nyckelpiga	0.602	0.400	0.224
ladylike	förnäm	0.592	0.559	0.538
ladyship	nåd	0.561	0.480	0.822
lag	eftersläpning	0.220	0.375	0.246
lager	NO TRANSLATION	0.584	0.480	0.353
lagging	eftersläpande	0.135	0.538	0.277
lagoon	lagun	0.660	0.231	0.373
lair	lya	0.469	0.438	0.392
laity	lekmännen	0.510	0.320	0.487
lake	sjö	0.694	0.196	0.425
lama	NO TRANSLATION	0.560	0.320	0.400
lamb	lamm	0.646	0.284	0.321
lame	lam	0.145	0.410	0.217
lament	beklaga	0.198	0.398	0.352
lamenting	beklaga	0.156	0.390	0.254
lamina	lamell	0.510	0.314	0.408
laminated	laminerade	0.417	0.304	0.373
lamp	lampa	0.510	0.260	0.309
lamppost	lyktstolpe	0.420	0.337	0.455
lance	lans	0.406	0.620	0.587
lancer	lancer	0.417	0.528	0.519
land	landa	0.582	0.260	0.616
landed	landat	0.709	0.620	0.480
landfall	landfall	0.521	0.434	0.407
landfill	deponi	0.398	0.423	0.324
landing	landning	0.552	0.696	0.596
landlady	värdinna	0.677	0.303	0.417
landlocked	inlands	0.280	0.391	0.367
landlord	hyresvärd	0.684	0.500	0.858
landmark	landmärke	0.694	0.355	0.681
lands	landar	0.594	0.280	0.492
landscape	landskap	0.719	0.176	0.423
landscaping	landskaps	0.823	0.379	0.519
landslide	jordskred	0.250	0.864	0.530
lane	körfält	0.449	0.490	0.451
language	språk	0.677	0.337	0.704
languid	matt	0.281	0.270	0.283
languish	tråna	0.235	0.408	0.382
languishing	smäktande	0.308	0.459	0.353
lanky	gänglig	0.412	0.426	0.370
lantern	lykta	0.622	0.250	0.243
lap	knä	0.583	0.510	0.412
lapdog	knähund	0.388	0.490	0.269
lapel	slag	0.460	0.287	0.288
lapse	upphöra	0.420	0.316	0.281
lapsed	bortfallit	0.357	0.333	0.276
laptop	bärbar dator	0.724	0.270	0.519
larceny	stöld	0.272	0.821	0.454
lard	ister	0.427	0.239	0.179
larder	skafferi	0.656	0.290	0.509
large	stor	0.704	0.565	0.736
larger	större	0.729	0.654	0.763
largo	NO TRANSLATION	0.521	0.480	0.517
lark	lärka	0.570	0.292	0.352
larva	larv	0.245	0.423	0.254
laryngitis	laryngit	0.125	0.500	0.370
larynx	struphuvud	0.460	0.420	0.402
lasagna	lasagne	0.719	0.441	0.396
laser	laser	0.469	0.531	0.769
lash	surra	0.235	0.794	0.609
lass	tös	0.656	0.536	0.433
lasso	lasso	0.438	0.460	0.339
lastday	NO TRANSLATION	0.309	0.580	0.463
lasting	varaktig	0.804	0.535	0.745
lastminute	sista minuten	0.418	0.582	0.385
latch	spärr	0.395	0.263	0.288
late	sent	0.245	0.358	0.315
lateness	försening	0.214	0.388	0.343
latent	latent	0.469	0.500	0.653
lateral	lateral	0.469	0.370	0.322
laterally	i sidled	0.562	0.255	0.450
latex	latex	0.479	0.413	0.325
lathe	svarv	0.510	0.450	0.425
lather	lödder	0.635	0.327	0.313
latitude	latitud	0.562	0.306	0.490
latrine	latrin	0.380	0.353	0.176
latrines	latriner	0.214	0.462	0.267
latte	latte	0.615	0.320	0.311
lattice	gitter	0.406	0.420	0.349
laud	prisa	0.493	0.427	0.383
laudable	lovvärd	0.740	0.472	0.682
laudation	LOVTAL	0.542	0.547	0.623
laudatory	berömmande	0.612	0.417	0.450
laugh	skratt	0.980	0.639	0.587
laughable	retande	0.592	0.627	0.298
laughing	skrattande	0.906	0.596	0.534
laughingstock	NO TRANSLATION	0.427	0.779	0.312
laughs	skratt	0.812	0.846	0.425
laughter	skratt	0.959	0.654	0.588
launch	lansera	0.684	0.814	0.598
launcher	bärraket	0.677	0.745	0.808
launches	kuttrar	0.490	0.663	0.602
launder	tvätta	0.479	0.450	0.349
laundering	tvättning	0.439	0.327	0.444
laundry	tvätt	0.644	0.292	0.377
laureate	laureat	0.724	0.402	0.702
laurel	laurel	0.646	0.146	0.302
laurels	lagrar	0.684	0.279	0.545
lava	lava	0.280	0.539	0.615
lavage	lavage	0.615	0.467	0.361
lavatory	toalett	0.510	0.400	0.259
lavender	lavendel-	0.812	0.198	0.388
lavish	slösa	0.792	0.648	0.730
law	lag	0.740	0.590	0.815
lawful	laglig	0.660	0.394	0.780
lawless	laglös	0.219	0.690	0.420
lawlessness	laglöshet	0.156	0.804	0.509
lawman	lawman	0.510	0.523	0.786
lawn	gräsmatta	0.686	0.153	0.192
lawnmower	gräsklippare	0.480	0.531	0.355
lawsuit	rättegång	0.219	0.794	0.611
lawyer	advokat	0.521	0.569	0.784
lax	slapp	0.430	0.401	0.300
laxative	laxativ	0.271	0.550	0.528
lay	lägga	0.521	0.336	0.491
layaway	layaway	0.429	0.510	0.451
layer	lager	0.500	0.208	0.366
layered	skiktad	0.571	0.306	0.436
layman	lekman	0.531	0.339	0.424
layout	layout	0.615	0.442	0.557
layover	snacka	0.520	0.355	0.500
laziness	lättja	0.271	0.240	0.132
lazy	lat	0.392	0.264	0.096
lazyday	NO TRANSLATION	0.337	0.319	0.145
lea	lea	0.583	0.294	0.358
lead	leda	0.323	0.657	0.455
leaded	blyinfattad	0.439	0.625	0.595
leader	ledare	0.833	0.582	0.926
leadership	ledarskap	0.870	0.690	0.983
leading	ledande	0.823	0.698	0.954
leads	leads	0.530	0.471	0.615
leaf	blad	0.583	0.156	0.294
leaflet	folder	0.490	0.206	0.375
leafy	lummig	0.653	0.530	0.700
league	liga	0.656	0.340	0.462
leak	läcka	0.378	0.833	0.520
leakage	läckage	0.188	0.731	0.528
leaky	läckande	0.170	0.686	0.288
lean	mager	0.734	0.353	0.438
leaned	lutade	0.570	0.373	0.490
leaning	lutande	0.480	0.409	0.352
leap	hoppa	0.750	0.663	0.667
learn	lära sig	0.833	0.643	0.829
learned	lärt mig	0.704	0.462	0.543
learner	elev	0.698	0.475	0.398
learning	inlärning	0.833	0.588	0.574
lease	hyra	0.520	0.463	0.545
leash	koppel	0.320	0.347	0.427
leather	läder-	0.510	0.324	0.341
leathery	seg	0.418	0.471	0.411
leave	lämna	0.375	0.315	0.295
leavemealone	lämna mig ifred	0.240	0.472	0.402
leaving	lämnar	0.163	0.542	0.371
lecherous	liderlig	0.135	0.704	0.376
lecture	föreläsning	0.594	0.462	0.737
lecturer	föreläsare	0.677	0.549	0.736
ledge	avsats	0.406	0.235	0.339
ledger	huvudbok	0.510	0.362	0.609
lee	lä-	0.510	0.269	0.296
leech	igel	0.250	0.623	0.268
leeches	blodiglar	0.115	0.698	0.295
leer	NO TRANSLATION	0.612	0.348	0.509
leery	leery	0.337	0.640	0.410
lees	NO TRANSLATION	0.360	0.567	0.406
leeway	spelrum	0.562	0.577	0.569
left	vänster	0.354	0.370	0.361
leftout	NO TRANSLATION	0.229	0.365	0.245
leftover	överbliven	0.490	0.460	0.222
leftovers	matrester	0.219	0.350	0.116
lefty	vänsterhänt	0.490	0.406	0.379
leg	ben	0.510	0.373	0.313
legacy	arv	0.792	0.529	0.827
legal	Rättslig	0.653	0.387	0.887
legality	laglighet	0.765	0.343	0.713
legalize	legalisera	0.510	0.460	0.818
legalized	legaliserade	0.760	0.440	0.855
legally	lagligt	0.771	0.482	0.842
legend	legend	0.837	0.519	0.750
legendary	legendary	0.857	0.537	0.863
legibility	läsbarhet	0.771	0.481	0.580
legible	läsbar	0.673	0.279	0.509
legion	legion	0.469	0.570	0.852
legislate	lagstifta	0.571	0.582	0.736
legislation	lagstiftning	0.531	0.418	0.808
legislative	lagstiftande	0.633	0.365	0.800
legislator	lagstiftare	0.490	0.580	0.877
legislature	lagstiftande församling	0.540	0.435	0.698
legit	äkta	0.747	0.427	0.849
legitimacy	legitimitet	0.823	0.420	0.855
legitimate	legitim	0.792	0.363	0.841
lego	lego	0.600	0.294	0.189
legs	ben	0.479	0.407	0.228
legume	grönsak	0.520	0.302	0.465
legwork	uppdragen	0.622	0.560	0.509
leisure	fritid	0.631	0.429	0.421
leisurely	maklig	0.806	0.250	0.367
lemma	lemma	0.530	0.284	0.391
lemon	citron-	0.596	0.317	0.316
lemonade	citronsaft	0.661	0.287	0.412
lend	låna	0.520	0.461	0.508
lender	långivare	0.340	0.520	0.703
lending	utlåning	0.510	0.585	0.462
length	längd	0.479	0.308	0.533
lengthen	förlänga	0.619	0.481	0.566
lengthened	förlängas	0.448	0.530	0.474
lengthening	förlängning	0.673	0.530	0.528
lengthwise	på längden	0.571	0.470	0.528
lengthy	långvarig	0.570	0.342	0.528
leniency	mildhet	0.517	0.436	0.545
lenient	mild	0.520	0.451	0.340
lens	lins	0.420	0.245	0.472
leopard	leopard	0.542	0.755	0.611
leotard	trikåer	0.510	0.429	0.391
leper	spetälsk	0.075	0.589	0.206
leprechaun	pyssling	0.417	0.480	0.417
leprosy	spetälska	0.130	0.670	0.349
lesbian	lesbisk	0.385	0.660	0.415
lesbianism	lesbianism	0.327	0.725	0.440
lesion	lesion	0.240	0.623	0.361
less	mindre	0.265	0.240	0.115
lessee	arrendator	0.417	0.474	0.595
lessen	minska	0.235	0.284	0.255
lessening	minskning	0.375	0.300	0.277
lesser	mindre	0.396	0.167	0.211
lesson	lektion	0.704	0.577	0.593
lessor	hyresvärd	0.552	0.490	0.623
let	låta	0.427	0.373	0.307
lethal	dödlig	0.156	0.800	0.745
lethargic	slö	0.214	0.245	0.375
lethargy	letargi	0.194	0.302	0.316
letter	brev	0.635	0.279	0.342
lettered	lettered	0.542	0.361	0.482
letterhead	brev	0.450	0.316	0.462
lettering	text	0.541	0.180	0.431
letters	brev	0.663	0.327	0.364
lettuce	sallad	0.594	0.163	0.291
leukemia	leukemi	0.094	0.572	0.351
levee	levee	0.520	0.324	0.490
level	nivå	0.622	0.277	0.491
lever	spak	0.400	0.343	0.402
leverage	inflytande	0.459	0.500	0.629
levitate	få att sväva	0.561	0.598	0.551
levy	avgift	0.438	0.420	0.491
lewd	oanständig	0.188	0.673	0.412
lexicon	lexikon	0.561	0.463	0.615
ley	NO TRANSLATION	0.604	0.389	0.764
liabilities	skulder	0.429	0.608	0.694
liability	ansvar	0.646	0.500	0.802
liable	ansvarig	0.656	0.519	0.821
liaison	förbindelse	0.698	0.337	0.472
liar	lögnare	0.042	0.606	0.339
libel	förtal	0.128	0.694	0.403
libelous	ärekränkande	0.125	0.735	0.436
liberal	liberal	0.565	0.565	0.755
liberalism	liberalism	0.562	0.712	0.750
liberate	befria	0.760	0.632	0.708
liberated	frigjord	0.780	0.630	0.683
liberating	befriande	0.915	0.620	0.745
liberation	befrielse	0.745	0.614	0.857
liberty	frihet	0.938	0.579	0.836
libido	libido	0.770	0.602	0.571
librarian	bibliotekarie	0.625	0.135	0.509
library	bibliotek	0.776	0.122	0.549
libretto	libretto	0.612	0.328	0.406
lice	löss	0.133	0.500	0.194
license	licens	0.500	0.394	0.702
lichen	lav	0.418	0.388	0.463
lick	slicka	0.470	0.482	0.330
licorice	lakrits	0.677	0.310	0.400
lid	lock	0.490	0.189	0.255
lie	lögn	0.130	0.725	0.272
liege	liege	0.479	0.426	0.452
lien	lien	0.396	0.580	0.441
lieu	PLATS	0.427	0.410	0.312
lieutenant	löjtnant	0.594	0.612	0.920
life	liv	0.918	0.615	0.824
lifeblood	livsnerv	0.673	0.690	0.708
lifeboat	livbåt	0.724	0.425	0.533
lifeguard	livräddare	0.870	0.606	0.786
lifeisgood	livet är gott	0.812	0.575	0.611
lifeless	livlös	0.042	0.333	0.163
lifelike	levande	0.776	0.567	0.765
lifeline	livlina	0.735	0.552	0.496
lifelong	livslångt	0.823	0.330	0.640
lifer	lifer	0.427	0.519	0.398
lifesaver	livräddare	0.908	0.745	0.703
lifestyle	livsstil	0.750	0.472	0.645
lifesucks	livet suger	0.167	0.637	0.377
lifetime	livstid	0.816	0.559	0.736
lift	hiss	0.704	0.518	0.656
lifted	lyfts	0.714	0.441	0.657
liftoff	liftoff	0.531	0.667	0.588
ligament	ligament	0.490	0.410	0.510
ligation	ligering	0.344	0.423	0.396
ligature	ligatur	0.478	0.430	0.447
light	ljus	0.771	0.320	0.519
light year	ljusår	0.719	0.425	0.593
lightbulb	glödlampa	0.573	0.255	0.302
lighten	lätta	0.688	0.438	0.362
lightheaded	yr	0.347	0.620	0.255
lighthouse	fyr	0.622	0.240	0.510
lighting	belysning	0.765	0.440	0.750
lightness	lätthet	0.794	0.360	0.526
lightning	blixt-	0.429	0.683	0.595
lights	lampor	0.750	0.480	0.575
lightweight	lättvikt	0.670	0.300	0.358
likable	sympatisk	0.865	0.480	0.663
like	tycka om	0.719	0.353	0.446
likelihood	sannolikhet	0.760	0.469	0.542
likely	troligt	0.633	0.356	0.454
likeness	likhet	0.688	0.410	0.561
likewise	likaledes	0.651	0.217	0.312
liking	böjelse	0.963	0.604	0.589
lilac	lila	0.688	0.180	0.357
lily	lilja	0.640	0.245	0.263
limb	lem	0.510	0.397	0.427
limber	smidig	0.688	0.729	0.673
limbo	limbo	0.385	0.284	0.309
lime	kalk	0.594	0.240	0.415
limelight	rampljuset	0.667	0.639	0.694
limestone	kalksten	0.602	0.323	0.381
limey	limey	0.469	0.347	0.415
limit	begränsa	0.427	0.453	0.500
limitation	begränsning	0.190	0.431	0.225
limited	begränsad	0.229	0.273	0.380
limitless	gränslös	0.688	0.574	0.655
limo	limo	0.760	0.367	0.667
limousine	limousine	0.638	0.531	0.640
limp	halta	0.393	0.440	0.172
lin	lin	0.416	0.362	0.343
line	linje	0.541	0.180	0.353
lineage	härstamning	0.633	0.465	0.721
lineal	linjär	0.521	0.170	0.474
linear	linjär	0.646	0.250	0.472
linebacker	baklinjespelare	0.490	0.660	0.543
lined	fodrad	0.438	0.367	0.424
linen	Linné	0.656	0.323	0.286
liner	liner	0.469	0.396	0.400
lines	rader	0.542	0.317	0.330
lineup	rada upp	0.635	0.427	0.638
linger	dröja kvar	0.480	0.311	0.412
lingerie	underkläder	0.543	0.463	0.308
lingering	kvardröjande	0.630	0.643	0.667
lingo	jargong	0.448	0.364	0.447
lingual	lingual	0.500	0.457	0.315
linguini	linguini	0.625	0.338	0.355
linguist	lingvist	0.583	0.330	0.634
linguistic	språklig	0.646	0.351	0.618
linguistics	lingvistik	0.552	0.390	0.618
lining	foder	0.571	0.363	0.472
link	länk	0.427	0.264	0.491
linoleum	linoleum	0.510	0.378	0.402
lint	ludd	0.388	0.173	0.214
lion	lejon	0.532	0.717	0.682
lip	läpp	0.541	0.348	0.443
liposuction	fettsugning	0.292	0.684	0.464
lipstick	läppstift	0.653	0.429	0.306
liquefaction	förvätskning	0.449	0.622	0.535
liquefied	kondenserad	0.562	0.463	0.342
liqueur	likör	0.670	0.612	0.389
liquid	flytande	0.562	0.235	0.307
liquidate	likvidera	0.327	0.654	0.664
liquidation	likvidation	0.417	0.625	0.649
liquidator	likvidator	0.354	0.663	0.750
liquidity	likviditet	0.688	0.529	0.534
liquor	sprit	0.603	0.702	0.433
lira	NO TRANSLATION	0.530	0.255	0.370
lisp	läspa	0.365	0.412	0.288
list	lista	0.528	0.260	0.402
listen	lyssna	0.771	0.360	0.445
listener	lyssnare	0.667	0.375	0.403
listenting	NO TRANSLATION	0.640	0.377	0.491
listing	lista	0.438	0.273	0.432
listless	håglös	0.219	0.350	0.231
listneing	NO TRANSLATION	0.531	0.370	0.433
litany	litania	0.510	0.365	0.482
liter	liter	0.573	0.208	0.382
literacy	kunnighet	0.730	0.306	0.638
literal	bokstavlig	0.570	0.353	0.574
literally	bokstavligen	0.571	0.353	0.673
literary	litterär	0.719	0.324	0.667
literature	litteratur	0.708	0.250	0.598
lithe	smidig	0.656	0.596	0.602
lithium	litium	0.417	0.330	0.430
lithograph	litografi	0.551	0.327	0.481
lithography	litografi	0.561	0.346	0.473
lithology	litologi	0.519	0.378	0.525
lithosphere	litosfären	0.473	0.333	0.689
litigant	litigant	0.219	0.577	0.696
litigate	processa	0.260	0.819	0.712
litigation	rättstvister	0.388	0.760	0.602
litigator	processförare	0.429	0.630	0.732
litigious	stridslysten	0.360	0.736	0.632
litter	skräp	0.255	0.551	0.110
little	liten	0.385	0.160	0.213
littlethings	små saker	0.740	0.311	0.242
littoral	kust-	0.551	0.387	0.452
liturgy	liturgi	0.490	0.327	0.568
live	leva	0.880	0.673	0.676
livelife	Lev livet	0.792	0.624	0.664
livelihood	levebröd	0.698	0.481	0.721
lively	livlig	0.847	0.810	0.642
liven	liva	0.708	0.713	0.673
liver	lever	0.439	0.290	0.385
livery	livré	0.510	0.417	0.429
livestock	boskap	0.729	0.420	0.519
livid	askgrå	0.469	0.788	0.490
living	levande	0.865	0.608	0.727
lizard	ödla	0.378	0.375	0.324
llama	lama	0.490	0.590	0.519
lml	lml	0.448	0.519	0.385
load	ladda	0.385	0.417	0.528
loader	lastare	0.562	0.377	0.686
loaf	limpa	0.755	0.250	0.277
loafer	dagdrivare	0.235	0.396	0.254
loam	lerjord	0.469	0.373	0.673
loan	lån	0.552	0.480	0.352
loath	ovillig	0.135	0.714	0.445
loathe	avsky	0.094	0.730	0.429
loathful	VÄMJELIG	0.068	0.740	0.358
loathing	avsky	0.083	0.796	0.368
loathsome	avskyvärd	0.120	0.694	0.343
lobby	lobby	0.625	0.427	0.472
lobbyist	lobbyist	0.385	0.527	0.565
lobe	lob	0.459	0.364	0.352
lobotomy	lobotomi	0.296	0.598	0.402
lobster	hummer	0.571	0.356	0.291
local	lokal	0.656	0.269	0.452
locale	locale	0.449	0.387	0.352
locality	lokalitet	0.582	0.336	0.464
localization	lokalisering	0.552	0.330	0.545
localize	lokalisera	0.520	0.481	0.679
localized	lokaliserad	0.490	0.460	0.621
locate	lokalisera	0.583	0.520	0.786
location	plats	0.615	0.375	0.546
locator	locator	0.480	0.426	0.614
loch	loch	0.449	0.235	0.425
lock	låsa	0.271	0.585	0.600
locker	skåp	0.439	0.300	0.393
locket	medaljong	0.615	0.327	0.616
locksmith	låssmed	0.510	0.417	0.491
lockup	Låsa in	0.240	0.602	0.617
loco	loco	0.306	0.774	0.226
locomotion	förflyttning	0.470	0.600	0.595
locomotive	lokomotiv	0.542	0.650	0.721
locust	gräshoppa	0.479	0.412	0.417
lode	NO TRANSLATION	0.365	0.423	0.318
lodge	stuga	0.656	0.356	0.474
lodger	inneboende	0.480	0.448	0.304
lodging	logi	0.713	0.286	0.527
loft	loft	0.510	0.378	0.343
lofty	upphöjd	0.755	0.306	0.569
log	logga	0.591	0.371	0.395
logarithm	logaritm	0.520	0.439	0.551
logarithmic	logaritmisk	0.469	0.458	0.606
logic	logik	0.646	0.245	0.819
logical	logisk	0.805	0.400	0.648
logistics	logistik	0.633	0.500	0.730
logo	logotyp	0.469	0.296	0.565
logotype	logotyp	0.480	0.337	0.509
loin	NO TRANSLATION	0.420	0.298	0.379
lollipop	klubba	0.628	0.483	0.357
lone	ensam	0.198	0.204	0.367
loneliness	ensamhet	0.146	0.182	0.222
lonely	ensam	0.250	0.226	0.238
loner	enstöring	0.347	0.152	0.221
lonesome	ensam	0.281	0.213	0.336
long	lång	0.541	0.353	0.543
longboat	barkass	0.551	0.454	0.490
longevity	långt liv	0.750	0.353	0.745
longing	längtar	0.604	0.434	0.560
longitude	longitud	0.479	0.310	0.516
longitudinal	longitudinell	0.542	0.398	0.582
longitudinally	longitudinellt	0.541	0.380	0.569
longtime	länge sedan	0.362	0.442	0.546
loo	toa	0.385	0.357	0.283
look	se	0.719	0.429	0.615
looker	snygging	0.583	0.354	0.451
lookout	se upp	0.698	0.538	0.639
loom	vävstol	0.531	0.245	0.325
looming	hotande	0.367	0.750	0.528
loon	lom	0.429	0.392	0.325
loony	loony	0.439	0.474	0.295
loop	slinga	0.516	0.343	0.317
loophole	kryphål	0.406	0.755	0.491
loopy	loopy	0.438	0.520	0.195
loose	lösa	0.573	0.312	0.365
loosen	lossa	0.487	0.337	0.218
loosening	lossande	0.378	0.343	0.295
loot	plundra	0.604	0.711	0.537
lop	lop	0.429	0.363	0.426
lopsided	skev	0.125	0.500	0.272
lord	herre	0.618	0.327	0.684
lords	lords	0.571	0.356	0.781
lordship	herravälde	0.573	0.557	0.736
lore	lore	0.719	0.373	0.768
lorry	lastbil	0.521	0.481	0.402
lose	förlora	0.115	0.538	0.176
loser	förlorare	0.083	0.510	0.155
losing	förlorande	0.076	0.686	0.223
loss	förlust	0.062	0.567	0.211
lost	förlorat	0.199	0.663	0.148
lot	massa	0.531	0.215	0.370
lotion	lotion	0.724	0.261	0.188
lots	massor	0.604	0.417	0.424
lottery	lotteri	0.771	0.731	0.491
lotto	lotto	0.760	0.635	0.475
lotus	lotus	0.604	0.377	0.510
loud	högt	0.573	0.650	0.870
loudly	högt	0.541	0.755	0.667
loudmouth	gaphals	0.337	0.615	0.456
loudness	högljuddhet	0.350	0.582	0.620
loudspeaker	högtalare	0.490	0.735	0.689
lounge	vardagsrum	0.592	0.245	0.466
lounging	slappa	0.735	0.167	0.449
louse	lus	0.184	0.439	0.154
lousy	nedlusad	0.125	0.482	0.234
lovable	intagande	0.948	0.335	0.565
love	kärlek	1.000	0.519	0.673
loved	älskade	0.927	0.452	0.582
lovee	lovee	0.949	0.592	0.611
loveee	loveee	0.927	0.592	0.693
loveless	kärlekslös	0.102	0.365	0.216
lovelife	NO TRANSLATION	0.837	0.610	0.592
loveliness	skönhet	0.959	0.509	0.750
lovelovelove	NO TRANSLATION	0.948	0.582	0.554
lovely	härlig	0.917	0.456	0.741
lovemaking	älskog	0.969	0.927	0.814
lovemylife	NO TRANSLATION	0.896	0.800	0.573
lover	älskare	0.881	0.816	0.750
lovesick	kärlekskrankt	0.796	0.842	0.500
lovethis	älskar detta	0.867	0.552	0.526
loving	kärleksfull	0.948	0.612	0.636
lovinglife	älskar livet	0.979	0.404	0.673
lovinlife	lovinlife	0.714	0.460	0.544
low	låg	0.292	0.220	0.102
lowdown	lowdown	0.306	0.441	0.441
lower	lägre	0.327	0.296	0.258
lowering	sänkning	0.286	0.363	0.236
lowest	lägst	0.312	0.304	0.129
