Word	Scots Gaelic-gd	Valence	Arousal	Dominance
insertion	cuir a-steach	0.521	0.520	0.565
inside	taobh a-staigh	0.612	0.404	0.472
insider	stiùiriche	0.625	0.562	0.750
insidious	sàmhach	0.146	0.622	0.480
insight	lèirsinn	0.613	0.363	0.649
insightful	lèirsinneach	0.664	0.691	0.713
insignia	insignia	0.665	0.282	0.685
insignificance	fìor dhuilgheadas	0.250	0.216	0.222
insignificant	glè bheag	0.083	0.306	0.114
insinuate	cuir a-steach	0.292	0.635	0.413
insipid	neo-dhìreach	0.214	0.250	0.241
insist	seasmhach	0.635	0.651	0.688
insistence	seasmhachd	0.418	0.704	0.645
insistent	èibhinn	0.552	0.635	0.701
insists	a 'miannachadh	0.490	0.587	0.610
insolence	sìorrachd	0.115	0.731	0.402
insolent	s an Iar-	0.112	0.663	0.343
insoluble	neo-choimheach	0.439	0.290	0.414
insolvency	fulangas	0.323	0.431	0.300
insolvent	mì-fhortanach	0.230	0.481	0.318
insomnia	insomnia	0.198	0.611	0.373
insomniac	insomniac	0.231	0.367	0.329
inspect	sgrùdadh	0.479	0.603	0.793
inspection	sgrùdadh	0.459	0.630	0.718
inspector	sgrùdaidh	0.418	0.580	0.852
inspiration	brosnachadh	0.938	0.600	0.779
inspirational	brosnachail	0.927	0.720	0.810
inspire	brosnachadh	0.918	0.627	0.759
inspired	air a bhrosnachadh	0.967	0.702	0.736
instability	neo-sheasmhachd	0.177	0.760	0.353
install	stàlaich	0.630	0.583	0.736
installation	stàladh	0.656	0.469	0.759
installment	stàladh	0.619	0.396	0.483
instance	eisimpleir	0.547	0.450	0.558
instant	sa bhad	0.766	0.454	0.554
instantaneous	sa bhad	0.750	0.500	0.585
instantaneously	sa bhad	0.656	0.640	0.600
instigate	tòiseachadh	0.278	0.765	0.642
instigation	deuchainn	0.323	0.769	0.648
instill	s an Iar-	0.562	0.490	0.618
instinct	annasach	0.771	0.602	0.642
instinctive	àraid	0.752	0.575	0.694
institute	institiùd	0.604	0.480	0.807
institution	institiùd	0.580	0.311	0.790
instruct	teagaisg	0.729	0.490	0.833
instructed	òrdugh	0.740	0.388	0.722
instruction	stiùireadh	0.656	0.434	0.736
instructional	teagaisg	0.698	0.500	0.773
instructions	stiùireadh	0.582	0.302	0.556
instructive	teagaisg	0.583	0.420	0.643
instructor	teagaisg	0.771	0.490	0.782
instrument	ionnstramaid	0.562	0.537	0.655
instrumental	ionnsramaid	0.740	0.472	0.647
instrumentalist	ionnsramaid	0.656	0.540	0.740
instrumentality	ionnsramaid	0.637	0.510	0.618
insubordination	an-còmhnaidh	0.281	0.775	0.634
insufferable	neo-thorrach	0.220	0.784	0.291
insufficiency	insufficientachd	0.115	0.431	0.210
insufficient	gu leòr	0.188	0.380	0.093
insufficiently	gu leòr	0.147	0.509	0.198
insular	eilean	0.531	0.426	0.465
insulate	steach	0.365	0.358	0.286
insulated	air a sgeadachadh	0.208	0.265	0.304
insulation	insulation	0.245	0.327	0.264
insulin	insulin	0.429	0.472	0.375
insult	sàrachadh	0.085	0.831	0.389
insulting	sàrachadh	0.094	0.840	0.412
insurance	àrachas	0.714	0.308	0.825
insure	dèanamh cinnteach	0.700	0.415	0.698
insurgent	saighdearan	0.235	0.735	0.660
insurmountable	neo-chomasach	0.620	0.627	0.737
insurrection	ar-a-mach	0.229	0.706	0.582
intact	slàn	0.716	0.212	0.602
intake	inntrigidh	0.604	0.527	0.442
intangible	neo-fhaicsinneach	0.525	0.480	0.473
integer	sàmhlaiche	0.573	0.327	0.595
integral	integral	0.590	0.337	0.615
integrate	integreachadh	0.729	0.390	0.700
integration	amalachadh	0.771	0.480	0.737
integrity	ionracas	0.865	0.413	0.848
intellect	inntinn	0.844	0.418	0.870
intellectual	inntleachdail	0.906	0.455	0.845
intelligence	fiosrachadh	0.833	0.587	0.885
intelligent	deònach	0.917	0.541	0.868
intelligibility	tuigse	0.740	0.481	0.689
intelligible	furasta	0.635	0.480	0.691
intend	an dùil	0.562	0.520	0.519
intended	s an Iar-Dheas	0.406	0.542	0.587
intending	a 'sùileachadh	0.510	0.567	0.597
intense	dian	0.592	0.774	0.679
intensely	gu dian	0.694	0.846	0.750
intensify	dian	0.604	0.870	0.737
intensity	dian	0.622	0.930	0.952
intensive	dian	0.570	0.842	0.776
intent	rùn	0.550	0.481	0.500
intention	rùn	0.531	0.480	0.636
intentional	deiseil	0.650	0.615	0.750
intentionally	gu h-aonar	0.450	0.676	0.696
inter	eadar	0.510	0.375	0.466
interact	eadar-obrachadh	0.822	0.690	0.759
interaction	eadar-obrachadh	0.646	0.735	0.750
interactive	eadar-ghnìomhach	0.727	0.811	0.770
intercede	eadar-theangachadh	0.582	0.577	0.630
intercept	eadar-theangachadh	0.221	0.660	0.676
interception	eadar-ghabhail	0.327	0.673	0.643
intercession	eadar-ghluasad	0.503	0.486	0.598
interchange	eadar-mhalairteachadh	0.615	0.527	0.565
interchangeable	eadar-mhalairteach	0.615	0.459	0.526
interchanged	eadar-ghluasad	0.396	0.472	0.434
intercom	eadar-theangachadh	0.623	0.429	0.453
intercourse	càirdeas	0.551	0.608	0.557
interdependence	eadar-eisimeileachd	0.608	0.618	0.639
interdependent	eadar-eisimeileach	0.410	0.482	0.598
interdiction	eadar-dhealachadh	0.337	0.500	0.585
interest	ùidh	0.780	0.667	0.618
interested	le ùidh	0.750	0.529	0.725
interesting	inntinneach	0.927	0.726	0.731
interface	eadar-aghaidh	0.643	0.357	0.600
interfere	cur bacadh air	0.323	0.714	0.471
interference	cur an aghaidh	0.396	0.736	0.357
interferometer	interferometer	0.510	0.510	0.517
intergalactic	eadar-theangachadh	0.562	0.661	0.741
interim	eadar-amail	0.604	0.400	0.524
interior	staigh	0.618	0.157	0.462
interject	sgaoileadh	0.333	0.648	0.658
interlocutory	eadar-ghnàthach	0.490	0.500	0.527
interlude	eadar-theangachadh	0.470	0.417	0.377
intermediary	eadar-mheadhanach	0.427	0.510	0.643
intermediate	eadar-mheadhanach	0.480	0.368	0.400
interment	ionnsaigh	0.235	0.608	0.346
interminable	neo-chrìochnach	0.327	0.481	0.561
intermission	sgaoileadh	0.490	0.360	0.402
intermittent	eadar-amail	0.337	0.565	0.436
intern	eadar-lìon	0.459	0.460	0.392
internal	staigh	0.439	0.349	0.423
internally	staigh	0.615	0.400	0.616
international	eadar-nàiseanta	0.800	0.519	0.702
internet	eadar-lìon	0.760	0.462	0.755
internship	inntearnas	0.590	0.510	0.482
interoffice	eadar-fhòcais	0.439	0.375	0.556
interpolate	eadar-theangachadh	0.460	0.490	0.569
interpolation	eadar-theangachadh	0.419	0.506	0.528
interpret	mìneachadh	0.646	0.625	0.673
interpretation	mìneachadh	0.677	0.594	0.620
interpreter	eadar-theangair	0.708	0.461	0.596
interpretive	mìneachadh	0.531	0.549	0.595
interrelated	eadar-cheangailte	0.615	0.469	0.592
interrogate	ceasnachadh	0.323	0.808	0.680
interrogation	ceasnachadh	0.302	0.827	0.657
interrupt	sabaid	0.210	0.635	0.509
interrupted	sgaoileadh	0.281	0.559	0.333
interrupting	sabaid	0.146	0.593	0.509
interruption	briseadh	0.184	0.632	0.425
interrupts	eadar-theangachadh	0.204	0.545	0.389
intersect	eadar-theangachadh	0.521	0.510	0.480
intersection	còmhdach	0.344	0.541	0.658
interstate	eadar-nàiseanta	0.520	0.443	0.600
interstellar	eadar-stàite	0.708	0.702	0.622
interstitial	eadar-roinneil	0.333	0.471	0.534
interval	ìosal	0.510	0.284	0.400
intervene	eadar-theangachadh	0.520	0.677	0.768
intervening	eadar-theangachadh	0.398	0.627	0.442
intervention	eadar-theachd	0.388	0.696	0.689
interview	agallamh	0.573	0.770	0.619
interviewer	agallamh	0.552	0.736	0.816
interworking	eadar-obrachadh	0.552	0.587	0.691
intestate	an-dràsta	0.459	0.467	0.415
intestinal	deuchainn	0.357	0.531	0.370
intestine	gual	0.343	0.450	0.380
intestines	eanchainn	0.292	0.547	0.398
intimacy	dìleas	0.857	0.802	0.558
intimate	dìomhair	0.724	0.598	0.393
intimately	gu dearbh	0.806	0.573	0.590
intimation	aithris	0.406	0.673	0.500
intimidate	eagal	0.210	0.804	0.632
intimidated	air eagal	0.177	0.663	0.208
intimidating	eagal	0.229	0.790	0.708
intimidation	eagal	0.177	0.791	0.644
intolerable	annasach	0.146	0.660	0.439
intolerance	eas-fhulangas	0.052	0.704	0.520
intolerant	neo-fhulangach	0.135	0.676	0.509
intonation	claoidhneachd	0.615	0.442	0.598
intoxicated	èiginn	0.079	0.824	0.246
intoxicating	meallta	0.224	0.760	0.464
intoxication	fulangas	0.323	0.710	0.400
intracranial	intracranial	0.281	0.602	0.553
intractable	neo-fhaicsinneach	0.154	0.694	0.302
intramural	faireachdainnean	0.490	0.464	0.447
intravenous	annasach	0.357	0.538	0.458
intrepid	èibhinn	0.753	0.696	0.637
intricate	iongantach	0.559	0.704	0.500
intrigue	sgaoileadh	0.362	0.830	0.327
intriguing	inntinneach	0.422	0.713	0.462
intrinsic	àraid	0.406	0.471	0.526
intrinsically	gu h-annasach	0.459	0.382	0.538
intro	intro	0.510	0.331	0.657
introduce	steach	0.592	0.559	0.648
introduction	toirt a-steach	0.612	0.413	0.640
introductory	tòiseachaidh	0.635	0.368	0.593
introspection	introspection	0.603	0.337	0.575
introspective	inntinneach	0.552	0.360	0.471
intrude	cuir a-steach	0.058	0.735	0.480
intruder	ionnsaigh	0.146	0.740	0.324
intrusion	cur an cèill	0.293	0.641	0.670
intrusive	sgaoileadh	0.461	0.607	0.538
intubation	deuchainn	0.276	0.598	0.526
intuition	giùlan	0.857	0.508	0.602
intuitive	iongantach	0.771	0.573	0.690
intuitively	gu mì-thoilichte	0.670	0.561	0.648
inundation	tuiltean	0.177	0.780	0.455
invade	ionnsaigh	0.408	0.892	0.714
invader	ionnsaigh	0.200	0.827	0.618
invalid	neo-dhligheach	0.180	0.330	0.255
invalidate	invalidate	0.315	0.480	0.397
invalidation	invalidation	0.181	0.490	0.278
invalidity	invalidity	0.186	0.394	0.158
invaluable	luachmhor	0.740	0.500	0.745
invariably	gu mòr	0.458	0.365	0.550
invasion	ionnsaigh	0.271	0.843	0.808
invasive	iongantach	0.194	0.730	0.598
invent	invent	0.719	0.689	0.833
invention	innleachd	0.714	0.577	0.811
inventive	innleachdach	0.780	0.627	0.721
inventor	innleadair	0.781	0.667	0.847
inventory	clàradh	0.594	0.463	0.490
inverse	casg	0.459	0.337	0.319
inversely	annasach	0.286	0.418	0.351
inversion	tionndadh	0.602	0.630	0.772
invert	invert	0.510	0.585	0.706
inverted	s an Iar-	0.310	0.471	0.357
invest	tasgadh	0.650	0.663	0.682
investigate	sgrùdadh	0.640	0.500	0.781
investigation	sgrùdadh	0.531	0.592	0.820
investigative	rannsachadh	0.562	0.600	0.704
investigator	rannsachair	0.615	0.509	0.779
investment	tasgadh	0.720	0.592	0.745
investor	tasgaidh	0.794	0.655	0.791
invidious	iomallach	0.112	0.650	0.364
invigorate	sgaoileadh	0.821	0.798	0.831
invincible	mì-chinnteach	0.867	0.853	0.914
invisibility	invisibility	0.438	0.461	0.382
invisible	neo-fhaicsinneach	0.417	0.345	0.412
invitation	cuireadh	0.802	0.549	0.647
invite	cuireadh a thoirt seachad	0.745	0.655	0.611
inviting	ag iarraidh	0.938	0.571	0.538
invocation	ionnsaigh	0.430	0.620	0.673
invoice	fhàirdeal	0.480	0.380	0.474
invoke	ag iarraidh	0.583	0.740	0.579
involuntary	neo-eisimeileach	0.354	0.490	0.231
involution	sgaoileadh	0.296	0.420	0.407
involve	steach	0.694	0.490	0.728
involvement	pàirteachas	0.760	0.620	0.696
invulnerable	neo-ionnan	0.552	0.683	0.745
inwards	steach	0.490	0.385	0.438
iodine	iodine	0.390	0.265	0.333
ion	ion	0.429	0.330	0.408
iota	iota	0.344	0.385	0.314
irate	irate	0.188	0.852	0.474
ire	NO TRANSLATION	0.198	0.740	0.575
iridescent	sgaoileadh	0.602	0.588	0.539
iris	iris	0.708	0.275	0.380
irked	sgaoileadh	0.164	0.791	0.353
irks	sneachda	0.276	0.781	0.339
iron	iarann	0.448	0.351	0.679
ironclad	eadhon	0.561	0.648	0.679
ironic	èibhinn	0.435	0.550	0.500
irons	irisean	0.531	0.441	0.625
irony	irony	0.390	0.587	0.508
irradiation	irradiation	0.385	0.736	0.509
irrational	neo-riaghailteach	0.125	0.648	0.394
irrationality	neo-riaghailteach	0.198	0.735	0.361
irreconcilable	mì-chinnteach	0.146	0.667	0.375
irreducible	neo-thoirmeasg	0.296	0.455	0.569
irrefutable	neo-dhìreach	0.496	0.549	0.716
irregular	neo-riaghailteach	0.312	0.548	0.321
irregularity	neo-riaghailteachd	0.104	0.647	0.306
irregularly	gu neo-riaghailteach	0.292	0.565	0.397
irrelevant	nach eil buntainneach	0.138	0.311	0.296
irreparable	neo-chothromach	0.061	0.530	0.430
irreplaceable	neo-chudromach	0.479	0.580	0.833
irrepressible	neo-sheasmhach	0.512	0.566	0.745
irresistible	neo-rèiteach	0.823	0.833	0.839
irrespective	a dh'aindeoin sin	0.497	0.538	0.745
irresponsible	neo-chùramach	0.177	0.680	0.241
irreverent	neo-iongantach	0.191	0.694	0.634
irreversible	neo-fhaicsinneach	0.170	0.541	0.667
irrevocable	neo-dhì-chomasach	0.296	0.560	0.712
irrigate	uisgeachadh	0.272	0.458	0.490
irrigation	uisgeachadh	0.259	0.426	0.426
irritability	irritability	0.146	0.853	0.283
irritable	mì-chinnteach	0.112	0.952	0.462
irritate	èibhinn	0.167	0.890	0.368
irritated	èibhinn	0.210	0.816	0.281
irritates	èibhinn	0.173	0.810	0.295
irritating	èibhinn	0.104	0.912	0.393
irritation	èibhinn	0.073	0.833	0.496
island	eilean	0.745	0.347	0.432
isle	isle	0.667	0.390	0.443
islet	islet	0.612	0.314	0.367
isolate	àraid	0.235	0.422	0.336
isolated	iomallach	0.221	0.356	0.255
isolation	iomallachd	0.198	0.338	0.339
isomorphism	isomorphism	0.448	0.361	0.481
isothermal	isothermal	0.459	0.491	0.500
isotope	isotope	0.429	0.404	0.407
issue	cùis	0.316	0.819	0.351
itch	itch	0.319	0.610	0.465
itching	curach	0.208	0.690	0.300
itchy	sneachda	0.334	0.726	0.296
item	nì	0.594	0.270	0.465
itemize	leugh e	0.459	0.527	0.518
items	rudan	0.542	0.401	0.434
iterate	falbh	0.449	0.460	0.440
iteration	a dhol air ais	0.531	0.449	0.486
iterative	aithris	0.429	0.420	0.500
itinerant	siubhal	0.449	0.545	0.439
itinerary	siubhal	0.551	0.550	0.454
ivory	ivory	0.625	0.235	0.566
jab	jab	0.385	0.519	0.482
jabber	jabber	0.417	0.506	0.342
jack	jack	0.487	0.450	0.441
jackal	jackal	0.333	0.582	0.436
jackass	jackass	0.188	0.692	0.279
jacket	seacaid	0.656	0.302	0.382
jackhammer	sgaoileadh	0.199	0.690	0.519
jackpot	s an Iar-	0.950	0.750	0.786
jackrabbit	s an Iar-	0.625	0.379	0.344
jacks	jacks	0.490	0.400	0.505
jade	jade	0.604	0.410	0.455
jaded	sgaoileadh	0.255	0.560	0.400
jag	NO TRANSLATION	0.408	0.440	0.427
jagged	sneachda	0.082	0.462	0.213
jaguar	jaguar	0.559	0.710	0.654
jail	prìosan	0.094	0.898	0.480
jailbird	jailbird	0.240	0.567	0.473
jailbreak	jailbreak	0.354	0.629	0.471
jailer	neach-gleidhidh	0.194	0.630	0.632
jailhouse	jailhouse	0.104	0.887	0.430
jalopy	jalopy	0.396	0.436	0.337
jam	jam	0.510	0.548	0.318
jamboree	jamboree	0.602	0.625	0.351
jammed	sgaoileadh	0.235	0.817	0.411
jammer	sgiobair	0.417	0.540	0.491
janitor	dorsair	0.510	0.350	0.527
janitorial	dorsair	0.490	0.373	0.481
japan	Iapan	0.667	0.482	0.580
jar	jar	0.430	0.346	0.318
jargon	jargon	0.333	0.548	0.404
jarhead	jarhead	0.408	0.530	0.464
jarring	sneachda	0.210	0.673	0.309
jasmine	jasmine	0.765	0.230	0.286
jasper	jasper	0.480	0.425	0.402
jaundice	buidheachas	0.214	0.480	0.355
jaunt	buidheachas	0.808	0.451	0.500
java	java	0.459	0.321	0.343
javelin	geallan	0.385	0.481	0.465
jaw	ceàrr	0.500	0.510	0.420
jawbone	jawbone	0.468	0.413	0.342
jaws	jaws	0.385	0.528	0.455
jay	jay	0.531	0.408	0.389
jazz	jazz	0.677	0.362	0.450
jazzy	jazzy	0.725	0.431	0.389
jealous	eudach	0.173	0.855	0.345
jealousy	eud	0.146	0.783	0.481
jean	jean	0.602	0.444	0.364
jeans	jeans	0.622	0.324	0.371
jeep	jeep	0.602	0.510	0.612
jeering	sneachda	0.266	0.792	0.380
jelly	jelly	0.651	0.294	0.256
jellybean	jellybean	0.592	0.406	0.399
jellyfish	sgiobair	0.531	0.567	0.377
jenny	jenny	0.542	0.406	0.407
jeopardize	cunnartach	0.260	0.877	0.582
jeopardy	cunnart	0.129	0.908	0.536
jerk	jerk	0.194	0.630	0.238
jerks	seallaidhean	0.214	0.788	0.395
jerky	jerky	0.233	0.538	0.358
jersey	sgaoileadh	0.594	0.317	0.411
jest	NO TRANSLATION	0.520	0.736	0.222
jester	fear	0.388	0.670	0.264
jesus	jesus	0.800	0.400	0.620
jet	jet	0.612	0.721	0.606
jetty	cidhe	0.602	0.480	0.453
jewel	jewel	0.827	0.588	0.625
jeweler	seudair	0.760	0.482	0.500
jewelry	jewelry	0.823	0.569	0.597
jib	jib	0.406	0.420	0.413
jiff	NO TRANSLATION	0.576	0.404	0.349
jiffy	jiffy	0.410	0.444	0.380
jig	jig	0.531	0.396	0.357
jiggle	jiggle	0.592	0.673	0.518
jigsaw	jigsaw	0.594	0.582	0.519
jihad	jihad	0.323	0.660	0.444
jimmy	jimmy	0.579	0.321	0.311
jingle	jingle	0.635	0.500	0.424
jinx	jinx	0.337	0.582	0.373
jitters	luchd-èisdeachd	0.224	0.918	0.192
jittery	sgiobalta	0.344	0.856	0.255
jive	beò	0.561	0.551	0.373
job	obair	0.694	0.541	0.717
jobinterview	NO TRANSLATION	0.684	0.837	0.723
jock	jock	0.592	0.656	0.473
jockey	jockey	0.562	0.644	0.703
jockstrap	jockstrap	0.347	0.431	0.390
jog	jog	0.510	0.708	0.519
jogger	sneachda	0.417	0.510	0.424
john	john	0.562	0.382	0.327
join	gabh pàirt	0.729	0.479	0.684
joined	steach	0.667	0.394	0.600
joining	tighinn còmhla	0.755	0.469	0.685
joint	co-roinn	0.615	0.392	0.566
jointly	còmhla	0.708	0.425	0.602
joke	èibhinn	0.704	0.610	0.316
joker	joker	0.771	0.760	0.416
joking	a 'magadh	0.776	0.839	0.407
jolly	gòrach	0.959	0.705	0.708
jolt	jolt	0.365	0.708	0.358
jornada	NO TRANSLATION	0.417	0.500	0.533
jot	jot	0.406	0.323	0.350
jour	NO TRANSLATION	0.479	0.394	0.415
journal	iris	0.688	0.240	0.352
journalism	naidheachdas	0.622	0.500	0.684
journalist	neach-naidheachd	0.542	0.452	0.732
journalistic	irisean	0.696	0.449	0.495
journey	turas	0.910	0.702	0.625
journeyman	sgaoileadh	0.765	0.596	0.741
joust	joust	0.520	0.528	0.551
jovial	dìomhaireachd	0.823	0.460	0.526
joy	aoibhneas	0.980	0.824	0.794
joyful	aoibhneach	0.990	0.740	0.667
joyous	aoibhneas	0.958	0.580	0.728
joyride	sgaoileadh	0.694	0.550	0.500
joys	aoibhneas	0.981	0.643	0.651
jubilant	dealachadh	0.844	0.673	0.664
jubilee	jubilee	0.916	0.500	0.579
judge	britheamh	0.510	0.604	0.857
judged	breithneachadh	0.281	0.686	0.722
judging	breithneachadh	0.240	0.625	0.693
judgment	breithneachadh	0.396	0.600	0.816
judgmental	breithneachadh	0.330	0.602	0.579
judicial	laghail	0.378	0.667	0.833
judiciary	breithneachaidh	0.439	0.740	0.897
judicious	bòidheach	0.630	0.432	0.772
judo	judo	0.500	0.790	0.612
jug	jug	0.520	0.250	0.213
juggle	sguabadh	0.594	0.760	0.426
juggler	saighdearan	0.633	0.821	0.480
juggling	ag èigheach	0.562	0.874	0.346
jugular	èibhinn	0.271	0.573	0.426
juice	sùgh	0.776	0.281	0.352
juicer	òraid	0.552	0.520	0.564
juicy	sùbailte	0.823	0.529	0.490
juju	NO TRANSLATION	0.541	0.519	0.206
juke	òl	0.500	0.491	0.410
jukebox	jukebox	0.699	0.540	0.429
jumble	tubaist	0.357	0.613	0.331
jumbled	sgiobalta	0.292	0.602	0.445
jumbo	jumbo	0.680	0.552	0.447
jump	leum	0.625	0.865	0.611
jump rope	ròpa leum	0.656	0.660	0.368
jumper	sgiobair	0.615	0.336	0.481
jumpsuit	leum leum	0.562	0.365	0.361
jumpy	leum	0.353	0.810	0.216
junction	junction	0.490	0.481	0.364
juncture	àite	0.365	0.582	0.491
jungle	jungle	0.500	0.510	0.481
junior	òigridh	0.635	0.343	0.304
juniper	annabar	0.583	0.327	0.352
junk	sgudal	0.115	0.481	0.118
junket	cruinneag	0.490	0.519	0.386
junkie	sùnaig	0.135	0.860	0.363
junky	junky	0.385	0.595	0.343
junkyard	junkyard	0.177	0.398	0.302
junta	junta	0.451	0.503	0.704
juridical	laghail	0.520	0.431	0.873
jurisdiction	uachdranas	0.480	0.580	0.820
jurisprudence	jurisprudence	0.360	0.425	0.764
jurist	laghail	0.479	0.523	0.713
juror	juror	0.582	0.640	0.750
jury	diùraidh	0.479	0.607	0.789
justice	ceartas	0.760	0.538	0.787
justifiable	ionnan	0.786	0.413	0.821
justification	fìreanachadh	0.622	0.444	0.661
justify	dìleas	0.612	0.473	0.615
juststop	NO TRANSLATION	0.417	0.379	0.364
justthebeginning	NO TRANSLATION	0.573	0.451	0.481
jute	jute	0.551	0.216	0.295
juvenile	òigridh	0.678	0.490	0.526
juxtaposition	òrdugh	0.427	0.500	0.460
kaiser	kaiser	0.470	0.509	0.690
kale	kale	0.469	0.226	0.411
kaleidoscope	kaleidoscope	0.615	0.439	0.580
kamikaze	kamikaze	0.204	0.810	0.645
kangaroo	kangaroo	0.716	0.333	0.301
kanji	kanji	0.510	0.413	0.425
kappa	kappa	0.469	0.375	0.366
kaput	NO TRANSLATION	0.281	0.441	0.440
karaoke	karaoke	0.763	0.649	0.342
karate	karate	0.562	0.833	0.598
karma	karma	0.500	0.510	0.537
karmic	karmic	0.357	0.459	0.464
kayak	kayak	0.592	0.600	0.364
kazoo	kazoo	0.503	0.462	0.411
kebab	kebab	0.531	0.431	0.377
keel	ceò	0.344	0.417	0.419
keen	deònach	0.823	0.719	0.806
keep	cùm	0.714	0.296	0.547
keeper	gleidhidh	0.612	0.457	0.773
keeping	cumail	0.592	0.280	0.723
keepsake	sàbhaladh	0.740	0.307	0.491
keg	Ceangalaichean BBC	0.551	0.389	0.404
kelp	ceilp	0.479	0.264	0.213
ken	ken	0.438	0.409	0.360
kennel	kennel	0.430	0.480	0.406
kerchief	gàirdeachas	0.520	0.189	0.236
kern	kern	0.438	0.420	0.449
kernel	craiceann	0.542	0.453	0.462
kerosene	kerosene	0.302	0.472	0.427
ketchup	cratag	0.653	0.338	0.282
kettle	coire	0.357	0.497	0.333
key	iuchair	0.615	0.275	0.519
keyboard	meur-chlàr	0.573	0.279	0.349
keyed	s an Iar-	0.469	0.497	0.521
keyhole	clachan-cinn	0.438	0.358	0.356
keynote	prìomh dhreuchd	0.630	0.431	0.545
keypad	inneal-ciùil	0.604	0.255	0.330
keystone	clach-chinn	0.573	0.438	0.491
keyword	prìomh fhacal	0.602	0.520	0.747
khaki	khaki	0.594	0.252	0.278
khan	khan	0.463	0.476	0.529
kibble	kibble	0.510	0.458	0.404
kick	buille	0.271	0.791	0.526
kickboxing	bocsa-bìdh	0.427	0.882	0.651
kicker	criomadair	0.427	0.711	0.614
kicking	a 'bualadh	0.327	0.802	0.510
kickoff	A’ chiad breab	0.583	0.600	0.629
kid	aodach	0.760	0.453	0.298
kidder	sgoilear	0.708	0.768	0.471
kidding	sèididh	0.622	0.625	0.457
kiddo	kiddo	0.674	0.393	0.419
kiddos	kiddos	0.500	0.480	0.342
kidnap	aodach	0.032	0.923	0.535
kidnapped	air a ghoid	0.044	0.923	0.455
kidnapper	aodach	0.115	0.906	0.618
kidnapping	losgadh	0.094	0.880	0.561
kidney	dubhagan	0.448	0.363	0.380
kids	clann	0.837	0.500	0.417
kill	marbh	0.052	0.941	0.736
killer	marbhtach	0.041	0.971	0.543
killing	marbhadh	0.080	0.959	0.696
killjoy	sgaoileadh	0.178	0.550	0.324
kiln	àth	0.451	0.423	0.414
kilo	NO TRANSLATION	0.438	0.358	0.461
kilogram	cileagram	0.510	0.260	0.455
kilometer	cilmeatair	0.490	0.439	0.485
kilt	fèileadh	0.448	0.346	0.348
kimono	kimono	0.643	0.280	0.363
kin	càirdeas	0.543	0.441	0.457
kind	caoimhneil	0.918	0.240	0.618
kindergarten	sgaoileadh	0.833	0.462	0.308
kindling	ag èigheach	0.520	0.651	0.421
kindness	caoimhneas	0.938	0.350	0.508
kindred	càirdeas	0.760	0.418	0.517
kinematics	cinematics	0.594	0.480	0.614
kinesiology	cinn-eòlas	0.491	0.480	0.633
kinetic	cinidh	0.582	0.540	0.537
