Word	Belarusian-be	Valence	Arousal	Dominance
hash	гашыш	0.344	0.453	0.355
hashish	гашыш	0.370	0.570	0.358
hassle	сутычка	0.177	0.740	0.489
haste	паспешнасць	0.378	0.745	0.500
hasten	спяшацца	0.571	0.750	0.618
hastily	спехам	0.271	0.609	0.609
hasty	паспешны	0.188	0.885	0.424
hat	капялюш	0.604	0.183	0.353
hatch	люк	0.479	0.653	0.402
hatchet	сякерка	0.333	0.608	0.500
hate	ненавідзець	0.031	0.802	0.430
hateeee	NO TRANSLATION	0.219	0.606	0.368
hateeveryone	NO TRANSLATION	0.041	0.840	0.429
hateful	ненавісны	0.071	0.819	0.430
hater	ненавіснік	0.052	0.702	0.422
hateyou	NO TRANSLATION	0.125	0.735	0.464
hating	ненавідзячы	0.083	0.820	0.434
hatred	нянавісць	0.037	0.847	0.424
haughty	напышлівы	0.240	0.708	0.588
haul	цягнуць	0.551	0.564	0.453
haulage	буксіроўка	0.561	0.510	0.650
haunt	пераследваць	0.288	0.676	0.576
haunted	часта наведвальны	0.264	0.731	0.520
have	маюць	0.757	0.389	0.593
haven	прытулак	0.684	0.265	0.547
havoc	спусташэнне	0.163	0.769	0.535
haw	глог	0.406	0.426	0.431
hawk	ястраб	0.583	0.530	0.631
hawking	ўразнос	0.521	0.509	0.491
hay	NO TRANSLATION	0.469	0.212	0.343
haye	Хэя	0.615	0.451	0.336
hayride	Hayride	0.561	0.521	0.464
haystack	стог сена	0.552	0.292	0.331
haywire	нетрывалы	0.358	0.545	0.430
hazard	небяспека	0.112	0.884	0.757
hazardous	небяспечны	0.061	0.750	0.670
haze	смуга	0.427	0.327	0.217
hazmat	HazMat	0.398	0.479	0.519
hazy	смутны	0.450	0.433	0.230
head	галава	0.530	0.472	0.558
headache	галаўны боль	0.168	0.755	0.273
headaches	галаўныя болі	0.104	0.720	0.259
headband	застаўка	0.670	0.469	0.527
headdress	галаўны ўбор	0.594	0.408	0.443
header	загаловак	0.560	0.398	0.740
headgear	галаўны ўбор	0.542	0.442	0.571
heading	загаловак	0.551	0.292	0.642
headland	мыс	0.574	0.551	0.430
headless	безгаловы	0.136	0.582	0.235
headlight	фара	0.592	0.343	0.393
headline	загаловак	0.630	0.241	0.685
headliner	хэдлайнерам	0.500	0.490	0.625
headlock	Headlock	0.448	0.538	0.560
headlong	стрымгалоў	0.354	0.548	0.409
headmaster	дырэктар	0.604	0.564	0.865
headphones	навушнікі	0.600	0.357	0.336
headquarter	штаб-кватэра	0.615	0.269	0.525
headquarters	штаб-кватэра	0.615	0.271	0.525
headset	навушнікі	0.602	0.340	0.302
headstone	надмагілле	0.240	0.378	0.349
headstrong	свавольны	0.310	0.714	0.500
headway	прасоўванне наперад	0.823	0.464	0.745
heady	п'янлівы	0.448	0.806	0.565
heal	вылечваць	0.765	0.245	0.556
healer	лекар	0.863	0.378	0.741
healing	вылячэнне	0.750	0.452	0.585
health	здароўе	0.935	0.427	0.551
healthcare	ахова здароўя	0.780	0.392	0.630
healthful	гаючы	0.930	0.315	0.769
healthy	здаровы	0.938	0.319	0.818
heap	куча	0.582	0.510	0.474
hear	заслухоўваць	0.760	0.429	0.444
hearer	слухач	0.656	0.281	0.415
hearing	слых	0.669	0.490	0.595
hearsay	пагалоска	0.288	0.623	0.333
hearse	катафалк	0.177	0.490	0.324
heart	сэрца	0.827	0.500	0.693
heart disease	хвароба сэрца	0.250	0.750	0.386
heartache	душэўная боль	0.088	0.750	0.291
heartattack	NO TRANSLATION	0.156	0.839	0.455
heartbeat	сэрцабіцце	0.750	0.698	0.585
heartbreak	вялікае гора	0.208	0.610	0.245
heartbreaker	завітак	0.265	0.685	0.580
heartbreaking	немы	0.146	0.811	0.423
heartbroken	забіты горам	0.082	0.551	0.235
heartburn	пякотка	0.143	0.613	0.398
hearted	сардэчны	0.823	0.410	0.805
heartfelt	прачула	0.904	0.440	0.540
hearth	топка	0.760	0.275	0.536
heartily	сардэчна	0.927	0.531	0.664
heartland	цэнтральны раён	0.812	0.510	0.675
heartless	бессардэчны	0.071	0.652	0.400
hearts	сэрца	0.948	0.592	0.634
heartsick	прыгнечаны	0.240	0.388	0.208
heartworm	глістоў	0.333	0.550	0.430
hearty	сардэчны	0.760	0.684	0.792
heat	цяпла	0.534	0.612	0.433
heated	з падагрэвам	0.479	0.497	0.542
heater	награвальнік	0.500	0.573	0.538
heath	верас	0.802	0.387	0.546
heathen	язычнік	0.194	0.529	0.491
heather	верас	0.500	0.352	0.407
heating	ацяпленне	0.647	0.491	0.537
heave	успушванне	0.716	0.588	0.664
heaven	неба	0.896	0.385	0.600
heavenly	нябесны	0.844	0.452	0.712
heavens	неба	0.806	0.273	0.683
heavily	моцна	0.542	0.679	0.814
heaviness	інертнасць	0.219	0.549	0.318
heaving	выцісканне	0.201	0.843	0.491
heavy	цяжкі	0.250	0.454	0.600
heavy metal	хэві-метал	0.417	0.755	0.621
heavyweight	цяжкавагавік	0.429	0.578	0.713
heck	клямка	0.240	0.728	0.560
hectares	га	0.570	0.250	0.471
hectic	неспакойны	0.167	0.811	0.438
hedge	хэджаванне	0.604	0.602	0.569
hedgehog	вожык	0.458	0.491	0.377
hedonism	геданізм	0.510	0.500	0.608
hee	хі	0.430	0.433	0.312
heed	ўважайце	0.750	0.490	0.569
heel	абцас	0.480	0.350	0.385
heels	абцасы	0.500	0.439	0.396
heft	прыўздымаць	0.503	0.340	0.530
hefty	здаравенны	0.550	0.654	0.745
hegemonic	кіруючы	0.462	0.519	0.558
heheh	NO TRANSLATION	0.625	0.510	0.278
heifer	цёлка	0.439	0.443	0.321
height	вышыня	0.677	0.608	0.648
heighten	павышаць	0.755	0.622	0.765
heightened	павышаны	0.592	0.529	0.788
heinous	агідны	0.133	0.792	0.471
heir	спадчыннік	0.840	0.654	0.764
heiress	спадчынніца	0.827	0.571	0.676
heirloom	фамільная каштоўнасць	0.684	0.375	0.745
heirs	спадкаемцы	0.796	0.519	0.698
heist	рабаванне	0.184	0.850	0.645
helical	спіральны	0.379	0.429	0.468
helicopter	верталёт	0.714	0.806	0.617
helipad	верталётнай	0.780	0.637	0.573
heliport	вертодром	0.594	0.604	0.527
helium	гелій	0.490	0.316	0.304
helix	спіраль	0.521	0.462	0.509
hell	пекла	0.020	0.918	0.565
hellfire	HellFire	0.143	0.890	0.618
hellhole	прытон	0.200	0.615	0.421
hellish	пякельны	0.125	0.860	0.545
helm	штурвал	0.511	0.450	0.615
helmet	шлем	0.573	0.327	0.402
helmsman	стырнік	0.490	0.441	0.647
help	дапамогу	0.673	0.471	0.460
helper	памочнік	0.704	0.438	0.567
helpful	карысны	0.816	0.337	0.705
helpless	бездапаможны	0.104	0.420	0.214
helplessness	бездапаможнасць	0.087	0.480	0.250
hem	NO TRANSLATION	0.562	0.283	0.291
hematite	гематыт	0.448	0.389	0.342
hematoma	гематома	0.146	0.600	0.398
hemi	гей	0.510	0.363	0.342
hemisphere	паўсфера	0.531	0.367	0.598
hemispheric	паўсферычнай	0.562	0.449	0.603
hemlock	тсуга	0.438	0.350	0.434
hemoglobin	гемаглабін	0.469	0.481	0.418
hemorrhage	кровазліццё	0.031	0.849	0.426
hemorrhoids	гемарой	0.133	0.702	0.304
hemostat	кроваспыняльны заціск	0.388	0.442	0.464
hemp	каноплі	0.469	0.439	0.422
hen	NO TRANSLATION	0.385	0.276	0.241
henceforth	з гэтага часу	0.527	0.404	0.466
henhouse	куратнік	0.500	0.577	0.414
hepatitis	гепатыт	0.055	0.596	0.358
herald	вяшчальнік	0.643	0.382	0.500
heraldry	геральдыка	0.550	0.520	0.607
herb	трава	0.643	0.418	0.353
herbaceous	травяністы	0.560	0.220	0.310
herbal	травяной	0.592	0.255	0.390
herbarium	гербарый	0.602	0.188	0.327
herbs	травы	0.620	0.299	0.308
herd	табун	0.592	0.500	0.474
hereditary	спадчынны	0.531	0.600	0.737
heredity	спадчыннасць	0.704	0.445	0.818
heresy	ерась	0.265	0.765	0.443
heretic	ерэтык	0.090	0.710	0.447
heretical	ерэтычных	0.229	0.630	0.487
heretofore	раней	0.479	0.388	0.385
hereunto	без Яго	0.500	0.225	0.333
herewith	пры гэтым	0.450	0.360	0.415
heritage	спадчына	0.842	0.512	0.815
hermaphrodite	гермафрадыт	0.480	0.684	0.481
hermeneutics	герменеўтыка	0.406	0.577	0.562
hermit	пустэльнік	0.271	0.337	0.351
hernia	грыжа	0.146	0.486	0.223
hero	герой	0.940	0.806	0.881
heroic	гераічны	0.890	0.770	0.912
heroics	героікі	0.865	0.673	0.894
heroin	гераін	0.276	0.843	0.655
heroine	гераіня	0.729	0.755	0.833
heroism	геройства	0.844	0.802	0.898
herpes	герпес	0.110	0.600	0.309
herpesvirus	герпесвірусов	0.219	0.558	0.435
herring	селядзец	0.531	0.387	0.422
hertz	герц	0.396	0.417	0.506
hesitant	вагальны	0.333	0.542	0.321
hesitate	саромецца	0.459	0.548	0.232
hesitating	нерашучасці	0.265	0.528	0.240
hesitation	нерашучасць	0.286	0.396	0.217
hetero	гетэра	0.589	0.405	0.435
heterogeneity	разнароднасць	0.439	0.450	0.556
heterosexual	гетэрасексуальны	0.561	0.612	0.557
hew	рассякаць	0.417	0.470	0.377
hex	для чытання	0.410	0.510	0.363
hexagon	шасцікутнік	0.542	0.226	0.425
heyday	росквіт	0.646	0.680	0.673
hiatus	прорва	0.479	0.294	0.352
hibernate	зімаваць	0.500	0.317	0.431
hibernation	зімовая спячка	0.469	0.245	0.384
hiccup	ікаўка	0.271	0.549	0.240
hick	дзеравеншчына	0.357	0.442	0.314
hickey	штуковіна	0.448	0.529	0.345
hickory	гикори	0.520	0.490	0.415
hidden	схаваны	0.208	0.430	0.327
hide	хаваць	0.438	0.510	0.218
hideaway	адасоблены	0.448	0.481	0.360
hideous	агідны	0.091	0.750	0.328
hideout	сховішча	0.337	0.443	0.302
hiding	ўтойванне	0.250	0.567	0.364
hierarchical	іерархічная	0.521	0.620	0.939
hierarchy	іерархія	0.583	0.722	0.902
hieroglyphics	іерогліфікі	0.479	0.325	0.509
high	высокая	0.684	0.510	0.614
high heels	высокія абцасы	0.646	0.528	0.429
highball	хуткі цягнік	0.656	0.520	0.481
higher	вышэй	0.866	0.528	0.713
highest	найвышэйшы	0.771	0.640	0.710
highland	сугор'е	0.615	0.481	0.611
highlands	горная мясцовасць	0.735	0.431	0.596
highlight	асноўны момант	0.844	0.637	0.882
highness	высокасць	0.740	0.670	0.931
hight	вышыня	0.667	0.637	0.645
hightail	імчацца на высокай хуткасці	0.448	0.480	0.481
highway	шашы	0.640	0.583	0.425
hijack	выкрадаць	0.042	0.908	0.594
hijacker	згоншчык	0.104	0.953	0.683
hike	паход	0.615	0.442	0.538
hiker	падарожнік	0.694	0.802	0.644
hiking	пешы турызм	0.820	0.843	0.670
hiking boot	паходы загрузкі	0.657	0.353	0.446
hilarious	вясёлы	0.750	0.640	0.537
hilarity	весялосць	0.745	0.480	0.575
hill	пагорак	0.615	0.353	0.518
hillside	схіл пагорка	0.625	0.292	0.458
hilltop	на вяршыні ўзгорка	0.688	0.643	0.787
hilly	ўзгорысты	0.643	0.479	0.603
hilt	эфес	0.396	0.650	0.537
hind	лань	0.483	0.644	0.337
hinder	перашкаджаць	0.276	0.537	0.470
hindering	замінаючы	0.260	0.654	0.435
hindrance	перашкода	0.135	0.545	0.473
hindsight	непрадбачліва	0.333	0.431	0.532
hinge	шарнір	0.458	0.292	0.417
hint	намёк	0.602	0.330	0.517
hinterland	ўнутраныя раёны краіны	0.530	0.520	0.457
hip	тазабедраны	0.448	0.415	0.345
hip hop	хіп-хоп	0.740	0.714	0.484
hippie	хіпі	0.551	0.400	0.396
hippo	гіпапатам	0.490	0.404	0.477
hippopotamus	гіпапатам	0.541	0.472	0.615
hire	пракат	0.688	0.558	0.556
hirsute	валасаты	0.385	0.483	0.373
hiss	шыпенне	0.388	0.480	0.370
hissing	шыпенне	0.500	0.454	0.400
histology	гісталогія	0.490	0.320	0.560
historian	гісторык	0.688	0.270	0.637
historic	гістарычны	0.816	0.473	0.784
historical	гістарычны	0.653	0.357	0.833
historiography	гістарыяграфія	0.562	0.415	0.634
history	гісторыя	0.729	0.382	0.754
hit	хіт	0.235	0.931	0.679
hitch	замінка	0.512	0.480	0.554
hitchhike	аўтастоп	0.396	0.622	0.385
hitchhiker	аўтастоп	0.594	0.626	0.603
hitherto	да цяперашняга часу	0.448	0.356	0.463
hitter	горкае	0.418	0.683	0.713
hive	вулей	0.471	0.452	0.544
hives	крапіўніца	0.417	0.473	0.591
hoard	збіраць	0.506	0.412	0.518
hoarse	хрыплы	0.281	0.402	0.315
hoary	шаноўны	0.469	0.298	0.424
hoax	падман	0.146	0.696	0.303
hob	ўтулка	0.633	0.363	0.415
hobbit	хобіт	0.479	0.489	0.472
hobby	хобі	0.827	0.560	0.471
hobo	валацуга	0.323	0.443	0.282
hock	жылкі	0.513	0.452	0.412
hockey	хакей	0.565	0.786	0.548
hoe	NO TRANSLATION	0.302	0.480	0.418
hog	япрук	0.317	0.509	0.271
hogwash	бздура	0.420	0.490	0.361
hohoho	NO TRANSLATION	0.677	0.433	0.330
hoist	пад'ёмнік	0.521	0.520	0.458
hokey	фальшывы	0.604	0.667	0.430
hold	трымаць	0.448	0.290	0.364
holder	трымальнік	0.592	0.330	0.713
holding	правядзенне	0.600	0.385	0.670
holdup	затрымка	0.398	0.471	0.398
hole	адтуліну	0.531	0.310	0.330
holiday	свята	0.948	0.431	0.593
holidays	канікулы	0.939	0.521	0.512
holidayseason	NO TRANSLATION	0.875	0.566	0.518
holiness	пабожнасьць	0.860	0.264	0.742
holistic	цэласны	0.670	0.348	0.547
holler	гукаць	0.276	0.825	0.406
hollow	полы	0.300	0.337	0.222
holly	падуб	0.510	0.250	0.443
holocaust	вынішчэньне	0.062	0.918	0.618
hologram	галаграма	0.615	0.461	0.575
holographic	галаграфічны	0.510	0.471	0.555
holster	кабура	0.561	0.255	0.339
holy	святой	0.812	0.112	0.690
holyspirit	NO TRANSLATION	0.740	0.480	0.526
homage	даніну	0.833	0.560	0.737
hombre	NO TRANSLATION	0.656	0.472	0.696
hombres	NO TRANSLATION	0.510	0.538	0.652
home	дома	0.854	0.270	0.545
homeboy	Homeboy	0.602	0.255	0.436
homecoming	вяртанне на радзіму	0.760	0.413	0.472
homeland	радзіма	0.663	0.439	0.868
homeless	бяздомны	0.042	0.450	0.188
homely	непрыгожы	0.745	0.157	0.399
homemade	хатні	0.869	0.340	0.398
homeopathic	гомеапатычны	0.417	0.268	0.400
homeopathy	гамеапатыя	0.469	0.284	0.439
homeowner	домаўладальнік	0.635	0.397	0.962
homeroom	кіраўніца	0.604	0.480	0.491
homesick	самотны па хаце	0.436	0.304	0.347
homestead	сядзіба	0.865	0.221	0.536
homesweethome	дом мілы дом	0.796	0.380	0.538
hometown	родны горад	0.858	0.333	0.605
homeward	дадому	0.833	0.275	0.435
homework	Дамашняя работа	0.396	0.412	0.459
homey	хатні	0.769	0.278	0.500
homicidal	смяротны	0.020	0.912	0.573
homicide	забойства	0.010	0.973	0.518
homily	павучанне	0.621	0.358	0.425
homing	навядзенне	0.551	0.460	0.527
hominy	мамалыга	0.479	0.382	0.429
homo	гомик	0.531	0.368	0.415
homogeneity	гамагеннасць	0.715	0.365	0.582
homogeneous	гамагенны	0.552	0.255	0.617
homologous	гамалагічных	0.471	0.353	0.536
homologue	гамолагі	0.542	0.356	0.509
homology	Гамалогія	0.571	0.494	0.527
homophobic	гамафоб	0.130	0.736	0.464
homosexual	гомасексуальны	0.333	0.780	0.431
homosexuality	гомасэксуалізм	0.367	0.696	0.429
honcho	бос	0.469	0.464	0.397
hone	вастрыць	0.688	0.392	0.473
honest	сумленны	0.927	0.254	0.750
honesty	сумленнасць	0.938	0.411	0.728
honey	мёд	0.920	0.431	0.510
honeycomb	соты	0.541	0.417	0.412
honeymoon	мядовы месяц	0.979	0.678	0.526
honeysuckle	бружмель	0.597	0.451	0.517
honk	сігналіць	0.549	0.635	0.415
honky	Хонкі	0.458	0.632	0.425
honor	гонар	0.896	0.587	0.857
honorable	ганаровая	0.963	0.412	0.830
honorarium	ганарар	0.796	0.510	0.746
honorary	ганаровы	0.885	0.565	0.811
honored	заслужаны	0.938	0.447	0.732
hooch	самагон	0.429	0.538	0.373
hood	капот	0.357	0.459	0.306
hooded	закрыты	0.306	0.745	0.439
hoodlum	хуліган	0.354	0.720	0.432
hoof	капыт	0.427	0.341	0.365
hook	крук	0.418	0.444	0.395
hooked	зачапілі	0.610	0.661	0.454
hooker	прастытутка	0.214	0.889	0.373
hookup	мантажная схема	0.625	0.529	0.683
hooky	прагул	0.468	0.500	0.452
hooligan	хуліган	0.295	0.712	0.455
hoop	абруч	0.635	0.204	0.315
hoopla	завіруха	0.542	0.471	0.353
hooray	ура	0.610	0.481	0.536
hoot	гудок	0.449	0.560	0.430
hooter	гудок	0.470	0.615	0.455
hop	хмель	0.450	0.520	0.427
hope	надзея	0.927	0.317	0.739
hopeful	шматспадзеўны	0.947	0.357	0.627
hopeless	безнадзейны	0.094	0.298	0.112
hopelessness	безнадзейнасць	0.052	0.402	0.223
hopes	надзеі	0.917	0.500	0.702
hoping	спадзеючыся	0.684	0.469	0.454
hopper	бункер	0.396	0.491	0.442
horde	арда	0.286	0.713	0.684
horizon	гарызонт	0.729	0.284	0.590
horizontal	гарызантальны	0.573	0.304	0.387
horizontally	гарызантальна	0.500	0.356	0.439
hormonal	гарманальны	0.500	0.620	0.551
