Word	Czech-cs	Valence	Arousal	Dominance
inhospitable	nehostinné	0.265	0.531	0.395
inhuman	nelidský	0.107	0.660	0.492
inhumane	nehumánní	0.104	0.587	0.402
inhumanity	nelidskost	0.143	0.540	0.405
inimaginable	NO TRANSLATION	0.542	0.636	0.534
inimical	nepřátelský	0.260	0.823	0.556
inimitable	nenapodobitelný	0.571	0.413	0.790
iniquity	neprávosti	0.219	0.567	0.425
initial	počáteční	0.583	0.314	0.539
initiate	zahájit	0.719	0.480	0.553
initiated	zahájena	0.760	0.490	0.650
initiation	zahájení	0.698	0.529	0.527
initiative	iniciativa	0.833	0.615	0.768
inject	vstříkněte	0.406	0.735	0.596
injection	injekce	0.281	0.741	0.518
injunction	soudní příkaz	0.281	0.422	0.519
injure	zranit	0.177	0.710	0.364
injured	zraněno	0.083	0.680	0.302
injuring	zranění	0.073	0.790	0.245
injurious	škodlivé	0.177	0.759	0.366
injury	zranění	0.049	0.769	0.287
injustice	bezpráví	0.082	0.755	0.444
ink	inkoust	0.471	0.408	0.235
inkling	tušení	0.448	0.551	0.570
inland	vnitrozemí	0.510	0.417	0.423
inlay	inlay	0.406	0.531	0.565
inlet	vstup	0.646	0.378	0.466
inmate	chovanec	0.235	0.663	0.398
inn	hospoda	0.660	0.284	0.475
innards	vnitřnosti	0.302	0.480	0.400
innate	vrozený	0.490	0.400	0.521
inner	vnitřní	0.551	0.216	0.443
innermost	nejvnitřnější	0.583	0.500	0.510
innerpeace	NO TRANSLATION	0.714	0.318	0.551
inning	směna	0.602	0.315	0.520
innings	inningy	0.573	0.487	0.443
innkeeper	hostinský	0.578	0.224	0.472
innocence	nevinnost	0.802	0.260	0.307
innocent	nevinný	0.729	0.206	0.340
innocently	nevinně	0.776	0.250	0.302
innocuous	neškodný	0.510	0.321	0.172
innovate	inovovat	0.898	0.872	0.750
innovation	inovace	0.949	0.680	0.890
innovative	inovační	0.880	0.640	0.830
innuendo	narážka	0.467	0.670	0.463
innumerable	nespočetný	0.667	0.445	0.704
inoculation	očkování	0.333	0.570	0.598
inoperable	nefunkční	0.184	0.422	0.304
inoperative	nefunkční	0.138	0.425	0.273
inordinate	nadměrné	0.163	0.630	0.330
inorganic	anorganický	0.385	0.345	0.282
input	vstup	0.643	0.337	0.527
inquest	vyšetřování	0.458	0.569	0.721
inquire	zeptejte se	0.583	0.519	0.363
inquirer	dotazník	0.573	0.598	0.776
inquiring	tázavý	0.479	0.510	0.500
inquiry	poptávka	0.541	0.420	0.536
inquisitive	zvědavý	0.301	0.637	0.615
inquisitor	inkvizitor	0.385	0.873	0.642
insane	šílený	0.062	0.670	0.265
insanity	šílenství	0.098	0.847	0.337
insatiable	nenasytný	0.375	0.656	0.558
inscription	nápis	0.592	0.422	0.542
inscrutable	nevyzpytatelný	0.459	0.541	0.613
insect	hmyz	0.276	0.633	0.242
insecticide	insekticid	0.188	0.598	0.430
insecure	nejistý	0.114	0.538	0.132
insecurity	nejistota	0.094	0.647	0.350
insemination	inseminace	0.542	0.644	0.622
insensitive	necitlivý	0.219	0.471	0.302
inseparable	neoddělitelné	0.700	0.520	0.571
insert	vložit	0.481	0.552	0.519
inserted	vloženo	0.479	0.402	0.476
insertion	vložení	0.521	0.520	0.565
inside	uvnitř	0.612	0.404	0.472
insider	insider	0.625	0.562	0.750
insidious	zákeřný	0.146	0.622	0.480
insight	vhled	0.613	0.363	0.649
insightful	nápadité	0.664	0.691	0.713
insignia	insignie	0.665	0.282	0.685
insignificance	bezvýznamnost	0.250	0.216	0.222
insignificant	nevýznamné	0.083	0.306	0.114
insinuate	insinuate	0.292	0.635	0.413
insipid	insipid	0.214	0.250	0.241
insist	trvat	0.635	0.651	0.688
insistence	naléhání	0.418	0.704	0.645
insistent	naléhavé	0.552	0.635	0.701
insists	trvá na tom	0.490	0.587	0.610
insolence	drzost	0.115	0.731	0.402
insolent	drzý	0.112	0.663	0.343
insoluble	nerozpustný	0.439	0.290	0.414
insolvency	platební neschopnost	0.323	0.431	0.300
insolvent	insolventní	0.230	0.481	0.318
insomnia	nespavost	0.198	0.611	0.373
insomniac	insomniac	0.231	0.367	0.329
inspect	kontrolovat	0.479	0.603	0.793
inspection	inspekce	0.459	0.630	0.718
inspector	inspektor	0.418	0.580	0.852
inspiration	inspirace	0.938	0.600	0.779
inspirational	inspirativní	0.927	0.720	0.810
inspire	inspirovat	0.918	0.627	0.759
inspired	inspirovaný	0.967	0.702	0.736
instability	nestabilita	0.177	0.760	0.353
install	Nainstalujte	0.630	0.583	0.736
installation	instalace	0.656	0.469	0.759
installment	splátka	0.619	0.396	0.483
instance	instance	0.547	0.450	0.558
instant	okamžitý	0.766	0.454	0.554
instantaneous	okamžitý	0.750	0.500	0.585
instantaneously	okamžitě	0.656	0.640	0.600
instigate	podněcovat	0.278	0.765	0.642
instigation	podněcování	0.323	0.769	0.648
instill	vštípit	0.562	0.490	0.618
instinct	instinkt	0.771	0.602	0.642
instinctive	instinktivní	0.752	0.575	0.694
institute	ústav	0.604	0.480	0.807
institution	instituce	0.580	0.311	0.790
instruct	poučit	0.729	0.490	0.833
instructed	pokyny	0.740	0.388	0.722
instruction	návod	0.656	0.434	0.736
instructional	instruktážní	0.698	0.500	0.773
instructions	instrukce	0.582	0.302	0.556
instructive	instruktivní	0.583	0.420	0.643
instructor	instruktor	0.771	0.490	0.782
instrument	nástroj	0.562	0.537	0.655
instrumental	instrumentální	0.740	0.472	0.647
instrumentalist	instrumentalista	0.656	0.540	0.740
instrumentality	nástroj	0.637	0.510	0.618
insubordination	neposlušnost	0.281	0.775	0.634
insufferable	nesnesitelný	0.220	0.784	0.291
insufficiency	nedostatečnost	0.115	0.431	0.210
insufficient	nedostatečné	0.188	0.380	0.093
insufficiently	nedostatečně	0.147	0.509	0.198
insular	ostrovní	0.531	0.426	0.465
insulate	izolovat	0.365	0.358	0.286
insulated	izolované	0.208	0.265	0.304
insulation	izolace	0.245	0.327	0.264
insulin	inzulín	0.429	0.472	0.375
insult	urazit	0.085	0.831	0.389
insulting	urážející	0.094	0.840	0.412
insurance	pojištění	0.714	0.308	0.825
insure	pojistit	0.700	0.415	0.698
insurgent	povstalec	0.235	0.735	0.660
insurmountable	nepřekonatelný	0.620	0.627	0.737
insurrection	povstání	0.229	0.706	0.582
intact	neporušené	0.716	0.212	0.602
intake	přívod	0.604	0.527	0.442
intangible	nehmotný	0.525	0.480	0.473
integer	celé číslo	0.573	0.327	0.595
integral	integrální	0.590	0.337	0.615
integrate	integrovat	0.729	0.390	0.700
integration	integrace	0.771	0.480	0.737
integrity	integrita	0.865	0.413	0.848
intellect	intelekt	0.844	0.418	0.870
intellectual	intelektuální	0.906	0.455	0.845
intelligence	inteligence	0.833	0.587	0.885
intelligent	inteligentní	0.917	0.541	0.868
intelligibility	srozumitelnost	0.740	0.481	0.689
intelligible	srozumitelný	0.635	0.480	0.691
intend	zamýšlet	0.562	0.520	0.519
intended	zamýšlený	0.406	0.542	0.587
intending	v úmyslu	0.510	0.567	0.597
intense	intenzivní	0.592	0.774	0.679
intensely	intenzivně	0.694	0.846	0.750
intensify	zesílit	0.604	0.870	0.737
intensity	intenzita	0.622	0.930	0.952
intensive	intenzivní	0.570	0.842	0.776
intent	úmysl	0.550	0.481	0.500
intention	záměr	0.531	0.480	0.636
intentional	úmyslně	0.650	0.615	0.750
intentionally	záměrně	0.450	0.676	0.696
inter	pohřbít	0.510	0.375	0.466
interact	interagovat	0.822	0.690	0.759
interaction	interakce	0.646	0.735	0.750
interactive	interaktivní	0.727	0.811	0.770
intercede	zakročit	0.582	0.577	0.630
intercept	zachytit	0.221	0.660	0.676
interception	zachycení	0.327	0.673	0.643
intercession	přímluvu	0.503	0.486	0.598
interchange	výměna	0.615	0.527	0.565
interchangeable	zaměnitelné	0.615	0.459	0.526
interchanged	zaměnitelné	0.396	0.472	0.434
intercom	interkom	0.623	0.429	0.453
intercourse	styk	0.551	0.608	0.557
interdependence	vzájemná závislost	0.608	0.618	0.639
interdependent	vzájemně závislé	0.410	0.482	0.598
interdiction	zákaz	0.337	0.500	0.585
interest	zájem	0.780	0.667	0.618
interested	zájem	0.750	0.529	0.725
interesting	zajímavý	0.927	0.726	0.731
interface	rozhraní	0.643	0.357	0.600
interfere	zasahovat	0.323	0.714	0.471
interference	rušení	0.396	0.736	0.357
interferometer	interferometru	0.510	0.510	0.517
intergalactic	intergalaktický	0.562	0.661	0.741
interim	prozatímní	0.604	0.400	0.524
interior	interiér	0.618	0.157	0.462
interject	prohodit	0.333	0.648	0.658
interlocutory	interlocutory	0.490	0.500	0.527
interlude	mezihra	0.470	0.417	0.377
intermediary	zprostředkovatel	0.427	0.510	0.643
intermediate	středně pokročilí	0.480	0.368	0.400
interment	hnojení	0.235	0.608	0.346
interminable	nekonečný	0.327	0.481	0.561
intermission	přestávka	0.490	0.360	0.402
intermittent	přerušované	0.337	0.565	0.436
intern	internovat	0.459	0.460	0.392
internal	vnitřní	0.439	0.349	0.423
internally	vnitřně	0.615	0.400	0.616
international	mezinárodní	0.800	0.519	0.702
internet	Internet	0.760	0.462	0.755
internship	stáž	0.590	0.510	0.482
interoffice	interroffice	0.439	0.375	0.556
interpolate	interpolovat	0.460	0.490	0.569
interpolation	interpolace	0.419	0.506	0.528
interpret	interpretovat	0.646	0.625	0.673
interpretation	výklad	0.677	0.594	0.620
interpreter	tlumočník	0.708	0.461	0.596
interpretive	interpretativní	0.531	0.549	0.595
interrelated	vzájemně souvisejících	0.615	0.469	0.592
interrogate	vyslýchat	0.323	0.808	0.680
interrogation	výslech	0.302	0.827	0.657
interrupt	přerušit	0.210	0.635	0.509
interrupted	přerušeno	0.281	0.559	0.333
interrupting	přerušení	0.146	0.593	0.509
interruption	přerušení	0.184	0.632	0.425
interrupts	přeruší	0.204	0.545	0.389
intersect	protínají	0.521	0.510	0.480
intersection	průsečík	0.344	0.541	0.658
interstate	mezistátní	0.520	0.443	0.600
interstellar	mezihvězdný	0.708	0.702	0.622
interstitial	intersticiální	0.333	0.471	0.534
interval	interval	0.510	0.284	0.400
intervene	zasahovat	0.520	0.677	0.768
intervening	zasahovat	0.398	0.627	0.442
intervention	zásah	0.388	0.696	0.689
interview	rozhovor	0.573	0.770	0.619
interviewer	tazatel	0.552	0.736	0.816
interworking	interworking	0.552	0.587	0.691
intestate	bez závěti	0.459	0.467	0.415
intestinal	střevní	0.357	0.531	0.370
intestine	střevo	0.343	0.450	0.380
intestines	střeva	0.292	0.547	0.398
intimacy	intimita	0.857	0.802	0.558
intimate	intimní	0.724	0.598	0.393
intimately	důvěrně	0.806	0.573	0.590
intimation	náznak	0.406	0.673	0.500
intimidate	zastrašit	0.210	0.804	0.632
intimidated	zastrašování	0.177	0.663	0.208
intimidating	zastrašující	0.229	0.790	0.708
intimidation	zastrašování	0.177	0.791	0.644
intolerable	nesnesitelné	0.146	0.660	0.439
intolerance	intolerance	0.052	0.704	0.520
intolerant	intolerantní	0.135	0.676	0.509
intonation	intonace	0.615	0.442	0.598
intoxicated	intoxikován	0.079	0.824	0.246
intoxicating	opojný	0.224	0.760	0.464
intoxication	opojení	0.323	0.710	0.400
intracranial	intrakraniální	0.281	0.602	0.553
intractable	nepoddajný	0.154	0.694	0.302
intramural	intramural	0.490	0.464	0.447
intravenous	intravenózní	0.357	0.538	0.458
intrepid	neohrožený	0.753	0.696	0.637
intricate	složitý	0.559	0.704	0.500
intrigue	intrika	0.362	0.830	0.327
intriguing	fascinující	0.422	0.713	0.462
intrinsic	vnitřní	0.406	0.471	0.526
intrinsically	vlastně	0.459	0.382	0.538
intro	intro	0.510	0.331	0.657
introduce	představit	0.592	0.559	0.648
introduction	úvod	0.612	0.413	0.640
introductory	úvodní	0.635	0.368	0.593
introspection	introspekce	0.603	0.337	0.575
introspective	introspektivní	0.552	0.360	0.471
intrude	narušit	0.058	0.735	0.480
intruder	vetřelec	0.146	0.740	0.324
intrusion	vniknutí	0.293	0.641	0.670
intrusive	rušivé	0.461	0.607	0.538
intubation	intubace	0.276	0.598	0.526
intuition	intuice	0.857	0.508	0.602
intuitive	intuitivní	0.771	0.573	0.690
intuitively	intuitivně	0.670	0.561	0.648
inundation	zaplavení	0.177	0.780	0.455
invade	napadnout	0.408	0.892	0.714
invader	vetřelec	0.200	0.827	0.618
invalid	neplatný	0.180	0.330	0.255
invalidate	zrušit platnost	0.315	0.480	0.397
invalidation	zneplatnění	0.181	0.490	0.278
invalidity	invalidita	0.186	0.394	0.158
invaluable	neocenitelný	0.740	0.500	0.745
invariably	stále	0.458	0.365	0.550
invasion	invaze	0.271	0.843	0.808
invasive	invazivní	0.194	0.730	0.598
invent	vymyslet	0.719	0.689	0.833
invention	vynález	0.714	0.577	0.811
inventive	invenční	0.780	0.627	0.721
inventor	vynálezce	0.781	0.667	0.847
inventory	inventář	0.594	0.463	0.490
inverse	inverzní	0.459	0.337	0.319
inversely	obráceně	0.286	0.418	0.351
inversion	inverze	0.602	0.630	0.772
invert	invert	0.510	0.585	0.706
inverted	obrácené	0.310	0.471	0.357
invest	investovat	0.650	0.663	0.682
investigate	vyšetřovat	0.640	0.500	0.781
investigation	vyšetřování	0.531	0.592	0.820
investigative	vyšetřovací	0.562	0.600	0.704
investigator	vyšetřovatel	0.615	0.509	0.779
investment	investice	0.720	0.592	0.745
investor	investor	0.794	0.655	0.791
invidious	Zátěž	0.112	0.650	0.364
invigorate	posílit	0.821	0.798	0.831
invincible	neporazitelný	0.867	0.853	0.914
invisibility	neviditelnost	0.438	0.461	0.382
invisible	neviditelný	0.417	0.345	0.412
invitation	pozvání	0.802	0.549	0.647
invite	pozvat	0.745	0.655	0.611
inviting	pozvání	0.938	0.571	0.538
invocation	vyvolání	0.430	0.620	0.673
invoice	faktura	0.480	0.380	0.474
invoke	vyvolat	0.583	0.740	0.579
involuntary	nedobrovolné	0.354	0.490	0.231
involution	involuce	0.296	0.420	0.407
involve	zapojit	0.694	0.490	0.728
involvement	účast	0.760	0.620	0.696
invulnerable	nezranitelný	0.552	0.683	0.745
inwards	dovnitř	0.490	0.385	0.438
iodine	jód	0.390	0.265	0.333
ion	ion	0.429	0.330	0.408
iota	jota	0.344	0.385	0.314
irate	rozzlobený	0.188	0.852	0.474
ire	NO TRANSLATION	0.198	0.740	0.575
iridescent	iridescentní	0.602	0.588	0.539
iris	duhovka	0.708	0.275	0.380
irked	zděšený	0.164	0.791	0.353
irks	irks	0.276	0.781	0.339
iron	žehlička	0.448	0.351	0.679
ironclad	ironclad	0.561	0.648	0.679
ironic	ironický	0.435	0.550	0.500
irons	žehličky	0.531	0.441	0.625
irony	ironie	0.390	0.587	0.508
irradiation	ozáření	0.385	0.736	0.509
irrational	iracionální	0.125	0.648	0.394
irrationality	nerozumnost	0.198	0.735	0.361
irreconcilable	neslučitelné	0.146	0.667	0.375
irreducible	neredukovatelné	0.296	0.455	0.569
irrefutable	nezvratný	0.496	0.549	0.716
irregular	nepravidelný	0.312	0.548	0.321
irregularity	nepravidelnosti	0.104	0.647	0.306
irregularly	nepravidelně	0.292	0.565	0.397
irrelevant	irelevantní	0.138	0.311	0.296
irreparable	nenapravitelná	0.061	0.530	0.430
irreplaceable	nenahraditelný	0.479	0.580	0.833
irrepressible	nepotlačitelný	0.512	0.566	0.745
irresistible	neodolatelný	0.823	0.833	0.839
irrespective	nehledě na to	0.497	0.538	0.745
irresponsible	nezodpovědný	0.177	0.680	0.241
irreverent	neuctivý	0.191	0.694	0.634
irreversible	nevratné	0.170	0.541	0.667
irrevocable	neodvolatelný	0.296	0.560	0.712
irrigate	zavlažovat	0.272	0.458	0.490
irrigation	zavlažování	0.259	0.426	0.426
irritability	podrážděnost	0.146	0.853	0.283
irritable	dráždivý	0.112	0.952	0.462
irritate	dráždit	0.167	0.890	0.368
irritated	podrážděná	0.210	0.816	0.281
irritates	dráždí	0.173	0.810	0.295
irritating	dráždivý	0.104	0.912	0.393
irritation	podráždění	0.073	0.833	0.496
island	ostrov	0.745	0.347	0.432
isle	ostrůvek	0.667	0.390	0.443
islet	ostrůvek	0.612	0.314	0.367
isolate	izolovat	0.235	0.422	0.336
isolated	izolovaný	0.221	0.356	0.255
isolation	izolace	0.198	0.338	0.339
isomorphism	izomorfismus	0.448	0.361	0.481
isothermal	izotermický	0.459	0.491	0.500
isotope	izotop	0.429	0.404	0.407
issue	problém	0.316	0.819	0.351
itch	svědění	0.319	0.610	0.465
itching	svědění	0.208	0.690	0.300
itchy	svědivý	0.334	0.726	0.296
item	položka	0.594	0.270	0.465
itemize	itemize	0.459	0.527	0.518
items	položek	0.542	0.401	0.434
iterate	iterate	0.449	0.460	0.440
iteration	opakování	0.531	0.449	0.486
iterative	iterativní	0.429	0.420	0.500
itinerant	cestující	0.449	0.545	0.439
itinerary	itinerář	0.551	0.550	0.454
ivory	slonová kost	0.625	0.235	0.566
jab	píchnout	0.385	0.519	0.482
jabber	brebentit	0.417	0.506	0.342
jack	zvedák	0.487	0.450	0.441
jackal	šakal	0.333	0.582	0.436
jackass	blbec	0.188	0.692	0.279
jacket	Bunda	0.656	0.302	0.382
jackhammer	sbíječka	0.199	0.690	0.519
jackpot	jackpot	0.950	0.750	0.786
jackrabbit	jackrabbit	0.625	0.379	0.344
jacks	jacks	0.490	0.400	0.505
jade	nefrit	0.604	0.410	0.455
jaded	unavený	0.255	0.560	0.400
jag	NO TRANSLATION	0.408	0.440	0.427
jagged	zubatý	0.082	0.462	0.213
jaguar	jaguár	0.559	0.710	0.654
jail	vězení	0.094	0.898	0.480
jailbird	kriminálník	0.240	0.567	0.473
jailbreak	útěk z vězení	0.354	0.629	0.471
jailer	žalářník	0.194	0.630	0.632
jailhouse	vězení	0.104	0.887	0.430
jalopy	kraksna	0.396	0.436	0.337
jam	džem	0.510	0.548	0.318
jamboree	veselice	0.602	0.625	0.351
jammed	uvíznutí	0.235	0.817	0.411
jammer	rušička	0.417	0.540	0.491
janitor	vrátný	0.510	0.350	0.527
janitorial	janitorial	0.490	0.373	0.481
japan	Japonsko	0.667	0.482	0.580
jar	sklenice	0.430	0.346	0.318
jargon	žargon	0.333	0.548	0.404
jarhead	jarhead	0.408	0.530	0.464
jarring	jarring	0.210	0.673	0.309
jasmine	jasmín	0.765	0.230	0.286
jasper	jaspis	0.480	0.425	0.402
jaundice	žloutenka	0.214	0.480	0.355
jaunt	výlet	0.808	0.451	0.500
java	Jáva	0.459	0.321	0.343
javelin	oštěp	0.385	0.481	0.465
jaw	čelist	0.500	0.510	0.420
jawbone	čelist	0.468	0.413	0.342
jaws	čelisti	0.385	0.528	0.455
jay	sojka	0.531	0.408	0.389
jazz	jazz	0.677	0.362	0.450
jazzy	jazzy	0.725	0.431	0.389
jealous	žárlivý	0.173	0.855	0.345
jealousy	žárlivost	0.146	0.783	0.481
jean	Jean	0.602	0.444	0.364
jeans	džíny	0.622	0.324	0.371
jeep	džíp	0.602	0.510	0.612
jeering	jeering	0.266	0.792	0.380
jelly	želé	0.651	0.294	0.256
jellybean	želé fazole	0.592	0.406	0.399
jellyfish	Medúza	0.531	0.567	0.377
jenny	jenny	0.542	0.406	0.407
jeopardize	ohrozit	0.260	0.877	0.582
jeopardy	ohrožení	0.129	0.908	0.536
jerk	blbec	0.194	0.630	0.238
jerks	jerky	0.214	0.788	0.395
jerky	sušené maso	0.233	0.538	0.358
jersey	trikot	0.594	0.317	0.411
jest	NO TRANSLATION	0.520	0.736	0.222
jester	šašek	0.388	0.670	0.264
jesus	Ježíš	0.800	0.400	0.620
jet	proud	0.612	0.721	0.606
jetty	molo	0.602	0.480	0.453
jewel	klenot	0.827	0.588	0.625
jeweler	klenotník	0.760	0.482	0.500
jewelry	šperky	0.823	0.569	0.597
jib	jib	0.406	0.420	0.413
jiff	NO TRANSLATION	0.576	0.404	0.349
jiffy	okamžik	0.410	0.444	0.380
jig	jig	0.531	0.396	0.357
jiggle	pohupovat	0.592	0.673	0.518
jigsaw	vykružovačka	0.594	0.582	0.519
jihad	džihád	0.323	0.660	0.444
jimmy	jimmy	0.579	0.321	0.311
jingle	cinkot	0.635	0.500	0.424
jinx	uhranout	0.337	0.582	0.373
jitters	nervozita	0.224	0.918	0.192
jittery	nervózní	0.344	0.856	0.255
jive	jive	0.561	0.551	0.373
job	práce	0.694	0.541	0.717
jobinterview	NO TRANSLATION	0.684	0.837	0.723
jock	jock	0.592	0.656	0.473
jockey	žokej	0.562	0.644	0.703
jockstrap	suspenzor	0.347	0.431	0.390
jog	jog	0.510	0.708	0.519
jogger	jogger	0.417	0.510	0.424
john	John	0.562	0.382	0.327
join	připojit	0.729	0.479	0.684
joined	připojeno	0.667	0.394	0.600
joining	spojování	0.755	0.469	0.685
joint	kloub	0.615	0.392	0.566
jointly	společně	0.708	0.425	0.602
joke	žert	0.704	0.610	0.316
joker	žolík	0.771	0.760	0.416
joking	žertovat	0.776	0.839	0.407
jolly	rozjařený	0.959	0.705	0.708
jolt	otřes	0.365	0.708	0.358
jornada	NO TRANSLATION	0.417	0.500	0.533
jot	drobek	0.406	0.323	0.350
jour	NO TRANSLATION	0.479	0.394	0.415
journal	časopis	0.688	0.240	0.352
journalism	žurnalistika	0.622	0.500	0.684
journalist	novinář	0.542	0.452	0.732
journalistic	žurnalistické	0.696	0.449	0.495
journey	cesta	0.910	0.702	0.625
journeyman	technik	0.765	0.596	0.741
joust	joust	0.520	0.528	0.551
jovial	žoviální	0.823	0.460	0.526
joy	radost	0.980	0.824	0.794
joyful	rozradostněný	0.990	0.740	0.667
joyous	radostný	0.958	0.580	0.728
joyride	joyride	0.694	0.550	0.500
joys	radosti	0.981	0.643	0.651
jubilant	jásavý	0.844	0.673	0.664
jubilee	jubileum	0.916	0.500	0.579
judge	soudce	0.510	0.604	0.857
judged	posuzováno	0.281	0.686	0.722
judging	posuzování	0.240	0.625	0.693
judgment	rozsudek	0.396	0.600	0.816
judgmental	soudní	0.330	0.602	0.579
judicial	soudní	0.378	0.667	0.833
judiciary	justiční	0.439	0.740	0.897
judicious	rozumný	0.630	0.432	0.772
judo	džudo	0.500	0.790	0.612
jug	džbán	0.520	0.250	0.213
juggle	žonglovat	0.594	0.760	0.426
juggler	žonglér	0.633	0.821	0.480
juggling	žonglování	0.562	0.874	0.346
jugular	krční	0.271	0.573	0.426
juice	šťáva	0.776	0.281	0.352
juicer	odšťavňovač	0.552	0.520	0.564
juicy	šťavnatý	0.823	0.529	0.490
juju	NO TRANSLATION	0.541	0.519	0.206
juke	juke	0.500	0.491	0.410
jukebox	Hudební automat	0.699	0.540	0.429
jumble	míchanice	0.357	0.613	0.331
jumbled	míchal	0.292	0.602	0.445
jumbo	jumbo	0.680	0.552	0.447
jump	skok	0.625	0.865	0.611
jump rope	skákací provaz	0.656	0.660	0.368
jumper	skokan	0.615	0.336	0.481
jumpsuit	kombinéza	0.562	0.365	0.361
