Word	Sindhi-sd	Valence	Arousal	Dominance
liquefied	ٺهيل	0.562	0.463	0.342
liqueur	ڇڏيان ٿو	0.670	0.612	0.389
liquid	مائع	0.562	0.235	0.307
liquidate	ٻيڙيون	0.327	0.654	0.664
liquidation	چڪاس	0.417	0.625	0.649
liquidator	ڌوئيندڙ	0.354	0.663	0.750
liquidity	لياقت	0.688	0.529	0.534
liquor	شراب	0.603	0.702	0.433
lira	NO TRANSLATION	0.530	0.255	0.370
lisp	lisp	0.365	0.412	0.288
list	فهرست	0.528	0.260	0.402
listen	ٻڌو	0.771	0.360	0.445
listener	ٻڌندڙن	0.667	0.375	0.403
listenting	NO TRANSLATION	0.640	0.377	0.491
listing	لسٽ	0.438	0.273	0.432
listless	بي ترتيب	0.219	0.350	0.231
listneing	NO TRANSLATION	0.531	0.370	0.433
litany	litany	0.510	0.365	0.482
liter	لي	0.573	0.208	0.382
literacy	خواندگي	0.730	0.306	0.638
literal	لفظي	0.570	0.353	0.574
literally	لفظي طور تي	0.571	0.353	0.673
literary	ادبي	0.719	0.324	0.667
literature	ادب	0.708	0.250	0.598
lithe	متان	0.656	0.596	0.602
lithium	ليتيم	0.417	0.330	0.430
lithograph	لٿراگراف	0.551	0.327	0.481
lithography	جيون	0.561	0.346	0.473
lithology	حياتيات	0.519	0.378	0.525
lithosphere	ويڪرائي	0.473	0.333	0.689
litigant	متضاد	0.219	0.577	0.696
litigate	لکت	0.260	0.819	0.712
litigation	مقدمو	0.388	0.760	0.602
litigator	استقبال	0.429	0.630	0.732
litigious	متضاد	0.360	0.736	0.632
litter	ڦٽي	0.255	0.551	0.110
little	ننڍڙو	0.385	0.160	0.213
littlethings	ننڍيون شيون	0.740	0.311	0.242
littoral	ناڻو	0.551	0.387	0.452
liturgy	liturgy	0.490	0.327	0.568
live	رهن ٿا	0.880	0.673	0.676
livelife	زندگي جيئڻ	0.792	0.624	0.664
livelihood	معيشت	0.698	0.481	0.721
lively	خوش آمديد	0.847	0.810	0.642
liven	وجهه	0.708	0.713	0.673
liver	جگر	0.439	0.290	0.385
livery	ذميواري	0.510	0.417	0.429
livestock	جانور	0.729	0.420	0.519
livid	لاڙيندڙ	0.469	0.788	0.490
living	جيئرو	0.865	0.608	0.727
lizard	ڪبوتر	0.378	0.375	0.324
llama	لاکا	0.490	0.590	0.519
lml	ايل ايل	0.448	0.519	0.385
load	لوڊ	0.385	0.417	0.528
loader	لوڊ	0.562	0.377	0.686
loaf	loaf	0.755	0.250	0.277
loafer	شاھوڪار	0.235	0.396	0.254
loam	ماني	0.469	0.373	0.673
loan	قرض	0.552	0.480	0.352
loath	loath	0.135	0.714	0.445
loathe	مان سمجهان ٿو	0.094	0.730	0.429
loathful	نڀاڳو	0.068	0.740	0.358
loathing	ويٺو	0.083	0.796	0.368
loathsome	ٿانو	0.120	0.694	0.343
lobby	مشغول	0.625	0.427	0.472
lobbyist	سينگاريو	0.385	0.527	0.565
lobe	لوڏو	0.459	0.364	0.352
lobotomy	مڪانيات	0.296	0.598	0.402
lobster	قابليت	0.571	0.356	0.291
local	مقامي	0.656	0.269	0.452
locale	مقامي	0.449	0.387	0.352
locality	جڳهه	0.582	0.336	0.464
localization	مقامي جوڙجڪ	0.552	0.330	0.545
localize	مقامي بڻائڻ	0.520	0.481	0.679
localized	مقامي	0.490	0.460	0.621
locate	ڳولي ڪريو	0.583	0.520	0.786
location	جڳهه	0.615	0.375	0.546
locator	جڳھيندڙ	0.480	0.426	0.614
loch	لوچ	0.449	0.235	0.425
lock	تالو	0.271	0.585	0.600
locker	لنگر	0.439	0.300	0.393
locket	ليکي	0.615	0.327	0.616
locksmith	لنگر	0.510	0.417	0.491
lockup	تالو هڻينس	0.240	0.602	0.617
loco	لويو	0.306	0.774	0.226
locomotion	جڳهه	0.470	0.600	0.595
locomotive	لووموموٽ	0.542	0.650	0.721
locust	جڳهه	0.479	0.412	0.417
lode	NO TRANSLATION	0.365	0.423	0.318
lodge	لاج	0.656	0.356	0.474
lodger	قيدي	0.480	0.448	0.304
lodging	رهائش	0.713	0.286	0.527
loft	مان	0.510	0.378	0.343
lofty	چوان ٿو	0.755	0.306	0.569
log	لاگ ان	0.591	0.371	0.395
logarithm	منطق	0.520	0.439	0.551
logarithmic	تخليق	0.469	0.458	0.606
logic	منطق	0.646	0.245	0.819
logical	منطقي	0.805	0.400	0.648
logistics	ريجيج	0.633	0.500	0.730
logo	لوگو	0.469	0.296	0.565
logotype	لاگ ٽائپ ڪريو	0.480	0.337	0.509
loin	NO TRANSLATION	0.420	0.298	0.379
lollipop	ڦلپوٽو	0.628	0.483	0.357
lone	اڪيلو	0.198	0.204	0.367
loneliness	ڄاڻي واڻي	0.146	0.182	0.222
lonely	اڪيلو	0.250	0.226	0.238
loner	قيصر	0.347	0.152	0.221
lonesome	ٿانو	0.281	0.213	0.336
long	ڊگهو	0.541	0.353	0.543
longboat	ڊگهو بوٽ	0.551	0.454	0.490
longevity	وڏي عمر	0.750	0.353	0.745
longing	ٿڌڻ	0.604	0.434	0.560
longitude	گدائي	0.479	0.310	0.516
longitudinal	ڊگهو آهي	0.542	0.398	0.582
longitudinally	وڏي عرصي کان	0.541	0.380	0.569
longtime	وڏو وقت	0.362	0.442	0.546
loo	لو	0.385	0.357	0.283
look	ڏس	0.719	0.429	0.615
looker	نظرثاني ڪندڙ	0.583	0.354	0.451
lookout	ڏسو	0.698	0.538	0.639
loom	ماني	0.531	0.245	0.325
looming	ماڙھو	0.367	0.750	0.528
loon	شعر	0.429	0.392	0.325
loony	اڪيلو	0.439	0.474	0.295
loop	لوپ	0.516	0.343	0.317
loophole	ڦوڪيل	0.406	0.755	0.491
loopy	ڪري رهيو آهي	0.438	0.520	0.195
loose	لوڻ	0.573	0.312	0.365
loosen	وسايو	0.487	0.337	0.218
loosening	ڦيرايو	0.378	0.343	0.295
loot	ڦٽ	0.604	0.711	0.537
lop	ٻيٽ	0.429	0.363	0.426
lopsided	معطل	0.125	0.500	0.272
lord	رب	0.618	0.327	0.684
lords	اڪيلو	0.571	0.356	0.781
lordship	خدا جي رضا	0.573	0.557	0.736
lore	زخم	0.719	0.373	0.768
lorry	لياري	0.521	0.481	0.402
lose	وڃايو	0.115	0.538	0.176
loser	ضايع	0.083	0.510	0.155
losing	وڃائڻ	0.076	0.686	0.223
loss	نقصان	0.062	0.567	0.211
lost	ڪٽيو	0.199	0.663	0.148
lot	تمام گھڻو	0.531	0.215	0.370
lotion	لوشن	0.724	0.261	0.188
lots	تمام گهڻو	0.604	0.417	0.424
lottery	لوئر	0.771	0.731	0.491
lotto	لوٽٽا	0.760	0.635	0.475
lotus	لوز	0.604	0.377	0.510
loud	بلند آواز	0.573	0.650	0.870
loudly	زور سان	0.541	0.755	0.667
loudmouth	بلند آواز	0.337	0.615	0.456
loudness	زور	0.350	0.582	0.620
loudspeaker	لوف اسپيڪر	0.490	0.735	0.689
lounge	ميونسپل	0.592	0.245	0.466
lounging	ويندڙ	0.735	0.167	0.449
louse	خوشبو	0.184	0.439	0.154
lousy	ڦاسي	0.125	0.482	0.234
lovable	پيارو	0.948	0.335	0.565
love	پيار	1.000	0.519	0.673
loved	پياريو	0.927	0.452	0.582
lovee	پياريو	0.949	0.592	0.611
loveee	پياريو	0.927	0.592	0.693
loveless	بيزار	0.102	0.365	0.216
lovelife	NO TRANSLATION	0.837	0.610	0.592
loveliness	پياروڪار	0.959	0.509	0.750
lovelovelove	NO TRANSLATION	0.948	0.582	0.554
lovely	پيارو	0.917	0.456	0.741
lovemaking	پيار ڪرڻ	0.969	0.927	0.814
lovemylife	NO TRANSLATION	0.896	0.800	0.573
lover	عاشق	0.881	0.816	0.750
lovesick	پياروڪار	0.796	0.842	0.500
lovethis	پياريندڙ	0.867	0.552	0.526
loving	پيار ڪندڙ	0.948	0.612	0.636
lovinglife	پياري زندگي آهي	0.979	0.404	0.673
lovinlife	سٺي زندگي آهي	0.714	0.460	0.544
low	گهٽ	0.292	0.220	0.102
lowdown	گهٽ ڊائونلوڊ	0.306	0.441	0.441
lower	هيٺيون	0.327	0.296	0.258
lowering	هيٺيون	0.286	0.363	0.236
lowest	گھٽ	0.312	0.304	0.129
lowlands	گھٽايل	0.323	0.290	0.331
lowlife	گهٽ زندگي	0.296	0.529	0.309
lowly	گهٽ	0.562	0.294	0.417
lox	ڍڪ	0.490	0.373	0.318
loyal	وفادار	0.896	0.265	0.657
loyalty	وفاداري	0.885	0.406	0.793
lsd	lsd	0.375	0.471	0.390
luau	luau	0.594	0.545	0.296
lube	مچائي	0.552	0.490	0.411
lubricant	مزيدار	0.656	0.550	0.454
lubricate	تجزيو ڪيو	0.552	0.490	0.470
lubrication	گڻ	0.624	0.646	0.491
lucid	ڪٽيو	0.771	0.490	0.705
luck	قسمت	0.854	0.490	0.717
luckiest	تڪڙو	0.917	0.690	0.852
lucky	خوش قسمت آهي	0.960	0.610	0.793
luckygirl	خوش قسمت ڇوڪري	0.781	0.712	0.471
lucrative	خوش قسمت آهي	0.729	0.519	0.798
ludicrous	غدار	0.137	0.553	0.274
lug	لنگهه	0.344	0.443	0.340
luggage	سامان	0.561	0.226	0.319
lukewarm	غوث	0.573	0.300	0.241
lull	چپ	0.602	0.130	0.402
lullaby	پيشاب	0.796	0.156	0.339
lumbar	ڍنڍ	0.323	0.418	0.342
lumber	پنڌ	0.517	0.184	0.373
lumbering	ڇڪڻ	0.354	0.561	0.655
lumberjack	لمبرج	0.500	0.660	0.726
luminescent	ليمينٽس	0.796	0.550	0.526
luminous	چمڪندڙ	0.918	0.392	0.783
lump	ڦل	0.438	0.337	0.463
lumpy	ڪوبہ	0.271	0.378	0.365
lunacy	خوشگوار	0.132	0.847	0.330
lunar	قمري	0.562	0.296	0.427
lunatic	شعر	0.125	0.792	0.442
lunch	منجھند جو	0.880	0.410	0.542
lunchbox	لنچ باڪس	0.663	0.346	0.346
luncheon	قوتون	0.837	0.240	0.441
lunchtime	منجھند جو وقت	0.896	0.398	0.444
lung	ڦڦڙن	0.510	0.292	0.629
lunge	لنگهه	0.354	0.721	0.509
lungs	ڦڦڙن	0.531	0.352	0.555
lurch	لڪي	0.404	0.694	0.363
lure	لالچ	0.439	0.565	0.300
lurid	لالچ	0.186	0.833	0.536
lurk	ليڪ	0.219	0.740	0.655
lurking	ڇڏي ٿو	0.421	0.781	0.575
luscious	باهمي	0.885	0.552	0.545
lush	سرسبز	0.740	0.783	0.833
lust	مورڳو	0.469	0.944	0.518
luster	ٺڪرايو	0.833	0.566	0.558
lustful	ڏاڍو خوش ٿيو	0.427	0.896	0.643
lustrous	لاچار	0.771	0.606	0.598
lusty	گهاٽي	0.469	0.941	0.673
lute	لالچ	0.459	0.407	0.500
luxuriant	آڌار	0.760	0.745	0.812
luxurious	آساني	0.947	0.644	0.754
luxury	عيش	0.932	0.673	0.750
lycra	ايلچرا	0.520	0.449	0.328
lye	lye	0.378	0.396	0.443
lying	ڪوڙ	0.208	0.704	0.317
lymph	لفف	0.398	0.510	0.390
lymphatic	لففيڪٽ	0.380	0.509	0.472
lymphoma	لففاما	0.208	0.645	0.330
lynch	لين	0.167	0.885	0.482
lynching	لڱڻ	0.135	0.920	0.548
lynx	لنڪس	0.510	0.590	0.567
lyre	هيٺيون	0.719	0.347	0.414
lyric	لاکي	0.702	0.269	0.464
lyrical	جراحي	0.708	0.451	0.618
lyrics	غزل	0.582	0.214	0.333
macadamia	ماکيءامي	0.635	0.330	0.434
macarena	اڪري	0.802	0.601	0.368
macaroni	ناليواري	0.816	0.410	0.382
mace	مينهن	0.450	0.412	0.415
mach	مشين	0.541	0.432	0.463
machete	machete	0.260	0.690	0.474
machine	مشين	0.510	0.500	0.707
machinery	مشينري	0.458	0.615	0.629
machinist	مشين	0.490	0.598	0.721
macho	مشڪو	0.643	0.690	0.676
mackerel	ميٽريل	0.418	0.423	0.426
macro	ميڪو	0.552	0.469	0.647
mad	چريو	0.219	0.873	0.277
madam	چريو	0.580	0.308	0.571
madame	چريو	0.604	0.500	0.635
madden	madden	0.329	0.602	0.457
madder	چريو	0.323	0.853	0.267
mademoiselle	NO TRANSLATION	0.752	0.459	0.461
mademyday	چريو	0.694	0.573	0.537
madhouse	چريو	0.156	0.736	0.440
madman	چريو	0.135	0.880	0.312
madness	چريو	0.104	0.804	0.440
maestro	مڪڙ	0.823	0.357	0.849
mafia	مافيا	0.204	0.867	0.676
magazine	ميگزين	0.615	0.332	0.377
mage	نيل	0.622	0.373	0.453
magenta	مگسي	0.635	0.275	0.415
maggot	جادوگر	0.235	0.500	0.235
magic	جادو	0.868	0.663	0.578
magical	جادوگر	0.875	0.651	0.595
magician	جادوگر	0.714	0.657	0.551
magistrate	مئجسٽريٽ	0.587	0.541	0.904
magma	مئگما	0.323	0.623	0.609
magna	Magna	0.605	0.490	0.652
magnate	مگن	0.627	0.708	0.868
magnesium	ميگنيشيم	0.542	0.320	0.321
magnet	مقناطيس	0.571	0.318	0.553
magnetic	مقناطيسي	0.612	0.529	0.673
magnetism	مقناطيس	0.630	0.529	0.741
magnetite	مقناطيس	0.531	0.490	0.581
magnification	عظمت	0.890	0.615	0.880
magnificence	شاندار آهي	0.802	0.810	0.920
magnificent	شاندار آهي	1.000	0.680	0.886
magnifier	مکيه ڪارڪردگي	0.469	0.216	0.345
magnify	منهن ڏيڻ	0.729	0.561	0.839
magnifying	مگن	0.594	0.265	0.406
magnitude	ڪثرت	0.608	0.613	0.774
magnolia	ميگوليا	0.558	0.343	0.379
magpie	جادوگر	0.500	0.458	0.327
mahi mahi	NO TRANSLATION	0.510	0.410	0.398
mahjong	مهجونگ	0.556	0.418	0.440
mahogany	مهاگني	0.602	0.225	0.393
maid	نوڪري	0.406	0.324	0.300
maiden	نوڪري	0.755	0.396	0.461
mail	ٽپال	0.615	0.231	0.548
mailbox	ٽپال	0.573	0.222	0.404
mailing	ٽپال	0.688	0.324	0.375
mailman	ميلان	0.659	0.418	0.462
maim	NO TRANSLATION	0.133	0.724	0.496
main	مکيه	0.667	0.510	0.811
mainframe	مکيه فريم	0.531	0.490	0.557
mainland	مکيه ملڪ	0.680	0.407	0.806
mainstay	مکيه	0.694	0.400	0.713
mainstream	مکيه وهڪرو	0.653	0.527	0.660
maintain	برقرار رک	0.684	0.398	0.647
maintenance	سار سنڀال	0.592	0.410	0.545
majestic	وڏو	0.948	0.731	0.906
majesty	ايماندار	0.823	0.602	0.955
major	وڏي	0.684	0.538	0.874
majority	اڪثريت	0.684	0.560	0.930
make	ٺاهيو	0.684	0.420	0.480
makeover	تبديلي	0.771	0.510	0.596
maker	ساز	0.698	0.544	0.706
makeshift	ڦاٽندو	0.479	0.611	0.389
makesmehappy	NO TRANSLATION	0.894	0.663	0.712
makesmemad	NO TRANSLATION	0.296	0.643	0.500
makeup	ٺاهڻ	0.740	0.333	0.331
makingdisciples	NO TRANSLATION	0.684	0.402	0.664
malady	مالدي	0.190	0.686	0.304
malaise	خوشبو	0.150	0.600	0.161
malaria	مليريا	0.125	0.653	0.304
malarkey	مليرڪي	0.396	0.500	0.465
male	نر	0.612	0.532	0.695
malevolent	ناپسنديده	0.094	0.854	0.613
malfeasance	غلط آهي	0.062	0.745	0.325
malformation	ڀلائي	0.083	0.602	0.357
malfunction	گهٻرائڻ	0.125	0.577	0.229
malice	NO TRANSLATION	0.073	0.811	0.492
malicious	گندو	0.177	0.765	0.607
malign	گهربل	0.140	0.765	0.481
malignancy	بدانتظامي	0.149	0.814	0.614
malignant	بدنام	0.143	0.824	0.370
maligned	نامزد ٿيل	0.102	0.684	0.218
mall	مال	0.724	0.663	0.492
malleable	گهميل	0.500	0.500	0.391
mallet	نرالي	0.354	0.390	0.483
malnutrition	زنده	0.024	0.592	0.277
malpractice	بگڙيل	0.094	0.559	0.330
malt	مالٽ	0.750	0.373	0.324
mama	ماما	0.860	0.413	0.728
mambo	mambo	0.808	0.622	0.445
mamma	NO TRANSLATION	0.600	0.358	0.449
mammal	مهر	0.618	0.449	0.421
mammoth	اھو آھي	0.480	0.471	0.537
mammy	مامي	0.680	0.415	0.436
man	انسان	0.688	0.427	0.767
manage	منظم ڪريو	0.560	0.530	0.719
manageable	منظم	0.750	0.361	0.655
management	انتظام	0.792	0.491	0.806
manager	مينيجر	0.625	0.549	0.897
managerial	مئنيجر	0.604	0.520	0.791
mandamus	مينڊيامس	0.439	0.577	0.556
mandarin	مٽيارين	0.625	0.398	0.491
mandate	مينڊيٽ	0.448	0.670	0.779
mandatory	لازمي	0.271	0.667	0.777
mandible	معقول آهي	0.510	0.431	0.500
mandolin	مينولين	0.708	0.433	0.367
mandrel	مينل	0.310	0.490	0.481
mane	NO TRANSLATION	0.521	0.277	0.373
maneuver	قيصر	0.615	0.663	0.608
maneuvering	ماڻهون	0.635	0.640	0.745
mange	NO TRANSLATION	0.311	0.558	0.348
manger	خطرو	0.656	0.276	0.398
mangle	ڄاڻي ٿو	0.292	0.449	0.355
mango	منڊي	0.765	0.327	0.290
mangosteen	ڄمڻ	0.562	0.500	0.414
mangy	منڊي	0.214	0.698	0.270
manhole	منڊو	0.378	0.500	0.516
manhood	جوانيء جو	0.625	0.735	0.858
manhunt	منٿ	0.145	0.925	0.657
mania	ماڻهو	0.290	0.683	0.382
maniac	ماڻهون	0.120	0.849	0.431
maniacal	مئلينئل	0.200	0.848	0.500
manic	ماڻهون	0.054	0.892	0.368
manicure	ناني	0.706	0.308	0.284
manicurist	ماڻهون	0.583	0.352	0.341
manifest	ظاهر	0.667	0.647	0.704
manifestation	ظاهر	0.583	0.750	0.655
manifested	ظاهر ٿيو	0.580	0.618	0.667
manifestly	ظاهر ڪر	0.469	0.588	0.577
manifesto	منشور	0.646	0.519	0.676
manifold	ننڍڙو	0.500	0.461	0.435
manipulate	هٿيار	0.255	0.700	0.772
manipulation	هٿ ڪرڻ	0.188	0.775	0.536
manipulative	هٿيار	0.177	0.724	0.546
mankind	ماڻهو	0.823	0.471	0.768
manly	ماڻهون	0.698	0.633	0.846
manna	منهن	0.698	0.294	0.544
manned	دوستي	0.551	0.588	0.484
mannequin	منڍو	0.427	0.302	0.295
manner	طريقو	0.618	0.250	0.320
mannered	مصلحت	0.469	0.556	0.291
manners	ماڻهون	0.816	0.284	0.517
manor	ميئر	0.646	0.358	0.738
manpower	بااختيار	0.531	0.620	0.543
mansion	حوريه	0.847	0.490	0.717
mansions	حيوانات	0.735	0.529	0.777
manslaughter	مئل	0.090	0.920	0.473
mantel	مينھن	0.500	0.265	0.471
mantis	مينھون	0.480	0.355	0.421
mantle	مذاق	0.510	0.269	0.422
mantra	منتر	0.396	0.249	0.357
manual	دستياب	0.635	0.245	0.449
manufacture	پيداوار	0.868	0.703	0.780
manufacturer	ڪاروبار	0.688	0.537	0.830
manufacturing	پيداوار	0.653	0.613	0.804
manure	مال	0.250	0.471	0.241
manuscript	رعايت	0.510	0.208	0.540
map	نقشو	0.561	0.229	0.463
maple	ميپل	0.541	0.390	0.339
mar	مري	0.622	0.544	0.545
marathon	مارٿون	0.646	0.778	0.740
marble	سنگ مرمر	0.604	0.212	0.667
marbled	ماريو ويو	0.396	0.385	0.418
marbles	ماربل	0.714	0.345	0.241
march	مارچ	0.531	0.200	0.483
mare	NO TRANSLATION	0.541	0.320	0.417
margarine	margarine	0.530	0.316	0.333
margarita	margarita	0.750	0.438	0.420
margin	حاڪمن	0.500	0.219	0.331
marginal	ذريعو	0.235	0.644	0.345
mariachi	مارياچي	0.710	0.559	0.609
marijuana	ماريجو	0.312	0.779	0.558
marinara	ماريار	0.657	0.388	0.435
marine	سامونڊي	0.633	0.471	0.679
mariner	اچار	0.652	0.491	0.676
marital	شادي وارو	0.760	0.529	0.500
maritime	سامونڊي	0.646	0.490	0.713
mark	نشان	0.491	0.231	0.600
marked	نشان لڳل	0.592	0.358	0.554
marker	مارڪر	0.500	0.333	0.605
market	بازار	0.724	0.480	0.521
marketable	بازاربل آهي	0.746	0.545	0.664
marketing	مارڪيٽنگ	0.521	0.774	0.675
marketplace	مارڪيٽ	0.698	0.420	0.525
marks	نشان	0.430	0.480	0.424
marksman	نشان	0.500	0.833	0.692
marksmanship	نشان	0.573	0.531	0.664
marl	مارشل	0.372	0.471	0.351
marmalade	مرجان	0.729	0.370	0.288
maroon	مرون	0.469	0.358	0.336
marooned	ڄمايو	0.229	0.480	0.160
marquee	مرضي	0.602	0.284	0.508
marquis	مارڪو	0.521	0.444	0.562
marred	مزيدار	0.181	0.561	0.233
marriage	شادي	0.844	0.684	0.750
married	شادي	0.674	0.570	0.602
marrow	ميرو	0.398	0.422	0.472
marry	شادي	0.896	0.765	0.673
marsh	هوش	0.302	0.358	0.277
marshal	ڪمال	0.469	0.610	0.819
marshmallow	مارشلڊو	0.740	0.441	0.391
mart	مارشل	0.531	0.402	0.418
martial	مارشل	0.480	0.710	0.737
martingale	مارشلنگ	0.469	0.510	0.455
martini	مارڪي	0.828	0.500	0.519
martyr	شهيد	0.281	0.708	0.509
martyrdom	شهادت	0.323	0.745	0.442
marvel	عجيب	0.961	0.755	0.866
marvellous	عجيب	0.878	0.809	0.849
marvelous	عجيب	0.948	0.637	0.778
marvelously	عجب سان	0.968	0.708	0.764
marzipan	NO TRANSLATION	0.684	0.380	0.258
mascara	ماسڪر	0.575	0.450	0.269
mascot	مذڪر	0.750	0.337	0.337
masculine	مذڪر	0.653	0.540	0.773
masculinity	مذڪر	0.583	0.670	0.851
mash	مش	0.440	0.363	0.283
mashed	مڇي	0.531	0.337	0.194
mask	ماسڪ	0.510	0.490	0.537
masked	نقشو	0.375	0.549	0.518
masks	ماسڪ	0.510	0.472	0.241
masochism	ماسڪوزم	0.194	0.845	0.483
masochist	ماسڪوسٽ	0.164	0.784	0.353
mason	ميس	0.541	0.442	0.580
masquerade	زبردست	0.431	0.633	0.446
mass	ڪاميٽي	0.458	0.245	0.277
massacre	قتل عام	0.031	0.887	0.640
massage	مساج	0.708	0.356	0.413
masses	عوام	0.552	0.453	0.473
masseur	ڪاميٽي	0.622	0.265	0.463
masseuse	قتل عام	0.594	0.373	0.391
massive	تمام وڏا	0.569	0.660	0.750
mast	ماس	0.542	0.390	0.580
master	ماسٽر	0.694	0.490	0.849
masterful	محتاج آهي	0.854	0.510	0.960
mastermind	ماسٽرمند	0.792	0.625	0.918
masterpiece	هڪڙي نموني	0.926	0.623	0.847
mastery	حاصل آهي	0.755	0.648	0.873
masturbate	مشت زنی	0.552	0.926	0.500
masturbation	مشت زنی	0.542	0.961	0.509
mat	چٽيو	0.459	0.221	0.304
matador	ميڊيڪر	0.224	0.880	0.667
match	ميچ	0.599	0.573	0.500
matchbook	ميچ بڪ	0.562	0.391	0.412
matching	ملندڙ	0.719	0.735	0.418
matchmaker	ميچ	0.615	0.509	0.519
mate	مطلب	0.847	0.417	0.669
material	مواد	0.521	0.363	0.439
materialism	مواد	0.220	0.390	0.556
materialist	مصلحت	0.255	0.491	0.504
materialistic	مادي	0.420	0.506	0.589
materiality	مادي	0.417	0.450	0.636
materialize	مصلحت	0.688	0.596	0.728
materially	مادي طور تي	0.490	0.451	0.670
materials	مواد	0.633	0.361	0.473
materiel	منٽرل	0.531	0.294	0.417
maternal	مادري	0.847	0.417	0.634
maternity	زچگي	0.865	0.480	0.622
math	رياضي	0.417	0.375	0.600
mathematical	رياضياتي	0.620	0.500	0.548
mathematician	رياضياتي	0.541	0.418	0.773
mathematics	رياضيات	0.438	0.435	0.664
matinee	ملائي	0.694	0.578	0.447
mating	ملائڻ	0.755	0.840	0.759
matriculation	ملندڙ	0.622	0.490	0.675
matrimony	فطرت	0.850	0.637	0.843
matrix	ميٽرڪس	0.551	0.378	0.673
matron	ميوا	0.520	0.519	0.555
matted	ٻڏل	0.281	0.519	0.393
matter	معاملو	0.487	0.353	0.562
matting	چندو	0.479	0.405	0.423
mattress	گدو	0.612	0.255	0.397
maturation	چڪر	0.612	0.439	0.698
mature	پختو	0.625	0.347	0.600
maturity	پختگي	0.827	0.400	0.806
maudlin	مانيون	0.337	0.417	0.368
mausoleum	مزار	0.344	0.281	0.594
mauve	مائو	0.533	0.330	0.314
maverick	موجودي	0.354	0.676	0.409
maxim	وڌو	0.875	0.562	0.887
maximize	وڌايو	0.823	0.765	0.792
maximum	وڌو	0.724	0.724	0.852
may	مئي	0.704	0.273	0.245
mayday	آچر	0.344	0.643	0.423
mayflower	واه	0.690	0.463	0.429
mayhem	طاري ٿي	0.188	0.870	0.364
mayonnaise	ميزيوز	0.510	0.320	0.222
mayor	ميئر	0.469	0.481	0.818
maze	مزي	0.438	0.608	0.444
mead	گوشت	0.667	0.337	0.441
meadow	گرايو	0.622	0.130	0.382
meager	مونجهارو	0.144	0.389	0.281
meal	کاڌو	0.833	0.461	0.473
mean	مطلب	0.440	0.467	0.620
meander	مونٽر	0.480	0.443	0.454
meandering	مونجهاري	0.427	0.644	0.539
meanie	يونٽ	0.388	0.420	0.404
meaning	مطلب	0.663	0.395	0.625
meaningful	معني ۾	0.770	0.500	0.802
meaningless	بي معني	0.156	0.314	0.143
meanness	ميان	0.102	0.694	0.368
means	مطلب	0.615	0.373	0.460
meantime	ساڳئي وقت	0.432	0.222	0.300
measles	ماپ	0.092	0.635	0.422
measurable	پيچيده	0.604	0.410	0.602
measure	ماپ	0.510	0.375	0.365
measured	ماپي	0.542	0.265	0.578
measurement	ماپ	0.622	0.418	0.491
measuring	ماپ	0.448	0.337	0.529
measuring cup	ماپڻ پيالو	0.557	0.343	0.377
measuring tape	ماپڻ واري ٽيپ	0.337	0.280	0.327
meat	گوشت	0.612	0.421	0.413
meatball	گوشت جو	0.612	0.279	0.343
meathead	گوشت جو گوشت	0.306	0.534	0.490
meatloaf	گوشت جو گوشت	0.625	0.389	0.375
mechanic	مستري	0.571	0.433	0.566
mechanical	ميڪيڪل	0.479	0.569	0.564
mechanics	ميڪيڪڪس	0.542	0.500	0.761
mechanism	ميڪانيزم	0.573	0.583	0.664
med	NO TRANSLATION	0.375	0.429	0.606
medal	ميڊيا	0.854	0.555	0.746
medallion	تعصب	0.750	0.510	0.710
medallist	ميڊالسٽ	0.796	0.821	0.897
meddle	درٻار	0.302	0.770	0.526
meddling	ڌيان ڏيڻ	0.245	0.600	0.461
