Word	Maltese-mt	Valence	Arousal	Dominance
imperfect	imperfetta	0.173	0.527	0.202
imperfection	imperfezzjoni	0.190	0.567	0.321
imperfectly	imperfett	0.297	0.481	0.330
imperial	imperjali	0.669	0.646	0.922
imperialist	NO TRANSLATION	0.284	0.786	0.833
impermeable	impermeabbli	0.510	0.308	0.558
impermissible	mhux permissibbli	0.188	0.464	0.352
impersonal	impersonali	0.316	0.356	0.472
impersonate	impersonate	0.510	0.632	0.591
impersonation	impersonazzjoni	0.375	0.618	0.528
impersonator	impersonatur	0.469	0.586	0.406
impertinence	impertinenza	0.170	0.653	0.420
impertinent	impertinenti	0.219	0.826	0.373
impervious	impervja	0.582	0.408	0.536
impetuous	impetuous	0.602	0.814	0.712
impetus	impetu	0.521	0.740	0.635
implacable	implacable	0.569	0.663	0.830
implant	impjant	0.429	0.510	0.588
implantation	impjantazzjoni	0.396	0.604	0.741
implanted	impjantat	0.347	0.500	0.679
implement	jimplimentaw	0.720	0.573	0.792
implicate	jimplikaw	0.250	0.670	0.434
implicated	implikat	0.354	0.673	0.438
implication	implikazzjoni	0.337	0.528	0.690
implied	impliċita	0.327	0.530	0.481
implore	implore	0.396	0.650	0.377
implosion	implosion	0.412	0.724	0.547
imply	jimplikaw	0.542	0.670	0.533
impolite	impolite	0.167	0.590	0.282
import	importa	0.615	0.480	0.623
importance	importanza	0.750	0.580	0.864
important	importanti	0.827	0.630	0.836
importation	importazzjoni	0.625	0.500	0.733
impose	timponi	0.503	0.721	0.745
imposing	timponi	0.392	0.731	0.836
imposition	imposizzjoni	0.357	0.604	0.618
impossibility	impossibbiltà	0.170	0.625	0.306
impossible	impossibbli	0.153	0.510	0.407
impostor	impostor	0.135	0.704	0.442
impotence	impotenza	0.198	0.689	0.224
impotent	impotenti	0.146	0.587	0.333
impound	impound	0.230	0.587	0.583
impoverished	fqira	0.125	0.311	0.203
impracticable	imprattikabbli	0.398	0.549	0.381
impractical	mhux prattiku	0.160	0.373	0.291
impregnable	impregnabbli	0.378	0.549	0.667
impregnate	impregnate	0.510	0.721	0.655
impress	timpressjona	0.816	0.744	0.895
impressed	impressjonat	0.806	0.770	0.429
impression	impressjoni	0.684	0.557	0.577
impressionable	impressionable	0.827	0.720	0.645
impressive	impressjonanti	0.781	0.830	0.873
imprint	istampar	0.615	0.574	0.685
imprison	ħabs	0.112	0.829	0.545
imprisoned	ħabs	0.032	0.717	0.302
imprisonment	priġunerija	0.133	0.630	0.471
improbable	improbabbli	0.097	0.412	0.439
impromptu	impromptu	0.541	0.729	0.415
improper	mhux xieraq	0.229	0.520	0.259
impropriety	improprjetà	0.133	0.591	0.389
improve	ittejjeb	0.833	0.528	0.815
improved	imtejba	0.919	0.480	0.679
improvement	titjib	0.786	0.500	0.611
improves	itejjeb	0.929	0.625	0.727
improving	titjib	0.911	0.510	0.682
improvisation	improvisazzjoni	0.631	0.812	0.529
improvise	improvise	0.646	0.650	0.519
improvised	improvised	0.610	0.673	0.443
imprudent	imprudenti	0.170	0.676	0.265
impudence	impudenza	0.214	0.500	0.472
impudent	impudenti	0.302	0.604	0.462
impulse	impuls	0.530	0.840	0.611
impulsive	impulsiv	0.365	0.864	0.607
impunity	impunità	0.313	0.721	0.602
impure	impur	0.260	0.560	0.208
impurity	impurità	0.173	0.546	0.306
imputation	imputazzjoni	0.333	0.654	0.621
imtryingtosleep	NO TRANSLATION	0.438	0.363	0.385
inability	inkapaċità	0.150	0.529	0.250
inaccessible	inaċċessibbli	0.083	0.585	0.446
inaccurate	mhux preċiża	0.135	0.450	0.250
inaction	nuqqas ta 'azzjoni	0.323	0.225	0.325
inactivate	inattivat	0.245	0.240	0.415
inactivation	inattivazzjoni	0.198	0.260	0.220
inactive	inattivi	0.271	0.167	0.159
inactivity	inattività	0.135	0.143	0.227
inadequacy	inadegwatezza	0.286	0.500	0.297
inadequate	mhux adegwat	0.122	0.450	0.223
inadequateness	inadegwatezza	0.240	0.529	0.316
inadmissible	inammissibbli	0.188	0.636	0.389
inadvertent	involontarju	0.365	0.368	0.286
inadvertently	involontarjament	0.302	0.541	0.549
inaffable	NO TRANSLATION	0.388	0.518	0.455
inalienable	inaljenabbli	0.437	0.459	0.608
inane	inane	0.271	0.350	0.268
inanimate	inanimat	0.281	0.143	0.224
inapplicable	inapplikabbli	0.281	0.402	0.330
inappropriate	mhux xieraq	0.135	0.542	0.353
inattention	nuqqas ta 'attenzjoni	0.208	0.433	0.188
inaudible	inaudible	0.280	0.398	0.358
inaugural	inawgurali	0.684	0.567	0.608
inaugurate	inawgurazzjoni	0.781	0.582	0.800
inauguration	inawgurazzjoni	0.847	0.712	0.769
inborn	inborn	0.590	0.288	0.546
inbound	deħlin	0.531	0.388	0.538
inbred	inbred	0.397	0.520	0.473
incalculable	inkalkulabbli	0.449	0.620	0.679
incandescent	inkandexxenti	0.354	0.612	0.621
incantation	inkantazzjoni	0.439	0.632	0.548
incapable	inkapaċi	0.156	0.529	0.155
incapacity	inkapaċità	0.052	0.500	0.217
incarceration	inkarceration	0.100	0.800	0.397
incarnate	incarnate	0.552	0.651	0.593
incase	fil-kas	0.580	0.196	0.365
incendiary	inċendjarju	0.281	0.810	0.598
incense	inċens	0.698	0.275	0.328
incensed	inkensed	0.338	0.643	0.392
incentive	inċentiv	0.812	0.618	0.718
inception	bidu	0.604	0.425	0.561
incessant	incessant	0.438	0.760	0.544
incessantly	bla heda	0.417	0.765	0.606
incest	inċest	0.073	0.853	0.491
incestuous	inċestuous	0.188	0.736	0.442
inch	pulzier	0.481	0.327	0.300
incidence	inċidenza	0.417	0.527	0.429
incident	inċident	0.084	0.662	0.482
incidental	inċidentali	0.281	0.610	0.404
incidentally	inċidentalment	0.479	0.500	0.500
incineration	inċinerazzjoni	0.229	0.787	0.470
incinerator	inċineratur	0.250	0.643	0.591
incipient	incipient	0.442	0.382	0.430
incision	inċiżjoni	0.240	0.663	0.558
incisive	inċiżivi	0.380	0.602	0.545
incite	jinċitaw	0.449	0.736	0.642
incitement	inċitament	0.302	0.943	0.598
inclement	inklement	0.260	0.676	0.616
inclination	inklinazzjoni	0.378	0.490	0.538
incline	inklinazzjoni	0.490	0.423	0.345
inclined	inklinat	0.469	0.347	0.402
include	jinkludu	0.729	0.449	0.702
included	inklużi	0.760	0.402	0.570
including	inkluż	0.700	0.378	0.518
inclusion	inklużjoni	0.774	0.404	0.712
inclusive	inklussiv	0.604	0.420	0.564
incognito	inkogno	0.610	0.490	0.446
incoherent	inkoerenti	0.122	0.612	0.250
income	dħul	0.750	0.510	0.728
incoming	deħlin	0.660	0.509	0.596
incomparable	inkomparabbli	0.625	0.577	0.670
incompatible	inkompatibbli	0.196	0.500	0.310
incompetence	inkompetenza	0.077	0.551	0.208
incompetent	inkompetenti	0.133	0.566	0.239
incomplete	mhux komplut	0.153	0.370	0.205
incompletely	mhux komplet	0.344	0.442	0.232
incompleteness	mhux kompluta	0.271	0.451	0.234
incomprehensible	inkomprensibbli	0.250	0.550	0.344
inconceivable	inkonċepibbli	0.198	0.552	0.561
inconclusive	mhux konklussiv	0.153	0.442	0.340
incongruous	inkongruwenti	0.177	0.504	0.343
inconsequential	mingħajr ekwilibriju	0.250	0.480	0.345
inconsiderate	inkonsiderata	0.224	0.519	0.423
inconsistency	inkonsistenza	0.125	0.480	0.314
inconsistent	inkonsistenti	0.271	0.431	0.295
inconspicuous	inkonsummabbli	0.604	0.214	0.368
incontinence	inkontinenza	0.150	0.598	0.272
inconvenience	inkonvenjenza	0.063	0.667	0.291
inconvenient	inkonvenjenti	0.224	0.610	0.375
incorporate	tinkorpora	0.745	0.612	0.571
incorporation	inkorporazzjoni	0.573	0.404	0.768
incorrect	mhux korrett	0.140	0.569	0.255
incorrigible	inkorrigibbli	0.130	0.667	0.500
increase	żid	0.810	0.657	0.886
increased	żdied	0.684	0.660	0.773
incredible	inkredibbli	0.857	0.796	0.902
incredulous	inkredibbli	0.286	0.510	0.269
increment	inkrement	0.684	0.637	0.750
incriminate	tinkrimina	0.188	0.810	0.416
incriminating	inkriminazzjoni	0.133	0.788	0.500
incrimination	inkriminazzjoni	0.152	0.865	0.545
incubation	inkubazzjoni	0.461	0.490	0.397
incubator	inkubatur	0.510	0.435	0.405
incubus	inkubus	0.458	0.529	0.482
incumbent	obbligatorju	0.396	0.540	0.565
incur	jeħlu	0.312	0.667	0.495
incurable	inkurabbli	0.104	0.667	0.255
incursion	inkursjoni	0.552	0.830	0.719
indebted	dejn	0.138	0.698	0.275
indecency	indecency	0.135	0.670	0.491
indecent	indiċenti	0.083	0.683	0.240
indecision	indecision	0.184	0.480	0.196
indecisive	indecisive	0.271	0.420	0.190
indefensible	indefensibbli	0.173	0.647	0.484
indefinite	indefinit	0.448	0.292	0.296
indelible	ma jitħassarx	0.490	0.337	0.591
indemnification	indennizz	0.521	0.490	0.770
indemnify	indennizza	0.449	0.548	0.613
indemnity	indennizz	0.470	0.607	0.692
indent	inċiż	0.479	0.346	0.379
indentation	indentazzjoni	0.374	0.500	0.349
indenture	indenture	0.434	0.382	0.636
independence	indipendenza	0.896	0.663	0.911
independent	indipendenti	0.885	0.440	0.872
indescribable	indescribable	0.448	0.529	0.648
indestructible	indestructible	0.772	0.731	0.853
indeterminate	indeterminat	0.360	0.402	0.322
index	indiċi	0.448	0.268	0.342
indicate	indika	0.594	0.350	0.676
indicating	indikazzjoni	0.745	0.339	0.555
indication	Indikazzjoni	0.719	0.432	0.750
indicative	indikattiv	0.510	0.510	0.591
indicator	indikatur	0.573	0.451	0.670
indice	NO TRANSLATION	0.469	0.377	0.541
indict	indikazzjoni	0.188	0.731	0.458
indictment	akkuża	0.245	0.745	0.577
indie	indie	0.479	0.368	0.430
indifference	indifferenza	0.265	0.417	0.299
indifferent	indifferenti	0.396	0.157	0.250
indigenous	indiġeni	0.500	0.509	0.552
indigent	indiġenti	0.156	0.481	0.223
indigestion	indiġestjoni	0.204	0.610	0.182
indignant	indignant	0.260	0.600	0.423
indignation	indignazzjoni	0.173	0.778	0.431
indignity	indinità	0.167	0.500	0.306
indigo	indigo	0.514	0.365	0.473
indirect	indiretta	0.385	0.402	0.330
indiscreet	indiskreta	0.177	0.587	0.342
indiscretion	indiskretazzjoni	0.265	0.637	0.390
indispensable	indispensabbli	0.710	0.449	0.802
indisposed	indispost	0.122	0.519	0.206
indistinct	indistinct	0.255	0.340	0.360
indistinguishable	indistingwibbli	0.346	0.458	0.548
individual	individwu	0.627	0.327	0.533
individuality	l-individwalità	0.612	0.469	0.527
indivisible	indiviżibbli	0.646	0.398	0.580
indoctrination	indokrinazzjoni	0.327	0.657	0.698
indolent	indolent	0.177	0.381	0.259
indomitable	indomitable	0.458	0.800	0.830
indoor	ġewwa	0.615	0.245	0.347
induce	induce	0.257	0.606	0.684
induced	indotta	0.397	0.471	0.491
inducement	inċentiv	0.647	0.765	0.685
induction	induzzjoni	0.392	0.593	0.627
indulge	toqgħod	0.833	0.716	0.669
indulgence	indulgence	0.479	0.490	0.517
indulgent	indulgent	0.560	0.481	0.529
industrial	industrijali	0.469	0.600	0.875
industrialist	industrijali	0.562	0.633	0.843
industrious	industrijalment	0.720	0.537	0.791
industry	industrija	0.650	0.447	0.836
ineffable	ineffable	0.551	0.577	0.585
ineffective	mhux effettiv	0.093	0.422	0.094
ineffectual	ineffettiv	0.163	0.412	0.200
inefficiency	ineffiċjenza	0.092	0.466	0.181
inefficient	ineffiċjenti	0.190	0.460	0.173
inelastic	inelastiku	0.396	0.426	0.385
ineligible	ineliġibbli	0.143	0.377	0.457
inept	inept	0.156	0.418	0.209
ineptitude	ineptitude	0.177	0.471	0.250
inequality	inugwaljanza	0.122	0.575	0.259
inequitable	inekwitabbli	0.281	0.519	0.373
inert	inerti	0.323	0.180	0.319
inertia	inerzja	0.344	0.288	0.322
inevitable	inevitabbli	0.316	0.419	0.623
inexact	mhux eżatt	0.153	0.459	0.170
inexcusable	mhux skużabbli	0.271	0.582	0.546
inexhaustible	ineżistenti	0.602	0.541	0.643
inexpensive	irħisa	0.694	0.414	0.260
inexperience	in-nuqqas ta 'esperjenza	0.208	0.614	0.151
inexperienced	mingħajr esperjenza	0.281	0.473	0.231
inexplicable	mhux spjegabbli	0.224	0.635	0.443
inexpressible	ineżistenti	0.198	0.608	0.364
infallibility	infallibilità	0.583	0.663	0.764
infallible	infallibbli	0.776	0.687	0.809
infamous	infami	0.146	0.580	0.472
infamy	infamy	0.177	0.676	0.421
infancy	infanzja	0.750	0.399	0.370
infant	tarbija	0.802	0.431	0.328
infanticide	infanticid	0.167	0.856	0.443
infantile	tfal	0.604	0.382	0.259
infantry	infanterija	0.531	0.684	0.791
infarct	infart	0.080	0.846	0.386
infatuated	infatuated	0.729	0.764	0.417
infatuation	infatuation	0.844	0.745	0.530
infeasible	infeasible	0.245	0.472	0.236
infect	infettati	0.102	0.777	0.424
infection	infezzjoni	0.083	0.735	0.407
infectious	infettuż	0.142	0.760	0.422
infer	infer	0.449	0.490	0.453
inference	inferenza	0.359	0.479	0.398
inferential	inferential	0.426	0.451	0.455
inferior	inferjuri	0.260	0.254	0.106
inferiority	inferjorità	0.177	0.430	0.205
infernal	infernal	0.083	0.837	0.571
inferno	inferno	0.051	0.857	0.463
infertile	infertili	0.274	0.458	0.255
infertility	infertilità	0.170	0.664	0.328
infestation	infestazzjoni	0.256	0.776	0.527
infidel	infidali	0.177	0.740	0.404
infidelity	infedeltà	0.062	0.777	0.392
infield	infield	0.510	0.571	0.438
infiltrate	infiltrat	0.408	0.745	0.587
infiltration	infiltrazzjoni	0.265	0.792	0.536
infinite	infinit	0.724	0.583	0.735
infinitely	infinitament	0.688	0.643	0.829
infinitesimal	infinitesimal	0.388	0.472	0.496
infinity	infinita	0.516	0.459	0.805
infirm	infirm	0.115	0.521	0.210
infirmary	infermiera	0.500	0.438	0.517
infirmity	infirmity	0.094	0.482	0.252
inflammation	infjammazzjoni	0.146	0.765	0.423
inflammatory	infjammatorji	0.177	0.642	0.404
inflatable	jintefħu	0.510	0.510	0.400
inflate	jintefħu	0.305	0.569	0.462
inflated	minfuħa	0.303	0.431	0.617
inflation	inflazzjoni	0.219	0.792	0.508
inflection	inflexjoni	0.385	0.635	0.377
inflict	tikkaġuna	0.167	0.760	0.609
infliction	infliction	0.302	0.722	0.571
inflorescence	fjoritura	0.459	0.344	0.412
influence	influwenza	0.622	0.663	0.824
influential	influwenti	0.899	0.688	0.944
influenza	l-influwenza	0.271	0.718	0.321
influx	influss	0.622	0.635	0.575
info	info	0.750	0.330	0.642
infomercial	reklam informattiv	0.427	0.462	0.555
inform	tinforma	0.723	0.582	0.679
informal	informali	0.480	0.398	0.441
informant	informatur	0.604	0.612	0.719
information	informazzjoni	0.765	0.370	0.711
informative	informattiv	0.812	0.419	0.741
informed	infurmat	0.543	0.298	0.617
informer	informatur	0.521	0.578	0.580
infraction	infrazzjoni	0.245	0.660	0.471
infrared	infrared	0.469	0.588	0.526
infrastructure	infrastruttura	0.604	0.460	0.694
infrequent	mhux frekwenti	0.312	0.377	0.192
infrequently	rarament	0.204	0.250	0.327
infringement	ksur	0.153	0.800	0.481
infuriate	infuriate	0.102	0.934	0.596
infuriated	infuriated	0.073	0.930	0.510
infuriates	infuriates	0.135	0.913	0.627
infuriating	infuriating	0.139	0.870	0.509
infuse	infuse	0.380	0.705	0.589
infused	infuża	0.385	0.473	0.546
infuser	infuser	0.469	0.433	0.536
infusion	infużjoni	0.583	0.365	0.453
ingenious	inġenjuża	0.760	0.690	0.891
ingenuity	għerf	0.708	0.590	0.868
ingest	inġestjoni	0.510	0.559	0.473
ingestion	inġestjoni	0.429	0.612	0.512
ingot	ingott	0.688	0.444	0.615
ingrained	mhux sodi	0.531	0.490	0.712
ingrate	ingrate	0.235	0.606	0.327
ingredient	ingredjent	0.792	0.373	0.451
ingress	dħul	0.601	0.366	0.736
inhabit	għammar	0.656	0.378	0.556
inhabitant	abitant	0.604	0.356	0.519
inhabited	abitati	0.667	0.361	0.510
inhabiting	li jgħixu	0.458	0.440	0.598
inhalation	inalazzjoni	0.510	0.613	0.464
inhale	nifs	0.427	0.340	0.492
inhaler	inalatur	0.408	0.500	0.349
inherent	inerenti	0.562	0.439	0.480
inherit	jirtu	0.745	0.546	0.694
inheritance	wirt	0.900	0.565	0.798
inhibit	jinibixxu	0.167	0.479	0.447
inhibition	inibizzjoni	0.265	0.392	0.534
inhibitor	inibitur	0.281	0.450	0.471
inhospitable	mhux abitabbli	0.265	0.531	0.395
inhuman	inuman	0.107	0.660	0.492
inhumane	inuman	0.104	0.587	0.402
inhumanity	inumanità	0.143	0.540	0.405
inimaginable	NO TRANSLATION	0.542	0.636	0.534
inimical	inimiku	0.260	0.823	0.556
inimitable	inimitabbli	0.571	0.413	0.790
iniquity	iniquity	0.219	0.567	0.425
initial	inizjali	0.583	0.314	0.539
initiate	tibda	0.719	0.480	0.553
initiated	mibdi	0.760	0.490	0.650
initiation	bidu	0.698	0.529	0.527
initiative	inizjattiva	0.833	0.615	0.768
inject	injetta	0.406	0.735	0.596
injection	injezzjoni	0.281	0.741	0.518
injunction	inġunzjoni	0.281	0.422	0.519
injure	tweġġa '	0.177	0.710	0.364
injured	feruti	0.083	0.680	0.302
injuring	ħsara	0.073	0.790	0.245
injurious	mhux ta 'ħsara	0.177	0.759	0.366
injury	ħsara	0.049	0.769	0.287
injustice	inġustizzja	0.082	0.755	0.444
ink	linka	0.471	0.408	0.235
inkling	inkling	0.448	0.551	0.570
inland	intern	0.510	0.417	0.423
inlay	inlay	0.406	0.531	0.565
inlet	daħla	0.646	0.378	0.466
inmate	rekluta	0.235	0.663	0.398
inn	Inn	0.660	0.284	0.475
innards	interjuri	0.302	0.480	0.400
innate	innate	0.490	0.400	0.521
inner	ġewwa	0.551	0.216	0.443
innermost	l-aktar nett	0.583	0.500	0.510
innerpeace	NO TRANSLATION	0.714	0.318	0.551
inning	inning	0.602	0.315	0.520
innings	innings	0.573	0.487	0.443
innkeeper	innkeeper	0.578	0.224	0.472
innocence	innoċenza	0.802	0.260	0.307
innocent	innoċenti	0.729	0.206	0.340
innocently	innoċenti	0.776	0.250	0.302
innocuous	innoċenti	0.510	0.321	0.172
innovate	jinnovaw	0.898	0.872	0.750
innovation	innovazzjoni	0.949	0.680	0.890
innovative	innovattivi	0.880	0.640	0.830
innuendo	innuendo	0.467	0.670	0.463
innumerable	innumerabbli	0.667	0.445	0.704
inoculation	inokulazzjoni	0.333	0.570	0.598
inoperable	mhux operabbli	0.184	0.422	0.304
inoperative	ma jaħdimx	0.138	0.425	0.273
inordinate	inordinata	0.163	0.630	0.330
inorganic	inorganiku	0.385	0.345	0.282
input	input	0.643	0.337	0.527
inquest	inkjesta	0.458	0.569	0.721
inquire	tinvestiga	0.583	0.519	0.363
inquirer	indirest	0.573	0.598	0.776
inquiring	indaqs	0.479	0.510	0.500
inquiry	inkjesta	0.541	0.420	0.536
inquisitive	kurjuż	0.301	0.637	0.615
inquisitor	inquisitor	0.385	0.873	0.642
insane	insane	0.062	0.670	0.265
insanity	insanità	0.098	0.847	0.337
insatiable	insatiable	0.375	0.656	0.558
inscription	iskrizzjoni	0.592	0.422	0.542
inscrutable	inkontrollabbli	0.459	0.541	0.613
insect	insett	0.276	0.633	0.242
insecticide	insettiċida	0.188	0.598	0.430
insecure	mhux siguri	0.114	0.538	0.132
insecurity	nuqqas ta 'sigurtà	0.094	0.647	0.350
insemination	inseminazzjoni	0.542	0.644	0.622
insensitive	insensittiv	0.219	0.471	0.302
inseparable	inseparabbli	0.700	0.520	0.571
insert	Daħħal	0.481	0.552	0.519
inserted	daħħal	0.479	0.402	0.476
insertion	inserzjoni	0.521	0.520	0.565
inside	ġewwa	0.612	0.404	0.472
insider	insider	0.625	0.562	0.750
insidious	insidjuż	0.146	0.622	0.480
insight	għarfien	0.613	0.363	0.649
insightful	insightful	0.664	0.691	0.713
insignia	insinja	0.665	0.282	0.685
insignificance	insinifikanti	0.250	0.216	0.222
insignificant	insinifikanti	0.083	0.306	0.114
insinuate	insinuate	0.292	0.635	0.413
insipid	insipid	0.214	0.250	0.241
insist	tinsisti	0.635	0.651	0.688
insistence	insistenza	0.418	0.704	0.645
insistent	insistenti	0.552	0.635	0.701
insists	jinsisti	0.490	0.587	0.610
insolence	insolenza	0.115	0.731	0.402
insolent	insolenti	0.112	0.663	0.343
insoluble	ma jinħallx	0.439	0.290	0.414
insolvency	insolvenza	0.323	0.431	0.300
insolvent	insolventi	0.230	0.481	0.318
insomnia	nuqqas ta 'rqad	0.198	0.611	0.373
insomniac	insomnja	0.231	0.367	0.329
inspect	jispezzjonaw	0.479	0.603	0.793
inspection	spezzjoni	0.459	0.630	0.718
inspector	spettur	0.418	0.580	0.852
inspiration	ispirazzjoni	0.938	0.600	0.779
inspirational	inspirational	0.927	0.720	0.810
inspire	jispira	0.918	0.627	0.759
inspired	ispirata	0.967	0.702	0.736
instability	instabilità	0.177	0.760	0.353
install	tinstalla	0.630	0.583	0.736
installation	installazzjoni	0.656	0.469	0.759
installment	ħlas bin-nifs	0.619	0.396	0.483
instance	eżempju	0.547	0.450	0.558
instant	immedjat	0.766	0.454	0.554
instantaneous	istantanja	0.750	0.500	0.585
instantaneously	istantanjament	0.656	0.640	0.600
instigate	jinstigaw	0.278	0.765	0.642
instigation	istigazzjoni	0.323	0.769	0.648
instill	instill	0.562	0.490	0.618
instinct	istint	0.771	0.602	0.642
instinctive	istintiv	0.752	0.575	0.694
institute	istitut	0.604	0.480	0.807
institution	istituzzjoni	0.580	0.311	0.790
instruct	istruzzjonijiet	0.729	0.490	0.833
instructed	istruzzjonijiet	0.740	0.388	0.722
instruction	istruzzjoni	0.656	0.434	0.736
instructional	istruttiv	0.698	0.500	0.773
instructions	istruzzjonijiet	0.582	0.302	0.556
instructive	istruttiv	0.583	0.420	0.643
instructor	għalliem	0.771	0.490	0.782
instrument	strument	0.562	0.537	0.655
instrumental	strumentali	0.740	0.472	0.647
instrumentalist	strumentista	0.656	0.540	0.740
instrumentality	strumentalità	0.637	0.510	0.618
insubordination	insubordinazzjoni	0.281	0.775	0.634
insufferable	insufferabbli	0.220	0.784	0.291
insufficiency	insuffiċjenza	0.115	0.431	0.210
insufficient	mhux biżżejjed	0.188	0.380	0.093
insufficiently	mhux biżżejjed	0.147	0.509	0.198
insular	insulari	0.531	0.426	0.465
insulate	iżolati	0.365	0.358	0.286
insulated	iżolati	0.208	0.265	0.304
insulation	insulazzjoni	0.245	0.327	0.264
insulin	insulina	0.429	0.472	0.375
insult	insult	0.085	0.831	0.389
insulting	insult	0.094	0.840	0.412
insurance	assigurazzjoni	0.714	0.308	0.825
insure	tassigura	0.700	0.415	0.698
insurgent	insurgent	0.235	0.735	0.660
insurmountable	insormontabbli	0.620	0.627	0.737
insurrection	insurrezzjoni	0.229	0.706	0.582
intact	intatt	0.716	0.212	0.602
intake	teħid	0.604	0.527	0.442
intangible	intanġibbli	0.525	0.480	0.473
integer	numru sħiħ	0.573	0.327	0.595
integral	integrali	0.590	0.337	0.615
integrate	integrazzjoni	0.729	0.390	0.700
integration	integrazzjoni	0.771	0.480	0.737
integrity	integrità	0.865	0.413	0.848
intellect	intellett	0.844	0.418	0.870
intellectual	intellettwali	0.906	0.455	0.845
intelligence	intelliġenza	0.833	0.587	0.885
intelligent	intelliġenti	0.917	0.541	0.868
intelligibility	intelliġibbiltà	0.740	0.481	0.689
intelligible	intelliġibbli	0.635	0.480	0.691
intend	beħsiebhom	0.562	0.520	0.519
intended	intenzjonat	0.406	0.542	0.587
intending	intenzjoni	0.510	0.567	0.597
intense	intensa	0.592	0.774	0.679
intensely	b'mod intensiv	0.694	0.846	0.750
intensify	tintensifika	0.604	0.870	0.737
intensity	intensità	0.622	0.930	0.952
intensive	intensiv	0.570	0.842	0.776
intent	intenzjoni	0.550	0.481	0.500
intention	intenzjoni	0.531	0.480	0.636
intentional	intenzjonat	0.650	0.615	0.750
intentionally	intenzjonalment	0.450	0.676	0.696
inter	inter	0.510	0.375	0.466
interact	jinteraġixxu	0.822	0.690	0.759
interaction	interazzjoni	0.646	0.735	0.750
interactive	interattiv	0.727	0.811	0.770
intercede	intercede	0.582	0.577	0.630
intercept	interċettazzjoni	0.221	0.660	0.676
interception	interċettazzjoni	0.327	0.673	0.643
intercession	interċessjoni	0.503	0.486	0.598
interchange	skambju	0.615	0.527	0.565
interchangeable	interkambjabbli	0.615	0.459	0.526
interchanged	interkambjat	0.396	0.472	0.434
intercom	intercom	0.623	0.429	0.453
intercourse	kopulazzjoni	0.551	0.608	0.557
interdependence	interdipendenza	0.608	0.618	0.639
interdependent	interdipendenti	0.410	0.482	0.598
interdiction	interdizzjoni	0.337	0.500	0.585
interest	imgħax	0.780	0.667	0.618
interested	interessat	0.750	0.529	0.725
