Word	Kyrgyz-ky	Valence	Arousal	Dominance
obvious	ачык	0.625	0.336	0.585
ocarina	Ома	0.541	0.392	0.366
occasion	учур	0.700	0.451	0.398
occasional	анда-санда	0.490	0.298	0.387
occasionally	чанда	0.538	0.240	0.264
occipital	куштун	0.398	0.408	0.518
occlusion	occlusion	0.306	0.439	0.442
occult	сыйкырдуу	0.292	0.382	0.406
occupancy	жайлардын	0.625	0.471	0.721
occupant	жүргүнчүсү	0.500	0.417	0.483
occupation	иш	0.562	0.470	0.692
occupational	эмгек	0.583	0.469	0.596
occupied	басып	0.337	0.546	0.441
occupier	тургунга	0.427	0.438	0.600
occupy	ээлөө	0.396	0.520	0.589
occupying	ээлеген	0.573	0.462	0.519
occur	пайда болушу	0.451	0.561	0.510
occurrence	окуя	0.573	0.690	0.541
ocd	OCD	0.333	0.472	0.370
ocean	океан	0.823	0.308	0.642
oceanic	океандык	0.740	0.317	0.632
octagon	сегиз бурчтук	0.602	0.349	0.462
octave	кылдуу	0.438	0.380	0.482
octopus	сегиз бут	0.713	0.378	0.411
ocular	Мэриенге	0.418	0.370	0.400
odd	так	0.265	0.337	0.302
oddball	басынтышат	0.316	0.360	0.357
oddity	Oddity	0.312	0.557	0.386
odds	укуктары тепселенип жатат	0.500	0.472	0.680
ode	лирика	0.604	0.269	0.519
odious	жек көрүндү	0.235	0.708	0.235
odometer	odometer	0.367	0.470	0.388
odor	жыт	0.337	0.363	0.404
odyssey	Odyssey	0.622	0.692	0.710
oedipal	oedipal	0.312	0.575	0.509
oestrogen	эстроген	0.521	0.608	0.561
oeuvre	NO TRANSLATION	0.653	0.484	0.598
offal	технологиясы	0.302	0.470	0.302
offence	бузуу	0.312	0.798	0.446
offend	күнөө кылуу	0.094	0.804	0.333
offended	таарынган	0.188	0.690	0.337
offender	кылмышкер	0.104	0.851	0.537
offense	бузуу	0.230	0.765	0.510
offensive	кордогон	0.135	0.882	0.600
offer	сунуш	0.750	0.745	0.596
offered	сунуш	0.582	0.490	0.544
offering	курмандык	0.688	0.462	0.585
offhand	арзуукаалоолорун	0.388	0.500	0.368
office	иш	0.427	0.302	0.509
officer	офицер	0.542	0.430	0.877
offices	кассалары	0.469	0.312	0.534
official	расмий	0.646	0.565	0.833
officiate	расмий	0.688	0.453	0.704
offing	жакын калган	0.490	0.412	0.447
offload	жүк түшүрүү	0.479	0.444	0.525
offset	ордун толтуруу	0.719	0.394	0.704
offshoot	бутагы	0.517	0.330	0.361
offshore	чет	0.417	0.484	0.441
offside	Offside	0.323	0.519	0.443
offspring	тукуму	0.656	0.435	0.600
oft	жолу	0.500	0.308	0.474
oftentimes	жатуу	0.571	0.500	0.482
ogre	Ogre	0.135	0.698	0.510
ohdear	NO TRANSLATION	0.458	0.519	0.442
ohgod	NO TRANSLATION	0.500	0.557	0.439
ohno	ой жок	0.396	0.475	0.380
ohshit	NO TRANSLATION	0.230	0.594	0.343
oil	май	0.521	0.278	0.306
oils	майлар	0.459	0.229	0.391
oily	майдык	0.276	0.533	0.385
oink	Oink	0.500	0.450	0.289
ointment	май	0.438	0.271	0.398
okra	Okra	0.469	0.400	0.362
old	карыган	0.410	0.279	0.315
olden	Мурунку	0.284	0.213	0.425
older	улуу	0.385	0.255	0.317
oldie	Лайон	0.363	0.363	0.342
oldies	Oldies	0.438	0.300	0.412
olfactory	жыт	0.602	0.409	0.452
oligarchy	олигархия	0.327	0.567	0.741
olive	зайтун	0.571	0.231	0.406
omega	омега	0.529	0.337	0.526
omelet	омлет	0.708	0.323	0.315
omen	аялдары	0.390	0.657	0.583
omgomgomg	NO TRANSLATION	0.490	0.551	0.358
ominous	суук	0.255	0.730	0.510
omission	аракетсиздик	0.367	0.333	0.275
omit	чыгарып жиберүү	0.330	0.265	0.451
omitted	Джарамагъан	0.260	0.235	0.211
omnibus	Omnibus	0.490	0.410	0.473
omnipotence	ончозын	0.667	0.793	0.866
omnipotent	кудуреттүү	0.719	0.679	0.919
omnipresent	жүрөт	0.688	0.452	0.825
omniscient	баарын	0.656	0.334	0.778
onboard	бортунда	0.612	0.451	0.491
oncologist	онколог	0.260	0.654	0.640
oncology	онкология	0.204	0.424	0.500
oncoming	жөө	0.594	0.625	0.773
one	бир	0.542	0.292	0.370
oneday	NO TRANSLATION	0.667	0.245	0.374
onedge	onedge	0.479	0.552	0.400
onelove	бир СҮЙҮҮ	0.816	0.577	0.541
oneness	жалгыздыгы	0.745	0.272	0.720
onerous	түйшүктүү	0.500	0.480	0.462
oneself	батуу	0.660	0.337	0.483
ongoing	жаткан	0.674	0.484	0.556
onion	пияз	0.378	0.367	0.382
onset	баштоосу	0.673	0.497	0.500
onslaught	туудургандыктан	0.198	0.939	0.717
onstage	сахнада	0.719	0.673	0.583
ontology	онтологияга	0.510	0.450	0.518
onus	Тейма	0.562	0.520	0.769
onward	сүрдүрүүдө	0.667	0.538	0.741
onyx	оникс	0.571	0.461	0.380
oodles	үймө	0.490	0.374	0.446
oomph	Oomph	0.449	0.613	0.315
ooze	Ooze	0.344	0.577	0.333
oozing	котур,	0.238	0.515	0.427
op	иштеп чыгуу	0.480	0.402	0.349
opacity	тунуктугу	0.471	0.251	0.256
opal	опал	0.623	0.479	0.379
opaque	ачык эмес	0.344	0.265	0.342
ope	OPE	0.375	0.380	0.395
open	ачык	0.620	0.480	0.569
opener	ачкыч	0.584	0.526	0.377
opening	ачылуу	0.667	0.510	0.620
openly	ачык	0.603	0.388	0.553
openness	ачыктык	0.837	0.561	0.667
opera	опера	0.714	0.500	0.483
operate	иштөө	0.582	0.690	0.691
operatic	ыкчам	0.375	0.452	0.627
operation	операция	0.475	0.611	0.755
operational	ыкчам	0.562	0.570	0.679
operations	иш	0.480	0.549	0.798
operative	ыкчам	0.541	0.635	0.718
operator	оператору	0.612	0.630	0.726
ophthalmic	хирургияда, көз	0.427	0.385	0.444
ophthalmologist	ophthalmologist	0.552	0.389	0.491
opiate	апийимге	0.281	0.594	0.598
opinion	пикир	0.594	0.482	0.638
opinionated	ээнбаш	0.156	0.800	0.491
opium	апийим	0.276	0.490	0.333
opponent	каршы аял	0.080	0.741	0.716
opportune	ылайыктуу	0.796	0.538	0.767
opportunism	оппортунизм	0.571	0.752	0.673
opportunity	мүмкүнчүлүк	0.938	0.745	0.833
oppose	каршы	0.431	0.800	0.473
opposed	каршы	0.092	0.460	0.606
opposing	карама-каршы	0.188	0.660	0.518
opposite	карама каршы	0.235	0.545	0.408
opposites	карама-каршы	0.281	0.518	0.462
opposition	каршы	0.135	0.729	0.592
oppress	кысуу	0.186	0.654	0.555
oppressed	кыйналгандарга	0.119	0.640	0.259
oppression	кыскандык	0.080	0.673	0.615
oppressive	залим	0.276	0.590	0.667
oppressor	баскын	0.160	0.776	0.629
ops	иштөө	0.417	0.550	0.528
opt	баш тартуу	0.510	0.471	0.345
optic	оптикалык	0.663	0.384	0.594
optical	көрүүчү	0.677	0.311	0.542
optics	оптика	0.562	0.286	0.580
optimism	оптимизм	0.949	0.565	0.814
optimist	оптимист	0.875	0.539	0.787
optimistic	көңүлдүү	0.979	0.580	0.821
optimum	оптималдуу	0.892	0.469	0.808
option	тандоо	0.512	0.427	0.359
optional	кошумча	0.755	0.350	0.440
optionally	учурда	0.365	0.405	0.481
options	параметрлери	0.622	0.327	0.473
optometrist	optometrist	0.446	0.455	0.668
opulence	Opulence	0.620	0.615	0.648
opulent	барат	0.562	0.660	0.660
opus	Opus	0.458	0.368	0.391
oracle	Oracle	0.552	0.531	0.670
oral	ооз эки	0.530	0.448	0.375
orange	ачык күрөң	0.646	0.132	0.296
orange juice	Апельсин ширеси	0.719	0.343	0.445
orangutan	орангутан	0.430	0.560	0.471
oration	шышат	0.646	0.315	0.683
orator	чечен	0.667	0.375	0.682
oratory	чечендик ¼н¼р	0.602	0.472	0.693
orb	Бухта	0.463	0.370	0.444
orbit	космоско	0.561	0.422	0.575
orbital	Сидерикалык	0.458	0.451	0.559
orbiting	айланган	0.520	0.643	0.554
orbs	жөргөмүштүн желе	0.469	0.355	0.482
orc	орк	0.240	0.510	0.388
orchard	бакчада	0.760	0.269	0.333
orchestra	оркестр	0.708	0.500	0.664
orchid	жук	0.840	0.345	0.382
ordained	арналган	0.735	0.409	0.731
ordeal	оор	0.344	0.539	0.529
order	тартип	0.780	0.295	0.814
orderly	тартип	0.844	0.240	0.661
ordinance	Жобо	0.615	0.452	0.776
ordinary	демейдеги	0.375	0.312	0.286
ordination	Аларды ыйык кызматка дайындоо	0.688	0.490	0.765
ordnance	заттарды зыянсыздандыруу боюнча	0.354	0.825	0.679
ore	кен	0.500	0.333	0.356
oregano	Oregano	0.596	0.327	0.250
organ	мүчө	0.510	0.469	0.538
organic	органикалык	0.719	0.343	0.535
organism	организм	0.457	0.559	0.800
organist	органист	0.740	0.469	0.669
organization	уюм	0.810	0.535	0.851
organize	уюштуруу	0.802	0.655	0.781
organized	уюштурулган	0.816	0.337	0.746
organizer	уюштуруучу	0.604	0.577	0.846
orgasm	Скайп	0.844	0.863	0.676
orgies	үлпөт	0.388	0.953	0.433
orgy	атм	0.346	0.962	0.536
orient	чыгыштын	0.667	0.422	0.667
oriental	чыгыштык	0.592	0.409	0.598
orientation	багыт	0.667	0.454	0.686
orifice	казуу	0.448	0.355	0.443
origami	оригами	0.684	0.276	0.294
origin	башталыш	0.729	0.435	0.591
original	баштапкы	0.765	0.480	0.746
originality	оригиналдуулук,	0.898	0.500	0.824
originate	пайда болушу	0.702	0.500	0.866
origination	берилиши	0.760	0.443	0.604
originator	жаратуучу	0.592	0.510	0.868
ornament	кооздук	0.561	0.373	0.441
ornamental	оюм-чийим	0.663	0.392	0.460
ornamentation	кыялдануу	0.663	0.471	0.472
ornamented	кооз	0.677	0.350	0.490
ornate	тактайчага	0.812	0.356	0.500
ornery	даабатты	0.361	0.520	0.509
orphan	жетим кыз	0.133	0.388	0.140
orphanage	баш калкалаар жер	0.184	0.439	0.425
orphaned	жетим	0.062	0.430	0.228
orthodontist	ортодонт	0.469	0.615	0.564
orthodox	ортодоксалдык	0.388	0.471	0.647
orthodoxy	ортодоксалдуулук	0.271	0.388	0.612
orthogonal	ортогоналдуу	0.500	0.314	0.540
orthopedic	ортопед	0.406	0.346	0.473
oscillate	калтаарып	0.449	0.580	0.397
oscillating	жабылуучу	0.469	0.548	0.402
oscillation	термелүүлөрдүн	0.562	0.433	0.431
oscillatory	кылууга чечкиндүү болгон эмес	0.375	0.520	0.480
ostensible	акилезине	0.542	0.549	0.585
ostensibly	имиш	0.473	0.529	0.509
ostentatious	мактанычы	0.479	0.794	0.648
ostracized	каргаша	0.115	0.690	0.377
ostrich	төө куш	0.592	0.382	0.241
other	башка	0.472	0.230	0.259
otter	Оттер	0.439	0.216	0.339
otto	Отто	0.427	0.425	0.404
ottoman	Осмон	0.531	0.337	0.444
ought	керек	0.438	0.511	0.434
ounce	Унция	0.531	0.255	0.288
oust	кулатуу	0.296	0.716	0.444
outage	өчүрүү	0.306	0.684	0.438
outback	алыскы	0.500	0.324	0.430
outbid	outbid	0.594	0.622	0.540
outboard	асма	0.448	0.491	0.456
outbreak	ачуу келиш	0.260	0.632	0.472
outburst	ташкын	0.209	0.802	0.528
outcast	кошпой	0.153	0.449	0.353
outcome	жыйынтык	0.615	0.472	0.685
outcry	өкүрүк	0.271	0.773	0.718
outdated	эскирген	0.167	0.236	0.226
outdo	чаканы	0.771	0.750	0.873
outdoor	ачык	0.814	0.256	0.447
outdoors	тышта	0.781	0.444	0.453
outer	сырткы	0.552	0.471	0.456
outfit	кийим	0.760	0.490	0.566
outgoing	чыккан	0.650	0.472	0.538
outgrow	жоголот	0.510	0.529	0.722
outgrowth	орун басары	0.771	0.620	0.688
outhouse	үй курдук	0.281	0.519	0.255
outing	Outing	0.771	0.672	0.634
outlandish	Туган жер_	0.448	0.737	0.657
outlast	Непада	0.620	0.786	0.685
outlaw	балакеттин	0.255	0.662	0.482
outlet	орун	0.610	0.396	0.245
outline	схема	0.542	0.365	0.509
outlines	жээктеринин	0.656	0.402	0.651
outlive	туруусуна	0.565	0.769	0.724
outlook	көрүнүш	0.830	0.525	0.625
outlying	алыскы	0.460	0.562	0.503
outnumber	Женер	0.347	0.615	0.577
outpatient	амбулаториялык	0.260	0.400	0.395
outpost	канат	0.635	0.571	0.675
outpouring	Ташкындап	0.562	0.685	0.552
output	продукция	0.604	0.389	0.434
outrage	одоно бузуу	0.060	0.689	0.542
outraged	нааразы	0.156	0.696	0.538
outrageous	ачуу келтире турган	0.153	0.945	0.713
outrank	outrank	0.653	0.643	0.817
outreach	менен иштөө	0.540	0.462	0.672
outright	ачык эле	0.767	0.396	0.755
outrun	качууга	0.531	0.833	0.573
outset	оор басырыктуу	0.750	0.500	0.582
outsider	чоочун аял	0.398	0.549	0.447
outskirts	чет	0.474	0.519	0.312
outsmart	OutSmart	0.673	0.657	0.864
outspoken	ачык	0.582	0.413	0.667
outstanding	төлөнбөгөн	0.898	0.760	0.896
outstretched	сунулган	0.448	0.481	0.519
outward	сыртка багытталган	0.449	0.439	0.365
outwards	жылышы	0.440	0.472	0.400
outweigh	оор	0.486	0.600	0.682
outwit	алдайбыз	0.302	0.755	0.356
oval	овалдуу	0.417	0.280	0.330
ovary	жетилген	0.469	0.399	0.280
ovate	ovate	0.385	0.286	0.368
ovation	жарык көрдү	0.719	0.758	0.750
oven	меш	0.583	0.425	0.606
overactive	.Башар	0.667	0.885	0.592
overall	жалпы	0.583	0.370	0.670
overalls	н шымдар,	0.500	0.392	0.373
overbearing	өкүмчүл	0.323	0.833	0.861
overburden	үстүнкү	0.115	0.755	0.546
overcast	булуттуу	0.417	0.250	0.475
overcharged	ашыкча	0.276	0.780	0.569
overcoat	пальто	0.594	0.265	0.430
overcome	жоюу	0.719	0.689	0.848
overcoming	жоюу	0.842	0.765	0.855
overcrowded	жык-жыйма	0.292	0.520	0.491
overdo	көбүртүп	0.156	0.864	0.602
overdose	ченемден көп	0.110	0.820	0.468
overdrive	айдасак,	0.303	0.715	0.732
overdue	убактысынан өткөн	0.125	0.427	0.259
overestimate	жетишсиз	0.367	0.796	0.444
overestimated	ашыра	0.344	0.646	0.527
overflow	чөктүрүү	0.398	0.792	0.500
overflowing	Ташкындаган	0.439	0.796	0.635
overgrown	чөп	0.333	0.500	0.369
overgrowth	өсүшүн	0.417	0.790	0.673
overhanging	соройгон	0.698	0.755	0.812
overhaul	баштан-аяк	0.500	0.651	0.491
overhead	окуучу	0.344	0.700	0.538
overhear	таттуу	0.650	0.365	0.580
overheated	жагылгандыктан	0.250	0.598	0.547
overjoyed	кубанган	0.908	0.708	0.755
overkill	Overkill	0.379	0.861	0.678
overlaid	капталган	0.620	0.610	0.676
overlap	жегиле,	0.594	0.615	0.627
overlapping	бири-бирин кайталаган	0.595	0.578	0.684
overlay	катмар	0.564	0.596	0.749
overload	ашыра жүктөө	0.381	0.690	0.652
overlook	маани	0.292	0.418	0.415
overlord	бийи	0.750	0.755	0.932
overlying	эрите	0.500	0.519	0.691
overpaid	ашыкча	0.429	0.670	0.585
overpass	көпүрөсүнүн	0.562	0.561	0.565
overplayed	ашыра	0.224	0.798	0.586
overpower	экөөлөп	0.448	0.859	0.783
overpowering	такыр	0.392	0.779	0.589
overpriced	кымбат	0.271	0.556	0.472
overprotective	аяй	0.448	0.673	0.741
overrated	мамлекеттик коругу	0.312	0.630	0.482
overreact	уруша	0.306	0.912	0.471
override	жоюу	0.316	0.491	0.529
overriding	аныктоо	0.240	0.490	0.384
overrule	четке кагуу	0.224	0.412	0.429
overrun	чектен ашуу	0.271	0.764	0.598
oversee	көзөмөл	0.541	0.649	0.778
overseer	көзөмөлчү	0.552	0.520	0.873
overshadow	каптайт	0.333	0.549	0.654
oversight	көзөмөл	0.385	0.618	0.723
oversized	негабаритных	0.552	0.540	0.679
overslept	урулаар	0.408	0.315	0.300
overstate	айтышпаганын	0.281	0.779	0.635
overstock	каныккандыгынан	0.344	0.592	0.589
overt	ачык	0.708	0.326	0.607
overtake	кууп жетүү	0.573	0.620	0.718
overtaken	күтпөгөн	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	overthinker	0.430	0.606	0.552
overthinking	Overthinking	0.408	0.761	0.525
overthrow	түшүрүү	0.260	0.868	0.620
overtime	убакыттын өтүшү менен	0.447	0.504	0.529
overtired	алдан тайып	0.210	0.357	0.273
overture	П.у.	0.490	0.402	0.491
overturn	оодаруу	0.240	0.765	0.396
overview	жалпы көрүнүш	0.615	0.380	0.539
overweight	салмагынан артык	0.052	0.500	0.389
overwhelm	чөгөрүшү	0.250	0.823	0.462
overwhelmed	кыйын	0.341	0.680	0.348
overwhelming	басымдуу	0.327	0.830	0.640
overworked	түйшүк	0.133	0.670	0.387
overwrought	сыналып	0.156	0.900	0.571
overzealous	дилгир	0.427	0.804	0.703
owe	милдеттүү болуу	0.500	0.429	0.386
owing	себебинен	0.396	0.307	0.381
owl	үкү	0.520	0.270	0.321
owner	ээси	0.776	0.449	0.920
ownership	ээлик	0.628	0.445	0.741
ox	өгүз	0.417	0.396	0.412
oxidation	кычкылдануу	0.453	0.415	0.211
oxide	кычкылы	0.354	0.377	0.298
oxygen	кычкылтек	0.908	0.310	0.575
oxymoron	Oxymoron	0.427	0.481	0.398
oyster	устирца	0.500	0.311	0.327
ozone	озон	0.560	0.345	0.518
pace	арыш	0.510	0.380	0.390
pacemaker	электрокардиостимуляторго	0.448	0.569	0.582
pacific	Тынч	0.627	0.118	0.580
pacified	тарады	0.802	0.194	0.414
pacifier	тынчтык орнотуучу	0.615	0.342	0.356
pacifist	күрөшкөн	0.663	0.153	0.557
pacify	жүрөгүн жумшартайын,	0.812	0.283	0.629
pacing	Басканы	0.583	0.551	0.491
pack	таңгак	0.510	0.347	0.475
package	таңгак	0.571	0.433	0.443
packaging	кутулоо	0.604	0.393	0.549
packer	PACKER	0.520	0.480	0.537
packet	пакет	0.582	0.385	0.407
pact	келишим	0.442	0.444	0.593
pad	блокнот	0.684	0.279	0.330
padded	жумшак	0.606	0.212	0.371
padding	толтургучтар	0.561	0.398	0.423
paddle	кайыктын калагы	0.561	0.375	0.393
paddle boat	калак кайык	0.663	0.373	0.415
paddock	Апенди	0.480	0.429	0.481
paddy	Папа	0.653	0.330	0.330
padlock	кулпулап,	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	тайбастыкка	0.552	0.547	0.471
pagan	бутпарастык	0.292	0.578	0.542
paganism	бутпарастык	0.240	0.640	0.411
page	бет	0.677	0.224	0.278
pageant	Көктөм	0.719	0.667	0.651
pager	пейжерге	0.510	0.526	0.554
pagination	Pagination	0.459	0.333	0.400
paging	байланыш	0.542	0.398	0.423
pagoda	кананын	0.571	0.259	0.435
pail	чаканы	0.448	0.177	0.188
pain	азап	0.012	0.765	0.395
pained	жатты	0.112	0.500	0.250
painful	ооруткан	0.050	0.742	0.330
painfully	оор	0.156	0.720	0.407
painkiller	ооруу	0.487	0.312	0.481
painless	оорутпай	0.785	0.173	0.491
pains	толгоо	0.106	0.673	0.362
painstaking	оор	0.396	0.335	0.386
paint	боек	0.667	0.343	0.413
