Word	Georgian-ka	Valence	Arousal	Dominance
measurement	გაზომვა	0.622	0.418	0.491
measuring	საზომი	0.448	0.337	0.529
measuring cup	საზომი ჭიქა	0.557	0.343	0.377
measuring tape	საზომი ლენტი	0.337	0.280	0.327
meat	ხორცი	0.612	0.421	0.413
meatball	meatball	0.612	0.279	0.343
meathead	meathead	0.306	0.534	0.490
meatloaf	ხორცი	0.625	0.389	0.375
mechanic	მექანიკური	0.571	0.433	0.566
mechanical	მექანიკური	0.479	0.569	0.564
mechanics	მექანიკა	0.542	0.500	0.761
mechanism	მექანიზმი	0.573	0.583	0.664
med	NO TRANSLATION	0.375	0.429	0.606
medal	მედალი	0.854	0.555	0.746
medallion	მედალიონი	0.750	0.510	0.710
medallist	მედალოსანი	0.796	0.821	0.897
meddle	meddle	0.302	0.770	0.526
meddling	ჩარევა	0.245	0.600	0.461
media	მედია	0.500	0.330	0.464
medial	მედიალური	0.458	0.340	0.429
median	მედიანა	0.459	0.216	0.375
mediate	შუამავლობა	0.635	0.308	0.654
mediation	შუამავლობა	0.661	0.350	0.657
mediator	შუამავალი	0.592	0.438	0.580
medic	ექიმი	0.500	0.472	0.585
medical	სამედიცინო	0.583	0.373	0.616
medicate	მედიცინა	0.417	0.375	0.546
medication	მედიკამენტები	0.615	0.439	0.500
medicinal	სამკურნალო	0.667	0.417	0.614
medicine	მედიცინა	0.708	0.318	0.679
medieval	შუასაუკუნეები	0.560	0.408	0.455
mediocre	უღიმღამო	0.188	0.481	0.149
mediocrity	მედიოკრატიულობა	0.073	0.398	0.225
meditate	ფიქრი	0.812	0.146	0.564
meditating	ფიქრი	0.718	0.185	0.399
meditation	მედიტაცია	0.786	0.120	0.478
meditative	მედიტაციური	0.614	0.120	0.454
mediterranean	ხმელთაშუა	0.663	0.454	0.545
medium	საშუალო	0.559	0.356	0.358
medley	medley	0.487	0.352	0.400
meek	meek	0.531	0.150	0.198
meet	შეხვედრა	0.760	0.510	0.580
meeting	შეხვედრა	0.750	0.569	0.613
mega	მეგა	0.724	0.538	0.723
meh	მე	0.380	0.286	0.365
melancholic	მელანქოლიური	0.181	0.306	0.277
melancholy	სევდა	0.188	0.260	0.237
melee	melee	0.541	0.704	0.611
mellow	მორცხვი	0.633	0.069	0.265
melodious	მელოდიური	0.932	0.530	0.587
melodrama	მელოდრამა	0.378	0.830	0.446
melodramatic	მელოდრამატული	0.235	0.692	0.368
melody	მელოდია	0.847	0.434	0.405
melon	ნესვი	0.461	0.231	0.271
melt	დნება	0.448	0.615	0.312
meltdown	დადნობა	0.629	0.657	0.602
melting	დნობის	0.592	0.470	0.538
member	წევრი	0.698	0.333	0.555
membership	წევრობა	0.698	0.411	0.778
membrane	მემბრანა	0.406	0.430	0.418
memento	შენიშვნა	0.708	0.360	0.536
memo	შენიშვნა	0.625	0.235	0.407
memoir	მოგონება	0.750	0.242	0.553
memorabilia	memorabilia	0.780	0.412	0.491
memorable	სამახსოვრო	0.939	0.510	0.769
memorandum	მემორანდუმი	0.600	0.500	0.639
memorial	მემორიალი	0.602	0.304	0.600
memorials	მემორიალები	0.771	0.333	0.679
memories	მოგონებები	0.963	0.487	0.510
memoriesiwontforget	NO TRANSLATION	0.635	0.542	0.455
memorize	გახსოვდეთ	0.520	0.451	0.716
memory	მეხსიერება	0.792	0.378	0.573
menace	მუქარა	0.125	0.894	0.759
menacing	მუქარა	0.042	0.880	0.643
menagerie	კაცობრიობა	0.573	0.480	0.538
mend	შესწორება	0.542	0.436	0.602
mending	mending	0.500	0.633	0.657
menial	მსახური	0.490	0.420	0.352
meningitis	მენინგიტი	0.104	0.612	0.407
meniscus	მენსიუსი	0.323	0.330	0.453
menopause	მენოპაუზის	0.204	0.460	0.306
menses	ქალები	0.163	0.686	0.331
menstrual	მენსტრუალური	0.408	0.519	0.435
mental	ფსიქიკური	0.490	0.490	0.585
mentalhealth	NO TRANSLATION	0.562	0.541	0.670
mentality	მენტალიტეტი	0.711	0.415	0.726
menthol	მენთოლი	0.490	0.292	0.433
mention	აღვნიშნო	0.562	0.365	0.562
mentor	მენტორი	0.719	0.455	0.777
menu	მენიუ	0.633	0.333	0.385
meow	მიაუ	0.510	0.510	0.412
mercantile	mercantile	0.480	0.490	0.713
mercenary	მერყეობა	0.245	0.837	0.673
merchandise	ნაკეთობების	0.594	0.460	0.621
merchant	ვაჭარი	0.675	0.500	0.620
merciful	მოწყალე	0.854	0.346	0.500
merciless	დაუნდობელი	0.062	0.880	0.634
mercurial	მერყევი	0.490	0.546	0.518
mercury	მერკური	0.337	0.312	0.475
mercy	წყალობა	0.719	0.229	0.500
mere	უბრალო	0.396	0.221	0.176
merengue	merengue	0.688	0.519	0.442
merge	შერწყმა	0.760	0.480	0.733
merger	შერწყმა	0.592	0.490	0.642
meridian	მერიდიანი	0.510	0.324	0.558
meridional	meridional	0.365	0.290	0.600
meringue	meringue	0.625	0.580	0.411
merit	დამსახურება	0.854	0.500	0.722
meritorious	კეთილშობილური	0.781	0.618	0.855
mermaid	mermaid	0.765	0.623	0.452
merriment	მშვენება	0.948	0.721	0.632
merry	მხიარულ	0.979	0.731	0.764
merrychristmas	NO TRANSLATION	0.888	0.510	0.536
mesa	მესი	0.604	0.191	0.319
mescaline	mescaline	0.490	0.580	0.415
mesh	mesh	0.429	0.235	0.371
meshes	meshes	0.440	0.363	0.362
mesmerized	mesmerized	0.520	0.552	0.421
mess	არეულობა	0.143	0.843	0.273
message	გაგზავნა	0.650	0.391	0.415
messedup	NO TRANSLATION	0.333	0.615	0.358
messenger	მაცნე	0.694	0.434	0.500
messiah	მესია	0.781	0.634	0.800
messy	ბინძური	0.260	0.635	0.140
metabolic	მეტაბოლური	0.408	0.531	0.559
metabolism	მეტაბოლიზმი	0.698	0.509	0.555
metal	ლითონის	0.551	0.429	0.547
metallic	მეტალიკი	0.615	0.330	0.607
metallurgy	მეტალურგია	0.396	0.509	0.587
metamorphosis	მეტამორფოზა	0.541	0.571	0.613
metaphor	მეტაფორა	0.562	0.280	0.470
metaphorical	მეტაფორული	0.500	0.412	0.480
metaphysical	მეტაფიზიკური	0.630	0.573	0.686
metaphysics	მეტაფიზიკა	0.561	0.396	0.588
metastasis	მეტასტაზი	0.177	0.646	0.452
meteor	მეტეორი	0.398	0.714	0.737
meteoric	მეტეორიული	0.590	0.802	0.684
meteorite	მეტეორიტი	0.385	0.794	0.750
meteorological	მეტეოროლოგიური	0.635	0.557	0.556
meteorology	მეტეოროლოგია	0.630	0.418	0.689
meter	მეტრი	0.438	0.300	0.463
meth	მეთიუ	0.354	0.564	0.340
methadone	მეტადონი	0.240	0.540	0.453
methane	მეთანი	0.290	0.460	0.569
methanol	მეტანოლი	0.292	0.500	0.570
method	მეთოდი	0.640	0.275	0.698
methodical	მეთოდური	0.663	0.360	0.745
methodology	მეთოდოლოგია	0.664	0.327	0.745
meticulous	დეტალური	0.555	0.480	0.555
metime	მეტემი	0.531	0.398	0.417
metric	მეტრული	0.519	0.248	0.573
metrical	მეტრიკული	0.521	0.375	0.482
metrology	მეტროლოგია	0.531	0.432	0.439
metropolis	მეტროპოლია	0.656	0.625	0.779
metropolitan	მიტროპოლიტი	0.387	0.408	0.723
mettle	mettle	0.667	0.529	0.750
mew	mew	0.418	0.481	0.380
mezzanine	ანტრესოლი	0.479	0.427	0.404
mica	მიკა	0.531	0.250	0.314
mick	მიკი	0.449	0.451	0.382
micro	მიკრო	0.500	0.270	0.250
microbe	მიკრობი	0.255	0.450	0.340
microbiology	მიკრობიოლოგია	0.571	0.378	0.560
microchip	მიკროჩიპი	0.551	0.358	0.432
microcosm	მიკროსკომი	0.500	0.500	0.520
microfilm	მიკროფილმი	0.469	0.352	0.412
microgram	მიკროგრამი	0.448	0.286	0.355
micrometer	micrometer	0.573	0.358	0.394
micron	მიკრონი	0.375	0.291	0.315
microphone	მიკროფონი	0.551	0.431	0.462
microscope	მიკროსკოპი	0.531	0.330	0.464
microscopic	მიკროსკოპული	0.360	0.327	0.433
microscopically	მიკროსკოპული	0.623	0.370	0.412
microscopy	მიკროსკოპია	0.500	0.339	0.455
microwave	მიკროტალღური	0.542	0.497	0.443
mid	შუა რიცხვებში	0.500	0.315	0.356
midair	midair	0.633	0.413	0.455
midday	შუადღეს	0.658	0.250	0.403
middle	შუა	0.458	0.157	0.300
middleman	შუამავალი	0.500	0.404	0.452
middleweight	middleweight	0.510	0.302	0.428
midget	შუადღე	0.396	0.295	0.254
midland	შუაში	0.521	0.402	0.456
midlife	midlife	0.594	0.244	0.473
midline	შუალედური	0.332	0.224	0.330
midnight	შუაღამისას	0.562	0.470	0.545
midshipman	midshipman	0.469	0.615	0.785
midst	შუაგულში	0.324	0.275	0.296
midsummer	ზაფხულში	0.781	0.480	0.492
midterm	შუალედური	0.427	0.337	0.425
midtown	შუალედური	0.479	0.442	0.538
midway	შუადღისას	0.459	0.316	0.304
midwife	ბებიაქალი	0.531	0.570	0.453
midwifery	საშუალო განათლება	0.510	0.570	0.459
mien	NO TRANSLATION	0.500	0.352	0.447
miffed	miffed	0.204	0.726	0.429
mighty	ძლიერი	0.855	0.837	0.936
mignon	მინიონი	0.551	0.440	0.423
migraine	შაკიკი	0.135	0.783	0.318
migrate	მიგრაცია	0.415	0.580	0.454
migration	მიგრაცია	0.492	0.731	0.566
migratory	მიგრაცია	0.448	0.521	0.491
mike	მაიკ	0.542	0.365	0.423
mil	NO TRANSLATION	0.534	0.388	0.347
mild	რბილი	0.635	0.198	0.216
mildew	mildew	0.344	0.250	0.241
mildness	რბილი ხასიათი	0.827	0.226	0.311
mile	mile	0.521	0.417	0.456
mileage	გარბენი	0.510	0.458	0.562
milestone	მარშრუტი	0.719	0.373	0.558
militant	ბოევიკი	0.418	0.667	0.750
militants	ბოევიკები	0.260	0.673	0.652
military	სამხედრო	0.396	0.710	0.875
militia	მილიცია	0.396	0.729	0.769
milk	რძე	0.817	0.270	0.327
milkman	milkman	0.750	0.380	0.304
milkshake	რძე	0.796	0.521	0.330
milky	რძიანი	0.517	0.283	0.311
mill	წისქვილზე	0.531	0.382	0.347
millennium	ათასწლეული	0.573	0.398	0.760
milligram	წისქვილი	0.429	0.217	0.302
millimeter	მილიმეტრი	0.427	0.177	0.360
million	მილიონი	0.776	0.647	0.812
millionaire	მილიონერი	0.917	0.755	0.850
millionth	მილიონი	0.635	0.528	0.611
millstone	წისქვილი	0.510	0.433	0.492
mime	mime	0.455	0.235	0.302
mimic	mimic	0.557	0.587	0.391
mimicking	მიმართვისას	0.316	0.433	0.364
mimicry	mimicry	0.420	0.337	0.472
mince	mince	0.417	0.529	0.378
mincemeat	mincemeat	0.396	0.435	0.358
mind	გონება	0.650	0.388	0.627
minded	მოაზროვნე	0.656	0.394	0.627
mindful	მავიწყდება	0.765	0.450	0.725
mindfulness	მავიწყდება	0.729	0.635	0.745
mindless	უაზრო	0.184	0.333	0.153
mine	ჩემი	0.688	0.418	0.578
minefield	ნაღმი	0.188	0.839	0.684
miner	miner	0.408	0.594	0.644
mineral	მინერალური	0.519	0.287	0.605
mineralogy	მინერალოგია	0.551	0.408	0.545
mingle	mingle	0.561	0.480	0.434
mingled	mingled	0.521	0.392	0.357
mini	მინი	0.421	0.324	0.221
miniature	მინიატურული	0.429	0.292	0.204
minibus	მიკროავტობუსი	0.439	0.390	0.428
minim	NO TRANSLATION	0.518	0.208	0.138
minimal	მინიმალური	0.448	0.147	0.206
minimize	მინიმუმამდე	0.360	0.236	0.311
minimized	მინიმიზირებული	0.458	0.137	0.208
minimum	მინიმალური	0.380	0.198	0.194
mining	სამთო	0.633	0.598	0.554
minion	მინონი	0.490	0.430	0.167
minister	მინისტრი	0.547	0.441	0.892
ministerial	მინისტრს	0.571	0.519	0.660
ministry	სამინისტრო	0.510	0.346	0.717
minivan	მინივენი	0.592	0.356	0.452
mink	წაულასი	0.560	0.515	0.430
minnow	მინინო	0.541	0.367	0.364
minor	უმნიშვნელო	0.250	0.235	0.175
minority	უმცირესობა	0.310	0.332	0.211
minstrel	minstrel	0.458	0.541	0.397
mint	პიტნა	0.688	0.221	0.345
minty	წვრილმანი	0.635	0.292	0.361
minuscule	მინუსკულა	0.396	0.286	0.214
minute	წუთი	0.582	0.279	0.356
minutiae	minutiae	0.323	0.257	0.316
minx	მინ	0.448	0.519	0.404
mir	NO TRANSLATION	0.417	0.339	0.355
miracle	სასწაული	0.917	0.607	0.806
miracles	სასწაულები	0.922	0.735	0.692
miraculous	სასწაულმოქმედი	0.875	0.706	0.812
mirage	მირაჟი	0.546	0.487	0.562
mire	NO TRANSLATION	0.344	0.376	0.298
mirror	სარკეში	0.677	0.310	0.438
mirth	სიხარული	0.888	0.640	0.608
misappropriation	მითვისება	0.097	0.831	0.500
misbehave	misbehave	0.020	0.847	0.304
misbehavior	misbehavior	0.031	0.704	0.269
miscalculation	შეცდომა	0.177	0.490	0.353
miscarriage	miscarriage	0.042	0.781	0.312
miscellaneous	სხვა	0.531	0.321	0.196
miscellany	miscellany	0.500	0.412	0.384
mischief	ზიანის მიყენება	0.385	0.834	0.292
mischievous	ცრემლები	0.439	0.804	0.472
misconception	misconception	0.210	0.557	0.291
misconduct	გადაცდომა	0.061	0.667	0.304
misdemeanor	შეცდომა	0.210	0.640	0.364
misdirection	misdirection	0.131	0.710	0.281
miser	შეცდომა	0.208	0.633	0.311
miserable	უმწეო	0.062	0.461	0.188
miserably	ცუდად	0.280	0.545	0.150
misery	უბედურება	0.146	0.378	0.158
misfire	misfire	0.153	0.453	0.200
misfit	შეცდომა	0.173	0.500	0.393
misfortune	უბედურება	0.094	0.780	0.311
misguided	NO TRANSLATION	0.280	0.531	0.259
mishap	mishap	0.071	0.654	0.227
misinformed	დეზინფორმაცია	0.156	0.567	0.250
misinterpretation	არასწორი ინტერპრეტაცია	0.112	0.556	0.360
mislead	შეცდომა	0.167	0.765	0.412
misleading	შეცდომაში შეყვანა	0.070	0.660	0.272
misled	შეცდომაში შეიყვანეს	0.177	0.606	0.353
mismanagement	არასწორი მართვა	0.094	0.520	0.295
mismatch	შეუსაბამობა	0.250	0.459	0.282
mismatched	შეუთავსებელია	0.250	0.557	0.302
misnomer	არასწორი	0.296	0.528	0.284
misplace	შეცდომა	0.229	0.461	0.191
misplaced	უადგილოა	0.247	0.450	0.324
misread	შეცდომა	0.115	0.558	0.315
misrepresent	არასწორია	0.198	0.542	0.418
misrepresentation	არასწორია	0.323	0.618	0.518
misrepresented	არასწორია	0.042	0.519	0.466
miss	მენატრები	0.573	0.490	0.408
missile	სარაკეტო	0.240	0.830	0.764
missiles	რაკეტები	0.070	0.922	0.830
