Word	Latvian-lv	Valence	Arousal	Dominance
overpower	pārvarēt	0.448	0.859	0.783
overpowering	pārvaroša	0.392	0.779	0.589
overpriced	pārāk dārga	0.271	0.556	0.472
overprotective	pārāk aizsargāta	0.448	0.673	0.741
overrated	pārvērtēts	0.312	0.630	0.482
overreact	pārāk reaģēt	0.306	0.912	0.471
override	ignorēt	0.316	0.491	0.529
overriding	galvenais	0.240	0.490	0.384
overrule	atcelt	0.224	0.412	0.429
overrun	pārsniegums	0.271	0.764	0.598
oversee	pārraudzīt	0.541	0.649	0.778
overseer	pārraugs	0.552	0.520	0.873
overshadow	aizēnot	0.333	0.549	0.654
oversight	pārraudzība	0.385	0.618	0.723
oversized	negabarīts	0.552	0.540	0.679
overslept	overslept	0.408	0.315	0.300
overstate	pārvērtēt	0.281	0.779	0.635
overstock	pārtēriņš	0.344	0.592	0.589
overt	atklāts	0.708	0.326	0.607
overtake	pārņemt	0.573	0.620	0.718
overtaken	apsteidzis	0.594	0.552	0.702
overthemoon	NO TRANSLATION	0.643	0.531	0.481
overthinker	pārdomātājs	0.430	0.606	0.552
overthinking	pārdomāts	0.408	0.761	0.525
overthrow	gāzt	0.260	0.868	0.620
overtime	virsstundas	0.447	0.504	0.529
overtired	pārtraucis	0.210	0.357	0.273
overture	overture	0.490	0.402	0.491
overturn	apgāzties	0.240	0.765	0.396
overview	pārskats	0.615	0.380	0.539
overweight	liekais svars	0.052	0.500	0.389
overwhelm	apslāpēt	0.250	0.823	0.462
overwhelmed	pieblīvēts	0.341	0.680	0.348
overwhelming	pārsteidzošs	0.327	0.830	0.640
overworked	pārpildīts	0.133	0.670	0.387
overwrought	pārmērīgs	0.156	0.900	0.571
overzealous	pārāk liels	0.427	0.804	0.703
owe	parādā	0.500	0.429	0.386
owing	sakarā ar	0.396	0.307	0.381
owl	pūce	0.520	0.270	0.321
owner	īpašnieks	0.776	0.449	0.920
ownership	īpašumtiesības	0.628	0.445	0.741
ox	vērsis	0.417	0.396	0.412
oxidation	oksidēšana	0.453	0.415	0.211
oxide	oksīds	0.354	0.377	0.298
oxygen	skābeklis	0.908	0.310	0.575
oxymoron	oksimorons	0.427	0.481	0.398
oyster	austere	0.500	0.311	0.327
ozone	ozons	0.560	0.345	0.518
pace	temps	0.510	0.380	0.390
pacemaker	elektrokardiostimulators	0.448	0.569	0.582
pacific	Klusā okeāna reģions	0.627	0.118	0.580
pacified	mierīgs	0.802	0.194	0.414
pacifier	murgs	0.615	0.342	0.356
pacifist	pacifists	0.663	0.153	0.557
pacify	mīļš	0.812	0.283	0.629
pacing	pacing	0.583	0.551	0.491
pack	komplekts	0.510	0.347	0.475
package	pakete	0.571	0.433	0.443
packaging	iepakojums	0.604	0.393	0.549
packer	fasētājs	0.520	0.480	0.537
packet	pakete	0.582	0.385	0.407
pact	pakts	0.442	0.444	0.593
pad	pakete	0.684	0.279	0.330
padded	polsterēts	0.606	0.212	0.371
padding	polsterējums	0.561	0.398	0.423
paddle	bradāt	0.561	0.375	0.393
paddle boat	buru laiva	0.663	0.373	0.415
paddock	aploklis	0.480	0.429	0.481
paddy	paddy	0.653	0.330	0.330
padlock	atslēga	0.459	0.284	0.457
padre	NO TRANSLATION	0.684	0.407	0.647
paean	paean	0.552	0.547	0.471
pagan	pagānu	0.292	0.578	0.542
paganism	pagānisms	0.240	0.640	0.411
page	lappuse	0.677	0.224	0.278
pageant	konkurss	0.719	0.667	0.651
pager	peidžeris	0.510	0.526	0.554
pagination	lappuses	0.459	0.333	0.400
paging	peidžeri	0.542	0.398	0.423
pagoda	pagoda	0.571	0.259	0.435
pail	putekļains	0.448	0.177	0.188
pain	sāpes	0.012	0.765	0.395
pained	bīstami	0.112	0.500	0.250
painful	sāpīgs	0.050	0.742	0.330
painfully	sāpīgi	0.156	0.720	0.407
painkiller	pretsāpju līdzeklis	0.487	0.312	0.481
painless	nesāpīgs	0.785	0.173	0.491
pains	sāpes	0.106	0.673	0.362
painstaking	cītīgs	0.396	0.335	0.386
paint	krāsu	0.667	0.343	0.413
paintball	peintbols	0.615	0.745	0.537
paintbrush	otas	0.714	0.226	0.353
painted	krāsotas	0.667	0.333	0.424
painter	gleznotājs	0.677	0.366	0.487
painting	glezna	0.792	0.324	0.333
pair	pāris	0.552	0.317	0.304
paisley	Paisley	0.531	0.327	0.347
pajama	Pajama	0.908	0.157	0.245
pajamas	pidžamas	0.719	0.170	0.264
pal	pal	0.812	0.426	0.596
palace	pils	0.878	0.510	0.804
palatable	garšīgs	0.823	0.500	0.594
palate	aukslējas	0.625	0.350	0.358
pale	bāla	0.281	0.259	0.245
paleontology	paleontoloģija	0.438	0.308	0.617
palette	palete	0.590	0.333	0.205
pall	pall	0.277	0.387	0.394
palladium	pallādijs	0.470	0.380	0.393
pallet	palete	0.604	0.241	0.349
palliative	paliatīvs	0.548	0.394	0.518
palm	palma	0.531	0.194	0.340
palmer	palmeris	0.480	0.269	0.413
palomino	palomino	0.616	0.349	0.396
palpable	jūtams	0.552	0.343	0.611
palpitations	sirdsklauves	0.417	0.702	0.528
palsy	paralīze	0.083	0.446	0.221
paltry	niecīgs	0.333	0.491	0.320
pamper	lutināt	0.792	0.321	0.348
pamphlet	brošūra	0.530	0.250	0.327
pan	panna	0.734	0.182	0.364
panacea	panaceja	0.420	0.427	0.613
panache	panache	0.510	0.363	0.306
pancake	pankūka	0.802	0.274	0.364
pancakes	pankūkas	0.844	0.373	0.402
pancreas	aizkuņģa dziedzeris	0.469	0.302	0.366
panda	panda	0.646	0.194	0.406
pandemic	pandēmija	0.160	0.790	0.544
pandemonium	pandēmija	0.229	0.885	0.500
pane	rūts	0.385	0.250	0.444
panel	panelis	0.469	0.321	0.425
pang	NO TRANSLATION	0.146	0.595	0.455
panhandle	panhandle	0.441	0.431	0.414
panic	panika	0.062	0.938	0.400
panicattack	NO TRANSLATION	0.255	0.724	0.386
panicked	panikā	0.100	0.949	0.260
panicking	panika	0.094	0.882	0.333
panicky	panicky	0.284	0.962	0.393
panier	NO TRANSLATION	0.500	0.392	0.380
panorama	panorāma	0.719	0.402	0.625
panoramic	panorāmas	0.542	0.462	0.684
pansy	Pansija	0.653	0.283	0.589
pant	elsoties	0.448	0.463	0.409
pantheon	panteons	0.144	0.410	0.610
panther	panther	0.303	0.594	0.682
panties	biksītes	0.594	0.529	0.312
pantomime	pantomīma	0.552	0.481	0.385
pantry	pieliekamais	0.622	0.294	0.312
pants	pants	0.673	0.320	0.333
panty	bikses	0.451	0.557	0.303
pantyhose	zeķbikses	0.570	0.539	0.250
pap	pap	0.438	0.403	0.302
papa	papa	0.656	0.340	0.527
papacy	pāvests	0.481	0.263	0.553
papal	NO TRANSLATION	0.493	0.304	0.559
papaya	papaija	0.630	0.306	0.300
paper	papīrs	0.520	0.123	0.293
paperback	brošēta grāmata	0.633	0.269	0.314
paperboy	grāmatvedis	0.521	0.490	0.471
paperweight	preses svars	0.421	0.278	0.433
paperwork	papīru darbs	0.448	0.355	0.422
paprika	paprika	0.417	0.250	0.264
papyrus	papiruss	0.459	0.240	0.324
par	NO TRANSLATION	0.615	0.372	0.429
parable	līdzība	0.479	0.357	0.525
parabola	parabola	0.542	0.413	0.620
parabolic	parabolisks	0.459	0.509	0.500
parachute	izpletņlēcējs	0.562	0.787	0.564
parade	parāde	0.792	0.685	0.509
paradigm	paradigma	0.573	0.429	0.779
paradise	paradīze	0.875	0.540	0.796
paradox	paradokss	0.417	0.442	0.482
paradoxical	paradoksāls	0.406	0.547	0.433
paraffin	parafīns	0.426	0.291	0.343
paragon	paragon	0.490	0.431	0.473
paragraph	paragrāfs	0.510	0.164	0.269
parakeet	paraksts	0.576	0.387	0.227
paralegal	paralegals	0.479	0.470	0.519
parallax	paralakss	0.437	0.394	0.471
parallel	paralēli	0.568	0.284	0.465
parallelism	paralēlisms	0.549	0.363	0.527
paralysis	paralīze	0.156	0.500	0.305
paralyze	paralīze	0.188	0.367	0.471
paralyzed	paralizēta	0.194	0.480	0.198
paramedic	paramedicīns	0.673	0.464	0.636
paramedics	paramedikas	0.479	0.594	0.712
paramilitary	paramilitārais	0.154	0.804	0.727
paramount	vissvarīgākais	0.771	0.615	0.902
paranoia	paranoja	0.146	0.841	0.407
paranoid	paranojas	0.122	0.918	0.364
paranormal	paranormāls	0.167	0.814	0.560
parapet	parapets	0.450	0.356	0.279
paraphernalia	piederumus	0.443	0.726	0.509
paraphrase	pārfrāzēt	0.500	0.375	0.444
paraplegic	paraplēģis	0.188	0.441	0.321
parasite	parazīts	0.092	0.442	0.324
parasitic	parazītisks	0.037	0.600	0.364
parasol	saulessargs	0.604	0.255	0.304
parcel	zemes gabals	0.660	0.324	0.411
parcels	pakas	0.551	0.445	0.418
parched	izaugusi	0.250	0.235	0.255
parchment	pergaments	0.615	0.228	0.455
pardon	piedod	0.552	0.413	0.542
pare	NO TRANSLATION	0.500	0.356	0.309
parenchyma	parenhimija	0.500	0.399	0.595
parent	vecāks	0.812	0.357	0.860
parentage	vecāku izcelsme	0.903	0.382	0.595
parental	vecāku	0.760	0.430	0.627
parenthesis	NO TRANSLATION	0.510	0.255	0.380
parenthetical	ieslēgts	0.490	0.327	0.391
parenthood	vecākums	0.750	0.630	0.782
parenting	audzināšana	0.812	0.520	0.676
pariah	pariah	0.397	0.478	0.293
parietal	parietāls	0.481	0.333	0.491
paring	atdalīšana	0.429	0.441	0.324
parish	pagasts	0.698	0.354	0.582
parity	paritāte	0.582	0.406	0.407
park	parks	0.816	0.343	0.414
parka	parka	0.469	0.481	0.395
parking	autostāvvieta	0.777	0.469	0.510
parkinsons	parkinsoni	0.104	0.570	0.373
parlance	lietvārds	0.510	0.350	0.462
parlay	parlay	0.469	0.611	0.483
parliament	parlaments	0.573	0.540	0.858
parliamentary	parlamentāro	0.490	0.554	0.755
parlor	salons	0.500	0.327	0.366
parmesan	Parmesan	0.698	0.321	0.382
parody	parodija	0.561	0.651	0.375
parole	parole	0.388	0.620	0.526
parquet	parkets	0.541	0.240	0.422
parrot	papagailis	0.588	0.333	0.292
parry	parry	0.510	0.404	0.436
parse	parsēt	0.469	0.456	0.667
parsimonious	parsimonious	0.417	0.312	0.446
parsimony	parsimony	0.449	0.280	0.403
parsley	pētersīļi	0.458	0.170	0.291
parson	parsons	0.583	0.250	0.615
part	daļa	0.663	0.278	0.360
partake	piedalīties	0.755	0.656	0.629
partial	daļējs	0.429	0.324	0.348
partiality	neobjektivitāte	0.375	0.380	0.490
partially	daļēji	0.418	0.368	0.396
participant	dalībnieks	0.712	0.598	0.613
participate	piedalīties	0.755	0.580	0.684
participation	līdzdalība	0.781	0.700	0.702
particle	daļiņu	0.521	0.265	0.438
particular	īpaši	0.562	0.402	0.552
particularity	īpašība	0.670	0.434	0.586
particulars	ziņas	0.604	0.348	0.525
parting	šķiršanās	0.260	0.542	0.353
partisan	partizāns	0.615	0.549	0.669
partisanship	partizānisms	0.438	0.566	0.551
partition	nodalījums	0.615	0.469	0.567
partly	daļēji	0.415	0.410	0.396
partner	partneris	0.673	0.302	0.586
partnership	partnerība	0.786	0.387	0.545
partridge	krāsnīša	0.583	0.415	0.250
parts	daļas	0.459	0.327	0.392
party	ballīte	0.948	0.840	0.547
pas	NO TRANSLATION	0.490	0.344	0.262
pass	iet	0.510	0.324	0.362
passable	apmierinošs	0.688	0.337	0.633
passage	pāreja	0.429	0.314	0.370
passageway	pāreja	0.490	0.389	0.400
passe	NO TRANSLATION	0.531	0.357	0.426
passenger	pasažieris	0.717	0.413	0.481
passim	NO TRANSLATION	0.458	0.491	0.333
passing	iet cauri	0.458	0.298	0.509
passion	kaislība	0.854	0.865	0.728
passionate	kaislīgs	0.990	0.827	0.731
passive	pasīva	0.420	0.116	0.241
passivity	pasivitāte	0.241	0.115	0.246
passkey	atslēga	0.646	0.500	0.791
passport	pase	0.653	0.457	0.682
password	parole	0.390	0.356	0.559
past	pagātne	0.490	0.422	0.311
pasta	makaroni	0.615	0.306	0.375
paste	ielīmēt	0.500	0.556	0.500
pastel	pastelis	0.719	0.357	0.367
pastime	izklaide	0.677	0.353	0.443
pastor	mācītājs	0.698	0.236	0.746
pastrami	pastrami	0.542	0.415	0.348
pastry	mīklas izstrādājumi	0.870	0.407	0.419
pasture	ganības	0.688	0.145	0.170
pasty	pastas	0.479	0.363	0.375
pat	pat	0.418	0.377	0.340
patch	plāksteris	0.439	0.288	0.283
patchwork	plosīties	0.500	0.260	0.325
pate	pate	0.406	0.260	0.260
patella	kauliņš	0.430	0.260	0.342
patent	patents	0.724	0.391	0.609
patented	patentēta	0.571	0.422	0.685
paternal	tēvs	0.776	0.353	0.755
paternity	paternitāte	0.704	0.590	0.806
path	ceļš	0.590	0.245	0.421
pathetic	nožēlojams	0.088	0.464	0.139
pathological	patoloģisks	0.220	0.602	0.580
pathologist	patologs	0.354	0.552	0.585
pathology	patoloģija	0.271	0.560	0.558
pathos	NO TRANSLATION	0.350	0.449	0.462
pathway	ceļš	0.646	0.410	0.519
patience	pacietība	0.771	0.125	0.387
patient	pacients	0.583	0.193	0.340
patio	terase	0.562	0.245	0.402
patriarch	patriarhs	0.592	0.448	0.898
patriarchal	patriarhāls	0.531	0.500	0.857
patrimony	mantojums	0.719	0.406	0.740
patriot	patriots	0.771	0.635	0.886
patriotic	patriotisks	0.875	0.509	0.933
patriotism	patriotisms	0.708	0.635	0.848
patrol	patruļas	0.427	0.664	0.736
patrolman	patruļas nams	0.469	0.731	0.884
patron	patrons	0.583	0.451	0.870
patronage	patronāža	0.583	0.490	0.583
patronising	aizbildnība	0.439	0.455	0.582
patronize	patronize	0.430	0.451	0.591
patronizing	aizbildnība	0.542	0.365	0.529
patter	patter	0.312	0.635	0.451
pattern	modelis	0.479	0.422	0.664
paucity	nepietiekamība	0.153	0.453	0.175
pauper	pauper	0.260	0.347	0.151
pause	pauze	0.429	0.188	0.264
pave	bruģēt	0.594	0.490	0.509
pavement	bruģis	0.460	0.353	0.475
pavilion	paviljons	0.583	0.500	0.770
paving	bruģēšana	0.408	0.469	0.545
paw	ķepa	0.417	0.360	0.286
pawn	pietura	0.390	0.321	0.187
pawnshop	lombards	0.396	0.439	0.519
pax	pax	0.551	0.421	0.473
pay	maksāt	0.514	0.588	0.592
payable	jāmaksā	0.385	0.480	0.606
payback	atmaksāšanās	0.459	0.500	0.567
paycheck	paycheck	0.896	0.630	0.652
payday	algas diena	0.833	0.741	0.571
payer	maksātājs	0.313	0.630	0.638
payload	lietderīgā slodze	0.612	0.510	0.682
payment	maksājums	0.629	0.452	0.643
payoff	atmaksāt	0.740	0.644	0.673
payout	izmaksa	0.646	0.600	0.575
payphone	maksas telefons	0.469	0.360	0.370
payroll	algas	0.521	0.360	0.549
pea	zirņus	0.580	0.275	0.298
peace	miers	0.939	0.156	0.613
peaceable	miermīlīgs	0.776	0.134	0.453
peaceful	miermīlīgs	0.867	0.108	0.569
peacefully	mierīgi	0.901	0.190	0.639
peacekeeper	miera uzturētājs	0.865	0.320	0.644
peaceofmind	NO TRANSLATION	0.786	0.160	0.519
peacetime	miera laikā	0.949	0.180	0.579
peach	persiks	0.704	0.480	0.272
peachy	pīrāgs	0.755	0.479	0.388
peacock	pāvs	0.786	0.449	0.458
peak	virsotne	0.500	0.345	0.431
peaked	sasniedzis maksimumu	0.677	0.704	0.857
peanut	zemesrieksti	0.646	0.202	0.246
peanuts	zemesrieksti	0.542	0.294	0.324
pear	bumbieris	0.677	0.158	0.241
pearl	pērle	0.905	0.425	0.642
pearly	pērļains	0.635	0.337	0.373
peas	zirņi	0.542	0.283	0.310
peasant	zemnieks	0.530	0.275	0.407
peat	kūdra	0.333	0.655	0.504
pebble	olis	0.354	0.353	0.287
pecan	pekanrieksts	0.552	0.316	0.358
peck	keck	0.202	0.530	0.321
pecker	pecker	0.459	0.509	0.375
peculiar	savdabīgs	0.600	0.491	0.564
peculiarities	īpatnības	0.511	0.460	0.528
peculiarity	īpatnība	0.439	0.452	0.652
peculiarly	īpatnēji	0.615	0.450	0.454
pecuniary	finansiāls	0.490	0.490	0.500
pedal	pedālis	0.500	0.320	0.342
pedantic	pedantisks	0.229	0.608	0.253
peddle	rotaļlieta	0.539	0.549	0.538
peddler	mednieks	0.408	0.481	0.390
pedestal	pjedestāls	0.735	0.284	0.579
pedestrian	gājējs	0.438	0.360	0.448
pediatric	pediatrija	0.560	0.462	0.490
pediatrician	pediatrs	0.602	0.500	0.627
pediatrics	pediatrija	0.750	0.380	0.596
pedicure	pedikīrs	0.695	0.269	0.296
pedigree	šķirnes	0.625	0.340	0.609
pedometer	pedometrs	0.469	0.561	0.405
pedophile	pedofilists	0.051	0.724	0.430
pee	urinēt	0.449	0.529	0.391
peek	palūrēt	0.486	0.360	0.411
peekaboo	ku kū	0.592	0.607	0.412
peel	mizu	0.439	0.250	0.279
peep	palūrēt	0.573	0.317	0.269
peeper	peeper	0.182	0.537	0.343
peephole	putekļsūcējs	0.479	0.500	0.310
peer	vienaudze	0.458	0.321	0.569
peering	peering	0.514	0.409	0.451
peerless	bezpeļņas	0.688	0.450	0.462
peeved	peeved	0.156	0.750	0.467
peg	piesaistīt	0.520	0.357	0.393
pegs	mietiņi	0.408	0.286	0.386
peice	NO TRANSLATION	0.479	0.422	0.398
pelagic	pelaģiskās	0.521	0.554	0.491
pelican	pelikāns	0.573	0.391	0.380
pellet	granulu	0.448	0.390	0.466
pelvic	iegurņa	0.320	0.632	0.373
pelvis	iegurnis	0.378	0.618	0.380
pen	pildspalva	0.622	0.194	0.250
penal	sods	0.208	0.565	0.610
penalty	sods	0.062	0.490	0.240
penance	apžēlošana	0.219	0.667	0.463
penchant	iecienītība	0.688	0.480	0.609
pencil	zīmulis	0.552	0.200	0.263
pendant	kulons	0.676	0.321	0.385
pendency	tendence	0.396	0.452	0.472
pendent	NO TRANSLATION	0.470	0.380	0.425
pending	gaida	0.396	0.441	0.473
pendulum	svārsts	0.542	0.368	0.434
penetrate	iekļūt	0.287	0.877	0.732
penetrating	iekļūstot	0.469	0.792	0.782
penetration	iespiešanās	0.438	0.885	0.792
penguin	pingvīns	0.615	0.296	0.307
penicillin	penicilīns	0.417	0.431	0.566
penile	dzimumloceklis	0.490	0.736	0.491
peninsula	pussala	0.551	0.384	0.627
penis	dzimumloceklis	0.354	0.810	0.556
penitent	nāvessods	0.542	0.530	0.508
penitentiary	cietumsods	0.229	0.726	0.491
penmanship	femanship	0.677	0.284	0.509
pennant	vimpelis	0.542	0.380	0.426
penniless	bezkrāsains	0.062	0.316	0.083
penny	penss	0.615	0.302	0.324
pension	pensija	0.625	0.409	0.406
pensioner	pensionārs	0.440	0.245	0.442
pensive	pensive	0.540	0.220	0.529
pentagon	pentagons	0.490	0.636	0.774
pentagram	pentagrams	0.510	0.433	0.466
penthouse	penthouse	0.592	0.430	0.395
penultimate	priekšpēdējā	0.469	0.366	0.255
people	cilvēki	0.604	0.400	0.500
peopled	tautas	0.594	0.450	0.679
pep	peps	0.510	0.510	0.364
pepper	pipari	0.400	0.539	0.328
peppermint	piparmētru	0.720	0.264	0.271
pepperoni	peperoni	0.796	0.472	0.358
peppy	peppy	0.677	0.529	0.438
peptic	peptiska	0.398	0.463	0.362
peptide	peptīds	0.380	0.480	0.411
perceive	uztvert	0.653	0.490	0.655
percent	procenti	0.470	0.350	0.356
percentage	procenti	0.469	0.400	0.553
percentile	procentile	0.479	0.410	0.390
perceptible	uztverams	0.710	0.460	0.620
perception	uztvere	0.653	0.481	0.655
perceptive	uztverošs	0.745	0.500	0.741
perch	asaris	0.531	0.300	0.314
perchance	pēkšņi	0.480	0.224	0.298
percolation	perkolācija	0.397	0.417	0.415
percussion	perkusija	0.622	0.635	0.642
perdition	bojāeja	0.135	0.656	0.496
peremptory	imperatīvs	0.429	0.426	0.606
perennial	daudzgadīgs	0.527	0.358	0.500
perfect	ideāls	0.980	0.471	0.870
perfection	pilnība	0.881	0.745	0.934
perfectionist	perfekcionists	0.667	0.704	0.905
perfecto	NO TRANSLATION	0.802	0.567	0.889
perforated	perforēts	0.219	0.607	0.344
perforation	perforācija	0.365	0.668	0.578
perforce	izturēt	0.357	0.689	0.354
perform	izpildīt	0.765	0.555	0.773
performance	sniegums	0.750	0.520	0.672
performer	izpildītājs	0.541	0.530	0.708
perfume	smaržas	0.740	0.472	0.463
perfumed	aromatizēts	0.816	0.471	0.509
peri	peri	0.448	0.433	0.370
peridot	peridots	0.458	0.481	0.435
peril	briesmas	0.052	0.910	0.518
perilous	bīstams	0.143	0.862	0.575
perimeter	perimetrs	0.470	0.443	0.555
period	periods	0.396	0.324	0.588
periodic	periodiski	0.677	0.324	0.508
periodical	periodiski	0.550	0.298	0.430
periodically	periodiski	0.480	0.314	0.515
periodicity	periodiskums	0.646	0.324	0.645
peripheral	perifēra	0.406	0.406	0.549
periphery	perifērija	0.469	0.360	0.366
periscope	periskoks	0.604	0.375	0.609
perish	pazudīs	0.296	0.570	0.415
perishable	ātri bojājoša	0.270	0.464	0.354
perished	bojā	0.135	0.596	0.225
perishing	bojā	0.229	0.423	0.148
perjury	nepatiesa liecība	0.229	0.686	0.409
perk	pērc	0.903	0.519	0.682
perky	perky	0.896	0.792	0.673
perm	perm	0.667	0.465	0.741
permanence	pastāvība	0.771	0.370	0.708
permanent	pastāvīgs	0.745	0.345	0.736
permeable	caurlaidīgs	0.635	0.402	0.495
permeate	caurlaidināt	0.417	0.410	0.407
permeation	caurlaidība	0.418	0.559	0.536
permissible	pieļaujama	0.684	0.646	0.612
permission	atļauja	0.612	0.311	0.580
permissive	atļaujams	0.633	0.389	0.413
permit	atļauju	0.733	0.349	0.518
permitted	atļauts	0.865	0.410	0.613
permitting	atļaujot	0.724	0.481	0.661
permutation	permutācija	0.385	0.588	0.500
pernicious	kaitīga	0.229	0.600	0.382
peroxide	peroksīds	0.458	0.529	0.510
perpendicular	perpendikulāri	0.510	0.398	0.439
perpetrate	izdarīt	0.327	0.837	0.732
perpetrator	vainīgais	0.229	0.765	0.538
perpetual	pastāvīgs	0.625	0.438	0.741
perpetually	pastāvīgi	0.510	0.473	0.868
perpetuate	saglabāt	0.397	0.588	0.788
perpetuation	saglabāšana	0.510	0.677	0.716
perpetuity	nepārtrauktība	0.590	0.434	0.759
perplexed	sajukums	0.312	0.705	0.318
perplexing	apjukums	0.316	0.530	0.362
perplexity	apjukums	0.275	0.720	0.500
persecute	vajāt	0.281	0.873	0.509
persecution	vajāšana	0.229	0.865	0.660
perseverance	neatlaidība	0.888	0.630	0.796
persevere	neatlaidīgi	0.802	0.583	0.937
persist	pastāvēt	0.765	0.644	0.727
persistence	neatlaidība	0.684	0.611	0.873
persistent	noturīgs	0.646	0.667	0.815
persisting	pastāvīgs	0.697	0.677	0.745
person	persona	0.646	0.363	0.596
persona	NO TRANSLATION	0.741	0.480	0.743
personable	personīgi	0.816	0.520	0.637
personage	personība	0.653	0.324	0.698
personal	personīgi	0.750	0.311	0.467
personality	personība	0.896	0.513	0.790
personification	personifikācija	0.760	0.471	0.691
personnel	personāls	0.729	0.344	0.587
persons	personas	0.869	0.302	0.588
perspective	perspektīva	0.688	0.470	0.704
perspiration	svīšana	0.385	0.667	0.490
persuade	pārliecināt	0.620	0.618	0.709
persuasion	pārliecināšana	0.612	0.670	0.537
persuasive	pārliecinošs	0.740	0.700	0.657
pert	pert	0.469	0.460	0.348
pertinent	atbilstošs	0.580	0.333	0.723
perturbation	perturbācija	0.270	0.840	0.500
pertussis	garā klepus	0.279	0.569	0.386
perusal	izlasīšana	0.622	0.235	0.543
peruse	lasīt	0.503	0.270	0.439
pervading	pervading	0.418	0.684	0.728
perverse	perverss	0.146	0.808	0.464
perversion	perversija	0.083	0.830	0.490
pervert	izgriezt	0.082	0.863	0.500
perverted	izgaismots	0.062	0.918	0.436
pesky	nepatīkams	0.250	0.760	0.431
pessimism	pesimisms	0.083	0.484	0.264
pessimist	pesimistu	0.125	0.470	0.218
pessimistic	pesimistiski	0.088	0.394	0.236
pest	kaitēklis	0.188	0.680	0.452
pester	pesteris	0.143	0.780	0.385
pestilence	trakumsērga	0.122	0.660	0.283
pestle	pestle	0.427	0.463	0.426
pesto	Pesto	0.531	0.323	0.336
pet	mājdzīvnieks	0.875	0.327	0.305
petal	ziedlapiņa	0.810	0.194	0.211
petite	petite	0.510	0.354	0.245
petition	lūgumraksts	0.498	0.575	0.415
petitioner	lūgumraksta iesniedzējs	0.601	0.531	0.566
petloss	NO TRANSLATION	0.271	0.481	0.424
petpeeve	NO TRANSLATION	0.375	0.594	0.392
petrified	pārakmeņojies	0.221	0.625	0.232
petrify	pāries	0.177	0.571	0.447
petrol	benzīns	0.418	0.519	0.577
petroleum	nafta	0.583	0.451	0.640
petticoat	apakšveļa	0.550	0.396	0.351
petting	petting	0.812	0.462	0.480
petty	mazs	0.210	0.537	0.236
petulant	vilinošs līdzeklis	0.247	0.685	0.491
petunia	petūnija	0.583	0.260	0.356
pew	pīle	0.449	0.235	0.664
pewter	alvas	0.396	0.260	0.321
peyote	NO TRANSLATION	0.406	0.462	0.426
phalanx	phalanx	0.398	0.398	0.455
phantom	fantoma	0.260	0.759	0.448
pharaoh	faraons	0.656	0.491	0.798
pharmaceutical	farmaceitiskā	0.500	0.435	0.562
pharmacist	farmaceits	0.592	0.382	0.648
